que	que	que	que	CONJ	CONJ
regimiento	régiment	regimiento	régiment	N;MASC;SG	N;MASC;SG
formando	formant	formar	former	V;V.MSDR	V;PRS;V.PTCP
php	php	php	php	N;MASC;SG	N;MASC;SG
canto	chant	canto	chant	N;MASC;SG	N;MASC;SG
canto	chanson	canto	chanson	N;MASC;SG	N;FEM;SG
canto	chant	canto	chant	N;MASC;SG	N;MASC;SG
canto	chant	canto	chant	N;MASC;SG	N;MASC;SG
licencia	licence	licencia	licence	N;FEM;SG	N;FEM;SG
licencia	licence	licencia	licence	N;FEM;SG	N;FEM;SG
idiomas	langues	idioma	langue	N;MASC;PL	N;FEM;PL
idiomas	langues	idioma	langue	N;MASC;PL	N;FEM;PL
directa	directe	directo	direct	ADJ;FEM;SG	ADJ;FEM;SG
directa	direct	directo	direct	ADJ;FEM;SG	ADJ;MASC;SG
posiblemente	éventuellement	posiblemente	éventuellement	ADV	ADV
posiblemente	possiblement	posiblemente	possiblement	ADV	ADV
continente	continent	continente	continent	N;MASC;SG	N;MASC;SG
cartas	cartes	carta	carte	N;FEM;PL	N;FEM;PL
cartas	lettres	carta	lettre	N;FEM;PL	N;FEM;PL
corrientes	corrientes	corriente	corrient	N;FEM;PL	N;FEM;PL
femenina	féminine	femenino	féminin	ADJ;FEM;SG	ADJ;FEM;SG
femenina	féminin	femenino	féminin	ADJ;FEM;SG	ADJ;MASC;SG
poemas	poèmes	poema	poème	N;MASC;PL	N;MASC;PL
facebook	facebook	facebook	facebook	N;MASC;SG	N;MASC;SG
palma	palme	palma	palme	N;FEM;SG	N;FEM;SG
palma	palm	palma	palm	N;FEM;SG	N;MASC;SG
palma	paume	palma	paume	N;FEM;SG	N;FEM;SG
palma	palmier	palma	palmier	N;FEM;SG	N;MASC;SG
enemigo	ennemi	enemigo	ennemi	N;MASC;SG	N;MASC;SG
enemigo	ennemi	enemigo	ennemi	N;MASC;SG	N;MASC;SG
cielo	paradis	cielo	paradis	N;MASC;SG	N;MASC;SG
cielo	ciel	cielo	ciel	N;MASC;SG	N;MASC;SG
cielo	ciel	cielo	ciel	N;MASC;SG	N;MASC;SG
dinamarca	danemark	dinamarco	danemark	N;FEM;SG	N;MASC;SG
excepto	sauf	excepto	sauf	ADP	ADP
producir	produire	producir	produire	V;NFIN	V;NFIN
producir	produisent	producir	produire	V;NFIN	V;IND;PL;3;PRS;FIN
pico	apogée	pico	apogée	N;MASC;SG	N;MASC;SG
pico	pic	pico	pic	N;MASC;SG	N;MASC;SG
pico	crête	pico	crête	N;MASC;SG	N;FEM;SG
conserva	préserve	conservar	préserver	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
conserva	conserve	conservar	conserver	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
arma	arme	arma	arme	N;FEM;SG	N;FEM;SG
arma	fusil	arma	fusil	N;FEM;SG	N;MASC;SG
arma	pistolet	arma	pistolet	N;FEM;SG	N;MASC;SG
arma	arme	arma	arme	N;FEM;SG	N;FEM;SG
arma	revolver	arma	revolver	N;FEM;SG	N;MASC;SG
religiosa	religieux	religioso	religieux	ADJ;FEM;SG	ADJ;MASC;SG
religiosa	religieuse	religioso	religieux	ADJ;FEM;SG	ADJ;FEM;SG
cementerio	cimetière	cementerio	cimetière	N;MASC;SG	N;MASC;SG
cementerio	cimetière	cementerio	cimetière	N;MASC;SG	N;MASC;SG
resolución	résolution	resolución	résolution	N;FEM;SG	N;FEM;SG
violencia	violence	violencia	violence	N;FEM;SG	N;FEM;SG
describe	décrire	describir	décrire	V;IND;SG;3;PRS;FIN	V;NFIN
terminología	terminologie	terminología	terminologie	N;FEM;SG	N;FEM;SG
adaptación	adaptation	adaptación	adaptation	N;FEM;SG	N;FEM;SG
individual	individuelle	individual	individuel	ADJ;SG	ADJ;FEM;SG
individual	individuelle	individual	individuel	ADJ;SG	ADJ;FEM;SG
individual	individuel	individual	individuel	ADJ;SG	ADJ;MASC;SG
once	onze	once	onze	NUM;PL	NUM
esperanza	espoir	esperanza	espoir	N;FEM;SG	N;MASC;SG
esperanza	espérance	esperanza	espérance	N;FEM;SG	N;FEM;SG
consumo	consommation	consumo	consommation	N;MASC;SG	N;FEM;SG
compañero	partenaire	compañero	partenaire	N;MASC;SG	N;MASC;SG
compañero	coloc	compañero	coloc	N;MASC;SG	N;MASC;SG
compañero	colocataire	compañero	colocataire	N;MASC;SG	N;MASC;SG
compañero	compagnon	compañero	compagnon	N;MASC;SG	N;MASC;SG
compañero	compagne	compañero	compagne	N;MASC;SG	N;FEM;SG
medieval	médiévale	medieval	médiéval	ADJ;SG	ADJ;FEM;SG
medieval	médiéval	medieval	médiéval	ADJ;SG	ADJ;MASC;SG
amplio	large	amplio	large	ADJ;MASC;SG	ADJ;MASC;SG
amplio	vaste	amplio	vaste	ADJ;MASC;SG	ADJ;MASC;SG
amplio	abondante	amplio	abondant	ADJ;MASC;SG	ADJ;FEM;SG
amplio	ample	amplio	ample	ADJ;MASC;SG	ADJ;MASC;SG
amplio	large	amplio	large	ADJ;MASC;SG	ADJ;MASC;SG
amplio	spacieux	amplio	spacieux	ADJ;MASC;SG	ADJ;MASC;SG
amplio	spacieuse	amplio	spacieux	ADJ;MASC;SG	ADJ;FEM;SG
teresa	thérèse	teresa	thérèse	N;FEM;SG	N;FEM;SG
agente	mandataire	agente	mandataire	N;SG	N;MASC;SG
agente	agent	agente	agent	N;SG	N;MASC;SG
alumnos	élèves	alumno	élève	N;MASC;PL	N;MASC;PL
alumnos	étudiants	alumno	étudiant	N;MASC;PL	N;MASC;PL
alumnos	etudiants	alumno	etudiant	N;MASC;PL	N;MASC;PL
alumnos	élèves	alumno	élève	N;MASC;PL	N;MASC;PL
cuentos	contes	cuento	conte	N;MASC;PL	N;MASC;PL
cuentos	récits	cuento	récit	N;MASC;PL	N;MASC;PL
cuentos	histoires	cuento	histoire	N;MASC;PL	N;FEM;PL
impacto	impact	impacto	impact	N;MASC;SG	N;MASC;SG
impacto	incidence	impacto	incidence	N;MASC;SG	N;FEM;SG
alfredo	alfred	alfredo	alfred	N;MASC;SG	N;MASC;SG
trabajando	travaillant	trabajar	travailler	V;V.MSDR	V;PRS;V.PTCP
trabajando	travailler	trabajar	travailler	V;V.MSDR	V;NFIN
emilio	emile	emilio	emiler	N;MASC;SG	N;MASC;SG
emilio	émile	emilio	émile	N;MASC;SG	N;MASC;SG
emilio	emile	emilio	emiler	N;MASC;SG	N;MASC;SG
emilio	émile	emilio	émile	N;MASC;SG	N;MASC;SG
blue	bleu	blue	bleu	N	N;MASC;SG
propósito	objet	propósito	objet	N;MASC;SG	N;MASC;SG
propósito	finalité	propósito	finalité	N;MASC;SG	N;FEM;SG
propósito	but	propósito	but	N;MASC;SG	N;MASC;SG
propósito	objectif	propósito	objectif	N;MASC;SG	N;MASC;SG
colombiano	colombien	colombiano	colombien	N;MASC;SG	N;MASC;SG
colombiano	colombien	colombiano	colombien	N;MASC;SG	N;MASC;SG
inferiores	inférieurs	inferior	inférieur	ADJ;PL	ADJ;MASC;PL
inferiores	inférieures	inferior	inférieur	ADJ;PL	ADJ;FEM;PL
peligro	péril	peligro	péril	N;MASC;SG	N;MASC;SG
peligro	danger	peligro	danger	N;MASC;SG	N;MASC;SG
peligro	danger	peligro	danger	N;MASC;SG	N;MASC;SG
peligro	aléa	peligro	aléa	N;MASC;SG	N;MASC;SG
peligro	risque	peligro	risque	N;MASC;SG	N;MASC;SG
arroyo	flux	arroyo	flux	N;MASC;SG	N;MASC;SG
arroyo	ruisseau	arroyo	ruisseau	N;MASC;SG	N;MASC;SG
arroyo	ruisseau	arroyo	ruisseau	N;MASC;SG	N;MASC;SG
arroyo	crique	arroyo	crique	N;MASC;SG	N;FEM;SG
arroyo	ruisseau	arroyo	ruisseau	N;MASC;SG	N;MASC;SG
latino	latin	latino	latin	N;MASC;SG	N;MASC;SG
rama	ram	rama	ram	N;FEM;SG	N;MASC;SG
rama	bélier	rama	bélier	N;FEM;SG	N;MASC;SG
rama	succursale	rama	succursal	N;FEM;SG	N;FEM;SG
rama	branche	rama	branche	N;FEM;SG	N;FEM;SG
rama	embranchement	rama	embranchement	N;FEM;SG	N;MASC;SG
característica	fonctionnalité	característica	fonctionnalité	N;FEM;SG	N;FEM;SG
raúl	raoul	raúl	raoul	N;MASC;SG	N;MASC;SG
raúl	arn	raúl	arn	N;MASC;SG	N;MASC;SG
mantenimiento	entretien	mantenimiento	entretien	N;MASC;SG	N;MASC;SG
mantenimiento	maintenance	mantenimiento	maintenance	N;MASC;SG	N;FEM;SG
morales	moraux	moral	moral	ADJ;PL	ADJ;MASC;PL
morales	morales	moral	moral	ADJ;PL	ADJ;FEM;PL
estudiar	étudier	estudiar	étudier	V;NFIN	V;NFIN
estudiar	étudier	estudiar	étudier	V;NFIN	V;NFIN
society	société	society	société	N;SG	N;FEM;SG
comentario	commentaire	comentario	commentaire	N;MASC;SG	N;MASC;SG
comentario	commentaire	comentario	commentaire	N;MASC;SG	N;MASC;SG
circuito	circuit	circuito	circuit	N;MASC;SG	N;MASC;SG
sexual	sexuel	sexual	sexuel	ADJ;SG	ADJ;MASC;SG
sexual	sexuelle	sexual	sexuel	ADJ;SG	ADJ;FEM;SG
planes	plans	plan	plan	N;MASC;PL	N;MASC;PL
fácil	facile	fácil	facile	ADJ;SG	ADJ;MASC;SG
compositores	compositeurs	compositor	compositeur	N;MASC;PL	N;MASC;PL
compositores	compositeurs	compositor	compositeur	N;MASC;PL	N;MASC;PL
diámetro	diamètre	diámetro	diamètre	N;MASC;SG	N;MASC;SG
éxitos	réussites	éxito	réussite	N;MASC;PL	N;FEM;PL
éxitos	hits	éxito	hit	N;MASC;PL	N;MASC;PL
artística	artistique	artístico	artistique	ADJ;FEM;SG	ADJ;MASC;SG
victorias	victoires	victoria	victoire	N;FEM;PL	N;FEM;PL
victorias	victoires	victoria	victoire	N;FEM;PL	N;FEM;PL
pieza	piece	pieza	piece	N;FEM;SG	N;FEM;SG
pieza	morceau	pieza	morceau	N;FEM;SG	N;MASC;SG
científica	scientifique	científico	scientifique	ADJ;FEM;SG	ADJ;MASC;SG
científica	scientifique	científico	scientifique	ADJ;FEM;SG	ADJ;MASC;SG
guía	guide	guía	guide	N;FEM;SG	N;MASC;SG
arturo	arthur	arturo	arthur	N;MASC;SG	N;MASC;SG
superiores	supérieurs	superior	supérieur	ADJ;PL	ADJ;MASC;PL
superiores	supérieurs	superior	supérieur	ADJ;PL	ADJ;MASC;PL
frase	phrase	frase	phrase	N;FEM;SG	N;FEM;SG
frase	phrase	frase	phrase	N;FEM;SG	N;FEM;SG
frase	sentence	frase	sentence	N;FEM;SG	N;FEM;SG
frase	peine	frase	peine	N;FEM;SG	N;FEM;SG
cuerpos	organes	cuerpo	organe	N;MASC;PL	N;MASC;PL
cuerpos	carrosseries	cuerpo	carrosserie	N;MASC;PL	N;FEM;PL
renta	loyer	renta	loyer	N;FEM;SG	N;MASC;SG
negocios	entreprises	negocio	entreprise	N;MASC;PL	N;FEM;PL
negocios	affaires	negocio	affaire	N;MASC;PL	N;FEM;PL
negocios	entreprises	negocio	entreprise	N;MASC;PL	N;FEM;PL
excepción	exception	excepción	exception	N;FEM;SG	N;FEM;SG
excepción	dérogation	excepción	dérogation	N;FEM;SG	N;FEM;SG
monumentos	monuments	monumento	monument	N;MASC;PL	N;MASC;PL
funcionamiento	fonctionnement	funcionamiento	fonctionnement	N;MASC;SG	N;MASC;SG
funcionamiento	opération	funcionamiento	opération	N;MASC;SG	N;FEM;SG
funcionamiento	fonctionnement	funcionamiento	fonctionnement	N;MASC;SG	N;MASC;SG
griega	grecque	griego	grec	ADJ;FEM;SG	ADJ;FEM;SG
griega	grec	griego	grec	ADJ;FEM;SG	ADJ;MASC;SG
víctimas	pertes	víctima	perte	N;FEM;PL	N;FEM;PL
víctimas	victimes	víctima	victime	N;FEM;PL	N;FEM;PL
víctimas	victimes	víctima	victime	N;FEM;PL	N;FEM;PL
cita	nomination	cita	nomination	N;FEM;SG	N;FEM;SG
cita	cotation	cita	cotation	N;FEM;SG	N;FEM;SG
cita	citation	cita	citation	N;FEM;SG	N;FEM;SG
cita	devis	cita	devis	N;FEM;SG	N;MASC;SG
cita	date	cita	date	N;FEM;SG	N;FEM;SG
cita	cotation	cita	cotation	N;FEM;SG	N;FEM;SG
cita	citation	cita	citation	N;FEM;SG	N;FEM;SG
cita	devis	cita	devis	N;FEM;SG	N;MASC;SG
terminar	finir	terminar	finir	V;NFIN	V;NFIN
terminar	terminer	terminar	terminer	V;NFIN	V;NFIN
terminar	termine	terminar	terminer	V;NFIN	V;IND;SG;3;PRS;FIN
guitarrista	guitariste	guitarrista	guitariste	N;SG	N;MASC;SG
ciertos	certaines	cierto	certain	PRO;MASC;PL	PRO;FEM;PL
turquía	dinde	turquía	dinde	N;FEM;SG	N;FEM;SG
triunfo	victoire	triunfo	victoire	N;MASC;SG	N;FEM;SG
triunfo	atout	triunfo	atout	N;MASC;SG	N;MASC;SG
triunfo	triomphe	triunfo	triomphe	N;MASC;SG	N;MASC;SG
triunfo	triumph	triunfo	triumph	N;MASC;SG	N;MASC;SG
llegado	arrivé	llegar	arriver	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cristianos	chrétiens	cristiano	chrétien	N;MASC;PL	N;MASC;PL
cristianos	chrétiens	cristiano	chrétien	N;MASC;PL	N;MASC;PL
cantabria	cantabrie	cantabria	cantabrie	N;FEM;SG	N;FEM;SG
descubierto	découvert	descubrir	découvrir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
descubierto	découvert	descubrir	découvrir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cáncer	cancer	cáncer	cancer	N;MASC;SG	N;MASC;SG
métodos	méthodes	método	méthode	N;MASC;PL	N;FEM;PL
delantero	front	delantero	front	N;MASC;SG	N;MASC;SG
delantero	buteur	delantero	buteur	N;MASC;SG	N;MASC;SG
delantero	striker	delantero	striker	N;MASC;SG	N;MASC;SG
delantero	attaquant	delantero	attaquant	N;MASC;SG	N;MASC;SG
caballeros	gentlemen	caballero	gentlemen	N;MASC;PL	N;MASC;PL
caballeros	messieurs	caballero	messieur	N;MASC;PL	N;MASC;PL
caballeros	knights	caballero	knight	N;MASC;PL	N;MASC;PL
caballeros	chevaliers	caballero	chevalier	N;MASC;PL	N;MASC;PL
minas	mines	mina	mine	N;FEM;PL	N;FEM;PL
comportamiento	comportement	comportamiento	comportement	N;MASC;SG	N;MASC;SG
comportamiento	comportement	comportamiento	comportement	N;MASC;SG	N;MASC;SG
sucedió	réussi	suceder	réussir	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
originales	originaux	original	original	ADJ;PL	ADJ;MASC;PL
originales	originaux	original	original	ADJ;PL	ADJ;MASC;PL
nuclear	nucléaire	nuclear	nucléaire	ADJ;SG	ADJ;MASC;SG
billboard	panneau	billboard	panneau	N;MASC;SG	N;MASC;SG
escritos	écritures	escrito	écriture	N;MASC;PL	N;FEM;PL
viento	vent	viento	vent	N;MASC;SG	N;MASC;SG
viento	éolien	viento	éolien	N;MASC;SG	N;MASC;SG
americana	américaine	americana	américain	ADJ;FEM;SG	ADJ;FEM;SG
americana	américain	americana	américain	ADJ;FEM;SG	ADJ;MASC;SG
group	groupe	group	groupe	N	N;MASC;SG
normas	règles	norma	règle	N;FEM;PL	N;FEM;PL
normas	regles	norma	regle	N;FEM;PL	N;FEM;PL
normas	normes	norma	norme	N;FEM;PL	N;FEM;PL
sectores	secteurs	sector	secteur	N;MASC;PL	N;MASC;PL
cónyuge	conjoint	cónyuge	conjoint	N;SG	N;MASC;SG
cónyuge	époux	cónyuge	époux	N;SG	N;MASC;SG
cónyuge	epouse	cónyuge	epouse	N;SG	N;FEM;SG
cónyuge	épouse	cónyuge	épouse	N;SG	N;FEM;SG
espectadores	spectateurs	espectador	spectateur	N;MASC;PL	N;MASC;PL
espectadores	téléspectateurs	espectador	téléspectateur	N;MASC;PL	N;MASC;PL
espectadores	spectateurs	espectador	spectateur	N;MASC;PL	N;MASC;PL
rusa	russe	ruso	russe	ADJ;FEM;SG	ADJ;MASC;SG
salas	salles	sala	salle	N;FEM;PL	N;FEM;PL
salas	chambres	sala	chambre	N;FEM;PL	N;FEM;PL
liberación	release	liberación	releaser	N;FEM;SG	N;FEM;SG
liberación	libération	liberación	libération	N;FEM;SG	N;FEM;SG
liberación	liberation	liberación	liberation	N;FEM;SG	N;FEM;SG
liberación	libération	liberación	libération	N;FEM;SG	N;FEM;SG
pez	poisson	pez	poisson	N;MASC;SG	N;MASC;SG
quería	voulait	querer	vouloir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
momentos	moments	momento	moment	N;MASC;PL	N;MASC;PL
momentos	instants	momento	instant	N;MASC;PL	N;MASC;PL
fifa	fifa	fifa	fif	N;FEM;SG	N;FEM;SG
aplicaciones	applications	aplicación	application	N;FEM;PL	N;FEM;PL
aplicaciones	demandes	aplicación	demande	N;FEM;PL	N;FEM;PL
aplicaciones	applications	aplicación	application	N;FEM;PL	N;FEM;PL
aplicaciones	apps	aplicación	apps	N;FEM;PL	N;FEM;PL
air	air	air	air	N	N;MASC;SG
hielo	verglas	hielo	verglas	N;MASC;SG	N;MASC;SG
hielo	ice	hielo	ice	N;MASC;SG	N;MASC;SG
hielo	glace	hielo	glace	N;MASC;SG	N;FEM;SG
caballo	cheval	caballo	cheval	N;MASC;SG	N;MASC;SG
caballo	jument	caballo	jument	N;MASC;SG	N;FEM;SG
cinturón	ceinture	cinturón	ceinture	N;MASC;SG	N;FEM;SG
cinturón	courroie	cinturón	courroie	N;MASC;SG	N;FEM;SG
cinturón	ceinture	cinturón	ceinture	N;MASC;SG	N;FEM;SG
cordillera	gamme	cordillera	gamme	N;FEM;SG	N;FEM;SG
cordillera	cordillère	cordillera	cordillère	N;FEM;SG	N;FEM;SG
judicial	judiciaire	judicial	judiciaire	ADJ;SG	ADJ;MASC;SG
crítico	critique	crítico	critique	ADJ;MASC;SG	ADJ;MASC;SG
crítico	critique	crítico	critique	ADJ;MASC;SG	ADJ;MASC;SG
sirvió	servi	servir	servir	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
sirvió	servie	servir	servir	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
motores	moteurs	motor	moteur	N;MASC;PL	N;MASC;PL
motores	moteurs	motor	moteur	N;MASC;PL	N;MASC;PL
posibles	possibles	posible	possible	ADJ;PL	ADJ;MASC;PL
ganadores	lauréats	ganador	lauréat	N;MASC;PL	N;MASC;PL
ganadores	vainqueurs	ganador	vainqueur	N;MASC;PL	N;MASC;PL
pilotos	chauffeurs	piloto	chauffeur	N;PL	N;MASC;PL
pilotos	conducteurs	piloto	conducteur	N;PL	N;MASC;PL
pilotos	pilotes	piloto	pilote	N;PL	N;MASC;PL
pilotos	pilotes	piloto	pilote	N;PL	N;MASC;PL
foto	photo	foto	photo	N;FEM;SG	N;FEM;SG
foto	image	foto	image	N;FEM;SG	N;FEM;SG
foto	photo	foto	photo	N;FEM;SG	N;FEM;SG
sueño	sommeil	sueño	sommeil	N;MASC;SG	N;MASC;SG
sueño	sommeil	sueño	sommeil	N;MASC;SG	N;MASC;SG
sueño	reve	sueño	reve	N;MASC;SG	N;MASC;SG
sueño	rêve	sueño	rêve	N;MASC;SG	N;MASC;SG
informe	reportage	informe	reportage	N;MASC;SG	N;MASC;SG
informe	rapport	informe	rapport	N;MASC;SG	N;MASC;SG
treinta	trente	treinta	trente	NUM;PL	NUM
cercano	proche	cercano	proche	ADJ;MASC;SG	ADJ;MASC;SG
tráfico	trafic	tráfico	trafic	N;MASC;SG	N;MASC;SG
tráfico	circulation	tráfico	circulation	N;MASC;SG	N;FEM;SG
tráfico	trafic	tráfico	trafic	N;MASC;SG	N;MASC;SG
tráfico	traite	tráfico	traite	N;MASC;SG	N;FEM;SG
contó	raconté	contar	raconter	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
contó	relaté	contar	relater	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
órgano	orgue	órgano	orgue	N;MASC;SG	N;MASC;SG
órgano	organe	órgano	organe	N;MASC;SG	N;MASC;SG
medallas	médailles	medalla	médaille	N;FEM;PL	N;FEM;PL
medallas	médailles	medalla	médaille	N;FEM;PL	N;FEM;PL
archivos	fichiers	archivo	fichier	N;MASC;PL	N;MASC;PL
archivos	dossiers	archivo	dossier	N;MASC;PL	N;MASC;PL
archivos	archives	archivo	archive	N;MASC;PL	N;FEM;PL
archivos	archives	archivo	archive	N;MASC;PL	N;FEM;PL
fechas	dates	fecha	date	N;FEM;PL	N;FEM;PL
directores	administrateurs	director	administrateur	N;MASC;PL	N;MASC;PL
directores	réalisateurs	director	réalisateur	N;MASC;PL	N;MASC;PL
directores	directeurs	director	directeur	N;MASC;PL	N;MASC;PL
directores	directeurs	director	directeur	N;MASC;PL	N;MASC;PL
directores	dirigeants	director	dirigeant	N;MASC;PL	N;MASC;PL
físico	physique	físico	physique	ADJ;MASC;SG	ADJ;MASC;SG
democracia	démocratie	democracia	démocratie	N;FEM;SG	N;FEM;SG
mediterráneo	méditerranée	mediterráneo	méditerranée	N;MASC;SG	N;FEM;SG
convirtiéndose	devenant	convirtiéndose	devenir	V;SBJV;PL;3;PRS;FIN	V;PRS;V.PTCP
convirtiéndose	devenir	convirtiéndose	devenir	V;SBJV;PL;3;PRS;FIN	V;NFIN
opción	option	opción	option	N;FEM;SG	N;FEM;SG
opción	choix	opción	choix	N;FEM;SG	N;MASC;SG
notable	remarquable	notable	remarquable	ADJ;SG	ADJ;MASC;SG
notable	remarquable	notable	remarquable	ADJ;SG	ADJ;MASC;SG
notable	notable	notable	notable	ADJ;SG	ADJ;MASC;SG
notable	remarquable	notable	remarquable	ADJ;SG	ADJ;MASC;SG
legal	légitime	legal	légitime	ADJ;SG	ADJ;MASC;SG
legal	juridique	legal	juridique	ADJ;SG	ADJ;MASC;SG
legal	légal	legal	légal	ADJ;SG	ADJ;MASC;SG
legal	légale	legal	légal	ADJ;SG	ADJ;FEM;SG
tercero	troisieme	tercero	troisieme	ADJ;MASC;SG	ADJ;MASC;SG
tercero	troisième	tercero	troisième	ADJ;MASC;SG	ADJ;MASC;SG
enorme	immense	enorme	immense	ADJ;SG	ADJ;MASC;SG
enorme	énorme	enorme	énorme	ADJ;SG	ADJ;MASC;SG
enorme	enorme	enorme	enorme	ADJ;SG	ADJ;MASC;SG
enorme	énorme	enorme	énorme	ADJ;SG	ADJ;MASC;SG
constitucional	constitutionnelle	constitucional	constituinnnel	ADJ;SG	ADJ;FEM;SG
constitucional	constitutionnel	constitucional	constitutionnel	ADJ;SG	ADJ;MASC;SG
plazo	échéance	plazo	échéance	N;MASC;SG	N;FEM;SG
plazo	délai	plazo	délai	N;MASC;SG	N;MASC;SG
escritura	rédaction	escritura	rédaction	N;FEM;SG	N;FEM;SG
escritura	écriture	escritura	écriture	N;FEM;SG	N;FEM;SG
escritura	ecriture	escritura	ecriture	N;FEM;SG	N;FEM;SG
escritura	écriture	escritura	écriture	N;FEM;SG	N;FEM;SG
estadísticas	statistiques	estadística	statistique	N;FEM;PL	N;FEM;PL
estadísticas	stats	estadística	stat	N;FEM;PL	N;MASC;PL
estadísticas	statistiques	estadística	statistique	N;FEM;PL	N;FEM;PL
documento	document	documento	document	N;MASC;SG	N;MASC;SG
críticos	critiques	crítico	critique	N;MASC;PL	N;MASC;PL
críticos	critiques	crítico	critique	N;MASC;PL	N;MASC;PL
cristiana	chrétienne	cristiano	chrétien	ADJ;FEM;SG	ADJ;FEM;SG
cristiana	chrétien	cristiano	chrétien	ADJ;FEM;SG	ADJ;MASC;SG
ordenó	ordonné	ordenar	ordonner	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
ordenó	commandé	ordenar	commander	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
ordenó	commandée	ordenar	commander	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
ordenó	ordonnée	ordenar	ordonner	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
oscar	oscar	oscar	oscar	N;MASC;SG	N;MASC;SG
transmisión	transmission	transmisión	transmission	N;FEM;SG	N;FEM;SG
transmisión	diffusion	transmisión	diffusion	N;FEM;SG	N;FEM;SG
transmisión	radiodiffusion	transmisión	radiodiffusion	N;FEM;SG	N;FEM;SG
carne	steak	carne	steak	N;FEM;SG	N;MASC;SG
carne	viande	carne	viande	N;FEM;SG	N;FEM;SG
carne	bœuf	carne	bœuf	N;FEM;SG	N;MASC;SG
carne	boeuf	carne	boeuf	N;FEM;SG	N;MASC;SG
poetas	poètes	poeta	poète	N;MASC;PL	N;MASC;PL
desarrollar	développez	desarrollar	développer	V;NFIN	V;IMP;PL;2;PRS;FIN
desarrollar	développer	desarrollar	développer	V;NFIN	V;NFIN
ocurre	survient	ocurrir	survenir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
street	rues	street	rue	N	N;FEM;PL
street	rue	street	rue	N	N;FEM;SG
vehículo	véhicule	vehículo	véhicule	N;MASC;SG	N;MASC;SG
reparto	plâtre	reparto	plâtre	N;MASC;SG	N;MASC;SG
reparto	répartition	reparto	répartition	N;MASC;SG	N;FEM;SG
reparto	distribution	reparto	distribution	N;MASC;SG	N;FEM;SG
círculo	cercle	círculo	cercle	N;MASC;SG	N;MASC;SG
ciertas	certaines	cierto	certain	PRO;FEM;PL	PRO;FEM;PL
alimentos	nourritures	alimento	nourriture	N;MASC;PL	N;FEM;PL
alimentos	aliments	alimento	aliment	N;MASC;PL	N;MASC;PL
urbana	urbain	urbano	urbain	ADJ;FEM;SG	ADJ;MASC;SG
participa	participe	participar	participer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
participa	participer	participar	participer	V;IND;SG;3;PRS;FIN	V;NFIN
association	association	association	association	N;FEM;SG	N;FEM;SG
habitual	habituelle	habitual	habituel	ADJ;SG	ADJ;FEM;SG
habitual	habituel	habitual	habituel	ADJ;SG	ADJ;MASC;SG
habitual	habituelle	habitual	habituel	ADJ;SG	ADJ;FEM;SG
agencia	agence	agencia	agence	N;FEM;SG	N;FEM;SG
popularidad	popularité	popularidad	popularité	N;FEM;SG	N;FEM;SG
votar	voter	votar	voter	V;NFIN	V;NFIN
pinturas	peintures	pintura	peinture	N;FEM;PL	N;FEM;PL
pinturas	peintures	pintura	peinture	N;FEM;PL	N;FEM;PL
pinturas	toiles	pintura	toile	N;FEM;PL	N;FEM;PL
pinturas	tableaux	pintura	tableau	N;FEM;PL	N;MASC;PL
iniciativa	initiative	iniciativa	initiative	N;FEM;SG	N;FEM;SG
redes	réseaux	red	réseau	N;FEM;PL	N;MASC;PL
redes	grilles	red	grille	N;FEM;PL	N;FEM;PL
redes	filets	red	filet	N;FEM;PL	N;MASC;PL
redes	réseaux	red	réseau	N;FEM;PL	N;MASC;PL
localización	localisation	localización	localisation	N;FEM;SG	N;FEM;SG
localización	localisation	localización	localisation	N;FEM;SG	N;FEM;SG
localización	emplacement	localización	emplacement	N;FEM;SG	N;MASC;SG
localización	localité	localización	localité	N;FEM;SG	N;FEM;SG
localización	lieu	localización	lieu	N;FEM;SG	N;MASC;SG
localización	localisation	localización	localisation	N;FEM;SG	N;FEM;SG
fortaleza	résistance	fortaleza	résistance	N;FEM;SG	N;FEM;SG
fortaleza	solidité	fortaleza	solidité	N;FEM;SG	N;FEM;SG
fortaleza	force	fortaleza	force	N;FEM;SG	N;FEM;SG
