kategória	kategori	kategória	kategori	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
zostala	forblevet	zostať	forbleve	V;PFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
zostala	opholdt	zostať	opholde	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
zostala	forblev	zostať	forblev	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
programe	program	program	program	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
programe	programmet	program	program	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
programe	program	program	program	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
programe	arbejdsprogram	program	arbejdsprogram	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
slobodu	frihed	sloboda	frihed	N;ACC;FEM;SG	N;INDF;MASC+FEM;SG
slobodu	friheden	sloboda	frihed	N;ACC;FEM;SG	N;DEF;MASC+FEM;SG
pracovala	arbejdede	pracovať	arbejde	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
pracovala	bearbejdet	pracovať	bearbejde	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
turci	tyrkere	turec	tyrker	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
turci	tyrkerne	turec	tyrke	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
letectvo	luftfarten	letectvo	luftfart	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
letectvo	luftfart	letectvo	luftfart	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
konania	procedurerne	konanie	procedur	N;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
konania	procedurer	konanie	procedur	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
konania	fremgangsmåder	konanie	fremgangsmåde	N;NOM;NEUT;PL	N;INDF;NEUT;PL
pevnosti	forter	pevnosť	forter	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
športy	sportsgrene	šport	sportsgen	N;INAN;NOM;MASC;PL	N;DEF;NEUT;PL
status	status	status	status	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
status	statussen	status	statusse	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
zostáva	forbliver	zostávať	forblive	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
zostáva	resterende	zostávať	resterende	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PRS;V.PTCP
usporiadanie	indretning	usporiadanie	indretning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
usporiadanie	layout	usporiadanie	layout	N;NOM;NEUT;SG	N;INDF;NEUT;SG
usporiadanie	ordning	usporiadanie	ordning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
usporiadanie	arrangement	usporiadanie	arrangement	N;NOM;NEUT;SG	N;INDF;NEUT;SG
prítomnosti	forekomst	prítomnosť	forekomst	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
prítomnosti	nærvær	prítomnosť	nærvær	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
prítomnosti	tilstedeværelse	prítomnosť	tilstedeværelse	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
prítomnosti	nærværelse	prítomnosť	nærværelse	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
vojen	krigene	vojna	krig	N;GEN;FEM;PL	N;DEF;MASC+FEM;PL
vojen	krige	vojna	krig	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
internete	internettet	internet	internettet	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
internete	internet	internet	interne	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
expedície	ekspeditioner	expedícia	ekspedition	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
umelci	artister	umelec	artist	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
umelci	kunstnere	umelec	kunstner	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
umelci	kunstnerne	umelec	kunstner	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
stred	centrum	stred	centrum	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
stred	midtpunkt	stred	midtpunkt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
stred	center	stred	center	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
stred	midten	stred	midte	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
stred	centret	stred	center	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
stred	centrum	stred	centrum	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
stred	centre	stred	centre	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
stred	center	stred	center	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
stred	midten	stred	midte	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
bojoval	kæmpede	bojovať	kæmpe	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
bojoval	udkæmpet	bojovať	udkæmpe	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bojoval	kæmpet	bojovať	kæmpe	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
veľryba	hval	veľryba	hval	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
veľryba	hvalen	veľryba	hvale	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
riešenia	opløsninger	riešenie	opløsning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
riešenia	løsninger	riešenie	løsning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
dunaja	donau	dunaj	donau	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
ďaleko	langt	ďaleko	langt	ADV	ADV
logika	logik	logika	logik	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dôstojník	officer	dôstojník	officer	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zúčastnili	deltog	zúčastniť	deltage	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
zúčastnili	deltog	zúčastniť	deltage	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
môj	mit	môj	min	DET;INAN;NOM;MASC;SG;1	DET;NEUT;SG;1
môj	min	môj	min	DET;INAN;NOM;MASC;SG;1	DET;MASC+FEM;SG;1
žánre	genrer	žánry	genre	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
dokumentácia	dokumentation	dokumentácia	dokumentation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
zmeniť	ændr	zmeniť	ændr	V;PFV;POS;NFIN	V;IMP
zmeniť	ændr	zmeniť	ændr	V;PFV;POS;NFIN	V;IMP
všeobecné	generel	všeobecný	generel	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
všeobecné	almindelig	všeobecný	almindelig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
podstatne	væsentligt	podstatne	væsentligt	ADV	ADV
podstatne	betydeligt	podstatne	betydeligt	ADV	ADV
podstatne	betragteligt	podstatne	betragtelig	ADV	ADV
podstatne	betydeligt	podstatne	betydeligt	ADV	ADV
podstatne	betydeligt	podstatne	betydeligt	ADV	ADV
pamäte	erindringer	pamäť	erindring	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
pamäte	erindringer	pamäť	erindring	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
tabuľky	tabellerne	tabuľka	tabel	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
tabuľky	tabeller	tabuľka	tabel	N;NOM;FEM;PL	N;INDF;NEUT;PL
tabuľky	borde	tabuľka	bord	N;NOM;FEM;PL	N;INDF;NEUT;PL
japonský	japansk	japonský	japansk	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;SG
stephen	stephen	stephen	steph	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
prežil	overlevet	prežiť	overleve	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
prežil	overlevede	prežiť	overleve	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
určenie	betegnelse	určenie	betegnelse	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
určenie	udpegelse	určenie	udpegelse	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
určenie	udpegning	určenie	udpegning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
určenie	beslutsomhed	určenie	beslutsomhed	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
určenie	bestemmelse	určenie	bestemmelse	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
určenie	fastlæggelse	určenie	fastlæggelse	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
dinosaury	dinosaurer	dinosaur	dinosaur	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
dinosaury	dinosaurerne	dinosaur	dinosaur	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
hrdina	helten	hrdina	helt	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
letiska	lufthavne	letisko	lufthavne	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
slúžia	tjene	slúžiť	tjene	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NFIN;ACT
slúžia	tjener	slúžiť	tjene	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
spoločenské	samfundsmæssig	spoločenský	samfundsmæssig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
spoločenské	socialt	spoločenský	socialt	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
filozofiu	filosofien	filozofia	filosofi	N;ACC;FEM;SG	N;DEF;MASC+FEM;SG
filozofiu	filosofi	filozofia	filosofi	N;ACC;FEM;SG	N;INDF;MASC+FEM;SG
pramene	fjedre	prameň	fjedre	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
yvelines	yvelines	yvelines	yvelines	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
stredu	onsdag	stred	onsdag	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
teplo	heat	teplo	heat	N;NOM;NEUT;SG	N;INDF;NEUT;SG
teplo	varme	teplo	varme	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
teplo	varme	teplo	varme	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
predmety	artikler	predmet	artikel	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
predmety	genstande	predmet	genstand	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
predmety	artiklerne	predmet	artikel	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
predmety	emner	predmet	emne	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
predmety	genstande	predmet	genstand	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
predmety	objekter	predmet	objekt	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
stromov	træer	strom	træ	N;INAN;GEN;MASC;PL	N;INDF;NEUT;PL
stromov	træerne	strom	træ	N;INAN;GEN;MASC;PL	N;DEF;NEUT;PL
prejavuje	udstiller	prejavovať	udstille	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
prejavuje	udviser	prejavovať	udvise	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
youtube	youtube	youtuba	youtube	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
zobrazenie	fremvisning	zobrazenie	fremvisning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zobrazenie	skærm	zobrazenie	skærm	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zobrazenie	vis	zobrazenie	vis	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zobrazenie	udsigt	zobrazenie	udsigt	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
prišla	ankom	prísť	ankomme	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
prišla	ankommet	prísť	ankomme	V;PFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
prišla	kom	prísť	komme	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
zóna	område	zóna	område	N;NOM;FEM;SG	N;INDF;NEUT;SG
zóna	zone	zóna	zone	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
projektov	projekter	projekt	projekt	N;INAN;GEN;MASC;PL	N;INDF;NEUT;PL
projektov	projekterne	projekt	projekt	N;INAN;GEN;MASC;PL	N;DEF;NEUT;PL
emmy	emmy	emma	emmy	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
plochu	skrivebord	plocha	skrivebord	N;ACC;FEM;SG	N;INDF;NEUT;SG
plochu	computer	plocha	compute	N;ACC;FEM;SG	N;INDF;MASC+FEM;SG
plochu	desktop	plocha	desktop	N;ACC;FEM;SG	N;INDF;MASC+FEM;SG
kráter	krateret	kráter	kratere	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
kráter	månekrater	kráter	månekrat	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kráter	krater	kráter	krate	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
udalosť	hændelse	udalosť	hændelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
udalosť	begivenheden	udalosť	begivenhed	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
udalosť	event	udalosť	event	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
udalosť	begivenhed	udalosť	begivenhed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
člena	medlem	člen	medlem	N;ANIM;ACC;MASC;SG	N;INDF;NEUT;SG
stredný	mellemstor	stredný	mellemstor	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
stredný	moderat	stredný	moderat	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
televízia	tv	televízia	tv	N;NOM;FEM;SG	N;INDF;NEUT;SG
televízia	fjernsynet	televízia	fjernsyn	N;NOM;FEM;SG	N;DEF;NEUT;SG
televízia	fjernsyn	televízia	fjernsyn	N;NOM;FEM;SG	N;INDF;NEUT;SG
ruky	armene	ruka	arm	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
ruky	arme	ruka	arm	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
ruky	våben	ruka	våben	N;NOM;FEM;PL	N;INDF;NEUT;PL
ruky	hænder	ruka	hånd	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
ruky	hænderne	ruka	hånd	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
disk	disk	disk	disk	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
disk	diskette	disk	diskette	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
disk	skive	disk	skive	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
disk	disk	disk	disk	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
disk	drive	disk	drive	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
účinky	virkningerne	účinka	virkning	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
účinky	retsvirkninger	účinka	retsvirkning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
účinky	effekter	účinka	effekt	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
účinky	virkninger	účinka	virkning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
trónu	tronen	trón	trone	N;INAN;GEN;MASC;SG	N;DEF;MASC+FEM;SG
trónu	trone	trón	trone	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
kvalifikácie	kvalifikationer	kvalifikácia	kvalifikation	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
kvalifikácie	kvalifikationer	kvalifikácia	kvalifikation	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
turistov	turisterne	turista	turist	N;ANIM;ACC;MASC;PL	N;DEF;MASC+FEM;PL
turistov	turister	turista	turist	N;ANIM;ACC;MASC;PL	N;INDF;MASC+FEM;PL
jasne	klart	jasne	klart	ADV	ADV
zostali	forblev	zostať	forblev	V;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
zostali	blev	zostať	blive	V;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
zostali	opholdt	zostať	opholde	V;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
zostali	forblev	zostať	forblev	V;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
zhromaždenia	forsamlinger	zhromaždenie	forsamling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
ozbrojených	bevæbnede	ozbrojený	bevæbnet	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;PL
ozbrojených	væbnede	ozbrojený	væbne	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;PL
psychológia	psykologi	psychológia	psykologi	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
denne	dagligt	denne	dagligt	ADV	ADV
denne	daglig	denne	daglig	ADV	ADV
pokračovala	fortsatte	pokračovať	fortsætte	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;PST;V.PTCP
severný	nordlig	severný	nordlig	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
predmet	genstand	predmet	genstand	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
predmet	objekt	predmet	objekt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
predmet	emne	predmet	emne	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
predmet	emnet	predmet	emne	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
reč	tale	reč	tale	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
reč	indlæg	reč	indlæg	N;NOM;FEM;SG	N;INDF;NEUT;SG
reč	talen	reč	tale	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
financií	finanser	financie	finanser	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
právne	lovlige	právny	lovlig	ADJ;NOM;NEUT;PL	ADJ;PL
právne	juridiske	právny	juridisk	ADJ;NOM;NEUT;PL	ADJ;PL
planét	planeterne	planét	planet	N;GEN;FEM;PL	N;DEF;MASC+FEM;PL
planét	planeter	planét	planet	N;GEN;FEM;PL	N;INDF;NEUT;PL
argentíne	argentinas	argentína	argentinas	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
oči	øjnene	oko	øje	N;NOM;NEUT;PL	N;DEF;NEUT;PL
oči	øjne	oko	øje	N;NOM;NEUT;PL	N;INDF;NEUT;PL
raketoplán	rumfærgen	raketoplán	rumfærg	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
raketoplán	rumfærge	raketoplán	rumfærg	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
raketoplán	færge	raketoplán	færge	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
ducha	spøgelset	duch	spøgelse	N;INAN;ACC;MASC;SG	N;DEF;NEUT;SG
ducha	spøgelse	duch	spøgelse	N;INAN;ACC;MASC;SG	N;INDF;NEUT;SG
ducha	ånd	duch	ånd	N;INAN;ACC;MASC;SG	N;INDF;MASC+FEM;SG
fínska	finsk	fínsky	finsk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
profesora	professor	profesor	professor	N;ANIM;ACC;MASC;SG	N;INDF;MASC+FEM;SG
počítača	computeren	počítač	computer	N;INAN;GEN;MASC;SG	N;DEF;MASC+FEM;SG
počítača	computer	počítač	compute	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
plány	planerne	plán	plan	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
plány	planer	plán	plan	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
meranie	måling	meranie	måling	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
meranie	måling	meranie	måling	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
meranie	måling	meranie	måling	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
power	effekt	power	effekt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
power	kraft	power	kraft	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
power	strøm	power	strøm	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
power	power	power	powe	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
power	magt	power	magt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
odpoveď	svar	odpoveď	svar	N;NOM;FEM;SG	N;INDF;NEUT;SG
odpoveď	svaret	odpoveď	svar	N;NOM;FEM;SG	N;DEF;NEUT;SG
odpoveď	svar	odpoveď	svar	N;NOM;FEM;SG	N;INDF;NEUT;SG
odpoveď	besvarelse	odpoveď	besvarelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
odpoveď	reaktion	odpoveď	reaktion	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
odpoveď	svar	odpoveď	svar	N;NOM;FEM;SG	N;INDF;NEUT;SG
odpoveď	respons	odpoveď	respons	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
židia	jøder	žid	jøde	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
židia	jøder	žid	jøde	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
židia	jøderne	žid	jøde	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
charakteristika	karakterisering	charakteristika	karakterisering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
charakteristika	karakteristika	charakteristika	karakteristika	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
charakteristika	kendetegn	charakteristika	kendetegn	N;NOM;FEM;SG	N;INDF;NEUT;SG
charakteristika	karakteristik	charakteristika	karakteristik	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
podoba	ligheden	podoba	lighed	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
podoba	lighed	podoba	lighed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
životopis	biografi	životopis	biografi	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
obyčajný	ordinært	obyčajný	ordinær	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
obyčajný	ordinær	obyčajný	ordinær	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
hmyzu	insekt	hmyz	insekt	N;INAN;GEN;MASC;SG	N;INDF;NEUT;SG
materiály	materialer	materiál	materiale	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
učenie	undervisning	učenie	undervisning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
učenie	undervisningen	učenie	undervisning	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
učenie	læring	učenie	læring	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
učenie	lære	učenie	lære	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
učenie	indlæring	učenie	indlæring	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
premiér	premier	premiér	premie	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
lady	lady	lada	lady	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
lady	frue	lada	frue	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
lady	dame	lada	dame	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vyššia	højere	vysoký	høj	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
vyššia	højere	vysoký	høj	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
ulíc	gader	ulica	gade	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
ulíc	gaderne	ulica	gade	N;GEN;FEM;PL	N;DEF;MASC+FEM;PL
morave	moravia	morav	moravia	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
určuje	specificerer	určovať	specificere	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
určuje	angiver	určovať	angive	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
určuje	identificerer	určovať	identificere	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
určuje	bestemmer	určovať	bestemme	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
určuje	fastslår	určovať	fastslå	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
určuje	afgør	určovať	afgøre	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
británia	britannia	británie	britannia	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vyšší	højere	vysoký	høj	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;CMPR
vyšší	højere	vysoký	høj	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;CMPR
obetí	ofre	obetie	offer	N;NOM;NEUT;PL	N;INDF;NEUT;PL
obetí	ofrene	obetie	offer	N;NOM;NEUT;PL	N;DEF;NEUT;PL
spoločenstvo	fællesskabet	spoločenstvo	fællesskab	N;NOM;NEUT;SG	N;DEF;NEUT;SG
spoločenstvo	fællesskab	spoločenstvo	fællesskab	N;NOM;NEUT;SG	N;INDF;NEUT;SG
okolitých	omkringliggende	okolitý	omkringliggende	ADJ;ANIM;GEN;MASC;PL	ADJ
okolitých	omgivende	okolitý	omgive	ADJ;ANIM;GEN;MASC;PL	ADJ
pravé	ægte	pravý	ægte	ADJ;NOM;NEUT;SG	ADJ
pravé	autentisk	pravý	autentisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
pravé	ægte	pravý	ægte	ADJ;NOM;NEUT;SG	ADJ
komory	afdelingerne	komora	afdeling	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
komory	kamre	komora	kammel	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
komory	afdelinger	komora	afdeling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
komory	comorerne	komora	comor	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
oxid	oxid	oxid	oxid	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
prišlo	kom	prísť	komme	V;PFV;NEUT;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
asociácia	forening	asociácia	forening	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
asociácia	foreningen	asociácia	forening	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
asociácia	association	asociácia	association	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
asociácia	sammenslutning	asociácia	sammenslutning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
asociácia	associering	asociácia	associering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
morava	morava	morava	morava	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kyslíka	ilt	kyslík	ilt	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
kyslíka	oxygen	kyslík	oxygen	N;INAN;GEN;MASC;SG	N;DEF;MASC+FEM;SG
