kot	como	kot	como	CONJ	CONJ
vzpon	ascenso	vzpon	ascenso	N;NOM;MASC;SG	N;MASC;SG
pripoved	cuento	pripoved	cuento	N;NOM;FEM;SG	N;MASC;SG
pripoved	relato	pripoved	relato	N;NOM;FEM;SG	N;MASC;SG
pripoved	narrativa	pripoved	narrativa	N;NOM;FEM;SG	N;FEM;SG
pripoved	narración	pripoved	narración	N;NOM;FEM;SG	N;FEM;SG
boja	boya	boj	boya	N;GEN;MASC;SG	N;FEM;SG
vstop	entrada	vstop	entrada	N;NOM;MASC;SG	N;FEM;SG
vstop	enter	vstop	enter	N;NOM;MASC;SG	N
vstop	entrada	vstop	entrada	N;NOM;MASC;SG	N;FEM;SG
dokazal	probar	dokazati	probar	V;PFV;MASC;SG;V.PTCP	V;NFIN
dokazal	demostrar	dokazati	demostrar	V;PFV;MASC;SG;V.PTCP	V;NFIN
pravica	justicia	pravica	justicia	N;NOM;FEM;SG	N;FEM;SG
pravica	justice	pravica	justice	N;NOM;FEM;SG	N;SG
pravica	derecho	pravica	derecho	N;NOM;FEM;SG	N;MASC;SG
pravica	derecha	pravica	derecha	N;NOM;FEM;SG	N;FEM;SG
uspe	triunfar	uspeti	triunfar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
dnevno	diariamente	dnevno	diariamente	ADV	ADV
prestolnica	capital	prestolnica	capital	N;NOM;FEM;SG	N;FEM;SG
florida	florida	florida	florida	N;NOM;FEM;SG	N;FEM;SG
oklepna	blindado	oklepen	blindar	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
oklepna	blindado	oklepen	blindar	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
yeung	yeung	yeung	yeung	N;NOM;MASC;SG	N
reševanje	ahorro	reševanje	ahorro	N;NOM;NEUT;SG	N;MASC;SG
reševanje	rescate	reševanje	rescate	N;NOM;NEUT;SG	N;MASC;SG
reševanje	salvamento	reševanje	salvamento	N;NOM;NEUT;SG	N;MASC;SG
švici	suiza	švica	suiza	N;DAT;FEM;SG	N;FEM;SG
helikopter	helicóptero	helikopter	helicóptero	N;NOM;MASC;SG	N;MASC;SG
helikopter	helicóptero	helikopter	helicóptero	N;NOM;MASC;SG	N;MASC;SG
orgle	órganos	orgeti	órgano	N;ACC;MASC;PL	N;MASC;PL
zgrajeno	construido	zgrajen	construido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
zgrajeno	construida	zgrajen	construido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
zgrajeno	construido	zgrajen	construido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
zgrajeno	construida	zgrajen	construido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
predmeti	ítems	predmet	ítems	N;NOM;MASC;PL	N;MASC;PL
predmeti	articulos	predmet	articulo	N;NOM;MASC;PL	N;MASC;PL
predmeti	artículos	predmet	artículo	N;NOM;MASC;PL	N;MASC;PL
predmeti	objetos	predmet	objeto	N;NOM;MASC;PL	N;MASC;PL
barrichello	barrichello	barrichello	barrichello	N;NOM;FEM;SG	N;MASC;SG
europe	europa	europ	europa	N;NOM;MASC;SG	N;FEM;SG
koncentracije	concentraciones	koncentracija	concentración	N;NOM;FEM;PL	N;FEM;PL
razširjen	ampliada	razširjen	ampliado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
razširjen	expandido	razširjen	expandido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
razširjen	ampliado	razširjen	ampliar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
okrožju	condado	okrožje	condado	N;DAT;NEUT;SG	N;MASC;SG
potreben	necesitado	potreben	necesitado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
potreben	caliente	potreben	caliente	ADJ;NOM;INDF;MASC;SG	ADJ;SG
potreben	cachondo	potreben	cachondo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
gozda	bosque	gozd	bosque	N;GEN;MASC;SG	N;MASC;SG
gozda	woods	gozd	woods	N;GEN;MASC;SG	N
gozda	bosque	gozd	bosque	N;GEN;MASC;SG	N;MASC;SG
gozda	selva	gozd	selva	N;GEN;MASC;SG	N;FEM;SG
emerson	emerson	emerson	emerson	N;NOM;MASC;SG	N;MASC;SG
vplivala	impactó	vplivati	impactar	V;IPFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
pretok	caudal	pretok	caudal	N;NOM;MASC;SG	N;MASC;SG
pretok	flow	pretok	flow	N;NOM;MASC;SG	N
pretok	flujo	pretok	flujo	N;NOM;MASC;SG	N;MASC;SG
ustanove	instituciones	ustanova	institución	N;NOM;FEM;PL	N;FEM;PL
ustanove	establecimientos	ustanova	establecimiento	N;NOM;FEM;PL	N;MASC;PL
america	america	america	america	N;NOM;FEM;SG	N;FEM;SG
america	américa	america	américa	N;NOM;FEM;SG	N;FEM;SG
monza	monza	monza	monza	N;NOM;MASC;SG	N;MASC;SG
rep	rabo	rep	rabo	N;NOM;MASC;SG	N;MASC;SG
rep	cola	rep	cola	N;NOM;MASC;SG	N;FEM;SG
veja	ramal	veja	ramal	N;NOM;FEM;SG	N;MASC;SG
veja	rama	veja	rama	N;NOM;FEM;SG	N;FEM;SG
veja	sucursal	veja	sucursal	N;NOM;FEM;SG	N;FEM;SG
tovarne	fábricas	tovarna	fábrica	N;NOM;FEM;PL	N;FEM;PL
populacije	poblaciones	populacija	población	N;NOM;FEM;PL	N;FEM;PL
strogo	estrictamente	stroga	estrictamente	ADV	ADV
formalno	formalmente	formalno	formalmente	ADV	ADV
črka	letra	črka	letra	N;NOM;FEM;SG	N;FEM;SG
črka	carta	črka	carta	N;NOM;FEM;SG	N;FEM;SG
stavb	edificaciones	stavba	edificación	N;GEN;FEM;PL	N;FEM;PL
stavb	construcciones	stavba	construcción	N;GEN;FEM;PL	N;FEM;PL
stavb	edificios	stavba	edificio	N;GEN;FEM;PL	N;MASC;PL
stavb	inmuebles	stavba	inmueble	N;GEN;FEM;PL	N;MASC;PL
organ	autoridad	organ	autoridad	N;NOM;MASC;SG	N;FEM;SG
organ	órgano	organ	órgano	N;NOM;MASC;SG	N;MASC;SG
projektov	proyectos	projekt	proyecto	N;GEN;MASC;PL	N;MASC;PL
projektov	projects	projekt	project	N;GEN;MASC;PL	N
novice	noticias	novica	noticia	N;NOM;FEM;PL	N;FEM;PL
novice	novedades	novica	novedad	N;NOM;FEM;PL	N;FEM;PL
case	case	cas	case	N;NOM;MASC;SG	N
case	caso	cas	caso	N;NOM;MASC;SG	N;MASC;SG
case	estuche	cas	estuche	N;NOM;MASC;SG	N;MASC;SG
lista	hoja	list	hoja	N;NOM;MASC;SG	N;FEM;SG
lista	chapa	list	chapa	N;NOM;MASC;SG	N;FEM;SG
lista	sábana	list	sábana	N;NOM;MASC;SG	N;FEM;SG
vsota	sum	vsota	sum	N;NOM;FEM;SG	N
vsota	suma	vsota	suma	N;NOM;FEM;SG	N;FEM;SG
oborožene	armados	oborožen	armado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
oborožene	armadas	oborožen	armado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
poveljniki	comandantes	poveljnik	comandante	N;NOM;MASC;PL	N;PL
preprečevanje	prevención	preprečevanje	prevención	N;NOM;NEUT;SG	N;FEM;SG
aktivna	activo	aktiven	activo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
aktivna	activa	aktiven	activo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
turizem	turismo	turizem	turismo	N;NOM;MASC;SG	N;MASC;SG
ulice	calles	ulica	calle	N;NOM;FEM;PL	N;FEM;PL
zelene	verdes	zelen	verde	ADJ;NOM;FEM;PL	ADJ;PL
times	times	times	time	N;NOM;MASC;SG	N
polke	regimientos	polk	regimiento	N;ACC;MASC;PL	N;MASC;PL
kovin	metales	kovina	metal	N;NOM;FEM;PL	N;MASC;PL
kovin	metales	kovina	metal	N;NOM;FEM;PL	N;MASC;PL
kmečki	rústica	kmečki	rústica	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
kmečki	rústico	kmečki	rústico	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
utrdbe	fortificaciones	utrdba	fortificación	N;NOM;FEM;PL	N;FEM;PL
utrdbe	fortalezas	utrdba	fortaleza	N;NOM;FEM;PL	N;FEM;PL
doda	agrega	dodati	agregar	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
doda	añade	dodati	añadir	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
legija	legión	legija	legión	N;NOM;FEM;SG	N;FEM;SG
neodvisna	independiente	neodvisen	independiente	ADJ;NOM;FEM;SG	ADJ;SG
toplice	balnearios	toplica	balneario	N;NOM;FEM;PL	N;MASC;PL
toplice	balnearios	toplica	balneario	N;NOM;FEM;PL	N;MASC;PL
toplice	spas	toplica	spa	N;NOM;FEM;PL	N;MASC;PL
verige	cadenas	veriga	cadena	N;NOM;FEM;PL	N;FEM;PL
aviation	aviation	aviation	aviation	N;NOM;MASC;SG	N;MASC;SG
aviation	aviación	aviation	aviación	N;NOM;MASC;SG	N;FEM;SG
širjenje	propagación	širjenje	propagación	N;NOM;NEUT;SG	N;FEM;SG
širjenje	difusión	širjenje	difusión	N;NOM;NEUT;SG	N;FEM;SG
širjenje	divulgación	širjenje	divulgación	N;NOM;NEUT;SG	N;FEM;SG
širjenje	diseminación	širjenje	diseminación	N;NOM;NEUT;SG	N;FEM;SG
širjenje	propagación	širjenje	propagación	N;NOM;NEUT;SG	N;FEM;SG
širjenje	propagación	širjenje	propagación	N;NOM;NEUT;SG	N;FEM;SG
širjenje	ampliación	širjenje	ampliación	N;NOM;NEUT;SG	N;FEM;SG
širjenje	expansión	širjenje	expansión	N;NOM;NEUT;SG	N;FEM;SG
pozitivne	positivos	pozitiven	positivo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
pozitivne	positivas	pozitiven	positivo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
izbrani	escogidos	izbran	escogido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izbrani	elegidos	izbran	elegido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izbrani	seleccionados	izbran	seleccionado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izbrani	seleccionadas	izbran	seleccionado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
začetki	comienzos	začetek	comienzos	N;NOM;MASC;PL	N;MASC;PL
začetki	inicios	začetek	inicio	N;NOM;MASC;PL	N;MASC;PL
akademijo	academy	akademija	academy	N;ACC;FEM;SG	N
akademijo	academia	akademija	academia	N;ACC;FEM;SG	N;FEM;SG
bridge	bridge	bridg	bridge	N;NOM;MASC;SG	N;MASC;SG
bridge	puente	bridg	puente	N;NOM;MASC;SG	N;MASC;SG
luči	luces	luč	luz	N;NOM;FEM;PL	N;FEM;PL
luči	lights	luč	light	N;NOM;FEM;PL	N
luči	faros	luč	faro	N;NOM;FEM;PL	N;MASC;PL
vitez	caballero	vitez	caballero	N;NOM;MASC;SG	N;MASC;SG
vitez	knight	vitez	knight	N;NOM;MASC;SG	N;SG
svoboda	freedom	svoboda	freedom	N;NOM;FEM;SG	N;MASC;SG
svoboda	libertad	svoboda	libertad	N;NOM;FEM;SG	N;FEM;SG
dinamo	dynamo	dinama	dynamo	N;ACC;FEM;SG	N;MASC;SG
dinamo	dinamo	dinama	dinamo	N;ACC;FEM;SG	N;MASC;SG
dinamo	dinamo	dinama	dinamo	N;ACC;FEM;SG	N;MASC;SG
amerika	america	amerika	america	N;NOM;FEM;SG	N;FEM;SG
amerika	américa	amerika	américa	N;NOM;FEM;SG	N;FEM;SG
četrta	cuarto	četrti	cuarto	ADJ;NOM;FEM;SG	ADJ;MASC;SG
četrta	cuarta	četrti	cuarto	ADJ;NOM;FEM;SG	ADJ;FEM;SG
odkrila	descubierto	odkriti	descubrir	V;PFV;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
odkrila	descubrió	odkriti	descubrir	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
računalnik	computadora	računalnik	computador	N;NOM;MASC;SG	N;FEM;SG
računalnik	ordenador	računalnik	ordenador	N;NOM;MASC;SG	N;MASC;SG
računalnik	informática	računalnik	informática	N;NOM;MASC;SG	N;FEM;SG
adrian	adriano	adrian	adriano	N;NOM;MASC;SG	N;MASC;SG
fizično	físicamente	fizično	físicamente	ADV	ADV
uroš	uroš	uroš	uroš	N;NOM;MASC;SG	N;MASC;SG
taborišče	camp	taborišče	camp	N;NOM;NEUT;SG	N;MASC;SG
taborišče	campamento	taborišče	campamento	N;NOM;NEUT;SG	N;MASC;SG
taborišče	campo	taborišče	campo	N;NOM;NEUT;SG	N;MASC;SG
meta	meta	met	meta	N;NOM;FEM;SG	N;FEM;SG
romunija	rumania	romunija	rumania	N;NOM;FEM;SG	N;FEM;SG
romunija	rumanía	romunija	rumanía	N;NOM;FEM;SG	N;FEM;SG
črte	líneas	črta	línea	N;NOM;FEM;PL	N;FEM;PL
črte	lines	črta	lín	N;NOM;FEM;PL	N
črte	lineas	črta	linea	N;NOM;FEM;PL	N;FEM;PL
črte	galones	črta	galón	N;NOM;FEM;PL	N;MASC;PL
črte	rayas	črta	raya	N;NOM;FEM;PL	N;FEM;PL
črte	franjas	črta	franja	N;NOM;FEM;PL	N;FEM;PL
kmetje	agricultores	kmet	agricultor	N;NOM;MASC;PL	N;MASC;PL
kmetje	campesinos	kmet	campesino	N;NOM;MASC;PL	N;MASC;PL
kmetje	granjeros	kmet	granjero	N;NOM;MASC;PL	N;MASC;PL
vključeni	incluidos	vključen	incluido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
vključeni	incluidas	vključen	incluir	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
faktor	factor	faktor	factor	N;NOM;MASC;SG	N;MASC;SG
priljubljen	popular	priljubljen	popular	ADJ;NOM;INDF;MASC;SG	ADJ;SG
vrhunec	clímax	vrhunec	clímax	N;NOM;MASC;SG	N;MASC;SG
posebnost	especialidad	posebnost	especialidad	N;NOM;FEM;SG	N;FEM;SG
posebnost	especialidad	posebnost	especialidad	N;NOM;FEM;SG	N;FEM;SG
španska	española	španski	español	ADJ;NOM;FEM;SG	ADJ;FEM;SG
studio	estudio	studio	estudio	N;NOM;MASC;SG	N;MASC;SG
studio	studio	studio	studio	N;NOM;MASC;SG	N;MASC;SG
oder	podio	oder	podio	N;NOM;MASC;SG	N;MASC;SG
oder	andamio	oder	andamio	N;NOM;MASC;SG	N;MASC;SG
oder	etapa	oder	etapa	N;NOM;MASC;SG	N;FEM;SG
oder	escenario	oder	escenario	N;NOM;MASC;SG	N;MASC;SG
oder	stage	oder	stage	N;NOM;MASC;SG	N
naravna	natural	naraven	natural	ADJ;NOM;FEM;SG	ADJ;SG
stone	gema	stona	gema	N;NOM;FEM;SG	N;FEM;SG
stone	stone	stona	stone	N;NOM;FEM;SG	N
stone	piedra	stona	piedra	N;NOM;FEM;SG	N;FEM;SG
okno	ventana	okno	ventana	N;NOM;NEUT;SG	N;FEM;SG
okno	ventanilla	okno	ventanilla	N;NOM;NEUT;SG	N;FEM;SG
okno	window	okno	window	N;NOM;NEUT;SG	N
okno	escaparate	okno	escaparate	N;NOM;NEUT;SG	N;MASC;SG
navadni	ordinarios	navaden	ordinario	ADJ;NOM;MASC;PL	ADJ;MASC;PL
navadni	ordinarias	navaden	ordinario	ADJ;NOM;MASC;PL	ADJ;FEM;PL
ozadje	trasfondo	ozadje	trasfondo	N;NOM;NEUT;SG	N;MASC;SG
ozadje	fondo	ozadje	fondo	N;NOM;NEUT;SG	N;MASC;SG
nauk	moraleja	nauk	moraleja	N;NOM;MASC;SG	N;FEM;SG
nauk	moral	nauk	moral	N;NOM;MASC;SG	N;FEM;SG
priča	testigo	priča	testigo	N;NOM;FEM;SG	N;MASC;SG
priča	testimonio	priča	testimonio	N;NOM;FEM;SG	N;MASC;SG
duh	ghost	duh	ghost	N;NOM;MASC;SG	N
duh	fantasma	duh	fantasma	N;NOM;MASC;SG	N;SG
duh	espíritu	duh	espíritu	N;NOM;MASC;SG	N;MASC;SG
duh	spirit	duh	spirit	N;NOM;MASC;SG	N
duh	espiritu	duh	espiritu	N;NOM;MASC;SG	N;MASC;SG
kovač	herrero	kovač	herrero	N;NOM;MASC;SG	N;MASC;SG
senat	senado	senat	senado	N;NOM;MASC;SG	N;MASC;SG
dvajset	veinte	dvajset	veinte	NUM;NOM;PL	NUM;PL
odvisen	adicto	odvisen	adicto	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
odvisen	adicta	odvisen	adicta	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
misel	pensamiento	misel	pensamiento	N;NOM;FEM;SG	N;MASC;SG
nacionalna	national	nacionalen	national	ADJ;NOM;FEM;SG	ADJ;SG
nacionalna	nacional	nacionalen	nacional	ADJ;NOM;FEM;SG	ADJ;SG
idej	ideas	ideja	idea	N;GEN;FEM;PL	N;FEM;PL
dimitrij	dmitry	dimiter	dmitry	N;NOM;MASC;SG	N;MASC;SG
dimitrij	dimitri	dimiter	dimitri	N;NOM;MASC;SG	N;MASC;SG
dimitrij	dimitri	dimiter	dimitri	N;NOM;MASC;SG	N;MASC;SG
stališča	reproducciones	stališče	reproducción	N;NOM;NEUT;PL	N;FEM;PL
stališča	visualizaciones	stališče	visualización	N;NOM;NEUT;PL	N;FEM;PL
stališča	posiciones	stališče	posición	N;NOM;NEUT;PL	N;FEM;PL
stališča	posturas	stališče	postura	N;NOM;NEUT;PL	N;FEM;PL
kolo	rueda	kolo	rueda	N;NOM;NEUT;SG	N;FEM;SG
kolo	bici	kolo	bici	N;NOM;NEUT;SG	N;FEM;SG
kolo	moto	kolo	moto	N;NOM;NEUT;SG	N;FEM;SG
kolo	bike	kolo	bike	N;NOM;NEUT;SG	N
kolo	bicicleta	kolo	bicicleta	N;NOM;NEUT;SG	N;FEM;SG
kolo	bici	kolo	bici	N;NOM;NEUT;SG	N;FEM;SG
kolo	bicicleta	kolo	bicicleta	N;NOM;NEUT;SG	N;FEM;SG
nizozemsko	holandesa	nizozemski	holandés	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
palačo	palacio	palača	palacio	N;ACC;FEM;SG	N;MASC;SG
palačo	palace	palača	palace	N;ACC;FEM;SG	N;MASC;SG
legenda	legend	legenda	legend	N;NOM;FEM;SG	N
legenda	leyenda	legenda	leyenda	N;NOM;FEM;SG	N;FEM;SG
ploščo	panel	plošča	panel	N;ACC;FEM;SG	N;MASC;SG
omrežje	grid	omrežje	grid	N;NOM;NEUT;SG	N
omrežje	rejilla	omrežje	rejilla	N;NOM;NEUT;SG	N;FEM;SG
omrežje	red	omrežje	red	N;NOM;NEUT;SG	N;FEM;SG
omrežje	cuadrícula	omrežje	cuadrícula	N;NOM;NEUT;SG	N;FEM;SG
omrežje	network	omrežje	network	N;NOM;NEUT;SG	N;SG
omrežje	red	omrežje	red	N;NOM;NEUT;SG	N;FEM;SG
odkritja	descubrimientos	odkritje	descubrimiento	N;NOM;NEUT;PL	N;MASC;PL
shoemaker	zapatero	shoemaker	zapatero	N;NOM;MASC;SG	N;MASC;SG
drame	dramas	drama	drama	N;NOM;FEM;PL	N;MASC;PL
roberta	roberta	robert	robertar	N;ANIM;ACC;MASC;SG	N;FEM;SG
človeški	humano	človeški	humano	ADJ;NOM;MASC;SG	ADJ;MASC;SG
človeški	humana	človeški	humano	ADJ;NOM;MASC;SG	ADJ;FEM;SG
težo	peso	teža	peso	N;ACC;FEM;SG	N;MASC;SG
svetovalec	consejera	svetovalec	consejera	N;NOM;MASC;SG	N;FEM;SG
svetovalec	asesora	svetovalec	asesora	N;NOM;MASC;SG	N;FEM;SG
svetovalec	asesor	svetovalec	asesor	N;NOM;MASC;SG	N;MASC;SG
svetovalec	consejero	svetovalec	consejero	N;NOM;MASC;SG	N;MASC;SG
svetovalec	consultor	svetovalec	consultor	N;NOM;MASC;SG	N;MASC;SG
svetovalec	consultora	svetovalec	consultora	N;NOM;MASC;SG	N;FEM;SG
svetovalec	asesor	svetovalec	asesor	N;NOM;MASC;SG	N;MASC;SG
svetovalec	asesora	svetovalec	asesora	N;NOM;MASC;SG	N;FEM;SG
svetovalec	consejera	svetovalec	consejera	N;NOM;MASC;SG	N;FEM;SG
svetovalec	consejero	svetovalec	consejero	N;NOM;MASC;SG	N;MASC;SG
svetovalec	consejera	svetovalec	consejera	N;NOM;MASC;SG	N;FEM;SG
svetovalec	asesora	svetovalec	asesora	N;NOM;MASC;SG	N;FEM;SG
svetovalec	asesor	svetovalec	asesor	N;NOM;MASC;SG	N;MASC;SG
svetovalec	consejero	svetovalec	consejero	N;NOM;MASC;SG	N;MASC;SG
svetovalec	consejera	svetovalec	consejera	N;NOM;MASC;SG	N;FEM;SG
svetovalec	consejero	svetovalec	consejero	N;NOM;MASC;SG	N;MASC;SG
watanabe	watanabe	watanaba	watanabe	N;NOM;MASC;SG	N;SG
prah	polvo	prah	polvo	N;NOM;MASC;SG	N;MASC;SG
zmaj	cometa	zmaj	cometer	N;NOM;MASC;SG	N;SG
zmaj	kite	zmaj	kite	N;NOM;MASC;SG	N
zmaj	dragón	zmaj	dragón	N;NOM;MASC;SG	N;MASC;SG
zmaj	dragon	zmaj	dragon	N;NOM;MASC;SG	N;MASC;SG
zunanja	exterior	zunanji	exterior	ADJ;NOM;FEM;SG	ADJ;SG
zunanja	externa	zunanji	externo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
zunanja	externo	zunanji	externo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
zunanja	exterior	zunanji	exterior	ADJ;NOM;FEM;SG	ADJ;SG
vina	vinos	vino	vino	N;NOM;NEUT;PL	N;MASC;PL
vina	vinos	vino	vino	N;NOM;NEUT;PL	N;MASC;PL
oko	ojo	oko	ojo	N;NOM;NEUT;SG	N;MASC;SG
desetletjih	decenios	desetletje	decenio	N;ESS;NEUT;PL	N;MASC;PL
desetletjih	décadas	desetletje	década	N;ESS;NEUT;PL	N;FEM;PL
majhni	pequeñas	majhen	pequeño	ADJ;NOM;MASC;PL	ADJ;FEM;PL
majhni	pequeños	majhen	pequeño	ADJ;NOM;MASC;PL	ADJ;MASC;PL
staršev	padres	starš	padre	N;GEN;MASC;PL	N;MASC;PL
soboto	sábado	sobota	sábado	N;ACC;FEM;SG	N
nabojev	rondas	nabojev	ronda	N;GEN;MASC;PL	N;FEM;PL
skrb	preocupación	skrb	preocupación	N;NOM;FEM;SG	N;FEM;SG
skrb	inquietud	skrb	inquietud	N;NOM;FEM;SG	N;FEM;SG
debehogne	debehogne	debehogen	debehogne		
mediji	medios	medij	medio	N;NOM;MASC;PL	N;MASC;PL
prenaša	transmite	prenašati	transmitir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
prenaša	tolera	prenašati	tolerar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
verski	religioso	verski	religioso	ADJ;NOM;MASC;SG	ADJ;MASC;SG
verski	religiosa	verski	religioso	ADJ;NOM;MASC;SG	ADJ;FEM;SG
kushiro	kushiro	kushira	kushiro	N;NOM;MASC;SG	N;MASC;SG
izboljšanje	mejoría	izboljšanje	mejoría	N;NOM;NEUT;SG	N;FEM;SG
izboljšanje	mejoramiento	izboljšanje	mejoramiento	N;NOM;NEUT;SG	N;MASC;SG
izboljšanje	perfeccionamiento	izboljšanje	perfeccionamiento	N;NOM;NEUT;SG	N;MASC;SG
izboljšanje	mejora	izboljšanje	mejora	N;NOM;NEUT;SG	N;FEM;SG
izboljšanje	mejoramiento	izboljšanje	mejoramiento	N;NOM;NEUT;SG	N;MASC;SG
izboljšanje	mejora	izboljšanje	mejora	N;NOM;NEUT;SG	N;FEM;SG
izboljšanje	mejora	izboljšanje	mejora	N;NOM;NEUT;SG	N;FEM;SG
turneje	giras	turno	gira	N;NOM;FEM;PL	N;FEM;PL
božič	navidad	božič	navidad	N;NOM;MASC;SG	N;FEM;SG
nob	nob	nob	nob	N;NOM;MASC;SG	N;MASC;SG
srečanje	reunión	srečanje	reunión	N;NOM;NEUT;SG	N;FEM;SG
srečanje	encuentro	srečanje	encuentro	N;NOM;NEUT;SG	N;MASC;SG
srečanje	encuentro	srečanje	encuentro	N;NOM;NEUT;SG	N;MASC;SG
srečanje	reunión	srečanje	reunión	N;NOM;NEUT;SG	N;FEM;SG
srečanje	reunion	srečanje	reunion	N;NOM;NEUT;SG	N;FEM;SG
srečanje	reencuentro	srečanje	reencuentro	N;NOM;NEUT;SG	N;MASC;SG
zapora	cárcel	zapor	cárcel	N;NOM;MASC;SG	N;FEM;SG
zapora	carcel	zapor	carcel	N;NOM;MASC;SG	N;FEM;SG
zapora	prisión	zapor	prisión	N;NOM;MASC;SG	N;FEM;SG
operacijo	operación	operacija	operación	N;ACC;FEM;SG	N;FEM;SG
operacijo	funcionamiento	operacija	funcionamiento	N;ACC;FEM;SG	N;MASC;SG
operacijo	cirugía	operacija	cirugía	N;ACC;FEM;SG	N;FEM;SG
papežev	papas	papež	papas	N;GEN;MASC;PL	N;FEM;PL
ptice	pajaritos	ptica	pajarito	N;NOM;FEM;PL	N;MASC;PL
ptice	aves	ptica	ave	N;NOM;FEM;PL	N;FEM;PL
ptice	pájaros	ptica	pájaro	N;NOM;FEM;PL	N;MASC;PL
izbrane	seleccionados	izbran	seleccionado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izbrane	seleccionadas	izbran	seleccionado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
atomov	átomos	atomov	átomo	N;GEN;MASC;PL	N;MASC;PL
obraz	rostro	obraz	rostro	N;NOM;MASC;SG	N;MASC;SG
obraz	carita	obraz	carita	N;NOM;MASC;SG	N;FEM;SG
obraz	cara	obraz	cara	N;NOM;MASC;SG	N;FEM;SG
obraz	face	obraz	facer	N;NOM;MASC;SG	N
dreves	arboles	drevo	arbol	N;GEN;NEUT;PL	N;MASC;PL
dreves	árboles	drevo	árbol	N;GEN;NEUT;PL	N;MASC;PL
popis	inventario	popis	inventario	N;NOM;MASC;SG	N;MASC;SG
agencija	agencia	agencija	agencia	N;NOM;FEM;SG	N;FEM;SG
agencija	agency	agencija	agency	N;NOM;FEM;SG	N
izdelki	articulos	izdelek	articulo	N;NOM;MASC;PL	N;MASC;PL
izdelki	artículos	izdelek	artículo	N;NOM;MASC;PL	N;MASC;PL
izdelki	productos	izdelek	producto	N;NOM;MASC;PL	N;MASC;PL
bitja	seres	bitje	ser	N;NOM;NEUT;PL	N;MASC;PL
bitja	criaturas	bitje	criatura	N;NOM;NEUT;PL	N;FEM;PL
srečko	suerte	srečka	suerte	N;NOM;MASC;SG	N;FEM;SG
srečko	lucky	srečka	lucky	N;NOM;MASC;SG	N;MASC;SG
tanka	delgado	tanek	delgado	ADJ;NOM;FEM;SG	ADJ;MASC;SG
tanka	delgada	tanek	delgada	ADJ;NOM;FEM;SG	ADJ;FEM;SG
alessandro	alessandro	alessandro	alessandro	N;NOM;MASC;SG	N;MASC;SG
versko	religioso	versko	religioso	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
