som	wie	som	wie	ADP	ADP
marine	marine	marin	marin	N;INDF;MASC;SG	N;NOM;FEM;SG
marine	marine	marin	marin	N;INDF;MASC;SG	N;NOM;FEM;SG
innsjø	stausee	innsjø	stausen	N;INDF;MASC;SG	N;SG
research	forschung	research	forschung	N;INDF;MASC;SG	N;NOM;FEM;SG
kulturelle	kultureller	kulturell	kulturell	ADJ;PL	ADJ
kulturelle	kulturelle	kulturell	kulturell	ADJ;PL	ADJ;NOM;FEM;PL
kulturelle	kulturell	kulturell	kulturell	ADJ;PL	ADJ
kulturelle	kulturellen	kulturell	kulturell	ADJ;PL	ADJ
master	meister	mast	meist	N;INDF;FEM;SG	N;NOM;MASC;SG
returnerte	kehrte	returnere	kehren	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
returnerte	zurückgekehrt	returnere	zurückkehren	V;IND;PST;FIN	V;V.PTCP
returnerte	zurückgegeben	returnere	zurückgeben	V;IND;PST;FIN	V;V.PTCP
returnerte	zurückgeschickt	returnere	zurückschicken	V;IND;PST;FIN	V;V.PTCP
produsere	produzieren	produsere	produzieren	V;NFIN	V;NFIN
passer	passt	passe	passen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
passer	paßt	passe	passen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
passer	passen	passe	passen	V;IND;PRS;FIN	V;NFIN
passer	passt	passe	passen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
passer	passe	passe	passen	V;IND;PRS;FIN	V;IND;SG;3;FIN
passer	passen	passe	passen	V;IND;PRS;FIN	V;NFIN
ære	ehrung	ære	ehrung	N;INDF;FEM;SG	N;SG
ære	ehrung	ære	ehrung	N;INDF;FEM;SG	N;SG
global	globalen	global	global	ADJ;INDF;SG	ADJ
global	global	global	global	ADJ;INDF;SG	ADJ
global	weltweit	global	weltweit	ADJ;INDF;SG	ADJ
kanoner	kanonen	kanon	kanon	N;INDF;MASC;PL	N;NOM;FEM;PL
sletting	löschung	sletting	löschung	N;INDF;FEM;SG	N;NOM;FEM;SG
armé	armee	armé	arme	N;INDF;MASC;SG	N;NOM;FEM;SG
kapell	kapelle	kapell	kapell	N;INDF;MASC;SG	N;NOM;FEM;SG
henvisning	überweisung	henvisning	überweisung	N;INDF;FEM;SG	N;NOM;FEM;SG
henvisning	verweisung	henvisning	verweisung	N;INDF;FEM;SG	N;SG
henvisning	befassung	henvisning	befassung	N;INDF;FEM;SG	N
korrekt	zutreffend	korrekt	zutreffend	ADJ;INDF;NEUT;SG	ADJ
korrekt	korrekt	korrekt	korrekt	ADJ;INDF;NEUT;SG	ADJ
korrekt	präzise	korrekt	präzis	ADJ;INDF;NEUT;SG	ADJ
korrekt	genaue	korrekt	genau	ADJ;INDF;NEUT;SG	ADJ;NOM
korrekt	zutreffend	korrekt	zutreffend	ADJ;INDF;NEUT;SG	ADJ
korrekt	korrekt	korrekt	korrekt	ADJ;INDF;NEUT;SG	ADJ
kjøpe	kaufen	kjøpe	kaufen	V;IMP;NFIN	V;NFIN
kjøpe	kaufen	kjøpe	kaufen	V;IMP;NFIN	V;NFIN
forstå	verstehen	forstå	verstehen	V;NFIN	V;NFIN
forstå	verstehe	forstå	verstehen	V;NFIN	V;IND;SG;3;PRS;FIN
forstå	begreifen	forstå	begreifen	V;NFIN	V;NFIN
forstå	verstanden	forstå	verstehen	V;NFIN	V;V.PTCP
forstå	begreifen	forstå	begreifen	V;NFIN	V;NFIN
forstå	verstehen	forstå	verstehen	V;NFIN	V;NFIN
løse	lösen	løse	lösen	V;NFIN	V;NFIN
frivillige	helfer	frivillig	helf	ADJ;PL	ADJ
frivillige	ehrenamtliche	frivillig	ehrenamtlich	ADJ;PL	ADJ;NOM;FEM;PL
frivillige	freiwillige	frivillig	freiwillig	ADJ;PL	ADJ;NOM;FEM;PL
frivillige	freiwilligen	frivillig	freiwillig	ADJ;PL	ADJ
frivillige	ehrenamtlich	frivillig	ehrenamtlich	ADJ;PL	ADJ
frivillige	freiwillig	frivillig	freiwillig	ADJ;PL	ADJ
frivillige	freiwilliger	frivillig	freiwillig	ADJ;PL	ADJ
frivillige	freiwillige	frivillig	freiwillig	ADJ;PL	ADJ;NOM;FEM;PL
frivillige	freiwilligen	frivillig	freiwillig	ADJ;PL	ADJ
let	lassen	la	lassen	V;IMP;FIN	V;NFIN
let	zulassen	la	zulassen	V;IMP;FIN	V;NFIN
total	gesamtbetrag	total	gesamtbetrag	ADJ;INDF;SG	ADJ;V.PTCP
total	gesamtsumme	total	gesamtsumme	ADJ;INDF;SG	ADJ
markert	markiert	markert	markieren	ADJ;INDF;NEUT;SG	ADJ;V.PTCP
markert	gekennzeichnet	markert	kennzeichnen	ADJ;INDF;NEUT;SG	ADJ;V.PTCP
markert	markierte	markert	markiert	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
hoff	gericht	hoff	ringen	N;INDF;NEUT;SG	N;NOM;SG
beskytte	schützen	beskytte	schützen	V;NFIN	V;NFIN
beskytte	beschützen	beskytte	beschützen	V;NFIN	V;NFIN
beskytte	schützen	beskytte	schützen	V;NFIN	V;NFIN
beskytte	beschützen	beskytte	beschützen	V;NFIN	V;NFIN
foundation	stiftung	foundation	stiftung	N;INDF;MASC;SG	N;NOM;FEM;SG
scene	szene	scene	szen	N;INDF;FEM;SG	N;SG
sender	schicken	sende	schicken	V;IND;PRS;FIN	V;NFIN
sender	senden	sende	senden	V;IND;PRS;FIN	V;NFIN
sender	versendet	sende	versenden	V;IND;PRS;FIN	V;V.PTCP
sender	verschickt	sende	verschicken	V;IND;PRS;FIN	V;V.PTCP
sender	sendet	sende	senden	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
sender	schickt	sende	schicken	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
treff	spiel	treff	spielen	N;INDF;NEUT;SG	N;NOM;NEUT;SG
treff	übereinstimmung	treff	übereinstimmung	N;INDF;NEUT;SG	N;NOM;FEM;SG
medalje	medaille	medalje	medaill	N;INDF;MASC;SG	N;NOM;FEM;SG
vare	rohstoff	vare	rohstoff	N	N;SG
vare	ware	vare	sein	N	N;NOM;SG
forsøker	versucht	forsøke	versuchen	V;IND;PRS;FIN	V;V.PTCP
forsøker	versuchen	forsøke	versuchen	V;IND;PRS;FIN	V;NFIN
forsøker	versuchen	forsøke	versuchen	V;IND;PRS;FIN	V;NFIN
list	liste	list	lassen	N;INDF;FEM;SG	N;NOM;FEM;SG
list	aufstellung	list	aufstellingen	N;INDF;FEM;SG	N;NOM;FEM;SG
gratis	frei	gratis	frei	ADJ;INDF;NEUT;SG	ADJ
gratis	kostenlos	gratis	kostenlos	ADJ;INDF;NEUT;SG	ADJ
oppgitt	vorausgesetzt	oppgi	voraussetzen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ
oppgitt	eingegebenen	oppgi	eingegeben	ADJ;INDF;NEUT;SG;V.PTCP	ADJ
oppgitt	eingegebene	oppgi	eingegeben	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;SG
oppgitt	gelieferte	oppgi	geliefert	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
hensikt	intention	hensikt	intention	ADJ;INDF;NEUT;SG	ADJ
hensikt	verwendungszweck	hensikt	verwendungszweck	ADJ;INDF;NEUT;SG	ADJ
vårt	unser	vår	unser	PRO;NEUT;SG	PRO;NOM;MASC;SG
vårt	unserer	vår	unser	PRO;NEUT;SG	PRO;NOM;MASC;SG
vårt	unsere	vår	unser	PRO;NEUT;SG	PRO;NOM;FEM;SG
vårt	unseren	vår	unser	PRO;NEUT;SG	PRO;ACC;MASC;SG
vårt	unseres	vår	unser	PRO;NEUT;SG	PRO;NOM;MASC;SG
vårt	unserer	vår	unser	PRO;NEUT;SG	PRO;NOM;MASC;SG
vårt	unsere	vår	unser	PRO;NEUT;SG	PRO;NOM;FEM;SG
vårt	unser	vår	unser	PRO;NEUT;SG	PRO;NOM;MASC;SG
vårt	unseren	vår	unser	PRO;NEUT;SG	PRO;ACC;MASC;SG
representere	repräsentieren	representere	repräsentieren	V;NFIN	V;NFIN
representere	repräsentieren	representere	repräsentieren	V;NFIN	V;NFIN
representere	repräsentiert	representere	repräsentieren	V;NFIN	V;V.PTCP
representere	vertreten	representere	vertreten	V;NFIN	V;V.PTCP
jobbe	arbeiten	jobbe	arbeiten	V;NFIN	V;NFIN
kvalifisering	qualifizierung	kvalifisering	qualifizierung	N;INDF;FEM;SG	N;NOM;FEM;SG
kvalifisering	qualifikation	kvalifisering	qualifikation	N;INDF;FEM;SG	N;NOM;FEM;SG
synlig	erkennbar	synlig	erkennbar	ADJ;INDF;NEUT;SG	ADJ
synlig	sichtbaren	synlig	sichtbar	ADJ;INDF;NEUT;SG	ADJ
synlig	sichtbar	synlig	sichtbar	ADJ;INDF;NEUT;SG	ADJ
synlig	sichtbarer	synlig	sichtbar	ADJ;INDF;NEUT;SG	ADJ
jødisk	jüdischen	jødisk	jüdisch	ADJ;INDF;SG	ADJ;NOM;MASC;SG
jødisk	jüdisch	jødisk	jüdisch	ADJ;INDF;SG	ADJ
jødisk	jüdischer	jødisk	jüdisch	ADJ;INDF;SG	ADJ
engasjert	verlobt	engasjere	verloben	ADJ;INDF;SG;V.PTCP	ADJ
engasjert	engagiert	engasjere	engagiert	ADJ;INDF;SG;V.PTCP	ADJ;V.PTCP
engasjert	engagiert	engasjere	engagiert	ADJ;INDF;SG;V.PTCP	ADJ;V.PTCP
utgaver	editionen	utgave	edition	N;INDF;FEM;PL	N;NOM;FEM;PL
bånd	bindung	bånd	bindung	N;INDF;NEUT;SG	N;NOM;FEM;SG
hørte	gehört	høre	gehören	V;IND;PST;FIN	V;V.PTCP
hørte	hörten	høre	hören	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
hørte	hörte	høre	hören	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
dra	ziehen	dra	ziehen	V;IMP;FIN	V;NFIN
dra	schleppen	dra	schleppen	V;IMP;FIN	V;NFIN
dra	ziehen	dra	ziehen	V;IMP;FIN	V;NFIN
hilsen	begrüßung	hils	Begrüßung	N;INDF;MASC;SG	N
soldatene	soldaten	soldat	soldat	N;DEF;FEM;PL	N;PL
øvelse	übung	øvelse	übung	N;INDF;MASC;SG	N;NOM;SG
øvelse	ausübung	øvelse	ausübung	N;INDF;MASC;SG	N;SG
teknologi	technik	teknologi	technik	N;INDF;MASC;SG	N;SG
umulig	unmöglich	umulig	unmöglich	ADJ;INDF;NEUT;SG	ADJ
kritisk	kritischen	kritisk	kritisch	ADJ;INDF;NEUT;SG	ADJ
kritisk	kritisch	kritisk	kritisch	ADJ;INDF;NEUT;SG	ADJ
kritisk	kritischer	kritisk	kritisch	ADJ;INDF;NEUT;SG	ADJ
kritisk	kritisches	kritisk	kritisch	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
originale	ursprünglich	original	ursprünglich	ADJ;PL	ADJ
originale	original	original	original	ADJ;PL	ADJ
originale	originell	original	originell	ADJ;PL	ADJ
originale	originellen	original	originell	ADJ;PL	ADJ
kandidat	kandidat	kandidat	kandidat	N;INDF;MASC;SG	N
interesser	interessen	interesse	interesse	N;INDF;FEM;PL	N;NOM;PL
initiativ	initiative	initiativ	initiativ	N;INDF;NEUT;SG	N;NOM;FEM;SG
forlate	aufgeben	forlate	aufgeben	ADJ;INDF;NEUT;SG;V.PTCP	ADJ
profesjonelle	professionellen	profesjonell	professionell	ADJ;PL	ADJ
profesjonelle	professionell	profesjonell	professionell	ADJ;PL	ADJ
profesjonelle	professionelle	profesjonell	professionell	ADJ;PL	ADJ;NOM;FEM;PL
instrument	urkunde	instrument	urkunde	N;INDF;NEUT;SG	N
primært	primär	primær	primär	ADJ;INDF;NEUT;SG	ADJ
mulige	möglichen	mulige	möglich	ADJ;PL	ADJ
mulige	möglicher	mulige	möglich	ADJ;PL	ADJ
mulige	mögliche	mulige	möglich	ADJ;PL	ADJ;NOM;FEM;PL
mulige	möglich	mulige	möglich	ADJ;PL	ADJ
anlegg	ausstattung	anlegg	ausstattung	N;INDF;NEUT;SG	N
programmer	applikationen	programme	applikationen	N;INDF;FEM;PL	N;NOM;FEM;PL
programmer	anwendungen	programme	anwendung	N;INDF;FEM;PL	N;NOM;FEM;PL
opphold	aufenthalt	opphold	aufenthalt	ADJ;INDF;NEUT;SG	ADJ
greve	zählung	grave	zählung	N;INDF;MASC;SG	N;SG
verken	weder	verken	weder	CONJ	CONJ
romaner	romane	roman	roman	N;INDF;MASC;PL	N;NOM;FEM;PL
scenen	bühne	scene	bühnen	N;DEF;MASC;SG	N;FEM;SG
scenen	etappe	scene	etapp	N;DEF;MASC;SG	N;NOM;FEM;SG
fortalte	sagte	fortelje	sagen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
fortalte	erzählt	fortelje	erzählen	V;IND;PST;FIN	V;V.PTCP
fortalte	erzählte	fortelje	erzählen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
fortalte	gesagt	fortelje	sagen	V;IND;PST;FIN	V;V.PTCP
sete	sitzplatz	sitje	sitzplatz	ADJ;INDF;NEUT;SG;V.PTCP	ADJ
overflaten	fläche	overflate	fläche	N;DEF;MASC;SG	N;NOM;FEM;SG
marinen	marine	marin	marin	N;DEF;MASC;SG	N;NOM;FEM;SG
opplag	zirkulation	opplag	zirkulation	N;INDF;NEUT;SG	N;NOM;SG
opplag	durchblutung	opplag	durchblutung	N;INDF;NEUT;SG	N;NOM;FEM;SG
forbund	liga	forbunde	liga	N;INDF;NEUT;SG	N;NOM;FEM;SG
årlige	jährliche	årlig	jährlich	ADJ;PL	ADJ;NOM;FEM;PL
årlige	jährlich	årlig	jährlich	ADJ;PL	ADJ
årlige	jährlichen	årlig	jährlich	ADJ;PL	ADJ
ring	aufruf	ring	aufruf	N;INDF;MASC;SG	N;SG
ring	anruf	ring	anruf	N;INDF;MASC;SG	N
landsby	dorf	landsby	dorf	N;INDF;MASC;SG	N;NOM;NEUT;SG
portugisisk	portugiesisch	portugisisk	portugiesisch	ADJ;INDF;NEUT;SG	ADJ
portugisisk	portugiesischer	portugisisk	portugiesisch	ADJ;INDF;NEUT;SG	ADJ
awards	prämien	Award	prämien	N;INDF;MASC;SG	N;NOM
academy	akademie	academy	akademie	N;INDF;MASC;SG	N;NOM;FEM;SG
omkom	umgekommen	omkome	umkommen	V;IND;PST;FIN	V;V.PTCP
ekte	real	ekte	real	ADJ;INDF;NEUT;SG	ADJ
ekte	realen	ekte	real	ADJ;INDF;NEUT;SG	ADJ;SG
ekte	echten	ekte	echt	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
ekte	wahr	ekte	wahr	ADJ;INDF;NEUT;SG	ADJ
ekte	echt	ekte	echt	ADJ;INDF;NEUT;SG	ADJ
ekte	echtes	ekte	echt	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
ekte	echten	ekte	echt	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
fortellinger	erzählungen	fortellinger	erzählingen	N;INDF;FEM;PL	N;NOM;FEM;PL
fortellinger	erzählungen	fortellinger	erzählingen	N;INDF;FEM;PL	N;NOM;FEM;PL
generell	allgemeines	generell	allgemein	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
generell	allgemein	generell	allgemein	ADJ;INDF;SG	ADJ
generell	allgemeinen	generell	allgemein	ADJ;INDF;SG	ADJ
original	ursprünglich	original	ursprünglich	ADJ;INDF;SG	ADJ
original	ursprünglichen	original	ursprünglich	ADJ;INDF;SG	ADJ;ACC;SG
original	original	original	original	ADJ;INDF;SG	ADJ
original	originell	original	originell	ADJ;INDF;SG	ADJ
original	originellen	original	originell	ADJ;INDF;SG	ADJ
contest	wettkampf	contast	wettkampf	N;INDF;MASC;SG	N
contest	gewinnspiel	contast	gewinnspiel	N;INDF;MASC;SG	N;NOM;NEUT;SG
båt	bootsfahrt	båt	bootsfahrt	N;INDF;MASC;SG	N;SG
nødvendigvis	notwendigerweise	nødvendigvis	notwendigerweise	ADV	ADV
nødvendigvis	unbedingt	nødvendigvis	unbedingt	ADV	ADV
championship	meisterschaft	championship	meisterschaft	N;INDF;MASC;SG	N;NOM;FEM;SG
bygging	konstruktion	bygging	konstruktion	N;INDF;FEM;SG	N;SG
bygging	bau	bygging	bau	N;INDF;FEM;SG	N;SG
forklaring	erklärung	forklaring	erklärung	N;INDF;FEM;SG	N;NOM;FEM;SG
finale	finale	finale	final	N;INDF;MASC;SG	N;NOM;NEUT;SG
foreslår	suggeriert	foreslå	suggerieren	V;IND;PRS;FIN	V;V.PTCP
foreslår	andeuten	foreslå	andeuten	V;IND;PRS;FIN	V;NFIN
foreslår	schlage	foreslå	schlage	V;IND;PRS;FIN	V;SG;FIN
foreslår	empfehlen	foreslå	empfehlen	V;IND;PRS;FIN	V;NFIN
foreslår	vorschlagen	foreslå	vorschlagen	V;IND;PRS;FIN	V;NFIN
foreslår	vorschlagen	foreslå	vorschlagen	V;IND;PRS;FIN	V;NFIN
foreslår	suggeriert	foreslå	suggerieren	V;IND;PRS;FIN	V;V.PTCP
nøyaktig	zutreffend	nøyaktig	zutreffend	ADJ;INDF;NEUT;SG	ADJ
nøyaktig	korrekt	nøyaktig	korrekt	ADJ;INDF;NEUT;SG	ADJ
nøyaktig	präzise	nøyaktig	präzis	ADJ;INDF;NEUT;SG	ADJ
nøyaktig	genaue	nøyaktig	genau	ADJ;INDF;NEUT;SG	ADJ;NOM
nøyaktig	exakt	nøyaktig	exakt	ADJ;INDF;NEUT;SG	ADJ
kvalifiserte	qualifizierter	kvalifisere	qualifiziert	ADJ;PL;V.PTCP	ADJ
kvalifiserte	qualifiziert	kvalifisere	qualifizieren	ADJ;PL;V.PTCP	ADJ;V.PTCP
kvalifiserte	berechtigt	kvalifisere	berechtigen	ADJ;PL;V.PTCP	ADJ
drepe	tötet	drepe	töten	V;NFIN	V;IND;SG;3;PRS;FIN
drepe	töten	drepe	töten	V;NFIN	V;NFIN
drepe	tötet	drepe	töten	V;NFIN	V;IND;SG;3;PRS;FIN
drepe	töten	drepe	töten	V;NFIN	V;NFIN
drepe	erschlagen	drepe	erschlagen	V;NFIN	V;V.PTCP
religiøs	religiösen	religiøs	religiös	ADJ;INDF;SG	ADJ
religiøs	religiös	religiøs	religiös	ADJ;INDF;SG	ADJ
slår	schlägt	slå	schlagen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
tidligste	frühesten	tidlig	früh	ADJ;PL;V.PTCP	ADJ;PL
publiserte	veröffentlichte	publisere	veröffentlichen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
publiserte	gepostet	publisere	posten	V;IND;PST;FIN	V;V.PTCP
publiserte	geschrieben	publisere	schreiben	V;IND;PST;FIN	V;V.PTCP
publiserte	veröffentlicht	publisere	veröffentlichen	V;IND;PST;FIN	V;V.PTCP
publiserte	gesendet	publisere	senden	V;IND;PST;FIN	V;V.PTCP
publiserte	publiziert	publisere	publizieren	V;IND;PST;FIN	V;V.PTCP
publiserte	veröffentlichte	publisere	veröffentlichen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
publiserte	erschienen	publisere	erscheinen	V;IND;PST;FIN	V;V.PTCP
publiserte	veröffentlicht	publisere	veröffentlichen	V;IND;PST;FIN	V;V.PTCP
tilstand	staat	tilstand	staaen	N;INDF;MASC;SG	N
skjedd	passiert	skje	passieren	V;V.PTCP	V;IND;SG;3;PRS;FIN
skjedd	passierte	skje	passieren	V;V.PTCP	V;IND;SG;3;PST;FIN
skjedd	geschah	skje	geschehen	V;V.PTCP	V;IND;SG;3;PST;FIN
skjedd	geschehen	skje	geschehen	V;V.PTCP	V;V.PTCP
geografisk	geographisch	geografisk	geographisch	ADJ;INDF;NEUT;SG	ADJ
geografisk	räumlich	geografisk	räumlich	ADJ;INDF;NEUT;SG	ADJ
geografisk	geografischen	geografisk	geografisch	ADJ;INDF;NEUT;SG	ADJ
bytte	schalter	byte	schalter	ADJ;PL;V.PTCP	ADJ
bytte	warenverkehr	byte	warenverkehr	ADJ;PL;V.PTCP	ADJ
doktorgrad	doktor	doktorgrad	doktor	N;INDF;FEM;SG	N;SG
fag	klassen	fag	klassen	N;INDF;NEUT;PL	N;NOM;PL
undersøkelse	erhebung	undersøkelse	Erhebung	N;INDF;MASC;SG	N;NOM;FEM;SG
larver	raupen	larve	raupen	N;INDF;FEM;PL	N;NOM;PL
søk	suche	søk	suchen	N;INDF;NEUT;SG	N;NOM;FEM;SG
søk	suche	søk	suchen	N;INDF;NEUT;SG	N;NOM;FEM;SG
modeller	modelle	modeller	modell	N;INDF;MASC;PL	N;NOM;NEUT;PL
modeller	modellen	modeller	modell	N;INDF;MASC;PL	N;PL
strand	strände	strand	strand	N;INDF;FEM;SG	N;NOM
seire	siege	seire	siegen	N;INDF;NEUT;SG	N;NOM
discovery	entdeckung	discovery	entdeckung	N;INDF;MASC;SG	N;SG
army	armee	army	arme	N	N;NOM;FEM;SG
uavgjort	unentschieden	uavgjort	unentschieden	ADJ;INDF;NEUT;SG	ADJ
uavgjort	unentschieden	uavgjort	unentschieden	ADJ;INDF;NEUT;SG	ADJ
gutter	knaben	gutter	knaben	N;INDF;FEM;PL	N;NOM;PL
gutter	leute	gutter	leute	N;INDF;FEM;PL	N;NOM;PL
gutter	typen	gutter	typen	N;INDF;FEM;PL	N;NOM;PL
gutter	kerle	gutter	kerlen	N;INDF;FEM;PL	N;NOM;PL
lyse	strahlend	lyse	strahlend	ADJ;PL	ADJ
lyse	hell	lyse	hell	ADJ;PL	ADJ
lyse	leuchtend	lyse	leuchtend	ADJ;PL	ADJ
lyse	helle	lyse	hell	ADJ;PL	ADJ;NOM;FEM;PL
brudd	bruch	bru	bruch	N;INDF;MASC;SG	N;SG
tilbud	angebot	tilbud	anpieten	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tilbud	angebot	tilbud	anpieten	N;INDF;NEUT;SG	N;NOM;NEUT;SG
forsamling	montage	forsamling	montag	N;INDF;FEM;SG	N;NOM;SG
forsamling	versammlung	forsamling	versammlung	N;INDF;FEM;SG	N;NOM;FEM;SG
order	bestellungen	ord	bestellingen	N;INDF	N;NOM;FEM;PL
order	ordnung	ord	ordnung	N;INDF	N
order	auftrag	ord	auftragen	N;INDF	N;MASC;SG
order	bestellung	ord	bestellung	N;INDF	N;NOM;FEM;SG
spredte	verstreut	spredte	verstreut	ADJ;PL;V.PTCP	ADJ;V.PTCP
spredte	zerstreut	spredte	zerstreut	ADJ;PL;V.PTCP	ADJ
verlag	verlag	verlag	verliegen	N;INDF;NEUT;SG	N;NOM;MASC;SG
foreløpig	vorläufig	foreløpig	vorläufig	ADJ;INDF;NEUT;SG	ADJ
foreløpig	vorläufigen	foreløpig	vorläufig	ADJ;INDF;NEUT;SG	ADJ
utgivelse	publikation	utgivels	publikation	N;INDF;MASC;SG	N;NOM;FEM;SG
båter	boote	båt	bioten	N;INDF;MASC;PL	N;NOM;NEUT;PL
båter	schiffe	båt	schiff	N;INDF;MASC;PL	N;NOM;NEUT;PL
fine	geldstrafe	fin	geldstrafe	ADJ;PL	ADJ
fine	fein	fin	fein	ADJ;PL	ADJ
fine	gut	fin	gut	ADJ;PL	ADJ
fine	hübsche	fin	hübsch	ADJ;PL	ADJ;NOM;FEM;PL
fine	schöner	fin	schön	ADJ;PL	ADJ
fine	schöne	fin	schön	ADJ;PL	ADJ;NOM;FEM;PL
fine	schön	fin	schön	ADJ;PL	ADJ
valley	tal	valley	tal	N;INDF;MASC;SG	N;NOM;NEUT;SG
bord	tabelle	bord	tabell	N;INDF;NEUT;SG	N;NOM;FEM;SG
bord	tabelle	bord	tabell	N;INDF;NEUT;SG	N;NOM;FEM;SG
forstår	verstehe	forstå	verstehen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
forstår	versteht	forstå	verstehen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
forstår	verstehen	forstå	verstehen	V;IND;PRS;FIN	V;NFIN
forstår	verstehe	forstå	verstehen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
forstår	begreifen	forstå	begreifen	V;IND;PRS;FIN	V;NFIN
forstår	verstanden	forstå	verstehen	V;IND;PRS;FIN	V;V.PTCP
utføre	durchführen	utføre	durchfahren|durchführen	V;NFIN	V;NFIN
dekke	abdeckung	dekke	abdeckung	N;INDF;NEUT;SG	N;NOM;SG
gruppene	gruppen	gruppe	grappen	N;DEF;FEM;PL	N;NOM;FEM;PL
undervisning	lehre	undervisning	lehr	N;INDF;FEM;SG	N;NOM;FEM;SG
galleri	galerie	galleri	galerie	N;INDF;NEUT;SG	N;NOM;FEM;SG
skogen	wald	skog	wald	N;DEF;MASC;SG	N;NOM;MASC;SG
skogen	wald	skog	wald	N;DEF;MASC;SG	N;NOM;MASC;SG
henger	hängt	henger	hängen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
henger	aufhängen	henger	aufhängen	V;IND;PRS;FIN	V;NFIN
henger	hängen	henger	hängen	V;IND;PRS;FIN	V;NFIN
henger	abhängen	henger	abhängen	V;IND;PRS;FIN	V;NFIN
bestemmer	entscheidet	bestemme	entscheiden	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
bestemmer	beschließt	bestemme	beschließen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
kommunikasjon	mitteilung	kommunikasjon	mitteilung	N;INDF;MASC;SG	N;FEM;SG
revolusjon	revolution	revolusjon	revolution	N;INDF;MASC;SG	N;NOM;FEM;SG
barnet	kind	barn	kind	N;DEF;NEUT;SG	N;NOM;NEUT;SG
debatt	diskussion	debatt	diskussion	N;INDF;MASC;SG	N
tyder	suggeriert	tyde	suggerieren	V;IND;PRS;FIN	V;V.PTCP
jenter	mädchen	jente	mädchen	N;INDF;FEM;PL	N;NOM;FEM;PL
indikerer	deutet	indikere	deuten	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
indikerer	angeben	indikere	angeben	V;IND;PRS;FIN	V;V.PTCP
medisinsk	medizinisch	medisinsk	medizinisch	ADJ;INDF;SG	ADJ
medisinsk	medizintechnik	medisinsk	medizintechnik	ADJ;INDF;SG	ADJ
fortellingen	erzählung	fortelling	erzählung	N;DEF;MASC;SG	N;FEM;SG
motsatt	entgegengesetzt	motsatt	entgegensetzen	ADJ;INDF;NEUT;SG	ADJ;V.PTCP
herre	gott	herre	gott	N;INDF;MASC;SG	N;NOM;MASC;SG
herre	herr	herre	herr	N;INDF;MASC;SG	N;NOM;MASC;SG
herre	herrn	herre	herrn	N;INDF;MASC;SG	N;NOM;MASC;SG
herre	meister	herre	meist	N;INDF;MASC;SG	N;NOM;MASC;SG
story	erzählung	story	erzählung	N;INDF;MASC;SG	N;FEM;SG
krysser	überqueren	krysse	überqueren	V;IND;PRS;FIN	V;NFIN
krysser	durchqueren	krysse	durchqueren	V;IND;PRS;FIN	V;NFIN
krysser	überschreiten	krysse	überschreiten	V;IND;PRS;FIN	V;NFIN
krysser	kreuzungen	krysse	kreuzung	V;IND;PRS;FIN	V;NFIN
krysser	kreuzen	krysse	kreuzen	V;IND;PRS;FIN	V;NFIN
krysser	kreuzt	krysse	kreuzen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
regionale	regionalen	regional	regional	ADJ;PL	ADJ;NOM;MASC;PL
regionale	regional	regional	regional	ADJ;PL	ADJ
regionale	regionalentwicklung	regional	regionalentwicklung	ADJ;PL	ADJ;NOM
regionale	regionale	regional	regional	ADJ;PL	ADJ;NOM;FEM;PL
dele	teilen	dele	teilen	V;NFIN	V;NFIN
håper	hoffen	håpe	hoffen	V;IND;PRS;FIN	V;NFIN
