על	について	על	について	ADP	ADP
שירותים	トイレ	שירות	トイレ	N;MASC;PL	N
שירותים	便器	שירות	便器	N;MASC;PL	N
מכשיר	デバイス	מכשיר	デバイス	N;MASC;SG	N
מכשיר	機器	מכשיר	機器	N;MASC;SG	N
ספורטאים	選手	ספורטאי	選手	N;MASC;PL	N
ספורטאים	アスリート	ספורטאי	アスリート	N;MASC;PL	N
נוהג	運転	נהג	運転	V;MASC;SG;V.PTCP;ACT	V
חוות	農場	חווה	農場	N;FEM;SG	N
חוות	ファーム	חווה	ファーム	N;FEM;SG	N
הרגלים	習慣	הרגל	習慣	N;MASC;PL	N
אמון	自信	אמון	自信	N;MASC;SG	N
מתכת	メタル	מתכת	メタル	N;FEM;SG	N
מתכת	金属	מתכת	金属	N;FEM;SG	N
דיווח	レポート	דיווח	レポート	N;MASC;SG	N
דיווח	レポート	דיווח	レポート	N;MASC;SG	N
נפט	石油	נפט	石油	N;MASC;SG	N
נפט	オイル	נפט	オイル	N;MASC;SG	N
בדיקות	テスト	בדיקה	テスト	N;FEM;PL	N
בדיקות	テスト	בדיקה	テスト	N;FEM;PL	N
עתיקה	古代	עתיק	古代	N;FEM;SG	N
מרצה	講師	הרצה	講師	N;MASC;SG	N
מרצה	給仕	הרצה	給仕	N;MASC;SG	N
שיט	セーリング	שיט	セーリング	N;MASC;SG	N
דואר	郵便	דואר	郵便	N;MASC;SG	N
דואר	メール	דואר	メール	N;MASC;SG	N
משתנים	変数	משתנה	変数	N;MASC;PL	N
סמכות	権威	סמכות	権威	N;FEM;SG	N
סמכות	権限	סמכות	権限	N;FEM;SG	N
סמכות	職権	סמכות	職権	N;FEM;SG	N
אדמות	土地	אדמה	土地	N;FEM;PL	N
ניסויים	実験	ניסוי	実験	N;MASC;PL	N
סיור	ツアー	סיור	ツアー	N;MASC;SG	N
סיור	斥候	סיור	斥候	N;MASC;SG	N
סיור	パトロール	סיור	パトロール	N;MASC;SG	N
תנאים	用語	תנאי	用語	N;MASC;PL	N
תנאים	条件	תנאי	条件	N;MASC;PL	N
אמא	ママ	אמא	ママ	N;FEM;SG	N
אמא	母親	אמא	母親	N;FEM;SG	N
התוכן	コンテンツ	התוכן	コンテンツ	N;MASC;SG	N
התוכן	内容	התוכן	内容	N;MASC;SG	N
מוזיקאים	ミュージシャン	הוזיק	ミュージシャン	N;MASC;PL	N
קיר	ウォール	קיר	ウォール	N;MASC;SG	N
לחקור	探検	חקר	探検	V;NFIN;ACT	V
לחקור	探検	חקר	探検	V;NFIN;ACT	V
מזג	天気	מזג	天気	N;MASC;SG	N
מזג	気象	מזג	気象	N;MASC;SG	N
מזג	気性	מזג	気性	N;MASC;SG	N
מזג	気質	מזג	気質	N;MASC;SG	N
לתרום	寄付	תרם	寄付	V;NFIN;ACT	V
להסיר	削除	הסיר	削除	V;NFIN;ACT	V
להסיר	取り除く	הסיר	取り除く	V;NFIN;ACT	V
לשכנע	説得	שכנע	説得	V;NFIN;ACT	V
בודדים	孤独	בודד	孤独	N;MASC;PL	N
חמור	重度	חמור	重度	N;MASC;SG	N
חמור	ロバ	חמור	ロバ	N;MASC;SG	N
שופט	ジャッジ	שופט	ジャッジ	N;MASC;SG	N
שופט	裁判官	שופט	裁判官	N;MASC;SG	N
שופט	審判	שופט	審判	N;MASC;SG	N
מוגבלת	限定	הוגבל	限定	V;FEM;SG;V.PTCP;PASS	V
מוגבלת	制限	הוגבל	制限	V;FEM;SG;V.PTCP;PASS	V
מעגל	サークル	מעגל	サークル	N;MASC;SG	N
שורות	階級	שורה	階級	N;FEM;PL	N
גיוס	求人	גיוס	求人	N;MASC;SG	N
גיוס	ドラフト	גיוס	ドラフト	N;MASC;SG	N
גיוס	下書き	גיוס	下書き	N;MASC;SG	N
תלמיד	生徒	תלמיד	生徒	N;MASC;SG	N
תלמיד	学生	תלמיד	学生	N;MASC;SG	N
עמדות	ポジション	עמדה	ポジション	N;FEM;PL	N
משימה	代入	משימה	代入	N;FEM;SG	N
משימה	タスク	משימה	タスク	N;FEM;SG	N
משימה	ミッション	משימה	ミッション	N;FEM;SG	N
מכילה	含む	הכיל	含む	V;FEM;SG;V.PTCP;ACT	V
אלבומים	アルバム	אלבום	アルバム	N;MASC;PL	N
הוראות	オーダー	הוראה	オーダー	N;FEM;PL	N
הוראות	手順	הוראה	手順	N;FEM;PL	N
כתובות	碑文	כתובת	碑文	N;FEM;PL	N
כתובות	アドレス	כתובת	アドレス	N;FEM;PL	N
ניתנת	付与	ניתן	付与	V;FEM;SG;V.PTCP;MID	V
רופאים	医師	רופא	医師	N;MASC;PL	N
רופאים	医師	רופא	医師	N;MASC;PL	N
רופאים	医者	רופא	医者	N;MASC;PL	N
איבר	臓器	איבר	臓器	N;MASC;SG	N
איבר	機関	איבר	機関	N;MASC;SG	N
איבר	臓器	איבר	臓器	N;MASC;SG	N
איבר	オルガン	איבר	オルガン	N;MASC;SG	N
טכנולוגיה	技術	טכנולוגיה	技術	N;FEM;SG	N
טכנולוגיה	テクノロジー	טכנולוגיה	テクノロジー	N;FEM;SG	N
השפעות	エフェクト	השפעה	エフェクト	N;FEM;PL	N
השפעות	効果	השפעה	効果	N;FEM;PL	N
חוג	サークル	חוג	サークル	N;MASC;SG	N
הזכויות	権利	הזכות	権利	N;FEM;PL	N
מבקרים	評論家	מבקר	評論家	N;MASC;PL	N
מבקרים	ビジター	מבקר	ビジター	N;MASC;PL	N
מספקת	足りる	סיפק	足りる	V;FEM;SG;V.PTCP;ACT	V
מיעוט	少数	מיעוט	少数	N;MASC;SG	N
תאוריה	セオリー	תאוריה	セオリー	N;FEM;SG	N
תאוריה	理論	תאוריה	理論	N;FEM;SG	N
מגדר	性別	מגדר	性別	N;MASC;SG	N
מגדר	ジェンダー	מגדר	ジェンダー	N;MASC;SG	N
צומת	ノード	צומת	ノード	N;FEM;SG	N
צומת	交差点	צומת	交差点	N;FEM;SG	N
כללים	規則	כלל	規則	N;MASC;PL	N
כללים	ルール	כלל	ルール	N;MASC;PL	N
סוכנות	代理店	סוכנות	代理店	N;FEM;SG	N
שיניים	歯科	שן	歯科	N;FEM;PL	N
הפסקה	ブレーク	הפסקה	ブレーク	N;FEM;SG	N
מרחק	距離	מרחק	距離	N;MASC;SG	N
אמצע	真ん中	אמצע	真ん中	N;MASC;SG	N
אמצע	ミドル	אמצע	ミドル	N;MASC;SG	N
לתרגם	翻訳	רתגם	翻訳	V;NFIN;ACT	V
לברוח	脱出	ברח	脱出	V;NFIN;ACT	V
מעורבות	婚約	מעורבות	婚約	N;FEM;SG	N
גרעין	原子力	גרעין	原子力	N;MASC;SG	N
גרעין	原子	גרעין	原子	N;MASC;SG	N
גרעין	カーネル	גרעין	カーネル	N;MASC;SG	N
ציורים	図面	ציור	図面	N;MASC;PL	N
ציורים	絵画	ציור	絵画	N;MASC;PL	N
הזדמנות	チャンス	הזדמנות	チャンス	N;FEM;SG	N
הזדמנות	好機	הזדמנות	好機	N;FEM;SG	N
הזדמנות	機会	הזדמנות	機会	N;FEM;SG	N
החזיק	開催	החזיק	開催	V;MASC;SG;3;PST;ACT	V
פילוסופיה	哲学	פילוסופיה	哲学	N	N
פרחים	お	פרח	お	N;MASC;PL	N
המקורות	起源	המקורה	起源	N;FEM;PL	N
למלא	埋める	מילא	埋める	V;NFIN;ACT	V
פליטים	難民	פליט	難民	N;MASC;PL	N
פליטים	難民	פליט	難民	N;MASC;PL	N
מסה	ミサ	מסה	ミサ	N;FEM;SG	N
מסה	質量	מסה	質量	N;FEM;SG	N
לסיים	終了	סיים	終了	V;NFIN;ACT	V
שולחן	テーブル	שולחן	テーブル	N;MASC;SG	N
ארכיון	書庫	ארכיון	書庫	N;MASC;SG	N
ארכיון	アーカイブ	ארכיון	アーカイブ	N;MASC;SG	N
ארכיון	アーカイブ	ארכיון	アーカイブ	N;MASC;SG	N
חלקה	スムース	חלקה	スムース	N;FEM;SG	N
גלריה	ギャラリー	גלריה	ギャラリー	N;FEM;SG	N
הסכים	同意	הסכים	同意	V;MASC;SG;3;PST;ACT	V
הסכים	合意	הסכים	合意	V;MASC;SG;3;PST;ACT	V
צבעים	カラー	צבע	カラー	N;MASC;PL	N
צבעים	カラー	צבע	カラー	N;MASC;PL	N
שיקול	対価	שיקול	対価	N;MASC;SG	N
חיובי	ポジティブ	חיובי	ポジティブ	ADJ;MASC;SG	ADJ
תפילה	礼拝	תפילה	礼拝	N;FEM;SG	N
תפילה	祈祷	תפילה	祈祷	N;FEM;SG	N
הנוסעים	乗客	הנוסע	乗客	N	N
מונחים	用語	מונח	用語	N;MASC;PL	N
חקירה	取調	חקירה	取調	N;FEM;SG	N
חקירה	捜査	חקירה	捜査	N;FEM;SG	N
פוליטיקה	政治	פוליטיקה	政治	N;FEM;SG	N
הפרשים	騎兵	הפרש	騎兵	N;MASC;PL	N
מדד	索引	מדד	索引	N;MASC;SG	N
מדד	メートル	מדד	メートル	N;MASC;SG	N
התפטר	辞任	התפטר	辞任	V;MASC;SG;3;PST	V
מומחה	スペシャリスト	מומחה	スペシャリスト	N;MASC;SG	N
מומחה	エキスパート	מומחה	エキスパート	N;MASC;SG	N
סיכון	リスク	סיכון	リスク	N;MASC;SG	N
נוח	快適	נוח	快適	ADJ;MASC;SG	ADJ
נוח	快適	נוח	快適	ADJ;MASC;SG	ADJ
אלמנטים	要素	אלמנט	要素	N;MASC;PL	N
אלמנטים	元素	אלמנט	元素	N;MASC;PL	N
אלמנטים	エレメント	אלמנט	エレメント	N;MASC;PL	N
נאסר	禁止	נאסר	禁止	V;MASC;SG;3;PST;MID	V
לבנה	煉瓦	לבן	煉瓦		
חלונות	windows	חלון	windows	N;MASC;PL	N
מקבלת	受信	קיבל	受信	V;FEM;SG;V.PTCP;ACT	V
מתמטיקה	数学	מתמטיקה	数学	N;FEM;SG	N
מתמטיקה	数学	מתמטיקה	数学	N;FEM;SG	N
סמלים	シンボル	סמל	シンボル	N;MASC;PL	N
סמלים	記号	סמל	記号	N;MASC;PL	N
מדיה	メディア	מדיה	メディア	N;MASC;SG	N
מדיה	ミディアム	מדיה	ミディアム	N;MASC;SG	N
מדיה	メディア	מדיה	メディア	N;MASC;SG	N
רשימות	注記	רשימה	注記	N;FEM;PL	N
רשימות	メモ	רשימה	メモ	N;FEM;PL	N
רשימות	備考	רשימה	備考	N;FEM;PL	N
רשימות	ノート	רשימה	ノート	N;FEM;PL	N
אימון	練習	אימון	練習	N;MASC;SG	N
אימון	トレーニング	אימון	トレーニング	N;MASC;SG	N
אימון	講習	אימון	講習	N;MASC;SG	N
נכשל	失敗	נכשל	失敗	V;MASC;SG;3;PST;MID	V
טלפון	電話	טלפון	電話	N;MASC;SG	N
טלפון	電話	טלפון	電話	N;MASC;SG	N
טלפון	電話	טלפון	電話	N;MASC;SG	N
הוצאות	費用	הוצאה	費用	N;FEM;PL	N
הוצאות	経費	הוצאה	経費	N;FEM;PL	N
הוצאות	費用	הוצאה	費用	N;FEM;PL	N
הוצאות	経費	הוצאה	経費	N;FEM;PL	N
נטל	バラスト	נטל	バラスト	N;MASC;SG	N
נטל	重荷	נטל	重荷	N;MASC;SG	N
כרטיס	切符	כרטיס	切符	N;MASC;SG	N
כרטיס	チケット	כרטיס	チケット	N;MASC;SG	N
כרטיס	カード	כרטיס	カード	N;MASC;SG	N
סימנים	サイン	סימן	サイン	N;MASC;PL	N
מחבלים	テロリスト	מחבל	テロリスト	N;MASC;PL	N
התוצאות	結果	התוצאות	結果	N;FEM;SG	N
עזבו	離れる	עזב	離れる	V;PL;3;PST;ACT	V
קשורים	関連	קשר	関連	V;MASC;PL;V.PTCP;ACT	V
טורניר	トーナメント	טורניר	トーナメント	N;MASC;SG	N
סיכוי	チャンス	סיכוי	チャンス	N;MASC;SG	N
הפניות	参考	הפניה	参考	N;FEM;PL	N
התעלה	運河	התעלה	運河	N;FEM;SG	N
מתקן	デバイス	מתקן	デバイス	N;MASC;SG	N
מתקן	機器	מתקן	機器	N;MASC;SG	N
מתקן	施設	מתקן	施設	N;MASC;SG	N
הכנסה	収入	הכנסה	収入	N;FEM;SG	N
הכנסה	歳入	הכנסה	歳入	N;FEM;SG	N
הכנסה	収入	הכנסה	収入	N;FEM;SG	N
הכנסה	所得	הכנסה	所得	N;FEM;SG	N
אבידות	損失	אבדה	損失	N;FEM;PL	N
בירה	ビール	בירה	ビール	N;FEM;SG	N
תהליכים	プロセス	תהליך	プロセス	N;MASC;PL	N
מכתבים	手紙	מכתב	手紙	N;MASC;PL	N
מועמדים	候補	מועמד	候補	N;MASC;PL	N
מועמדים	志願	מועמד	志願	N;MASC;PL	N
התערוכה	展示	התערוכה	展示	V;FEM;SG;3;PST	V
עלות	費用	עלות	費用	N;FEM;SG	N
עלות	原価	עלות	原価	N;FEM;SG	N
עלות	コスト	עלות	コスト	N;FEM;SG	N
פעילויות	アクティビティ	פעילות	アクティビティ	N;FEM;PL	N
מכונית	自動車	מכונית	自動車	N;FEM;SG	N
מכונית	クルマ	מכונית	クルマ	N;FEM;SG	N
מכונית	自動車	מכונית	自動車	N;FEM;SG	N
לוחות	パネル	לוח	パネル	N;MASC;PL	N
לוחות	錠剤	לוח	錠剤	N;MASC;PL	N
לוחות	ボード	לוח	ボード	N;MASC;PL	N
חצר	中庭	חצר	中庭	N;FEM;SG	N
חצר	ヤード	חצר	ヤード	N;FEM;SG	N
גנים	遺伝子	גן	遺伝子	N;MASC;PL	N
גנים	庭園	גן	庭園	N;MASC;PL	N
הוצא	取り出し	הוצא	取り出す	V;MASC;SG;3;PST;PASS	V
אדריכלות	アーキテクチャ	אדריכלות	アーキテクチャ	N;FEM;SG	N
אדריכלות	建築	אדריכלות	建築	N;FEM;SG	N
קרובים	クローズ	קרוב	クローズ	N;MASC;PL	N
קרובים	親族	קרוב	親族	N;MASC;PL	N
קרובים	親戚	קרוב	親戚	N;MASC;PL	N
דיוק	公爵	דיוק	公爵	N;MASC;SG	N
דיוק	精度	דיוק	精度	N;MASC;SG	N
דיוק	正確	דיוק	正確	N;MASC;SG	N
דיוק	精度	דיוק	精度	N;MASC;SG	N
ביטוח	保険	ביטוח	保険	N;MASC;SG	N
פרצה	抜け	פרץ	抜ける	V;FEM;SG;3;PST;ACT	V
מגע	タッチ	מגע	タッチ	N;MASC;SG	N
מגע	コンタクト	מגע	コンタクト	N;MASC;SG	N
רגילה	普通	רגיל	普通	ADJ;FEM;SG	ADJ
הנחה	割引	הנחה	割引	N;FEM;SG	N
הנחה	ディスカウント	הנחה	ディスカウント	N;FEM;SG	N
הפעלה	セッション	הפעלה	セッション	N;FEM;SG	N
משרת	召使	משרה	召使	N;FEM;SG	N
משרת	サーブ	משרה	サーブ	N;FEM;SG	N
עובדת	作品	עובדה	作品	N;FEM;SG	N
עובדת	作業	עובדה	作業	N;FEM;SG	N
אסון	災害	אסון	災害	N;MASC;SG	N
העמק	谷間	העמק	谷間		
קשורה	関連	קשר	関連	V;FEM;SG;V.PTCP;ACT	V
אדומים	赤色	אדום	赤色	N;MASC;PL	N
אדומים	レッド	אדום	レッド	N;MASC;PL	N
לכלול	除外	כלל	除外	V;NFIN;ACT	V
תוספת	加法	תוספת	加法	N;FEM;SG	N
תוספת	補足	תוספת	補足	N;FEM;SG	N
מסמכים	ドキュメント	מסמך	ドキュメント	N;MASC;PL	N
מסמכים	書類	מסמך	書類	N;MASC;PL	N
מסמכים	文書	מסמך	文書	N;MASC;PL	N
מסמכים	書類	מסמך	書類	N;MASC;PL	N
אפקט	エフェクト	אפקט	エフェクト	N;MASC;SG	N
אפקט	効果	אפקט	効果	N;MASC;SG	N
ציד	ハンティング	ציד	ハンティング	N;MASC;SG	N
ציד	狩猟	ציד	狩猟	N;MASC;SG	N
תגובות	リアクション	תגובה	リアクション	N;FEM;PL	N
תגובות	コメント	תגובה	コメント	N;FEM;PL	N
תופים	ドラム	תוף	ドラム	N;MASC;PL	N
תופים	太鼓	תוף	太鼓	N;MASC;PL	N
תקליטים	レコード	תקליט	レコード	N;MASC;PL	N
לתפוס	キャッチ	תפס	キャッチ	V;NFIN;ACT	V
לתפוס	キャッチボール	תפס	キャッチボール	V;NFIN;ACT	V
רגשות	リアクション	רגש	リアクション	N;MASC;PL	N
רגשות	感情	רגש	感情	N;MASC;PL	N
רגשות	気持ち	רגש	気持ち	N;MASC;PL	N
רגשות	感情	רגש	感情	N;MASC;PL	N
נקבר	埋葬	נקבר	埋葬	V;MASC;SG;3;PST;MID	V
איום	脅威	איום	脅威	N;MASC;SG	N
איום	脅威	איום	脅威	N;MASC;SG	N
משטרה	警察官	משטרה	警察官	N;FEM;SG	N
משטרה	警察	משטרה	警察	N;FEM;SG	N
ידידות	友情	ידידות	友情	N;FEM;SG	N
השכלה	教育	השכלה	教育	N;FEM;SG	N
השכלה	学歴	השכלה	学歴	N;FEM;SG	N
שתיים	二	שתיים	二	NUM;FEM;SG	NUM
שתיים	二	שתיים	二	NUM;FEM;SG	NUM
נהרות	河川	נהרה	河川	N;MASC;PL	N
מעטים	少数	מעטה	少数	N;MASC;PL	N
קידום	プロモーション	קידום	プロモーション	N;MASC;SG	N
נציג	代理人	נציג	代理人	N;MASC;SG	N
צבאות	軍隊	צבא	軍隊	N;MASC;PL	N
כנסייה	教会堂	כנסייה	教会堂	N;FEM;SG	N
כנסייה	教会	כנסייה	教会	N;FEM;SG	N
תיירות	観光	תיירות	観光	N;FEM;SG	N
תיירות	ツーリスト	תיירות	ツーリスト	N;FEM;SG	N
תיירות	ツーリスト	תיירות	ツーリスト	N;FEM;SG	N
תיירות	観光	תיירות	観光	N;FEM;SG	N
טיס	ネクタイ	טיס	ネクタイ	N;MASC;SG	N
לוחם	戦士	לוחם	戦士	N;MASC;SG	N
לוחם	ファイター	לוחם	ファイター	N;MASC;SG	N
רכבות	鉄道	רכבה	鉄道	N;FEM;PL	N
רכבות	電車	רכבה	電車	N;FEM;PL	N
רכבות	列車	רכבה	列車	N;FEM;PL	N
הפסד	損失	הפסד	損失	N;MASC;SG	N
למכור	売る	מכר	売る	V;NFIN;ACT	V
אבנים	岩石	אבן	岩石	N;FEM;PL	N
מהגרים	移民	מהגר	移民	N;MASC;PL	N
רישום	登記	רישום	登記	N;MASC;SG	N
רישום	登記	רישום	登記	N;MASC;SG	N
רישום	出品	רישום	出品	N;MASC;SG	N
ניתנה	付与	ניתן	付与	V;FEM;SG;3;PST;MID	V
ניתנה	与え	ניתן	与える	V;FEM;SG;3;PST;MID	V
מחאה	抗議	מחאה	抗議	N;FEM;SG	N
קבצים	ファイル	קבץ	ファイル	N;MASC;PL	N
חקלאות	農業	חקלאות	農業	N;FEM;SG	N
חקלאות	農業	חקלאות	農業	N;FEM;SG	N
פוליטיקאי	政治家	פוליטיקאי	政治家	N;MASC;SG	N
סלעים	岩石	סלע	岩石	N;MASC;PL	N
יריה	銃声	יריה	銃声	N;FEM;SG	N
יריה	ショット	יריה	ショット	N;FEM;SG	N
ההפקה	プロダクション	ההפקה	プロダクション	N;FEM;SG	N
מבחר	セレクション	מבחר	セレクション	N;MASC;SG	N
נטייה	方向	נטייה	方向	N;FEM;SG	N
נטייה	向き	נטייה	向き	N;FEM;SG	N
נטייה	オリエンテーション	נטייה	オリエンテーション	N;FEM;SG	N
נטייה	傾向	נטייה	傾向	N;FEM;SG	N
פסלים	彫像	פסל	彫像	N;MASC;PL	N
פסלים	彫刻	פסל	彫刻	N;MASC;PL	N
רמה	階級	רמה	階級	N;FEM;SG	N
רמה	クラス	רמה	クラス	N;FEM;SG	N
רמה	レベル	רמה	レベル	N;FEM;SG	N
כאב	痛み	כאב	痛み	N;MASC;SG	N
צעירה	ヤング	צעיר	ヤング	N;FEM;SG	N
עונש	ペナルティ	עונש	ペナルティ	N;MASC;SG	N
שחמט	チェス	שחמט	チェス	N;MASC;SG	N
מרוץ	人種	מרוץ	人種	N;MASC;SG	N
מרוץ	競走	מרוץ	競走	N;MASC;SG	N
מרוץ	レース	מרוץ	レース	N;MASC;SG	N
מרוץ	競走	מרוץ	競走	N;MASC;SG	N
מרוץ	レース	מרוץ	レース	N;MASC;SG	N
מחליט	決める	מחליט	決める	V;MASC;SG;V.PTCP;ACT	V
סביבה	環境	סביבה	環境	N;FEM;SG	N
הפליטים	難民	הפליט	難民	N;MASC;PL	N
חלקיקים	粒子	חלקיק	粒子	N;MASC;PL	N
חלקיקים	パーティクル	חלקיק	パーティクル	N;MASC;PL	N
הקרנה	スクリーニング	הקרנה	スクリーニング	N;FEM;SG	N
נמנע	やむを得	נמנע	やむを得	V;MASC;SG;MID	V
פרויקטים	プロジェクト	פרויקט	プロジェクト	N;MASC;PL	N
נער	男	נער	男	N;MASC;SG	N
נער	少年	נער	少年	N;MASC;SG	N
נער	ボーイ	נער	ボーイ	N;MASC;SG	N
נער	ティーン	נער	ティーン	N;MASC;SG	N
פונקציות	関数	פונקציה	関数	N;FEM;PL	N
חלון	windows	חלון	windows	N;MASC;SG	N
חלון	ウィンドウ	חלון	ウィンドウ	N;MASC;SG	N
דולרים	ドル	דולר	ドル	N;MASC;PL	N
דולרים	ドル	דולר	ドル	N;MASC;PL	N
שדרות	大通り	שדרה	大通り	N;FEM;PL	N
שדרות	アベニュー	שדרה	アベニュー	N;FEM;PL	N
טבח	コック	טבח	コック	N;MASC;SG	N
תכונה	機能	תכונה	機能	N;FEM;SG	N
תכונה	特徴	תכונה	特徴	N;FEM;SG	N
מאמינים	信じる	האמין	信じる	V;MASC;PL;V.PTCP;ACT	V
מאמינים	信ずる	האמין	信ずる	V;MASC;PL;V.PTCP;ACT	V
אזרחות	国籍	אזרחה	国籍	N;FEM;SG	N
אזרחות	市民	אזרחה	市民	N;FEM;SG	N
סמים	薬物	סם	薬物	N;MASC;PL	N
סמים	薬物	סם	薬物	N;MASC;PL	N
השתנה	変更	השתנה	変更	V;MASC;SG;3;PST	V
קומדיה	喜劇	קומדיה	喜劇	N;FEM;SG	N
קומדיה	コメディ	קומדיה	コメディ	N;FEM;SG	N
קומדיה	コメディー	קומדיה	コメディー	N;FEM;SG	N
אשה	女性	איש	女性	N;FEM;SG	N
אצולה	尊い	אצולה	尊いる	N;FEM;SG	N
אצולה	貴族	אצולה	貴族	N;FEM;SG	N
סיווג	クリアランス	סיווג	クリアランス	N;MASC;SG	N
זכוכית	グラス	זכוכית	グラス	N;FEM;SG	N
זכוכית	ガラス	זכוכית	ガラス	N;FEM;SG	N
הנדסה	工学	הנדסה	工学	N;FEM;SG	N
הנדסה	エンジニアリング	הנדסה	エンジニアリング	N;FEM;SG	N
פסנתר	ピアノ	פסנתר	ピアノ	N;MASC;SG	N
הפקה	プロダクション	הפקה	プロダクション	N;FEM;SG	N
שופטים	裁判官	שופט	裁判官	N;MASC;PL	N
שחורה	黒い	שחורה	黒い	ADJ;FEM;SG	ADJ
שלילי	ネガティブ	שלילי	ネガティブ	ADJ;MASC;SG	ADJ
מיותר	冗長	מיותר	冗長		
יונקים	哺乳動物	יונק	哺乳動物	N;MASC;PL	N
הרשויות	当局	הרשות	当局	N;FEM;PL	N
רגליים	フィート	רגל	フィート	N;FEM;PL	N
רגליים	両足	רגל	両足	N;FEM;PL	N
מוצגים	展示	הוצג	展示	V;MASC;PL;V.PTCP;PASS	V
ראיות	証拠	ראייה	証拠	N;FEM;PL	N
תוכנות	演目	תוכנה	演目	N;FEM;PL	N
תוכנות	プログラム	תוכנה	プログラム	N;FEM;PL	N
חידוש	ノベルティ	חידוש	ノベルティ	N;MASC;SG	N
חידוש	リニューアル	חידוש	リニューアル	N;MASC;SG	N
זווית	角度	זווית	角度	N;FEM;SG	N
זווית	アングル	זווית	アングル	N;FEM;SG	N
טיפוס	登山	טיפוס	登山	N;MASC;SG	N
טיפוס	クライミング	טיפוס	クライミング	N;MASC;SG	N
טיפוס	チフス	טיפוס	チフス	N;MASC;SG	N
תסמונת	症候	תסמונת	症候	N;FEM;SG	N
הקלטות	レコーディング	הקלטה	レコーディング	N;FEM;PL	N
הקלטות	テープ	הקלטה	テープ	N;FEM;PL	N
רשתות	ネット	רשת	ネット	N;FEM;PL	N
רשתות	ネットワーク	רשת	ネットワーク	N;FEM;PL	N
סוחר	商人	סוחר	商人	N;MASC;SG	N
סוחר	ディーラー	סוחר	ディーラー	N;MASC;SG	N
שבר	分数	שבר	分数	N;MASC;SG	N
מכירות	売り上げ	מכירה	売り上げ	N;FEM;PL	N
מכירות	セールス	מכירה	セールス	N;FEM;PL	N
מכירות	売上	מכירה	売上	N;FEM;PL	N
טבעת	リング	טבעת	リング	N;FEM;SG	N
טבעת	指輪	טבעת	指輪	N;FEM;SG	N
קואורדינטות	座標	קואורדינטה	座標	N;FEM;SG	N
חנויות	店舗	חנות	店舗	N;FEM;PL	N
חנויות	ショップ	חנות	ショップ	N;FEM;PL	N
חנויות	店舗	חנות	店舗	N;FEM;PL	N
מפות	マップ	מפות	マップ	N;FEM;PL	N
מציאות	リアリティ	מציאות	リアリティ	N;FEM;SG	N
מציאות	現実	מציאות	現実	N;FEM;SG	N
יציבות	安定	יציבות	安定	N;FEM;SG	N
לשחזר	復元	שחזר	復元	V;NFIN;ACT	V
מצליחה	成功	הצליח	成功	V;FEM;SG;V.PTCP;ACT	V
רשויות	当局	רשות	当局	N;FEM;PL	N
למדו	学習	למד	学習	V;PL;3;PST	V
למדו	学ぶ	למד	学ぶ	V;PL;3;PST	V
טיסות	フライト	טיסה	フライト	N;FEM;PL	N
לפרוש	引退	פרש	引退	V;NFIN;ACT	V
פשע	犯罪	פשע	犯罪	N;MASC;SG	N
השיג	達成	השיג	達成	V;MASC;SG;3;PST;ACT	V
ראייה	ヴィジョン	ראייה	ヴィジョン	N;FEM;SG	N
ראייה	ビジョン	ראייה	ビジョン	N;FEM;SG	N
ראייה	証拠	ראייה	証拠	N;FEM;SG	N
סוכר	砂糖	סוכר	砂糖	N;MASC;SG	N
הטכנולוגיה	技術	הטכנולוגיה	技術	N	N
הטכנולוגיה	テクノロジー	הטכנולוגיה	テクノロジー	N	N
להחליט	決める	החליט	決める	V;NFIN;ACT	V
קרינה	放射線	קרינה	放射線	N;FEM;SG	N
קרינה	放射	קרינה	放射	N;FEM;SG	N
תופעת	現象	תופעה	現象	N;FEM;SG	N
תקופות	ピリオド	תקופה	ピリオド	N;FEM;PL	N
ניצל	搾取	None	搾取	V;MASC;SG;3;PST	V
סקירה	概要	סקירה	概要	N;FEM;SG	N
סקירה	レビュー	סקירה	レビュー	N;FEM;SG	N
סקירה	審査	סקירה	審査	N;FEM;SG	N
שלבים	舞台	שלב	舞台	N;MASC;PL	N
שלבים	ステージ	שלב	ステージ	N;MASC;PL	N
שלבים	歩数	שלב	歩数	N;MASC;PL	N
שלבים	手順	שלב	手順	N;MASC;PL	N
שלבים	ステップ	שלב	ステップ	N;MASC;PL	N
אימה	ホラー	אימה	ホラー	N;FEM;SG	N
נחשף	露出	נחשף	露出	V;MASC;SG;3;PST;MID	V
מודעות	広告	מודעה	広告	N;FEM;PL	N
מכונת	マシン	מכונה	マシン	N;FEM;SG	N
מכונת	マシーン	מכונה	マシーン	N;FEM;SG	N
מכונת	機械	מכונה	機械	N;FEM;SG	N
ניקוד	スコア	ניקוד	スコア	N;MASC;SG	N
ניקוד	得点	ניקוד	得点	N;MASC;SG	N
לקנות	買う	קנה	買う	V;NFIN;ACT	V
לקנות	購入	קנה	購入	V;NFIN;ACT	V
הורים	両親	הורה	両親	N;MASC;PL	N
הורים	保護者	הורה	保護者	N;MASC;PL	N
ערכה	キット	ערך	キット	N;FEM;SG	N
צליל	サウンド	צליל	サウンド	N;MASC;SG	N
סרטון	ビデオ	סרטון	ビデオ	N;MASC;SG	N
סרטון	動画	סרטון	動画	N;MASC;SG	N
