les	die	le	die	DET;DEF;PL	DET;DEF
réponse	antwoord	réponse	antwoord	N;FEM;SG	N;SG
réponse	antwoord	réponse	antwoord	N;FEM;SG	N;SG
chacun	elk	chacun	elk	PRO;MASC;SG	PRO
physique	fisiese	physique	fisies	ADJ;MASC;SG	ADJ;NOM
physique	fisieke	physique	fisiek	ADJ;MASC;SG	ADJ;NOM
auteurs	skrywers	auteur	skrywer	N;MASC;PL	N;PL
auteurs	skrywers	auteur	skrywer	N;MASC;PL	N;PL
auteurs	outeurs	auteur	outeur	N;MASC;PL	N;PL
chansons	liedere	chanson	lied	N;FEM;PL	N;PL
chansons	liedjies	chanson	liedjies	N;FEM;PL	N;PL
compris	ingesluit	comprendre	insluit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
représente	verteenwoordig	représenter	verteenwoordig	V;IND;SG;3;PRS;FIN	V;PRS
via	via	via	via	ADP	ADP
militaires	militêre	militaire	militêr	ADJ;MASC;PL	ADJ;NOM
quoi	wat	quoi	wat	PRO	PRO
questions	vrae	question	vraag	N;FEM;PL	N;PL
parle	praat	parler	praat	V;IND;SG;3;PRS;FIN	V;PRS
parle	praat	parler	praat	V;IND;SG;3;PRS;FIN	V;PRS
lire	lees	lire	lees	V;NFIN	V;PRS
lire	gelees	lire	gelees	V;NFIN	V;PST;V.PTCP
lire	lees	lire	lees	V;NFIN	V;PRS
ouvrages	boeke	ouvrage	boeke	N;MASC;PL	N;PL
lettre	brief	lettre	brief	N;FEM;SG	N;SG
lettre	letter	lettre	letter	N;FEM;SG	N;SG
terres	lands	terre	lands	N;FEM;PL	N;PL
man	man	man	man	N;MASC;SG	N;SG
opération	operasie	opération	operasie	N;FEM;SG	N;SG
opération	bewerking	opération	bewerking	N;FEM;SG	N;SG
opération	transaksie	opération	transaksie	N;FEM;SG	N;SG
piste	snit	piste	snit	N;FEM;SG	N;SG
piste	baan	piste	baan	N;FEM;SG	N;SG
paix	vrede	paix	vrede	N;FEM;SG	N;SG
propriétaire	eienaar	propriétaire	eienaar	N;MASC;SG	N;SG
pyrénées	pireneë	pyrénée	pirene	N;FEM;PL	N;PL
journée	dag	journée	dag	N;FEM;SG	N;SG
chargé	gelaai	charger	laai	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
chargé	gehef	charger	hef	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
chargé	volgelaai	charger	vollaai	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
cathédrale	katedraal	cathédrale	katedraal	N;FEM;SG	N;SG
participation	bywoning	participation	bywoning	N;FEM;SG	N;SG
participation	deelname	participation	deelname	N;FEM;SG	N;SG
puissance	krag	puissance	krag	N;FEM;SG	N;SG
puissance	elektrisiteit	puissance	elektrisiteit	N;FEM;SG	N;SG
zones	sones	zone	sones	N;FEM;PL	N;PL
zones	gebiede	zone	gebied	N;FEM;PL	N;PL
néanmoins	nogsteeds	néanmoins	nogsteeds	ADV	ADV
sœur	sis	sœur	sis	N;FEM;SG	N;SG
rendre	interpreteer	rendre	interpreteer	V;NFIN	V;PRS
opéra	opera	opéra	opera	N;MASC;SG	N;SG
opéra	sepie	opéra	sepie	N;MASC;SG	N;SG
joué	gespeel	jouer	speel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
locale	plaaslike	local	plaaslik	ADJ;FEM;SG	ADJ;NOM
piano	klavier	piano	klavier	N;MASC;SG	N;SG
montagne	berg	montagne	berg	N;FEM;SG	N;SG
diverses	diverse	divers	divers	ADJ;FEM;PL	ADJ;NOM
diverses	verskeie	divers	verskeie	ADJ;FEM;PL	ADJ;NOM
diverses	verskeie	divers	verskeie	ADJ;FEM;PL	ADJ;NOM
diverses	uiteenlopende	divers	uiteenloop	ADJ;FEM;PL	ADJ;NOM
diverses	diverse	divers	divers	ADJ;FEM;PL	ADJ;NOM
front	voorkant	front	voorkant	N;MASC;SG	N;SG
circonscription	deling	circonscription	deling	N;FEM;SG	N;SG
champ	terrein	champ	terrein	N;MASC;SG	N;SG
champ	veld	champ	veld	N;MASC;SG	N;SG
religieux	godsdienstige	religieux	godsdienstig	ADJ;MASC;SG	ADJ;NOM
religieux	religieuse	religieux	religieus	ADJ;MASC;SG	ADJ;NOM
religieux	gelowige	religieux	gelowig	ADJ;MASC;SG	ADJ;NOM
archives	argiewe	archive	argief	N;FEM;PL	N;PL
vote	stemme	vote	stemm	N;MASC;SG	N;SG
projets	projekte	projet	projek	N;MASC;PL	N;PL
formes	vorms	forme	vorm	N;FEM;PL	N;PL
formes	vorms	forme	vorm	N;FEM;PL	N;PL
appelée	geroep	appeler	roep	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
appelée	gebel	appeler	gebel	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
obtenir	kry	obtenir	kry	V;NFIN	V;PRS
motif	patroon	motif	patroon	N;MASC;SG	N;SG
continue	aaneenlopende	continu	aaneenloop	ADJ;FEM;SG	ADJ;NOM
chant	liedjie	chant	liedjie	N;MASC;SG	N;SG
chant	lied	chant	lied	N;MASC;SG	N;SG
chant	sang	chant	sang	N;MASC;SG	N;SG
mondial	globale	mondial	globaal	ADJ;MASC;SG	ADJ;NOM
colonel	kolonel	colonel	kolonel	N;MASC;SG	N;SG
longtemps	lank	longtemps	lank	ADV	ADV
utilisateur	gebruiker	utilisateur	gebruiker	N;MASC;SG	N;SG
amis	vriende	ami	vriend	N;MASC;PL	N;PL
peinture	skildery	peinture	skildery	N;FEM;SG	N;SG
figure	figuur	figure	figuur	N;FEM;SG	N;SG
limite	limiet	limite	limiet	N;FEM;SG	N;SG
gens	mense	gens	mens	N;MASC;PL	N;PL
guitare	kitaar	guitare	kitaar	N;FEM;SG	N;SG
liberté	vryheid	liberté	vryheid	N;FEM;SG	N;SG
liberté	vryheid	liberté	vryheid	N;FEM;SG	N;SG
star	ster	star	ster	N;FEM;SG	N;SG
rhône	rhône	rhône	rhône	N;MASC;SG	N;SG
photo	foto	photo	foto	N;FEM;SG	N;SG
photo	prent	photo	prent	N;FEM;SG	N;SG
canal	kanaal	canal	kanaal	N;MASC;SG	N;SG
canal	kanaal	canal	kanaal	N;MASC;SG	N;SG
jouer	speel	jouer	speel	V;NFIN	V;PRS
jouer	speel	jouer	speel	V;NFIN	V;PRS
analyse	analise	analyse	analise	N;FEM;SG	N;SG
recherches	soektogte	recherche	soektogte	N;FEM;PL	N;PL
côtés	kante	côté	kant	N;MASC;PL	N;PL
offre	aanbod	offre	aanbod	N;FEM;SG	N;SG
frontière	grens	frontière	grens	N;FEM;SG	N;SG
max	max	max	max	N;MASC;SG	N;SG
américains	amerikaanse	américain	amerikaans	ADJ;MASC;PL	ADJ;NOM
indépendance	onafhanklikheid	indépendance	onafhanklikheid	N;FEM;SG	N;SG
eaux	waters	eau	waters	N;FEM;PL	N;PL
bâtiments	geboue	bâtiment	bou	N;MASC;PL	N;PL
uniquement	slegs	uniquement	slegs	ADV	ADV
uniquement	net	uniquement	net	ADV	ADV
résistance	weerstand	résistance	weerstand	N;FEM;SG	N;SG
contient	bevat	contenir	bevat	V;IND;SG;3;PRS;FIN	V;PRS
classé	gegradeer	classer	gradeer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
classé	geklassifiseer	classer	klassifiseer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
classé	gerangskik	classer	rangskik	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
excentricité	eksentrisiteit	excentricité	eksentrisiteit	N;FEM;SG	N;SG
signifie	beteken	signifier	beteken	V;IND;SG;3;PRS;FIN	V;PRS
objets	voorwerpe	objet	voorwerpe	N;MASC;PL	N;PL
objets	objekte	objet	objekte	N;MASC;PL	N;PL
border	grens	border	grens	N;MASC;SG	N;SG
construite	opgerig	construire	opgerig	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
licence	lisensie	licence	lisensie	N;FEM;SG	N;SG
licence	lisensie	licence	lisensie	N;FEM;SG	N;SG
médecin	dokter	médecin	dokter	N;MASC;SG	N;SG
écrire	skryf	écrire	skryf	V;NFIN	V;PRS
fonds	fonds	fonds	fonds	N;MASC;SG	N;SG
fonds	vonds	fonds	vonds	N;MASC;SG	N;SG
règles	reëls	règle	reël	N;FEM;PL	N;PL
soldats	soldiers	soldat	soldier	N;MASC;PL	N;PL
publie	publiseer	publier	publiseer	V;SG;PRS;V.PTCP	V;PRS
religion	religie	religion	religie	N;FEM;SG	N;SG
religion	godsdiens	religion	godsdiens	N;FEM;SG	N;SG
cimetière	begraafplaas	cimetière	begraafplaas	N;MASC;SG	N;SG
somme	sum	somme	sum	N;FEM;SG	N;SG
éviter	vermy	éviter	vermy	V;NFIN	V;PRS
éviter	ontwyk	éviter	ontwyk	V;NFIN	V;PRS
réserve	bespreking	réserve	bespreking	N;FEM;SG	N;SG
réserve	webbediener	réserve	webbediener	N;FEM;SG	N;SG
sports	sportsoorte	sport	sportsoort	N;MASC;PL	N;PL
ceci	dit	ceci	dit	PRO;SG	PRO;NOM;SG;3
maritime	maritieme	maritime	maritiem	ADJ;MASC;SG	ADJ;NOM
exploitation	uitbuiting	exploitation	uitbuiting	N;FEM;SG	N;SG
sert	bedien	servir	bedien	V;IND;SG;3;PRS;FIN	V;PRS
encyclopédie	ensiklopedie	encyclopédie	ensiklopedie	N;FEM;SG	N;SG
lutte	stoei	lutte	stoei	N;FEM;SG	N;SG
lutte	stryd	lutte	stryd	N;FEM;SG	N;SG
parents	ouers	parent	ouer	N;MASC;PL	N;PL
recensement	sensus	recensement	sensus	N;MASC;SG	N;SG
philosophie	filosofie	philosophie	filosofie	N;FEM;SG	N;SG
hôpital	hospitaal	hôpital	hospitaal	N;MASC;SG	N;SG
propriété	eiendom	propriété	eiendom	N;FEM;SG	N;SG
propriété	eienaarskap	propriété	eienaarskap	N;FEM;SG	N;SG
collaboration	samewerking	collaboration	samewerking	N;FEM;SG	N;SG
ouvert	oopgemaak	ouvrir	oopmaak	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
ouvert	oopgesluit	ouvrir	oopsluit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
parler	praat	parler	praat	V;NFIN	V;PRS
parler	praat	parler	praat	V;NFIN	V;PRS
expression	uitdrukking	expression	uitdrukking	N;FEM;SG	N;SG
nécessaire	benodigde	nécessaire	benodig	ADJ;MASC;SG	ADJ;NOM
nécessaire	nodige	nécessaire	nodig	ADJ;MASC;SG	ADJ;NOM
difficile	harde	difficile	hard	ADJ;MASC;SG	ADJ;NOM
modèles	modelle	modèle	modelle	N;MASC;PL	N;PL
modèles	voorbeelde	modèle	voorbeeld	N;MASC;PL	N;PL
animaux	troeteldiere	animal	troeteldier	N;MASC;PL	N;PL
animaux	diere	animal	dier	N;MASC;PL	N;PL
soutien	ondersteuning	soutien	ondersteuning	N;MASC;SG	N;SG
soutien	bystand	soutien	bystand	N;MASC;SG	N;SG
navires	skepe	navire	skeep	N;MASC;PL	N;PL
navires	vaartuie	navire	vaartuig	N;MASC;PL	N;PL
débuts	beginnings	début	beginning	N;MASC;PL	N;PL
animation	animasie	animation	animasie	N;FEM;SG	N;SG
méthode	metode	méthode	metode	N;FEM;SG	N;SG
communication	kommunikasie	communication	kommunikasie	N;FEM;SG	N;SG
commun	gemeenskaplike	commun	gemeenskaplik	ADJ;MASC;SG	ADJ;NOM
jardin	tuin	jardin	tuin	N;MASC;SG	N;SG
avion	vliegtuig	avion	vliegtuig	N;MASC;SG	N;SG
avion	vliegtuig	avion	vliegtuig	N;MASC;SG	N;SG
avion	vliegtuig	avion	vliegtuig	N;MASC;SG	N;SG
mots	woorde	mot	woord	N;MASC;PL	N;PL
personnel	personeel	personnel	personeel	N;MASC;SG	N;SG
local	plaaslike	local	plaaslik	ADJ;MASC;SG	ADJ;NOM
relation	betrekking	relation	betrekking	N;FEM;SG	N;SG
relation	verhouding	relation	verhouding	N;FEM;SG	N;SG
crée	geskep	créer	skep	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
navire	vaartuig	navire	vaartuig	N;MASC;SG	N;SG
navire	skip	navire	skip	N;MASC;SG	N;SG
étudiants	studente	étudiant	student	N;MASC;PL	N;PL
maisons	huise	maison	huis	N;FEM;PL	N;PL
apparition	voorkoms	apparition	voorkoms	N;FEM;SG	N;SG
naturel	natuurlike	naturel	natuurlik	ADJ;MASC;SG	ADJ;NOM
opposition	opposisie	opposition	opposisie	N;FEM;SG	N;SG
simplement	eenvoudig	simplement	eenvoudig	ADV	ADV
simplement	slegs	simplement	slegs	ADV	ADV
simplement	net	simplement	net	ADV	ADV
adaptation	aanpassing	adaptation	aanpassing	N;FEM;SG	N;SG
semaines	weke	semaine	week	N;FEM;PL	N;PL
familles	families	famille	families	N;FEM;PL	N;PL
familles	gesinne	famille	gesin	N;FEM;PL	N;PL
expérience	eksperiment	expérience	eksperiment	N;FEM;SG	N;SG
expérience	ervaring	expérience	ervaring	N;FEM;SG	N;SG
expérience	ondervinding	expérience	ondervinding	N;FEM;SG	N;SG
appelle	oproep	appeler	oproep	V;IND;SG;3;PRS;FIN	V;PRS
appelle	bel	appeler	bel	V;IND;SG;3;PRS;FIN	V;PRS
appelle	roep	appeler	roep	V;IND;SG;3;PRS;FIN	V;PRS
appelle	skakel	appeler	skakel	V;IND;SG;3;PRS;FIN	V;PRS
dramatique	dramatiese	dramatique	dramaties	ADJ;MASC;SG	ADJ;NOM
extérieur	buitelug	extérieur	buitelug	N;MASC;SG	N;SG
restauration	spyseniering	restauration	spyseniering	N;FEM;SG	N;SG
restauration	restourasie	restauration	restourasie	N;FEM;SG	N;SG
établissement	vestiging	établissement	vestiging	N;MASC;SG	N;SG
thème	tema	thème	tema	N;MASC;SG	N;SG
prison	tronk	prison	tronk	N;FEM;SG	N;SG
prison	tronk	prison	tronk	N;FEM;SG	N;SG
prison	gevangenis	prison	gevangenis	N;FEM;SG	N;SG
distance	afstand	distance	afstand	N;FEM;SG	N;SG
capacité	kapasiteit	capacité	kapasiteit	N;FEM;SG	N;SG
capacité	vermoë	capacité	vermoë	N;FEM;SG	N;SG
littéraire	literêre	littéraire	literêre	ADJ;MASC;SG	ADJ;NOM
écoles	skole	école	skool	N;FEM;PL	N;PL
tradition	tradisie	tradition	tradisie	N;FEM;SG	N;SG
réalité	realiteit	réalité	realiteit	N;FEM;SG	N;SG
réalité	werklikheid	réalité	werklikheid	N;FEM;SG	N;SG
connaissance	kennis	connaissance	kennis	N;FEM;SG	N;SG
connaissance	kennis	connaissance	kennis	N;FEM;SG	N;SG
étoile	ster	étoile	ster	N;FEM;SG	N;SG
permettent	toelaat	permettre	toelaat	V;IND;PL;3;PRS;FIN	V;PRS
traitement	behandeling	traitement	behandeling	N;MASC;SG	N;SG
masse	massa	masse	massa	N;FEM;SG	N;SG
socialiste	sosialistiese	socialiste	sosialisties	ADJ;MASC;SG	ADJ;NOM
acte	wet	acte	wet	N;MASC;SG	N;SG
grèce	griekeland	grèce	griekeland	N;FEM;SG	N;SG
major	majoor	major	majoor	N;MASC;SG	N;SG
major	hoofvak	major	hoofvak	N;MASC;SG	N;SG
essai	verhoor	essai	verhoor	N;MASC;SG	N;SG
albums	albums	album	albums	N;MASC;PL	N;PL
héros	held	héros	held	N;MASC;SG	N;SG
termes	bepalings	terme	bepaling	N;MASC;PL	N;PL
termes	voorwaardes	terme	voorwaarde	N;MASC;PL	N;PL
filles	meisies	fille	meisie	N;FEM;PL	N;PL
filles	babes	fille	babe	N;FEM;PL	N;PL
filles	daughters	fille	daughter	N;FEM;PL	N;PL
midi	midi	midi	midi	N;MASC;SG	N;SG
ciel	hemel	ciel	hemel	N;MASC;SG	N;SG
rang	rang	rang	rang	N;MASC;SG	N;SG
occidentale	westelike	occidental	westelik	ADJ;FEM;SG	ADJ;NOM
rurale	landelike	rural	landelik	ADJ;FEM;SG	ADJ;NOM
maladie	siekte	maladie	siekte	N;FEM;SG	N;SG
maladie	siekte	maladie	siekte	N;FEM;SG	N;SG
dictionnaire	woordeboek	dictionnaire	woordeboek	N;MASC;SG	N;SG
autorité	gesag	autorité	gesag	N;FEM;SG	N;SG
préfecture	prefektuur	préfecture	prefektuur	N;FEM;SG	N;SG
officielle	amptelike	officiel	amptelik	ADJ;FEM;SG	ADJ;NOM
futur	toekomstige	futur	toekomstig	ADJ;MASC;SG	ADJ;NOM
objectif	oogmerk	objectif	oogmerk	N;MASC;SG	N;SG
objectif	doelwit	objectif	doelwit	N;MASC;SG	N;SG
objectif	lens	objectif	lens	N;MASC;SG	N;SG
objectif	doelwit	objectif	doelwit	N;MASC;SG	N;SG
cap	cap	cap	cap	N;MASC;SG	N;SG
ingénieur	ingenieur	ingénieur	ingenieur	N;MASC;SG	N;SG
actes	dade	acte	dade	N;MASC;PL	N;PL
peine	strafskop	peine	strafskop	N;FEM;SG	N;SG
peine	pyn	peine	pyn	N;FEM;SG	N;SG
importants	belangrike	important	belangrik	ADJ;MASC;PL	ADJ;NOM
guerres	oorloë	guerre	oorloë	N;FEM;PL	N;PL
sociétés	korporasies	société	korporasie	N;FEM;PL	N;PL
sociétés	maatskappye	société	maatskappy	N;FEM;PL	N;PL
chanteuse	sangeres	chanteur	sangere	N;FEM;SG	N;SG
crise	krisis	crise	krisis	N;FEM;SG	N;SG
brigade	brigade	brigade	brigade	N;FEM;SG	N;SG
chapitre	hoofstuk	chapitre	hoofstuk	N;MASC;SG	N;SG
drapeau	vlaggie	drapeau	vlaggie	N;MASC;SG	N;SG
drapeau	vlag	drapeau	vlag	N;MASC;SG	N;SG
application	aansoek	application	aansoek	N;FEM;SG	N;SG
application	toepassing	application	toepassing	N;FEM;SG	N;SG
application	toepassing	application	toepassing	N;FEM;SG	N;SG
japonaise	japannese	japonais	japannees	ADJ;FEM;SG	ADJ;NOM
banque	banking	banque	banking	N;FEM;SG	N;SG
banque	bank	banque	bank	N;FEM;SG	N;SG
décédé	gesterf	décéder	sterf	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
systèmes	sisteme	système	sisteme	N;MASC;PL	N;PL
systèmes	stelsels	système	stelsel	N;MASC;PL	N;PL
élèves	studente	élève	student	N;MASC;PL	N;PL
élèves	leerders	élève	leerder	N;MASC;PL	N;PL
fleuve	rivier	fleuve	rivier	N;MASC;SG	N;SG
univers	heelal	univers	heelal	N;MASC;SG	N;SG
critiques	resensies	critique	resensie	N;MASC;PL	N;PL
argentine	argentynse	argentin	argentyns	ADJ;FEM;SG	ADJ;NOM
libération	bevryding	libération	bevryding	N;FEM;SG	N;SG
libération	vrystelling	libération	vrystelling	N;FEM;SG	N;SG
réunion	ontmoeting	réunion	ontmoeting	N;FEM;SG	N;SG
réunion	besigheid	réunion	besigheid	N;FEM;SG	N;SG
réunion	vergadering	réunion	vergadering	N;FEM;SG	N;SG
processus	proses	processus	proses	N;MASC;SG	N;SG
gaz	gas	gaz	gas	N;MASC;SG	N;SG
catégories	kategorieë	catégorie	kategorie	N;FEM;PL	N;PL
propres	eie	propre	eie	ADJ;MASC;PL	ADJ;NOM
mixte	gemengde	mixte	gemeng	ADJ;MASC;SG	ADJ;NOM
rapide	vinnige	rapide	vinnig	ADJ;MASC;SG	ADJ;NOM
agriculture	landbou	agriculture	landbou	N;FEM;SG	N;SG
chœur	koor	chœur	koor	N;MASC;SG	N;SG
léon	leeu	léon	leeu	N;MASC;SG	N;SG
naturelle	natuurlike	naturel	natuurlik	ADJ;FEM;SG	ADJ;NOM
plantes	plante	plante	plant	N;FEM;PL	N;PL
permettre	toelaat	permettre	toelaat	V;NFIN	V;PRS
résidence	woonplek	résidence	woonplek	N;FEM;SG	N;SG
fusion	samesmelting	fusion	samesmelting	N;FEM;SG	N;SG
fusion	samevoeging	fusion	samevoeging	N;FEM;SG	N;SG
fusion	fusie	fusion	fusie	N;FEM;SG	N;SG
critères	kriteria	critère	kriterium	N;MASC;PL	N;PL
commandement	kommentaar	commandement	kommentaar	N;MASC;SG	N;SG
portrait	portret	portrait	portret	N;MASC;SG	N;SG
choses	dinge	chose	ding	N;FEM;PL	N;PL
yeux	oë	oeil	oog	N;MASC;PL	N;PL
types	soorte	type	soort	N;MASC;PL	N;PL
types	tipes	type	tipes	N;MASC;PL	N;PL
retraite	aftrede	retraite	aftrede	N;FEM;SG	N;SG
retraite	pensioen	retraite	pensioen	N;FEM;SG	N;SG
table	tabel	table	tabel	N;FEM;SG	N;SG
emploi	indiensneming	emploi	indiensneming	N;MASC;SG	N;SG
promotion	promosie	promotion	promosie	N;FEM;SG	N;SG
alliance	alliansie	alliance	alliansie	N;FEM;SG	N;SG
unités	eenhede	unité	eenhede	N;FEM;PL	N;PL
importantes	belangrike	important	belangrik	ADJ;FEM;PL	ADJ;NOM
faune	fauna	faune	fauna	N;FEM;SG	N;SG
faune	hiking	faune	hiking	N;FEM;SG	N;SG
faite	gemaak	faire	maak	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
faite	gedoen	faire	doen	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
participé	bygewoon	participer	bywoon	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
participé	deelgeneem	participer	deelneneem	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
actions	aksies	action	aksie	N;FEM;PL	N;PL
actions	handelinge	action	handeling	N;FEM;PL	N;PL
contributeurs	bydraers	contributeur	bydraer	N;MASC;PL	N;PL
biographie	bio	biographie	bio	N;FEM;SG	N;SG
biographie	biografie	biographie	biografie	N;FEM;SG	N;SG
biographie	biografie	biographie	biografie	N;FEM;SG	N;SG
effets	effekte	effet	effekte	N;MASC;PL	N;PL
explique	verduidelik	expliquer	verduidelik	V;IND;SG;3;PRS;FIN	V;PRS
blocage	sluiting	blocage	sluiting	N;MASC;SG	N;SG
blocage	blokkering	blocage	blokkering	N;MASC;SG	N;SG
nœud	node	nœud	node	N;MASC;SG	N;SG
événements	gebeure	événement	gebeure	N;MASC;PL	N;PL
événements	aktiwiteite	événement	aktiwiteit	N;MASC;PL	N;PL
événements	geleenthede	événement	geleentheid	N;MASC;PL	N;PL
atelier	werkswinkel	atelier	werkswinkel	N;MASC;SG	N;SG
raisons	redes	raison	rede	N;FEM;PL	N;PL
voiture	motor	voiture	motor	N;FEM;SG	N;SG
voiture	motorvoertuig	voiture	motorvoertuig	N;FEM;SG	N;SG
agent	agent	agent	agent	N;MASC;SG	N;SG
écrite	geskryf	écrire	skryf	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
chute	waterval	chute	waterval	N;FEM;SG	N;SG
chute	falling	chute	falling	N;FEM;SG	N;SG
communiste	kommunistiese	communiste	kommunisties	ADJ;MASC;SG	ADJ;NOM
présentation	voorlegging	présentation	voorlegging	N;FEM;SG	N;SG
étranger	buitelander	étranger	buitelander	N;MASC;SG	N;SG
étranger	vreemdeling	étranger	vreemdeling	N;MASC;SG	N;SG
sièges	sitplekke	siège	sitplek	N;MASC;PL	N;PL
publics	openbare	public	openbaar	ADJ;MASC;PL	ADJ;NOM
mines	myne	mine	myne	N;FEM;PL	N;PL
conférence	lesing	conférence	lesing	N;FEM;SG	N;SG
palmarès	wêreldranglys	palmarès	wêreldranglys	N;MASC;SG	N;SG
mains	hande	main	hand	N;FEM;PL	N;PL
locaux	plaaslike	local	plaaslik	ADJ;MASC;PL	ADJ;NOM
publiée	geplaas	publier	plaas	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
publiée	gepubliseer	publier	publiseer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
soir	aand	soir	aand	N;MASC;SG	N;SG
soir	aand	soir	aand	N;MASC;SG	N;SG
coureur	naaswenner	coureur	naaswenner	N;MASC;SG	N;SG
basé	gebaseer	baser	baseer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
basé	gebasseer	baser	basseer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
bateau	boot	bateau	boot	N;MASC;SG	N;SG
enregistré	opgeneem	enregistrer	opneem	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
enregistré	geregistreer	enregistrer	registreer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
enregistré	gestoor	enregistrer	stoor	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
enregistré	geberg	enregistrer	geberg	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
connexe	verwante	connexe	verwant	ADJ;MASC;SG	ADJ;NOM
électrique	elektriese	électrique	elektries	ADJ;MASC;SG	ADJ;NOM
électrique	elektriese	électrique	elektries	ADJ;MASC;SG	ADJ;NOM
opérations	bewerkings	opération	bewerking	N;FEM;PL	N;PL
opérations	transaksies	opération	transaksie	N;FEM;PL	N;PL
identité	identiteit	identité	identiteit	N;FEM;SG	N;SG
culturel	kulturele	culturel	kultureel	ADJ;MASC;SG	ADJ;NOM
variation	variasie	variation	variasie	N;FEM;SG	N;SG
romans	romeine	roman	romeine	N;MASC;PL	N;PL
romans	romans	roman	romans	N;MASC;PL	N;PL
sportive	sportiewe	sportif	sportief	ADJ;FEM;SG	ADJ;NOM
collecte	fondsinsameling	collecte	fondsinsameling	N;FEM;SG	N;SG
collecte	versameling	collecte	versameling	N;FEM;SG	N;SG
universitaire	akademiese	universitaire	akademies	ADJ;MASC;SG	ADJ;NOM
contexte	agtergrond	contexte	agtergrond	N;MASC;SG	N;SG
contexte	konteks	contexte	konteks	N;MASC;SG	N;SG
concert	konsert	concert	konsert	N;MASC;SG	N;SG
lois	wette	loi	wet	N;FEM;PL	N;PL
douze	twaalf	douze	twaalf	NUM	NUM
massif	massiewe	massif	massief	N;MASC;SG	N;SG
culte	aanbidding	culte	aanbidding	N;MASC;SG	N;SG
répartition	ontleding	répartition	ontleding	N;FEM;SG	N;SG
répartition	uiteensetting	répartition	uiteensetting	N;FEM;SG	N;SG
répartition	verspreiding	répartition	verspreiding	N;FEM;SG	N;SG
matériel	rots	matériel	rots	N;MASC;SG	N;SG
matériel	materiaal	matériel	materiaal	N;MASC;SG	N;SG
matériel	toerusting	matériel	toerusting	N;MASC;SG	N;SG
avocat	avokado	avocat	avokado	N;MASC;SG	N;SG
avocat	prokureur	avocat	prokureur	N;MASC;SG	N;SG
avocat	dronkbestuur	avocat	dronkbestuur	N;MASC;SG	N;SG
bras	bras	bras	bras	N;MASC;SG	N;SG
épreuves	toetse	épreuve	toets	N;FEM;PL	N;PL
conduit	gedryf	conduire	dryf	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
solution	oplossing	solution	oplossing	N;FEM;SG	N;SG
atteindre	bereik	atteindre	bereik	V;NFIN	V;PRS
portes	gates	porte	gaat	N;FEM;PL	N;PL
portes	hekke	porte	hek	N;FEM;PL	N;PL
portes	deure	porte	deur	N;FEM;PL	N;PL
scientifiques	wetenskaplike	scientifique	wetenskaplik	ADJ;MASC;PL	ADJ;NOM
tourisme	toerisme	tourisme	toerisme	N;MASC;SG	N;SG
passant	deurkom	passer	deurkom	V;PRS;V.PTCP	V;PRS
façade	fasade	façade	fasade	N;FEM;SG	N;SG
statue	standbeeld	statue	standbeeld	N;FEM;SG	N;SG
photos	prente	photo	prent	N;FEM;PL	N;PL
photos	prentjies	photo	prentjies	N;FEM;PL	N;PL
construire	bou	construire	bou	V;NFIN	V;PRS
construire	konstrueer	construire	konstrueer	V;NFIN	V;PRS
huile	olie	huile	olie	N;FEM;SG	N;SG
tourné	geskakel	tourner	skakel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dessin	tekening	dessin	tekening	N;MASC;SG	N;SG
barcelone	barcelona	barcelone	barcelona	N;MASC;SG	N;SG
manuel	handleiding	manuel	handleiding	N;MASC;SG	N;SG
manuel	hand	manuel	hand	N;MASC;SG	N;SG
