βοηθώντας	helpen	βοηθώ	helpen	V;IPFV;V.CVB;ACT	V;NFIN
δουλεία	bondage	δουλείο	bondage	N;NOM;FEM;SG	N;MASC+FEM;SG
αναλύσεις	analyses	ανάλυση	analyse	N;NOM;FEM;PL	N;PL
νηπιαγωγείο	kleuterschool	νηπιαγωγείο	kleuterschool	N;NOM;NEUT;SG	N;MASC+FEM;SG
νηπιαγωγείο	kleuterschool	νηπιαγωγείο	kleuterschool	N;NOM;NEUT;SG	N;MASC+FEM;SG
χρέος	schuld	χρέος	schuld	N;NOM;NEUT;SG	N;MASC+FEM;SG
χρέος	schuldenlast	χρέος	schuldenlast	N;NOM;NEUT;SG	N;MASC+FEM;SG
μειωμένη	verminderde	μειώνω	verminderen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;SG;PST;FIN
μειωμένη	verminderd	μειώνω	verminderen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
μειωμένη	verlaagd	μειώνω	verlagen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
μειωμένη	gedaald	μειώνω	dalen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
μειωμένη	verminderd	μειώνω	verminderen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
μειωμένη	verlaagde	μειώνω	verlagen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;SG;PST;FIN
μειωμένη	afgenomen	μειώνω	afnemen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
μειωμένη	verminderde	μειώνω	verminderen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;SG;PST;FIN
μειωμένη	verminderde	μειώνω	verminderen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;SG;PST;FIN
μειωμένη	verlaagd	μειώνω	verlagen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
μειωμένη	verminderd	μειώνω	verminderen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
μειωμένη	gereduceerd	μειώνω	reduceren	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
υπεύθυνοι	verantwoordelijke	υπεύθυνος	verantwoordelijk	ADJ;NOM;MASC;PL	ADJ
υπεύθυνοι	verantwoordelijk	υπεύθυνος	verantwoordelijk	ADJ;NOM;MASC;PL	ADJ
νεκρή	dead	νεκρός	dead	N;NOM;FEM;SG	N;MASC+FEM;SG
άσυλο	asiel	άσυλο	asiel	N;NOM;NEUT;SG	N;NEUT;SG
κέρδος	winst	κέρδος	winst	N;NOM;NEUT;SG	N;MASC+FEM;SG
πολωνός	pools	πολωνός	pools	ADJ;NOM;MASC;SG	ADJ
πολωνός	poolse	πολωνός	pools	ADJ;NOM;MASC;SG	ADJ
θησαυρός	schat	θησαυρός	schat	N;NOM;MASC;SG	N;MASC+FEM;SG
θησαυρός	treasure	θησαυρός	treasure	N;NOM;MASC;SG	N;MASC+FEM;SG
θησαυρός	thesaurus	θησαυρός	thesaurus	N;NOM;MASC;SG	N;MASC+FEM;SG
χάος	chaos	χάος	chaos	N;NOM;NEUT;SG	N;MASC+FEM;SG
κλαδιά	twijgen	κλαδιό	twijgen	N;NOM;NEUT;PL	N;PL
κλαδιά	bijkantoren	κλαδιό	bijkantoor	N;NOM;NEUT;PL	N;PL
κλαδιά	takken	κλαδιό	tak	N;NOM;NEUT;PL	N;PL
κλαδιά	branches	κλαδιό	branche	N;NOM;NEUT;PL	N;PL
κλαδιά	filialen	κλαδιό	filiaal	N;NOM;NEUT;PL	N;PL
λεπτή	slank	λεπτό	slank	ADJ;NOM;FEM;SG	ADJ
λεπτή	slanke	λεπτό	slank	ADJ;NOM;FEM;SG	ADJ
λεπτή	mager	λεπτό	maag	ADJ;NOM;FEM;SG	ADJ
λεπτή	dun	λεπτό	dun	ADJ;NOM;FEM;SG	ADJ
λεπτή	delicaat	λεπτό	delicaat	ADJ;NOM;FEM;SG	ADJ
λεπτή	delicate	λεπτό	delicate	ADJ;NOM;FEM;SG	ADJ
σουηδός	zweedse	σουηδός	zweeds	ADJ;NOM;MASC;SG	ADJ
σουηδός	zweeds	σουηδός	zweeds	ADJ;NOM;MASC;SG	ADJ
υιοθέτηση	adoptie	υιοθέτηση	adoptie	N;ACC;FEM;SG	N;MASC+FEM;SG
αυτιά	oren	αυτιό	oor	N;NOM;NEUT;PL	N;PL
αυτιά	oortjes	αυτιό	oor	N;NOM;NEUT;PL	N;PL
ηγεμονία	hegemonie	ηγεμονία	hegemonie	N;ACC;FEM;SG	N;MASC+FEM;SG
ηγεμονία	dominion	ηγεμονία	dominion	N;ACC;FEM;SG	N;MASC+FEM;SG
ευρεσιτεχνίας	octrooi	ευρεσιτεχνία	octrooi	N;GEN;FEM;SG	N;NEUT;SG
ευρεσιτεχνίας	patent	ευρεσιτεχνία	patent	N;GEN;FEM;SG	N;NEUT;SG
απόσπαση	detachering	απόσπαση	detachering	N;ACC;FEM;SG	N;MASC+FEM;SG
απόσπαση	detachering	απόσπαση	detachering	N;ACC;FEM;SG	N;MASC+FEM;SG
μηχανήματα	machines	μηχάνημα	machine	N;NOM;NEUT;PL	N;PL
μηχανήματα	machines	μηχάνημα	machine	N;NOM;NEUT;PL	N;PL
ερμηνεύει	interpreteert	ερμηνεύω	interpreteren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
ποντίκι	muis	ποντίκι	muis	N;NOM;NEUT;SG	N;MASC+FEM;SG
πυκνό	concentraat	πυκνός	concentraat	N;NOM;NEUT;SG	N;NEUT;SG
ύφασμα	doek	ύφασμα	doek	N;NOM;NEUT;SG	N;NEUT;SG
ύφασμα	stof	ύφασμα	stof	N;NOM;NEUT;SG	N;MASC+FEM;SG
ύφασμα	weefsel	ύφασμα	weefsel	N;NOM;NEUT;SG	N;NEUT;SG
συμβουλή	advies	συμβουλής	advies	N;NOM;FEM;SG	N;NEUT;SG
συμβουλή	tip	συμβουλής	tip	N;NOM;FEM;SG	N;MASC+FEM;SG
συμβουλή	fooi	συμβουλής	fooi	N;NOM;FEM;SG	N;MASC+FEM;SG
σφάλματα	fouten	σφάλμα	fout	N;NOM;NEUT;PL	N;PL
σφάλματα	vergissingen	σφάλμα	vergissing	N;NOM;NEUT;PL	N;PL
σφάλματα	fouten	σφάλμα	fout	N;NOM;NEUT;PL	N;PL
σφάλματα	vergissingen	σφάλμα	vergissing	N;NOM;NEUT;PL	N;PL
σφάλματα	beestjes	σφάλμα	beestje	N;NOM;NEUT;PL	N;PL
σφάλματα	insecten	σφάλμα	insecten	N;NOM;NEUT;PL	N;PL
σφάλματα	bugs	σφάλμα	bugs	N;NOM;NEUT;PL	N;PL
καραμανλής	karamanlis	καραμανλής	karamanlis	N;NOM;MASC;SG	N;MASC+FEM;SG
συντελεστή	coëfficiënt	συντελεστής	coëfficiënt	N;ACC;NEUT;SG	N;MASC+FEM;SG
προσευχή	gebed	προσευχής	gebed	N;NOM;FEM;SG	N;NEUT;SG
ήξερε	wist	θέρω	weten	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
διαφυγής	ontsnapping	διαφυγή	ontsnapping	N;GEN;FEM;SG	N;MASC+FEM;SG
διαφυγής	escape	διαφυγή	escape	N;GEN;FEM;SG	N;MASC+FEM;SG
νευρικό	zenuwachtig	νευρικός	zenuwachtig	ADJ;NOM;NEUT;SG	ADJ
νευρικό	nerveus	νευρικός	nerveus	ADJ;NOM;NEUT;SG	ADJ
σουηδική	zweedse	σουηδικός	zweeds	ADJ;NOM;FEM;SG	ADJ
σουηδική	zweeds	σουηδικός	zweeds	ADJ;NOM;FEM;SG	ADJ
τρένο	trein	τρένο	trein	N;NOM;NEUT;SG	N;MASC+FEM;SG
κύκλοι	rondjes	κύκλος	rond	N;NOM;MASC;PL	N;PL
κύκλοι	cirkels	κύκλος	cirkel	N;NOM;MASC;PL	N;PL
κύκλοι	kringen	κύκλος	kring	N;NOM;MASC;PL	N;PL
κύκλοι	cycli	κύκλος	cycli	N;NOM;MASC;PL	N;PL
μεσαίο	medium	μεσαίος	medium	N;NOM;NEUT;SG	N;NEUT;SG
θεώρηση	visum	θεώρηση	visum	N;ACC;FEM;SG	N;NEUT;SG
θεώρηση	visa	θεώρηση	visa	N;ACC;FEM;SG	N;MASC+FEM;SG
θεώρηση	visum	θεώρηση	visum	N;ACC;FEM;SG	N;NEUT;SG
θεώρηση	visa	θεώρηση	visa	N;ACC;FEM;SG	N;MASC+FEM;SG
φόβος	angst	φόβος	angst	N;NOM;MASC;SG	N;MASC+FEM;SG
βαθμίδα	tier	βαθμίδα	tier	N;NOM;FEM;SG	N;MASC+FEM;SG
κατασκευαστές	makers	κατασκευαστής	maker	N;NOM;MASC;PL	N;PL
κατασκευαστές	fabrikanten	κατασκευαστής	fabrikant	N;NOM;MASC;PL	N;PL
προωθεί	bevordert	προωθώ	bevorderen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
προωθεί	promoot	προωθώ	promoot	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
τροχιές	trajecten	τροχιά	traject	N;NOM;FEM;PL	N;PL
κατάθλιψη	depressie	κατάθλιψη	depressie	N;ACC;FEM;SG	N;MASC+FEM;SG
φανερό	evident	φανερός	evident	ADJ;NOM;NEUT;SG	ADJ
ουδετερότητα	neutraliteit	ουδετερότητα	neutraliteit	N;ACC;FEM;SG	N;MASC+FEM;SG
επιβάλει	opleggen	επιβάζω	opleggen	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
επιβάλει	afdwingen	επιβάζω	afdwingen	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
βλαχίας	walachije	βλαχία	walachije	N;GEN;FEM;SG	N;NEUT;SG
όραση	gezichtsvermogen	όραση	gezichtsvermogen	N;ACC;FEM;SG	N;NEUT;SG
όραση	visioen	όραση	visioen	N;ACC;FEM;SG	N;NEUT;SG
όραση	visie	όραση	visie	N;ACC;FEM;SG	N;MASC+FEM;SG
όραση	vision	όραση	vision	N;ACC;FEM;SG	N;MASC+FEM;SG
όραση	zicht	όραση	zicht	N;ACC;FEM;SG	N;NEUT;SG
παρατηρητή	waarnemer	παρατηρητής	waarnemer	N;ACC;MASC;SG	N;MASC+FEM;SG
σκληρός	wrede	σκληρός	wreed	ADJ;NOM;MASC;SG	ADJ
σκληρός	wreed	σκληρός	wreed	ADJ;NOM;MASC;SG	ADJ
σκληρός	moeilijk	σκληρός	moeilijk	ADJ;NOM;MASC;SG	ADJ
σκληρός	hard	σκληρός	hard	ADJ;NOM;MASC;SG	ADJ
σκληρός	harde	σκληρός	hard	ADJ;NOM;MASC;SG	ADJ
σκληρός	stoer	σκληρός	stoer	ADJ;NOM;MASC;SG	ADJ
σκληρός	taai	σκληρός	taai	ADJ;NOM;MASC;SG	ADJ
διπλωμάτες	diplomaten	διπλωμα	diplomaat	N;NOM;MASC;PL	N;PL
νάνος	dwerg	νάνος	dwerg	N;NOM;MASC;SG	N;MASC+FEM;SG
νάνος	dwerg	νάνος	dwerg	N;NOM;MASC;SG	N;MASC+FEM;SG
κατανοητό	begrijpelijke	κατανοητός	begrijpelijk	ADJ;NOM;NEUT;SG	ADJ
κατανοητό	begrijpelijk	κατανοητός	begrijpelijk	ADJ;NOM;NEUT;SG	ADJ
κλάδοι	bijkantoren	κλάδος	bijkantoor	N;NOM;MASC;PL	N;PL
κλάδοι	takken	κλάδος	tak	N;NOM;MASC;PL	N;PL
κλάδοι	branches	κλάδος	branche	N;NOM;MASC;PL	N;PL
κλάδοι	filialen	κλάδος	filiaal	N;NOM;MASC;PL	N;PL
κλάδοι	sectoren	κλάδος	sector	N;NOM;MASC;PL	N;PL
αλβανική	albanese	αλβανικός	albanees	ADJ;NOM;FEM;SG	ADJ
αλβανική	albanees	αλβανικός	albanees	ADJ;NOM;FEM;SG	ADJ
αναγκαίο	noodzakelijke	αναγκαίος	noodzakelijk	ADJ;NOM;NEUT;SG	ADJ
αναγκαίο	nodig	αναγκαίος	nodig	ADJ;NOM;NEUT;SG	ADJ
αναγκαίο	noodzakelijk	αναγκαίος	noodzakelijk	ADJ;NOM;NEUT;SG	ADJ
προαγωγή	bevordering	προαγωγή	bevordering	N;ACC;FEM;SG	N;MASC+FEM;SG
προαγωγή	promotie	προαγωγή	promotie	N;ACC;FEM;SG	N;MASC+FEM;SG
επιβίωση	survival	επιβίωση	survival	N;ACC;FEM;SG	N;MASC+FEM;SG
επιβίωση	overleving	επιβίωση	overleving	N;ACC;FEM;SG	N;MASC+FEM;SG
εξαιρετικό	uitstekend	εξαιρετικός	uitstekend	ADJ;NOM;NEUT;SG	ADJ
εξαιρετικό	excellent	εξαιρετικός	excellent	ADJ;NOM;NEUT;SG	ADJ
εξαιρετικό	voortreffelijk	εξαιρετικός	voortreffelijk	ADJ;NOM;NEUT;SG	ADJ
εξαιρετικό	voortreffelijk	εξαιρετικός	voortreffelijk	ADJ;NOM;NEUT;SG	ADJ
αισθήματα	emoties	αίσθημα	emotie	N;NOM;NEUT;PL	N;PL
αισθήματα	gevoelens	αίσθημα	gevoel	N;NOM;NEUT;PL	N;PL
εκδότες	uitgeverijen	εκδότης	uitgeverij	N;NOM;MASC;PL	N;PL
εκδότες	uitgevers	εκδότης	uitgever	N;NOM;MASC;PL	N;PL
εκδότες	redacteuren	εκδότης	redacteur	N;NOM;MASC;PL	N;PL
πρόσθεση	toevoeging	πρόσθεση	toevoeging	N;NOM;FEM;SG	N;MASC+FEM;SG
φίλτρο	filter	φίλτρο	filter	N;NOM;NEUT;SG	N;NEUT;SG
φίλτρο	toverdrank	φίλτρο	toverdrank	N;NOM;NEUT;SG	N;MASC+FEM;SG
καγκελάριος	bondskanselier	καγκελάριος	bondskanselier	N;NOM;MASC;SG	N;MASC+FEM;SG
καγκελάριος	kanselier	καγκελάριος	kanselier	N;NOM;MASC;SG	N;MASC+FEM;SG
προσέλαβε	ingehuurd	προσελαμβάνω	inhuren	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
προσέλαβε	aangenomen	προσελαμβάνω	aannemen	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
προσέλαβε	gehuurd	προσελαμβάνω	huren	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
καραϊβική	caribische	καραϊβικός	caribisch	ADJ;NOM;FEM;SG	ADJ
μεταμόρφωση	metamorfose	μεταμόρφωση	metamorfose	N;NOM;FEM;SG	N;MASC+FEM;SG
μεταμόρφωση	transformatie	μεταμόρφωση	transformatie	N;NOM;FEM;SG	N;MASC+FEM;SG
μεταμόρφωση	transformatie	μεταμόρφωση	transformatie	N;NOM;FEM;SG	N;MASC+FEM;SG
πραγματοποίηση	realisatie	πραγματοποίηση	realisatie	N;ACC;FEM;SG	N;MASC+FEM;SG
συμβάν	voorval	συμβάν	voorval	N;NOM;NEUT;SG	N;NEUT;SG
συμβάν	incident	συμβάν	incident	N;NOM;NEUT;SG	N;NEUT;SG
συμβάν	gebeurtenis	συμβάν	gebeurtenis	N;NOM;NEUT;SG	N;MASC+FEM;SG
συμβάν	evenement	συμβάν	evenement	N;NOM;NEUT;SG	N;NEUT;SG
συμβάν	event	συμβάν	event	N;NOM;NEUT;SG	N;NEUT;SG
βρείτε	vinden	βρίσκω	vinden	V;PFV;IMP;PL;2;FIN;ACT	V;NFIN
διαμαρτυρίες	protesten	διαμαρτυρία	protest	N;NOM;FEM;PL	N;PL
δίωξη	vervolging	δίωξη	vervolging	N;ACC;FEM;SG	N;MASC+FEM;SG
δίωξη	dea	δίωξη	dea	N;ACC;FEM;SG	N;MASC+FEM;SG
δίωξη	vervolging	δίωξη	vervolging	N;ACC;FEM;SG	N;MASC+FEM;SG
δίωξη	aanklager	δίωξη	aanklager	N;ACC;FEM;SG	N;MASC+FEM;SG
χτύπησε	geraakt	χτυπώ	raken	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
τέρας	beast	τέρας	beast	N;NOM;NEUT;SG	N;MASC+FEM;SG
τέρας	beest	τέρας	beest	N;NOM;NEUT;SG	N;NEUT;SG
τέρας	monster	τέρας	monster	N;NOM;NEUT;SG	N;NEUT;SG
κατακτητές	veroveraars	κατακτητής	veroveraar	N;NOM;MASC;PL	N;PL
οπαδός	volger	οπαδός	volger	N;NOM;MASC;SG	N;MASC+FEM;SG
οπαδός	volgeling	οπαδός	volgeling	N;NOM;MASC;SG	N;MASC+FEM;SG
μεμβράνη	film	μεμβράνη	film	N;NOM;FEM;SG	N;MASC+FEM;SG
μεμβράνη	membraan	μεμβράνη	membraan	N;NOM;FEM;SG	N;NEUT;SG
εισιτήριο	ticket	εισιτήριο	ticket	N;NOM;NEUT;SG	N;NEUT;SG
εισιτήριο	kaartje	εισιτήριο	kaart	N;NOM;NEUT;SG	N;NEUT;SG
βεβαιότητα	zekerheid	βεβαιότητα	zekerheid	N;ACC;FEM;SG	N;MASC+FEM;SG
παράλληλες	parallel	παράλληλος	parallel	ADJ;NOM;FEM;PL	ADJ
παράλληλες	parallelle	παράλληλος	parallel	ADJ;NOM;FEM;PL	ADJ
αλφαβητική	alfabetische	αλφαβητικός	alfabetisch	ADJ;NOM;FEM;SG	ADJ
αλφαβητική	alfabetisch	αλφαβητικός	alfabetisch	ADJ;NOM;FEM;SG	ADJ
αποκαλύπτεται	onthult	αποκαλύπτω	onthullen	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;PRS;FIN
αποκαλύπτεται	onthuld	αποκαλύπτω	onthullen	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
πέταξε	vliegen	πετώ	vliegen	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
πέταξε	gevlogen	πετώ	vliegen	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
πέταξε	vloog	πετώ	vliegen	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
αύριο	morgen	αύριο	morgen	ADV	ADV
λίνκολν	lincoln	λίνκολν	lincoln	N;NOM;NEUT;SG	N;NEUT;SG
σίνα	sheena	σίνα	sheena	N;MASC;SG	N;MASC+FEM;SG
μεταφέρονται	vervoerd	μεταφέρω	vervoeren	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;V.PTCP
μεταφέρονται	getransporteerd	μεταφέρω	transporteren	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;V.PTCP
συντελεστής	coëfficiënt	συντελεστής	coëfficiënt	N;NOM;MASC;SG	N;MASC+FEM;SG
συντελεστής	tarief	συντελεστής	tarief	N;NOM;MASC;SG	N;NEUT;SG
συντελεστής	factor	συντελεστής	factor	N;NOM;MASC;SG	N;MASC+FEM;SG
διευθύνσεις	adressen	διεύθυνση	adres	N;NOM;FEM;PL	N;PL
διευθύνσεις	directoraten	διεύθυνση	directoraat	N;NOM;FEM;PL	N;PL
επιβεβαιώθηκε	bevestigd	επιβεβαιώνω	bevestigen	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
επιβεβαιώθηκε	bevestigde	επιβεβαιώνω	bevestigen	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;PST;FIN
ρητορική	retorische	ρητορικός	retorisch	ADJ;NOM;FEM;SG	ADJ
ποταμούς	rivieren	ποταμός	rivier	N;ACC;MASC;PL	N;PL
διαφορική	differentiële	διαφορικός	differentiel	ADJ;NOM;FEM;SG	ADJ
πρύτανης	rector	πρύτανος	rector	N;NOM;MASC;SG	N;MASC+FEM;SG
εβραϊκό	joodse	εβραϊκός	joods	ADJ;NOM;NEUT;SG	ADJ
εβραϊκό	joods	εβραϊκός	joods	ADJ;NOM;NEUT;SG	ADJ
εβραϊκό	hebreeuws	εβραϊκός	hebreeuws	ADJ;NOM;NEUT;SG	ADJ
δημιουργό	schepper	δημιουργός	schepper	N;ACC;MASC;SG	N;MASC+FEM;SG
δημιουργό	maker	δημιουργός	maker	N;ACC;MASC;SG	N;MASC+FEM;SG
δημιουργό	bedenker	δημιουργός	bedenker	N;ACC;MASC;SG	N;MASC+FEM;SG
θάνος	thanos	θάνος	thanos	N;NOM;MASC;SG	N;MASC+FEM;SG
φόρους	belastingen	φόρος	belastingen	N;ACC;MASC;PL	N;PL
δίδυμο	duo	δίδυμο	duo	N;NOM;MASC;SG	N;NEUT;SG
δίδυμο	tweeling	δίδυμο	tweeling	N;NOM;MASC;SG	N;MASC+FEM;SG
δίδυμο	twin	δίδυμο	twin	N;NOM;MASC;SG	N;MASC+FEM;SG
πατέρες	vaders	πατέρα	vader	N;NOM;MASC;PL	N;PL
γαλάζιο	blue	γαλάζιος	blue	N;NOM;NEUT;SG	N;MASC+FEM;SG
οικολογία	ecologie	οικολογία	ecologie	N;NOM;FEM;SG	N;MASC+FEM;SG
πτώμα	lichaam	πτώμα	lichaam	N;NOM;NEUT;SG	N;NEUT;SG
πτώμα	body	πτώμα	body	N;NOM;NEUT;SG	N;MASC+FEM;SG
πτώμα	lijk	πτώμα	lijk	N;NOM;NEUT;SG	N;NEUT;SG
διασπορά	spreiding	διασπορά	spreiding	N;NOM;FEM;SG	N;MASC+FEM;SG
διασπορά	dispersie	διασπορά	dispersie	N;NOM;FEM;SG	N;MASC+FEM;SG
διασπορά	variantie	διασπορά	variantie	N;NOM;FEM;SG	N;MASC+FEM;SG
διασπορά	verspreiding	διασπορά	verspreiding	N;NOM;FEM;SG	N;MASC+FEM;SG
καύση	brand	καύση	brand	N;NOM;FEM;SG	N;MASC+FEM;SG
καύση	burn	καύση	burn	N;NOM;FEM;SG	N;MASC+FEM;SG
καύση	ontbranding	καύση	ontbranding	N;NOM;FEM;SG	N;MASC+FEM;SG
καύση	verbranding	καύση	verbranding	N;NOM;FEM;SG	N;MASC+FEM;SG
καύση	verbranding	καύση	verbranding	N;NOM;FEM;SG	N;MASC+FEM;SG
καύση	burning	καύση	burning	N;NOM;FEM;SG	N;MASC+FEM;SG
καύση	verbranding	καύση	verbranding	N;NOM;FEM;SG	N;MASC+FEM;SG
υπόγειο	ondergrondse	υπόγειο	ondergrondse	N;NOM;NEUT;SG	N;MASC+FEM;SG
υπόγειο	underground	υπόγειο	undergrounen	N;NOM;NEUT;SG	N;MASC+FEM;SG
υπόγειο	souterrain	υπόγειο	souterrain	N;NOM;NEUT;SG	N;NEUT;SG
υπόγειο	kelder	υπόγειο	kelder	N;NOM;NEUT;SG	N;MASC+FEM;SG
ποινές	sancties	ποινή	sanctie	N;NOM;FEM;PL	N;PL
ποινές	boetes	ποινή	boete	N;NOM;FEM;PL	N;PL
ποινές	straffen	ποινή	straf	N;NOM;FEM;PL	N;PL
ποινές	zinnen	ποινή	zin	N;NOM;FEM;PL	N;PL
ποινές	vonnissen	ποινή	vonnis	N;NOM;FEM;PL	N;PL
αντίστροφο	inverse	αντίστροφος	invers	N;NOM;NEUT;SG	N;MASC+FEM;SG
ανοίγματα	openingen	ανόιγμα	opening	N;NOM;NEUT;PL	N;PL
κρύο	kou	κρύο	kou	N;NOM;NEUT;SG	N;MASC+FEM;SG
διάλογος	dialoog	διάλογος	dialoog	N;NOM;MASC;SG	N;MASC+FEM;SG
διάλογος	dialoog	διάλογος	dialoog	N;NOM;MASC;SG	N;MASC+FEM;SG
φορώντας	dragend	φορώ	dragen	V;IPFV;V.CVB;ACT	V;V.PTCP
φορώντας	dragen	φορώ	dragen	V;IPFV;V.CVB;ACT	V;NFIN
ύπαιθρο	platteland	ύπαιθρο	platteland	N;ACC;FEM;SG	N;NEUT;SG
χαλκό	koper	χαλκός	koper	N;NOM;NEUT;SG	N;MASC+FEM;SG
χαρακτηρισμός	aanwijzing	χαρακτηρισμός	aanwijzing	N;NOM;MASC;SG	N;MASC+FEM;SG
χαρακτηρισμός	aanduiding	χαρακτηρισμός	aanduiding	N;NOM;MASC;SG	N;MASC+FEM;SG
χαρακτηρισμός	benaming	χαρακτηρισμός	benaming	N;NOM;MASC;SG	N;MASC+FEM;SG
χαρακτηρισμός	karakterisering	χαρακτηρισμός	karakterisering	N;NOM;MASC;SG	N;MASC+FEM;SG
χαρακτηρισμός	karakterisering	χαρακτηρισμός	karakterisering	N;NOM;MASC;SG	N;MASC+FEM;SG
τρύπες	holes	τρύπος	holes	N;NOM;FEM;PL	N;PL
τρύπες	gaten	τρύπος	gat	N;NOM;FEM;PL	N;PL
άμμο	zand	άμμος	zand	N;NOM;FEM;SG	N;NEUT;SG
αποθήκες	pakhuizen	απόθηκα	pakhuis	N;NOM;FEM;PL	N;PL
αποθήκες	magazijnen	απόθηκα	magazijn	N;NOM;FEM;PL	N;PL
πλάσμα	plasma	πλάσμα	plasma	N;NOM;NEUT;SG	N;MASC+FEM;SG
πλάσμα	schepsel	πλάσμα	schepsel	N;NOM;NEUT;SG	N;NEUT;SG
κλειδιά	sleutels	κλειδιά	sleutel	N;NOM;NEUT;PL	N;PL
κλειδιά	toetsen	κλειδιά	toetsen	N;NOM;NEUT;PL	N;PL
ισλαμικό	islamitische	ισλαμικός	islamitisch	ADJ;NOM;NEUT;SG	ADJ
ισλαμικό	islamitisch	ισλαμικός	islamitisch	ADJ;NOM;NEUT;SG	ADJ
δικαστής	rechter	δικαστής	rechter	N;NOM;MASC;SG	N;MASC+FEM;SG
δικαστής	judge	δικαστής	judg	N;NOM;MASC;SG	N;MASC+FEM;SG
δικαστής	magistraat	δικαστής	magistraat	N;NOM;MASC;SG	N;MASC+FEM;SG
φρούρια	forten	φρούριο	forten	N;NOM;NEUT;PL	N;PL
φρούρια	forten	φρούριο	forten	N;NOM;NEUT;PL	N;PL
μήκη	lengtes	μήκη	lengte	N;NOM;NEUT;PL	N;PL
τοπολογία	topologie	τοπολογία	topologie	N;NOM;FEM;SG	N;MASC+FEM;SG
πολωνοί	pools	πολωνός	pools	ADJ;NOM;MASC;PL	ADJ
πολωνοί	poolse	πολωνός	pools	ADJ;NOM;MASC;PL	ADJ
πράσινοι	groenen	πράσινος	groen	N;NOM;MASC;PL	N;PL
τερματίζει	beëindigt	τερματίζω	beëindigen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
άξονες	bijlen	άξονας	bijlen	N;NOM;MASC;PL	N;PL
αυτοκινητόδρομος	autosnelweg	αυτοκινητόδρομος	autosnelweg	N;NOM;MASC;SG	N;MASC+FEM;SG
αυτοκινητόδρομος	snelweg	αυτοκινητόδρομος	snelweg	N;NOM;MASC;SG	N;MASC+FEM;SG
αυτοκινητόδρομος	autoweg	αυτοκινητόδρομος	autoweg	N;NOM;MASC;SG	N;MASC+FEM;SG
αυτοκινητόδρομος	snelweg	αυτοκινητόδρομος	snelweg	N;NOM;MASC;SG	N;MASC+FEM;SG
βίβλο	bijbel	βίβλος	bijbel	N;NOM;FEM;SG	N;MASC+FEM;SG
κάθετη	verticaal	κάθετος	verticaal	ADJ;NOM;FEM;SG	ADJ
κάθετη	verticale	κάθετος	verticaal	ADJ;NOM;FEM;SG	ADJ
υποδιαιρέσεις	onderverdelingen	υποδιαίρεση	onderverdeling	N;NOM;FEM;PL	N;PL
υποσχέθηκε	beloofd	υπόσχομαι	beloven	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
υποσχέθηκε	beloofde	υπόσχομαι	beloven	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;PST;FIN
σχεδιαστές	ontwerpers	σχεδιαστής	ontwerper	N;NOM;MASC;PL	N;PL
σχεδιαστές	planners	σχεδιαστής	planner	N;NOM;MASC;PL	N;PL
καλλιτεχνικές	artistieke	καλλιτεχνικός	artistiek	ADJ;NOM;FEM;PL	ADJ
καλλιτεχνικές	artistiek	καλλιτεχνικός	artistiek	ADJ;NOM;FEM;PL	ADJ
