ralf	ralf	ralf	ralf	PROPN;NOM;SG	PROPN;NOM;MASC;SG
talojen	hiške	talo	hiška	N;GEN;PL	N;NOM;FEM;PL
talojen	hiše	talo	hiša	N;GEN;PL	N;NOM;FEM;PL
virginian	virginija	virginia	virginija	N;GEN;SG	N;NOM;FEM;SG
virginian	virginia	virginia	virginia	N;GEN;SG	N;NOM;FEM;SG
morsian	nevesto	morsia	nevesto	N;PRT;PL	N;ACC;FEM;SG
morsian	nevesta	morsia	nevest	N;PRT;PL	N;NOM;FEM;SG
morsian	nevesti	morsia	nevest	N;PRT;PL	N;NOM;FEM;SG
jumalatar	boginjo	jumalatar	boginja	N;NOM;SG	N;ACC;FEM;SG
syyttää	krivda	syyttää	krivda	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
kuula	žogo	kuula	žoga	N;NOM;SG	N;ACC;FEM;SG
kampanjan	kampanje	kampanja	kampanja	N;GEN;SG	N;NOM;FEM;PL
kampanjan	kampanjo	kampanja	kampanja	N;GEN;SG	N;ACC;FEM;SG
kampanjan	kampanja	kampanja	kampanja	N;GEN;SG	N;NOM;FEM;SG
terveydenhuollon	zdravstvo	terveyden#huolto	zdravstvo	N;GEN;SG	N;NOM;NEUT;SG
puhdasta	cist	puhdas	cist	ADJ;PRT;SG	
puhdasta	čist	puhdas	čist	ADJ;PRT;SG	
puhdasta	čisti	puhdas	čist	ADJ;PRT;SG	ADJ;NOM;DEF;MASC;SG
puhdasta	čist	puhdas	čist	ADJ;PRT;SG	
puhdasta	čista	puhdas	čist	ADJ;PRT;SG	ADJ;NOM;FEM;SG
vahvistettu	potrjen	vahvistaa	potrjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
vahvistettu	potrjeno	vahvistaa	potrjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
vahvistettu	potrjeni	vahvistaa	potrjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
vahvistettu	potrjena	vahvistaa	potrjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
vahvistettu	preverjene	vahvistaa	preverjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
vahvistettu	preverjena	vahvistaa	preverjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
vahvistettu	preverjeno	vahvistaa	preverjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
vahvistettu	preverjen	vahvistaa	preverjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
vahvistettu	okrepljene	vahvistaa	okrepljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
vahvistettu	okrepljena	vahvistaa	okrepljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
vahvistettu	okrepljeno	vahvistaa	okrepljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
vahvistettu	okrepljen	vahvistaa	okrepljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
suvi	summer	suvi	summer	PROPN;NOM;SG	N;NOM;MASC;SG
suvi	poletna	suvi	poleten	PROPN;NOM;SG	ADJ;NOM;FEM;SG
suvi	poletni	suvi	poleten	PROPN;NOM;SG	ADJ;NOM;DEF;MASC;SG
suvi	poletno	suvi	poleten	PROPN;NOM;SG	ADJ;NOM;NEUT;SG
suvi	poleti	suvi	poleti	PROPN;NOM;SG	ADV
suvi	poletje	suvi	poletje	PROPN;NOM;SG	N;NOM;NEUT;SG
täytä	zapolni	täyttää	zapolniti	V;IMP;SG;2;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
täytä	napolni	täyttää	napolen	V;IMP;SG;2;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
kaliforniaan	california	kalifornia	california	N;IN+ALL;SG	ADJ;NOM;MASC;SG
kaliforniaan	kalifornija	kalifornia	kalifornija	N;IN+ALL;SG	N;NOM;FEM;SG
prahassa	praga	praha	praga	N;IN+ESS;SG	N;NOM;MASC;SG
prahassa	pragi	praha	praga	N;IN+ESS;SG	PROPN;NOM;MASC;SG
prahassa	prage	praha	praga	N;IN+ESS;SG	N;GEN;FEM;SG
muslimien	muslimani	muslimi	musliman	N;GEN;PL	N;NOM;MASC;PL
muslimien	musliman	muslimi	musliman	N;GEN;PL	N;NOM;MASC;SG
muslimien	muslimani	muslimi	musliman	N;GEN;PL	N;NOM;MASC;PL
benny	benny	benny	benny	PROPN;NOM;SG	N;NOM;MASC;SG
joulukuu	decembra	joulukuu	december	N;NOM;SG	N;GEN;MASC;SG
joulukuu	dec	joulukuu	dec	N;NOM;SG	
fyysinen	fizično	fyysinen	fizično	ADJ;NOM;SG	ADV
hullu	noro	hullu	nora	ADJ;NOM;SG	ADV
hullu	nora	hullu	nor	ADJ;NOM;SG	N;NOM;FEM;SG
hullu	noro	hullu	nora	ADJ;NOM;SG	ADV
hullu	nori	hullu	nor	ADJ;NOM;SG	ADJ;NOM;MASC;PL
hullu	mad	hullu	mada	ADJ;NOM;SG	
vaihteli	raznolike	vaihdella	raznolik	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
lyon	lyon	lyoda	lyon		PROPN;NOM;MASC;SG
neuvoa	svetovalni	neuvo	svetovalen	N;PRT;SG	ADJ;NOM;MASC;PL
neuvoa	svetovanje	neuvo	svetovanje	N;PRT;SG	N;NOM;NEUT;SG
neuvoa	svetoval	neuvo	svetovati	N;PRT;SG	V;MASC;SG;V.PTCP
neuvoa	svetuje	neuvo	svetovati	N;PRT;SG	V;IND;SG;3;PRS;FIN
yhdistyvät	združuje	yhdistyä	združevati	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
helge	helge	helge	helga	PROPN;NOM;SG	
foster	foster	foster	foster	PROPN;NOM;SG	N;NOM;MASC;SG
sotilaallinen	vojska	sotilaallinen	vojska	ADJ;NOM;SG	N;NOM;FEM;SG
kokonainen	cele	kokonainen	cel	ADJ;NOM;SG	ADJ;NOM;FEM;PL
kuninkaat	kralje	kuningas	kralj	N;NOM;PL	N;ACC;MASC;PL
kuori	lupino	kuori	lupina	N;NOM;SG	N;ACC;FEM;SG
kuori	lupine	kuori	lupina	N;NOM;SG	N;NOM;FEM;PL
kuori	lupino	kuori	lupina	N;NOM;SG	N;ACC;FEM;SG
muokattu	urejena	muokata	urejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
muokattu	urejeni	muokata	urejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
muokattu	izpuščeni	muokata	izpuščen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
muokattu	spremenjena	muokata	spremenjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
muokattu	spremenjen	muokata	spremenjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
muokattu	spremenjene	muokata	spremenjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
muokattu	spremenjeno	muokata	spremenjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
tammikuu	januarja	tammikuu	januar	N;NOM;SG	N;GEN;MASC;SG
eronnut	ločena	erota	ločen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
eronnut	ločen	erota	ločen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
eronnut	ločeni	erota	ločen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;MASC;PL;V.PTCP
suoja	zaščito	suoja	zaščita	N;NOM;SG	N;ACC;FEM;SG
irina	irina	irina	irin	PROPN;NOM;SG	N;NOM;FEM;SG
sovittu	dogovorjena	sopia	dogovorjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
sovittu	dogovorjeni	sopia	dogovorjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
sovittu	dogovorjeno	sopia	dogovorjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
jälkiä	skladbe	jälki	skladba	N;PRT;PL	N;NOM;FEM;PL
jälkiä	sledi	jälki	slediti	N;PRT;PL	V;IPFV;IND;SG;3;PRS;FIN
jälkiä	tiri	jälki	tirje	N;PRT;PL	N;NOM;MASC;PL
azerbaidžanin	azerbajdžan	azerbaidžan	azerbajdžan	N;GEN;SG	N;NOM;MASC;SG
edustajien	predstavniki	edustaja	predstavnik	N;GEN;PL	N;NOM;MASC;PL
edustajien	zastopniki	edustaja	zastopnik	N;GEN;PL	N;NOM;MASC;PL
kuvioita	vzorci	kuvio	vzorec	N;PRT;PL	N;NOM;MASC;PL
kiova	kijevu	kiova	kijeva	PROPN;NOM;SG	PROPN;DAT;MASC;SG
osallisena	vpletena	osallinen	vpleten	ADJ;FRML;SG	ADJ;NOM;FEM;SG;V.PTCP
osallisena	vpleten	osallinen	vpleten	ADJ;FRML;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
osallisena	vključen	osallinen	vključen	ADJ;FRML;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
osallisena	vpletena	osallinen	vpleten	ADJ;FRML;SG	ADJ;NOM;FEM;SG;V.PTCP
osallisena	vpleten	osallinen	vpleten	ADJ;FRML;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
osapuoli	zabavo	osa#puoli	zabava	N;NOM;SG	N;ACC;FEM;SG
vertaa	primerjava	vertaa	primerjati	V;IMP;SG;2;FIN;ACT	N;NOM;FEM;SG
une	une	uni	una		
gregory	gregor	gregory	gregor	PROPN;NOM;SG	N;NOM;MASC;SG
gregory	gregory	gregory	gregory	PROPN;NOM;SG	N;NOM;MASC;SG
lil	lil	lil	liti	PROPN;NOM;SG	N;NOM;MASC;SG
kehittyivät	razvil	kehittyä	razviti	V;IND;PL;3;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
kehittyivät	razvila	kehittyä	razviti	V;IND;PL;3;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
martínez	martínez	martínez	martínez	PROPN;NOM;SG	N;NOM;MASC;SG
kaivos	moj	kaivos	moj	N;NOM;SG	DET;NOM;MASC;SG;1
kaivos	moja	kaivos	moj	N;NOM;SG	DET;NOM;FEM;SG;1
kaivos	moje	kaivos	moj	N;NOM;SG	DET;NOM;NEUT;SG;1
italialaiset	italijanske	italia#lainen	italijanski	N;NOM;PL	ADJ;NOM;FEM;PL
italialaiset	italijanski	italia#lainen	italijanski	N;NOM;PL	ADJ;NOM;MASC;SG
italialaiset	italijansko	italia#lainen	italijanski	N;NOM;PL	ADJ;NOM;NEUT;SG
italialaiset	italijanska	italia#lainen	italijanski	N;NOM;PL	ADJ;NOM;FEM;SG
italialaiset	italijan	italia#lainen	italijan	N;NOM;PL	N;NOM;MASC;SG
virheellinen	nepravilno	virheellinen	nepravilen	ADJ;NOM;SG	ADV
kokemuksia	pričevanja	kokemus	pričevanje	N;PRT;PL	N;NOM;NEUT;PL
kokemuksia	doživetja	kokemus	doživetje	N;PRT;PL	N;NOM;NEUT;PL
kokemuksia	izkušnje	kokemus	izkušnja	N;PRT;PL	N;NOM;FEM;PL
kokemuksia	doživetje	kokemus	doživetje	N;PRT;PL	N;NOM;NEUT;SG
kokemuksia	izkušnja	kokemus	izkušnja	N;PRT;PL	N;NOM;FEM;SG
kokemuksia	izkušenj	kokemus	izkušnja	N;PRT;PL	N;GEN;FEM;PL
kokemuksia	izkušnje	kokemus	izkušnja	N;PRT;PL	N;NOM;FEM;PL
hiiri	miške	hiiri	miški	N;NOM;SG	ADJ;NOM;FEM;PL
hiiri	miška	hiiri	miški	N;NOM;SG	ADJ;NOM;FEM;SG
hiiri	miško	hiiri	miški	N;NOM;SG	ADV
hiiri	miške	hiiri	miški	N;NOM;SG	ADJ;NOM;FEM;PL
työntekijä	zaposleni	työ#tekijä	zaposlen	N;NOM;SG	ADJ;NOM;MASC;PL;V.PTCP
työntekijä	delavca	työ#tekijä	delavec	N;NOM;SG	N;ANIM;ACC;MASC;SG
julkiset	javnosti	julkinen	javnost	ADJ;NOM;PL	N;GEN;FEM;SG
julkiset	javna	julkinen	javen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
julkiset	javnost	julkinen	javnost	ADJ;NOM;PL	N;NOM;FEM;SG
julkiset	javno	julkinen	javno	ADJ;NOM;PL	ADV
henkilökohtaista	osebno	henkilö#kohtainen	oseben	ADJ;PRT;SG	ADJ;NOM;NEUT;SG
henkilökohtaista	osebne	henkilö#kohtainen	oseben	ADJ;PRT;SG	ADJ;NOM;FEM;PL
henkilökohtaista	osebni	henkilö#kohtainen	oseben	ADJ;PRT;SG	ADJ;NOM;MASC;SG
henkilökohtaista	osebna	henkilö#kohtainen	oseben	ADJ;PRT;SG	ADJ;NOM;FEM;SG
hal	hala	hal	hala	PROPN;NOM;SG	N;NOM;FEM;SG
hal	hal	hal	hala	PROPN;NOM;SG	PROPN;NOM;MASC;SG
romaaneja	romane	romaani	roman	N;PRT;PL	N;ACC;MASC;PL
romaaneja	romanov	romaani	roman	N;PRT;PL	N;GEN;MASC;PL
perintö	dediščino	perintö	dediščina	N;NOM;SG	N;ACC;FEM;SG
perintö	dediščine	perintö	dediščina	N;NOM;SG	N;NOM;FEM;PL
perintö	zapuščine	perintö	zapuščina	N;NOM;SG	N;NOM;FEM;PL
perintö	zapuščino	perintö	zapuščina	N;NOM;SG	N;ACC;FEM;SG
perintö	dediščino	perintö	dediščina	N;NOM;SG	N;ACC;FEM;SG
häät	porok	häät	porok	N;NOM;PL	N;NOM;MASC;SG
häät	poroka	häät	poroka	N;NOM;PL	N;NOM;FEM;SG
häät	poroko	häät	poroka	N;NOM;PL	N;ACC;FEM;SG
virus	virusno	virus	virusen	N;NOM;SG	ADJ;NOM;NEUT;SG
virus	virusne	virus	virusen	N;NOM;SG	ADJ;NOM;FEM;PL
virus	virusna	virus	virusen	N;NOM;SG	ADJ;NOM;FEM;SG
virus	virusa	virus	virus	N;NOM;SG	N;ACC;MASC;SG
virus	virusi	virus	virus	N;NOM;SG	N;NOM;MASC;PL
hienoa	super	hieno	super	ADJ;PRT;SG	
hienoa	odlično	hieno	odlično	ADJ;PRT;SG	ADV
hyväksytään	sprejemanje	hyväksyä	sprejemanje	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG
hyväksytään	sprejeta	hyväksyä	sprejet	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
hyväksytään	sprejete	hyväksyä	sprejet	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
hyväksytään	sprejet	hyväksyä	sprejet	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
hyväksytään	sprejeto	hyväksyä	sprejet	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
legendan	legend	legenda	legenda	N;GEN;SG	N;NOM;FEM;SG
legendan	legenda	legenda	legenda	N;GEN;SG	N;NOM;FEM;SG
ehdokkaat	kandidatov	ehdokas	kandidat	N;NOM;PL	N;GEN;MASC;PL
ehdokkaat	kandidata	ehdokas	kandidat	N;NOM;PL	N;NOM;MASC;SG
ehdokkaat	kandidate	ehdokas	kandidat	N;NOM;PL	N;ACC;MASC;PL
paineen	pritisk	paine	pritisk	N;GEN;SG	N;NOM;MASC;SG
paineen	tlak	paine	tlak	N;GEN;SG	N;NOM;MASC;SG
saatavissa	razpoložljivi	saada	razpoložljiv	V;IN+ESS;PL;V.PTCP;PASS	ADJ;NOM;MASC;SG
saatavissa	razpoložljiva	saada	razpoložljiv	V;IN+ESS;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG
esitelty	predstavljeni	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
esitelty	predstavljeno	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
esitelty	predstavljene	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
esitelty	predstavljena	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
esitelty	predstavljenih	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
esitelty	predstavljen	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
esitelty	predstavljena	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
esitelty	predstavljeni	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
esitelty	predstavljeno	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
esitelty	predstavljene	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
esitelty	predstavljen	esitellä	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
iskut	napade	isku	napad	N;NOM;PL	N;ACC;MASC;SG
iskut	udarcev	isku	udarec	N;NOM;PL	N;GEN;MASC;PL
valmentaa	treniranje	valmentaa	treniranje	V;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG
sisäistä	notranja	sisäinen	notranji	ADJ;PRT;SG	ADJ;NOM;FEM;SG
sisäistä	interno	sisäinen	interno	ADJ;PRT;SG	ADV
sisäistä	notranje	sisäinen	notranji	ADJ;PRT;SG	ADJ;NOM;FEM;PL
sisäistä	notranji	sisäinen	notranji	ADJ;PRT;SG	ADJ;NOM;DEF;MASC;SG
matias	mattis	matias	mattis	N;NOM;SG	
pelkää	strah	pelätä	strah	V;IMP;SG;2;FIN;ACT	N;NOM;MASC;SG
pelkää	prestrašen	pelätä	prestrašen	V;IMP;SG;2;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
pelkää	prestrašeno	pelätä	prestrašeno	V;IMP;SG;2;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
valokuvan	fotografijo	valo#kuva	fotografija	N;GEN;SG	N;ACC;FEM;SG
valokuvan	fotografija	valo#kuva	fotografija	N;GEN;SG	N;NOM;FEM;SG
kruunu	krono	kruunu	krona	N;NOM;SG	N;ACC;FEM;SG
schmidt	schmidt	schmidt	schmidt	PROPN;NOM;SG	N;NOM;MASC;SG
esityksiä	nastope	esitys	nastop	N;PRT;PL	N;ACC;MASC;PL
esityksiä	predstavitve	esitys	predstavitev	N;PRT;PL	N;NOM;FEM;PL
pahin	najslabše	paha	slabo	ADJ;NOM;RL;SG	ADV;RL
puhkesi	poči	puhketa	počati	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
ultra	ultra	ultra	ulter	N;NOM;SG	
arne	arne	arne	arn	PROPN;NOM;SG	N;NOM;MASC;SG
montenegron	črnogorski	montenegto	črnogorski	N;GEN;SG	ADJ;NOM;MASC;SG
suhteellinen	sorodnik	suhteellinen	sorodnik	ADJ;NOM;SG	N;NOM;MASC;SG
suhteellinen	relativno	suhteellinen	relativno	ADJ;NOM;SG	ADV
suhteellinen	sorazmerno	suhteellinen	sorazmerno	ADJ;NOM;SG	ADV
suhteellinen	sorazmerni	suhteellinen	sorazmeren	ADJ;NOM;SG	ADJ;NOM;MASC;PL
uros	samci	uros	samec	N;NOM;SG	N;NOM;MASC;PL
uros	moško	uros	moški	N;NOM;SG	ADJ;NOM;NEUT;SG
uros	moški	uros	moški	N;NOM;SG	N;NOM;MASC;PL
uros	moška	uros	moški	N;NOM;SG	ADJ;NOM;FEM;SG
beck	beck	beck	beck	PROPN;NOM;SG	
täydet	poln	täysi	poln	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
täydet	full	täysi	full	ADJ;NOM;PL	N;NOM;MASC;SG
täydet	polno	täysi	polno	ADJ;NOM;PL	ADV
täydet	polna	täysi	poln	ADJ;NOM;PL	ADJ;NOM;FEM;SG
olosuhteet	okoliščin	olo#suhteet	okoliščina	N;NOM;PL	N;GEN;FEM;PL
epäillään	sum	epäillä	sum	V;IND;PRS;FIN;PASS	N;NOM;MASC;SG
epäillään	osumljeni	epäillä	osumljen	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
epäillään	osumljenec	epäillä	osumljenec	V;IND;PRS;FIN;PASS	N;NOM;MASC;SG
epäillään	osumljenca	epäillä	osumljenca	V;IND;PRS;FIN;PASS	N;NOM;MASC;DU
happea	kisika	happea	kisik	N;PRT;SG	N;GEN;MASC;SG
happea	kisik	happea	kisik	N;PRT;SG	N;NOM;MASC;SG
olennainen	bistveno	olennainen	bistveno	ADJ;NOM;SG	ADV
olennainen	bistvene	olennainen	bistven	ADJ;NOM;SG	ADJ;NOM;FEM;PL
sijoitti	vloženega	sijoittaa	vložen	V;IND;SG;3;PST;FIN;ACT	ADJ;GEN;NEUT;SG;V.PTCP
sijoitti	vloženih	sijoittaa	vložen	V;IND;SG;3;PST;FIN;ACT	ADJ;GEN;MASC;PL;V.PTCP
sijoitti	vloženi	sijoittaa	vložen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
sijoitti	vložen	sijoittaa	vložen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
tehtävien	naloge	tehtävä	naloga	N;GEN;PL	N;NOM;FEM;PL
lentävä	leteči	lentää	leteč	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG;V.PTCP
lentävä	letenje	lentää	letenje	V;NOM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
liiketoiminnan	poslovanje	liike#toiminta	poslovanje	N;GEN;SG	N;NOM;NEUT;SG
liiketoiminnan	posel	liike#toiminta	posel	N;GEN;SG	N;NOM;MASC;SG
liiketoiminnan	posli	liike#toiminta	posel	N;GEN;SG	N;NOM;MASC;PL
kalevala	kalevala	kalevala	kalevati	N;NOM;SG	V;IPFV;FEM;SG;V.PTCP
kyle	kyle	kyle	kyl	PROPN;NOM;SG	PROPN;NOM;MASC;SG
mann	mann	manta	mann	PROPN;NOM;SG	PROPN;NOM;MASC;SG
kysyi	vprašali	kysyä	vprašati	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
gmbh	gmbh	gmbh	gmbh	PROPN;NOM;SG	PROPN;NOM;MASC;SG
swan	swan	swan	swan	N;NOM;SG	PROPN;NOM;MASC;SG
yksityiskohtia	detajli	yksityis#kohta	detajl	N;PRT;PL	N;NOM;MASC;PL
yksityiskohtia	podrobnosti	yksityis#kohta	podrobnost	N;PRT;PL	N;NOM;FEM;PL
kulmassa	vogal	kulma	vogal	N;IN+ESS;SG	N;NOM;MASC;SG
kulmassa	kotu	kulma	kot	N;IN+ESS;SG	N;DAT;MASC;SG
saatavana	razpoložljivi	saada	razpoložljiv	V;FRML;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
saatavana	razpoložljiva	saada	razpoložljiv	V;FRML;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
panaman	panamska	panama	panamski	N;GEN;SG	ADJ;NOM;FEM;SG
sevilla	sevilla	sevilla	sevilel	N;NOM;SG	PROPN;NOM;FEM;SG
tupla	podvoji	tupla	podvoj	N;NOM;SG	V;PFV;IND;SG;3;PRS;FIN
tupla	dvojni	tupla	dvojen	N;NOM;SG	ADJ;NOM;MASC;SG
tupla	dvakrat	tupla	dvakrat	N;NOM;SG	ADV
tupla	dvojno	tupla	dvojen	N;NOM;SG	ADJ;NOM;NEUT;SG
tupla	dvojna	tupla	dvojen	N;NOM;SG	NUM;NOM;FEM;SG
unelma	sanje	unelma	sanja	N;NOM;SG	N;NOM;FEM;PL
unelma	sanjsko	unelma	sanjski	N;NOM;SG	ADJ;NOM;NEUT;SG
oven	vrata	ovi	vrata	N;GEN;SG	N;NOM;NEUT;PL
porsche	porsche	porsche	porsch	PROPN;NOM;SG	PROPN;NOM;MASC;SG
sparta	šparta	sparta	špart	PROPN;NOM;SG	N;NOM;FEM;SG
lääke	medicino	lääke	medicina	N;NOM;SG	N;ACC;FEM;SG
blossom	cvet	blossom	cvet		N;NOM;MASC;SG
blossom	cvetka	blossom	cvetka		N;NOM;FEM;SG
slovenia	slovenia	sloven	slovenia	N;NOM;PL	
slovenia	slovenija	sloven	slovenija	N;NOM;PL	N;NOM;FEM;SG
slovenia	slovensko	sloven	slovenski	N;NOM;PL	ADJ;NOM;NEUT;SG
slovenia	slovenska	sloven	slovenski	N;NOM;PL	ADJ;NOM;FEM;SG
slovenia	slovenskega	sloven	slovenski	N;NOM;PL	ADJ;GEN;NEUT;SG
slovenia	slovenski	sloven	slovenski	N;NOM;PL	ADJ;NOM;DEF;MASC;SG
keskusteluissa	razprave	keskustelu	razprava	N;IN+ESS;PL	N;NOM;FEM;PL
keskusteluissa	razprave	keskustelu	razprava	N;IN+ESS;PL	N;NOM;FEM;PL
näkyvissä	vidno	näkyä	vidno	V;IN+ESS;PL;V.PTCP;ACT	ADV
näkyvissä	vidni	näkyä	viden	V;IN+ESS;PL;V.PTCP;ACT	ADJ;NOM;MASC;PL
näkyvissä	viden	näkyä	viden	V;IN+ESS;PL;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
näkyvissä	vidna	näkyä	viden	V;IN+ESS;PL;V.PTCP;ACT	ADJ;NOM;FEM;SG
julistaa	razglasitev	julistaa	razglasitev	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
minskin	minsk	minä	minsk	N;GEN;SG	N;NOM;MASC;SG
laivoja	ladje	laiva	ladja	N;PRT;PL	N;NOM;FEM;PL
kommunistit	komunistov	kommunisti	komunist	N;NOM;PL	N;GEN;MASC;PL
kommunistit	komunistično	kommunisti	komunističen	N;NOM;PL	ADJ;NOM;NEUT;SG
kommunistit	komunist	kommunisti	komunist	N;NOM;PL	N;NOM;MASC;SG
kommunistit	komunistična	kommunisti	komunističen	N;NOM;PL	ADJ;NOM;FEM;SG
kommunistit	komunistični	kommunisti	komunističen	N;NOM;PL	ADJ;NOM;MASC;SG
ocean	ocean	ocea	ocean		N;NOM;MASC;SG
mailin	miljo	maili	milja	N;GEN;SG	N;ACC;FEM;SG
mailin	mile	maili	mila	N;GEN;SG	
rover	rover	rover	rover		N;NOM;MASC;SG
lippua	označitev	lippu	označitev	N;PRT;SG	N;NOM;FEM;SG
lippua	zastava	lippu	zastava	N;PRT;SG	N;NOM;FEM;SG
lippua	zastavo	lippu	zastava	N;PRT;SG	N;ACC;FEM;SG
lippua	zastave	lippu	zastava	N;PRT;SG	N;NOM;FEM;PL
vuotuinen	letne	vuotuinen	leten	ADJ;NOM;SG	ADJ;NOM;FEM;PL
vuotuinen	letno	vuotuinen	letno	ADJ;NOM;SG	ADV
marilyn	marilyn	marily	marilyen	N;NOM;SG	PROPN;NOM;MASC;SG
ratsuväen	konjenica	ratsu#väki	konjenica	N;GEN;SG	N;NOM;FEM;SG
järjestäjä	gostitelja	järjestäjä	gostitelj	N;NOM;SG	N;ANIM;ACC;MASC;SG
