ako	like	ako	like	ADV	
prijatý	indlagt	prijatý	indlægge	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
prijatý	indrømmet	prijatý	indrømme	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
prijatý	accepteret	prijatý	acceptere	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
prijatý	accepterede	prijatý	acceptere	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
prijatý	godtaget	prijatý	godtage	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
teplo	varm	teplo	varm	N;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
teplo	varmt	teplo	varm	N;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
teplo	varmer	teplo	varm	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
predmety	fag	predmet	fag	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
večer	aften	večer	aften	ADV	N;DEF;MASC+FEM;SG
georg	georgy	georg	georgy	PROPN;ANIM;NOM;MASC;SG	
georg	georg	georg	georg	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
bubeník	trommeslager	bubeník	trommeslag	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;PL
turistická	turist	turistický	turist	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
turistická	vandre	turistický	vandre	ADJ;NOM;FEM;SG	V;NFIN;ACT
turistická	vandretur	turistický	vandretur	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
turistická	vandreture	turistický	vandretur	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;PL
drak	drage	drak	drage	PROPN;ANIM;NOM;MASC;SG	V;NFIN;ACT
drak	dragen	drak	drag	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
drak	dragon	drak	dragon	PROPN;ANIM;NOM;MASC;SG	
vybavené	monteret	vybavený	monter	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vybavené	udstyret	vybavený	udstyre	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vybavené	udrustet	vybavený	udruste	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vol	vol	vol	vol		N;INDF;NEUT;SG
turecko	kalkun	turecko	kalkun	ADV	N;INDF;MASC+FEM;SG
turecko	tyrkiet	turecko	tyrki	ADV	PROPN
stredný	mener	stredný	mene	ADJ;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
stredný	middelværdi	stredný	middelværdi	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
stredný	midten	stredný	midte	ADJ;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
stredný	midterste	stredný	midter	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;RL
stredný	mellemste	stredný	mellem	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;RL
stredný	medium	stredný	medium	ADJ;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
stredný	medie	stredný	medie	ADJ;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
stredný	mediet	stredný	medie	ADJ;ANIM;NOM;MASC;SG	N;DEF;NEUT;SG
stredný	moderate	stredný	moderat	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
británie	storbritannien	británie	storbritannie	N;NOM;FEM;PL	PROPN
disk	kør	disk	kør	N;INAN;NOM;MASC;SG	V;IMP
disk	køre	disk	køre	N;INAN;NOM;MASC;SG	V;NFIN;ACT
academy	akademiet	academ	akademium	N;NOM;FEM;PL	N;DEF;NEUT;SG
academy	akademi	academ	akademi	N;NOM;FEM;PL	N;INDF;NEUT;SG
academy	academy	academ	academy	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
jak	hvordan	jak	hvordan	INTJ	ADV
jak	yak	jak	yak	INTJ	
kvalifikácie	kvalifikation	kvalifikácia	kvalifikation	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
kvalifikácie	kvalificering	kvalifikácia	kvalificering	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
čisto	rene	čisto	ren	ADV	ADJ;PL
čisto	ren	čisto	ren	ADV	ADJ;INDF;MASC+FEM;SG
čisto	rent	čisto	ren	ADV	ADJ;INDF;NEUT;SG
kategorizácie	kategorisering	kategorizácia	kategorisering	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
zostali	forblevet	zostať	forbleve	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
zostali	forblevet	zostať	forbleve	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
zhromaždenia	montage	zhromaždenie	montage	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
zhromaždenia	samling	zhromaždenie	samling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
zhromaždenia	forsamling	zhromaždenie	forsamling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
zhromaždenia	forsamlingen	zhromaždenie	forsamling	N;NOM;NEUT;PL	N;DEF;MASC+FEM;SG
boeing	boeing	boeing	boeing	N;INAN;NOM;MASC;SG	
ozbrojených	væbnet	ozbrojený	væbne	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	N;DEF;NEUT;SG
ozbrojených	armeret	ozbrojený	armere	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
ozbrojených	bevæbnet	ozbrojený	bevæbne	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
denne	daglige	denne	daglig	ADV	ADJ;PL
denne	daily	denne	daily	ADV	
delta	delta	delta	delta	PROPN;NOM;FEM;SG	
pokračovala	fortsættes	pokračovať	fortsætte	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;PRS;FIN;PASS
pokračovala	fortsat	pokračovať	fortsat	V;IPFV;FEM;SG;POS;PST;V.PTCP	ADV
severný	nordpå	severný	nordpå	ADJ;ANIM;NOM;MASC;SG	ADV
severný	nordlige	severný	nordlig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
severný	north	severný	north	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
severný	nord	severný	nord	ADJ;ANIM;NOM;MASC;SG	N;INDF
severný	nordlige	severný	nordlig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
financií	finansiere	financie	finansiere	N;GEN;FEM;PL	V;NFIN;ACT
financií	finans	financie	finans	N;GEN;FEM;PL	
financií	finansiering	financie	finansiering	N;GEN;FEM;PL	N;INDF;MASC+FEM;SG
obzvlášť	særligt	obzvlášť	særligt	PART	ADV
obzvlášť	specielt	obzvlášť	specielt	PART	ADV
obzvlášť	især	obzvlášť	især	PART	ADV
obzvlášť	specielt	obzvlášť	specielt	PART	ADV
obzvlášť	især	obzvlášť	især	PART	ADV
mayenne	mayenne	mayenne	may	ADV	
právne	lovligt	právny	lovlig	ADJ;NOM;NEUT;PL	ADJ;INDF;NEUT;SG
právne	juridisk	právny	juridisk	ADJ;NOM;NEUT;PL	ADJ;INDF;SG
právne	lovligt	právny	lovlig	ADJ;NOM;NEUT;PL	ADJ;INDF;NEUT;SG
právne	juridisk	právny	juridisk	ADJ;NOM;NEUT;PL	ADJ;INDF;SG
mexiku	mexico	mexika	mexico	N;INAN;GEN;MASC;SG	PROPN
argentíne	argentina	argentína	argentina	N;NOM;FEM;SG	PROPN
oči	eyes	oko	eyes	N;NOM;NEUT;PL	
ducha	ghost	duch	ghost	N;INAN;ACC;MASC;SG	
ducha	spirit	duch	spirit	N;INAN;ACC;MASC;SG	
fínska	finland	fínsky	finland	ADJ;NOM;FEM;SG	
fínska	finlands	fínsky	finland	ADJ;NOM;FEM;SG	N;GEN;INDF;NEUT;SG
fínska	finske	fínsky	finsk	ADJ;NOM;FEM;SG	ADJ;PL
bernard	bernard	bernard	bernard	N;ANIM;NOM;MASC;SG	
meranie	måler	meranie	måle	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
meranie	måle	meranie	måle	N;NOM;NEUT;SG	V;NFIN;ACT
meranie	målinger	meranie	måling	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
meranie	målinger	meranie	måling	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
sydney	sydney	sydney	sydney	ADV	
židia	jøde	žid	jøde	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;SG
židia	jødisk	žid	jødisk	N;ANIM;NOM;MASC;PL	ADJ;INDF;SG
židia	jødiske	žid	jødisk	N;ANIM;NOM;MASC;PL	ADJ;PL
charakteristika	egenskaber	charakteristika	egenskab	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
charakteristika	karakteristisk	charakteristika	karakteristisk	N;NOM;FEM;SG	ADJ;INDF;SG
obyčajný	plain	obyčajný	plain	ADJ;ANIM;NOM;MASC;SG	
hmyzu	insekter	hmyz	insekt	N;INAN;GEN;MASC;SG	N;INDF;NEUT;PL
materiály	materiale	materiál	materiale	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
učenie	undervise	učenie	undervise	N;NOM;NEUT;SG	V;NFIN;ACT
učenie	lærer	učenie	lære	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
eur	euros	eur	euros		N;INDF;MASC+FEM;SG
eur	euro	eur	euro		N;INDF;MASC+FEM;SG
eur	euroen	eur	euro		N;DEF;MASC+FEM;SG
eur	euro	eur	euro		N;INDF;MASC+FEM;SG
eur	eur	eur	eur		ADV
cantal	cantal	cantať	cantal	PROPN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
británia	storbritannien	británie	storbritannie	N;NOM;FEM;SG	PROPN
euro	euroen	euro	euro		N;DEF;MASC+FEM;SG
euro	euro	euro	euro		N;INDF;MASC+FEM;SG
spoločenstvo	commonwealth	spoločenstvo	commonwealth	N;NOM;NEUT;SG	
pravé	autentiske	pravý	autentisk	ADJ;NOM;NEUT;SG	ADJ;PL
komory	chambers	komora	chambers	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
bojových	martial	bojový	martial	ADJ;ANIM;GEN;MASC;PL	
bojových	krigsret	bojový	krigsret	ADJ;ANIM;GEN;MASC;PL	N;INDF;MASC+FEM;SG
dosiahli	nået	dosiahnuť	nå	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
dosiahli	opnået	dosiahnuť	opnå	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
austrálie	australiens	austrálie	australie	N;NOM;FEM;PL	N;GEN;DEF;MASC+FEM;SG
austrálie	australien	austrálie	australie	N;NOM;FEM;PL	PROPN
príkaz	command	príkaz	command	N;INAN;NOM;MASC;SG	
bbc	bbc	bbc	bbc		
bell	klokke	bell	klokke	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
bell	bell	bell	bell	PROPN;ANIM;NOM;MASC;SG	
place	place	placať	place	N;NOM;MASC;SG	
pocit	mærke	pocit	mærke	N;INAN;NOM;MASC;SG	V;NFIN;ACT
pocit	feel	pocit	feel	N;INAN;NOM;MASC;SG	
pocit	mærk	pocit	mærk	N;INAN;NOM;MASC;SG	V;IMP
pocit	føler	pocit	føle	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
pocit	føler	pocit	føle	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
ekonomické	økonomiske	ekonomický	økonomisk	ADJ;NOM;NEUT;SG	ADJ;PL
ekonomické	økonomisk	ekonomický	økonomisk	ADJ;NOM;NEUT;SG	ADV
väzenia	fængsel	väzenie	fængsel	N;NOM;NEUT;PL	N;INDF;NEUT;SG
väzenia	fængslet	väzenie	fængsel	N;NOM;NEUT;PL	N;DEF;NEUT;SG
väzenia	fængsel	väzenie	fængsel	N;NOM;NEUT;PL	N;INDF;NEUT;SG
väzenia	fængslet	väzenie	fængsel	N;NOM;NEUT;PL	N;DEF;NEUT;SG
stačí	nok	stačiť	nok	V;IPFV;IND;SG;3;POS;PRS;FIN	ADV
intel	efterretninger	intel	efterretning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
intel	intel	intel	intel	N;INAN;NOM;MASC;SG	
zástupca	repræsentative	zástupca	repræsentativ	N;ANIM;NOM;MASC;SG	ADJ;PL
zástupca	repræsentativt	zástupca	repræsentativt	N;ANIM;NOM;MASC;SG	ADV
zástupca	repræsentativ	zástupca	repræsentativ	N;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
zástupca	assisterende	zástupca	assistere	N;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
zástupca	vicesherif	zástupca	vicesherif	N;ANIM;NOM;MASC;SG	
zástupca	stedfortrædende	zástupca	stedfortrædende	N;ANIM;NOM;MASC;SG	ADJ
claude	claude	clauda	claude	PROPN;ANIM;NOM;MASC;SG	
osud	destiny	osud	destiny	N;INAN;NOM;MASC;SG	
horný	øverste	horný	øvre	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;RL
horný	overdel	horný	overdel	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
horný	øverst	horný	øverst	ADJ;ANIM;NOM;MASC;SG	ADJ;RL
horný	øverste	horný	øvre	ADJ;ANIM;NOM;MASC;SG	ADJ;DEF;RL
horný	top	horný	top	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
horný	toppen	horný	top	ADJ;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
predsa	endnu	predsa	endnu	PART	ADV
predsa	alligevel	predsa	alligevel	PART	ADV
železnice	jernbane	železnica	jernbane	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
železnice	jernbanen	železnica	jernban	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
železnice	jernbanen	železnica	jernban	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
nízke	lav	nízka	lav	N;INAN;NOM;MASC;PL	V;IMP
nízke	lavt	nízka	lav	N;INAN;NOM;MASC;PL	ADJ;INDF;NEUT;SG
nízke	lave	nízka	lave	N;INAN;NOM;MASC;PL	V;NFIN;ACT
nízke	low	nízka	low	N;INAN;NOM;MASC;PL	
husle	violin	husle	violin	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
bloku	bloker	blok	bloke	N;INAN;GEN;MASC;SG	N;INDF;NEUT;PL
bloku	blokere	blok	blok	N;INAN;GEN;MASC;SG	V;NFIN;ACT
bloku	block	blok	block	N;INAN;GEN;MASC;SG	
sčítania	optælling	sčítanie	optælling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
sčítania	folketælling	sčítanie	folketælling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
návrhy	design	návrh	design	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
návrhy	udkast	návrh	udkast	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
návrhy	kladde	návrh	kladde	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
mfk	mfk	mfk	måk		
politického	politisk	politický	politisk	ADJ;GEN;NEUT;SG	ADV
per	per	per	per		
opus	opus	opus	opus		N;INDF;NEUT;SG
mládeže	ungdoms	mládež	ungdom	N;NOM;FEM;SG	N;GEN;INDF;MASC+FEM;SG
mládeže	unge	mládež	ung	N;NOM;FEM;SG	ADJ;PL
creuse	creuse	creus	creuse		N;INDF;MASC+FEM;SG
marc	marc	marc	marc	PROPN;ANIM;NOM;MASC;SG	
vedecký	videnskabeligt	vedecký	videnskabelig	ADJ;INAN;NOM;MASC;SG	ADV
železnica	jernbanerne	železnica	jernbaner	N;NOM;FEM;SG	N;DEF;MASC+FEM;PL
železnica	jernbaner	železnica	jernbane	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
železnica	jernbaner	železnica	jernbane	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
železnica	rail	železnica	rail	N;NOM;FEM;SG	
železnica	jernbaner	železnica	jernbane	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
manchester	manchester	manchester	manchester	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
spoločenstva	commonwealth	spoločenstvo	commonwealth	N;NOM;NEUT;PL	
spoločenstva	fællesskabet	spoločenstvo	fællesskab	N;NOM;NEUT;PL	N;DEF;NEUT;SG
spoločenstva	fællesskab	spoločenstvo	fællesskab	N;NOM;NEUT;PL	N;INDF;NEUT;SG
synonymum	synonym	synonsmum	synonym	N;INAN;NOM;MASC;SG	
synonymum	synonymt	synonsmum	synonymt	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
vymenovaný	udnævnt	vymenovaný	udnævne	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vymenovaný	udnævnte	vymenovaný	udnævne	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
vymenovaný	udpeget	vymenovaný	udpege	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vymenovaný	udnævnes	vymenovaný	udnævne	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
ben	ben	ben	ben	PROPN;ANIM;NOM;MASC;SG	N;INDF;NEUT;PL
müller	müller	müller	mülle	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
vlastnosť	karakteristisk	vlastnosť	karakteristisk	N;NOM;FEM;SG	ADJ;INDF;SG
war	krigen	war	krig		N;DEF;MASC+FEM;SG
war	krig	war	krig		N;INDF;MASC+FEM;SG
war	war	war	war		
war	krige	war	krig		N;INDF;MASC+FEM;PL
planet	planet	planet	plan	PROPN;ANIM;NOM;MASC;SG	N;DEF;NEUT;SG
planet	planeten	planet	plan	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
viera	faith	viera	faith	N;NOM;FEM;SG	
viera	tro	viera	tro	N;NOM;FEM;SG	V;NFIN;ACT
viera	tro	viera	tro	N;NOM;FEM;SG	V;NFIN;ACT
viera	viera	viera	viera	N;NOM;FEM;SG	
chyby	kryb	chyba	kryb	N;NOM;FEM;PL	N;INDF;NEUT;SG
chyby	snurre	chyba	snurke	N;NOM;FEM;PL	V;NFIN;ACT
georges	georges	georges	george	PROPN;ANIM;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
tanky	tanke	tanka	tanke	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
tanky	tanks	tanka	tank	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
aplikácie	ansøgning	aplikácia	ansøgning	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
aplikácie	appen	aplikácia	appen	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
aplikácie	app	aplikácia	app	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
aplikácie	applikation	aplikácia	applikation	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
aplikácie	ansøgning	aplikácia	ansøgning	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
aplikácie	anvendelse	aplikácia	anvendelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
aplikácie	applikation	aplikácia	applikation	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
japonské	japanerne	japonský	japaner	ADJ;NOM;NEUT;SG	N;DEF;MASC+FEM;PL
japonské	japaner	japonský	japaner	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
japonské	japanere	japonský	japanere	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
japonské	japanske	japonský	japansk	ADJ;NOM;NEUT;SG	ADJ;PL
komunikácia	kommunikere	komunikácia	kommuniker	N;NOM;FEM;SG	V;NFIN;ACT
komunikácia	kommunikerer	komunikácia	kommunikere	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
komunikácia	meddelelser	komunikácia	meddelelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
hrajú	afspilning	hrať	afspilning	V;IPFV;IND;PL;3;POS;PRS;FIN	N;INDF;MASC+FEM;SG
miláno	milan	miláno	milan	PROPN;ANIM;NOM;MASC;SG	PROPN
miláno	milano	miláno	milano	PROPN;ANIM;NOM;MASC;SG	PROPN
miláno	milano	miláno	milano	PROPN;ANIM;NOM;MASC;SG	PROPN
nohy	fod	noha	fod	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
nohy	legs	noha	legs	N;NOM;FEM;PL	
test	prøve	test	prøve	N;INAN;NOM;MASC;SG	V;NFIN;ACT
boston	boston	boston	boston	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
riešiť	tackling	riešiť	tackling	V;IPFV;POS;NFIN	N;INDF;MASC+FEM;SG
riešiť	beslutsomhed	riešiť	beslutsomhed	V;IPFV;POS;NFIN	N;INDF;MASC+FEM;SG
riešiť	løs	riešiť	løs	V;IPFV;POS;NFIN	ADJ;INDF;SG
fotografia	photo	fotografia	photo	N;NOM;FEM;SG	
technický	tekniske	technický	teknisk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
aktuálne	aktuel	aktuálny	aktuel	ADV	ADJ;INDF;MASC+FEM;SG
aktuálne	aktuelt	aktuálny	aktuel	ADV	ADJ;INDF;NEUT;SG
aktuálne	løbende	aktuálny	løbende	ADV	ADJ
aktuálne	nuværende	aktuálny	nuværende	ADV	ADJ
johannes	johannes	johannes	johan	PROPN;ANIM;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
sokol	falk	sokol	falk	N;ANIM;NOM;MASC;SG	
sokol	falcon	sokol	falcon	N;ANIM;NOM;MASC;SG	
sokol	falken	sokol	falk	N;ANIM;NOM;MASC;SG	
sokol	hawk	sokol	hawk	N;ANIM;NOM;MASC;SG	
sokol	sokol	sokol	sokol	N;ANIM;NOM;MASC;SG	
zas	igen	zas	igen	PART	ADV
dnešných	dagens	dnešný	dag	ADJ;GEN;MASC;PL	N;GEN;DEF;MASC+FEM;SG
dôkaz	beviser	dôkaz	bevis	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
dôkaz	beviser	dôkaz	bevis	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
tábora	camp	tábor	camp	N;INAN;GEN;MASC;SG	
nemocnice	hospital	nemocnica	hospital	N;NOM;FEM;PL	N;INDF;NEUT;SG
nemocnice	sygehus	nemocnica	sygehus	N;NOM;FEM;PL	N;INDF;NEUT;SG
nemocnice	sygehuset	nemocnica	sygehus	N;NOM;FEM;PL	N;DEF;NEUT;SG
nemocnice	hospitalet	nemocnica	hospital	N;NOM;FEM;PL	N;DEF;NEUT;SG
myslenia	tænker	myslenie	tænke	N;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
myslenia	tænkning	myslenie	tænkning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
myslenia	tænkte	myslenie	tænke	N;NOM;NEUT;PL	V;IND;PST;FIN;ACT
myslenia	overvejer	myslenie	overveje	N;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
myslenia	tænke	myslenie	tænke	N;NOM;NEUT;PL	V;NFIN;ACT
dlhšie	længer	dlho	længe	ADV;CMPR	N;INDF;MASC+FEM;PL
samostatná	diskrete	samostatný	diskret	ADJ;NOM;FEM;SG	ADJ;PL
samostatná	separat	samostatný	separat	ADJ;NOM;FEM;SG	ADV
samostatná	adskilt	samostatný	adskille	ADJ;NOM;FEM;SG	V;INDF;SG;PST;V.PTCP
samostatná	separate	samostatný	separat	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
samostatná	autonome	samostatný	autonome	ADJ;NOM;FEM;SG	ADJ;PL
poľská	polak	poľský	polak	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
poľská	polske	poľský	polsk	ADJ;NOM;FEM;SG	ADJ;PL
poľská	polsk	poľský	polsk	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
talianske	italiener	taliansky	italiener	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
talianske	italienske	taliansky	italiensk	ADJ;NOM;NEUT;SG	ADJ;PL
efekt	virkninger	efekt	virkning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
dobrá	gode	dobrý	god	ADJ;NOM;FEM;SG	ADJ;PL
dobrá	godt	dobrý	godt	ADJ;NOM;FEM;SG	ADV
delia	delia	deliť	delia	V;IPFV;IND;PL;3;POS;PRS;FIN	
tatran	tatran	tatran	tatran	N;INAN;NOM;MASC;SG	
rozhodnutia	afgørelse	rozhodnutie	afgørelse	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
rozhodnutia	beslutning	rozhodnutie	beslutning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
rozhodnutia	afgørelsen	rozhodnutie	afgørelse	N;NOM;NEUT;PL	N;DEF;MASC+FEM;SG
gymnázia	gymnasium	gymnázia	gymnasium	N;NOM;NEUT;PL	N;INDF;NEUT;SG
morom	sea	mor	sea	N;INS;NEUT;SG	
phd	phd	phd	phd		N;INDF;MASC+FEM;SG
long	lang	long	lang	PROPN;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
long	lange	long	lang	PROPN;ANIM;NOM;MASC;SG	ADJ;PL
long	længe	long	længe	PROPN;ANIM;NOM;MASC;SG	ADV
sviatok	holiday	sviatok	holiday	N;INAN;NOM;MASC;SG	
menšia	mindre	malý	mindre	ADJ;NOM;CMPR;FEM;SG	ADV;CMPR
menšia	mindreårige	malý	mindreårig	ADJ;NOM;CMPR;FEM;SG	ADJ;PL
menšia	mindreårig	malý	mindreårig	ADJ;NOM;CMPR;FEM;SG	ADJ;INDF;MASC+FEM;SG
menšia	mindre	malý	mindre	ADJ;NOM;CMPR;FEM;SG	ADV;CMPR
menšia	færre	malý	få	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR;PL
menšia	mindre	malý	mindre	ADJ;NOM;CMPR;FEM;SG	ADV;CMPR
peru	peru	peru	peru	N;NOM;NEUT;SG	PROPN
elektrické	elektriske	elektrický	elektrisk	ADJ;NOM;NEUT;SG	ADJ;PL
elektrické	elektriske	elektrický	elektrisk	ADJ;NOM;NEUT;SG	ADJ;PL
skončili	færdig	skončiť	færdig	V;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;INDF;MASC+FEM;SG
skončili	færdigt	skončiť	færdig	V;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;INDF;NEUT;SG
skončili	afsluttet	skončiť	afslutte	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
skončili	færdige	skončiť	færdig	V;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;PL
novo	novo	novo	novo	ADV	
aktívny	aktive	aktívny	aktiv	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
sci	sci	sca	sci	PROPN;NOM;FEM;SG	
anny	anne	anny	anne	N;NOM;FEM;SG	
zmenila	skiftet	zmeniť	skift	V;PFV;FEM;SG;POS;PST;V.PTCP	N;DEF;NEUT;SG
zmenila	ændrede	zmeniť	ændre	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PL;PST;V.PTCP
sociálna	social	sociálny	social	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
mladé	unge	mladý	ung	ADJ;NOM;NEUT;SG	ADJ;PL
