til	за	til	за	ADV	ADP
stillehavet	пасифик	stillehavet	пасифик	N;DEF;NEUT;SG	N;INDF;MASC;SG
detaljer	подробност	detalje	подробност	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
detaljer	детайл	detalje	детайл	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
tegner	тегли	tegne	тегля-(се)	V;IND;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
tegner	рисуване	tegne	рисуване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
tegner	рисунка	tegne	рисунка	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
rester	остатък	rest	остатък	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
sjældne	рядко	sjælden	рядко	ADJ;PL	ADV
sjældne	редки	sjælden	редка	ADJ;PL	N;INDF;FEM;PL
sjældne	рядкост	sjælden	рядкост	ADJ;PL	N;INDF;FEM;SG
fanget	хваната	fange	хвана-(се)	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
fanget	уловени	fange	уловя-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
fanget	хванат	fange	хвана-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
fanget	хванати	fange	хвана-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
fanget	заловени	fange	заловя-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
fanget	пленени	fange	пленя	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
redde	спасяване	redde	спасяване	V;NFIN;ACT	N;INDF;NEUT;SG
redde	спасяването	redde	спасяване	V;NFIN;ACT	N;DEF;NEUT;SG
redde	спестяване	redde	спестяване	V;NFIN;ACT	N;INDF;NEUT;SG
redde	спасяване	redde	спасяване	V;NFIN;ACT	N;INDF;NEUT;SG
nævner	знаменател	nævne	знаменател	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
nævner	споменете	nævne	спомена	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
nævner	споменаване	nævne	споменаване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
sven	свен	sven	свен		PROPN;INDF;MASC;SG
analyse	анализи	analyse	анализ	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
flygte	бягство	flygte	бягство	V;NFIN;ACT	N;INDF;NEUT;SG
kant	ръба	kant	ръб	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kant	границата	kant	граница	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kant	гранична	kant	граничен	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
boys	момчета	boys	момче		N;INDF;NEUT;PL
hvidt	бели	hvid	бял	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
hvidt	бяло	hvid	бял	ADJ;INDF;NEUT;SG	ADV
nicolas	никола	nicolas	никол		PROPN;INDF;MASC;SG
udvikler	развиване	udvikel	развиване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
udvikler	разработка	udvikel	разработка	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
udvikler	предприемач	udvikel	предприемач	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
dead	мъртви	dead	мъртъв		ADJ;INDF;PL
dead	мъртва	dead	мъртва		ADJ;INDF;FEM;SG
dead	мъртъв	dead	мъртъв		N;INDF;MASC;SG
tvang	принудени	tvinge	принудя-(се)	N;INDF;MASC+FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
tvang	принуден	tvinge	принудя-(се)	N;INDF;MASC+FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tvang	принудително	tvinge	принудително	N;INDF;MASC+FEM;SG	ADV
tøj	облекла	tøj	облека	N;INDF;NEUT;SG	N;INDF;NEUT;PL
tøj	дрехи	tøj	дреха	N;INDF;NEUT;SG	N;INDF;FEM;PL
tøj	дрехите	tøj	дреха	N;INDF;NEUT;SG	N;DEF;FEM;PL
tøj	дрехи	tøj	дреха	N;INDF;NEUT;SG	N;INDF;FEM;PL
aspx	aspx	aspx	aspx		ADJ
boy	момче	boy	момче		N;INDF;NEUT;SG
boy	момченце	boy	момченце		N;INDF;NEUT;SG
ali	али	ali	али	PROPN	PROPN;INDF;MASC;SG
offentligheden	публично	offentlighed	публично	N;DEF;MASC+FEM;SG	ADV
offentligheden	публични	offentlighed	публичен	N;DEF;MASC+FEM;SG	ADJ;INDF;PL
offentligheden	публична	offentlighed	публичен	N;DEF;MASC+FEM;SG	ADJ;INDF;FEM;SG
offentligheden	обществено	offentlighed	обществен	N;DEF;MASC+FEM;SG	ADV
offentligheden	публичен	offentlighed	публичен	N;DEF;MASC+FEM;SG	ADJ;INDF;MASC;SG
offentligheden	обществени	offentlighed	обществен	N;DEF;MASC+FEM;SG	ADJ;INDF;PL
prag	прага	prag	праг	PROPN	N;DEF;MASC;SG
grå	сив	grå	сив	ADJ;INDF;SG	PROPN;INDF;MASC;SG
grå	сиво	grå	сиво	ADJ;INDF;SG	ADV
grå	сиви	grå	сив	ADJ;INDF;SG	ADJ;INDF;PL
grå	грей	grå	грей	ADJ;INDF;SG	PROPN;INDF;MASC;SG
grå	сив	grå	сив	ADJ;INDF;SG	PROPN;INDF;MASC;SG
grå	сиво	grå	сиво	ADJ;INDF;SG	ADV
grå	сиви	grå	сив	ADJ;INDF;SG	ADJ;INDF;PL
grå	грей	grå	грей	ADJ;INDF;SG	PROPN;INDF;MASC;SG
baby	мила	baby	мил	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
baby	скъпа	baby	скъп	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
wwf	wwf	wwf	wwf	PROPN	PROPN;INDF;MASC;SG
leveret	доставени	levere	доставя	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
plader	лист	plade	лист	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
plader	чаршаф	plade	чаршаф	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
plader	чинията	plade	чиния	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
plader	чиния	plade	чиния	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
plader	плоча	plade	плоча-(се)	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
marcus	маркус	marcus	маркус	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
rio	рио	rio	рио		PROPN;INDF;NEUT;SG
hilsen	поздрави	hilse	поздравя	N;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN
jersey	джърси	jersey	джърся		PROPN;INDF;MASC;SG
jersey	джързи	jersey	джърза		N;INDF;FEM;SG
fodboldspillere	футболистите	fodboldspiller	футболист	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
gas	газове	gas	газ	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
modstandere	противниците	modstander	противник	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
temperatur	температурата	temperatur	температура	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
offensiv	обидно	offensiv	обиден	N;INDF;MASC+FEM;SG	ADV
serbien	сърбия	serbi	сърбия	N;DEF;MASC+FEM;SG	PROPN;INDF;FEM;SG
bære	носене	bære	носене	V;NFIN;ACT	N;INDF;NEUT;SG
bære	износване	bære	износване	V;NFIN;ACT	N;INDF;NEUT;SG
bære	мечок	bære	мечок	V;NFIN;ACT	N;INDF;MASC;SG
bære	беър	bære	беър	V;NFIN;ACT	N;INDF;MASC;SG
bære	мече	bære	аз	V;NFIN;ACT	N;INDF;NEUT;SG
bære	мечо	bære	мечо	V;NFIN;ACT	N;INDF;MASC;SG
bære	мечка	bære	мечка	V;NFIN;ACT	N;INDF;FEM;SG
petersborg	петербург	petersborg	петербург	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
rig	рич	rig	рич	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rig	богато	rig	богат	ADJ;INDF;MASC+FEM;SG	ADV
rig	богати	rig	богат	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
ide	ide	ide	ide	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
global	световно	global	световен	ADJ;INDF;MASC+FEM;SG	ADV
global	глобални	global	глобален	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
global	глобално	global	глобален	ADJ;INDF;MASC+FEM;SG	ADV
varianter	вариант	variant	вариант	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
stigning	увеличи	stigning	увелича-(се)	N;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN
queen	кралицата	que	кралица		N;DEF;FEM;SG
queen	царица	que	царица		N;INDF;FEM;SG
queen	кралица	que	кралица		N;INDF;FEM;SG
arsenal	арсенал	arsenal	арсенал	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kejseren	император	kejser	император	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
andel	сподели	andel	споделя	N;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN
andel	споделете	andel	споделя	N;INDF;MASC+FEM;SG	V;PFV;IMP;PL;2;FIN
horn	рогата	horn	рог	N;INDF;MASC+FEM;SG	N;DEF;MASC;PL
horn	рога	horn	рога	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
horn	хорн	horn	хорн	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
horn	рога	horn	рога	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
foregående	предишно	foregående	предишно	ADJ	ADV
liberale	либерали	liberal	либерам	ADJ;PL	N;INDF;MASC;PL
liberale	либералите	liberal	либерал	ADJ;PL	N;DEF;MASC;PL
liberale	либерална	liberal	либерален	ADJ;PL	ADJ;INDF;FEM;SG
liberale	либерален	liberal	либерален	ADJ;PL	ADJ;INDF;MASC;SG
liberale	либерал	liberal	либерам	ADJ;PL	N;INDF;MASC;SG
motoren	двигатели	motor	двигател	N;DEF;MASC+FEM;SG	N;INDF;MASC;PL
motoren	двигател	motor	двигател	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
göteborg	гьотеборг	göteborg	гьотеборг		N;INDF;MASC;SG
henri	анри	henri	анри		PROPN;INDF;MASC;SG
bevare	запазване	bevare	запазване	V;NFIN;ACT	N;INDF;NEUT;SG
trommeslager	барабанист	trommeslag	барабанист	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kommentarer	мнение	kommentar	мнение	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
amalie	амали	amalie	амаля		N;INDF;MASC;PL
vindere	печеливши	vinder	печеливш	N;INDF;MASC+FEM;PL	ADJ;INDF;PL
vindere	победителите	vinder	победител	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
vindere	печелившите	vinder	печеливш	N;INDF;MASC+FEM;PL	ADJ;DEF;PL
vindere	шампионите	vinder	шампион	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
pennsylvania	пенсилвания	pennsylvania	пенсилване	N;INDF;MASC+FEM;SG	PROPN;INDF;FEM;SG
tilgængelige	наличен	tilgængelig	наличен	ADJ;PL	ADJ;INDF;MASC;SG
tilgængelige	налично	tilgængelig	налично	ADJ;PL	ADV
tilgængelige	налична	tilgængelig	наличен	ADJ;PL	ADJ;INDF;FEM;SG
tilgængelige	достъпна	tilgængelig	достъпен	ADJ;PL	ADJ;INDF;FEM;SG
tilgængelige	достъпен	tilgængelig	достъпя	ADJ;PL	ADJ;INDF;MASC;SG
tilgængelige	достъпно	tilgængelig	достъпно	ADJ;PL	ADV
deutsche	deutsche	deutsche	deutsche	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
skotsk	шотландец	skotsk	шотландец	ADJ;INDF;SG	N;INDF;MASC;SG
manuel	мануел	manuel	мануел		PROPN;INDF;MASC;SG
manuel	ръководство	manuel	ръководство		N;INDF;NEUT;SG
manuel	ръчен	manuel	ръчен		N;INDF;MASC;SG
manuel	ръчна	manuel	ръчен		ADJ;INDF;FEM;SG
manuel	ръчни	manuel	ръчен		ADJ;INDF;PL
tilsammen	комбинирана	tilsammen	комбинирам	ADV	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tilsammen	комбинирано	tilsammen	комбинирам	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tilsammen	комбинирани	tilsammen	комбинирам	ADV	V;PFV;INDF;PL;V.PTCP;PASS
tilsammen	комбиниран	tilsammen	комбинирам	ADV	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ruten	маршрут	ruten	маршрут	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ruten	път	ruten	път	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ruten	трасе	ruten	трасе	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
akademiet	академия	akademium	академия	N;DEF;NEUT;SG	N;INDF;FEM;SG
krydser	пресичане	krydse	пресичане	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
krydser	кръстове	krydse	кръст	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
krydser	крос	krydse	крос	V;IND;PRS;FIN;ACT	PROPN;INDF;MASC;SG
krydser	кръст	krydse	кръст	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
krydser	кръста	krydse	кръст	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
krydser	крайцер	krydse	крайцер	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
bjergene	планини	bjerg	планина	N;DEF;NEUT;PL	N;INDF;FEM;PL
jacques	жак	jacque	жак		PROPN;INDF;MASC;SG
carlos	карлос	carlos	карлос		PROPN;INDF;MASC;SG
alvorligt	сериозен	alvorligt	сериозен	ADV	ADJ;INDF;MASC;SG
alvorligt	сериозни	alvorligt	сериозен	ADV	ADJ;INDF;PL
alvorligt	сериозна	alvorligt	сериозен	ADV	ADJ;INDF;FEM;SG
alvorligt	тежки	alvorligt	тежък	ADV	ADJ;INDF;PL
alvorligt	тежка	alvorligt	тежък	ADV	ADJ;INDF;FEM;SG
fritz	фриц	fritz	фриц		PROPN;INDF;MASC;SG
aviser	вестниците	avis	вестник	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
lån	заем	lån	заем	N;INDF;NEUT;PL	N;INDF;MASC;SG
reklame	рекламен	reklame	рекламен	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
reklame	реклами	reklame	реклам	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
østersøen	балтийско	østersøen	балтийски	N;DEF;MASC+FEM;SG	ADV
centralt	централизирано	centralt	централизирам	ADJ;INDF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
centralt	централно	centralt	централен	ADJ;INDF;NEUT;SG	ADV
centralt	централа	centralt	централа	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
centralt	централни	centralt	централен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
centralt	централно	centralt	централен	ADJ;INDF;NEUT;SG	ADV
mikkelsen	микелсен	mikkelse	микелсен	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
teorien	теория	teori	теория	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
josef	йозеф	josef	йозеф	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
fællesskab	общността	fællesskab	общност	N;INDF;NEUT;SG	N;DEF;FEM;SG
riga	рига	riga	рига		PROPN;INDF;MASC;SG
mærke	бранд	mærke	бранд	V;NFIN;ACT	N;INDF;MASC;SG
mærke	марката	mærke	марка	V;NFIN;ACT	N;DEF;FEM;SG
mærke	марка	mærke	марка	V;NFIN;ACT	N;INDF;FEM;SG
mærke	отбелязване	mærke	отбелязване	V;NFIN;ACT	N;INDF;NEUT;SG
mærke	таг	mærke	таг	V;NFIN;ACT	N;INDF;MASC;SG
mærke	етикет	mærke	етикет	V;NFIN;ACT	N;INDF;MASC;SG
mærke	етикет	mærke	етикет	V;NFIN;ACT	N;INDF;MASC;SG
mærke	марк	mærke	марк	V;NFIN;ACT	PROPN;INDF;MASC;SG
mærke	отбелязване	mærke	отбелязване	V;NFIN;ACT	N;INDF;NEUT;SG
døtre	дъщерите	døn	дъщер	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
krone	короната	krone	корона	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
krone	ези	krone	ези	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
krone	главите	krone	глава	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
krone	глави	krone	глава	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
trin	стъпала	trin	стъпало	N;INDF;NEUT;SG	N;INDF;NEUT;PL
trin	стъпки	trin	стъпка	N;INDF;NEUT;SG	N;INDF;FEM;PL
trin	стълби	trin	стълба	N;INDF;NEUT;SG	N;INDF;FEM;PL
trin	крачки	trin	крачка	N;INDF;NEUT;SG	N;INDF;FEM;PL
vers	знамения	vers	знамение	N;INDF;NEUT;SG	N;INDF;NEUT;PL
vers	стихове	vers	стих	N;INDF;NEUT;SG	N;INDF;MASC;PL
vers	стихове	vers	стих	N;INDF;NEUT;SG	N;INDF;MASC;PL
kredsløb	орбитата	kredsløb	орбита	N;INDF;NEUT;SG	N;DEF;FEM;SG
english	английски	english	английски		ADJ;INDF;MASC;SG
english	bulgarian	english	bulgarian		N;INDF;MASC;SG
english	англичани	english	англичанин		N;INDF;MASC;PL
mortensen	мортенсен	mortensen	мортенсен	PROPN	ADJ;INDF;MASC;SG
bolig	жилища	bolig	жилище	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
beskyttet	защитен	beskytte	защитен	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
beskyttet	защитени	beskytte	защитя	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
berg	бърг	berg	бърг		PROPN;INDF;FEM;SG
interessant	интересно	interessant	интересно	ADJ;INDF;SG	ADV
interessant	интересни	interessant	интересен	ADJ;INDF;SG	ADJ;INDF;PL
politikere	политиците	politiker	политик	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
israelske	израелски	israelsk	израелски	ADJ;PL	ADJ;INDF;MASC;SG
orange	оранжев	orange	оранжев	ADJ	N;INDF;MASC;SG
orange	оранжево	orange	оранжево	ADJ	ADV
orange	портокал	orange	портокал	ADJ	N;INDF;MASC;SG
malede	боядисани	male	боядисан	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
malede	нарисуван	male	нарисувам	V;IND;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
malede	нарисувана	male	нарисувам	V;IND;PST;FIN;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
malede	боядисана	male	боядишан	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
besøgende	посетителите	besøge	посетител	V;PRS;V.PTCP	N;DEF;MASC;PL
besøgende	посетители	besøge	посетител	V;PRS;V.PTCP	N;INDF;MASC;PL
besøgende	посетител	besøge	посетител	V;PRS;V.PTCP	N;INDF;MASC;SG
køn	хубава	køn	хубав	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
køn	секса	køn	секс	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
køn	сексът	køn	секс	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
skotske	шотландец	skotsk	шотландец	ADJ;PL	N;INDF;MASC;SG
skotske	шотландски	skotsk	шотландски	ADJ;PL	ADJ;INDF;MASC;SG
euro	еврото	euro	евро	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
floder	реките	flode	река	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
floder	ривърс	flode	ривърс	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
svenska	svenska	svenska	svenska	N;INDF;NEUT;SG	ADJ
religiøs	религиозни	religiøs	религиозен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
religiøs	религиозно	religiøs	религиозен	ADJ;INDF;MASC+FEM;SG	ADV
modtage	получаване	modtage	получаване	V;NFIN;ACT	N;INDF;NEUT;SG
sky	скай	sky	скай		N;INDF;MASC;SG
sky	небе	sky	небе		N;INDF;NEUT;SG
sky	небето	sky	небе		N;DEF;NEUT;SG
sky	облаци	sky	облак		N;INDF;MASC;PL
sky	клауд	sky	клауд		N;INDF;MASC;SG
sky	облак	sky	облак		N;INDF;MASC;SG
tillader	разрешителното	tillade	разрешително	V;IND;PRS;FIN;ACT	N;DEF;NEUT;SG
tillader	разрешително	tillade	разрешително	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
tillader	разрешение	tillade	разрешение	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
beijing	пекин	beijing	пекин		PROPN;INDF;MASC;SG
passerer	пропуски	passere	пропуски	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
passerer	проходи	passere	проходя	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
passerer	преминаване	passere	преминаване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
rene	рене	ren	рена	ADJ;PL	PROPN;INDF;MASC;SG
rene	чисто	ren	чисто	ADJ;PL	ADV
rene	чист	ren	чист	ADJ;PL	ADJ;INDF;MASC;SG
rene	чиста	ren	чист	ADJ;PL	ADJ;INDF;FEM;SG
rene	чисто	ren	чисто	ADJ;PL	ADV
rene	чист	ren	чист	ADJ;PL	ADJ;INDF;MASC;SG
rene	чиста	ren	чист	ADJ;PL	ADJ;INDF;FEM;SG
tennessee	тенеси	tennesse	тенес	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
alvorlige	сериозен	alvorlig	сериозен	ADJ;PL	ADJ;INDF;MASC;SG
alvorlige	сериозно	alvorlig	сериозно	ADJ;PL	ADV
alvorlige	сериозна	alvorlig	сериозен	ADJ;PL	ADJ;INDF;FEM;SG
alvorlige	тежка	alvorlig	тежък	ADJ;PL	ADJ;INDF;FEM;SG
begyndelse	начала	begyndelse	начало	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
guild	гилдията	guild	гилдия		N;DEF;FEM;SG
guild	гилдия	guild	гилд		N;INDF;FEM;SG
skandinavien	скандинавия	skandinavien	скандинав		PROPN;INDF;FEM;SG
skandinavien	скандинавски	skandinavien	скандинавски		ADJ;INDF;MASC;SG
niedersachsen	niedersachsen	niedersachse	niedersachsen	N;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
kaj	пиер	kaj	пиер	PROPN	PROPN;INDF;MASC;SG
kaj	кея	kaj	кей	PROPN	N;DEF;MASC;SG
tidende	дневник	tidende	дневник	V;PRS;V.PTCP	N;INDF;MASC;SG
tidende	журнал	tidende	журна	V;PRS;V.PTCP	N;INDF;MASC;SG
tidende	джърнъл	tidende	джърна-(се)	V;PRS;V.PTCP	N;INDF;MASC;SG
auf	auf	auf	auf	V;IND;PST;FIN;ACT	INTJ
action	действия	action	действие	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
story	приказка	story	приказка		N;INDF;FEM;SG
story	история	story	история		N;INDF;FEM;SG
tommy	томи	tommy	томи		PROPN;INDF;MASC;SG
skridt	стъпала	skridt	стъпало	N;INDF;NEUT;SG	N;INDF;NEUT;PL
skridt	стъпки	skridt	стъпка	N;INDF;NEUT;SG	N;INDF;FEM;PL
skridt	стълби	skridt	стълба	N;INDF;NEUT;SG	N;INDF;FEM;PL
skridt	крачки	skridt	крачка	N;INDF;NEUT;SG	N;INDF;FEM;PL
ble	пелена	ble	пеля	N;INDF;MASC+FEM;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
ble	пелени	ble	пеля	N;INDF;MASC+FEM;SG	V;IPFV;INDF;PL;V.PTCP;PASS
hammer	чука	hammer	чукам-(се)	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
teorier	теориите	teori	теория	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
bruun	брун	bruun	брун		PROPN;INDF;MASC;SG
fredede	защитен	frede	защитен	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
fredede	защитена	frede	защитя	V;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fredede	защитено	frede	защитя	V;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
målt	измерени	måle	измеря	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
plade	чинията	plade	чиния	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
skuespillere	актьорите	skuespiller	актьор	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
airlines	авиолинии	airline	авиолиния	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
airlines	airlines	airline	airlines	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
airlines	авиокомпании	airline	авиокомпания	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
airlines	авиокомпаниите	airline	авиокомпания	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
revet	настърган	rive	настърган	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
revet	рифа	rive	рифа	V;INDF;SG;PST;V.PTCP	N;DEF;MASC;SG
revet	рифове	rive	риф	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;PL
revet	риф	rive	риф	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
bulgarien	българия	bulgarie	българия	PROPN	PROPN;INDF;FEM;SG
font	шрифт	font	шрифт		N;INDF;MASC;SG
følelser	емоция	følelse	емоция	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
følelser	емоцията	følelse	емоция	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
følelser	емоциите	følelse	емоция	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
følelser	чувствата	følelse	чувство	N;INDF;MASC+FEM;PL	N;DEF;NEUT;PL
følelser	чуства	følelse	чуствам	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
administrativ	административно	administrativ	административен	ADJ;INDF;MASC+FEM;SG	ADV
administrativ	административни	administrativ	административен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
frue	дамата	frue	дама	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kronen	краун	kron	краун	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kronen	корона	kron	корон	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kemisk	химикал	kemisk	химикал	ADJ;INDF;SG	N;INDF;MASC;SG
fødselsdag	рожден	fødselsdag	рожден	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
fattige	беден	fattig	беден	ADJ;PL	ADJ;INDF;MASC;SG
digt	поема	digt	поемам	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
master	господар	mast	господар	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
master	майстор	mast	майстор	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
heart	сърце	heart	сърце		N;INDF;NEUT;SG
heart	сърцето	heart	сърце		N;DEF;NEUT;SG
bataljon	батальона	bataljon	батальон	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
overordnede	началниците	overordne	началник	ADJ;PL	N;DEF;MASC;PL
overordnede	началници	overordne	началник	ADJ;PL	N;INDF;MASC;PL
muslimske	мюсюлманин	muslimsk	мюсюлманин	ADJ;PL	N;INDF;MASC;SG
muslimske	мюсюлмански	muslimsk	мюсюлмански	ADJ;PL	ADJ;INDF;MASC;SG
muslimske	мюсюлмани	muslimsk	мюсюлманин	ADJ;PL	N;INDF;MASC;PL
