rob	rob	rob	rob	PROPN	
secos	száraz	seco	száraz	ADJ;MASC;PL	
secos	szárított	seco	szárított	ADJ;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
secos	szárítva	seco	szárítva	ADJ;MASC;PL	ADV;V.CVB
escape	megszökni	escape	meg+szök	N;MASC;SG	V;NFIN;ACT
marín	marin	marín	marin	N;MASC;SG	
für	für	für	für	PROPN	
under	alatt	under	alatt	PROPN	ADP
under	alatta	under	alat	PROPN	
under	alá	under	alá	PROPN	ADP
eugenia	eugenia	eugenia	eugenia	N;FEM;SG	
cap	sapka	cap	sapka		N;NOM;SG
desarrollados	fejlett	desarrollado	fejlett	ADJ;MASC;PL;V.PTCP	
desarrollados	fejlesztett	desarrollado	fejlesztett	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
desarrollados	kifejlesztett	desarrollado	kifejlesztett	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
desarrollados	kidolgozott	desarrollado	kidolgozott	ADJ;MASC;PL;V.PTCP	
baños	fürdő	baño	fürdő	N;MASC;PL	N;NOM;SG
baños	fürdés	baño	fürdés	N;MASC;PL	N;NOM;SG
entiende	megért	entender	meg+ér	V;IND;SG;3;PRS;FIN	
entiende	értem	entender	ér	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
profundamente	mélységesen	profundamente	mélységes	ADV	ADJ;FRML;SG
profundamente	mélyen	profundamente	mélyen	ADV	
fresco	frissen	fresco	frissen	ADJ;MASC;SG	
fresco	friss	fresco	friss	ADJ;MASC;SG	
fresco	fresco	fresco	fresco	ADJ;MASC;SG	
adulto	felnőtt	adulto	felnőtt	ADJ;MASC;SG	
adulto	nagykorú	adulto	nagykorú	ADJ;MASC;SG	
geográficas	földrajzi	geográfico	földrajz	ADJ;FEM;PL	ADJ;NOM;SG
geográficas	földrajzi	geográfico	földrajz	ADJ;FEM;PL	ADJ;NOM;SG
responder	reagálás	responder	reagálás	V;NFIN	N;NOM;SG
responder	válasz	responder	válasz	V;NFIN	N;NOM;SG
responder	válasz	responder	válasz	V;NFIN	N;NOM;SG
hermosa	gyönyörű	hermoso	gyönyörű	ADJ;FEM;SG	
hermosa	gyönyörű	hermoso	gyönyörű	ADJ;FEM;SG	
propiamente	megfelelő	propiamente	megfelelő	ADV	
electrónicos	elektronika	electrónico	elektronika	ADJ;MASC;PL	N;NOM;SG
electrónicos	elektronikai	electrónico	elektronikai	ADJ;MASC;PL	ADJ;NOM;SG
electrónicos	elektronikusan	electrónico	elektronikus	ADJ;MASC;PL	ADJ;FRML;SG
electrónicos	elektronikus	electrónico	elektronikus	ADJ;MASC;PL	N;NOM;SG
galaxia	galaxy	galaxia	galaxy	N;FEM;SG	
cubiertas	fedett	cubierto	fedett	ADJ;FEM;PL;V.PTCP	
cubiertas	lefedett	cubierto	lefed	ADJ;FEM;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
cubiertas	fedezett	cubierto	fedezett	ADJ;FEM;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
cubiertas	borított	cubierto	borít	ADJ;FEM;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
cubiertas	borító	cubierto	borító	ADJ;FEM;PL;V.PTCP	N;NOM;SG
cubiertas	takaró	cubierto	takaró	ADJ;FEM;PL;V.PTCP	N;NOM;SG
cubiertas	fedélzet	cubierto	fedélzet	ADJ;FEM;PL;V.PTCP	N;NOM;SG
existió	léteztek	existir	létezik	V;IND;SG;3;PST;FIN	V;INDF;IND;PL;3;PST;FIN;ACT
abu	abu	abu	abu	N;MASC;SG	
bola	ball	bola	ball	N;FEM;SG	
lázaro	lázár	lázaro	lázár	N;MASC;SG	
wolf	farkas	wolf	farkas	N	
wolf	wolf	wolf	wolf	N	
certificado	hitelesített	certificado	hitelesít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
certificado	minősített	certificado	minősít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
certificado	tanúsított	certificado	tanúsított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
certificado	igazolt	certificado	igazolt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
certificado	tanúsítványok	certificado	tanúsítvány	ADJ;MASC;SG;V.PTCP	N;NOM;PL
certificado	igazolás	certificado	igazolás	ADJ;MASC;SG;V.PTCP	N;NOM;SG
certificado	tanúsítvány	certificado	tanúsítvány	ADJ;MASC;SG;V.PTCP	N;NOM;SG
certificado	tanúsítványt	certificado	tanúsítvány	ADJ;MASC;SG;V.PTCP	N;ACC;SG
certificado	bizonyítvány	certificado	bizonyítvány	ADJ;MASC;SG;V.PTCP	N;NOM;SG
rita	rita	rita	rita	N;FEM;SG	
escándalo	botrányos	escándalo	botrányos	N;MASC;SG	ADJ;NOM;SG
escándalo	botrányok	escándalo	botrány	N;MASC;SG	N;NOM;PL
tanque	tank	tanque	tank	N;MASC;SG	
sólido	tömör	sólido	tömör	ADJ;MASC;SG	
sólido	szilárd	sólido	szilárd	ADJ;MASC;SG	
kiev	kijevi	kiev	kijevi	PROPN	
serpiente	snake	serpiente	snake	N;FEM;SG	
testigos	szemtanú	testigo	szemtanú	N;MASC;PL	N;NOM;SG
testigos	tanú	testigo	tanú	N;MASC;PL	N;NOM;SG
códigos	kód	código	kód	N;MASC;PL	N;NOM;SG
prevención	megelőző	prevención	megelőző	N;FEM;SG	ADJ;NOM;SG
prevención	megelőzési	prevención	megelőzési	N;FEM;SG	ADJ;NOM;SG
descubierta	felfedezte	descubrir	felfedez	ADJ;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
descubierta	felfedezett	descubrir	felfedezett	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
descubierta	foltos	descubrir	foltos	ADJ;FEM;SG;V.PTCP	N;NOM;SG
solares	napenergia	solar	napenergia	N;MASC;PL	N;NOM;SG
progresivo	haladó	progresivo	haladó	ADJ;MASC;SG	
progresivo	progresszív	progresivo	progresszív	ADJ;MASC;SG	
estudia	vizsgálat	estudiar	vizsgálat	V;IND;SG;3;PRS;FIN	N;NOM;SG
estudia	tanulmányok	estudiar	tanulmány	V;IND;SG;3;PRS;FIN	N;NOM;PL
estudia	tanulás	estudiar	tanulás	V;IND;SG;3;PRS;FIN	N;NOM;SG
estudia	tanulmány	estudiar	tanulmány	V;IND;SG;3;PRS;FIN	N;NOM;SG
paloma	galamb	paloma	galamb	N;FEM;SG	
paloma	galamb	paloma	galamb	N;FEM;SG	
atractivo	vonzerejét	atractivo	vonzere	ADJ;MASC;SG	N;ACC;SG
atractivo	vonzalom	atractivo	vonzalom	ADJ;MASC;SG	N;NOM;SG
atractivo	fellebbezési	atractivo	fellebbezési	ADJ;MASC;SG	N;NOM;SG
atractivo	fellebbezés	atractivo	fellebbezés	ADJ;MASC;SG	N;NOM;SG
atractivo	ellenvetés	atractivo	ellenvetés	ADJ;MASC;SG	
volar	repülés	volar	repülés	V;NFIN	N;NOM;SG
volar	repülés	volar	repülés	V;NFIN	N;NOM;SG
volar	repülő	volar	repülő	V;NFIN	
recta	egyenesen	recta	egyenesen	N;FEM;SG	
recta	egyenes	recta	egyenes	N;FEM;SG	
entregado	szállított	entregado	szállított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
entregado	leszállított	entregado	leszállított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
entregado	leadott	entregado	leadott	ADJ;MASC;SG;V.PTCP	
etiopía	etiópia	etiopía	etiópia	N;FEM;SG	
etiopía	etióp	etiopía	etióp	N;FEM;SG	
dick	fasz	dick	fasz	PROPN	N;NOM;SG
dick	dick	dick	dick	PROPN	
dick	farok	dick	far	PROPN	N;NOM;SG
jefferson	jefferson	jefferson	jeffers	N;MASC;SG	
celeste	celeste	celeste	celes	ADJ;SG	
celeste	mennyei	celeste	mennyei	ADJ;SG	
asientos	ülés	asiento	ülés	N;MASC;PL	N;NOM;SG
dominios	domain	dominio	domain	N;MASC;PL	
dominios	tartomány	dominio	tartomány	N;MASC;PL	N;NOM;SG
falsa	hamis	falso	hamis	ADJ;FEM;SG	
falsa	hamisítvány	falso	hamisítvány	ADJ;FEM;SG	N;NOM;SG
falsa	mű	falso	mű	ADJ;FEM;SG	N;NOM;SG
falsa	kamu	falso	kamu	ADJ;FEM;SG	
falsa	hamis	falso	hamis	ADJ;FEM;SG	
tribunales	bíróság	tribunal	bíróság	N;MASC;PL	N;NOM;SG
tribunales	udvar	tribunal	udvar	N;MASC;PL	N;NOM;SG
tribunales	court	tribunal	cour	N;MASC;PL	
tribunales	számvevőszék	tribunal	számvevőszék	N;MASC;PL	N;NOM;SG
bond	bond	bond	bond	N;SG	
cerdo	sertés	cerdo	sertés	N;MASC;SG	
cerdo	disznó	cerdo	disznó	N;MASC;SG	
cerdo	sertés	cerdo	sertés	N;MASC;SG	
cerdo	disznó	cerdo	disznó	N;MASC;SG	
cerdo	sertés	cerdo	sertés	N;MASC;SG	
cerdo	malac	cerdo	malac	N;MASC;SG	
dorsal	háti	dorsal	háti	ADJ;SG	
blood	véres	blood	véres	N	
blood	blood	blood	blood	N	
danés	dán	danés	dán	N;MASC;SG	
danés	dane	danés	dane	N;MASC;SG	
danés	dán	danés	dán	N;MASC;SG	
ring	ring	ring	ring	N;MASC;SG	
ring	gyűrűs	ring	gyűrűs	N;MASC;SG	
fiebre	lázas	fiebre	lázas	N;FEM;SG	
geometría	geometriai	geometría	geometriai	N;FEM;SG	ADJ;NOM;SG
pink	pink	pink	pink	N;SG	
pink	rózsaszín	pink	rózsaszín	N;SG	
pink	rózsaszínű	pink	rózsaszínű	N;SG	
hoteles	szálloda	hotel	szálloda	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
hoteles	hotel	hotel	hotel	N;MASC;PL	
hoteles	szállás	hotel	szállás	N;MASC;PL	N;NOM;SG
blas	bert	bla	bert	PROPN	
blas	blas	bla	blas	PROPN	
bull	bull	bull	bull	N;SG	
ayala	ayala	ayalar	ayala	N;SG	
derrotas	vereség	derrota	vereség	N;FEM;PL	N;NOM;SG
derrotas	legyőzni	derrota	legyőz	N;FEM;PL	V;NFIN;ACT
macizo	tömör	macizo	tömör	N;MASC;SG	
macizo	szilárd	macizo	szilárd	N;MASC;SG	
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	
neil	neil	neil	neil	PROPN	
documentales	dokumentumfilm	documental	dokumentumfilm	N;MASC;PL	N;NOM;SG
libia	líbia	libia	líb	ADJ;FEM;SG	N;NOM;SG
libia	líbia	libia	líb	ADJ;FEM;SG	N;NOM;SG
collins	collins	collin	collins	N;MASC;SG	
silvia	sylvia	silvia	sylvia	N;FEM;SG	
silvia	sylvie	silvia	sylvie	N;FEM;SG	
inmaculada	hibátlan	inmaculado	hibátlan	ADJ;FEM;SG;V.PTCP	
inmaculada	makulátlan	inmaculado	makulátlan	ADJ;FEM;SG;V.PTCP	N;NOM;SG
conjuntamente	közösen	conjuntamente	közös	ADV	ADJ;FRML;SG
potente	erőteljes	potente	erőteljes	ADJ;SG	
potente	erős	potente	erős	ADJ;SG	
determinados	bizonyos	determinado	bizonyos	ADJ;MASC;PL;V.PTCP	
emi	emi	emi	emi	PROPN	
normandía	normandie	normandía	normandie	N;FEM;SG	
temporalmente	ideiglenesen	temporalmente	ideiglenes	ADV	ADJ;FRML;SG
temporalmente	átmenetileg	temporalmente	átmeneti	ADV	ADJ;FRML;SG
temporalmente	ideiglenesen	temporalmente	ideiglenes	ADV	ADJ;FRML;SG
temporalmente	ideiglenes	temporalmente	ideiglenes	ADV	ADJ;NOM;SG
temporalmente	átmeneti	temporalmente	átmeneti	ADV	
divina	isteni	divino	isteni	ADJ;FEM;SG	
ilustres	jeles	ilustre	jeles	N;PL	
acusaciones	vádemelés	acusación	vádemelés	N;FEM;PL	N;NOM;SG
acusaciones	vád	acusación	vád	N;FEM;PL	
acusaciones	vádemelés	acusación	vádemelés	N;FEM;PL	N;NOM;SG
sudoeste	délnyugat	sudoeste	délnyug	N;MASC;SG	
sudoeste	délnyugat	sudoeste	délnyug	N;MASC;SG	
prieto	prieto	prieto	prieto	N;MASC;SG	
oso	bear	oso	bear	N;MASC;SG	
cruzada	keresztes	cruzado	keresztes	ADJ;FEM;SG;V.PTCP	
cruzada	hadjárat	cruzado	hadjárat	ADJ;FEM;SG;V.PTCP	N;NOM;SG
teruel	teruel	teruel	teruel	N;FEM;SG	
nat	nat	nat	nat	N	
mostrado	megjelenített	mostrar	megjelenített	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
camp	camp	camp	camp	N;MASC;SG	
levante	levant	levantar	levan	N;SG	
levante	levante	levantar	levan	N;SG	
reunir	gyülekező	reunir	gyülekező	V;NFIN	N;NOM;SG
reunir	gyülekező	reunir	gyülekező	V;NFIN	N;NOM;SG
mirada	tekintet	mirada	tekint	N;FEM;SG	
mirada	nézd	mirada	nézd	N;FEM;SG	V;DEF;IMP;PL;3;PRS;FIN;ACT
sri	srí	sri	srí	N;SG	
poblados	falvak	poblado	falu	ADJ;MASC;PL;V.PTCP	N;NOM;PL
plumas	toll	pluma	toll	N;FEM;PL	N;NOM;SG
plumas	toll	pluma	toll	N;FEM;PL	N;NOM;SG
consideración	figyelembe	consideración	figyel	N;FEM;SG	
cerrar	szoros	cerrar	szoros	V;NFIN	
cerrar	közel	cerrar	közel	V;NFIN	
cerrar	bezárása	cerrar	bezárás	V;NFIN	N;NOM;SG
cerrar	közeli	cerrar	közeli	V;NFIN	
cerrar	záró	cerrar	záró	V;NFIN	N;NOM;SG
cerrar	zárás	cerrar	zárás	V;NFIN	N;NOM;SG
molino	mill	molino	mill	N;MASC;SG	
tronco	log	tronco	log	N;MASC;SG	
cuarteto	kvartett	cuarteto	kvartett	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
nativo	bennszülött	nativo	bennszülött	ADJ;MASC;SG	
nativo	őslakos	nativo	őslakos	ADJ;MASC;SG	
nativo	őshonos	nativo	őshonos	ADJ;MASC;SG	
nativo	bennszülöttek	nativo	bennszülött	ADJ;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
cook	cook	cook	cook	PROPN	
cook	főzni	cook	főz	PROPN	V;NFIN;ACT
cook	főz	cook	főz	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
cook	szakács	cook	szakács	PROPN	N;NOM;SG
cook	főzés	cook	főzés	PROPN	N;NOM;SG
eeuu	usa	eeuu	usa	PROPN	
marquesa	márkiné	marquesa	márkiné	N;FEM;SG	
reducida	csökkent	reducido	csökken	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
reducida	csökkentett	reducido	csökkent	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
escribiendo	írással	escribir	írás	V;V.MSDR	N;INS;SG
escribiendo	írás	escribir	írás	V;V.MSDR	N;NOM;SG
escribiendo	írása	escribir	írás	V;V.MSDR	N;NOM;SG
dedos	ujj	dedo	ujj	N;MASC;PL	N;NOM;SG
dedos	uj	dedo	uj	N;MASC;PL	
denis	denis	denis	denis	PROPN	
anunciado	bejelentette	anunciado	be+jelent	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
anunciado	bejelentett	anunciado	bejelent	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
anunciado	meghirdetett	anunciado	meghirdetett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
anunciado	hirdetett	anunciado	hirdet	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
anunciado	meghirdetett	anunciado	meghirdetett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
mató	megölt	matar	megölt	V;IND;SG;3;PST;FIN	
vitoria	vitoria	vitoria	vitoria	N;MASC;SG	
estonia	észt	estonia	ész	N;FEM;SG	
bacterias	baktérium	bacteria	baktérium	N;FEM;PL	N;NOM;SG
ortodoxa	ortodox	ortodoxo	ortodox	ADJ;FEM;SG	N;NOM;SG
extendido	meghosszabbított	extendido	meghosszabbított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
extendido	kiterjesztett	extendido	kiterjesztett	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
extendido	kibővített	extendido	kibővít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ilegal	jogellenes	ilegal	jogellenes	ADJ;SG	
ilegal	illegális	ilegal	illegális	ADJ;SG	
ilegal	jogellenes	ilegal	jogellenes	ADJ;SG	
ilegal	törvénytelen	ilegal	törvénytelen	ADJ;SG	
apóstol	apostol	apóstol	apos	N;MASC;SG	
ejecutado	kivégezték	ejecutado	ki+végez	ADJ;MASC;SG;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
escocés	skót	escocés	skó	N;MASC;SG	
escocés	skótok	escocés	skót	N;MASC;SG	N;NOM;PL
escocés	scotch	escocés	scotch	N;MASC;SG	
escocés	skót	escocés	skó	N;MASC;SG	
crecer	növekvő	crecer	növekvő	V;NFIN	ADJ;NOM;SG
luchas	harcol	lucha	harcol	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
luchas	küzd	lucha	küzd	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
helena	helena	heleno	helena	N;FEM;SG	
trasera	hátsó	trasero	hátsó	ADJ;FEM;SG	
conducido	hajtott	conducir	hajt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
conducido	vezérelt	conducir	vezérel	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gabriela	gabriela	gabriela	gabriela	N;FEM;SG	
radios	rádió	radio	rádió	N;FEM;PL	N;NOM;SG
radios	rádiós	radio	rádiós	N;FEM;PL	
radios	radio	radio	radio	N;FEM;PL	
miércoles	szerda	miércoles	szerda	N	
terrorismo	terroristák	terrorismo	terrorista	N;MASC;SG	N;NOM;PL
linares	linares	linar	linares	N;MASC;PL	
side	oldalra	sedir	oldal		N;ON+ALL;SG
side	oldalam	sedir	oldal		N;NOM;SG
poderosa	erőteljes	poderoso	erőteljes	ADJ;FEM;SG	
poderosa	erős	poderoso	erős	ADJ;FEM;SG	
precipitaciones	csapadék	precipitación	csapadék	N;FEM;PL	N;NOM;SG
precipitaciones	csapadék	precipitación	csapadék	N;FEM;PL	N;NOM;SG
capturar	elfogni	capturar	elfog	V;NFIN	
marcada	jelölt	marcado	jelöl	ADJ;FEM;SG;V.PTCP	
marcada	megjelöltek	marcado	meg+jelöl	ADJ;FEM;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
marcada	megjelölt	marcado	megjelölt	ADJ;FEM;SG;V.PTCP	
marcada	megjelölve	marcado	megjelölve	ADJ;FEM;SG;V.PTCP	ADV;V.CVB
sobrevivir	túlélés	sobrevivir	túlélés	V;NFIN	N;NOM;SG
sobrevivir	túlélő	sobrevivir	túlélő	V;NFIN	ADJ;NOM;SG
sobrevivir	túlélés	sobrevivir	túlélés	V;NFIN	N;NOM;SG
escasos	gyér	escaso	gyér	PRO;MASC;PL	
adolescentes	tinédzser	adolescente	tinédzser	N;PL	N;NOM;SG
adolescentes	tini	adolescente	tini	N;PL	N;NOM;SG
adolescentes	tinédzser	adolescente	tinédzser	N;PL	N;NOM;SG
adolescentes	tizenéves	adolescente	tizenéves	N;PL	N;NOM;SG
adolescentes	tini	adolescente	tini	N;PL	N;NOM;SG
adolescentes	kamasz	adolescente	kamasz	N;PL	
adolescentes	serdülő	adolescente	serdülő	N;PL	N;NOM;SG
adolescentes	kamasz	adolescente	kamasz	N;PL	
adolescentes	tizenéves	adolescente	tizenéves	N;PL	N;NOM;SG
confirmado	megerősített	confirmado	meg+erősít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
confirmado	megerősítve	confirmado	megerősítve	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
confirmado	megerősítette	confirmado	meg+erősít	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
confirmado	igazolt	confirmado	igazolt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
habituales	megrögzött	habitual	megrögzött	ADJ;PL	
habituales	szokásos	habitual	szokásos	ADJ;PL	ADJ;NOM;SG
brooklyn	brooklynban	brookly	brooklyn	N;MASC;SG	PROPN;IN+ESS;SG
brooklyn	brooklyni	brookly	brookly	N;MASC;SG	
impedir	megelőzése	impedir	megelőzés	V;NFIN	N;NOM;SG
gard	gard	gard	gard	N;MASC;SG	PROPN;NOM;SG
evans	evans	evan	evans	PROPN	
accesible	érhető	accesible	érhető	ADJ;SG	V;INDF;POT;SG;3;PRS;FIN;ACT
georg	georg	georg	georg	PROPN	
aproximada	hozzávetőleges	aproximado	hozzávetőleges	ADJ;FEM;SG;V.PTCP	N;NOM;SG
certificados	tanúsítványok	certificado	tanúsítvány	ADJ;MASC;PL;V.PTCP	N;NOM;PL
certificados	igazolások	certificado	igazolás	ADJ;MASC;PL;V.PTCP	N;NOM;PL
certificados	bizonyítványok	certificado	bizonyítvány	ADJ;MASC;PL;V.PTCP	N;NOM;PL
certificados	hitelesített	certificado	hitelesít	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
certificados	minősített	certificado	minősít	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
certificados	tanúsított	certificado	tanúsított	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
certificados	igazolt	certificado	igazolt	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
renacentista	reneszánsz	renacentista	reneszánsz	ADJ;SG	N;NOM;SG
adrián	adrian	adrián	adrian	PROPN	
gallo	gallo	gallo	gallo	N;MASC;SG	
ivan	ivan	ivar	ivan	PROPN	PROPN;NOM;SG
ivan	iván	ivar	iván	PROPN	
matthew	matthew	matthew	matthew	PROPN	
matthew	máté	matthew	máté	PROPN	
parlamentarias	parlamenti	parlamentario	parlamenti	ADJ;FEM;PL	ADJ;NOM;SG
salomón	salomon	salomón	salomon	PROPN	
salomón	salamon	salomón	salamon	PROPN	
salomón	solomon	salomón	solom	PROPN	
exportación	exportálni	exportación	exportál	N;FEM;SG	V;NFIN;ACT
colectiva	kollektív	colectivo	kollektív	ADJ;FEM;SG	
susana	susannah	susano	susan	N;FEM;SG	
susana	susana	susano	susana	N;FEM;SG	
susana	suzanne	susano	suzanne	N;FEM;SG	
susana	susanna	susano	susan	N;FEM;SG	
hambre	éhes	hambre	éhes	N;FEM;SG	
residuos	pazarlás	residuo	pazarlás	N;MASC;PL	N;NOM;SG
residuos	hulladék	residuo	hulladék	N;MASC;PL	N;NOM;SG
residuos	hulladék	residuo	hulladék	N;MASC;PL	N;NOM;SG
square	square	square	sóuar	N;MASC;SG	
square	szögletes	square	szögletes	N;MASC;SG	
square	négyzetes	square	négyzetes	N;MASC;SG	ADJ;NOM;SG
square	négyzet	square	négyzet	N;MASC;SG	
leones	oroszlán	león	oroszlán	N;MASC;PL	N;NOM;SG
prohibición	tilalom	prohibición	tilalom	N;FEM;SG	
prohibición	tilalom	prohibición	tilalom	N;FEM;SG	
prohibición	tilalmak	prohibición	tilalom	N;FEM;SG	N;NOM;PL
notablemente	nevezetesen	notablemente	nevezetesen	ADV	
notablemente	észrevehetően	notablemente	észrevehető	ADV	ADJ;FRML;SG
dean	dean	dear	dean	PROPN	
dean	dékán	dear	dékán	PROPN	N;NOM;SG
leonor	eleanor	leonor	eleanor	N;FEM;SG	
leonor	leonor	leonor	leonor	N;FEM;SG	
irregular	egyenetlen	irregular	egyenetlen	ADJ;SG	
irregular	egyenlőtlen	irregular	egyenlőtlen	ADJ;SG	
irregular	szabálytalan	irregular	szabálytalan	ADJ;SG	
irregular	rendhagyó	irregular	rendhagyó	ADJ;SG	
escudos	pajzs	escudo	pajzs	N;MASC;PL	N;NOM;SG
operar	működési	operar	működési	V;NFIN	N;NOM;SG
instalado	telepítve	instalado	telepítve	ADJ;MASC;SG;V.PTCP	N;NOM;SG
instalado	beépített	instalado	beépített	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
instalado	telepített	instalado	telepít	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
famosas	híres	famoso	híres	ADJ;FEM;PL	
famosas	híresség	famoso	híresség	ADJ;FEM;PL	N;NOM;SG
barro	clay	barro	clay	N;MASC;SG	
banca	padon	banca	pad	N;FEM;SG	
únicas	egyedülálló	único	egyedülálló	ADJ;FEM;PL	
únicas	páratlan	único	páratlan	ADJ;FEM;PL	
únicas	egyedi	único	egyedi	ADJ;FEM;PL	
acompañada	kísérte	acompañado	kísér	ADJ;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
riesgos	kockázat	riesgo	kockázat	N;MASC;PL	N;NOM;SG
riesgos	kockázat	riesgo	kockázat	N;MASC;PL	N;NOM;SG
riesgos	kockázatos	riesgo	kockázatos	N;MASC;PL	ADJ;NOM;SG
eco	visszhang	eco	visszhang		N;NOM;SG
acosta	acosta	acostar	acos	N;MASC;SG	
never	sosem	never	sosem	N	
never	soha	never	soha	N	
apellidos	vezetéknév	apellido	vezeték	N;MASC;PL	N;NOM;SG
polaca	lengyel	polaco	lengyel	ADJ;FEM;SG	
comisario	komisszár	comisario	komisszár	N;MASC;SG	
decenas	tízes	decena	tízes	N;FEM;PL	
decenas	tucatnyi	decena	tucatnyi	N;FEM;PL	
campana	csengő	campana	csengő	N;FEM;SG	
campana	bell	campana	bell	N;FEM;SG	
húmedo	nedves	húmedo	nedves	ADJ;MASC;SG	
húmedo	nyirkos	húmedo	nyirkos	ADJ;MASC;SG	
húmedo	párás	húmedo	párás	ADJ;MASC;SG	
húmedo	vizes	húmedo	vizes	ADJ;MASC;SG	
húmedo	nedves	húmedo	nedves	ADJ;MASC;SG	
hospitales	kórházi	hospital	kórházi	N;MASC;PL	
hospitales	kórház	hospital	kórház	N;MASC;PL	N;NOM;SG
leal	hű	leal	hű	ADJ;SG	
leal	hűségesek	leal	hűséges	ADJ;SG	ADJ;NOM;PL
terroristas	terrorista	terrorista	terrorista	N;PL	N;NOM;SG
visuales	vizuális	visual	vizuális	ADJ;PL	N;NOM;SG
guido	guido	guido	guido	PROPN	
comisiones	jutalék	comisión	jutalék	N;FEM;PL	N;NOM;SG
inversiones	beruházás	inversión	beruházás	N;FEM;PL	N;NOM;SG
inversiones	befektetés	inversión	befektetés	N;FEM;PL	N;NOM;SG
inversiones	beruházás	inversión	beruházás	N;FEM;PL	N;NOM;SG
inversiones	befektetés	inversión	befektetés	N;FEM;PL	N;NOM;SG
inversiones	befektetési	inversión	befektetési	N;FEM;PL	ADJ;NOM;SG
lloyd	lloyd	lloyd	lloyd	PROPN	
mercancías	áru	mercancía	áru	N;FEM;PL	N;NOM;SG
mercancías	árucikk	mercancía	árucikk	N;FEM;PL	N;NOM;SG
mercancías	rakomány	mercancía	rakomány	N;FEM;PL	N;NOM;SG
mercancías	árut	mercancía	árut	N;FEM;PL	N;ACC;SG
