newman	نيومان	newman	نِيُومَان	N;INDF;MASC;SG	
ungdommer	الاولاد	ungdom	وَلَد	N;INDF;MASC;PL	N;NOM;DEF;PL
ungdommer	الاطفال	ungdom	طِفل	N;INDF;MASC;PL	N;NOM;DEF;PL
ungdommer	اطفال	ungdom	اطفال	N;INDF;MASC;PL	
overføre	التحويل	overføre	تَحوِيل	V;NFIN	N;NOM;DEF;SG
overføre	النقل	overføre	نَقل	V;NFIN	N;NOM;DEF;SG
overføre	نقل	overføre	نَقل	V;NFIN	N;NOM;INDF;SG
håret	شعر	hår	شعر	N;DEF;NEUT;SG	
vinkel	الزاوية	vinkel	زَاوِيَة	N;INDF;MASC;SG	N;NOM;DEF;SG
bulgarske	البلغارية	bulgarsk	بُلغَارِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
very	جدا	very	جِدّ		N;ACC;INDF;SG
leie	ايجار	lei	إِيجَار	ADJ;PL	N;NOM;INDF;SG
federal	فيدرالي	federal	فِيدِرَالِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
federal	الاتحادية	federal	اِتِّحَادِيّ	N;INDF;MASC;SG	
federal	اتحادية	federal	اِتِّحَادِيَّة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
federal	الاتحادي	federal	اِتِّحَادِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
federal	اتحادي	federal	اِتِّحَادِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
federal	فيدرالية	federal	فِيدِرَالِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
forestilling	الاداء	forestilling	أَدَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
mick	ميك	mick	ميك	N;INDF;SG	
indianere	هنود	indianere	هَند	N;INDF;MASC;SG	N;NOM;INDF;PL
indianere	الهنود	indianere	هِندِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
arkiver	ارشيف	arkiver	ارشيف	N	
arkiver	محفوظات	arkiver	مَحفُوظ	N	ADJ;NOM;INDF;FEM;PL
overordnede	رؤساء	overordned	رَئِيس	ADJ;SG	N;NOM;INDF;PL
overordnede	الرؤساء	overordned	رَئِيس	ADJ;SG	N;NOM;DEF;PL
honduras	هندوراس	hondur	هندوراس	N;INDF;MASC;SG	
henter	الحصول	hente	حُصُول	V;IND;PRS;FIN	N;NOM;DEF;SG
lexikon	l	lexikon	l	N;INDF;MASC;SG	
dynamisk	ديناميكية	dynamisk	دِينَامِيكِيَّة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
dynamisk	الديناميكية	dynamisk	دِينَامِيكِيّ	ADJ;INDF;NEUT;SG	
dynamisk	دينامية	dynamisk	دِينَامِيّ	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
kollega	زميل	kollega	زَمِيل	N;INDF;MASC;SG	
leserne	القراء	lesern	قَارِئ	N;INDF;FEM;SG	N;NOM;DEF;PL
ørkenen	صحراء	ørken	صَحرَاء	N;DEF;MASC;SG	N;NOM;INDF;SG
hovedfag	التخصصات	hovedfag	تَخَصُّص	N;INDF;NEUT;SG	N;NOM;DEF;PL
hovedfag	تخصصات	hovedfag	خَصَّص	N;INDF;NEUT;SG	N;NOM;INDF;PL
besittelse	الحيازة	besittelse	حِيَازَة	N;INDF;MASC;SG	N;NOM;DEF;SG
besittelse	الاستحواذ	besittelse	اِستِحوَاذ	N;INDF;MASC;SG	N;NOM;DEF;SG
guddommelige	الالهي	guddommelig	إِلٰهِيّ	ADJ;PL	
guddommelige	الالهية	guddommelig	أَلهِيّ	ADJ;PL	N;NOM;DEF;SG
spektrum	الطيف	spektrum	طَيف	N;INDF;NEUT;SG	N;NOM;DEF;SG
spektrum	طيف	spektrum	طيف	N;INDF;NEUT;SG	
styring	الحوكمة	styring	حُوكمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
styring	الحكم	styring	حُكم	N;INDF;FEM;SG	N;NOM;DEF;SG
import	الاستيراد	import	اِستِيرَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
import	الواردات	import	وَارِدَات	N;INDF;MASC;SG	N;NOM;DEF;PL
import	الاستيراد	import	اِستِيرَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
trinidad	ترينيداد	trinidad	ترينيداد	N;INDF;MASC;SG	
omstendigheter	الظروف	omstendighet	ظَرف	N;INDF;FEM;PL	N;NOM;DEF;PL
omstendigheter	الظروف	omstendighet	ظَرف	N;INDF;FEM;PL	N;NOM;DEF;PL
skjule	تبي	skjule	بَاك	N;INDF;NEUT;SG	
skjule	اخف	skjule	أَخف	N;INDF;NEUT;SG	
permanente	دائم	permanent	دَائِم	ADJ;PL	ADJ;NOM;INDF;MASC;SG
permanente	الدائم	permanent	دَائِم	ADJ;PL	ADJ;NOM;DEF;MASC;SG
permanente	دائمة	permanent	دَائِم	ADJ;PL	ADJ;NOM;INDF;FEM;SG
permanente	دايم	permanent	دايم	ADJ;PL	
permanente	الدائمة	permanent	دَائِم	ADJ;PL	ADJ;NOM;DEF;FEM;SG
liechtenstein	ليختنشتاين	liechtenstein	ليختنشتاين	N;INDF;MASC;SG	
anatomi	التشريح	anatomi	تَشرِيح	N;INDF;MASC;SG	N;NOM;DEF;SG
jemen	اليمن	jemen	يَمَن	PROPN	N;NOM;DEF;SG
rømte	هربت	rømme	هَرَب	ADJ;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
rømte	هرب	rømme	هَرَب	ADJ;PL;V.PTCP	V;PFV;MASC;SG;3;ACT
regjeringer	الحكومات	regjeringe	حُكُومَة	N;INDF;FEM;PL	N;NOM;DEF;PL
enestående	استثنائية	enestående	اِستِثنَائِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
moralsk	الاخلاقية	moralsk	أَخلَاقِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
jorge	خورخي	jorge	خُورخِيّ	N;INDF;MASC;SG	
fisken	مكه	fisk	مٰكه	N;DEF;MASC;SG	N;NOM;INDF;SG
fisken	سمكة	fisk	سُمكَة	N;DEF;MASC;SG	N;NOM;INDF;SG
fisken	فيش	fisk	فَيشَ	N;DEF;MASC;SG	
fisken	سمك	fisk	سَمَك	N;DEF;MASC;SG	
eksperimenter	التجارب	eksperimenter	تَجرِبَة	N;INDF;FEM;PL	N;NOM;DEF;PL
something	حاجه	something	حَاجَه	N;INDF;FEM;SG	
something	شي	something	شي	N;INDF;FEM;SG	
håndbok	كتيب	håndbok	كَتِيب	N;INDF;MASC;SG	
nassau	ناسو	nassau	ناسو	N;DEF;MASC;SG	
nassau	ناساو	nassau	ناساو	N;DEF;MASC;SG	
motion	الحركة	motion	حَرَكَة	N;INDF;MASC;SG	N;NOM;DEF;SG
kompleks	مجمع	kompleks	مَجمَع	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
manhattan	منهاتن	manhattan	منهاتن	N;INDF;MASC;SG	
manhattan	مانهاتن	manhattan	مانهاتن	N;INDF;MASC;SG	
kopiert	منقول	kopiere	مَنقُول	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
festivaler	المهرجانات	festival	مَهرَجَان	N;INDF;NEUT;SG	N;NOM;DEF;PL
detalj	التفصيل	detalj	تَفصِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
detalj	تفاصيل	detalj	تَفصِيل	N;INDF;MASC;SG	N;NOM;INDF;PL
detalj	التفاصيل	detalj	تَفصِيل	N;INDF;MASC;SG	N;NOM;DEF;PL
danse	قص	danse	قَصّ	V;IMP;NFIN	
danse	الرقص	danse	رَقص	V;IMP;NFIN	N;NOM;DEF;SG
danse	رقص	danse	رَقص	V;IMP;NFIN	N;NOM;INDF;SG
danse	رقصة	danse	رَقصَة	V;IMP;NFIN	N;NOM;INDF;SG
darwin	داروين	darwin	دَارُوين	N;INDF;MASC;SG	
sel	الختم	selje	خِتمَة	V;IND;PRS;FIN	N;NOM;DEF;SG
sel	فقمة	selje	فِقمَة	V;IND;PRS;FIN	
nation	الامة	nation	أُمَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
religionen	ديانة	religion	دِيَانَة	N;DEF;MASC;SG	N;NOM;INDF;SG
won	فاز	won	فَاز	N	V;PFV;MASC;SG;3;ACT
won	وون	won	وون	N	
maximilian	ماكسيميليان	maximilian	ماكسيميليان	N;INDF;MASC;SG	
mistanke	الاشتباه	mistanke	اِشتِبَاه	N;INDF;MASC;SG	N;NOM;DEF;SG
mistanke	المشتبه	mistanke	مُشتَبَه	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
mistanke	مشتبه	mistanke	مُشتَبَه	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
amy	ايمى	amy	ايمى	N;INDF;MASC;SG	
amy	ايمي	amy	ايمي	N;INDF;MASC;SG	
vendt	تواجه	vende	وَاجَه	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;IND;SG;2;FIN;ACT
vendt	يواجه	vende	وَاجَه	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
vendt	مواجهة	vende	مُوَاجَهَة	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
jesse	جيسي	jesse	جيسي	N;INDF;MASC;SG	
terra	تيرا	terre	تيرا	N;INDF;MASC;SG	
dokumentere	الوثيقة	dokumentere	وَثِيقَة	V;NFIN	N;NOM;DEF;SG
dokumentere	وثيقة	dokumentere	وَثِيقَة	V;NFIN	N;NOM;INDF;SG
dokumentere	مستند	dokumentere	مُستَنِد	V;NFIN	N;NOM;INDF;SG
dokumentere	المستند	dokumentere	مُستَنِد	V;NFIN	N;NOM;DEF;SG
stan	ستان	stan	ستان	N;INDF;MASC;SG	
beleiring	الحصار	beleiring	حِصَار	N;INDF;FEM;SG	N;NOM;DEF;SG
indianerne	هنود	indianerne	هَند	N;INDF;MASC;SG	N;NOM;INDF;PL
indianerne	الهنود	indianerne	هِندِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
bild	بيلد	bild	بَيلَد	N;INDF;NEUT;SG	
ram	رام	ram	رَام	N	
ram	كبش	ram	كَبَش	N	
morning	الصباح	morning	صَبَاح	N;INDF;FEM;SG	N;NOM;DEF;SG
morning	صباحك	morning	صباحك	N;INDF;FEM;SG	
prosa	النثر	prosa	نَثر	N;INDF;MASC;SG	N;NOM;DEF;SG
alter	المذبح	alter	مَذبَح	N;INDF;NEUT;SG	N;NOM;DEF;SG
doktoren	طبيب	doktor	طبيب	N;DEF;MASC;SG	N;NOM;INDF;SG
doktoren	دكتور	doktor	دُكتُور	N;DEF;MASC;SG	
doktoren	دكتورة	doktor	دُكتُورَة	N;DEF;MASC;SG	
brunt	اسمر	brun	أَسمَر	ADJ;INDF;NEUT;SG	
brunt	البني	brun	بَنِّيّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
brunt	بنية	brun	بِنيَة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
brunt	براون	brun	براون	ADJ;INDF;NEUT;SG	
kaldt	البرد	kald	بُرد	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
kaldt	بارد	kald	بَارِد	ADJ;INDF;NEUT;SG	
kaldt	الباردة	kald	بَارِد	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
kaldt	برد	kald	برد	ADJ;INDF;NEUT;SG	
foreslå	اقترح	foreslå	اِقتَرَح	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
foreslå	نقترح	foreslå	نقترح	N;INDF;NEUT;SG	V;IPFV;MASC;IND;PL;1;FIN;ACT
seere	المشاهدين	seere	مُشَاهِد	N;INDF;MASC;SG	N;NOM;DEF;PL
leilighet	الشقة	leilighet	شَقَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
jeremy	جيريمي	jeremy	جيريمي	N;INDF;MASC;SG	
jeremy	جيرمي	jeremy	جيرمي	N;INDF;MASC;SG	
away	بعيدا	away	بَعِيد	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
marino	مارينو	marino	مارينو	N;INDF;MASC;SG	
borgerlig	البرجوازية	borgerlig	بَرجَوَازِيّ	N;INDF;MASC;SG	
madame	مدام	madam	مَدَام	N;INDF;MASC;SG	
madame	سيدتي	madam	سيدتي	N;INDF;MASC;SG	
madame	مدام	madam	مَدَام	N;INDF;MASC;SG	
better	احسن	better	احسن	N;INDF;MASC;SG	
better	افضل	better	أَفضَل	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
gravd	حفرت	gravd	حَفَر	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
synd	الشفقة	synd	شَفقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
synd	الخطيئة	synd	خَطِيء	N;INDF;FEM;SG	N;NOM;DEF;SG
skjermen	شاشة	skjerme	شَاشَة	N;DEF;MASC;SG	N;NOM;INDF;SG
une	un	une	مَثّ	N;INDF;MASC;SG	
verde	فيردي	verd	فيردي	N;INDF;NEUT;SG	
namibia	ناميبيا	namibia	نَامِيبِيَا	N;INDF;NEUT;SG	
kjøkken	المطابخ	kjøkken	مُطَابِخ	N;INDF;NEUT;SG	N;NOM;DEF;PL
kjøkken	المطبخ	kjøkken	مُطبِخ	N;INDF;NEUT;SG	N;NOM;DEF;SG
dokumentarfilm	الوثائقي	dokumentarfilm	وَثَائِقِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
dokumentarfilm	وثائقي	dokumentarfilm	وَثَائِقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
respons	الاستجابة	respons	اِستِجَابَة	N;INDF;MASC;SG	N;NOM;DEF;SG
respons	الرد	respons	رَدّ	N;INDF;MASC;SG	N;NOM;DEF;SG
respons	رد	respons	رَدّ	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
respons	الردود	respons	رَدّ	N;INDF;MASC;SG	N;NOM;DEF;PL
respons	الاستجابات	respons	اِستِجَابَة	N;INDF;MASC;SG	N;NOM;DEF;PL
respons	استجابات	respons	اِستِجَابَة	N;INDF;MASC;SG	N;NOM;INDF;PL
respons	ردود	respons	رَدّ	N;INDF;MASC;SG	N;NOM;INDF;PL
bulletin	النشرة	bulletin	نَشرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
nyttige	المفيد	nyttig	مُفِيد	ADJ;PL	
nyttige	مفيدة	nyttig	مُفِيد	ADJ;PL	ADJ;NOM;INDF;FEM;SG
nyttige	مفيد	nyttig	مفيد	ADJ;PL	ADJ;NOM;INDF;MASC;SG
nyttige	مفيدة	nyttig	مُفِيد	ADJ;PL	ADJ;NOM;INDF;FEM;SG
nyttige	مفيد	nyttig	مفيد	ADJ;PL	ADJ;NOM;INDF;MASC;SG
vega	فيغا	vege	فِيغَا	N;DEF;NEUT;PL	
vega	فيجا	vege	فَيج	N;DEF;NEUT;PL	
sida	صفحة	side	صَفحَة	N;DEF;FEM;SG	N;NOM;INDF;SG
sida	جانب	side	جَانِب	N;DEF;FEM;SG	N;NOM;INDF;SG
sida	جنب	side	جَنب	N;DEF;FEM;SG	
målinger	القياسات	måling	قِيَاسَة	N;INDF;FEM;PL	N;NOM;DEF;PL
målinger	المقاييس	måling	مِقيَاس	N;INDF;FEM;PL	N;NOM;DEF;PL
samtale	المحادثة	samtale	مُحَادَثَة	N;INDF;FEM;SG	N;NOM;DEF;SG
melodier	الالحان	melodie	إِلحَان	N;INDF;NEUT;SG	N;NOM;DEF;PL
melodier	الحان	melodie	حَان	N;INDF;NEUT;SG	
trykte	مطبوعة	trykkje	مَطبُوع	ADJ;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
trykte	مطبوع	trykkje	مُطبَو	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
fragmenter	الشظايا	fragmenter	شَظِيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
tips	نصائح	tips	نَصِيحَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
tips	النصائح	tips	نَصِيحَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
tips	تيب	tips	تيب	N;INDF;NEUT;SG	
reading	القراءة	reading	قِرَاءَة	N;INDF;FEM;SG	N;NOM;DEF;SG
reading	يقرا	reading	قَرَا	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
reading	اقرا	reading	أَقَرّ	N;INDF;FEM;SG	
foretrakk	فضل	foretrakk	فضل	N;INDF;NEUT;SG	
foretrakk	مفضلة	foretrakk	مُفضَلّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
foretrakk	مفضل	foretrakk	مُفَضِّل	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
foretrakk	المفضل	foretrakk	مُفَضِّل	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
charter	الميثاق	charter	مِيثَاق	N;INDF;NEUT;SG	N;NOM;DEF;SG
sorg	الحزن	sorg	حُزن	N;INDF;FEM;SG	N;NOM;DEF;SG
sorg	الحزن	sorg	حُزن	N;INDF;FEM;SG	N;NOM;DEF;SG
sorg	حزن	sorg	حُزن	N;INDF;FEM;SG	
sorg	الحزن	sorg	حُزن	N;INDF;FEM;SG	N;NOM;DEF;SG
sorg	الحداد	sorg	حِدَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
sorg	حداد	sorg	حداد	N;INDF;FEM;SG	
emigrerte	هاجر	emigrere	هاجر	V;IND;PST;FIN	
forskrift	المرسوم	forskrift	مَرسُوم	N;INDF;FEM;SG	N;NOM;DEF;SG
gerald	جيرالد	gerald	جِيرَالد	N;INDF;MASC;SG	
flo	فلو	flo	فِلو	PROPN	
vulkansk	البركانية	vulkansk	بُركَانِيّ	ADJ;INDF;SG	
guillaume	غيوم	guillaume	غِيَوم	N;INDF;MASC;SG	
virgin	بتول	virgin	بَتُول	N;INDF;NEUT;SG	
virgin	العذراء	virgin	عَذرَاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
evil	شر	evil	شَرّ	N	
bukt	الخليج	bukt	خَلِيج	N;INDF;FEM;SG	N;NOM;DEF;SG
bukt	الخليج	bukt	خَلِيج	N;INDF;FEM;SG	N;NOM;DEF;SG
bukt	باي	bukt	باي	N;INDF;FEM;SG	
forventes	المتوقع	forventas	مُتَوَقَّع	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
forventes	متوقع	forventas	مُتَوَقَّع	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
forventes	المتوقعة	forventas	مُتَوَقَّع	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
forventes	المنتظر	forventas	مُنتَظَر	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
rart	غربة	rar	غُربَة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
rart	غريب	rar	غريب	ADJ;INDF;NEUT;SG	
philips	فيليبس	philips	فِيلِيبس	N;INDF;MASC;SG	
jevn	ثابت	jevn	ثابت	N;INDF;MASC;SG	
jevn	ثابتة	jevn	ثَابِت	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
why	ليش	why	لَيش	N	
why	لماذا	why	لِمَاذَا	N	DET
why	لما	why	لَمَّا	N	
future	المستقبل	future	مُستَقبَل	N;INDF;MASC;SG	N;NOM;DEF;SG
tenkning	افكر	tenkning	افكر	N;INDF;FEM;SG	
tenkning	التفكير	tenkning	تَفكِير	N;INDF;FEM;SG	N;NOM;DEF;SG
tenkning	تفكر	tenkning	فَكَّر	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
gjengen	عصابة	gjeng	عِصَابَة	N;DEF;MASC;SG	N;NOM;INDF;SG
parallell	مواز	parallell	مَازّ	ADJ;INDF;SG	N;NOM;INDF;SG
parallell	بالتوازي	parallell	بالتوازي	ADJ;INDF;SG	N;NOM;DEF;SG
parallell	الموازي	parallell	مَوزِي	ADJ;INDF;SG	N;NOM;DEF;SG
chester	تشيستر	chester	تشِيستَر	N;INDF;FEM;SG	
reykjavík	ريكيافيك	reykjavík	ريكيافيك	N;INDF;MASC;SG	
reykjavík	ريكيافيك	reykjavík	ريكيافيك	N;INDF;MASC;SG	
innvendig	داخل	innvendig	دَاخِلَ	ADJ;INDF;NEUT;SG	ADP;ACC
innvendig	للداخل	innvendig	لِ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
innvendig	بالداخل	innvendig	بِ	ADJ;INDF;NEUT;SG	N;GEN;DEF;SG
innvendig	الداخل	innvendig	دَاخِل	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
body	جسد	body	جَسَد	N	
give	اعطي	give	أَعطَى	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
furu	الصنوبر	furu	صُنُوبِر	N;INDF;MASC;SG	N;NOM;DEF;SG
furu	باين	furu	بَايِن	N;INDF;MASC;SG	
forberedt	استعداد	forberedt	اِستِعدَاد	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
interwiki	interwi	interwiki	interwi	N;INDF;MASC;SG	
giles	جيلز	giles	جيلز	N;INDF;MASC;SG	
symbolsk	رمزي	symbolsk	رَمزِيّ	ADJ;INDF;SG	
gregory	جريجوري	gregory	جريجوري	N;INDF;MASC;SG	
gregory	غريغوري	gregory	غريغوري	N;INDF;MASC;SG	
zambia	زامبيا	zambia	زَامبِيَا	N;INDF;NEUT;SG	
utfordret	تحدى	utfordre	تَحَدِّي	N;INDF;NEUT;SG	
kunstverk	الفني	kunstverk	فَنِّيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
burke	بيرك	burke	بِيرك	N;INDF;MASC;SG	
burke	بورك	burke	بُورك	N;INDF;MASC;SG	
bibelske	التوراتي	bibelsk	تُورَاتِيّ	ADJ;PL	
blake	بليك	blake	بليك	N;INDF;NEUT;SG	
blake	بلايك	blake	بِلَايك	N;INDF;NEUT;SG	
guttene	اولاد	gutt	اولاد	N;DEF;FEM;PL	
guttene	ولاد	gutt	وَلَد	N;DEF;FEM;PL	
guttene	فتيان	gutt	فتيان	N;DEF;FEM;PL	N;NOM;INDF;PL
rockefeller	روكفلر	rockefeller	رُوكفِلر	N;INDF;FEM;PL	
slave	العبد	slave	العبد	N;INDF;FEM;SG	N;NOM;DEF;SG
slave	عبد	slave	عبد	N;INDF;FEM;SG	
slave	عبدة	slave	عبدة	N;INDF;FEM;SG	
productions	للانتاج	productions	للانتاج	N;INDF;NEUT;SG	N;NOM;DEF;SG
tilsyn	الاشراف	tilsyn	إِشرَاف	N;INDF;NEUT;SG	N;NOM;DEF;SG
tilsyn	اشراف	tilsyn	اشراف	N;INDF;NEUT;SG	
thai	تايلند	thai	تايلند	N	
thai	تايلاند	thai	تَايلَاند	N	
thai	التايلندية	thai	تَايلَندِيّ	N	
thai	التايلاندية	thai	تَايلَاندِيّ	N	ADJ;NOM;DEF;FEM;SG
martha	مارثا	martha	مَارِث	N;INDF;FEM;SG	
michelle	ميشيل	michelle	ميشيل	N;INDF;FEM;SG	
granitt	الجرانيت	grani	جرَانِيت	ADJ;INDF;SG	N;NOM;DEF;SG
building	البناء	building	بِنَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
building	المبنى	building	مَبنَى	N;INDF;FEM;SG	N;NOM;DEF;SG
building	البناية	building	بِنَايَة	N;INDF;FEM;SG	N;NOM;DEF;SG
brooks	بروكس	brooks	بروكس	N;INDF;MASC;SG	
carol	كارول	carol	كارول	N;INDF;MASC;SG	
crystal	كريستال	crystal	كرِيستَال	N;INDF;MASC;SG	
crystal	الكريستال	crystal	كُرَيستَال	N;INDF;MASC;SG	N;NOM;DEF;SG
hindi	هندية	hindi	هِندِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
hindi	هندي	hindi	هِندِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
hindi	الهندية	hindi	الهندية	N;INDF;NEUT;SG	
shorts	شورت	short	شورت	N;INDF;MASC;SG	
wells	ويلز	wells	ويلز	PROPN	
wells	ابار	wells	أَبَار	PROPN	
wells	الابار	wells	بِئر	PROPN	N;NOM;DEF;PL
språklige	لغوي	språklig	لغوي	ADJ;PL	N;NOM;INDF;SG
språklige	لغوية	språklig	لَغوِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
språklige	لغويا	språklig	لَغوَى	ADJ;PL	N;NOM;INDF;SG
blokk	بلوك	blokk	بَلوَك	N;INDF;FEM;SG	
overkant	فائض	overkant	فَائِض	ADV	N;NOM;INDF;SG
overkant	الفائض	overkant	فَائِض	ADV	N;NOM;DEF;SG
skottlands	اسكتلندا	skottlands	إِسكُتلَندَا	N;INDF;MASC;SG	
husket	تذكرت	husk	تَذَكَّر	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
emily	اميلي	emily	أَمِيلِيّ	N;INDF;MASC;SG	
emily	ايميلي	emily	أَيمِيلِي	N;INDF;MASC;SG	
naken	عراة	naken	عِرَاة	ADJ;INDF;SG	N;NOM;INDF;PL
åbo	توركو	åbo	توركو	PROPN	
benz	بنز	benze	بَنز	N;INDF;MASC;SG	
grekere	اليونانيون	grekere	يُونَانِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;PL
varighet	المدة	varighet	مُدَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
arven	تراث	arv	تُرَاث	N;DEF;MASC;SG	N;NOM;INDF;SG
arven	ارث	arv	أَرث	N;DEF;MASC;SG	
arven	ارث	arv	أَرث	N;DEF;MASC;SG	
arven	ميراث	arv	مِيرَاث	N;DEF;MASC;SG	N;NOM;INDF;SG
aaron	هارون	aaron	هارون	N;INDF;MASC;SG	
aaron	ارون	aaron	أَرُون	N;INDF;MASC;SG	
aaron	ايرون	aaron	إِيرُون	N;INDF;MASC;SG	
pleier	عادة	pleie	عَادَة	V;IND;PRS;FIN	N;ACC;INDF;SG
eyes	اعين	eyks	أَعَان	N	
eyes	عيون	eyks	عَيُّون	N	
eyes	العيون	eyks	العيون	N	
eyes	عين	eyks	عين	N	
fremgang	التقدم	fremgang	تَقَدُّم	N;INDF;MASC;SG	N;NOM;DEF;SG
cardiff	كارديف	cardiff	كارديف	PROPN	
utfyllende	شاملة	utfyllende	شَامِل	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
utfyllende	شامل	utfyllende	شَامِل	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
irakiske	عراقية	irakisk	عِرَاقِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
irakiske	العراقية	irakisk	عِرَاقِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
irakiske	عراقي	irakisk	عِرَاقِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
irakiske	العراقي	irakisk	عِرَاقِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
wind	ريح	wind	ريح	N	
willie	ويلي	willie	ويلي	N;INDF;MASC;SG	
adresser	العناوين	adresse	عُنوَان	N;INDF;FEM;PL	N;NOM;DEF;PL
catholic	كاثوليكية	catholic	كَاثُولِيكِيّ	N	
catholic	كاثوليكي	catholic	كاثوليكي	N	
pablo	بابلو	pablo	بابلو	N;INDF;MASC;SG	
nathan	ناثان	nathan	نَاثَّان	N;INDF;MASC;SG	
rettssak	المحاكمات	rettssak	مُحَاكَمَة	N;INDF;FEM;SG	N;NOM;DEF;PL
rettssak	المحاكمة	rettssak	مُحَاكَمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
objektet	جسم	objekt	جَسم	N;DEF;NEUT;SG	N;NOM;INDF;SG
objektet	كائن	objekt	كَائِن	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
