יובנטוס	juventus	יובנטוס	juventus	PROPN	N;MASC;SG
מוקדש	dedicados	הוקדש	dedicar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
לאונרדו	leonardo	לאונרדו	leonardo	PROPN	N;MASC;SG
בועז	boaz	בועז	boaz	PROPN	PROPN;MASC;SG
הזמנה	reservas	הזמנה	reserva	N;FEM;SG	N;FEM;PL
הזמנה	convide	הזמנה	convidir	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
הזמנה	convidar	הזמנה	convidar	N;FEM;SG	V;NFIN
הזמנה	convida	הזמנה	convida	N;FEM;SG	V;IND;SG;3;PRS;FIN
הזמנה	encomendar	הזמנה	encomendar	N;FEM;SG	V;NFIN
מחברות	cadernos	מחברה	caderno		N;MASC;PL
תורתו	ensinamentos	תורתו	ensinamento		N;MASC;PL
העיקרון	princípio	העיקרון	princípio	PROPN	N;MASC;SG
העיקרון	principio	העיקרון	principio	PROPN	N;MASC;SG
נחמיה	neemias	נחמייה	neemia	PROPN	N;MASC;PL
פיסול	esculturas	פיסול	escultura	N;MASC;SG	N;FEM;PL
נתפסו	apanhada	נתפס	apanhar	V;PL;3;PST;MID	V;FEM;SG;V.PTCP
נתפסו	pego	נתפס	pegar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נתפסו	apanhado	נתפס	apanhar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נתפסו	capturado	נתפס	capturar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נתפסו	capturada	נתפס	capturar	V;PL;3;PST;MID	V;FEM;SG;V.PTCP
מבטיח	promete	הבטיח	prometer	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מבטיח	promessa	הבטיח	promessa	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מבטיח	prometa	הבטיח	prometer	V;MASC;SG;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
מבטיח	promissor	הבטיח	promissor	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מבטיח	promissora	הבטיח	promissor	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
אבירי	galante	אבירי	galante	PROPN	N;MASC;SG
הרייך	reich	הרייך	reich	PROPN	N;MASC;SG
קברים	graves	קבר	grave	N;MASC;PL	ADJ;MASC;PL
קברים	covas	קבר	covo	N;MASC;PL	N;MASC;SG
שהו	sho	שהו	sho	PROPN	N;MASC;SG
הכה	atingido	הכה	atingir	PROPN	V;MASC;SG;V.PTCP
הכה	bate	הכה	bater	PROPN	V;IND;SG;3;PRS;FIN
הכה	hit	הכה	hit	PROPN	N;MASC;SG
הכה	bater	הכה	bater	PROPN	V;NFIN
הכה	bateu	הכה	bater	PROPN	V;IND;SG;3;PST;FIN
דמוקרטי	democrático	דמוקרטי	democrático	N;MASC;SG	ADJ;MASC;SG
דמוקרטי	democratas	דמוקרטי	democrata	N;MASC;SG	N;MASC;PL
מתחרים	concorrentes	התחרה	concorrente	V;MASC;PL;V.PTCP	N;MASC;PL
מתחרים	competidores	התחרה	competidor	V;MASC;PL;V.PTCP	N;MASC;PL
מתחרים	concorrentes	התחרה	concorrente	V;MASC;PL;V.PTCP	N;MASC;PL
מתחרים	competidores	התחרה	competidor	V;MASC;PL;V.PTCP	N;MASC;PL
אסד	assad	אסאד	assado	PROPN	N;MASC;SG
אסד	asad	אסאד	asad	PROPN	N;MASC;SG
ליברמן	lieberman	ליברמן	lieberman	PROPN	N;MASC;SG
ספציפיים	específica	ספציפיים	específico	ADJ;MASC;PL	ADJ;FEM;SG
ספציפיים	especifico	ספציפיים	especifico	ADJ;MASC;PL	N;MASC;SG
ספציפיים	específico	ספציפיים	específico	ADJ;MASC;PL	ADJ;MASC;SG
חוקיים	jurídica	חוקי	jurídico	ADJ;MASC;PL	N;FEM;SG
חוקיים	jurídico	חוקי	jurídico	ADJ;MASC;PL	ADJ;MASC;SG
חוקיים	legal	חוקי	legal	ADJ;MASC;PL	ADJ;MASC;SG
האנס	hans	האנס	haver	PROPN	N;MASC;SG
הבלקן	bálcãs	הבלקן	bálcã	PROPN	N;MASC;PL
הבלקן	balcãs	הבלקן	balcã	PROPN	N;MASC;PL
כומר	reverendo	כומר	reverendo	PROPN	N;MASC;SG
כומר	priest	כומר	priest	PROPN	N;MASC;SG
כומר	padre	כומר	padre	PROPN	N;MASC;SG
כומר	sacerdote	כומר	sacerdote	PROPN	N;MASC;SG
קומית	cómico	קומי	cómico	ADV	ADJ;MASC;SG
קומית	cômico	קומי	cômico	ADV	ADJ;MASC;SG
ערפאת	arafat	ערפאת	arafat	PROPN	N;MASC;SG
ביו	bio	ביו	bio		N;MASC;SG
ביו	biografia	ביו	biografia		N;FEM;SG
הוותיקן	vaticano	הוותיקן	vaticano	PROPN	N;MASC;SG
נמשכת	atraídas	נמשך	atrair	V;FEM;SG;V.PTCP;MID	V;FEM;PL;V.PTCP
נמשכת	atraiu	נמשך	atrair	V;FEM;SG;V.PTCP;MID	V;IND;SG;3;PST;FIN
נמשכת	atraídos	נמשך	atrair	V;FEM;SG;V.PTCP;MID	V;MASC;PL;V.PTCP
גרינברג	greenberg	גרינברג	greenberg	PROPN	N;MASC;SG
צלילים	soa	צליל	soar	N;MASC;PL	V;IND;SG;3;PRS;FIN
היופי	beleza	היופי	beleza	PROPN	N;FEM;SG
מורי	maury	מורי	maury		N;MASC;SG
מורי	mori	מורי	mori		N;MASC;SG
מורי	murray	מורי	murray		N;MASC;SG
פלילי	criminoso	פלילי	criminoso	ADJ;MASC;SG	N;MASC;SG
פלילי	criminal	פלילי	criminal	ADJ;MASC;SG	N;MASC;SG
פלילי	criminosa	פלילי	criminoso	ADJ;MASC;SG	N;FEM;SG
פלילי	penal	פלילי	penal	ADJ;MASC;SG	N;MASC;SG
קומה	andar	קומה	andar	N;FEM;SG	V;NFIN
לייק	lago	לייק	lago	PROPN	N;MASC;SG
המסמך	documentar	המסמך	documentar	PROPN	V;NFIN
המסמך	documento	המסמך	documento	PROPN	N;MASC;SG
בדיעבד	retrospectiva	בדיעבד	retrospectiva	ADV	N;FEM;SG
שותפה	associada	שותף	associar	N;FEM;SG	V;FEM;SG;V.PTCP
שותפה	associado	שותף	associar	N;FEM;SG	V;MASC;SG;V.PTCP
שותפה	associados	שותף	associado	N;FEM;SG	V;MASC;PL;V.PTCP
שותפה	associar	שותף	associar	N;FEM;SG	V;NFIN
במימון	financiados	במימון	financiar	PROPN	V;MASC;PL;V.PTCP
במימון	financiado	במימון	financiar	PROPN	V;MASC;SG;V.PTCP
במימון	financiada	במימון	financiar	PROPN	V;FEM;SG;V.PTCP
נסיגה	recuar	נסיגה	recuar	N;FEM;SG	V;NFIN
נסיגה	retirar	נסיגה	retirar	N;FEM;SG	V;NFIN
פר	per	פר	per		N;MASC;SG
רפורמה	reformar	רפורמה	reformar	N;FEM;SG	V;NFIN
רפורמה	reformas	רפורמה	reforma	N;FEM;SG	N;FEM;PL
הומו	homo	הומה	homo		N;MASC;SG
הומו	gays	הומה	gay		N;MASC;PL
הומו	gay	הומה	gay		N;MASC;SG
הומו	homossexual	הומה	homossexual		ADJ;MASC;SG
מעשים	deeds	מעשה	deeds	N;MASC;PL	N;MASC;SG
אובייקט	objectos	אובייקט	objecto	N;MASC;SG	N;MASC;PL
אובייקט	objetos	אובייקט	objeto	N;MASC;SG	N;MASC;PL
ביג	big	ביג	big		N;MASC;SG
ביג	grande	ביג	grande		ADJ;MASC;SG
ביג	grandes	ביג	grande		N;MASC;PL
גלן	glen	גלן	glen	PROPN	N;MASC;SG
גלן	glenn	גלן	glenn	PROPN	N;MASC;SG
הארט	hart	הארט	hart	PROPN	N;MASC;SG
צנחנים	paraquedistas	צנחן	paraquedista	PROPN	N;MASC;PL
תורמים	dadores	תרם	dador	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
תורמים	doadores	תרם	doador	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
תורמים	contribuintes	תרם	contribuinte	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
תורמים	colaboradores	תרם	colaborador	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
עוקב	seguintes	עקב	seguinte	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
עוקב	segue	עקב	seguir	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
עוקב	seguidor	עקב	seguidor	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
עוקב	rastreamento	עקב	rastreamento	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
עוקב	seguimento	עקב	seguimento	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
עוקב	acompanhamento	עקב	acompanhamento	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחווה	tributos	מחווה	tributo	N;FEM;SG	N;MASC;PL
מחווה	gestos	מחווה	gesto	N;FEM;SG	N;MASC;PL
מושפע	influenciou	הושפע	influenciar	V;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
מושפע	influenciados	הושפע	influenciar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מושפע	afetadas	הושפע	afetar	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
מושפע	afectados	הושפע	afectar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מושפע	afetados	הושפע	afetar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
פיק	foto	פיק	foto	PROPN	N;FEM;SG
פיק	pic	פיק	pic	PROPN	N;MASC;SG
מוצאת	achados	מצא	achado	V;FEM;SG;V.PTCP	N;MASC;PL
גלילי	cilíndrica	גלילי	cilíndrico	PROPN	N;FEM;SG
לאונרד	léonard	לאונרד	léonard	PROPN	N;MASC;SG
לאונרד	leonardo	לאונרד	leonardo	PROPN	N;MASC;SG
לאונרד	leonard	לאונרד	leonard	PROPN	N;MASC;SG
מסורתיים	tradicional	מסורתי	tradicional	ADJ;MASC;PL	ADJ;MASC;SG
מלאך	anjinho	מלאך	anjinho	PROPN	N;MASC;SG
מלאך	ángel	מלאך	ángel	PROPN	N;MASC;SG
מלאך	anjo	מלאך	anjo	PROPN	N;MASC;SG
מלאך	angel	מלאך	angel	PROPN	N;MASC;SG
צוואר	pescoço	צוואר	pescoço	PROPN	N;MASC;SG
צוואר	pescoços	צוואר	pescoço	PROPN	N;MASC;PL
רול	rola	רול	rola	PROPN	N;FEM;SG
רול	rolar	רול	rolar	PROPN	V;NFIN
רול	role	רול	role	PROPN	N;MASC;SG
רול	roll	רול	roll	PROPN	N;MASC;SG
רול	rolo	רול	rolo	PROPN	N;MASC;SG
חשף	descobertos	חשף	descobrir	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
חשף	revelados	חשף	revelar	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
חשף	reveladas	חשף	revelar	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
מיטשל	mitchell	מיטשל	mitchell	PROPN	N;MASC;SG
מיטשל	mitchel	מיטשל	mitchel	PROPN	N;MASC;SG
מיטשל	mitchel	מיטשל	mitchel	PROPN	N;MASC;SG
מייצגים	representem	ייצג	representar	V;MASC;PL;V.PTCP;ACT	V;SBJV;PL;3;PRS;FIN
מייצגים	represente	ייצג	represente	V;MASC;PL;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
מייצגים	representam	ייצג	representar	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
הארבעים	forties	הארבעים	forties	PROPN	N;MASC;SG
קולומבוס	columbus	קולומבוס	columbua	PROPN	N;MASC;SG
קולומבוס	colombo	קולומבוס	colombo	PROPN	N;MASC;SG
אמינות	confiáveis	אמינות	confiável	N;FEM;SG	ADJ;MASC;PL
אמינות	confiável	אמינות	confiável	N;FEM;SG	ADJ;MASC;SG
אמינות	fiáveis	אמינות	fiável	N;FEM;SG	ADJ;MASC;PL
אמינות	confiável	אמינות	confiável	N;FEM;SG	ADJ;MASC;SG
אמינות	confiáveis	אמינות	confiável	N;FEM;SG	ADJ;MASC;PL
אמינות	fiável	אמינות	fiável	N;FEM;SG	ADJ;MASC;SG
קדושה	sagrado	קדוש	sagrado	PROPN	N;MASC;SG
קדושה	sagrados	קדוש	sagrado	PROPN	N;MASC;PL
קדושה	sagrada	קדוש	sagrada	PROPN	N;FEM;SG
קדושה	santo	קדוש	santo	PROPN	N;MASC;SG
קדושה	santo	קדוש	santo	PROPN	N;MASC;SG
קדושה	saint	קדוש	saint	PROPN	N;MASC;SG
קדושה	santa	קדוש	santo	PROPN	N;FEM;SG
קדושה	santidade	קדוש	santidade	PROPN	N;FEM;SG
המלאכה	workshop	המלאכה	workshop	PROPN	N;MASC;SG
המלאכה	oficina	המלאכה	oficina	PROPN	N;FEM;SG
המלאכה	ateliê	המלאכה	ateliê	PROPN	N;MASC;SG
נעורים	juventude	נעורים	juventude	N;MASC;PL	N;FEM;SG
מניחים	assumam	הניח	assumir	V;MASC;PL;V.PTCP;ACT	V;SBJV;PL;3;PRS;FIN
מניחים	assuma	הניח	assumir	V;MASC;PL;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
לאופולד	leopold	לאופולד	leopolder	PROPN	N;MASC;SG
לאופולד	leopoldo	לאופולד	leopolder	PROPN	N;MASC;SG
ולטר	walther	ולטר	walther	PROPN	N;MASC;SG
ולטר	walter	ולטר	walter	PROPN	N;MASC;SG
השחר	dawn	השחר	dawn		N;MASC;SG
השחר	alvorada	השחר	alvorada		V;FEM;SG;V.PTCP
השחר	madrugada	השחר	madrugada		N;FEM;SG
השחר	amanhecer	השחר	amanhecer		N;MASC;SG
ליב	liv	ליב	liv	PROPN	N;FEM;SG
ליב	lib	ליב	lib	PROPN	N;MASC;SG
השקעה	investindo	השקעה	investir	N;FEM;SG	V;V.MSDR
השקעה	investir	השקעה	investir	N;FEM;SG	V;NFIN
השקעה	investimentos	השקעה	investimento	N;FEM;SG	N;MASC;PL
יוטיוב	youtube	יוטיוב	youtube	PROPN	N;MASC;SG
אבירים	knights	אבירים	knights	N;MASC;PL	N;MASC;SG
בבלי	babilônica	בבלי	babilônico	PROPN	N;FEM;SG
בבלי	babilônia	בבלי	babilônia	PROPN	N;FEM;SG
ממונה	superior	מונה	alto	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
ממונה	superiores	מונה	alto	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
פורה	produtivas	פורה	produtivo		N;FEM;PL
פורה	produtiva	פורה	produtivo		ADJ;FEM;SG
פורה	produtivo	פורה	produtivo		ADJ;MASC;SG
פורה	produtivos	פורה	produtivo		ADJ;MASC;PL
פורה	fértil	פורה	fértil		ADJ;MASC;SG
פורה	férteis	פורה	fértel		N;MASC;PL
פורה	prolífico	פורה	prolífico		ADJ;MASC;SG
פורה	frutífera	פורה	frutífera		ADJ;FEM;SG
פורה	frutuosa	פורה	frutuoso		ADJ;FEM;SG
פטרוס	pedro	פטרוס	pedro	PROPN	N;MASC;SG
פטרוס	peter	פטרוס	peter	PROPN	N;MASC;SG
הווה	presentes	הווה	presente	PROPN	ADJ;MASC;PL
הווה	presente	הווה	presente	PROPN	ADJ;MASC;SG
תעודה	certificado	תעודה	certificar	N;FEM;SG	V;MASC;SG;V.PTCP
גולדמן	goldman	גולדמן	goldman	PROPN	N;MASC;SG
אוריאל	uriel	אוריאל	uriel	PROPN	N;MASC;SG
המלווה	companheiro	המלווה	companheiro	PROPN	N;MASC;SG
המלווה	companheira	המלווה	companheiro	PROPN	N;FEM;SG
טורקית	turcos	תורכי	turco	PROPN	N;MASC;PL
טורקית	turco	תורכי	turco	PROPN	N;MASC;SG
טורקית	turca	תורכי	turco	PROPN	N;FEM;SG
טורקית	turcas	תורכי	turco	PROPN	N;FEM;PL
ירה	shot	ירה	shot	V;MASC;SG;3;PST;ACT	N;MASC;SG
ירה	tiro	ירה	tiro	V;MASC;SG;3;PST;ACT	N;MASC;SG
ירה	despedida	ירה	despedida	V;MASC;SG;3;PST;ACT	N;FEM;SG
גרפי	gráfica	גרף	gráfico	PROPN	N;FEM;SG
גרפי	gráfico	גרף	gráfico	PROPN	N;MASC;SG
גרפי	gráficos	גרף	gráfico	PROPN	N;MASC;PL
גולדה	golda	גולדה	golda	PROPN	N;FEM;SG
גולדה	golde	גולדה	golde	PROPN	N;MASC;SG
החופים	praia	החוף	praia	N;MASC;PL	N;FEM;SG
חוש	sentidos	חוש	sentido	PROPN	N;MASC;PL
חוש	sentido	חוש	sentido	PROPN	N;MASC;SG
חוש	senso	חוש	senso	PROPN	N;MASC;SG
איירון	ferro	איירון	ferro	PROPN	N;MASC;SG
ראשוניים	primos	None	primo	ADJ;MASC;PL	N;MASC;PL
ראשוניים	primes	None	prime	ADJ;MASC;PL	N;MASC;PL
אנונימי	anónimo	אנונימי	anónimo	ADV	N;MASC;SG
דרווין	darwin	דרווין	darwin	PROPN	N;MASC;SG
שרירים	músculo	שריר	músculo	N;MASC;PL	N;MASC;SG
שרירים	muscular	שריר	muscular	N;MASC;PL	N;MASC;SG
טובי	toby	טוב	toby	PROPN	N;MASC;SG
מוג	moog	מוג	moog		N;MASC;SG
גבעות	hills	גבעות	hills	N;FEM;PL	N;MASC;SG
היידן	hayden	היידן	hayden	PROPN	N;MASC;SG
היידן	haydn	היידן	haydn	PROPN	N;MASC;SG
כתום	orange	כתום	orange		N;MASC;SG
כתום	laranja	כתום	laranja		N;FEM;SG
הלוואי	wish	הלוואי	wish		N;MASC;SG
הלוואי	deseje	הלוואי	desejar		V;SBJV;SG;3;PRS;FIN
הלוואי	desejo	הלוואי	desejo		N;MASC;SG
הלוואי	desejar	הלוואי	desejar		V;NFIN
פלוס	plus	None	plus		N;MASC;SG
האירוויזיון	eurovisão	האירוויזיון	eurovisão	PROPN	N;FEM;SG
דודה	titia	דוד	ter		N;FEM;SG
דודה	tia	דוד	tia		N;FEM;SG
דודה	tia	דוד	tia		N;FEM;SG
דודה	tia	דוד	tia		N;FEM;SG
בלוג	blog	בלוג	blog		N;MASC;SG
בלוג	blogue	בלוג	blogue		N;MASC;SG
השלם	completa	השלם	completo		ADJ;FEM;SG
השלם	completos	השלם	completo		ADJ;MASC;PL
השלם	complete	השלם	completer		V;SBJV;SG;3;PRS;FIN
השלם	completo	השלם	completo		N;MASC;SG
להפיץ	propagação	הפיץ	propagação	V;NFIN;ACT	N;FEM;SG
קה	becca	קה	becca	PROPN	N;FEM;SG
מחליטה	decide	החליט	decidir	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
ולנסיה	valencia	ולנסיה	valencia	PROPN	N;FEM;SG
ולנסיה	valência	ולנסיה	valência	PROPN	N;FEM;SG
ניגריה	nigéria	ניגריה	nigéria	PROPN	N;FEM;SG
טורקי	torquay	תורכי	torquay	PROPN	N;MASC;SG
טורקי	turcos	תורכי	turco	PROPN	N;MASC;PL
טורקי	turco	תורכי	turco	PROPN	N;MASC;SG
טורקי	turca	תורכי	turco	PROPN	N;FEM;SG
טורקי	turcas	תורכי	turco	PROPN	N;FEM;PL
ייל	yale	ייל	yale	PROPN	N;MASC;SG
פלישה	invasões	פלישה	invasão	N;FEM;SG	N;FEM;PL
פתאום	subitamente	פתאום	subitamente		ADV
טרנר	turner	טרנר	turner	PROPN	N;MASC;SG
נלחמו	lutado	נלחם	lutar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נלחמו	lutei	נלחם	lutei	V;PL;3;PST;MID	V;IND;SG;1;PST;FIN
נלחמו	lutou	נלחם	lutar	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
שקול	prudente	שקול	prudente	ADJ;MASC;SG	N;MASC;SG
שקול	prudentes	שקול	prudente	ADJ;MASC;SG	N;MASC;PL
שקול	considerem	שקול	considerar	ADJ;MASC;SG	V;SBJV;PL;3;PRS;FIN
שקול	considerar	שקול	considerar	ADJ;MASC;SG	V;NFIN
שקול	considere	שקול	considerar	ADJ;MASC;SG	V;SBJV;SG;3;PRS;FIN
שקול	considera	שקול	considerar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
דוחה	bruta	דחה	bruto	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
דוחה	nojento	דחה	nojento	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
דוחה	gross	דחה	gross	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
דוחה	brutos	דחה	bruto	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
דוחה	bruto	דחה	bruto	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מימוש	redimir	מימוש	redimir	N;MASC;SG	V;NFIN
מימוש	resgatar	מימוש	resgatar	N;MASC;SG	V;NFIN
ברברוסה	barbarossa	ברברוסה	barbarosso	PROPN	N;MASC;SG
האורך	comprimento	האורך	comprimento	PROPN	N;MASC;SG
מרפא	curandeiro	מרפא	curandeiro	PROPN	N;MASC;SG
מרפא	curador	מרפא	curador	PROPN	N;MASC;SG
מרפא	cure	מרפא	curar	PROPN	N;FEM;SG
מרפא	curar	מרפא	curar	PROPN	V;NFIN
מרפא	cura	מרפא	cura	PROPN	N;FEM;SG
השיח	discurso	השיח	discurso		N;MASC;SG
נייד	móveis	נייד	móvel	N;MASC;SG	N;MASC;PL
נייד	portáteis	נייד	portátel	N;MASC;SG	N;MASC;PL
לרבנות	ordenação	לרבנות	ordenação		N;FEM;SG
קשורות	relacionada	קשר	relacionar	V;FEM;PL;V.PTCP;ACT	V;FEM;SG;V.PTCP
קשורות	relacionado	קשר	relacionar	V;FEM;PL;V.PTCP;ACT	V;MASC;SG;V.PTCP
חשבונות	contabilidade	חשבון	contabilidade	N;MASC;PL	N;FEM;SG
איימי	amy	איימי	amy	PROPN	N;FEM;SG
נרכש	adquiridos	נרכש	adquirir	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נרכש	adquiridas	נרכש	adquirir	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
נרכש	comprados	נרכש	comprar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נבון	inteligentes	נבון	inteligente	PROPN	ADJ;MASC;PL
נבון	inteligente	נבון	inteligente	PROPN	ADJ;MASC;SG
נבון	sábia	נבון	sábio	PROPN	ADJ;FEM;SG
נבון	sábios	נבון	sábio	PROPN	N;MASC;PL
נבון	wise	נבון	wise	PROPN	N;MASC;SG
נבון	sábias	נבון	sábio	PROPN	N;FEM;PL
נבון	sábio	נבון	sábio	PROPN	N;MASC;SG
ונצואלה	venezuelana	ונצואלה	venezuelano	PROPN	ADJ;FEM;SG
ונצואלה	venezuelano	ונצואלה	venezuelano	PROPN	N;MASC;SG
ונצואלה	venezuela	ונצואלה	venezuela	PROPN	N;FEM;SG
תפילות	oração	תפילות	oração	N;FEM;PL	N;FEM;SG
אמנויות	arts	אמנות	art	N;FEM;PL	N;MASC;SG
טכניים	técnicos	טכני	técnico	ADJ;MASC;PL	N;MASC;PL
טכניים	técnico	טכני	técnico	ADJ;MASC;PL	N;MASC;SG
טכניים	técnica	טכני	técnica	ADJ;MASC;PL	N;FEM;SG
שומרים	guardas	שמר	guarda	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
שומרים	guardiões	שמר	guardião	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
שומרים	guardiães	שמר	guardião	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
שומרים	tutores	שמר	tutor	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
הרקולס	hercules	הרקולס	hercule	PROPN	N;MASC;SG
הרקולס	hércules	הרקולס	hércules	PROPN	N;MASC;SG
שמורות	reservada	שמורה	reservar	N;FEM;PL	V;FEM;SG;V.PTCP
שמורות	reservadas	שמורה	reservar	N;FEM;PL	V;FEM;PL;V.PTCP
שמורות	reservados	שמורה	reservar	N;FEM;PL	V;MASC;PL;V.PTCP
שמורות	reservado	שמורה	reservar	N;FEM;PL	V;MASC;SG;V.PTCP
פלסטיק	plásticas	פלסטיק	plástico	PROPN	N;FEM;PL
פלסטיק	plástico	פלסטיק	plástico	PROPN	N;MASC;SG
פלסטיק	plásticos	פלסטיק	plástico	PROPN	N;MASC;PL
פלסטיק	plásticos	פלסטיק	plástico	PROPN	N;MASC;PL
פלסטיק	plástico	פלסטיק	plástico	PROPN	N;MASC;SG
צמצום	redutores	צמצום	redutor	N;MASC;SG	N;MASC;PL
צמצום	reduzir	צמצום	reduzir	N;MASC;SG	V;NFIN
צמצום	reduzindo	צמצום	reduzir	N;MASC;SG	V;V.MSDR
צמצום	estreita	צמצום	estreito	N;MASC;SG	ADJ;FEM;SG
צמצום	estreitas	צמצום	estreito	N;MASC;SG	N;FEM;PL
מנור	manor	מנור	grande	PROPN	N;MASC;SG
מנור	mansão	מנור	mansão	PROPN	N;FEM;SG
בטח	claro	בטח	claro		ADV
קלט	input	קלט	input		N;MASC;SG
קלט	entrada	קלט	entrada		N;FEM;SG
חינם	livre	חינם	livre	PROPN	ADJ;MASC;SG
חינם	grátis	חינם	grátis	PROPN	N;MASC;SG
חינם	free	חינם	free	PROPN	N;MASC;SG
חינם	gratuito	חינם	gratuito	PROPN	ADJ;MASC;SG
ריגול	espiar	ריגול	espiar	N;MASC;SG	V;NFIN
ריגול	espionando	ריגול	espionar	N;MASC;SG	V;V.MSDR
עשן	fumar	עשן	fumar	N;MASC;SG	V;NFIN
עשן	fumos	עשן	ser	N;MASC;SG	N;MASC;PL
עשן	fuma	עשן	fumar	N;MASC;SG	V;IND;SG;3;PRS;FIN
מקסים	encantador	מקסים	encantador	PROPN	ADJ;MASC;SG
מקסים	encantadora	מקסים	encantador	PROPN	ADJ;FEM;SG
מקסים	adorável	מקסים	adorável	PROPN	ADJ;MASC;SG
מקסים	adoráveis	מקסים	adorável	PROPN	ADJ;MASC;PL
מקסים	adorável	מקסים	adorável	PROPN	ADJ;MASC;SG
מקסים	maxim	מקסים	maxim	PROPN	N;MASC;SG
מקסים	encantador	מקסים	encantador	PROPN	ADJ;MASC;SG
מקסים	charmoso	מקסים	charmoso	PROPN	ADJ;MASC;SG
מקסים	encantadora	מקסים	encantador	PROPN	ADJ;FEM;SG
מקסים	charmosa	מקסים	charmoso	PROPN	ADJ;FEM;SG
מקסים	charming	מקסים	charming	PROPN	N;MASC;SG
קסטיליה	castela	קסטיליה	castela	PROPN	N;FEM;SG
רעות	ruim	רעות	ruim	PROPN	ADJ;MASC;SG
רעות	bad	רעות	bad	PROPN	N;MASC;SG
רעות	mau	רעות	mau	PROPN	ADJ;MASC;SG
רעות	má	רעות	má	PROPN	ADJ;FEM;SG
החלפה	alternar	החלפה	alternar	N;FEM;SG	V;NFIN
החלפה	troque	החלפה	trocar	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
החלפה	trocar	החלפה	trocar	N;FEM;SG	V;NFIN
החלפה	trocar	החלפה	trocar	N;FEM;SG	V;NFIN
חזן	cantor	חזן	cantor	PROPN	N;MASC;SG
חזן	hazan	חזן	hazan	PROPN	N;FEM;SG
העקרונות	princípios	העקרונות	princípio	PROPN	N;MASC;PL
העקרונות	principios	העקרונות	principio	PROPN	N;MASC;PL
מינימלי	mínimos	מינימלי	mínimo	N;MASC;SG	N;MASC;PL
בודדות	solitária	בודד	solitário	ADJ;FEM;PL	ADJ;FEM;SG
בודדות	solidão	בודד	solidão	ADJ;FEM;PL	N;FEM;SG
בודדות	solitário	בודד	solitário	ADJ;FEM;PL	ADJ;MASC;SG
אונו	ono	און	ono	PROPN	N;MASC;SG
אונו	uno	און	uno	PROPN	N;MASC;SG
מוכנה	preparados	מוכן	preparar	ADJ;FEM;SG	V;MASC;PL;V.PTCP
