偵查	prieskumné	偵查	prieskumný	N	ADJ;NOM;NEUT;SG
拖延	meškanie	拖延	meškanie	V	N;NOM;NEUT;SG
拖延	oneskorenie	拖延	oneskorenie	V	N;NOM;NEUT;SG
拖延	zdržanie	拖延	zdržanie	V	N;NOM;NEUT;SG
拖延	meškanie	拖延	meškanie	V	N;NOM;NEUT;SG
拖延	omeškania	拖延	omeškanie	V	N;NOM;NEUT;PL
拖延	meškania	拖延	meškanie	V	N;NOM;NEUT;PL
拖延	oneskorenie	拖延	oneskorenie	V	N;NOM;NEUT;SG
拖延	oneskorenia	拖延	oneskorenie	V	N;NOM;NEUT;PL
伴隨	sprievodné	伴隨	sprievodný	V	ADJ;NOM;NEUT;SG
伴隨	sprievodný	伴隨	sprievodný	V	ADJ;ANIM;NOM;MASC;SG
安息	orp	安息	orp	PROPN	N;NOM;FEM;SG
安息	rip	安息	rip	PROPN	N;INAN;NOM;MASC;SG
預留	rezervované	預留	rezervovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
預留	vyhradené	預留	vyhradený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
預留	vyhradená	預留	vyhradený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
執照	licenčné	執照	licenčný	N	ADJ;NOM;NEUT;SG
煩惱	nahnevaný	煩惱	nahnevaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
煩惱	naštvaný	煩惱	naštvaný	N	ADJ;ANIM;NOM;MASC;SG
煩惱	nahnevaná	煩惱	nahnevaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
鮑威爾	powell	鮑威爾	pohell	PROPN	PROPN;ANIM;NOM;MASC;SG
混合	zmesi	混合	zmesiť	V	N;NOM;FEM;PL
混合	zmes	混合	zmes	V	N;NOM;FEM;SG
混合	zmesi	混合	zmesiť	V	N;NOM;FEM;PL
混合	zmesí	混合	zmesiť	V	N;GEN;FEM;PL
粉紅	pink	粉紅	pink	N	PROPN;ANIM;NOM;MASC;SG
粉紅	ružové	粉紅	ružový	N	ADJ;NOM;NEUT;SG
粉紅	ružový	粉紅	ružový	N	ADJ;ANIM;NOM;MASC;SG
粉紅	ružová	粉紅	ružový	N	ADJ;NOM;FEM;SG
脆	krehké	脆	krehký	N	ADJ;NOM;NEUT;SG
脆	krehká	脆	krehký	N	ADJ;NOM;FEM;SG
脆	krehký	脆	krehký	N	ADJ;ANIM;NOM;MASC;SG
脆	zraniteľných	脆	zraniteľný	N	ADJ;GEN;MASC;PL
脆	zraniteľné	脆	zraniteľný	N	ADJ;NOM;NEUT;SG
脆	zraniteľná	脆	zraniteľný	N	ADJ;NOM;FEM;SG
脆	zraniteľný	脆	zraniteľný	N	ADJ;ANIM;NOM;MASC;SG
定制	prispôsobenie	定制	prispôsobenie	V	N;NOM;NEUT;SG
定制	prispôsobené	定制	prispôsobený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
定制	prispôsobená	定制	prispôsobený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
定制	upravené	定制	upravený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
定制	upravený	定制	upravený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
定制	vlastný	定制	vlastný	V	ADJ;ANIM;NOM;MASC;SG
定制	vlastná	定制	vlastný	V	ADJ;NOM;FEM;SG
定制	vlastné	定制	vlastný	V	ADJ;NOM;NEUT;SG
火花	sparks	火花	sparks	N	PROPN;ANIM;NOM;MASC;SG
協和	concord	協和	concord	PROPN	PROPN;ANIM;NOM;MASC;SG
伸展	natiahnuť	伸展	natiahnuť	N	V;PFV;POS;NFIN
餐	jedálenský	餐	jedálenský	N	ADJ;ANIM;NOM;MASC;SG
亞馬遜	amazon	亞馬遜	amazon	PROPN	N;INAN;NOM;MASC;SG
微	slabý	微	slabý	N	ADJ;ANIM;NOM;MASC;SG
休假	dovolenka	休假	dovolenka	V	N;NOM;FEM;SG
海牙	haagu	海牙	haaga	PROPN	N;INAN;GEN;MASC;SG
領導	vodca	領導	vodca	V	N;ANIM;NOM;MASC;SG
領導	leader	領導	leader	V	PROPN;ANIM;NOM;MASC;SG
領導	líder	領導	líder	V	N;ANIM;NOM;MASC;SG
領導	predstavitelia	領導	predstaviteľ	V	N;ANIM;NOM;MASC;PL
領導	lídri	領導	lídri	V	N;ANIM;NOM;MASC;PL
領導	vodcovia	領導	vodca	V	N;ANIM;NOM;MASC;PL
領導	vodcov	領導	vodca	V	N;ANIM;ACC;MASC;PL
言	slov	言	slovo	V	N;GEN;NEUT;PL
言	slová	言	slovo	V	N;NOM;NEUT;PL
拆解	demontáž	拆解	demontáž	V	N;NOM;FEM;SG
容忍	tolerancia	容忍	tolerancia	V	N;NOM;FEM;SG
容忍	toleranciu	容忍	tolerancia	V	N;ACC;FEM;SG
容忍	tolerancie	容忍	tolerancia	V	N;NOM;FEM;PL
四	kvarteto	四	kvartet	NUM	N;INAN;NOM;MASC;SG
偏好	uprednostňovať	偏好	uprednostňovať	N	V;IPFV;POS;NFIN
偏好	prednostne	偏好	prednostne	N	ADV
偏好	uprednostňujú	偏好	uprednostňovať	N	V;IPFV;IND;PL;3;POS;PRS;FIN
偏好	radšej	偏好	rád	N	ADJ;ANIM;NOM;CMPR;MASC;SG
偏好	uprednostňuje	偏好	uprednostňovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
利潤	profit	利潤	profit		N;INAN;NOM;MASC;SG
利潤	zisku	利潤	ziska		N;INAN;GEN;MASC;SG
利潤	zisk	利潤	zisk		N;INAN;NOM;MASC;SG
利潤	rentabilita	利潤	rentabilita		N;NOM;FEM;SG
利潤	zisky	利潤	ziska		N;INAN;NOM;MASC;PL
切換	prepínač	切換	prepínač	V	N;INAN;NOM;MASC;SG
切換	spínač	切換	spínač	V	N;INAN;NOM;MASC;SG
琮	cong	琮	cong	PROPN	PROPN;ANIM;NOM;MASC;SG
奔	chode	奔	choda	V	N;INAN;NOM;MASC;SG
奔	beh	奔	beh	V	N;INAN;NOM;MASC;SG
震驚	šokujúce	震驚	šokujúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
震驚	šokovaný	震驚	šokovaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
震驚	šokovaná	震驚	šokovaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
協作	spolupracujú	協作	spolupracovať	N	V;IPFV;IND;PL;3;POS;PRS;FIN
協作	spolupracovali	協作	spolupracovať	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
協作	spolupracovať	協作	spolupracovať	N	V;IPFV;POS;NFIN
協作	spolupracuje	協作	spolupracovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
代理	proxy	代理	prox	V	N;INAN;NOM;MASC;SG
代理	činidlá	代理	činidlo	V	N;NOM;NEUT;PL
代理	agentov	代理	agent	V	N;ANIM;ACC;MASC;PL
代理	zástupcovia	代理	zástupca	V	N;ANIM;NOM;MASC;PL
代理	agenti	代理	agent	V	N;ANIM;NOM;MASC;PL
代理	proxy	代理	prox	V	N;INAN;NOM;MASC;SG
代理	agentka	代理	agentka	V	N;NOM;FEM;SG
代理	agenta	代理	agenta	V	N;ANIM;ACC;MASC;SG
代理	agent	代理	agent	V	N;ANIM;NOM;MASC;SG
材質	materiálne	材質	materiálne	N	ADJ;NOM;NEUT;SG
呂宋	luzon	呂宋	luzon	PROPN	N;NOM;MASC;SG
美味	chutná	美味	chutný	N	ADJ;NOM;FEM;SG
美味	chutné	美味	chutný	N	ADJ;NOM;NEUT;SG
美味	chutný	美味	chutný	N	ADJ;INAN;NOM;MASC;SG
美味	vynikajúca	美味	vynikajúci	N	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
美味	chutné	美味	chutný	N	ADJ;NOM;NEUT;SG
美味	vynikajúce	美味	vynikajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
口袋	vreckové	口袋	vreckový	N	ADJ;NOM;NEUT;SG
蜜蜂	včelí	蜜蜂	včelí	N	ADJ;INAN;NOM;MASC;SG
蜜蜂	bee	蜜蜂	bee	N	PROPN;ANIM;NOM;MASC;SG
吸入	nádych	吸入	nádych	V	N;INAN;NOM;MASC;SG
安第斯	andes	安第斯	andes	PROPN	N;INAN;NOM;MASC;SG
茉莉	molly	茉莉	molly	PROPN	PROPN;NOM;FEM;SG
包機	prenajaté	包機	prenajatý	N	ADJ;NOM;NEUT;SG
注意	pozor	注意	pozor	V	INTJ
注意	pozornosť	注意	pozornosť	V	N;NOM;FEM;SG
狐狸	fox	狐狸	fox	N	PROPN;ANIM;NOM;MASC;SG
站立	státie	站立	státiť	V	N;NOM;NEUT;SG
站立	stáleho	站立	stály	V	ADJ;GEN;NEUT;SG
鼓吹	advokát	鼓吹	advokát	V	N;ANIM;NOM;MASC;SG
鼓吹	advokáta	鼓吹	advokát	V	N;ANIM;ACC;MASC;SG
印度	indočíne	印度	indočín	PROPN	N;DAT;FEM;SG
同化	asimilácie	同化	asimilácia	V	N;NOM;FEM;PL
對峙	konfrontáciu	對峙	konfrontácia	V	N;ACC;FEM;SG
孵化	inkubácie	孵化	inkubácia	V	N;NOM;FEM;PL
孵化	vyliahnuté	孵化	vyliahnutý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
孵化	liahne	孵化	liahnuť	V	N;NOM;FEM;PL
孵化	poklop	孵化	poklop	V	N;INAN;NOM;MASC;SG
大連	dalian	大連	dalian	PROPN	N;ANIM;NOM;MASC;SG
忠誠	lojálny	忠誠	lojálny	N	ADJ;ANIM;NOM;MASC;SG
忠誠	verný	忠誠	verný	N	ADJ;ANIM;NOM;MASC;SG
忠誠	verná	忠誠	verný	N	ADJ;NOM;FEM;SG
忠誠	verní	忠誠	verný	N	ADJ;ANIM;NOM;MASC;PL
忠誠	verný	忠誠	verný	N	ADJ;ANIM;NOM;MASC;SG
忠誠	verná	忠誠	verný	N	ADJ;NOM;FEM;SG
忠誠	verní	忠誠	verný	N	ADJ;ANIM;NOM;MASC;PL
休士頓	houston	休士頓	houston	PROPN	PROPN;ANIM;NOM;MASC;SG
供電	elektrina	供電	elektrina	V	N;NOM;FEM;SG
四	končatiny	四	končatina	NUM	N;NOM;FEM;PL
四	končatín	四	končatina	NUM	N;NOM;NEUT;PL
莎莉	sally	莎莉	sally	PROPN	PROPN;NOM;FEM;SG
視	windows	視	windows	V	N;NOM;MASC;SG
視	okná	視	okno	V	N;NOM;NEUT;PL
視	okna	視	okno	V	N;NOM;NEUT;SG
視	okienko	視	okienko	V	N;NOM;NEUT;SG
視	okne	視	okno	V	N;NOM;NEUT;SG
視	okno	視	okno	V	N;NOM;NEUT;SG
抗	antigénu	抗	antigén	V	N;INAN;DAT;MASC;SG
抗	antigén	抗	antigén	V	N;INAN;NOM;MASC;SG
抗	antigény	抗	antigén	V	N;NOM;FEM;PL
多哈	dauhe	多哈	dauh	PROPN	N;INAN;NOM;MASC;SG
守護	strážny	守護	strážny	V	N;ANIM;NOM;MASC;SG
守護	ochranca	守護	ochranca	V	N;ANIM;NOM;MASC;SG
守護	strážca	守護	strážca	V	N;ANIM;NOM;MASC;SG
守護	strážcovia	守護	strážca	V	N;ANIM;NOM;MASC;PL
發育	vývojové	發育	vývojový	V	ADJ;NOM;NEUT;SG
發育	vývojovej	發育	vývojový	V	ADJ;GEN;FEM;SG
仇恨	nenávidieť	仇恨	nenávidieť	N	V;IPFV;POS;NFIN
仇恨	nenávidím	仇恨	nenávidieť	N	V;IPFV;IND;SG;1;POS;PRS;FIN
仇恨	neznášam	仇恨	znášať	N	V;IPFV;IND;SG;1;NEG;PRS;FIN
不	nepravidelný	不	nepravidelný	ADV;NEG	ADJ;ANIM;NOM;MASC;SG
穩定	stabilita	穩定	stabilita	ADJ	N;NOM;FEM;SG
穩定	stabilitu	穩定	stabilita	ADJ	N;ACC;FEM;SG
穩定	stálosť	穩定	stálosť	ADJ	N;NOM;FEM;SG
鑰匙	kľúčová	鑰匙	kľúčový	N	ADJ;NOM;FEM;SG
鑰匙	kľúčové	鑰匙	kľúčový	N	ADJ;NOM;NEUT;SG
世襲	dedičné	世襲	dedičný	N	ADJ;NOM;NEUT;SG
櫻桃	cherry	櫻桃	cherry	PROPN	N;NOM;FEM;PL
櫻桃	čerešne	櫻桃	čerešne	PROPN	ADJ;NOM;NEUT;SG
執事	deacon	執事	deacon	N	PROPN;ANIM;NOM;MASC;SG
哀悼	sústrasť	哀悼	sústrasť	V	N;NOM;FEM;SG
哀悼	smútku	哀悼	smútok	V	N;INAN;GEN;MASC;SG
哀悼	smútok	哀悼	smútok	V	N;INAN;NOM;MASC;SG
大	magnát	大	magnát	ADJ	N;ANIM;NOM;MASC;SG
大	magnát	大	magnát	ADJ	N;ANIM;NOM;MASC;SG
安慰	komfort	安慰	komfort	V	N;INAN;NOM;MASC;SG
安慰	pohodlie	安慰	pohodlie	V	N;NOM;NEUT;SG
安慰	upokojujúce	安慰	upokojujúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
乾燥	suchá	乾燥	sucho	ADJ	N;NOM;FEM;SG
乾燥	sušenie	乾燥	sušenie	ADJ	N;NOM;NEUT;SG
警示	upozorniť	警示	upozorniť	N	V;PFV;POS;NFIN
土佐	tosa	土佐	tosa	PROPN	N;ANIM;NOM;MASC;SG
潛力	potenciálne	潛力	potenciálne	N	ADV
開墾	regenerácia	開墾	regenerácia	V	N;NOM;FEM;SG
勞倫斯	lawrence	勞倫斯	lawrenie	PROPN	N;ANIM;NOM;MASC;SG
低溫	kryogénne	低溫	kryogénne	N	ADV
奧斯汀	austin	奧斯汀	austin	PROPN	PROPN;ANIM;NOM;MASC;SG
管理	vedúci	管理	vedúci	V	N;ANIM;NOM;MASC;SG
管理	manažér	管理	manažér	V	N;ANIM;NOM;MASC;SG
管理	správca	管理	správca	V	N;ANIM;NOM;MASC;SG
管理	správcovia	管理	správca	V	N;ANIM;NOM;MASC;PL
管理	manažéri	管理	manažér	V	N;ANIM;NOM;MASC;PL
管理	manažérov	管理	manažér	V	N;ANIM;ACC;MASC;PL
哈桑	hassan	哈桑	hassan	PROPN	N;ANIM;NOM;MASC;SG
委派	priradenie	委派	priradenie	V	N;NOM;NEUT;SG
委派	pridelenie	委派	pridelenie	V	N;NOM;NEUT;SG
卸	vykladanie	卸	vykladanie	V	N;NOM;NEUT;SG
聚焦	zameranie	聚焦	zameranie	V	N;NOM;NEUT;SG
聚焦	zameranie	聚焦	zameranie	V	N;NOM;NEUT;SG
聚焦	sústredenie	聚焦	sústredenie	V	N;NOM;NEUT;SG
佐賀	saga	佐賀	saga	PROPN	PROPN;ANIM;NOM;MASC;SG
佛羅里達	floridu	佛羅里達	florid	PROPN	N;ACC;FEM;SG
佛羅里達	florida	佛羅里達	florida	PROPN	PROPN;ANIM;NOM;MASC;SG
誤導	zavádzajúce	誤導	zavádzajúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
誤導	zavádzanie	誤導	zavádzanie	V	N;NOM;NEUT;SG
工地	site	工地	site	N	INTJ
比丘	picchu	比丘	piccha	PROPN	N;INAN;NOM;MASC;SG
腎	renálna	腎	renálny	N	ADJ;NOM;FEM;SG
波恩	bonne	波恩	bonne	PROPN	PROPN;NOM;MASC;SG
回憶	memoáre	回憶	memoár	V	N;INAN;NOM;MASC;PL
回憶	pamäte	回憶	pamäť	V	N;NOM;FEM;PL
鈎	hook	鈎	hook	N	PROPN;ANIM;NOM;MASC;SG
大修	prepracovanie	大修	prepracovanie	V	N;NOM;NEUT;SG
觸發	spúšťač	觸發	spúšťač	V	N;INAN;NOM;MASC;SG
觸發	spúšťacie	觸發	spúšťacie	V	ADJ;NOM;NEUT;SG
觸發	spúšť	觸發	spúšť	V	N;NOM;FEM;SG
觸發	spustené	觸發	spustený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
觸發	spustený	觸發	spustený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
香水	vonných	香水	vonný	N	ADJ;GEN;MASC;PL
美式	americké	美式	americký	N	ADJ;NOM;NEUT;SG
美式	americká	美式	americký	N	ADJ;NOM;FEM;SG
美式	americký	美式	americký	N	ADJ;ANIM;NOM;MASC;SG
大膽	tučné	大膽	tučný	N	ADJ;NOM;NEUT;SG
大膽	odvážny	大膽	odvážny	N	ADJ;ANIM;NOM;MASC;SG
大膽	odvážne	大膽	odvážne	N	ADV
大膽	odvážna	大膽	odvážny	N	ADJ;NOM;FEM;SG
感知	vnímať	感知	vnímať	N	V;IPFV;POS;NFIN
感知	vnímajú	感知	vnímať	N	V;IPFV;IND;PL;3;POS;PRS;FIN
違規	porušenie	違規	porušenie	V	N;NOM;NEUT;SG
違規	priestupok	違規	priestupok	V	N;INAN;NOM;MASC;SG
違規	porušovanie	違規	porušovanie	V	N;NOM;NEUT;SG
違規	narušenie	違規	narušenie	V	N;NOM;NEUT;SG
違規	porušenie	違規	porušenie	V	N;NOM;NEUT;SG
關節	spoločné	關節	spoločný	N	ADJ;NOM;NEUT;SG
關節	spoločná	關節	spoločný	N	ADJ;NOM;FEM;SG
關節	spoločný	關節	spoločný	N	ADJ;INAN;NOM;MASC;SG
淡出	fade	淡出	fad	V	INTJ
煤礦	uhoľné	煤礦	uhoľný	N	ADJ;NOM;NEUT;SG
占卜	veštenie	占卜	veštenie	V	N;NOM;NEUT;SG
侵蝕	zasahovanie	侵蝕	zasahovanie	V	N;NOM;NEUT;SG
侵蝕	erózie	侵蝕	erózia	V	N;NOM;FEM;PL
後勤	logistické	後勤	logistický	N	ADJ;NOM;NEUT;SG
後勤	logistické	後勤	logistický	N	ADJ;NOM;NEUT;SG
後勤	logistické	後勤	logistický	N	ADJ;NOM;NEUT;SG
後勤	logistickú	後勤	logistický	N	ADJ;ACC;FEM;SG
固體	pevný	固體	pevný	N	ADJ;ANIM;NOM;MASC;SG
固體	pevné	固體	pevný	N	ADJ;NOM;NEUT;SG
固體	pevná	固體	pevný	N	ADJ;NOM;FEM;SG
寄宿	obytných	寄宿	obytný	N	ADJ;ANIM;GEN;MASC;PL
寄宿	obytné	寄宿	obytný	N	ADJ;NOM;NEUT;PL
訂單	poradie	訂單	poradie	V	N;NOM;NEUT;SG
訂單	objednávka	訂單	objednávka	V	N;NOM;FEM;SG
訂單	poriadok	訂單	poriadok	V	N;INAN;NOM;MASC;SG
訂單	objednávky	訂單	objednávka	V	N;NOM;FEM;PL
訂單	príkazy	訂單	príkaz	V	N;INAN;NOM;MASC;PL
訂單	rozkazy	訂單	rozkaz	V	N;INAN;NOM;MASC;PL
訂單	uznesenia	訂單	uznesenie	V	N;NOM;NEUT;PL
特權	oprávnení	特權	oprávnenie	N	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
日內瓦	ženeve	日內瓦	ženev	PROPN	N;INAN;NOM;MASC;SG
梅森	mason	梅森	mason	PROPN	PROPN;ANIM;NOM;MASC;SG
擁抱	objať	擁抱	objať	N	V;PFV;POS;NFIN
西邊	west	西邊	west	N	PROPN;ANIM;NOM;MASC;SG
西邊	západná	西邊	západný	N	ADJ;NOM;FEM;SG
西邊	západné	西邊	západný	N	ADJ;NOM;NEUT;SG
出國	zahraničí	出國	zahraničie	V	N;NOM;NEUT;SG
出國	zahraničia	出國	zahranič	V	N;NOM;NEUT;PL
耐心	trpezlivosť	耐心	trpezlivosť	ADJ	N;NOM;FEM;SG
耐心	trpezlivosti	耐心	trpezlivosť	ADJ	N;GEN;FEM;SG
紡織	textilných	紡織	textilný	N	ADJ;GEN;MASC;PL
紡織	textilné	紡織	textilný	N	ADJ;NOM;NEUT;SG
紡織	textilný	紡織	textilný	N	ADJ;ANIM;NOM;MASC;SG
潛水	potápanie	潛水	potápanie	V	N;NOM;NEUT;SG
合法	legitimitu	合法	legitimita	V	N;ACC;FEM;SG
合法	legitímnosť	合法	legitímnosť	V	N;NOM;FEM;SG
合法	zákonnosti	合法	zákonnosť	V	N;NOM;FEM;PL
合法	zákonnosť	合法	zákonnosť	V	N;NOM;FEM;SG
合法	zákonnosti	合法	zákonnosť	V	N;NOM;FEM;PL
合法	zákonnosť	合法	zákonnosť	V	N;NOM;FEM;SG
竇	splav	竇	splav	PROPN	N;INAN;NOM;MASC;SG
竇	psíka	竇	psík	PROPN	N;ANIM;ACC;MASC;SG
竇	psa	竇	pes	PROPN	N;INAN;NOM;MASC;SG
竇	psík	竇	psík	PROPN	N;ANIM;NOM;MASC;SG
竇	psie	竇	psí	PROPN	N;NOM;FEM;PL
竇	pes	竇	pes	PROPN	N;ANIM;NOM;MASC;SG
擾亂	prerušenie	擾亂	prerušenie	V	N;NOM;NEUT;SG
擾亂	narušenie	擾亂	narušenie	V	N;NOM;NEUT;SG
吸引	príťažlivosť	吸引	príťažlivosť	V	N;NOM;FEM;SG
吸引	príťažlivosť	吸引	príťažlivosť	V	N;NOM;FEM;SG
吸引	príťažlivý	吸引	príťažlivý	V	ADJ;ANIM;NOM;MASC;SG
吸引	príťažlivá	吸引	príťažlivý	V	ADJ;NOM;FEM;SG
吸引	atraktívne	吸引	atraktívne	V	ADV
吸引	atraktívna	吸引	atraktívny	V	ADJ;NOM;FEM;SG
吸引	príťažlivý	吸引	príťažlivý	V	ADJ;ANIM;NOM;MASC;SG
吸引	atraktívny	吸引	atraktívny	V	ADJ;ANIM;NOM;MASC;SG
哭	plač	哭	plač	V	N;INAN;NOM;MASC;SG
哭	plač	哭	plač	V	N;INAN;NOM;MASC;SG
成型	tvoriace	成型	tvoriaci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
口服	orálne	口服	orálny	N	ADV
口服	perorálne	口服	perorálne	N	ADV
口服	ústne	口服	ústne	N	ADV
嚴謹	prísne	嚴謹	prísne	ADJ	ADV
嚴謹	striktne	嚴謹	striktne	ADJ	ADV
三	trident	三	trident	NUM	PROPN;ANIM;NOM;MASC;SG
展品	prejavuje	展品	prejavovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
展品	vykazuje	展品	vykazovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
豁免	výnimka	豁免	výnimka		N;NOM;FEM;SG
豁免	oslobodenie	豁免	oslobodenie		N;NOM;NEUT;SG
豁免	imunita	豁免	imunita		N;NOM;FEM;SG
豁免	imunitu	豁免	imunita		N;ACC;FEM;SG
豁免	oslobodenia	豁免	oslobodenie		N;NOM;NEUT;PL
豁免	výnimky	豁免	výnimka		N;NOM;FEM;PL
豁免	imunita	豁免	imunita		N;NOM;FEM;SG
豁免	imunity	豁免	imunita		N;NOM;FEM;PL
史詩	epic	史詩	epic	N	PROPN;ANIM;NOM;MASC;SG
推斷	odvodený	推斷	odvodený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
推斷	odvodené	推斷	odvodený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
推斷	odvodená	推斷	odvodený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
暹羅	siamské	暹羅	siamský	PROPN	ADJ;NOM;NEUT;SG
暹羅	siam	暹羅	siam	PROPN	N;INAN;NOM;MASC;SG
鑄造	casting	鑄造	casting	V	N;NOM;MASC;SG
礦物	minerálnych	礦物	minerálny	N	ADJ;GEN;MASC;PL
礦物	minerálne	礦物	minerálny	N	ADJ;NOM;NEUT;PL
加深	prehĺbenie	加深	prehĺbenie	V	N;NOM;NEUT;SG
攝政	regent	攝政	regent	N	PROPN;ANIM;NOM;MASC;SG
芳香	aromatické	芳香	aromatický	N	ADJ;NOM;NEUT;SG
芳香	aromatických	芳香	aromatický	N	ADJ;GEN;MASC;PL
民謠	ľudové	民謠	ľudový	N	ADJ;NOM;NEUT;SG
明文	explicitne	明文	explicitne	N	ADV
明文	výslovný	明文	výslovný	N	ADJ;INAN;NOM;MASC;SG
明文	výslovné	明文	výslovný	N	ADJ;NOM;NEUT;SG
服務	služby	服務	služba	V	N;NOM;FEM;PL
服務	služieb	服務	služba	V	N;GEN;FEM;PL
守衛	kryty	守衛	kryt	V	N;INAN;NOM;MASC;PL
守衛	strážcovia	守衛	strážca	V	N;ANIM;NOM;MASC;PL
守衛	stráž	守衛	stráža	V	N;NOM;FEM;SG
守衛	stráže	守衛	stráža	V	N;NOM;FEM;PL
守衛	stráž	守衛	stráža	V	N;NOM;FEM;SG
守衛	strážnik	守衛	strážnik	V	N;ANIM;NOM;MASC;SG
倫理	etického	倫理	etický	N	ADJ;GEN;NEUT;SG
倫理	etické	倫理	etický	N	ADJ;NOM;NEUT;SG
倫理	etický	倫理	etický	N	ADJ;INAN;NOM;MASC;SG
倫理	etických	倫理	etický	N	ADJ;GEN;MASC;PL
倫理	etické	倫理	etický	N	ADJ;NOM;NEUT;SG
一	scéne	一	scén	NUM	N;DAT;FEM;SG
一	scéna	一	scéna	NUM	N;NOM;FEM;SG
一	scénu	一	scén	NUM	N;ACC;FEM;SG
摸	dotyk	摸	dotyk	V	N;INAN;NOM;MASC;SG
摸	dotykom	摸	dotyk	V	N;INAN;INS;MASC;SG
推論	dôsledok	推論	dôsledok	V	N;INAN;NOM;MASC;SG
投放	doručenie	投放	doručenie	V	N;NOM;NEUT;SG
投放	rozvoz	投放	rozvoz	V	N;INAN;NOM;MASC;SG
投放	dodanie	投放	dodanie	V	N;NOM;NEUT;SG
投放	doručovanie	投放	doručovanie	V	N;NOM;NEUT;SG
憲政	ústavné	憲政	ústavný	N	ADJ;NOM;NEUT;SG
憲政	ústavný	憲政	ústavný	N	ADJ;INAN;NOM;MASC;SG
艾瑪	emmu	艾瑪	emm	PROPN	N;ACC;FEM;SG
艾瑪	emma	艾瑪	emma	PROPN	PROPN;NOM;FEM;SG
類比	analogická	類比	analogický	N	ADJ;NOM;FEM;SG
類比	analógové	類比	analógový	N	ADJ;NOM;NEUT;SG
雅加達	jakarte	雅加達	jakart	PROPN	N;INAN;NOM;MASC;SG
對照	kontrast	對照	kontrast		N;INAN;NOM;MASC;SG
膨脹	rozšírenie	膨脹	rozšírenie	V	N;NOM;NEUT;SG
膨脹	rozširovanie	膨脹	rozširovanie	V	N;NOM;NEUT;SG
招標	tender	招標	tender	V	N;INAN;NOM;MASC;SG
傳道	kázať	傳道	kázať	N	V;IPFV;POS;NFIN
波羅	baltského	波羅	baltský	PROPN	ADJ;GEN;NEUT;SG
波羅	baltské	波羅	baltský	PROPN	ADJ;NOM;NEUT;SG
削減	škrty	削減	škrt	V	N;NOM;FEM;PL
削減	rezanie	削減	rezanie	V	N;NOM;NEUT;SG
削減	strihanie	削減	strihanie	V	N;NOM;NEUT;SG
削減	rez	削減	rez	V	N;INAN;NOM;MASC;SG
削減	strih	削減	strih	V	N;INAN;NOM;MASC;SG
削減	kusy	削減	kus	V	N;INAN;NOM;MASC;PL
削減	diely	削減	diely	V	N;NOM;FEM;PL
削減	rezy	削減	reza	V	N;INAN;NOM;MASC;PL
視察	kontroly	視察	kontrola	V	N;NOM;FEM;PL
視察	inšpekcie	視察	inšpekcia	V	N;NOM;FEM;PL
視察	inšpekcia	視察	inšpekcia	V	N;NOM;FEM;SG
視察	kontrola	視察	kontrola	V	N;NOM;FEM;SG
視察	inšpekciu	視察	inšpekcia	V	N;ACC;FEM;SG
視察	inšpekcie	視察	inšpekcia	V	N;NOM;FEM;PL
里根	reagan	里根	reagan	PROPN	PROPN;ANIM;NOM;MASC;SG
殘酷	kruto	殘酷	kruto	ADJ	ADV
殘酷	krutosť	殘酷	krutosť	ADJ	N;NOM;FEM;SG
殘酷	krutosti	殘酷	krutosť	ADJ	N;DAT;FEM;SG
殘酷	brutal	殘酷	brutať	ADJ	N;NOM;MASC;SG
