페르시아어	персийски	페르시아어	персийски	PROPN	ADJ;INDF;MASC;SG
마돈나	мадона	마돈+나	мадона		N;INDF;FEM;SG
반영	отразяват	반영	отразявам-(се)	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
미화	usd	미화	usd		N;INDF;FEM;PL
인플루엔자	грип	인플루+자자	грип		N;INDF;MASC;SG
인플루엔자	инфлуенца	인플루+자자	инфлуенц		N;INDF;FEM;SG
인플루엔자	грип	인플루+자자	грип		N;INDF;MASC;SG
자바스크립트	javascript	자바스크립트	javascript		N;INDF;MASC;SG
마르티네스	мартинез	마르티네스	мартинез	PROPN	N;INDF;MASC;SG
마르티네스	мартинес	마르티네스	мартинес	PROPN	PROPN;INDF;MASC;SG
콜롬보	коломбо	콜롬보	коломбо		N;INDF;MASC;SG
알랭	ален	알+이+ㄹ	ален		N;INDF;MASC;SG
코스모스	космос	코스모스	космос		N;INDF;MASC;SG
코스모스	космоса	코스모스	космос		N;DEF;MASC;SG
더럼	дърам	더럼	дърам		N;INDF;MASC;SG
세타	тета	세타	тота		N;INDF;NEUT;SG
궁궐	палас	궁궐	палас		N;INDF;MASC;SG
궁궐	двореца	궁궐	дворец		N;DEF;MASC;SG
궁궐	дворец	궁궐	дворец		N;INDF;MASC;SG
궁궐	дворецът	궁궐	дворец		N;DEF;MASC;SG
궁궐	палат	궁궐	палат		N;INDF;MASC;SG
퓨전	синтез	퓨전	синтез		N;INDF;MASC;SG
캄차카	камчатка	캄차카	камчатка	PROPN	N;INDF;FEM;SG
랭커스터	ланкастър	랭커스터	ланкастър	PROPN	N;INDF;FEM;SG
일하기	работещ	일하+기	работя		ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
일하기	работен	일하+기	работен		ADJ;INDF;MASC;SG
일하기	работим	일하+기	работя		V;IPFV;IND;PL;1;PRS;FIN;ACT
프레이저	фрейзър	프레이저	фрейзър		N;INDF;MASC;SG
마커스	маркус	마커스	маркус	PROPN	PROPN;INDF;MASC;SG
마커스	маркъс	마커스	маркъс	PROPN	N;INDF;MASC;SG
슈테판	стефан	슈테판	стефан	PROPN	PROPN;INDF;MASC;SG
슈테판	стефан	슈테판	стефан	PROPN	PROPN;INDF;MASC;SG
사보이	савой	사보+이	савой		N;INDF;MASC;SG
애비뉴	авеню	애비뉴	авеню		PROPN;INDF;MASC;SG
알칼리	алкална	알칼리	алкален	N	ADJ;INDF;FEM;SG
기쁨	радост	기쁘+ㅁ	радост		N;INDF;FEM;SG
기쁨	джой	기쁘+ㅁ	джой		PROPN;INDF;FEM;SG
기쁨	удоволствия	기쁘+ㅁ	удоволствие		N;INDF;NEUT;PL
기쁨	удоволствие	기쁘+ㅁ	удоволствие		N;INDF;NEUT;SG
뉴펀들랜드	нюфаундленд	뉴펀들랜드	нюфаундленд	N	ADJ;INDF;MASC;SG
핼리팩스	халифакс	핼리팩스	халифакс	PROPN	N;INDF;MASC;SG
첸나이	ченай	첸나이	ченай	PROPN	N;INDF;MASC;SG
바스	бат	바스	бат		N;INDF;MASC;SG
바스	вана	바스	вана		N;INDF;FEM;SG
바스	баня	바스	баня		N;INDF;FEM;SG
인피니트	безкрайни	인피니트	безкраен		ADJ;INDF;PL
인피니트	безкрайно	인피니트	безкраен		ADV
인피니트	безкраен	인피니트	безкраен		ADJ;INDF;MASC;SG
인피니트	безкрайна	인피니트	безкраен		ADJ;INDF;FEM;SG
아무나	всеки	아무나	всеки		PRO;NOM;MASC;SG
스텔라	стела	스텔+이+라	стела		N;INDF;FEM;SG
릴리즈	пускане	릴리즈	пускане		N;INDF;NEUT;SG
릴리즈	освобождаване	릴리즈	освобождаване		N;INDF;NEUT;SG
릴리즈	освобождава	릴리즈	освобождавам-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
제라드	джерард	제라드	джерард		N;INDF;MASC;SG
제라드	джерард	제라드	джерард		N;INDF;MASC;SG
제라드	жерар	제라드	жерар		N;INDF;MASC;SG
아바스	абас	아바스	абас	PROPN	PROPN;INDF;MASC;SG
클레오파트라	клеопатра	클레오파트+라	клеопатър		N;INDF;FEM;SG
잉카	инките	잉카	инка		N;DEF;FEM;PL
카라카스	каракас	카라카스	каракас	PROPN	N;INDF;MASC;SG
도도	градуси	도도	градус		N;INDF;MASC;PL
도도	градуса	도도	градус		N;DEF;MASC;SG
도도	степени	도도	степен		N;INDF;MASC;PL
산토스	сантос	산토스	сантос	PROPN	PROPN;INDF;MASC;SG
산책	пеша	산책	пеша	N	ADV
플라잉	летене	플라잉	летене		N;INDF;NEUT;SG
플라잉	летящи	플라잉	летящ		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
플라잉	лети	플라잉	летя		V;IPFV;IND;SG;3;PRS;FIN;ACT
추첨	тегли	추첨	тегля-(се)	N	V;IPFV;IMP;SG;2;FIN
제롬	джером	제롬	джером	PROPN	N;INDF;MASC;SG
패트리어트	патриот	패트리어트	патриот		N;INDF;MASC;SG
미학	естетически	미학	естетически	N	ADJ;INDF;MASC;SG
그리기	рисуване	그리+기	рисуване	V	N;INDF;NEUT;SG
그리기	рисунка	그리+기	рисунка	V	N;INDF;FEM;SG
헤라클레스	херкулес	헤라클레스	херкулес	PROPN	N;INDF;MASC;SG
헤라클레스	херакъл	헤라클레스	херакъл	PROPN	N;INDF;MASC;SG
쥐라기	джурасик	쥐+이+라기	джурасик		N;INDF;MASC;SG
콘스탄티노스	константин	콘스탄티노스	константин	PROPN	PROPN;INDF;MASC;SG
서포터	поддръжник	서포터	поддръжник		N;INDF;MASC;SG
서포터	привърженик	서포터	привърженик		N;INDF;MASC;SG
폭력적인	насилствено	폭력+적+이+ㄴ	насилствено	V	ADV
폭력적인	насилствена	폭력+적+이+ㄴ	насилствен	V	ADJ;INDF;FEM;SG
그리니치	гринуич	그리니치	гринуич	PROPN	N;INDF;MASC;SG
매운	пикантна	맵+ㄴ	пикантен		ADJ;INDF;FEM;SG
매운	пикантен	맵+ㄴ	пикантен		ADJ;INDF;MASC;SG
매운	люто	맵+ㄴ	люто		ADV
허락	позволение	허락	позволение		N;INDF;NEUT;SG
허락	разрешение	허락	разрешение		N;INDF;NEUT;SG
네덜란드인	нидерландия	네덜란드인	нидерланд	V	N;INDF;FEM;SG
네덜란드인	нидерландски	네덜란드인	нидерландски	V	ADJ;INDF;MASC;SG
네덜란드인	холандия	네덜란드인	холандия	V	PROPN;INDF;FEM;SG
네덜란드인	холандец	네덜란드인	холандец	V	N;INDF;MASC;SG
네덜란드인	холандец	네덜란드인	холандец	V	N;INDF;MASC;SG
네덜란드인	нидерландски	네덜란드인	нидерландски	V	ADJ;INDF;MASC;SG
네덜란드인	дъч	네덜란드인	дъч	V	PROPN;INDF;MASC;SG
네덜란드인	холандски	네덜란드인	холандски	V	ADJ;INDF;MASC;SG
본드	бонд	본드	бонд		N;INDF;MASC;SG
섹터	сектора	섹터	сектор		N;DEF;MASC;SG
섹터	сектор	섹터	сектор		N;INDF;MASC;SG
섹터	секторите	섹터	сектор		N;DEF;MASC;PL
섹터	отрасли	섹터	отрасля-(се)		N;INDF;MASC;PL
섹터	сектори	섹터	сектор		N;INDF;MASC;PL
우주인	космонавт	우주+이+ㄴ	космонавт	V	N;INDF;MASC;SG
우주인	астронавт	우주+이+ㄴ	астронавт	V	N;INDF;MASC;SG
장벽	прегради	장벽	преградя		N;INDF;FEM;PL
장벽	бариери	장벽	бариера		N;INDF;FEM;PL
장벽	пречки	장벽	пречка		N;INDF;FEM;PL
장벽	преграда	장벽	преграда		N;INDF;FEM;SG
장벽	бариера	장벽	бариера		N;INDF;FEM;SG
강조	подчертая	강조	подчертая	N	V;PFV;IND;SG;1;PRS;FIN;ACT
리브	лив	리브	лив		PROPN;INDF;FEM;SG
리브	рийв	리브	рийв		PROPN;INDF;MASC;SG
트라이스타	tristar	트라이스타	tristar	PROPN	N;INDF;MASC;SG
포춘	богатство	포춘	богатство		N;INDF;NEUT;SG
수염	брадат	수염	брадат	N	ADJ;INDF;MASC;SG
미쳐	луд	미치+어	луд	CONJ	ADJ;INDF;MASC;SG
미쳐	луда	미치+어	луд	CONJ	ADJ;INDF;FEM;SG
미쳐	лудо	미치+어	лудо	CONJ	ADV
미쳐	луди	미치+어	луд	CONJ	ADJ;INDF;PL
미쳐	лудост	미치+어	лудост	CONJ	N;INDF;FEM;SG
트리오	трио	트리오	трио		N;INDF;NEUT;SG
리젠시	regency	리젠시	regency		N;INDF;MASC;SG
돼지고기	свински	되+어+지+기+야	свински		ADJ;INDF;MASC;SG
돼지고기	свинско	되+어+지+기+야	свински		N;INDF;NEUT;SG
욕망	желание	욕망	желание		N;INDF;NEUT;SG
욕망	желанието	욕망	желание		N;DEF;NEUT;SG
욕망	похот	욕망	похот		N;INDF;FEM;SG
욕망	похотта	욕망	похот		N;DEF;FEM;SG
욕망	копнежи	욕망	копнежа		N;INDF;MASC;PL
욕망	желания	욕망	желание		N;INDF;NEUT;PL
욕망	желанията	욕망	желание		N;DEF;NEUT;PL
매뉴얼	ръчна	매뉴얼	ръчен	N	ADJ;INDF;FEM;SG
매뉴얼	ръчни	매뉴얼	ръчен	N	ADJ;INDF;PL
챌린저	претендент	챌린저	претендент	PROPN	N;INDF;MASC;SG
챌린저	чалънджър	챌린저	чалънджър	PROPN	N;INDF;MASC;SG
챌린저	претенденти	챌린저	претендент	PROPN	N;INDF;MASC;PL
킹덤	кралство	킹덤	кралство		N;INDF;NEUT;SG
킹덤	царство	킹덤	царство		N;INDF;NEUT;SG
카노	кано	카노	кано		PROPN;INDF;MASC;SG
우산	чадър	우산	чадър		N;INDF;MASC;SG
우산	чадъри	우산	чадър		N;INDF;MASC;PL
우산	чадъри	우산	чадър		N;INDF;MASC;PL
삼각	триъгълни	삼각	триъгълен		ADJ;INDF;PL
보두앵	болдуин	보두앵	болдуин		N;INDF;MASC;SG
남방	южен	남방	южен		N;INDF;MASC;SG
남방	южни	남방	южен		ADJ;INDF;PL
남방	южна	남방	южен		ADJ;INDF;FEM;SG
서커스	циркът	서커스	цирк		N;DEF;MASC;SG
서커스	цирк	서커스	цирк		N;INDF;MASC;SG
서커스	цирка	서커스	цирк		N;DEF;MASC;SG
서커스	циркове	서커스	цирк		N;INDF;MASC;PL
컴파일	състави	컴파+이+ㄹ	съставя		N;INDF;FEM;PL
컴파일	съставен	컴파+이+ㄹ	съставя		V;PFV;INDF;MASC;SG;V.PTCP;PASS
컴파일	съставено	컴파+이+ㄹ	съставя		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
컴파일	съставяне	컴파+이+ㄹ	съставяне		N;INDF;NEUT;SG
컴파일	компилация	컴파+이+ㄹ	компилация		N;INDF;FEM;SG
이브라힘	ибрахим	이브라힘	ибрахя		V;PFV;IND;PL;1;PST;FIN;ACT
초과	надвишава	초+과	надвишавам		V;IPFV;IND;SG;3;PRS;FIN;ACT
초과	излишък	초+과	излишък		N;INDF;MASC;SG
초과	надвишава	초+과	надвишавам		V;IPFV;IND;SG;3;PRS;FIN;ACT
초과	превишена	초+과	превиша-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
초과	превишаване	초+과	превишаване		N;INDF;NEUT;SG
브라질인	бразилците	브라질+이+ㄴ	бразилец		N;DEF;MASC;PL
페가수스자리	пегас	페가수스자리	пегас	PROPN	N;INDF;MASC;SG
가와구치	кавагучи	가와구치	кавагуча	PROPN	N;INDF;FEM;PL
서스펜스	напрежение	서스펜스	напрежение		N;INDF;NEUT;SG
셀틱	келтски	셀틱	келтски	PROPN	ADJ;INDF;MASC;SG
실무	практично	실무	практичен	N	ADV
실무	практичен	실무	практичен	N	ADJ;INDF;MASC;SG
실무	практически	실무	практически	N	ADJ;INDF;MASC;SG
실무	практическо	실무	практически	N	ADV
실무	практична	실무	практичен	N	ADJ;INDF;FEM;SG
케이타	кейта	케이타	кейт		N;INDF;FEM;SG
포브스	форбс	포브스	форбс	PROPN	N;INDF;MASC;SG
돌고래	делфини	돌고래	делфина	V	N;INDF;MASC;PL
돌고래	делфин	돌고래	делфин	V	N;INDF;MASC;SG
돌고래	делфини	돌고래	делфина	V	N;INDF;MASC;PL
돌고래	делфините	돌고래	делфина	V	N;DEF;MASC;PL
고소	обвинение	고소	обвинение		N;INDF;NEUT;SG
고소	сю	고소	сю		N;INDF;MASC;SG
퍼시	пърси	퍼시	пърся		PROPN;INDF;MASC;SG
실비아	силвия	실비아	силвия	PROPN	PROPN;INDF;FEM;SG
실비아	силвия	실비아	силвия	PROPN	PROPN;INDF;FEM;SG
에볼루션	еволюция	에볼루션	еволюция		N;INDF;FEM;SG
에볼루션	еволюцията	에볼루션	еволюция		N;DEF;FEM;SG
올림피아	олимпия	올림피아	олимпия		N;INDF;FEM;SG
동행	придружи	동행	придружа	N	V;PFV;IMP;SG;2;FIN
비문	надпис	비문	надпис		N;INDF;MASC;SG
비문	посвещение	비문	посвещение		N;INDF;NEUT;SG
지니	джини	지니	джина		N;INDF;FEM;PL
권장	препоръчано	권장	препоръчам-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
권장	препоръчана	권장	препоръчам-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
권장	препоръчително	권장	препоръчително		ADV
권장	препоръчва	권장	препоръчвам-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
권장	препоръчани	권장	препоръчам-(се)		V;PFV;INDF;PL;V.PTCP;PASS
부관	посмъртно	부관	посмъртно	N	ADV
조슈아	джошуа	조슈아	джошуа	PROPN	PROPN;INDF;MASC;SG
우즈	уудс	우즈	уудс		PROPN;INDF;MASC;SG
가이아	гея	가이아	гея	PROPN	PROPN;INDF;FEM;SG
가이아	гая	가이아	гая	PROPN	N;INDF;FEM;SG
신탁	вярвай	신탁	вярвам	N	V;IPFV;IMP;SG;2;FIN
엉덩이	задник	엉덩이	задник		N;INDF;MASC;SG
엉덩이	гъз	엉덩이	гъз		N;INDF;MASC;SG
엉덩이	дупе	엉덩이	дупе		N;INDF;NEUT;SG
엉덩이	хип	엉덩이	хип		N;INDF;MASC;SG
엉덩이	бедро	엉덩이	бедро		N;INDF;NEUT;SG
엉덩이	бедрото	엉덩이	бедро		N;DEF;NEUT;SG
엉덩이	ханша	엉덩이	ханша		N;DEF;MASC;SG
엉덩이	задника	엉덩이	задник		N;DEF;MASC;SG
엉덩이	дупе	엉덩이	дупе		N;INDF;NEUT;SG
엉덩이	бедра	엉덩이	бедра		N;INDF;NEUT;PL
엉덩이	ханша	엉덩이	ханша		N;DEF;MASC;SG
엉덩이	бедрата	엉덩이	бедра		N;DEF;FEM;SG
엉덩이	дупе	엉덩이	дупе		N;INDF;NEUT;SG
빌뉴스	вилнюс	빌뉴스	вилнюс	PROPN	PROPN;INDF;MASC;SG
가르침	преподаването	가르치+ㅁ	преподаване	V	N;DEF;NEUT;SG
가르침	преподаване	가르치+ㅁ	преподаване	V	N;INDF;NEUT;SG
가르침	учения	가르치+ㅁ	учение	V	N;INDF;NEUT;PL
가르침	ученията	가르치+ㅁ	учение	V	N;DEF;NEUT;PL
웍스	работи	웍스	работя		V;IPFV;IMP;SG;2;FIN
웍스	произведения	웍스	произведение		N;INDF;NEUT;PL
가쓰라	кацура	가쓰+라	кацура		N;INDF;MASC;SG
셀프	килия	셀프	килия		N;INDF;FEM;SG
셀프	клетка	셀프	клетка		N;INDF;FEM;SG
가봉	габон	가봉	габон	PROPN	N;INDF;MASC;SG
셔먼	шърмън	켜+어+보+ㄴ	шърмън		N;INDF;MASC;SG
셔먼	шърман	켜+어+보+ㄴ	шърман		PROPN;INDF;MASC;SG
인테리어	интериор	인테리어	интериор		N;INDF;MASC;SG
인테리어	вътрешна	인테리어	вътрешен		ADJ;INDF;FEM;SG
인테리어	вътрешно	인테리어	вътрешен		ADV
인테리어	вътрешен	인테리어	вътрешен		ADJ;INDF;MASC;SG
인테리어	интериор	인테리어	интериор		N;INDF;MASC;SG
인테리어	интериори	인테리어	интериор		N;INDF;MASC;PL
블룸	блум	블룸	блум		N;INDF;MASC;SG
알타이	алтай	알타이	алтай	PROPN	N;INDF;MASC;SG
응답	отговори	응답	отговоря	N	V;PFV;IND;SG;3;PST;FIN;ACT
응답	отговори	응답	отговоря	N	V;PFV;IND;SG;3;PST;FIN;ACT
응답	отговори	응답	отговоря	N	V;PFV;IND;SG;3;PST;FIN;ACT
응답	отговори	응답	отговоря	N	V;PFV;IND;SG;3;PST;FIN;ACT
대략적인	приблизителни	대략+적+이+ㄴ	приблизителен	V	ADJ;INDF;PL
대략적인	приблизително	대략+적+이+ㄴ	приблизително	V	ADV
대략적인	приблизителна	대략+적+이+ㄴ	приблизителен	V	ADJ;INDF;FEM;SG
조립	сглобени	조립	сглобя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
카불	кабул	카불	кабул		N;INDF;MASC;SG
앵글로	anglo	앵글+로	anglo	ADV	ADJ
앵글로	англо	앵글+로	англо	ADV	N;INDF;MASC;SG
로사리오	росарио	로사리오	росарио	PROPN	N;INDF;MASC;SG
장점	заслуги	장점	заслуга		N;INDF;FEM;PL
장점	преимущества	장점	преимущество		N;INDF;NEUT;PL
장점	предимства	장점	предимство		N;INDF;NEUT;PL
장점	предимство	장점	предимство		N;INDF;NEUT;SG
장점	преимущество	장점	преимущество		N;INDF;NEUT;SG
오렌지색	оранжев	오렌지색	оранжев		N;INDF;MASC;SG
오렌지색	оранжева	오렌지색	оранжева		ADJ;INDF;FEM;SG
오렌지색	оранжево	오렌지색	оранжево		ADV
오렌지색	оранжеви	오렌지색	оранжев		ADJ;INDF;PL
오렌지색	портокал	오렌지색	портокал		N;INDF;MASC;SG
내시	неш	내시	неш		PROPN;INDF;MASC;SG
내시	наш	내시	наш		DET;INDF;MASC;SG;1
검사관	инспекторе	검사관	инспекторе		N;INDF;MASC;SG
검사관	инспектор	검사관	инспектор		N;INDF;MASC;SG
제이콥	джейкъб	제이콥	джейкъб		PROPN;INDF;MASC;SG
제이콥	якоб	제이콥	якоб		PROPN;INDF;MASC;SG
제이콥	яков	제이콥	яков		PROPN;INDF;MASC;SG
차이콥스키	чайковски	차이콥스키	чайковски		PROPN;INDF;MASC;SG
우디	уди	우디	удя		N;INDF;MASC;SG
던지기	хвърляне	던지기	хвърляне	V	N;INDF;NEUT;SG
던지기	хвърляне	던지기	хвърляне	V	N;INDF;NEUT;SG
디럭스	луксозна	디럭스	луксозен		ADJ;INDF;FEM;SG
디럭스	делукс	디럭스	делукс		N;INDF;MASC;SG
브롱크스	бронкс	브롱크스	бронкс	PROPN	N;INDF;MASC;SG
상상	въображението	상상	въображение		N;DEF;NEUT;SG
상상	въображение	상상	въображение		N;INDF;NEUT;SG
상상	въображаема	상상	въображаем		ADJ;INDF;FEM;SG
상상	въображаем	상상	въображаем		N;INDF;MASC;SG
상상	въображаеми	상상	въображаем		ADJ;INDF;PL
상상	представял	상상	представям-(се)		V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
밀스	милс	밀스	милс		PROPN;INDF;MASC;SG
밀스	мелници	밀스	мелница		N;INDF;FEM;PL
카르타고	картаген	카르타+고	картаген		N;INDF;MASC;SG
통계학	статистически	통계학	статистически	N	ADJ;INDF;MASC;SG
통계학	статистическа	통계학	статистически	N	ADJ;INDF;FEM;SG
커넥션	връзки	커넥션	връзка		N;INDF;FEM;PL
커넥션	свързване	커넥션	свързване		N;INDF;NEUT;SG
커넥션	връзка	커넥션	връзка		N;INDF;FEM;SG
커넥션	връзката	커넥션	връзка		N;DEF;FEM;SG
서프라이즈	изненада	서프라이즈	изненада		N;INDF;FEM;SG
학업	академични	학업	академичен	N	ADJ;INDF;PL
학업	академична	학업	академичен	N	ADJ;INDF;FEM;SG
호화	луксозна	호화	луксозен		ADJ;INDF;FEM;SG
호화	луксозно	호화	луксозен		ADV
호화	луксозен	호화	луксозен		ADJ;INDF;MASC;SG
호화	разкош	호화	разкош		N;INDF;MASC;SG
포츠담	потсдам	포츠담	потсдам	PROPN	N;INDF;MASC;SG
혐오	отвратен	혐오	отвратя	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
혐오	мразя	혐오	мразя	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
혐오	мрази	혐오	мразя	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
블라인드	сляпа	블라인드	сляпа		N;INDF;FEM;SG
블라인드	слепи	블라인드	слепя		N;INDF;MASC;PL
블라인드	сляп	블라인드	сляп		ADJ;INDF;MASC;SG
블라인드	сляпо	블라인드	сляпо		ADV
블라인드	щори	블라인드	щора		N;INDF;FEM;PL
혼슈	хоншу	혼슈	хоншу		N;INDF;MASC;SG
착용	носи	착용	нося-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
레베카	ребека	레베카	ребек		N;INDF;FEM;SG
페라리	ферари	페라리	ферар		N;INDF;MASC;SG
다면체	многостен	다면체	многостен	N	ADJ;INDF;MASC;SG
슈트라우스	строс	슈트라우스	строс		N;INDF;MASC;SG
슈트라우스	щраус	슈트라우스	щраус		N;INDF;MASC;SG
아우크스부르크	аугсбург	아우크스부르크	аугсбург	PROPN	PROPN;INDF;MASC;SG
하든	хардън	하+든	хардън		PROPN;INDF;MASC;SG
옴니아	omnia	옴니아	omnia		PROPN
모리셔스	мавриций	모리셔스	мавриций	PROPN	N;INDF;FEM;PL
달팽이	охлюви	달팽이	охлювя-(се)		N;INDF;MASC;PL
달팽이	охлюв	달팽이	охлюв		N;INDF;MASC;SG
달팽이	охлюви	달팽이	охлювя-(се)		N;INDF;MASC;PL
소중히	ценя	소중히	ценя	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
러닝	управлява	러닝	управлявам		V;IPFV;IND;SG;3;PRS;FIN;ACT
러닝	тича	러닝	тича		V;IPFV;IND;SG;3;PRS;FIN;ACT
노르만	норман	노르만	норман		N;INDF;MASC;SG
계란	яйца	계란	яйце		N;INDF;NEUT;PL
계란	яйцата	계란	яйце		N;DEF;NEUT;PL
계란	яйцето	계란	яйце		N;DEF;NEUT;SG
계란	яйца	계란	яйце		N;INDF;NEUT;PL
계란	яйце	계란	яйце		N;INDF;NEUT;SG
렉스	рекс	렉스	рекс		N;INDF;MASC;SG
자비	мърси	자비	мърся		N;INDF;FEM;SG
자비	милосърдие	자비	милосърдие		N;INDF;NEUT;SG
자비	милост	자비	милост		N;INDF;FEM;SG
실외	открито	실외	открито		ADV
실외	външен	실외	външен		ADJ;INDF;MASC;SG
이르쿠츠크	иркутск	이르쿠츠크	иркутск	PROPN	PROPN;INDF;MASC;SG
미네르바	минерва	미네르바	минерва		N;INDF;FEM;SG
노블	благородник	노블	благородник		N;INDF;MASC;SG
노블	благородни	노블	благороден		ADJ;INDF;PL
노블	благородно	노블	благороден		ADV
노블	благородна	노블	благороден		ADJ;INDF;FEM;SG
노블	благороден	노블	благороден		ADJ;INDF;MASC;SG
행진곡	март	행진곡	март		N;INDF;MASC;SG
외로운	самотно	외롭+ㄴ	самотно	ADJ	ADV
트레이시	трейси	트레이시	трейса	PROPN	PROPN;INDF;FEM;SG
팔이	ръка	팔+이	ръка		N;INDF;FEM;SG
프레스턴	престън	프레스턴	престън	PROPN	PROPN;INDF;MASC;SG
라이	лай	라이	лай		N;INDF;MASC;SG
파라나	парана	파+라나	парана	PROPN	N;INDF;FEM;SG
하인	прислужник	하+이+ㄴ	прислужник		N;INDF;MASC;SG
하인	раб	하+이+ㄴ	раб		N;INDF;MASC;SG
하인	слуга	하+이+ㄴ	слуга		N;INDF;MASC;SG
하인	слугиня	하+이+ㄴ	слугиня		N;INDF;FEM;SG
미완성	недовършена	미완성	недовърша		ADJ;INDF;FEM;SG
미완성	недовършени	미완성	повърша		ADJ;INDF;PL
캘린더	календар	캘린더	календар		N;INDF;MASC;SG
캘린더	календара	캘린더	календар		N;DEF;MASC;SG
캘린더	календари	캘린더	календар		N;INDF;MASC;PL
사이공	сайгон	사이공	сайгон	PROPN	N;INDF;MASC;SG
재규어	ягуари	재규어	ягуар		N;INDF;MASC;PL
재규어	ягуар	재규어	ягуар		N;INDF;MASC;SG
걷기	разходка	걷+기	разходка	V	N;INDF;FEM;SG
걷기	ходене	걷+기	ходене	V	N;INDF;NEUT;SG
걷기	разходки	걷+기	разходка	V	N;INDF;FEM;PL
걷기	разходка	걷+기	разходка	V	N;INDF;FEM;SG
걷기	пеша	걷+기	пеша	V	ADV
카를스루에	карлсруе	카를스루+에	карлсруе	ADV	PROPN;INDF;MASC;SG
사바나	савана	사바+나	савана		N;INDF;FEM;SG
라플라스	лаплас	라플라스	лаплас	PROPN	N;INDF;MASC;SG
설득	убеди	설득	убедя-(се)	N	V;PFV;IMP;SG;2;FIN
페가수스	пегас	페가수스	пегас	PROPN	N;INDF;MASC;SG
써니	слънчев	쓰+었+다	слънчев		N;INDF;MASC;SG
써니	слънчево	쓰+었+다	слънчево		ADV
써니	слънчева	쓰+었+다	слънчев		ADJ;INDF;FEM;SG
써니	съни	쓰+었+다	сън		PROPN;INDF;MASC;SG
써니	слънчеви	쓰+었+다	слънчев		ADJ;INDF;PL
타타르	татарски	타타르	татарски		PROPN;INDF;MASC;SG
니카라과의	никарагуа	니카라과+의	никарагуа	PROPN	PROPN;INDF;MASC;SG
니카라과의	никарагуа	니카라과+의	никарагуа	PROPN	PROPN;INDF;MASC;SG
어려움	затруднения	어렵+ㅁ	затруднение	V	N;INDF;NEUT;PL
어려움	трудност	어렵+ㅁ	трудност	V	N;INDF;FEM;SG
어려움	трудности	어렵+ㅁ	трудност	V	N;INDF;FEM;PL
어려움	затруднение	어렵+ㅁ	затруднение	V	N;INDF;NEUT;SG
어려움	трудности	어렵+ㅁ	трудност	V	N;INDF;FEM;PL
어려움	затруднения	어렵+ㅁ	затруднение	V	N;INDF;NEUT;PL
어려움	трудно	어렵+ㅁ	трудно	V	ADV
어려움	труден	어렵+ㅁ	труден	V	ADJ;INDF;MASC;SG
어려움	трудни	어렵+ㅁ	труден	V	ADJ;INDF;PL
어려움	трудна	어렵+ㅁ	труден	V	ADJ;INDF;FEM;SG
껍질	черупка	껍질	черупка		N;INDF;FEM;SG
껍질	обвивка	껍질	обвивка		N;INDF;FEM;SG
껍질	черупки	껍질	черупки		N;INDF;FEM;PL
껍질	шел	껍질	шел		N;INDF;MASC;SG
껍질	пийл	껍질	пийл		N;INDF;MASC;SG
오르기	изкачване	오르+기	изкачване	V	N;INDF;NEUT;SG
그리드	мрежа	그리드	мрежа		N;INDF;FEM;SG
그리드	решетка	그리드	решетка		N;INDF;FEM;SG
부록	допълнение	부록	допълнение		N;INDF;NEUT;SG
부록	допълнения	부록	допълнение		N;INDF;NEUT;PL
클랜시	кланси	클랜시	кланси	PROPN	N;INDF;MASC;SG
파이어니어	пионер	파이어지+어	пионер		N;INDF;MASC;SG
탱고	танго	탱+고	танго		N;INDF;NEUT;SG
윌리스	уилис	윌리스	уилис		PROPN;INDF;MASC;SG
언리얼	нереално	언리얼	нереално	N	ADV
떠나기	напускане	떠나+기	напускане	V	N;INDF;NEUT;SG
푸리에	фурие	푸리+에	фурие	ADV	N;INDF;MASC;SG
코코	нос	코코	нос		N;INDF;MASC;SG
코코	носа	코코	нос		N;DEF;MASC;SG
코코	носът	코코	нос		N;DEF;MASC;SG
코스타	коста	코스타	коста		N;INDF;FEM;SG
폴라	паула	폴르+아	паула		N;INDF;FEM;SG
폴라	пола	폴르+아	пола		N;INDF;FEM;SG
엘레나	елена	엘레+나	елен		PROPN;INDF;FEM;SG
지평선	хоризонта	지평선	хоризонт		N;DEF;MASC;SG
지평선	хоризонт	지평선	хоризонт		N;INDF;MASC;SG
팬더	панда	팬더	панд		N;INDF;FEM;SG
팬더	пантера	팬더	пантер		N;INDF;FEM;SG
