renascimento	revival	renascimento	revival	N;MASC;SG	
urss	zsrr	ur	zsrr	N;FEM;SG	PROPN;NOM;MASC;SG
reconhecer	rozpoznawanie	reconhecer	rozpoznawać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
adotou	przyjęty	adotar	przyjąć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adotou	przyjęta	adotar	przyjąć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
adotou	adoptowany	adotar	adoptować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adotou	przyjęto	adotar	przyjąć	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
adotou	przyjęte	adotar	przyjąć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
imposto	podatki	impor	podatek	V;MASC;SG;V.PTCP	N;NOM;MASC;PL
imposto	podatek	impor	podatek	V;MASC;SG;V.PTCP	N;ACC;MASC;SG
rené	rené	rené	rena	N;MASC;SG	PROPN;NOM;MASC;SG
rené	rene	rené	reny	N;MASC;SG	PROPN;NOM;MASC;SG
rené	rené	rené	rena	N;MASC;SG	PROPN;NOM;MASC;SG
rené	rene	rené	reny	N;MASC;SG	PROPN;NOM;MASC;SG
assinar	podpisania	assinar	podpisać	V;NFIN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
assinar	podpisanie	assinar	podpisać	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
assinar	znak	assinar	znak	V;NFIN	N;NOM;MASC;SG
ofereceu	oferowane	oferecer	oferować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ofereceu	oferowana	oferecer	oferować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
intelectuais	intelektualnej	intelectual	intelektualny	N;MASC;PL	ADJ;GEN;FEM;SG
caridade	charytatywnych	caridade	charytatywny	N;FEM;SG	ADJ;GEN;MASC;PL
integrada	zintegrowana	integrar	zintegrować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
integrada	zintegrowane	integrar	zintegrować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
integrada	zintegrowany	integrar	zintegrować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
carvão	węgla	carvão	węgiel	N;MASC;SG	
presa	aresztowany	presa	aresztować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
presa	aresztowana	presa	aresztować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
presa	aresztowani	presa	aresztować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
presa	zdobycz	presa	zdobyczyć	V;FEM;SG;V.PTCP	N;NOM;FEM;SG
noites	nocy	noite	noc	N;FEM;PL	N;GEN;FEM;SG
noites	noce	noite	noc	N;FEM;PL	
departamentos	działy	departamento	dziać	N;MASC;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
amaro	amaro	amaro	amaro	N;MASC;SG	
barcos	łodzi	barco	łódź	N;MASC;PL	
barcos	łódki	barco	łódka	N;MASC;PL	N;ACC;FEM;SG
arredores	okolice	arredores	okolica	N;MASC;PL	N;ACC;FEM;SG
arredores	otoczenie	arredores	otoczyć	N;MASC;PL	N;NOM;NEUT;SG
arredores	otoczenia	arredores	otoczenie	N;MASC;PL	N;GEN;NEUT;SG
arredores	okolica	arredores	okolica	N;MASC;PL	N;NOM;FEM;SG
malta	malty	malta	malt	N;FEM;SG	
básicos	podstawowe	básico	podstawowy	N;MASC;PL	ADJ;NOM;NEUT;SG
básicos	podstawowego	básico	podstawowy	N;MASC;PL	ADJ;ACC;MASC;SG
básicos	podstawowy	básico	podstawowy	N;MASC;PL	ADJ;NOM;MASC;SG
básicos	podstawowa	básico	podstawowy	N;MASC;PL	
raymond	raymond	raymond	raymond	N;MASC;SG	PROPN;NOM;MASC;SG
dublagem	dubbing	dublagem	dubbing	N;FEM;SG	
hunter	hunter	hunter	hunter	N;MASC;SG	
iniciando	początku	iniciar	początek	V;V.MSDR	N;GEN;MASC;SG
iniciando	początek	iniciar	początek	V;V.MSDR	N;NOM;MASC;SG
iniciando	uruchamianie	iniciar	uruchamiać	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
iniciando	rozpoczęcie	iniciar	rozpocząć	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
iniciando	początek	iniciar	początek	V;V.MSDR	N;NOM;MASC;SG
iniciando	wszczęcia	iniciar	wszcząć	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
forest	lasy	forest	las	N;MASC;SG	N;NOM;MASC;PL
forest	leśne	forest	leśny	N;MASC;SG	ADJ;NOM;NEUT;SG
forest	leśny	forest	leśny	N;MASC;SG	ADJ;NOM;MASC;SG
visitou	odwiedzili	visitar	odwiedzić	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;PL;PST;FIN;ACT
salva	sage	salvar	sag	V;IND;SG;3;PRS;FIN	
salva	zachowaj	salvar	zachować	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
salva	zapisz	salvar	zapisać	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
salva	zapisano	salvar	zapisać	V;IND;SG;3;PRS;FIN	V;PFV;IND;0;PST;FIN;ACT
salva	uratował	salvar	uratować	V;IND;SG;3;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
salva	zapisane	salvar	zapisać	V;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
salva	zapisany	salvar	zapisać	V;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
salva	zapisana	salvar	zapisać	V;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
salva	zapisanych	salvar	zapisać	V;IND;SG;3;PRS;FIN	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
premier	premier	premier	premier	N;MASC;SG	
premier	premierze	premier	premierz	N;MASC;SG	
extensa	rozległ	extenso	rozlec	ADJ;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
her	jej	her	on	N;MASC;SG	PRO;GEN;FEM;SG;3
her	ją	her	on	N;MASC;SG	PRO;ACC;FEM;SG;3
justo	sprawiedliwych	justo	sprawiedliwy	ADJ;MASC;SG	ADJ;GEN;MASC;PL
justo	uczciwie	justo	uczciwie	ADJ;MASC;SG	ADV
justo	targi	justo	targa	ADJ;MASC;SG	N;NOM;MASC;PL
justo	fair	justo	fair	ADJ;MASC;SG	
justo	jarmark	justo	jarmark	ADJ;MASC;SG	N;NOM;MASC;SG
anéis	pierścienie	anel	pierścienie	N;MASC;PL	N;NOM;NEUT;SG
humberto	humberto	humberto	humberto	N;MASC;SG	PROPN;NOM;MASC;SG
humberto	umberto	humberto	umberto	N;MASC;SG	PROPN;NOM;MASC;SG
humberto	hubert	humberto	hubert	N;MASC;SG	PROPN;NOM;MASC;SG
átomos	atom	átomo	atom	N;MASC;PL	
ernst	ernst	ernst	ernst	PROPN;MASC;SG	PROPN;NOM;MASC;SG
vanessa	vanessy	vanesso	vanessa	N;FEM;SG	
comunistas	komunistycznej	comunista	komunistyczny	N;MASC;PL	ADJ;GEN;FEM;SG
comunistas	komunistą	comunista	komunista	N;MASC;PL	N;INS;MASC;SG
comunistas	komunistyczna	comunista	komunistyczny	N;MASC;PL	ADJ;NOM;FEM;SG
rodovias	autostrady	rodovia	autostrada	N;FEM;PL	
rodovias	autostrad	rodovia	autostrada	N;FEM;PL	
sepultado	zakopane	sepultado	zakopać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sepultado	pogrzebany	sepultado	pogrzebać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sepultado	pochowany	sepultado	pochować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sepultado	zakopany	sepultado	zakopać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inspirada	inspiracja	inspirar	inspiracja	V;FEM;SG;V.PTCP	N;NOM;FEM;SG
inspirada	zainspirowany	inspirar	zainspirować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inspirada	inspirujące	inspirar	inspirować	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
joan	joan	joan	joan	N;FEM;SG	PROPN;NOM;MASC;SG
joan	joanna	joan	joanna	N;FEM;SG	ADJ;NOM;FEM;SG
absurdo	absurd	absurdo	absurd	ADJ;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
absurdo	absurd	absurdo	absurd	ADJ;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
absurdo	nonsens	absurdo	nonsens	ADJ;MASC;SG	N;NOM;MASC;SG
frankfurt	frankfurt	frankfurt	frankfurt	N;MASC;SG	PROPN;NOM;MASC;SG
lara	lara	lara	lara	N;FEM;SG	
inovação	innowacje	inovação	innowacja	N;FEM;SG	N;NOM;FEM;PL
florida	florydy	florida	floryda	N;FEM;SG	
florida	floryda	florida	floryd	N;FEM;SG	
falhas	niepowodzenia	falha	niepowodzenie	N;FEM;PL	N;NOM;NEUT;SG
falhas	skazy	falha	skaz	N;FEM;PL	
falhas	wady	falha	wada	N;FEM;PL	V;IPFV;IND;SG;FIN;ACT
nbc	nbc	nbc	nbc	N;FEM;SG	
meridional	southern	meridional	southerny	ADJ;MASC;SG	N;NOM;MASC;SG
montana	montanie	montana	montan	N;FEM;SG	
montana	montana	montana	montany	N;FEM;SG	
montana	montany	montana	montany	N;FEM;SG	
fundir	łączenie	fundir	łączenie	V;NFIN	N;NOM;NEUT;SG
fundir	łączenie	fundir	łączenie	V;NFIN	N;NOM;NEUT;SG
suficientes	wystarczające	suficiente	wystarczający	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
suficientes	wystarczająca	suficiente	wystarczający	ADJ;MASC;PL	ADJ;NOM;FEM;SG
suficientes	wystarczający	suficiente	wystarczający	ADJ;MASC;PL	ADJ;NOM;MASC;SG
performances	przedstawienia	performance	przedstawienie	N;FEM;PL	N;GEN;NEUT;SG
canada	kanada	canada	kanada	N;FEM;SG	
canada	kanady	canada	kanada	N;FEM;SG	
norman	norman	norman	norman	N;MASC;SG	PROPN;NOM;MASC;SG
norman	normana	norman	norman	N;MASC;SG	
caverna	jaskinia	cavernar	jaskiniać	N;FEM;SG	
caverna	jaskini	cavernar	jaskinia	N;FEM;SG	
promessa	zastaw	promessa	zastawa	N;FEM;SG	
alternativas	alternatywna	alternativa	alternatywny	N;FEM;PL	ADJ;NOM;FEM;SG
alternativas	alternatywne	alternativa	alternatywny	N;FEM;PL	ADJ;NOM;NEUT;SG
alternativas	alternatywa	alternativa	alternatywa	N;FEM;PL	N;NOM;FEM;SG
alternativas	alternatywny	alternativa	alternatywny	N;FEM;PL	ADJ;NOM;MASC;SG
alternativas	alternatywnie	alternativa	alternatywnie	N;FEM;PL	ADV
alternativas	alternatywa	alternativa	alternatywa	N;FEM;PL	N;NOM;FEM;SG
dourado	złote	dourar	złoty	V;MASC;SG;V.PTCP	
dourado	golden	dourar	golden	V;MASC;SG;V.PTCP	
dourado	złoty	dourar	złoty	V;MASC;SG;V.PTCP	
dourado	złota	dourar	złoty	V;MASC;SG;V.PTCP	
dourado	złota	dourar	złoty	V;MASC;SG;V.PTCP	
dourado	złoto	dourar	złoto	V;MASC;SG;V.PTCP	
dourado	gold	dourar	gold	V;MASC;SG;V.PTCP	
dourado	złoty	dourar	złoty	V;MASC;SG;V.PTCP	
bebê	baby	bebê	baba	N;MASC;SG	
harold	harold	harold	harold	N;MASC;SG	PROPN;NOM;MASC;SG
virginia	virginia	virginia	virginia	N;FEM;SG	
virginia	wirginia	virginia	wirginia	N;FEM;SG	
transformado	przekształcone	transformar	przekształcić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fixa	stał	fixo	stać	N;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
fixa	stały	fixo	stać	N;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
fixa	stała	fixo	stać	N;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
fixa	ustalone	fixo	ustalić	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fixa	ustalona	fixo	ustalić	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
minuto	minute	minuto	minuta	N;MASC;SG	N;NOM;FEM;PL
reitor	provost	reitor	provost	N;MASC;SG	
reitor	dean	reitor	dean	N;MASC;SG	PROPN;NOM;MASC;SG
edge	edge	edge	edga	N;MASC;SG	
contemporâneo	współczesny	contemporâneo	współczesny	ADJ;MASC;SG	
contemporâneo	współczesnej	contemporâneo	współczesny	ADJ;MASC;SG	
contemporâneo	współczesne	contemporâneo	współczesny	ADJ;MASC;SG	
contemporâneo	współczesna	contemporâneo	współczesny	ADJ;MASC;SG	N;NOM;FEM;SG
noiva	narzeczona	noiva	narzec	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
noiva	narzeczony	noiva	narzec	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
noiva	narzeczonej	noiva	narzec	N;FEM;SG	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
noiva	narzeczoną	noiva	narzec	N;FEM;SG	ADJ;PFV;ACC;FEM;SG;POS;V.PTCP;PASS
noiva	narzeczona	noiva	narzec	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
noiva	narzeczona	noiva	narzec	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
noiva	narzeczonej	noiva	narzec	N;FEM;SG	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
noiva	narzeczoną	noiva	narzec	N;FEM;SG	ADJ;PFV;ACC;FEM;SG;POS;V.PTCP;PASS
noiva	zaręczony	noiva	zaręczyć	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
noiva	zaręczona	noiva	zaręczyć	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
noiva	zaręczyny	noiva	zaręczyna	N;FEM;SG	N;NOM;FEM;PL
emi	emi	eme	em	N;MASC;SG	
associadas	powiązanych	associar	powiązać	V;FEM;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
associadas	współpracowników	associar	współpracownik	V;FEM;PL;V.PTCP	N;ACC;MASC;PL
associadas	współpracownicy	associar	współpracownik	V;FEM;PL;V.PTCP	N;NOM;MASC;PL
associadas	wspólnicy	associar	wspólnik	V;FEM;PL;V.PTCP	N;NOM;MASC;PL
associadas	powiązany	associar	powiązać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
associadas	związany	associar	związać	V;FEM;PL;V.PTCP	ADJ;NOM;MASC;SG
associadas	powiązane	associar	powiązać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
associadas	związane	associar	związany	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG
coletiva	zbiorowego	coletivo	zbiorowy	N;FEM;SG	ADJ;ACC;MASC;SG
coletiva	zbiorowe	coletivo	zbiorowy	N;FEM;SG	ADJ;NOM;NEUT;SG
pavilhão	flag	pavilhão	flag	N;MASC;SG	
spin	spin	spin	spina	N;MASC;SG	
wii	wii	wii	wia	N;MASC;SG	
borda	edge	borda	edga	N;FEM;SG	
borda	granice	borda	granica	N;FEM;SG	N;NOM;FEM;PL
funcionário	oficjalne	funcionário	oficjalny	N;MASC;SG	ADJ;NOM;NEUT;SG
funcionário	oficjalna	funcionário	oficjalny	N;MASC;SG	ADJ;NOM;FEM;SG
funcionário	urzędowym	funcionário	urzędowy	N;MASC;SG	ADJ;INS;MASC;SG
funcionário	oficjalnie	funcionário	oficjalnie	N;MASC;SG	ADV
funcionário	oficjalny	funcionário	oficjalny	N;MASC;SG	ADJ;NOM;MASC;SG
ganho	zyskać	ganho	zyskać	N;MASC;SG	V;PFV;NFIN;ACT
loire	loire	loire	loiry	N;MASC;SG	
nov	listopad	nov	listopad	N;MASC;SG	
acadêmica	akademickich	acadêmico	akademicki	N;FEM;SG	ADJ;GEN;MASC;PL
acadêmica	akademickie	acadêmico	akademicki	N;FEM;SG	ADJ;NOM;NEUT;SG
frequentes	częste	frequente	częsty	ADJ;MASC;PL	
frequentes	często	frequente	często	ADJ;MASC;PL	ADV
frequentes	wspólnej	frequente	wspólny	ADJ;MASC;PL	ADJ;GEN;FEM;SG
frequentes	wspólny	frequente	wspólny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
frequentes	częste	frequente	częsty	ADJ;MASC;PL	
frequentes	często	frequente	często	ADJ;MASC;PL	ADV
frequentes	wspólne	frequente	wspólny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
fechada	zamknięty	fechar	zamknięty	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
fechada	nieczynne	fechar	nieczynny	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
fechada	zamknięte	fechar	zamknąć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fechada	zamknięta	fechar	zamknąć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
infra	infra	infrar	infra	N;FEM;SG	
cinza	gray	cinza	grać	N;FEM;SG	
cinza	szary	cinza	szary	N;FEM;SG	
cinza	szara	cinza	szara	N;FEM;SG	ADJ;NOM;FEM;SG
cinza	szare	cinza	szary	N;FEM;SG	ADJ;NOM;NEUT;SG
cinza	ash	cinza	ash	N;FEM;SG	PROPN;NOM;MASC;SG
cinza	szary	cinza	szary	N;FEM;SG	
cinza	szara	cinza	szara	N;FEM;SG	ADJ;NOM;FEM;SG
cinza	szare	cinza	szary	N;FEM;SG	ADJ;NOM;NEUT;SG
cinza	grey	cinza	grać	N;FEM;SG	
oxigênio	tlen	oxigênio	tlen	N;MASC;SG	
serie	serie	seriar	serie	N;FEM;SG	
corrêa	corrêa	corrêa	corry	N;MASC;SG	
frequente	częste	frequente	częsty	ADJ;MASC;SG	
frequente	często	frequente	często	ADJ;MASC;SG	ADV
frequente	częste	frequente	częsty	ADJ;MASC;SG	
frequente	często	frequente	często	ADJ;MASC;SG	ADV
phoenix	feniks	phoenix	feniks	N;MASC;SG	
enviada	wysłany	enviar	wysłać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enviada	wysłane	enviar	wysłać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
muralha	ściany	muralha	ściana	N;FEM;SG	N;ACC;FEM;PL
muralha	mury	muralha	mur	N;FEM;SG	N;NOM;MASC;PL
mercedes	mercedes	mercede	mercedes	N;MASC;SG	
machos	samców	macho	samc	N;MASC;PL	
machos	samce	macho	samka	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
difíceis	trudna	difícil	trudny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
difíceis	trudny	difícil	trudny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
difíceis	trudne	difícil	trudny	ADJ;MASC;PL	
indicando	wskazujące	indicar	wskazywać	V;V.MSDR	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
rachel	rachel	rachel	rachel	N;FEM;SG	PROPN;NOM;FEM;SG
renovação	odnowienia	renovação	odnowienie	N;FEM;SG	
exclusivo	wyłączność	exclusivo	wyłączność	ADJ;MASC;SG	N;ACC;FEM;SG
crônica	przewlekłe	crônico	przewlec	N;FEM;SG	ADJ;NOM;NEUT;SG
crônica	przewlekłą	crônico	przewlec	N;FEM;SG	ADJ;ACC;FEM;SG
crônica	chronicle	crônico	chronicel	N;FEM;SG	
telecomunicações	telekomunikacyjne	telecomunicação	telekomunikacyjny	N;FEM;PL	ADJ;NOM;NEUT;SG
telecomunicações	telekomunikacyjnych	telecomunicação	telekomunikacyjny	N;FEM;PL	ADJ;GEN;MASC;PL
telecomunicações	telekomunikacji	telecomunicação	telekomunikacja	N;FEM;PL	N;GEN;FEM;SG
apoiado	wspierany	apoiar	wspierać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
apoiado	obsługiwany	apoiar	obsługiwać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
apoiado	wspierane	apoiar	wspierać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
apoiado	obsługiwane	apoiar	obsługiwać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sweet	słodki	sweet	słodki	N;MASC;SG	
sweet	słodko	sweet	słodko	N;MASC;SG	
sweet	sweet	sweet	sweet	N;MASC;SG	
sweet	słodka	sweet	słodek	N;MASC;SG	ADJ;NOM;FEM;SG
sweet	słodkie	sweet	słodki	N;MASC;SG	ADJ;NOM;NEUT;SG
prestígio	prestiżowej	prestígio	prestiżowy	N;MASC;SG	ADJ;GEN;FEM;SG
coletivo	zbiorowego	coletivo	zbiorowy	N;MASC;SG	ADJ;ACC;MASC;SG
coletivo	zbiorowe	coletivo	zbiorowy	N;MASC;SG	ADJ;NOM;NEUT;SG
centímetros	cale	centímetro	cal	N;MASC;PL	
centímetros	cali	centímetro	cala	N;MASC;PL	
say	powiedz	say	powiedzieć	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
secundárias	wtórne	secundário	wtórny	ADJ;FEM;PL	
secundárias	drugorzędne	secundário	drugorzędny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
secundárias	wtórnego	secundário	wtórny	ADJ;FEM;PL	ADJ;ACC;MASC;SG
fenômenos	fenomen	fenômeno	fenomen	N;MASC;PL	N;NOM;MASC;SG
fenômenos	zjawisko	fenômeno	zjawisko	N;MASC;PL	N;NOM;NEUT;SG
fenômenos	fenomen	fenômeno	fenomen	N;MASC;PL	N;NOM;MASC;SG
fenômenos	zjawisko	fenômeno	zjawisko	N;MASC;PL	N;NOM;NEUT;SG
enterrado	zakopane	enterrar	zakopać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enterrado	pogrzebany	enterrar	pogrzebać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enterrado	pochowany	enterrar	pochować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enterrado	zakopany	enterrar	zakopać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
líbia	libii	líbia	libić	N;FEM;SG	PROPN;GEN;FEM;SG
issn	issn	issn	issna	N;MASC;SG	
confrontos	starcia	confronto	starcie	N;MASC;PL	N;NOM;NEUT;SG
confrontos	konfrontacji	confronto	konfrontacja	N;MASC;PL	N;GEN;FEM;SG
confrontos	konfrontacji	confronto	konfrontacja	N;MASC;PL	N;GEN;FEM;SG
criaturas	istoty	criatura	istota	N;FEM;PL	N;ACC;FEM;SG
criaturas	stworzenia	criatura	stworzyć	N;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
euro	eur	euro	eur	N;MASC;SG	
euro	euro	euro	euro	N;MASC;SG	
colapso	zapaść	colapso	zapaść	N;MASC;SG	V;PFV;NFIN;ACT
marx	marx	marx	marna	N;MASC;SG	PROPN;NOM;MASC;SG
marx	marks	marx	marks	N;MASC;SG	PROPN;NOM;MASC;SG
matheus	matheus	matheu	matheus	N;MASC;SG	
tigre	tiger	tigre	tiger	N;MASC;SG	
tigre	tigre	tigre	tigry	N;MASC;SG	PROPN;NOM;MASC;SG
pescoço	szyja	pescoço	szyj	N;MASC;SG	
pescoço	szyi	pescoço	szyi	N;MASC;SG	
competir	konkurencyjnych	competir	konkurcyjnyjny	V;NFIN	ADJ;GEN;MASC;PL
competir	konkurencyjne	competir	konkurencyjny	V;NFIN	ADJ;NOM;NEUT;SG
operar	operacyjny	operar	operacyjny	V;NFIN	ADJ;NOM;MASC;SG
operar	operacyjnych	operar	operacyjny	V;NFIN	ADJ;GEN;MASC;PL
ring	ring	ring	ring	N;MASC;SG	
temática	tematyczne	temático	tematyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
temática	tematycznych	temático	tematyczny	N;FEM;SG	ADJ;GEN;MASC;PL
derivados	pochodne	derivar	pochodny	V;MASC;PL;V.PTCP	
oficina	warsztaty	oficina	warsztata	N;FEM;SG	N;NOM;MASC;PL
estêvão	stephen	estêvão	stephen	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
estêvão	stefan	estêvão	stefan	N;MASC;SG	PROPN;NOM;MASC;SG
estêvão	stefana	estêvão	stefany	N;MASC;SG	
estêvão	stefan	estêvão	stefan	N;MASC;SG	PROPN;NOM;MASC;SG
estêvão	stefanie	estêvão	stefan	N;MASC;SG	
dinamarquês	duńskie	dinamarquês	duński	N;MASC;SG	ADJ;NOM;NEUT;SG
dinamarquês	duński	dinamarquês	duński	N;MASC;SG	ADJ;NOM;MASC;SG
dinamarquês	duńskim	dinamarquês	duński	N;MASC;SG	ADJ;INS;MASC;SG
invenção	wymyślone	invenção	wymyślić	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
invenção	wymyślił	invenção	wymyślić	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
invenção	wynalazł	invenção	wynaleźć	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
perdida	zagubiona	perder	zagubić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
perdida	zagubiony	perder	zagubić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
perdida	stracone	perder	stracić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
perdida	utracone	perder	utracić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
almas	dusz	alma	dusza	N;FEM;PL	
almas	dusze	alma	dusza	N;FEM;PL	N;NOM;FEM;SG
timor	timor	timor	timor	N;MASC;SG	PROPN;NOM;MASC;SG
hebraico	hebrajski	hebraico	hebrajski	N;MASC;SG	ADJ;NOM;MASC;SG
adolfo	adolfo	adolfo	adolfo	N;MASC;SG	PROPN;NOM;MASC;SG
adolfo	adolf	adolfo	adolf	N;MASC;SG	PROPN;NOM;MASC;SG
bactérias	bakterii	bactéria	bakteria	N;FEM;PL	
bactérias	bakterie	bactéria	bakter	N;FEM;PL	
