ve	और	ve	और	CONJ	
arkadaş	मित्र	arkadaş	मित्र		N;NOM;MASC;SG;3
arkadaş	दोस्तों	arkadaş	दोस्त		N;ACC;MASC;PL;3
arkadaş	मित्रों	arkadaş	मित्र		N;ACC;MASC;PL;3
arkadaş	मित्र	arkadaş	मित्र		N;NOM;MASC;SG;3
arkadaş	दोस्त	arkadaş	दोस्त		N;NOM;MASC;SG;3
band	बैंड	ban	बैंड		N;NOM;MASC;SG;3
frankfurt	फ्रैंकफर्ट	frankfurt	फ्रैंकफर्ट	PROPN;NOM;SG;3	N;NOM;MASC;SG;3
portal	पोर्टल	portal	पोर्टल		N;NOM;MASC;SG;3
kural	नियम	kural	नियम		N;NOM;MASC;SG;3
kural	शासन	kural	शासन		N;NOM;MASC;SG;3
kural	नियम	kural	नियम		N;NOM;MASC;SG;3
gürcü	जॉर्जियाई	gürcü	जॉर्जियाई		PROPN;NOM;FEM;SG;3
ansiklopedi	ज्ञानकोष	ansiklopedi	ज्ञानकोष		N;NOM;MASC;SG;3
görünümü	देखें	görün	देख	N;NOM;SG;3	V;SBJV;PL;FIN;ACT
gerilim	टेंशन	gerilim	टेंशन		N;NOM;MASC;SG;3
gerilim	सस्पेंस	gerilim	सस्पेंस		N;NOM;MASC;SG;3
gerilim	वोल्टेज	gerilim	वोल्टेज		N;NOM;MASC;SG;3
gerilim	थ्रिलर	gerilim	थ्रिलर		N;NOM;MASC;SG;3
trafik	ट्रैफ़िक	trafik	ट्रैफ़िक	N;NOM;SG;3	
hikâye	कहानी	hiku	कहानी		N;NOM;FEM;SG;3
hikâye	स्टोरी	hiku	स्टोरी		N;NOM;FEM;SG;3
dance	डांस	dance	डांस		N;NOM;MASC;SG;3
dance	नृत्य	dance	नृत्य		N;NOM;MASC;SG;3
kafkas	caucasian	kafkas	८ुषठुु		N;NOM;MASC;SG;3
jan	जन	jan	जन		N;NOM;MASC;SG;3
konuşan	बोलना	konuş	बोल		V;MASC;NFIN;ACT
einstein	आइंस्टीन	einste	आइंस्टीन		N;NOM;MASC;SG;3
bebek	गुड़िया	bebek	गुड़िया		N;NOM;FEM;SG;3
radikal	रेडिकल	radikal	रेडिकल		PROPN;NOM;MASC;SG;3
radikal	कट्टरपंथी	radikal	कट्टरपंथी		N;NOM;MASC;SG;3
ipek	रेशों	ipek	रेश		N;ACC;MASC;PL;3
ipek	रेशे	ipek	रेशा		N;NOM;MASC;SG;3
ipek	रेशम	ipek	रेशम		N;NOM;MASC;SG;3
ipek	रेशा	ipek	रेशा		N;NOM;MASC;SG;3
luis	लुइस	luis	लुइस	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
günler	दिन	gün	दिन	N;NOM;PL;3	N;NOM;MASC;SG;3
hong	हांग	hong	हांग	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
bölgeler	जिले	bölge	जिला	N;NOM;PL;3	N;NOM;MASC;SG;3
bölgeler	एटलस	bölge	एटलस	N;NOM;PL;3	
bölgeler	क्षेत्र	bölge	क्षेत्र	N;NOM;PL;3	N;NOM;MASC;SG;3
bölgeler	क्षेत्रों	bölge	क्षेत्र	N;NOM;PL;3	N;ACC;MASC;PL;3
muharebe	बैटल	muharebe	बैटल	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
muharebe	कॉम्बैट	muharebe	कॉम्बैट	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
euro	eur	euro	eur		N;NOM;MASC;SG;3
euro	यूरो	euro	यूरो		PROPN;NOM;MASC;SG;3
euro	यूरोपियन	euro	यूरोपियन		PROPN;NOM;MASC;SG;3
dere	क्रीक	dere	क्रीक		PROPN;NOM;MASC;SG;3
dere	धारा	dere	धारा		N;NOM;FEM;SG;3
dere	स्ट्रीम	dere	स्ट्रीम		N;NOM;MASC;SG;3
deneysel	प्रयोगात्मक	deneysel	प्रयोगात्मक		N;NOM;MASC;SG;3
deneysel	प्रायोगिक	deneysel	प्रायोगिक		N;NOM;MASC;SG;3
rahatsız	असहज	rahatsız	असहज	ADJ	
rahatsız	खिन्न	rahatsız	खिन्न	ADJ	
rahatsız	नाराजगी	rahatsız	नाराजगी	ADJ	N;NOM;FEM;SG;3
rahatsız	अशांत	rahatsız	अशांत	ADJ	PROPN;NOM;MASC;SG;3
miller	मिलर	mil	मिलर		PROPN;NOM;MASC;SG;3
haftalık	हफ्ते	haftalık	हफ्ता		N;NOM;MASC;SG;3
haftalık	सप्ताह	haftalık	सप्ताह		N;NOM;MASC;SG;3
haftalık	साप्ताहिक	haftalık	साप्ताहिक		N;NOM;MASC;SG;3
halife	खलीफा	halife	खलीफा		PROPN;NOM;MASC;SG;3
halife	ख़लीफ़ा	halife	ख़लीफ़ा		PROPN;NOM;MASC;SG;3
halife	खलीफा	halife	खलीफा		PROPN;NOM;MASC;SG;3
grafik	ग्राफ़	grafik	ग्राफ़		N;NOM;MASC;SG;3
grafik	ग्राफ	grafik	ग्राफ		PROPN;NOM;MASC;SG;3
grafik	आलेख	grafik	आलेख		N;NOM;MASC;SG;3
grafik	ग्राफ़िक	grafik	ग्राफ़िक		N;NOM;MASC;SG;3
grafik	ग्राफिक	grafik	ग्राफिक		N;NOM;MASC;SG;3
grafik	चार्ट	grafik	चार्ट		N;NOM;MASC;SG;3
grafik	ग्राफिक्स	grafik	ग्राफिक्स		N;NOM;MASC;SG;3
bit	बिट	bit	बिट		N;NOM;MASC;SG;3
hayal	कल्पना	hayal	कल्पना		N;NOM;FEM;SG;3
hayal	ड्रीम	hayal	ड्रीम		PROPN;NOM;MASC;SG;3
hayal	सपने	hayal	सपना		N;NOM;MASC;PL;3
hayal	ख्वाब	hayal	ख्वाब		N;NOM;MASC;PL;3
hayal	स्वप्न	hayal	स्वप्न		N;NOM;MASC;SG;3
hayal	सपना	hayal	सपना		N;NOM;MASC;SG;3
inci	पर्ल	inci	पर्ल		PROPN;NOM;MASC;SG;3
negatif	नकारात्मक	negatif	नकारात्मक		ADJ
negatif	ऋणात्मक	negatif	ऋणात्मक		N;NOM;MASC;SG;3
yıldızlar	तारों	yıl	तारा	N;NOM;PL;3	N;ACC;MASC;PL;3
yıldızlar	तारे	yıl	तारा	N;NOM;PL;3	N;NOM;MASC;SG;3
yıldızlar	सितारे	yıl	सितारा	N;NOM;PL;3	N;NOM;MASC;SG;3
yıldızlar	तारें	yıl	तारा	N;NOM;PL;3	V;SBJV;PL;3;FIN;ACT
yıldızlar	सितारों	yıl	सितारा	N;NOM;PL;3	N;ACC;MASC;PL;3
okudu	पढ़ाई	oku	पढ़ाई	V;PFV;IND;SG;3;POS;PST	N;NOM;FEM;SG;3
stalin	स्टालिन	stal	स्टालिन		PROPN;NOM;MASC;SG;3
hasta	मरीज	hasta	मरीज		N;NOM;MASC;PL;3
hasta	रोगी	hasta	रोगी		N;NOM;MASC;SG;3
hasta	रोगियों	hasta	रोगी		N;ACC;MASC;PL;3
hasta	मरीजों	hasta	मरीज		N;ACC;MASC;PL;3
hasta	बीमार	hasta	बीमार		ADJ
takma	उपनाम	takma	उपनाम		N;NOM;MASC;SG;3
evrensel	यूनिवर्सल	evrensel	यूनिवर्सल		N;NOM;MASC;SG;3
evrensel	सार्वभौमिक	evrensel	सार्वभौमिक		PROPN;NOM;SG;3
evrensel	वैश्विक	evrensel	वैश्विक		N;NOM;MASC;SG;3
evrensel	ब्रह्माण्ड	evrensel	ब्रह्माण्ड		N;NOM;MASC;SG;3
evrensel	लौकिक	evrensel	लौकिक		PROPN;NOM;MASC;SG;3
rick	रिक	rick	रिक		PROPN;NOM;MASC;SG;3
sıfır	शून्य	sıfır	शून्य		NUM
emek	मज़दूर	emek	मजदूर		N;NOM;MASC;SG;3
emek	श्रम	emek	श्रम		N;NOM;MASC;SG;3
emek	श्रमिक	emek	श्रमिक		N;NOM;MASC;PL;3
emek	प्रयास	emek	प्रयास		N;NOM;MASC;SG;3
emek	प्रयत्न	emek	प्रयत्न		N;NOM;MASC;SG;3
emek	श्रमिक	emek	श्रमिक		N;NOM;MASC;PL;3
emek	श्रम	emek	श्रम		N;NOM;MASC;SG;3
emek	मजदूर	emek	मजदूर		N;NOM;MASC;PL;3
yazılar	लेख	yazı	लेख	N;NOM;PL;3	N;NOM;MASC;SG;3
yazılar	आलेख	yazı	आलेख	N;NOM;PL;3	N;NOM;MASC;SG;3
yazılar	लेखन	yazı	लेखन	N;NOM;PL;3	
sulama	सिंचाई	sula	सिंचाई		N;NOM;FEM;SG;3
amsterdam	एम्सटर्डम	amster	एम्सटर्डम	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
açan	अंकुरित	aç	अंकुरित		PROPN;NOM;MASC;SG;3
açan	खिल	aç	खिल		V;ACT
klavye	कीबोर्ड	klavye	कीबोर्ड		N;NOM;MASC;SG;3
klavye	कुंजीपटल	klavye	कुंजीपटल		N;NOM;MASC;SG;3
cuma	शुक्रवार	cuma	शुक्रवार		PROPN;NOM;MASC;SG;3
cuma	शुक्रवार	cuma	शुक्रवार		PROPN;NOM;MASC;SG;3
usta	मास्टर	us	मास्टर		N;NOM;MASC;SG;3
usta	निपुण	us	निपुण		ADP
sanal	आभासी	sanal	आभासी		N;NOM;MASC;SG;3
post	पोस्ट	post	पोस्ट		N;NOM;FEM;SG;3
ilham	प्रेरणा	ilham	प्रेरणा		N;NOM;FEM;SG;3
ilham	प्रेरित	ilham	प्रेरित		ADJ
ilham	चिंतन	ilham	चिंतन		N;NOM;MASC;SG;3
ilham	प्रेरणा	ilham	प्रेरणा		N;NOM;FEM;SG;3
division	विभाग	divi	विभाग		N;NOM;MASC;SG;3
division	विभाजन	divi	विभाजन		N;NOM;MASC;SG;3
division	प्रभाग	divi	प्रभाग		N;NOM;MASC;SG;3
arsenal	आर्सेनल	arsenal	आर्सेनल		N;NOM;MASC;SG;3
kukla	कठपुतली	kuk	कठपुतली		N;NOM;FEM;SG;3
bahar	स्प्रिंग	bahar	स्प्रिंग		N;NOM;FEM;SG;3
bahar	बसंत	bahar	बसंत		PROPN;NOM;MASC;SG;3
bahar	वसंत	bahar	वसंत		PROPN;NOM;MASC;SG;3
bahar	वसन्त	bahar	वसन्त		PROPN;NOM;MASC;SG;3
bahar	स्पाइस	bahar	स्पाइस		N;NOM;MASC;SG;3
bahar	मसाला	bahar	मसाला		N;NOM;MASC;SG;3
sıkı	कड़ा	sık	कड़ा		ADJ;NOM;MASC;SG
sıkı	कस	sık	कस		V;ACT
hürriyet	लिबर्टी	hürriyet	लिबर्टी	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
newton	न्यूटन	newton	न्यूटन		PROPN;NOM;MASC;SG;3
yarısı	हाफ़	yarı	हाफ़	ADJ;NOM;SG;3	N;NOM;MASC;SG;3
yarısı	आधा	yarı	आधा	ADJ;NOM;SG;3	NUM
yarısı	आधी	yarı	आधा	ADJ;NOM;SG;3	N;NOM;FEM;SG;3
yarısı	हाफ	yarı	हाफ	ADJ;NOM;SG;3	
yerleşik	निवासी	yerleşik	निवासी		N;NOM;MASC;SG;3
yerleşik	स्थापित	yerleşik	स्थापित		ADJ
görevlisi	सेवक	görevli	सेवक	ADJ;NOM;SG;3	N;NOM;MASC;SG;3
vatan	मातृभूमि	vat	मातृभूमि		N;NOM;FEM;SG;3
vatan	मातृभूमि	vat	मातृभूमि		N;NOM;FEM;SG;3
vatan	देश	vat	देश		N;NOM;MASC;SG;3
sergi	प्रदर्शनी	sergi	प्रदर्शनी		N;NOM;FEM;SG;3
sergi	प्रदर्शनी	sergi	प्रदर्शनी		N;NOM;FEM;SG;3
faydalı	उपयोगी	faydalı	उपयोगी		ADJ
faydalı	उपयोगी	faydalı	उपयोगी		ADJ
faydalı	सहायक	faydalı	सहायक		N;NOM;MASC;SG;3
kazan	जीत	kazan	जीत		N;NOM;FEM;SG;3
kazan	बॉयलर	kazan	बॉयलर		N;NOM;MASC;SG;3
uygulamaları	एप्लिकेशन	uygulama	एप्लिकेशन	N;NOM;PL;3	N;NOM;MASC;SG;3
uygulamaları	आवेदन	uygulama	आवेदन	N;NOM;PL;3	N;NOM;MASC;SG;3
uygulamaları	अनुप्रयोग	uygulama	अनुप्रयोग	N;NOM;PL;3	N;NOM;MASC;SG;3
uygulamaları	एप्लिकेशन	uygulama	एप्लिकेशन	N;NOM;PL;3	N;NOM;MASC;SG;3
uygulamaları	ऐप्स	uygulama	ऐप्स	N;NOM;PL;3	N;NOM;MASC;SG;3
gri	सलेटी	gri	सलेटी		N;NOM;MASC;SG;3
yedek	अतिरिक्त	yedek	अतिरिक्त		N;NOM;MASC;SG;3
yedek	आरक्षित	yedek	आरक्षित		PROPN;NOM
yedek	बैकअप	yedek	बैकअप		N;NOM;MASC;SG;3
linux	लिनक्स	lin	लिनक्स		N;NOM;MASC;SG;3
ilaç	दवा	ilaç	दवा		N;NOM;FEM;SG;3
ilaç	औषधि	ilaç	औषधि		N;NOM;FEM;SG;3
ilaç	आयुर्विज्ञान	ilaç	आयुर्विज्ञान		N;NOM;FEM;SG;3
ilaç	फार्मास्युटिकल	ilaç	फार्मास्युटिकल		N;NOM;MASC;SG;3
ilaç	दवाइयाँ	ilaç	दवाई		N;NOM;FEM;PL;3
ilaç	ड्रग	ilaç	ड्रग		PROPN;NOM;MASC;SG;3
ilaç	दवाएँ	ilaç	दवा		N;NOM;FEM;PL;3
christopher	क्रिस्टोफर	christopher	क्रिस्टोफर	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
ürünler	आइटम	ürün	आइटम	N;NOM;PL;3	N;NOM;MASC;SG;3
ürünler	मद	ürün	मद	N;NOM;PL;3	
ürünler	उत्पाद	ürün	उत्पाद	N;NOM;PL;3	N;NOM;MASC;SG;3
kong	कोंग	kong	कोंग	PROPN;NOM;SG;3	
kong	काँग	kong	काँग	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
olağanüstü	असाधारण	olağanüstü	असाधारण	ADJ	
olağanüstü	असाधारण	olağanüstü	असाधारण	ADJ	
olağanüstü	अभूतपूर्व	olağanüstü	अभूतपूर्व	ADJ	ADV
olağanüstü	उत्कृष्ट	olağanüstü	उत्कृष्ट	ADJ	PROPN;NOM;SG;3
olağanüstü	बकाया	olağanüstü	बकाया	ADJ	N;NOM;MASC;SG;3
yaralı	घायल	yaralı	घायल		ADJ
sözcük	वर्ड	sözcük	वर्ड		N;NOM;MASC;SG;3
sözcük	शब्द	sözcük	शब्द		N;NOM;MASC;SG;3
gene	जीन	gene	जीन	ADV	N;NOM;MASC;SG;3
yay	स्प्रिंग	yay	स्प्रिंग		N;NOM;FEM;SG;3
yay	बसंत	yay	बसंत		PROPN;NOM;MASC;SG;3
yay	वसंत	yay	वसंत		PROPN;NOM;MASC;SG;3
yay	वसन्त	yay	वसन्त		PROPN;NOM;MASC;SG;3
yay	फैला	yay	फैल		V;PFV;MASC;SG;V.PTCP;ACT
yay	फैल	yay	फैल		V;ACT
yay	प्रसार	yay	प्रसार		N;NOM;MASC;SG;3
yay	स्प्रेड	yay	स्प्रेड		N;NOM;MASC;SG;3
yay	चाप	yay	चाप		N;NOM;MASC;SG;3
yay	धनु	yay	धनु		N;NOM;MASC;SG;3
yay	धनुष	yay	धनुष		PROPN;NOM;MASC;SG;3
patrick	पैट्रिक	patrick	पैट्रिक		PROPN;NOM;MASC;SG;3
hop	हॉप	hop	हॉप		PROPN;NOM;MASC;SG;3
light	रोशनी	light	रोशनी		N;NOM;FEM;SG;3
light	प्रकाश	light	प्रकाश		PROPN;NOM;MASC;SG;3
light	हल्का	light	हल्का		ADJ;NOM;MASC;SG
light	लाइट	light	लाइट		N;NOM;FEM;SG;3
geliştirilmiş	उन्नत	geliş	उन्नत	V;PFV;NFH;IND;SG;3;POS;PST;PASS	
geliştirilmiş	विकसित	geliş	विकसित	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ
kardeşler	बहनो	kardeş	बहनो	N;NOM;PL;3	
kardeşler	बहनों	kardeş	बहन	N;NOM;PL;3	N;ACC;FEM;PL;3
kardeşler	सहोदर	kardeş	सहोदर	N;NOM;PL;3	PROPN;NOM;MASC;SG;3
kardeşler	भाइयों	kardeş	भाई	N;NOM;PL;3	N;ACC;MASC;PL;3
kardeşler	भाईयो	kardeş	भाईयो	N;NOM;PL;3	
kardeşler	भाइयो	kardeş	भाइयो	N;NOM;PL;3	
evren	ब्रह्माण्ड	evren	ब्रह्माण्ड		N;NOM;MASC;SG;3
evren	ब्रह्मांड	evren	ब्रह्मांड		N;NOM;MASC;SG;3
evren	ब्रह्मांड	evren	ब्रह्मांड		N;NOM;MASC;SG;3
ücretsiz	निशुल्क	ücretsiz	निशुल्क	ADJ	N;NOM;MASC;SG;3
ücretsiz	मुफ्त	ücretsiz	मुफ्त	ADJ	N;NOM;MASC;SG;3
ücretsiz	फ्री	ücretsiz	फ्री	ADJ	
ücretsiz	आजाद	ücretsiz	आजाद	ADJ	PROPN;NOM;MASC;SG;3
ücretsiz	फ़्री	ücretsiz	फा्री	ADJ	
muhtar	मुख्तार	muhtar	मुख्तार		PROPN;NOM;MASC;SG;3
oluşturmak	बनाएं	oluş	बना	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;SBJV;PL;3;FIN;ACT
oluşturmak	बनाएँ	oluş	बना	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;SBJV;PL;FIN;ACT
girls	लड़कियां	girls	लड़की		N;NOM;FEM;PL;3
girls	लड़कियाँ	girls	लड़की		N;NOM;FEM;PL;3
girls	लड़कियों	girls	लड़की		N;ACC;FEM;PL;3
family	फैमिली	family	फैमिली		N;NOM;FEM;SG;3
family	परिवार	family	परिवार		N;NOM;MASC;SG;3
hasar	क्षतिग्रस्त	hasar	क्षतिग्रस्त		ADJ
hasar	नुक्सान	hasar	नुक्सान		N;NOM;MASC;SG;3
hasar	नुकसान	hasar	नुकसान		N;NOM;MASC;SG;3
hasar	क्षति	hasar	क्षति		N;NOM;FEM;SG;3
hasar	क्षतिपूर्ति	hasar	क्षतिपूर्ति		N;NOM;FEM;SG;3
bisiklet	बाईक	bisiklet	बाईक	N;NOM;SG;3	
bisiklet	सायकिल	bisiklet	सायकिल	N;NOM;SG;3	
özellik	सुविधा	özellik	सुविधा		N;NOM;FEM;SG;3
özellik	विशेषता	özellik	विशेषता		N;NOM;FEM;SG;3
özellik	संपत्ति	özellik	संपत्ति		N;NOM;FEM;SG;3
özellik	गुण	özellik	गुण		N;NOM;MASC;SG;3
özellik	सम्पत्ति	özellik	सम्पत्ति		N;NOM;FEM;SG;3
özellik	प्रॉपर्टी	özellik	प्रॉपर्टी		N;NOM;FEM;SG;3
organik	कार्बनिक	organik	कार्बनिक		N;NOM;MASC;SG;3
kriterleri	बेंचमार्क	kriter	बेंचमार्क	N;ACC;PL;3	N;NOM;MASC;SG;3
kriterleri	मापदंड	kriter	मापदंड	N;ACC;PL;3	N;NOM;MASC;SG;3
kriterleri	मापदण्ड	kriter	मापदण्ड	N;ACC;PL;3	N;NOM;MASC;SG;3
deli	उन्मादी	deli	उन्मादी		N;NOM;MASC;SG;3
deli	क्रेजी	deli	क्रेजी		PROPN;NOM;MASC;SG;3
bilinmeyen	अज्ञात	bil	अज्ञात	V;PFV;IND;NEG;PRS;V.PTCP;PASS	ADJ
bilinmeyen	अनजान	bil	अनजान	V;PFV;IND;NEG;PRS;V.PTCP;PASS	ADP
güreş	कुश्ती	güreş	कुश्ती		PROPN;NOM;MASC;SG;3
mezar	मज़ार	mezar	मज़ार		N;NOM;FEM;SG;3
mezar	मकबरा	mezar	मकबरा		PROPN;NOM;MASC;SG;3
mezar	क़ब्रों	mezar	क़ब्र		N;ACC;MASC;PL;3
mezar	कब्र	mezar	कब्र		N;NOM;FEM;SG;3
said	सईद	said	सईद		PROPN;NOM;MASC;SG;3
super	सुपर	super	सुपर		N;NOM
dave	डेव	dave	डेव		PROPN;NOM;MASC;SG;3
faaliyetleri	उपक्रम	faaliyet	उपक्रम	N;NOM;PL;3	N;NOM;MASC;SG;3
apple	एप्पल	appl	एप्पल		PROPN;NOM;MASC;SG;3
apple	सेब	appl	सेब		N;NOM;MASC;SG;3
apple	ठहराना	appl	ठहरा		V;MASC;NFIN;ACT
ok	बाणों	ok	बाण		N;ACC;MASC;PL;3
ok	बाण	ok	बाण		N;NOM;MASC;SG;3
ok	तीर	ok	तीर		N;NOM;MASC;SG;3
potter	कुम्हार	potter	कुम्हार		N;NOM;MASC;SG;3
av	शिकार	av	शिकार		N;NOM;MASC;SG;3
av	शिकार	av	शिकार		N;NOM;MASC;SG;3
koca	पति	koca	पति		N;NOM;MASC;SG;3
koca	husband	koca	husband		N;NOM;MASC;SG;3
bank	बैंकर	bank	बैं		N;NOM;MASC;SG;3
bank	बैंक	bank	बैंक		N;NOM;MASC;SG;3
bank	बैंको	bank	बैंको		N;NOM;MASC;SG;3
kopya	copied	kopya	copied		PROPN;NOM;MASC;SG;3
kopya	नक़ल	kopya	नक़ल		N;NOM;FEM;SG;3
keşif	अन्वेषण	keşif	अन्वेषण		N;NOM;MASC;SG;3
keşif	खोज	keşif	खोज		N;NOM;FEM;SG;3
keşif	छानबीन	keşif	छानबीन		N;NOM;FEM;SG;3
keşif	खोजी	keşif	खोज		V;SG;V.PTCP;ACT
keşif	खोज	keşif	खोज		N;NOM;FEM;SG;3
keşif	डिस्कवरी	keşif	डिस्कवरी		PROPN;NOM;FEM;SG;3
araba	कार	araba	कार		N;NOM;FEM;SG;3
araba	गाड़ी	araba	गाड़ी		N;NOM;FEM;SG;3
araba	गाडी	araba	गाडी		N;NOM;FEM;SG;3
araba	कार्ट	araba	कार्ट		N;NOM;MASC;SG;3
araba	कार	araba	कार		N;NOM;FEM;SG;3
araba	कारों	araba	कार		N;ACC;FEM;PL;3
araba	कारें	araba	कार		N;NOM;FEM;PL;3
araba	गाड़ियाँ	araba	गाड़ी		N;NOM;FEM;PL;3
tenis	टेनिस	tenis	टेनिस		PROPN;NOM;MASC;SG;3
hal	hal	hal	hal		PROPN;NOM;MASC;SG;3
hal	एचएएल	hal	एचएएल		PROPN;NOM;MASC;SG;3
müdahale	इंटरफेस	müdahale	इंटरफेस		N;NOM;MASC;SG;3
müdahale	हस्तक्षेप	müdahale	हस्तक्षेप		N;NOM;MASC;SG;3
müdahale	हस्तक्षेप	müdahale	हस्तक्षेप		N;NOM;MASC;SG;3
politikacı	राजनेता	politikacı	राजनेता		N;NOM;MASC;PL;3
politikacı	राजनीतिज्ञ	politikacı	राजनीतिज्ञ		N;NOM;MASC;SG;3
politikacı	राजनेता	politikacı	राजनेता		N;NOM;MASC;PL;3
elbette	पक्का	elbette	पक्का		V;PFV;MASC;SG;V.PTCP;ACT
elbette	ज़रूर	elbette	जारूर		CONJ
elbette	निश्चित	elbette	निश्चित		ADJ;NOM
hip	कूल्हे	hip	कूल्हा		N;NOM;MASC;PL;3
protein	प्रोटीन	protein	प्रोटीन		N;NOM;MASC;SG;3
protein	प्रोटीन	protein	प्रोटीन		N;NOM;MASC;SG;3
ryan	रयान	ryan	रयान		PROPN;NOM;MASC;SG;3
mutlak	निरपेक्ष	mutlak	निरपेक्ष		ADP
değiştirme	बदलना	değiş	बदल	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;MASC;NFIN;ACT
değiştirme	प्रतिस्थापन	değiş	प्रतिस्थापन	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;MASC;SG;3
değiştirme	बदला	değiş	बदल	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;PFV;MASC;SG;V.PTCP;ACT
değiştirme	बदलना	değiş	बदल	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;MASC;NFIN;ACT
değiştirme	परिवर्तन	değiş	परिवर्तन	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;MASC;SG;3
değiştirme	बदलाव	değiş	बदलाव	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;MASC;SG;3
değiştirme	बदलें	değiş	बदल	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;SBJV;SG;FIN;ACT
değiştirme	बदलें	değiş	बदल	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;SBJV;SG;FIN;ACT
soru	प्रश्न	soru	प्रश्न		N;NOM;MASC;SG;3
soru	सवाल	soru	सवाल		N;NOM;MASC;PL;3
soru	प्रश्न	soru	प्रश्न		N;NOM;MASC;SG;3
soru	सवाल	soru	सवाल		N;NOM;MASC;PL;3
açıklandı	घोषित	açıkla	घोषित	V;PFV;IND;SG;3;POS;PST;PASS	ADJ
yararlı	सहायक	yararlı	सहायक	ADJ	N;NOM;MASC;SG;3
gönderdi	प्रेषित	gönder	प्रेषित	V;PFV;IND;SG;3;POS;PST	ADJ
veli	अभिभावक	veli	अभिभावक		N;NOM;MASC;SG;3
saadet	परमानंद	saadet	परमानंद		PROPN;NOM;MASC;SG;3
cezası	सजा	ceza	सजा	N;NOM;SG;3	PROPN;NOM;FEM;SG;3
sayfaları	पृष्ठ	sayfa	पृष्ठ	N;ACC;PL;3	N;NOM;MASC;SG;3
sayfaları	पेज	sayfa	पेज	N;ACC;PL;3	N;NOM;MASC;SG;3
sayfaları	पन्ने	sayfa	पन्ना	N;ACC;PL;3	N;NOM;MASC;SG;3
jane	jane	jane	jane		PROPN;NOM;MASC;SG;3
jane	जेन	jane	जेन		PROPN;NOM;MASC;SG;3
sudan	रवि	su	रवि	N;AT+ABL;SG;3	PROPN;NOM;MASC;SG;3
sudan	सूडान	su	सूडान	N;AT+ABL;SG;3	PROPN;NOM;MASC;SG;3
sudan	सूडानी	su	सूडानी	N;AT+ABL;SG;3	PROPN;NOM;MASC;SG;3
jason	जेसन	jason	जेसन		PROPN;NOM;MASC;SG;3
akıl	मन	akıl	मन		N;NOM;MASC;SG;3
akıl	दिमाग	akıl	दिमाग		N;NOM;MASC;SG;3
columbia	कोलंबिया	columbia	कोलंबिया	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
indiana	इंडियाना	indian	इंडियाना		PROPN;NOM;MASC;SG;3
yön	दिशा	yön	दिशा		N;NOM;FEM;SG;3
tavsiye	सलाह	tavsiye	सलाह		N;NOM;FEM;SG;3
tavsiye	अनुशंसा	tavsiye	अनुशंसा		N;NOM;FEM;SG;3
tavsiye	सुझाएँ	tavsiye	सुझा		V;SBJV;PL;FIN;ACT
tavsiye	अनुशंसा	tavsiye	अनुशंसा		N;NOM;FEM;SG;3
tavsiye	अनुशंसित	tavsiye	अनुशंसित		PROPN;NOM;SG;3
örnekler	उदाहरण	örnek	उदाहरण	N;NOM;PL;3	N;NOM;MASC;SG;3
yöneticisi	admin	yönetici	admin	N;NOM;SG;3	
yöneticisi	एडमिन	yönetici	एडमिन	N;NOM;SG;3	
mac	मैक	mac	मैक		PROPN;NOM;MASC;SG;3
free	निशुल्क	free	निशुल्क		N;NOM;MASC;SG;3
free	मुफ्त	free	मुफ्त		N;NOM;MASC;SG;3
free	मुक्त	free	मुक्त		ADJ
free	आजाद	free	आजाद		PROPN;NOM;MASC;SG;3
görünüm	प्रदर्शित	görün	प्रदर्शित	N;NOM;SG;3	ADJ
görünüm	देखें	görün	देख	N;NOM;SG;3	V;SBJV;PL;FIN;ACT
detaylı	विस्तृत	detaylı	विस्तृत		ADJ
detaylı	विवरण	detaylı	विवरण		N;NOM;MASC;SG;3
ahşap	वुड	ahşap	वुड	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
ahşap	लकडी	ahşap	लकडी	N;NOM;SG;3	
chelsea	चेल्सी	chelsea	चेल्सी		PROPN;NOM;MASC;SG;3
köşe	स्तंभ	köşe	स्तंभ		N;NOM;MASC;SG;3
köşe	कॉलम	köşe	कॉलम		N;NOM;MASC;SG;3
