oli	ήταν	olema	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
võitu	νίκη	võit	νίκη	N;PRT;SG	N;ACC;FEM;SG
suureneb	αυξανόμενος	suurenema	αυξανόμενος	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;MASC;SG
suureneb	αυξανόμενη	suurenema	αυξανόμενος	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
suureneb	αυξάνονται	suurenema	αυξάνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
suureneb	αυξάνεται	suurenema	αυξάνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
täidetud	πληρούνται	täitma	πληρώ	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
täidetud	εκπλήρωσε	täitma	εκπληρώνω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
täidetud	κοα	täitma	κοα	V;PST;V.PTCP;PASS	N
täidetud	γνωρίσει	täitma	γνωρίζω	V;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
täidetud	γεμάτο	täitma	γεμάτος	V;PST;V.PTCP;PASS	NUM;NOM;NEUT;SG
apollo	απόλλωνα	apollo	απόλλωνας	N;NOM;SG	ADV
apollo	απόλλο	apollo	απόλλος	N;NOM;SG	
apollo	απόλλων	apollo	άπολλος	N;NOM;SG	ADJ;NOM;MASC;SG
vajadus	αναγκη	vajadus	αναγκη	N;NOM;SG	N;ACC;FEM;SG
vajadus	ανάγκη	vajadus	ανάγκη	N;NOM;SG	N;ACC;FEM;SG
vajadus	αναγκαιότητα	vajadus	αναγκαιότητα	N;NOM;SG	N;ACC;FEM;SG
tunni	ωριαία	tund	ωριαίος	N;GEN;SG	N;NOM;FEM;SG
omadus	ιδιοκτησία	omadus	ιδιοκτησία	N;NOM;SG	N;ACC;FEM;SG
omadus	ιδιότητα	omadus	ιδιότητα	N;NOM;SG	N;ACC;FEM;SG
omadus	ακίνητα	omadus	ακίνητος	N;NOM;SG	N;NOM;NEUT;PL
ruum	space	ruum	space	N;NOM;SG	
ruum	χώρο	ruum	χώρος	N;NOM;SG	N;ACC;MASC;SG
sõnu	στίχοι	sõna	στίχος	N;PRT;PL	N;NOM;MASC;PL
sõnu	στίχους	sõna	στίχος	N;PRT;PL	N;ACC;MASC;PL
sõnu	λογια	sõna	λογιο	N;PRT;PL	N;NOM;NEUT;PL
sõnu	λόγια	sõna	λόγος	N;PRT;PL	N;NOM;NEUT;PL
sõnu	λέξεις	sõna	λέξη	N;PRT;PL	N;NOM;FEM;PL
anthony	anthony	anthony	anthony	N;NOM;SG	
anthony	αντονι	anthony	αντονι	N;NOM;SG	
anthony	άντονι	anthony	άντονι	N;NOM;SG	
naela	λίρες	nael	λίρος	N;PRT;SG	N;NOM;FEM;PL
naela	λίβρες	nael	λίβρας	N;PRT;SG	N;NOM;MASC;PL
kelly	kelly	kelly	kelly	N;NOM;SG	
kelly	κέλυ	kelly	κέλυ	N;NOM;SG	
kelly	κέλι	kelly	κέλι	N;NOM;SG	
kelly	κέλλυ	kelly	κέλλο	N;NOM;SG	PROPN;NOM;FEM;SG
järgnesid	ακολούθησε	järgnema	ακολουθώ	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
järgnesid	ακολουθείται	järgnema	ακολουθώ	V;IND;PL;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
edela	νοτιοδυτικά	edela	νοτιοδυτικά	N;NOM;SG	ADV
edela	νοτιοδυτική	edela	νοτιοδυτικός	N;NOM;SG	ADJ;NOM;FEM;SG
võrdne	ίσης	võrdne	ίσος	ADJ;NOM;SG	ADJ;GEN;FEM;SG
võrdne	ίσοι	võrdne	ίσος	ADJ;NOM;SG	ADJ;NOM;MASC;PL
võrdne	ίσο	võrdne	ίσο	ADJ;NOM;SG	N;NOM;NEUT;SG
võrdne	ίση	võrdne	ίσος	ADJ;NOM;SG	N;NOM;FEM;SG
võrdne	ισότητα	võrdne	ισότητα	ADJ;NOM;SG	N;ACC;FEM;SG
mandri	ηπειρωτική	mander	ηπειρωτικός	N;NOM;SG	ADJ;NOM;FEM;SG
mandri	ηπειρωτική	mander	ηπειρωτικός	N;NOM;SG	ADJ;NOM;FEM;SG
mandri	ήπειρος	mander	ήπειρος	N;NOM;SG	PROPN;NOM;FEM;SG
mandri	ήπειρο	mander	ήπειρο	N;NOM;SG	N;ACC;FEM;SG
mandri	ηπείρου	mander	Ήπειρος	N;NOM;SG	PROPN;GEN;FEM;SG
julia	χούλια	julia	χούλιο	N;NOM;SG	N;NOM;NEUT;PL
julia	julia	julia	julia	N;NOM;SG	
moldova	μολδαβίας	moldova	μολδαβία	N;NOM;SG	N;GEN;FEM;SG
moldova	μολδαβία	moldova	μολδαβία	N;NOM;SG	PROPN;ACC;FEM;SG
võimatu	αδύνατον	võimatu	αδύνατος	ADJ;NOM;SG	ADV
oleg	όλεγκ	oleg	όλεγκ	N;NOM;SG	
tõsta	ανύψωση	tõstma	ανύψωση	V;NFIN	N;ACC;FEM;SG
tõsta	ασανσέρ	tõstma	ασανσέρ	V;NFIN	N;NOM;NEUT;SG
tõsta	ανελκυστήρας	tõstma	ανελκυστήρας	V;NFIN	N;NOM;MASC;SG
tõsta	αύξηση	tõstma	αύξηση	V;NFIN	N;NOM;FEM;SG
doktor	δόκτωρ	doktor	δόκτωρ	N;NOM;SG	
doktor	γιατρέ	doktor	γιατρές	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
moore	μουρ	moor	μουρ	N;NOM;SG	
maurice	μωρίς	maurice	μωρίς	N;NOM;SG	
maurice	μόρις	maurice	μόρις	N;NOM;SG	
maurice	μορίς	maurice	μορίς	N;NOM;SG	
marek	μάρεκ	marek	μάρεκ	N;NOM;SG	V;IPFV;IND;PL;1;PST;FIN;ACT
port	πορτ	port	πορτ	N;NOM;SG	
kommunistlik	κομμουνιστής	kommunistlik	κομμουνιστής	ADJ;NOM;SG	N;NOM;MASC;SG
steve	steve	steve	steve	N;NOM;SG	
steve	στιβ	steve	στιβ	N;NOM;SG	
steve	στηβ	steve	στηβ	N;NOM;SG	
madalam	κάτω	madalam	κάτω	ADJ;NOM;CMPR;SG	ADV
madalam	κατώτερη	madalam	κατώς	ADJ;NOM;CMPR;SG	N;NOM;FEM;SG
madalam	χαμηλότερα	madalam	χαμηλά	ADJ;NOM;CMPR;SG	ADV;CMPR
wolfgang	βόλφγκανγκ	wolfgang	βόλφγκανγκ	N;NOM;SG	
hukka	εκτελέσει	hukka	εκτελώ	N;PRT;SG	V;PFV;IND;SG;3;FIN;ACT
hukka	εκτέλεση	hukka	εκτέλεση	N;PRT;SG	N;ACC;FEM;SG
hukka	καταδικάσει	hukka	καταδικάζω	N;PRT;SG	V;PFV;NFIN;ACT
komandör	διοικητή	komandör	διοικητής	N;NOM;SG	N;ACC;MASC;SG
liha	κρέατα	liha	κρία	N;NOM;SG	N;NOM;NEUT;PL
palestiina	παλαιστίνη	palestiina	παλαιστίνος	N;NOM;SG	PROPN;ACC;FEM;SG
palestiina	παλαιστινιακό	palestiina	παλαιστινιακός	N;NOM;SG	ADJ;NOM;NEUT;SG
palestiina	παλαιστίνης	palestiina	παλαιστίνος	N;NOM;SG	PROPN;GEN;FEM;SG
palestiina	παλαιστινιακό	palestiina	παλαιστινιακός	N;NOM;SG	ADJ;NOM;NEUT;SG
palestiina	παλαιστινιακή	palestiina	παλαιστινιακός	N;NOM;SG	ADJ;NOM;FEM;SG
palestiina	παλαιστίνιοι	palestiina	παλαιστίνιος	N;NOM;SG	PROPN;NOM;MASC;PL
oscar	όσκαρ	oscar	όσκαρ	N;NOM;SG	
oscar	oscar	oscar	oscar	N;NOM;SG	
oscar	οσκαρ	oscar	οσκαρ	N;NOM;SG	
oliver	όλιβερ	oliver	όλιβερ	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
oliver	oliver	oliver	oliver	N;NOM;SG	
üksi	μόνοι	üksi	μόνος	ADV	ADJ;NOM;MASC;PL
üksi	μονη	üksi	μονος	ADV	N;ACC;FEM;SG
üksi	μόνη	üksi	μόνος	ADV	ADJ;NOM;FEM;SG
üksi	μόνος	üksi	μόνος	ADV	ADJ;NOM;MASC;SG
algne	πρωτότυπο	algne	πρωτότυπο	ADJ;NOM;SG	N;NOM;NEUT;SG
stalini	στάλιν	stalini	στάλιν	N;PRT;SG	
pietro	πιέτρο	pietro	πιέτρο	N;NOM;SG	
tõeline	ρεάλ	tõeline	ρεάλ	ADJ;NOM;SG	
tõeline	αληθινά	tõeline	αληθινός	ADJ;NOM;SG	ADV
vähendab	μειώσεις	vähendama	μείωση	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
vähendab	μειώνεται	vähendama	μειώνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
klassikaline	κλασικά	klassikaline	κλασικός	ADJ;NOM;SG	ADV
klassikaline	κλασσικά	klassikaline	κλασσικός	ADJ;NOM;SG	ADV
klassikaline	κλασικά	klassikaline	κλασικός	ADJ;NOM;SG	ADV
kaja	κάζα	kaja	κάζα	N;NOM;SG	
kaja	έκο	kaja	έκο	N;NOM;SG	
kaja	echo	kaja	echo	N;NOM;SG	
karin	κάριν	karima	κάριν	N;NOM;SG	
televisiooni	τηλεόραση	televisioon	τηλεόραση	N;PRT;SG	N;ACC;FEM;SG
televisiooni	tv	televisioon	tv	N;PRT;SG	
televisiooni	τηλεοραση	televisioon	τηλεοραση	N;PRT;SG	N;ACC;FEM;SG
avastatud	ανακάλυψα	avastama	ανακάλυσα	V;PST;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
avastatud	ανακάλυψε	avastama	ανακαλύπτω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
avastatud	ανακάλυψαν	avastama	ανακαλύπτω	V;PST;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;ACT
guillaume	γκιγιόμ	guillaum	γκιγιόμ	N;PRT;PL	
laevad	πλοια	laev	πλοιο	N;NOM;PL	DET;NOM;DEF;NEUT;PL
barbara	μπάρμπαρα	barbara	μπάρμπαρο	N;NOM;SG	
barbara	barbara	barbara	barbara	N;NOM;SG	
kaasas	συνοδεύει	kaasas	συνοδεύω	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
kaasas	συνοδεύει	kaasas	συνοδεύω	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
kaasas	συνοδευτικό	kaasas	συνοδευτικός	ADV	ADJ;NOM;NEUT;SG
mereväe	ναυτικό	mere_vägi	ναυτικός	N;NOM;SG	ADJ;NOM;NEUT;SG
kindlus	ακρόπολη	kindlus	ακρόπολη	N;NOM;SG	N;ACC;FEM;SG
kindlus	βεβαιότητα	kindlus	βεβαιότητα	N;NOM;SG	N;ACC;FEM;SG
kindlus	φορτ	kindlus	φορτ	N;NOM;SG	
kindlus	fort	kindlus	fort	N;NOM;SG	
club	club	club	club	N;NOM;SG	
club	κλάμπ	club	κλάμπ	N;NOM;SG	
club	κλαμπ	club	κλαμπ	N;NOM;SG	
gottfried	γκότφριντ	gottfri)	γκότφριντ	N;NOM;SG	
lahendada	αποφασιστικότητα	lahendama	αποφασιστικότητα	V;NFIN	N;ACC;FEM;SG
lahendada	επίλυση	lahendama	επίλυση	V;NFIN	N;ACC;FEM;SG
lahendada	επίλυση	lahendama	επίλυση	V;NFIN	N;ACC;FEM;SG
mulla	μουλά	muld	μουλώ	N;NOM;SG	
kaubandus	εμπορίου	kaubandus	εμπόριο	N;NOM;SG	N;GEN;NEUT;SG
kaubandus	εμπορίου	kaubandus	εμπόριο	N;NOM;SG	N;GEN;NEUT;SG
kaubandus	συναλλαγές	kaubandus	συναλλαγή	N;NOM;SG	N;NOM;FEM;PL
ründas	επιτέθηκε	ründama	επιτίθεμαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
fernando	φερνάντο	fernando	φερνάν	N;NOM;SG	
dollari	δολλάριο	dollar	δολλάριο	N;GEN;SG	N;NOM;NEUT;SG
dollari	δολάριο	dollar	δολάριο	N;GEN;SG	N;NOM;NEUT;SG
valeri	valery	valer	valery	N;NOM;SG	
käitumise	συμπεριφορά	käitumine	συμπεριφορά	N;GEN;SG	N;ACC;FEM;SG
ibn	ibn	ibn	ibn	N;NOM;SG	
omavalitsuste	δημοτική	oma_valitsus	δημοτικός	N;GEN;PL	ADJ;NOM;FEM;SG
palee	ανάκτορα	palee	ανάκτορα	N;NOM;SG	N;NOM;NEUT;PL
palee	palace	palee	palace	N;NOM;SG	
süda	καρδία	süda	καρδία	N;NOM;SG	N;ACC;FEM;SG
süda	καρδια	süda	καρδι	N;NOM;SG	N;ACC;FEM;SG
arne	arne	arne	arne	N;NOM;SG	
indoneesia	ινδονησίας	indoneesia	ινδονησία	N;NOM;SG	PROPN;GEN;FEM;SG
indoneesia	ινδονησίας	indoneesia	ινδονησία	N;NOM;SG	PROPN;GEN;FEM;SG
indoneesia	ινδονησία	indoneesia	ινδονησία	N;NOM;SG	PROPN;NOM;FEM;SG
tour	ξενάγηση	tour	ξενάγηση	N;NOM;SG	N;ACC;FEM;SG
tour	περιήγηση	tour	περιήγηση	N;NOM;SG	N;ACC;FEM;SG
tour	tour	tour	tour	N;NOM;SG	
tour	περιοδεία	tour	περιοδείο	N;NOM;SG	N;ACC;FEM;SG
vere	blood	veri	blood	N;NOM;SG	
praha	πράγας	praha	πράγα	N;NOM;SG	PROPN;GEN;FEM;SG
praha	πράγα	praha	πράγα	N;NOM;SG	PROPN;NOM;FEM;SG
molekuli	μόριο	molekul	μόριο	N;PRT;SG	N;NOM;NEUT;SG
europe	ευρώπη	europe	ευρώπη	N;NOM;SG	PROPN;ACC;FEM;SG
koor	κρεμ	koor	κρεμ	N;NOM;SG	
torino	τορίνο	torino	τορίνο	N;NOM;SG	PROPN;NOM;NEUT;SG
torino	τορίνο	torino	τορίνο	N;NOM;SG	PROPN;NOM;NEUT;SG
näitus	έκθεση	näitus	έκθεση	N;NOM;SG	N;ACC;FEM;SG
tuule	άνεμο	tuul	άνεμος	N;GEN;SG	N;ACC;MASC;SG
tuule	αιολική	tuul	αιολικός	N;GEN;SG	ADJ;NOM;FEM;SG
tuule	άνεμος	tuul	άνεμος	N;GEN;SG	N;NOM;MASC;SG
lehekülg	page	lehe_külg	page	N;NOM;SG	
lehekülg	σελιδα	lehe_külg	σελιδα	N;NOM;SG	N;ACC;FEM;SG
ibm	i	ibm	i	N;NOM;SG	
pealkiri	τίτλος	peal_kiri	τίτλος	N;NOM;SG	NUM;NOM;MASC;SG
val	βαλ	val	βαλ	NUM	PROPN;NOM;MASC;SG
val	val	val	val	NUM	
bob	μπόμπ	bob	μπόμπ	N;NOM;SG	
bob	μπομπ	bob	μπομπ	N;NOM;SG	
väljas	out	väljas	out	ADV	
müncheni	μονάχου	münchen	μονάχος	N;NOM;SG	PROPN;NOM;MASC;SG
müncheni	μόναχο	münchen	μόναχος	N;NOM;SG	PROPN;NOM;NEUT;SG
ülestõus	ανάβαση	üles_tõus	ανάβαση	N;NOM;SG	N;ACC;FEM;SG
ülestõus	ανύψωση	üles_tõus	ανύψωση	N;NOM;SG	N;ACC;FEM;SG
ülestõus	αναλήψεως	üles_tõus	ανάληψη	N;NOM;SG	N;GEN;FEM;SG
aed	κήπο	aed	κήπος	N;NOM;SG	N;ACC;MASC;SG
aed	garden	aed	garden	N;NOM;SG	
tähtsad	σημαντική	tähtis	σημαντικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
tähtsad	σημαντικο	tähtis	σημαντικός	ADJ;NOM;PL	N;NOM;SG
tähtsad	σημαντικό	tähtis	σημαντικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
tähtsad	σημαντικός	tähtis	σημαντικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
paralleelselt	παράλληλη	paralleelselt	παράλληλος	ADV	ADJ;NOM;FEM;SG
paralleelselt	παράλληλο	paralleelselt	παράλληλος	ADV	ADJ;NOM;NEUT;SG
paralleelselt	παράλληλες	paralleelselt	παράλληλος	ADV	ADJ;NOM;FEM;PL
looduslik	φυσικές	looduslik	φυσικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
toetus	επιχορήγηση	toetus	επιχορήγηση	N;NOM;SG	N;ACC;FEM;SG
toetus	επιδότησης	toetus	επιδότηση	N;NOM;SG	N;GEN;FEM;SG
toetus	στήριξη	toetus	στήριξη	N;NOM;SG	N;ACC;FEM;SG
toetus	υποστήριξη	toetus	υποστήριξη	N;NOM;SG	N;ACC;FEM;SG
toitu	τροφή	toit	τροφή	N;PRT;SG	N;NOM;FEM;SG
toitu	τροφές	toit	τροφή	N;PRT;SG	N;NOM;FEM;PL
toitu	τρόφιμα	toit	τρόφιμα	N;PRT;SG	N;NOM;NEUT;PL
toitu	φαγητό	toit	φαγητό	N;PRT;SG	N;NOM;NEUT;SG
maali	ζωγραφική	maal	ζωγραφικός	N;PRT;SG	ADJ;NOM;FEM;SG
maali	πίνακας	maal	πίνακα	N;PRT;SG	N;NOM;MASC;SG
maali	πίνακα	maal	πίνακα	N;PRT;SG	N;ACC;MASC;SG
rené	ρενέ	rené	ρενός	N;NOM;SG	
rené	ρενέ	rené	ρενός	N;NOM;SG	
rõhk	πίεση	rõhk	πίεση	N;NOM;SG	N;ACC;FEM;SG
rõhk	πιέσεις	rõhk	πίεση	N;NOM;SG	N;NOM;FEM;PL
rõhk	έμφαση	rõhk	έμφαση	N;NOM;SG	N;ACC;FEM;SG
jaam	σταθμό	jaam	σταθμός	N;NOM;SG	N;ACC;MASC;SG
fondi	ταμείο	fond	ταμείο	N;GEN;SG	N;NOM;NEUT;SG
fondi	γραμματοσειρά	fond	γραμματοσειρά	N;GEN;SG	N;NOM;FEM;SG
looja	δημιουργού	looja	δημιουργός	N;NOM;SG	N;GEN;MASC;SG
looja	δημιουργό	looja	δημιουργός	N;NOM;SG	N;ACC;MASC;SG
kavandatud	σχεδιάσει	kavandama	σχεδιάζω	V;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
young	νέος	young	νέος	N;NOM;SG	ADJ;NOM;MASC;SG
esindab	αντιπροσωπεύουν	esindama	αντιπροσωπεύω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
seminari	ιεροδιδασκαλείο	seminar	ιεροδιδασκαλείο	N;GEN;SG	N;NOM;NEUT;SG
anders	άντερς	anders	άντερς	N;NOM;SG	
kant	καντ	kant	καντ	N;NOM;SG	DET;NOM;DEF;MASC;SG
rahvaarv	πληθυσμού	rahva_arv	πληθυσμός	N;NOM;SG	N;GEN;MASC;SG
out	έξω	out	έξω	N;NOM;SG	ADV
out	out	out	out	N;NOM;SG	
out	εξω	out	εξω	N;NOM;SG	ADV
mootor	κινητήρα	mootor	κινητήρας	N;NOM;SG	N;ACC;MASC;SG
mootor	κινητήρα	mootor	κινητήρας	N;NOM;SG	N;ACC;MASC;SG
mõõtmed	διάσταση	mõõde	διάσταση	N;NOM;PL	N;ACC;FEM;SG
lennart	lennart	lennart	lennart	N;NOM;SG	
tähtede	άστρα	täht	άστρα	N;GEN;PL	N;NOM;NEUT;PL
tähtede	αστέρια	täht	αστέριος	N;GEN;PL	N;NOM;NEUT;PL
tähtede	stars	täht	stars	N;GEN;PL	
tähtede	αστεράκια	täht	αστεράκιο	N;GEN;PL	N;NOM;NEUT;PL
märk	υπόγραψε	märk	υπόγραφο	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
märk	μαρκ	märk	μαρκ	N;NOM;SG	
märk	μάρκ	märk	μάρκ	N;NOM;SG	
märk	mark	märk	mark	N;NOM;SG	
luure	αναγνωριστική	luur	αναγνωριστικός	N;NOM;SG	ADJ;NOM;FEM;SG
kriitika	επικρίσεις	kriitika	επίκριση	N;NOM;SG	N;NOM;FEM;PL
kriitika	κριτική	kriitika	κριτική	N;NOM;SG	N;ACC;FEM;SG
kriitika	επικρίσεις	kriitika	επίκριση	N;NOM;SG	N;NOM;FEM;PL
kriitika	κριτική	kriitika	κριτική	N;NOM;SG	N;ACC;FEM;SG
pro	pro	pro	pro	N	
tatjana	τατιάνα	tatjas	τατιάνα	N;FRML;SG	PROPN;NOM;FEM;SG
hannes	hannes	hann	hannes	N;NOM;SG	
millal	όταν	millal	όταν	ADV	CONJ
millal	οταν	millal	οταν	ADV	CONJ
massi	μάζα	mass	μάζα	N;PRT;SG	N;NOM;FEM;SG
vietnami	βιετνάμ	vietnam	βιετνάμ	N;NOM;SG	
vietnami	βιετνάμ	vietnam	βιετνάμ	N;NOM;SG	
abel	έιμπελ	abel	έιμπελ	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
são	σάο	são	σάος	N;NOM;SG	
jelena	γελένα	jelg	γελένα	N;NOM;SG	
sileesia	σιλεσία	sileesia	σιλεσία	ADJ	PROPN;ACC;FEM;SG
chris	chris	chris	chris	N;NOM;SG	
chris	κρις	chris	κρις	N;NOM;SG	
donald	ντόναλντ	donald	ντόναλντ	N;NOM;SG	PROPN;NOM;MASC;SG
kontroll	ελέγχου	kontroll	έλεγχος	N;NOM;SG	N;GEN;MASC;SG
kontroll	ελέγξτε	kontroll	ελέγω	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
kontroll	επιταγή	kontroll	επιταγή	N;NOM;SG	N;ACC;FEM;SG
kontroll	check	kontroll	check	N;NOM;SG	NUM
iseseisev	ανεξάρτητοι	ise_seisev	ανεξάρτητος	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;MASC;PL
iseseisev	ανεξάρτητες	ise_seisev	ανεξάρτητος	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
louise	λουίζ	louine	λουίζ	N;NOM;SG	PROPN;NOM;FEM;SG
rea	rea	rida	rea	N;GEN;SG	
rea	σειρά	rida	σειρά	N;GEN;SG	N;ACC;FEM;SG
rea	κουπί	rida	κουπί	N;GEN;SG	N;NOM;NEUT;SG
rea	ρόου	rida	ρόος	N;GEN;SG	N;VOC;MASC;SG
non	non	non	non	N;NOM;SG	
tuul	άνεμο	tuul	άνεμος	N;NOM;SG	N;ACC;MASC;SG
tuul	αιολική	tuul	αιολικός	N;NOM;SG	ADJ;NOM;FEM;SG
power	power	power	power	N;NOM;SG	
power	δύναμη	power	δύναμη	N;NOM;SG	N;ACC;FEM;SG
balkani	βαλκανίων	balk	βαλκάνια	ADJ	N;GEN;NEUT;PL
balkani	βαλκάνια	balk	βαλκάνια	ADJ	N;NOM;NEUT;PL
columbia	κολούμπια	columbia	κολούμπιος	N;NOM;SG	PROPN;NOM;FEM;SG
uppsala	ουψάλα	uppsala	ουψάλα	N;NOM;SG	PROPN;NOM;FEM;SG
taseme	επίπεδο	tase	επίπεδο	N;GEN;SG	N;NOM;NEUT;SG
taseme	στάθμη	tase	στάθμη	N;GEN;SG	N;ACC;FEM;SG
taseme	level	tase	level	N;GEN;SG	
tsaar	τσάρο	tsaar	τσάρο	N;NOM;SG	N;ACC;MASC;SG
tsaar	τσάρου	tsaar	τσάρος	N;NOM;SG	PROPN;NOM;MASC;SG
jane	τζέιν	jane	τζέιν	N;NOM;SG	
jane	jane	jane	jane	N;NOM;SG	
jane	τζέην	jane	τζέην	N;NOM;SG	
vaherahu	ανακωχή	vahe_rahu	ανακωχή	N;NOM;SG	N;ACC;FEM;SG
vaherahu	εκεχειρία	vahe_rahu	εκεχειρία	N;NOM;SG	N;ACC;FEM;SG
vaherahu	ανακωχή	vahe_rahu	ανακωχή	N;NOM;SG	N;ACC;FEM;SG
vaherahu	εκεχειρία	vahe_rahu	εκεχειρία	N;NOM;SG	N;ACC;FEM;SG
värvus	χρωματισμό	värvus	χρωματισμός	N;NOM;SG	N;ACC;MASC;SG
douglas	ντάγκλας	dougla	ντάγκλος	N;NOM;SG	PROPN;NOM;MASC;SG
douglas	douglas	dougla	douglas	N;NOM;SG	
slaavi	σλαβική	slaavi	σλαβικός	N;NOM;SG	ADJ;NOM;FEM;SG
slaavi	σλαβικές	slaavi	σλαβικός	N;NOM;SG	ADJ;NOM;FEM;PL
jõudu	αντοχή	jõud	αντοχή	N;PRT;SG	N;ACC;FEM;SG
jõudu	δυναμη	jõud	δυναμη	N;PRT;SG	N;ACC;FEM;SG
jõudu	δύναμη	jõud	δύναμη	N;PRT;SG	N;ACC;FEM;SG
jõudu	ισχύς	jõud	ισχύς	N;PRT;SG	N;NOM;FEM;SG
köln	köln	köln	köln	N;NOM;SG	
luis	λουίς	lumi	λουίς	N;NOM;SG	PROPN;NOM;MASC;SG
luis	luis	lumi	luis	N;NOM;SG	
mõistlik	λογικές	mõistlik	λογικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
rüütel	νάιτ	rüütel	νάιτ	N;NOM;SG	
rüütel	σεβαλιέ	rüütel	σεβαλιά	N;NOM;SG	
mario	mario	mario	mario	N;NOM;SG	
mario	μάριο	mario	μάριο	N;NOM;SG	
jälgida	παρακολούθηση	jälgima	παρακολούθηση	V;NFIN	N;ACC;FEM;SG
jälgida	οθόνη	jälgima	οθόνος	V;NFIN	N;NOM;FEM;SG
maximilian	μαξιμίλιαν	maximilian	μαξιμίλιαν	N;NOM;SG	
tunne	αίσθηση	tunne	αίσθηση	N;NOM;SG	N;ACC;FEM;SG
laura	laura	laura	laura	N;NOM;SG	
laura	λώρα	laura	λώρα	N;NOM;SG	N;VOC;FEM;SG
laura	λόρα	laura	λόρα	N;NOM;SG	PROPN;NOM;FEM;SG
itta	ανατολή	ida	ανατολή	N;IN+ALL;LGSPEC1;SG	N;NOM;FEM;SG
itta	ανατολική	ida	ανατολικός	N;IN+ALL;LGSPEC1;SG	ADJ;NOM;FEM;SG
itta	ανατολικά	ida	ανατολικά	N;IN+ALL;LGSPEC1;SG	ADV
itta	ανατολικό	ida	ανατολικός	N;IN+ALL;LGSPEC1;SG	ADJ;NOM;NEUT;SG
itta	ιστ	ida	ιστ	N;IN+ALL;LGSPEC1;SG	NUM;NOM;MASC;SG
eessõna	πρόλογο	ees_sõna	πρόλογος	N;NOM;SG	N;ACC;MASC;SG
putin	πούτιν	putin	πούτιν	N;NOM;SG	PROPN;NOM;MASC;SG
põllumajandus	γεωργία	põllu_majandus	γεωργία	N;NOM;SG	PROPN;ACC;FEM;SG
käsu	διοίκηση	käsk	διοίκηση	N;GEN;SG	N;ACC;FEM;SG
käsu	εντολή	käsk	εντολή	N;GEN;SG	N;ACC;FEM;SG
grigori	γκριγκόρι	grigor	γκριγκόρι	N;NOM;SG	
sirge	ευθεία	sirge	ευθεία	ADJ;NOM;SG	N;NOM;FEM;SG
sirge	ίσια	sirge	ίσιος	ADJ;NOM;SG	ADV
sirge	στρέιτ	sirge	στρέιτ	ADJ;NOM;SG	N;NOM;MASC;SG
sirge	κατευθείαν	sirge	κατεύθεια	ADJ;NOM;SG	ADV
vangla	φυλακή	vangla	φυλακή	N;NOM;SG	N;ACC;FEM;SG
vangla	φυλακή	vangla	φυλακή	N;NOM;SG	N;ACC;FEM;SG
vangla	φυλακές	vangla	φυλακή	N;NOM;SG	N;NOM;FEM;PL
plaat	δίσκο	plaat	δίσκο	N;NOM;SG	N;ACC;MASC;SG
tekitatud	παραγόμενα	tekita=tud	παραγόμενος	ADJ;PST;V.PTCP;PASS	ADV
