propaganda	propagande	propaganda	propagande	PROPN	N;FEM;SG
troll	troll	troll	troll	PROPN;SG	N;MASC;SG
troll	trolls	troll	troll	PROPN;SG	N;MASC;PL
troll	trolls	troll	troll	PROPN;SG	N;MASC;PL
mythos	mythes	mythos	mythe		N;MASC;PL
mythos	mythe	mythos	mythe		N;MASC;SG
schumacher	schumacher	schumach	schumacher	ADJ	N;MASC;SG
schmalen	slim	schmal	slim	ADJ	N;MASC;SG
tenor	ténor	tenor	ténor		N;MASC;SG
befehlshaber	commandants	befehlshaber	commandant		N;MASC;PL
befehlshaber	commandeur	befehlshaber	commandeur		N;MASC;SG
befehlshaber	commandant	befehlshaber	commandant		N;MASC;SG
sin	pêché	sin	pêcher		V;MASC;SG;PST;V.PTCP
sin	pécher	sin	pécher		V;NFIN
sin	péché	sin	pécher		V;MASC;SG;PST;V.PTCP
sin	sin	sin	sin		PROPN
sin	péchés	sin	péché		V;MASC;PL;PST;V.PTCP
designer	concepteurs	designer	concepteur	ADJ	N;MASC;PL
designer	designers	designer	designer	ADJ	N;MASC;PL
designer	créateurs	designer	créateur	ADJ	N;MASC;PL
designer	dessinateurs	designer	dessinateur	ADJ	N;MASC;PL
designer	designer	designer	designer	ADJ	N;MASC;SG
designer	styliste	designer	styliste	ADJ	N;MASC;SG
designer	dessinateur	designer	dessinateur	ADJ	N;MASC;SG
designer	concepteur	designer	concepteur	ADJ	N;MASC;SG
designer	créateur	designer	créateur	ADJ	N;MASC;SG
wirft	coulées	werfen	coulée	V;IND;SG;3;PRS;FIN	V;FEM;PL;PST;V.PTCP
möge	mai	mögen	mai	V;SBJV;SG;3;PRS;FIN	N;MASC;SG
möge	may	mögen	may	V;SBJV;SG;3;PRS;FIN	PROPN
möge	peut	mögen	pouvoir	V;SBJV;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
verstand	esprit	verstehen	esprit		N;MASC;SG
verstand	mind	verstehen	mind		N;MASC;SG
verstand	esprits	verstehen	esprit		N;MASC;PL
türen	portails	türen	portail	V;NFIN	N;MASC;PL
türen	vannes	türen	vanne	V;NFIN	N;MASC;PL
türen	gates	türen	gate	V;NFIN	PROPN
türen	portes	türen	porte	V;NFIN	N;FEM;PL
türen	portes	türen	porte	V;NFIN	N;FEM;PL
valentin	valentin	valentin	valentin	PROPN	N;FEM;SG
valentin	valentin	valentin	valentin	PROPN	N;FEM;SG
valentin	valentine	valentin	valentin	PROPN	ADJ;FEM;SG
begegnungen	rencontres	begegnungen	rencontre	V;NFIN	N;FEM;PL
begegnungen	rencontre	begegnungen	rencontre	V;NFIN	N;FEM;SG
brandt	brandt	branden	brandt	PROPN	N;MASC;SG
oklahoma	oklahoma	oklahoma	oklahoma	PROPN;NOM;SG	PROPN
überwachung	suivi	überwachung	suivre	N;SG	V;MASC;SG;PST;V.PTCP
überwachung	moniteurs	überwachung	moniteur	N;SG	N;MASC;PL
überwachung	surveiller	überwachung	surveiller	N;SG	V;NFIN
achter	eighth	acht	eighth	ADJ	V
achter	eights	acht	eight	ADJ	PROPN
chinesisch	sino	chinesisch	sino	ADJ	PROPN
gerechtigkeit	justice	gerechtigkeit	justice	PROPN	N;FEM;SG
gerechtigkeit	droiture	gerechtigkeit	droiture	PROPN	N;FEM;SG
gerechtigkeit	équité	gerechtigkeit	équité	PROPN	N;FEM;SG
gerechtigkeit	impartialité	gerechtigkeit	impartialité	PROPN	N;FEM;SG
gerechtigkeit	égalité	gerechtigkeit	égalité	PROPN	N;FEM;SG
gerechtigkeit	équité	gerechtigkeit	équité	PROPN	N;FEM;SG
bett	lits	bett	lit		N;MASC;PL
bett	superposés	bett	superposer		V;MASC;PL;PST;V.PTCP
bett	couchette	bett	couchette		N;FEM;SG
bett	lit	bett	lit		N;MASC;SG
vorarlberg	vorarlberg	vorarlberg	vorarlberg	PROPN	N;MASC;SG
verlangen	désir	verlangen	désir	V;NFIN	N;MASC;SG
verlangen	désirs	verlangen	désir	V;NFIN	N;MASC;PL
verlangen	exigeante	verlangen	exigeant	V;NFIN	ADJ;FEM;SG
verlangen	exigeants	verlangen	exigeant	V;NFIN	ADJ;MASC;PL
verlangen	exigeant	verlangen	exiger	V;NFIN	ADJ;MASC;SG
verlangen	envie	verlangen	envie	V;NFIN	N;FEM;SG
schreibe	écrivez	schreibe	écrire	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
schreibe	rédaction	schreibe	rédaction	V;IND;SG;3;PRS;FIN	N;FEM;SG
schreibe	écriture	schreibe	écriture	V;IND;SG;3;PRS;FIN	N;FEM;SG
angemessen	adéquatement	angemessen	adéquatement	ADJ	ADV
angemessen	appropriées	angemessen	approprier	ADJ	V;FEM;PL;PST;V.PTCP
angemessen	appropriés	angemessen	approprié	ADJ	V;MASC;PL;PST;V.PTCP
angemessen	appropriée	angemessen	approprier	ADJ	V;FEM;SG;PST;V.PTCP
angemessen	adéquatement	angemessen	adéquatement	ADJ	ADV
angemessen	raisonnablement	angemessen	raisonnablement	ADJ	ADV
dynamo	dynamo	dynamo	dynamo	PROPN;NOM;SG	N;MASC;SG
drehen	twist	drehen	twist	V;NFIN	N;MASC;SG
drehen	torsion	drehen	torsion	V;NFIN	N;FEM;SG
drehen	rotation	drehen	rotation	V;NFIN	N;FEM;SG
drehen	tournante	drehen	tournant	V;NFIN	ADJ;FEM;SG
drehen	rotation	drehen	rotation	V;NFIN	N;FEM;SG
drehen	rotatives	drehen	rotatif	V;NFIN	ADJ;FEM;PL
drehen	rotatif	drehen	rotatif	V;NFIN	ADJ;MASC;SG
drehen	turn	drehen	turn	V;NFIN	N;MASC;SG
dazwischen	entre	dazwischen	entre	ADV	ADP
venezuela	venezuela	venezuela	venezuela	PROPN;NOM;NEUT;SG	PROPN
experiment	expérimenter	experiment	expérimenter	ADJ	V;NFIN
experiment	expérience	experiment	expérience	ADJ	N;FEM;SG
experiment	expérimentation	experiment	expérimentation	ADJ	N;FEM;SG
astronom	astronomes	astronom	astronome	PROPN	N;MASC;PL
astronom	astronome	astronom	astronome	PROPN	N;MASC;SG
nina	nina	nina	nina	PROPN;NOM;FEM;SG	PROPN
theoretische	théorique	theoretisch	théorique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ingrid	ingrid	ingrid	ingrid	PROPN;NOM;FEM;SG	PROPN
industriellen	industrielle	industriell	industriel	ADJ;PL	ADJ;FEM;SG
industriellen	industriel	industriell	industriel	ADJ;PL	ADJ;MASC;SG
krüger	kruger	krüg	kruger	PROPN;NOM;MASC;SG	PROPN
krüger	krüger	krüg	krüger	PROPN;NOM;MASC;SG	PROPN
krüger	krueger	krüg	krueger	PROPN;NOM;MASC;SG	PROPN
rechtswissenschaft	loi	rechtswissenschaft	loi	ADJ	N;FEM;SG
rechtswissenschaft	droit	rechtswissenschaft	droit	ADJ	N;MASC;SG
rechtswissenschaft	jurisprudence	rechtswissenschaft	jurisprudence	ADJ	N;FEM;SG
umwandlung	convertissant	umwandlung	convertir	N;SG	V;PRS;V.PTCP
umwandlung	transformer	umwandlung	transformer	N;SG	V;NFIN
umwandlung	transforme	umwandlung	transformer	N;SG	V;IND;SG;3;PRS;FIN
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM;SG	PROPN
chaos	mess	chaos	mess		
chaos	désordre	chaos	désordre		N;MASC;SG
chaos	bordel	chaos	bordel		N;MASC;SG
chaos	pagaille	chaos	pagaille		N;FEM;SG
chaos	pagaille	chaos	pagaille		N;FEM;SG
chaos	mayhem	chaos	mayhem		N;MASC;SG
chaos	grabuge	chaos	grabuge		N;MASC;SG
chaos	anarchie	chaos	anarchie		N;FEM;SG
chaos	chaos	chaos	chaos		N;MASC;SG
xaver	xaver	xaver	xaver	PROPN;NOM;MASC;SG	N;MASC;SG
xaver	xavier	xaver	xavier	PROPN;NOM;MASC;SG	PROPN
zoo	zoos	zoo	zoos	PROPN;NOM;SG	N;MASC;PL
zoo	zoologique	zoo	zoologique	PROPN;NOM;SG	ADJ;MASC;SG
zoo	zoo	zoo	zoo	PROPN;NOM;SG	N;MASC;SG
cornelius	cornelius	cornelius	cornelius	PROPN;NOM;MASC;SG	PROPN
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	PROPN
interne	interne	intern	interne	ADJ;NOM;FEM;PL	ADJ;MASC;SG
besetzte	occupés	besetzen	occuper	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
besetzte	occupées	besetzen	occuper	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
imo	omi	imo	omi		PROPN
käfer	coléoptères	käfer	coléoptère		N;MASC;PL
käfer	insectes	käfer	insecte		N;MASC;PL
käfer	bugs	käfer	bug		N;MASC;PL
käfer	bogues	käfer	bogue		N;MASC;PL
käfer	punaise	käfer	pounais		N;FEM;SG
käfer	bogue	käfer	bogue		N;MASC;SG
käfer	bug	käfer	bug		N;MASC;SG
käfer	insecte	käfer	insecte		N;MASC;SG
käfer	coccinelle	käfer	coccinel		N;FEM;SG
käfer	scarabée	käfer	scaraber		N;MASC;SG
hinterlassen	congés	hinterlassen	congé	V;V.PTCP	N;MASC;PL
hinterlassen	congé	hinterlassen	congé	V;V.PTCP	N;MASC;SG
gem	acc	gem	acc		N;MASC;SG
gem	cac	gem	cac		N;MASC;SG
gem	gemme	gem	gemme		N;FEM;SG
gem	gem	gem	gem		PROPN
weihnachten	noël	weihnacht	noël	V;NFIN	PROPN
weihnachten	noel	weihnacht	noel	V;NFIN	N;MASC;SG
reguläre	ordinaire	regulär	ordinaire	ADJ;NOM;FEM;PL	ADJ;MASC;SG
reguläre	régulière	regulär	régulier	ADJ;NOM;FEM;PL	ADJ;FEM;SG
reguläre	régulier	regulär	régulier	ADJ;NOM;FEM;PL	ADJ;MASC;SG
fachbereich	département	fachbereich	département		N;MASC;SG
fachbereich	professeurs	fachbereich	professeur		N;MASC;PL
fachbereich	faculté	fachbereich	faculté		N;FEM;SG
beobachtungen	observations	beobachtung	observation	V;NFIN	N;FEM;PL
beobachtungen	apparitions	beobachtung	apparition	V;NFIN	N;FEM;PL
beobachtungen	observation	beobachtung	observation	V;NFIN	N;FEM;SG
laien	profane	laien	profane		ADJ;MASC;SG
laien	laïc	laien	laïc		ADJ;MASC;SG
dekan	dean	dekan	dean	N	PROPN
dekan	doyenne	dekan	doyenne	N	ADJ;FEM;SG
häftlinge	condamnés	häftlinge	condamner		V;MASC;PL;PST;V.PTCP
häftlinge	prisonnières	häftlinge	prisonnier		ADJ;FEM;PL
häftlinge	prisonniers	häftlinge	prisonnier		N;MASC;PL
häftlinge	détenus	häftlinge	détenir		V;MASC;PL;PST;V.PTCP
häftlinge	détenues	häftlinge	détenu		V;FEM;PL;PST;V.PTCP
häftlinge	détenus	häftlinge	détenir		V;MASC;PL;PST;V.PTCP
häftlinge	détenus	häftlinge	détenir		V;MASC;PL;PST;V.PTCP
russen	russes	russen	russe		ADJ;MASC;PL
russen	russe	russen	russe		ADJ;MASC;SG
russen	russes	russen	russe		ADJ;MASC;PL
allee	allee	alle	allee	PROPN;NOM;SG	N;FEM;SG
allee	avenue	alle	avenue	PROPN;NOM;SG	N;FEM;SG
allee	alley	alle	alley	PROPN;NOM;SG	PROPN
allee	allée	alle	aller	PROPN;NOM;SG	V;FEM;SG;PST;V.PTCP
allee	ruelle	alle	ruelle	PROPN;NOM;SG	N;FEM;SG
basilika	basilique	basilika	basilique	PROPN;NOM;SG	N;FEM;SG
zyklus	cycles	zyklus	cycle		N;MASC;PL
zyklus	cycle	zyklus	cycle		N;MASC;SG
ganzes	entiers	ganz	entier	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ndr	ndr	ndr	ndr		N;MASC;SG
heiliger	sacré	heilig	sacrer	ADJ	V;MASC;SG;PST;V.PTCP
heiliger	saint	heilig	saint	ADJ	PROPN
heiliger	saint	heilig	saint	ADJ	PROPN
heiliger	sacrées	heilig	sacré	ADJ	V;FEM;PL;PST;V.PTCP
heiliger	sacrée	heilig	sacrer	ADJ	V;FEM;SG;PST;V.PTCP
heiliger	sacré	heilig	sacrer	ADJ	V;MASC;SG;PST;V.PTCP
heiliger	sacrés	heilig	sacré	ADJ	V;MASC;PL;PST;V.PTCP
tendenz	trend	tendenz	trendre	ADJ	PROPN
tendenz	tendance	tendenz	tendance	ADJ	N;FEM;SG
tendenz	propension	tendenz	propension	ADJ	N;FEM;SG
tendenz	tendance	tendenz	tendance	ADJ	N;FEM;SG
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	PROPN
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	PROPN
orleans	orleans	orleans	orlean	PROPN;NOM;NEUT;SG	PROPN
orleans	orléans	orleans	orléan	PROPN;NOM;NEUT;SG	N;MASC;SG
orleans	orléans	orleans	orléan	PROPN;NOM;NEUT;SG	N;MASC;SG
anstieg	rise	ansteigen	rise		PROPN
eddie	eddie	eddie	eddie	PROPN;NOM;SG	PROPN
eddie	eddy	eddie	eddy	PROPN;NOM;SG	PROPN
vorbereitet	prête	vorbereiten	prêt	V;V.PTCP	ADJ;FEM;SG
vorbereitet	pret	vorbereiten	pret	V;V.PTCP	ADJ;MASC;SG
vorbereitet	prêtes	vorbereiten	prêt	V;V.PTCP	ADJ;FEM;PL
vorbereitet	prêt	vorbereiten	prêt	V;V.PTCP	ADJ;MASC;SG
vorbereitet	prêts	vorbereiten	prêt	V;V.PTCP	ADJ;MASC;PL
einheitliche	unifiée	einheitlich	unifier	ADJ;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
einheitliche	unifiées	einheitlich	unifier	ADJ;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
einheitliche	unifié	einheitlich	unifier	ADJ;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
einheitliche	unifiés	einheitlich	unifié	ADJ;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
einheitliche	unitaire	einheitlich	unitaire	ADJ;NOM;FEM;PL	ADJ;MASC;SG
einheitliche	uniforme	einheitlich	uniforme	ADJ;NOM;FEM;PL	ADJ;MASC;SG
urheberrecht	copyrights	urheberrecht	copyright	ADJ	N;MASC;PL
urheberrecht	copyright	urheberrecht	copyright	ADJ	N;MASC;SG
landschaften	paysage	landschaft	paysage	ADJ	N;MASC;SG
landschaften	campagne	landschaft	campagne	ADJ	N;FEM;SG
landschaften	paysages	landschaft	paysage	ADJ	N;MASC;PL
landschaften	paysager	landschaft	paysager	ADJ	N;MASC;SG
landschaften	paysage	landschaft	paysage	ADJ	N;MASC;SG
landschaften	paysages	landschaft	paysage	ADJ	N;MASC;PL
anstellung	recrutements	anstellung	recrutement	V;IND;SG;3;PST;FIN	N;MASC;PL
anstellung	recrutement	anstellung	recrutement	V;IND;SG;3;PST;FIN	N;MASC;SG
festland	continentale	festlind	continental		ADJ;FEM;SG
baltimore	baltimore	baltimore	baltimore	PROPN;NOM;MASC;SG	PROPN
kannte	saviez	kennen	savoir	V;IND;SG;3;PST;FIN	V;IMP;PL;2;PRS;FIN
kannte	savait	kennen	savoir	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
kannte	savais	kennen	savoir	V;IND;SG;3;PST;FIN	V;IND;SG;1;IPFV;FIN
kannte	savaient	kennen	savoir	V;IND;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
fotografen	photographes	fotograf	photographe		N;MASC;PL
fotografen	photographe	fotograf	photographe		N;MASC;SG
mund	bouche	mund	bouche		N;FEM;SG
mund	embouchure	mund	embouchure		N;FEM;SG
mund	bouches	mund	bouche		N;FEM;PL
mund	bouche	mund	bouche		N;FEM;SG
inkl	incl	inkl	incl		N;MASC;SG
berthold	berthold	berthold	berthold	PROPN	PROPN
löst	détonateurs	lösen	détonateur	V;IND;SG;3;PRS;FIN	N;MASC;PL
löst	déclencheurs	lösen	déclencheur	V;IND;SG;3;PRS;FIN	N;MASC;PL
soziales	sociaux	sozial	social	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
xiv	xive	xiv	xive		N;MASC;SG
xiv	xiv	xiv	xiv		NUM
reformen	reforme	reformen	reformer	V;NFIN	N;FEM;SG
reformen	réforme	reformen	réforme	V;NFIN	N;FEM;SG
reformen	réformes	reformen	réforme	V;NFIN	N;FEM;PL
reformen	réformes	reformen	réforme	V;NFIN	N;FEM;PL
sklaven	slave	sklaven	slave	N;PL	ADJ;MASC;SG
sklaven	esclave	sklaven	esclave	N;PL	N;MASC;SG
sklaven	esclave	sklaven	esclave	N;PL	N;MASC;SG
weinbau	vignobles	weinbau	vignoble		N;MASC;PL
weinbau	vignoble	weinbau	vignoble		N;MASC;SG
weinbau	vigne	weinbau	vigne		N;FEM;SG
weinbau	vignes	weinbau	vigne		N;FEM;PL
weinbau	vignoble	weinbau	vignoble		N;MASC;SG
weinbau	vignobles	weinbau	vignoble		N;MASC;PL
weinbau	vignes	weinbau	vigne		N;FEM;PL
weinbau	viticulture	weinbau	viticulture		N;FEM;SG
weinbau	vins	weinbau	vin		N;MASC;PL
weinbau	vin	weinbau	vin		N;MASC;SG
griechen	grecs	griechen	grec		N;MASC;PL
griechen	grecs	griechen	grec		N;MASC;PL
griechen	grecque	griechen	grec		ADJ;FEM;SG
griechen	grecques	griechen	grec		ADJ;FEM;PL
griechen	grec	griechen	grec		ADJ;MASC;SG
individuelle	individuelle	individuell	individuel	ADJ;NOM;FEM;PL	ADJ;FEM;SG
individuelle	individuel	individuell	individuel	ADJ;NOM;FEM;PL	ADJ;MASC;SG
individuelle	personnalisé	individuell	personnalisé	ADJ;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
individuelle	personnalisés	individuell	personnalisé	ADJ;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
individuelle	personnalisées	individuell	personnaliser	ADJ;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
individuelle	personnalisée	individuell	personnaliser	ADJ;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
fair	foire	fair	foire	ADJ	N;FEM;SG
scheitern	échec	scheitern	échec	V;NFIN	N;MASC;SG
scheitern	échec	scheitern	échec	V;NFIN	N;MASC;SG
scheitern	défaillance	scheitern	défaillance	V;NFIN	N;FEM;SG
scheitern	défaillances	scheitern	défaillance	V;NFIN	N;FEM;PL
spitzen	lacets	spitz	lacet	V;NFIN	N;MASC;PL
spitzen	dentelle	spitz	dentelle	V;NFIN	N;FEM;SG
spitzen	lacet	spitz	lacet	V;NFIN	N;MASC;SG
spitzen	lace	spitz	lace	V;NFIN	N;MASC;SG
spitzen	dentelles	spitz	dentelle	V;NFIN	N;FEM;PL
spitzen	crêtes	spitz	crête	V;NFIN	N;FEM;PL
spitzen	pics	spitz	pic	V;NFIN	N;MASC;PL
spitzen	sommets	spitz	sommet	V;NFIN	N;MASC;PL
spitzen	pointes	spitz	pointe	V;NFIN	N;FEM;PL
aussieht	looks	aussehen	look	V;IND;SG;3;PRS;FIN	N;MASC;PL
mohammed	mohammad	mohammed	mohammad		PROPN
mohammed	mahomet	mohammed	mahomet		N;MASC;SG
mohammed	muhammad	mohammed	muhammad		PROPN
mohammed	mahomet	mohammed	mahomet		N;MASC;SG
mohammed	mohammed	mohammed	mohammed		PROPN
mohammed	mahomet	mohammed	mahomet		N;MASC;SG
mohammed	mohamed	mohammed	mohamed		PROPN
arkansas	arkansas	arkansas	arkansas	PROPN;NOM;NEUT;SG	PROPN
indonesien	indonésie	indonesien	indonésie	PROPN;NOM;NEUT;SG	PROPN
indonesien	indonésiens	indonesien	indonésien	PROPN;NOM;NEUT;SG	ADJ;MASC;PL
indonesien	indonésien	indonesien	indonésien	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
indonesien	indonésienne	indonesien	indonésien	PROPN;NOM;NEUT;SG	ADJ;FEM;SG
reagieren	réagis	reagieren	réagis	V;NFIN	
bedingung	conditionnel	bedingung	conditionnel		ADJ;MASC;SG
bedingung	conditionnels	bedingung	conditionnel		ADJ;MASC;PL
bedingung	conditionnelle	bedingung	conditionnel		ADJ;FEM;SG
bedingung	état	bedingung	état		N;MASC;SG
bedingung	condition	bedingung	condition		N;FEM;SG
bedingung	contrainte	bedingung	contraindre		V;FEM;SG;PST;V.PTCP
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	PROPN
tagebuch	revue	tagebuch	revue	ADJ	N;FEM;SG
tagebuch	journal	tagebuch	journal	ADJ	N;MASC;SG
tagebuch	journal	tagebuch	journal	ADJ	N;MASC;SG
tagebuch	agenda	tagebuch	agenda	ADJ	N;MASC;SG
tagebuch	carnets	tagebuch	carnet	ADJ	N;MASC;PL
tagebuch	diaries	tagebuch	diarie	ADJ	PROPN
entsprechender	correspondant	entsprechend	correspondre	ADJ	V;PRS;V.PTCP
ethik	éthiques	ethik	éthique		ADJ;MASC;PL
ethik	éthique	ethik	éthique		ADJ;MASC;SG
ethik	déontologie	ethik	déontologie		N;FEM;SG
ethik	éthique	ethik	éthique		ADJ;MASC;SG
ausgewählte	sélectionnés	ausgewählt	sélectionner	ADJ;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
ausgewählte	sélectionnées	ausgewählt	sélectionné	ADJ;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
ausgewählte	sélectionnée	ausgewählt	sélectionner	ADJ;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
ausgewählte	sélectionné	ausgewählt	sélectionner	ADJ;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
entdecken	discovery	entdecken	discovery	V;NFIN	PROPN
gestapo	gestapo	gestapo	gestapo		N;FEM;SG
beginnend	commencement	beginnend	commencement	ADJ	N;MASC;SG
beginnend	début	beginnend	début	ADJ	N;MASC;SG
frequenz	répétition	frequenz	répétition	ADJ	N;FEM;SG
frequenz	périodicité	frequenz	périodicité	ADJ	N;FEM;SG
frequenz	fréquence	frequenz	fréquence	ADJ	N;FEM;SG
frequenz	fréquences	frequenz	fréquence	ADJ	N;FEM;PL
lit	allumé	lit	allumer		V;MASC;SG;PST;V.PTCP
lit	éclairé	lit	éclairer		V;MASC;SG;PST;V.PTCP
lit	allumée	lit	allumer		V;FEM;SG;PST;V.PTCP
lit	allumés	lit	allumer		V;MASC;PL;PST;V.PTCP
auffällig	frappant	auffällig	frapper	ADJ	V;PRS;V.PTCP
verlinkung	hyperlien	verlinkung	hyperlien	ADJ	N;MASC;SG
verlinkung	hypertexte	verlinkung	hypertexte	ADJ	N;MASC;SG
verlinkung	hyperliens	verlinkung	hyperlien	ADJ	N;MASC;PL
verlinkung	lien	verlinkung	lien	ADJ	N;MASC;SG
verlinkung	reliant	verlinkung	relier	ADJ	V;PRS;V.PTCP
seltene	rareté	selten	rareté	ADJ;NOM;PL	N;FEM;SG
seltene	rare	selten	rare	ADJ;NOM;PL	ADJ;MASC;SG
seltene	saignant	selten	saigner	ADJ;NOM;PL	V;PRS;V.PTCP
marshall	marshall	marshall	marshall	PROPN	ADJ;MASC;SG
marshall	marshal	marshall	marshall	PROPN	N;MASC;SG
marshall	maréchal	marshall	maréchal	PROPN	N;MASC;SG
handwerk	artisanat	handwerk	artisanat		N;MASC;SG
handwerk	artisanat	handwerk	artisanat		N;MASC;SG
handwerk	artisanat	handwerk	artisanat		N;MASC;SG
most	most	most	most		PROPN
grosse	grands	groß	grand	N;NOM;FEM;PL	ADJ;MASC;PL
grosse	grande	groß	grand	N;NOM;FEM;PL	ADJ;FEM;SG
grosse	grandes	groß	grand	N;NOM;FEM;PL	ADJ;FEM;PL
grosse	grand	groß	grand	N;NOM;FEM;PL	ADJ;MASC;SG
grosse	grosse	groß	gros	N;NOM;FEM;PL	ADJ;FEM;SG
gütersloh	gütersloh	güterslehen	gütersloh	PROPN;NOM;MASC;SG	N;MASC;SG
geeignete	approprié	geeignet	approprié	ADJ;NOM;FEM;PL	ADJ;MASC;SG
geeignete	appropriées	geeignet	approprier	ADJ;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
geeignete	appropriés	geeignet	approprié	ADJ;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
geeignete	appropriée	geeignet	approprier	ADJ;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
geeignete	approprié	geeignet	approprié	ADJ;NOM;FEM;PL	ADJ;MASC;SG
geeignete	convenable	geeignet	convenable	ADJ;NOM;FEM;PL	ADJ;MASC;SG
contest	concours	contest	concours	PROPN;NOM;SG	N;MASC;SG
houston	houston	houston	houston	PROPN;NOM;SG	PROPN
adrian	adrien	adrian	adrien	PROPN;NOM;MASC;SG	PROPN
adrian	adrian	adrian	adrian	PROPN;NOM;MASC;SG	PROPN
reichlich	abondante	reichlich	abondant	ADV	ADJ;FEM;SG
reichlich	amples	reichlich	ample	ADV	ADJ;MASC;PL
reichlich	ample	reichlich	ample	ADV	ADJ;MASC;SG
reichlich	abondante	reichlich	abondant	ADV	ADJ;FEM;SG
reichlich	abondant	reichlich	abondant	ADV	ADJ;MASC;SG
reichlich	abondance	reichlich	abondance	ADV	N;FEM;SG
reichlich	abondante	reichlich	abondant	ADV	ADJ;FEM;SG
reichlich	abondants	reichlich	abondant	ADV	ADJ;MASC;PL
reichlich	abondant	reichlich	abondant	ADV	ADJ;MASC;SG
reichlich	abondantes	reichlich	abondant	ADV	ADJ;FEM;PL
gefallenen	tombés	gefallen	tomber	ADJ;PL	V;MASC;PL;PST;V.PTCP
gefallenen	tombée	gefallen	tomber	ADJ;PL	V;FEM;SG;PST;V.PTCP
gefallenen	déchu	gefallen	déchoir	ADJ;PL	V;MASC;SG;PST;V.PTCP
gefallenen	déchus	gefallen	déchoir	ADJ;PL	V;MASC;PL;PST;V.PTCP
gefallenen	tombé	gefallen	tomber	ADJ;PL	V;MASC;SG;PST;V.PTCP
kaffee	café	kaffee	café		N;MASC;SG
kaffee	cafe	kaffee	cafe		N;MASC;SG
kaffee	café	kaffee	café		N;MASC;SG
gedenkstätte	commémoration	gedenkstätte	commémoration	ADJ;NOM;FEM;SG	N;FEM;SG
gedenkstätte	memorial	gedenkstätte	memorial	ADJ;NOM;FEM;SG	PROPN
gedenkstätte	mémorial	gedenkstätte	mémorial	ADJ;NOM;FEM;SG	N;MASC;SG
agent	mandataire	agent	mandataire	PROPN;NOM;SG	N;MASC;SG
agent	agent	agent	agent	PROPN;NOM;SG	N;MASC;SG
zagreb	zagreb	zagreb	zagreb	PROPN	PROPN
fokus	focus	fokus	focus	ADJ	N;MASC;SG
fokus	concentrer	fokus	concentrer	ADJ	V;NFIN
verbesserungen	amélioration	verberseringen	amélioration	V	N;FEM;SG
verbesserungen	améliorations	verberseringen	amélioration	V	N;FEM;PL
verbesserungen	améliorations	verberseringen	amélioration	V	N;FEM;PL
verbesserungen	amélioration	verberseringen	amélioration	V	N;FEM;SG
verbesserungen	améliorations	verberseringen	amélioration	V	N;FEM;PL
gegenseitig	mutuellement	gegenseitig	mutuellement	ADJ	ADV
schien	semblait	scheinen	sembler	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
schien	semblaient	scheinen	sembler	V;IND;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
schien	semblait	scheinen	sembler	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
turnieren	tournois	turnieren	tournoi	V;NFIN	N;MASC;PL
grey	gris	grey	gris	PROPN;NOM;SG	N;MASC;SG
grey	grise	grey	grise	PROPN;NOM;SG	ADJ;FEM;SG
krakau	cracovie	krakau	cracovie	PROPN;NOM;SG	PROPN
krakau	cracovie	krakau	cracovie	PROPN;NOM;SG	PROPN
krakau	cracovie	krakau	cracovie	PROPN;NOM;SG	PROPN
gedenken	commémoration	gedenken	commémoration	V;NFIN	N;FEM;SG
zypern	zimbabwe	zypern	zimbabwe		ADJ;MASC;SG
