godine	årevis	godina	årevis	N;GEN;FEM;SG	ADV
hitler	hitler	hitler	hitler	N;NOM;MASC;SG	PROPN
liu	liu	liu	liu	PROPN;NOM;MASC;SG	PROPN
češke	tsjekkisk	češki	tsjekkisk	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
bad	vond	bad	vond	PROPN;NOM;MASC;SG	ADJ;INDF;SG
bad	dårlig	bad	dårlig	PROPN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
bad	ille	bad	ille	PROPN;NOM;MASC;SG	ADV
bad	slem	bad	slem	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
pripreme	forberedelse	priprema	forberedelse	N;NOM;FEM;PL	N;INDF;MASC;SG
pripreme	forberedelser	priprema	forberedelser	N;NOM;FEM;PL	N;INDF;MASC;SG
pripreme	forberedelser	priprema	forberedelser	N;NOM;FEM;PL	N;INDF;MASC;SG
vodila	guidet	voditi	guid	V;FEM;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
povjesničari	historikere	povjesničar	historikere	N;NOM;MASC;PL	N;INDF;FEM;SG
dušan	dusan	dušan	dusan	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dodatne	ytterligere	dodatan	ytterligere	ADJ;NOM;DEF;FEM;PL	N;INDF;FEM;SG
dodatne	ekstra	dodatan	ekstra	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;NEUT;SG
svjetla	lights	svjetlo	lights	N;NOM;NEUT;PL	N;INDF;NEUT;SG
krajine	krajina	krajina	krajin	N;NOM;FEM;PL	N;INDF;MASC;SG
poziva	invitasjoner	pozivati	invitasjon	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
norveška	norge	norveški	norge	PROPN;NOM;FEM;SG	PROPN
norveška	norway	norveški	norway	PROPN;NOM;FEM;SG	N;INDF;NEUT;SG
komunista	kommunistisk	komunist	kommunistisk	N;ACC;MASC;SG	ADJ;INDF;NEUT;SG
potreban	trenge	potreban	trenge	ADJ;NOM;INDF;MASC;SG	V;IMP;NFIN
potreban	treng	potreban	trenge	ADJ;NOM;INDF;MASC;SG	V;IND;PRS;FIN
potreban	need	potreban	need	ADJ;NOM;INDF;MASC;SG	N
potreban	behov	potreban	behov	ADJ;NOM;INDF;MASC;SG	N;INDF;NEUT;SG
potreban	trenger	potreban	trenger	ADJ;NOM;INDF;MASC;SG	V;IND;PRS;FIN
potreban	trengtes	potreban	trengte	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
potreban	behov	potreban	behov	ADJ;NOM;INDF;MASC;SG	N;INDF;NEUT;SG
potreban	trengte	potreban	trengje	ADJ;NOM;INDF;MASC;SG	V;IND;PST;FIN
kulturna	kulturelle	kulturan	kulturell	ADJ;NOM;DEF;FEM;SG	ADJ;PL
kulturna	kulturell	kulturan	kulturell	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
christian	christian	christian	christian	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
christian	kristen	christian	kristen	PROPN;NOM;MASC;SG	ADJ;INDF;MASC;SG
postojati	finnes	postojati	finnan	V;NFIN	
drugačije	annerledes	drugačije	annerledes	ADV	N;INDF;MASC;SG
drugačije	ulike	drugačije	ulik	ADV	ADJ;PL
drugačije	forskjellige	drugačije	forskjellig	ADV	ADJ;PL
drugačije	forskjellig	drugačije	forskjellig	ADV	ADJ;INDF;NEUT;SG
hans	hans	hans	hans	PROPN;NOM;MASC;SG	PRO;NEUT;SG
zime	vinteren	zima	vinter	N;NOM;FEM;PL	N;DEF;MASC;SG
zime	vinter	zima	vinter	N;NOM;FEM;PL	N;INDF;MASC;SG
mato	mato	mato	mato	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
vojvodine	vojvodina	vojvodin	vojvodin	N;NOM;FEM;PL	N;DEF;FEM;SG
dostupan	tilgjengelige	dostupan	tilgjengelig	ADJ;NOM;MASC;SG	ADJ;PL
javnost	offentleg	javnost	offentleg	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG
javnost	offentlige	javnost	offentlige	N;NOM;FEM;SG	ADJ;PL
javnost	offentlig	javnost	offentlig	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG
tal	tal	tal	tal	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
pedro	pedro	pedro	pedro	PROPN;NOM;MASC;SG	PROPN
podjele	divisjoner	podjela	divisjon	N;NOM;FEM;PL	N;INDF;MASC;SG
brazila	brasil	braziti	brasil	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
prethodni	tidligere	prethodan	tidligere	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
prethodni	førre	prethodan	førre	ADJ;NOM;DEF;MASC;SG	DET;DEF
prethodni	forrige	prethodan	forrige	ADJ;NOM;DEF;MASC;SG	ADJ;PL
cash	kontant	cash	kontant	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
nadzor	kontroller	nadzor	kontrollere	N;NOM;MASC;SG	N;INDF;FEM;PL
nadzor	kontrollere	nadzor	kontrollere	N;NOM;MASC;SG	V;NFIN
odbija	nekter	odbijati	nekter	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
rastu	voks	rasti	vekse	V;IND;PL;3;PRS;FIN	V;IND;PST;FIN
rastu	vokse	rasti	vokse	V;IND;PL;3;PRS;FIN	ADJ;INDF;NEUT;SG;V.PTCP
russell	russell	russell	russell	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
lévi	lévi	lévi	lévi		N;INDF;MASC;SG
englesku	england	engleski	england	ADJ;ACC;DEF;FEM;SG	N;INDF;NEUT;SG
treneri	trenere	treneri	trenere	N;NOM;MASC;PL	N;INDF;MASC;SG
treneri	trenerne	treneri	trenern	N;NOM;MASC;PL	N;INDF;MASC;SG
treneri	trenere	treneri	trenere	N;NOM;MASC;PL	N;INDF;MASC;SG
treneri	trenerne	treneri	trenern	N;NOM;MASC;PL	N;INDF;MASC;SG
monte	monte	monta	monte	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
mjerenja	måling	mjerenje	måling	N;NOM;NEUT;PL	N;INDF;FEM;SG
franz	franz	franz	franz	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
vodeći	ledende	vodeći	ledende	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
izvedba	resultater	izvedba	resultater	N;NOM;FEM;SG	N;INDF;FEM;PL
singla	singler	sing	single	N;NOM;MASC;SG	N;INDF;FEM;PL
marković	markovic	marković	markovic	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
prodan	solgte	prodati	solgje	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
prodan	selges	prodati	selges	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
predavanja	foredrag	predavanje	foredrag	N;NOM;NEUT;PL	N;INDF;NEUT;SG
predavanja	forelesning	predavanje	forelesning	N;NOM;NEUT;PL	N;INDF;FEM;SG
napisala	skrev	napisati	skrev	V;FEM;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
krize	krise	kriza	krise	N;NOM;FEM;PL	N;INDF;FEM;SG
kemijski	kjemisk	kemijski	kjemisk	ADV	N;INDF;MASC;SG
kemijski	kjemisk	kemijski	kjemisk	ADV	N;INDF;MASC;SG
zimi	vinteren	zim	vinter	ADV	N;DEF;MASC;SG
zimi	vinter	zim	vinter	ADV	N;INDF;MASC;SG
street	gate	street	gate	ADP	N;INDF;FEM;SG
street	street	street	stre	ADP	PROPN
street	gaten	street	gat	ADP	N;DEF;MASC;SG
street	gata	street	gate	ADP	N;DEF;FEM;SG
slovačka	slovakia	slovački	slovakia	ADJ;NOM;DEF;FEM;SG	N;DEF;FEM;SG
slovačka	slovakias	slovački	slovakias	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
posvećen	viet	posvetiti	vie	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;INDF;NEUT;SG
posvećen	hengiven	posvetiti	hengiv	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;MASC;SG
potiče	oppmuntrer	poticati	oppmuntre	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
rumunjskoj	romania	rumunjski	romani	ADJ;DAT;FEM;SG	N;DEF;FEM;SG
rumunjskoj	romanias	rumunjski	romanias	ADJ;DAT;FEM;SG	N;DEF;MASC;SG
vezana	bundet	vezan	bund	ADJ;NOM;DEF;FEM;SG	N;DEF;NEUT;SG
vezana	bundet	vezan	bund	ADJ;NOM;DEF;FEM;SG	N;DEF;NEUT;SG
vezana	uavgjort	vezan	uavgjort	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
vezana	bandt	vezan	band	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
izgradio	bygget	izgraditi	bygg	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
izgradio	bygde	izgraditi	byggje	V;MASC;SG;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
izgradio	bygd	izgraditi	byggje	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
četvrt	kvart	četvrt	kvar	N;NOM;FEM;SG	DET;NEUT;SG
najstarija	eldst	star	gammal	ADJ;NOM;DEF;RL;FEM;SG	ADJ;INDF;RL
moderna	modern	moderan	modern	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
moderna	moderne	moderan	moderne	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
syd	syd	syd	syd	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
anti	anti	ant	anti	PROPN;NOM;MASC;SG	N
komunikacije	kommunikasjon	komunikacija	kommunikasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
komunikacije	kommunikasjon	komunikacija	kommunikasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
glumci	skuespillere	glumac	skuespillere	N;NOM;MASC;PL	V;NFIN
vid	vid	vid	vid	N;NOM;MASC;SG	ADJ;INDF;SG
richardson	richardson	richardson	richardson	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
irska	irland	irski	irland	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
irska	ireland	irski	ireland	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
dokument	dokumentere	dokument	dokumentere	N;NOM;MASC;SG	V;NFIN
fizički	fysisk	fizički	fysisk	ADV	ADJ;INDF;NEUT;SG
fizički	fysikalsk	fizički	fysikalsk	ADV	ADJ;INDF;NEUT;SG
fizički	fysisk	fizički	fysisk	ADV	ADJ;INDF;NEUT;SG
teži	tyngre	težiti	tung	V;IND;SG;3;PRS;FIN	ADJ;CMPR
dvorane	haller	dvorana	halle	N;NOM;FEM;PL	N;INDF;NEUT;SG
milijardi	billion	milijarda	billion	N;GEN;FEM;PL	N;INDF;NEUT;SG
milijardi	milliard	milijarda	milliard	N;GEN;FEM;PL	N;INDF;MASC;SG
milijardi	mrd	milijarda	mrd	N;GEN;FEM;PL	N;INDF;NEUT;SG
pokriva	dyna	pokrivati	dyn	V;IND;SG;3;PRS;FIN	N;DEF;FEM;SG
pokriva	dekke	pokrivati	dekke	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
situacije	situasjoner	situacija	situasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
situacije	situasjon	situacija	situasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
johann	johann	johann	johann	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
min	min	min	min	N	PRO;MASC;SG
kratka	kort	kratak	kort	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
kratka	short	kratak	shor	ADJ;NOM;DEF;FEM;SG	N;INDF;SG
kratka	korte	kratak	kort	ADJ;NOM;DEF;FEM;SG	ADJ;PL
plava	blå	plav	blå	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
plava	blue	plav	blu	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
plava	blått	plav	blå	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
bbc	bbc	bbc	bbc	PROPN;NOM;MASC;SG	N
oblike	fasonger	oblik	fasonger	N;ACC;MASC;PL	N;INDF;MASC;SG
pozdrav	hilsner	pozdrav	hilsner	N;NOM;MASC;SG	N;INDF;MASC;PL
pozdrav	hilsener	pozdrav	hilsen	N;NOM;MASC;SG	N;INDF;MASC;PL
svijesti	bevissthet	svijest	bevissthet	N;DAT;FEM;SG	ADJ;INDF;NEUT;SG
pušten	sluppet	pušten	slupp	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
naredio	bestilt	narediti	bestille	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
naredio	beordret	narediti	beordre	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
naredio	befalt	narediti	befale	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
naredio	bestilte	narediti	bestilt	V;MASC;SG;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
muslimana	muslimske	musliman	muslimsk	N;GEN;MASC;PL	ADJ;PL
muslimana	muslim	musliman	muslim	N;GEN;MASC;PL	N;INDF;MASC;SG
muslimana	muslimsk	musliman	muslimsk	N;GEN;MASC;PL	ADJ;INDF;NEUT;SG
učenje	studerer	učenje	studere	N;NOM;NEUT;SG	V;IND;PRS;FIN
učenje	lærer	učenje	lære	N;NOM;NEUT;SG	V;IND;PRS;FIN
zdravlje	helsa	zdravlje	helse	N;NOM;NEUT;SG	ADJ;INDF;SG;V.PTCP
pobjegao	unnsluppet	pobjeći	unnslupp	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
pobjegao	unnslapp	pobjeći	unnslapp	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
pobjegao	flyktet	pobjeći	flykt	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
pobjegao	rømte	pobjeći	rømme	V;MASC;SG;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
pobjegao	rømt	pobjeći	rømme	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
događaje	hendelser	događaj	hendelse	N;ACC;MASC;PL	N;INDF;NEUT;SG
događaje	arrangementer	događaj	arrangement	N;ACC;MASC;PL	N;INDF;NEUT;SG
institucije	institusjoner	institucija	institusjoner	N;NOM;FEM;PL	N;INDF;MASC;SG
institucije	institusjon	institucija	institusjon	N;NOM;FEM;PL	N;INDF;MASC;SG
prisiljen	tvang	prisiliti	tvang	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;INDF;NEUT;SG
grci	grekere	grk	grekere	PROPN;NOM;MASC;PL	N;INDF;FEM;SG
dražen	drazen	dražen	draz	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
bayern	bayern	bayern	baye	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
den	hiet	den	hiet	PROPN;NOM;MASC;SG	N;DEF;NEUT;SG
osvojiti	hersk	osvojiti	hersk	V;NFIN	N;INDF;MASC;SG
godišnji	årlig	godišnji	årlig	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
godišnji	årlige	godišnji	årlig	ADJ;NOM;DEF;MASC;SG	ADJ;PL
podrazumijeva	implisert	podrazumijevati	implisere	V;IND;SG;3;PRS;FIN	ADJ;INDF;SG;V.PTCP
podrazumijeva	underforstått	podrazumijevati	underforstå	V;IND;SG;3;PRS;FIN	ADJ;INDF;SG;V.PTCP
podrazumijeva	forutsetter	podrazumijevati	forutsetter	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
podrazumijeva	antydninger	podrazumijevati	antydning	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
tvornice	fabrikk	tvornica	fabrikk	N;NOM;FEM;PL	N;INDF;MASC;SG
gleda	kikker	gledati	kikker	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
gleda	looking	gledati	looking	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
gleda	titter	gledati	titter	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
otto	otto	otto	otto	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
buenos	buenos	buenos	buenos	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
stalni	permanente	stalan	permanent	ADJ;NOM;DEF;MASC;SG	ADJ;PL
stalni	permanent	stalan	permanent	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
weber	weber	weber	weber	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
weber	webber	weber	webber	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
zelena	grønn	zelen	grønn	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
zelena	green	zelen	grenne	ADJ;NOM;DEF;FEM;SG	N;DEF;MASC;SG
zelena	grønt	zelen	grøn	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
zelena	grønne	zelen	grønne	ADJ;NOM;DEF;FEM;SG	ADJ;PL
sudjelovalo	deltatt	sudjelovati	delta	V;NEUT;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
reforme	reform	reforma	reform	N;NOM;FEM;PL	N;INDF;MASC;SG
domaći	hjemlige	domaći	hjemlig	ADJ;NOM;DEF;MASC;SG	ADJ;PL
domaći	hjemmelaget	domaći	hjemmelag	ADJ;NOM;DEF;MASC;SG	N;DEF;NEUT;SG
domaći	lekser	domaći	lekse	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;PL
sudionik	deltaker	sudionik	deltaker	N;NOM;MASC;SG	N;INDF;MASC;PL
proljeća	våren	proljeće	vår	N;NOM;NEUT;PL	N;DEF;MASC;SG
proljeća	spring	proljeće	springe	N;NOM;NEUT;PL	V;IND;PRS;FIN
ustanove	anlegg	ustanova	anlegg	N;NOM;FEM;PL	N;INDF;NEUT;SG
ustanove	institusjoner	ustanova	institusjoner	N;NOM;FEM;PL	N;INDF;MASC;SG
konstrukcije	konstruksjoner	konstrukcija	konstruksjon	N;NOM;FEM;PL	N;INDF;MASC;SG
set	set	set	setje	N;NOM;MASC;SG	V;IMP;FIN
set	satt	set	sitje	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
set	angi	set	angi	N;NOM;MASC;SG	V;IMP;FIN
set	sett	set	setje	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
slave	feirer	slava	feire	N;NOM;FEM;PL	V;IND;PRS;FIN
slave	feire	slava	feire	N;NOM;FEM;PL	N;INDF;MASC;SG
slave	feiring	slava	feiring	N;NOM;FEM;PL	N;INDF;FEM;SG
slave	berømmelse	slava	berømmelse	N;NOM;FEM;PL	N;INDF;MASC;SG
slave	fame	slava	fame	N;NOM;FEM;PL	N;INDF;MASC;SG
slave	ære	slava	ære	N;NOM;FEM;PL	N;INDF;FEM;SG
slave	glory	slava	glory	N;NOM;FEM;PL	N;INDF;NEUT;SG
slave	herlighet	slava	herlighet	N;NOM;FEM;PL	N;INDF;FEM;SG
prevoditelj	oversetter	prevoditelj	oversetter	N;NOM;MASC;SG	N;INDF;FEM;PL
društveno	sosialt	društveno	sosial	ADV	ADJ;INDF;NEUT;SG
društveno	sosialt	društveno	sosial	ADV	ADJ;INDF;NEUT;SG
društveno	sosiale	društveno	sosial	ADV	ADJ;PL
društveno	sosial	društveno	sosial	ADV	ADJ;INDF;SG
državno	statsborgere	državno	statsborgere	ADJ;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
prijelaz	krysser	prijelaz	krysse	N;NOM;MASC;SG	V;IND;PRS;FIN
odlučila	besluttet	odlučiti	beslutt	V;FEM;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
molekule	molekyl	molekula	molekyl	N;NOM;FEM;PL	N;INDF;NEUT;SG
roberts	roberts	roberts	robert	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sudionici	deltakere	sudionik	deltakere	N;NOM;MASC;PL	N;INDF;NEUT;SG
sudionici	deltakerne	sudionik	deltakerne	N;NOM;MASC;PL	N;INDF;MASC;SG
sudionici	deltagere	sudionik	deltagere	N;NOM;MASC;PL	N;INDF;MASC;SG
sudionici	deltakere	sudionik	deltakere	N;NOM;MASC;PL	N;INDF;NEUT;SG
konstrukcija	konstruere	konstrukcija	konstruere	N;NOM;FEM;SG	V;NFIN
obnovljena	fornyet	obnoviti	fornye	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
obnovljena	gjenoppbygd	obnoviti	gjenoppbygd	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
obnovljena	gjenopprettet	obnoviti	gjenopprett	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
obnovljena	restaurert	obnoviti	restaurere	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
georgia	georgia	georgia	georgi	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
riješiti	løs	riješiti	løs	V;NFIN	N;INDF;MASC;SG
riješiti	oppklare	riješiti	oppklare	V;NFIN	N;INDF;MASC;SG
riješiti	løser	riješiti	løs	V;NFIN	N;INDF;FEM;PL
tvrđava	fort	tvrđava	fort	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG
das	das	das	das	INTJ	N;INDF;MASC;SG
mlada	bruden	mlad	brud	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
mlada	bride	mlad	bride	ADJ;NOM;FEM;SG	N;INDF;SG
mlada	brud	mlad	brud	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
mlada	young	mlad	young	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
mlada	unge	mlad	ung	ADJ;NOM;FEM;SG	ADJ;PL
francuzi	fransk	francug	fransk	N;ACC;MASC;PL	N;INDF;MASC;SG
unaprijed	forskudd	unaprijed	forskudd		N;INDF;MASC;SG
unaprijed	forhånd	unaprijed	forhånd		N;INDF;MASC;SG
pala	fell	pasti	falle	V;FEM;SG;PST;V.PTCP;ACT	V;IND;PRS;FIN
pala	falt	pasti	fal	V;FEM;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG
samostalna	independent	samostalan	independent	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
samostalna	uavhengige	samostalan	uavhengig	ADJ;NOM;DEF;FEM;SG	ADJ;PL
samostalna	uavhengig	samostalan	uavhengig	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
samostalna	selvstendig	samostalan	selvstendig	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
vezan	bundet	vezan	bund	ADJ;NOM;INDF;MASC;SG	N;DEF;NEUT;SG
vezan	bandt	vezan	band	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
ušli	oppgitt	ući	oppgi	V;MASC;PL;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
ušli	angitt	ući	angitt	V;MASC;PL;PST;V.PTCP;ACT	N;INDF;MASC;SG
delta	delta	delta	delta	N;NOM;FEM;SG	V;NFIN
mišića	muskler	mišić	muskle	N;NOM;NEUT;SG	N;INDF;FEM;PL
karakteristika	karakteristisk	karakteristika	karakteristisk	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG
kvalifikacije	kvalifikasjoner	kvalifikacija	kvalifikasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
kvalifikacije	kvalifisering	kvalifikacija	kvalifisering	N;NOM;FEM;PL	N;INDF;FEM;SG
istraživač	explorer	istraživač	explore	N;NOM;MASC;SG	N;INDF;FEM;PL
mello	mello	melli	mello	PROPN;NOM;MASC;SG	PROPN
ikad	noensinne	ikad	noensinne	ADV	N;INDF;SG
ikad	ever	ikad	ever	ADV	
brodove	skuter	brod	skuter	N;ACC;MASC;PL	N;INDF;MASC;SG
kontrole	kontrollerer	kontrola	kontrollere	N;NOM;FEM;PL	V;IND;PRS;FIN
marshall	marshall	marshall	marshall	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
flote	fleet	flota	fle	N;NOM;FEM;PL	N;DEF;NEUT;SG
flote	flåten	flota	flåte	N;NOM;FEM;PL	N;DEF;MASC;SG
flote	flåte	flota	flåte	N;NOM;FEM;PL	N;INDF;MASC;SG
asistencija	assisterer	asistencija	assistere	N;NOM;FEM;SG	V;IND;PRS;FIN
vojvode	dukes	vojvoditi	duke	N;NOM;FEM;PL	N;INDF;MASC;SG
široko	wide	široko	wide	ADV	N
široko	bred	široko	bred	ADV	N;INDF;MASC;SG
široko	bredt	široko	bredt	ADV	ADJ;INDF;NEUT;SG
široko	brei	široko	brei	ADV	ADJ;INDF;SG
široko	vid	široko	vid	ADV	ADJ;INDF;SG
završni	finale	završan	finale	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
završni	final	završan	final	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
grade	bygningen	graditi	bygning	V;IND;PL;3;PRS;FIN	N;DEF;MASC;SG
grade	building	graditi	building	V;IND;PL;3;PRS;FIN	N;INDF;FEM;SG
grade	bygge	graditi	bygge	V;IND;PL;3;PRS;FIN	N;INDF;NEUT;SG
grade	bygning	graditi	bygning	V;IND;PL;3;PRS;FIN	N;INDF;MASC;SG
grade	bygge	graditi	bygge	V;IND;PL;3;PRS;FIN	N;INDF;NEUT;SG
grade	bygg	graditi	bygg	V;IND;PL;3;PRS;FIN	N;INDF;NEUT;PL
makedonija	makedonia	makedonija	makedonie	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
cruz	cruz	cruz	cruz	PROPN;NOM;MASC;SG	N
kelly	kelly	kelly	kelly	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
prikazana	vist	prikazati	vise	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
prikazana	vist	prikazati	vise	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
prikazana	vises	prikazati	vises	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;INDF;MASC;SG
prirodna	naturlige	prirodan	naturlig	ADJ;NOM;DEF;FEM;SG	ADJ;PL
prirodna	natural	prirodan	natural	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
prirodna	naturlig	prirodan	naturlig	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
prirodna	naturtalent	prirodan	naturtalent	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
zdravlja	helsa	zdravlje	helse	N;NOM;NEUT;SG	ADJ;INDF;SG;V.PTCP
srpsko	serbiske	srpski	serbisk	ADJ;NOM;NEUT;SG	ADJ;PL
srpsko	serbisk	srpski	serbisk	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ubija	dreper	ubijati	drepe	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
polygonum	tungras	polygonum	tungras	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dokazi	bevis	dokaz	bevis	N;NOM;MASC;PL	N;INDF;NEUT;SG
dokazi	beviset	dokaz	bevis	N;NOM;MASC;PL	N;DEF;NEUT;SG
dokazi	bevis	dokaz	bevis	N;NOM;MASC;PL	N;INDF;NEUT;SG
dokazi	bevismateriale	dokaz	bevismateriale	N;NOM;MASC;PL	N;INDF;MASC;SG
natpis	banner	natpis	bann	N;NOM;MASC;SG	N;INDF;NEUT;PL
predstavljen	presenteres	predstaviti	presentere	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
razvijena	utviklet	razvijen	utvikle	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;DEF;NEUT;SG
