яно	jana	яно	jană		N;DEF;FEM;SG
археологічний	arheologic	археологічний	arheologic	ADJ;NOM;MASC;SG	ADV
коробки	cutiile	коробка	cută	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
лави	lavă	лава	lavă	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
лави	lava	лава	lavă	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
шкода	milă	шкода	milă		N;INDF;FEM;SG
шкода	scuze	шкода	scuză		N;INDF;FEM;PL
шкода	regretul	шкода	regret		N;DEF;MASC;SG
шкода	regrete	шкода	regret		N;INDF;FEM;PL
шкода	regret	шкода	regreta		V;IND;SG;1;PRS;FIN
делла	della	делло	della	PROPN;ANIM;NOM;MASC;SG	PROPN
фарби	vopsea	фарба	vopsi	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
фарби	pictează	фарба	picta	N;INAN;NOM;FEM;PL	V;IND;3;PRS;FIN
сформовано	formate	сформовано	forma	V;PFV;IND;0;FIN	ADJ;INDF;FEM;PL
сформовано	formată	сформовано	forma	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
сформовано	format	сформовано	format	V;PFV;IND;0;FIN	N;INDF;MASC;SG
повернули	cotitură	повернути	cotitură	V;PFV;IND;PL;PST;FIN	N;INDF;FEM;SG
шолом	cască	шолом	cască	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
шолом	casca	шолом	casca	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
пропаганда	propaganda	пропаганда	propagandă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
пропаганда	propagandă	пропаганда	propagandă	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
таджикистану	tadjikistan	таджикистаний	tadjikistan	PROPN;INAN;GEN;MASC;SG	ADJ;INDF;MASC;SG
записані	scrisa	записаний	scrisa	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;DEF;FEM;SG
записані	scris	записаний	scris	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;INDF;MASC;SG
записані	scrise	записаний	scrie	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
записані	scrisă	записаний	scris	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
впливати	influența	впливати	influență	V;IPFV;NFIN	N;DEF;FEM;SG
впливати	influență	впливати	influență	V;IPFV;NFIN	N;INDF;FEM;SG
впливати	influenta	впливати	influenta	V;IPFV;NFIN	N;DEF;FEM;SG
швейцарський	elvețiană	швейцарський	elvețian	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
сильних	împuternicit	сильний	împuternicit	ADJ;GEN;PL	ADJ;INDF;MASC;SG
сильних	împuternicită	сильний	împuternicit	ADJ;GEN;PL	ADJ;INDF;FEM;SG
підприємстві	facilitatea	підприємство	facilitate	N;INAN;DAT;NEUT;SG	N;DEF;FEM;SG
підприємстві	facilitate	підприємство	facilitate	N;INAN;DAT;NEUT;SG	N;INDF;FEM;SG
лікуванні	trata	лікування	trata	N;INAN;DAT;NEUT;SG	V;IND;SG;3;IPFV;FIN
лікуванні	trateaza	лікування	tratează	N;INAN;DAT;NEUT;SG	V;IND;SG;3;IPFV;FIN
лікуванні	tratează	лікування	trata	N;INAN;DAT;NEUT;SG	V;IND;3;PRS;FIN
ліцензію	licență	ліцензія	licență	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
ліцензію	licența	ліцензія	licență	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
ліцензію	licență	ліцензія	licență	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
ліцензію	licența	ліцензія	licență	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
ліцензію	licenta	ліцензія	licentă	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
курт	kurt	курт	kurt	PROPN;ANIM;NOM;MASC;SG	PROPN
курт	curt	курт	curt	PROPN;ANIM;NOM;MASC;SG	
сумнів	îndoiala	сумнів	îndoială	N;INAN;ACC;MASC;SG	N;DEF;FEM;SG
сумнів	îndoială	сумнів	îndoială	N;INAN;ACC;MASC;SG	N;INDF;FEM;SG
сумнів	indoiala	сумнів	indoială	N;INAN;ACC;MASC;SG	ADJ;DEF;FEM;SG
змішані	amestecat	змішаний	amesteca	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
змішані	mixt	змішаний	mixt	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
змішані	mixtă	змішаний	mixt	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
підтверджено	confirmate	підтверджити	confirmat	V;PFV;IND;0;FIN	ADJ;INDF;FEM;PL
підтверджено	confirmată	підтверджити	confirma	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
підтверджено	confirmat	підтверджити	confirma	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
підтверджено	aprobat	підтверджити	aproba	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
підтверджено	aprobate	підтверджити	aprobat	V;PFV;IND;0;FIN	ADJ;INDF;FEM;PL
підтверджено	omologat	підтверджити	omologat	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
підтверджено	aprobată	підтверджити	aproba	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
індивідуальні	individuală	індивідуальний	individual	ADJ;NOM;PL	ADJ;INDF;FEM;SG
індивідуальні	individ	індивідуальний	individ	ADJ;NOM;PL	N;INDF;MASC;SG
індивідуальні	individual	індивідуальний	individual	ADJ;NOM;PL	ADJ;INDF;MASC;SG
кримські	crimeea	кримський	crimee	ADJ;NOM;PL	N;DEF;FEM;SG
заарештовано	arestată	заарештовано	aresta	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
заарештовано	arestat	заарештовано	aresta	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
альтернативний	alternative	альтернативний	alternativ	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
альтернативний	alternativă	альтернативний	alternativ	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
альтернативний	alternativ	альтернативний	alternativ	ADJ;NOM;MASC;SG	ADV
альтернативний	alternativa	альтернативний	alternativă	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
альтернативний	supleant	альтернативний	supleant	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
альтернативний	alternativ	альтернативний	alternativ	ADJ;NOM;MASC;SG	ADV
континенту	continentul	континент	continent	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
ванкувер	vancouver	ванкувер	vancouver	PROPN;INAN;NOM;MASC;SG	PROPN
небесної	cerească	небесний	cere	ADJ;GEN;FEM;SG	ADJ;INDF;FEM;SG
небесної	ceresc	небесний	cere	ADJ;GEN;FEM;SG	N;INDF;MASC;SG
зла	malefic	зло	malefic	N;INAN;NOM;NEUT;SG	ADJ;INDF;MASC;SG
зла	răul	зло	rău	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
зла	răutate	зло	răutate	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
траса	trace	траса	trace	N;INAN;NOM;FEM;SG	
встановлює	seturi	встановлювати	setur	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
глядача	spectatorii	глядач	spectator	N;ANIM;ACC;MASC;SG	N;DEF;MASC;PL
глядача	spectatori	глядач	spectator	N;ANIM;ACC;MASC;SG	N;INDF;MASC;PL
геологічні	geologică	геологічний	geologic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
геологічні	geologic	геологічний	geologic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
холодна	frig	холодний	frig	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
холодна	reci	холодний	rece	ADJ;NOM;FEM;SG	ADJ;INDF;PL
холодна	rece	холодний	rece	ADJ;NOM;FEM;SG	ADV
фільтр	filtrare	фільтр	filtrare	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
фільтр	filtrează	фільтр	filtra	N;INAN;NOM;MASC;SG	V;IND;3;PRS;FIN
фільтр	filtrul	фільтр	filtru	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
сильна	puternica	сильний	puternic	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
сильна	strong	сильний	strong	ADJ;NOM;FEM;SG	
сильна	puternică	сильний	puternic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
мера	primare	мера	primar	N;ANIM;NOM;MASC;SG	ADJ;INDF;FEM;PL
мера	primarul	мера	primar	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
важливості	importanța	важливість	importanță	N;INAN;GEN;FEM;SG	N;DEF;FEM;SG
важливості	importanta	важливість	important	N;INAN;GEN;FEM;SG	ADJ;DEF;FEM;SG
важливості	importanță	важливість	importanță	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
репертуар	repertoriul	репертуар	repertoriu	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
ваз	vaz	ви	vaz		
ваз	vaze	ви	vază		N;INDF;FEM;PL
ярмарок	echitabil	ярмарка	echitabil	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
ярмарок	corect	ярмарка	corect	N;INAN;NOM;MASC;SG	ADV
ліцензія	licență	ліцензія	licență	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
ліцензія	licența	ліцензія	licență	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
ліцензія	licență	ліцензія	licență	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
ліцензія	licența	ліцензія	licență	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
ліцензія	licenta	ліцензія	licentă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
пісок	nisipul	пісок	nisip	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
пера	pera	перо	pera	N;INAN;NOM;NEUT;PL	N;DEF;FEM;SG
пера	pană	перо	pană	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
ворог	inamicul	ворог	inamic	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
невдало	eșec	невдало	eșec	ADV	N;INDF;MASC;SG
девіз	motto	девіз	motto	N;INAN;NOM;MASC;SG	
лицарі	cavalerilor	лицар	cavaler	N;ANIM;NOM;MASC;PL	N;DEF;FEM;PL
лицарі	cavalerii	лицар	cavaler	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
спокійно	relaxată	спокійно	relaxat	ADV	ADJ;INDF;FEM;SG
спокійно	relaxat	спокійно	relaxat	ADV	ADJ;INDF;MASC;SG
завершити	sfârșit	завершити	sfârșit	V;PFV;NFIN	N;INDF;MASC;SG
завершити	sfarsit	завершити	sfarsi	V;PFV;NFIN	
завершити	final	завершити	final	V;PFV;NFIN	N;INDF;MASC;SG
завершити	completa	завершити	completa	V;PFV;NFIN	ADJ;DEF;FEM;SG
завершити	completă	завершити	complet	V;PFV;NFIN	ADJ;INDF;FEM;SG
завершити	complete	завершити	complet	V;PFV;NFIN	ADJ;INDF;FEM;PL
завершити	complet	завершити	complet	V;PFV;NFIN	ADV
підняти	ridicare	підняти	ridicare	V;PFV;NFIN	N;INDF;FEM;SG
відсутнє	niciuna	відсутній	nici_unul	ADJ;NOM;NEUT;SG	
змінні	variabilele	змінний	variabilă	ADJ;NOM;PL	N;DEF;FEM;PL
змінні	variabile	змінний	variabilă	ADJ;NOM;PL	N;INDF;FEM;PL
змінні	variabilelor	змінний	variabilă	ADJ;NOM;PL	N;DEF;FEM;PL
клер	claire	клер	clair	PROPN;ANIM;NOM;FEM;SG	PROPN
клер	clair	клер	clair	PROPN;ANIM;NOM;FEM;SG	PROPN
нікого	oricine	ніхто	oricine	PRO;ANIM;ACC	PRO;SG;3
нікого	nimeni	ніхто	nimeni	PRO;ANIM;ACC	PRO;SG;3
террі	terry	терр	terry	PROPN;ANIM;NOM;MASC;SG	PROPN
раннє	early	ранній	early	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
раннє	timpuriu	ранній	timpuriu	ADJ;NOM;NEUT;SG	ADV
раннє	devreme	ранній	devreme	ADJ;NOM;NEUT;SG	ADV
задня	posterior	задній	posterior	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
вибрана	alese	вибраний	ales	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
вибрана	aleasă	вибраний	ales	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
вибрана	ales	вибраний	ales	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADV
інфраструктура	infrastructuri	інфраструктура	infrastructură	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
інфраструктура	infrastructură	інфраструктура	infrastructură	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
інфраструктура	infrastructura	інфраструктура	infrastructură	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
присвячено	dedicată	присвячити	dedica	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
присвячено	dedicate	присвячити	dedica	V;PFV;IND;0;FIN	ADJ;INDF;FEM;PL
присвячено	dedicat	присвячити	dedica	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
кіото	kyoto	кіото	kyoto	PROPN;INAN;NOM;NEUT;SG	PROPN
продюсери	producătorii	продюсер	producător	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
навчальної	tutorial	навчальний	tutorial	ADJ;GEN;FEM;SG	N;INDF;MASC;SG
математичної	matematică	математичний	matematică	ADJ;GEN;FEM;SG	N;INDF;FEM;SG
наміри	intentii	намір	intent	N;INAN;NOM;MASC;PL	
збудження	excitare	збудження	excitare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
пропонував	contribuit	пропонувати	contribui	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
кінематограф	cinematografie	кінематограф	cinematografie	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
кінематограф	cinematografia	кінематограф	cinematografie	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
страв	vesela	страва	vesel	N;INAN;GEN;FEM;PL	ADJ;DEF;FEM;SG
браян	brian	браяна	brian	PROPN;ANIM;NOM;MASC;SG	PROPN
браян	bryan	браяна	bryan	PROPN;ANIM;NOM;MASC;SG	PROPN
гільдії	guild	гільдія	guild	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
рон	rhône	рон	rhône	INTJ	N;INDF;FEM;SG
рон	ron	рон	ron	INTJ	
ілюстрація	ilustrare	ілюстрація	ilustrare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
схему	cadre	схем	cadre	N;INAN;ACC;FEM;SG	N;INDF;FEM;PL
схему	scheme	схем	schemă	N;INAN;ACC;FEM;SG	N;INDF;FEM;PL
схему	schemă	схем	schemă	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
схему	schema	схем	schemă	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
традиційна	tradiţionale	традиційний	tradigional	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
традиційна	tradițional	традиційний	tradițional	ADJ;NOM;FEM;SG	ADV
традиційна	tradiţional	традиційний	tradiţional	ADJ;NOM;FEM;SG	ADV
традиційна	tradiţională	традиційний	tradigional	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
симон	simon	симон	simon	PROPN;ANIM;NOM;MASC;SG	PROPN
іконостас	catapeteasma	іконостас	catapeteasmă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
залізний	fier	залізний	fier	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
залізний	fierul	залізний	fier	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
якоб	jacob	якоб	jacob	PROPN;ANIM;NOM;MASC;SG	PROPN
якоб	iacov	якоб	iacov	PROPN;ANIM;NOM;MASC;SG	PROPN
якоб	iacob	якоб	iacob	PROPN;ANIM;NOM;MASC;SG	PROPN
якоб	jakob	якоб	jakob	PROPN;ANIM;NOM;MASC;SG	PROPN
воскресіння	învia	воскресіння	învia	N;INAN;NOM;NEUT;SG	V;IND;SG;3;IPFV;FIN
воскресіння	învierea	воскресіння	înviere	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
воскресіння	înviere	воскресіння	înviere	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
збираються	adunare	збиратися	adunare	V;IPFV;IND;PL;3;PRS;FIN	N;INDF;FEM;SG
мовні	lingvistic	мовний	lingvistic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
мовні	lingvistice	мовний	lingvistic	ADJ;NOM;PL	N;INDF;FEM;PL
мовні	lingvistică	мовний	lingvistic	ADJ;NOM;PL	N;INDF;FEM;SG
привілеї	privilegiile	привілея	privilegiu	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
фраза	frază	фраза	frază	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
фраза	fraza	фраза	frază	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
міфи	miturile	міф	mitură	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
заповіт	testamentul	заповіт	testament	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
будівельник	constructorul	будівельник	constructor	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
скарби	comorile	скарб	comoril	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
рання	early	ранній	early	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
рання	timpuriu	ранній	timpuriu	ADJ;NOM;FEM;SG	ADV
рання	devreme	ранній	devreme	ADJ;NOM;FEM;SG	ADV
джейсон	jason	джейсон	jason	PROPN;ANIM;NOM;MASC;SG	PROPN
комерційного	comerciale	комерційний	comercial	ADJ;GEN;MASC;SG	ADJ;INDF;FEM;PL
комерційного	reclamă	комерційний	reclama	ADJ;GEN;MASC;SG	N;INDF;FEM;SG
комерційного	comercială	комерційний	comercial	ADJ;GEN;MASC;SG	ADJ;INDF;FEM;SG
юліан	julian	юліан	julian	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
анатомія	anatomie	анатомія	anatomie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
анатомія	anatomia	анатомія	anatomie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
федеральний	federale	федеральний	federal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
федеральний	federală	федеральний	federal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
тед	ted	тед	ted		PROPN
польщу	poloniei	польща	polonie	PROPN;INAN;ACC;FEM;SG	PROPN;DEF;FEM;SG
польщу	polonia	польща	polonie	PROPN;INAN;ACC;FEM;SG	PROPN
керрі	kerry	керрі	kerry	PROPN;ANIM;NOM;FEM;SG	PROPN
керрі	carrie	керрі	carrie	PROPN;ANIM;NOM;FEM;SG	PROPN
польовий	arvense	польовий	arvens	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
страйк	strike	страйк	strik	N;INAN;NOM;MASC;SG	
страйк	grevă	страйк	grevă	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
страйк	greva	страйк	grevă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
платівки	records	платівка	records	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
рибу	pesti	риба	pesti	N;ANIM;ACC;FEM;SG	N;INDF;MASC;PL
рибу	pești	риба	pești	N;ANIM;ACC;FEM;SG	N;INDF;MASC;PL
оригінал	originala	оригінал	original	N;INAN;NOM;MASC;SG	ADJ;DEF;FEM;SG
оригінал	originale	оригінал	original	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;PL
оригінал	original	оригінал	original	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
оригінал	originală	оригінал	original	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
тихий	pacificului	тихий	pacific	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
тихий	pacific	тихий	pacific	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
тихий	pacificul	тихий	pacific	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
себастьян	sebastián	себастьянин	sebastián	N;ANIM;NOM;MASC;SG	PROPN
стелі	plafon	стеля	plafon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
стелі	tavan	стеля	tavan	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
стелі	plafonul	стеля	plafon	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
постійна	constant	постійний	constant	ADJ;NOM;FEM;SG	ADV
постійна	constanta	постійний	constantă	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
постійна	constantă	постійний	constant	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
євгеній	eugene	євгений	eugen	PROPN;ANIM;NOM;MASC;SG	PROPN
хоп	hop	хоп	hop		N;INDF;MASC;SG
підвищити	creștere	підвищити	creștere	V;PFV;NFIN	N;INDF;FEM;SG
змії	sarpele	змія	sarpea	N;ANIM;NOM;FEM;PL	N;DEF;MASC;SG
змії	sarpe	змія	sarpe	N;ANIM;NOM;FEM;PL	N;INDF;MASC;SG
змії	șarpe	змія	șarpe	N;ANIM;NOM;FEM;PL	N;INDF;MASC;SG
змії	snake	змія	snak	N;ANIM;NOM;FEM;PL	N;INDF;MASC;SG
безпосередній	imediată	безпосередній	imediat	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
безпосередній	imediate	безпосередній	imediat	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
провідник	ghidul	провідник	ghid	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
партизан	gherilă	партизаний	gherilă	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
допомагали	ajutat	допомагати	ajuta	V;IPFV;IND;PL;PST;FIN	ADJ;INDF;MASC;SG
аграрної	agrară	аграрний	agrara	ADJ;GEN;FEM;SG	N;INDF;FEM;SG
мільярдів	miliarde	мільярд	miliard	N;INAN;GEN;MASC;PL	NUM;INDF;FEM;PL
мільярдів	miliard	мільярд	miliard	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
протести	protestele	протест	protest	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
ельзас	rhin	ельзас	rhin	PROPN;INAN;NOM;FEM;SG	N;INDF;MASC;SG
завтра	mâine	завтра	mâine		
завтра	maine	завтра	maină		
боксери	boxerii	боксер	boxerie	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
жозеф	joseph	жозеф	joseph	PROPN;ANIM;NOM;MASC;SG	PROPN
жозеф	iosif	жозеф	iosif	PROPN;ANIM;NOM;MASC;SG	PROPN
зупинка	oprirea	зупинка	oprire	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
зупинка	oprire	зупинка	oprire	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
зупинка	oprit	зупинка	opri	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
дзвін	clopote	дзвін	clopot	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
дзвін	clopotele	дзвін	clopot	N;INAN;NOM;MASC;SG	N;DEF;FEM;PL
дзвін	clopotul	дзвін	clopot	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
дзвін	bell	дзвін	bell	N;INAN;NOM;MASC;SG	PROPN
проміжок	intervalul	проміжок	interval	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
удари	punerea	удар	punere	N;INAN;NOM;MASC;PL	N;DEF;FEM;SG
холодний	frig	холодний	frig	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
холодний	reci	холодний	rece	ADJ;NOM;MASC;SG	ADJ;INDF;PL
холодний	rece	холодний	rece	ADJ;NOM;MASC;SG	ADV
кавалерії	cavalerie	кавалерія	cavalerie	N;INAN;ACC;FEM;PL	N;INDF;FEM;SG
кавалерії	cavaleria	кавалерія	cavalerie	N;INAN;ACC;FEM;PL	N;DEF;FEM;SG
сорок	forty	сорок	forty	NUM;NOM	N;INDF;MASC;SG
епізоди	episoadele	епізод	episod	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
відпочинок	recreere	відпочинок	recreere	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
відпочинок	odihnă	відпочинок	odihnă	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
відпочинок	odihna	відпочинок	odihnă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
автомат	mașină	автомат	mașină	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
апостол	apostol	апостол	apostol	N;ANIM;NOM;MASC;SG	PROPN
липа	lipa	липа	lipă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
змінився	schimbat	змінитися	schimba	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
змінився	schimbată	змінитися	schimba	V;PFV;MASC;IND;SG;PST;FIN	ADJ;INDF;FEM;SG
замінено	înlocuit	замінити	înlocui	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
замінено	înlocuită	замінити	înlocui	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
замінено	înlocuite	замінити	înlocuit	V;PFV;IND;0;FIN	ADJ;INDF;FEM;PL
пів	jumatate	пів	jumata		
пів	jumate	пів	juma		
пів	jumătate	пів	jumătate		N;INDF;FEM;SG
спираючись	înclinat	спиратися	înclina	V;IPFV;PRS;V.CVB	ADJ;INDF;MASC;SG
подвійний	dubla	подвійний	dublu	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
подвійний	dublă	подвійний	dublu	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
подвійний	duble	подвійний	dublu	ADJ;NOM;MASC;SG	N;INDF;FEM;PL
відверто	lovind	відверто	lovi	ADV	V;V.MSDR
нараховується	premiat	нараховуватися	premia	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
нараховується	acordat	нараховуватися	acordat	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;MASC;SG
сортування	sorta	сортування	sort	N;INAN;NOM;NEUT;SG	V;IND;SG;3;IPFV;FIN
сортування	sortare	сортування	sortare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
сортування	sortare	сортування	sortare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
розробок	evoluțiile	розробка	evoluție	N;INAN;GEN;FEM;PL	N;DEF;FEM;PL
організми	organismele	організм	organism	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
місій	misiunile	місія	misiune	N;INAN;GEN;FEM;PL	N;DEF;FEM;PL
путін	putin	путін	putin	N;INAN;NOM;MASC;SG	
кравчук	kravciuk	кравчук	kravciuk	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
юридичні	juridic	юридичний	juridic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
юридичні	legală	юридичний	legal	ADJ;NOM;PL	ADJ;INDF;FEM;SG
юридичні	legal	юридичний	legal	ADJ;NOM;PL	ADJ;INDF;MASC;SG
труси	boxeri	труси	boxeri	N;INAN;NOM	N;INDF;MASC;PL
труси	boxerii	труси	boxerie	N;INAN;NOM	N;DEF;MASC;PL
пишеться	vrajă	писатися	vrajă	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
пишеться	vraja	писатися	vrajă	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;FEM;SG
організували	aranjată	організувати	aranja	V;PFV;IND;PL;PST;FIN	ADJ;INDF;FEM;SG
організували	aranjate	організувати	aranja	V;PFV;IND;PL;PST;FIN	ADJ;INDF;FEM;PL
організували	aranjat	організувати	aranja	V;PFV;IND;PL;PST;FIN	ADJ;INDF;MASC;SG
барбара	barbara	барбар	barbară	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
