בילה	spesi	בילה	spendere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
נלחמו	combattuto	נלחם	combattere	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נלחמו	lottato	נלחם	lottare	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נלחמו	combattuta	נלחם	combattere	V;PL;3;PST;MID	V;FEM;SG;PST;V.PTCP
נלחמו	combatté	נלחם	combatté	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
שקול	consideri	שקול	considerio	ADJ;MASC;SG	V;IND;SG;2;PRS;FIN
שקול	considerare	שקול	considerare	ADJ;MASC;SG	V;NFIN
שקול	considera	שקול	considerare	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
דוחה	gross	דחה	gross	V;MASC;SG;V.PTCP;ACT	N;MASC
דוחה	lordi	דחה	lordo	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
דוחה	lordo	דחה	lordo	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מימוש	riscattare	מימוש	riscattare	N;MASC;SG	V;NFIN
ברברוסה	barbarossa	ברברוסה	barbarossa	PROPN	N;MASC;SG
האורך	lunghezza	האורך	lunghezza	PROPN	N;FEM;SG
מרפא	guaritore	מרפא	guaritore	PROPN	N;MASC;SG
מרפא	cure	מרפא	cura	PROPN	N;FEM;PL
מרפא	cura	מרפא	cura	PROPN	N;FEM;SG
השיח	discorso	השיח	discorso		N;MASC;SG
נייד	mobile	נייד	mobile	N;MASC;SG	ADJ;SG
נייד	mobili	נייד	mobile	N;MASC;SG	N;MASC;PL
נייד	portatili	נייד	portatile	N;MASC;SG	N;MASC;PL
קשורות	correlato	קשר	correlato	V;FEM;PL;V.PTCP;ACT	ADJ;MASC;SG
איימי	amy	איימי	amy	PROPN	N;FEM;SG
נרכש	acquisite	נרכש	acquisire	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נרכש	acquisiti	נרכש	acquisire	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נרכש	acquistati	נרכש	acquistare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נרכש	acquistate	נרכש	acquistare	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נבון	intelligenti	נבון	intelligente	PROPN	ADJ;PL
נבון	intelligente	נבון	intelligente	PROPN	ADJ;SG
נבון	wise	נבון	wise	PROPN	N;MASC
נבון	saggia	נבון	saggia	PROPN	ADJ;FEM;SG
נבון	saggio	נבון	saggio	PROPN	N;MASC;SG
ונצואלה	venezuelana	ונצואלה	venezuelana	PROPN	ADJ;FEM;SG
ונצואלה	venezuelano	ונצואלה	venezuelare	PROPN	ADJ;MASC;SG
ונצואלה	venezuela	ונצואלה	venezuela	PROPN	N;FEM;SG
תפילות	preghiera	תפילות	preghiera	N;FEM;PL	N;FEM;SG
טכניים	tecnica	טכני	tecnica	ADJ;MASC;PL	N;FEM;SG
טכניים	tecnico	טכני	tecnico	ADJ;MASC;PL	ADJ;MASC;SG
שומרים	guardie	שמר	guardia	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
שומרים	guardiani	שמר	guardiano	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
שומרים	custodi	שמר	custode	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
הרקולס	hercules	הרקולס	hercules	PROPN	N;MASC
הרקולס	ercole	הרקולס	ercola	PROPN	N;MASC;SG
הרקולס	eracle	הרקולס	eracla	PROPN	N;MASC;SG
שמורות	riservate	שמורה	riservare	N;FEM;PL	V;FEM;PL;PST;V.PTCP
שמורות	riservata	שמורה	riservare	N;FEM;PL	V;FEM;SG;PST;V.PTCP
שמורות	riservato	שמורה	riservato	N;FEM;PL	ADJ;MASC;SG
שמורות	riservati	שמורה	riservato	N;FEM;PL	V;MASC;PL;PST;V.PTCP
פלסטיק	plastica	פלסטיק	plastica	PROPN	N;FEM;SG
פלסטיק	plastiche	פלסטיק	plastico	PROPN	N;FEM;PL
פלסטיק	plastica	פלסטיק	plastica	PROPN	N;FEM;SG
פלסטיק	plastiche	פלסטיק	plastico	PROPN	N;FEM;PL
פלסטיק	plastico	פלסטיק	plastico	PROPN	ADJ;MASC;SG
צמצום	ridurre	צמצום	ridurre	N;MASC;SG	V;NFIN
צמצום	riducendo	צמצום	ridurre	N;MASC;SG	V;V.MSDR
צמצום	stretta	צמצום	stretto	N;MASC;SG	ADJ;FEM;SG
מנור	maniero	מנור	maniero	PROPN	N;MASC;SG
מנור	manor	מנור	manor	PROPN	N
בטח	certo	בטח	certo		ADV
בטח	sicuro	בטח	sicuro		ADJ;MASC;SG
קלט	input	קלט	input		N;MASC
קלט	immissione	קלט	immissione		N;FEM;SG
חינם	libera	חינם	libero	PROPN	ADJ;FEM;SG
חינם	gratis	חינם	gratis	PROPN	N
חינם	liberi	חינם	libero	PROPN	ADJ;MASC;PL
חינם	libero	חינם	libero	PROPN	ADJ;MASC;SG
חינם	free	חינם	frendere	PROPN	N
חינם	gratuito	חינם	gratuito	PROPN	ADJ;MASC;SG
ריגול	spiare	ריגול	spiare	N;MASC;SG	V;NFIN
ריגול	spiando	ריגול	spiare	N;MASC;SG	V;V.MSDR
ריגול	spiare	ריגול	spiare	N;MASC;SG	V;NFIN
ריגול	spie	ריגול	spia	N;MASC;SG	N;FEM;PL
עשן	fumi	עשן	fumo	N;MASC;SG	N;MASC;PL
עשן	fuma	עשן	fuma	N;MASC;SG	V;IND;SG;3;PRS;FIN
מקסים	adorabile	מקסים	adorabile	PROPN	ADJ;SG
מקסים	incantevole	מקסים	incantevole	PROPN	ADJ;SG
מקסים	adorabili	מקסים	adorabile	PROPN	ADJ;PL
מקסים	adorabile	מקסים	adorabile	PROPN	ADJ;SG
מקסים	massima	מקסים	massimo	PROPN	ADJ;FEM;SG
מקסים	maxim	מקסים	maxim	PROPN	N;MASC;SG
מקסים	affascinanti	מקסים	affascinante	PROPN	ADJ;PL
מקסים	affascinante	מקסים	affascinante	PROPN	ADJ;SG
מקסים	incantevole	מקסים	incantevole	PROPN	ADJ;SG
קסטיליה	castiglia	קסטיליה	castiglia	PROPN	N;FEM;SG
רעות	cattiva	רעות	cattivo	PROPN	ADJ;FEM;SG
רעות	bad	רעות	bad	PROPN	N;SG
רעות	pessimo	רעות	pessimo	PROPN	ADJ;MASC;SG
רעות	cattivi	רעות	cattivo	PROPN	ADJ;MASC;PL
רעות	male	רעות	male	PROPN	ADV
רעות	cattivo	רעות	cattivo	PROPN	ADJ;MASC;SG
החלפה	scambia	החלפה	scambia	N;FEM;SG	V;IND;SG;3;PRS;FIN
חזן	cantor	חזן	cantor	PROPN	N;MASC;SG
חזן	hazan	חזן	hazan	PROPN	N;FEM;SG
העקרונות	principi	העקרונות	principio	PROPN	N;MASC;PL
מינימלי	minima	מינימלי	minimo	N;MASC;SG	ADJ;FEM;SG
מינימלי	minimale	מינימלי	minimale	N;MASC;SG	ADJ;SG
מינימלי	minimo	מינימלי	minimo	N;MASC;SG	ADJ;MASC;SG
בודדות	solitario	בודד	solitario	ADJ;FEM;PL	ADJ;MASC;SG
בודדות	solitudine	בודד	solitudine	ADJ;FEM;PL	N;FEM;SG
בודדות	solitari	בודד	solitario	ADJ;FEM;PL	N;MASC;PL
אונו	ono	און	ono	PROPN	ADJ;SG
מוכנה	ready	מוכן	ready	ADJ;FEM;SG	N
מוכנה	pronte	מוכן	pronto	ADJ;FEM;SG	ADJ;FEM;PL
מוכנה	pronti	מוכן	pronto	ADJ;FEM;SG	ADJ;MASC;PL
וינסנט	vincent	וינסנט	vincent	PROPN	N
וינסנט	vincenzo	וינסנט	vincenzo	PROPN	N;MASC;SG
יפים	bella	יפה	bello	ADJ;MASC;PL	ADJ;FEM;SG
יפים	bellissima	יפה	bello	ADJ;MASC;PL	ADJ;AB;FEM;SG
יפים	bellissimo	יפה	bello	ADJ;MASC;PL	ADJ;AB;MASC;SG
קיצונית	radicali	קיצוני	radicale	ADV	N;PL
קיצונית	radicale	קיצוני	radicale	ADV	ADJ;SG
קיצונית	estrema	קיצוני	estremo	ADV	ADJ;FEM;SG
קיצונית	estremo	קיצוני	estremo	ADV	ADJ;MASC;SG
קיצונית	estreme	קיצוני	estremo	ADV	ADJ;FEM;PL
קיצונית	extreme	קיצוני	extreme	ADV	N
זוגי	coppie	זוג	coppia		N;FEM;PL
זוגי	dual	זוג	duale		N;MASC
רוקח	farmacista	רוקח	farmacista	PROPN	N;SG
צאצאים	prole	צאצאי	prole	N;MASC;PL	N;FEM;SG
צאצאים	progenie	צאצאי	progenie	N;MASC;PL	N;FEM;SG
מאלו	malo	מאלו	malo		N;MASC;SG
מקדוניה	macedonia	מקדוניה	macedonia	PROPN	N;FEM;SG
תוקן	riparati	תוקן	riparato	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
תוקן	fissi	תוקן	fisso	V;MASC;SG;3;PST;PASS	ADJ;MASC;PL
תוקן	fissa	תוקן	fissare	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PRS;FIN
תוקן	fisso	תוקן	fisso	V;MASC;SG;3;PST;PASS	ADJ;MASC;SG
תוקן	corretta	תוקן	corretto	V;MASC;SG;3;PST;PASS	ADJ;FEM;SG
תוקן	corretti	תוקן	corretto	V;MASC;SG;3;PST;PASS	ADJ;MASC;PL
תוקן	corretto	תוקן	corretto	V;MASC;SG;3;PST;PASS	ADJ;MASC;SG
מתיישבים	coloni	התיישב	colono	V;MASC;PL;V.PTCP	N;MASC;PL
מתיישבים	coloni	התיישב	colono	V;MASC;PL;V.PTCP	N;MASC;PL
רויאל	royal	רויאל	royal	PROPN	N;MASC
רויאל	regio	רויאל	regio	PROPN	ADJ;MASC;SG
רויאל	reale	רויאל	reale	PROPN	ADJ;SG
נחיתה	atterrare	נחיתה	atterrare	N;FEM;SG	V;NFIN
גלם	grezzi	גלם	grezzo	N;MASC;SG	ADJ;MASC;PL
גלם	grezzo	גלם	grezzo	N;MASC;SG	ADJ;MASC;SG
יצרני	produttivi	יצרן	produttivo	PROPN	ADJ;MASC;PL
יצרני	produttivo	יצרן	produttivo	PROPN	ADJ;MASC;SG
יצרני	produttiva	יצרן	produttivo	PROPN	ADJ;FEM;SG
יצרני	fabbricanti	יצרן	fabbricante	PROPN	N;MASC;PL
יצרני	produttori	יצרן	produttore	PROPN	N;MASC;PL
יצרני	costruttori	יצרן	costruttore	PROPN	N;MASC;PL
ביולוגיה	bio	None	bio	N	V;IND;SG;3;PRS;FIN
מתכנן	pianificazione	תכנן	pianificazione	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מתכנן	planner	תכנן	planner	V;MASC;SG;V.PTCP;ACT	N
נשאו	trasportato	נשא	trasportare	V;PL;3;PST	V;MASC;SG;PST;V.PTCP
הגה	timone	הגה	timone	V;MASC;SG;3;PST;ACT	N;MASC;SG
מרשימה	imponente	מרשים	imponente	V;FEM;SG;V.PTCP;ACT	ADJ;SG
מרשימה	notevole	מרשים	notevole	V;FEM;SG;V.PTCP;ACT	ADJ;SG
מרשימה	impressionante	מרשים	impressionante	V;FEM;SG;V.PTCP;ACT	ADJ;SG
מרשימה	impressionanti	מרשים	impressionare	V;FEM;SG;V.PTCP;ACT	ADJ;PL
זכריה	zachariah	זכריה	zachariah	PROPN	N;FEM;SG
מתוכנן	programmate	תוכנן	programmare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מתוכנן	pianificate	תוכנן	pianificare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מתוכנן	pianificate	תוכנן	pianificare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מתוכנן	progettati	תוכנן	progettare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מתוכנן	progettate	תוכנן	progettare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
הוחלפו	sostituita	הוחלף	sostituire	V;PL;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוחלפו	rimpiazzato	הוחלף	rimpiazzare	V;PL;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוחלפו	sostituito	הוחלף	sostituire	V;PL;3;PST;PASS	V;MASC;SG;PST;V.PTCP
נדירה	rari	נדיר	raro	ADJ;FEM;SG	ADJ;MASC;PL
נדירה	rare	נדיר	raro	ADJ;FEM;SG	ADJ;FEM;PL
תחליף	supplente	החליף	supplente	V;FEM;SG;3;FUT;ACT	N;SG
תחליף	sostituzione	החליף	sostituzione	V;FEM;SG;3;FUT;ACT	N;FEM;SG
תחליף	sostituto	החליף	sostituto	V;FEM;SG;3;FUT;ACT	N;MASC;SG
תחליף	sostituisci	החליף	sostituire	V;FEM;SG;3;FUT;ACT	V;IMP;SG;2;PRS;FIN
טרומן	truman	טרומן	truman	PROPN	N;MASC;SG
אינסוף	infinite	אינסוף	infinito	N;MASC;SG	ADJ;FEM;PL
אינסוף	infiniti	אינסוף	infinito	N;MASC;SG	ADJ;MASC;PL
אינסוף	infinita	אינסוף	infinito	N;MASC;SG	ADJ;FEM;SG
יוהנס	johannes	הוהנס	johannes	PROPN	N;MASC;SG
שליטי	governanti	שליטי	governante	PROPN	N;PL
זן	zen	זן	zeno		N;MASC;SG
זן	specie	זן	specie		N;FEM
הריין	reno	הריין	reno	PROPN	N;MASC;SG
הידרו	idro	הידר	idro	PROPN	N;MASC;SG
הידרו	hydro	הידר	hydro	PROPN	N;MASC
המציא	invenzione	המציא	invenzione	V;MASC;SG;3;PST;ACT	N;FEM;SG
המציא	inventate	המציא	inventare	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
המציא	inventati	המציא	inventato	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
שנאה	odiato	שנאה	odiato	N;FEM;SG	ADJ;MASC;SG
שנאה	odiata	שנאה	odiato	N;FEM;SG	ADJ;FEM;SG
שנאה	odiava	שנאה	odiare	N;FEM;SG	V;IND;SG;3;IPFV;FIN
שנאה	odioso	שנאה	odioso	N;FEM;SG	ADJ;MASC;SG
שנאה	odiosa	שנאה	odioso	N;FEM;SG	ADJ;FEM;SG
אפריקאי	africana	אפריקאי	africano	PROPN	ADJ;FEM;SG
אפריקאי	african	אפריקאי	africano	PROPN	N
אפריקאי	africani	אפריקאי	africano	PROPN	ADJ;MASC;PL
אפריקאי	africane	אפריקאי	africano	PROPN	ADJ;FEM;PL
אפריקאי	africano	אפריקאי	africano	PROPN	ADJ;MASC;SG
פרדי	freddie	פרדי	freddia	PROPN	N
פרדי	freddy	פרדי	freddy	PROPN	N
טלסקופ	telescopio	טלסקופ	telescopio	PROPN	N;MASC;SG
אסי	asi	אסי	ase	PROPN	N;FEM;SG
קרניים	raggi	קרן	raggio	N;FEM;DU	N;MASC;PL
קרניים	corna	קרן	corna	N;FEM;DU	N;FEM;PL
קרניים	corni	קרן	corno	N;FEM;DU	N;MASC;PL
קרניים	trombe	קרן	trombia	N;FEM;DU	N;FEM;PL
עומס	caricate	עומס	caricato	N;MASC;SG	V;FEM;PL;PST;V.PTCP
עומס	caricare	עומס	caricare	N;MASC;SG	V;NFIN
עומס	sovraccarico	עומס	sovraccarico	N;MASC;SG	ADJ;MASC;SG
המחוקקת	legislativo	המחוקק	legislativo	N;FEM;SG	ADJ;MASC;SG
מעבורת	traghetti	מעבורת	traghetto	N;FEM;SG	N;MASC;PL
אדיר	fantastica	אדיר	fantastico		ADJ;FEM;SG
אדיר	fantastico	אדיר	fantastico		ADJ;MASC;SG
אדיר	fantastici	אדיר	fantastico		ADJ;MASC;PL
אדיר	mitico	אדיר	mitico		ADJ;MASC;SG
האר	har	האר	avere	PROPN	N
טומי	tommy	טומי	tommy	PROPN	N
אום	umm	אום	umm	PROPN	N;MASC;SG
עותק	copiare	עותק	copiare	N;MASC;SG	V;NFIN
קיסרי	imperiale	קיסרי	imperiale	PROPN	ADJ;SG
קיסרי	imperial	קיסרי	imperial	PROPN	N;MASC;SG
תקפה	valide	תקפה	valido	N;FEM;SG	ADJ;FEM;PL
תקפה	valido	תקפה	valido	N;FEM;SG	ADJ;MASC;SG
תקפה	validi	תקפה	valido	N;FEM;SG	ADJ;MASC;PL
תקפה	valida	תקפה	valido	N;FEM;SG	ADJ;FEM;SG
פיוטר	peltro	פיוטר	peltro	PROPN	N;MASC;SG
פיוטר	piotr	פיוטר	piotr	PROPN	N;MASC;SG
פיוטר	pëtr	פיוטר	pëtr	PROPN	N;MASC;SG
משקה	bevi	משקה	bere	N;MASC;SG	V;IMP;SG;2;PRS;FIN
משקה	bere	משקה	bere	N;MASC;SG	V;NFIN
משקה	bevande	משקה	bevanda	N;MASC;SG	N;FEM;PL
משקה	bevande	משקה	bevanda	N;MASC;SG	N;FEM;PL
עממי	folk	עממי	folk		N;MASC
ואחריו	seguito	ואחריו	seguito		N;MASC;SG
ואחריו	seguì	ואחריו	seguire		V;IND;SG;3;PST;FIN
ואחריו	seguita	ואחריו	seguire		V;FEM;SG;PST;V.PTCP
ואחריו	seguiti	ואחריו	seguire		V;MASC;PL;PST;V.PTCP
דיר	deir	דיר	deire	PROPN	N;MASC
תהילה	fama	תהילה	fama	PROPN	N;FEM;SG
תהילה	fame	תהילה	fame	PROPN	N;FEM;SG
תהילה	notorietà	תהילה	notorietà	PROPN	N;FEM
תהילה	glory	תהילה	glory	PROPN	N
תהילה	gloria	תהילה	gloria	PROPN	N;FEM;SG
אחורה	schiena	אחורה	schiena	ADV	N;FEM;SG
אחורה	ritorno	אחורה	ritorno	ADV	N;MASC;SG
אחורה	back	אחורה	back	ADV	N
סיפק	forniti	סיפק	fornire	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
והלחין	comporre	והלחין	comporre	PROPN	V;NFIN
פלשו	invaso	פלש	invadere	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
משלים	complementare	משל	complementare	N;MASC;SG	ADJ;SG
משלים	complementari	משל	complementare	N;MASC;SG	ADJ;PL
אחרונים	ultima	אחרון	ultimo	ADJ;MASC;PL	ADJ;FEM;SG
אחרונים	ultimo	אחרון	ultimo	ADJ;MASC;PL	ADJ;MASC;SG
אחרונים	recente	אחרון	recente	ADJ;MASC;PL	ADJ;SG
הדנובה	danubio	הדנובה	danubio	PROPN	N;MASC;SG
דרשה	preteso	דרשה	preteso	N;FEM;SG	V;MASC;SG;PST;V.PTCP
ראשונית	preliminare	None	preliminare	ADV	ADJ;SG
ראשונית	preliminari	None	preliminare	ADV	N;MASC;PL
ארנון	arnon	ארנון	arnon	PROPN	N;MASC;SG
ספנסר	spencer	ספנסר	spencere	PROPN	N;FEM;SG
ספנסר	spenser	ספנסר	spenser	PROPN	N;FEM;SG
נור	nur	נור	nuro	PROPN	N;SG
נור	noor	נור	noor	PROPN	N
דנים	danese	דן	danese	N;MASC;PL	ADJ;SG
בוגרת	adulto	בוגר	adulto	N;FEM;SG	ADJ;MASC;SG
בוגרת	adulti	בוגר	adulto	N;FEM;SG	N;MASC;PL
בוגרת	matura	בוגר	maturo	N;FEM;SG	ADJ;FEM;SG
בוגרת	maturo	בוגר	maturo	N;FEM;SG	ADJ;MASC;SG
בוגרת	maturi	בוגר	maturo	N;FEM;SG	ADJ;MASC;PL
אחיינו	nipote	אחיין	nipote	PROPN	N;SG
שייכות	appartenere	שייכות	appartenere	N;FEM;SG	V;NFIN
שייכות	appartengono	שייכות	appartenere	N;FEM;SG	V;IND;PL;3;PRS;FIN
טכנולוגית	tecnologicamente	טכנולוגיה	tecnologicamente	N;FEM;SG	ADV
טכנולוגית	tecnologico	טכנולוגיה	tecnologico	N;FEM;SG	ADJ;MASC;SG
הגלריה	gallery	הגלריה	gallery	PROPN	N;FEM
הגלריה	galleria	הגלריה	galleria	PROPN	N;FEM;SG
פאן	padella	פאן	padella		N;FEM;SG
פאן	pan	פאן	pan		N;MASC
עונשין	rigore	עונש	rigore	N;MASC;PL	N;MASC;SG
קני	kenny	קני	kenny		N;MASC
סעיפים	conta	סעיף	contare	N;MASC;PL	V;IND;SG;3;PRS;FIN
הפער	divario	הפער	divario		N;MASC;SG
הפער	gap	הפער	gap		N;MASC
שהתגלה	scoperti	שהגלל	scoprire	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
שהתגלה	scoperta	שהגלל	scoperta	V;MASC;SG;3;PST	N;FEM;SG
שהתגלה	scoperte	שהגלל	scoprire	V;MASC;SG;3;PST	N;FEM;PL
להביס	disfatta	הביס	disfatta	V;NFIN;ACT	N;FEM;SG
להביס	sconfitta	הביס	sconfitta	V;NFIN;ACT	N;FEM;SG
אנטוניוס	antony	אנטוניוס	antony	PROPN	N;MASC;SG
אנטוניוס	antonio	אנטוניוס	antonio	PROPN	N;MASC;SG
חוט	fili	חוט	filo	N;MASC;SG	N;MASC;PL
עיתונאית	giornalisti	עיתונאית	giornalista	N;FEM;SG	N;MASC;PL
בלוך	bloch	בלוך	bloch	PROPN	N;MASC
מסוק	elicotteri	מסוק	elicottero	N;MASC;SG	N;MASC;PL
הרצועה	guinzaglio	הרצועה	guinzaglio		N;MASC;SG
הרצועה	cinturino	הרצועה	cinturare		N;MASC;SG
הרצועה	cinghia	הרצועה	cinghia		N;FEM;SG
הרישיון	licenze	הרישיון	licenza	N;MASC;SG	N;FEM;PL
דשא	erba	דשא	erba		N;FEM;SG
התמקד	mirato	התמקד	mirato	V;MASC;SG;3;PST	ADJ;MASC;SG
התמקד	concentrato	התמקד	concentrato	V;MASC;SG;3;PST	ADJ;MASC;SG
מעצב	disegnatore	מעצב	disegnatore		N;MASC;SG
מעצב	designer	מעצב	designere		N
מעצב	progettista	מעצב	progettista		N;SG
סטטיסטיקה	statistiche	סטטיסטיקה	statistica	N;FEM;SG	N;FEM;PL
סטטיסטיקה	statistiche	סטטיסטיקה	statistica	N;FEM;SG	N;FEM;PL
מבצעית	operativa	מבצעי	operativo	ADV	ADJ;FEM;SG
מבצעית	operativo	מבצעי	operativo	ADV	ADJ;MASC;SG
מבצעית	operativi	מבצעי	operativo	ADV	N;MASC;PL
מבצעית	operative	מבצעי	operativo	ADV	ADJ;FEM;PL
חתך	cut	חתך	cut		N
חתך	tagliata	חתך	tagliare		V;FEM;SG;PST;V.PTCP
חתך	taglia	חתך	taglia		N;FEM;SG
חתך	tagliare	חתך	tagliare		V;NFIN
חתך	taglio	חתך	taglio		N;MASC;SG
חתך	incisione	חתך	incisione		N;FEM;SG
דטרויט	detroit	דטרויט	detroit	PROPN	N;MASC
גלוי	visibili	גלוי	visibile	ADJ;MASC;SG	ADJ;PL
הקוונטים	quantico	הקוונט	quantico	N;MASC;PL	N;MASC;SG
הקוונטים	quantistica	הקוונט	quantistico	N;MASC;PL	N;FEM;SG
חשיפת	esporre	חשיפה	esporre	N;FEM;SG	V;NFIN
הסוחר	merchant	הסוחר	merchant		N
הסוחר	commerciante	הסוחר	commerciante		N;SG
הסוחר	mercante	הסוחר	mercante		N;MASC;SG
דיגיטלי	digitali	דיגיטלי	digitale	PROPN	N;MASC;PL
דיגיטלי	digitale	דיגיטלי	digitale	PROPN	ADJ;SG
דיגיטלי	digital	דיגיטלי	digital	PROPN	N
אסטרטגית	strategica	אסטרטגי	strategico	ADV	ADJ;FEM;SG
אסטרטגית	strategici	אסטרטגי	strategico	ADV	N;MASC;PL
אסטרטגית	strategico	אסטרטגי	strategico	ADV	ADJ;MASC;SG
צירים	travaglio	ציר	travaglio	N;MASC;PL	N;MASC;SG
עוזרת	aiutare	עוזר	aiutare	ADJ;FEM;SG	V;NFIN
עוזרת	aiutando	עוזר	aiutare	ADJ;FEM;SG	V;V.MSDR
עוזרת	assistente	עוזר	assistente	ADJ;FEM;SG	N;SG
הוקי	hockey	הוקי	hockey	PROPN	N;MASC
בפנים	dentro	בפנים	dentro		ADV
בפנים	inside	בפנים	insido		N;MASC;SG
חרדה	ansioso	חרדה	ansioso	N;FEM;SG	ADJ;MASC;SG
חרדה	ansiosi	חרדה	ansioso	N;FEM;SG	ADJ;MASC;PL
חרדה	ansiosa	חרדה	ansioso	N;FEM;SG	ADJ;FEM;SG
חרדה	ansie	חרדה	ansia	N;FEM;SG	N;FEM;PL
בסיני	sinai	בסין	sinaio		N;MASC;SG
שריד	relitto	שריד	relitto	PROPN	N;MASC;SG
שריד	reliquie	שריד	reliquia	PROPN	N;FEM;PL
שריד	reliquia	שריד	reliquiare	PROPN	N;FEM;SG
שמור	salvate	שמור	salvare		V;IND;PL;2;PST;FIN
שמור	salva	שמור	salvo		ADJ;FEM;SG
שמור	risparmia	שמור	risparmia		V;IND;SG;3;PRS;FIN
שמור	save	שמור	savere		N
שמור	salvare	שמור	salvare		V;NFIN
שמור	tieni	שמור	tenere		V;IMP;SG;2;PRS;FIN
שמור	mantieni	שמור	mantenere		V;IMP;SG;2;PRS;FIN
שמור	tenere	שמור	tenere		V;NFIN
הדלת	porta	הדלה	portare	PROPN	V;IND;SG;3;PRS;FIN
חוקרת	ricercatore	חקר	ricercatore	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
חוקרת	ricercatrice	חקר	ricercatore	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
שפר	schaeffer	שפר	schaeffer	PROPN	N;MASC
טבעות	anelli	טבעת	anello		N;MASC;PL
טבעות	fedi	טבעת	fede		N;FEM;PL
ולמה	velma	ולמה	velma	ADV	N;FEM;SG
זבולון	zebulon	זבולון	zebulon	PROPN	ADJ;MASC;SG
מאופיין	caratterizzate	מאופיין	caratterizzare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מאופיין	caratterizzati	מאופיין	caratterizzare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
נגמר	over	נגמר	over	V;MASC;SG;V.PTCP;MID	N
נגמר	oltre	נגמר	oltre	V;MASC;SG;V.PTCP;MID	ADV
קרס	hook	קרס	hook		N
קרס	gancio	קרס	gancio		N;MASC;SG
קרס	uncino	קרס	uncino		N;MASC;SG
קרס	crollato	קרס	crollare		V;MASC;SG;PST;V.PTCP
הבטן	pancia	הבטן	pancia	PROPN	N;FEM;SG
הבטן	stomaco	הבטן	stomaco	PROPN	N;MASC;SG
הוכח	dimostrate	הוכח	dimostrare	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
ציפורי	uccellino	ציפורי	uccellare	PROPN	N;MASC;SG
ציפורי	birdie	ציפורי	birdie	PROPN	N;MASC;SG
כריסטינה	cristina	כריסטינה	cristinare	PROPN	N;FEM;SG
כריסטינה	cristina	כריסטינה	cristinare	PROPN	N;FEM;SG
בייקר	baker	ייקר	baker	PROPN	N;MASC;SG
בייקר	fornaio	ייקר	fornaio	PROPN	N;MASC;SG
גרג	greg	גרג	greg	PROPN	N
תוניסיה	tunisia	תוניסיה	tunisia	PROPN	N;FEM;SG
הגיב	commentate	הגיב	commentare	V;MASC;SG;3;PST;ACT	V;IND;PL;2;PST;FIN
מנהגים	mores	מנהג	mores	V;MASC;PL;V.PTCP;ACT	N;MASC;SG
מינסוטה	minnesota	מינסוטה	minnesoto	PROPN	N;FEM;SG
גילברט	gilberto	גילברט	gilberto	PROPN	N;MASC;SG
גילברט	gilbert	גילברט	gilbert	PROPN	N;SG
בכור	primogenito	בכור	primogenito		N;MASC;SG
ביולוגי	biologici	ביולוגי	biologico	N	ADJ;MASC;PL
ביולוגי	biologico	ביולוגי	biologico	N	ADJ;MASC;SG
ביולוגי	biologica	ביולוגי	biologico	N	ADJ;FEM;SG
האג	aia	האג	aia	PROPN	N;FEM;SG
שועל	volpe	שועל	volpe	PROPN	N;FEM;SG
שועל	fox	שועל	fox	PROPN	N
