den	de	den	de	PRO;DEF;MASC+FEM;SG	DET;DEF
fly	fly	fly	fly	V;IMP;FIN;ACT	N;MASC+FEM;SG
fly	vlieg	fly	vliegen	V;IMP;FIN;ACT	N;MASC+FEM;SG
fly	ontsnapping	fly	ontsnapping	V;IMP;FIN;ACT	N;MASC+FEM;SG
fly	escape	fly	escape	V;IMP;FIN;ACT	N;MASC+FEM;SG
tomas	tomas	tomas	tomas	PROPN;NOM	N;MASC+FEM;SG
tomas	thomas	tomas	thomas	PROPN;NOM	N;MASC+FEM;SG
kval	kwellen	kval	kwellen	N;NOM;INDF;NEUT;SG	V;NFIN
grant	subsidie	grant	subsidie	PROPN;NOM	N;MASC+FEM;SG
grant	grant	grant	grant	PROPN;NOM	N;MASC+FEM;SG
händer	handjes	hända	hand	V;IND;PRS;FIN;ACT	N;PL
händer	handen	hända	hand	V;IND;PRS;FIN;ACT	N;PL
händer	hands	hända	hands	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
abu	abu	abu	abu	PROPN;NOM	N;MASC+FEM;SG
utah	utah	utah	utah	PROPN;NOM	N;NEUT;SG
sichuan	sichuan	sichuan	sichuan	PROPN;NOM	N;MASC+FEM;SG
studera	studie	studera	studie	V;IMP;FIN;ACT	N;MASC+FEM;SG
lorraine	lotharingen	lorraine	lotharing	N;NOM;INDF;MASC+FEM;SG	N;PL
slå	beat	slå	bieten	V;IMP;FIN;ACT	N;MASC+FEM;SG
lokal	lokale	lokal	lokaal	N;NOM;INDF;MASC+FEM;SG	ADJ
lokal	plaatselijk	lokal	plaatselijk	N;NOM;INDF;MASC+FEM;SG	ADJ
lokal	lokaal	lokal	lokaal	N;NOM;INDF;MASC+FEM;SG	ADJ
kommentarer	commentaar	kommentar	commentaar	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
windows	windows	PindoOs	windows	N;NOM;INDF;MASC+FEM;SG	N;PL
windows	vensters	PindoOs	venster	N;NOM;INDF;MASC+FEM;SG	N;PL
windows	ruiten	PindoOs	ruit	N;NOM;INDF;MASC+FEM;SG	N;PL
windows	ramen	PindoOs	raam	N;NOM;INDF;MASC+FEM;SG	N;PL
morgan	morgan	morgan	morgan	PROPN;NOM	N;MASC+FEM;SG
lasse	lasse	lasse	lasse	PROPN;NOM	N;MASC+FEM;SG
lincoln	lincoln	lincoln	lincoln	PROPN;NOM	N;NEUT;SG
heliga	geheiligd	helig	heiligen	ADJ;NOM;PL	V;V.PTCP
heliga	holy	helig	holy	ADJ;NOM;PL	
anställd	werknemer	anställd	werknemer	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
anställd	medewerker	anställd	medewerker	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
särskild	special	särskild	special	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
bevarade	bewaard	bevara	bewaren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
bevarade	geconserveerd	bevara	conserveren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
sekreterare	secretaris	sekreterare	secretaris	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
sekreterare	secretaresse	sekreterare	secretaresse	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
tandspinnare	notodontidae	tandspinnare	notodontidae	ADJ;NOM;CMPR	N;MASC+FEM;SG
överste	kolonel	överste	kolonel	ADJ;NOM;DEF;RL	N;MASC+FEM;SG
inlägg	posten	inlägg	post	N;NOM;INDF;NEUT;SG	N;PL
inlägg	berichten	inlägg	bericht	N;NOM;INDF;NEUT;SG	N;PL
adams	adams	adams	adam	PROPN;NOM	N;MASC+FEM;SG
holstein	holstein	holstein	holstein	PROPN;NOM	N;MASC+FEM;SG
order	bevelen	ord	bevelen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
order	bestellingen	ord	bestelling	N;NOM;INDF;MASC+FEM;SG	N;PL
order	orders	ord	order	N;NOM;INDF;MASC+FEM;SG	N;PL
kanadensisk	canadees	kanadensisk	canadees	N;NOM;INDF;MASC+FEM;SG	ADJ
kanadensisk	canadese	kanadensisk	canadees	N;NOM;INDF;MASC+FEM;SG	ADJ
württemberg	württemberg	württemberg	württemberg	PROPN;NOM	N;MASC+FEM;SG
inslag	elementen	inslag	element	N;NOM;INDF;NEUT;SG	N;PL
sänka	wastafel	sänka	wastafel	V;IMP;NFIN;ACT	N;MASC+FEM;SG
sänka	gootsteen	sänka	gootsteen	V;IMP;NFIN;ACT	N;MASC+FEM;SG
sant	waar	sant	waar	N;NOM;INDF;NEUT;SG	ADV
sant	true	sant	true	N;NOM;INDF;NEUT;SG	
sant	klopt	sant	kloppen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
dalar	dalen	dal	dalen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
nation	nation	nation	nation	N;NOM;INDF;MASC+FEM;SG	
christopher	christopher	christophar	christopher	PROPN;NOM	N;MASC+FEM;SG
christopher	christoffel	christophar	christoffel	PROPN;NOM	N;MASC+FEM;SG
armenien	armenië	armeni	armenië	PROPN;NOM	PROPN;NEUT;SG
juba	juba	juba	juba	PROPN;NOM	N;MASC+FEM;SG
karlskrona	karlskrona	karlskrona	karlskrona	PROPN;NOM	N;MASC+FEM;SG
elizabeth	elizabeth	elizabeth	elizabeth	PROPN;NOM	N;MASC+FEM;SG
elizabeth	elisabeth	elizabeth	elisabeth	PROPN;NOM	N;MASC+FEM;SG
framgångsrika	geslaagde	framgångsrika	geslaagd	ADJ;NOM;PL	V;V.PTCP
framgångsrika	geslaagd	framgångsrika	slagen	ADJ;NOM;PL	V;V.PTCP
oliver	olijven	oliv	olijven	N;NOM;INDF;MASC+FEM;SG	N;PL
driver	driften	driva	drif	V;IND;PRS;FIN;ACT	N;PL
föll	fell	föll	fell	V;IND;PST;FIN;ACT	
lucas	lucas	luca	lucas	PROPN;NOM	N;MASC+FEM;SG
olle	olle	oll	ol	PROPN;NOM	N;MASC+FEM;SG
placerade	geplaatst	placera	plaatsen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
middle	middelste	middle	middel	N;NOM;INDF;MASC+FEM;SG	ADJ;RL
middle	middle	middle	middle	N;NOM;INDF;MASC+FEM;SG	
middle	midden	middle	midden	N;NOM;INDF;MASC+FEM;SG	ADV
sannolikt	waarschijnlijke	sannolik	waarschijnlijk	ADV	ADJ
sannolikt	waarschijnlijk	sannolik	waarschijnlijk	ADV	ADJ
tätort	stedelijk	tätor	stedelijk	N;NOM;INDF;MASC+FEM;SG	ADJ
tätort	stedelijke	tätor	stedelijk	N;NOM;INDF;MASC+FEM;SG	ADJ
varianter	variatie	variant	variatie	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
jordan	jordan	jordan	jordan	PROPN;NOM	N;MASC+FEM;SG
jordan	jordanië	jordan	jordanië	PROPN;NOM	PROPN;NEUT;SG
medel	fondsen	medel	fonds	N;NOM;INDF;NEUT;SG	N;PL
medel	hulpbronnen	medel	hulpbron	N;NOM;INDF;NEUT;SG	N;PL
medel	middelen	medel	middel	N;NOM;INDF;NEUT;SG	N;PL
medel	informatiebronnen	medel	informatiebron	N;NOM;INDF;NEUT;SG	N;PL
medel	bronnen	medel	bron	N;NOM;INDF;NEUT;SG	N;PL
rumänien	roemenië	rumänie	roemenië	PROPN;NOM	N;NEUT;SG
rumänien	roemenie	rumänie	roemenie	PROPN;NOM	N;MASC+FEM;SG
boston	boston	boston	boston	PROPN;NOM	N;MASC+FEM;SG
johnny	johnny	johnny	johnny	PROPN;NOM	N;MASC+FEM;SG
wild	wild	wild	wild	N;NOM;INDF;NEUT;SG	ADJ
wild	wilde	wild	willen	N;NOM;INDF;NEUT;SG	V;SG;PST;FIN
förbundet	verbond	förbund	verbinden	N;NOM;DEF;NEUT;SG	V;SG;PST;FIN
road	weg	road	weg	N;NOM;INDF;MASC+FEM;SG	ADV
lexikon	woordenboeken	lexikon	woordenboek	N;NOM;INDF;NEUT;SG	N;PL
mix	mengen	mix	mengen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
mix	mixen	mix	mixen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
mix	meng	mix	meng	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
like	zoals	like	zoals	V;IMP;FIN;ACT	CONJ
like	like	like	lik	V;IMP;FIN;ACT	
gemensamt	joint	gemensam	joint	ADJ;NOM;INDF;NEUT;SG	N;MASC+FEM;SG
gemensamt	gewricht	gemensam	wrichten	ADJ;NOM;INDF;NEUT;SG	N;NEUT;SG
framstående	eminente	framstående	eminent	ADJ;NOM	N;MASC+FEM;SG
framstående	eminent	framstående	eminent	ADJ;NOM	N;MASC+FEM;SG
framstående	onderscheiden	framstående	onderscheiden	ADJ;NOM	V;NFIN
sport	sporten	sport	sporten	N;NOM;INDF;MASC+FEM;SG	V;NFIN
cameron	cameron	cameron	cameron	PROPN;NOM	N;MASC+FEM;SG
lättare	aansteker	lätt	aansteker	ADJ;NOM;CMPR	N;MASC+FEM;SG
marcus	marcus	marcus	marcus	PROPN;NOM	N;MASC+FEM;SG
kentucky	kentucky	kentucky	kentucky	PROPN;NOM	N;NEUT;SG
ägs	eigendom	äga	eigendom	V;IND;PRS;FIN;PASS	N;NEUT;SG
down	omlaag	do	omlaag	N;NOM;INDF;MASC+FEM;SG	ADV
fält	velden	fält	vellen	N;NOM;INDF;NEUT;SG	N;PL
fält	fields	fält	fields	N;NOM;INDF;NEUT;SG	N;PL
fält	akkers	fält	akker	N;NOM;INDF;NEUT;SG	N;PL
vinst	winsten	vinst	winst	N;NOM;INDF;MASC+FEM;SG	N;PL
vinst	win	vinst	winnen	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
vinst	winnen	vinst	winnen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
vinst	winsten	vinst	winst	N;NOM;INDF;MASC+FEM;SG	N;PL
sjukhus	ziekenhuizen	sjukhus	ziekenhuis	N;NOM;INDF;NEUT;SG	N;PL
förmåga	capaciteiten	förmåga	capaciteit	N;NOM;INDF;MASC+FEM;SG	N;PL
bertil	bertil	bertil	bertil	PROPN;NOM	PROPN;MASC+FEM;SG
privata	prive	privat	prive	ADJ;NOM;PL	N;MASC+FEM;SG
gemensamma	joint	gemensam	joint	ADJ;NOM;PL	N;MASC+FEM;SG
gemensamma	gewricht	gemensam	wrichten	ADJ;NOM;PL	N;NEUT;SG
dakota	dakota	dakot	dakota	PROPN;NOM	N;MASC+FEM;SG
förluster	verliezen	förlust	verliezen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
förluster	verlies	förlust	verlies	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
förluster	gewonden	förlust	gewond	N;NOM;INDF;MASC+FEM;PL	ADJ
nyheter	nieuws	nyhet	nieuws	N;NOM;INDF;MASC+FEM;PL	ADJ
ray	ray	ray	ray	PROPN;NOM	N;MASC+FEM;SG
show	tonen	show	tonen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
show	weergeven	show	weergeven	N;NOM;INDF;MASC+FEM;SG	N;PL
ändra	wijziging	ändra	wijziging	V;IMP;FIN;ACT	N;MASC+FEM;SG
ändra	verandering	ändra	verandering	V;IMP;FIN;ACT	N;MASC+FEM;SG
ändra	veranderingen	ändra	verandering	V;IMP;FIN;ACT	N;PL
tider	times	tid	time	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
döden	dood	död	dood	N;NOM;DEF;MASC+FEM;SG	ADJ
döden	doods	död	doods	N;NOM;DEF;MASC+FEM;SG	ADJ
döden	overlijden	död	overlijden	N;NOM;DEF;MASC+FEM;SG	V;NFIN
oavsett	ongeacht	oavsett	ongeacht	N;NOM;INDF;MASC+FEM;SG	ADV
bred	wide	bred	wide	ADJ;NOM;INDF;MASC+FEM;SG	
may	mogen	may	mogen	N;NOM;INDF;NEUT;SG	V;PL;PRS;FIN
may	may	may	may	N;NOM;INDF;NEUT;SG	
may	mei	may	mei	N;NOM;INDF;NEUT;SG	PROPN;MASC+FEM;SG
may	mag	may	mogen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
may	moge	may	mogen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
manchester	manchester	manchest	manchester	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
akantusväxter	acanthaceae	akantusväxt	acanthaceae	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
mato	mato	mato	mato	PROPN;NOM	N;MASC+FEM;SG
öka	verhoging	öka	verhoging	V;IMP;FIN;ACT	N;MASC+FEM;SG
öka	stijging	öka	stijging	V;IMP;FIN;ACT	N;MASC+FEM;SG
motiv	frames	motiv	frame	N;NOM;INDF;NEUT;SG	N;PL
motiv	kaders	motiv	kader	N;NOM;INDF;NEUT;SG	N;PL
motiv	motieven	motiv	motief	N;NOM;INDF;NEUT;SG	N;PL
bergman	bergman	bergman	bergman	PROPN;NOM	N;MASC+FEM;SG
jämfört	vergeleken	jämföra	vergelijken	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
ute	ute	ute	ute	ADV	N;MASC+FEM;SG
ute	uit	ute	uit	ADV	ADP
ute	out	ute	out	ADV	
äkta	real	äkta	real	ADJ;NOM	N;MASC+FEM;SG
paz	paz	paz	paz	PROPN;NOM	N;MASC+FEM;SG
göta	göta	göta	göta	PROPN;NOM	N;MASC+FEM;SG
hjalmar	hjalmar	hjalma	hjalmar	PROPN;NOM	N;MASC+FEM;SG
fisk	vissen	fisk	vissen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
håkan	hakan	håka	hakan	PROPN;NOM	N;MASC+FEM;SG
håkan	håkan	håka	håkan	PROPN;NOM	N;MASC+FEM;SG
cambridge	cambridge	cambridge	cambridge	PROPN;NOM	N;MASC+FEM;SG
bilda	form	bilda	form	V;IMP;FIN;ACT	
bilda	vorm	bilda	vorm	V;IMP;FIN;ACT	N;MASC+FEM;SG
bilda	formulier	bilda	formulier	V;IMP;FIN;ACT	N;NEUT;SG
turner	turner	turner	turner	PROPN;NOM	N;MASC+FEM;SG
papua	papoea	papua	papoea	PROPN;NOM	N;NEUT;SG
slutar	uiteinden	sluta	uiteinde	V;IND;PRS;FIN;ACT	N;PL
slutar	haltes	sluta	halte	V;IND;PRS;FIN;ACT	N;PL
justicia	justicia	justicia	justicia	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
golden	golden	gold	golden	N;NOM;DEF;MASC+FEM;SG	N;PL
golden	gouden	gold	gouden	N;NOM;DEF;MASC+FEM;SG	ADJ
anthony	anthony	anthony	anthony	PROPN;NOM	N;MASC+FEM;SG
anthony	antonius	anthony	antonius	PROPN;NOM	N;MASC+FEM;SG
christina	christina	christin	christina	PROPN;NOM	N;MASC+FEM;SG
kristian	kristian	kristian	kristian	PROPN;NOM	N;MASC+FEM;SG
dead	dood	dead	dood	N;NOM;INDF;MASC+FEM;SG	ADJ
dead	doods	dead	doods	N;NOM;INDF;MASC+FEM;SG	ADJ
allan	allan	allan	allan	PROPN;NOM	N;MASC+FEM;SG
porträtt	portretten	porträtt	portret	N;NOM;INDF;MASC+FEM;SG	N;PL
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM	N;MASC+FEM;SG
klassisk	klassieker	klassisk	klassieker	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
klassisk	classic	klassisk	classic	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
zambia	zambia	zambi	zambia	PROPN;NOM	PROPN;NEUT;SG
särskilda	special	särskild	special	ADJ;NOM;PL;PST;V.PTCP	N;MASC+FEM;SG
stewart	stewart	stew	stewart	PROPN;NOM	N;MASC+FEM;SG
sjätte	sixth	sjätte	sixth	ADJ;NOM	
kristina	kristina	kristin	kristina	PROPN;NOM	N;MASC+FEM;SG
jimmy	jimmy	jimmy	jimmy	PROPN;NOM	N;MASC+FEM;SG
bell	bell	bell	bell	PROPN;NOM	N;MASC+FEM;SG
basse	privé	basse	privé	N;NOM;INDF;MASC+FEM;SG	ADJ
basse	particulier	basse	particulier	N;NOM;INDF;MASC+FEM;SG	ADJ
ljud	klanken	ljud	klank	N;NOM;INDF;NEUT;SG	N;PL
ljud	klinkt	ljud	klinken	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
ljud	geluiden	ljud	geluiden	N;NOM;INDF;NEUT;SG	N;PL
framträdande	verschijning	framträdande	verschijning	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
fullt	volledig	full	volledig	ADV	ADJ
fullt	vol	full	vol	ADV	ADJ
fullt	volledig	full	volledig	ADV	ADJ
fullt	full	full	full	ADV	N;MASC+FEM;SG
fullt	volledige	full	volledig	ADV	ADJ
fullt	volle	full	vol	ADV	ADJ
graham	graham	graham	graham	PROPN;NOM	N;MASC+FEM;SG
mercedes	mercedes	mercedes	mercede	PROPN;NOM	N;PL
salt	zoute	salt	zout	N;NOM;INDF;NEUT;SG	ADJ
chen	chen	chen	chen	PROPN;NOM	N;MASC+FEM;SG
fasta	vasten	fast	vast	ADJ;NOM;PL	V;NFIN
fasta	gerepareerd	fast	pepareren	ADJ;NOM;PL	V;V.PTCP
zürich	zürich	zürich	zürich	PROPN;NOM	PROPN;NEUT;SG
zürich	zürich	zürich	zürich	PROPN;NOM	PROPN;NEUT;SG
zürich	zurich	zürich	zurich	PROPN;NOM	ADJ
viktor	overwinnaar	vikta	overwinnaar	PROPN;NOM	N;MASC+FEM;SG
viktor	victor	vikta	victor	PROPN;NOM	N;MASC+FEM;SG
viktor	viktor	vikta	viktor	PROPN;NOM	N;MASC+FEM;SG
salvador	salvador	salvada	salvador	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
mandat	mandaten	manda	mandaat	N;NOM;INDF;NEUT;SG	N;PL
vattenfall	watervallen	vattenfall	waterval	N;NOM;INDF;NEUT;SG	N;PL
sent	late	sen	laat	ADV	ADJ
sent	laat	sen	laten	ADV	V;SG;PRS;FIN
three	drie	three	drie	N;NOM;INDF;MASC+FEM;SG	NUM
three	three	three	three	N;NOM;INDF;MASC+FEM;SG	
kejsare	keizers	kejsare	keizer	N;NOM;INDF;MASC+FEM;SG	N;PL
grosso	grosso	grosso	grosso	N	ADJ
samtida	hedendaags	samtida	hedendaags	N;NOM;INDF;NEUT;SG	ADJ
samtida	hedendaagse	samtida	hedendaags	N;NOM;INDF;NEUT;SG	ADJ
samtida	eigentijdse	samtida	eigentijds	N;NOM;INDF;NEUT;SG	ADJ
samtida	eigentijds	samtida	eigentijds	N;NOM;INDF;NEUT;SG	ADJ
uruguay	uruguay	uruguay	uruguay	PROPN;NOM	PROPN;NEUT;SG
oxford	oxford	oxford	oxford	PROPN;NOM	N;MASC+FEM;SG
objekt	items	objekt	item	N;NOM;INDF;NEUT;SG	N;PL
objekt	objecten	objekt	object	N;NOM;INDF;NEUT;SG	N;PL
objekt	voorwerpen	objekt	voorwerp	N;NOM;INDF;NEUT;SG	N;PL
home	thuis	home	thuis	N;NOM;INDF;NEUT;SG	ADV
hamburg	hamburg	hamburg	hamburg	PROPN;NOM	N;NEUT;SG
lär	lesgeven	lära	lesgeven	V;IND;PRS;FIN;ACT	N;NEUT;SG
lär	leer	lära	leer	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
operation	operation	operation	operation	N;NOM;INDF;MASC+FEM;SG	
operation	opereren	operation	opereren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
luxemburg	luxemburg	luxemburg	luxemburg	PROPN;NOM	PROPN;NEUT;SG
luxemburg	luxemburgs	luxemburg	luxemburgs	PROPN;NOM	ADJ
luxemburg	luxemburgse	luxemburg	luxemburgs	PROPN;NOM	ADJ
luxemburg	luxemburg	luxemburg	luxemburg	PROPN;NOM	PROPN;NEUT;SG
avgörande	beslissend	avgörande	beslissen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
avgörande	beslissende	avgörande	beslissen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
årligen	jaarlijks	årligen	jaarlijks	ADV	ADJ
årligen	jaarlijks	årligen	jaarlijks	ADV	ADJ
angränsande	aaneengesloten	angränsande	aaneensluiten	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
hundra	hundred	hundra	hundred	NUM;NOM	
miguel	miguel	miguel	miguel	PROPN;NOM	N;MASC+FEM;SG
nicholas	nicolaas	nichola	nicolaas	PROPN;NOM	N;MASC+FEM;SG
nicholas	nicholas	nichola	nicholas	PROPN;NOM	N;MASC+FEM;SG
gjorda	made	göra	made	ADJ;NOM;PL;PST;V.PTCP	
gjorda	gemaakt	göra	maken	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
pettersson	pettersson	pettersson	pettersson	PROPN;NOM	N;MASC+FEM;SG
exakt	precies	exakt	precies	ADV	ADJ
exakt	exact	exakt	exact	ADV	ADJ
exakt	precies	exakt	precies	ADV	ADJ
exakt	exacte	exakt	exact	ADV	ADJ
exakt	exact	exakt	exact	ADV	ADJ
exakt	precies	exakt	precies	ADV	ADJ
tidig	early	tidig	early	ADJ;NOM;INDF;MASC+FEM;SG	
fischer	fischer	fisch	fischer	PROPN;NOM	N;MASC+FEM;SG
falls	vallen	falla	vallen	N;NOM;INDF;NEUT;SG	V;NFIN
falls	valt	falla	vallen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
falls	watervallen	falla	waterval	N;NOM;INDF;NEUT;SG	N;PL
falls	falls	falla	falls	N;NOM;INDF;NEUT;SG	N;PL
skapat	aangemaakt	skapa	aanmaken	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
skapat	gecreëerd	skapa	creëren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
skapat	gemaakt	skapa	maken	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
skapat	geschapen	skapa	scheppen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
mil	miles	mil	mil	N;NOM;INDF;MASC+FEM;SG	N;PL
mil	mijlen	mil	mijlen	N;NOM;INDF;MASC+FEM;SG	N;PL
mil	kilometers	mil	kilometer	N;NOM;INDF;MASC+FEM;SG	N;PL
sist	laatste	sist	laat	ADV;RL	ADJ;RL
león	león	len	león	PROPN;NOM	N;MASC+FEM;SG
cook	kook	cook	kook	PROPN;NOM	V;SG;PRS;FIN
cook	koken	cook	koken	PROPN;NOM	V;NFIN
cook	kok	cook	kok	PROPN;NOM	N;MASC+FEM;SG
cook	cook	cook	cook	PROPN;NOM	N;MASC+FEM;SG
mora	mora	mora	mora	PROPN;NOM	N;MASC+FEM;SG
fujian	fujian	fujia	fujian	PROPN;NOM	N;MASC+FEM;SG
bromsar	remmen	broms	remmen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
bromsar	remmen	broms	remmen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
bromsar	rem	broms	rem	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
bromsar	remmen	broms	remmen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
ras	fokken	ras	fokken	N;NOM;INDF;MASC+FEM;SG	V;NFIN
ras	voortplanten	ras	voortplant	N;NOM;INDF;MASC+FEM;SG	V;NFIN
avgick	ontslag	avgick	ontslag	V;IND;PST;FIN;ACT	N;NEUT;SG
kände	vilt	känna	villen	V;IND;PST;FIN;ACT	N;NEUT;SG
inne	binnen	inne	binnen	ADV	ADP
inne	binnenkant	inne	binnenkant	ADV	N;MASC+FEM;SG
werner	werner	werner	werner	PROPN;NOM	N;MASC+FEM;SG
ren	ren	ren	ren	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ren	pure	ren	puur	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ren	schoonmaken	ren	schoonmaken	ADJ;NOM;INDF;MASC+FEM;SG	V;NFIN
kloster	klooster	kloster	klooster	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
kloster	klooster	kloster	klooster	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
kloster	abdij	kloster	abdij	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
kloster	abbey	kloster	abbey	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
kurt	kurt	kurt	kurt	PROPN;NOM	N;MASC+FEM;SG
herbert	herbert	herber	herberen	PROPN;NOM	N;MASC+FEM;SG
kansas	kansas	kansas	kansas	PROPN;NOM	N;NEUT;SG
cauca	cauca	cauca	cauca	ADJ;NOM;PL	N;MASC+FEM;SG
roy	roy	roy	roy	PROPN;NOM	N;MASC+FEM;SG
tanzania	tanzania	tancanium	tanzania	PROPN;NOM	N;NEUT;SG
schlechter	schlechter	schlechter	schlechter	N;NOM;INDF;MASC+FEM;SG	ADJ;CMPR
georges	georges	george	georges	PROPN;NOM	N;MASC+FEM;SG
franklin	franklin	franklin	franklin	PROPN;NOM	N;MASC+FEM;SG
jules	jules	jules	jules	PROPN;NOM	N;MASC+FEM;SG
bandundu	bandundu	bandundu	bandundu	ADJ;NOM	N;MASC+FEM;SG
sainte	sainte	sainte	sainte	PROPN;NOM	N;MASC+FEM;SG
statistik	statistieken	statistik	statistiek	N;NOM;INDF;MASC+FEM;SG	N;PL
statistik	statistieken	statistik	statistiek	N;NOM;INDF;MASC+FEM;SG	N;PL
statistik	inzichten	statistik	inzicht	N;NOM;INDF;MASC+FEM;SG	N;PL
statistik	statistieken	statistik	statistiek	N;NOM;INDF;MASC+FEM;SG	N;PL
rädda	save	rädda	save	V;IMP;NFIN;ACT	
rädda	redding	rädda	redding	V;IMP;NFIN;ACT	N;MASC+FEM;SG
rädda	reddingsteam	rädda	reddingsteam	V;IMP;NFIN;ACT	N;NEUT;SG
rädda	rescue	rädda	rescue	V;IMP;NFIN;ACT	N;MASC+FEM;SG
culicoides	culicoides	culicoides	culicoide	N;NOM;INDF;MASC+FEM;SG	N;PL
kommande	komende	kommande	komen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
kommande	opkomende	kommande	opkomen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
kommande	aanstaande	kommande	aanstaande	ADJ;NOM;PRS;V.PTCP	ADV
kommande	aankomende	kommande	aankomen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
kommande	aankomend	kommande	aankomen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
ökar	verhogingen	öka	verhoging	V;IND;PRS;FIN;ACT	N;PL
besök	bezoeken	besök	bezoeken	N;NOM;INDF;NEUT;SG	V;NFIN
besök	bezoeken	besök	bezoeken	N;NOM;INDF;NEUT;SG	V;NFIN
gustafsson	gustafsson	gustafsson	gustafsson	PROPN;NOM	N;MASC+FEM;SG
hessen	hessen	hess	hessen	PROPN;NOM	PROPN;NEUT;SG
hessen	hessen	hess	hessen	PROPN;NOM	PROPN;NEUT;SG
steiermark	stiermarken	steiermark	stiermark	PROPN;NOM	V;NFIN
elva	elva	elva	elva	NUM;NOM	N;MASC+FEM;SG
elva	eleven	elva	eleven	NUM;NOM	ADJ
köpa	aanschaf	köpa	aanschaf	V;IMP;NFIN;ACT	N;MASC+FEM;SG
köpa	aankoop	köpa	aankoop	V;IMP;NFIN;ACT	N;MASC+FEM;SG
köpa	inkoop	köpa	inkoop	V;IMP;NFIN;ACT	N;MASC+FEM;SG
köpa	koop	köpa	koop	V;IMP;NFIN;ACT	N;MASC+FEM;SG
forum	fora	forum	fora	N;NOM;INDF;NEUT;SG	N;PL
forum	forums	forum	forum	N;NOM;INDF;NEUT;SG	N;PL
