और	et	और	et		CONJ
तत्काल	urgents	तत्काल	urgent	ADV	ADJ;MASC;PL
तत्काल	urgentes	तत्काल	urgent	ADV	ADJ;FEM;PL
तत्काल	urgente	तत्काल	urgent	ADV	ADJ;FEM;SG
चित्रकला	peintures	चित्रकला	peinture	N;NOM;FEM;SG;3	N;FEM;PL
गेट	gate	गेट	gate	N;NOM;MASC;SG;3	PROPN
बाबू	daddy	बाबू	daddy	PROPN;NOM;MASC;SG;3	PROPN
बाबू	papa	बाबू	papa	PROPN;NOM;MASC;SG;3	N;MASC;SG
लक्ष्मण	lakshmana	लक्ष्मण	lakshmana	PROPN;NOM;MASC;SG;3	PROPN
पैदल	piéton	पैदल	piéton	ADJ	N;MASC;SG
पैदल	piétons	पैदल	piéton	ADJ	N;MASC;PL
पैदल	piétonne	पैदल	piétonne	ADJ	N;FEM;SG
पैदल	trottoir	पैदल	trottoir	ADJ	N;MASC;SG
पैदल	trottoirs	पैदल	trottoir	ADJ	N;MASC;PL
पैदल	pédale	पैदल	pédal	ADJ	N;FEM;SG
राधा	radha	राधा	radha	PROPN;NOM;FEM;SG;3	PROPN
गुप्ता	gupta	गुप्ता	gupta	PROPN;NOM;SG;3	PROPN
मुखर्जी	mukherjee	मुखर्जी	mukherjee	PROPN;NOM;SG;3	PROPN
भाप	vapeurs	भाप	vapeur	N;NOM;FEM;SG;3	N;FEM;PL
बेस्ट	meilleure	बेस्ट	meilleur	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
बेस्ट	meilleures	बेस्ट	meilleur	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
बेस्ट	meilleur	बेस्ट	meilleur	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
बेस्ट	best	बेस्ट	best	PROPN;NOM;MASC;SG;3	PROPN
बेस्ट	meilleurs	बेस्ट	meilleur	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
गलती	erreurs	गलती	erreur	N;NOM;FEM;SG;3	N;FEM;PL
भ्रूण	embryons	भ्रूण	embryon	N;NOM;MASC;SG;3	N;MASC;PL
गोपाल	gopal	गोपाल	gopal	PROPN;NOM;MASC;SG;3	PROPN
भंग	dissoudre	भंग	dissoudre		V;NFIN
चेक	tchèques	चेक	tchèque	N;NOM;MASC;SG;3	ADJ;MASC;PL
ब्राजील	brésil	ब्राजील	brésil	PROPN;NOM;MASC;SG;3	N;MASC;SG
ब्राजील	brics	ब्राजील	bric	PROPN;NOM;MASC;SG;3	N;MASC;SG
राग	mélodies	राग	mélodie	N;NOM;MASC;SG;3	N;FEM;PL
राग	melody	राग	melody	N;NOM;MASC;SG;3	PROPN
राग	raga	राग	raga	N;NOM;MASC;SG;3	PROPN
तटीय	littoral	तटीय	littoral	ADJ;NOM	N;MASC;SG
तटीय	côtier	तटीय	côtier	ADJ;NOM	N;MASC;SG
ख्याति	renommée	ख्याति	renommer	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
कोष	référentiels	कोष	référentiel	N;NOM;MASC;SG;3	N;MASC;PL
सिन्हा	sinha	सिन्हा	sinha	PROPN;NOM;SG;3	PROPN
पंजीकृत	enregistrée	पंजीकृत	enregistrer	ADJ	V;FEM;SG;PST;V.PTCP
पंजीकृत	inscrits	पंजीकृत	inscrire	ADJ	V;MASC;PL;PST;V.PTCP
पंजीकृत	enregistrés	पंजीकृत	enregistrer	ADJ	V;MASC;PL;PST;V.PTCP
पंजीकृत	enregistré	पंजीकृत	enregistrer	ADJ	V;MASC;SG;PST;V.PTCP
पंजीकृत	inscrit	पंजीकृत	inscrire	ADJ	V;MASC;SG;PST;V.PTCP
सिंध	sind	सिंध	sind	PROPN;NOM;MASC;SG;3	
वैध	valables	वैध	valable		ADJ;MASC;PL
वैध	valide	वैध	valide		ADJ;MASC;SG
वैध	valable	वैध	valable		ADJ;MASC;SG
वैध	valides	वैध	valide		ADJ;MASC;PL
वैध	validité	वैध	validité		N;FEM;SG
टॉम	tom	टॉम	tom	PROPN;NOM;MASC;SG;3	PROPN
संकल्प	résolutions	संकल्प	résolution	N;NOM;MASC;SG;3	N;FEM;PL
जूनियर	juniors	जूनियर	junior	PROPN;NOM;MASC;SG;3	N;MASC;PL
जूनियर	junior	जूनियर	junior	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
चुम्बकीय	magnétiques	चुम्बकीय	magnétique	N;NOM;MASC;SG;3	ADJ;MASC;PL
चुम्बकीय	magnétique	चुम्बकीय	magnétique	N;NOM;MASC;SG;3	ADJ;MASC;SG
बादशाह	king	बादशाह	king	N;NOM;MASC;SG;3	PROPN
ट्रस्ट	trust	ट्रस्ट	trust	N;NOM;MASC;SG;3	PROPN
उपर	top	उपर	top		N;MASC;SG
उपर	haut	उपर	haut		ADJ;MASC;SG
धरोहर	héritage	धरोहर	héritage		N;MASC;SG
धरोहर	patrimoine	धरोहर	patrimoine		N;MASC;SG
भूल	oubli	भूल	oubli	PROPN;NOM;FEM;SG;3	N;MASC;SG
अद्वितीय	uniques	अद्वितीय	unique	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
अद्वितीय	unique	अद्वितीय	unique	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
त्यौहार	festivals	त्यौहार	festival	N;NOM;MASC;SG;3	N;MASC;PL
त्यौहार	fêtes	त्यौहार	fête	N;NOM;MASC;SG;3	N;FEM;PL
त्यौहार	festif	त्यौहार	festif	N;NOM;MASC;SG;3	ADJ;MASC;SG
त्यौहार	festive	त्यौहार	festive	N;NOM;MASC;SG;3	ADJ;FEM;SG
परिमाण	paramètres	परिमाण	paramètre	N;NOM;MASC;SG;3	N;MASC;PL
संक्रमित	infectée	संक्रमित	infecter	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
संक्रमित	infecter	संक्रमित	infecter	N;NOM;MASC;SG;3	V;NFIN
संक्रमित	infecté	संक्रमित	infecter	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
संक्रमित	contaminés	संक्रमित	contaminer	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
संक्रमित	contaminé	संक्रमित	contaminé	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
संक्रमित	infectés	संक्रमित	infecter	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
देखना	montres	देख	montre	V;MASC;NFIN;ACT	N;FEM;PL
ख़ास	spéciales	खक़ास	spécial		ADJ;FEM;PL
ख़ास	spécial	खक़ास	spécial		ADJ;MASC;SG
ख़ास	spéciaux	खक़ास	spécial		ADJ;MASC;PL
ख़ास	spéciale	खक़ास	spécial		ADJ;FEM;SG
माँग	exiger	माँग	exiger	N;NOM;FEM;SG;3	V;NFIN
स्पेनिश	espagnol	स्पेनिश	espagnol	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
स्पेनिश	espagnole	स्पेनिश	espagnol	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
स्पेनिश	espagnols	स्पेनिश	espagnol	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
महारानी	maharani	महारानी	maharani	N;NOM;FEM;SG;3	PROPN
निरीक्षण	inspections	निरीक्षण	inspection	N;NOM;MASC;SG;3	N;FEM;PL
जिम्मेदारी	responsabilités	जिम्मेदारी	responsabilité	N;NOM;FEM;SG;3	N;FEM;PL
रंगमंच	théâtres	रंगमंच	théâtre	N;NOM;MASC;SG;3	N;MASC;PL
भारतीयों	indiens	भारतीय	indien	N;ACC;MASC;PL;3	ADJ;MASC;PL
त्रुटि	fautes	त्रुटि	faute	N;NOM;MASC;SG;3	N;FEM;PL
त्रुटि	erreurs	त्रुटि	erreur	N;NOM;MASC;SG;3	N;FEM;PL
त्रुटि	erreurs	त्रुटि	erreur	N;NOM;MASC;SG;3	N;FEM;PL
ऊँची	élevée	ऊँचा	élever	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
ऊँची	hautes	ऊँचा	haut	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ज्यामिति	géométrique	ज्यामिति	géométrique	N;NOM;FEM;SG;3	ADJ;MASC;SG
आराम	détendue	आराम	détendre	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
आराम	détendu	आराम	détendu	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आराम	décontractée	आराम	décontracter	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
आराम	confort	आराम	confort	PROPN;NOM;MASC;SG;3	N;MASC;SG
आराम	réconfort	आराम	réconfort	PROPN;NOM;MASC;SG;3	N;MASC;SG
आराम	comfort	आराम	comfort	PROPN;NOM;MASC;SG;3	N;MASC;SG
आराम	relaxer	आराम	relaxer	PROPN;NOM;MASC;SG;3	V;NFIN
आराम	détendre	आराम	détendre	PROPN;NOM;MASC;SG;3	V;NFIN
आराम	détente	आराम	détente	PROPN;NOM;MASC;SG;3	N;FEM;SG
आराम	relax	आराम	relax	PROPN;NOM;MASC;SG;3	N;MASC;SG
आराम	repos	आराम	repos	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आराम	repose	आराम	reposer	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
रवि	soudan	रवि	soudan	PROPN;NOM;MASC;SG;3	N;MASC;SG
रवि	dim	रवि	dim	PROPN;NOM;MASC;SG;3	
रवि	soleil	रवि	soleil	PROPN;NOM;MASC;SG;3	N;MASC;SG
रवि	ravi	रवि	ravi	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
रवि	réunion	रवि	réunion	PROPN;NOM;MASC;SG;3	N;FEM;SG
रवि	reunion	रवि	reunion	PROPN;NOM;MASC;SG;3	N;FEM;SG
रवि	retrouvailles	रवि	retrouvaille	PROPN;NOM;MASC;SG;3	N;FEM;PL
संजीव	sanjeev	संजीव	sanjeev	PROPN;NOM;MASC;SG;3	PROPN
भाजपा	bjp	भाजपा	bjp	PROPN;NOM;FEM;SG;3	N;MASC;SG
पिछली	prev	पिछला	prev	ADJ;NOM;FEM;SG	
टुकड़े	morceaux	टुकडा	morceau	V;PFV;MASC;PL;V.PTCP;ACT	N;MASC;PL
क्रिस्टल	cristalline	क्रिस्टल	cristallin	N;NOM;MASC;SG;3	ADJ;FEM;SG
क्रिस्टल	cristaux	क्रिस्टल	cristal	N;NOM;MASC;SG;3	N;MASC;PL
चौथा	fourth	चौथा	fourth	ADJ;NOM;MASC;SG	PROPN
चौथा	quatrièmement	चौथा	quatrièmement	ADJ;NOM;MASC;SG	ADV
प्रसन्न	enchanté	प्रसन्न	enchanter	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
प्रसन्न	ravie	प्रसन्न	ravi	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
प्रसन्न	ravi	प्रसन्न	ravi	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रसन्न	ravis	प्रसन्न	ravi	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
प्रसन्न	jolly	प्रसन्न	jolly	PROPN;NOM;MASC;SG;3	PROPN
प्रसन्न	content	प्रसन्न	content	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रसन्न	heureuses	प्रसन्न	heureux	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
प्रसन्न	joyeux	प्रसन्न	joyeux	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रसन्न	heureux	प्रसन्न	heureux	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रसन्न	heureuse	प्रसन्न	heureux	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
प्रसन्न	joyeuse	प्रसन्न	joyeux	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
सार	abstraite	सार	abstrait		ADJ;FEM;SG
सार	abstrait	सार	abstrait		ADJ;MASC;SG
सार	abstraits	सार	abstrait		ADJ;MASC;PL
सार	résumé	सार	résumé		V;MASC;SG;PST;V.PTCP
पड़ोसी	voisine	पड़ोसी	voisin	N;NOM;MASC;SG;3	ADJ;FEM;SG
पड़ोसी	voisin	पड़ोसी	voisin	N;NOM;MASC;SG;3	ADJ;MASC;SG
पड़ोसी	voisines	पड़ोसी	voisin	N;NOM;MASC;SG;3	ADJ;FEM;PL
पड़ोसी	voisins	पड़ोसी	voisin	N;NOM;MASC;SG;3	N;MASC;PL
पड़ोसी	voisines	पड़ोसी	voisin	N;NOM;MASC;SG;3	ADJ;FEM;PL
पड़ोसी	voisins	पड़ोसी	voisin	N;NOM;MASC;SG;3	N;MASC;PL
पड़ोसी	voisine	पड़ोसी	voisin	N;NOM;MASC;SG;3	ADJ;FEM;SG
पड़ोसी	voisin	पड़ोसी	voisin	N;NOM;MASC;SG;3	ADJ;MASC;SG
गाया	sang	गा	sang	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;SG
भ्रम	illusoire	भ्रम	illusoire	N;NOM;MASC;SG;3	ADJ;MASC;SG
भ्रम	illusions	भ्रम	illusion	N;NOM;MASC;SG;3	N;FEM;PL
राजनेता	politiciens	राजनेता	politicien	N;NOM;MASC;PL;3	ADJ;MASC;PL
राजनेता	politicien	राजनेता	politicien	N;NOM;MASC;PL;3	N;MASC;SG
गोल्ड	doré	गोल्ड	dorer		V;MASC;SG;PST;V.PTCP
गोल्ड	or	गोल्ड	or		CONJ
गोल्ड	gold	गोल्ड	gold		
रविवार	sunday	रविवार	sunday	PROPN;NOM;MASC;SG;3	PROPN
रविवार	dimanches	रविवार	dimanche	PROPN;NOM;MASC;SG;3	N;MASC;PL
रविवार	dimanche	रविवार	dimanche	PROPN;NOM;MASC;SG;3	N;MASC;SG
ग्वालियर	gwalior	ग्वालियर	gwalior	PROPN;NOM;MASC;SG;3	PROPN
नाभिकीय	nucléaires	नाभिकीय	nucléaire	N;NOM;MASC	ADJ;MASC;PL
नाभिकीय	nucléaire	नाभिकीय	nucléaire	N;NOM;MASC	ADJ;MASC;SG
बीकानेर	bikaner	बीकानेर	bikaner	PROPN;NOM;MASC;SG;3	PROPN
अपवाद	exceptions	अपवाद	exception		N;FEM;PL
अपवाद	exception	अपवाद	exception		N;FEM;SG
अपवाद	dérogations	अपवाद	dérogation		N;FEM;PL
अपवाद	exception	अपवाद	exception		N;FEM;SG
लिखना	rédaction	लिख	rédaction	V;MASC;NFIN;ACT	N;FEM;SG
लिखना	écriture	लिख	écriture	V;MASC;NFIN;ACT	N;FEM;SG
लिखना	dactylographie	लिख	dactylographie	V;MASC;NFIN;ACT	N;FEM;SG
पाप	pêché	पाप	pêcher	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
पाप	pécher	पाप	pécher	N;NOM;MASC;SG;3	V;NFIN
पाप	péché	पाप	pécher	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
पाप	sin	पाप	sin	N;NOM;MASC;SG;3	PROPN
पाप	péchés	पाप	péché	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
गले	câlins	गला	câlin	N;NOM;MASC;SG;3	N;MASC;PL
सिद्धार्थ	siddhartha	सिद्धार्थ	siddhartha	PROPN;NOM;MASC;SG;3	N;MASC;SG
सिद्धार्थ	siddharth	सिद्धार्थ	siddharth	PROPN;NOM;MASC;SG;3	PROPN
जनक	parents	जनक	parent		N;MASC;PL
जनक	parent	जनक	parent		N;MASC;SG
स्वचालित	auto	स्वचालित	auto	ADJ;NOM	N;MASC;SG
स्वचालित	automatisée	स्वचालित	automatiser	ADJ;NOM	V;FEM;SG;PST;V.PTCP
स्वचालित	automatisé	स्वचालित	automatiser	ADJ;NOM	V;MASC;SG;PST;V.PTCP
स्वचालित	automatisé	स्वचालित	automatiser	ADJ;NOM	V;MASC;SG;PST;V.PTCP
खेत	ferme	खेत	ferme	N;NOM;MASC;SG;3	ADJ;FEM;SG
खेत	fermes	खेत	ferme	N;NOM;MASC;SG;3	ADJ;FEM;PL
नागपुर	nagpur	नागपुर	nagpur	PROPN;NOM;MASC;SG;3	PROPN
सेमी	semi	सेमी	semi		N;MASC;SG
असाधारण	extraordinaire	असाधारण	extraordinaire		ADJ;MASC;SG
असाधारण	extraordinaires	असाधारण	extraordinaire		ADJ;MASC;PL
असाधारण	exceptionnel	असाधारण	exceptionnel		ADJ;MASC;SG
असाधारण	exceptionnels	असाधारण	exceptionnel		ADJ;MASC;PL
असाधारण	exceptionnelle	असाधारण	exceptionnel		ADJ;FEM;SG
असाधारण	exceptionnelles	असाधारण	exceptionnel		ADJ;FEM;PL
दर्शक	afficheur	दर्शक	afficheur	N;NOM;MASC;PL;3	N;MASC;SG
दर्शक	spectateur	दर्शक	spectateur	N;NOM;MASC;PL;3	N;MASC;SG
दर्शक	visionneuse	दर्शक	visionneux	N;NOM;MASC;PL;3	N;FEM;SG
दर्शक	audience	दर्शक	audience	N;NOM;MASC;PL;3	N;FEM;SG
दर्शक	auditoire	दर्शक	auditoire	N;NOM;MASC;PL;3	N;MASC;SG
दर्शक	spectateur	दर्शक	spectateur	N;NOM;MASC;PL;3	N;MASC;SG
सैकड़ों	centaine	सैकडा	centaine	N;ACC;MASC;PL;3	N;FEM;SG
पार्वती	parvati	पार्वती	parvati	PROPN;NOM;FEM;SG;3	PROPN
क्लास	classe	क्लास	classe		N;FEM;SG
लीला	leila	लीला	leil	N;NOM;FEM;SG;3	PROPN
लीला	leela	लीला	leela	N;NOM;FEM;SG;3	PROPN
कलात्मक	artistiques	कलात्मक	artistique	PROPN;NOM;SG;3	ADJ;MASC;PL
कलात्मक	artistique	कलात्मक	artistique	PROPN;NOM;SG;3	ADJ;MASC;SG
मंगोल	mongols	मंगोल	mongol	PROPN;NOM;MASC;SG;3	N;MASC;PL
मंगोल	mongolie	मंगोल	mongolie	PROPN;NOM;MASC;SG;3	N;FEM;SG
उपनिषद	upanishads	उपनिषद	upanishad	N;NOM;MASC;SG;3	PROPN
शुभ	bons	शुभ	bon		ADJ;MASC;PL
शुभ	bien	शुभ	bien		ADV
शुभ	bonne	शुभ	bon		ADJ;FEM;SG
शुभ	bon	शुभ	bon		ADJ;MASC;SG
शुभ	bonnes	शुभ	bon		ADJ;FEM;PL
स्वीकृत	acceptées	स्वीकृत	accepter	PROPN;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
स्वीकृत	acceptés	स्वीकृत	accepter	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
स्वीकृत	acceptée	स्वीकृत	accepter	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
स्वीकृत	accepté	स्वीकृत	accepter	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
स्वीकृत	accepte	स्वीकृत	accepter	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
स्वीकृत	approuvé	स्वीकृत	approuver	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
स्वीकृत	approuvée	स्वीकृत	approuver	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
स्वीकृत	approuvés	स्वीकृत	approuver	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
स्वीकृत	agréée	स्वीकृत	agréée	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
स्वीकृत	approuvées	स्वीकृत	approuver	PROPN;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
स्वीकृत	agréé	स्वीकृत	agrée	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
बैटरी	batteries	बैटरी	batterie	N;NOM;FEM;SG;3	N;FEM;PL
बैटरी	piles	बैटरी	pile	N;NOM;FEM;SG;3	N;FEM;PL
बैटरी	accumulateurs	बैटरी	accumulateur	N;NOM;FEM;SG;3	N;MASC;PL
असमर्थ	incapable	असमर्थ	incapable	ADP	ADJ;MASC;SG
पुष्प	fleurs	पुष्प	fleur		N;FEM;PL
पुष्प	fleurs	पुष्प	fleur		N;FEM;PL
पुष्प	fleur	पुष्प	fleur		N;FEM;SG
अक्षांश	latitude	अक्षांश	latitude	PROPN;NOM;MASC;SG;3	N;FEM;SG
अक्षांश	latitudes	अक्षांश	latitude	PROPN;NOM;MASC;SG;3	N;FEM;PL
मियामी	miami	मियामी	miami	PROPN;NOM;MASC;SG;3	PROPN
सम्पर्क	contacter	संपर्क	contacter	N;NOM;MASC;SG;3	V;NFIN
सम्पर्क	contactez	संपर्क	contacter	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
सम्पर्क	contacte	संपर्क	contacter	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
सम्पर्क	contacts	संपर्क	contact	N;NOM;MASC;SG;3	N;MASC;PL
कार्यवाही	procédures	कार्यवाही	procédure	N;NOM;FEM;SG;3	N;FEM;PL
परिस्थिति	circonstances	परिस्थिति	circonstance	N;NOM;FEM;SG;3	N;FEM;PL
कुश्ती	catch	कुश्ती	catch	PROPN;NOM;MASC;SG;3	N;MASC;SG
कुश्ती	lutte	कुश्ती	lutte	PROPN;NOM;MASC;SG;3	N;FEM;SG
कुश्ती	wrestling	कुश्ती	wrestling	PROPN;NOM;MASC;SG;3	N;MASC;SG
कुश्ती	lutter	कुश्ती	lutter	PROPN;NOM;MASC;SG;3	V;NFIN
क्लिक	clics	क्लिक	clic	N;NOM;MASC;SG;3	N;MASC;PL
क्लिक	cliquer	क्लिक	cliquer	N;NOM;MASC;SG;3	V;NFIN
क्लिक	cliquez	क्लिक	cliquer	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
क्लिक	cliquant	क्लिक	cliquer	N;NOM;MASC;SG;3	V;PRS;V.PTCP
लेबल	labels	लेबल	label	N;NOM;MASC;SG;3	N;MASC;PL
लेबल	étiquettes	लेबल	étiquette	N;NOM;MASC;SG;3	N;FEM;PL
लेबल	libellés	लेबल	libeller	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
लेबल	libellé	लेबल	libellé	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
लेबल	étiquettes	लेबल	étiquette	N;NOM;MASC;SG;3	N;FEM;PL
अकाल	famines	अकाल	famine	N;NOM;MASC;SG;3	N;FEM;PL
अकाल	famines	अकाल	famine	N;NOM;MASC;SG;3	N;FEM;PL
नीला	bleu	नीला	bleu	ADJ;NOM;MASC;SG	N;MASC;SG
नीला	bleus	नीला	bleu	ADJ;NOM;MASC;SG	ADJ;MASC;PL
नीला	bleues	नीला	bleu	ADJ;NOM;MASC;SG	ADJ;FEM;PL
पोर्ट	ports	पोर्ट	port	N;NOM;MASC;SG;3	N;MASC;PL
विधेयक	bill	विधेयक	bill	N;NOM;MASC;SG;3	PROPN
विधेयक	facturer	विधेयक	facturer	N;NOM;MASC;SG;3	V;NFIN
रोशन	roshan	रोशन	roshan		PROPN
यूनान	grece	यूनान	grece	PROPN;NOM;MASC;SG;3	PROPN
यूनान	grèce	यूनान	grèce	PROPN;NOM;MASC;SG;3	N;FEM;SG
थोड़े	légèrement	थोड़ा	légèrement	ADJ;ACC;MASC;SG	ADV
ऑस्टिन	austin	ऑस्टिन	austin	PROPN;NOM;MASC;SG;3	PROPN
एकड़	hectares	एकड	hectare	N;NOM;MASC;SG;3	N;MASC;PL
एकड़	acres	एकड	acre	N;NOM;MASC;SG;3	N;MASC;PL
सेकंड	secondes	सेकंड	seconde	PROPN;NOM;MASC;SG;3	N;FEM;PL
सेकंड	seconds	सेकंड	second	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
सेकंड	second	सेकंड	second	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
सेकंड	deuxième	सेकंड	deuxième	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
सेकंड	deuxieme	सेकंड	deuxieme	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
सेकंड	seconde	सेकंड	second	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
अवयव	composant	अवयव	composer	N;NOM;MASC;SG;3	V;PRS;V.PTCP
आलेख	articles	आलेख	article	N;NOM;MASC;SG;3	N;MASC;PL
आलेख	graphique	आलेख	graphique	N;NOM;MASC;SG;3	ADJ;MASC;SG
दिव्य	divine	दिव्य	divin		ADJ;FEM;SG
दिव्य	divin	दिव्य	divin		ADJ;MASC;SG
दिव्य	divins	दिव्य	divin		ADJ;MASC;PL
फ्लोरिडा	floride	फ्लोरिडा	floride	PROPN;NOM;MASC;SG;3	N;FEM;SG
साक्ष्य	preuve	साक्ष्य	preuve	N;NOM;MASC;PL;3	N;FEM;SG
कहाँ	oú	कहाँ	oú	PRO	CONJ
कहाँ	où	कहाँ	où	PRO	PRO
आवरण	couvrir	आवरण	couvrir	N;NOM;MASC;SG;3	V;NFIN
निकला	dérivées	निकल	dériver	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
मौर्य	maurya	मौर्य	maurya	PROPN;NOM;MASC;SG;3	PROPN
आंकड़े	statistique	आंकड़ा	statistique	N;NOM;MASC;PL;3	ADJ;MASC;SG
उपदेश	prêcher	उपदेश	prêcher	N;NOM;MASC;SG;3	V;NFIN
उपदेश	prêcher	उपदेश	prêcher	N;NOM;MASC;SG;3	V;NFIN
उपदेश	prêche	उपदेश	prêcher	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
फोटो	photos	फोटो	photo	N;NOM;FEM;SG;3	N;FEM;PL
फोटो	photographies	फोटो	photographie	N;NOM;FEM;SG;3	N;FEM;PL
चोरी	volée	चोरी	volée	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
चोरी	volées	चोरी	voler	N;NOM;FEM;SG;3	V;FEM;PL;PST;V.PTCP
चोरी	volé	चोरी	voler	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
चोरी	volés	चोरी	voler	N;NOM;FEM;SG;3	V;MASC;PL;PST;V.PTCP
चोरी	dérobée	चोरी	dérober	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
चोरी	voler	चोरी	voler	N;NOM;FEM;SG;3	V;NFIN
जगदीश	jagdish	जगदीश	jagdish	PROPN;NOM;MASC;SG;3	PROPN
आचरण	comportements	आचरण	comportement	N;NOM;MASC;SG;3	N;MASC;PL
हरी	vertes	हरा	vert	ADJ;NOM;FEM;SG	ADJ;FEM;PL
हरी	hari	हरा	hari	ADJ;NOM;FEM;SG	PROPN
परिकल्पना	hypothèses	परिकल्पना	hypothèse	N;NOM;FEM;SG;3	N;FEM;PL
बयान	énoncé	बयान	énoncer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
विनाश	destructions	विनाश	destruction	N;NOM;MASC;SG;3	N;FEM;PL
पाक	pak	पाक	pak	PROPN;NOM;MASC;SG;3	PROPN
बेल्जियम	belgique	बेल्जियम	belgique	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
वितरित	livrés	वितरित	livrer	ADJ	V;MASC;PL;PST;V.PTCP
वितरित	livrée	वितरित	livrer	ADJ	V;FEM;SG;PST;V.PTCP
वितरित	délivré	वितरित	délivrer	ADJ	V;MASC;SG;PST;V.PTCP
वितरित	livré	वितरित	livrer	ADJ	V;MASC;SG;PST;V.PTCP
वितरित	distribue	वितरित	distribue	ADJ	V;IND;SG;3;PRS;FIN
वितरित	distribuer	वितरित	distribuer	ADJ	V;NFIN
वितरित	distribué	वितरित	distribuer	ADJ	V;MASC;SG;PST;V.PTCP
वितरित	distribués	वितरित	distribuer	ADJ	V;MASC;PL;PST;V.PTCP
वितरित	distribuée	वितरित	distribuer	ADJ	V;FEM;SG;PST;V.PTCP
वितरित	distribuées	वितरित	distribuer	ADJ	V;FEM;PL;PST;V.PTCP
श्रेणियाँ	guilde	श्रेणी	guilde	N;NOM;FEM;PL;3	N;FEM;SG
