van	din	van	din		ADP;ACC
wilson	wilson	wilson	wilson		PROPN
kings	kings	king	kings	N;PL	N;INDF;MASC;SG
toepassings	aplicarea	toepassing	aplicare	N;PL	N;DEF;FEM;SG
toepassings	aplicație	toepassing	aplicație	N;PL	N;INDF;FEM;SG
toepassings	cerere	toepassing	cerere	N;PL	N;INDF;FEM;SG
weduwee	văduvă	weduwee	văduv	N;SG	ADJ;INDF;FEM;SG
weduwee	văduvă	weduwee	văduv	N;SG	ADJ;INDF;FEM;SG
newton	newton	newton	newton	N;SG	PROPN
lion	leul	lion	leu		N;DEF;MASC;SG
lion	leu	lion	leu		N;INDF;MASC;SG
lion	lion	lion	lion		N;INDF;MASC;SG
dns	adn	dns	adn	N;PL	
blootgestel	expus	blootstel	expune	V;PST;V.PTCP	ADJ;INDF;MASC;SG
blootgestel	expusă	blootstel	expune	V;PST;V.PTCP	ADJ;INDF;FEM;SG
individu	individuală	individu	individual	N;SG	ADJ;INDF;FEM;SG
individu	individual	individu	individual	N;SG	ADJ;INDF;MASC;SG
individu	individuale	individu	individual	N;SG	ADJ;INDF;FEM;PL
nissan	nissan	nissan	nissan		N;INDF;MASC;SG
aanneem	adoptarea	aanneem	adoptare	V;PRS	N;DEF;FEM;SG
aanneem	adoptare	aanneem	adoptare	V;PRS	N;INDF;FEM;SG
fishbase	fishbase	fishbase	fishbas		V;IND;SG;3;PST+PRF;FIN
sade	sade	sade	săda	N;SG	
viëtnam	vietnam	viëtnam	vietnam	PROPN;SG	PROPN
viëtnam	vietnamul	viëtnam	vietnam	PROPN;SG	N;DEF;MASC;SG
sneeu	savannah	sneeu	savannah	N;SG	PROPN
maxwell	maxwell	maxwell	maxwell		PROPN
gekoppel	skyline	koppel	skyline	V;PST;V.PTCP	
stabiele	grajd	stabiel	grajd	ADJ;NOM	N;INDF;MASC;SG
stabiele	stabilă	stabiel	stabil	ADJ;NOM	ADJ;INDF;FEM;SG
oosterse	orientală	oosters	oriental	ADJ;NOM	ADJ;INDF;FEM;SG
klaar	terminat	klaar	termina		ADJ;INDF;MASC;SG
optiese	optică	optiese	optic	ADJ;NOM	N;INDF;FEM;SG
lokomotief	locomotive	lokomotief	locomotiv	N;SG	N;INDF;FEM;PL
sleutel	cheie	sleutel	cheie	V;PRS	N;INDF;FEM;SG
sleutel	tasta	sleutel	tasta	V;PRS	N;DEF;FEM;SG
sleutel	cheia	sleutel	cheie	V;PRS	N;DEF;FEM;SG
jane	jane	jane	jană		N;INDF;MASC;SG
ideale	idealurile	ideal	ideal	N;SG	N;DEF;FEM;PL
ideale	idealuri	ideal	ideal	N;SG	N;INDF;FEM;PL
lui	lene	lui	lene	V;PRS	
wolke	nori	wolk	nor	V;PRS	N;INDF;MASC;PL
wolke	norilor	wolk	noare	V;PRS	N;DEF;MASC;PL
wolke	norii	wolk	nor	V;PRS	N;DEF;MASC;PL
dak	dakota	dak	dakota	N;SG	PROPN
twyfel	îndoiala	twyfel	îndoială		N;DEF;FEM;SG
twyfel	îndoială	twyfel	îndoială		N;INDF;FEM;SG
twyfel	indoiala	twyfel	indoială		ADJ;DEF;FEM;SG
vaandel	ensign	vaandel	ensign	N;SG	
lot	greu	lot	greu	N;SG	ADV
lot	dur	lot	dur	N;SG	ADJ;INDF;MASC;SG
lot	dură	lot	dur	N;SG	ADJ;INDF;FEM;SG
ludwig	ludwig	ludwig	ludwig		PROPN
skenk	dona	skenk	donă	V;PRS	V;IND;SG;3;IPFV;FIN
skiet	trăgătorul	skiet	trăgător	V;PRS	N;DEF;MASC;SG
skiet	shooter	skiet	shooter	V;PRS	N;INDF;MASC;SG
skiet	trăgător	skiet	trăgător	V;PRS	N;INDF;MASC;SG
skiet	fotografiere	skiet	fotografier	V;PRS	N;INDF;FEM;SG
noordwestelike	northwestern	noordwestelik	northwestern	ADJ;NOM	PROPN
manne	barbati	man	barba	N;PL	
geb	geb	geb	geb	V;PST;V.PTCP	PROPN
jones	jones	jone	jones		PROPN
betrek	implica	betrek	implica	V;PRS	V;IND;SG;3;IPFV;FIN
betrek	implică	betrek	implica	V;PRS	V;IND;SG;3;PST;FIN
assiriese	asirian	assiries	asirian		ADJ;INDF;MASC;SG
august	august	august	august	PROPN;SG	N;INDF;MASC;SG
august	augustus	august	augustus	PROPN;SG	PROPN
geag	considerata	geag	considerat	V;PRS	ADJ;DEF;FEM;SG
geag	considerate	geag	considerat	V;PRS	ADJ;INDF;FEM;PL
geag	considerată	geag	considerat	V;PRS	ADJ;INDF;FEM;SG
geag	considerat	geag	considerat	V;PRS	ADJ;INDF;MASC;SG
amptenare	oficiali	amptenaar	oficial	N;PL	ADJ;INDF;MASC;PL
volwassenes	adulti	volwassene	adult	N;PL	
caesar	caesar	caesar	caesar		N;INDF;MASC;SG
caesar	cezar	caesar	cezar		N;INDF;MASC;SG
gelukkig	norocoasă	gelukkig	norocos	ADV	ADJ;INDF;FEM;SG
gelukkig	norocos	gelukkig	norocos	ADV	ADJ;INDF;MASC;SG
gelukkig	fericita	gelukkig	fericita	ADV	ADJ;DEF;FEM;SG
gelukkig	fericită	gelukkig	fericit	ADV	ADJ;INDF;FEM;SG
gelukkig	happy	gelukkig	happy	ADV	
gelukkig	fericit	gelukkig	fericit	ADV	ADJ;INDF;MASC;SG
josé	josé	josé	josé		PROPN
arktiese	arctică	arkties	arctic	ADJ;NOM	ADJ;INDF;FEM;SG
arktiese	arctic	arkties	arctic	ADJ;NOM	
arktiese	arctica	arkties	arctică	ADJ;NOM	N;DEF;FEM;SG
slaap	dormi	slaap	dormi	N;SG	
slaap	dormind	slaap	dormi	N;SG	V;V.MSDR
slaap	doarme	slaap	dormi	N;SG	V;IND;SG;3;PRS;FIN
slaap	dormit	slaap	dormi	N;SG	ADJ;INDF;MASC;SG
marx	marx	marx	marx		PROPN
kommando	kommando	kommando	kommando	V;PRS	
donald	donald	donald	donald		PROPN
auckland	auckland	auckland	auckla		PROPN
dalí	dalí	dalí	dalí		PROPN
nek	gat	nek	gat	N;SG	
nek	nek	nek	nek	N;SG	
plate	farfurie	plaat	farfurie	N;PL	N;INDF;FEM;SG
plate	placă	plaat	placă	N;PL	N;INDF;FEM;SG
jakobus	james	jakobus	james		PROPN
jakobus	iacov	jakobus	iacov		PROPN
jakobus	iacob	jakobus	iacob		PROPN
bemark	promova	bemark	promova	V;PRS	V;IND;SG;3;IPFV;FIN
stade	stade	stade	stad		PROPN
verwelkom	primitoare	verwelkom	primitor	V;PRS	ADJ;INDF;FEM
verwelkom	primitor	verwelkom	primitor	V;PRS	ADJ;INDF;MASC;SG
stoor	magazin	stoor	magazin	V;PRS	N;INDF;MASC;SG
stoor	magazinul	stoor	magazin	V;PRS	N;DEF;MASC;SG
stoor	store	stoor	stură	V;PRS	
ondervind	avand	ondervind	avand	V;PRS	
geheim	secretă	heim	secret	N;SG	ADJ;INDF;FEM;SG
geheim	secrete	heim	secret	N;SG	N;INDF;FEM;PL
plaaslik	locale	plaaslik	local	ADV	ADJ;INDF;FEM;PL
plaaslik	localnic	plaaslik	localnic	ADV	N;INDF;MASC;SG
plaaslik	local	plaaslik	local	ADV	ADJ;INDF;MASC;SG
plaaslik	locală	plaaslik	local	ADV	ADJ;INDF;FEM;SG
plaaslik	nativ	plaaslik	nativ	ADV	N;INDF;MASC;SG
plaaslik	nativă	plaaslik	nativă	ADV	ADJ;INDF;FEM;SG
plaaslik	nativi	plaaslik	nativ	ADV	N;INDF;MASC;PL
plaaslik	native	plaaslik	nativ	ADV	ADJ;INDF;FEM;PL
normandië	normandia	normandië	normandia		PROPN
mater	mater	mater	mater	N;SG	
diepte	adancime	diepte	adancime	N;SG	
eis	revendicare	eis	revendicare		N;INDF;FEM;SG
eis	revendică	eis	revendic		V;IND;SG;3;PST;FIN
christoffel	cristofor	christoffel	cristofor		PROPN
christoffel	christopher	christoffel	christopher		PROPN
christoffel	christoffel	christoffel	christoffel		N;INDF;MASC;SG
commons	commons	commons	commons		N;INDF;MASC;SG
argument	argumentul	argument	argument		N;DEF;MASC;SG
argument	argument	argument	argument		N;INDF;MASC;SG
hyundai	hyundai	hyundai	hyund		
western	occidental	western	occidental		ADJ;INDF;MASC;SG
western	vest	western	vest		N;INDF;MASC;SG
western	western	western	western		PROPN
reguit	opt	reguit	opt		NUM;PL
reguit	eight	reguit	eight		N;INDF;MASC;SG
kuba	cuba	kuba	cubă	PROPN;SG	PROPN
swaziland	swaziland	swaziland	swaziland	PROPN;SG	PROPN
voorkeur	preferințe	voorkeur	preferință		N;INDF;FEM;PL
voorkeur	preferință	voorkeur	preferință		N;INDF;FEM;SG
geïnspireer	inspirată	inspireer	inspira	V;PST;V.PTCP	ADJ;INDF;FEM;SG
geïnspireer	inspirat	inspireer	inspira	V;PST;V.PTCP	ADJ;INDF;MASC;SG
jersey	jersey	jersey	jersey	N;SG	PROPN
pietersburg	pietersburg	pietersburg	pietersburg		N;INDF;MASC;SG
identifiseer	identifică	identifiseer	identifica	V;PRS	V;IND;SG;3;PST;FIN
identifiseer	identifica	identifiseer	identifica	V;PRS	V;IND;SG;3;IPFV;FIN
benjamin	benjamin	benjamin	benjamin		N;INDF;MASC;SG
web	web	web	web		
ridder	knight	ridder	knight	N;SG	PROPN
uraan	puncte	uraan	punct	N;SG	N;INDF;FEM;PL
uraan	uraniu	uraan	uraniu	N;SG	N;INDF;MASC;PL
pen	pen	pen	pen	V;PRS	
pen	stilou	pen	stilou	V;PRS	N;INDF;MASC;SG
sutherland	sutherland	sutherland	sutherland		PROPN
margaret	margaret	margaret	margaret		N;INDF;MASC;SG
margaret	margareta	margaret	margaretă		N;DEF;FEM;SG
longew	longew	longew	longew		
francesco	francesco	francesco	francesco		PROPN
barnard	barnard	barnard	barnard		PROPN
dubbele	dubla	dubbel	dublu	ADJ;NOM	ADJ;DEF;FEM;SG
dubbele	dublă	dubbel	dublu	ADJ;NOM	ADJ;INDF;FEM;SG
dubbele	duble	dubbel	dublu	ADJ;NOM	N;INDF;FEM;PL
soedan	sudan	soedan	sudan	PROPN;SG	N;INDF;MASC;SG
soedan	sudanului	soedan	sudan	PROPN;SG	N;DEF;MASC;SG
soedan	sudanul	soedan	sudan	PROPN;SG	N;DEF;MASC;SG
opgelewer	retur	oplewer	retur	V;PST;V.PTCP	N;INDF;MASC;SG
opgelewer	întoarcere	oplewer	întoarcere	V;PST;V.PTCP	N;INDF;FEM;SG
verken	explora	verken	explora	V;PRS	V;IND;SG;3;IPFV;FIN
invloedryke	influente	invloedryk	influent	ADJ;NOM	N;INDF;FEM;PL
invloedryke	influentă	invloedryk	influent	ADJ;NOM	ADJ;INDF;FEM;SG
analise	analize	analise	analiză	N;SG	N;INDF;FEM;PL
ondergrondse	underground	ondergronds	underground	ADJ;NOM	N;INDF;MASC;SG
bestuurder	manager	bestuurder	manager		N;INDF;MASC;SG
bestuurder	managerul	bestuurder	manager		N;DEF;MASC;SG
now	acum	now	acum		ADV
columbia	columbia	columbia	columbie		PROPN
blok	bloc	blok	bloc	V;PRS	N;INDF;MASC;SG
blok	block	blok	block	V;PRS	N;INDF;MASC;SG
versier	decora	versier	decora	V;PRS	V;IND;SG;3;IPFV;FIN
vermoed	suspecta	vermoed	suspecta	V;PRS	N;DEF;FEM;SG
vermoed	suspectul	vermoed	suspect	V;PRS	N;DEF;MASC;SG
vermoed	suspect	vermoed	suspect	V;PRS	ADJ;INDF;MASC;SG
douglas	douglas	douglas	douglas		PROPN
dertien	treisprezece	dertien	treisprezece		NUM;PL
dertien	thirteen	dertien	thirteen		PROPN
deens	daneză	deens	daneză	PROPN;SG	ADJ;INDF;FEM;SG
deens	danez	deens	danez	PROPN;SG	ADJ;INDF;MASC;SG
bevry	eliberat	bevry	elibera	V;PRS	ADJ;INDF;MASC;SG
gevul	umplute	vul	umple	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gevul	umplut	vul	umple	V;PST;V.PTCP	ADJ;INDF;MASC;SG
salvador	salvador	salvador	salvador		PROPN
ooreenstem	meci	ooreenstem	meci		N;INDF;MASC;SG
ooreenstem	match	ooreenstem	match		N;INDF;MASC;SG
ooreenstem	potrivire	ooreenstem	potrivire		N;INDF;FEM;SG
streep	dungă	streep	dungă	V;PRS	N;INDF;FEM;SG
toestel	dispozitivul	toestel	dispozitiv	V;PRS	N;DEF;MASC;SG
toestel	dispozitiv	toestel	dispozitiv	V;PRS	N;INDF;MASC;SG
gebed	rugăciune	gebed	rugăciune		N;INDF;FEM;SG
gebed	rugăciunea	gebed	rugăciune		N;DEF;FEM;SG
gebed	rugaciunea	gebed	rugaciune		N;DEF;FEM;SG
gebed	rugaciune	gebed	rugaciune		N;INDF;FEM;SG
hebreeus	ebraică	hebreeus	ebraic		N;INDF;FEM;SG
charmed	fermecat	charmed	fermecat		ADJ;INDF;MASC;SG
charmed	fermecate	charmed	fermecat		ADJ;INDF;FEM;PL
grondwetlike	încălcări	grondwetlik	încălcare	ADJ;NOM	N;INDF;FEM;PL
records	discuri	records	disc		N;INDF;FEM;PL
records	records	records	records		N;INDF;MASC;SG
records	înregistrări	records	înregistrare		N;INDF;FEM;PL
records	recorduri	records	record		N;INDF;FEM;PL
oggend	dimineata	oggend	dimineata		N;DEF;FEM;SG
oggend	dimineața	oggend	dimineața		ADV
oggend	neatza	oggend	neatză		N;DEF;FEM;SG
gordon	gordon	gordon	gordon		PROPN
bad	cadă	bad	cădea		N;INDF;FEM;SG
bad	baie	bad	baie		N;INDF;FEM;SG
bad	bath	bad	bath		N;INDF;MASC;SG
costa	costa	costa	costa	PROPN;SG	V;IND;SG;3;IPFV;FIN
sigbare	vizibilă	sigbaar	vizibil	ADJ;NOM	ADJ;INDF;FEM;SG
sigbare	vizibil	sigbaar	vizibil	ADJ;NOM	ADV
getuienis	martori	getuienis	martor	N;SG	N;INDF;MASC;PL
getuienis	dovezi	getuienis	dovadă	N;SG	N;INDF;FEM;PL
getuienis	probe	getuienis	probă	N;SG	N;INDF;FEM;PL
ned	ned	ned	nede		PROPN
landgoed	estates	landgoed	estates	N;SG	PROPN
landgoed	imobiliare	landgoed	imobiliar	N;SG	N;INDF;FEM;PL
landgoed	estate	landgoed	esta	N;SG	
adel	adel	adel	adel		N;INDF;MASC;SG
johnson	johnson	johnson	johnson		PROPN
filippyne	filipine	filippyn	filipine		N;INDF;FEM;SG
tema	tematică	tema	tematic	N;SG	ADJ;INDF;FEM;SG
afwesigheid	absenta	afwesigheid	absenta		N;DEF;FEM;SG
afwesigheid	absența	afwesigheid	absență		N;DEF;FEM;SG
helen	helen	helen	helen	PROPN;SG	PROPN
arabië	arabia	arabië	arabia	PROPN;SG	PROPN
rykdom	averi	rykdom	aver	N;SG	N;INDF;FEM;PL
kontinentale	continental	kontinentaal	continental	N;SG	ADV
kontinentale	continentale	kontinentaal	continental	N;SG	ADJ;INDF;FEM;PL
kontinentale	continentală	kontinentaal	continental	N;SG	ADJ;INDF;FEM;SG
wild	wild	wild	wild		N;INDF;MASC;SG
wild	salbatic	wild	salbatic		ADJ;INDF;MASC;SG
wild	sălbatică	wild	sălbatic		ADJ;INDF;FEM;SG
wild	sălbatic	wild	sălbatic		ADV
wild	sălbatice	wild	sălbatic		ADJ;INDF;FEM;PL
hannover	hanovra	hannover	hanovră		PROPN
kitaar	chitară	kitaar	chitară	N;SG	V;IND;SG;3;PST;FIN
blacks	negri	blacks	negru		ADJ;INDF;MASC;PL
blacks	negrii	blacks	negru		
relatiewe	dezactiva	relatief	dezactiva		V;IND;SG;3;IPFV;FIN
relatiewe	dezactivează	relatief	dezactiva		V;IND;3;PRS;FIN
relatiewe	dezactivat	relatief	dezactiva		ADJ;INDF;MASC;SG
relatiewe	rudă	relatief	rude		N;INDF;FEM;SG
relatiewe	relativ	relatief	relativ		ADV
relatiewe	ruda	relatief	ruda		N;DEF;FEM;SG
relatiewe	relative	relatief	relativ		ADJ;INDF;FEM;PL
relatiewe	relativă	relatief	relativ		ADJ;INDF;FEM;SG
nigerië	nigeria	nigerië	nigerie	PROPN;SG	PROPN
jaco	jaco	jaco	jaco		PROPN
verkeerd	incorect	verkeerd	incorect		ADV
verkeerd	incorecte	verkeerd	incorect		ADJ;INDF;FEM;PL
verkeerd	incorectă	verkeerd	incorect		ADJ;INDF;FEM;SG
verkeerd	gresit	verkeerd	gresit		ADJ;INDF;MASC;SG
verkeerd	greșit	verkeerd	greși		ADJ;INDF;MASC;SG
barcelona	barcelona	barcelona	barcelonă	N;SG	N;DEF;FEM;PL
istanboel	istanbul	istanboel	istanb		PROPN
hongaarse	ungară	hongaars	unga	N;PL	ADJ;INDF;FEM;SG
hongaarse	maghiară	hongaars	maghiar	N;PL	N;INDF;FEM;SG
hongaarse	maghiar	hongaars	maghiar	N;PL	ADJ;INDF;MASC;SG
vincent	vincent	vincent	vincent	PROPN;SG	PROPN
geloods	lansat	geloods	lansat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geloods	lansată	geloods	lansa	V;PST;V.PTCP	ADJ;INDF;FEM;SG
geloods	lansate	geloods	lansa	V;PST;V.PTCP	ADJ;INDF;FEM;PL
aaron	aaron	aaron	aaron		PROPN
strauss	strauss	strauss	strauss		PROPN
ligter	bricheta	ligter	brichetă	ADJ;NOM;CMPR	N;DEF;FEM;SG
ligter	brichetă	ligter	brichetă	ADJ;NOM;CMPR	N;INDF;FEM;SG
sisilië	sicilia	sisilië	sicilie		PROPN
verkose	aleși	verkose	ales	N;SG	V;IND;PL;2;IPFV;FIN
verkose	electivă	verkose	electiv	N;SG	ADJ;INDF;FEM;SG
cornelis	cornelis	cornelis	cornelis	N;SG	PROPN
hermanus	hermanus	hermanus	hermanus		N;INDF;MASC;SG
gestoor	salvate	stoor	salva	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gestoor	salvată	stoor	salva	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gestoor	salvat	stoor	salva	V;PST;V.PTCP	ADJ;INDF;MASC;SG
nederlande	olanda	nederland	olanda	N;SG	PROPN
kock	kock	kock	kock	N;SG	
ltd	srl	ltd	srl		
ltd	ltd	ltd	ltd		N
bordeaux	bordeaux	bordeaux	bordeaux		PROPN
sar	sar	sar	sar		V;IND;PL;3;PRS;FIN
torings	towers	toring	towers	N;PL	PROPN
leuse	motto	leuse	motto	V;PRS	
herhaal	reflecta	herhaal	reflecta	V;PRS	V;IND;SG;3;IPFV;FIN
herhaal	reflectă	herhaal	reflecta	V;PRS	V;IND;SG;3;PST;FIN
herhaal	repeta	herhaal	repeta	V;PRS	V;IND;SG;3;IPFV;FIN
herhaal	repetă	herhaal	repeta	V;PRS	V;IND;SG;3;PST;FIN
herhaal	generalul	herhaal	general	V;PRS	N;DEF;MASC;SG
herhaal	generale	herhaal	general	V;PRS	ADJ;INDF;FEM;PL
herhaal	general	herhaal	general	V;PRS	ADJ;INDF;MASC;SG
adv	adv	adv	adv	PRO;NOM;SG;3	
brood	paine	brood	pain	N;SG	
assirië	asiria	assirië	asiria	PROPN;SG	N;DEF;FEM;SG
franke	franks	frank	franks	N;PL	PROPN
yale	yale	yale	yale		PROPN
admins	administratori	admins	administrator		N;INDF;MASC;PL
admins	administratorii	admins	administrator		N;DEF;MASC;PL
maat	partenere	maat	partenere	N;SG	ADJ;INDF;FEM;PL
toulouse	toulouse	toulous	toulou		N;INDF;MASC;SG
herbert	herbert	herbert	herbert		PROPN
groente	vegetală	groent	vegetală	N;PL	ADJ;INDF;FEM;SG
groente	vegetal	groent	vegetal	N;PL	ADJ;INDF;MASC;SG
groente	legumă	groent	legumă	N;PL	N;INDF;FEM;SG
piramide	piramida	piramide	piramidă	N;PL	N;DEF;FEM;SG
piramide	piramidă	piramide	piramidă	N;PL	N;INDF;FEM;SG
venezuela	venezuela	venezuela	venezuela	PROPN;SG	N;DEF;FEM;SG
system	tho	system	tho		N;INDF;MASC;SG
waters	waters	waters	waters	N;PL	PROPN
steen	zaruri	steen	zar	V;PRS	N;INDF;FEM;PL
kopiereg	copiază	kopiereg	copia	N;SG	V;IND;3;PRS;FIN
kopiereg	copyright	kopiereg	copyright	N;SG	ADJ;INDF;MASC;SG
globe	glob	glob	glob		N;INDF;MASC;SG
globe	globe	glob	globă		N;INDF;MASC;SG
globe	globul	glob	glob		N;DEF;MASC;SG
luukse	lux	luukse	lux	N;PL	N;INDF;MASC;SG
luukse	luxul	luukse	lux	N;PL	N;DEF;MASC;SG
luukse	inteligent	luukse	inteligent	N;PL	ADJ;INDF;MASC;SG
luukse	destept	luukse	destept	N;PL	
luukse	smart	luukse	smart	N;PL	N;INDF;MASC;SG
luukse	inteligentă	luukse	inteligent	N;PL	ADJ;INDF;FEM;SG
berus	berus	berus	berus	V;PRS	N;INDF;MASC;SG
rondte	rotund	rondte	rotund	N;SG	ADJ;INDF;MASC;SG
rondte	rotunde	rondte	rotund	N;SG	ADJ;INDF;FEM;PL
rondte	rotundă	rondte	rotund	N;SG	ADJ;INDF;FEM;SG
highlanders	highlanders	highlander	highlanders	N;PL	N;INDF;MASC;SG
omega	omega	omega	omega		N;DEF;FEM;SG
geleef	trăia	leef	trăi	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
geleef	trăită	leef	trăi	V;PST;V.PTCP	ADJ;INDF;FEM;SG
potensiaal	potential	potensiaal	potential	N;SG	ADJ;INDF;MASC;SG
doeltreffende	eficienta	doeltreffend	eficient	ADJ;NOM	ADJ;DEF;FEM;SG
doeltreffende	eficient	doeltreffend	eficient	ADJ;NOM	ADV
doeltreffende	eficientă	doeltreffend	eficient	ADJ;NOM	ADJ;INDF;FEM;SG
serwië	serbia	serwië	serbia	N;PL	PROPN
andersins	alternativ	andersins	alternativ		ADV
andersins	escaladare	andersins	escaladare		N;INDF;FEM;SG
andersins	escaladarea	andersins	escaladare		N;DEF;FEM;SG
andersins	altfel	andersins	altfel		ADV
linux	linux	linux	linux	N;PL	N;INDF;MASC;SG
alpe	alpii	al	alpiu	N;SG	N;DEF;MASC;PL
milaan	milan	milaan	milan		PROPN
milaan	milano	milaan	milano		PROPN
nuweland	newlands	nuweland	newlands	N;SG	
heilig	sfânt	heilig	sfânt		N;INDF;MASC;SG
heilig	sfântă	heilig	sfânt		ADJ;INDF;FEM;SG
uruguay	uruguay	uruguay	uruguay		PROPN
hieronder	dedesubt	hieronder	dedesubt	PRO	
korrek	corectează	korrek	corecta	ADV	V;IND;3;PRS;FIN
korrek	corectă	korrek	corect	ADV	ADJ;INDF;FEM;SG
korrek	corecta	korrek	corecta	ADV	ADJ;DEF;FEM;SG
modern	moderni	modern	modern		ADJ;INDF;MASC;PL
modern	moderna	modern	moderna		ADJ;DEF;FEM;SG
modern	modern	modern	modern		ADJ;INDF;MASC;SG
modern	moderne	modern	modern		ADJ;INDF;FEM;PL
modern	modernă	modern	modern		ADJ;INDF;FEM;SG
pienk	pink	pienk	pink		N;INDF;MASC;SG
aar	vena	aar	vena		N;DEF;FEM;SG
aar	venă	aar	venă		N;INDF;FEM;SG
suite	suita	suite	suită		N;DEF;FEM;SG
suite	suite	suite	sui		N;INDF;FEM;PL
suite	suită	suite	sui		N;INDF;FEM;SG
craig	craig	craig	craig		PROPN
ideaal	ideală	ideaal	ideal	N;SG	ADJ;INDF;FEM;SG
ideaal	ideal	ideaal	ideal	N;SG	ADJ;INDF;MASC;SG
ideaal	ideala	ideaal	ideală	N;SG	ADJ;DEF;FEM;SG
ideaal	ideale	ideaal	ideal	N;SG	ADJ;INDF;FEM;PL
peru	peru	peru	peru		PROPN
finaal	finală	finaal	finală	PART	N;INDF;FEM;SG
finaal	final	finaal	final	PART	N;INDF;MASC;SG
finaal	finala	finaal	finală	PART	N;DEF;FEM;SG
sterkte	putere	sterk	putere	V;PRS	N;INDF;FEM;SG
sterkte	puterea	sterk	putere	V;PRS	N;DEF;FEM;SG
sterkte	forta	sterk	forta	V;PRS	N;DEF;FEM;SG
dog	gândit	dog	gândi		ADJ;INDF;MASC;SG
dog	crezut	dog	crede		ADJ;INDF;MASC;SG
collier	collier	collier	collier		PROPN
weier	refuză	weier	refuza	V;PRS	V;IND;SG;3;PST;FIN
weier	declinul	weier	declin	V;PRS	N;DEF;MASC;SG
weier	declin	weier	declin	V;PRS	N;INDF;MASC;SG
weier	refuza	weier	refuza	V;PRS	V;IND;SG;3;IPFV;FIN
weier	refuză	weier	refuza	V;PRS	V;IND;SG;3;PST;FIN
weier	refuz	weier	refuz	V;PRS	N;INDF;MASC;SG
weier	respingerea	weier	respingere	V;PRS	N;DEF;FEM;SG
napels	neapole	napel	neapol		N;INDF;MASC;SG
napels	napoli	napel	napoli		PROPN
minimum	minimul	minimum	minim		N;DEF;MASC;SG
minimum	minime	minimum	minim		ADJ;INDF;FEM;PL
minimum	minimă	minimum	minim		ADJ;INDF;FEM;SG
minimum	minim	minimum	minim		N;INDF;MASC;SG
minimum	minimă	minimum	minim		ADJ;INDF;FEM;SG
minimum	minime	minimum	minim		ADJ;INDF;FEM;PL
minimum	minim	minimum	minim		N;INDF;MASC;SG
gepaardgaande	însoțire	gepaardgaan	însoțire		N;INDF;FEM;SG
sekondes	sec	sekonde	sec	N;PL	
vleuel	grand	vleuel	grand	ADV	N;INDF;MASC;SG
singapoer	singapore	singapoer	singapore	PROPN;SG	N;INDF;FEM;PL
potsdam	potsdam	potsdam	potsda		PROPN
winkel	store	winkel	stură	N;SG	
winkel	stochează	winkel	stoca	N;SG	V;IND;3;PRS;FIN
haai	rechin	haai	rechin	V;PRS	N;INDF;MASC;SG
haai	rechinul	haai	rechin	V;PRS	N;DEF;MASC;SG
haai	hei	haai	hei	V;PRS	
hermann	hermann	hermann	hermann		PROPN
bestel	comandat	bestel	comanda	V;PRS	ADJ;INDF;MASC;SG
bestel	ordonat	bestel	ordonat	V;PRS	ADJ;INDF;MASC;SG
bestel	comanda	bestel	comandă	V;PRS	N;DEF;FEM;SG
bestel	ordinea	bestel	ordine	V;PRS	N;DEF;FEM;SG
bestel	comandă	bestel	comandă	V;PRS	N;INDF;FEM;SG
bestel	ordine	bestel	ordine	V;PRS	N;INDF;FEM;SG
bestel	ordin	bestel	ordin	V;PRS	N;INDF;MASC;SG
mac	mac	mac	mac		
michel	michel	michel	michel	PROPN;SG	PROPN
leiden	leiden	leiden	leiden		PROPN
mario	mario	mario	mario		N;INDF;MASC;SG
brons	arzător	brons	arzător	N;PL	N;INDF;MASC;SG
brons	bronz	brons	bronz	N;PL	N;INDF;MASC;SG
onseker	nesigur	onseker	nesigur		ADJ;INDF;MASC;SG
onseker	nesigură	onseker	nesigur		ADJ;INDF;FEM;SG
gevoelens	sentimente	gevoel	sentiment	ADP	N;INDF;FEM;PL
gevoelens	sentimentele	gevoel	sentiment	ADP	N;DEF;FEM;PL
aanbeveel	recomandat	aanbeveel	recomandat	V;PRS	ADJ;INDF;MASC;SG
aanbeveel	recomandate	aanbeveel	recomandat	V;PRS	ADJ;INDF;FEM;PL
aanbeveel	recomandată	aanbeveel	recomandat	V;PRS	ADJ;INDF;FEM;SG
aanbeveel	recomandă	aanbeveel	recomanda	V;PRS	V;IND;SG;3;PST;FIN
aanbeveel	recomanda	aanbeveel	recomanda	V;PRS	V;IND;SG;3;IPFV;FIN
tennis	tenisul	tennis	tenis	N;PL	N;DEF;MASC;SG
tennis	tenis	tennis	tenis	N;PL	N;INDF;MASC;SG
visuele	vizuală	visueel	vizual	ADJ;NOM	ADJ;INDF;FEM;SG
visuele	vizual	visueel	vizual	ADJ;NOM	ADV
afghanistan	afganistan	afghanistan	afganistan	PROPN;SG	N;INDF;MASC;SG
afghanistan	afghanistan	afghanistan	afghanistan	PROPN;SG	N;INDF;MASC;SG
afghanistan	afganistanul	afghanistan	afganistan	PROPN;SG	N;DEF;MASC;SG
