から	from	から	from	CONJ	
ブルガリア	bulgar	ブルガリア	bulga	PROPN	
ブルガリア	bulgaristan	ブルガリア	bulgaristan	PROPN	PROPN;NOM;SG;3
トレーニング	antrenman	トレーニング	antrenman	N	
アンナ	anna	アンナ	anna	PROPN	
レンタル	kiralama	レンタル	kiralama	N	
レンタル	kiralama	レンタル	kiralama	N	
レンタル	kiralama	レンタル	kiralama	N	
レンタル	kira	レンタル	kira	N	
厳しい	sert	厳しい	sert	ADJ	
厳しい	zor	厳しい	zor	ADJ	
厳しい	zorlu	厳しい	zorlu	ADJ	
厳しい	sert	厳しい	sert	ADJ	
厳しい	haşin	厳しい	haşin	ADJ	
コマンド	komut	コマンド	komut	N	
コマンド	emrediyor	コマンド	emret	N	V;PROG;IND;SG;3;POS;INFM;PRS
コマンド	komut	コマンド	komut	N	
質量	kitle	質量	kitle	N	
質量	ayin	質量	ayin	N	
質量	toplu	質量	toplu	N	
質量	kütle	質量	kütle	N	
照明	aydınlanma	照明	aydınlan	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
照明	aydınlatma	照明	aydınlat	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
照明	işık	照明	işık	N	
照明	işıklandırma	照明	işıklan	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
照明	aydınlatma	照明	aydınlat	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
暴力	şiddet	暴力	şiddet	N	
暴力	vahşet	暴力	vahşet	N	
熊谷	kumagai	熊谷	kumagai	PROPN	
ミル	mill	ミル	mill	PROPN	
ミル	değirmen	ミル	değir	PROPN	
プロイセン	prusya	プロイセン	prusya	N	PROPN;NOM;SG;3
プロイセン	prusya	プロイセン	prusya	N	PROPN;NOM;SG;3
ペット	pet	ペット	pet	N	
ペット	hayvan	ペット	hayvan	N	
ペット	hayvanlar	ペット	hayvan	N	ADJ;NOM;PL;3
エンド	bitir	エンド	bitir	N	V;PFV;IMP;SG;2;POS;PRS
エンド	son	エンド	son	N	
エンド	sonu	エンド	son	N	
エンド	bitiş	エンド	bitiş	N	
フラ	fra	フラ	fra	PROPN	
フラ	hula	フラ	hula	PROPN	
独特	benzersiz	独特	benzersiz	ADJ	V;IPFV;IND;PL;2;POS
独特	tekil	独特	tekil	ADJ	
ピエール	pierre	ピエール	pierr	PROPN	
住所	adres	住所	adres	N	
ラップ	rap	ラップ	rap	N	
亡命	sürgüne	亡命	sürgü	V	N;DAT;SG;3
亡命	sürgün	亡命	sürgün	V	
天文学	astronomi	天文学	astronomi	N	
不適切	uygunsuz	不適切	uygunsuz	ADJ	
不適切	küfürlü	不適切	küfürlü	ADJ	N;NOM;SG;3
限界	limit	限界	limit	N	
限界	sınır	限界	sınır	N	
限界	sınırlama	限界	sınırla	N	
限界	limit	限界	limit	N	
視点	perspektif	視点	perspektif	N	
チベット	tibet	チベット	tibet	PROPN	
朝倉	asakura	朝倉	asakur	PROPN	
キロメートル	kilometre	キロメートル	kilometre	N	
キロメートル	kilometre	キロメートル	kilometre	N	
キロメートル	kilometre	キロメートル	kilometre	N	
アーケード	arcade	アーケード	arca	PROPN	
宮殿	saray	宮殿	saray	N	
毎月	aylık	毎月	aylık	N	
需要	talep	需要	talep	N	
ルーマニア	romanya	ルーマニア	romanya	PROPN	PROPN;NOM;SG;3
キス	öpüşme	キス	öpüş	V	N;NOM;SG;3
キス	öpücük	キス	öpücük	V	N;NOM;SG;3
キス	öpücük	キス	öpücük	V	N;NOM;SG;3
キス	öpücük	キス	öpücük	V	N;NOM;SG;3
キス	kiss	キス	kiss	V	
キス	op	キス	op	V	
圧力	basınç	圧力	basınç	N	
圧力	baskı	圧力	baskı	N	
ロマン	romalı	ロマン	romalı	N	
ロマン	roman	ロマン	roman	N	
衣装	kostüm	衣装	kostüm	N	
衣装	kostüm	衣装	kostüm	N	
衣装	kostümlü	衣装	kostümlü	N	
衣装	giysi	衣装	giy	N	
ウィリアムズ	williams	ウィリアムズ	williams	PROPN	PROPN;NOM;SG;3
倉敷	kurashiki	倉敷	kurashiki	PROPN	PROPN;NOM;SG;3
伝承	folklor	伝承	folk	N	
別れ	elveda	別れ	elve	V	
別れ	veda	別れ	veda	V	
別れ	ayrılık	別れ	ayrılık	V	N;NOM;SG;3
近隣	mahalle	近隣	mahal	N	
必要	ihtiyaç	必要	ihtiyaç	N	
大山	oyama	大山	oya	PROPN	PROPN;NOM;SG;3
努力	çabaları	努力	çaba	V	N;NOM;PL;3
努力	çabalar	努力	çaba	V	N;NOM;PL;3
努力	gayret	努力	gayret	V	
努力	emek	努力	emek	V	
努力	çaba	努力	çaba	V	
再会	toplantıları	再会	toplantı	V	N;NOM;PL;3
再会	araya	再会	ara	V	ADJ;DAT;SG;3
再会	birleşme	再会	birleşme	V	
スパイ	casus	スパイ	casus	N	
スパイ	casus	スパイ	casus	N	
出雲	izumo	出雲	izumo	PROPN	
素材	materyal	素材	materyal	N	
素材	malzeme	素材	malzem	N	
素材	malzeme	素材	malzem	N	
ライナー	rainer	ライナー	rain	N	PROPN;NOM;SG;3
登山	tırmanma	登山	tırman	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
登山	tırmanmak	登山	tırman	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
ログ	kütük	ログ	kütük	N	
ログ	günlük	ログ	günlük	N	
ログ	kütük	ログ	kütük	N	
捕虜	tutuklu	捕虜	tutuklu	N	
捕虜	tutsak	捕虜	tutsak	N	
捕虜	mahkum	捕虜	mahkum	N	
捕虜	esir	捕虜	esir	N	
捕虜	mahkûm	捕虜	mahkûm	N	
怒り	öfke	怒り	öfke	V	
怒り	kızgınlık	怒り	kızgınlık	V	N;NOM;SG;3
怒り	sinir	怒り	i	V	
怒り	sinirli	怒り	sinirli	V	
怒り	öfkeli	怒り	öfkeli	V	
怒り	kızgın	怒り	kızgın	V	
ブー	boo	ブー	boo	PROPN	
女	kız	女	kız	N	
女	girl	女	girl	N	
女	kızım	女	kız	N	ADJ;NOM;SG;3
女	kiz	女	kiz	N	
トレード	takas	トレード	takas	V	
トレード	ticaret	トレード	ticaret	V	
回路	devre	回路	devre	N	
神田	kanda	神田	kan	PROPN	
商人	tüccar	商人	tüccar	N	
外観	görünüş	外観	görünüş	N	
外観	bak	外観	bak	N	V;PFV;IMP;SG;2;POS;PRS
マネージャー	menajer	マネージャー	menajer	N	
マネージャー	müdür	マネージャー	müdür	N	
マネージャー	yönetici	マネージャー	yönetici	N	
近衛	konoe	近衛	konoe	PROPN	
エイト	sekiz	エイト	sekiz	PROPN	NUM
エイト	eight	エイト	eight	PROPN	
エイト	sekizi	エイト	sekiz	PROPN	
奨励	teşvik	奨励	teşvik	V	
パンチ	yumruk	パンチ	yumruk	N	
パンチ	yumrukla	パンチ	yumruk	N	ADJ;INS;SG;3
シャルル	charles	シャルル	charles	PROPN	PROPN;NOM;SG;3
シルバー	gümüş	シルバー	gümüş	N	
シルバー	silver	シルバー	silve	N	PROPN;NOM;SG;3
救助	kurtarma	救助	kurtarma	V	
やす	kolaylık	やす	kolaylık	PROPN	N;NOM;SG;3
ジョージア	gürcistan	ジョージア	gürcistan	PROPN	PROPN;NOM;SG;3
ジョージア	georgia	ジョージア	georgia	PROPN	PROPN;NOM;SG;3
水曜日	çarşamba	水曜日	çarşamba	N	
水曜日	izdivaç	水曜日	izdivaç	N	
グレイ	gray	グレイ	gray	PROPN	
グレイ	gri	グレイ	gri	PROPN	
グレイ	grey	グレイ	grey	PROPN	
グレイ	gri	グレイ	gri	PROPN	
チェンジ	değişim	チェンジ	değişim	N	
チェンジ	değiştir	チェンジ	değiş	N	
チェンジ	değiştirme	チェンジ	değiş	N	V;PFV;IMP;SG;2;NEG;PRS;CAUS
デル	del	デル	del	PROPN	PROPN;NOM;SG;3
デル	dell	デル	dell	PROPN	
働く	çalışan	働く	çalış	V	
アドベンチャー	macera	アドベンチャー	macera	N	
木下	kinoshita	木下	kinoshita	PROPN	
ディン	dinh	ディン	dinh	PROPN	INTJ
火曜日	salı	火曜日	salı	N	
火曜日	sali	火曜日	sali	N	
アドレス	adres	アドレス	adres	N	
アルバ	alba	アルバ	alba	PROPN	PROPN;NOM;SG;3
アルバ	aruba	アルバ	arub	PROPN	PROPN;NOM;SG;3
加賀	kaga	加賀	kaga	PROPN	PROPN;NOM;SG;3
売り上げ	satış	売り上げ	satış	N	
ニーズ	ihtiyaç	ニーズ	ihtiyaç	N	
ニーズ	lazım	ニーズ	lazım	N	
ニーズ	gerek	ニーズ	gerek	N	
ニーズ	ihtiyaç	ニーズ	ihtiyaç	N	
ニーズ	ihtiyacı	ニーズ	ihtiyaç	N	
ゲイ	gey	ゲイ	gey	N	
ゲイ	gay	ゲイ	gay	N	
ゲイ	eşcinsel	ゲイ	eşcinsel	N	
コント	comte	コント	comte	N	
森林	orman	森林	orman	N	
森林	orman	森林	orman	N	
マンション	konak	マンション	konak	N	
マンション	malikane	マンション	malikane	N	
マンション	köşk	マンション	köşk	N	
グレート	harika	グレート	harik	PROPN	
混合	karışık	混合	karışık	N	
告白	itiraf	告白	itiraf	V	
山陽	sanyo	山陽	sanyo	PROPN	
ノット	düğüm	ノット	düğüm	N	
ノット	knot	ノット	knot	N	
セカンド	ikinci	セカンド	ikinci	N	ADJ
セカンド	ikincisi	セカンド	ikinci	N	NUM;NOM;SG;3
小田原	odawara	小田原	oda	PROPN	PROPN;NOM;SG;3
ブーム	güm	ブーム	güm	N	
ブーム	bum	ブーム	bum	N	
ブーム	boom	ブーム	boom	N	
ブーム	bom	ブーム	bom	N	
マドリード	madrid	マドリード	madrid	PROPN	PROPN;NOM;SG;3
和泉	izumi	和泉	izum	PROPN	
後ろ	arkasında	後ろ	arka	N	ADJ;ESS;SG;3
後ろ	geri	後ろ	geri	N	
後ろ	arka	後ろ	arka	N	
パーティー	parti	パーティー	parti	N	
パーティー	party	パーティー	party	N	
修行	antrenman	修行	antrenman	V	
修行	eğitimi	修行	eğitim	V	N;ACC;SG;3
修行	eğitim	修行	eğitim	V	N;NOM;SG;3
ミュンヘン	münih	ミュンヘン	münih	PROPN	PROPN;NOM;SG;3
ニック	nick	ニック	nick	PROPN	
丸山	maruyama	丸山	maru	PROPN	
ブラッド	kan	ブラッド	kan	PROPN	
ブラッド	blood	ブラッド	blood	PROPN	
ブラッド	brad	ブラッド	brad	PROPN	
ギャラリー	galeri	ギャラリー	galer	N	
動員	seferberlik	動員	seferberlik	V	N;NOM;SG;3
ガード	muhafız	ガード	muhafız	N	
ガード	bekçi	ガード	bekçi	N	
ガード	gardiyan	ガード	gardiyan	N	
十二	twelve	十二	twelve	NUM	
十二	oniki	十二	oniki	NUM	
ターン	dön	ターン	dön	N	V;PFV;IMP;SG;2;POS;PRS
ターン	dönüş	ターン	dönüş	N	
ショウ	shaw	ショウ	shaw	PROPN	
結論	sonuç	結論	sonuç	N	
秘書	sekreter	秘書	sekreter	N	
秘書	bakan	秘書	bak	N	
ブライアン	brian	ブライアン	brian	PROPN	
ブライアン	brain	ブライアン	brain	PROPN	
ウォーター	su	ウォーター	su	N	
牧野	makino	牧野	makino	PROPN	
ダニエル	daniel	ダニエル	daniel	PROPN	
詰め	dolma	詰める	dolma	V	
土佐	tosa	土佐	tos	PROPN	
クロアチア	hırvatistan	クロアチア	hırvatistan	PROPN	PROPN;NOM;SG;3
ソナタ	sonatlar	ソナタ	sonat	PROPN	N;NOM;PL;3
ソナタ	sonata	ソナタ	sonat	PROPN	PROPN;NOM;SG;3
表彰	ödüller	表彰	ödül	V	N;NOM;PL;3
表彰	ödül	表彰	ödül	V	
表彰	ödülleri	表彰	ödül	V	N;NOM;PL;3
表彰	ödül	表彰	ödül	V	
表彰	ödülü	表彰	ödül	V	N;ACC;SG;3
陽子	proton	陽子	proton	PROPN	
不満	hoşnutsuzluk	不満	hoşnutsuzluk		N;NOM;SG;3
ラテン語	latince	ラテン語	latince	N	
ラテン語	latin	ラテン語	latin	N	
アントニオ	antónio	アントニオ	ant	PROPN	PROPN;NOM;SG;3
アントニオ	antonio	アントニオ	antonio	PROPN	PROPN;NOM;SG;3
アーカイブ	arşivleme	アーカイブ	arşivle	N	
アーカイブ	arşivlenmiş	アーカイブ	arşivle	N	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
アーカイブ	arşivi	アーカイブ	arşivi	N	
アーカイブ	arşiv	アーカイブ	arşiv	N	
アーカイブ	arşiv	アーカイブ	arşiv	N	
騎兵	süvari	騎兵	süvari	N	
衝撃	çarpışma	衝撃	çarpış	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
衝撃	etki	衝撃	etki	N	
衝撃	çarpma	衝撃	çarp	N	
衝撃	darbe	衝撃	darbe	N	
衝撃	sok	衝撃	sok	N	V;PFV;IND;SG;3;POS;PST
衝撃	şok	衝撃	şok	N	
手続き	prosedürleri	手続き	prosedür	V	N;NOM;PL;3
手続き	prosedür	手続き	prosedür	V	
ユニオン	sendika	ユニオン	sendika	N	
ユニオン	birlik	ユニオン	birlik	N	
カロライナ	carolina	カロライナ	carol	PROPN	PROPN;NOM;SG;3
諏訪	suwa	諏訪	su	PROPN	PROPN;NOM;SG;3
前面	öne	前面	ön	N	
前面	cephe	前面	cephe	N	
前面	ön	前面	ön	N	
瞬間	anı	瞬間	an	N	
瞬間	anlık	瞬間	anlık	N	
中断	kesinti	中断	kesint	V	
中断	iptal	中断	iptal	V	
中断	askıya	中断	askı	V	N;DAT;SG;3
ホンダ	honda	ホンダ	hon	PROPN	N;NOM;SG;3
ストップ	dur	ストップ	i	N	V;PFV;SG;3;PRS
歯科	diş	歯科	diş	N	
招待	davetiye	招待	davetiy	V	N;NOM;SG;3
招待	davet	招待	davet	V	
招待	davetli	招待	davetli	V	ADJ
招待	davetiye	招待	davetiy	V	N;NOM;SG;3
招待	davet	招待	davet	V	
招待	davetli	招待	davetli	V	ADJ
招待	davet	招待	davet	V	
エクスプレス	ekspres	エクスプレス	ekspres	N	
エクスプレス	express	エクスプレス	express	N	PROPN;NOM;SG;3
スタンド	stand	スタンド	stand	N	
田辺	tanabe	田辺	tanabe	PROPN	
怪我	yaralılar	怪我	yaralı	V	N;NOM;PL;3
怪我	yaralı	怪我	yaralı	V	
怪我	sakatlık	怪我	sakatlık	V	N;NOM;SG;3
怪我	yara	怪我	yara	V	
怪我	yaralama	怪我	yaralama	V	
怪我	yaraları	怪我	yara	V	N;NOM;PL;3
怪我	yaralar	怪我	yara	V	N;NOM;PL;3
怪我	yaralılar	怪我	yaralı	V	N;NOM;PL;3
松尾	matsuo	松尾	matsuo	PROPN	
プレゼント	şimdiki	プレゼント	şimdiki	N	
プレゼント	mevcut	プレゼント	mevcut	N	
スロバキア	slovak	スロバキア	slovak	PROPN	
スロバキア	slovakya	スロバキア	slovakya	PROPN	PROPN;NOM;SG;3
グラフ	grafik	グラフ	grafik	N	
縮小	psikiyatrist	縮小	psikiyatrist	V	N;NOM;SG;3
縮小	psikiyatr	縮小	psikiyatr	V	N;NOM;SG;3
健一	kenichi	健一	kenichi	PROPN	
馬力	beygir	馬力	beygir	N	
アリーナ	arena	アリーナ	aren	N	ADJ;DAT;SG;3
回収	kurtarma	回収	kurtarma	V	
四日市	yokkaichi	四日市	yokkaichi	PROPN	PROPN;NOM;SG;3
認証	doğrulama	認証	doğrulama	N	
認証	doğrula	認証	doğrula	N	
認証	doğrulama	認証	doğrulama	N	
認証	doğrulaması	認証	doğrul	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
認証	doğrulama	認証	doğrulama	N	
復讐	intikam	復讐	intikam	V	
復讐	intikam	復讐	intikam	V	
復讐	intikamı	復讐	intikam	V	N;NOM;SG;3
本当に	cidden	本当に	cidden	ADV	
講義	konferans	講義	konferans	V	
講義	nutuk	講義	nutuk	V	
講義	ders	講義	ders	V	
講義	dersler	講義	ders	V	N;NOM;PL;3
ボブ	bob	ボブ	bob	PROPN	
チャンス	şans	チャンス	şans	N	
チャンス	chance	チャンス	chance	N	
マーティン	martin	マーティン	martin	PROPN	
制服	üniformalı	制服	üniformal	N	ADJ
制服	forma	制服	forma	N	
制服	üniforma	制服	üniforma	N	
リアル	real	リアル	real	ADJ	
リアル	gercek	リアル	gercek	ADJ	
リアル	reel	リアル	reel	ADJ	
リアル	gerçek	リアル	gerçek	ADJ	
リアル	riyali	リアル	riyal	ADJ	N;ACC;SG;3
ギタリスト	gitarist	ギタリスト	gitarist	N	
アーサー	arthur	アーサー	arthur	PROPN	
学位	derece	学位	derece	V	
学位	derecesi	学位	derece	V	N;NOM;SG;3
学位	diploma	学位	diplom	V	N;NOM;SG;3
カム	cam	カム	cam	N	
ラッシュ	acele	ラッシュ	acele	N	
ラッシュ	rush	ラッシュ	rush	N	
ラッシュ	bereketli	ラッシュ	bereketli	N	
ラッシュ	gür	ラッシュ	gür	N	
ラッシュ	ayyaş	ラッシュ	ayyaş	N	
コントロール	kontrol	コントロール	kontrol	V	
コントロール	control	コントロール	control	V	
コントロール	kumanda	コントロール	kumanda	V	N;NOM;SG;3
コントロール	denetim	コントロール	denetim	V	
コントロール	kontroller	コントロール	kontrol	V	N;NOM;PL;3
コントロール	kontrolleri	コントロール	kontrol	V	N;ACC;PL;3
アルト	alto	アルト	alto	PROPN	
西川	nishikawa	西川	nishika	PROPN	
山中	yamanaka	山中	yamanak	PROPN	
階段	merdiven	階段	merdiven	N	
階段	merdiven	階段	merdiven	N	
階段	merdiven	階段	merdiven	N	
ナン	nan	ナン	nan	N	
那覇	naha	那覇	naha	PROPN	PROPN;NOM;SG;3
ステレオ	stereo	ステレオ	stereo	N	
フォーク	çatal	フォーク	çatal	N	
フォーク	folk	フォーク	folk	N	
ブリッジ	köprü	ブリッジ	köprü	N	
思い出	hatıralar	思い出	hatıra	V	N;NOM;PL;3
思い出	anılar	思い出	anı	V	N;NOM;PL;3
ピアニスト	piyanist	ピアニスト	piyanist	N	
原理	ilke	原理	ilke	N	
原理	prensip	原理	prens	N	
原理	ilke	原理	ilke	N	
キューバ	küba	キューバ	küba	PROPN	
キューバ	kübalı	キューバ	kübalı	PROPN	
キューバ	küba	キューバ	küba	PROPN	
予約	rezervasyon	予約	rezervasyon	V	N;NOM;SG;3
予約	randevu	予約	randev	V	N;NOM;SG;3
予約	rezervasyon	予約	rezervasyon	V	N;NOM;SG;3
予約	rezervasyon	予約	rezervasyon	V	N;NOM;SG;3
バーン	ambar	バーン	ambar	N	
ふじ	fuji	ふじる	fuji	PROPN	PROPN;NOM;SG;3
工藤	kudo	工藤	kudo	PROPN	
戦術	taktikleri	戦術	taktik	N	V;PFV;NOM;IND;POS;PST;V.PTCP
戦術	taktik	戦術	taktik	N	
戦術	taktik	戦術	taktik	N	
スピン	döndürme	スピン	dön	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
スピン	dön	スピン	dön	N	V;PFV;IMP;SG;2;POS;PRS
スピン	spin	スピン	spin	N	
スピン	dönüş	スピン	dönüş	N	
ホイール	teker	ホイール	teker	N	
ホイール	çark	ホイール	çark	N	
ホイール	çark	ホイール	çark	N	
カラ	kara	カラ	kara	PROPN	
レーザー	lazer	レーザー	lazer	N	
アキ	aki	アキ	ki	PROPN	
ライオンズ	aslanları	ライオンズ	aslan	PROPN	ADJ;NOM;PL;3
ライオンズ	aslanlar	ライオンズ	aslan	PROPN	ADJ;NOM;PL;3
間違い	hata	間違い	hata	N	
間違い	yanlışlık	間違い	yanlışlık	N	
つくば	tsukuba	つくば	tsuk	PROPN	PROPN;NOM;SG;3
ヒトラー	hitler	ヒトラー	hit	PROPN	PROPN;NOM;SG;3
フィラデルフィア	philly	フィラデルフィア	philly	PROPN	
フィラデルフィア	philadelphia	フィラデルフィア	philadelphia	PROPN	PROPN;NOM;SG;3
フィラデルフィア	philadelphia	フィラデルフィア	philadelphia	PROPN	PROPN;NOM;SG;3
走り	run	走る	run	V	
走り	kaç	走る	kaç	V	ADJ
走り	koş	走る	koş	V	
忍者	ninja	忍者	ninja	N	
サスペンス	gerilim	サスペンス	gerilim	N	
海峡	boğaz	海峡	boğaz	N	
海峡	kanal	海峡	kanal	N	
海峡	channel	海峡	channel	N	
氏名	adın	氏名	ad	N	
永井	nagai	永井	nagai	PROPN	
ラーメン	ramen	ラーメン	ramen	N	
ワイ	wye	ワイ	wye	PROPN	PROPN;NOM;SG;3
ワイ	wai	ワイ	wai	PROPN	
バッハ	bach	バッハ	bach	PROPN	
立花	tachibana	立花	tachiban	PROPN	N;DAT;SG;3
スポット	nokta	スポット	nokta	N	
スポット	spot	スポット	spot	N	
酸素	oksijen	酸素	oksij	N	
マサチューセッツ	massachusetts	マサチューセッツ	massachusetts	PROPN	
浅野	asano	浅野	asano	PROPN	
ハリー	harry	ハリー	harry	PROPN	
松原	matsubara	松原	matsubar	PROPN	
要件	gereksinim	要件	gereksin	N	
要件	şart	要件	şart	N	
ビーチ	sahilde	ビーチ	sahilde	PROPN	N;ESS;SG;3
ビーチ	kumsal	ビーチ	kumsal	PROPN	
ビーチ	plaj	ビーチ	plaj	PROPN	
ビーチ	sahil	ビーチ	sahil	PROPN	
ビーチ	beach	ビーチ	beach	PROPN	N;NOM;SG;3
ビーチ	plajlar	ビーチ	plaj	PROPN	N;NOM;PL;3
高岡	takaoka	高岡	takaoka	PROPN	
めぐみ	megumi	めぐみ	megumi	PROPN	
プロセス	süreç	プロセス	süreç	N	
プロセス	işlem	プロセス	işlem	N	
プロセス	süreç	プロセス	süreç	N	
カルロス	carlos	カルロス	carlos	PROPN	PROPN;NOM;SG;3
秋山	akiyama	秋山	akiyam	PROPN	N;DAT;SG;3
友達	dostlar	友達	dost	N	ADJ;NOM;PL;3
友達	arkadaş	友達	arkadaş	N	
友達	arkadaş	友達	arkadaş	N	
友達	dost	友達	dost	N	
リポーター	gazeteci	リポーター	gazeteci	N	
リポーター	muhabir	リポーター	muhabir	N	
ゴジラ	godzilla	ゴジラ	godzil	PROPN	
箱根	hakone	箱根	hakone	PROPN	N;NOM;SG;3
登記	ruhsat	登記	ruhsat	N	
登記	tescil	登記	tescil	N	
登記	kayıt	登記	kayıt	N	
伊豆	izu	伊豆	izu	PROPN	
レディ	lady	レディ	lady	N	
レディ	hanım	レディ	hanım	N	
レディ	bayan	レディ	bayan	N	
リカ	rika	リカ	rika	PROPN	PROPN;NOM;SG;3
ついに	nihayet	ついに	nihayet	ADV	
哲也	tetsuya	哲也	tetsu	PROPN	
着陸	iniş	着陸	iniş	V	
損害	zarar	損害	zarar	N	
損害	hasar	損害	hasar	N	
河野	kono	河野	kono	PROPN	
河野	kawano	河野	kawano	PROPN	
キース	keith	キース	keith	PROPN	
京成	keisei	京成	keisei	PROPN	
ボート	kürek	ボート	kürek	N	
ボート	kayık	ボート	kayık	N	
ボート	tekne	ボート	tekne	N	
ボート	sandal	ボート	sandal	N	
ボート	bot	ボート	bot	N	
ボート	gemi	ボート	gemi	N	
説得	ikna	説得	ikna	V	
豊橋	toyohashi	豊橋	toyohashi	PROPN	
サーキット	devre	サーキット	devre	N	
行列	matrix	行列	matrix	N	
日常	hergün	日常	hergün	N	
独占	ayrıcalıklı	独占	ayrıcalıklı	V	N;NOM;SG;3
独占	özel	独占	özel	V	ADJ
独占	monopoly	独占	monopoly	V	
ベリー	meyveler	ベリー	meyve	PROPN	N;NOM;PL;3
ベリー	böğürtlen	ベリー	böğür	PROPN	
ベリー	berry	ベリー	berry	PROPN	
道具	donatım	道具	donatım	N	
道具	ekipman	道具	ekipman	N	
道具	donanım	道具	don	N	
道具	alet	道具	alet	N	
道具	araç	道具	araç	N	
岡村	okamura	岡村	okam	PROPN	
天気	hava	天気	hava	N	
謝罪	özür	謝罪	özür	V	
認知	bilişsel	認知	bilişsel	V	
比率	oran	比率	oran	N	
エリ	eli	エリ	el	PROPN	
ビール	bira	ビール	bira	N	
ビール	bira	ビール	bira	N	
クリスタル	kristal	クリスタル	kristal	N	
クリスタル	crystal	クリスタル	crystal	N	PROPN;NOM;SG;3
中田	nakata	中田	nakat	PROPN	
バイク	motor	バイク	motor	N	
バイク	motorsiklet	バイク	motorsiklet	N	
バイク	motor	バイク	motor	N	
ボクサー	boksör	ボクサー	boksör	N	
ボクサー	boxer	ボクサー	boxer	N	
チャンピオンズ	şampiyonları	チャンピオンズ	şampiyon	PROPN	N;NOM;PL;3
チャンピオンズ	şampiyon	チャンピオンズ	şampiyon	PROPN	
チャンピオンズ	şampiyonlar	チャンピオンズ	şampiyon	PROPN	N;NOM;PL;3
ドクター	doctor	ドクター	doctor	N	
ドクター	doktor	ドクター	doktor	N	
放棄	feragat	放棄	feragat	V	
あゆみ	ayumi	あゆみ	ayumi	N	
マレーシア	malezya	マレーシア	malezya	PROPN	PROPN;NOM;SG;3
考え	zihniyet	考える	zihniyet	V	
山内	yamauchi	山内	yamauchi	PROPN	
告知	duyuru	告知	duyur	V	N;NOM;SG;3
告知	anons	告知	anons	V	
告知	fark	告知	fark	V	N;NOM;SG;3
符号	kodu	符号	kodu	N	
符号	kod	符号	kod	N	
古川	furukawa	古川	furuka	PROPN	
無限	sonsuzluk	無限	sonsuzluk		N;NOM;SG;3
当局	yetkililer	当局	yetkili	N	ADJ;NOM;PL;3
当局	yetkililere	当局	yetkili	N	ADJ;DAT;PL;3
バイオ	bio	バイオ	bio	N	
バイオ	biyo	バイオ	biyo	N	
バイオ	biyografi	バイオ	biyografi	N	
ハロー	merhaba	ハロー	merhaba	PROPN	
ハロー	selam	ハロー	selam	PROPN	
ハロー	hello	ハロー	hello	PROPN	
付与	hibe	付与	hibe	V	
付与	grant	付与	grant	V	
エリック	erik	エリック	erik	PROPN	
研究員	araştırmacı	研究員	araştır	N	
ハーフ	yarı	ハーフ	yarı	N	
ハーフ	yarısı	ハーフ	yarı	N	ADJ;NOM;SG;3
ハーフ	yarim	ハーフ	yarim	N	
ハーフ	yarım	ハーフ	yarım	N	
村田	murata	村田	mura	PROPN	
ジェン	jen	ジェン	jen	PROPN	
ネオ	neo	ネオ	neo	PROPN	
幸せ	mutluluklar	幸せ	mutluluk	ADJ	N;NOM;PL;3
幸せ	mutluluk	幸せ	mutluluk	ADJ	N;NOM;SG;3
幸せ	mutluluğu	幸せ	mutluluk	ADJ	N;ACC;SG;3
幸せ	mutluluklar	幸せ	mutluluk	ADJ	N;NOM;PL;3
幸せ	happy	幸せ	happy	ADJ	
人種	irk	人種	irk	N	
人種	yarış	人種	yarış	N	
中原	nakahara	中原	nakahar	PROPN	
運河	kanal	運河	kanal	N	
日向	hyūga	日向	hyūga	PROPN	
日向	hyuga	日向	hyuga	PROPN	
同等	eşdeğer	同等	eşdeğer	CONJ	
リトアニア	litvanya	リトアニア	litvanya	PROPN	PROPN;NOM;SG;3
グローバル	global	グローバル	global	ADJ	
グローバル	evrensel	グローバル	evrensel	ADJ	
グローバル	küresel	グローバル	küresel	ADJ	
春日	kasuga	春日	kasuga	PROPN	
安倍	abe	安倍	abe	PROPN	
小沢	ozawa	小沢	oza	PROPN	
農民	köylü	農民	köylü	N	
農民	köylü	農民	köylü	N	
農民	köylüler	農民	köylü	N	ADJ;NOM;PL;3
台詞	diyalog	台詞	diyalog	N	
候補	aday	候補	aday	N	
彗星	kuyruklu	彗星	kuyruklu	N	
彗星	kuyrukluyıldızlar	彗星	kuyruklu	N	V;PFV;IND;PL;3;POS;PST;PASS
スプリング	ilkbahar	スプリング	ilkbahar	N	
スプリング	yay	スプリング	yay	N	
スプリング	bahar	スプリング	bahar	N	
アナウンス	duyuru	アナウンス	duyur	V	N;NOM;SG;3
アナウンス	anons	アナウンス	anons	V	
アナウンス	anons	アナウンス	anons	V	
アナウンス	duyuru	アナウンス	duyur	V	N;NOM;SG;3
アナウンス	duyurular	アナウンス	duyuru	V	N;NOM;PL;3
