oli	бе	olema	съм	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
mao	мао	magu	мао	N;NOM;SG	PROPN;INDF;MASC;SG
virginia	вирджиния	virginia	вирджиния	N;NOM;SG	PROPN;INDF;FEM;SG
peatus	спрян	peatus	спра-(се)	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
peatus	спряна	peatus	спра-(се)	N;NOM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
peatus	спря	peatus	спра-(се)	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
uuritud	учил	uurima	уча-(се)	V;PST;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
uuritud	учила	uurima	уча-(се)	V;PST;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
martini	мартини	martima	мартина	N;SG	PROPN;INDF;FEM;SG
rubla	рубли	rubla	рубла	N;PRT;SG	N;INDF;FEM;PL
xviii	xviii	xviii	xviii	N;NOM;SG	ADJ;INDF;FEM;SG
kulda	златен	kuld	златен	N;PRT;SG	ADJ;INDF;MASC;SG
kulda	златни	kuld	златен	N;PRT;SG	ADJ;INDF;PL
kulda	златно	kuld	златен	N;PRT;SG	ADV
kulda	златна	kuld	златен	N;PRT;SG	ADJ;INDF;FEM;SG
kevin	кевин	kevin	кевин	N;NOM;SG	PROPN;INDF;MASC;SG
nord	nord	nord	nor	N;NOM;SG	PROPN;INDF;MASC;SG
ulrich	улрих	ulrich	улра	N;NOM;SG	PROPN;INDF;MASC;SG
magdaleena	магдалена	magda_leen	магдален	N;NOM;SG	PROPN;INDF;FEM;SG
mõjutas	повлиян	mõjutama	повлиян-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mõjutas	повлияни	mõjutama	повлияя-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
madridi	мадрид	madrid	мадрид	N;NOM;SG	PROPN;INDF;MASC;SG
positiivne	положителни	positiivne	положителен	ADJ;NOM;SG	ADJ;INDF;PL
positiivne	положително	positiivne	положително	ADJ;NOM;SG	ADV
paolo	паоло	paolo	паоло	N;NOM;SG	PROPN;INDF;MASC;SG
paolo	пауло	paolo	пауло	N;NOM;SG	PROPN;INDF;MASC;SG
planeedi	планетарна	planeet	планетарен	N;GEN;SG	ADJ;INDF;FEM;SG
vili	плодове	vili	плод	N;NOM;SG	N;INDF;MASC;PL
hansen	хансън	hansen	хансън	N;NOM;SG	PROPN;INDF;MASC;SG
hansen	хансен	hansen	хансен	N;NOM;SG	PROPN;INDF;MASC;SG
hansen	хенсън	hansen	хенсън	N;NOM;SG	PROPN;INDF;MASC;SG
nõu	съвети	nõu	съвет	N;PRT;SG	N;INDF;MASC;PL
näinud	видян	nägema	видя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
näinud	видяна	nägema	видя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
näinud	видяно	nägema	видя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ruth	рут	ruth	рут	N;NOM;SG	PROPN;INDF;FEM;SG
gordon	гордън	gordon	гордън	N;NOM;SG	PROPN;INDF;MASC;SG
halb	зле	halb	зле	ADJ;NOM;SG	ADV
halb	лошо	halb	лошо	ADJ;NOM;SG	ADV
halb	кофти	halb	кофта	ADJ;NOM;SG	ADV
männi	пайн	mänd	пайн	N;NOM;SG	PROPN;INDF;MASC;SG
klaus	клаус	klaus	клаус	N;NOM;SG	PROPN;INDF;MASC;SG
päevad	дена	päev	ден	N;NOM;PL	N;DEF;MASC;SG
laadi	зареди	laad	заредя	N;PRT;SG	V;PFV;IMP;SG;2;FIN
range	строги	range	строг	ADJ;NOM;SG	ADJ;INDF;PL
saabusid	пристигнал	saabuma	пристигна	V;IND;PL;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
saabusid	пристигна	saabuma	пристигна	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
viirus	вируси	viirus	вирус	N;NOM;SG	N;INDF;MASC;PL
arvas	мисъл	arvama	мисъл	V;IND;SG;3;PST;FIN;ACT	N;INDF;FEM;SG
sekundit	секунди	sekund	секунда	N;PRT;SG	N;INDF;FEM;PL
patarei	батерии	patarei	батерия	N;NOM;SG	N;INDF;FEM;PL
majanduslik	икономическо	majanduslik	икономически	ADJ;NOM;SG	ADV
über	über	über	über	N;NOM;SG	PROPN;INDF;MASC;SG
vaimse	психично	vaimne	психичен	ADJ;GEN;SG	ADV
vaimse	душевно	vaimne	душевен	ADJ;GEN;SG	ADV
vaimse	психични	vaimne	психичен	ADJ;GEN;SG	ADJ;INDF;PL
vaimse	умствена	vaimne	умствен	ADJ;GEN;SG	N;INDF;FEM;SG
lawrence	лорънс	lawrence	лорънс	N;NOM;SG	PROPN;INDF;MASC;SG
lawrence	лоурънс	lawrence	лоурънс	N;NOM;SG	PROPN;INDF;MASC;SG
berg	бърг	berg	бърг	N;NOM;SG	PROPN;INDF;FEM;SG
tuhandeid	хиляди	tuhat	хиляда	NUM;PRT;PL	N;INDF;FEM;PL
helen	хелън	helen	хелън	N;NOM;SG	PROPN;INDF;FEM;SG
graafika	картини	graafika	картина	N;NOM;SG	N;INDF;FEM;PL
graafika	графики	graafika	графика	N;NOM;SG	N;INDF;FEM;PL
graafika	графичен	graafika	графичен	N;NOM;SG	ADJ;INDF;MASC;SG
tori	тори	tori	тори	N;NOM;SG	V;IPFV;IMP;SG;3;FIN
kompleks	комплексно	kompleks	комплексно	N;NOM;SG	ADV
kompleks	сложни	kompleks	сложен	N;NOM;SG	ADJ;INDF;PL
kompleks	сложна	kompleks	сложен	N;NOM;SG	ADJ;INDF;FEM;SG
ford	форд	ford	форд	N;NOM;SG	PROPN;INDF;MASC;SG
spordi	спортни	sport	спортен	N;PRT;SG	ADJ;INDF;PL
spordi	спортен	sport	спортен	N;PRT;SG	ADJ;INDF;MASC;SG
spordi	спортно	sport	спортен	N;PRT;SG	ADV
spordi	спортове	sport	спорт	N;PRT;SG	N;INDF;MASC;PL
marco	марко	marco	марко	N;NOM;SG	PROPN;INDF;MASC;SG
little	малка	little	малък	N;NOM;SG	ADJ;INDF;FEM;SG
little	малки	little	малък	N;NOM;SG	ADJ;INDF;PL
little	малък	little	малък	N;NOM;SG	ADJ;INDF;MASC;SG
little	малко	little	малко	N;NOM;SG	ADV;INDF;PL
colombia	колумбийски	colombia	колумбийски	ADJ	PROPN;INDF;MASC;SG
colombia	колумбия	colombia	колумбия	ADJ	PROPN;INDF;FEM;SG
eelarve	бюджетна	eel_arve	бюджетен	N;NOM;SG	ADJ;INDF;FEM;SG
vincent	венсан	vincent	венсан	N;NOM;SG	PROPN;INDF;FEM;SG
dem	dem	dem	dem	N;NOM;SG	N;INDF;MASC;PL
josef	йозеф	josef	йозеф	N;NOM;SG	PROPN;INDF;MASC;SG
sünonüümid	синоними	sünonüüm	синоним	N;NOM;PL	ADJ;INDF;MASC;SG
tappa	убий	tapma	убия	V;NFIN	INTJ
sydney	сидни	sydney	сиден	N;NOM;SG	PROPN;INDF;MASC;SG
news	новини	news	новина	N;NOM;SG	N;INDF;FEM;PL
news	новините	news	новина	N;NOM;SG	N;DEF;FEM;PL
shi	ши	shi	ши		N;INDF;MASC;SG
lund	лунд	lumi	лунд	N;PRT;SG	PROPN;INDF;MASC;SG
ali	али	ali	али	N;NOM;SG	PROPN;INDF;MASC;SG
soovib	пожелания	soovima	пожелание	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
soovib	желания	soovima	желание	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
soovib	желанията	soovima	желание	V;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;PL
traditsiooniline	традиционно	traditsiooniline	традиционен	ADJ;NOM;SG	ADV
traditsiooniline	традиционни	traditsiooniline	традиционен	ADJ;NOM;SG	ADJ;INDF;PL
vähenenud	намален	vähenema	намаля	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vähenenud	понижен	vähenema	понижен	V;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
vähenenud	намалено	vähenema	намаля	V;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vähenenud	намалена	vähenema	намаля	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lõplik	финал	lõplik	финал	ADJ;NOM;SG	N;INDF;MASC;SG
lõplik	окончателно	lõplik	окончателно	ADJ;NOM;SG	ADV
teadlaste	учените	teadlane	уча-(се)	N;GEN;PL	ADJ;IPFV;DEF;PL;V.PTCP;PASS
kirjad	mail	kiri	mail	N;NOM;PL	PROPN;INDF;MASC;SG
kirjad	поща	kiri	поща	N;NOM;PL	N;INDF;FEM;SG
kaitstud	защитена	kaitstud	защитя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kaitstud	защитено	kaitstud	защитя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kaitstud	защитени	kaitstud	защитя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
sofia	софия	sofia	софия	N;NOM;SG	PROPN;INDF;FEM;SG
fond	фондове	fond	фонд	N;NOM;SG	N;INDF;MASC;PL
fond	основи	fond	основа	N;NOM;SG	N;INDF;FEM;PL
teadmine	знаейки	teadmine	знаемка	N;NOM;SG	N;INDF;MASC;PL
teadmine	знания	teadmine	знание	N;NOM;SG	N;INDF;NEUT;PL
teadmine	познания	teadmine	познание	N;NOM;SG	N;INDF;NEUT;PL
mõjutanud	повлиян	mõjutama	повлиян-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mõjutanud	повлияни	mõjutama	повлияя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
mike	майк	mike	майк	N;NOM;SG	PROPN;INDF;MASC;SG
käsi	ръка	käsi	ръка	N;NOM;PL	N;INDF;FEM;SG
käsi	ръка	käsi	ръка	N;NOM;PL	N;INDF;FEM;SG
käsi	ръката	käsi	ръка	N;NOM;PL	N;DEF;FEM;SG
hinnatud	номинална	hindama	номинален	V;PST;V.PTCP;PASS	ADJ;INDF;FEM;SG
ranniku	крайбрежните	rannik	крайбрежен	N;NOM;SG	ADJ;DEF;PL
ranniku	крайбрежни	rannik	крайбрежен	N;NOM;SG	ADJ;INDF;PL
malle	шаблони	mall	шаблон	N;NOM;SG	N;INDF;MASC;PL
malle	образци	mall	образец	N;NOM;SG	N;INDF;MASC;PL
kutse	призован	kutse	призова	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kutse	покани	kutse	покана	N;NOM;SG	N;INDF;FEM;PL
kutse	покани	kutse	покана	N;NOM;SG	N;INDF;FEM;PL
tehas	растителна	tehas	растителен	N;NOM;SG	ADJ;INDF;FEM;SG
tulevik	бъдещ	tulevik	бъдещ	N;NOM;SG	ADJ;INDF;MASC;SG
tulevik	бъдещи	tulevik	бъдещ	N;NOM;SG	ADJ;INDF;PL
tulevik	бъдеща	tulevik	бъдещ	N;NOM;SG	ADJ;INDF;FEM;SG
peterson	питърсън	peterson	питърсъ	N;NOM;SG	PROPN;INDF;MASC;SG
geeni	джийн	geen	джийн	N;PRT;SG	PROPN;INDF;FEM;SG
geeni	джин	geen	джин	N;PRT;SG	PROPN;INDF;MASC;SG
lille	лил	lill	лил	N;NOM;SG	PROPN;INDF;MASC;SG
sobivad	подходящ	sobima	подходящ	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
sobivad	подходяща	sobima	подходящ	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
sobivad	подходящи	sobima	подходящ	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;PL
sobivad	подходящо	sobima	подходящ	V;IND;PL;3;PRS;FIN;ACT	ADV
sobivad	годен	sobima	годен	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
sobivad	годни	sobima	годен	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;PL
fred	фред	Fred	фред	N;NOM;SG	PROPN;INDF;MASC;SG
okupeeritud	заето	okupeeri=tud	заема-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
sise	вътрешна	sise	вътрешен	N;NOM;SG	ADJ;INDF;FEM;SG
sise	вътрешно	sise	вътрешен	N;NOM;SG	ADV
sise	вътрешни	sise	вътрешен	N;NOM;SG	ADJ;INDF;PL
sise	вътрешен	sise	вътрешен	N;NOM;SG	ADJ;INDF;MASC;SG
teo	тео	tegu	тео	N;NOM;SG	PROPN;INDF;MASC;SG
rwanda	руанда	rwand	руанда	ADJ	N;INDF;FEM;SG
free	свободно	free	свободно	N;NOM;SG	ADV
free	свободни	free	свободен	N;NOM;SG	ADJ;INDF;PL
free	свободен	free	свободен	N;NOM;SG	ADJ;INDF;MASC;SG
free	свободна	free	свободен	N;NOM;SG	ADJ;INDF;FEM;SG
free	безплатни	free	безплатен	N;NOM;SG	ADJ;INDF;PL
free	безплатно	free	безплатно	N;NOM;SG	ADV
järved	езерата	järv	езера	N;NOM;PL	N;DEF;FEM;SG
uudised	новина	uudis	новина	N;NOM;PL	N;INDF;FEM;SG
suurenenud	разширен	suurenema	разширя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
suurenenud	уголемени	suurenema	уголям	V;PST;V.PTCP;ACT	N;INDF;MASC;PL
suurenenud	разширена	suurenema	разширя-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
suurenenud	увеличен	suurenema	увеличен	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
suurenenud	повишена	suurenema	повиша-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
suurenenud	увеличена	suurenema	увелича-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
suurenenud	увеличен	suurenema	увеличен	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
suurenenud	повишен	suurenema	повиша-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kosovo	косово	kosovo	косово	N;NOM;SG	PROPN;INDF;NEUT;SG
soovitud	поиска	soovitud	поискам	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
soovitud	поискани	soovitud	поискам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
soovitud	поискано	soovitud	поискам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
soovitud	поискана	soovitud	поискам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
soovitud	поискаха	soovitud	поискам	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;ACT
soovitud	желани	soovitud	желая	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
soovitud	желан	soovitud	желан	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
soovitud	желана	soovitud	желая	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
loomulik	натурални	loomulik	натурален	ADJ;NOM;SG	ADJ;INDF;PL
loomulik	естествени	loomulik	естествен	ADJ;NOM;SG	ADJ;INDF;PL
rose	роуз	rose	роуз	N;NOM;SG	PROPN;INDF;FEM;SG
doonau	дунав	doona	дунав	N;NOM;SG	PROPN;INDF;MASC;SG
bad	лоша	bad	лош	N;NOM;SG	ADJ;INDF;FEM;SG
bad	зле	bad	зле	N;NOM;SG	ADV
bad	лошо	bad	лошо	N;NOM;SG	ADV
bad	лош	bad	лош	N;NOM;SG	ADJ;INDF;MASC;SG
bad	кофти	bad	кофта	N;NOM;SG	ADV
mängivad	играе	mängima	играя	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mängivad	свирене	mängima	свирене	V;IND;PL;3;PRS;FIN;ACT	N;INDF;NEUT;SG
hunt	хънт	hunt	хънт	N;NOM;SG	PROPN;INDF;MASC;SG
hunt	улф	hunt	улф	N;NOM;SG	PROPN;INDF;MASC;SG
hunt	уолф	hunt	уолф	N;NOM;SG	PROPN;INDF;MASC;SG
hunt	волф	hunt	волф	N;NOM;SG	PROPN;INDF;MASC;SG
hinnanguliselt	изчислено	hinnangu=liselt	изчисля	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
hinnanguliselt	изчислен	hinnangu=liselt	изчисля-(се)	ADV	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kuld	златен	kuld	златен	N;NOM;SG	ADJ;INDF;MASC;SG
kuld	златни	kuld	златен	N;NOM;SG	ADJ;INDF;PL
kuld	златно	kuld	златен	N;NOM;SG	ADV
kuld	златна	kuld	златен	N;NOM;SG	ADJ;INDF;FEM;SG
kutsub	кани	kutsuma	кана	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
kutsub	покани	kutsuma	покана	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
kutsub	обаждания	kutsuma	обаждане	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
kutsub	повиквания	kutsuma	повикване	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
vastus	отговори	vastus	отговоря	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
vastus	отговори	vastus	отговоря	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
suurendab	увеличения	suurendama	увеличение	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
vasar	чука	vasar	чукам-(се)	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sarah	сара	sarah	сар	N;NOM;SG	PROPN;INDF;FEM;SG
viiruse	вирусни	viirus	вирусен	N;GEN;SG	ADJ;INDF;PL
viiruse	вирусна	viirus	вирусна	N;GEN;SG	ADJ;INDF;FEM;SG
viiruse	вируси	viirus	вирус	N;GEN;SG	N;INDF;MASC;PL
pehme	меко	pehme	меко	ADJ;NOM;SG	ADV
pehme	меки	pehme	мякък	ADJ;NOM;SG	ADJ;INDF;PL
pehme	мека	pehme	мека	ADJ;NOM;SG	N;INDF;FEM;SG
sardiinia	сардиния	sardiinia	сардиния	N;NOM;SG	PROPN;INDF;FEM;SG
eelmine	предишни	eelmine	предишен	ADJ;NOM;SG	ADJ;INDF;PL
eelmine	предишно	eelmine	предишно	ADJ;NOM;SG	ADV
tolli	сантиметри	toll	сантиметър	N;PRT;SG	N;INDF;MASC;PL
tolli	митническа	toll	митнически	N;PRT;SG	ADJ;INDF;FEM;SG
tolli	митническо	toll	митнически	N;PRT;SG	ADV
tolli	митнически	toll	митнически	N;PRT;SG	ADJ;INDF;MASC;SG
tolli	митници	toll	митница	N;PRT;SG	N;INDF;FEM;PL
tolli	обичаи	toll	обичай	N;PRT;SG	N;INDF;MASC;PL
seisab	стойки	seisma	стойка	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
bruce	брус	bruce	брус	N;NOM;SG	PROPN;INDF;MASC;SG
markus	маркус	markus	маркус	N;NOM;SG	PROPN;INDF;MASC;SG
huvitatud	заинтригуван	huvita=tud	заинтригувам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
huvitatud	заинтересуван	huvita=tud	заинтересувам-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
palm	палм	palm	палм	N;NOM;SG	PROPN;INDF;MASC;SG
eero	ееро	eero	ееро	N;NOM;SG	PROPN;INDF;MASC;SG
ehitama	изграждане	ehitama	изграждане	V;IN+ALL;V.CVB;ACT	N;INDF;NEUT;SG
suve	лятно	suvi	летен	N;PRT;SG	ADV
suve	самър	suvi	самър	N;PRT;SG	PROPN;INDF;MASC;SG
tundis	почувствах	tundma	почувствам-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
jõed	ривърс	jõgi	ривърс	N;NOM;PL	N;INDF;MASC;SG
maroko	марокански	maroko	марокански	N;NOM;SG	ADJ;INDF;MASC;SG
punased	ред	punane	ред	ADJ;NOM;PL	N;INDF;MASC;SG
punased	червена	punane	червен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
punased	червен	punane	червен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
punased	червено	punane	червено	ADJ;NOM;PL	ADV
hävinud	унищожени	hävima	унищожа	V;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
hävinud	унищожена	hävima	унищожа	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
hävinud	разрушени	hävima	разруша-(се)	V;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
hävinud	унищожен	hävima	унищожен	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hävinud	унищожено	hävima	унищожа	V;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
sul	сул	sina	сул	PRO;AT+ESS
;SG;2	PROPN
puust	дървен	puu	дървен	N;IN+ABL;SG	ADJ;INDF;MASC;SG
puust	дървено	puu	дървен	N;IN+ABL;SG	ADV
puust	дървени	puu	дървен	N;IN+ABL;SG	ADJ;INDF;PL
puust	дървена	puu	дървен	N;IN+ABL;SG	ADJ;INDF;FEM;SG
pidev	константа	pidev	констант	ADJ;NOM;SG	N;INDF;FEM;SG
pidev	постоянни	pidev	постоянен	ADJ;NOM;SG	ADJ;INDF;PL
pidev	непрекъснати	pidev	непрекъснат	ADJ;NOM;SG	ADJ;INDF;PL
pead	ези	pea	ези	N;PRT;SG	N;INDF;MASC;PL
pead	главите	pea	глава	N;PRT;SG	N;DEF;FEM;PL
pead	глави	pea	глава	N;PRT;SG	N;INDF;FEM;PL
fox	фокс	fox	фокс	N;NOM;SG	PROPN;INDF;MASC;SG
fox	fox	fox	fox	N;NOM;SG	PROPN;INDF;MASC;SG
bakterid	бактерия	bakter	бактерия	N;NOM;PL	N;INDF;FEM;SG
rüütli	найт	rüütel	найт	N;NOM;SG	PROPN;INDF;MASC;SG
kuningad	кингс	kuningas	кингс	N;NOM;PL	N;INDF;MASC;SG
koloonia	колонии	koloonia	колония	N;NOM;SG	N;INDF;FEM;PL
põhjused	причинява	põhjus	причинявам	N;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
põhjused	основание	põhjus	основание	N;NOM;PL	N;INDF;NEUT;SG
sõbrad	friends	sõber	friends	N;NOM;PL	PROPN;INDF;MASC;SG
voor	кръгли	voor	кръгъл	N;NOM;SG	ADJ;INDF;PL
voor	кръгло	voor	кръг	N;NOM;SG	ADV
roland	роланд	roland	роланд	N;NOM;SG	PROPN;INDF;MASC;SG
akadeemiline	академик	akadeemiline	академик	ADJ;NOM;SG	N;INDF;MASC;SG
akadeemiline	академични	akadeemiline	академичен	ADJ;NOM;SG	ADJ;INDF;PL
samad	същият	sama	същ	PRO;NOM;PL	ADJ;DEF;MASC;SG
samad	същата	sama	същ	PRO;NOM;PL	ADJ;DEF;FEM;SG
samad	същото	sama	същ	PRO;NOM;PL	ADJ;DEF;NEUT;SG
argument	аргументи	argument	аргумент	N;NOM;SG	N;INDF;MASC;PL
jamaica	ямайски	jamaica	ямайски	N;NOM;SG	PROPN;INDF;MASC;SG
vähenes	намален	vähenema	намаля	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vähenes	понижен	vähenema	понижен	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
vähenes	намалено	vähenema	намаля	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vähenes	намалена	vähenema	намаля	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lükkas	бутнат	lükkama	бутна	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
super	super	super	super	N;NOM;SG	PROPN;INDF;MASC;SG
super	супер	super	супер	N;NOM;SG	ADV
eesmärgid	мишени	ees_märk	мишен	N;NOM;PL	V;IPFV;INDF;PL;V.PTCP;PASS
kaotus	загуби	kaotus	загуба	N;NOM;SG	N;INDF;FEM;PL
kaotus	победен	kaotus	победя	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tüüpiline	типично	tüüpiline	типичен	ADJ;NOM;SG	ADV
tüüpiline	типични	tüüpiline	типичен	ADJ;NOM;SG	ADJ;INDF;PL
dokumendid	документация	dokument	документация	N;NOM;PL	N;INDF;FEM;SG
nädalas	седмични	nädal	седмичен	N;IN+ESS;SG	ADJ;INDF;PL
nädalas	седмично	nädal	седмичен	N;IN+ESS;SG	ADV
nädalas	седмична	nädal	седмичен	N;IN+ESS;SG	ADJ;INDF;FEM;SG
nädalas	седмичен	nädal	седмичен	N;IN+ESS;SG	ADJ;INDF;MASC;SG
erakorraline	необикновено	era_korraline	необикновено	ADJ;NOM;SG	ADV
külm	студ	külm	студ	ADJ;NOM;SG	N;INDF;MASC;SG
külm	студено	külm	студено	ADJ;NOM;SG	ADV
kirjutasid	написал	kirjutama	напиша	V;IND;PL;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
kirjutasid	написа	kirjutama	напиша	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
negatiivne	отрицателно	negatiivne	отрицателен	ADJ;NOM;SG	ADV
negatiivne	отрицателни	negatiivne	отрицателен	ADJ;NOM;SG	ADJ;INDF;PL
genova	генова	genov	генова	N;NOM;SG	PROPN;INDF;FEM;SG
silvia	силвия	silvia	силвия	N;NOM;SG	PROPN;INDF;FEM;SG
võimalikud	възможно	võimalik	възможно	ADJ;NOM;PL	ADV
võimalikud	възможен	võimalik	възможен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
võimalikud	възможна	võimalik	възможен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
keskaja	средновековна	kesk_aeg	средновековен	N;NOM;SG	ADJ;INDF;FEM;SG
vasak	ляво	vasak	ляв	N;NOM;SG	ADV
vasak	наляво	vasak	наляво	N;NOM;SG	ADV
atp	атп	atp	атп	N;NOM;SG	PROPN;INDF;FEM;SG
sõltuvad	зависима	sõltuma	зависим	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
sõltuvad	зависими	sõltuma	зависим	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;PL
sõltuvad	зависимо	sõltuma	зависимо	V;IND;PL;3;PRS;FIN;ACT	ADV
sõltuvad	зависим	sõltuma	завися	V;IND;PL;3;PRS;FIN;ACT	N;INDF;MASC;SG
mõjutatud	повлиян	mõjutama	повлиян-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mõjutatud	повлияни	mõjutama	повлияя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
