το	les	ο	le	DET;NOM;DEF;NEUT;SG	DET;DEF;PL
μοναχός	monk	μοναχός	monk	N;NOM;MASC;SG	PROPN
μισέλ	michelle	μισέλ	michelle		N;FEM;SG
μισέλ	michèle	μισέλ	michèle		ADJ;FEM;SG
μισέλ	michel	μισέλ	michel		PROPN
πρόθεση	intentions	πρόθεση	intention	N;ACC;FEM;SG	N;FEM;PL
ψάρια	pêcher	ψάριος	pêcher	N;NOM;NEUT;PL	V;NFIN
ψάρια	poisson	ψάριος	poisson	N;NOM;NEUT;PL	N;MASC;SG
μπιλ	bill	μπιλ	bill	PROPN;NOM;MASC;SG	PROPN
μπιλ	facture	μπιλ	facture	PROPN;NOM;MASC;SG	N;FEM;SG
μπιλ	facturer	μπιλ	facturer	PROPN;NOM;MASC;SG	V;NFIN
τέξας	texas	τέξας	texas	PROPN;NOM;NEUT;SG	N;MASC;SG
κανονικό	régulières	κανονικός	régulier	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
κανονικό	normaux	κανονικός	normal	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
κανονικό	normales	κανονικός	normal	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
διάσημο	fameux	διάσημος	fameux	N;NOM;NEUT;SG	ADJ;MASC;SG
διάσημο	célèbre	διάσημος	célèbre	N;NOM;NEUT;SG	ADJ;MASC;SG
διάσημο	célèbres	διάσημος	célèbre	N;NOM;NEUT;SG	ADJ;MASC;PL
εξασφάλισε	sécurisés	εξασφαλίζω	sécuriser	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
εξασφάλισε	sécurisées	εξασφαλίζω	sécuriser	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
τζόνσον	johnson	τζόνσον	johnson		N;MASC;SG
κόστα	costa	κόστα	costa		N;MASC;SG
κόστα	kosta	κόστα	kosta		PROPN
πάλη	lutter	πάλη	lutter	N;NOM;FEM;SG	V;NFIN
πάλη	combattre	πάλη	combattre	N;NOM;FEM;SG	V;NFIN
θαλάσσια	marin	θαλάσσιος	marin	ADJ;NOM;FEM;SG	N;MASC;SG
θαλάσσια	marins	θαλάσσιος	marin	ADJ;NOM;FEM;SG	N;MASC;PL
θαλάσσια	marine	θαλάσσιος	marine	ADJ;NOM;FEM;SG	N;FEM;SG
αδυναμία	faiblesses	αδυναμία	faiblesse	N;ACC;FEM;SG	N;FEM;PL
σύρου	syros	Σύρος	syros	PROPN;NOM;MASC;SG	PROPN
οχυρό	forteresses	οχυρός	forteresse	N;NOM;NEUT;SG	N;FEM;PL
οχυρό	fort	οχυρός	fort	N;NOM;NEUT;SG	ADV
μαθηματική	mathématiques	μαθηματικός	mathématique	ADJ;NOM;FEM;SG	N;FEM;PL
τόνι	tony	τόνι	tony		PROPN
τόνι	toni	τόνι	toni		PROPN
αδερφή	sister	αδερφή	sister	N;NOM;FEM;SG	PROPN
σαμόα	samoan	σαμός	samoan		N;MASC;SG
σαμόα	samoa	σαμός	samoa		PROPN
βασισμένο	basés	βασίζω	baser	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
φόρμουλα	formules	φόρμουλος	formule	N;NOM;MASC;SG	N;FEM;PL
συντεταγμένες	coordonnées	συντεταγμένος	coordonner	ADJ;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
συντεταγμένες	coordonnés	συντεταγμένος	coordonner	ADJ;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
προσβολή	insulter	προσβολή	insulter	N;ACC;FEM;SG	V;NFIN
προσβολή	insultes	προσβολή	insulte	N;ACC;FEM;SG	N;FEM;PL
ανεξάρτητες	indépendant	ανεξάρτητος	indépendant	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ανεξάρτητες	indépendante	ανεξάρτητος	indépendant	ADJ;NOM;FEM;PL	ADJ;FEM;SG
κριμαίας	crimée	κριμαία	crimer	N;GEN;FEM;SG	V;FEM;SG;PST;V.PTCP
κρασί	vins	κρασί	vin	N;NOM;NEUT;SG	N;MASC;PL
επηρέασε	affectés	επηρίαζω	affecter	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
επηρέασε	touchés	επηρίαζω	toucher	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
νάτριο	sodique	νάτριος	sodique	N;NOM;NEUT;SG	ADJ;MASC;SG
μαργαρίτα	margaret	μαργαρίτα	margaret	PROPN;NOM;FEM;SG	PROPN
μαργαρίτα	marguerite	μαργαρίτα	marguerite	PROPN;NOM;FEM;SG	N;FEM;SG
μαργαρίτα	margherita	μαργαρίτα	margherita	PROPN;NOM;FEM;SG	PROPN
μαργαρίτα	marguerite	μαργαρίτα	marguerite	PROPN;NOM;FEM;SG	N;FEM;SG
μαργαρίτα	daisy	μαργαρίτα	daisy	PROPN;NOM;FEM;SG	PROPN
μαργαρίτα	marguerite	μαργαρίτα	marguerite	PROPN;NOM;FEM;SG	N;FEM;SG
μαργαρίτα	margarita	μαργαρίτα	margarita	PROPN;NOM;FEM;SG	PROPN
πόρτο	porto	πόρτος	porto		N;MASC;SG
αφροδίτη	aphrodite	αφροδίτης	aphrodite	PROPN;NOM;FEM;SG	N;FEM;SG
αφροδίτη	venus	αφροδίτης	venir	PROPN;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
αφροδίτη	vénus	αφροδίτης	vénu	PROPN;NOM;FEM;SG	PROPN
αποδεκτή	acceptables	αποδεκτός	acceptable	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αποδεκτή	acceptées	αποδεκτός	accepter	ADJ;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
αποδεκτή	acceptés	αποδεκτός	accepter	ADJ;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
αποδεκτή	acceptée	αποδεκτός	accepter	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
αποδεκτή	accepté	αποδεκτός	accepter	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
σύμπαν	universe	σύμπαν	univers	N;NOM;NEUT;SG	PROPN
διαταραχή	perturbations	διαταραχή	perturbation	N;NOM;FEM;SG	N;FEM;PL
διαταραχή	trouble	διαταραχή	trouble	N;NOM;FEM;SG	ADJ;MASC;SG
διαταραχή	trouble	διαταραχή	trouble	N;NOM;FEM;SG	ADJ;MASC;SG
επιστημονικό	scientifiques	επιστημονικός	scientifique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
μαίρη	mary	μαίρης	mary	N;NOM;FEM;SG	PROPN
μαίρη	myriam	μαίρης	myriam	N;NOM;FEM;SG	PROPN
ακριβή	précises	ακριβός	précis	ADV	ADJ;FEM;PL
ακριβή	précis	ακριβός	précis	ADV	ADJ;MASC;SG
ακριβή	précise	ακριβός	précis	ADV	ADJ;FEM;SG
ακριβή	exacte	ακριβός	exact	ADV	ADJ;FEM;SG
ακριβή	précises	ακριβός	précis	ADV	ADJ;FEM;PL
ακριβή	précis	ακριβός	précis	ADV	ADJ;MASC;SG
ακριβή	coûteux	ακριβός	coûteux	ADV	ADJ;MASC;SG
ακριβή	chères	ακριβός	cher	ADV	ADJ;FEM;PL
τάκης	takis	τάκη	taki	N;NOM;MASC;SG	PROPN
πόδι	pieds	πόδι	pied	N;NOM;NEUT;SG	N;MASC;PL
πόδι	jambes	πόδι	jambe	N;NOM;NEUT;SG	N;FEM;PL
παρκ	parc	παρκ	parc		N;MASC;SG
βρυξέλλες	bruxelles	βρυξέλλες	bruxelle	PROPN;NOM;FEM;PL	ADJ;MASC;PL
αστέρι	etoiles	αστέρι	etoile	N;NOM;NEUT;SG	N;FEM;PL
αστέρι	étoiles	αστέρι	étoile	N;NOM;NEUT;SG	N;FEM;PL
συμμετέχοντες	participants	συμμετέχων	participant	ADJ;NOM;MASC;PL	N;MASC;PL
συμμετέχοντες	participants	συμμετέχων	participant	ADJ;NOM;MASC;PL	N;MASC;PL
δωμάτιο	chambres	δωμάτιο	chambre	N;NOM;NEUT;SG	N;FEM;PL
πάσχα	pâques	πάσχα	pâque	N;NOM;NEUT;SG	N;FEM;PL
δημόσιες	public	δημόσιος	public	ADJ;NOM;FEM;PL	ADJ;MASC;SG
δημόσιες	publique	δημόσιος	public	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ανθρώπινα	humaine	ανθρώπινος	humain	ADJ;NOM;NEUT;PL	ADJ;FEM;SG
ανθρώπινα	humain	ανθρώπινος	humain	ADJ;NOM;NEUT;PL	ADJ;MASC;SG
απαγόρευση	bannir	απαγόρευση	bannir	N;ACC;FEM;SG	V;NFIN
απαγόρευση	interdire	απαγόρευση	interdire	N;ACC;FEM;SG	V;NFIN
αξιωματικοί	officiers	αξιωματικός	officier	ADJ;NOM;MASC;PL	N;MASC;PL
φιλοξενεί	hôtes	φιλοξενώ	hôte	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
σερβικά	serbe	σερβικά	serbe	ADV	ADJ;MASC;SG
σερβικά	serbes	σερβικά	serbe	ADV	ADJ;MASC;PL
σύνολα	totaux	σύνολο	total	N;NOM;NEUT;PL	ADJ;MASC;PL
διάδοχο	successeurs	διάδοχος	successeur	N;ACC;MASC;SG	N;MASC;PL
δημοφιλή	populaires	δημοφιλός	populaire	ADV	ADJ;MASC;PL
δημοφιλή	populaire	δημοφιλός	populaire	ADV	ADJ;MASC;SG
δημοφιλή	populaires	δημοφιλός	populaire	ADV	ADJ;MASC;PL
δημοφιλή	tendance	δημοφιλός	tendance	ADV	N;FEM;SG
δημοφιλή	populaire	δημοφιλός	populaire	ADV	ADJ;MASC;SG
εξορία	exilé	εξορία	exiler	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
εξορία	exilés	εξορία	exiler	N;ACC;FEM;SG	V;MASC;PL;PST;V.PTCP
ανατροπή	renverser	ανατροπή	renverser	N;NOM;FEM;SG	V;NFIN
επιλογές	choix	επιλογή	choix	N;NOM;FEM;PL	N;MASC;SG
τόμ	tom	τόμ	tom	N	PROPN
φωνές	voix	φωνή	voix	N;NOM;FEM;PL	N;FEM;SG
διατηρήθηκε	maintenus	διατηρώ	maintenu	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
θεωρητικά	théoriques	θεωρητικός	théorique	ADV	ADJ;MASC;PL
θεωρητικά	théorique	θεωρητικός	théorique	ADV	ADJ;MASC;SG
εισήλθε	entrés	εισάλλω	entrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
υποψήφιοι	nominés	υποψήφιος	nominer	ADJ;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
υποψήφιοι	candidats	υποψήφιος	candidat	ADJ;NOM;MASC;PL	N;MASC;PL
υποψήφιοι	candidats	υποψήφιος	candidat	ADJ;NOM;MASC;PL	N;MASC;PL
υποψήφιοι	demandeurs	υποψήφιος	demandeur	ADJ;NOM;MASC;PL	N;MASC;PL
θρησκευτικό	religieuses	θρησκευτικός	religieux	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
τελειώνει	ends	τελειώνω	end	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
τελειώνει	extrémités	τελειώνω	extrémité	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
φορτίο	charger	φορτίο	charger	N;NOM;NEUT;SG	V;NFIN
αφιερωμένο	dévoués	αφιερώνω	dévoué	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
αφιερωμένο	dédiés	αφιερώνω	dédier	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
αζερμπαϊτζάν	azerbaïdjan	αζερμπαϊτζάν	azerbaïdjan		PROPN
ιωάννα	johanna	ιωάννα	johanna	PROPN;NOM;FEM;SG	PROPN
ιωάννα	joan	ιωάννα	joan	PROPN;NOM;FEM;SG	PROPN
ιωάννα	joanna	ιωάννα	joanna	PROPN;NOM;FEM;SG	PROPN
ιωάννα	jeanne	ιωάννα	jeanne	PROPN;NOM;FEM;SG	N;FEM;SG
ατλέτικο	atletico	ατλέτικο	atletico		N;MASC;SG
ατλέτικο	atlético	ατλέτικο	atlético		N;MASC;SG
πολίτη	citoyenne	πολίτης	citoyen	N;VOC;MASC;SG	ADJ;FEM;SG
ελάχιστο	minimales	λίγο	minimal	ADJ;NOM;CMPR;NEUT;SG	ADJ;FEM;PL
ελάχιστο	minimums	λίγο	minimum	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;PL
ελάχιστο	minimes	λίγο	minime	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;PL
γυρίσματα	tournage	γύρισμα	tournage	N;NOM;NEUT;PL	N;MASC;SG
γυρίσματα	filmer	γύρισμα	filmer	N;NOM;NEUT;PL	V;NFIN
γυρίσματα	fusillade	γύρισμα	fusillade	N;NOM;NEUT;PL	N;FEM;SG
γυρίσματα	tournage	γύρισμα	tournage	N;NOM;NEUT;PL	N;MASC;SG
γυρίσματα	tir	γύρισμα	tir	N;NOM;NEUT;PL	N;MASC;SG
γυρίσματα	tirer	γύρισμα	tirer	N;NOM;NEUT;PL	V;NFIN
επίλυση	résoudre	επίλυση	résoudre	N;ACC;FEM;SG	V;NFIN
επίλυση	résoudre	επίλυση	résoudre	N;ACC;FEM;SG	V;NFIN
επίλυση	résoudre	επίλυση	résoudre	N;ACC;FEM;SG	V;NFIN
επίλυση	résout	επίλυση	résoudre	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
βρετανικά	britanniques	βρετανικά	britannique	ADV	ADJ;MASC;PL
βρετανικά	britannique	βρετανικά	britannique	ADV	ADJ;MASC;SG
χαρτί	papiers	χαρτί	papier	N;NOM;NEUT;SG	N;MASC;PL
σετ	définir	σετ	définir		V;NFIN
σετ	ensembles	σετ	ensemble		N;MASC;PL
χάρις	haris	χάρις	haris	N	PROPN
χάρις	harris	χάρις	harris	N	PROPN
φαραώ	pharaons	φαραάνω	pharaon	N;NOM;MASC;SG	N;MASC;PL
εξαιρετική	excellents	εξαιρετικός	excellent	ADJ;NOM;FEM;SG	ADJ;MASC;PL
τρόφιμα	alimentaire	τρόφιμα	alimentaire	N;NOM;NEUT;PL	ADJ;MASC;SG
τρόφιμα	nourriture	τρόφιμα	nourriture	N;NOM;NEUT;PL	N;FEM;SG
τρόφιμα	alimentation	τρόφιμα	alimentation	N;NOM;NEUT;PL	N;FEM;SG
συνδέθηκε	connectés	συνδέκτω	connecter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
χρήσιμο	utiles	χρήσιμο	utile	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
χρήσιμο	utiles	χρήσιμο	utile	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σάμου	samos	σάμος	samos	PROPN;GEN;FEM;SG	PROPN
ανοιχτό	ouverte	ανοιχτός	ouvrir	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
ανοιχτό	ouvrez	ανοιχτός	ouvrir	N;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
ανοιχτό	ouvert	ανοιχτός	ouvrir	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
ανοιχτό	ouvrir	ανοιχτός	ouvrir	N;NOM;NEUT;SG	V;NFIN
θετική	positives	θετικός	positif	ADJ;NOM;FEM;SG	ADJ;FEM;PL
θετική	positifs	θετικός	positif	ADJ;NOM;FEM;SG	ADJ;MASC;PL
καλύπτεται	couvert	καλύπτω	couvert	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
καλύπτεται	couvertes	καλύπτω	couvert	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
καλύπτεται	couverte	καλύπτω	couvrir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
καλύπτεται	recouvert	καλύπτω	recouvrir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
καλύπτεται	couverts	καλύπτω	couvrir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
πέμπτο	cinquième	πέμπτος	cinquième	NUM;NOM;NEUT;SG	ADJ;MASC;SG
χαμηλό	basses	χαμηλός	bas	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
χαμηλό	faibles	χαμηλός	faible	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
κυμαίνεται	gammes	κυμαίνω	gamme	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
κατάλληλα	approprié	κατάλληλα	approprié	ADV	ADJ;MASC;SG
κατάλληλα	appropriées	κατάλληλα	approprier	ADV	V;FEM;PL;PST;V.PTCP
κατάλληλα	appropriés	κατάλληλα	approprié	ADV	V;MASC;PL;PST;V.PTCP
κατάλληλα	appropriée	κατάλληλα	approprier	ADV	V;FEM;SG;PST;V.PTCP
κατάλληλα	approprié	κατάλληλα	approprié	ADV	ADJ;MASC;SG
κατάλληλα	convenable	κατάλληλα	convenable	ADV	ADJ;MASC;SG
εβραϊκή	hébreu	εβραϊκός	hébreu	ADJ;NOM;FEM;SG	N;MASC;SG
εβραϊκή	hébreux	εβραϊκός	hébreux	ADJ;NOM;FEM;SG	N;MASC;PL
ομόνοια	concord	ομόνοια	concord	N;NOM;FEM;SG	PROPN
αστική	urbaines	αστικός	urbain	ADJ;NOM;FEM;SG	ADJ;FEM;PL
αστική	urbains	αστικός	urbain	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μεταφορών	transport	μεταφορά	transport	N;GEN;FEM;PL	N;MASC;SG
στιούαρτ	stewart	στιούαρτ	stewart		PROPN
στιούαρτ	stuart	στιούαρτ	stuart		PROPN
χειρόγραφο	manuscrits	χειρόγραφο	manuscrit	N;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
έντομα	insecte	έντομα	insecte	N;NOM;NEUT;PL	N;MASC;SG
αθλητισμός	sportif	αθλητισμός	sportif	N;NOM;MASC;SG	ADJ;MASC;SG
αθλητισμός	sportive	αθλητισμός	sportif	N;NOM;MASC;SG	ADJ;FEM;SG
αθλητισμός	sports	αθλητισμός	sport	N;NOM;MASC;SG	N;MASC;PL
δουλεύει	travaux	δουλεύω	travail	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
δουλεύει	œuvres	δουλεύω	œuvre	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
δουλεύει	oeuvres	δουλεύω	oeuvre	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
λειτουργικό	fonctionnels	λειτουργικός	fonctionnel	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
λειτουργικό	opérationnelles	λειτουργικός	opérationnel	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
λειτουργικό	opérationnels	λειτουργικός	opérationnel	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σοβαρό	graves	σοβαρός	grave	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σκάκι	échecs	σκάκι	échec	N;NOM;NEUT;SG	N;MASC;PL
σπυρίδων	spyridon	σπύριδα	spyridon	N;NOM;MASC;SG	PROPN
διάγραμμα	diagrammes	διάγραμμα	diagramme	N;NOM;NEUT;SG	N;MASC;PL
διάγραμμα	graphique	διάγραμμα	graphique	N;NOM;NEUT;SG	ADJ;MASC;SG
διάγραμμα	graphique	διάγραμμα	graphique	N;NOM;NEUT;SG	ADJ;MASC;SG
ονόματι	nommée	ονόματι	nommer	N;SG	V;FEM;SG;PST;V.PTCP
ονόματι	nommé	ονόματι	nommer	N;SG	V;MASC;SG;PST;V.PTCP
ονόματι	nommés	ονόματι	nommer	N;SG	V;MASC;PL;PST;V.PTCP
αρμενία	arménienne	αρμενία	arménien	PROPN;ACC;FEM;SG	ADJ;FEM;SG
αρμενία	arménie	αρμενία	arménie	PROPN;ACC;FEM;SG	PROPN
περνάει	passes	περνώ	passe	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
ποσειδώνα	poséidon	ποσειδώνω	poséidon	PROPN;NOM;MASC;SG	PROPN
ποσειδώνα	neptune	ποσειδώνω	neptune	PROPN;NOM;MASC;SG	N;MASC;SG
σκέψης	réfléchir	σκέψη	réfléchir	N;GEN;FEM;SG	V;NFIN
σκέψης	pensant	σκέψη	penser	N;GEN;FEM;SG	V;PRS;V.PTCP
σκέψης	penser	σκέψη	penser	N;GEN;FEM;SG	V;NFIN
τραυματίες	blessé	τραυματίας	blesser	N;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
τραυματίες	blessée	τραυματίας	blessé	N;NOM;MASC;PL	V;FEM;SG;PST;V.PTCP
τραυματίες	blessées	τραυματίας	blesser	N;NOM;MASC;PL	V;FEM;PL;PST;V.PTCP
τραυματίες	blessés	τραυματίας	blesser	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
τραυματίες	lésée	τραυματίας	léser	N;NOM;MASC;PL	V;FEM;SG;PST;V.PTCP
τραυματίες	blessé	τραυματίας	blesser	N;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
τραυματίες	blessée	τραυματίας	blessé	N;NOM;MASC;PL	V;FEM;SG;PST;V.PTCP
τραυματίες	blessées	τραυματίας	blesser	N;NOM;MASC;PL	V;FEM;PL;PST;V.PTCP
τραυματίες	blessés	τραυματίας	blesser	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
κορίνθου	corinthe	κορίνος	corinthe	PROPN;GEN;FEM;SG	PROPN
σμήνος	escadrons	σμήνος	escadron	N;NOM;NEUT;SG	N;MASC;PL
σμήνος	essaims	σμήνος	essaim	N;NOM;NEUT;SG	N;MASC;PL
ιιι	iii	ιιι	iii	N	NUM
διπλωμάτης	diplomates	διπλωμάτης	diplomate	N;NOM;MASC;SG	N;MASC;PL
αρχαιολογική	archéologiques	αρχαιολογικός	archéologique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
χιλή	chilien	χιλός	chilien	PROPN;ACC;FEM;SG	ADJ;MASC;SG
χιλή	chili	χιλός	chili	PROPN;ACC;FEM;SG	N;MASC;SG
σαράντα	forty	σαράντα	fort	NUM;NOM;FEM;PL	PROPN
αίτια	cause	αίτιο	cause	N;NOM;NEUT;PL	N;FEM;SG
άγρια	wild	άγρια	wild	N;NOM;NEUT;PL	PROPN
άγρια	sauvage	άγρια	sauvage	N;NOM;NEUT;PL	ADJ;MASC;SG
άγρια	sauvages	άγρια	sauvage	N;NOM;NEUT;PL	ADJ;MASC;PL
μαρίνα	marina	μαρίνα	marina	PROPN;NOM;FEM;SG	PROPN
πτέρυγα	ward	πτέρυγα	ward	N;NOM;FEM;SG	PROPN
πτέρυγα	ailes	πτέρυγα	aile	N;NOM;FEM;SG	N;FEM;PL
υποψήφια	candidats	υποψήφιος	candidat	ADJ;NOM;FEM;SG	N;MASC;PL
υποψήφια	candidate	υποψήφιος	candidat	ADJ;NOM;FEM;SG	N;FEM;SG
υποψήφια	candidat	υποψήφιος	candidat	ADJ;NOM;FEM;SG	N;MASC;SG
ανώτατη	supreme	ανώτερος	supreme	ADJ;NOM;CMPR;FEM;SG	N;MASC;SG
ανώτατη	suprêmes	ανώτερος	suprême	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;PL
σοσιαλιστικό	socialistes	σοσιαλιστικός	socialiste	N;NOM;NEUT;SG	ADJ;MASC;PL
σοσιαλιστικό	socialiste	σοσιαλιστικός	socialiste	N;NOM;NEUT;SG	ADJ;MASC;SG
διάσημος	fameux	διάσημος	fameux	N;NOM;MASC;SG	ADJ;MASC;SG
διάσημος	célèbre	διάσημος	célèbre	N;NOM;MASC;SG	ADJ;MASC;SG
διάσημος	célèbres	διάσημος	célèbre	N;NOM;MASC;SG	ADJ;MASC;PL
διάσημος	célébrités	διάσημος	célébrité	N;NOM;MASC;SG	N;FEM;PL
νυν	actuel	νυν	actuel	N	ADJ;MASC;SG
νυν	courant	νυν	courir	N	V;PRS;V.PTCP
νυν	actuels	νυν	actuel	N	ADJ;MASC;PL
νυν	actuelle	νυν	actuel	N	ADJ;FEM;SG
συνεχίζεται	continue	συνεχίζω	continu	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG
συνεχίζεται	continue	συνεχίζω	continu	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG
συνεχίζεται	continué	συνεχίζω	continuer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
χτισμένο	construits	χτίζω	construire	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
προετοιμασία	prépare	προετοιμασία	préparer	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
προετοιμασία	préparer	προετοιμασία	préparer	N;ACC;FEM;SG	V;NFIN
προετοιμασία	préparez	προετοιμασία	préparer	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
προετοιμασία	préparer	προετοιμασία	préparer	N;ACC;FEM;SG	V;NFIN
τουρκικό	turques	τουρκικός	turc	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
τουρκικό	turcs	τουρκικός	turc	ADJ;NOM;NEUT;SG	N;MASC;PL
αξιοθέατα	vacance	αξιοθέατος	vacance	N;NOM;NEUT;PL	N;FEM;SG
μαυροβουνίου	monténégrin	μαυροβούνιο	monténégrin	PROPN;GEN;NEUT;SG	ADJ;MASC;SG
σύγχυση	perplexe	σύγχυση	perplexe	N;ACC;FEM;SG	ADJ;MASC;SG
σύγχυση	confus	σύγχυση	confus	N;ACC;FEM;SG	ADJ;MASC;SG
σύγχυση	confuse	σύγχυση	confuse	N;ACC;FEM;SG	ADJ;FEM;SG
σύγχυση	troublé	σύγχυση	troubler	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
σύγχυση	confus	σύγχυση	confus	N;ACC;FEM;SG	ADJ;MASC;SG
σύγχυση	déroutant	σύγχυση	dérouter	N;ACC;FEM;SG	ADJ;MASC;SG
καβάλα	kavala	καβάλος	kavala	PROPN;ACC;FEM;SG	PROPN
καβάλα	équitation	καβάλος	équitation	PROPN;ACC;FEM;SG	N;FEM;SG
καβάλα	chevaucher	καβάλος	chevaucher	PROPN;ACC;FEM;SG	V;NFIN
καβάλα	balade	καβάλος	balade	PROPN;ACC;FEM;SG	N;FEM;SG
ντέιβις	davis	ντέιβις	davis		PROPN
ντέιβις	davies	ντέιβις	davie		PROPN
δίπλωμα	permis	δίπλωμα	permettre	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
δίπλωμα	licences	δίπλωμα	licence	N;NOM;NEUT;SG	N;FEM;PL
κόλπος	gulf	κόλπος	gulf	N;NOM;MASC;SG	PROPN
κόλπος	bay	κόλπος	bay	N;NOM;MASC;SG	PROPN
ιδεολογία	idéologique	ιδεολογία	idéologique	N;NOM;FEM;SG	ADJ;MASC;SG
ιδεολογία	idéologies	ιδεολογία	idéologie	N;NOM;FEM;SG	N;FEM;PL
κατερίνα	katerina	κατερίνα	katerina	PROPN;NOM;FEM;SG	PROPN
κατερίνα	catherine	κατερίνα	catherine	PROPN;NOM;FEM;SG	N;FEM;SG
κατερίνα	caterina	κατερίνα	caterina	PROPN;NOM;FEM;SG	PROPN
ματ	matt	ματ	matt	N	PROPN
ματ	matthieu	ματ	matthieu	N	PROPN
ματ	checkmate	ματ	checkmate	N	ADJ;MASC;SG
ίση	égales	ίσος	égal	N;NOM;FEM;SG	ADJ;FEM;PL
ίση	égaux	ίσος	égal	N;NOM;FEM;SG	ADJ;MASC;PL
