van	from	van	from	ADP	N
vergeten	olvido	vergeten	olvido	V;V.PTCP	N;MASC;SG
vergeten	olvido	vergeten	olvido	V;V.PTCP	N;MASC;SG
vergeten	olvidado	vergeten	olvidado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vergeten	olvidados	vergeten	olvidado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vergeten	olvidadas	vergeten	olvidado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
vergeten	olvidada	vergeten	olvidado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
vos	fox	vos	fox	N;MASC+FEM;SG	PROPN
vos	zorros	vos	zorro	N;MASC+FEM;SG	N;MASC;PL
vos	vos	vos	vo	N;MASC+FEM;SG	PRO;SG;2
hernoemen	renombrado	hernoemen	renombrado	V;NFIN	ADJ;MASC;SG;V.PTCP
knvb	knvb	knvb	knvb	N;MASC+FEM;SG	
uitgeroepen	proclamada	uitroepen	proclamar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
uitgeroepen	proclamado	uitroepen	proclamado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
zeg	say	zeggen	saber	V;SG;PRS;FIN	PROPN
zeg	dí	zeggen	dí	V;SG;PRS;FIN	V;IND;SG;1;PST;FIN
zeg	di	zeggen	di	V;SG;PRS;FIN	N
verdwijnen	desaparición	verdwijnen	desaparición	V;PL;PRS;FIN	N;FEM;SG
verdwijnen	desaparece	verdwijnen	desaparecer	V;PL;PRS;FIN	V;IND;SG;3;PRS;FIN
verdwijnen	desaparezca	verdwijnen	desaparecer	V;PL;PRS;FIN	V;SBJV;SG;3;PRS;FIN
bezwaar	objeciones	bezwaar	objeción	N;NEUT;SG	N;FEM;PL
bezwaar	objeciones	bezwaar	objeción	N;NEUT;SG	N;FEM;PL
israëlische	israelíes	israëlisch	israelí	ADJ	N;PL
lokaal	localmente	lokaal	localmente	ADJ	ADV
gelderland	gelderland	gelderland	gelderland	N;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
instellingen	configuración	instelling	configuración	N;PL	N;FEM;SG
davie	davie	davie	davie	N;MASC+FEM;SG	PROPN
verwerkt	procesada	verwerken	procesar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verwerkt	procesados	verwerken	procesado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verwerkt	transformados	verwerken	transformado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verwerkt	procesado	verwerken	procesado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
andreas	andreas	andreas	andrea	N;MASC+FEM;SG	PROPN
gelezen	leído	lezen	leer	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gelezen	lectura	lezen	lectura	V;V.PTCP	N;FEM;SG
bruce	bruno	bruc	bruno	N;MASC+FEM;SG	PROPN
verbeterde	mejorado	verbeteren	mejorar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
verbeterde	mejorada	verbeteren	mejorada	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
volle	full	vol	full	ADJ	INTJ
verbleef	permanecieron	verblijven	permanecer	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
verbleef	permanecido	verblijven	permanecer	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
besluiten	decidir	besluit	decidir	N;PL	V;NFIN
besluiten	decidiendo	besluit	decidir	N;PL	V;V.MSDR
force	fuerza	force	fuerza		N;FEM;SG
force	force	force	force		N
force	forzar	force	forzar		V;NFIN
bewerken	edición	bewerken	edición	V;NFIN	N;FEM;SG
bewerken	edición	bewerken	edición	V;NFIN	N;FEM;SG
bewerken	montaje	bewerken	montaje	V;NFIN	N;MASC;SG
norman	normandos	norman	normando	N;MASC+FEM;SG	N;MASC;PL
kortrijk	kortrijk	kortrijk	kortrijk	N;NEUT;SG	
beslist	definitivamente	beslissen	definitivamente	V;V.PTCP	ADV
roemeense	rumano	roemeens	rumano	ADJ	N;MASC;SG
roemeense	rumanos	roemeens	rumano	ADJ	N;MASC;PL
wees	huérfanos	wijzen	huérfano	V;SG;PST;FIN	N;MASC;PL
wees	huérfano	wijzen	huérfano	V;SG;PST;FIN	ADJ;MASC;SG
wees	huérfana	wijzen	huérfano	V;SG;PST;FIN	ADJ;FEM;SG
wees	orfandad	wijzen	orfandad	V;SG;PST;FIN	N;FEM;SG
herbert	herbert	herberen	herbert	N;MASC+FEM;SG	PROPN
girault	girault	girault	girault	ADV	PROPN
nominaties	nominados	nominatie	nominado	N;PL	ADJ;MASC;PL;V.PTCP
cultureel	cultura	cultureel	cultura	ADJ	N;FEM;SG
cultureel	culturalmente	cultureel	culturalmente	ADJ	ADV
maak	make	maken	maker	V;SG;PRS;FIN	N
hoogtepunt	resaltado	hoogtepunt	resaltar	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
hoogtepunt	destacamos	hoogtepunt	destacar	N;NEUT;SG	V;IND;PL;1;PRS;FIN
hoogtepunt	destacar	hoogtepunt	destacar	N;NEUT;SG	V;NFIN
hoogtepunt	resaltar	hoogtepunt	resaltar	N;NEUT;SG	V;NFIN
hoogtepunt	destacado	hoogtepunt	destacado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
aangrenzende	contiguo	aangrenzend	contiguo	ADJ	N;MASC;SG
aangrenzende	contiguo	aangrenzend	contiguo	ADJ	N;MASC;SG
abraham	abraham	abraham	abraham	N;MASC+FEM;SG	PROPN
rechtbank	juzgados	rechtbank	juzgado	N;MASC+FEM;SG	ADJ;MASC;PL;V.PTCP
rechtbank	juzgado	rechtbank	juzgado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
gelijke	equal	gelijk	equal	ADJ	N
gelijke	igual	gelijk	igual	ADJ	ADV
behoud	retenciones	behoud	retención	N;NEUT;SG	N;FEM;PL
criteria	criterio	criterium	criterio	N;PL	N;MASC;SG
varianten	variación	variant	variación	N;PL	N;FEM;SG
finse	finés	fins	finés	ADJ	N;MASC;SG
finse	finlandesa	fins	finlandés	ADJ	N;FEM;SG
finse	finlandés	fins	finlandés	ADJ	N;MASC;SG
finse	finlandia	fins	finlandia	ADJ	N;FEM;SG
lot	lot	lot	lot	N;NEUT;SG	
opgelost	resuelto	oplossen	resolver	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgelost	resueltos	oplossen	resolver	V;V.PTCP	ADJ;MASC;PL;V.PTCP
opgelost	resuelta	oplossen	resuelto	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgelost	resueltas	oplossen	resuelto	V;V.PTCP	ADJ;FEM;PL;V.PTCP
opgelost	resuelto	oplossen	resolver	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgelost	resueltos	oplossen	resolver	V;V.PTCP	ADJ;MASC;PL;V.PTCP
opgelost	solucionado	oplossen	solucionado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgelost	resuelta	oplossen	resuelto	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgelost	disuelta	oplossen	disuelto	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgelost	disuelto	oplossen	disuelto	V;V.PTCP	ADJ;MASC;SG;V.PTCP
kopen	compra	kopen	compra	V;NFIN	N;FEM;SG
kopen	compra	kopen	compra	V;NFIN	N;FEM;SG
amerikanen	americanas	amerikaan	americano	N;PL	ADJ;FEM;PL
andrea	andrea	andrea	andrear	N;MASC+FEM;SG	PROPN
chen	chen	chen	chen	N;MASC+FEM;SG	PROPN
verlengde	prolongados	verlengen	prolongado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verlengde	prolongada	verlengen	prolongado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verlengde	prolongado	verlengen	prolongado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
zachte	soft	zacht	soft	ADJ	N
wisten	sabían	weten	saber	V;PL;PST;FIN	V;IND;PL;3;IPFV;FIN
wisten	sabia	weten	sabio	V;PL;PST;FIN	V;IND;SG;3;PRS;FIN
wisten	sabía	weten	saber	V;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
wisten	conocía	weten	conocer	V;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
gas	gases	gas	gas	N;NEUT;SG	N;MASC;PL
beïnvloed	influido	beïnvloeden	influido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beïnvloed	influenciada	beïnvloeden	influenciado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beïnvloed	influenciado	beïnvloeden	influenciado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beïnvloed	influenciados	beïnvloeden	influenciado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
beïnvloed	afectados	beïnvloeden	afectado	V;V.PTCP	N;MASC;PL
beïnvloed	afectado	beïnvloeden	afectado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beïnvloed	afectada	beïnvloeden	afectado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beïnvloed	afectadas	beïnvloeden	afectado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
eieren	huevo	ei	huevo	N;PL	N;MASC;SG
eieren	huevo	ei	huevo	N;PL	N;MASC;SG
eieren	óvulo	ei	óvulo	N;PL	N;MASC;SG
geïnspireerd	inspirada	inspireren	inspirado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geïnspireerd	inspirado	inspireren	inspirado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geïnspireerd	inspirados	inspireren	inspirado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
way	manera	way	manera		N;FEM;SG
way	camino	way	camino		N;MASC;SG
way	way	way	way		N
discussies	debate	discussie	debate	N;PL	N;MASC;SG
discussies	discusión	discussie	discusión	N;PL	N;FEM;SG
discussies	debate	discussie	debate	N;PL	N;MASC;SG
miss	extraño	missen	extraño	N;MASC+FEM;SG	ADJ;MASC;SG
blues	azules	blues	azul	N;MASC+FEM;SG	ADJ;PL
danny	dany	danny	dany	N;MASC+FEM;SG	PROPN
protestantse	protestantes	protestants	protestante	ADJ	N;PL
schmidt	schmidt	schmidt	schmidt	N;MASC+FEM;SG	PROPN
voorgesteld	sugerida	voorstellen	sugerido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
voorgesteld	sugerido	voorstellen	sugerir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
voorgesteld	propuesto	voorstellen	propuesto	V;V.PTCP	ADJ;MASC;SG;V.PTCP
voorgesteld	propuesta	voorstellen	propuesta	V;V.PTCP	N;FEM;SG
voorgesteld	propuestas	voorstellen	propuesta	V;V.PTCP	N;FEM;PL
vrijdag	viernes	vrijdag	viernes	PROPN;MASC+FEM;SG	N
mexicaanse	mexicanos	mexicaans	mexicano	ADJ	N;MASC;PL
mexicaanse	mexicano	mexicaans	mexicano	ADJ	N;MASC;SG
mexicaanse	méjico	mexicaans	méjico	ADJ	N;MASC;SG
mexicaanse	méxico	mexicaans	méxico	ADJ	N;MASC;SG
mexicaanse	mexico	mexicaans	mexico	ADJ	
joegoslavië	yugoslavia	joegoslavië	yugoslavia	PROPN;NEUT;SG	N;FEM;SG
baker	baker	baker	baker	N;MASC+FEM;SG	PROPN
tram	tranvías	tram	tranvía	N;MASC+FEM;SG	N;MASC;PL
ontslagen	despedidos	ontslaan	despedido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ontslagen	despedido	ontslaan	despedido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ontslagen	despedida	ontslaan	despedida	V;V.PTCP	N;FEM;SG
ontslagen	despedidos	ontslaan	despedido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ontslagen	destituido	ontslaan	destituido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ontslagen	despedida	ontslaan	despedida	V;V.PTCP	N;FEM;SG
ontslagen	despedido	ontslaan	despedido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ondersoort	subespecies	ondersoort	subespecie	N;MASC+FEM;SG	N;FEM;PL
ras	razas	ras	raza	N;NEUT;SG	N;FEM;PL
ras	reproducirse	ras	reproducir	N;NEUT;SG	V;SBJV;SG;3;PRS;FIN
ras	ras	ras	ras	N;NEUT;SG	
commissaris	comisionado	commissaris	comisionado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
fischer	fischer	fischer	fischer	N;MASC+FEM;SG	PROPN
bruin	brown	bruin	brown	ADJ	N;MASC;SG
bruin	moreno	bruin	moreno	ADJ	N;MASC;SG
bruin	marrones	bruin	marrón	ADJ	N;MASC;PL
leftarm	leftarm	leftarm	leftarm	N;MASC+FEM;SG	INTJ
irak	irak	irak	irak	PROPN;NEUT;SG	N;FEM;SG
irak	iraq	irak	iraq	PROPN;NEUT;SG	N;FEM;SG
werkelijk	realmente	werkelijk	realmente	ADJ	ADV
werkelijk	verdaderamente	werkelijk	verdaderamente	ADJ	ADV
werkelijk	realmente	werkelijk	realmente	ADJ	ADV
verjaardag	cumple	verjaardag	cumplir	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
sydney	sídney	sydney	sídney	PROPN;NEUT;SG	N;MASC;SG
sydney	sidney	sydney	sidney	PROPN;NEUT;SG	N;MASC;SG
sydney	sydney	sydney	sydney	PROPN;NEUT;SG	N;MASC;SG
communicatie	comunicaciones	communicatie	comunicación	N;MASC+FEM;SG	N;FEM;PL
platform	plataformas	platform	plataforma	N;NEUT;SG	N;FEM;PL
diego	diego	diego	diego	N;MASC+FEM;SG	PROPN
bay	bay	bay	bay	N;MASC+FEM;SG	PROPN
diploma	diplomado	diploma	diplomado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
felix	felix	felix	felix	N;MASC+FEM;SG	PROPN
felix	félix	felix	félix	N;MASC+FEM;SG	PROPN
afgekort	abreviada	afkorten	abreviado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
afgekort	abreviado	afkorten	abreviado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
organiseren	organización	organiseren	organización	V;NFIN	N;FEM;SG
organiseren	organizador	organiseren	organizador	V;NFIN	N;MASC;SG
rtl	rtl	rtl	rtl	PROPN;MASC+FEM;SG	N;FEM;SG
vernietigd	destruida	vernietigen	destruido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
vernietigd	destruidas	vernietigen	destruido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
vernietigd	destruidos	vernietigen	destruido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vernietigd	destruido	vernietigen	destruido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vergeleken	comparadas	vergelijken	comparado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
vergeleken	comparado	vergelijken	comparado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vergeleken	comparados	vergelijken	comparado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
oostenrijks	austriaco	oostenrijks	austriaco	ADJ	N;MASC;SG
oostenrijks	austríaco	oostenrijks	austríaco	ADJ	N;MASC;SG
behoefte	necesitar	behoefte	necesitar	N;MASC+FEM;SG	V;NFIN
behoefte	necesito	behoefte	necesitar	N;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
behoefte	necesita	behoefte	necesitar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
zwitsers	suiza	zwitser	suiza	N;PL	N;FEM;SG
zwitsers	suizo	zwitser	suizo	N;PL	N;MASC;SG
zwitsers	suizos	zwitser	suizo	N;PL	ADJ;MASC;PL
dertien	thirteen	dertien	thirtean	NUM	N;PL
helder	lucidez	helder	lucidez	ADJ	N;FEM;SG
helder	claro	helder	claro	ADJ	ADV
helder	bright	helder	bright	ADJ	N
hoofdzakelijk	principalmente	hoofdzakelijk	principalmente	ADJ	ADV
hoofdzakelijk	principalmente	hoofdzakelijk	principalmente	ADJ	ADV
hoofdzakelijk	primordialmente	hoofdzakelijk	primordialmente	ADJ	ADV
hoofdzakelijk	principalmente	hoofdzakelijk	principalmente	ADJ	ADV
hoofdzakelijk	mayormente	hoofdzakelijk	mayormente	ADJ	ADV
hoofdzakelijk	predominantemente	hoofdzakelijk	predominantemente	ADJ	ADV
gekocht	adquiridos	kopen	adquirido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gekocht	comprados	kopen	comprado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gekocht	adquiridas	kopen	adquirido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gekocht	comprada	kopen	comprado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gekocht	adquirido	kopen	adquirido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gekocht	comprado	kopen	comprar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gekocht	comprado	kopen	comprar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gekocht	comprados	kopen	comprado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
droge	secar	droog	secar	ADJ	V;NFIN
gerestaureerd	restaurada	restaureren	restaurado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gerestaureerd	restauradas	restaureren	restaurado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gerestaureerd	restaurado	restaureren	restaurado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
amateur	aficionada	amateur	aficionado	N;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
amateur	aficionados	amateur	aficionado	N;MASC+FEM;SG	N;MASC;PL
amateur	aficionado	amateur	aficionado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
ontwikkelingen	evolución	ontwikkeling	evolución	N;PL	N;FEM;SG
waard	worth	waard	worth	ADJ	N;MASC;SG
vijand	enemigas	vijand	enemiga	N;MASC+FEM;SG	ADJ;FEM;PL
vijand	enemiga	vijand	enemigo	N;MASC+FEM;SG	ADJ;FEM;SG
vijand	enemigos	vijand	enemigo	N;MASC+FEM;SG	N;MASC;PL
vijand	enemigos	vijand	enemigo	N;MASC+FEM;SG	N;MASC;PL
erkenning	reconocimientos	erkenning	reconocimiento	N;MASC+FEM;SG	N;MASC;PL
verlengd	renovados	verlengen	renovado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verlengd	renovado	verlengen	renovado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verlengd	renovada	verlengen	renovado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verlengd	ampliada	verlengen	ampliado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verlengd	extendidas	verlengen	extendido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
verlengd	extendido	verlengen	extendido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verlengd	extendida	verlengen	extendido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verlengd	ampliado	verlengen	ampliar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verlengd	prolongados	verlengen	prolongado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verlengd	prolongada	verlengen	prolongado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verlengd	prolongado	verlengen	prolongado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
mislukte	fracasado	mislukken	fracasar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
mislukte	fallado	mislukken	fallar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
mislukte	fracaso	mislukken	fracaso	V;SG;PST;FIN	N;MASC;SG
werknemers	asalariados	werknemer	asalariado	N;PL	ADJ;MASC;PL;V.PTCP
werknemers	empleadas	werknemer	empleada	N;PL	ADJ;FEM;PL;V.PTCP
wiens	cuya	wie	cuyo	DET	PRO;FEM;SG
wiens	cuyo	wie	cuyo	DET	PRO;MASC;SG
wiens	cuyos	wie	cuyo	DET	PRO;MASC;PL
prof	prof	prof	prof	N;MASC+FEM;SG	PROPN
gezamenlijk	conjuntamente	gezamenlijk	conjuntamente	ADJ	ADV
bruno	bruno	bruno	bruno	N;MASC+FEM;SG	PROPN
gilbert	gilbert	gilberen	gilbert	N;MASC+FEM;SG	PROPN
han	han	han	haber	N;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
alhoewel	aunque	alhoewel	aunque	ADV	CONJ
inzet	apostar	inzet	apostar	N;MASC+FEM;SG	V;NFIN
inzet	bet	inzet	bet	N;MASC+FEM;SG	
inzet	apuesto	inzet	apuesto	N;MASC+FEM;SG	ADJ;MASC;SG
imagesize	imagesize	imagesize	imagesizar	N;MASC+FEM;SG	
caesar	cesar	caesar	cesar	PRO;NOM;3	V;NFIN
caesar	césar	caesar	césar	PRO;NOM;3	PROPN
plotarea	plotarea	plotarea	plotarea	N;MASC+FEM;SG	V;NFIN
set	fijado	set	fijado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
jos	jos	jos	jos	PROPN;MASC+FEM;SG	PROPN
jos	cyril	jos	cyril	PROPN;MASC+FEM;SG	N;SG
rapport	reportar	rapport	reportar	N;NEUT;SG	V;NFIN
rapport	denunciar	rapport	denunciar	N;NEUT;SG	V;NFIN
geleidelijk	progresivamente	geleidelijk	progresivamente	ADJ	ADV
geleidelijk	gradualmente	geleidelijk	gradualmente	ADJ	ADV
benjamin	benjamin	benjamin	benjamin	N;MASC+FEM;SG	PROPN
benjamin	benjamín	benjamin	benjamín	N;MASC+FEM;SG	PROPN
orthodoxe	ortodoxos	orthodox	ortodoxo	ADJ	N;MASC;PL
scalemajor	scalemajor	scalemajor	scalemajor	N;MASC+FEM;SG	PROPN
dennis	dennis	dennis	denni	N;MASC+FEM;SG	PROPN
reguliere	regular	regulier	regular	ADJ	V;NFIN
reguliere	regularidad	regulier	regularidad	ADJ	N;FEM;SG
vii	vii	vii	vii	PROPN;MASC+FEM;SG	
smaak	degustar	smaak	degustar	N;MASC+FEM;SG	V;NFIN
smaak	gustos	smaak	gusto	N;MASC+FEM;SG	N;MASC;PL
zong	sang	zingen	sang	V;SG;PST;FIN	N
zong	cantaba	zingen	cantar	V;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
object	objetar	object	objetar	N;NEUT;SG	V;NFIN
reeksen	serie	reeks	serie	N;PL	N;FEM;SG
synoniem	sinónimo	synoniem	sinónimo	N;NEUT;SG	ADJ;MASC;SG
synoniem	sinónimo	synoniem	sinónimo	N;NEUT;SG	ADJ;MASC;SG
synoniem	sinónimos	synoniem	sinónimo	N;NEUT;SG	ADJ;MASC;PL
bemanning	tripulantes	bemanning	tripulante	N;MASC+FEM;SG	N;PL
dateformat	dateformat	dateformat	dateformat	N;MASC+FEM;SG	PROPN
getoond	mostrada	tonen	mostrado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
getoond	mostrado	tonen	mostrar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
getoond	demostrado	tonen	demostrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
getoond	mostrados	tonen	mostrar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
getoond	exhibido	tonen	exhibido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
getoond	mostrados	tonen	mostrar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
getoond	mostrado	tonen	mostrar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
wacht	esperen	wachten	esperar	V;SG;PRS;FIN	V;IMP;PL;3;FIN
handelen	ley	handelen	ley	V;NFIN	N;FEM;SG
handelen	acta	handelen	acta	V;NFIN	N;FEM;SG
handelen	acto	handelen	acto	V;NFIN	N;MASC;SG
handelen	act	handelen	act	V;NFIN	PROPN
fox	fox	fox	fox	N;MASC+FEM;SG	PROPN
fox	zorros	fox	zorro	N;MASC+FEM;SG	N;MASC;PL
behaald	cumplida	behalen	cumplidar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
behaald	logrado	behalen	logrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
behaald	alcanzada	behalen	alcanzar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
behaald	alcanzados	behalen	alcanzado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
behaald	logrado	behalen	logrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
behaald	alcanzado	behalen	alcanzado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vertrokken	difuntos	vertrekken	difunto	V;V.PTCP	N;MASC;PL
jonathan	jonathan	jonathan	jonathar	N;MASC+FEM;SG	PROPN
sánchez	sánchez	sánchez	sánchez	N;MASC+FEM;SG	PROPN
jury	jurado	jury	jurado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
alignbars	alignbars	alignbar	alignbar	N;PL	V;NFIN
bewijzen	evidencia	bewijzen	evidencia	V;NFIN	N;FEM;SG
bewijzen	evidencias	bewijzen	evidencia	V;NFIN	N;FEM;PL
bewijzen	pruebas	bewijzen	prueba	V;NFIN	N;FEM;PL
bewijzen	comprobante	bewijzen	comprobante	V;NFIN	N;MASC;SG
bewijzen	prueba	bewijzen	prueba	V;NFIN	N;FEM;SG
bewijzen	pruebas	bewijzen	prueba	V;NFIN	N;FEM;PL
turks	turcos	turk	turco	ADJ	N;MASC;PL
turks	turcos	turk	turco	ADJ	N;MASC;PL
turks	turco	turk	turco	ADJ	N;MASC;SG
turks	turquía	turk	turquía	ADJ	N;FEM;SG
roy	roy	roy	roy	N;MASC+FEM;SG	PROPN
stefan	esteban	stefan	estar	N;MASC+FEM;SG	PROPN
alternatief	alternativo	alternatief	alternativo	N;NEUT;SG	ADJ;MASC;SG
alternatief	alternativos	alternatief	alternativo	N;NEUT;SG	ADJ;MASC;PL
getrokken	dibujado	trekken	dibujado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
helpt	asistencias	helpen	asistencia	V;SG;PRS;FIN	N;FEM;PL
liberaal	liberales	liberaal	liberal	ADJ	N;PL
ohio	ohio	ohio	ohio	PROPN;NEUT;SG	N;MASC;SG
verdienste	méritos	verdienste	mérito	N;MASC+FEM;SG	N;MASC;PL
gekenmerkt	caracterizada	kenmerken	caracterizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gekenmerkt	caracterizado	kenmerken	caracterizar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gekenmerkt	caracterizados	kenmerken	caracterizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gekenmerkt	caracterizada	kenmerken	caracterizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gekenmerkt	caracterizado	kenmerken	caracterizar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gekenmerkt	caracterizados	kenmerken	caracterizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gekenmerkt	marcadas	kenmerken	marcado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gekenmerkt	marcada	kenmerken	marcado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gekenmerkt	marcado	kenmerken	marcado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gekenmerkt	marcados	kenmerken	marcado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
controleren	comprobación	controleren	comprobación	V;NFIN	N;FEM;SG
controleren	check	controleren	check	V;NFIN	N;MASC;SG
controleren	comprobación	controleren	comprobación	V;NFIN	N;FEM;SG
controleren	cheque	controleren	cheque	V;NFIN	N;MASC;SG
veroveren	conquista	veroveren	conquista	V;NFIN	N;FEM;SG
three	tres	three	tres		NUM;PL
deutsche	deutsche	deutsch	deutsche	N;MASC+FEM;SG	ADJ;SG
light	ligera	light	ligero	N;MASC+FEM;SG	ADJ;FEM;SG
light	ligero	light	ligero	N;MASC+FEM;SG	ADJ;MASC;SG
grant	grant	grant	grant	N;MASC+FEM;SG	PROPN
opkomst	asistentes	opkomst	asistente	N;MASC+FEM;SG	N;PL
oppervlak	superficial	oppervlak	superficial	N;NEUT;SG	ADJ;SG
traditioneel	tradicionalmente	traditioneel	tradicionalmente	ADJ	ADV
vermoeden	presunción	vermoeden	presunción	V;V.PTCP	N;FEM;SG
