eagle	kartal	eagle	kartal	ADJ;POS	
upozornit	bildirim	upozornit	bil	V;PFV;POS;NFIN	
pečlivě	dikkatle	pečlivě	dikkat	ADV;POS	N;INS;SG;3
pečlivě	dikkatlice	pečlivě	dikkatlice	ADV;POS	N;NOM;SG;3
pečlivě	dikkatli	pečlivě	dikkatli	ADV;POS	ADJ
pečlivě	titizlikle	pečlivě	titizlik	ADV;POS	N;INS;SG;3
kardinála	kardinal	kardinál	kardinal	N;ANIM;ACC;MASC;SG;POS	N;DAT;SG;3
pius	pius	pius	pius	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
faktorů	faktörler	faktor	faktör	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
disciplíny	disiplin	disciplína	dis	N;NOM;FEM;PL;POS	N;NOM;SG;3
disciplíny	disiplini	disciplína	disipl	N;NOM;FEM;PL;POS	N;ACC;SG;3
disciplíny	disipline	disciplína	dis	N;NOM;FEM;PL;POS	N;DAT;SG;3
disciplíny	disiplinli	disciplína	disiplinli	N;NOM;FEM;PL;POS	ADJ
robinson	robinson	robinson	robinson	N;ANIM;NOM;MASC;SG;POS	
duo	ikili	duo	ikili	N;NOM;NEUT;SG;POS	
lékařská	sağlık	lékařský	sağlık	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
lékařská	medikal	lékařský	medikal	ADJ;NOM;FEM;SG;POS	
lékařská	tıbbi	lékařský	tıbbi	ADJ;NOM;FEM;SG;POS	
lékařská	tıp	lékařský	tıp	ADJ;NOM;FEM;SG;POS	
arch	kemer	arch	kemer	PROPN;ANIM;NOM;MASC;SG;POS	
arch	arch	arch	arch	PROPN;ANIM;NOM;MASC;SG;POS	
vražda	cinayetten	vražda	cinayet	N;NOM;FEM;SG;POS	N;AT+ABL;SG;3
příjmy	gelir	příjem	gel	N;INAN;NOM;MASC;PL;POS	
příjmy	gelir	příjem	gel	N;INAN;NOM;MASC;PL;POS	
příjmy	gelirleri	příjem	gelir	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
hnízdo	yuva	hnízdo	yuva	N;NOM;NEUT;SG;POS	
knihovnu	kütüphane	knihovna	kütüphane	N;ACC;FEM;SG;POS	N;NOM;SG;3
knihovnu	kütüphanesi	knihovna	kütüphane	N;ACC;FEM;SG;POS	N;NOM;SG;3
argentiny	arjantin	argentina	arjantin	PROPN;NOM;FEM;SG;POS	
rozvod	boşanmak	rozvod	boşa	N;INAN;NOM;MASC;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
rozvod	boşanma	rozvod	boşan	N;INAN;NOM;MASC;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
spotřeba	tüketim	spotřeba	tüket	N;NOM;FEM;SG;POS	
spotřeba	tüketimi	spotřeba	tüket	N;NOM;FEM;SG;POS	N;ACC;SG;3
herců	aktörler	herec	aktör	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
herců	oyuncular	herec	oyuncu	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
sofie	sofia	sofie	sofia	N;NOM;FEM;SG;POS	
sofie	sofya	sofie	sofya	N;NOM;FEM;SG;POS	
sofie	sofya	sofie	sofya	N;NOM;FEM;SG;POS	
sofie	sophia	sofie	sophia	N;NOM;FEM;SG;POS	
sofie	sofie	sofie	sofie	N;NOM;FEM;SG;POS	
ponechání	tutma	ponechání	tut	N;NOM;NEUT;SG;POS	V;PFV;IMP;SG;2;NEG;PRS
bohatý	zengin	bohatý	zengin	ADJ;INAN;NOM;MASC;SG;POS	
bohatý	rich	bohatý	rich	ADJ;INAN;NOM;MASC;SG;POS	
bohatý	zenginler	bohatý	zengin	ADJ;INAN;NOM;MASC;SG;POS	N;NOM;PL;3
bohatý	varlıklı	bohatý	varlıklı	ADJ;INAN;NOM;MASC;SG;POS	
bohatý	zengin	bohatý	zengin	ADJ;INAN;NOM;MASC;SG;POS	
výchova	yetiştirilme	výchova	yetiş	N;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
konflikty	çatışmalar	konflikt	çatış	N;INAN;NOM;MASC;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
konflikty	ihtilaf	konflikt	ihtilaf	N;INAN;NOM;MASC;PL;POS	
konflikty	çekişme	konflikt	çekiş	N;INAN;NOM;MASC;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
konflikty	anlaşmazlık	konflikt	anlaşmazlık	N;INAN;NOM;MASC;PL;POS	N;NOM;SG;3
konflikty	çatışma	konflikt	çatış	N;INAN;NOM;MASC;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
konflikty	çelişki	konflikt	çelişki	N;INAN;NOM;MASC;PL;POS	
main	main	main	main	PROPN;INAN;NOM;MASC;SG;POS	
main	ana	main	ana	PROPN;INAN;NOM;MASC;SG;POS	
růžové	pink	růžový	pink	ADJ;NOM;NEUT;SG;POS	
růžové	pembe	růžový	pembe	ADJ;NOM;NEUT;SG;POS	
révy	asma	réva	as	N;NOM;FEM;SG;POS	
révy	vine	réva	vin	N;NOM;FEM;SG;POS	
révy	sarmaşık	réva	sarmaşık	N;NOM;FEM;SG;POS	
creek	dere	creek	dere	N;INAN;NOM;MASC;SG;POS	
saturn	satürn	saturn	satürn	N;INAN;NOM;MASC;SG;POS	
malba	tablo	malba	tablo	N;NOM;FEM;SG;POS	
malba	resim	malba	resim	N;NOM;FEM;SG;POS	
malba	boyama	malba	boya	N;NOM;FEM;SG;POS	
šedé	gray	šedý	gray	ADJ;NOM;NEUT;SG;POS	
šedé	gri	šedý	gri	ADJ;NOM;NEUT;SG;POS	
šedé	grey	šedý	grey	ADJ;NOM;NEUT;SG;POS	
šedé	gri	šedý	gri	ADJ;NOM;NEUT;SG;POS	
graham	graham	graham	graham	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
podloží	bedrock	podloží	bedrock	N;NOM;NEUT;SG;POS	
atmosféru	atmosfer	atmosféra	atmosfer	N;ACC;FEM;SG;POS	
atmosféru	atmosferi	atmosféra	atmosferi	N;ACC;FEM;SG;POS	
atmosféru	ortam	atmosféra	ortam	N;ACC;FEM;SG;POS	
nalezena	bulunmuş	nalezený	bul	ADJ;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
nalezena	bulundu	nalezený	bulun	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
nalezena	buldum	nalezený	bul	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;1;POS;PST
vánoce	yılbaşı	vánoce	yılbaşı	N;NOM;FEM;PL;POS	
vánoce	noel	vánoce	noel	N;NOM;FEM;PL;POS	
vánoce	christmas	vánoce	christmas	N;NOM;FEM;PL;POS	
byliny	herb	býlina	herb	N;NOM;FEM;PL;POS	
byliny	bitki	býlina	bitki	N;NOM;FEM;PL;POS	
dánské	poğaça	dánský	poğaç	ADJ;NOM;NEUT;SG;POS	N;NOM;SG;3
dánské	danimarka	dánský	danim	ADJ;NOM;NEUT;SG;POS	
kvartet	dörtlü	kvartet	dörtlü	N;INAN;NOM;MASC;SG;POS	
kvartet	kuartet	kvartet	kuartet	N;INAN;NOM;MASC;SG;POS	
sériové	seri	sériový	seri	ADJ;NOM;NEUT;SG;POS	
plavání	yüzme	plavání	yüz	N;NOM;NEUT;SG;POS	
plavání	yüzmek	plavání	yüz	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
výrazy	koşul	výraz	koşul	N;INAN;NOM;MASC;PL;POS	
výrazy	koşulları	výraz	koşul	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
popsat	tanımla	popsat	tanım	V;POS;NFIN	N;INS;SG;3
stewart	stewart	stewart	stewart	PROPN;ANIM;NOM;MASC;SG;POS	
těžká	ağır	těžký	ağır	ADJ;NOM;FEM;SG;POS	
těžká	agir	těžký	agir	ADJ;NOM;FEM;SG;POS	
voličů	seçmen	volič	seçmen	N;ANIM;GEN;MASC;PL;POS	
voličů	seçmenlerin	volič	seçmen	N;ANIM;GEN;MASC;PL;POS	ADJ;GEN;PL;3
voličů	seçmenler	volič	seçmen	N;ANIM;GEN;MASC;PL;POS	ADJ;NOM;PL;3
zdánlivě	görünüşte	zdánlivě	görünüş	ADV;POS	N;ESS;SG;3
zdánlivě	görünürde	zdánlivě	görün	ADV;POS	N;ESS;PL;3
zdánlivě	görünüşte	zdánlivě	görünüş	ADV;POS	N;ESS;SG;3
mostů	köprüler	most	köprü	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
svazky	deste	svazek	dest	N;INAN;NOM;MASC;PL;POS	
předsednictva	bürosu	předsednictvo	bürosu	N;NOM;NEUT;PL;POS	
předsednictva	büro	předsednictvo	büro	N;NOM;NEUT;PL;POS	
stoupá	yükselen	stoupat	yüksel	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
stoupá	yükseliyor	stoupat	yüksel	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
stoupá	artıyor	stoupat	art	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
kódování	kodlama	kódování	kodla	N;NOM;NEUT;SG;POS	
kódování	kodlama	kódování	kodla	N;NOM;NEUT;SG;POS	
výměna	takas	výměna	takas	N;NOM;FEM;SG;POS	
výměna	takas	výměna	takas	N;NOM;FEM;SG;POS	
nesouhlasím	katılmıyorum	souhlasit	kat	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT	V;PROG;POT;SG;1;NEG;INFM;PRS
vyjednávání	görüşme	vyjednávání	görüşme	N;NOM;NEUT;SG;POS	
vyjednávání	müzakerelerin	vyjednávání	müzakere	N;NOM;NEUT;SG;POS	N;GEN;PL;3
vyjednávání	müzakereler	vyjednávání	müzakere	N;NOM;NEUT;SG;POS	N;NOM;PL;3
smetana	kremalı	smetana	kremalı	N;NOM;FEM;SG;POS	
smetana	kaymak	smetana	kay	N;NOM;FEM;SG;POS	
smetana	krem	smetana	krem	N;NOM;FEM;SG;POS	
smetana	krema	smetana	krema	N;NOM;FEM;SG;POS	
zachovat	koru	zachovat	koru	V;POS;NFIN	
zachovat	muhafaza	zachovat	muhafaza	V;POS;NFIN	
zachovat	devam	zachovat	devam	V;POS;NFIN	N;NOM;SG;3
zaměstnance	işçi	zaměstnanec	işçi	N;ANIM;ACC;MASC;PL;POS	
zaměstnance	çalışan	zaměstnanec	çalış	N;ANIM;ACC;MASC;PL;POS	
zaměstnance	çalışanlar	zaměstnanec	çalışan	N;ANIM;ACC;MASC;PL;POS	N;NOM;PL;3
zaměstnance	işçiler	zaměstnanec	işçi	N;ANIM;ACC;MASC;PL;POS	N;NOM;PL;3
zaměstnance	çalışan	zaměstnanec	çalış	N;ANIM;ACC;MASC;PL;POS	
alberto	alberta	alberto	alberta	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
alberto	alberto	alberto	alberto	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
příroda	tabiat	příroda	tabiat	N;NOM;FEM;SG;POS	
příroda	doğa	příroda	doğa	N;NOM;FEM;SG;POS	
maďarská	macar	maďarský	macar	ADJ;NOM;FEM;SG;POS	
maďarská	macaristan	maďarský	macaristan	ADJ;NOM;FEM;SG;POS	PROPN;NOM;SG;3
zubů	dişli	zub	dişli	N;INAN;GEN;MASC;PL;POS	
zubů	dişleri	zub	diş	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
zubů	dişler	zub	diş	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
formulace	formülasyonlar	formulace	formülasyon	N;NOM;FEM;SG;POS	N;NOM;PL;3
formulace	formülasyonu	formulace	formülasyon	N;NOM;FEM;SG;POS	N;ACC;SG;3
experimenty	deney	experiment	deney	N;INAN;NOM;MASC;PL;POS	
šířku	genişlik	šířka	genişlik	N;ACC;FEM;SG;POS	
šířku	genişliği	šířka	genişlik	N;ACC;FEM;SG;POS	N;NOM;SG;3
kultur	kültür	kultura	kültür	N;GEN;FEM;PL;POS	
kultur	kültürler	kultura	kültür	N;GEN;FEM;PL;POS	N;NOM;PL;3
obtížně	zor	obtížně	zor	ADV;POS	
obtížně	zordur	obtížně	zor	ADV;POS	
obtížně	zordu	obtížně	zor	ADV;POS	
kosmonautů	kozmonotlar	kosmonaut	kozmonot	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
lidský	insani	lidský	insani	ADJ;INAN;NOM;MASC;SG;POS	
lidský	insan	lidský	insan	ADJ;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
thompson	thompson	thompson	thompson	PROPN;ANIM;NOM;MASC;SG;POS	
svatyně	temple	svatyně	temp	N;NOM;FEM;SG;POS	PROPN;NOM;SG;3
ville	ville	ville	ville	PROPN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
jam	yam	jam	yam	N;NOM;MASC;SG;POS	
jam	jam	jam	jam	N;NOM;MASC;SG;POS	
magnetické	mıknatıs	magnetický	mıknatıs	ADJ;NOM;MASC;PL;POS	N;NOM;SG;3
norské	norveçli	norský	norveçli	ADJ;NOM;MASC;PL;POS	
potlačení	söndürme	potlačení	sön	N;NOM;NEUT;SG;POS	V;PFV;IMP;SG;2;NEG;PRS;CAUS
subjektivní	öznel	subjektivní	öznel	ADJ;NOM;MASC;SG;POS	
lou	lou	lou	lou	PROPN;ANIM;NOM;MASC;SG;POS	
omezit	limiti	omezit	limit	V;PFV;POS;NFIN	N;NOM;SG;3
omezit	limit	omezit	limit	V;PFV;POS;NFIN	
omezit	sınır	omezit	sınır	V;PFV;POS;NFIN	
omezit	sınırı	omezit	sınır	V;PFV;POS;NFIN	N;ACC;SG;3
omezit	sınırlama	omezit	sınırla	V;PFV;POS;NFIN	
nehody	kaza	nehoda	kaza	N;NOM;FEM;PL;POS	
nehody	kazaları	nehoda	kaza	N;NOM;FEM;PL;POS	N;ACC;PL;3
úředníků	yetkililer	úředník	yetkili	N;ANIM;GEN;MASC;PL;POS	ADJ;NOM;PL;3
úředníků	memurlar	úředník	memur	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
úředníků	görevliler	úředník	görevli	N;ANIM;GEN;MASC;PL;POS	ADJ;NOM;PL;3
hrobky	mezar	hrobka	mezar	N;NOM;FEM;PL;POS	
referendum	referanduma	referendum	referandum	N;NOM;NEUT;SG;POS	N;DAT;SG;3
přepis	transkripsiyon	přepis	transkripsiyon	N;INAN;NOM;MASC;SG;POS	V;PFV;IND;POS;PRS;V.PTCP;CAUS
určeno	amaçlı	určený	amaçlı	ADJ;NEUT;SG;POS;V.PTCP;PASS	
určeno	niyet	určený	niyet	ADJ;NEUT;SG;POS;V.PTCP;PASS	
larvy	larva	larva	larv	N;NOM;FEM;PL;POS	
larvy	larva	larva	larv	N;NOM;FEM;PL;POS	
reklamy	reklamları	reklama	reklam	N;NOM;FEM;PL;POS	N;ACC;PL;3
reklamy	reklam	reklama	reklam	N;NOM;FEM;PL;POS	
reklamy	reklam	reklama	reklam	N;NOM;FEM;PL;POS	
reklamy	reklamcılık	reklama	reklamcılık	N;NOM;FEM;PL;POS	N;NOM;SG;3
tenis	tenis	tenis	tenis	N;INAN;NOM;MASC;SG;POS	
bakterií	bakteri	bakterie	bakteri	N;INS;FEM;SG;POS	
bakterií	bakteriler	bakterie	bakter	N;INS;FEM;SG;POS	N;NOM;PL;3
uzel	düğümü	uzel	düğüm	N;INAN;NOM;MASC;SG;POS	N;ACC;SG;3
uzel	düğüm	uzel	düğüm	N;INAN;NOM;MASC;SG;POS	
uzel	düğüm	uzel	düğüm	N;INAN;NOM;MASC;SG;POS	
ahoj	merhaba	ahoj	merhaba	INTJ	
ahoj	selam	ahoj	selam	INTJ	
ahoj	hello	ahoj	hello	INTJ	
léčby	muamele	léčba	muamele	N;NOM;FEM;SG;POS	
filharmonie	filarmoni	filharmonie	filarmon	N;NOM;FEM;SG;POS	N;ACC;PL;3
ann	ann	ann	ann	PROPN;NOM;FEM;SG;POS	
obranné	savunma	obranný	savun	ADJ;NOM;NEUT;SG;POS	
bayern	bayern	bayern	bayern	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
návštěva	ziyareti	návštěva	ziyaret	N;NOM;FEM;SG;POS	N;ACC;SG;3
alpes	alpes	alpes	alpes	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
limit	limit	limit	limit	N;INAN;NOM;MASC;SG;POS	
limit	sınır	limit	sınır	N;INAN;NOM;MASC;SG;POS	
limit	sınırı	limit	sınır	N;INAN;NOM;MASC;SG;POS	N;ACC;SG;3
limit	sınırlama	limit	sınırla	N;INAN;NOM;MASC;SG;POS	
pevný	katı	pevný	kat	ADJ;INAN;NOM;MASC;SG;POS	
pevný	sağlam	pevný	sağlam	ADJ;INAN;NOM;MASC;SG;POS	
pevný	firma	pevný	firma	ADJ;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
magic	magic	magic	magic	PROPN;INAN;NOM;MASC;SG;POS	
magic	sihirli	magic	sihirli	PROPN;INAN;NOM;MASC;SG;POS	
magic	sihir	magic	sihir	PROPN;INAN;NOM;MASC;SG;POS	
magic	büyü	magic	büy	PROPN;INAN;NOM;MASC;SG;POS	
magic	büyülü	magic	büyül	PROPN;INAN;NOM;MASC;SG;POS	
přítomen	hediye	přítomný	hedi	ADJ;MASC;SG;POS	N;NOM;SG;3
přítomen	şimdiki	přítomný	şimdiki	ADJ;MASC;SG;POS	
přítomen	mevcut	přítomný	mevcut	ADJ;MASC;SG;POS	
specifický	spesifik	specifický	spesifik	ADJ;INAN;NOM;MASC;SG;POS	
specifický	belirli	specifický	belirli	ADJ;INAN;NOM;MASC;SG;POS	
stáhnout	indir	stáhnout	indir	V;POS;NFIN	
tennessee	tennessee	tennesse	tennessee	PROPN;NEUT;SG;POS	PROPN;NOM;SG;3
kolegové	meslektaş	kolega	meslektaş	N;ANIM;NOM;MASC;PL;POS	N;NOM;SG;3
hluboká	derine	hluboký	derin	ADJ;NOM;FEM;SG;POS	
hluboká	derin	hluboký	derin	ADJ;NOM;FEM;SG;POS	
hluboká	deep	hluboký	deep	ADJ;NOM;FEM;SG;POS	
hluboká	derinden	hluboký	derin	ADJ;NOM;FEM;SG;POS	ADJ;AT+ABL;SG;3
očekávání	beklenti	očekávání	beklenti	N;NOM;NEUT;SG;POS	
očekávání	beklentiler	očekávání	beklenti	N;NOM;NEUT;SG;POS	N;NOM;PL;3
očekávání	beklenti	očekávání	beklenti	N;NOM;NEUT;SG;POS	
očekávání	beklentileri	očekávání	beklenti	N;NOM;NEUT;SG;POS	N;NOM;PL;3
očekávání	umutlar	očekávání	umut	N;NOM;NEUT;SG;POS	N;NOM;PL;3
očekávání	beklentiler	očekávání	beklenti	N;NOM;NEUT;SG;POS	N;NOM;PL;3
očekávání	beklenti	očekávání	beklenti	N;NOM;NEUT;SG;POS	
nowrap	nowrap	nowrap	nowrap	N;NOM;MASC;SG;POS	
vyrobené	yapılmış	vyrobený	yap	ADJ;NOM;NEUT;PL;POS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
vyrobené	yapıldı	vyrobený	yap	ADJ;NOM;NEUT;PL;POS	V;PFV;IND;SG;3;POS;PST;PASS
vyrobené	imal	vyrobený	imal	ADJ;NOM;NEUT;PL;POS	
vyrobené	üretilen	vyrobený	üre	ADJ;NOM;NEUT;PL;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
vyrobené	üretilmiş	vyrobený	üre	ADJ;NOM;NEUT;PL;POS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
vyrobené	üretildi	vyrobený	üre	ADJ;NOM;NEUT;PL;POS	V;PFV;IND;SG;3;POS;PST;PASS
vyrobené	üretilmiş	vyrobený	üre	ADJ;NOM;NEUT;PL;POS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
vyrobené	üretilen	vyrobený	üre	ADJ;NOM;NEUT;PL;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
catherine	catherine	catherine	cather	PROPN;FEM;SG;POS	N;DAT;SG;3
potřebují	ihtiyaç	potřebovat	ihtiyaç	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	
potřebují	lazım	potřebovat	lazım	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	
potřebují	ihtiyacım	potřebovat	ihtiyaç	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	N;NOM;SG;3
potřebují	gerek	potřebovat	gerek	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	
překonat	üstesinden	překonat	üste	V;PFV;POS;NFIN	N;AT+ABL;SG;3
víra	faith	víra	faith	N;NOM;FEM;SG;POS	
víra	iman	víra	iman	N;NOM;FEM;SG;POS	
víra	inanç	víra	inanç	N;NOM;FEM;SG;POS	
víra	inanç	víra	inanç	N;NOM;FEM;SG;POS	
harrison	harrison	harrison	harrison	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
joachim	joachim	joachim	joachim	PROPN;ANIM;NOM;MASC;SG;POS	
okrsek	bölge	okrsek	bölge	N;INAN;NOM;MASC;SG;POS	
okrsek	bahşı	okrsek	bahşı	N;INAN;NOM;MASC;SG;POS	
okrsek	ilçe	okrsek	ilçe	N;INAN;NOM;MASC;SG;POS	
specialista	uzman	specialista	uzman	N;ANIM;NOM;MASC;SG;POS	
strachu	korku	strach	korku	N;INAN;GEN;MASC;SG;POS	
strachu	korkmak	strach	kork	N;INAN;GEN;MASC;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
erupce	patlama	erupce	patla	N;NOM;FEM;SG;POS	
erupce	patlamalar	erupce	patla	N;NOM;FEM;SG;POS	
masakr	katliamı	masakr	katlia	N;INAN;NOM;MASC;SG;POS	N;ACC;SG;3
masakr	katliam	masakr	katlia	N;INAN;NOM;MASC;SG;POS	
masakr	katliam	masakr	katlia	N;INAN;NOM;MASC;SG;POS	
masakr	kıyım	masakr	kıyım	N;INAN;NOM;MASC;SG;POS	
masakr	katliam	masakr	katlia	N;INAN;NOM;MASC;SG;POS	
nezávislá	bağımsız	závislý	bağımsız	ADJ;NOM;FEM;SG;NEG	
pozdě	gec	pozdě	gec	ADV;POS	
pozdě	geç	pozdě	geç	ADV;POS	
bin	bin	bin	bin	PROPN;ANIM;NOM;MASC;SG;POS	
kousek	parça	kousek	parça	N;INAN;NOM;MASC;SG;POS	
schéma	diyagramı	schéma	diyagram	N;NOM;NEUT;SG;POS	N;ACC;SG;3
schéma	entrika	schéma	entrika	N;NOM;NEUT;SG;POS	
schéma	grafik	schéma	grafik	N;NOM;NEUT;SG;POS	
schéma	şematik	schéma	şematik	N;NOM;NEUT;SG;POS	ADJ
oblíbený	popüler	oblíbený	popü	ADJ;INAN;NOM;MASC;SG;POS	
oblíbený	sevilen	oblíbený	sev	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
oblíbený	favori	oblíbený	favori	ADJ;INAN;NOM;MASC;SG;POS	
oblíbený	gözde	oblíbený	gözde	ADJ;INAN;NOM;MASC;SG;POS	
bavorsko	bavyera	bavorský	bavyera	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
posouzení	değerlendirme	posouzení	değerlen	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
obnova	onarım	obnova	o	N;NOM;FEM;SG;POS	
obnova	yenileme	obnova	yenilem	N;NOM;FEM;SG;POS	
obnova	iyileşme	obnova	iyileş	N;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
obnova	kurtarma	obnova	kurtarma	N;NOM;FEM;SG;POS	
obnova	yenileme	obnova	yenilem	N;NOM;FEM;SG;POS	
epidemie	salgın	epidemie	salgın	N;NOM;FEM;SG;POS	
epidemie	salgın	epidemie	salgın	N;NOM;FEM;SG;POS	
satelitní	uydu	satelitní	uy	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
abbrev	abbrev	abbrv	abbrev	N;NOM;MASC;SG;POS	
mimořádné	sıradışı	mimořádný	sıra	ADJ;NOM;MASC;PL;POS	
mimořádné	olağandışı	mimořádný	olağan	ADJ;NOM;MASC;PL;POS	
řekové	yunanlılar	řekový	yunanlı	N;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL;3
aktivitu	etkinlik	aktivita	etkinlik	N;ACC;FEM;SG;POS	N;NOM;SG;3
aktivitu	faaliyet	aktivita	faaliyet	N;ACC;FEM;SG;POS	
aktivitu	aktivite	aktivita	aktivit	N;ACC;FEM;SG;POS	
aktivitu	hareketler	aktivita	hareket	N;ACC;FEM;SG;POS	N;NOM;PL;3
aktivitu	aktiviteler	aktivita	aktivite	N;ACC;FEM;SG;POS	N;NOM;PL;3
přiznal	itiraf	přiznat	itiraf	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	
herečky	aktrisler	herečka	aktris	N;NOM;FEM;PL;POS	
herečky	artist	herečka	artist	N;NOM;FEM;PL;POS	
herečky	aktris	herečka	aktris	N;NOM;FEM;PL;POS	
herečky	oyuncu	herečka	oyuncu	N;NOM;FEM;PL;POS	
auf	auf	auf	auf	PROPN;FEM;SG;POS	
morgan	morgan	morgan	morgan	PROPN;ANIM;NOM;MASC;SG;POS	
reprezentativní	temsilcisi	reprezentativní	temsilci	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
reprezentativní	temsilci	reprezentativní	temsilci	ADJ;NOM;MASC;SG;POS	
flotily	filosu	flotila	filo	N;NOM;FEM;PL;POS	N;NOM;SG;3
flotily	filo	flotila	filo	N;NOM;FEM;PL;POS	
arábie	arabistan	arábie	arabistan	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
těhotenství	hamilelik	těhotenství	hamilelik	N;NOM;NEUT;SG;POS	
občan	yurttaş	občan	yurttaş	N;ANIM;NOM;MASC;SG;POS	
občan	vatandaş	občan	vatandaş	N;ANIM;NOM;MASC;SG;POS	
klára	klara	klára	klara	N;NOM;FEM;SG;POS	
klára	clara	klára	clara	N;NOM;FEM;SG;POS	PROPN;NOM;SG;3
instrumentální	enstrümantal	instrumentální	enstrümantal	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
alpy	alp	alpum	alp	N;NOM;FEM;PL;POS	
kiss	öp	kiss	öp	PROPN;MASC;SG;POS	V;PFV;IMP;SG;2;POS;PRS
kiss	öpücük	kiss	öpücük	PROPN;MASC;SG;POS	N;NOM;SG;3
kiss	öptüm	kiss	öptüm	PROPN;MASC;SG;POS	V;PFV;IND;SG;1;POS;PST
kiss	kiss	kiss	kiss	PROPN;MASC;SG;POS	
kiss	op	kiss	op	PROPN;MASC;SG;POS	
terry	terry	terr	terry	N;ANIM;NOM;MASC;SG;POS	
vajec	yumurta	vejce	yumurta	N;GEN;NEUT;PL;POS	
vajec	yumurtalar	vejce	yumurta	N;GEN;NEUT;PL;POS	N;NOM;PL;3
jakýkoliv	herhangi	jakýkoliv	herhangi	DET;NOM;MASC;SG	
rezervaci	rezervasyon	rezervace	rezervasyon	N;ACC;FEM;SG;POS	N;NOM;SG;3
prodloužena	uzamış	prodloužený	uza	ADJ;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST
odmítli	reddedildi	odmítnout	redde	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
odmítli	reddetti	odmítnout	reddet	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
