守山	moriyama	守山	moriya	PROPN	N;DAT;FEM;DU
パウンド	funt	パウンド	funt	PROPN	N;NOM;MASC;SG
シャーロック	sherlock	シャーロック	sherlock	PROPN	N;NOM;MASC;SG
スタッド	stade	スタッド	stada	PROPN	N;NOM;MASC;SG
スタッド	žrebec	スタッド	žrebec	PROPN	N;NOM;MASC;SG
ギガ	giga	ギガ	giga	PROPN	N;NOM;MASC;SG
リッター	ritter	リッター	ritter	PROPN	
参道	prilet	参道	prilet	N	
布教	širjenje	布教	širjenje	V	N;NOM;NEUT;SG
ブランチ	vejo	ブランチ	vedeti	N	V;IPFV;IND;PL;3;PRS;FIN
別館	prilogo	別館	priloga	PROPN	N;ACC;FEM;SG
別館	priloga	別館	priloga	PROPN	N;NOM;FEM;SG
ガーナ	gani	ガーナ	gan	PROPN	PROPN;NOM;MASC;SG
ガーナ	gane	ガーナ	gan	PROPN	V;PFV;IND;SG;3;PRS;FIN
ミレニアム	millenium	ミレニアム	millenium	PROPN	
ミレニアム	tisočletja	ミレニアム	tisočletje	PROPN	N;NOM;NEUT;PL
ミレニアム	tisočletje	ミレニアム	tisočletje	PROPN	N;NOM;NEUT;SG
なぜ	ker	なぜ	ker	ADV	CONJ
マリノス	marinos	マリノス	marinos	PROPN	N;NOM;FEM;SG
ジェニファー	jennifer	ジェニファー	jennifer	PROPN	ADJ;NOM;FEM;SG
クレイグ	craig	クレイグ	craig	PROPN	PROPN;NOM;MASC;SG
アイザック	isaac	アイザック	isaac	PROPN	N;NOM;MASC;SG
筆記	pisno	筆記	pisno	N	ADV
筆記	napisano	筆記	napisan	N	ADJ;NOM;NEUT;SG;V.PTCP
筆記	napisana	筆記	napisan	N	ADJ;NOM;FEM;SG;V.PTCP
筆記	pisna	筆記	pisen	N	ADJ;NOM;FEM;SG
筆記	zapisano	筆記	zapisan	N	ADJ;NOM;NEUT;SG;V.PTCP
セバスチャン	sebastian	セバスチャン	sebastian	PROPN	PROPN;NOM;MASC;SG
セバスチャン	sebastiana	セバスチャン	sebastian	PROPN	N;ACC;MASC;SG
ダイアナ	diana	ダイアナ	dian	PROPN	N;NOM;FEM;SG
バーゼル	basel	バーゼル	basti	PROPN	
二	zgoraj	二	zgoraj	NUM	ADV
ノルマンディー	normandiji	ノルマンディー	normandija	PROPN	N;DAT;FEM;SG
ハウ	howe	ハウ	how	N	PROPN;NOM;MASC;SG
合法	zakonito	合法	zakonit	N	ADV
合法	zakonita	合法	zakoniti	N	V;PFV;IND;DU;3;PRS;FIN
合法	zakonit	合法	zakonit	N	ADJ;NOM;INDF;MASC;SG
合法	legitimno	合法	legitimen	N	ADV
開示	razkritje	開示	razkritje	V	N;NOM;NEUT;SG
開示	razkrivanje	開示	razkrivanje	V	N;NOM;NEUT;SG
開示	razkritja	開示	razkritje	V	N;NOM;NEUT;PL
エデン	eden	エデン	eden	N	NUM;NOM;MASC;SG
動脈	arterijsko	動脈	arterijski	N	ADV
ツイッター	twitter	ツイッター	twitter	PROPN	N;NOM;MASC;SG
ツイッター	twitterju	ツイッター	twitter	PROPN	N;DAT;MASC;SG
発熱	vročina	発熱	vročina	V	N;NOM;FEM;SG
リュック	luc	リュック	luc	N	
織物	tekstilna	織物	tekstilen	N	ADJ;NOM;FEM;SG
織物	tekstilnih	織物	tekstilen	N	ADJ;GEN;MASC;PL
織物	tekstilni	織物	tekstilen	N	ADJ;NOM;MASC;SG
ペスト	kuge	ペスト	kuga	PROPN	N;GEN;FEM;SG
ペスト	kugi	ペスト	kuga	PROPN	N;NOM;FEM;SG
ペスト	kugo	ペスト	kuga	PROPN	N;ACC;FEM;SG
ペスト	kuga	ペスト	kuga	PROPN	N;NOM;FEM;SG
ペスト	škodljivcev	ペスト	škodljivec	PROPN	N;GEN;MASC;PL
ボンド	vez	ボンド	vez	PROPN	N;NOM;FEM;SG
ボンド	bond	ボンド	bond	PROPN	
グロス	bruto	グロス	bruto	PROPN	N;NOM;MASC;SG
ヴィーナス	venera	ヴィーナス	vener	PROPN	N;NOM;FEM;SG
ゴリラ	gorile	ゴリラ	goriti	N	V;IPFV;FEM;PL;V.PTCP
フリッツ	fritz	フリッツ	fritz	PROPN	N;NOM;MASC;SG
ブランコ	blanco	ブランコ	blanca	PROPN	N;NOM;FEM;SG
ニトロ	nitro	ニトロ	nitro	PROPN	N;NOM;MASC;SG
ジュゼッペ	giuseppe	ジュゼッペ	giuseppe	PROPN	PROPN;NOM;MASC;SG
ジュゼッペ	jožef	ジュゼッペ	jožef	PROPN	N;NOM;MASC;SG
健治	kenji	健治	kenj	PROPN	N;NOM;MASC;SG
唱える	petja	唱える	petje	V	N;GEN;NEUT;SG
苦悩	agoniji	苦悩	agonija	V	N;NOM;FEM;SG
ゴア	goa	ゴア	goa	PROPN	N;NOM;MASC;SG
ゴア	gore	ゴア	gora	PROPN	N;NOM;FEM;PL
ネブラスカ	nebraski	ネブラスカ	nebraski	PROPN	ADJ;NOM;MASC;SG
山東省	shandong	山東省	shandong	PROPN	N;NOM;MASC;SG
ミュラー	müller	ミュラー	müller	PROPN	PROPN;NOM;MASC;SG
ミュラー	mueller	ミュラー	mueller	PROPN	N;NOM;MASC;SG
ミュラー	muller	ミュラー	muller	PROPN	N;NOM;MASC;SG
セルティックス	kelti	セルティックス	kelta	PROPN	N;NOM;MASC;PL
パラグ	paragvaj	パラグ	paragvaj	PROPN	N;NOM;FEM;SG
パラグ	paragvajski	パラグ	paragvajski	PROPN	ADJ;NOM;MASC;PL
ブカレスト	bukarešti	ブカレスト	bukarešti	PROPN	ADJ;NOM;DEF;MASC;SG
不信	nezaupanje	不信	nezaupanje	V	ADV
ジェシー	jesse	ジェシー	jesse	PROPN	N;NOM;MASC;SG
オオカミ	volka	オオカミ	volka	PROPN	N;ANIM;ACC;MASC;SG
オオカミ	wolf	オオカミ	wolf	PROPN	PROPN;NOM;MASC;SG
オオカミ	volčji	オオカミ	volčja	PROPN	ADJ;NOM;DEF;CMPR;MASC;SG
オオカミ	volk	オオカミ	volk	PROPN	N;NOM;MASC;SG
ザルツブルク	salzburg	ザルツブルク	salzburg	PROPN	N;NOM;MASC;SG
空想	razkošno	空想	razkošno	N	ADV
パーソナル	osebno	パーソナル	oseben	N	ADJ;NOM;NEUT;SG
パーソナル	osebne	パーソナル	oseben	N	ADJ;NOM;FEM;PL
パーソナル	osebni	パーソナル	oseben	N	ADJ;NOM;MASC;SG
パーソナル	osebna	パーソナル	oseben	N	ADJ;NOM;FEM;SG
タイラー	tyler	タイラー	tyler	PROPN	N;NOM;MASC;SG
マルクス	marksizem	マルクス	marksizem	PROPN	N;NOM;MASC;SG
サーブ	služil	サーブ	služiti	N	V;IPFV;MASC;SG;V.PTCP
サーブ	služi	サーブ	služiti	N	V;IPFV;IND;SG;3;PRS;FIN
イワン	ivan	イワン	ivan	PROPN	N;NOM;MASC;SG
イワン	ivana	イワン	ivan	PROPN	N;NOM;MASC;SG
恨み	zamero	恨む	zamera	V	N;ACC;FEM;SG
恨み	zamere	恨む	zamera	V	N;NOM;FEM;SG
ビスマルク	bismarck	ビスマルク	bismarck	PROPN	N;NOM;MASC;SG
ミキ	miki	ミキ	mik	PROPN	N;NOM;MASC;SG
アインシュタイン	einstein	アインシュタイン	einstein	PROPN	N;NOM;MASC;SG
申し立て	spornih	申し立て	sporen	V	ADJ;GEN;MASC;PL
申し立て	sporni	申し立て	sporniti	V	ADJ;NOM;MASC;SG
申し立て	sporna	申し立て	sporen	V	ADJ;NOM;FEM;SG
申し立て	sporno	申し立て	sporen	V	ADJ;NOM;NEUT;SG
申し立て	sporne	申し立て	sporen	V	ADJ;NOM;FEM;PL
申し立て	spor	申し立て	spor	V	N;NOM;MASC;SG
エミリー	emily	エミリー	emily	PROPN	PROPN;NOM;FEM;SG
安い	poceni	安い	poceni	ADJ	
安い	poceni	安い	poceni	ADJ	
サンズ	sands	サンズ	sands	N	
ガイ	guy	ガイ	guy	PROPN	
ガイ	tip	ガイ	tip	PROPN	N;NOM;MASC;SG
プラット	platt	プラット	platt	PROPN	
プラット	pratt	プラット	pratt	PROPN	PROPN;NOM;MASC;SG
矯正	popravkov	矯正	popravek	V	N;GEN;MASC;PL
矯正	popravki	矯正	popravek	V	N;NOM;MASC;PL
修業	pripravništvo	修業	pripravništvo	V	N;NOM;NEUT;SG
修業	vajeništvo	修業	vajeništvo	V	N;NOM;NEUT;SG
最小	minimalno	最小	minimalno	N	ADV
最小	minimalne	最小	minimalen	N	ADJ;NOM;FEM;PL
最小	minimalna	最小	minimalen	N	ADJ;NOM;FEM;SG
エレナ	elena	エレナ	elena	PROPN	PROPN;NOM;FEM;SG
エレナ	eleno	エレナ	eleno	PROPN	N;ACC;FEM;SG
エレナ	eleni	エレナ	elena	PROPN	PROPN;NOM;MASC;SG
クイーンズ	kraljice	クイーンズ	kraljica	PROPN	N;NOM;FEM;PL
クイーンズ	queens	クイーンズ	queens	PROPN	
コサック	kozaki	コサック	kozak	PROPN	N;NOM;MASC;PL
コサック	kozak	コサック	kozak	PROPN	N;NOM;MASC;SG
スペル	črkovanje	スペル	črkovanje	PROPN	N;NOM;NEUT;SG
スペル	urok	スペル	urok	PROPN	N;NOM;MASC;SG
プロポーズ	predlog	プロポーズ	predlog	V	N;NOM;MASC;SG
プロポーズ	predloga	プロポーズ	predlog	V	N;NOM;MASC;SG
パラレル	vzporedno	パラレル	vzporedno	N	ADV
パラレル	vzporedni	パラレル	vzporeden	N	ADJ;NOM;MASC;SG
パラレル	vzporedna	パラレル	vzporeden	N	ADJ;NOM;FEM;SG
ゴマ	sezamovo	ゴマ	sezamov	N	ADJ;NOM;NEUT;SG
サザン	južna	サザン	južen	N	ADJ;NOM;FEM;SG
サザン	južno	サザン	južen	N	ADV
サザン	južni	サザン	južen	N	ADJ;NOM;MASC;SG
ゲノム	genom	ゲノム	gen	PROPN	N;NOM;MASC;SG
デイヴ	dave	デイヴ	dava	PROPN	PROPN;NOM;MASC;SG
デイヴ	dava	デイヴ	dava	PROPN	V;PFV;IND;DU;3;PRS;FIN
ドッキング	dok	ドッキング	dok	PROPN	N;NOM;MASC;SG
ドッキング	pomol	ドッキング	pomol	PROPN	N;NOM;MASC;SG
マダム	gospa	マダム	gospa	PROPN	N;NOM;FEM;SG
マダム	madam	マダム	madam	PROPN	N;NOM;FEM;SG
マダム	madame	マダム	madame	PROPN	N;NOM;FEM;SG
平沢	hirasawa	平沢	hirasaw	PROPN	N;NOM;MASC;SG
トレント	trent	トレント	trent	PROPN	PROPN;NOM;MASC;SG
アーセナル	arsenal	アーセナル	arsenati	PROPN	N;NOM;MASC;SG
請願	peticije	請願	peticija	V	N;NOM;FEM;PL
請願	peticijo	請願	peticija	V	N;ACC;FEM;SG
請願	peticije	請願	peticija	V	N;NOM;FEM;PL
アトランティック	atlantic	アトランティック	atlantica	PROPN	N;NOM;MASC;SG
アトランティック	atlantik	アトランティック	atlantik	PROPN	N;NOM;MASC;SG
美保	miho	美保	miho	PROPN	PROPN;NOM;MASC;SG
メチル	metil	メチル	metiti	PROPN	N;NOM;MASC;SG
腐敗	razgradnja	腐敗	razgradnja	V	N;NOM;FEM;SG
腐敗	razpadanje	腐敗	razpadanje	V	N;NOM;NEUT;SG
備後	zadetek	備後	zadetek	PROPN	N;NOM;MASC;SG
キルギス	kirgiziji	キルギス	kirgizija	PROPN	N;NOM;FEM;SG
とにかく	itak	とにかく	itak	ADV	
アダムス	adams	アダムス	adams	PROPN	PROPN;NOM;MASC;SG
ブライト	svetlo	ブライト	svetlo	N	ADV
ブライト	svetla	ブライト	svetel	N	ADJ;NOM;FEM;SG
毛皮	krzno	毛皮	krzno	N	ADJ;NOM;NEUT;SG
選任	termin	選任	termin	V	N;NOM;MASC;SG
選任	imenovanje	選任	imenovanje	V	N;NOM;NEUT;SG
選任	izvolitev	選任	izvolitev	V	N;NOM;FEM;SG
選任	volitve	選任	volitev	V	N;NOM;FEM;PL
マグマ	magme	マグマ	magma	PROPN	N;NOM;FEM;PL
ニクソン	nixon	ニクソン	nixon	PROPN	PROPN;NOM;MASC;SG
マリオン	marion	マリオン	marion	PROPN	N;NOM;FEM;SG
ハーブ	herb	ハーブ	herba	N	PROPN;NOM;MASC;SG
ハーブ	zeliščni	ハーブ	zeliščen	N	ADJ;NOM;MASC;SG
フィアット	fiat	フィアット	fiat	PROPN	N;NOM;MASC;SG
ドロシー	dorothy	ドロシー	dorothy	PROPN	PROPN;NOM;FEM;SG
一律	enakomerno	一律	enakomerno	N	ADV
チェ	choi	チェ	cho	PROPN	PROPN;NOM;MASC;SG
チェ	che	チェ	che	PROPN	
講道館	kodokan	講道館	kodokan	PROPN	N;NOM;MASC;SG
キール	kir	キール	kir	PROPN	N;NOM;MASC;SG
キール	keel	キール	keel	PROPN	N;NOM;FEM;SG
フォスター	foster	フォスター	foster	PROPN	N;NOM;MASC;SG
みさき	misaki	みさく	misak	PROPN	N;NOM;MASC;PL
クロス	navzkrižni	クロス	navzkrižen	N	ADJ;NOM;MASC;SG
孵化	loputo	孵化	loput		N;ACC;FEM;SG
孵化	loputa	孵化	loput		N;NOM;FEM;SG
バチカン	vatikanu	バチカン	vatikan	PROPN	N;DAT;MASC;SG
バチカン	vatikan	バチカン	vatikan	PROPN	N;NOM;MASC;SG
トリス	tris	トリス	tris	PROPN	N;NOM;MASC;SG
丹下	tange	丹下	tanga	PROPN	ADJ;NOM;MASC;SG
編み	kite	編む	kita	V	N;NOM;FEM;PL
ヴィラ	vila	ヴィラ	vilo	PROPN	N;NOM;FEM;SG
ヴィラ	vili	ヴィラ	vila	PROPN	N;NOM;FEM;SG
ヴィラ	vilo	ヴィラ	vila	PROPN	N;ACC;FEM;SG
ヴィラ	villa	ヴィラ	vileti	PROPN	N;NOM;FEM;SG
ヴィラ	vila	ヴィラ	vilo	PROPN	N;NOM;FEM;SG
ヴィラ	vile	ヴィラ	vila	PROPN	N;NOM;FEM;PL
転覆	strmoglavljenje	転覆	strmoglavljenje	V	N;NOM;NEUT;SG
バッド	hudo	バッド	hudo	PROPN	ADV
バッド	slaba	バッド	slab	PROPN	ADJ;NOM;FEM;SG
バッド	slabo	バッド	slabo	PROPN	ADV
バッド	bad	バッド	bada	PROPN	PROPN;NOM;MASC;SG
バッド	slab	バッド	slab	PROPN	ADJ;NOM;INDF;MASC;SG
ナシ	hruške	ナシ	hruška		N;NOM;FEM;PL
アレクセイ	aleksej	アレクセイ	aleksej	PROPN	N;NOM;MASC;SG
アレクセイ	aleksej	アレクセイ	aleksej	PROPN	N;NOM;MASC;SG
アレクセイ	aleksei	アレクセイ	aleksei	PROPN	
アレクサンドリア	aleksandriji	アレクサンドリア	aleksandrija	PROPN	N;DAT;FEM;SG
ファゴット	fagot	ファゴット	fagota	PROPN	N;NOM;MASC;SG
エリザベート	elizabeta	エリザベート	elizabet	PROPN	N;NOM;FEM;SG
エリザベート	elisabeth	エリザベート	elisabeth	PROPN	PROPN;NOM;FEM;SG
借用	izposoja	借用	izposoja	V	N;NOM;FEM;SG
誠実	iskrenost	誠実	iskrenost		N;NOM;FEM;SG
誠実	iskrenosti	誠実	iskrenost		N;GEN;FEM;SG
トリガー	sproži	トリガー	sprožiti	N	V;PFV;IND;SG;3;PRS;FIN
イベリア	iberia	イベリア	iberia	PROPN	N;NOM;MASC;SG
イーグルス	orli	イーグルス	orel	PROPN	N;NOM;MASC;PL
チューリップ	tulipani	チューリップ	tulipan	N	ADJ;NOM;MASC;PL
ガッツ	čreva	ガッツ	čreva	PROPN	N;NOM;NEUT;PL
ガッツ	drobovje	ガッツ	drobovje	PROPN	N;NOM;NEUT;SG
レニングラード	leningrad	レニングラード	leningrad	PROPN	N;NOM;MASC;SG
リップ	opp	リップ	opp	PROPN	N;NOM;MASC;SG
リップ	rip	リップ	rip	PROPN	N;NOM;MASC;SG
コルト	colt	コルト	colt	PROPN	N;NOM;MASC;SG
煉瓦	opeka	煉瓦	opeka		N;NOM;FEM;SG
煉瓦	opeke	煉瓦	opeka		N;NOM;FEM;PL
煉瓦	brick	煉瓦	brick		
煉瓦	opeka	煉瓦	opeka		N;NOM;FEM;SG
煉瓦	opeko	煉瓦	opeka		N;ACC;FEM;SG
ペイン	paine	ペイン	paini	PROPN	ADJ;NOM;INDF;MASC;SG
ペイン	payne	ペイン	payen	PROPN	
ペイン	bolečine	ペイン	bolečina	PROPN	N;NOM;FEM;PL
ペイン	bolečino	ペイン	bolečina	PROPN	N;ACC;FEM;SG
ペイン	bolečina	ペイン	bolečina	PROPN	N;NOM;FEM;SG
自律	avtonomne	自律	avtonomen	N	ADJ;NOM;FEM;PL
自律	samostojno	自律	samostojen	N	ADV
自律	avtonomna	自律	avtonomen	N	ADJ;NOM;FEM;SG
ポツダム	potsdam	ポツダム	potsda	PROPN	N;NOM;MASC;SG
ニコル	nicol	ニコル	nicol	PROPN	PROPN;NOM;MASC;SG
ニコル	nicole	ニコル	nicole	PROPN	PROPN;NOM;FEM;SG
嫌がらせ	nadlegoval	嫌がらせる	nadlegovati		V;IPFV;MASC;SG;V.PTCP
嫌がらせ	nadlegovanje	嫌がらせる	nadlegovanje		N;NOM;NEUT;SG
ハーグ	haagu	ハーグ	hagg	PROPN	N;DAT;MASC;SG
プロヴァンス	provansi	プロヴァンス	provansa	PROPN	N;DAT;FEM;SG
ミーティング	sej	ミーティング	seja	N	
モンタナ	montana	モンタナ	montana	PROPN	N;NOM;FEM;SG
カビ	plesni	カビ	plesen	N	ADJ;NOM;MASC;SG
カビ	plesni	カビ	plesen	N	ADJ;NOM;MASC;SG
ギャップ	vrzeli	ギャップ	vrzeti	N	V;IPFV;MASC;PL;V.PTCP
シェリー	cherie	シェリー	cheriti	PROPN	PROPN;NOM;FEM;SG
シェリー	sherry	シェリー	sherry	PROPN	N;NOM;MASC;SG
シェリー	shelly	シェリー	shelly	PROPN	PROPN;NOM;MASC;SG
乗り物	vozil	乗り物	voziti	N	V;IPFV;MASC;SG;V.PTCP
ダニ	označite	ダニ	označiti	N	V;PFV;IMP;PL;2;FIN
ダニ	dani	ダニ	dan	N	ADJ;NOM;MASC;SG
伊奈	ina	伊奈	in	PROPN	N;NOM;MASC;SG
江蘇省	jiangsu	江蘇省	jiangs	PROPN	N;NOM;MASC;SG
中級	vmesni	中級	vmesen	N	ADJ;NOM;DEF;MASC;SG
中級	vmesno	中級	vmesno	N	ADJ;NOM;NEUT;SG
中級	vmesna	中級	vmesen	N	ADJ;NOM;FEM;SG
中級	vmesne	中級	vmesen	N	ADJ;NOM;FEM;PL
パンドラ	pandora	パンドラ	pandora	PROPN	N;NOM;FEM;SG
チャイコフスキー	čajkovskega	チャイコフスキー	čajkovski	PROPN	ADJ;GEN;NEUT;SG
カナリア	kanarskih	カナリア	kanarski	PROPN	ADJ;GEN;MASC;PL
テンプル	svetišče	テンプル	svetišče	PROPN	N;NOM;NEUT;SG
テンプル	tempelj	テンプル	tempelj	PROPN	N;NOM;MASC;SG
テンプル	hram	テンプル	hrama	PROPN	N;NOM;MASC;SG
テンプル	temple	テンプル	temple	PROPN	
偽造	ponaredek	偽造	ponaredek	V	N;NOM;MASC;SG
偽造	ponarejanje	偽造	ponarejanje	V	N;NOM;NEUT;SG
偽造	ponarejeno	偽造	ponarejen	V	ADJ;NOM;NEUT;SG;V.PTCP
偽造	ponarejeni	偽造	ponarejen	V	ADJ;NOM;MASC;SG;V.PTCP
偽造	ponarejena	偽造	ponarejen	V	ADJ;NOM;FEM;SG;V.PTCP
偽造	ponarejenih	偽造	ponarejen	V	ADJ;GEN;MASC;PL;V.PTCP
エメラルド	smaragdno	エメラルド	smaragden	N	ADV
テレサ	teresa	テレサ	tero	PROPN	PROPN;NOM;FEM;SG
テレサ	tereza	テレサ	terez	PROPN	N;NOM;FEM;SG
テレサ	theresa	テレサ	therd	PROPN	N;NOM;FEM;SG
マッカートニー	mccartney	マッカートニー	mccartney	PROPN	ADJ;NOM;FEM;SG
パタゴニア	brazilian	パタゴニア	brazilian	PROPN	
パタゴニア	patagoniji	パタゴニア	patagonija	PROPN	N;NOM;FEM;SG
太い	debelo	太い	debel	ADJ	ADV
太い	gosto	太い	gost	ADJ	ADV
アニー	annie	アニー	annie	PROPN	N;NOM;MASC;SG
ベルン	bernu	ベルン	berno	PROPN	PROPN;DAT;MASC;SG
ゴメス	gomes	ゴメス	gomes	PROPN	
ゴメス	gomez	ゴメス	gomez	PROPN	N;NOM;FEM;SG
ゴメス	gómez	ゴメス	gómez	PROPN	N;NOM;MASC;SG
ゲーテ	goethe	ゲーテ	goeth	PROPN	N;NOM;MASC;SG
無	brezpogojno	無	brezpogojno	N	ADV
無	brezpogojna	無	brezpogojen	N	ADJ;NOM;FEM;SG
無	brezpogojno	無	brezpogojno	N	ADV
オスカル	oscarja	オスカル	oscarjati	PROPN	N;NOM;MASC;SG
オスカル	oscar	オスカル	oscar	PROPN	PROPN;NOM;MASC;SG
オスカル	oskarja	オスカル	oskar	PROPN	N;NOM;MASC;DU
オスカル	oskar	オスカル	oskar	PROPN	N;NOM;MASC;SG
ケニー	kenny	ケニー	kenny	PROPN	PROPN;NOM;MASC;SG
祝う	praznovanje	祝う	praznovanje	V	N;NOM;NEUT;SG
エクアドル	ekvadorske	エクアドル	ekvadorski	PROPN	ADJ;NOM;FEM;PL
エクアドル	ekvador	エクアドル	ekvador	PROPN	N;NOM;MASC;SG
河北省	hebei	河北省	hebeti	PROPN	N;NOM;MASC;SG
ルワンダ	ruandi	ルワンダ	ruanda	PROPN	N;NOM;FEM;SG
シューマン	schumann	シューマン	schumann	PROPN	ADJ;NOM;INDF;MASC;SG;V.PTCP
シューマン	schuman	シューマン	schuman	PROPN	ADJ;NOM;INDF;MASC;SG
島嶼	otočkov	島嶼	otoček		N;GEN;MASC;PL
レナード	leonard	レナード	leonard	PROPN	N;NOM;MASC;SG
グライダー	jadralci	グライダー	jadralec	PROPN	N;NOM;MASC;PL
ベルナール	bernard	ベルナール	bernard	PROPN	N;NOM;MASC;SG
ベルナール	bernarda	ベルナール	bernard	PROPN	N;NOM;MASC;SG
エンリケ	enrique	エンリケ	enrique	PROPN	N;NOM;MASC;SG
ポーツマス	portsmouthu	ポーツマス	portsmouth	PROPN	N;DAT;MASC;SG
オスロ	oslo	オスロ	oslo	PROPN	PROPN;NOM;MASC;SG
モニカ	monica	モニカ	monica	PROPN	N;NOM;FEM;SG
モニカ	monico	モニカ	monica	PROPN	N;ACC;FEM;SG
モニカ	monika	モニカ	monik	PROPN	PROPN;NOM;FEM;SG
モニカ	monika	モニカ	monik	PROPN	PROPN;NOM;FEM;SG
リガ	riga	リガ	riga	PROPN	PROPN;NOM;MASC;SG
ロコ	loco	ロコ	loca	PROPN	N;NOM;MASC;SG
パワフル	močno	パワフル	močno	ADJ	ADV
ジョシュ	josh	ジョシュ	josh	PROPN	PROPN;NOM;MASC;SG
スカーレット	scarlet	スカーレット	scarlet	PROPN	N;NOM;MASC;SG
スカーレット	scarlett	スカーレット	scarlett	PROPN	N;NOM;FEM;SG
ギニー	gvineje	ギニー	gvinej	PROPN	N;NOM;FEM;PL
ペレス	perez	ペレス	perez	PROPN	N;NOM;MASC;SG
ペレス	pérez	ペレス	pérez	PROPN	PROPN;NOM;MASC;SG
泣く	jok	泣く	jok	V	N;NOM;MASC;SG
泣く	joči	泣く	joč	V	N;NOM;MASC;SG
泣く	jok	泣く	jok	V	N;NOM;MASC;SG
ペガサス	pegasus	ペガサス	pegasus	PROPN	N;NOM;MASC;SG
ディエゴ	diego	ディエゴ	diego	PROPN	N;NOM;MASC;SG
ケネス	kenneth	ケネス	kenen	PROPN	N;NOM;MASC;SG
シャドウ	senca	シャドウ	senca	PROPN	N;NOM;FEM;SG
シャドウ	senco	シャドウ	senca	PROPN	N;ACC;FEM;SG
シャドウ	senci	シャドウ	senca	PROPN	N;DAT;FEM;SG
シャドウ	sence	シャドウ	senca	PROPN	N;NOM;FEM;PL
ポッター	potter	ポッター	potter	PROPN	
スモール	majhno	スモール	majhen	N	ADJ;NOM;NEUT;SG
スモール	majhni	スモール	majhen	N	ADJ;NOM;MASC;PL
スモール	majhen	スモール	majhen	N	ADJ;NOM;INDF;MASC;SG
スモール	majhne	スモール	majhen	N	ADJ;NOM;FEM;PL
スモール	majhna	スモール	majhen	N	ADJ;NOM;FEM;SG
パルコ	parco	パルコ	parca	PROPN	N;NOM;MASC;SG
伝播	širjenje	伝播	širjenje	V	N;NOM;NEUT;SG
エドワーズ	edwards	エドワーズ	edwards	PROPN	PROPN;NOM;MASC;SG
スズ	tin	スズ	tin	PROPN	N;NOM;MASC;SG
ベネット	bennett	ベネット	bennett	PROPN	
ミミ	mimi	ミミ	mimiti	PROPN	N;NOM;FEM;SG
ダライ	dalai	ダライ	dalati	PROPN	N;NOM;MASC;SG
役立	koristno	役立	koristen	V	ADJ;NOM;NEUT;SG
世俗	posvetni	世俗	posveten	N	ADJ;NOM;MASC;SG
成虫	imago	成虫	imeti	N	
グラスゴー	glasgow	グラスゴー	glasgow	PROPN	PROPN;NOM;MASC;SG
ワタナベ	watanabe	ワタナベ	watanaba	PROPN	N;NOM;MASC;SG
カザン	kazan	カザン	kazan	PROPN	PROPN;NOM;MASC;SG
シアン	sinja	シアン	sinja	PROPN	N;NOM;FEM;SG
シェパード	shepherd	シェパード	shepherd	PROPN	N;NOM;MASC;SG
シェパード	pastir	シェパード	pastir	PROPN	N;NOM;MASC;SG
シェパード	shepard	シェパード	sheparda	PROPN	N;NOM;MASC;SG
退位	abdiciral	退位	abdicirati	N	V;MASC;SG;V.PTCP
ラグナ	laguna	ラグナ	laguna	PROPN	N;NOM;FEM;SG
ノヴゴロド	novgorod	ノヴゴロド	novgorod	PROPN	N;NOM;MASC;SG
オビ	obi	オビ	obi	PROPN	N;NOM;MASC;SG
ベネディクト	benedict	ベネディクト	benedict	PROPN	N;NOM;MASC;SG
検閲	cenzurirano	検閲	cenzurirano	V	ADJ;NOM;NEUT;SG;V.PTCP
検閲	cenzuro	検閲	cenzura	V	N;ACC;FEM;SG
ガーディアン	varuh	ガーディアン	varuh	PROPN	N;NOM;MASC;SG
ガーディアン	skrbnik	ガーディアン	skrbnik	PROPN	N;NOM;MASC;SG
小麦	pšenični	小麦	pšeničen	N	ADJ;NOM;DEF;MASC;SG
ブイ	boje	ブイ	boti	PROPN	N;ACC;MASC;PL
ブイ	boja	ブイ	boj	PROPN	N;GEN;MASC;SG
描画	risba	描画	risba	V	N;NOM;FEM;SG
描画	risanje	描画	risanje	V	N;NOM;NEUT;SG
マギー	maggie	マギー	maggie	PROPN	PROPN;NOM;FEM;SG
フューチャー	prihodnje	フューチャー	prihodnji	N	ADJ;NOM;NEUT;SG
フューチャー	bodoči	フューチャー	bodoč	N	ADJ;NOM;MASC;PL
狂気	noro	狂気	nora	N	ADV
リマ	lima	リマ	lima	PROPN	N;NOM;FEM;SG
ジュリー	julie	ジュリー	julia	PROPN	PROPN;NOM;FEM;SG
高梨	takanaši	高梨	takanaš	PROPN	ADJ;NOM;FEM;SG
ジャッジ	judge	ジャッジ	judgo	N	
注入	infuzija	注入	infuzija	V	N;NOM;FEM;SG
注入	infuzijo	注入	infuzija	V	N;ACC;FEM;SG
注入	infuzije	注入	infuzija	V	N;NOM;FEM;PL
ローラン	laurent	ローラン	laurent	PROPN	ADJ;NOM;INDF;MASC;SG
ザグレブ	zagreb	ザグレブ	zagreba	PROPN	PROPN;NOM;MASC;SG
ニューカッスル	newcastle	ニューカッスル	newcastla	PROPN	N;NOM;MASC;SG
サクラメント	sacramentu	サクラメント	sacrament	PROPN	N;DAT;MASC;SG
サクラメント	zakrament	サクラメント	zakrament	PROPN	N;NOM;MASC;SG
