바트	bart	바트	bart		N;INDF;MASC;SG
네덜란드인	olanda	네덜란드인	olanda	V	PROPN
네덜란드인	olandezul	네덜란드인	olandez	V	N;DEF;MASC;SG
네덜란드인	olandeză	네덜란드인	olandez	V	ADJ;INDF;FEM;SG
네덜란드인	olandezi	네덜란드인	olandez	V	ADJ;INDF;MASC;PL
네덜란드인	olandez	네덜란드인	olandez	V	ADJ;INDF;MASC;SG
네덜란드인	dutch	네덜란드인	dutch	V	N;INDF;MASC;SG
본드	bond	본드	bond		N;INDF;MASC;SG
섹터	sector	섹터	sector		N;INDF;MASC;SG
섹터	sectorul	섹터	sector		N;DEF;MASC;SG
섹터	sectoarele	섹터	sector		N;DEF;FEM;PL
섹터	sectoare	섹터	sector		N;INDF;FEM;PL
우주인	astronautul	우주+이+ㄴ	astronaut	V	N;DEF;MASC;SG
우주인	astronaut	우주+이+ㄴ	astronaut	V	N;INDF;MASC;SG
장벽	bariere	장벽	barieră		N;INDF;FEM;PL
장벽	barierele	장벽	barieră		N;DEF;FEM;PL
장벽	bariera	장벽	barieră		N;DEF;FEM;SG
장벽	barieră	장벽	barieră		N;INDF;FEM;SG
강조	subliniez	강조	sublinia	N	V;IND;SG;1;PRS;FIN
강조	evidențiază	강조	evidenția	N	V;IND;3;PRS;FIN
강조	subliniind	강조	sublinia	N	V;V.MSDR
리브	liv	리브	liv		N;INDF;MASC;SG
리브	reeve	리브	reevi		PROPN
탈선	deraiat	탈선	deraia	N	ADJ;INDF;MASC;SG
트라이스타	tristar	트라이스타	tristar	PROPN	N;INDF;MASC;SG
포춘	avere	포춘	avere		N;INDF;FEM;SG
수염	bărbos	수염	bărbos	N	ADJ;INDF;MASC;SG
수염	bărbi	수염	barbă	N	ADJ;INDF;PL
미쳐	nebunie	미치+어	nebunie	CONJ	N;INDF;FEM;SG
미쳐	nebuni	미치+어	nebun	CONJ	N;INDF;MASC;PL
미쳐	nebun	미치+어	nebun	CONJ	ADJ;INDF;MASC;SG
미쳐	nebuna	미치+어	nebuna	CONJ	N;DEF;FEM;SG
미쳐	nebună	미치+어	nebun	CONJ	ADJ;INDF;FEM;SG
트리오	trio	트리오	trio		N;INDF;MASC;SG
리젠시	regency	리젠시	regency		N;INDF;MASC;SG
돼지고기	porc	되+어+지+기+야	porc		N;INDF;MASC;SG
욕망	dorinta	욕망	dorintă		N;DEF;FEM;SG
욕망	dorința	욕망	dorință		N;DEF;FEM;SG
욕망	dorință	욕망	dorință		N;INDF;FEM;SG
욕망	poftă	욕망	poftă		N;INDF;FEM;SG
욕망	pofta	욕망	poftă		N;DEF;FEM;SG
매뉴얼	manuală	매뉴얼	manual	N	ADJ;INDF;FEM;SG
챌린저	challenger	챌린저	challenger	PROPN	N;INDF;MASC;SG
킹덤	regat	킹덤	regat		N;INDF;MASC;SG
킹덤	kingdom	킹덤	kingdom		N;INDF;MASC;SG
킹덤	regatul	킹덤	regat		N;DEF;MASC;SG
카노	kano	카노	kano		PROPN
우산	umbrella	우산	umbrella		N;DEF;FEM;SG
우산	umbrela	우산	umbrelă		N;DEF;FEM;SG
우산	umbrelă	우산	umbrel		N;INDF;FEM;SG
우산	umbrele	우산	umbră		N;DEF;FEM;PL
삼각	triunghiular	삼각	triunghiular		ADJ;INDF;MASC;SG
보두앵	baldwin	보두앵	baldwin		PROPN
남방	southern	남방	southern		PROPN
남방	sudic	남방	sudic		ADJ;INDF;MASC;SG
남방	sudul	남방	sud		N;DEF;MASC;SG
서커스	circ	서커스	circ		N;INDF;MASC;SG
서커스	circus	서커스	circus		N;INDF;MASC;SG
서커스	circul	서커스	circ		N;DEF;MASC;SG
서커스	circuri	서커스	circ		N;INDF;FEM;PL
컴파일	compila	컴파+이+ㄹ	compila		V;IND;PL;3;PRS;FIN
컴파일	compilat	컴파+이+ㄹ	compila		ADJ;INDF;MASC;SG
컴파일	compilarea	컴파+이+ㄹ	compilare		N;DEF;FEM;SG
컴파일	compilarea	컴파+이+ㄹ	compilare		N;DEF;FEM;SG
이브라힘	ibrahim	이브라힘	ibrahim		PROPN
볼링	bowling	볼링	bowling	N	PROPN
초과	depășește	초+과	depăși		V;IND;SG;3;PRS;FIN
초과	exces	초+과	exces		N;INDF;MASC;SG
초과	excesul	초+과	exces		N;DEF;MASC;SG
초과	depășit	초+과	depăși		ADJ;INDF;MASC;SG
향수	nostalgic	향수	nostalgic	N	ADV
브라질인	brazilienii	브라질+이+ㄴ	brazilian		N;DEF;MASC;PL
페가수스자리	pegasus	페가수스자리	pegasus	PROPN	N;INDF;MASC;SG
서스펜스	suspans	서스펜스	suspans		N;INDF;MASC;SG
셀틱	celtic	셀틱	celtic	PROPN	ADJ;INDF;MASC;SG
실무	practice	실무	practica	N	
실무	practică	실무	practica	N	V;IND;SG;3;PST;FIN
실무	practic	실무	practic	N	ADV
수니파	sunni	수니파	sunn	N	
케이타	keita	케이타	keita		PROPN
포브스	forbes	포브스	forbes	PROPN	N;INDF;MASC;SG
돌고래	delfin	돌고래	delfin	V	N;INDF;MASC;SG
돌고래	delfinul	돌고래	delfin	V	N;DEF;MASC;SG
돌고래	delfinii	돌고래	delfin	V	N;DEF;MASC;PL
돌고래	delfini	돌고래	delfin	V	N;INDF;MASC;PL
퍼시	percy	퍼시	percy		PROPN
실비아	sylvia	실비아	sylvia	PROPN	N;DEF;FEM;SG
실비아	silvia	실비아	silvie	PROPN	N;DEF;FEM;SG
실비아	silvia	실비아	silvie	PROPN	N;DEF;FEM;SG
에볼루션	evolutia	에볼루션	evolutie		N;DEF;FEM;SG
에볼루션	evoluție	에볼루션	evoluție		N;INDF;FEM;SG
에볼루션	evoluția	에볼루션	evoluție		N;DEF;FEM;SG
에볼루션	evoluţia	에볼루션	evolugie		N;DEF;FEM;SG
올림피아	olympia	올림피아	olympie		PROPN
비문	inscripţie	비문	inscripţie		N;INDF;FEM;SG
지니	duh	지니	duh		N;INDF;MASC;SG
지니	ginny	지니	ginny		PROPN
귄터	günter	귄터	günter	PROPN	PROPN
권장	recomandat	권장	recomandat		ADJ;INDF;MASC;SG
권장	recomandate	권장	recomandat		ADJ;INDF;FEM;PL
권장	recomandată	권장	recomandat		ADJ;INDF;FEM;SG
조슈아	joshua	조슈아	joshua	PROPN	PROPN
우즈	woods	우즈	woods		PROPN
우즈	paduri	우즈	pad		N;INDF;FEM;PL
우즈	păduri	우즈	pădure		N;INDF;FEM;PL
우즈	padure	우즈	padure		N;INDF;FEM;SG
우즈	pădure	우즈	pădure		N;INDF;FEM;SG
가이아	gaia	가이아	gaie	PROPN	N;DEF;FEM;SG
엉덩이	fund	엉덩이	fund		N;INDF;MASC;SG
엉덩이	cur	엉덩이	cur		N;INDF;MASC;SG
엉덩이	sold	엉덩이	sold		N;INDF;MASC;SG
엉덩이	soldul	엉덩이	sold		N;DEF;MASC;SG
엉덩이	fesele	엉덩이	fasă		N;DEF;FEM;PL
엉덩이	fese	엉덩이	fasă		N;INDF;FEM;PL
엉덩이	fund	엉덩이	fund		N;INDF;MASC;SG
엉덩이	fundul	엉덩이	fund		N;DEF;MASC;SG
엉덩이	cur	엉덩이	cur		N;INDF;MASC;SG
빌뉴스	vilnius	빌뉴스	vilnius	PROPN	PROPN
가르침	predare	가르치+ㅁ	predare	V	N;INDF;FEM;SG
웍스	lucrări	웍스	lucrare		N;INDF;FEM;PL
웍스	lucrari	웍스	lucrar		N;INDF;FEM;PL
웍스	funcționează	웍스	funcționa		V;IND;3;PRS;FIN
웍스	wok	웍스	wok		N;INDF;MASC;SG
마쓰우라	matsuura	마쓰우+라	matsuură		N;DEF;FEM;SG
셀프	celulă	셀프	celulă		N;INDF;FEM;SG
셀프	celula	셀프	celulă		N;DEF;FEM;SG
가봉	gabon	가봉	gabon	PROPN	PROPN
셔먼	sherman	켜+어+보+ㄴ	sherman		PROPN
인테리어	interior	인테리어	interior		N;INDF;MASC;SG
인테리어	interioare	인테리어	interior		ADJ;INDF;FEM;PL
블룸	bloom	블룸	bloom		N;INDF;MASC;SG
알타이	altai	알타이	altul	PROPN	PROPN
응답	răspunde	응답	răspunde	N	V;IND;SG;3;PRS;FIN
응답	răspunde	응답	răspunde	N	V;IND;SG;3;PRS;FIN
응답	raspunde	응답	raspunde	N	
응답	răspunde	응답	răspunde	N	V;IND;SG;3;PRS;FIN
대략적인	aproximativ	대략+적+이+ㄴ	aproximativ	V	ADV
대략적인	aproximativă	대략+적+이+ㄴ	aproximativ	V	ADJ;INDF;FEM;SG
조립	asamblat	조립	asambla	N	ADJ;INDF;MASC;SG
조립	asamblate	조립	asambla	N	ADJ;INDF;FEM;PL
텅스텐	wolfram	텅스텐	wolfram	N	PROPN
카불	kabul	카불	kabul		N;INDF;MASC;SG
앵글로	anglo	앵글+로	anglo	ADV	N;INDF;MASC;SG
로사리오	rosario	로사리오	rosario	PROPN	N;INDF;MASC;SG
장점	merite	장점	merit		N;INDF;FEM;PL
장점	meritele	장점	merit		N;DEF;FEM;PL
장점	avantajele	장점	avantaj		N;DEF;FEM;PL
장점	avantaje	장점	avantaj		N;INDF;FEM;PL
장점	avantaj	장점	avantaj		N;INDF;MASC;SG
장점	avantajul	장점	avantaj		N;DEF;MASC;SG
오렌지색	orange	오렌지색	orange		N;INDF;MASC;SG
오렌지색	portocală	오렌지색	portocal		N;INDF;FEM;SG
오렌지색	portocaliu	오렌지색	portocaliu		ADV
오렌지색	portocalie	오렌지색	portocalie		N;INDF;FEM;SG
내시	nash	내시	nash		N;INDF;MASC;SG
검사관	inspector	검사관	inspector		N;INDF;MASC;SG
검사관	inspectorul	검사관	inspector		N;DEF;MASC;SG
제이콥	jacob	제이콥	jacob		PROPN
제이콥	iacov	제이콥	iacov		PROPN
제이콥	iacob	제이콥	iacob		PROPN
차이콥스키	ceaikovski	차이콥스키	ceaikovski		PROPN
우디	woody	우디	woody		PROPN
던지기	aruncarea	던지기	aruncare	V	N;DEF;FEM;SG
브롱크스	bronx	브롱크스	bronx	PROPN	N;INDF;MASC;SG
상상	imaginatie	상상	imaginatie		N;INDF;FEM;SG
상상	imaginară	상상	imaginar		ADJ;INDF;FEM;SG
상상	imaginari	상상	imaginar		N;INDF;MASC;PL
상상	imaginare	상상	imaginare		ADJ;INDF;FEM;PL
상상	imaginar	상상	imaginar		ADJ;INDF;MASC;SG
상상	imaginat	상상	imagina		ADJ;INDF;MASC;SG
상상	imagina	상상	imagina		V;IND;SG;3;IPFV;FIN
밀스	mills	밀스	mills		PROPN
카르타고	cartagina	카르타+고	cartagina		N;DEF;FEM;SG
통계학	statistice	통계학	statistic	N	ADJ;INDF;FEM;PL
통계학	statistic	통계학	statistic	N	ADV
커넥션	legături	커넥션	legătură		N;INDF;FEM;PL
커넥션	conexiuni	커넥션	conexiune		N;INDF;FEM;PL
커넥션	conexiunea	커넥션	conexiune		N;DEF;FEM;SG
커넥션	conexiune	커넥션	conexiune		N;INDF;FEM;SG
서프라이즈	surpriză	서프라이즈	surpriză		N;INDF;FEM;SG
서프라이즈	surpriza	서프라이즈	surpriză		N;DEF;FEM;SG
학업	academic	학업	academic	N	ADJ;INDF;MASC;SG
학업	academică	학업	academic	N	ADJ;INDF;FEM;SG
학업	academice	학업	academic	N	ADJ;INDF;FEM;PL
호화	luxoasă	호화	luxos		ADJ;INDF;FEM;SG
호화	luxos	호화	luxos		ADJ;INDF;MASC;SG
포츠담	potsdam	포츠담	potsda	PROPN	PROPN
혐오	dezgustat	혐오	dezgusta	N	ADJ;INDF;MASC;SG
혐오	urăsc	혐오	ură	N	V;IND;PL;3;PRS;FIN
블라인드	orbi	블라인드	orbi		ADJ;INDF;MASC;PL
블라인드	oarba	블라인드	oarbă		ADJ;DEF;FEM;SG
블라인드	chior	블라인드	chior		N;INDF;MASC;SG
블라인드	orb	블라인드	orb		ADJ;INDF;MASC;SG
블라인드	oarbă	블라인드	orb		ADJ;INDF;FEM;SG
블라인드	jaluzele	블라인드	jaluză		N;DEF;FEM;PL
혼슈	honshu	혼슈	honshu		N;INDF;MASC;SG
착용	purta	착용	purta	N	V;IND;SG;3;IPFV;FIN
착용	poartă	착용	purta	N	V;IND;3;PRS;FIN
레베카	rebeca	레베카	rebeca		N;DEF;FEM;SG
레베카	rebecca	레베카	rebecca		N;DEF;FEM;SG
페라리	ferrari	페라리	ferrare		N;INDF;MASC;PL
슈트라우스	strauss	슈트라우스	strauss		PROPN
아우크스부르크	augsburg	아우크스부르크	augsburg	PROPN	PROPN
하든	harden	하+든	harden		PROPN
옴니아	omnia	옴니아	omnie		N;DEF;FEM;SG
모리셔스	mauritius	모리셔스	mauritius	PROPN	PROPN
달팽이	melci	달팽이	melc		N;INDF;MASC;PL
달팽이	melc	달팽이	melc		N;INDF;MASC;SG
달팽이	melc	달팽이	melc		N;INDF;MASC;SG
달팽이	melcul	달팽이	melc		N;DEF;MASC;SG
러닝	ruleaza	러닝	rulează		V;IND;SG;3;IPFV;FIN
러닝	fuge	러닝	fugi		V;IND;SG;3;PRS;FIN
노르만	norman	노르만	norman		PROPN
계란	ouă	계란	ou		N;INDF;FEM;PL
계란	oua	계란	ou		N;DEF;FEM;PL
계란	ouăle	계란	ou		N;DEF;FEM;PL
계란	ou	계란	ou		N;INDF;MASC;SG
계란	oul	계란	ou		N;DEF;MASC;SG
자비	milă	자비	milă		N;INDF;FEM;SG
자비	mila	자비	milă		N;DEF;FEM;SG
이르쿠츠크	irkutsk	이르쿠츠크	irkutsk	PROPN	PROPN
미네르바	minerva	미네르바	minerva		N;DEF;FEM;SG
노블	noble	노블	noble		N;INDF;MASC;SG
노블	nobil	노블	nobil		ADJ;INDF;MASC;SG
노블	nobilă	노블	nobil		ADJ;INDF;FEM;SG
노블	nobili	노블	nobil		N;INDF;MASC;PL
노블	nobile	노블	nobil		ADJ;INDF;FEM;PL
행진곡	martie	행진곡	martie		N;INDF;MASC;SG
트레이시	tracy	트레이시	tracy	PROPN	PROPN
팔이	braț	팔+이	braț		N;INDF;MASC;SG
팔이	brațul	팔+이	braț		N;DEF;MASC;SG
팔이	arm	팔+이	avea		N;INDF;MASC;SG
팔이	brat	팔+이	brat		N;INDF;MASC;SG
프레스턴	preston	프레스턴	preston	PROPN	PROPN
파라나	parana	파+라나	parană	PROPN	PROPN
하인	servitor	하+이+ㄴ	servitor		N;INDF;MASC;SG
하인	slujitor	하+이+ㄴ	slujitor		N;INDF;MASC;SG
하인	slugă	하+이+ㄴ	slugă		N;INDF;FEM;SG
하인	servitoare	하+이+ㄴ	servitor		ADJ;INDF;FEM
하인	servitorul	하+이+ㄴ	servitor		N;DEF;MASC;SG
미완성	neterminat	미완성	netermina		ADJ;INDF;MASC;SG
미완성	neterminate	미완성	neterminat		ADJ;INDF;FEM;PL
미완성	neterminată	미완성	neterminat		ADJ;INDF;FEM;SG
캘린더	calendar	캘린더	calendar		N;INDF;MASC;SG
캘린더	calendarul	캘린더	calendar		N;DEF;MASC;SG
캘린더	calendare	캘린더	calendar		N;INDF;FEM;PL
사이공	saigon	사이공	saigon	PROPN	N;INDF;MASC;SG
재규어	jaguari	재규어	jaguar		N;INDF;MASC;PL
재규어	jaguar	재규어	jaguar		N;INDF;MASC;SG
재규어	jaguarul	재규어	jaguar		N;DEF;MASC;SG
걷기	mersul	걷+기	mers	V	N;DEF;MASC;SG
걷기	plimbări	걷+기	plimbare	V	N;INDF;FEM;PL
걷기	plimbările	걷+기	plimbare	V	N;DEF;FEM;PL
걷기	plimbat	걷+기	plimba	V	ADJ;INDF;MASC;SG
걷기	plimbare	걷+기	plimbare	V	N;INDF;FEM;SG
걷기	walk	걷+기	walk	V	N;INDF;MASC;SG
카를스루에	karlsruhe	카를스루+에	karlsruhe	ADV	PROPN
사바나	savannah	사바+나	savannah		PROPN
라플라스	laplace	라플라스	laplac	PROPN	N;INDF;MASC;SG
설득	convins	설득	convinge	N	ADJ;INDF;MASC;SG
설득	convinge	설득	convinge	N	V;IND;SG;3;PRS;FIN
설득	convinge	설득	convinge	N	V;IND;SG;3;PRS;FIN
광업	miniere	광업	minier	N	ADJ;INDF;FEM;PL
페가수스	pegasus	페가수스	pegasus	PROPN	N;INDF;MASC;SG
애슬론	athlon	애슬론	athlon	N	PROPN
써니	soare	쓰+었+다	soare		N;INDF;MASC;SG
써니	însorită	쓰+었+다	însori		ADJ;INDF;FEM;SG
써니	însorit	쓰+었+다	însori		ADJ;INDF;MASC;SG
써니	sunny	쓰+었+다	sunny		N;INDF;MASC;SG
타타르	tătar	타타르	tătar		N;INDF;MASC;SG
니카라과의	nicaragua	니카라과+의	nicaragua	PROPN	PROPN
니카라과의	nicaragua	니카라과+의	nicaragua	PROPN	PROPN
아크라	accra	아크라	accra	PROPN	PROPN
어려움	dificultate	어렵+ㅁ	dificultate	V	N;INDF;FEM;SG
어려움	dificultăți	어렵+ㅁ	dificultate	V	N;INDF;FEM;PL
어려움	dificultatea	어렵+ㅁ	dificultate	V	N;DEF;FEM;SG
어려움	dificultățile	어렵+ㅁ	dificultate	V	N;DEF;FEM;PL
어려움	dificultăți	어렵+ㅁ	dificultate	V	N;INDF;FEM;PL
어려움	dificil	어렵+ㅁ	dificil	V	ADV
어려움	dificile	어렵+ㅁ	dificil	V	ADJ;INDF;FEM;PL
어려움	dificilă	어렵+ㅁ	dificil	V	ADJ;INDF;FEM;SG
껍질	scoică	껍질	scoică		N;INDF;FEM;SG
껍질	cochilie	껍질	cochilie		N;INDF;FEM;SG
껍질	coajă	껍질	coajă		N;INDF;FEM;SG
껍질	coaja	껍질	coajă		N;DEF;FEM;SG
껍질	coajă	껍질	coajă		N;INDF;FEM;SG
그리드	grila	그리드	grilă		N;DEF;FEM;SG
그리드	grilă	그리드	grilă		N;INDF;FEM;SG
부록	anexă	부록	anexă		N;INDF;FEM;SG
부록	apendicele	부록	apendice		N;DEF;MASC;SG
부록	apendice	부록	apendic		N;INDF;MASC;SG
클랜시	clancy	클랜시	clancy	PROPN	PROPN
파이어니어	pionier	파이어지+어	pionier		N;INDF;MASC;SG
탱고	tango	탱+고	tango		N;INDF;MASC;SG
윌리스	willis	윌리스	willis		PROPN
텐서	tensor	텐서	tensor		N;INDF;MASC;SG
언리얼	ireal	언리얼	ireal	N	ADJ;INDF;MASC;SG
떠나기	plecarea	떠나+기	plecare	V	N;DEF;FEM;SG
푸리에	fourier	푸리+에	fourier	ADV	N;INDF;MASC;SG
농도	adancime	농도	adancime	N	
코코	nasul	코코	nas		N;DEF;MASC;SG
코코	nas	코코	nas		N;INDF;MASC;SG
코스타	costa	코스타	costa		V;IND;SG;3;IPFV;FIN
폴라	paula	폴르+아	paulă		N;DEF;FEM;SG
엘레나	elena	엘레+나	elena		N;DEF;FEM;SG
지평선	orizont	지평선	orizont		N;INDF;MASC;SG
지평선	orizontul	지평선	orizont		N;DEF;MASC;SG
지평선	horizon	지평선	horizon		N;INDF;MASC;SG
팬더	pândă	팬더	pândă		N;INDF;FEM;SG
팬더	panda	팬더	panda		N;DEF;FEM;SG
팬더	pantera	팬더	panteră		N;DEF;FEM;SG
팬더	panteră	팬더	panteră		N;INDF;FEM;SG
홍대	hong	홍대	hong		N;INDF;MASC;SG
원더	minunea	원더	minunie		N;DEF;FEM;SG
원더	mirare	원더	mirare		N;INDF;FEM;SG
원더	wonder	원더	wonder		PROPN
카트	coș	카트	coș	N	
브리타니아	britania	브리타니아	britanie		N;DEF;FEM;SG
브리타니아	britannia	브리타니아	britannia		N;DEF;FEM;SG
쿼터	trimestrul	쿼터	trimestru		N;DEF;MASC;SG
쿼터	trimestru	쿼터	trimestru		N;INDF;MASC;SG
쿼터	sfert	쿼터	sfert		N;INDF;MASC;SG
헐리우드	hollywood	헐리우드	hollywood		PROPN
케리	kerry	케리	kerry		PROPN
적응	adaptează	적응	adapta	N	V;IND;3;PRS;FIN
레니	lenny	레니	lenny		N;INDF;MASC;SG
체이스	urmărire	체이스	urmărire	PROPN	N;INDF;FEM;SG
체이스	chase	체이스	chasă	PROPN	PROPN
인디아	indiei	인디아	indie	PROPN	PROPN;DEF;FEM;SG
인디아	india	인디아	india	PROPN	PROPN
입원	spitalizat	입원	spitaliza	N	ADJ;INDF;MASC;SG
양키	yankee	양키	yankee	PROPN	PROPN
로마노프	romanov	로마노프	romanov	PROPN	PROPN
가이아나	guyana	가이아나	guyană	PROPN	PROPN
섀도우	shadow	섀도우	shadow		N;INDF;MASC;SG
섀도우	umbră	섀도우	umbră		N;INDF;FEM;SG
섀도우	umbra	섀도우	umbră		N;DEF;FEM;SG
블레이크	blake	블레이크	blakă		PROPN
이방인	strain	이방+이+ㄴ	strain		ADJ;INDF;MASC;SG
이방인	străin	이방+이+ㄴ	străin		ADJ;INDF;MASC;SG
아드리안	adrian	아드리안	adrian	PROPN	N;INDF;MASC;SG
포르쉐	porsche	포르쉐	porsche	PROPN	N;INDF;MASC;SG
부스	booth	부스	booth		PROPN
대머리	chel	대머리	chel	N	ADJ;INDF;MASC;SG
마티아스	matthias	마티아스	matthias	PROPN	PROPN
호스팅	găzduit	호스팅	găzdui	N	ADJ;INDF;MASC;SG
스탬프	timbru	스탬프	timbru		N;INDF;MASC;SG
스탬프	ștampila	스탬프	ștampilă		N;DEF;FEM;SG
스탬프	timbre	스탬프	timbru		N;INDF;FEM;PL
스탬프	timbrele	스탬프	timbru		N;DEF;FEM;PL
베트남어	vietnamez	베트남어	vietnamez		N;INDF;MASC;SG
베트남어	vietnamezi	베트남어	vietnamez		N;INDF;MASC;PL
베트남어	vietnameză	베트남어	vietnameză		N;INDF;FEM;SG
드러낸다	dezvăluie	드러내+ㄴ다	dezvălui		V;IND;3;PRS;FIN
에메랄드	smarald	에메랄드	smarald		N;INDF;MASC;SG
에메랄드	emerald	에메랄드	emerald		N;INDF;MASC;SG
아프로	afro	아프+로	afro		N;INDF;MASC;SG
색인	indexate	색인	indexa		ADJ;INDF;FEM;PL
색인	indexul	색인	index		N;DEF;MASC;SG
색인	indicele	색인	indice		N;DEF;MASC;SG
색인	indici	색인	indici		N;INDF;MASC;PL
파우스트	faust	파우스트	faust	PROPN	PROPN
테두리	frontiera	테두리	frontieră		N;DEF;FEM;SG
테두리	granita	테두리	granită		N;DEF;FEM;SG
테두리	frontieră	테두리	frontieră		N;INDF;FEM;SG
하퍼	harper	하퍼	harper		PROPN
카우보이	cowboy	카우보+이	cowboy		N;INDF;MASC;SG
카우보이	cowboy	카우보+이	cowboy		N;INDF;MASC;SG
카우보이	cowboys	카우보+이	cowboys		PROPN
부탄	bhutan	부탄	bhutan		N;INDF;MASC;SG
포화	saturație	포화	saturație		N;INDF;FEM;SG
포화	saturate	포화	satura		ADJ;INDF;FEM;PL
포화	saturat	포화	saturat		ADJ;INDF;MASC;SG
로이스	reuss	로이스	reuss		PROPN
로이스	royce	로이스	royce		N;INDF;MASC;SG
로이스	lois	로이스	loi		PROPN
오카	oka	오카	oka		PROPN
서류	hârtii	서류	hârtie		N;INDF;FEM;PL
서류	acte	서류	act		N;INDF;FEM;PL
불평등	inegale	불평등	inegal	N	ADJ;INDF;FEM;PL
화해	reconcilierea	화하+어	reconciliere		N;DEF;FEM;SG
화해	reconciliere	화하+어	reconciliere		N;INDF;FEM;SG
화해	împăcare	화하+어	împăcare		N;INDF;FEM;SG
화해	conciliere	화하+어	conciliere		N;INDF;FEM;SG
벅스	buck	벅스	buck		PROPN
벅스	gândaci	벅스	gândac		N;INDF;MASC;PL
벅스	insecte	벅스	insect		N;INDF;FEM;PL
벅스	bugs	벅스	bugs		PROPN
니컬러스	nicholas	니컬러스	nicholas	PROPN	PROPN
니컬러스	nicolae	니컬러스	nicolae	PROPN	PROPN
베일	bale	베이+ㄹ	bale		PROPN
베일	vălul	베이+ㄹ	văl		N;DEF;MASC;SG
베일	voal	베이+ㄹ	voal		N;INDF;MASC;SG
베일	văl	베이+ㄹ	văl		N;INDF;MASC;SG
베일	vale	베이+ㄹ	vale		N;INDF;FEM;SG
무의미한	inutil	무의미+하+ㄴ	inutil	V	ADV
퇴직	pensionat	퇴직	pensiona	N	ADJ;INDF;MASC;SG
퇴직	retras	퇴직	retrage	N	ADJ;INDF;MASC;SG
녹아	topi	녹+아	topi		V;IND;SG;3;PST;FIN
녹아	topesc	녹+아	topi		V;IND;PL;3;PRS;FIN
녹아	topire	녹+아	topir		N;INDF;FEM;SG
무지	ignoranta	무지	ignorant		N;DEF;FEM;SG
포괄적	cuprinzătoare	포괄+적	cuprinzător	N	ADJ;INDF;FEM
포괄적	cuprinzător	포괄+적	cuprinzător	N	ADJ;INDF;MASC;SG
마당	curte	마당	curte		N;INDF;FEM;SG
마당	yard	마당	yard		N;INDF;MASC;SG
플랫	plate	플랫	plat		ADJ;INDF;FEM;PL
플랫	plat	플랫	plat		N;INDF;MASC;SG
크로스오버	crossover	크로스오버	crossover		N;INDF;MASC;SG
복합체	complexe	복합체	complex	N	ADJ;INDF;FEM;PL
복합체	complex	복합체	complex	N	ADJ;INDF;MASC;SG
복합체	complexă	복합체	complex	N	ADJ;INDF;FEM;SG
복합체	compus	복합체	compus	N	ADJ;INDF;MASC;SG
시그널	semnalizează	시그널	semnaliza	N	V;IND;3;PRS;FIN
더그	doug	더그	doig		PROPN
앵커리지	anchorage	앵크리+지	anchorage	PROPN	N;INDF;MASC;SG
숨겨져	ascunsa	숨기+어+지+어	ascunsa	V	N;DEF;FEM;SG
숨겨져	ascuns	숨기+어+지+어	ascuns	V	ADJ;INDF;MASC;SG
숨겨져	ascunsă	숨기+어+지+어	ascuns	V	ADJ;INDF;FEM;SG
숨겨져	ascunse	숨기+어+지+어	ascuns	V	ADJ;INDF;FEM;PL
찾아보기	descopera	찾+아+보+기	descopera	V	V;IND;SG;3;IPFV;FIN
찾아보기	descoperă	찾+아+보+기	descoperi	V	V;IND;3;PRS;FIN
찾아보기	descopăr	찾+아+보+기	descopări	V	V;IND;SG;1;PRS;FIN
찾아보기	descoperiti	찾+아+보+기	descoperi	V	V;IND;SG;2;FIN
어디서나	pretutindeni	어디서나	pretutinden	ADV	ADJ;INDF;MASC;PL
생년월일	dob	생년월+이+ㄹ	dob		N
블레어	blair	블레어	blair	PROPN	PROPN
니콜라우스	nicholas	니콜라우스	nicholas	PROPN	PROPN
니콜라우스	nicolae	니콜라우스	nicolae	PROPN	PROPN
댓글	comment	댓글	comment	N	
댓글	comentează	댓글	comenta	N	V;IND;3;PRS;FIN
댓글	comentat	댓글	comenta	N	ADJ;INDF;MASC;SG
카렐리야	karelia	카+더리야	karelia	PROPN	N;DEF;FEM;SG
반짝반짝	sclipire	반짝반짝	sclipire		N;INDF;FEM;SG
아래쪽	inferioară	아래+쪽	inferior	N	ADJ;INDF;FEM;SG
아래쪽	dedesubt	아래+쪽	dedesubt	N	
수족관	acvariu	수족관+의	acvariu		N;INDF;MASC;SG
수족관	acvarii	수족관+의	acvarie		N;INDF;FEM;PL
편리하다	convenabilă	편리+하+다	convenabil	V	ADJ;INDF;FEM;SG
편리하다	convenabil	편리+하+다	convenabil	V	ADV
콜라	cocs	콜라	cocs		N;INDF;MASC;SG
콜라	cocaină	콜라	cocaină		N;INDF;FEM;SG
미드	meade	미드	meadă		N;INDF;MASC;SG
미드	mead	미드	mead		PROPN
미드	mijlocul	미드	mijloc		N;DEF;MASC;SG
리바운드	recuperări	리바운드	recuperare		N;INDF;FEM;PL
손상된	deteriorat	손상+되+ㄴ	deteriora	V	ADJ;INDF;MASC;SG
손상된	deteriorată	손상+되+ㄴ	deteriora	V	ADJ;INDF;FEM;SG
손상된	avariate	손상+되+ㄴ	avaria	V	ADJ;INDF;FEM;PL
손상된	avariat	손상+되+ㄴ	avariat	V	ADJ;INDF;MASC;SG
손상된	deteriorate	손상+되+ㄴ	deteriorat	V	ADJ;INDF;FEM;PL
