sandstein	zandsteen	sandstein	zandsteen		N;MASC+FEM;SG
anerkannte	erkende	anerkannt	erkennen	ADJ;SG	V;FIN
anerkannte	erkend	anerkannt	erkend	ADJ;SG	V;V.PTCP
anerkannte	herkende	anerkannt	herken	ADJ;SG	V;SG;PST;FIN
anerkannte	erkende	anerkannt	erkennen	ADJ;SG	V;FIN
anerkannte	herkend	anerkannt	herkend	ADJ;SG	V;V.PTCP
anerkannte	erkend	anerkannt	erkend	ADJ;SG	V;V.PTCP
springen	jump	springen	jump	V;NFIN	N;MASC+FEM;SG
springen	jumping	springen	jumping	V;NFIN	N;MASC+FEM;SG
interessierte	interesse	interessieren	interesse	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
standpunkt	gezichtspunt	standpunkt	gezichtspunt	ADV	N;NEUT;SG
aktivität	activiteit	aktivität	activiteit	ADJ	N;MASC+FEM;SG
luigi	luigi	luigi	luigi	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
genügt	voldoende	nügen	voldoende	V;IND;SG;3;PRS;FIN	ADJ
gedruckt	drukwerk	drucken	drukwerk	V;V.PTCP	N;NEUT;SG
störungen	storingen	störung	storing	V;NFIN	N;PL
störungen	defecten	störung	defect	V;NFIN	N;PL
störungen	verstoringen	störung	verstoring	V;NFIN	N;PL
störungen	storing	störung	storing	V;NFIN	N;MASC+FEM;SG
störungen	interferentie	störung	interferentie	V;NFIN	N;MASC+FEM;SG
störungen	inmenging	störung	inmenging	V;NFIN	N;MASC+FEM;SG
störungen	stoornissen	störung	stoornis	V;NFIN	N;PL
störungen	aandoeningen	störung	aandoening	V;NFIN	N;PL
störungen	verstoring	störung	verstoring	V;NFIN	N;MASC+FEM;SG
störungen	storingen	störung	storing	V;NFIN	N;PL
störungen	ongeregeldheden	störung	ongeregeldheid	V;NFIN	N;PL
störungen	verstoringen	störung	verstoring	V;NFIN	N;PL
ken	ken	Ken	kunnen	PROPN;NOM;MASC;SG	V;SG;PRS;FIN
sportarten	sport	sportarten	sport	V;NFIN	N;MASC+FEM;SG
halbe	helften	halb	helften	ADJ;NOM;FEM;PL	N;PL
halbe	halverwege	halb	halverwege	ADJ;NOM;FEM;PL	ADV
halbe	halfweg	halb	halfweg	ADJ;NOM;FEM;PL	ADV
halbe	helft	halb	helft	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
louisiana	louisiana	louisiana	louisiana	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
taiwan	taiwan	taiwan	taiwan	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
taiwan	taiwanese	taiwan	taiwanees	PROPN;NOM;MASC;SG	ADJ
kritischen	kritiek	kritisch	kritiek	ADJ	N;MASC+FEM;SG
obergeschoss	boven	oberschossen	boven	ADJ	ADP
sturz	omverwerping	sturz	omverwerping		N;MASC+FEM;SG
sturz	vallen	sturz	vallen		V;NFIN
sturz	waterval	sturz	waterval		N;MASC+FEM;SG
sturz	valt	sturz	vallen		V;SG;PRS;FIN
sturz	watervallen	sturz	waterval		N;PL
sturz	falls	sturz	falls		N;PL
sturz	herfst	sturz	herfst		N;MASC+FEM;SG
sturz	fall	sturz	fall		N;MASC+FEM;SG
sturz	vallen	sturz	vallen		V;NFIN
erweiterten	vergrote	erweitern	vergroot	V;IND;PL;3;PST;FIN	ADJ
aufzeichnungen	records	aufzeichnangen	record	V;NFIN	N;PL
aufzeichnungen	opnames	aufzeichnangen	opname	V;NFIN	N;PL
amazon	amazonegebied	amazon	amazonegebied		N;NEUT;SG
amazon	amazones	amazon	amazone		N;PL
amazon	amazon	amazon	amazon		N;MASC+FEM;SG
amazon	amazone	amazon	amazone		N;MASC+FEM;SG
forst	bosbouw	forsen	bosbouw	PROPN;NOM;SG	N;MASC+FEM;SG
forst	forst	forsen	forst	PROPN;NOM;SG	N;MASC+FEM;SG
forst	woud	forsen	wouden	PROPN;NOM;SG	N;NEUT;SG
forst	bos	forsen	bos	PROPN;NOM;SG	N;NEUT;SG
forst	bossen	forsen	bossen	PROPN;NOM;SG	N;PL
hang	hang	hang	hang	N	V;SG;PRS;FIN
stadtmauer	muren	stadtmau	muur		N;PL
stadtmauer	wanden	stadtmau	wand		N;PL
labor	labs	labor	labs		N;PL
labor	laboratoria	labor	laboratoria		N;PL
labor	laboratorium	labor	laboratorium		N;NEUT;SG
labor	labo	labor	labo		N;NEUT;SG
labor	lab	labor	lib		N;NEUT;SG
labor	arbeid	labor	arbeid		N;MASC+FEM;SG
samstag	zaterdag	samstag	zaterdag	ADV	PROPN;MASC+FEM;SG
samstag	zaterdagen	samstag	zaterdagen	ADV	N;PL
lehmann	lehmann	lehmann	lehmann	PROPN;NOM;SG	N;MASC+FEM;SG
classic	klassiek	classic	klassiek	PROPN	ADJ
classic	klassieker	classic	klassieker	PROPN	N;MASC+FEM;SG
classic	klassieke	classic	klassiek	PROPN	ADJ
classic	classic	classic	classic	PROPN	N;MASC+FEM;SG
wirtschafts	economische	wirtschafts	economisch	PROPN	ADJ
wirtschafts	economisch	wirtschafts	economisch	PROPN	ADJ
herausragende	eminente	herausragend	eminent	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
herausragende	eminent	herausragend	eminent	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
herausragende	uitstaande	herausragend	uitstaande	ADJ;NOM;FEM;PL	V;V.PTCP
herausragende	uitmuntend	herausragend	uitmuntend	ADJ;NOM;FEM;PL	V;V.PTCP
med	med	med	med		N;MASC+FEM;SG
oberste	supreme	ober	supreem	ADJ;NOM	N;MASC+FEM;SG
schwäbisch	schwäbisch	schwäbisch	schwäbisch	ADJ	N;NEUT;SG
berühmt	beroemdheid	berühmt	beroemdheid	ADJ	N;MASC+FEM;SG
berühmt	beroemdheden	berühmt	beroemdheid	ADJ	N;PL
berühmt	celebrity	berühmt	celebrity	ADJ	N;MASC+FEM;SG
berühmt	bekendheid	berühmt	bekendheid	ADJ	N;MASC+FEM;SG
berühmt	bekendheid	berühmt	bekendheid	ADJ	N;MASC+FEM;SG
berühmt	beroemdheid	berühmt	beroemdheid	ADJ	N;MASC+FEM;SG
berühmt	roem	berühmt	roem	ADJ	N;MASC+FEM;SG
berühmt	faam	berühmt	faam	ADJ	N;MASC+FEM;SG
berühmt	gerenommeerde	berühmt	renommeren	ADJ	V;V.PTCP
restaurierung	restaureren	restaurierung	restaureren	N;NOM;FEM;SG	V;NFIN
restaurierung	renoveren	restaurierung	renoveren	N;NOM;FEM;SG	V;NFIN
restaurierung	restaureren	restaurierung	restaureren	N;NOM;FEM;SG	V;NFIN
restaurierung	herstellen	restaurierung	herstellen	N;NOM;FEM;SG	V;NFIN
restaurierung	restauraties	restaurierung	restauratie	N;NOM;FEM;SG	N;PL
geehrt	geëerde	ehren	geëeren	V;V.PTCP	ADJ
jonas	jonas	jonas	jonas	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
jonas	jonah	jonas	jonah	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
umzug	verplaatsen	umzugen	verplaatsen	N;SG	V;NFIN
umzug	bewegen	umzugen	bewegen	N;SG	V;NFIN
umzug	bewegend	umzugen	bewegenen	N;SG	V;V.PTCP
umzug	verhuizen	umzugen	verhuizen	N;SG	V;NFIN
umzug	paraderen	umzugen	paraderen	N;SG	V;NFIN
niedrigen	low	niedrig	low	ADJ	N;MASC+FEM;SG
weichen	schakelaars	weichen	schakelaar	V;NFIN	N;PL
weichen	wissels	weichen	wissel	V;NFIN	N;PL
ansprechen	reactie	ansprechen	reactie	V;NFIN	N;MASC+FEM;SG
ansprechen	respons	ansprechen	respons	V;NFIN	N;MASC+FEM;SG
gezielt	gerichte	gezielt	richten	ADJ	V;V.PTCP
gezielt	gericht	gezielt	richten	ADJ	V;V.PTCP
held	held	held	held	PROPN;SG	N;MASC+FEM;SG
held	hero	held	hero	PROPN;SG	N;MASC+FEM;SG
erhöhung	vergroten	erhöhung	vergroten	N;NOM;FEM;SG	V;NFIN
erhöhung	verhoog	erhöhung	verhoog	N;NOM;FEM;SG	V;SG;PRS;FIN
erhöhung	verhogen	erhöhung	verhogen	N;NOM;FEM;SG	V;NFIN
kfz	automotive	kfz	automotive		N;MASC+FEM;SG
kfz	automobiel	kfz	automobiel		N;MASC+FEM;SG
wüste	woestijn	wüst	woestijn		N;MASC+FEM;SG
wüste	wildernis	wüst	wildernis		N;MASC+FEM;SG
wüste	woestijnen	wüst	woestijn		N;PL
verkauften	verkochte	verkaufen	verkopen	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
adolph	adolph	adolph	adolph	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
polizisten	politie	polizist	politie	N;PL	N;MASC+FEM;SG
polizisten	politieagent	polizist	politieagent	N;PL	N;MASC+FEM;SG
polizisten	politieman	polizist	politieman	N;PL	N;MASC+FEM;SG
mhz	mhz	mhz	mhz		N;MASC+FEM;SG
uci	uci	uci	uci	PROPN;NOM;SG	N;MASC+FEM;SG
carter	carter	carter	carter	PROPN;NOM;SG	N;MASC+FEM;SG
princeton	princeton	princeton	princeton	PROPN;NOM;SG	N;MASC+FEM;SG
latein	latijn	latein	latijn	ADJ	N;NEUT;SG
fortgesetzt	vervolg	fortsetzen	vervolg	V;V.PTCP	N;NEUT;SG
politisches	politiek	politisch	politiek	ADJ;NOM;NEUT;SG	N;MASC+FEM;SG
atlanta	atlanta	atlanta	atlanta	PROPN	N;MASC+FEM;SG
hip	heup	hip	heup	ADJ	N;MASC+FEM;SG
hip	hiep	hip	hoep	ADJ	N;MASC+FEM;SG
antwerpen	antwerpen	antwerpen	antwerpen		PROPN;NEUT;SG
kaiserslautern	kaiserslautern	kaiserslaut	kaiserslautern	PROPN;NOM;SG	N;PL
invasion	invasie	invasion	invasie		N;MASC+FEM;SG
invasion	binnenvallen	invasion	binnenval		V;NFIN
antonius	anthony	antonius	anthony	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
antonius	antonius	antonius	antonius	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
antonius	antony	antonius	antony	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
antonius	antonius	antonius	antonius	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
antonius	antonius	antonius	antonius	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
muhammad	muhammad	muhammad	muhammad	PROPN;NOM;SG	N;MASC+FEM;SG
muhammad	mohammed	muhammad	mohammed	PROPN;NOM;SG	N;MASC+FEM;SG
julian	julian	julian	julian	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
nil	nul	nil	nul	PROPN;NOM;MASC;SG	NUM
nil	nihil	nil	nihil	PROPN;NOM;MASC;SG	ADJ
nil	nijl	nil	nijl	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
selbständige	onafhankelijken	selbständig	onafhankelijk	ADJ;NOM;FEM;PL	N;PL
güterverkehr	vracht	güterverkehr	vracht	ADJ	N;MASC+FEM;SG
güterverkehr	goederenvervoer	güterverkehr	goederenvervoer	ADJ	N;NEUT;SG
güterverkehr	vrachtvervoer	güterverkehr	vrachtvervoer	ADJ	N;NEUT;SG
alternativen	alternatief	alternativ	alternatief	ADJ	N;NEUT;SG
alternativen	alternatieven	alternativ	alternatief	ADJ	N;PL
sant	sant	senen	sant	PROPN	N;MASC+FEM;SG
altenburg	altenburg	altenburg	altenburg	PROPN;NOM;NEUT;SG	ADJ
abc	abc	abc	abc		N;MASC+FEM;SG
kiew	kiev	keißen	kielen		PROPN;NEUT;SG
hard	moeilijk	hard	moeilijk	PROPN	ADJ
hard	hard	hard	hard	PROPN	ADJ
hard	harde	hard	hard	PROPN	ADJ
faust	faust	fausen	faust		N;MASC+FEM;SG
faust	vuisten	fausen	vuisten		N;PL
faust	vuist	fausen	vuist		N;MASC+FEM;SG
faust	fist	fausen	fist		
vita	vita	vita	vita		N;MASC+FEM;SG
evans	evans	evans	evans	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
anlehnung	aansluiting	anlehnung	aansluiting	ADJ	N;MASC+FEM;SG
holding	vasthouden	holding	vasthouden		V;NFIN
holding	holding	holding	holding		N;MASC+FEM;SG
apple	appel	applen	appel		N;MASC+FEM;SG
apple	apple	applen	apple		N;MASC+FEM;SG
fisch	vissen	fisch	vissen		V;NFIN
fisch	zeevruchten	fisch	zeevrucht		V;NFIN
thron	troon	thron	troon		N;MASC+FEM;SG
rapper	rappers	rapper	rapper		N;PL
rapper	rapper	rapper	rapper		N;MASC+FEM;SG
ozean	oceanic	ozean	oceanic		N;MASC+FEM;SG
ozean	oceanen	ozean	oceaan		N;PL
ozean	oceaan	ozean	oceaan		N;MASC+FEM;SG
konservatorium	serre	konservatorium	serre	PROPN	N;MASC+FEM;SG
konservatorium	conservatorium	konservatorium	conservatorium	PROPN	N;NEUT;SG
konservatorium	conservatorium	konservatorium	conservatorium	PROPN	N;NEUT;SG
untergrund	ondergrondse	untergrund	ondergrondse	ADJ	N;MASC+FEM;SG
untergrund	underground	untergrund	undergrounen	ADJ	N;MASC+FEM;SG
untergrund	substraat	untergrund	substraat	ADJ	N;NEUT;SG
untergrund	ondergrond	untergrund	ondergrond	ADJ	N;MASC+FEM;SG
untergrund	ondergrond	untergrund	ondergrond	ADJ	N;MASC+FEM;SG
senior	senior	senior	senior	PROPN;NOM;SG	N;MASC+FEM;SG
senior	laatstejaars	senior	laatstejaar	PROPN;NOM;SG	ADJ;RL
cooper	cooper	cooper	cooper	PROPN;NOM;SG	N;MASC+FEM;SG
rechner	rekenmachine	rechner	rekenmachine		N;MASC+FEM;SG
rechner	computers	rechner	computer		N;PL
rechner	organisator	rechner	organisator		N;MASC+FEM;SG
rechner	gastheer	rechner	gastheer		N;MASC+FEM;SG
rechner	host	rechner	host		N;MASC+FEM;SG
rechner	computer	rechner	computer		N;MASC+FEM;SG
rechner	gastheren	rechner	gastheren		N;PL
rechner	rekenmachines	rechner	rekenmachine		N;PL
ulmer	ulmer	ulm	ulmer		N;MASC+FEM;SG
schubert	schubert	schubern	schuberen		N;MASC+FEM;SG
brigitte	brigitte	brigitt	brigit	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
zugrunde	onderliggende	zugrunde	onderliggend	ADV	ADJ
barry	barry	barry	barry	PROPN;SG	N;MASC+FEM;SG
brüdern	broeders	brüdern	broeder		N;PL
brüdern	brothers	brüdern	brother		N;PL
brüdern	broeders	brüdern	broeder		N;PL
brüdern	broertjes	brüdern	broer		N;PL
brüdern	gebroeders	brüdern	gebroeder		N;PL
brüdern	broers	brüdern	broer		N;PL
patent	octrooi	patent	octrooi	PROPN	N;NEUT;SG
patent	patent	patent	patent	PROPN	N;NEUT;SG
patent	octrooi	patent	octrooi	PROPN	N;NEUT;SG
patent	patenten	patent	patent	PROPN	N;PL
patent	octrooien	patent	octrooien	PROPN	N;PL
webseiten	website	webseiten	website	V;NFIN	N;MASC+FEM;SG
webseiten	web	webseiten	webben	V;NFIN	N;NEUT;SG
webseiten	sites	webseiten	sites	V;NFIN	N;PL
webseiten	websites	webseiten	website	V;NFIN	N;PL
unterfamilie	onderfamilie	unterfamilie	onderfamilie	ADJ	N;MASC+FEM;SG
knochen	bones	knochen	bone	V;NFIN	N;PL
knochen	botten	knochen	bot	V;NFIN	N;PL
knochen	beenderen	knochen	beenderen	V;NFIN	N;PL
knochen	botten	knochen	bot	V;NFIN	N;PL
knochen	bot	knochen	bot	V;NFIN	ADJ
knochen	botje	knochen	botje	V;NFIN	N;NEUT;SG
knochen	bone	knochen	bone	V;NFIN	
ack	ack	ack	ack		N;MASC+FEM;SG
veb	veb	veb	veb	PROPN	N;MASC+FEM;SG
posen	poznan	pos	poznan	PROPN	N;NEUT;SG
posen	poznań	pos	poznań	PROPN	N;NEUT;SG
posen	posen	pos	posen	PROPN	N;PL
wenzel	wenzel	wenzel	wenzel		N;MASC+FEM;SG
wenzel	wenceslas	wenzel	wenceslas		N;NEUT;SG
pionier	pioneer	pionier	pioneren	ADJ	N;MASC+FEM;SG
pionier	pionier	pionier	pionier	ADJ	N;MASC+FEM;SG
pionier	pioniers	pionier	pionier	ADJ	N;PL
pionier	pioniers	pionier	pionier	ADJ	N;PL
type	typ	type	typ		V;SG;PRS;FIN
type	type	type	type		N;NEUT;SG
type	soort	type	soort		N;SG
blütezeit	bloeiende	blütezeit	bloeien	ADJ	V;V.PTCP
blütezeit	bloei	blütezeit	bloei	ADJ	N;MASC+FEM;SG
blütezeit	bloom	blütezeit	bloom	ADJ	N;MASC+FEM;SG
blütezeit	bloeien	blütezeit	bloeien	ADJ	V;NFIN
blütezeit	bloei	blütezeit	bloei	ADJ	N;MASC+FEM;SG
blütezeit	hoogtijdagen	blütezeit	hoogtijdag	ADJ	N;PL
metz	metz	metz	metz	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
harold	harold	harold	harold	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
brothers	brothers	brothers	brother	PROPN;NOM;SG	N;PL
brothers	broeders	brothers	broeder	PROPN;NOM;SG	N;PL
brothers	broertjes	brothers	broer	PROPN;NOM;SG	N;PL
brothers	gebroeders	brothers	gebroeder	PROPN;NOM;SG	N;PL
brothers	broers	brothers	broer	PROPN;NOM;SG	N;PL
tests	proeven	tests	proeven	N	V;NFIN
tests	testen	tests	testen	N	V;NFIN
tests	testen	tests	testen	N	V;NFIN
entfernten	remote	entfernt	remote	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
entfernten	afstandsbediening	entfernt	afstandsbediening	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
ausgehen	nachtleven	ausgehen	nachtleven	V;NFIN	N;NEUT;SG
ausgehen	dating	ausgehen	dating	V;NFIN	N;MASC+FEM;SG
ausgehen	eruit	ausgehen	eruit	V;NFIN	ADV
ausgehen	uit	ausgehen	uit	V;NFIN	ADP
ausgehen	out	ausgehen	out	V;NFIN	
lebenslauf	leerplan	lebenslauf	leerplan		N;NEUT;SG
lebenslauf	curriculum	lebenslauf	curriculum		N;NEUT;SG
lebenslauf	lesprogramma	lebenslauf	lesprogramma		N;NEUT;SG
lebenslauf	onderwijsprogramma	lebenslauf	onderwijsprogramma		N;NEUT;SG
lebenslauf	biografie	lebenslauf	biografie		N;MASC+FEM;SG
lebenslauf	hervat	lebenslauf	hervatten		V;V.PTCP
lebenslauf	hervatten	lebenslauf	hervatten		V;NFIN
alkohol	drank	alkohol	drank		N;MASC+FEM;SG
alkohol	alcohol	alkohol	alcohol		N;MASC+FEM;SG
alkohol	likeur	alkohol	likeur		N;MASC+FEM;SG
gene	gene	gen	gene		N;MASC+FEM;SG
gene	gen	gen	gen		N;NEUT;SG
gene	genen	gen	gen		N;PL
rechnen	rekenkundige	rechnen	rekenkundig	V;NFIN	ADJ
rechnen	rekenkundig	rechnen	rekenkundig	V;NFIN	ADJ
rechnen	wiskunde	rechnen	wiskunde	V;NFIN	N;MASC+FEM;SG
silva	silva	silva	silva	PROPN	N;MASC+FEM;SG
menschheit	menselijkheid	menschheit	menselijkheid		N;MASC+FEM;SG
menschheit	mensheid	menschheit	mensheid		N;MASC+FEM;SG
menschheit	mensheid	menschheit	mensheid		N;MASC+FEM;SG
ehre	eren	ehr	eren		V;NFIN
ehre	eer	ehr	eer		N;MASC+FEM;SG
ehre	eren	ehr	eren		V;NFIN
ehre	eer	ehr	eer		N;MASC+FEM;SG
ehre	glorie	ehr	glorie		N;MASC+FEM;SG
ehre	roem	ehr	roem		N;MASC+FEM;SG
ehre	heerlijkheid	ehr	heerlijkheid		N;MASC+FEM;SG
ehre	glory	ehr	glory		N;MASC+FEM;SG
öffentlicher	publiek	öffentlich	publiek	ADJ	N;NEUT;SG
toll	tol	toll	tol	ADJ	N;MASC+FEM;SG
christ	christelijke	christ	christelijk	PROPN	ADJ
christ	christen	christ	christen	PROPN	N;SG
christ	christelijk	christ	christelijk	PROPN	ADJ
christ	christian	christ	christian	PROPN	N;MASC+FEM;SG
christ	christenen	christ	christenen	PROPN	N;PL
christ	christus	christ	christus	PROPN	N;MASC+FEM;SG
vorwort	preambule	vorworen	preambul		N;MASC+FEM;SG
vorwort	voorwoord	vorworen	voorwoord		N;NEUT;SG
vorwort	voorwoord	vorworen	voorwoord		N;NEUT;SG
vergrößert	vergrote	vergrößern	vergroot	V;V.PTCP	ADJ
miami	miami	miami	miami	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
shanghai	shanghai	shanghai	shanghai	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
shanghai	sjanghai	shanghai	sjanghai	PROPN;NOM;MASC;SG	N;NEUT;SG
mexico	mexicaanse	mexico	mexicaans	PROPN;NOM;SG	ADJ
mexico	mexico	mexico	mexico	PROPN;NOM;SG	PROPN;NEUT;SG
bischofs	loper	bischofs	loper		N;MASC+FEM;SG
bischofs	bisschop	bischofs	bisschop		N;MASC+FEM;SG
bischofs	bishop	bischofs	bishop		N;MASC+FEM;SG
vertretung	rep	vertretung	rep	N;FEM;SG	ADJ
vertretung	representatief	vertretung	representatief	N;FEM;SG	ADJ
vertretung	representatieve	vertretung	representatief	N;FEM;SG	ADJ
fauna	wildlife	fauna	wildlife		N;NEUT;SG
abriss	slopen	abreißen	slopen	N	V;NFIN
protokoll	minuten	protokoll	minuut	ADJ	N;PL
protokoll	notulen	protokoll	notulen	ADJ	N;PL
protokoll	transcriptie	protokoll	transcriptie	ADJ	N;MASC+FEM;SG
protokoll	transcript	protokoll	transcript	ADJ	N;MASC+FEM;SG
protokoll	protocol	protokoll	protocol	ADJ	N;NEUT;SG
protokoll	logboek	protokoll	logboek	ADJ	N;NEUT;SG
protokoll	log	protokoll	log	ADJ	N;MASC+FEM;SG
protokoll	logboeken	protokoll	logboek	ADJ	N;PL
protokoll	logs	protokoll	logs	ADJ	N;PL
athleten	sporter	athlet	sporter	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
athleten	atlete	athlet	atlete	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
athleten	atleet	athlet	atleet	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
athleten	atleten	athlet	atleten	V;IND;PL;3;PST;FIN	N;PL
athleten	sporters	athlet	sporter	V;IND;PL;3;PST;FIN	N;PL
lahn	lahn	lahn	lahn	PROPN;NOM;SG	N;MASC+FEM;SG
teilnehmern	deelnemers	teilnehmern	deelnemer	V;NFIN	N;PL
teilnehmern	deelnemers	teilnehmern	deelnemer	V;NFIN	N;PL
teilnehmern	aanwezigen	teilnehmern	aanwezig	V;NFIN	ADJ
baker	baker	bak	baker	PROPN	N;MASC+FEM;SG
baker	bakker	bak	bakker	PROPN	N;MASC+FEM;SG
copa	copa	copa	copa	PROPN;NOM;SG	N;MASC+FEM;SG
breiter	wide	breit	wide	ADJ	
udo	udo	udo	udo	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
steuerung	controle	steuerung	controle	ADJ	N;MASC+FEM;SG
steuerung	control	steuerung	control	ADJ	
steuerung	controller	steuerung	controller	ADJ	N;MASC+FEM;SG
steuerung	controleur	steuerung	controleur	ADJ	N;MASC+FEM;SG
steuerung	bestuur	steuerung	bestuur	ADJ	N;NEUT;SG
steuerung	governance	steuerung	governance	ADJ	N;MASC+FEM;SG
steuerung	controles	steuerung	controle	ADJ	N;PL
vortrag	lezingen	vortragen	lezing	N;SG	N;PL
vortrag	talk	vortragen	talk	N;SG	ADJ
vortrag	praten	vortragen	praten	N;SG	V;NFIN
vortrag	praat	vortragen	praten	N;SG	V;SG;PRS;FIN
división	división	división	división	PROPN;NOM;SG	N;MASC+FEM;SG
prinzipien	principes	prinzip	principe	V;NFIN	N;PL
prinzipien	beginselen	prinzip	beginselen	V;NFIN	N;PL
dienstleistungen	dienstverlening	dienstleistungen	dienstverlening	N;NOM;FEM;PL	N;MASC+FEM;SG
comedy	comedy	comedy	comedy	PROPN	N;MASC+FEM;SG
comedy	komedie	comedy	komedie	PROPN	N;MASC+FEM;SG
basketballspieler	basketball	basketballspieler	basketball	ADJ	N;MASC+FEM;SG
basketballspieler	basketbal	basketballspieler	basketbal	ADJ	N;NEUT;SG
subsp	subsp	subsp	subsp		
hansen	hansen	hansen	hans	PROPN;NOM;SG	N;PL
catherine	catherine	catherine	catherine	PROPN;NOM;SG	N;MASC+FEM;SG
catherine	catharina	catherine	catharina	PROPN;NOM;SG	N;MASC+FEM;SG
philologe	filoloog	philologe	filoloog	ADJ	N;MASC+FEM;SG
aufteilung	toewijzing	aufteilung	toewijzing	ADJ;SG	N;MASC+FEM;SG
aufteilung	allocatie	aufteilung	allocatie	ADJ;SG	N;MASC+FEM;SG
aufteilung	indeling	aufteilung	indeling	ADJ;SG	N;MASC+FEM;SG
aufteilung	verdeling	aufteilung	verdeling	ADJ;SG	N;MASC+FEM;SG
aufteilung	uitsplitsing	aufteilung	uitsplitsing	ADJ;SG	N;MASC+FEM;SG
aufteilung	distributie	aufteilung	distributie	ADJ;SG	N;MASC+FEM;SG
aufteilung	verdeling	aufteilung	verdeling	ADJ;SG	N;MASC+FEM;SG
aufteilung	splitsen	aufteilung	splitsen	ADJ;SG	V;NFIN
erwachsene	gegroeid	erwachsen	groeien	ADJ;NOM;FEM;PL	V;V.PTCP
erwachsene	gekweekt	erwachsen	kweken	ADJ;NOM;FEM;PL	V;V.PTCP
erwachsene	adult	erwachsen	adult	ADJ;NOM;FEM;PL	
werfen	cast	werfen	cast	V;NFIN	N;MASC+FEM;SG
werfen	gips	werfen	gips	V;NFIN	N;NEUT;SG
mexikanischen	mexicaan	mexikanisch	mexicaan	ADJ;NOM;MASC;PL	N;MASC+FEM;SG
philosophen	filosofen	philosophen	filosoof		N;PL
philosophen	filosoof	philosophen	filosoof		N;MASC+FEM;SG
frag	ask	frag	ask		INTJ
frag	vraag	frag	vraag		N;MASC+FEM;SG
dicke	dikke	dick	dik	N;NOM;FEM;PL	ADJ
dicke	dik	dick	dik	N;NOM;FEM;PL	ADJ
dicke	dikte	dick	dik	N;NOM;FEM;PL	N;MASC+FEM;SG
bodensee	bodensee	bodensee	bodensee	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
irischen	ierse	irisch	iers		ADJ
irischen	ieren	irisch	ieren		N;PL
irischen	iers	irisch	iers		ADJ
han	han	han	han		N;MASC+FEM;SG
wettbewerbe	wedstrijdje	wettbewerb	wedstrijd	N;NOM;PL	N;NEUT;SG
wettbewerbe	wedstrijd	wettbewerb	wedstrijd	N;NOM;PL	N;MASC+FEM;SG
wettbewerbe	prijsvraag	wettbewerb	prijsvraag	N;NOM;PL	N;MASC+FEM;SG
heiraten	trouw	heiraten	trouw	V;NFIN	ADJ
heiraten	huwelijk	heiraten	huwelijk	V;NFIN	N;NEUT;SG
heiraten	trouwfeest	heiraten	trouwfeest	V;NFIN	N;NEUT;SG
heiraten	bruiloft	heiraten	bruiloft	V;NFIN	N;MASC+FEM;SG
heiraten	huwelijk	heiraten	huwelijk	V;NFIN	N;NEUT;SG
murray	murray	murray	murray	PROPN;NOM;SG	N;MASC+FEM;SG
archäologe	archeoloog	archäologe	archeoloog		N;MASC+FEM;SG
austin	austin	austin	austin	PROPN;NOM;MASC;SG	N;NEUT;SG
zelle	cell	zellen	cell		
zelle	cel	zellen	cel		N;MASC+FEM;SG
zelle	cellen	zellen	cel		N;PL
wälder	bos	wald	bos		N;NEUT;SG
wälder	bossen	wald	bossen		N;PL
wälder	houtsoorten	wald	houtsoort		N;PL
wälder	bossen	wald	bossen		N;PL
wälder	woud	wald	wouden		N;NEUT;SG
wälder	bos	wald	bos		N;NEUT;SG
wälder	bossen	wald	bossen		N;PL
schließung	afsluiting	schließung	afsluiting	ADJ	N;MASC+FEM;SG
schließung	sluiting	schließung	sluiting	ADJ	N;MASC+FEM;SG
schließung	sluiten	schließung	sluiten	ADJ	V;NFIN
