din	fra	din	fra	ADP;ACC	ADV
uscat	tørres	uscat	tør	ADJ;INDF;MASC;SG	V;NFIN;PASS
uscat	tørrede	uscat	tørre	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
uscat	tørret	uscat	tørre	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
posibila	muligt	posibil	mulig	ADJ;DEF;FEM;SG	ADJ;INDF;NEUT;SG
posibila	mulige	posibil	mulig	ADJ;DEF;FEM;SG	ADJ;PL
posibila	mulig	posibil	mulig	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
posibila	muligt	posibil	mulig	ADJ;DEF;FEM;SG	ADJ;INDF;NEUT;SG
posibila	mulige	posibil	mulig	ADJ;DEF;FEM;SG	ADJ;PL
posibila	mulig	posibil	mulig	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
francezi	fransk	francez	fransk	ADJ;INDF;MASC;PL	ADJ;INDF;SG
francezi	franskmænd	francez	franskmand	ADJ;INDF;MASC;PL	N;INDF;MASC+FEM;PL
francezi	franskmand	francez	franskmand	ADJ;INDF;MASC;PL	N;INDF;MASC+FEM;SG
francezi	french	francez	french	ADJ;INDF;MASC;PL	
scos	fjernet	scoate	fjerne	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
scos	afhentes	scoate	afhente	ADJ;INDF;MASC;SG	V;NFIN;PASS
scos	fjernede	scoate	fjerne	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
prezentate	præsenterede	prezentat	præsentere	ADJ;INDF;FEM;PL	V;PL;PST;V.PTCP
prezentate	fremlagt	prezentat	fremlægge	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
prezentate	præsenteret	prezentat	præsentere	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
prezentate	præsenteres	prezentat	præsentere	ADJ;INDF;FEM;PL	V;NFIN;PASS
journal	tidende	journal	tidende	N;INDF;MASC;SG	V;PRS;V.PTCP
uman	menneskelige	uman	menneskelig	ADJ;INDF;MASC;SG	ADJ;PL
uman	menneske	uman	menneske	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
sun	sun	sun	sun		
sun	sol	sun	sol		N;INDF;MASC+FEM;SG
sun	solen	sun	sol		N;DEF;MASC+FEM;SG
ernst	ernst	ernst	ernst	PROPN	N;INDF;MASC+FEM;SG
siguranta	sikkerhed	sigurantă	sikkerhed	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
siguranta	sikkerhed	sigurantă	sikkerhed	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
siguranta	sikkerhed	sigurantă	sikkerhed	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
iucn	iucn	iucn	iucn	N	
super	fantastisk	super	fantastisk		ADJ;INDF;SG
super	sejt	super	sejt		ADJ;INDF;NEUT;SG
super	fedt	super	fedt		ADJ;INDF;NEUT;SG
super	super	super	supe		N;INDF;MASC+FEM;SG
debutul	indtræden	debut	indtræden	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
debutul	debut	debut	debut	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
liderul	leader	lider	leade	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
liderul	leder	lider	leder	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
bad	slemt	bad	slemme	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
bad	skidt	bad	skidt	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
bad	bad	bad	bede	N;INDF;MASC;SG	V;IND;PST;FIN;ACT
bad	dårligt	bad	dårligt	N;INDF;MASC;SG	ADV
bad	dårlig	bad	dårlig	N;INDF;MASC;SG	ADJ;INDF;MASC+FEM;SG
usoara	mild	usoara	mild	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
usoara	mildt	usoara	mild	ADJ;DEF;FEM;SG	ADJ;INDF;NEUT;SG
usoara	milde	usoara	milde	ADJ;DEF;FEM;SG	ADJ;PL
legi	lovene	lege	lov	N;INDF;FEM;PL	N;DEF;NEUT;PL
legi	love	lege	love	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
unesco	unesco	unesc	unesco	N;INDF;MASC;SG	
interna	intern	interna	intern	N;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
interna	interne	interna	interne	N;DEF;FEM;SG	ADJ;PL
interna	internt	interna	internt	N;DEF;FEM;SG	ADV
lotul	parti	lot	parti	N;DEF;MASC;SG	N;INDF;NEUT;SG
lotul	batch	lot	batch	N;DEF;MASC;SG	
declarata	erklæret	declarat	erklære	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
saône	saône	saun	saône		N;INDF;MASC+FEM;PL
tehnic	tekniske	tehnic	teknisk	ADJ;INDF;MASC;SG	ADJ;PL
theodor	theodor	theodor	theodor	PROPN	N;INDF;MASC+FEM;SG
theodor	theodore	theodor	theodore	PROPN	
campul	fagområde	camp	fagområde	N;DEF;MASC;SG	N;INDF;NEUT;SG
campul	felt	camp	felt	N;DEF;MASC;SG	N;INDF;NEUT;SG
campul	område	camp	område	N;DEF;MASC;SG	N;INDF;NEUT;SG
barbu	barbu	barbu	barbu	PROPN	
inspirat	inspirerede	inspira	inspirere	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
inspirat	inspireret	inspira	inspirere	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
sul	sul	sul	sul	N;INDF;MASC;SG	
tur	tour	tur	tour	N;INDF;MASC;SG	
joe	joe	joe	joe	PROPN	
dinastiei	dynasti	dinastie	dynasti	N;DEF;FEM;SG	N;INDF;NEUT;SG
portul	havne	port	havne	N;DEF;MASC;SG	N;INDF;MASC+FEM;PL
portul	portvin	port	portvin	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
portul	havn	port	havn	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
portul	port	port	port	N;DEF;MASC;SG	
vocea	voice	voce	voice	N;DEF;FEM;SG	
vocea	stemme	voce	stemme	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
deal	bakken	deal	bakke	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
deal	hill	deal	hill	N;INDF;MASC;SG	
set	sæt	set	sætte	N;INDF;MASC;SG	V;IMP
set	indstillet	set	indstille	N;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
set	sat	set	sætte	N;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
accesul	adgang	acces	adgang	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
balti	pytter	balt	pytte	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
ochii	øjne	ochi	øje	N;DEF;MASC;PL	N;INDF;NEUT;PL
ochii	eyes	ochi	eyes	N;DEF;MASC;PL	
poezia	digte	poezie	digte	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
poezia	poesi	poezie	poesi	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
manchester	manchester	manchester	manchester	PROPN	N;INDF;MASC+FEM;PL
chimice	kemisk	chimic	kemisk	ADJ;INDF;FEM;PL	ADJ;INDF;SG
chimice	kemikalie	chimic	kemikalie	ADJ;INDF;FEM;PL	N;INDF;NEUT;SG
muzeu	museet	muzeu	museum	N;INDF;MASC;SG	N;DEF;NEUT;SG
cererea	forespørgsel	cerere	forespørgsel	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cererea	anmodning	cerere	anmodning	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cererea	efterspørgsel	cerere	efterspørgsel	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
bob	bob	bob	bob		
institutie	institutionen	institutie	institution	N;INDF;FEM;SG	N;DEF;MASC+FEM;SG
institutie	institutionen	institutie	institution	N;INDF;FEM;SG	N;DEF;MASC+FEM;SG
spitalul	hospital	spital	hospital	N;DEF;MASC;SG	N;INDF;NEUT;SG
spitalul	sygehus	spital	sygehus	N;DEF;MASC;SG	N;INDF;NEUT;SG
stemma	stemma	stemmă	stemma		
extins	forlænget	extins	forlænge	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
extins	udvidede	extins	udvide	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
extins	udvidet	extins	udvide	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
extins	udvidede	extins	udvide	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
extins	udvidet	extins	udvide	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
utilizare	anvend	utilizare	anvende	N;INDF;FEM;SG	V;IMP
atinge	touch	atinge	touch	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
atinge	rør	atinge	røre	V;IND;SG;3;PRS;FIN	V;IMP
atinge	berøring	atinge	berøring	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
atinge	pift	atinge	pift	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
atinge	tap	atinge	tap	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
atinge	tryk	atinge	tryk	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
cifra	ciffer	cifră	ciffer	N;DEF;FEM;SG	N;INDF;NEUT;SG
cifra	ciffer	cifră	ciffer	N;DEF;FEM;SG	N;INDF;NEUT;SG
francis	frans	francis	frans	PROPN	N;INDF;MASC+FEM;SG
francis	francis	francis	francis	PROPN	
leftarm	leftarm	leftarm	leftarm	N;INDF;MASC;SG	
alfonso	alfonso	alfonso	alfonso	PROPN	
orchestra	orkester	orchestră	orkester	N;DEF;FEM;SG	N;INDF;NEUT;SG
orchestra	orkester	orchestră	orkester	N;DEF;FEM;SG	N;INDF;NEUT;SG
straini	fremmede	strain	fremmed		ADJ;PL
straini	udlændinge	strain	udlænding		N;INDF;MASC+FEM;PL
straini	fremmede	strain	fremmed		ADJ;PL
straini	udlændinge	strain	udlænding		N;INDF;MASC+FEM;PL
experienta	oplevelse	experient	oplevelse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
experienta	erfaringer	experient	erfaring	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
experienta	erfaring	experient	erfaring	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
experienta	oplev	experient	opleve	N;DEF;FEM;SG	V;IMP
experienta	oplevelse	experient	oplevelse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
experienta	erfaringer	experient	erfaring	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
experienta	erfaring	experient	erfaring	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
experienta	oplev	experient	opleve	N;DEF;FEM;SG	V;IMP
experienta	oplevelse	experient	oplevelse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
experienta	erfaringer	experient	erfaring	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
experienta	erfaring	experient	erfaring	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
experienta	oplev	experient	opleve	N;DEF;FEM;SG	V;IMP
disparut	forsvandt	dispărea	forsvinde	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
disparut	forsvundet	dispărea	forsvinde	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
legata	bundet	legată	binde	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
legata	bundne	legată	bundne	ADJ;DEF;FEM;SG	V;PL;PST;V.PTCP
legata	bundet	legată	binde	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
legata	bundne	legată	bundne	ADJ;DEF;FEM;SG	V;PL;PST;V.PTCP
legata	knyttet	legată	knytte	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
legata	forbundet	legată	forbund	ADJ;DEF;FEM;SG	N;DEF;NEUT;SG
picioare	fod	picior	fod	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
picioare	fødderne	picior	fod	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
picioare	benene	picior	ben	N;INDF;FEM;PL	N;DEF;NEUT;PL
picioare	legs	picior	legs	N;INDF;FEM;PL	
femeilor	kvinder	femeie	kvinde	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
toma	toma	toma	toma	PROPN	
toma	thomas	toma	thomas	PROPN	
anjou	anjou	anjou	anjou	N;INDF;MASC;SG	
das	das	das	das	N;INDF;MASC;SG	
manuel	manuel	manuel	manuel	PROPN	
brian	brian	brian	brian	PROPN	
propunerea	forslag	propunere	forslag	N;DEF;FEM;SG	N;INDF;NEUT;PL
clasica	klassisk	clasică	klassisk	ADJ;DEF;FEM;SG	ADJ;INDF;SG
clasica	klassisk	clasică	klassisk	ADJ;DEF;FEM;SG	ADJ;INDF;SG
clasica	klassiker	clasică	klassiker	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
clasica	klassiske	clasică	klassisk	ADJ;DEF;FEM;SG	ADJ;PL
clasica	classic	clasică	classic	ADJ;DEF;FEM;SG	
clasica	klassisk	clasică	klassisk	ADJ;DEF;FEM;SG	ADJ;INDF;SG
clasica	klassisk	clasică	klassisk	ADJ;DEF;FEM;SG	ADJ;INDF;SG
clasica	klassiker	clasică	klassiker	ADJ;DEF;FEM;SG	N;INDF;MASC+FEM;SG
clasica	klassiske	clasică	klassisk	ADJ;DEF;FEM;SG	ADJ;PL
clasica	classic	clasică	classic	ADJ;DEF;FEM;SG	
oise	oise	ois	oise	N;INDF;FEM;SG	N;INDF;MASC+FEM;PL
zid	wall	zid	wall	N;INDF;MASC;SG	
zid	væggen	zid	væg	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
critice	kritisk	critic	kritisk	ADJ;INDF;FEM;PL	ADJ;INDF;SG
executat	henrettet	executa	henrette	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
executat	henrettede	executa	henrettet	ADJ;INDF;MASC;SG	V;PST;V.PTCP;ACT
suprem	supreme	suprem	suprem	ADJ;INDF;MASC;SG	
filmele	film	filme	film	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
birmania	burma	birmanie	burma	PROPN	
birmania	myanmar	birmanie	myanmar	PROPN	
impact	virkninger	impact	virkning	N;INDF;MASC;SG	N;INDF;MASC+FEM;PL
impact	impact	impact	impact	N;INDF;MASC;SG	
impact	reach	impact	reach	N;INDF;MASC;SG	
religia	religion	religie	religion	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
religia	religions	religie	religions	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
jurnalist	journalisten	jurnalist	journalist	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
perfect	perfekt	perfect	perfekt	ADV	ADJ;INDF;SG
perfect	perfekte	perfect	perfekt	ADV	ADJ;PL
perfect	perfect	perfect	perfect	ADV	
adauga	add	adauga	add	V;IND;SG;3;IPFV;FIN	N;INDF;NEUT;SG
adauga	tilføj	adauga	tilføj	V;IND;SG;3;IPFV;FIN	V;IMP
adauga	tilføjer	adauga	tilføje	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
adauga	føj	adauga	fyj	V;IND;SG;3;IPFV;FIN	N;INDF;NEUT;SG
adauga	add	adauga	add	V;IND;SG;3;IPFV;FIN	N;INDF;NEUT;SG
adauga	tilføj	adauga	tilføj	V;IND;SG;3;IPFV;FIN	V;IMP
adauga	tilføjer	adauga	tilføje	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
adauga	føj	adauga	fyj	V;IND;SG;3;IPFV;FIN	N;INDF;NEUT;SG
jules	jules	jules	jules	PROPN	N;INDF;MASC+FEM;SG
majore	majoren	major	major	ADJ;INDF;FEM;PL	N;DEF;MASC+FEM;SG
majore	major	major	major	ADJ;INDF;FEM;PL	
femeile	kvinder	femeie	kvinde	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
descoperirea	opdagelser	descoperire	opdagelse	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
descoperirea	opdagelse	descoperire	opdagelse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
descoperirea	discovery	descoperire	discovery	N;DEF;FEM;SG	
roluri	rollerne	rol	rolle	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
hotel	hotellet	hotel	hotel	N;INDF;MASC;SG	N;DEF;NEUT;SG
izvor	foråret	izvor	forår	N;INDF;MASC;SG	N;DEF;NEUT;SG
bourbon	bourbon	bourbon	bourbon	N;INDF;MASC;SG	
polonezi	polakkerne	polonez	polak	N;INDF;MASC;PL	N;DEF;MASC+FEM;PL
cehia	tjekkiske	cehi	tjekkisk	PROPN	ADJ;PL
cehia	tjekkisk	cehi	tjekkisk	PROPN	ADJ;INDF;SG
trimite	send	trimite	send	V;IND;SG;3;PRS;FIN	V;IMP
scriitorul	forfatter	scriitor	forfatter	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
scriitorul	skribent	scriitor	skribent	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
bruxelles	bruxelles	bruxelles	bruxelles	PROPN	N;INDF;MASC+FEM;PL
univers	universet	univers	univers	N;INDF;MASC;SG	N;DEF;NEUT;SG
cantat	sunget	canta	sunge		V;INDF;SG;PST;V.PTCP
cantat	sang	canta	sang		N;INDF;MASC+FEM;SG
cantat	sunget	canta	sunge		V;INDF;SG;PST;V.PTCP
europeni	europæisk	european	europæisk	ADJ;INDF;MASC;PL	ADJ;INDF;SG
europeni	europæere	european	europæere	ADJ;INDF;MASC;PL	N;INDF;MASC+FEM;PL
europeni	europæerne	european	europæe	ADJ;INDF;MASC;PL	N;DEF;MASC+FEM;PL
europeni	europæernes	european	europæer	ADJ;INDF;MASC;PL	N;GEN;DEF;MASC+FEM;PL
critici	kritik	critică	kritik	N;INDF;MASC;PL	N;INDF;MASC+FEM;SG
critici	kritiseret	critică	kritisere	N;INDF;MASC;PL	V;INDF;SG;PST;V.PTCP
critici	kritikerne	critică	kritiker	N;INDF;MASC;PL	N;DEF;MASC+FEM;PL
religios	religiøst	religios	religiøst	ADJ;INDF;MASC;SG	ADV
religios	religiøse	religios	religiøs	ADJ;INDF;MASC;SG	ADJ;PL
misiunea	kommissorium	misiune	kommissorium	N;DEF;FEM;SG	N;INDF;NEUT;SG
misiunea	tjenesterejse	misiune	tjenesterejse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
misiunea	mission	misiune	mission	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
misiunea	tjenesterejser	misiune	tjenesterejse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
antonescu	antonescu	antonescu	antonescu	PROPN	N;INDF;MASC+FEM;SG
motivul	motiv	motiv	motiv	N;DEF;MASC;SG	N;INDF;NEUT;SG
motivul	grund	motiv	grund	N;DEF;MASC;SG	N;INDF;NEUT;SG
motivul	begrundelse	motiv	begrundelse	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
motivul	årsag	motiv	årsag	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
ucraineni	ukrainerne	ucrainean	ukrainer	N;INDF;MASC;PL	N;DEF;MASC+FEM;PL
credinta	faith	credintă	faith	N;DEF;FEM;SG	
credinta	tro	credintă	tro	N;DEF;FEM;SG	V;NFIN;ACT
credinta	faith	credintă	faith	N;DEF;FEM;SG	
credinta	tro	credintă	tro	N;DEF;FEM;SG	V;NFIN;ACT
credinta	overbevisning	credintă	overbevisning	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
credinta	tro	credintă	tro	N;DEF;FEM;SG	V;NFIN;ACT
credinta	faith	credintă	faith	N;DEF;FEM;SG	
credinta	tro	credintă	tro	N;DEF;FEM;SG	V;NFIN;ACT
creek	bæk	creeke	bæk	PROPN	N;INDF;MASC+FEM;SG
creek	creek	creeke	creek	PROPN	
parc	parc	parc	parc	N;INDF;MASC;SG	
parc	parkere	parc	park	N;INDF;MASC;SG	V;NFIN;ACT
parc	parken	parc	park	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
context	konteksten	context	kontekst	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
resurse	ressource	resursă	ressource	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
resurse	indtægt	resursă	indtægt	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
parinti	forældrene	parinti	forælder		N;DEF;MASC+FEM;PL
parinti	forældre	parinti	forælder		N;INDF;MASC+FEM;PL
parinti	forældrene	parinti	forælder		N;DEF;MASC+FEM;PL
parinti	forældre	parinti	forælder		N;INDF;MASC+FEM;PL
ebraica	hebraisk	ebraică	hebraisk	N;DEF;FEM;SG	ADJ;INDF;SG
analiza	analyser	analiză	analyse	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
analiza	analyse	analiză	analyse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
analiza	analyser	analiză	analyse	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
analiza	analyse	analiză	analyse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
planurile	planer	plan	plan	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
regionale	regional	regional	regional	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;SG
regionale	regionalt	regional	regionalt	ADJ;INDF;FEM;PL	ADJ;INDF;NEUT;SG
succesul	succes	succes	succes	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
zero	nul	zero	nul	NUM;PL	N;INDF;NEUT;SG
zero	zero	zero	zero	NUM;PL	
canal	kanalen	canal	kanal	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
canal	channel	canal	channel	N;INDF;MASC;SG	
canal	kanalen	canal	kanal	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
specifica	specifik	specifica	specifik	N;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
specifica	specifikt	specifica	specifikt	N;DEF;FEM;SG	ADV
specifica	specifikke	specifica	specifikke	N;DEF;FEM;SG	ADJ;PL
specifica	specificerer	specifica	specificere	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
specifica	angiver	specifica	angive	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
specifica	angiv	specifica	angive	N;DEF;FEM;SG	V;IMP
specifica	præciseres	specifica	præcisere	N;DEF;FEM;SG	V;NFIN;PASS
specifica	angives	specifica	angive	N;DEF;FEM;SG	V;IND;PRS;FIN;PASS
specifica	angive	specifica	angive	N;DEF;FEM;SG	V;NFIN;ACT
specifica	angiv	specifica	angive	N;DEF;FEM;SG	V;IMP
specifica	præciseres	specifica	præcisere	N;DEF;FEM;SG	V;NFIN;PASS
specifica	angives	specifica	angive	N;DEF;FEM;SG	V;IND;PRS;FIN;PASS
specifica	angive	specifica	angive	N;DEF;FEM;SG	V;NFIN;ACT
inregistrare	optager	inregistrare	optage	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
inregistrare	optag	inregistrare	optag	N;INDF;FEM;SG	V;IMP
inregistrare	record	inregistrare	record	N;INDF;FEM;SG	
inregistrare	registrer	inregistrare	registre	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
inregistrare	register	inregistrare	regist	N;INDF;FEM;SG	N;INDF;MASC+FEM;PL
inregistrare	registret	inregistrare	registret	N;INDF;FEM;SG	N;DEF;NEUT;SG
influentat	påvirkede	influenta	påvirke	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
influentat	påvirket	influenta	påvirke	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
influentat	påvirkede	influenta	påvirke	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
influentat	påvirket	influenta	påvirke	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
convins	overtalt	convinge	overtalt	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
convins	overtalte	convinge	overtale	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
convins	overbevist	convinge	overbevise	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
convins	overbeviste	convinge	overbeviste	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
greci	grækerne	grec	græker	N;INDF;MASC;PL	N;DEF;MASC+FEM;PL
greci	græsk	grec	græsk	N;INDF;MASC;PL	ADJ;INDF;SG
greci	græske	grec	græsk	N;INDF;MASC;PL	ADJ;PL
greci	græker	grec	græker	N;INDF;MASC;PL	N;INDF;MASC+FEM;SG
acuzat	anklagede	acuza	anklage	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
acuzat	tiltalt	acuza	tiltale	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
acuzat	beskyldt	acuza	beskylde	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
acuzat	anklaget	acuza	anklage	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
acuzat	sagsøgte	acuza	sagsøgt	ADJ;INDF;MASC;SG	N;INDF;MASC+FEM;SG
acuzat	sagsøgt	acuza	sagsøgt	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
acuzat	skyldner	acuza	skylden	ADJ;INDF;MASC;SG	N;INDF;MASC+FEM;SG
isus	jesus	isus	jesus	PROPN	N;INDF;MASC+FEM;SG
calif	kaliffen	calif	kaliffe	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
dance	danse	dance	danse		V;NFIN;ACT
dance	dance	dance	dance		
dance	dans	dance	dans		N;INDF;MASC+FEM;SG
instrumente	instrumenterne	instrument	instrument	N;INDF;FEM;PL	N;DEF;NEUT;PL
instrumente	værktøj	instrument	værktøj	N;INDF;FEM;PL	N;INDF;NEUT;SG
variante	variant	variantă	variant	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
stephen	stephen	stephen	steph	PROPN	N;INDF;MASC+FEM;SG
medicala	medicinsk	medicală	medicinsk	N;DEF;FEM;SG	ADV
medicala	læge	medicală	læge	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
medicala	lægehjælp	medicală	lægehjælp	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
crestina	christian	crestina	christian	ADJ;DEF;FEM;SG	
crestina	kristen	crestina	kristen	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
medicale	medicinsk	medical	medicinsk	ADJ;INDF;FEM;PL	ADV
medicale	læge	medical	læge	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;SG
medicale	lægehjælp	medical	lægehjælp	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;SG
conducatori	lederne	conducator	leder	N;INDF;MASC;PL	N;DEF;MASC+FEM;PL
initiala	oprindeligt	initial	oprindeligt	ADJ;DEF;FEM;SG	ADV
initiala	oprindelige	initial	oprindelig	ADJ;DEF;FEM;SG	ADJ;PL
initiala	indledende	initial	indlede	ADJ;DEF;FEM;SG	V;PRS;V.PTCP
initiala	oprindelig	initial	oprindelig	ADJ;DEF;FEM;SG	ADV
initiala	oprindeligt	initial	oprindeligt	ADJ;DEF;FEM;SG	ADV
initiala	oprindelige	initial	oprindelig	ADJ;DEF;FEM;SG	ADJ;PL
initiala	indledende	initial	indlede	ADJ;DEF;FEM;SG	V;PRS;V.PTCP
initiala	oprindelig	initial	oprindelig	ADJ;DEF;FEM;SG	ADV
initiala	oprindeligt	initial	oprindeligt	ADJ;DEF;FEM;SG	ADV
initiala	oprindelige	initial	oprindelig	ADJ;DEF;FEM;SG	ADJ;PL
initiala	indledende	initial	indlede	ADJ;DEF;FEM;SG	V;PRS;V.PTCP
initiala	oprindelig	initial	oprindelig	ADJ;DEF;FEM;SG	ADV
principiul	princip	principiu	princip	N;DEF;MASC;SG	N;INDF;NEUT;SG
principiul	principielt	principiu	principielt	N;DEF;MASC;SG	ADV
mormantul	grav	mormant	grav	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
