категория	kategorii	категория	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
внешние	externí	внешний	externí	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
внешние	externích	внешний	externí	ADJ;NOM;PL	ADJ;GEN;MASC;PL;POS
внешние	vnější	внешний	vnější	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
внешние	vnější	внешний	vnější	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
ресурсы	zdrojů	ресурс	zdroj	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
жилой	obytné	жилой	obytný	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
среднее	střed	средний	střed	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
среднее	průměr	средний	průměr	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
среднее	středně	средний	středně	ADJ;NOM;NEUT;SG	ADV;POS
среднее	médium	средний	médium	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
среднее	medián	средний	medián	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
электронная	elektronické	электронный	elektronický	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
исследователь	explorer	исследователь	explorer	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
конфликты	konfliktů	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
конфликты	rozpor	конфликт	rozpor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
конфликты	střet	конфликт	střet	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
конфликты	konfliktu	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;SG;POS
конфликты	konflikt	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
внизу	přízemí	внизу	přízemí	ADV	N;NOM;NEUT;SG;POS
внизу	dole	внизу	důl	ADV	N;INAN;NOM;MASC;SG;POS
двигателей	motory	двигатель	motor	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
десятки	desítek	десяток	desítka	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
десятки	desítek	десяток	desítka	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
комедии	komedie	комедия	komedie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
комедии	komedie	комедия	komedie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
квартира	plochý	квартира	plochý	N;INAN;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
квартира	ploché	квартира	plochý	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
квартира	plochá	квартира	plochat	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
взгляды	zobrazení	взгляд	zobrazení	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
взгляды	zhlédnutí	взгляд	zhlédnutí	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
соглашения	dohod	соглашение	dohoda	N;INAN;NOM;NEUT;PL	N;GEN;FEM;PL;POS
взаимодействия	interakce	взаимодействие	interakce	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
взаимодействия	interakci	взаимодействие	interakce	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG;POS
взаимодействия	interakce	взаимодействие	interakce	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
тебя	vy	ты	ty	PRO;ACC;SG;2	PRO;NOM;PL;2
тебя	jsi	ты	být	PRO;ACC;SG;2	V;IND;SG;2;POS;PRS;FIN;ACT
тебя	ty	ты	ten	PRO;ACC;SG;2	DET;NOM;MASC;PL
стив	steva	стив	steva	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
крыла	wing	крыло	wing	N;INAN;NOM;NEUT;PL	PROPN;ANIM;NOM;MASC;SG;POS
крыла	křídlo	крыло	křídlo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
эссе	eseje	эссе	esej	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
дружбы	kamarádství	дружба	kamarádství	N;INAN;GEN;FEM;SG	N;NOM;NEUT;SG;POS
дружбы	přátelství	дружба	přátelství	N;INAN;GEN;FEM;SG	N;NOM;NEUT;SG;POS
принята	přijaté	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
принята	přijato	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
принята	přijatá	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
принята	přijat	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
принята	přijata	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
принята	přijato	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
принята	přijata	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
принята	přijat	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
принята	přijatá	принять	přijatý	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
показали	ukázal	показать	ukázat	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
показали	ukázala	показать	ukázat	V;PFV;IND;PL;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
сто	stovku	сто	stovka	NUM;NOM	N;ACC;FEM;SG;POS
сто	stovka	сто	stovka	NUM;NOM	N;NOM;FEM;SG;POS
принятие	adopci	принятие	adopce	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
дин	dean	дина	dean	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
оставив	odchází	оставить	odcházet	V;PFV;PST;V.CVB;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
оставив	odchod	оставить	odchod	V;PFV;PST;V.CVB;ACT	N;INAN;NOM;MASC;SG;POS
оставив	odcházím	оставить	odcházet	V;PFV;PST;V.CVB;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
оставив	odchodu	оставить	odchod	V;PFV;PST;V.CVB;ACT	N;INAN;GEN;MASC;SG;POS
независимые	nezávislá	независимый	závislý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;NEG
независимые	nezávisle	независимый	závisle	ADJ;NOM;PL	ADV;NEG
независимые	nezávislé	независимый	závislý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;NEG
независимые	nezávislý	независимый	závislý	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;NEG
размещения	umístění	размещение	umístění	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
размещения	zveřejňování	размещение	zveřejňování	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
греция	řecko	греция	řecký	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
социального	společenské	социальный	společenský	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
социального	sociální	социальный	sociální	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG;POS
социального	společenský	социальный	společenský	ADJ;GEN;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
социального	společenská	социальный	společenský	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
значительные	značná	значительный	značný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
значительные	podstatné	значительный	podstatný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
значительные	podstatná	значительный	podstatný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
значительные	významná	значительный	významný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
значительные	značná	значительный	značný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
значительные	významný	значительный	významný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
вызвало	spuštěn	вызвать	spuštěný	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
вызвало	spuštěna	вызвать	spuštěný	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
вагонов	vozy	вагон	vůz	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
вагонов	kočáry	вагон	kočár	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
анри	henryho	анри	henrý	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
анри	jindřich	анри	jindřich	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
анри	henry	анри	henr	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
анри	henri	анри	henri	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
отто	otto	отто	otto	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
обратился	otočila	обратиться	otočit	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;POS;PST;V.PTCP;ACT
обратился	otočil	обратиться	otočit	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
перечисленных	uvedených	перечислить	uvedený	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;GEN;MASC;PL;POS
акт	jednat	акт	jednat	N;INAN;NOM;MASC;SG	V;IPFV;POS;NFIN
копия	kopírovat	копия	kopírovat	N;INAN;NOM;FEM;SG	V;IPFV;POS;NFIN
копия	kopie	копия	kopie	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
копия	zkopírovat	копия	zkopírovat	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
копия	repliku	копия	replika	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
майк	mike	майк	mike	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
майк	miku	майк	mik	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
османской	osmanské	османский	osmanský	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG;POS
ряды	řadách	ряд	řada	N;INAN;NOM;MASC;PL	N;DAT;FEM;PL;POS
ряды	hodnosti	ряд	hodnost	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG;POS
ряды	řad	ряд	řada	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
ряды	řádků	ряд	řádek	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
увеличение	zvýšit	увеличение	zvýšit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
мишель	michelle	мишель	michelle	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
мишель	michele	мишель	michel	N;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
мишель	michel	мишель	michel	N;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
тбилиси	tbilisi	тбилиси	tbilise	N;INAN;NOM;MASC;PL	PROPN;NEUT;POS
топ	horní	топ	horní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
львов	lvi	лев	lev	N;INAN;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
львов	lvy	лев	lev	N;INAN;GEN;MASC;PL	N;ANIM;INS;MASC;PL;POS
львов	lvov	лев	lvov	N;INAN;GEN;MASC;PL	PROPN;INAN;NOM;MASC;SG;POS
распада	rozpuštění	распад	rozpuštění	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
распада	rozkladu	распад	rozklad	N;INAN;GEN;MASC;SG	N;INAN;DAT;MASC;SG;POS
распада	rozpad	распад	rozpad	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
распада	rozklad	распад	rozklad	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
верно	vpravo	верный	vpravo	ADJ;NEUT;SG	ADV
верно	správně	верный	správně	ADJ;NEUT;SG	ADV;POS
верно	doprava	верный	doprava	ADJ;NEUT;SG	N;NOM;FEM;SG;POS
полномочия	powers	полномочие	powers	N;INAN;NOM;NEUT;PL	PROPN;ANIM;NOM;MASC;SG;POS
полномочия	autorita	полномочие	autorita	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
полномочия	pravomoc	полномочие	pravomoc	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
полномочия	orgán	полномочие	orgán	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
соответствия	shodnost	соответствие	shodnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
соответствия	soulad	соответствие	soulad	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
соответствия	shoda	соответствие	shoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
нападения	napadení	нападение	napadení	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
переданы	předány	передать	předaný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
переданы	předané	передать	předaný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
ново	novo	новый	novo	ADJ;NEUT;SG	N;NOM;MASC;SG;POS
жилых	obytné	жилой	obytný	ADJ;GEN;PL	ADJ;NOM;MASC;PL;POS
существовало	existovala	существовать	existovat	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;POS;PST;V.PTCP;ACT
существовало	existovaly	существовать	existovat	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
хороший	dobře	хороший	dobře	ADJ;NOM;MASC;SG	ADV;POS
хороший	dobry	хороший	dobrý	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
коллегии	collegium	коллегия	collegium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
мексика	mexika	мексика	mexika	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
мексика	mexiku	мексика	mexika	N;INAN;NOM;FEM;SG	PROPN;DAT;NEUT;SG;POS
мексика	mexiko	мексика	mexiko	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
друзья	přátel	друг	přítel	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
друзья	přátele	друг	přítel	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
друзья	přáteli	друг	přítel	N;ANIM;NOM;MASC;PL	N;ANIM;INS;MASC;PL;POS
японская	japonské	японский	japonský	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
японская	japonec	японский	japonec	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
оценить	hodnotit	оценить	hodnotit	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
оценить	hodnotit	оценить	hodnotit	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
оценить	odhad	оценить	odhad	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
америка	ameriky	америка	amerika	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
уильямс	williamsová	уильямс	williamsová	N;ANIM;DAT;NEUT;PL	ADJ;NOM;FEM;SG;POS
уильямс	williamse	уильямс	williams	N;ANIM;DAT;NEUT;PL	N;ANIM;ACC;MASC;SG;POS
уильямс	williams	уильямс	williams	N;ANIM;DAT;NEUT;PL	PROPN;ANIM;NOM;MASC;SG;POS
выпущено	propuštěn	выпустить	propuštěný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
выпущено	uvolněna	выпустить	uvolněný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
выпущено	emitované	выпустить	emitovaný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
выпущено	vydané	выпустить	vydaný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
выпущено	vydaná	выпустить	vydaný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
выпущено	vydáno	выпустить	vydaný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
выпущено	vydaný	выпустить	vydaný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
карлос	carlose	карлос	carlos	N;ANIM;NOM;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
карлос	carlos	карлос	carlos	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ирландия	irsko	ирландия	irský	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
любое	jakékoliv	любой	jakýkoliv	DET;NOM;NEUT;SG	DET;NOM;NEUT;PL
любое	jakoukoli	любой	jakýkoliv	DET;NOM;NEUT;SG	DET;ACC;FEM;SG
любое	jakoukoliv	любой	jakýkoliv	DET;NOM;NEUT;SG	DET;ACC;FEM;SG
любое	jakékoli	любой	jakýkoliv	DET;NOM;NEUT;SG	DET;NOM;NEUT;PL
ткани	látka	ткань	látka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ткани	tkáň	ткань	tkáň	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ткани	látka	ткань	látka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
лучшее	nejlepší	лучший	dobrý	ADJ;NOM;NEUT;SG	ADJ;NOM;RL;MASC;SG;POS
лучшее	nejlépe	лучший	dobře	ADJ;NOM;NEUT;SG	ADV;RL;POS
лучшее	nej	лучший	nej	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;POS
лучшее	best	лучший	good	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;POS
лучшее	nejlepsi	лучший	lepsi	ADJ;NOM;NEUT;SG	ADJ;NOM;RL;MASC;SG;POS
меньшей	méně	меньший	málo	ADJ;INS;FEM;SG	ADV;CMPR;POS
меньшей	menší	меньший	malý	ADJ;INS;FEM;SG	ADJ;NOM;CMPR;MASC;SG;POS
журналистов	novináři	журналист	novinář	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
мяч	ball	мяч	ballo	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
сохранения	zachování	сохранение	zachování	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
сохранения	uchování	сохранение	uchování	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
сохранения	uchovávání	сохранение	uchovávání	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
петров	petrov	петр	petrov	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
различия	rozlišování	различие	rozlišování	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
различия	rozlišovat	различие	rozlišovat	N;INAN;NOM;NEUT;PL	V;IPFV;POS;NFIN
различия	rozdíl	различие	rozdíl	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
различия	rozdílů	различие	rozdíl	N;INAN;NOM;NEUT;PL	N;INAN;GEN;MASC;PL;POS
кризис	krizi	кризис	krize	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
подразделение	unit	подразделение	unit	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;POS
практики	praxe	практика	praxe	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
продолжительность	délku	продолжительность	délka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
спортивных	sportovní	спортивный	sportovní	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
никита	nikita	никита	nikita	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
индонезии	indonéské	индонезия	indonéský	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
индонезии	indonésie	индонезия	indonésie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
рока	roca	рок	rok	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;POS
мероприятия	činnost	мероприятие	činnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
мероприятия	činnosti	мероприятие	činnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
мероприятия	výstupů	мероприятие	výstup	N;INAN;NOM;NEUT;PL	N;INAN;GEN;MASC;PL;POS
мероприятия	akce	мероприятие	akce	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
мероприятия	událostí	мероприятие	událost	N;INAN;NOM;NEUT;PL	N;INS;FEM;SG;POS
верх	horní	верх	horní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
маленький	malé	маленький	malý	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
маленький	málo	маленький	málo	ADJ;NOM;MASC;SG	DET;NOM
агентства	agentura	агентство	agentura	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
агентства	agentur	агентство	agentura	N;INAN;NOM;NEUT;PL	N;GEN;FEM;PL;POS
осадков	srážky	осадки	srážka	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
осадков	srážení	осадки	srážení	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG;POS
осадков	srážky	осадки	srážka	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
центров	centra	центр	centrum	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL;POS
центров	střediska	центр	středisko	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL;POS
центров	centra	центр	centrum	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL;POS
центров	střediska	центр	středisko	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL;POS
молодая	mladé	молодой	mladý	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
молодая	young	молодой	young	ADJ;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
молодая	mladí	молодой	mladý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS
мечеть	mešity	мечеть	mešita	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
артиллерийский	dělostřelectvo	артиллерийский	dělostřelectvo	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG;POS
кузнецов	kuzněcov	кузнец	kuzněcov	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;SG;POS
алекс	alex	алекс	alex	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
продукция	přípravky	продукция	přípravek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
продукция	produktů	продукция	produkt	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;PL;POS
продукция	výrobky	продукция	výrobek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
продукция	produkty	продукция	produkt	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
египет	egypt	египет	egypt	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
египет	egyptský	египет	egyptský	N;INAN;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
египет	egyptě	египет	egypt	N;INAN;NOM;MASC;SG	PROPN;INAN;DAT;MASC;SG;POS
созданные	vytvořené	создать	vytvořený	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
созданные	stvořil	создать	stvořit	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
созданные	vytvořeno	создать	vytvořený	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
созданные	vytvořil	создать	vytvořit	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
созданные	vytvořena	создать	vytvořený	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
созданные	vytvořen	создать	vytvořený	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
ракет	střely	ракета	střela	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
ракет	rakety	ракета	raketa	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
деревень	vesnice	деревня	vesnice	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
начато	zahájena	начать	zahájený	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
начато	zahájeno	начать	zahájený	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
начато	zahájen	начать	zahájený	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
начато	začalo	начать	začít	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NEUT;SG;POS;PST;V.PTCP;ACT
начато	začal	начать	začít	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
начато	zahájena	начать	zahájený	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
начато	začala	начать	začít	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;POS;PST;V.PTCP;ACT
андре	andre	андре	andre	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
андре	andré	андре	andré	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
андре	andré	андре	andré	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
высоко	vysoký	высоко	vysoký	ADV	ADJ;INAN;NOM;MASC;SG;POS
высоко	vysoké	высоко	vysoký	ADV	ADJ;NOM;MASC;PL;POS
высоко	vysoká	высоко	vysoký	ADV	ADJ;NOM;FEM;SG;POS
заканчивается	končí	заканчиваться	končit	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
попытался	zkusil	пытаться	zkusit	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
попытался	zkoušela	пытаться	zkoušet	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IPFV;POS;PST;V.PTCP;ACT
попытался	zkusila	пытаться	zkusit	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;POS;PST;V.PTCP;ACT
попытался	zkoušeli	пытаться	zkoušet	V;PFV;MASC;IND;SG;PST;FIN;MID	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
попытался	zkoušel	пытаться	zkoušet	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
запрет	zakázat	запрет	zakázat	N;INAN;NOM;MASC;SG	V;POS;NFIN
союзников	spojenecké	союзник	spojenecký	N;ANIM;GEN;MASC;PL	ADJ;NOM;MASC;PL;POS
союзников	spojence	союзник	spojenec	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
