les	het	le	het	DET;DEF;PL	PRO;3
éric	eric	éric	eric	PROPN	N;MASC+FEM;SG
éric	erik	éric	erik	PROPN	N;MASC+FEM;SG
génie	geniaal	génie	geniaal	N;MASC;SG	ADJ
voitures	auto	voiture	auto	N;FEM;PL	N;MASC+FEM;SG
voitures	wagen	voiture	wagen	N;FEM;PL	N;MASC+FEM;SG
jackson	jackson	jackson	jackson	PROPN	N;MASC+FEM;SG
best	best	best	best	PROPN	ADJ;RL
best	beste	best	goed	PROPN	ADJ;RL
démocrate	democratische	démocrate	democratisch	N;MASC;SG	ADJ
démocrate	democratisch	démocrate	democratisch	N;MASC;SG	ADJ
démocrate	democraten	démocrate	democraat	N;MASC;SG	N;PL
démocrate	democraten	démocrate	democraat	N;MASC;SG	N;PL
entretien	interviewen	entretien	interviewen	N;MASC;SG	V;NFIN
vide	leegte	vide	leegte	ADJ;MASC;SG	N;MASC+FEM;SG
vide	stofzuigen	vide	stofzuig	ADJ;MASC;SG	V;NFIN
vide	vacuüm	vide	vacuüm	ADJ;MASC;SG	N;NEUT;SG
vide	blanco	vide	blanco	ADJ;MASC;SG	N;MASC+FEM;SG
vide	leegmaken	vide	leegmaken	ADJ;MASC;SG	V;NFIN
vide	ledig	vide	ledig	ADJ;MASC;SG	ADV
saints	heiligen	saint	heiligen	ADJ;MASC;PL	N;PL
saints	saints	saint	saints	ADJ;MASC;PL	N;MASC+FEM;SG
félix	felix	félix	felix	PROPN	N;MASC+FEM;SG
félix	félix	félix	félix	PROPN	N;MASC+FEM;SG
revenir	terugkeer	revenir	terugkeer	V;NFIN	N;MASC+FEM;SG
revenir	retour	revenir	retour	V;NFIN	ADJ
revenir	return	revenir	return	V;NFIN	
revenir	terug	revenir	terug	V;NFIN	ADV
revenir	rug	revenir	rug	V;NFIN	N;MASC+FEM;SG
revenir	back	revenir	back	V;NFIN	N;MASC+FEM;SG
benjamin	benjamin	benjamin	benjamin	PROPN	N;MASC+FEM;SG
windows	windows	window	windows	N;MASC;SG	N;PL
windows	vensters	window	venster	N;MASC;SG	N;PL
windows	ruiten	window	ruit	N;MASC;SG	N;PL
windows	ramen	window	raam	N;MASC;SG	N;PL
canon	kanonnen	canon	kanon	N;MASC;SG	N;PL
anthony	anthony	anthony	anthony	PROPN	N;MASC+FEM;SG
anthony	antonius	anthony	antonius	PROPN	N;MASC+FEM;SG
active	active	actif	active	ADJ;FEM;SG	N;MASC+FEM;SG
ali	ali	ali	ali	PROPN	N;MASC+FEM;SG
dir	dir	dir	dir	PROPN	N;MASC+FEM;SG
avignon	avignon	avignon	avignon	PROPN	N;MASC+FEM;SG
amsterdam	amsterdam	amsterdam	amsterdam	PROPN	PROPN;NEUT;SG
enregistrement	opnemen	enregistrement	opnemen	N;MASC;SG	V;NFIN
enregistrement	inschrijven	enregistrement	inschrijven	N;MASC;SG	V;NFIN
davis	davis	davis	davis	PROPN	PROPN;MASC+FEM;SG
auto	automatisch	auto	automatisch	N;MASC;SG	ADJ
ferdinand	ferdinand	ferdinand	ferdinand	PROPN	N;MASC+FEM;SG
ukraine	oekraïne	ukrainer	oekraïne	ADJ;FEM;SG	PROPN;NEUT;SG
vieille	vieille	vieux	vieille	ADJ;FEM;SG	N;MASC+FEM;SG
incendie	vuren	incendie	vuren	N;MASC;SG	V;NFIN
acide	zure	acide	zure	N;MASC;SG	ADJ
acide	zuur	acide	zuur	N;MASC;SG	ADJ
poule	kippen	poule	kip	N;FEM;SG	N;PL
poule	hen	poule	hen	N;FEM;SG	PRO;ACC;3
kevin	kevin	kevin	kevin	PROPN	N;MASC+FEM;SG
kim	kim	kim	kimlen	PROPN	N;MASC+FEM;SG
saut	spring	saut	spring	N;MASC;SG	V;SG;PRS;FIN
saut	springen	saut	springen	N;MASC;SG	V;NFIN
saut	sprong	saut	springen	N;MASC;SG	V;SG;PST;FIN
saut	overslaan	saut	overslaan	N;MASC;SG	V;NFIN
saut	skip	saut	skip	N;MASC;SG	ADJ
saut	sprong	saut	springen	N;MASC;SG	V;SG;PST;FIN
saut	springende	saut	springend	N;MASC;SG	V;V.PTCP
saut	springen	saut	springen	N;MASC;SG	V;NFIN
enceinte	zwangere	enceinte	zwang	N;FEM;SG	ADJ;CMPR
enceinte	zwanger	enceinte	zwanger	N;FEM;SG	ADJ
enceinte	drachtige	enceinte	drachtig	N;FEM;SG	ADJ
pouvez	kan	pouvoir	kunnen	V;IMP;PL;2;PRS;FIN	V;SG;PRS;FIN
pouvez	kunt	pouvoir	kunnen	V;IMP;PL;2;PRS;FIN	V;SG;PRS;FIN
hugo	hugo	hugo	hugo	PROPN	N;MASC+FEM;SG
sacré	heilige	sacrer	heilige	V;MASC;SG;PST;V.PTCP	ADJ
sacré	heilig	sacrer	heilig	V;MASC;SG;PST;V.PTCP	ADJ
sacré	holy	sacrer	holy	V;MASC;SG;PST;V.PTCP	
sacré	heilig	sacrer	heilig	V;MASC;SG;PST;V.PTCP	ADJ
sacré	heilige	sacrer	heilige	V;MASC;SG;PST;V.PTCP	ADJ
sortir	exit	sortir	exit	V;NFIN	N;MASC+FEM;SG
sortir	uitgang	sortir	uitgang	V;NFIN	N;MASC+FEM;SG
sortir	eruit	sortir	eruit	V;NFIN	ADV
sortir	uit	sortir	uit	V;NFIN	ADP
sortir	out	sortir	out	V;NFIN	
stephen	stephen	stephen	stephen	PROPN	N;SG
clairement	duidelijk	clairement	duidelijk	ADV	ADJ
athènes	athene	athène	athene	PROPN	PROPN;NEUT;SG
urbain	urban	urbain	urban	ADJ;MASC;SG	N;MASC+FEM;SG
urbain	urbain	urbain	urbain	ADJ;MASC;SG	N;MASC+FEM;SG
xiii	xiii	xiii	xiii	NUM	PROPN;MASC+FEM;SG
essentiel	essentials	essentiel	essential	ADJ;MASC;SG	N;PL
stéphane	stéphane	stéphane	stéphane	PROPN	N;MASC+FEM;SG
stéphane	stephen	stéphane	stephen	PROPN	N;SG
stéphane	stefan	stéphane	stefan	PROPN	N;MASC+FEM;SG
stéphane	stephan	stéphane	stephan	PROPN	N;MASC+FEM;SG
stéphane	steven	stéphane	steven	PROPN	N;PL
tuer	doden	tuer	dood	V;NFIN	ADJ
tuer	moorden	tuer	moord	V;NFIN	N;PL
tuer	kill	tuer	kill	V;NFIN	N;MASC+FEM;SG
tuer	doden	tuer	dood	V;NFIN	ADJ
logique	logica	logique	logica	ADJ;FEM;SG	N;MASC+FEM;SG
xavier	xavier	xavier	xavier	PROPN	N;MASC+FEM;SG
impression	afdrukken	impression	afdrukken	N;FEM;SG	V;NFIN
impression	drukken	impression	drukken	N;FEM;SG	V;NFIN
impression	printen	impression	print	N;FEM;SG	V;NFIN
impression	afdrukken	impression	afdrukken	N;FEM;SG	V;NFIN
impression	drukken	impression	drukken	N;FEM;SG	V;NFIN
impression	bedrukken	impression	bedrukken	N;FEM;SG	V;NFIN
impression	printen	impression	print	N;FEM;SG	V;NFIN
quasi	quasi	quasi	quasi	ADV	ADJ
souris	muizen	souris	muis	N;FEM;SG	N;PL
souris	muizen	souris	muis	N;FEM;SG	N;PL
taylor	taylor	taylor	taylor	PROPN	N;MASC+FEM;SG
vérité	truth	vérité	truth	N;FEM;SG	
quinze	fifteen	quinze	fifteen	NUM	N;MASC+FEM;SG
quinze	quinze	quinze	quins	NUM	N;MASC+FEM;SG
mérite	verdient	mériter	verdienen	ADJ;MASC;SG	V;SG;PRS;FIN
mérite	verdienen	mériter	verdienen	ADJ;MASC;SG	V;NFIN
mérite	verdiensten	mériter	verdienste	ADJ;MASC;SG	N;PL
mérite	verdienste	mériter	verdienste	ADJ;MASC;SG	N;MASC+FEM;SG
mérite	verdient	mériter	verdienen	ADJ;MASC;SG	V;SG;PRS;FIN
médaillé	medaillewinnaar	médailler	medaillewinnaar	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
jérôme	jérôme	jérôme	jerken	PROPN	N;MASC+FEM;SG
jérôme	jerome	jérôme	jerome	PROPN	N;MASC+FEM;SG
bavière	beierse	bavière	beiers	PROPN	ADJ
bavière	beieren	bavière	beieren	PROPN	V;NFIN
bavière	beieren	bavière	beieren	PROPN	V;NFIN
samedi	zaterdag	samedi	zaterdag	N;MASC;SG	PROPN;MASC+FEM;SG
alan	alan	alan	alan	PROPN	N;MASC+FEM;SG
moindre	mindere	moindre	mindere	ADJ;MASC;SG	PRO
carlo	carlo	carlo	carlo	PROPN	N;MASC+FEM;SG
légèrement	lichtjes	légèrement	licht	ADV	N;PL
légèrement	lichtelijk	légèrement	lichtelijk	ADV	ADJ
gallimard	gallimard	gallimard	gallimard	PROPN	N;MASC+FEM;SG
las	las	el	lezen	PROPN	V;SG;PST;FIN
saxe	sachsen	saxe	sachsen	PROPN	V;NFIN
saxe	saksen	saxe	saksen	PROPN	N;PL
comprenant	inclusief	comprendre	inclusief	V;PRS;V.PTCP	ADJ
intermédiaire	tussentijdse	intermédiaire	tussentijds	N;MASC;SG	ADJ
intermédiaire	intermediaire	intermédiaire	intermediair	N;MASC;SG	ADJ
intermédiaire	intermediair	intermédiaire	intermediair	N;MASC;SG	ADJ
intermédiaire	intermediair	intermédiaire	intermediair	N;MASC;SG	ADJ
distinctions	eert	distinction	eert	N;FEM;PL	V;SG;PRS;FIN
distinctions	onderscheid	distinction	onderscheid	N;FEM;PL	N;NEUT;SG
distinctions	prijsuitreiking	distinction	prijsuitreiking	N;FEM;PL	N;MASC+FEM;SG
distinctions	onderscheid	distinction	onderscheid	N;FEM;PL	N;NEUT;SG
installation	installeren	installation	installeren	N;FEM;SG	V;NFIN
rapports	rapportage	rapport	rapportage	N;MASC;PL	N;MASC+FEM;SG
rapports	verslaglegging	rapport	verslaglegging	N;MASC;PL	N;MASC+FEM;SG
rapports	rapporteren	rapport	rapporteren	N;MASC;PL	V;NFIN
australien	aussie	australien	aussie	ADJ;MASC;SG	N;MASC+FEM;SG
australien	australiër	australien	australiër	ADJ;MASC;SG	N;MASC+FEM;SG
chinoise	chinezen	chinois	chinees	ADJ;FEM;SG	N;PL
tournage	filmen	tournage	filmen	N;MASC;SG	V;NFIN
tournage	schieten	tournage	schieten	N;MASC;SG	V;NFIN
tournage	schoten	tournage	schot	N;MASC;SG	N;PL
pierres	steen	pierre	steen	N;FEM;PL	N;MASC+FEM;SG
pierres	natuursteen	pierre	natuursteen	N;FEM;PL	N;NEUT;SG
pierres	stone	pierre	stone	N;FEM;PL	N;MASC+FEM;SG
paraît	lijkt	paraître	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
universitaires	academici	universitaire	academicus	ADJ;MASC;PL	N;PL
faites	maak	faire	maken	V;FEM;PL;PST;V.PTCP	V;SG;PRS;FIN
pdd	dps	pdd	dps		N;MASC+FEM;SG
équivalent	equivalent	équivalent	equivalent	ADJ;MASC;SG	N;NEUT;SG
récompense	beloningen	récompense	beloning	N;FEM;SG	N;PL
récompense	belonen	récompense	belonen	N;FEM;SG	V;NFIN
lancement	lanceren	lancement	lanceren	N;MASC;SG	V;NFIN
lancement	lanceren	lancement	lanceren	N;MASC;SG	V;NFIN
chrétiens	christelijke	chrétien	christelijk	N;MASC;PL	ADJ
chrétiens	christen	chrétien	christen	N;MASC;PL	N;SG
chrétiens	christelijk	chrétien	christelijk	N;MASC;PL	ADJ
chrétiens	christian	chrétien	christian	N;MASC;PL	N;MASC+FEM;SG
lewis	lewis	lewi	lewis	PROPN	N;MASC+FEM;SG
menace	dreigend	menace	dreigen	N;FEM;SG	V;V.PTCP
menace	bedreigend	menace	bedreigen	N;FEM;SG	V;V.PTCP
menace	dreigen	menace	dreigen	N;FEM;SG	V;NFIN
menace	bedreigen	menace	bedreigen	N;FEM;SG	V;NFIN
menace	dreigende	menace	dreigen	N;FEM;SG	V;V.PTCP
menace	dreigingen	menace	dreiging	N;FEM;SG	N;PL
menace	bedreigingen	menace	bedreiging	N;FEM;SG	N;PL
crois	geloven	croire	geloven	INTJ	V;NFIN
crois	geloof	croire	geloven	INTJ	V;SG;PRS;FIN
poursuite	nastreven	poursuite	nastreven	N;FEM;SG	V;NFIN
poursuite	achtervolgen	poursuite	achtervolgen	N;FEM;SG	V;NFIN
débit	debet	débit	debet	N;MASC;SG	ADJ
commissaire	commissaire	commissaire	commissair	N;MASC;SG	ADJ
araignées	spinnen	araignée	spin	V;FEM;PL;PST;V.PTCP	N;PL
employé	werknemer	employer	werknemer	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
employé	medewerker	employer	medewerker	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
arabes	arabier	arabe	arabier	ADJ;MASC;PL	N;MASC+FEM;SG
arabes	arabier	arabe	arabier	ADJ;MASC;PL	N;MASC+FEM;SG
arabes	arabieren	arabe	arabier	ADJ;MASC;PL	N;PL
conseils	fooi	conseil	fooi	N;MASC;PL	N;MASC+FEM;SG
conseils	advies	conseil	advies	N;MASC;PL	N;NEUT;SG
latine	latijn	latin	latijn	ADJ;FEM;SG	N;NEUT;SG
latine	latina	latin	latina	ADJ;FEM;SG	N;MASC+FEM;SG
bases	basiskennis	base	basiskennis	N;FEM;PL	N;MASC+FEM;SG
bases	basis	base	basis	N;FEM;PL	N;MASC+FEM;SG
bases	basisinformatie	base	basisinformatie	N;FEM;PL	N;MASC+FEM;SG
andrew	andrew	andrew	andrew	PROPN	N;MASC+FEM;SG
peintures	verven	peinture	verven	N;FEM;PL	V;NFIN
peintures	verf	peinture	verf	N;FEM;PL	N;MASC+FEM;SG
peintures	schilderen	peinture	schilderen	N;FEM;PL	V;NFIN
peintures	verven	peinture	verven	N;FEM;PL	V;NFIN
peintures	schilderkunst	peinture	schilderkunst	N;FEM;PL	N;MASC+FEM;SG
peintures	schilderij	peinture	schilderij	N;FEM;PL	N;NEUT;SG
franchise	aftrekbaar	franchise	aftrekbaar	N;FEM;SG	ADJ
iran	iraanse	iran	iraans	PROPN	ADJ
iran	iran	iran	iran	PROPN	PROPN;NEUT;SG
blessés	gewond	blesser	gewond	V;MASC;PL;PST;V.PTCP	ADJ
blessés	gewonden	blesser	gewond	V;MASC;PL;PST;V.PTCP	ADJ
blessés	gewond	blesser	gewond	V;MASC;PL;PST;V.PTCP	ADJ
blessés	gewonden	blesser	gewond	V;MASC;PL;PST;V.PTCP	ADJ
blessés	gewonde	blesser	gewond	V;MASC;PL;PST;V.PTCP	ADJ
blessés	blessures	blesser	blessure	V;MASC;PL;PST;V.PTCP	N;PL
blessés	letsel	blesser	letsel	V;MASC;PL;PST;V.PTCP	N;NEUT;SG
blessés	verwondingen	blesser	verwonding	V;MASC;PL;PST;V.PTCP	N;PL
blessés	gewonden	blesser	gewond	V;MASC;PL;PST;V.PTCP	ADJ
blessés	letsels	blesser	letsel	V;MASC;PL;PST;V.PTCP	N;PL
conscience	geweten	conscience	wijten	N;FEM;SG	V;V.PTCP
maîtres	maîtres	maître	mantre	N;MASC;PL	N;MASC+FEM;SG
expositions	tentoonstelling	exposition	tentoonstelling	N;FEM;PL	N;MASC+FEM;SG
expositions	expositie	exposition	expositie	N;FEM;PL	N;MASC+FEM;SG
naples	napels	naple	napel	PROPN	N;PL
naples	napoli	naple	napoli	PROPN	N;MASC+FEM;SG
naples	napels	naple	napel	PROPN	N;PL
peur	bang	peur	bang	N;FEM;SG	ADJ
peur	bang	peur	bang	N;FEM;SG	ADJ
peur	vrees	peur	vrezen	N;FEM;SG	V;SG;PRS;FIN
peur	fear	peur	fear	N;FEM;SG	
actives	active	actif	active	ADJ;FEM;PL	N;MASC+FEM;SG
prague	praag	prague	praag	PROPN	N;NEUT;SG
lausanne	lausanne	lausanne	lausanne	PROPN	N;MASC+FEM;SG
nomination	nomineren	nomination	nomineren	N;FEM;SG	V;NFIN
crime	crime	crime	crime	N;MASC;SG	
chrétienne	christen	chrétien	christen	ADJ;FEM;SG	N;SG
chrétienne	christian	chrétien	christian	ADJ;FEM;SG	N;MASC+FEM;SG
chrétienne	christenen	chrétien	christenen	ADJ;FEM;SG	N;PL
américaines	amerikaan	américain	amerikaan	ADJ;FEM;PL	N;MASC+FEM;SG
respect	respecteer	respect	respecteer	N;MASC;SG	V;SG;PRS;FIN
respect	respecteren	respect	respecteren	N;MASC;SG	V;NFIN
respect	naleven	respect	naleven	N;MASC;SG	V;NFIN
mobile	mobile	mobile	mobil	ADJ;MASC;SG	N;MASC+FEM;SG
bientôt	snel	bientôt	snel	ADV	ADJ
bientôt	spoedig	bientôt	spoedig	ADV	ADJ
bientôt	soon	bientôt	soon	ADV	N;MASC+FEM;SG
vendredi	vrijdag	vendredi	vrijdag	N;MASC;SG	PROPN;MASC+FEM;SG
spéciale	special	spécial	special	ADJ;FEM;SG	N;MASC+FEM;SG
della	della	della	della	PROPN	N;MASC+FEM;SG
irlandais	ieren	irlandais	ieren	ADJ;MASC;SG	N;PL
catholiques	katholieken	catholique	katholiek	ADJ;MASC;PL	N;PL
rare	zelden	rare	zelden	ADJ;MASC;SG	ADV
rare	soms	rare	soms	ADJ;MASC;SG	ADV
transfert	overdragen	transfert	overdragen	N;MASC;SG	V;NFIN
transfert	overdrachten	transfert	overdracht	N;MASC;SG	V;V.PTCP
transfert	transfers	transfert	transfer	N;MASC;SG	N;PL
blessé	gewond	blesser	gewond	V;MASC;SG;PST;V.PTCP	ADJ
blessé	gewonden	blesser	gewond	V;MASC;SG;PST;V.PTCP	ADJ
blessé	gewond	blesser	gewond	V;MASC;SG;PST;V.PTCP	ADJ
blessé	gewonden	blesser	gewond	V;MASC;SG;PST;V.PTCP	ADJ
blessé	gewonde	blesser	gewond	V;MASC;SG;PST;V.PTCP	ADJ
carré	vierkante	carré	vierkant	N;MASC;SG	ADJ
carré	vierkant	carré	vierkant	N;MASC;SG	ADJ
dimension	afmetingen	dimension	afmeting	N;FEM;SG	N;PL
dimension	dimensies	dimension	dimensie	N;FEM;SG	N;PL
dimension	afmetingen	dimension	afmeting	N;FEM;SG	N;PL
juive	jood	juif	jood	ADJ;FEM;SG	N;MASC+FEM;SG
juive	juive	juif	juive	ADJ;FEM;SG	N;MASC+FEM;SG
fera	will	faire	will	V;IND;SG;3;FUT;FIN	
fera	zal	faire	zullen	V;IND;SG;3;FUT;FIN	V;SG;PRS;FIN
fera	zullen	faire	zullen	V;IND;SG;3;FUT;FIN	V;PL;PRS;FIN
milliers	duizend	millier	duizend	N;MASC;PL	NUM
milliers	duizenden	millier	duizend	N;MASC;PL	NUM
mémoires	memories	mémoire	memorie	N;MASC;PL	N;MASC+FEM;SG
préparation	preparaten	préparation	preparaat	N;FEM;SG	N;PL
préparation	bereidingen	préparation	bereiding	N;FEM;SG	N;PL
préparation	voorbereidingen	préparation	voorbereiding	N;FEM;SG	N;PL
classiques	klassiekers	classique	klassieker	ADJ;MASC;PL	N;PL
classiques	klassieker	classique	klassieker	ADJ;MASC;PL	N;MASC+FEM;SG
classiques	classic	classique	classic	ADJ;MASC;PL	N;MASC+FEM;SG
minimum	minimum	minimum	minimum	ADJ;MASC;SG	N;NEUT;SG
grave	grave	grave	grave	ADJ;MASC;SG	N;MASC+FEM;SG
grave	graf	grave	graf	ADJ;MASC;SG	N;NEUT;SG
lord	heer	lord	heer	PROPN	N;MASC+FEM;SG
lord	lord	lord	lord	PROPN	N;MASC+FEM;SG
lord	heere	lord	heere	PROPN	N;MASC+FEM;SG
tourne	turn	tourner	turn	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tourne	draai	tourner	draai	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tourne	beurt	tourner	beurt	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tourne	spin	tourner	spin	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
extrait	fragment	extraire	fragment	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
extrait	uittreksel	extraire	uittreksel	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
extrait	extract	extraire	extract	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
extrait	uittreksel	extraire	uittreksel	V;MASC;SG;PST;V.PTCP	N;NEUT;SG
hill	heuvel	hill	heuvel	PROPN	N;MASC+FEM;SG
hill	hill	hill	hill	PROPN	N;MASC+FEM;SG
gris	grijze	gris	grijs	N;MASC;SG	ADJ
gris	grijs	gris	grijs	N;MASC;SG	ADJ
gris	grijze	gris	grijs	N;MASC;SG	ADJ
gris	grijs	gris	grijs	N;MASC;SG	ADJ
aquitaine	aquitanië	aquitaine	aquitanië	ADJ;FEM;SG	N;MASC+FEM;SG
barbara	barbara	barbara	barbara	PROPN	N;MASC+FEM;SG
euro	euros	euro	euros	N;MASC;SG	N;PL
léger	light	léger	light	ADJ;MASC;SG	N;MASC+FEM;SG
léger	licht	léger	licht	ADJ;MASC;SG	N;NEUT;SG
danger	gevaren	danger	gevaar	N;MASC;SG	N;PL
wilson	wilson	wilson	wilson	PROPN	PROPN;MASC+FEM;SG
plate	perron	plat	perron	ADJ;FEM;SG	N;NEUT;SG
plate	platform	plat	platform	ADJ;FEM;SG	N;NEUT;SG
cordes	tekenreeks	corde	tekenreeks	N;FEM;PL	N;MASC+FEM;SG
cordes	string	corde	string	N;FEM;PL	N;MASC+FEM;SG
cordes	touwtje	corde	touw	N;FEM;PL	N;NEUT;SG
golden	golden	golden	golden	N;MASC;SG	N;PL
golden	gouden	golden	gouden	N;MASC;SG	ADJ
détail	details	détail	detail	N;MASC;SG	N;PL
détail	details	détail	detail	N;MASC;SG	N;PL
détail	bijzonderheden	détail	bijzonderheid	N;MASC;SG	N;PL
dan	dan	dan	dan	PROPN	ADV
matériaux	materiaal	matériau	materiaal	N;MASC;PL	N;NEUT;SG
matériaux	materiaal	matériau	materiaal	N;MASC;PL	N;NEUT;SG
risques	risico	risque	risico	N;MASC;PL	N;NEUT;SG
renommée	faam	renommer	faam	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
renommée	bekendheid	renommer	bekendheid	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
renommée	beroemdheid	renommer	beroemdheid	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
renommée	roem	renommer	roem	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
renommée	faam	renommer	faam	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
renommée	reputatie	renommer	reputatie	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
franc	franc	franc	franc	ADJ;MASC;SG	N;MASC+FEM;SG
didier	didier	didier	didier	PROPN	N;MASC+FEM;SG
ford	ford	ford	ford	PROPN	N;MASC+FEM;SG
jane	jane	jane	jane	PROPN	N;MASC+FEM;SG
jane	janneke	jane	janneke	PROPN	N;MASC+FEM;SG
frontières	grenst	frontière	grenzen	N;FEM;PL	V;SG;PRS;FIN
frontières	grens	frontière	grens	N;FEM;PL	N;MASC+FEM;SG
ailes	wings	aile	wing	N;FEM;PL	N;MASC+FEM;SG
ailes	vleugel	aile	vleugel	N;FEM;PL	N;MASC+FEM;SG
ailes	wing	aile	wingen	N;FEM;PL	N;MASC+FEM;SG
julie	julie	julie	julie	PROPN	N;MASC+FEM;SG
donna	donna	donner	donna	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
caen	caen	caen	caen	PROPN	N;NEUT;SG
varsovie	warschau	varsovie	warschau	PROPN	N;NEUT;SG
compter	telling	compter	telling	V;NFIN	N;MASC+FEM;SG
compter	graaf	compter	graaf	V;NFIN	N;MASC+FEM;SG
compter	tel	compter	tellen	V;NFIN	N;MASC+FEM;SG
pilotes	loodsen	pilote	loods	N;MASC;PL	V;NFIN
pilotes	piloot	pilote	piloot	N;MASC;PL	N;MASC+FEM;SG
pilotes	pilot	pilote	pilot	N;MASC;PL	N;MASC+FEM;SG
conquête	veroveringen	conquête	verovering	N;FEM;SG	N;PL
conquête	veroveren	conquête	veroveren	N;FEM;SG	V;NFIN
conquête	overwinnen	conquête	overwinnen	N;FEM;SG	V;NFIN
rowspan	rowspan	rowspan	rowspan	PROPN	N;MASC+FEM;SG
hélène	hellen	hélène	hellen	N;FEM;SG	V;NFIN
hélène	helen	hélène	helen	N;FEM;SG	V;NFIN
besoins	nood	besoin	nood	N;MASC;PL	N;MASC+FEM;SG
besoins	need	besoin	need	N;MASC;PL	
besoins	nodig	besoin	nodig	N;MASC;PL	ADJ
besoins	noodzaak	besoin	noodzaak	N;MASC;PL	N;MASC+FEM;SG
besoins	behoefte	besoin	behoefte	N;MASC;PL	N;MASC+FEM;SG
genres	genre	genre	genre	N;MASC;PL	N;NEUT;SG
bref	kort	bref	kort	INTJ	ADJ
bref	beknopt	bref	beknopt	INTJ	ADJ
bref	korte	bref	kort	INTJ	ADJ
cannes	cannes	canne	canne	N;FEM;PL	N;MASC+FEM;SG
discussions	discussie	discussion	discussie	N;FEM;PL	N;MASC+FEM;SG
défaut	standaard	défaut	standaard	N;MASC;SG	ADJ
responsabilité	aansprakelijk	responsabilité	aansprakelijk	N;FEM;SG	ADJ
poissons	vissen	poisson	vissen	N;MASC;PL	V;NFIN
coût	kosten	coût	kosten	N;MASC;SG	V;NFIN
coût	cost	coût	cost	N;MASC;SG	
bains	baden	bain	baad	N;MASC;PL	V;NFIN
bains	bad	bain	bad	N;MASC;PL	N;NEUT;SG
espoirs	hoop	espoir	hoop	N;MASC;PL	N;MASC+FEM;SG
espoirs	hoopt	espoir	hopen	N;MASC;PL	V;SG;PRS;FIN
espoirs	hoop	espoir	hoop	N;MASC;PL	N;MASC+FEM;SG
espoirs	hopen	espoir	hopen	N;MASC;PL	V;NFIN
espoirs	hope	espoir	hope	N;MASC;PL	N;MASC+FEM;SG
comics	strips	comics	strip	N;MASC;SG	N;PL
comics	stripverhalen	comics	stripverhaal	N;MASC;SG	N;PL
comics	stripboeken	comics	stripboek	N;MASC;SG	N;PL
africain	africain	africain	africain	ADJ;MASC;SG	N;MASC+FEM;SG
cellules	cell	cellule	cell	N;FEM;PL	
cellules	cel	cellule	cel	N;FEM;PL	N;MASC+FEM;SG
costumes	pakken	costume	pakken	N;MASC;PL	V;NFIN
johnny	johnny	johnny	johnny	PROPN	N;MASC+FEM;SG
précisément	precies	précisément	precies	ADV	ADJ
précisément	specifiek	précisément	specifiek	ADV	ADJ
espoir	hopen	espoir	hopen	N;MASC;SG	V;NFIN
jardins	tuintje	jardin	tuin	N;MASC;PL	N;NEUT;SG
jardins	tuin	jardin	tuin	N;MASC;PL	N;MASC+FEM;SG
destinée	noodlot	destiner	noodlot	V;FEM;SG;PST;V.PTCP	N;NEUT;SG
destinée	lotsbestemming	destiner	lotsbestemming	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
destinée	lot	destiner	lot	V;FEM;SG;PST;V.PTCP	N;NEUT;SG
destinée	destiny	destiner	destiny	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
médailles	medaille	médaille	medaille	N;FEM;PL	N;MASC+FEM;SG
angers	angers	anger	anger	PROPN	N;SG
détails	detail	détail	detail	N;MASC;PL	N;NEUT;SG
mises	weddenschappen	mettre	weddenschap	V;FEM;PL;PST;V.PTCP	N;PL
mises	mises	mettre	mise	V;FEM;PL;PST;V.PTCP	N;PL
gagner	winning	gagner	winning	V;NFIN	N;MASC+FEM;SG
dijon	dijon	dijon	dijon	PROPN	N;NEUT;SG
invité	gast	inviter	gast	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
affiche	weergeven	affiche	weergeven	N;FEM;SG	N;PL
prêt	ready	prêt	ready	ADJ;MASC;SG	
prêt	lening	prêt	lening	ADJ;MASC;SG	N;MASC+FEM;SG
mauvaise	bad	mauvais	bad	ADJ;FEM;SG	N;NEUT;SG
inventaire	inventariseren	inventaire	inventariseren	N;MASC;SG	V;NFIN
élevée	high	élever	high	V;FEM;SG;PST;V.PTCP	
