филологических	filologiczny	филологический	filologiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
редкие	rzadkie	редкий	rzadki	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
редкие	rzadki	редкий	rzadka	ADJ;NOM;PL	ADJ;NOM;MASC;SG
редкие	rzadko	редкий	rzadko	ADJ;NOM;PL	ADV
доходы	dochód	доход	dochód	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	przychód	доход	przychód	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	dochód	доход	dochód	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	przychód	доход	przychód	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
доходы	dochodów	доход	dochód	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
миссури	missouri	миссури	missoura	N;INAN;NOM;MASC;SG	
поддерживается	wspierany	поддерживать	wspierać	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
поддерживается	obsługiwany	поддерживать	obsługiwać	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
поддерживается	wspierane	поддерживать	wspierać	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
поддерживается	obsługiwane	поддерживать	obsługiwać	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
поддерживается	obsługuje	поддерживать	obsługiwać	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
поддерживается	wspiera	поддерживать	wspierać	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
поддерживается	popiera	поддерживать	popierać	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
потребления	konsumpcja	потребление	konsumpcja	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG
потребления	zużycie	потребление	zużyć	N;INAN;GEN;NEUT;SG	
потребления	spożycie	потребление	spożyć	N;INAN;GEN;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
женское	kobiece	женский	kobiece	ADJ;NOM;NEUT;SG	
женское	kobieca	женский	kobieca	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
женское	samica	женский	samica	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
женское	kobieta	женский	kobieta	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
женское	kobiety	женский	kobieta	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
женское	suczka	женский	suczka	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
университеты	uniwersytetów	университет	uniwersytet	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
университеты	uczelnie	университет	uczelnie	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
привлечения	przyciągnąć	привлечение	przyciągnąć	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
привлечения	przyciągać	привлечение	przyciągać	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
вместимость	pojemności	вместимость	pojemność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
вместимость	pojemność	вместимость	pojemność	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
венесуэла	wenezuela	венесуэла	wenezuel	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
заговор	działki	заговор	działka	N;INAN;NOM;MASC;SG	N;ACC;FEM;PL
добавлен	dodany	добавить	dodać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
добавлен	dodano	добавить	dodać	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
добавлен	dodana	добавить	dodać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
добавлен	dodane	добавить	dodać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
монтаж	montaż	монтаж	montaż	N;INAN;NOM;MASC;SG	
монтаж	montażu	монтаж	montaż	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
монтаж	montaż	монтаж	montaż	N;INAN;NOM;MASC;SG	
монтаж	edycji	монтаж	edycja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
программирование	programowania	программирование	programowanie	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
торжественно	uroczyste	торжественно	uroczysty	ADV	ADJ;NOM;NEUT;SG
священников	kapłani	священник	kapłan	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
священников	księży	священник	ksiądz	N;ANIM;ACC;MASC;PL	
священников	księża	священник	ksiądz	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
вселенная	wszechświecie	вселенная	wszechświecie	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
вселенная	wszechświata	вселенная	wszechświatać	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
панели	paneli	панель	panel	N;INAN;NOM;FEM;PL	
панели	panele	панель	paneł	N;INAN;NOM;FEM;PL	
панели	pulpit	панель	pulpit	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
панели	panelu	панель	panel	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
панели	panel	панель	panel	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
панели	panelu	панель	panel	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
панели	panel	панель	panel	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
бизнесмен	biznesmenem	бизнесмен	biznesmen	N;ANIM;NOM;MASC;SG	N;INS;MASC;SG
резерва	rezerwa	резерв	rezerwa	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
резерва	rezerwat	резерв	rezerwat	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
резерва	rezerwę	резерв	rezerwa	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
резерва	rezerwy	резерв	rezerwa	N;INAN;GEN;MASC;SG	
зимние	winter	зимний	winter	ADJ;NOM;PL	
зимние	zimowy	зимний	zimowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
зимние	zimy	зимний	zima	ADJ;NOM;PL	N;ACC;FEM;SG
зимние	zima	зимний	zima	ADJ;NOM;PL	N;NOM;FEM;SG
зимние	zimowe	зимний	zimowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
бич	beech	бич	beech	N;INAN;NOM;MASC;SG	
бич	plaża	бич	plaża	N;INAN;NOM;MASC;SG	
оливер	olivera	оливер	oliver	N;ANIM;NOM;MASC;SG	
макаров	makarow	макар	makarowy	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
сун	słońce	сун	słońce	PART	N;NOM;NEUT;SG
сун	sun	сун	sunąć	PART	PROPN;NOM;MASC;SG
сун	słońca	сун	słońce	PART	N;GEN;NEUT;SG
сун	słoneczko	сун	słoneczko	PART	
горький	gorky	горький	gorka	ADJ;NOM;MASC;SG	
удобно	wygodnie	удобный	wygodnie	ADJ;NEUT;SG	ADV
удобно	wygodnie	удобный	wygodnie	ADJ;NEUT;SG	ADV
удобно	wygodnie	удобный	wygodnie	ADJ;NEUT;SG	ADV
удобно	handy	удобный	handa	ADJ;NEUT;SG	
лёгкие	lung	люгкий	lung	ADJ;NOM;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
лёгкие	płuca	люгкий	płuc	ADJ;NOM;PL	
лёгкие	płuco	люгкий	płuco	ADJ;NOM;PL	N;NOM;NEUT;SG
лёгкие	płuc	люгкий	płuc	ADJ;NOM;PL	
лёгкие	płuca	люгкий	płuc	ADJ;NOM;PL	
лёгкие	płuc	люгкий	płuc	ADJ;NOM;PL	
послание	wiadomości	послание	wiadomość	N;INAN;NOM;NEUT;SG	N;ACC;FEM;PL
препарат	narkotyków	препарат	narkotyk	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
препарат	narkotyki	препарат	narkotyk	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
произведено	wyprodukowane	произвести	wyprodukować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
произведено	wyprodukowano	произвести	wyprodukować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
произведено	wyprodukowany	произвести	wyprodukować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
произведено	produkowane	произвести	produkować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
океании	oceania	океание	oceaniać	N;INAN;NOM;NEUT;PL	
скрипка	skrzypce	скрипка	skrzypce	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
избежание	unikam	избежание	unikać	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
избежание	unika	избежание	unikać	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
избежание	unikania	избежание	unikać	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
молекулы	cząsteczka	молекула	cząsteczko	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
азербайджанская	azerbejdżanu	азербайджанский	azerbejdżanu	ADJ;NOM;FEM;SG	N;GEN;MASC;SG
допускается	dozwolone	допускать	dozwolić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
допускается	dozwolony	допускать	dozwolić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
допускается	dozwolona	допускать	dozwolić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
допускается	dopuszczone	допускать	dopuścić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
допускается	dozwolone	допускать	dozwolić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
допускается	dozwolony	допускать	dozwolić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
допускается	dozwolona	допускать	dozwolić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
допускается	dopuszczone	допускать	dopuścić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
формах	formularze	форма	formularz	N;INAN;ESS;FEM;PL	N;NOM;MASC;PL
формах	formy	форма	forma	N;INAN;ESS;FEM;PL	N;ACC;FEM;PL
формах	formularzy	форма	formularz	N;INAN;ESS;FEM;PL	N;GEN;MASC;PL
собраний	zespoły	собрание	zespół	N;INAN;GEN;NEUT;PL	N;NOM;MASC;PL
померания	pomorza	померание	pomorze	N;INAN;NOM;NEUT;SG	
терминологии	terminologii	терминология	terminologia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
сложнее	mocniej	сложный	mocno	ADJ;CMPR	ADV;CMPR
монреаль	montrealu	монреаль	montreal	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
вены	żyły	вена	żyły	N;INAN;NOM;FEM;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
вены	żyłach	вена	żyły	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
вены	wiedeń	вена	wiedeń	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
вены	wiedniu	вена	wieśń	N;INAN;NOM;FEM;PL	PROPN;DAT;MASC;SG
бонус	premia	бонус	premia	N;INAN;NOM;MASC;SG	
бонус	premie	бонус	prema	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
тимофей	timofiej	тимофия	timofo	N;ANIM;NOM;MASC;SG	
ирак	irak	ирак	irak	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ирак	iraku	ирак	irak	N;INAN;NOM;MASC;SG	PROPN;GEN;MASC;SG
изобретения	wynalazków	изобретение	wynalazek	N;INAN;NOM;NEUT;PL	N;GEN;MASC;PL
гнездо	gniazda	гнездо	gniazda	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
индию	indie	индия	indie	N;INAN;ACC;FEM;SG	
стратегия	strategii	стратегия	strategia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
специальность	specjalności	специальность	specjalność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
парламентские	parlamentarnej	парламентский	parlamentarny	ADJ;NOM;PL	ADJ;GEN;FEM;SG
парламентские	parlamentarne	парламентский	parlamentarny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
важная	wazne	важный	wazny	ADJ;NOM;FEM;SG	
холокоста	holokaustu	холокост	holokaust	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
никарагуа	nikaragui	никарагуа	nikaragua	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
массе	mass	масса	massy	N;INAN;DAT;FEM;SG	
массе	masie	масса	masa	N;INAN;DAT;FEM;SG	N;GEN;FEM;SG
массе	masy	масса	masa	N;INAN;DAT;FEM;SG	N;GEN;FEM;SG
массе	masa	масса	masa	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
массе	msza	масса	msza	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
представительство	reprezentacji	представительство	reprezentacja	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG
местная	lokalnych	местный	lokalny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
порты	portów	порт	port	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
сообщили	zgłaszane	сообщить	zgłaszać	V;PFV;IND;PL;PST;FIN;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
сообщили	zgłoszone	сообщить	zgłosić	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
сообщили	zgłoszony	сообщить	zgłosić	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
сообщили	zgłoszona	сообщить	zgłosić	V;PFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
сообщили	zgłosił	сообщить	zgłosić	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
перес	peres	перес	peres	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
перес	perez	перес	perez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
перес	pérez	перес	porez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
маркус	marek	маркус	marek	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
маркус	markus	маркус	markus	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
маркус	marcusa	маркус	marcus	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
маркус	marcus	маркус	marcus	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
маркус	markus	маркус	markus	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
энрике	enrique	энрика	enrique	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
энрике	henrique	энрика	henrino	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
уничтожен	zniszczona	уничтожить	zniszczyć	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
уничтожен	zniszczone	уничтожить	zniszczyć	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
уничтожен	zniszczony	уничтожить	zniszczyć	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
розы	róże	роза	róż	N;INAN;NOM;FEM;PL	
розы	róż	роза	róż	N;INAN;NOM;FEM;PL	
национальностей	narodowości	национальность	narodowość	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
батарей	baterie	батарея	batera	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
батарей	akumulatory	батарея	akumulator	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
визит	wizyty	визит	wizyta	N;INAN;NOM;MASC;SG	N;ACC;FEM;PL
празднования	uroczystości	празднование	uroczystość	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
уругвай	urugwaju	уругвай	urugwaj	N;INAN;NOM;MASC;SG	PROPN;GEN;MASC;SG
виконт	vicomte	виконт	vicomte	N;ANIM;NOM;MASC;SG	
индиана	indiana	индиан	indiany	N;INAN;NOM;MASC;SG	
зайцев	zajcew	заяц	zajcew	N;ANIM;GEN;MASC;PL	N;NOM;MASC;SG
пабло	pablo	пабнуть	pablo	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
канзас	kansas	канзас	kansas	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
цветной	kolorowych	цветной	kolorowy	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
цветной	kolorowych	цветной	kolorowy	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
самолета	samolot	самолет	samolot	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
самолета	samoloty	самолет	samolot	N;INAN;GEN;MASC;SG	N;NOM;MASC;PL
конференций	konferencje	конференция	konferencja	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
разрушение	rozbiórki	разрушение	rozbiórka	N;INAN;NOM;NEUT;SG	N;ACC;FEM;PL
дина	deena	дина	deeny	N;ANIM;NOM;FEM;SG	
дина	dina	дина	dina	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
обновления	uaktualnienia	обновление	uaktualnienie	N;INAN;NOM;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
обновления	aktualizacja	обновление	aktualizacja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
обновления	aktualizacji	обновление	aktualizacja	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
обновления	uaktualnienie	обновление	uaktualnienie	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
колонна	kolumny	колонна	kolumna	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
колонна	kolumnie	колонна	kolumna	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
колонна	konwoju	колонна	konwój	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
ахмад	ahmed	ахмад	ahmed	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ахмад	ahmad	ахмад	ahmad	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
объявления	ogłoszenia	объявление	ogłoszenie	N;INAN;NOM;NEUT;PL	V;PFV;IND;SG;1;FIN;ACT
объявления	zapowiedzi	объявление	zapowiedź	N;INAN;NOM;NEUT;PL	
объявления	ogłoszeń	объявление	ogłoszenie	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
объявления	ogłoszenia	объявление	ogłoszenie	N;INAN;NOM;NEUT;PL	V;PFV;IND;SG;1;FIN;ACT
объявления	ogłoszenia	объявление	ogłoszenie	N;INAN;NOM;NEUT;PL	V;PFV;IND;SG;1;FIN;ACT
объявления	reklam	объявление	reklam	N;INAN;NOM;NEUT;PL	N;GEN;FEM;PL
объявления	reklamy	объявление	reklama	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
персидского	perski	персидский	perski	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
предположения	założenie	предположение	założenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
предположения	założeniu	предположение	założyć	N;INAN;NOM;NEUT;PL	N;DAT;NEUT;SG
предположения	założenia	предположение	założenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
предположения	założenia	предположение	założenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
рики	ricky	рика	rick	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
монголия	mongolii	монголия	mongolia	N;INAN;NOM;FEM;SG	
перемещения	przemieszczenie	перемещение	przemieszczenie	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
гамма	gamma	гамма	gamma	N;INAN;NOM;FEM;SG	
ссылаясь	przypominając	ссылаться	przypominać	V;IPFV;PRS;V.CVB;MID	V;IPFV;PRS;V.CVB;ACT
профсоюзов	związki	профсоюз	związek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
посвященный	poświęcone	посвятить	poświęcić	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
посвященный	oddany	посвятить	oddać	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
посвященный	poświęcona	посвятить	poświęcić	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
посвященный	poświęcony	посвятить	poświęcić	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
посвященный	oddani	посвятить	oddać	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
забыл	zapomniany	забыть	zapomnieć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
забыл	zapomniane	забыть	zapomnieć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
методики	metodyki	методика	metodyka	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
методики	metodologii	методика	metodologia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
тропических	tropikalne	тропический	tropikalny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
изменилась	zmieniono	измениться	zmienić	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;IND;0;PST;FIN;ACT
изменилась	zmienione	измениться	zmienić	V;PFV;FEM;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
изменилась	zmienił	измениться	zmienić	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;MASC;IND;SG;PST;FIN;ACT
изменилась	zmieniony	измениться	zmienić	V;PFV;FEM;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
долг	obowiązki	долг	obowiązek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
долг	cło	долг	cło	N;INAN;NOM;MASC;SG	
долг	długi	долг	długi	N;INAN;NOM;MASC;SG	
долг	długu	долг	dług	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
ален	allen	ален	allen	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ален	allena	ален	allen	N;ANIM;NOM;MASC;SG	
ален	alain	ален	alain	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
колебаний	wahania	колебание	wahanie	N;INAN;GEN;NEUT;PL	
бернар	bernard	бернар	bernard	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
беременности	ciążą	беременность	ciąża	N;INAN;NOM;FEM;SG	N;INS;FEM;SG
беременности	ciąży	беременность	ciąża	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
полезные	użyteczny	полезный	użyteczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS;V.PTCP;PASS
полезные	przydatne	полезный	przydatny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
полезные	użyteczne	полезный	użyteczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
полезные	przydatny	полезный	przydatny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
полезные	przydatna	полезный	przydatny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
полезные	przydatna	полезный	przydatny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
полезные	pomocny	полезный	pomocny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
полезные	pomocna	полезный	pomocny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
полезные	pomocne	полезный	pomocny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
совместное	joint	совместный	joint	ADJ;NOM;NEUT;SG	
совместное	wspólnego	совместный	wspólny	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
лонг	długa	лонг	długi		ADJ;NOM;FEM;SG
лонг	długo	лонг	długo		ADV
лонг	długie	лонг	długi		ADJ;NOM;NEUT;SG
равнины	plains	равнина	plains	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
санчес	sanchez	санчес	sanchez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
санчес	sánchez	санчес	sánchez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гэри	gary	гэри	gara	N;ANIM;NOM;MASC;SG	
инфраструктура	infrastruktury	инфраструктура	infrastruktura	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
инфраструктура	infrastrukturę	инфраструктура	infrastruktura	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
металл	metale	металл	metal	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
металл	metalowe	металл	metalowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
металл	metalowy	металл	metalowy	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
уход	troskę	уход	troska	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
уход	opieki	уход	opieka	N;INAN;NOM;MASC;SG	
уход	opieka	уход	opieka	N;INAN;NOM;MASC;SG	
шире	szerzej	широкий	szeroko	ADJ;CMPR	ADV;CMPR
шире	szerzej	широкий	szeroko	ADJ;CMPR	ADV;CMPR
неизвестен	nieznane	неизвестный	nieznany	ADJ;MASC;SG	
скалы	urwiska	скала	urwisko	N;INAN;NOM;FEM;PL	
скалы	skały	скала	skała	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
домашний	domu	домашний	dom	ADJ;NOM;MASC;SG	N;GEN;MASC;SG
домашний	dom	домашний	dom	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
лунный	lunar	лунный	lunar	ADJ;NOM;MASC;SG	
комиссара	komisarz	комиссар	komisarz	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
оскорбление	obraza	оскорбление	obraz	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
оскорбление	obraźliwe	оскорбление	obraźliwy	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
оскорбление	obrażać	оскорбление	obrażać	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
оскорбление	obraza	оскорбление	obraz	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
марс	marsie	марс	marsa	N;INAN;NOM;MASC;SG	
марс	marsa	марс	marsa	N;INAN;NOM;MASC;SG	
марс	mars	марс	mars	N;INAN;NOM;MASC;SG	
