van	from	van	from	ADP	PROPN
verandering	сменить	verandering	сменить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
singles	разряд	singles	разряд	N;PL	N;INAN;NOM;MASC;SG
living	живущие	living	жить	N;MASC+FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
living	живые	living	живой	N;MASC+FEM;SG	ADJ;NOM;PL
living	живое	living	живой	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
snelle	быстро	snel	быстро	ADJ	ADV
snelle	скорейшего	snel	скорый	ADJ	ADJ;GEN;RL;MASC;SG
snelle	быстро	snel	быстро	ADJ	ADV
geheim	тайна	geheim	тайна	ADJ	N;INAN;NOM;FEM;SG
geheim	секрет	geheim	секрет	ADJ	N;INAN;NOM;MASC;SG
geheim	классифицированы	geheim	классифицировать	ADJ	V;PFV;PL;PST;V.PTCP;PASS
wiskundige	математик	wiskundig	математик	ADJ	N;ANIM;NOM;MASC;SG
advies	советы	advies	совет	N;NEUT;SG	N;INAN;NOM;MASC;PL
advies	консультировать	advies	консультировать	N;NEUT;SG	V;IPFV;NFIN;ACT
lezer	читатели	lezer	читатель	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
lezer	читателей	lezer	читатель	N;MASC+FEM;SG	N;ANIM;ACC;MASC;PL
back	назад	back	назад	N;MASC+FEM;SG	ADV
back	back	back	back	N;MASC+FEM;SG	PROPN
back	обратно	back	обратно	N;MASC+FEM;SG	ADV
complete	завершить	compleet	завершить	ADJ	V;PFV;NFIN;ACT
bates	бейтс	bate	бейтс	N;PL	N;INAN;NOM;FEM;SG
drums	бочки	drum	бочка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
drums	барабаны	drum	барабан	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
honderden	сотнями	honderd	сотня	NUM	N;INAN;INS;FEM;PL
honderden	сотни	honderd	сотня	NUM	N;INAN;NOM;FEM;PL
dick	дик	dick	дик	N;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
onmiddellijk	немедленно	onmiddellijk	немедленно	ADJ	ADV
onmiddellijk	незамедлительно	onmiddellijk	незамедлительно	ADJ	ADV
onmiddellijk	немедленно	onmiddellijk	немедленно	ADJ	ADV
onmiddellijk	незамедлительно	onmiddellijk	незамедлительно	ADJ	ADV
onmiddellijk	моментально	onmiddellijk	моментально	ADJ	ADV
onmiddellijk	мгновенно	onmiddellijk	мгновенно	ADJ	ADV
games	games	game	games	N;PL	PROPN
pruisen	пруссии	pruis	пруссия	V;NFIN	N;INAN;NOM;FEM;SG
vervolg	продолжил	vervolg	продолжить	N;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
reacties	реакция	reactie	реакция	N;PL	N;INAN;NOM;FEM;SG
opvallend	поражает	opvallend	поражать	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
glas	стекла	glas	стекло	N;NEUT;SG	N;INAN;NOM;NEUT;PL
vliegtuigen	авиация	vliegtuig	авиация	N;PL	N;INAN;NOM;FEM;SG
vliegtuigen	самолет	vliegtuig	самолет	N;PL	N;INAN;NOM;MASC;SG
vliegtuigen	самолёт	vliegtuig	самолет	N;PL	N;INAN;NOM;MASC;SG
vliegtuigen	самолета	vliegtuig	самолет	N;PL	N;INAN;GEN;MASC;SG
poort	врата	poort	врат	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
poort	ворота	poort	ворота	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
poort	врата	poort	врат	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
poort	ворота	poort	ворота	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
venlo	венло	venlo	венло	N;NEUT;SG	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
petrus	петрус	petrus	петрус	N;MASC+FEM;SG	
verdween	исчезли	verdwijnen	исчезнуть	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
geboorte	роды	geboorte	роды	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
filipijnen	филиппин	filipijn	филиппин	N;PL	N;INAN;NOM;FEM;SG
justitie	правосудия	justitie	правосудие	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
guinea	гвинеи	guineum	гвинец	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
opgesteld	компиляция	opstellen	компиляция	V;V.PTCP	N;INAN;NOM;FEM;SG
sneller	быстрее	snel	быстро	ADJ;CMPR	ADV;CMPR
chinees	китайцы	chinees	китаец	ADJ	N;ANIM;NOM;MASC;PL
chinees	китая	chinees	китай	ADJ	N;INAN;GEN;MASC;SG
klaar	закончили	klaar	закончить	ADJ	V;PFV;IND;PL;PST;FIN;ACT
klaar	завершена	klaar	завершить	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
klaar	закончил	klaar	закончить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
klaar	завершено	klaar	завершить	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
klaar	сделано	klaar	делать	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kroatische	хорватии	kroatisch	хорватия	ADJ	N;INAN;NOM;FEM;PL
mooie	красавица	mooi	красавица	ADJ	N;ANIM;NOM;FEM;SG
mooie	красиво	mooi	красиво	ADJ	ADV
tal	таль	tal	таль	N;NEUT;SG	PART
indoor	крытый	indoor	крытый	N;NEUT;SG	ADJ;NOM;MASC;SG
ford	форд	ford	форд	N;MASC+FEM;SG	INTJ
ford	ford	ford	ford	N;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
professionele	professional	professioneel	professional	ADJ	PROPN
professionele	профессионал	professioneel	профессионал	ADJ	N;ANIM;NOM;MASC;SG
pools	бассейны	pools	бассейн	ADJ	N;INAN;NOM;MASC;PL
pools	польши	pools	польша	ADJ	N;INAN;NOM;FEM;SG
heilig	святейший	heilig	святой	ADJ	ADJ;NOM;RL;MASC;SG
onvoldoende	недостаточно	onvoldoende	недостаточно	ADJ	ADV
filipijnse	филиппин	filipijns	филиппин	ADJ	N;INAN;NOM;FEM;SG
leer	учиться	leer	учиться	N;MASC+FEM;SG	V;IPFV;NFIN;MID
leer	учись	leer	учиться	N;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;MID
leer	учитесь	leer	учиться	N;MASC+FEM;SG	V;IPFV;IND;PL;2;PRS;FIN;MID
opmaak	разметки	opmaak	разметка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
rob	ограбить	rob	грабить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
elite	элиты	elite	элита	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
tentoonstelling	выставки	tentoonstelling	выставка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
jongste	младшая	jong	младший	ADJ;RL	ADJ;NOM;FEM;SG
jongste	младший	jong	младший	ADJ;RL	ADJ;NOM;MASC;SG
westelijk	запад	westelijk	запад	ADJ	N;INAN;NOM;MASC;SG
westelijk	уэст	westelijk	уэст	ADJ	PART
westelijk	вест	westelijk	вест	ADJ	N;INAN;NOM;MASC;SG
beschermen	защита	beschermen	защита	V;NFIN	N;INAN;NOM;FEM;SG
militairen	военный	militair	военный	N;PL	ADJ;NOM;MASC;SG
militairen	военная	militair	военный	N;PL	ADJ;NOM;FEM;SG
majoor	основных	majoor	основной	N;MASC+FEM;SG	ADJ;GEN;PL
zeldzaam	редко	zeldzaam	редко	ADJ	ADV
zeldzaam	редкость	zeldzaam	редкость	ADJ	N;INAN;NOM;FEM;SG
nord	нор	nord	нора	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
nord	nord	nord	nord	N;MASC+FEM;SG	PROPN
aziatische	азии	aziatisch	азия	ADJ	N;INAN;NOM;FEM;SG
hongaars	венгрии	hongaars	венгрия	ADJ	N;INAN;NOM;FEM;SG
alternatieve	альтернатива	alternatief	альтернатива	ADJ	N;INAN;NOM;FEM;SG
voorgaande	предыдущие	voorgaan	предыдущий	V;V.PTCP	ADJ;NOM;PL
voorgaande	предыдущая	voorgaan	предыдущий	V;V.PTCP	ADJ;NOM;FEM;SG
voorgaande	предыдущий	voorgaan	предыдущий	V;V.PTCP	ADJ;NOM;MASC;SG
voorgaande	предыдущее	voorgaan	предыдущий	V;V.PTCP	ADJ;NOM;NEUT;SG
specifiek	конкретно	specifiek	конкретно	ADJ	ADV
velen	многих	veel	много	PRO	NUM
velen	много	veel	много	PRO	ADV
velen	многим	veel	много	PRO	NUM
velen	многие	veel	много	PRO	NUM
junior	младшие	junior	младший	N;MASC+FEM;SG	ADJ;NOM;PL
junior	младший	junior	младший	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
massa	масс	massa	масса	N;MASC+FEM;SG	N;INAN;GEN;FEM;PL
massa	массы	massa	масса	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
massa	массового	massa	массовый	N;MASC+FEM;SG	ADJ;GEN;NEUT;SG
vertrouwen	доверять	vertrouwen	доверять	N;NEUT;SG	V;IPFV;NFIN;ACT
vertrouwen	довериться	vertrouwen	довериться	N;NEUT;SG	V;PFV;NFIN;MID
risico	риски	risico	риск	N;NEUT;SG	N;INAN;NOM;MASC;PL
risico	опасности	risico	опасность	N;NEUT;SG	N;INAN;NOM;FEM;PL
liedjes	songs	lied	songs	N;PL	PROPN
home	дома	home	дома	N;MASC+FEM;SG	ADV
home	домой	home	домой	N;MASC+FEM;SG	ADV
home	домашний	home	домашний	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
home	home	home	home	N;MASC+FEM;SG	PROPN
gulden	золотая	gulden	золотой	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
gulden	золотые	gulden	золотой	N;MASC+FEM;SG	ADJ;NOM;PL
gulden	золотой	gulden	золотой	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
gulden	golden	gulden	golden	N;MASC+FEM;SG	PROPN
gulden	гульденов	gulden	гульден	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
hitler	гитлер	hitler	гитлер	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
hitler	гитлера	hitler	гитлер	PROPN;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
ploegen	смены	ploeg	смена	N;PL	N;INAN;NOM;FEM;SG
ploegen	плуг	ploeg	плуг	N;PL	N;INAN;NOM;MASC;SG
ploegen	плуг	ploeg	плуг	N;PL	N;INAN;NOM;MASC;SG
two	два	two	два		NUM;NOM;MASC
two	две	two	два		NUM;NOM;FEM
two	двое	two	двое		NUM;NOM
treden	этапы	treden	этап	V;NFIN	N;INAN;NOM;MASC;PL
treden	ступеньки	treden	ступенька	V;NFIN	N;INAN;NOM;FEM;PL
treden	шаги	treden	шаг	V;NFIN	N;INAN;NOM;MASC;PL
veranderingen	изменение	verandering	изменение	N;PL	N;INAN;NOM;NEUT;SG
veranderingen	изменить	verandering	изменить	N;PL	V;PFV;NFIN;ACT
veranderingen	сменить	verandering	сменить	N;PL	V;PFV;NFIN;ACT
uiterlijk	появление	uiterlijk	появление	ADJ	N;INAN;NOM;NEUT;SG
uiterlijk	внешность	uiterlijk	внешность	ADJ	N;INAN;NOM;FEM;SG
pensioen	пенсии	pensioen	пенсия	N;NEUT;SG	N;INAN;NOM;FEM;PL
pensioen	пенсии	pensioen	пенсия	N;NEUT;SG	N;INAN;NOM;FEM;PL
beek	брук	beek	брук	N;MASC+FEM;SG	
correct	исправить	correct	исправить	ADJ	V;PFV;NFIN;ACT
verliezen	потеря	verliezen	потеря	V;NFIN	N;INAN;NOM;FEM;SG
verliezen	потери	verliezen	потеря	V;NFIN	N;INAN;NOM;FEM;PL
verliezen	потеря	verliezen	потеря	V;NFIN	N;INAN;NOM;FEM;SG
verliezen	утрата	verliezen	утрата	V;NFIN	N;INAN;NOM;FEM;SG
verliezen	потери	verliezen	потеря	V;NFIN	N;INAN;NOM;FEM;PL
verliezen	убытки	verliezen	убыток	V;NFIN	N;INAN;NOM;MASC;PL
cello	виолончели	cello	виолончель	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
millimeter	миллиметрах	millimeter	миллиметр	N;MASC+FEM;SG	N;INAN;ESS;MASC;PL
millimeter	миллиметров	millimeter	миллиметр	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
interesse	заинтересованных	interesse	заинтересованный	N;MASC+FEM;SG	ADJ;GEN;PL
interesse	заинтересованная	interesse	заинтересованный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
interesse	интересует	interesse	интересовать	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
interesse	заинтересованным	interesse	заинтересованный	N;MASC+FEM;SG	ADJ;INS;MASC;SG
interesse	интересно	interesse	интересный	N;MASC+FEM;SG	ADJ;NEUT;SG
interesse	заинтересованные	interesse	заинтересованный	N;MASC+FEM;SG	ADJ;NOM;PL
interesse	проценты	interesse	процент	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
interesse	интересы	interesse	интерес	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
ernstig	серьезно	ernstig	серьезно	ADJ	ADV
verbetering	усовершенствования	verbetering	усовершенствование	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
verbetering	улучшения	verbetering	улучшение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
bot	камбала	bot	камбал	ADJ	N;INAN;NOM;FEM;SG
bot	бот	bot	бот	ADJ	N;INAN;NOM;MASC;SG
bot	кость	bot	кость	ADJ	N;INAN;NOM;FEM;SG
makkelijk	полегче	makkelijk	легкий	ADJ	ADJ;CMPR
makkelijk	легче	makkelijk	легкий	ADJ	ADJ;CMPR
plus	плюс	plus	плюс	ADV	N;INAN;NOM;MASC;SG
plus	plus	plus	plus	ADV	PROPN
bereid	подготовленный	bereid	подготовить	ADJ	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
bereid	подготовлена	bereid	подготовить	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
bereid	подготовленные	bereid	подготовить	ADJ	V;PFV;NOM;PL;PST;V.PTCP;PASS
bereid	подготовлено	bereid	подготовить	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bereid	подготовлен	bereid	подготовить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
weigerde	отказались	weigeren	отказаться	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
pan	пэн	pan	пэн	N;MASC+FEM;SG	PART
gratis	свободно	gratis	свободно	ADJ	ADV
gratis	бесплатно	gratis	бесплатно	ADJ	ADV
opnames	снятие	opname	снятие	N;PL	N;INAN;NOM;NEUT;SG
simbad	simbad	simbad	simbad	N;MASC+FEM;SG	PROPN
bang	испугался	bang	испугаться	ADJ	V;PFV;MASC;IND;SG;PST;FIN;MID
bang	напуган	bang	напуганный	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
bang	боится	bang	бояться	ADJ	V;IPFV;IND;SG;3;PRS;FIN;MID
bang	боюсь	bang	бояться	ADJ	V;IPFV;IND;SG;1;PRS;FIN;MID
baden	баден	baad	бадный	V;NFIN	N;INAN;NOM;MASC;SG
baden	купания	baad	купания	V;NFIN	N;INAN;NOM;NEUT;PL
baden	бани	baad	баня	V;NFIN	N;INAN;NOM;FEM;PL
baden	ванны	baad	ванна	V;NFIN	N;INAN;NOM;FEM;PL
vertrek	оставьте	vertrekken	оставить	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
vertrek	выезд	vertrekken	выезд	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
vertrek	отъезда	vertrekken	отъезд	V;SG;PRS;FIN	N;INAN;GEN;MASC;SG
vertrek	отъезд	vertrekken	отъезд	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
vertrek	отход	vertrekken	отход	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
vertrek	отъезд	vertrekken	отъезд	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
ray	ray	ray	ray	N;MASC+FEM;SG	PROPN
ray	рей	ray	рей	N;MASC+FEM;SG	
details	деталь	detail	деталь	N;PL	N;INAN;NOM;FEM;SG
party	party	party	party	N;MASC+FEM;SG	PROPN
hoor	слышать	hoor	слышать	INTJ	V;IPFV;NFIN;ACT
hoor	слышите	hoor	слышать	INTJ	V;IPFV;IND;PL;2;PRS;FIN;ACT
hoor	слышу	hoor	слышать	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
nazi	нацистской	nazi	нацистский	N;MASC+FEM;SG	ADJ;INS;FEM;SG
omvang	масштабов	omvang	масштаб	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
omvang	размеры	omvang	размер	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
bal	выпускной	bal	выпускной	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
verwante	связанные	verwant	связать	ADJ	V;PFV;NOM;PL;PST;V.PTCP;PASS
rowspan	rowspan	rowspan	rowspan	N;MASC+FEM;SG	PROPN
gezag	полномочия	gezag	полномочие	N;NEUT;SG	N;INAN;NOM;NEUT;PL
girl	девочка	girl	девочка		N;ANIM;NOM;FEM;SG
girl	girl	girl	girl		PROPN
girl	девчонка	girl	девчонка		N;ANIM;NOM;FEM;SG
girl	девушка	girl	девушка		N;ANIM;NOM;FEM;SG
gespecialiseerd	специалиста	gespecialiseerd	специалист	V;V.PTCP	N;ANIM;ACC;MASC;SG
gespecialiseerd	специалист	gespecialiseerd	специалист	V;V.PTCP	N;ANIM;NOM;MASC;SG
order	заказать	order	заказать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
finales	финал	finale	финал	N;PL	N;INAN;NOM;MASC;SG
lady	lady	lady	lady	N;MASC+FEM;SG	PROPN
ontbreken	отсутствие	ontbreken	отсутствие	V;NFIN	N;INAN;NOM;NEUT;SG
ontbreken	недостаток	ontbreken	недостаток	V;NFIN	N;INAN;NOM;MASC;SG
harde	жестко	hard	жестко	ADJ	ADV
zwemmen	плавание	zwemmen	плавание	V;NFIN	N;INAN;NOM;NEUT;SG
steken	ножевых	steken	ножевой	V;NFIN	ADJ;GEN;PL
leuk	кайф	leuk	кайф	ADJ	N;INAN;NOM;MASC;SG
leuk	веселье	leuk	веселье	ADJ	N;INAN;NOM;NEUT;SG
leuk	прикольно	leuk	прикольно	ADJ	ADV
leuk	мило	leuk	мило	ADJ	ADV
ken	кен	kunnen	кен	V;SG;PRS;FIN	N;ANIM;NOM;MASC;SG
action	меры	action	мера		N;INAN;NOM;FEM;PL
action	действий	action	действие		N;INAN;GEN;NEUT;PL
action	действие	action	действие		N;INAN;NOM;NEUT;SG
action	действия	action	действие		N;INAN;NOM;NEUT;PL
action	акция	action	акция		N;INAN;NOM;FEM;SG
stadsdeel	боро	stadsdeel	боро	N;NEUT;SG	ADV
beperkte	ограниченные	beperken	ограничить	V;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
beperkte	ограниченные	beperken	ограничить	V;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
gehuwd	женаты	huwen	жената	V;V.PTCP	ADJ;PL
gehuwd	замужем	huwen	замужем	V;V.PTCP	N;ANIM;INS;MASC;SG
gehuwd	женат	huwen	женатый	V;V.PTCP	N;ANIM;NOM;MASC;SG
jongens	boys	jongens	boys	N;PL	PROPN
fouten	ошибка	fout	ошибка	N;PL	N;INAN;NOM;FEM;SG
prestaties	исполнение	prestatie	исполнение	N;PL	N;INAN;NOM;NEUT;SG
prestaties	производительность	prestatie	производительность	N;PL	N;INAN;NOM;FEM;SG
edwards	эдвардс	edward	эдвардс	N;PL	N;ANIM;NOM;MASC;SG
toestel	устройства	toestel	устройство	N;NEUT;SG	N;INAN;NOM;NEUT;PL
eindigt	концы	eindigen	конец	V;SG;PRS;FIN	N;INAN;NOM;MASC;PL
expeditie	экспедиции	expeditie	экспедиция	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
zelden	редкие	zelden	редкий	ADV	ADJ;NOM;PL
zelden	редкий	zelden	редкий	ADV	ADJ;NOM;MASC;SG
zelden	редкая	zelden	редкий	ADV	ADJ;NOM;FEM;SG
zelden	редкость	zelden	редкость	ADV	N;INAN;NOM;FEM;SG
oekraïne	ukraine	oekraïne	ukraine	PROPN;NEUT;SG	PROPN
oekraïne	украина	oekraïne	украина	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
oekraïne	украину	oekraïne	украина	PROPN;NEUT;SG	N;INAN;ACC;FEM;SG
maarten	мартин	maarten	мартина	N;PL	N;ANIM;NOM;MASC;SG
maarten	мартен	maarten	мартен	N;PL	N;ANIM;NOM;MASC;SG
maarten	martin	maarten	martin	N;PL	PROPN
maarten	мартен	maarten	мартен	N;PL	N;ANIM;NOM;MASC;SG
honderd	hundred	honderd	hundred	NUM	PROPN
honderd	сотня	honderd	сотня	NUM	N;INAN;NOM;FEM;SG
groeten	привет	groet	привет	N;PL	
groeten	приветствую	groet	приветствовать	N;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
kennelijk	видимо	kennelijk	видимо	ADJ	ADV
minste	наименьшее	weinig	наименьший	PRO	ADJ;NOM;NEUT;SG
minste	наименее	weinig	наименее	PRO	ADV
jpg}}	jpg}}	jpg}}	спеи	N;MASC+FEM;SG	
gerrit	геррит	gerrit	геррит	N;MASC+FEM;SG	
tilburg	тилбург	tilburg	тилбург	N;NEUT;SG	
wang	ван	wang	ван	N;MASC+FEM;SG	PART
classic	классические	classic	классический	N;MASC+FEM;SG	ADJ;NOM;PL
classic	классическая	classic	классический	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
classic	классический	classic	классический	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
classic	classic	classic	classic	N;MASC+FEM;SG	PROPN
schotse	шотландии	schots	шотландия	ADJ	N;INAN;NOM;FEM;PL
gevoel	ощущения	gevoel	ощущение	N;NEUT;SG	N;INAN;NOM;NEUT;PL
studeren	изучения	studeren	изучение	V;NFIN	N;INAN;GEN;NEUT;SG
studeren	изучение	studeren	изучение	V;NFIN	N;INAN;NOM;NEUT;SG
studeren	изучение	studeren	изучение	V;NFIN	N;INAN;NOM;NEUT;SG
studeren	исследование	studeren	исследование	V;NFIN	N;INAN;NOM;NEUT;SG
aanzienlijk	значительно	aanzienlijk	значительно	ADJ	ADV
aanzienlijk	значительно	aanzienlijk	значительно	ADJ	ADV
aanzienlijk	существенно	aanzienlijk	существенно	ADJ	ADV
reageren	реагирование	reageren	реагирование	V;NFIN	N;INAN;NOM;NEUT;SG
deur	двери	deur	дверь	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
campagne	кампании	campagne	кампания	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
down	down	down	down	N;MASC+FEM;SG	PROPN
down	вниз	down	вниз	N;MASC+FEM;SG	ADV
service	службы	service	служба	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
service	услуги	service	услуга	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
trouw	верующие	trouw	верующий	ADJ	N;ANIM;NOM;MASC;PL
trouw	верующих	trouw	верующий	ADJ	N;ANIM;ACC;MASC;PL
trouw	жениться	trouw	жениться	ADJ	V;IPFV;NFIN;MID
trouw	верность	trouw	верность	ADJ	N;INAN;NOM;FEM;SG
trouw	лояльность	trouw	лояльность	ADJ	N;INAN;NOM;FEM;SG
trouw	преданность	trouw	преданность	ADJ	N;INAN;NOM;FEM;SG
trouw	преданный	trouw	преданный	ADJ	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
trouw	верность	trouw	верность	ADJ	N;INAN;NOM;FEM;SG
trouw	верности	trouw	верность	ADJ	N;INAN;NOM;FEM;SG
meisjes	girls	meisje	girls	N;PL	PROPN
beleg	осады	beleg	осада	N;NEUT;SG	N;INAN;NOM;FEM;PL
assen	осей	ass	ось	PROPN;NEUT;SG	N;INAN;GEN;FEM;PL
assen	оси	ass	ось	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
assen	аш	ass	аш	PROPN;NEUT;SG	
assen	эш	ass	эш	PROPN;NEUT;SG	N;ANIM;NOM;MASC;SG
assen	пепел	ass	пепел	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
bijbel	библии	bijbel	библия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
duizenden	тысячи	duizend	тысяча	NUM	N;INAN;NOM;FEM;PL
peru	перу	peru	перо	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
motoren	motors	motor	motors	N;PL	PROPN
getallen	числа	getal	число	N;PL	N;INAN;GEN;NEUT;SG
verkoop	продавать	verkoop	продавать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
verkoop	продать	verkoop	продать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
verkoop	продажи	verkoop	продажа	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
verkoop	продаж	verkoop	продажа	N;MASC+FEM;SG	N;INAN;GEN;FEM;PL
verkoop	продажи	verkoop	продажа	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
samengesteld	составных	samenstellen	составной	V;V.PTCP	ADJ;GEN;PL
samengesteld	составные	samenstellen	составной	V;V.PTCP	ADJ;NOM;PL
samengesteld	компиляция	samenstellen	компиляция	V;V.PTCP	N;INAN;NOM;FEM;SG
ontwerpen	конструкций	ontwerpen	конструкция	V;NFIN	N;INAN;GEN;FEM;PL
ontwerpen	design	ontwerpen	design	V;NFIN	PROPN
ontwerpen	конструкция	ontwerpen	конструкция	V;NFIN	N;INAN;NOM;FEM;SG
ontwerpen	проектирование	ontwerpen	проектирование	V;NFIN	N;INAN;NOM;NEUT;SG
ontwerpen	дизайн	ontwerpen	дизайн	V;NFIN	N;INAN;NOM;MASC;SG
ontwerpen	проектирование	ontwerpen	проектирование	V;NFIN	N;INAN;NOM;NEUT;SG
verkopen	продажа	verkopen	продажа	V;NFIN	N;INAN;NOM;FEM;SG
verkopen	продажа	verkopen	продажа	V;NFIN	N;INAN;NOM;FEM;SG
verkopen	продажа	verkopen	продажа	V;NFIN	N;INAN;NOM;FEM;SG
verkopen	продажи	verkopen	продажа	V;NFIN	N;INAN;NOM;FEM;PL
verkopen	продаж	verkopen	продажа	V;NFIN	N;INAN;GEN;FEM;PL
verkopen	продажи	verkopen	продажа	V;NFIN	N;INAN;NOM;FEM;PL
verkopen	продажа	verkopen	продажа	V;NFIN	N;INAN;NOM;FEM;SG
verkopen	распродажа	verkopen	распродажа	V;NFIN	N;INAN;NOM;FEM;SG
getekend	подпись	tekenen	подпись	V;V.PTCP	N;INAN;NOM;FEM;SG
disney	disney	disney	disney	N;MASC+FEM;SG	PROPN
servië	сербии	servië	сербия	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
servië	сербия	servië	сербия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
servië	сербии	servië	сербия	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
servië	сербские	servië	сербский	PROPN;NEUT;SG	ADJ;NOM;PL
servië	сербская	servië	сербский	PROPN;NEUT;SG	ADJ;NOM;FEM;SG
belangstelling	проценты	belangstelling	процент	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
belangstelling	интересы	belangstelling	интерес	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
manager	manager	manager	manager	N;MASC+FEM;SG	PROPN
manager	управляющий	manager	управлять	N;MASC+FEM;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
winkel	shop	winkel	shop	N;MASC+FEM;SG	PROPN
vries	врис	vries	врис	N;MASC+FEM;SG	
slowakije	словакии	slowakije	словакия	N;NEUT;SG	N;INAN;NOM;FEM;PL
wezen	сирот	wezen	сирота	V;NFIN	N;ANIM;GEN;FEM;PL
