氟化	фторид	氟化	фторид		N;INAN;NOM;MASC;SG
美味	вкусно	美味	вкусный	N	ADJ;NEUT;SG
美味	вкусно	美味	вкусный	N	ADJ;NEUT;SG
吸入	вдох	吸入	вдох	V	N;INAN;NOM;MASC;SG
安第斯	андах	安第斯	анда	PROPN	N;INAN;NOM;MASC;PL
硫磺	сере	硫磺	серя	N	
茉莉	молли	茉莉	молли	PROPN	N;ANIM;NOM;FEM;SG
注意	вниманию	注意	внимание	V	N;INAN;DAT;NEUT;SG
注意	внимание	注意	внимание	V	N;INAN;NOM;NEUT;SG
狐狸	fox	狐狸	fox	N	PROPN
站立	стенд	站立	стенд	V	N;INAN;NOM;MASC;SG
鼓吹	адвокат	鼓吹	адвокат	V	N;ANIM;NOM;MASC;SG
吞噬	пожирает	吞噬	пожирать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
印度	индокитае	印度	индокитай	PROPN	N;INAN;NOM;MASC;SG
同化	ассимиляции	同化	ассимиляция	V	N;INAN;NOM;FEM;SG
對峙	конфронтации	對峙	конфронтация	V	N;INAN;NOM;FEM;PL
對峙	противостояние	對峙	противостояние	V	N;INAN;NOM;NEUT;SG
對峙	противостояние	對峙	противостояние	V	N;INAN;NOM;NEUT;SG
鍋	вок	鍋	вок	N	
孵化	инкубационный	孵化	инкубационный	V	ADJ;NOM;MASC;SG
孵化	люк	孵化	люк	V	N;INAN;NOM;MASC;SG
大連	далянь	大連	далянь	PROPN	N;INAN;NOM;MASC;SG
忠誠	верные	忠誠	верный	N	ADJ;NOM;PL
忠誠	преданный	忠誠	преданный	N	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
忠誠	верный	忠誠	верный	N	ADJ;NOM;MASC;SG
忠誠	верная	忠誠	верный	N	ADJ;NOM;FEM;SG
忠誠	верная	忠誠	верный	N	ADJ;NOM;FEM;SG
忠誠	верные	忠誠	верный	N	ADJ;NOM;PL
休士頓	хьюстон	休士頓	хьюстон	PROPN	N;INAN;NOM;MASC;SG
供電	электричество	供電	электричество	V	N;INAN;NOM;NEUT;SG
供電	электроэнергии	供電	электроэнергия	V	N;INAN;NOM;FEM;PL
四	конечностей	四	конечность	NUM	N;INAN;GEN;FEM;PL
四	конечности	四	конечность	NUM	N;INAN;NOM;FEM;PL
莎莉	салли	莎莉	салли	PROPN	N;ANIM;NOM;FEM;SG
視	windows	視	windows	V	PROPN
視	окна	視	окно	V	N;INAN;NOM;NEUT;PL
視	window	視	window	V	PROPN
視	окна	視	окно	V	N;INAN;NOM;NEUT;PL
視	окно	視	окно	V	N;INAN;NOM;NEUT;SG
抗	антиген	抗	антиген	V	N;INAN;NOM;MASC;SG
抗	антигенов	抗	антиген	V	N;INAN;GEN;MASC;PL
多哈	дохе	多哈	дох	PROPN	N;INAN;NOM;MASC;SG
守護	страж	守護	страж	V	N;ANIM;NOM;MASC;SG
守護	хранитель	守護	хранитель	V	N;ANIM;NOM;MASC;SG
守護	опекун	守護	опекун	V	N;ANIM;NOM;MASC;SG
守護	опекунов	守護	опекун	V	N;ANIM;GEN;MASC;PL
守護	стражи	守護	стража	V	N;INAN;NOM;FEM;PL
守護	хранители	守護	хранитель	V	N;ANIM;NOM;MASC;PL
仇恨	ненавидеть	仇恨	ненавидеть	N	V;IPFV;NFIN;ACT
仇恨	ненавижу	仇恨	ненавидеть	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
不	незаконных	不	незаконный	ADV;NEG	ADJ;GEN;PL
菩提	бодхи	菩提	бодхи	N	
穩定	стабильность	穩定	стабильность	ADJ	N;INAN;NOM;FEM;SG
穩定	стабильности	穩定	стабильность	ADJ	N;INAN;NOM;FEM;SG
鑰匙	ключевых	鑰匙	ключевой	N	ADJ;GEN;PL
世襲	наследственное	世襲	наследственный	N	ADJ;NOM;NEUT;SG
櫻桃	черри	櫻桃	черри	PROPN	INTJ
櫻桃	вишни	櫻桃	вишня	PROPN	N;INAN;NOM;FEM;PL
哀悼	соболезнования	哀悼	соболезнование	V	N;INAN;NOM;NEUT;PL
哀悼	трауре	哀悼	траур	V	N;INAN;ESS;MASC;SG
大	магнат	大	магнат	ADJ	N;ANIM;NOM;MASC;SG
大	магнат	大	магнат	ADJ	N;ANIM;NOM;MASC;SG
安慰	утешение	安慰	утешение	V	N;INAN;NOM;NEUT;SG
安慰	комфорт	安慰	комфорт	V	N;INAN;NOM;MASC;SG
乾燥	сушки	乾燥	сушки	ADJ	N;INAN;NOM;FEM;PL
土佐	тоса	土佐	тос	PROPN	
潛力	потенциальная	潛力	потенциальный	N	ADJ;NOM;FEM;SG
開墾	утилизации	開墾	утилизация	V	N;INAN;NOM;FEM;PL
勞倫斯	лоуренс	勞倫斯	лоуренс	PROPN	N;ANIM;NOM;MASC;SG
勞倫斯	лоренс	勞倫斯	лоренс	PROPN	N;ANIM;NOM;MASC;SG
奧斯汀	остин	奧斯汀	остин	PROPN	N;INAN;NOM;MASC;SG
吉野	ёсино	吉野	ёсино	PROPN	
推算	экстраполяции	推算	экстраполяция	V	N;INAN;NOM;FEM;PL
管理	manager	管理	manager	V	PROPN
管理	менеджер	管理	менеджер	V	N;ANIM;NOM;MASC;SG
管理	менеджеры	管理	менеджер	V	N;ANIM;NOM;MASC;PL
管理	руководители	管理	руководитель	V	N;ANIM;NOM;MASC;PL
哈桑	хасан	哈桑	хасан	PROPN	N;ANIM;NOM;MASC;SG
哈桑	хассан	哈桑	хассан	PROPN	N;ANIM;NOM;MASC;SG
委派	задание	委派	задание	V	N;INAN;NOM;NEUT;SG
委派	уступка	委派	уступка	V	N;INAN;NOM;FEM;SG
卸	разгрузки	卸	разгрузка	V	N;INAN;NOM;FEM;PL
聚焦	фокус	聚焦	фокус	V	N;INAN;NOM;MASC;SG
聚焦	внимание	聚焦	внимание	V	N;INAN;NOM;NEUT;SG
佐賀	сага	佐賀	саг	PROPN	N;INAN;NOM;FEM;SG
佛羅里達	флорида	佛羅里達	флорида	PROPN	N;INAN;NOM;FEM;SG
佛羅里達	флориде	佛羅里達	флорида	PROPN	N;INAN;NOM;MASC;SG
誤導	заблуждение	誤導	заблуждение	V	N;INAN;NOM;NEUT;SG
比丘	пикчу	比丘	пикчо	PROPN	
波恩	бонн	波恩	бонна	PROPN	N;INAN;NOM;MASC;SG
回憶	мемуары	回憶	мемуар	V	N;INAN;NOM;MASC;PL
回憶	мемуары	回憶	мемуар	V	N;INAN;NOM;MASC;PL
觸發	курок	觸發	курок	V	N;INAN;NOM;MASC;SG
美式	американский	美式	американский	N	ADJ;NOM;MASC;SG
美式	американские	美式	американский	N	ADJ;NOM;PL
美式	американская	美式	американский	N	ADJ;NOM;FEM;SG
美式	american	美式	american	N	PROPN
美式	американских	美式	американский	N	ADJ;GEN;PL
大膽	смелый	大膽	смелый	N	ADJ;NOM;MASC;SG
大膽	смелые	大膽	смелый	N	ADJ;NOM;PL
胚胎	эмбриональных	胚胎	эмбриональный	N	ADJ;GEN;PL
感知	воспринимают	感知	воспринимать	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
違規	нарушение	違規	нарушение	V	N;INAN;NOM;NEUT;SG
違規	нарушение	違規	нарушение	V	N;INAN;NOM;NEUT;SG
違規	брешь	違規	брешь	V	N;INAN;NOM;FEM;SG
關節	совместных	關節	совместный	N	ADJ;GEN;PL
關節	совместное	關節	совместный	N	ADJ;NOM;NEUT;SG
關節	совместная	關節	совместный	N	ADJ;NOM;FEM;SG
關節	совместный	關節	совместный	N	ADJ;NOM;MASC;SG
淡出	fade	淡出	fade	V	PROPN
占卜	гадание	占卜	гадание	V	N;INAN;NOM;NEUT;SG
侵蝕	посягательство	侵蝕	посягательство	V	N;INAN;NOM;NEUT;SG
侵蝕	эрозии	侵蝕	эрозия	V	N;INAN;NOM;FEM;PL
後勤	материально	後勤	материально	N	ADV
後勤	логистических	後勤	логистический	N	ADJ;GEN;PL
固體	твердое	固體	твердый	N	ADJ;NOM;NEUT;SG
固體	твердый	固體	твердый	N	ADJ;NOM;MASC;SG
固體	твердых	固體	твердый	N	ADJ;GEN;PL
固體	твердые	固體	твердый	N	ADJ;NOM;PL
寄宿	жилых	寄宿	жилой	N	ADJ;GEN;PL
寄宿	жилой	寄宿	жилой	N	ADJ;NOM;MASC;SG
訂單	орден	訂單	орден	V	N;INAN;NOM;MASC;SG
訂單	заказ	訂單	заказ	V	N;INAN;NOM;MASC;SG
訂單	приказ	訂單	приказ	V	N;INAN;NOM;MASC;SG
訂單	порядок	訂單	порядок	V	N;INAN;NOM;MASC;SG
訂單	заказы	訂單	заказ	V	N;INAN;NOM;MASC;PL
訂單	приказы	訂單	приказ	V	N;INAN;NOM;MASC;PL
訂單	приказ	訂單	приказ	V	N;INAN;NOM;MASC;SG
日內瓦	женева	日內瓦	женев	PROPN	N;INAN;NOM;MASC;SG
日內瓦	женевская	日內瓦	женевский	PROPN	ADJ;NOM;FEM;SG
梅森	мейсон	梅森	мейсон	PROPN	N;ANIM;NOM;MASC;SG
梅森	мэйсон	梅森	мэйсон	PROPN	N;ANIM;NOM;MASC;SG
擁抱	обнять	擁抱	обнять	N	V;PFV;NFIN;ACT
西邊	уэст	西邊	уэст	N	PART
西邊	западная	西邊	западный	N	ADJ;NOM;FEM;SG
西邊	западный	西邊	западный	N	ADJ;NOM;MASC;SG
耐心	терпения	耐心	терпение	ADJ	N;INAN;GEN;NEUT;SG
耐心	терпение	耐心	терпение	ADJ	N;INAN;NOM;NEUT;SG
紡織	текстильной	紡織	текстильный	N	ADJ;INS;FEM;SG
潛水	погружение	潛水	погружение	V	N;INAN;NOM;NEUT;SG
潛水	дайвинг	潛水	дайвинг	V	N;INAN;NOM;MASC;SG
潛水	dive	潛水	dive	V	PROPN
潛水	погружение	潛水	погружение	V	N;INAN;NOM;NEUT;SG
合法	законность	合法	законность	V	N;INAN;NOM;FEM;SG
合法	легитимность	合法	легитимность	V	N;INAN;NOM;FEM;SG
合法	законность	合法	законность	V	N;INAN;NOM;FEM;SG
合法	законности	合法	законность	V	N;INAN;NOM;FEM;SG
合法	законность	合法	законность	V	N;INAN;NOM;FEM;SG
竇	синус	竇	синус	PROPN	N;INAN;NOM;MASC;SG
竇	собака	竇	собака	PROPN	N;ANIM;NOM;FEM;SG
竇	пес	竇	пес	PROPN	N;ANIM;NOM;MASC;SG
竇	пёс	竇	пёс	PROPN	N;ANIM;NOM;MASC;SG
同源	гомологичные	同源	гомологичный	N	ADJ;NOM;PL
吸引	привлекательность	吸引	привлекательность	V	N;INAN;NOM;FEM;SG
吸引	привлекательности	吸引	привлекательность	V	N;INAN;NOM;FEM;SG
吸引	влечение	吸引	влечение	V	N;INAN;NOM;NEUT;SG
吸引	привлекательно	吸引	привлекательно	V	ADJ;NEUT;SG
吸引	привлекательным	吸引	привлекательный	V	ADJ;INS;NEUT;SG
吸引	обжалование	吸引	обжалование	V	N;INAN;NOM;NEUT;SG
吸引	привлекательна	吸引	привлекательный	V	ADJ;FEM;SG
吸引	привлекательная	吸引	привлекательный	V	ADJ;NOM;FEM;SG
吸引	привлекательно	吸引	привлекательно	V	ADJ;NEUT;SG
吸引	привлекательный	吸引	привлекательный	V	ADJ;NOM;MASC;SG
吸引	привлекательным	吸引	привлекательный	V	ADJ;INS;NEUT;SG
哭	плач	哭	плач	V	N;INAN;NOM;MASC;SG
哭	плач	哭	плач	V	N;INAN;NOM;MASC;SG
賭博	гэмбл	賭博	гэмбл	N	
成型	формируется	成型	формироваться	N	V;IPFV;IND;SG;3;PRS;FIN;MID
口服	устный	口服	устный	N	ADJ;NOM;MASC;SG
口服	устно	口服	устно	N	ADV
口服	устные	口服	устный	N	ADJ;NOM;PL
口服	устное	口服	устный	N	ADJ;NOM;NEUT;SG
廣東	кантонский	廣東	кантонский	PROPN	ADJ;NOM;MASC;SG
嚴謹	строго	嚴謹	строго	ADJ	ADV
三	трезубец	三	трезубец	NUM	N;INAN;NOM;MASC;SG
豁免	изъятие	豁免	изъятие		N;INAN;NOM;NEUT;SG
豁免	освобождение	豁免	освобождение		N;INAN;NOM;NEUT;SG
豁免	неприкосновенность	豁免	неприкосновенность		N;INAN;NOM;FEM;SG
豁免	иммунитет	豁免	иммунитет		N;INAN;NOM;MASC;SG
豁免	изъятия	豁免	изъятие		N;INAN;NOM;NEUT;PL
豁免	исключения	豁免	исключение		N;INAN;NOM;NEUT;PL
南昌	наньчан	南昌	наньчаны	PROPN	N;INAN;NOM;MASC;SG
反	противолодочной	反	противолодочный	V	ADJ;INS;FEM;SG
史詩	epic	史詩	epic	N	PROPN
推斷	экстраполяции	推斷	экстраполяция	V	N;INAN;NOM;FEM;PL
推斷	экстраполяции	推斷	экстраполяция	V	N;INAN;NOM;FEM;PL
推斷	вывод	推斷	вывод	V	N;INAN;NOM;MASC;SG
花絮	trivia	花絮	trivia	N	PROPN
暹羅	сиамские	暹羅	сиамский	PROPN	ADJ;NOM;PL
暹羅	сиам	暹羅	сий	PROPN	N;INAN;NOM;MASC;SG
鑄造	кастинг	鑄造	кастинг	V	N;INAN;NOM;MASC;SG
刪去	удаление	刪去	удаление	V	N;INAN;NOM;NEUT;SG
礦物	минеральных	礦物	минеральный	N	ADJ;GEN;PL
加深	углубление	加深	углубление	V	N;INAN;NOM;NEUT;SG
加深	углубления	加深	углубление	V	N;INAN;NOM;NEUT;PL
加深	углубление	加深	углубление	V	N;INAN;NOM;NEUT;SG
加深	углубления	加深	углубление	V	N;INAN;NOM;NEUT;PL
芳香	ароматических	芳香	ароматический	N	ADJ;GEN;PL
服務	услуг	服務	услуга	V	N;INAN;GEN;FEM;PL
服務	услуги	服務	услуга	V	N;INAN;NOM;FEM;PL
服務	обслуживание	服務	обслуживание	V	N;INAN;NOM;NEUT;SG
服務	службы	服務	служба	V	N;INAN;NOM;FEM;PL
守衛	стража	守衛	страж	V	N;INAN;NOM;FEM;SG
守衛	охранники	守衛	охранник	V	N;ANIM;NOM;MASC;PL
守衛	охранников	守衛	охранник	V	N;ANIM;GEN;MASC;PL
守衛	гвардия	守衛	гвардия	V	N;INAN;NOM;FEM;SG
守衛	охрана	守衛	охрана	V	N;INAN;NOM;FEM;SG
守衛	охранник	守衛	охранник	V	N;ANIM;NOM;MASC;SG
遣返	репатриация	遣返	репатриация	V	N;INAN;NOM;FEM;SG
遣返	репатриации	遣返	репатриация	V	N;INAN;NOM;FEM;PL
倫理	этических	倫理	этический	N	ADJ;GEN;PL
一	сцена	一	сцена	NUM	N;INAN;NOM;FEM;SG
摸	touch	摸	touch	V	PROPN
摸	прикосновение	摸	прикосновение	V	N;INAN;NOM;NEUT;SG
推論	вывод	推論	вывод	V	N;INAN;NOM;MASC;SG
投放	поставка	投放	поставка	V	N;INAN;NOM;FEM;SG
投放	доставка	投放	доставка	V	N;INAN;NOM;FEM;SG
憲政	конституционный	憲政	конституционный	N	ADJ;NOM;MASC;SG
憲政	конституционная	憲政	конституционный	N	ADJ;NOM;FEM;SG
憲政	конституционные	憲政	конституционный	N	ADJ;NOM;PL
瀋陽	шэньян	瀋陽	шэньян	PROPN	N;INAN;NOM;MASC;SG
艾瑪	эмма	艾瑪	эмма	PROPN	N;ANIM;NOM;FEM;SG
類比	аналоговые	類比	аналоговый	N	ADJ;NOM;PL
雅加達	джакарте	雅加達	джакарт	PROPN	N;INAN;NOM;MASC;SG
對照	контраст	對照	контраст		N;INAN;NOM;MASC;SG
膨脹	расширение	膨脹	расширение	V	N;INAN;NOM;NEUT;SG
營利	прибыли	營利	прибыть	N	V;PFV;IND;PL;PST;FIN;ACT
招標	нежный	招標	нежный	V	ADJ;NOM;MASC;SG
招標	нежная	招標	нежный	V	ADJ;NOM;FEM;SG
招標	нежные	招標	нежный	V	ADJ;NOM;PL
招標	торгов	招標	торги	V	N;INAN;GEN;MASC;PL
招標	торги	招標	торги	V	N;INAN;NOM;MASC;PL
招標	привлечение	招標	привлечение	V	N;INAN;NOM;NEUT;SG
傳道	проповедовать	傳道	проповедовать	N	V;IPFV;NFIN;ACT
波羅	балтийского	波羅	балтийский	PROPN	ADJ;GEN;MASC;SG
閃光	flash	閃光	flash	N	PROPN
視察	инспекций	視察	инспекция	V	N;INAN;GEN;FEM;PL
視察	инспекции	視察	инспекция	V	N;INAN;NOM;FEM;PL
視察	проверка	視察	проверка	V	N;INAN;NOM;FEM;SG
視察	инспекции	視察	инспекция	V	N;INAN;NOM;FEM;PL
視察	инспекция	視察	инспекция	V	N;INAN;NOM;FEM;SG
里根	рейган	里根	рейган	PROPN	N;ANIM;NOM;MASC;SG
殘酷	жестоко	殘酷	жестоко	ADJ	ADV
殘酷	жестокость	殘酷	жестокость	ADJ	N;INAN;NOM;FEM;SG
殘酷	жестокости	殘酷	жестокость	ADJ	N;INAN;NOM;FEM;SG
大	характер	大	характер	ADJ	N;INAN;NOM;MASC;SG
大	характера	大	характер	ADJ	N;INAN;GEN;MASC;SG
大	натура	大	натура	ADJ	N;INAN;NOM;FEM;SG
大	природа	大	природа	ADJ	N;INAN;NOM;FEM;SG
九	nine	九	nine	NUM	PROPN
雇用	наем	雇用	мы	V	N;INAN;NOM;MASC;SG
雇用	найма	雇用	наем	V	N;INAN;GEN;MASC;SG
悲傷	грустная	悲傷	грустный	N	ADJ;NOM;FEM;SG
悲傷	печально	悲傷	печальный	N	ADJ;NEUT;SG
悲傷	грустный	悲傷	грустный	N	ADJ;NOM;MASC;SG
悲傷	грустно	悲傷	грустный	N	ADJ;NEUT;SG
沒收	конфискации	沒收	конфискация	V	N;INAN;NOM;FEM;PL
沒收	конфискация	沒收	конфискация	V	N;INAN;NOM;FEM;SG
沒收	конфискация	沒收	конфискация	V	N;INAN;NOM;FEM;SG
粉紅	pink	粉紅	pink	N	PROPN
粉紅	розовая	粉紅	розовый	N	ADJ;NOM;FEM;SG
粉紅	розовые	粉紅	розовый	N	ADJ;NOM;PL
粉紅	розовое	粉紅	розовый	N	ADJ;NOM;NEUT;SG
粉紅	розовый	粉紅	розовый	N	ADJ;NOM;MASC;SG
反向	вспять	反向	вспять	N	ADV
反向	обратная	反向	обратный	N	ADJ;NOM;FEM;SG
反向	обратный	反向	обратный	N	ADJ;NOM;MASC;SG
反向	обратное	反向	обратный	N	ADJ;NOM;NEUT;SG
原油	сырой	原油	сырой	N	ADJ;NOM;MASC;SG
感恩	благодарность	感恩	благодарность		N;INAN;NOM;FEM;SG
感恩	благодарности	感恩	благодарность		N;INAN;NOM;FEM;PL
感恩	благодарна	感恩	благодарный		ADJ;FEM;SG
感恩	благодарны	感恩	благодарный		ADJ;PL
感恩	благодарен	感恩	благодарный		ADJ;MASC;SG
感恩	благодарна	感恩	благодарный		ADJ;FEM;SG
感恩	благодарен	感恩	благодарный		ADJ;MASC;SG
生氣	злой	生氣	злой	N	ADJ;NOM;MASC;SG
生氣	злая	生氣	злой	N	ADJ;NOM;FEM;SG
塵埃	fallout	塵埃	fallout	N	PROPN
平滑	гладко	平滑	гладкий	N	ADJ;NEUT;SG
加速	ускоритель	加速	ускоритель	V	N;INAN;NOM;MASC;SG
穆爾	мур	穆爾	мура	PROPN	N;INAN;NOM;MASC;SG
薄弱	слабости	薄弱	слабость	ADJ	N;INAN;NOM;FEM;PL
薄弱	слабость	薄弱	слабость	ADJ	N;INAN;NOM;FEM;SG
薄弱	слабо	薄弱	слабо	ADJ	ADV
諸葛	чжугэ	諸葛	чжуг	PROPN	
謊言	врут	謊言	врать	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
謊言	лгать	謊言	лгать	N	V;IPFV;NFIN;ACT
宙斯	зевс	宙斯	зевс	PROPN	N;ANIM;NOM;MASC;SG
填充	наполнения	填充	наполнение	V	N;INAN;NOM;NEUT;PL
填充	заполнение	填充	заполнение	V	N;INAN;NOM;NEUT;SG
填充	заполнения	填充	заполнение	V	N;INAN;NOM;NEUT;PL
縫	шить	縫	шить	N	V;IPFV;NFIN;ACT
高	полимер	高	полимер	PART	N;INAN;NOM;MASC;SG
反省	отражение	反省	отражение	V	N;INAN;NOM;NEUT;SG
飛越	пролет	飛越	пролет	V	N;INAN;NOM;MASC;SG
敲	стук	敲	стук	V	N;INAN;NOM;MASC;SG
頂端	сверху	頂端	сверху	N	ADV
頂端	top	頂端	top	N	PROPN
淋巴	лимфатической	淋巴	лимфатический	N	ADJ;INS;FEM;SG
郵輪	cruises	郵輪	cruises	N	PROPN
郵輪	круз	郵輪	круз	N	PART
燈光	light	燈光	light	N	PROPN
燈光	светло	燈光	светлый	N	ADJ;NEUT;SG
瑪利亞	мария	瑪利亞	мария	PROPN	N;ANIM;NOM;FEM;SG
抗衡	противовес	抗衡	противовес	V	N;INAN;DAT;MASC;SG
太陽	солнечной	太陽	солнечный	N	ADJ;INS;FEM;SG
太陽	солнечное	太陽	солнечный	N	ADJ;NOM;NEUT;SG
太陽	солнечные	太陽	солнечный	N	ADJ;NOM;PL
太陽	солнечная	太陽	солнечный	N	ADJ;NOM;FEM;SG
反對	оппозиции	反對	оппозиция	V	N;INAN;NOM;FEM;SG
反對	оппозиция	反對	оппозиция	V	N;INAN;NOM;FEM;SG
反對	противодействие	反對	противодействие	V	N;INAN;NOM;NEUT;SG
反對	противостояние	反對	противостояние	V	N;INAN;NOM;NEUT;SG
藤本	фудзимото	藤本	фудзимото	N	
舵	рулевой	舵	рулевой	N	ADJ;NOM;MASC;SG
舵	хелм	舵	хелм	N	INTJ
激發	стимулирование	激發	стимулирование	V	N;INAN;NOM;NEUT;SG
禁忌	запрещена	禁忌	запретить	N	V;PFV;FEM;SG;PST;V.PTCP;PASS
禁忌	запрещенные	禁忌	запретить	N	V;PFV;NOM;PL;PST;V.PTCP;PASS
禁忌	запретный	禁忌	запретный	N	ADJ;NOM;MASC;SG
禁忌	запрещается	禁忌	запрещать	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
禁忌	запрещено	禁忌	запретить	N	V;PFV;NEUT;SG;PST;V.PTCP;PASS
噴	спрей	噴	спрей	V	N;INAN;NOM;MASC;SG
偽裝	маскировка	偽裝	маскировка	V	N;INAN;NOM;FEM;SG
偽裝	камуфляж	偽裝	камуфляж	V	N;INAN;NOM;MASC;SG
偽裝	маскировку	偽裝	маскировка	V	N;INAN;ACC;FEM;SG
鳩	голубь	鳩	голубь	PROPN	N;ANIM;NOM;MASC;SG
波動	летучих	波動	летучий	N	ADJ;GEN;PL
層次	level	層次	level	N	PROPN
矽	силиконовой	矽	силиконовый	N	ADJ;INS;FEM;SG
繡	вышитые	繡	вышить	N	V;PFV;NOM;PL;PST;V.PTCP;PASS
匹茲堡	питтсбурге	匹茲堡	питтсбург	PROPN	N;INAN;ESS;MASC;SG
笨	глупая	笨	глупый	PART	ADJ;NOM;FEM;SG
笨	дурак	笨	дурак	PART	N;ANIM;NOM;MASC;SG
笨	дура	笨	дура	PART	N;ANIM;NOM;FEM;SG
笨	глупый	笨	глупый	PART	ADJ;NOM;MASC;SG
笨	глупо	笨	глупый	PART	ADJ;NEUT;SG
少	меньше	少	мало	ADJ	NUM
少	менее	少	менее	ADJ	ADV;CMPR
康復	исцеление	康復	исцеление	V	N;INAN;NOM;NEUT;SG
康復	реабилитация	康復	реабилитация	V	N;INAN;NOM;FEM;SG
康復	восстановление	康復	восстановление	V	N;INAN;NOM;NEUT;SG
康復	реабилитации	康復	реабилитация	V	N;INAN;NOM;FEM;SG
康復	оздоровление	康復	оздоровление	V	N;INAN;NOM;NEUT;SG
康復	восстановление	康復	восстановление	V	N;INAN;NOM;NEUT;SG
康復	восстановления	康復	восстановление	V	N;INAN;GEN;NEUT;SG
布希	буш	布希	буш	PROPN	N;ANIM;NOM;MASC;SG
布希	буша	布希	буш	PROPN	N;ANIM;ACC;MASC;SG
欺騙	измена	欺騙	измена	V	N;INAN;NOM;FEM;SG
欺騙	обман	欺騙	обман	V	N;INAN;NOM;MASC;SG
欺騙	обман	欺騙	обман	V	N;INAN;NOM;MASC;SG
欺騙	обмана	欺騙	обман	V	N;INAN;GEN;MASC;SG
磁性	магнитные	磁性	магнитный	N	ADJ;NOM;PL
內政	внутренних	內政	внутренний	N	ADJ;GEN;PL
造訪	посещение	造訪	посещение	V	N;INAN;NOM;NEUT;SG
造訪	посещения	造訪	посещение	V	N;INAN;NOM;NEUT;PL
炸藥	взрывных	炸藥	взрывной	N	ADJ;GEN;PL
古人	древние	古人	древний	N	ADJ;NOM;PL
親戚	относительной	親戚	относительный	N	ADJ;INS;FEM;SG
親戚	относительное	親戚	относительный	N	ADJ;NOM;NEUT;SG
親戚	относительные	親戚	относительный	N	ADJ;NOM;PL
親戚	относительный	親戚	относительный	N	ADJ;NOM;MASC;SG
親戚	относительная	親戚	относительный	N	ADJ;NOM;FEM;SG
結晶	кристаллизации	結晶	кристаллизация	V	N;INAN;NOM;FEM;PL
橢	овал	橢	овал	PART	N;INAN;NOM;MASC;SG
追查	отслеживания	追查	отслеживание	V	N;INAN;NOM;NEUT;SG
追查	отслеживание	追查	отслеживание	V	N;INAN;NOM;NEUT;SG
疑慮	сомнения	疑慮	сомнение	V	N;INAN;NOM;NEUT;PL
疑慮	сомнение	疑慮	сомнение	V	N;INAN;NOM;NEUT;SG
疑慮	сомнений	疑慮	сомнение	V	N;INAN;GEN;NEUT;PL
疑慮	сомнения	疑慮	сомнение	V	N;INAN;NOM;NEUT;PL
公孫	гунсунь	公孫	гунсунь	PROPN	N;INAN;NOM;MASC;SG
上學	школе	上學	школа	V	N;INAN;DAT;FEM;SG
上學	school	上學	school	V	PROPN
上學	школа	上學	школа	V	N;INAN;NOM;FEM;SG
上學	школы	上學	школа	V	N;INAN;NOM;FEM;PL
窯	продовольственный	窯	продовольственный	N	ADJ;NOM;MASC;SG
紅十	мккк	紅十	мккк	PROPN	N;INAN;NOM;MASC;SG
正宗	подлинная	正宗	подлинный	N	ADJ;NOM;FEM;SG
正宗	подлинный	正宗	подлинный	N	ADJ;NOM;MASC;SG
正宗	настоящие	正宗	настоящий	N	ADJ;NOM;PL
正宗	подлинные	正宗	подлинный	N	ADJ;NOM;PL
流血	кровотечение	流血	кровотечение	V	N;INAN;NOM;NEUT;SG
流血	кровотечения	流血	кровотечение	V	N;INAN;NOM;NEUT;PL
諾亞	ноа	諾亞	ноа	PROPN	N;INAN;NOM;MASC;SG
諾亞	ной	諾亞	ной	PROPN	N;INAN;NOM;MASC;SG
諾亞	нух	諾亞	она	PROPN	
諾亞	ноя	諾亞	она	PROPN	
歸屬	присвоение	歸屬	присвоение	V	N;INAN;NOM;NEUT;SG
歸屬	атрибуции	歸屬	атрибуция	V	N;INAN;NOM;FEM;PL
感	заинтересованных	感	заинтересованный	N	ADJ;GEN;PL
感	заинтересованная	感	заинтересованный	N	ADJ;NOM;FEM;SG
感	интересует	感	интересовать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
感	заинтересованным	感	заинтересованный	N	ADJ;INS;MASC;SG
感	интересно	感	интересный	N	ADJ;NEUT;SG
感	заинтересованные	感	заинтересованный	N	ADJ;NOM;PL
偷偷	тайком	偷偷	тайком	V	ADV
舉例	примеры	舉例	пример	V	N;INAN;NOM;MASC;PL
切除	обрезание	切除	обрезание	V	N;INAN;NOM;NEUT;SG
切除	обрезания	切除	обрезание	V	N;INAN;NOM;NEUT;PL
牙買加	ямайка	牙買加	ямайка	PROPN	N;INAN;NOM;FEM;SG
牙買加	ямайки	牙買加	ямайка	PROPN	N;INAN;NOM;FEM;PL
主宰	доминировать	主宰	доминировать	N	V;IPFV;NFIN;ACT
主宰	доминируют	主宰	доминировать	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
迦太基	карфаген	迦太基	карфаген	PROPN	N;INAN;NOM;MASC;SG
渡假	отдых	渡假	отдых	V	N;INAN;NOM;MASC;SG
渡假	каникулы	渡假	каникулы	V	N;INAN;NOM;FEM;PL
