arsenal	arsenalul	arsenal	arsenal	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
odměnu	recompensa	odměna	recompensa	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
odměnu	recompensă	odměna	recompensă	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
odměnu	răsplată	odměna	răsplată	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
grace	har	grace	har	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
grace	harul	grace	har	PROPN;NOM;FEM;SG;POS	N;DEF;MASC;SG
grace	grace	grace	grac	PROPN;NOM;FEM;SG;POS	PROPN
grace	grație	grace	grație	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
oslavy	sărbătorire	oslava	sărbătorire	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
oslavy	sărbătoare	oslava	sărbător	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
poddruh	subspecii	poddruh	subspeciu	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;PL
dallas	dallas	dallas	dallas	PROPN;INAN;NOM;MASC;SG;POS	PROPN
zrychlení	accelerarea	zrychlení	accelerare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
zrychlení	accelerare	zrychlení	accelerare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
útočiště	sanctuarul	útočiště	sanctuar	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
útočiště	refugiul	útočiště	refugiu	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
čekat	astept	čekat	astept	V;IPFV;POS;NFIN	
čekat	așteptare	čekat	așteptare	V;IPFV;POS;NFIN	N;INDF;FEM;SG
organismy	organismele	organismus	organism	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
zachována	reținute	zachovaný	reține	ADJ;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zachována	reținut	zachovaný	reține	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
zachována	menținut	zachovaný	menține	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
leonardo	leonardo	leonardo	leonardo	N;ANIM;NOM;MASC;SG;POS	PROPN
haas	haas	haas	haas	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
začleňování	incluziunea	začleňování	incluziune	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
začleňování	incluziune	začleňování	incluziune	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
začleňování	includere	začleňování	includere	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
začleňování	includerea	začleňování	includere	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
mor	mor	mor	muri	N;INAN;NOM;MASC;SG;POS	V;IND;PL;3;PRS;FIN
mor	ciumă	mor	ciumă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
mor	ciuma	mor	ciumă	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
mor	plagă	mor	plagă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
mor	ciumă	mor	ciumă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
fiala	fiala	fiala	fială	PROPN;ANIM;NOM;MASC;SG;POS	N;DEF;FEM;SG
arabsky	araba	arabsky	araba	ADV;POS	N;DEF;FEM;SG
arabsky	arabă	arabsky	arab	ADV;POS	N;INDF;FEM;SG
julian	julian	julian	julian	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
estonsko	estoniei	estonský	estonie	PROPN;NOM;NEUT;SG;POS	PROPN;DEF;FEM;SG
estonsko	estonia	estonský	estonie	PROPN;NOM;NEUT;SG;POS	PROPN
missouri	missouri	missour	missou	PROPN;NOM;FEM;SG;POS	PROPN
přírodovědec	naturalist	přírodovědec	naturalist	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
doklady	documentele	doklad	document	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
césar	césar	césar	césar	N;ANIM;NOM;MASC;SG;POS	PROPN
atlantis	atlantida	atlantis	atlantidă	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
zásahy	intervenție	zásah	intervenție	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;SG
zásahy	intervenția	zásah	intervenție	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;SG
plošiny	platformele	plošin	platformă	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
viru	virusul	vir	virus	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
mlýny	mills	mlýn	mills	N;INAN;NOM;MASC;PL;POS	PROPN
ramat	ramat	rama	ramat	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
podvozku	bogie	podvozek	bogie	N;INAN;GEN;MASC;SG;POS	
hamburku	hamburg	hamburk	hamburg	PROPN;INAN;GEN;MASC;SG;POS	PROPN
bývalí	fostele	bývalý	fost	ADJ;ANIM;NOM;MASC;PL;POS	N;DEF;FEM;PL
profilu	profilul	profil	profil	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
kanadská	canadieni	kanadský	canadian	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;PL
kanadská	canadiană	kanadský	canadian	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
kanadská	canadiene	kanadský	canadian	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
slam	slam	slam	slam	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
partner	partenere	partner	partenere	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
partner	parteneră	partner	partener	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
partner	partenerul	partner	partener	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
konkurenční	competitivă	konkurenční	competitiv	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
konkurenční	concurente	konkurenční	concurent	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
transformace	transformarea	transformace	transformare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
transformace	transformare	transformace	transformare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
transformace	transformări	transformace	transformare	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
jonas	jonas	jonas	jonas	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
profesionál	profesional	profesionál	profesional	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
profesionál	profesională	profesionál	profesional	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
profesionál	profesionale	profesionál	profesional	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
profesionál	profesionistă	profesionál	profesionist	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
profesionál	profesionist	profesionál	profesionist	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
inspiroval	inspirată	inspirovat	inspira	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
inspiroval	inspirat	inspirovat	inspira	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
gilles	gilles	gilles	gilles	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
příčin	cauzalitate	příčina	cauzalitate	N;GEN;FEM;PL;POS	N;INDF;FEM;SG
zpravodaj	buletinul	zpravodaj	buletin	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
přeložen	transferate	přeložený	transfera	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
sdělení	comunicare	sdělení	comunicare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
sdělení	comunicări	sdělení	comunicare	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
sdělení	comunicarea	sdělení	comunicare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
sdělení	comunicații	sdělení	comunicație	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
sdělení	comunicări	sdělení	comunicare	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
pruh	lane	pruh	lană	N;INAN;NOM;MASC;SG;POS	PROPN
pruh	dungă	pruh	dungă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
oldfield	oldfield	oldfield	oldfield	N;INAN;NOM;MASC;SG;POS	PROPN
důlní	minerit	důlní	minerit	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;PL
důlní	miniere	důlní	minier	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
deutscher	deutscher	deutscher	deutscher	N;MASC;SG;POS	PROPN
koloniální	colonial	koloniální	colonial	ADJ;NOM;MASC;SG;POS	ADV
koloniální	coloniale	koloniální	colonial	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
koloniální	colonială	koloniální	colonial	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
muhammad	muhammad	muhammad	muhammad	N;ANIM;NOM;MASC;SG;POS	PROPN
muhammad	mohammed	muhammad	mohammed	N;ANIM;NOM;MASC;SG;POS	PROPN
ovce	oile	ovce	oaie	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
ovce	oilor	ovce	oală	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
ovce	oaie	ovce	oaie	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
ovce	oi	ovce	oaie	N;NOM;FEM;PL;POS	
superpohár	supercupa	superpohár	supercupă	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
krakově	cracovia	krakově	cracovie	ADV;POS	PROPN
konfederace	confederația	konfederace	confederație	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
konfederace	confederației	konfederace	confederație	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
konfederace	confederația	konfederace	confederație	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
účetní	contabili	účetní	contabil	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;PL
účetní	contabil	účetní	contabil	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
účetní	contabilitatea	účetní	contabilitate	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
účetní	contabilitate	účetní	contabilitate	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
účetní	contabil	účetní	contabil	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
náboženský	religioasa	náboženský	religios	ADJ;INAN;NOM;MASC;SG;POS	ADJ;DEF;FEM;SG
náboženský	religioase	náboženský	religios	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
náboženský	religioasă	náboženský	religios	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
hluboký	adanc	hluboký	adanc	ADJ;INAN;NOM;MASC;SG;POS	
hluboký	profund	hluboký	profund	ADJ;INAN;NOM;MASC;SG;POS	ADV
hluboký	adâncă	hluboký	adânc	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
hluboký	adânc	hluboký	adânc	ADJ;INAN;NOM;MASC;SG;POS	ADV
synovec	nepotul	synovec	nepot	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
synovec	nepoate	synovec	nepote	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
nesmysl	prostii	nesmysl	prostie	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
marketing	comercializare	marketing	comercializare	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
marketing	comercializarea	marketing	comercializare	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
hymna	imnul	hymna	imn	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
rozšířená	prelungită	rozšířený	prelungit	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
rozšířená	extinsă	rozšířený	extins	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
rozšířená	extinse	rozšířený	extinde	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
rozšířená	extinsă	rozšířený	extins	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
potrubí	conducta	potrubí	conducta	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
potrubí	conductă	potrubí	conduct	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
potrubí	conducte	potrubí	conduct	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
potrubí	conducte	potrubí	conduct	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
potrubí	tevi	potrubí	tevi	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
potrubí	conducte	potrubí	conduct	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
potrubí	pipe	potrubí	pipă	N;NOM;NEUT;SG;POS	
potrubí	conductă	potrubí	conduct	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
potrubí	pipa	potrubí	pipă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
potrubí	pipă	potrubí	pipă	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zatčení	arestati	zatčení	aresta	N;NOM;NEUT;SG;POS	V;IND;PL;2;IPFV;FIN
zatčení	arestarea	zatčení	arestare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
zatčení	arestare	zatčení	arestare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zatčení	arestări	zatčení	arestare	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
zatčení	arestările	zatčení	arestare	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
nutná	necesara	nutný	necesar	ADJ;NOM;FEM;SG;POS	ADJ;DEF;FEM;SG
nutná	necesare	nutný	necesar	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
nutná	necesară	nutný	necesar	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
nutná	necesar	nutný	necesar	ADJ;NOM;FEM;SG;POS	ADV
zpětně	retroactiv	zpětně	retroactiv	ADV;POS	
frederick	frederic	frederick	frederic	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
frederick	frederick	frederick	frederick	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
opuštění	abandonarea	opuštění	abandonare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
odborníci	profesionisti	odborník	profesionist	N;ANIM;NOM;MASC;PL;POS	ADJ;INDF;MASC;PL
odborníci	profesioniști	odborník	profesionist	N;ANIM;NOM;MASC;PL;POS	ADJ;INDF;MASC;PL
odborníci	experții	odborník	expert	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
portugalské	portugheza	portugalský	portugheza	ADJ;NOM;NEUT;SG;POS	N;DEF;FEM;SG
portugalské	portugheză	portugalský	portugheză	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
stanovena	stabilit	stanovený	stabili	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
stanovena	stabilită	stanovený	stabilit	ADJ;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
stanovena	stabiliți	stanovený	stabili	ADJ;POS;V.PTCP;PASS	V;IND;PL;2;IPFV;FIN
stanovena	fixă	stanovený	fix	ADJ;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
stanovena	fix	stanovený	fix	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
stanovena	reparat	stanovený	repara	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
stanovena	fixat	stanovený	fixat	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
gov	gov	gov	gov	PROPN;MASC;SG;POS	N;INDF;MASC;SG
panorama	panorama	panorama	panoramă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
panorama	panoramă	panorama	panoramă	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
panorama	skyline	panorama	skyline	N;NOM;NEUT;SG;POS	
kancléř	cancelarul	kancléř	cancelar	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
alpha	alpha	alpha	alpha	PROPN;NOM;MASC;SG;POS	
alpha	alfa	alpha	alfa	PROPN;NOM;MASC;SG;POS	N;INDF;MASC
mercury	mercury	mercura	mercury	N;NOM;FEM;PL;POS	PROPN
mercury	mercur	mercura	mercur	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
mercury	mercurul	mercura	mercur	N;NOM;FEM;PL;POS	N;DEF;MASC;SG
jet	jet	jet	jet	V;POS;NFIN	N;INDF;MASC;SG
arménie	armenia	arménie	armenia	PROPN;NOM;FEM;SG;POS	PROPN
mozek	creierul	mozek	creier	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
mozek	creiere	mozek	creiere	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
zločin	crimă	zločin	crimă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
zločin	crima	zločin	crimă	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
zločin	criminalitate	zločin	criminalitate	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
převod	transferul	převod	transfer	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
převod	transferă	převod	transfera	N;INAN;NOM;MASC;SG;POS	V;IND;SG;3;PST;FIN
kanálů	canalele	kanál	canalel	N;INAN;GEN;MASC;PL;POS	N;DEF;FEM;PL
ničení	distrugere	ničení	distrugere	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
ničení	distrugerea	ničení	distrugere	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
ničení	distrugeri	ničení	distrugere	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
zveřejnil	postată	zveřejnit	posta	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
zveřejnil	postat	zveřejnit	posta	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
návštěvníky	vizitatorii	návštěvník	vizitator	N;ANIM;ACC;MASC;PL;POS	N;DEF;MASC;PL
dosáhli	atins	dosáhnout	atinge	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
dosáhli	atinsă	dosáhnout	atinge	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
balet	baletul	balet	balet	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
porýní	rin	porýnit	rin	PROPN;NOM;NEUT;SG;POS	N;INDF;MASC;SG
porýní	renania	porýnit	renania	PROPN;NOM;NEUT;SG;POS	PROPN
systematicky	sistematice	systematicky	sistematic	ADV;POS	ADJ;INDF;FEM;PL
systematicky	sistematică	systematicky	sistematic	ADV;POS	ADJ;INDF;FEM;SG
unit	unitate	unit	unitate	PROPN;NOM;MASC;SG;POS	N;INDF;FEM;SG
unit	unitatea	unit	unitate	PROPN;NOM;MASC;SG;POS	N;DEF;FEM;SG
virginia	virginia	virginium	virginie	PROPN;NOM;FEM;SG;POS	N;DEF;FEM;SG
bomby	bombele	bomba	bombă	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
předchůdci	predecesorii	předchůdce	predecesor	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
chicagu	chicago	chicag	chicago	PROPN;DAT;NEUT;SG;POS	PROPN
mořských	marin	mořský	marin	ADJ;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;SG
mořských	marină	mořský	marină	ADJ;ANIM;GEN;MASC;PL;POS	N;INDF;FEM;SG
mořských	marine	mořský	marin	ADJ;ANIM;GEN;MASC;PL;POS	N;INDF;FEM;PL
rfc	rfc	rfc	rfc	PROPN;MASC;SG;POS	N
pozemek	terenuri	pozemek	teren	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
uplatnit	răscumpere	uplatnit	răscumpere	V;POS;NFIN	
kazatel	predicatorul	kazatel	predicator	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
kongo	congo	kongo	congo	PROPN;NOM;NEUT;SG;POS	PROPN
připraven	gata	připravený	gata	ADJ;MASC;SG;POS;V.PTCP;PASS	ADV
ostré	sharp	ostrý	sharp	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
adrian	adrian	adrian	adrian	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
zeměpisné	geografice	zeměpisný	geografic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
zeměpisné	geografică	zeměpisný	geografic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
zeměpisné	geografice	zeměpisný	geografic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
zeměpisné	geografică	zeměpisný	geografic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
drak	dragonul	drak	dragon	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
dosah	intervalul	dosah	interval	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
dosah	impactul	dosah	impact	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
překvapivě	surprinzator	překvapivě	surprinzator	ADV;POS	ADJ;INDF;MASC;SG
chemický	chimice	chemický	chimic	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
melzer	melzer	melzer	melzer	PROPN;ANIM;NOM;MASC;SG;POS	
filmografie	filmografia	filmografie	filmografie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
astronomie	astronomie	astronomie	astronomie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
přirozený	naturala	přirozený	natural	ADJ;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
přirozený	naturale	přirozený	natural	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
přirozený	naturală	přirozený	natural	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
přirozený	naturali	přirozený	natural	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;PL
cokoliv	orice	cokoliv	orice	PRO;NOM	PRO;SG;3
citroën	citroën	citroën	citroën	N;INAN;NOM;MASC;SG;POS	PROPN
uhlíku	carbonul	uhlík	carbon	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
lyon	lyon	lyon	lyon	PROPN;INAN;NOM;MASC;SG;POS	PROPN
potkal	met	potkat	met	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	N
ramena	umerii	rameno	umăr	N;NOM;NEUT;PL;POS	N;DEF;MASC;PL
zvuky	sunetele	zvuk	sunet	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
alexandre	alexandre	alexandre	alexandre	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
bibli	biblia	bible	biblie	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
bibli	biblie	bible	biblie	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
reed	trestie	reed	trestie	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
reed	reed	reed	reede	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
palestině	palestina	palestina	palestina	N;DAT;FEM;SG;POS	N;DEF;FEM;SG
holt	holt	holt	holt	ADV	N;INDF;MASC;SG
marshall	marshall	marshall	marshall	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
bankovní	bancar	bankovní	bancar	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
bankovní	bancară	bankovní	bancar	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
bankovní	bancare	bankovní	bancar	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;PL
bankovní	bancă	bankovní	bancă	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
bankovní	banca	bankovní	bancă	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
bankovní	bank	bankovní	bank	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
buňka	celulă	buňka	celulă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
buňka	celula	buňka	celulă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
gama	gama	gama	gamă	N;NOM;MASC;SG;POS	N;DEF;FEM;SG
gama	gamma	gama	gamma	N;NOM;MASC;SG;POS	
jevgenij	yevgeny	jevgenij	yevgeny	PROPN;ANIM;NOM;MASC;SG;POS	
proteinů	proteinele	protein	proteină	N;INAN;GEN;MASC;PL;POS	N;DEF;FEM;PL
duši	sufletul	duše	suflet	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
zveřejnění	divulgarea	zveřejnění	divulgare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
zveřejnění	dezvăluirea	zveřejnění	dezvăluire	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
zveřejnění	dezvăluire	zveřejnění	dezvăluire	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zveřejnění	publicare	zveřejnění	publicare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zveřejnění	publicarea	zveřejnění	publicare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
zveřejnění	publicare	zveřejnění	publicare	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zveřejnění	publicarea	zveřejnění	publicare	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
pat	remiză	pat	remiză	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
pat	impas	pat	impas	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
pat	pat	pat	pat	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
írán	iran	írán	iran	PROPN;INAN;NOM;MASC;SG;POS	PROPN
írán	iranul	írán	iran	PROPN;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
jar	borcan	jar	borcan	N;GEN;NEUT;PL;POS	N;INDF;MASC;SG
jar	jar	jar	jar	N;GEN;NEUT;PL;POS	
hitlera	hitler	hitler	hitler	N;ANIM;ACC;MASC;SG;POS	PROPN
porazit	înfrângere	porazit	înfrângere	V;PFV;POS;NFIN	N;INDF;FEM;SG
porazit	înfrângerea	porazit	înfrângere	V;PFV;POS;NFIN	N;DEF;FEM;SG
porucha	defecțiune	porucha	defecțiune	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
porucha	tulburare	porucha	tulburare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
emma	emma	emma	emma	N;NOM;FEM;SG;POS	PROPN
schválen	aprobate	schválený	aprobat	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
léky	medicament	lék	medicament	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
léky	medicina	lék	medicină	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;SG
léky	medicină	lék	medicină	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;SG
léky	drogurile	lék	drog	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
krajinu	peisajului	krajina	peisaj	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
krajinu	peisajul	krajina	peisaj	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
pohřební	înmormântare	pohřební	înmormântare	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
pohřební	funeralii	pohřební	funeralii	ADJ;NOM;MASC;SG;POS	N;DEF;MASC;PL
pohřební	înmormântarea	pohřební	înmormântare	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
pohřební	funeraliile	pohřební	funeralii	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;PL
drobná	petite	drobný	petită	ADJ;NOM;FEM;SG;POS	
tón	tone	tón	tonă	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
tón	tonul	tón	ton	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
