oli	ήταν	olla	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
kristillinen	christian	kristillinen	christian	ADJ;NOM;SG	
kristillinen	χριστιανοί	kristillinen	χριστιανός	ADJ;NOM;SG	N;NOM;MASC;PL
kristillinen	κρίστιαν	kristillinen	κρίστιαν	ADJ;NOM;SG	
kristillinen	χριστιανός	kristillinen	χριστιανός	ADJ;NOM;SG	N;NOM;MASC;SG
todisteita	αποδείξεις	todiste	απόδειξη	N;PRT;PL	N;NOM;FEM;PL
todisteita	αποδείξεις	todiste	απόδειξη	N;PRT;PL	N;NOM;FEM;PL
todisteita	απόδειξη	todiste	απόδειξη	N;PRT;PL	N;ACC;FEM;SG
kentän	πεδίο	kenttä	πεδίο	N;GEN;SG	N;NOM;NEUT;SG
ohjeita	καθοδήγηση	ohje	καθοδήγηση	N;PRT;PL	N;ACC;FEM;SG
ohjeita	προσανατολισμός	ohje	προσανατολισμός	N;PRT;PL	N;NOM;MASC;SG
ohjeita	προσανατολισμοί	ohje	προσανατολισμός	N;PRT;PL	N;NOM;MASC;PL
ohjeita	προσανατολισμούς	ohje	προσανατολισμός	N;PRT;PL	N;ACC;MASC;PL
ohjeita	οδηγίες	ohje	οδηγία	N;PRT;PL	N;NOM;FEM;PL
kongon	κονγκό	konko	κονγκός	N;GEN;SG	PROPN;NOM;NEUT;SG
kongon	κογκό	konko	κογκός	N;GEN;SG	PROPN;NOM;NEUT;SG
kongon	κονγκό	konko	κονγκός	N;GEN;SG	PROPN;NOM;NEUT;SG
tuuli	άνεμο	tuuli	άνεμος	N;NOM;SG	N;ACC;MASC;SG
tuuli	αιολική	tuuli	αιολικός	N;NOM;SG	ADJ;NOM;FEM;SG
nähnyt	εθεάθη	nähdä	εθεάθω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
novgorodin	νόβγκοροντ	novgorod	νόβγκοροντ	N;GEN;SG	PROPN;NOM;MASC;SG
pisin	ψηλότερη	pisin	ψηλός	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;FEM;SG
girls	κορίτσια	girls	κορίτσι		N;NOM;NEUT;PL
katariina	κάθριν	katari	κάθριν	N;FRML;SG	
katariina	κατρίν	katari	κατρίν	N;FRML;SG	PROPN;NOM;FEM;SG
katariina	catherine	katari	catherine	N;FRML;SG	
katariina	αικατερίνη	katari	αικατερίνος	N;FRML;SG	N;NOM;FEM;SG
katariina	κάθριν	katari	κάθριν	N;FRML;SG	
katariina	κατερίνα	katari	κατερίνα	N;FRML;SG	PROPN;NOM;FEM;SG
ota	πάρτε	ottaa	πάρτε	V;IMP;SG;2;FIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
ota	λήψη	ottaa	λήψη	V;IMP;SG;2;FIN;ACT	N;ACC;FEM;SG
ota	πάρε	ottaa	πάρε	V;IMP;SG;2;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
stalinin	στάλιν	stalin	στάλιν	N;GEN;SG	
magic	μαγική	magic	μαγικός		ADJ;NOM;FEM;SG
magic	μαγεία	magic	μαγείο		N;ACC;FEM;SG
magic	μαγικά	magic	μαγικά		ADV
magic	μαγικό	magic	μαγικός		ADJ;NOM;NEUT;SG
copa	κόπα	copa	κόπα		
keskimääräinen	μέσος	keski#määräinen	μέσος	ADJ;NOM;SG	N;NOM;MASC;SG
keskimääräinen	μέση	keski#määräinen	μέσο	ADJ;NOM;SG	N;NOM;FEM;SG
georgia	τζώρτζια	georg	τζώρτζια	N;NOM;SG	N;NOM;NEUT;PL
georgia	georgia	georg	georgia	N;NOM;SG	
georgia	τζόρτζια	georg	τζόρτζια	N;NOM;SG	
keith	κηθ	keith	κηθ	PROPN;NOM;SG	N
keith	keith	keith	keith	PROPN;NOM;SG	
keith	κιθ	keith	κιθ	PROPN;NOM;SG	
planeetta	πλανήτη	planeetta	πλανήτης	N;NOM;SG	N;ACC;MASC;SG
dmitri	ντιμίτρι	dmitri	ντιμίτρι	PROPN;NOM;SG	
dmitri	ντιμίτρι	dmitri	ντιμίτρι	PROPN;NOM;SG	
dmitri	δημήτρης	dmitri	δημήτρης	PROPN;NOM;SG	N;NOM;MASC;SG
dmitri	δημήτρη	dmitri	δημήτρης	PROPN;NOM;SG	PROPN;ACC;MASC;SG
läsnä	παρών	läsnä	παράνω	ADV	N;NOM;MASC;SG
läsnä	δώρο	läsnä	δώρος	ADV	N;NOM;NEUT;SG
läsnä	παρόντες	läsnä	παρών	ADV	ADJ;NOM;MASC;PL
läsnä	παρούσα	läsnä	παρών	ADV	ADJ;NOM;FEM;SG
läsnä	παρόν	läsnä	παρόν	ADV	N;NOM;NEUT;SG
läsnä	παρουσία	läsnä	παρουσία	ADV	N;NOM;FEM;SG
läsnä	παρουσια	läsnä	παρουσιος	ADV	N;ACC;FEM;SG
tietokoneen	υπολογιστής	tieto#kone	υπολογιστής	N;GEN;SG	N;NOM;MASC;SG
tietokoneen	υπολογιστή	tieto#kone	υπολογιστής	N;GEN;SG	N;ACC;MASC;SG
tietokoneen	κομπιούτερ	tieto#kone	κομπιούτερ	N;GEN;SG	N;NOM;NEUT;SG
tietokoneen	υπολογιστές	tieto#kone	υπολογιστής	N;GEN;SG	N;NOM;MASC;PL
virginia	βιρτζίνια	virginen	βιρτζίνιος	N;NOM;SG	PROPN;NOM;FEM;SG
pedro	πέδρο	pedro	πέδρο	PROPN;NOM;SG	
pedro	pedro	pedro	pedro	PROPN;NOM;SG	
pedro	πέντρο	pedro	πέντρο	PROPN;NOM;SG	
design	σχεδιασμό	design	σχεδιασμός	N;NOM;SG	N;ACC;MASC;SG
design	σχεδίαση	design	σχεδίαση	N;NOM;SG	N;ACC;FEM;SG
design	design	design	design	N;NOM;SG	
vetää	τράβηγμα	vetää	τράβηγμα	V;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
berliini	βερολίνο	berliini	βερολίνο	N;NOM;SG	PROPN;NOM;NEUT;SG
berliini	berlin	berliini	berlin	N;NOM;SG	
tutkimusten	έρευνες	tutkimus	έρευνα	N;GEN;PL	N;NOM;FEM;PL
werner	βέρνερ	werner	βέρνερ	PROPN;NOM;SG	PROPN;NOM;MASC;SG
petteri	ρούντολφ	petteri	ρούντολφ	N;NOM;SG	PROPN;NOM;MASC;SG
petteri	πέτρος	petteri	πέτρος	N;NOM;SG	PROPN;NOM;MASC;SG
petteri	πέτρο	petteri	πέτρο	N;NOM;SG	PROPN;ACC;MASC;SG
petteri	peter	petteri	peter	N;NOM;SG	
petteri	πίτερ	petteri	πίτερ	N;NOM;SG	
petteri	πήτερ	petteri	πήτερ	N;NOM;SG	
näkemys	αντίληψη	näkemys	αντίληψη	N;NOM;SG	N;ACC;FEM;SG
näkemys	όραση	näkemys	όραση	N;NOM;SG	N;ACC;FEM;SG
paikallisten	τοπικός	paikallinen	τοπικός	ADJ;GEN;PL	ADJ;NOM;MASC;SG
paikallisten	τοπική	paikallinen	τοπικός	ADJ;GEN;PL	ADJ;NOM;FEM;SG
paikallisten	τοπικά	paikallinen	τοπικά	ADJ;GEN;PL	ADV
paikallisten	τοπικό	paikallinen	τοπικός	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
paikallisten	τοπικές	paikallinen	τοπικός	ADJ;GEN;PL	ADJ;NOM;FEM;PL
virta	stream	virta	stream	N;NOM;SG	
bulgarian	βούλγαρος	bulgaria	βούλγαρος	N;GEN;SG	PROPN;NOM;MASC;SG
bulgarian	βουλγαρική	bulgaria	βουλγάρικος	N;GEN;SG	ADJ;NOM;FEM;SG
bulgarian	βούλγαροι	bulgaria	βούλγαρος	N;GEN;SG	PROPN;NOM;MASC;PL
bulgarian	βουλγαρία	bulgaria	βουλγαρία	N;GEN;SG	PROPN;ACC;FEM;SG
bulgarian	βουλγαρίας	bulgaria	βουλγάρια	N;GEN;SG	PROPN;GEN;FEM;SG
bond	μποντ	bond	μποντ	N;NOM;SG	
bond	bond	bond	bond	N;NOM;SG	
upseeri	αξιωματικός	upseeri	αξιωματικός	N;NOM;SG	ADJ;NOM;MASC;SG
julkaistaan	απόσπαση	julkaista	απόσπαση	V;IND;PRS;FIN;PASS	N;ACC;FEM;SG
julkaistaan	δημοσίευση	julkaista	δημοσίευση	V;IND;PRS;FIN;PASS	N;NOM;FEM;SG
julkaistaan	δημοσιεύθηκε	julkaista	δημοσιεύω	V;IND;PRS;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
julkaistaan	δημοσιεύτηκε	julkaista	δημοσιεύω	V;IND;PRS;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
julkaistaan	δημοσίευση	julkaista	δημοσίευση	V;IND;PRS;FIN;PASS	N;NOM;FEM;SG
uskonnollinen	θρησκευτικά	uskonnollinen	θρησκευτικά	ADJ;NOM;SG	ADV
uskonnollinen	θρησκευτικές	uskonnollinen	θρησκευτικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
tomi	τόμ	tomi	τόμ	PROPN;NOM;SG	N
tomi	τομ	tomi	τομ	PROPN;NOM;SG	
tomi	tom	tomi	tom	PROPN;NOM;SG	
junior	τζούνιορ	junior	τζούνιορ	N;NOM;SG	PROPN;NOM;NEUT;PL
junior	junior	junior	junior	N;NOM;SG	
katu	στριτ	katu	στριτ	N;NOM;SG	
risti	κρος	risti	κρος	N;NOM;SG	
risti	cross	risti	cross	N;NOM;SG	
kauppaa	εμπορίου	kauppa	εμπόριο	N;PRT;SG	N;GEN;NEUT;SG
kauppaa	συναλλαγές	kauppa	συναλλαγή	N;PRT;SG	N;NOM;FEM;PL
kauppaa	ανταλλαγή	kauppa	ανταλλαγή	N;PRT;SG	N;NOM;FEM;SG
kauppaa	εμπόριο	kauppa	εμπόριο	N;PRT;SG	N;NOM;NEUT;SG
true	αληθινή	true	αληθινός	N;NOM;SG	ADJ;NOM;FEM;SG
katosi	εξαφανίστηκαν	kadota	εξαφανίζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
katosi	εξαφανίστηκε	kadota	εξαφανίζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
muotoja	σχήματα	muoto	σχήμα	N;PRT;PL	N;NOM;NEUT;PL
muotoja	σχημάτων	muoto	σχήμα	N;PRT;PL	N;GEN;NEUT;PL
aallon	κύμα	aalto	κύμα	N;GEN;SG	N;NOM;NEUT;SG
dennis	ντένις	dennis	ντένις	PROPN;NOM;SG	
dennis	dennis	dennis	dennis	PROPN;NOM;SG	
museossa	museum	museo	museum	N;IN+ESS;SG	
museossa	μουσείο	museo	μουσείο	N;IN+ESS;SG	N;NOM;NEUT;SG
paransi	θεραπεύτηκε	parantaa	θεραπεύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
paransi	θεραπευτεί	parantaa	θεραπεύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;PASS
paransi	επουλωθεί	parantaa	επουλώνω	V;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;PASS
aluksia	σκάφη	alus	σκάφος	N;PRT;PL	N;NOM;NEUT;PL
aluksia	πλοία	alus	πλοίο	N;PRT;PL	N;NOM;NEUT;PL
aluksia	καράβια	alus	καράβιος	N;PRT;PL	N;NOM;NEUT;PL
aluksia	πλοια	alus	πλοιο	N;PRT;PL	DET;NOM;DEF;NEUT;PL
aluksia	σκάφη	alus	σκάφος	N;PRT;PL	N;NOM;NEUT;PL
aluksia	πλοία	alus	πλοίο	N;PRT;PL	N;NOM;NEUT;PL
dick	dick	dick	dick	PROPN;NOM;SG	
dick	ντικ	dick	ντικ	PROPN;NOM;SG	
velma	βίλμα	velma	βίλμα	N;NOM;SG	
oireita	συμπτώματα	oire	σύμπτωμα	N;PRT;PL	N;NOM;NEUT;PL
laitteen	συσκευή	laite	συσκευή	N;GEN;SG	N;NOM;FEM;SG
allan	άλαν	alta	άλαν	N;NOM;SG	PROPN;NOM;MASC;SG
crimson	crimson	crimson	crimson		
austin	ώστιν	austin	ώστιν		
austin	όστιν	austin	όστιν		
tausta	ιστορικό	tausta	ιστορικός	N;NOM;SG	ADJ;NOM;NEUT;SG
samuli	sam	samuli	sam	PROPN;NOM;SG	
samuli	σαμ	samuli	σαμ	PROPN;NOM;SG	
kuljettajien	οδηγούς	kuljettaja	οδηγός	N;GEN;PL	N;ACC;MASC;PL
kuljettajien	οδηγοί	kuljettaja	οδηγός	N;GEN;PL	N;NOM;MASC;PL
koomikko	κωμικός	koomikko	κωμικός	N;NOM;SG	ADJ;NOM;MASC;SG
koomikko	κωμικό	koomikko	κωμικός	N;NOM;SG	ADJ;NOM;NEUT;SG
bmw	bmw	bmw	bmw	PROPN;NOM;SG	
matthew	μάθιου	matthew	μάθιος	PROPN;NOM;SG	PROPN;NOM;MASC;SG
tähdet	stars	tähti	stars	N;NOM;PL	
duke	duke	duke	duke	PROPN;NOM;SG	
duke	ντουκ	duke	ντουκ	PROPN;NOM;SG	
duke	ντιουκ	duke	ντιουκ	PROPN;NOM;SG	
duke	δούκας	duke	δούκα	PROPN;NOM;SG	N;NOM;MASC;SG
duke	δούκα	duke	δούκα	PROPN;NOM;SG	N;ACC;MASC;SG
eläimet	ζώο	eläin	ζώο	N;NOM;PL	N;NOM;NEUT;SG
apollo	απόλλωνα	apollo	απόλλωνας	N;NOM;SG	ADV
apollo	απόλλο	apollo	απόλλος	N;NOM;SG	
apollo	απόλλων	apollo	άπολλος	N;NOM;SG	ADJ;NOM;MASC;SG
teloitettiin	εκτελείται	teloittaa	εκτελώ	V;IND;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
sts	sts	sts	sts	N;NOM;SG	
lupasi	υποσχέθηκε	luvata	υπόσχομαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
tanssi	χόρεψε	tanssi	χορώ	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
tanssi	dance	tanssi	dance	N;NOM;SG	
tanssi	χορό	tanssi	χορό	N;NOM;SG	N;ACC;MASC;SG
filip	φιλίπ	filip	φιλίπ	N;NOM;SG	PROPN;NOM;MASC;SG
näkyvät	ορατό	näkyä	ορατός	V;IND;PL;3;PRS;FIN;ACT	N;ACC;MASC;SG
näkyvät	ορατά	näkyä	ορατός	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;NEUT;PL
näkyvät	ορατή	näkyä	ορατός	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
näkyvät	ορατός	näkyä	ορατός	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;MASC;SG
näkyvät	ορατές	näkyä	ορατός	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;FEM;PL
maalasi	βαμμένα	maalata	βαμμένα	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
maalasi	βαμμένη	maalata	βάμμενος	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
määriä	ποσότητες	määrä	ποσότητα	N;PRT;PL	N;NOM;FEM;PL
hävinnyt	χάθηκε	hävitä	χάνω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
hävinnyt	χαμένος	hävitä	χαμένος	V;NOM;SG;V.PTCP;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
hävinnyt	χάσαμε	hävitä	χάνω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;PL;1;PST;FIN;ACT
hävinnyt	χαμένη	hävitä	χαμένος	V;NOM;SG;V.PTCP;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
hävinnyt	χαμένοι	hävitä	χάνω	V;NOM;SG;V.PTCP;ACT	V;PFV;NOM;MASC;PL;V.PTCP;PASS
felix	φέλιξ	felix	φέλι	PROPN;NOM;SG	
felix	felix	felix	felix	PROPN;NOM;SG	
felix	φήλιξ	felix	φήλιξ	PROPN;NOM;SG	N
oletetaan	εικαζόμενη	olettaa	εικαζόμενος	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG
oletetaan	υποθέτοντας	olettaa	υποθέτω	V;IND;PRS;FIN;PASS	V;IPFV;V.CVB;ACT
kate	κέιτ	kate	κέιτ	PROPN;NOM;SG	
kate	kate	kate	kate	PROPN;NOM;SG	
var	var	var	var		
madridin	μαδρίτη	madridi	μαδρίτη	N;GEN;SG	PROPN;ACC;FEM;SG
madridin	μαδρίτης	madridi	μαδρίτης	N;GEN;SG	PROPN;GEN;FEM;SG
ominaisuus	χαρακτηριστική	ominaisuus	χαρακτηριστικός	N;NOM;SG	ADJ;NOM;FEM;SG
ominaisuus	ιδιοκτησία	ominaisuus	ιδιοκτησία	N;NOM;SG	N;ACC;FEM;SG
ominaisuus	ιδιότητα	ominaisuus	ιδιότητα	N;NOM;SG	N;ACC;FEM;SG
ominaisuus	ακίνητα	ominaisuus	ακίνητος	N;NOM;SG	N;NOM;NEUT;PL
voimaa	αντοχή	voima	αντοχή	N;PRT;SG	N;ACC;FEM;SG
voimaa	δυναμη	voima	δυναμη	N;PRT;SG	N;ACC;FEM;SG
voimaa	δύναμη	voima	δύναμη	N;PRT;SG	N;ACC;FEM;SG
voimaa	ισχύς	voima	ισχύς	N;PRT;SG	N;NOM;FEM;SG
syksyn	φθινόπωρο	syksy	φθινόπωρος	N;GEN;SG	N;NOM;NEUT;SG
poikkeaa	αντιθέσεις	poikkea	αντίθεση	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
bush	bush	bush	bush	PROPN;NOM;SG	
bush	μπους	bush	μπου	PROPN;NOM;SG	
bush	θάμνος	bush	θάμνος	PROPN;NOM;SG	N;NOM;MASC;SG
bush	θάμνο	bush	θάμνο	PROPN;NOM;SG	N;NOM;NEUT;SG
kuninkaallinen	royal	kuninkaallinen	royal	ADJ;NOM;SG	
kuninkaallinen	ρόγιαλ	kuninkaallinen	ρόγιαλ	ADJ;NOM;SG	
opettaa	διδασκαλία	opettaa	διδασκαλία	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
opettaa	δίδαξε	opettaa	διδάζω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
opettaa	διδάσκουν	opettaa	διδάζω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
yksittäinen	single	yksittäinen	single	ADJ;NOM;SG	
yksittäinen	μεμονωμένα	yksittäinen	μεμονωμένος	ADJ;NOM;SG	ADV
yksittäinen	ατομικά	yksittäinen	ατομικά	ADJ;NOM;SG	ADV
yksittäinen	επιμέρους	yksittäinen	επιμέρος	ADJ;NOM;SG	N;NOM;FEM;PL
nopeammin	ταχύτερη	nopeasti	ταχύς	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
raymond	ρέιμοντ	raymond	ρέιμοντ	N;NOM;SG	
raymond	raymond	raymond	raymond	N;NOM;SG	
elänyt	έζησαν	elää	χάνω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
adams	ανταμς	adams	ανταμς	N;NOM;SG	
adams	άνταμς	adams	άνταμς	N;NOM;SG	PROPN;NOM;MASC;SG
adams	adams	adams	adams	N;NOM;SG	
raskas	βαρύ	raskas	βαρύς	ADJ;NOM;SG	N;NOM;NEUT;SG
raskas	βαριά	raskas	βαριός	ADJ;NOM;SG	ADV
jossakin	κάπου	jokin	κάπου	PRO;IN+ESS;SG	ADV
belgialainen	βέλγος	belgialainen	βέλγος	ADJ;NOM;SG	N;NOM;MASC;SG
belgialainen	βελγικά	belgialainen	βελγικός	ADJ;NOM;SG	ADV
meksikossa	μεξικό	meksikko	μεξικό	N;IN+ESS;SG	PROPN;NOM;NEUT;SG
morgan	morgan	morka	morgan	N;NOM;SG	
morgan	μόργκαν	morka	μόργκαν	N;NOM;SG	
makedonian	πγδμ	makedonia	πγδμ	N;GEN;SG	
makedonian	σκόπια	makedonia	σκόπιο	N;GEN;SG	PROPN;NOM;NEUT;PL
makedonian	πγδμ	makedonia	πγδμ	N;GEN;SG	
makedonian	μακεδονίας	makedonia	μακεδονία	N;GEN;SG	PROPN;GEN;FEM;SG
makedonian	μακεδονία	makedonia	μακεδονία	N;GEN;SG	PROPN;ACC;FEM;SG
wolf	λύκος	wolf	λύκος	PROPN;NOM;SG	N;NOM;MASC;SG
wolf	γουλφ	wolf	γουλφ	PROPN;NOM;SG	
wolf	wolf	wolf	wolf	PROPN;NOM;SG	
maurice	μωρίς	maurice	μωρίς	N;NOM;SG	
maurice	μόρις	maurice	μόρις	N;NOM;SG	
maurice	μορίς	maurice	μορίς	N;NOM;SG	
yleisöä	κοινό	yleisö	κοινό	N;PRT;SG	N;NOM;NEUT;SG
yleisöä	ακροατήριο	yleisö	ακροατήριο	N;PRT;SG	N;NOM;NEUT;SG
yleisöä	κοινο	yleisö	κοινο	N;PRT;SG	N;NOM;NEUT;SG
yleisöä	πλήθος	yleisö	πλήθος	N;PRT;SG	N;NOM;NEUT;SG
ateenassa	αθηνα	ateeta	αθήνα	N;IN+ESS;SG	N;NOM;FEM;SG
ateenassa	αθήνα	ateeta	αθήνα	N;IN+ESS;SG	PROPN;ACC;FEM;SG
ateenassa	athens	ateeta	athens	N;IN+ESS;SG	
mahdolliset	δυνατότητες	mahdollinen	δυνατότητα	ADJ;NOM;PL	N;NOM;FEM;PL
mahdolliset	δυναμικό	mahdollinen	δυναμικός	ADJ;NOM;PL	N;NOM;NEUT;SG
mahdolliset	πιθανός	mahdollinen	πιθανός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
mahdolliset	δυνατόν	mahdollinen	δυνατός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
mahdolliset	πιθανό	mahdollinen	πιθανός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
mahdolliset	πιθανή	mahdollinen	πιθανής	ADJ;NOM;PL	ADJ;NOM;FEM;SG
lax	lax	lax	lax	PROPN;NOM;SG	
perustaminen	δημιουργία	perustaminen	δημιουργία	N;NOM;SG	N;ACC;FEM;SG
place	τόπος	place	τόπος		N;NOM;MASC;SG
place	μέρος	place	μέρος		N;NOM;NEUT;SG
sosialistinen	σοσιαλιστής	sosialistinen	σοσιαλιστής	ADJ;NOM;SG	N;NOM;MASC;SG
sosialistinen	σοσιαλιστικό	sosialistinen	σοσιαλιστικός	ADJ;NOM;SG	N;NOM;NEUT;SG
sosialistinen	σοσιαλιστικής	sosialistinen	σοσιαλιστικός	ADJ;NOM;SG	ADJ;GEN;FEM;SG
slovenian	σλοβενία	slovenia	σλοβενία	N;GEN;PL	PROPN;ACC;FEM;SG
slovenian	σλοβενική	slovenia	σλοβενικός	N;GEN;PL	ADJ;NOM;FEM;SG
slovenian	σλοβενική	slovenia	σλοβενικός	N;GEN;PL	ADJ;NOM;FEM;SG
paikkoja	τοποθεσίες	paikka	τοποθεσία	N;PRT;PL	N;NOM;FEM;PL
paikkoja	τόποι	paikka	τόπος	N;PRT;PL	N;NOM;MASC;PL
paikkoja	μέρη	paikka	μέρος	N;PRT;PL	N;NOM;NEUT;PL
hautausmaalle	νεκροταφείο	hautaus#maka	νεκροταφείο	N;AT+ALL;SG	N;NOM;NEUT;SG
hautausmaalle	κοιμητήριο	hautaus#maka	κοιμητήριο	N;AT+ALL;SG	N;NOM;NEUT;SG
ketään	οποιονδήποτε	kukaan	οποιοσδήποτε	PRO;PRT;SG	PRO;ACC;MASC;SG;3
ketään	οποιοσδήποτε	kukaan	οποιοσδήποτε	PRO;PRT;SG	PRO;NOM;MASC;SG;3
uhkaa	απειλητικό	uhata	απειλητικός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
uhkaa	απειλητική	uhata	απειλητικός	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
uhkaa	απειλητικά	uhata	απειλητικά	V;IND;SG;3;PRS;FIN;ACT	ADV
uhkaa	απειλή	uhata	απειλή	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
thompson	thompson	thompso	thompson	PROPN;NOM;SG	
thompson	τόμπσον	thompso	τόμπσον	PROPN;NOM;SG	
thompson	τόμσον	thompso	τόμσον	PROPN;NOM;SG	
mega	μέγα	mega	μέγο		N;NOM;MASC;SG
mega	mega	mega	mega		
mega	μεγα	mega	μέγος		N
silver	ασημί	silver	ασημί		N;NOM;NEUT;PL
silver	ασημένια	silver	ασημένιος		ADV
silver	σίλβερ	silver	σίλβερ		
silver	ασήμι	silver	ασήμι		N;NOM;NEUT;SG
silver	silver	silver	silver		
käyttäjää	χρήστη	käyttäjä	χρήστης	N;PRT;SG	N;ACC;NEUT;SG
käyttäjää	χρήστης	käyttäjä	χρήστης	N;PRT;SG	N;NOM;MASC;SG
rob	rob	rob	rob	PROPN;NOM;SG	
rob	ρομπ	rob	ρομπ	PROPN;NOM;SG	
lentokenttä	αερολιμένας	lento#kenttä	αερολιμένος	N;NOM;SG	ADJ;NOM;MASC;SG
kasveja	φυτά	kasvi	φυτώ	N;PRT;PL	N;NOM;NEUT;PL
jakob	jakob	jakob	jakob	N;NOM;SG	
grammy	γκράμι	grammy	γκράμι	N;NOM;SG	
leonard	λέοναρντ	leonard	λέοναρντ	N;NOM;SG	PROPN;NOM;MASC;SG
leonard	leonard	leonard	leonard	N;NOM;SG	
loppua	τέλος	loppu	τέλος	N;PRT;SG	ADV
loppua	λήξη	loppu	λήξη	N;PRT;SG	N;ACC;FEM;SG
abu	αμπού	abu	αμπού	PROPN;NOM;SG	
kitaraa	κιθάρα	kitara	κιθάρα	N;PRT;SG	N;NOM;FEM;SG
rosa	ρόζα	rosa	ρόζος	N;NOM;SG	PROPN;NOM;FEM;SG
rosa	rosa	rosa	rosa	N;NOM;SG	
kiertue	ξενάγηση	kiertue	ξενάγηση	N;NOM;SG	N;ACC;FEM;SG
kiertue	περιήγηση	kiertue	περιήγηση	N;NOM;SG	N;ACC;FEM;SG
kiertue	tour	kiertue	tour	N;NOM;SG	
kiertue	περιοδεία	kiertue	περιοδείο	N;NOM;SG	N;ACC;FEM;SG
kiertue	περιοδεία	kiertue	περιοδείο	N;NOM;SG	N;ACC;FEM;SG
islannin	ισλανδίας	islanti	ισλανδία	N;GEN;SG	PROPN;GEN;FEM;SG
islannin	ισλανδία	islanti	ισλανδία	N;GEN;SG	PROPN;ACC;FEM;SG
islannin	ισλανδική	islanti	ισλανδικός	N;GEN;SG	ADJ;NOM;FEM;SG
siiven	πτέρυγα	siivi	πτέρυγα	N;GEN;SG	N;NOM;FEM;SG
siiven	wing	siivi	wing	N;GEN;SG	
siiven	φτερό	siivi	φτερός	N;GEN;SG	N;NOM;NEUT;SG
caesar	καίσαρας	caesar	καίσαρος	PROPN;NOM;SG	N;NOM;MASC;SG
caesar	σίζαρ	caesar	σίζαρ	PROPN;NOM;SG	N
caesar	καίσαρ	caesar	καίσαρ	PROPN;NOM;SG	PROPN;NOM;MASC;SG
caesar	καίσαρα	caesar	καίσαρος	PROPN;NOM;SG	N;ACC;MASC;SG
mahdollisia	πιθανός	mahdollinen	πιθανός	ADJ;PRT;PL	ADJ;NOM;MASC;SG
mahdollisia	δυνατόν	mahdollinen	δυνατός	ADJ;PRT;PL	ADJ;NOM;NEUT;SG
mahdollisia	πιθανό	mahdollinen	πιθανός	ADJ;PRT;PL	ADJ;NOM;NEUT;SG
mahdollisia	πιθανή	mahdollinen	πιθανής	ADJ;PRT;PL	ADJ;NOM;FEM;SG
demo	demo	demo	demo	N;NOM;SG	
