poesie	poesía	poesie	poesía		N
feedback	de	feedback	de		ADP
feedback	resposta	feedback	resposta		N
schwache	mal	schwach	mal	ADJ;NOM;FEM;PL	ADV
schwache	esvaecemento	schwach	esvaecemento	ADJ;NOM;FEM;PL	N
anregungen	unha	anregiegen	un	V;NFIN	DET
anregungen	suxestión	anregiegen	suxestión	V;NFIN	N
anregungen	inspiración	anregiegen	inspiración	V;NFIN	N
schale	pratos	schale	prato	;NOM;SG	N
schale	bowl	schale	bowl	;NOM;SG	PROPN
schale	cunca	schale	cunca	;NOM;SG	N
kompliziert	complicado	kompliziert	complicar	ADJ	V
kompliziert	complexas	kompliziert	complexo	ADJ	N
kompliziert	complicadas	kompliziert	complicar	ADJ	V
haven	aínda	haven	aínda	PROPN	ADV
haven	non	haven	non	PROPN	PART
haven	teño	haven	ter	PROPN	V
recherchen	as	recherch	o	V;NFIN	DET
recherchen	buscas	recherch	busca	V;NFIN	N
recherchen	investigación	recherch	investigación	V;NFIN	N
recherchen	de	recherch	de	V;NFIN	ADP
recherchen	investigacións	recherch	investigación	V;NFIN	N
rain	chove	rain	chove	PROPN	V
rain	chuvia	rain	chuvia	PROPN	N
rain	choiva	rain	choiva	PROPN	N
rain	nos	rain	nos	PROPN	PRO
rain	topásemos	rain	topásemo	PROPN	V
rain	con	rain	con	PROPN	ADP
rain	outras	rain	outro	PROPN	DET
rain	razas	rain	raza	PROPN	N
rain	chover	rain	chover	PROPN	V
rain	a	rain	o	PROPN	DET
hoffen	que	hoffen	que	V;NFIN	PRO
hoffen	esperanza	hoffen	esperanza	V;NFIN	N
hoffen	que	hoffen	que	V;NFIN	PRO
vorbereitungen	para	vorbereitungen	para	V	ADP
vorbereitungen	a	vorbereitungen	o	V	DET
kämpften	contra	kämpfen	contra	V;IND;PL;3;PST;FIN	ADP
amy	amy	amy	amy	PROPN;NOM;SG	PROPN
hörfunk	radio	hörfunk	radio	ADJ	N
lose	moita	los	moito	ADJ	DET
lose	moreas	los	morea	ADJ	N
lose	moitas	los	moito	ADJ	DET
lose	moito	los	moito	ADJ	ADV
lose	moitos	los	moito	ADJ	DET
kenny	kenny	kenny	kenny	PROPN;NOM;MASC;SG	PROPN
blume	flor	blum	flor	ADJ;NOM;SG	N
immobilien	propiedade	immobilie	propiedade		N
immobilien	propiedades	immobilie	propiedade		N
beyond	alén	beyond	alén	PROPN	ADV
beyond	máis	beyond	máis	PROPN	ADV
beyond	alá	beyond	alá	PROPN	ADV
beyond	aló	beyond	aló	PROPN	ADV
beyond	da	beyond	da	PROPN	V
beyond	moi	beyond	moi	PROPN	ADV
beyond	lonxe	beyond	lonxe	PROPN	ADV
putsch	golpe	putsch	golpe	PROPN;SG	N
irrtum	erro	irrtum	erro	ADJ	N
irrtum	erro	irrtum	erro	ADJ	N
app	aplicación	app	aplicación		N
without	sen	withouen	sen		ADP
blitz	de	blitz	de		ADP
blitz	lóstrego	blitz	lóstrego		N
davies	davies	davies	davies	PROPN	N
rassen	racial	rassen	racial	N;NOM;PL	ADJ
rassen	raciais	rassen	racial	N;NOM;PL	ADJ
gruben	minas	graben	mina	V;FIN	N
bekenntnis	confesións	bekenntnis	confesión	V	N
bekenntnis	confesión	bekenntnis	confesión	V	N
federal	federal	federal	federal	PROPN	ADJ
federal	circuíto	federal	circuíto	PROPN	N
federal	federais	federal	federal	PROPN	ADJ
aids	sida	aids	sida	PROPN;NOM;MASC;SG	N
niederschlag	radioactiva	niederschlagen	radioactiva	ADJ	N
fröhlich	moi	fröhlich	moi	ADJ	ADV
fröhlich	feliz	fröhlich	feliz	ADJ	N
fröhlich	contento	fröhlich	contento	ADJ	ADV
fröhlich	felices	fröhlich	felice	ADJ	N
fröhlich	contenta	fröhlich	contentar	ADJ	V
zuweilen	veces	zuweilen	vez	ADV	N
zuweilen	ás	zuweilen	á	ADV	N
sorgfältig	con	sorgfältig	con	ADJ	ADP
sorgfältig	coidado	sorgfältig	coidado	ADJ	N
sorgfältig	coidado	sorgfältig	coidado	ADJ	N
sorgfältig	ten	sorgfältig	ter	ADJ	V
sorgfältig	con	sorgfältig	con	ADJ	ADP
sorgfältig	tede	sorgfältig	teder	ADJ	ADV
sorgfältig	conta	sorgfältig	conta	ADJ	N
sorgfältig	atento	sorgfältig	atento	ADJ	N
churchill	churchill	churchill	churchill	PROPN;NOM;SG	PROPN
canyon	canón	canyon	canón	PROPN;NOM;SG	N
virtuelle	virtual	virtuell	virtual	ADJ;NOM;FEM;PL	N
mathematisch	matemáticas	mathematisch	matemáticas	ADJ	N
mathematisch	as	mathematisch	o	ADJ	DET
eyes	os	eyes	o	PROPN;NOM;SG	DET
eyes	ollos	eyes	ollo	PROPN;NOM;SG	N
strophe	verso	stroph	verso		N
money	cartos	money	carto	PROPN;NOM;SG	N
money	diñeiro	money	diñeiro	PROPN;NOM;SG	N
money	os	money	o	PROPN;NOM;SG	DET
money	xiro	money	xiro	PROPN;NOM;SG	N
krönung	da	krönung	da	ADJ	V
krönung	coroación	krönung	coroación	ADJ	N
sonstiges	outra	sonstig	outro	ADJ;NOM;NEUT;SG	DET
sonstiges	outros	sonstig	outro	ADJ;NOM;NEUT;SG	DET
sonstiges	outro	sonstig	outro	ADJ;NOM;NEUT;SG	DET
sonstiges	outras	sonstig	outro	ADJ;NOM;NEUT;SG	DET
sonstiges	aos	sonstig	aos	ADJ;NOM;NEUT;SG	PROPN
sonstiges	outros	sonstig	outro	ADJ;NOM;NEUT;SG	DET
sonstiges	demais	sonstig	demais	ADJ;NOM;NEUT;SG	DET
sonstiges	outras	sonstig	outro	ADJ;NOM;NEUT;SG	DET
sklaverei	escravitude	sklaverei	escravitude	PROPN;NOM;SG	N
sitzplätze	asentos	sitzplatz	asento		N
schenkung	regalo	schenkung	regalo	ADJ	PROPN
schenkung	agasallo	schenkung	agasallo	ADJ	N
knie	xeonllos	knie	xeonllo		N
knie	xeonllo	knie	xeonllo		N
gleichmäßig	uniforme	gleichmäßig	uniforme	ADJ	N
unzulässig	prohibido	unzulässig	prohibir	ADJ	V
unzulässig	prohibidas	unzulässig	prohibir	ADJ	V
fischerei	pescar	fischerei	pescar	ADJ;NOM;FEM;SG	V
fischerei	pesca	fischerei	pesca	ADJ;NOM;FEM;SG	N
schlimmer	peor	schlimm	peor	ADJ	N
schlimmer	empeora	schlimm	empeorar	ADJ	N
proteine	proteína	proteine	proteína		N
proteine	proteínas	proteine	proteína		N
vergrößerung	fixarnos	vergrößerung	fixarno	ADJ	N
bekämpfen	loita	bekämpfen	loita	V;NFIN	N
bekämpfen	contra	bekämpfen	contra	V;NFIN	ADP
bekämpfen	combate	bekämpfen	combate	V;NFIN	N
bekämpfen	de	bekämpfen	de	V;NFIN	ADP
bekämpfen	combate	bekämpfen	combate	V;NFIN	N
bekämpfen	combates	bekämpfen	combate	V;NFIN	N
bekämpfen	postos	bekämpfen	posto	V;NFIN	N
bekämpfen	contra	bekämpfen	contra	V;NFIN	ADP
bekämpfen	loita	bekämpfen	loita	V;NFIN	N
schrieben	escribiume	schreiben	escribiume	V;PL;FIN	PROPN
schrieben	a	schreiben	o	V;PL;FIN	DET
factor	factor	factor	factor	PROPN	N
infektion	infeccións	infektion	infección		N
infektion	infección	infektion	infección		N
émile	emile	émile	emile	PROPN;NOM;MASC;SG	PROPN
nordirland	do	nordirland	do	PROPN	PROPN
nordirland	norte	nordirland	norte	PROPN	N
nordirland	irlanda	nordirland	irlanda	PROPN	PROPN
ukrainisch	ucraniano	ukrainisch	ucraniano	ADJ	PROPN
nobelpreisträger	nobel	nobelpreisträger	nobel	ADJ	N
leone	leoa	leone	leoar	PROPN;NOM;SG	N
leone	christo	leone	christo	PROPN;NOM;SG	N
übel	malo	übel	malo	ADV	PROPN
übel	malvado	übel	malvado	ADV	ADJ
übel	maldade	übel	maldade	ADV	N
übel	malvados	übel	malvado	ADV	ADJ
fabriken	fábricas	fabrik	fábrica	ADJ;PL	N
programmierung	de	programmierung	de	ADJ	ADP
programmierung	programación	programmierung	programación	ADJ	N
verworfen	toneladas	verwerfen	tonelada	V;V.PTCP	N
physiologie	fisioloxía	Physiologie	fisioloxía		N
lob	gábote	lob	gábote		PROPN
lob	teu	lob	teu		DET
schätzungen	que	schätzen	que	V;NFIN	PRO
schätzungen	estimouse	schätzen	estimouse	V;NFIN	N
pool	piscina	pool	piscina		N
pool	a	pool	o		DET
beschlüsse	tomar	beschlüssen	tomar	N;NOM;SG	V
face	cara	face	cara	PROPN	N
face	rostro	face	rostro	PROPN	N
dynamik	dinámica	dynamik	dinámica		N
dynamik	dinámicas	dynamik	dinámica		N
dynamik	dinámica	dynamik	dinámica		N
mittlerer	media	mittler	media	ADJ	N
mittlerer	medio	mittler	medio	ADJ	N
mittlerer	oriente	mittler	oriente	ADJ	N
asiaten	asiática	asiaten	asiático	N;PL	ADJ
asiaten	asiático	asiaten	asiático	N;PL	ADJ
asiaten	asiáticos	asiaten	asiático	N;PL	ADJ
ideale	ideais	ideal	ideal	ADJ;NOM;FEM;SG	N
ideale	ideais	ideal	ideal	ADJ;NOM;FEM;SG	N
rau	aproximada	rau	aproximar	ADJ	V
rau	vaga	rau	vagar	ADJ	N
rau	mal	rau	mal	ADJ	ADV
rau	moi	rau	moi	ADJ	ADV
zielgruppe	obxectivo	zielgruppe	obxectivo	ADJ	N
zielgruppe	audiencia	zielgruppe	audiencia	ADJ	N
zielgruppe	auditorio	zielgruppe	auditorio	ADJ	N
zielgruppe	obxectivo	zielgruppe	obxectivo	ADJ	N
nepal	nepal	nepal	nepal	PROPN;NOM;NEUT;SG	PROPN
berührung	tacto	berührung	tacto	ADJ	N
berührung	toque	berührung	toque	ADJ	N
berührung	contacto	berührung	contacto	ADJ	N
berührung	tocar	berührung	tocar	ADJ	V
berührung	toques	berührung	toque	ADJ	N
stadien	fases	stadienienen	fase		N
mitgliedstaaten	membro	mitgliedstaat	membro	V;IND;PL;3;FIN	N
mitgliedstaaten	membros	mitgliedstaat	membro	V;IND;PL;3;FIN	N
formeln	fórmula	formeln	fórmula	V;NFIN	N
transparent	transparentes	transparent	transparente	ADJ	N
korruption	corrupción	korruption	corrupción		N
korruption	da	korruption	da		V
tanzen	baile	tanzen	baile	V;NFIN	N
tanzen	danza	tanzen	danza	V;NFIN	N
tanzen	baile	tanzen	baile	V;NFIN	N
vorausgesetzt	cama	voraussetzen	cama	ADJ	N
vorausgesetzt	ofrecía	voraussetzen	ofrecer	ADJ	V
vorausgesetzt	asumindo	voraussetzen	asumir	ADJ	V
flüge	voo	flüg	voo		N
strategien	estratexias	strategien	estratexia		N
baujahr	ano	baujahr	ano		N
atom	atómicos	atom	atómico		ADJ
atom	núcleo	atom	núcleo		N
atom	atómica	atom	atómico		ADJ
latin	latín	latin	latín	PROPN	N
away	lonxe	away	lonxe	PROPN	ADV
weisheit	a	weisheit	o		DET
weisheit	sensatez	weisheit	sensatez		N
weisheit	sabiduría	weisheit	sabiduría		N
weisheit	sabedoría	weisheit	sabedoría		N
nächster	máis	nah	máis	ADJ	ADV
nächster	ao	nah	ao	ADJ	PROPN
nächster	lado	nah	lado	ADJ	N
nächster	o	nah	o	ADJ	DET
sehnsucht	desexo	sehnsuchen	desexo	PROPN	N
bewegte	mudeime	bewegt	mudeime	V;IND;SG;3;PST;FIN	PROPN
bewegte	a	bewegt	o	V;IND;SG;3;PST;FIN	DET
bewegte	se	bewegt	se	V;IND;SG;3;PST;FIN	CONJ
göttlichen	divino	göttlich	divino	ADJ;ACC	N
dumm	parva	dumm	parva	ADJ	N
dumm	unha	dumm	un	ADJ	DET
dumm	parvada	dumm	parvada	ADJ	N
dumm	parvo	dumm	parvo	ADJ	N
dumm	parvo	dumm	parvo	ADJ	N
dumm	unha	dumm	un	ADJ	DET
paaren	oficial	paaren	oficial	N;NOM;PL	ADJ
kalk	cal	kalk	cal		PRO
kalk	lima	kalk	lima		PROPN
mad	tola	mad	tola	PROPN;NOM;SG	PROPN
mad	tolo	mad	tolo	PROPN;NOM;SG	N
mad	enfadado	mad	enfadar	PROPN;NOM;SG	V
oberleutnant	tenente	oberleutnant	tenente	ADJ	N
peak	pico	peak	pico		N
hass	odio	hassen	odio		N
hass	odio	hassen	odio		N
hass	os	hassen	o		DET
hass	o	hassen	o		DET
hass	a	hassen	o		DET
diamond	diamante	diamond	diamante		N
diamond	verdade	diamond	verdade		N
homer	homer	homer	homer	ADJ	PROPN
kampfhandlungen	contra	kampfhandlungen	contra	N;NOM;FEM;PL	ADP
kampfhandlungen	loitar	kampfhandlungen	loitar	N;NOM;FEM;PL	V
kampfhandlungen	loitamos	kampfhandlungen	loitar	N;NOM;FEM;PL	V
kampfhandlungen	pelexar	kampfhandlungen	pelexar	N;NOM;FEM;PL	V
kampfhandlungen	combater	kampfhandlungen	combater	N;NOM;FEM;PL	V
realisieren	de	realisieren	de	V;NFIN	ADP
realisieren	conta	realisieren	conta	V;NFIN	N
realisieren	que	realisieren	que	V;NFIN	PRO
realisieren	que	realisieren	que	V;NFIN	PRO
realisieren	conta	realisieren	conta	V;NFIN	N
dichterin	poeta	dichterin	poeta	ADJ;NOM;FEM;SG	N
dichterin	poetas	dichterin	poeta	ADJ;NOM;FEM;SG	N
dichterin	o	dichterin	o	ADJ;NOM;FEM;SG	DET
chi	chi	chi	chi		PROPN
led	levou	led	levar		V
led	leva	led	levar		V
led	levoume	led	levoume		V
led	á	led	á		N
kapitalismus	capitalista	kapitalismus	capitalista	PROPN;NOM;SG	N
kapitalismus	o	kapitalismus	o	PROPN;NOM;SG	DET
kapitalismus	capitalismo	kapitalismus	capitalismo	PROPN;NOM;SG	N
niederlassungen	lugares	niederlassingen	lugar	V;NFIN	N
niederlassungen	oficinas	niederlassingen	oficina	V;NFIN	N
verletzten	feridos	verletzen	ferido	V;IND;PL;3;PST;FIN	N
socken	os	socken	o	V;NFIN	DET
socken	calcetíns	socken	calcetíns	V;NFIN	N
lieferung	entrega	lieferung	entrega	ADJ	N
lieferung	despachos	lieferung	despacho	ADJ	N
lieferung	de	lieferung	de	ADJ	ADP
lieferung	subministración	lieferung	subministración	ADJ	N
testen	proba	testen	proba	V;NFIN	N
testen	exame	testen	exame	V;NFIN	N
testen	probas	testen	proba	V;NFIN	N
testen	de	testen	de	V;NFIN	ADP
testen	test	testen	test	V;NFIN	N
testen	exames	testen	exame	V;NFIN	N
testen	probas	testen	proba	V;NFIN	N
absurd	absurdo	absurd	absurdo	ADJ	N
journalismus	xornalismo	journalismus	xornalismo	PROPN;NOM;MASC;SG	N
schöpfung	creación	schöpfang	creación	PROPN	N
übungen	exercicios	übungen	exercicio	V;NFIN	N
übungen	un	übungen	un	V;NFIN	DET
übungen	exercicio	übungen	exercicio	V;NFIN	N
blake	blake	blak	blake	PROPN;NOM;SG	PROPN
lou	lou	lou	lau	PROPN;NOM;MASC;SG	PROPN
scheiden	divorcio	scheiden	divorcio	V;NFIN	N
scheiden	o	scheiden	o	V;NFIN	DET
einbeziehung	participación	einbeziehung	participación	V;V.PTCP	N
einbeziehung	implicación	einbeziehung	implicación	V;V.PTCP	N
anzeichen	sinais	anzeichen	sinal	V;NFIN	N
markenname	marca	markennam	marca	ADJ;NOM;FEM;PL	N
motion	movemento	motion	movemento	PROPN;NOM;SG	N
herrschaften	cabaleiros	herrschaften	cabaleiro	N;NOM;PL	ADJ
akteure	músicos	akteur	músico	ADJ;NOM;PL	N
akteure	entidades	akteur	entidade	ADJ;NOM;PL	N
akteure	actores	akteur	actor	ADJ;NOM;PL	N
andernfalls	contrario	andernfalls	contrario	ADV	N
andernfalls	ou	andernfalls	ou	ADV	CONJ
andernfalls	doutro	andernfalls	doutro	ADV	N
andernfalls	xeito	andernfalls	xeito	ADV	N
andernfalls	se	andernfalls	se	ADV	CONJ
andernfalls	non	andernfalls	non	ADV	PART
andernfalls	senón	andernfalls	senón	ADV	CONJ
graue	gris	grau	gris	ADJ;NOM;PL	PROPN
graue	gris	grau	gris	ADJ;NOM;PL	PROPN
graue	é	grau	ser	ADJ;NOM;PL	V
schwangerschaft	embarazada	schwangerschaft	embarazar	ADJ	V
schwangerschaft	preñado	schwangerschaft	preñar	ADJ	N
planen	planificación	planen	planificación	V;NFIN	N
planen	plan	planen	plan	V;NFIN	N
planen	plano	planen	plano	V;NFIN	N
planen	posición	planen	posición	V;NFIN	N
planen	oferta	planen	oferta	V;NFIN	N
lucky	afortunada	lucky	afortunar	PROPN	V
lucky	sorte	lucky	sorte	PROPN	N
lucky	afortunado	lucky	afortunar	PROPN	V
lucky	con	lucky	con	PROPN	ADP
lucky	de	lucky	de	PROPN	ADP
zahn	dentes	zahn	dente		N
zahn	os	zahn	o		DET
gelobt	gábote	geloben|loben	gábote	V;V.PTCP	PROPN
gelobt	teu	geloben|loben	teu	V;V.PTCP	DET
schuh	os	schehen	o	N;SG	DET
langsamer	ou	langsam	ou	ADJ	CONJ
langsamer	frean	langsam	frear	ADJ	V
räder	roda	rad	roda		N
räder	rodas	rad	roda		N
räder	raís	rad	raes		N
officer	de	officer	de	PROPN;NOM;MASC;SG	ADP
officer	oficial	officer	oficial	PROPN;NOM;MASC;SG	ADJ
officer	policía	officer	policía	PROPN;NOM;MASC;SG	N
officer	axente	officer	axente	PROPN;NOM;MASC;SG	N
folter	tortura	folt	tortura	ADJ	N
eye	ollo	eye	ollo	PROPN	N
eye	ollos	eye	ollo	PROPN	N
eye	visual	eye	visual	PROPN	ADJ
verpasst	de	verpassen	de	V;V.PTCP	ADP
verpasst	menos	verpassen	menos	V;V.PTCP	ADV
südost	sueste	südost	sueste	ADJ	N
südost	sureste	südost	sureste	ADJ	PROPN
raumfahrt	espazo	raumfahren	espazo		N
raumfahrt	espacio	raumfahren	espacio		N
raumfahrt	no	raumfahren	no		V
geoffrey	geoffrey	geoffrey	geoffrey	PROPN;NOM;SG	PROPN
urteile	xuízos	urteil	xuízo	PROPN	N
dawn	alborecer	dawn	alborecer	PROPN;NOM;SG	V
dawn	amencer	dawn	amencer	PROPN;NOM;SG	N
wahlkampf	campaña	wahlkampf	campaña	ADJ	N
shop	tenda	shop	tenda		N
shop	de	shop	de		ADP
shop	mae	shop	mae		PROPN
shop	choio	shop	choio		ADV
shop	delegados	shop	delegado		N
bravo	bravo	bravo	bravo	PROPN;NOM;SG	ADJ
politikern	políticos	politikern	político	ADJ	N
verlorene	perdeu	verloren	perder	ADJ;NOM;FEM;SG	V
verlorene	perderon	verloren	perder	ADJ;NOM;FEM;SG	V
verlorene	perdín	verloren	perder	ADJ;NOM;FEM;SG	V
verlorene	perdemos	verloren	perder	ADJ;NOM;FEM;SG	V
verlorene	perdido	verloren	perdido	ADJ;NOM;FEM;SG	V
kombinationen	de	kombination	de	N;NOM;FEM;PL	ADP
check	cheque	check	cheque	ADJ	N
check	comprobalo	check	comprobalo	ADJ	PROPN
ausfall	por	ausfall	por		ADP
ausfall	cardíacos	ausfall	cardíaco		ADJ
ausfall	imaxinación	ausfall	imaxinación		N
ausfall	fracaso	ausfall	fracaso		N
ausfall	fracasado	ausfall	fracasar		V
finanzieren	fondo	finanzieren	fondo	V;NFIN	N
finanzieren	de	finanzieren	de	V;NFIN	ADP
genossenschaft	cooperativas	genossenschaft	cooperativa	ADJ	N
genossenschaft	cooperativa	genossenschaft	cooperativa	ADJ	N
genossenschaft	dos	genossenschaft	dos	ADJ	PROPN
konvent	convento	konvent	convento		N
trail	rastro	trail	rastro		N
trail	pista	trail	pistar		N
bauernhof	granxa	bauernhof	granxa	ADJ	N
bauernhof	a	bauernhof	o	ADJ	DET
bauernhof	campo	bauernhof	campo	ADJ	N
bauernhof	leira	bauernhof	leira	ADJ	N
bauernhof	casa	bauernhof	casa	ADJ	N
bauernhof	reserva	bauernhof	reserva	ADJ	N
bauernhof	granxas	bauernhof	granxa	ADJ	N
erzeugte	producida	erzeugen	producir	ADJ;NOM;SG	V
erzeugte	neuronas	erzeugen	neurona	ADJ;NOM;SG	N
erzeugte	xerado	erzeugen	xerar	ADJ;NOM;SG	V
vieh	gando	vieh	gando		N
vieh	vacas	vieh	vaca		N
vieh	gado	vieh	gado		N
yards	metros	Pard	metro	PROPN	N
paket	paquete	paket	paquete		N
mittwoch	o	mittwoch	o	PROPN	DET
mittwoch	mércores	mittwoch	mércores	PROPN	N
mechanisch	mecánica	mechanisch	mecánica	ADJ	N
mechanisch	mecánico	mechanisch	mecánico	ADJ	N
beeindruckt	impresionado	beeindruckt	impresionar	ADJ;V.PTCP	V
far	de	far	de	PROPN	ADP
far	moito	far	moito	PROPN	ADV
far	lonxe	far	lonxe	PROPN	ADV
far	ata	far	ata	PROPN	ADP
ghost	pantasma	ghost	pantasma	PROPN;SG	N
ghost	espírito	ghost	espírito	PROPN;SG	N
unglücklich	vida	unglücklich	vida	ADJ	N
unglücklich	infeliz	unglücklich	infeliz	ADJ	N
liberty	liberdade	liberty	liberdade	PROPN	N
liberty	a	liberty	o	PROPN	DET
liberty	libertade	liberty	libertade	PROPN	N
too	tamén	too	tamén	ADJ	ADV
too	demasiado	too	demasiado	ADJ	ADV
too	moi	too	moi	ADJ	ADV
depression	depresión	depression	depresión	PROPN	N
depression	posparto	depression	posparto	PROPN	N
depression	a	depression	o	PROPN	DET
depression	da	depression	da	PROPN	V
degen	espada	degen	espada		N
arbeitslosigkeit	paro	arbeitslosigkeit	paro	ADJ	N
ira	ira	ira	ir	PROPN;NOM;MASC;SG	N
separat	separado	separat	separado	ADV	N
separat	separar	separat	separar	ADV	V
tischtennis	ao	tischtennis	ao	ADJ	PROPN
tischtennis	tenis	tischtennis	tenis	ADJ	N
geister	pantasma	geist	pantasma		N
geister	espírito	geist	espírito		N
revolutionäre	revolucionario	revolutionär	revolucionario	ADJ;NOM;FEM;PL	N
revolutionäre	revolucionarios	revolutionär	revolucionario	ADJ;NOM;FEM;PL	N
geschriebene	escrito	geschrieben	escrito	ADJ;NOM;FEM;PL	N
geschriebene	escrita	geschrieben	escribir	ADJ;NOM;FEM;PL	V
geschriebene	o	geschrieben	o	ADJ;NOM;FEM;PL	DET
tank	tanque	tank	tanque	PROPN;NOM;SG	N
tank	depósito	tank	depósito	PROPN;NOM;SG	N
krank	enfermo	krank	enfermo	ADJ	N
krank	mal	krank	mal	ADJ	ADV
krank	está	krank	estar	ADJ	V
krank	enferma	krank	enferma	ADJ	N
krank	de	krank	de	ADJ	ADP
krank	enfermou	krank	enfermar	ADJ	V
krank	doente	krank	doente	ADJ	N
krank	enfermo	krank	enfermo	ADJ	N
krank	enfermos	krank	enfermo	ADJ	N
krank	enferma	krank	enferma	ADJ	N
suizid	suicidio	suizid	suicidio		N
suizid	suicidarse	suizid	suicidarse		V
möbel	mobles	möbel	moble		N
vladimir	vladimir	vladimir	vladimir	PROPN;NOM;SG	V
dynamische	dinámica	dynamisch	dinámica	ADJ;NOM;FEM;PL	N
strafrecht	penal	strafrecht	penal	PROPN	ADJ
strafrecht	criminais	strafrecht	criminal	PROPN	N
strafrecht	criminal	strafrecht	criminal	PROPN	ADJ
strafrecht	crime	strafrecht	crime	PROPN	N
mais	millo	mais	millo		N
mais	trigo	mais	trigo		N
liebhaber	amantes	liebhaber	amante	ADJ	N
steinkohle	carbón	steinkohl	carbón		N
hochland	terras	hochland	terra	ADJ	N
riesen	xigantes	riesen	xigante		ADJ
riesen	un	riesen	un		DET
riesen	xigantes	riesen	xigante		ADJ
riesen	xigante	riesen	xigante		ADJ
riesen	dólares	riesen	dólar		N
riesen	10000	riesen	10000		NUM
riesen	mil	riesen	mil		N
beheben	a	beheben	o	V;NFIN	DET
lebenszeit	vida	lebenszeien	vida		N
lebenszeit	esperanza	lebenszeien	esperanza		N
lebenszeit	vida	lebenszeien	vida		N
lebenszeit	lonxevidade	lebenszeien	lonxevidade		N
tyler	tyler	tyler	tyler	PROPN;NOM;MASC;SG	PROPN
markieren	mark	markieren	mark	V;NFIN	PROPN
markieren	marca	markieren	marca	V;NFIN	N
markieren	a	markieren	o	V;NFIN	DET
markieren	marcos	markieren	marco	V;NFIN	N
auffallend	rechamante	auffallend	rechamante	ADJ	ADV
spaltung	dividen	spaltung	dividir	N;FEM;SG	V
obgleich	que	obgleich	que	ADV	PRO
obgleich	non	obgleich	non	ADV	PART
obgleich	pero	obgleich	pero	ADV	CONJ
obgleich	malia	obgleich	malia	ADV	CONJ
gnade	misericordia	gnade	misericordia		N
gnade	piedade	gnade	piedade		N
gnade	misericordioso	gnade	misericordioso		ADJ
sing	cantar	sein	cantar		V
sing	canta	sein	canta		N
sing	cante	sein	cante		N
einblick	percepción	einblick	percepción	PROPN	N
einblick	sobre	einblick	sobre	PROPN	ADP
gelaufen	sen	laufen	sen	V;V.PTCP	ADP
erstaunlich	abraiante	erstaunlich	abraiante	ADJ	ADV
erstaunlich	o	erstaunlich	o	ADJ	DET
erstaunlich	asombroso	erstaunlich	asombroso	ADJ	N
lücken	déficits	lücken	déficit	V;NFIN	N
tendenzen	tendencias	tendenzen	tendencia	V;NFIN	N
stella	stella	stella	stellar	PROPN;NOM;SG	N
schülerinnen	estudantes	schülerin	estudantes	ADJ;PL	N
schülerinnen	os	schülerin	o	ADJ;PL	DET
schülerinnen	alumnos	schülerin	alumno	ADJ;PL	N
schülerinnen	aos	schülerin	aos	ADJ;PL	PROPN
schülerinnen	alumnos	schülerin	alumno	ADJ;PL	N
schülerinnen	alumnado	schülerin	alumnado	ADJ;PL	V
woods	bosque	woods	bosque		N
woods	bosques	woods	bosque		N
woods	árbores	woods	árbor		N
woods	monte	woods	monte		N
ran	marcharon	ran	marchar		V
ran	sen	ran	sen		ADP
bestellte	que	bestellen	que	V;IND;SG;3;PST;FIN	PRO
bestellte	atención	bestellen	atención	V;IND;SG;3;PST;FIN	N
stehend	de	stehend	de	ADJ	ADP
stehend	pé	stehend	pé	ADJ	N
stehend	estar	stehend	estar	ADJ	V
stehend	estaba	stehend	estar	ADJ	V
stehend	parados	stehend	parado	ADJ	N
beschlagnahmt	de	beschlagnahmen	de	V;V.PTCP	ADP
entschlossen	decisivo	entschlossen	decisivo	V;V.PTCP	ADJ
entschlossen	con	entschlossen	con	V;V.PTCP	ADP
angels	os	angels	o	PROPN;NOM;SG	DET
angels	anxos	angels	anxo	PROPN;NOM;SG	N
angels	inferno	angels	inferno	PROPN;NOM;SG	N
radikale	radicais	radikal	radical	ADJ;NOM;FEM;PL	N
radikale	radicais	radikal	radical	ADJ;NOM;FEM;PL	N
beschriftung	etiqueta	Beschriftung	etiqueta	ADJ	N
notizen	notas	notiz	nota	V;NFIN	N
verschlossen	con	verschlossen	con	V;V.PTCP	ADP
deck	cuberta	deck	cubrir		V
rich	ricos	reihen	rico		ADJ
rich	rica	reihen	rico		ADJ
rich	rico	reihen	rico		ADJ
lügen	mentiras	lügen	mentira	V;NFIN	N
lügen	mentira	lügen	mentira	V;NFIN	ADJ
lügen	está	lügen	estar	V;NFIN	V
lügen	mentes	lügen	mente	V;NFIN	N
lügen	páramo	lügen	páramo	V;NFIN	N
lügen	está	lügen	estar	V;NFIN	V
lügen	mentira	lügen	mentira	V;NFIN	ADJ
lügen	mentiras	lügen	mentira	V;NFIN	N
fachleute	profesionais	fachleut	profesional	ADJ;NOM;SG	N
fachleute	expertos	fachleut	experto	ADJ;NOM;SG	N
einmarsch	invasión	einmarsch	invasión		N
hase	coello	haben	coello		N
tägliche	cotiá	täglich	cotián	ADJ;NOM;FEM;PL	N
tägliche	día	täglich	día	ADJ;NOM;FEM;PL	N
tägliche	diariamente	täglich	diariamente	ADJ;NOM;FEM;PL	ADV
tägliche	cotiá	täglich	cotián	ADJ;NOM;FEM;PL	N
tägliche	diario	täglich	diario	ADJ;NOM;FEM;PL	N
gruppierung	de	gruppierung	de	N;NOM;FEM;SG	ADP
