philippe	philippe	philippa	phili	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
dočasné	tilapäiset	dočasný	tilapäinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
dočasné	alustavat	dočasný	alustaa	ADJ;NOM;NEUT;SG	V;PL;3;FIN;ACT
dočasné	väliaikaiset	dočasný	väli#aikainen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
dočasné	alustava	dočasný	alustava	ADJ;NOM;NEUT;SG	V;NOM;SG;V.PTCP;ACT
stúpa	nousu	stúpať	nousu	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;SG
stúpa	nousussa	stúpať	nousu	V;IPFV;IND;SG;3;POS;PRS;FIN	N;IN+ESS;SG
výstupov	tuotokset	výstup	tuotos	N;INAN;GEN;MASC;PL	N;NOM;PL
potraviny	ruokakauppa	potravina	ruoka#kauppa	N;NOM;FEM;PL	N;NOM;SG
potraviny	ruokaa	potravina	ruoka	N;NOM;FEM;PL	N;PRT;SG
potraviny	ruoka	potravina	ruoka	N;NOM;FEM;PL	N;NOM;SG
potraviny	elintarvikkeiden	potravina	elin#tarvike	N;NOM;FEM;PL	N;GEN;PL
potraviny	elintarvikkeita	potravina	elin#tarvike	N;NOM;FEM;PL	N;PRT;PL
očami	silmiä	oko	silmä	N;INS;NEUT;PL	N;PRT;PL
očami	katse	oko	katse	N;INS;NEUT;PL	N;NOM;SG
očami	silmät	oko	silmä	N;INS;NEUT;PL	N;NOM;PL
kategóriu	kategoria	kategória	kategori	N;ACC;FEM;SG	N;NOM;SG
kategóriu	luokan	kategória	luokka	N;ACC;FEM;SG	N;GEN;SG
kategóriu	luokka	kategória	luokka	N;ACC;FEM;SG	N;NOM;SG
spomienky	muistoja	spomienka	muisto	N;NOM;FEM;PL	N;PRT;PL
ťažkosti	vaikeuksia	ťažkosť	vaikeus	N;NOM;FEM;PL	N;PRT;PL
ťažkosti	vaikeus	ťažkosť	vaikeus	N;NOM;FEM;PL	N;NOM;SG
ťažkosti	vaikeuksia	ťažkosť	vaikeus	N;NOM;FEM;PL	N;PRT;PL
edmund	edmund	edmunda	edmund	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
patriaci	kuuluminen	patriaci	kuuluminen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	N;NOM;SG
protest	protestoida	protest	protestoida	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
graham	grahamin	graham	grahami	N;ANIM;NOM;MASC;SG	N;GEN;SG
graham	graham	graham	graham	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
riadené	hallittu	riadený	hallita	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
riadené	onnistui	riadený	onnistua	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
riadené	ohjattu	riadený	ohjata	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
riadené	ohjannut	riadený	ohjata	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
riadené	ohjattu	riadený	ohjata	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
riadené	valvottu	riadený	valvoa	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
riadené	hallittu	riadený	hallita	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
riadené	hallinnassa	riadený	hallinta	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;IN+ESS;SG
poškodený	vaurioitunut	poškodený	vaurioitua	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
poškodený	vahingoittunut	poškodený	vahingoittua	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
poškodený	korruptoitunut	poškodený	korru#ptoitua	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
poškodený	turmeli	poškodený	turmeli	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
zadný	taka	zadný	taka	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
isto	varmasti	isto	varmasti	PART	ADV
existujúcich	olemassa	existujúci	olla	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	V;IN+ESS;SG;NFIN;ACT
existujúcich	nykyiset	existujúci	nykyinen	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;PL
radosť	iloa	radosť	ilo	N;NOM;FEM;SG	N;PRT;SG
radosť	ilon	radosť	ilo	N;NOM;FEM;SG	N;GEN;SG
radosť	mielihyvää	radosť	mieli#hyvä	N;NOM;FEM;SG	N;PRT;SG
elektróny	elektroneja	elektrón	elektroni	N;INAN;NOM;MASC;PL	N;PRT;PL
prepojené	yhdistetty	prepojený	yhdistää	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
prepojené	yhteydessä	prepojený	yhteys	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;IN+ESS;SG
hus	goose	hus	goose	N;NOM;FEM;SG	PROPN;NOM;SG
facebook	facebookissa	facebook	facebook	N;INAN;NOM;MASC;SG	PROPN;IN+ESS;SG
facebook	facebookin	facebook	facebook	N;INAN;NOM;MASC;SG	PROPN;GEN;SG
facebook	facebook	facebook	facebook	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
facebook	facebookiin	facebook	facebook	N;INAN;NOM;MASC;SG	PROPN;IN+ALL;SG
štandardná	oletus	štandardný	oletus	ADJ;NOM;FEM;SG	N;NOM;SG
správna	korjaa	správny	korjata	ADJ;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
správna	oikein	správny	oikein	ADJ;NOM;FEM;SG	ADV
sála	halliin	sála	halli	N;NOM;FEM;SG	N;IN+ALL;SG
sála	hall	sála	hall	N;NOM;FEM;SG	
odkazuje	viitattiin	odkazovať	viitata	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PST;FIN;PASS
deja	deja	diať	deja	N;GEN;FEM;SG	N;NOM;SG
auta	auto	auto	auto	N;NOM;NEUT;PL	N;NOM;SG
auta	autoa	auto	auto	N;NOM;NEUT;PL	N;PRT;SG
auta	auton	auto	auto	N;NOM;NEUT;PL	N;GEN;SG
auta	autolla	auto	auto	N;NOM;NEUT;PL	N;AT+ESS
;SG
krk	kaulan	krk	kaula	N;INAN;NOM;MASC;SG	N;GEN;SG
krk	niskan	krk	niska	N;INAN;NOM;MASC;SG	N;GEN;SG
prach	pölyä	prach	pöly	N;INAN;NOM;MASC;SG	N;PRT;SG
prach	pölyn	prach	pöly	N;INAN;NOM;MASC;SG	N;GEN;SG
nadácia	säätiön	nadácia	säätiö	N;NOM;FEM;SG	N;GEN;SG
colin	collin	colin	coll	PROPN;ANIM;NOM;MASC;SG	
colin	colin	colin	colin	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
pocity	tunteita	pocit	tunne	N;INAN;NOM;MASC;PL	N;PRT;PL
pocity	tunteisiin	pocit	tunne	N;INAN;NOM;MASC;PL	N;IN+ALL;PL
werner	werner	werner	werner	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
ľahký	valoa	ľahký	valo	ADJ;INAN;NOM;MASC;SG	N;PRT;SG
ľahký	valo	ľahký	valo	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
ľahký	light	ľahký	light	ADJ;INAN;NOM;MASC;SG	
salzburg	salzburgin	salzburg	salzburg	N;NOM;FEM;SG	N;GEN;SG
africké	afrikkalaiset	africký	afrikka#lainen	ADJ;NOM;NEUT;SG	N;NOM;PL
africké	afrikka	africký	afrikka	ADJ;NOM;NEUT;SG	N;NOM;SG
africké	afrikan	africký	afrikka	ADJ;NOM;NEUT;SG	N;GEN;SG
vrtuľník	helikopterit	vrtuľník	helikopteri	N;INAN;NOM;MASC;SG	N;NOM;PL
vrtuľník	helikopteria	vrtuľník	helikopteri	N;INAN;NOM;MASC;SG	N;PRT;SG
dcér	tyttäret	dcér	tytär	N;GEN;FEM;PL	N;NOM;PL
zložité	hankalaa	zložitý	hankala	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
zložité	monimutkaista	zložitý	monimutkainen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
zložité	monimutkaiset	zložitý	monimutkainen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
zložité	monimutkaista	zložitý	monimutkainen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
zložité	monimutkaiset	zložitý	monimutkainen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
zložité	vaikeaa	zložitý	vaikea	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
zložité	vaikeat	zložitý	vaikea	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
zložité	hankalaa	zložitý	hankala	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
existujúce	olemassa	existujúci	olla	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	V;IN+ESS;SG;NFIN;ACT
existujúce	nykyiset	existujúci	nykyinen	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;NOM;PL
ťažšie	painavampi	ťažký	painava	ADV;CMPR	ADJ;NOM;CMPR;SG
zaujímavý	mielenkiintoista	zaujímavý	mielenkiintoinen	ADJ;ANIM;NOM;MASC;SG	ADJ;PRT;SG
zaujímavý	kiinnostavaa	zaujímavý	kiinnostava	ADJ;ANIM;NOM;MASC;SG	ADJ;PRT;SG
odborníci	ammattilaisille	odborník	ammattilainen	N;ANIM;NOM;MASC;PL	N;AT+ALL;PL
odborníci	ammattilaisia	odborník	ammattilainen	N;ANIM;NOM;MASC;PL	N;PRT;PL
odborníci	asiantuntijoiden	odborník	asian#tuntija	N;ANIM;NOM;MASC;PL	N;GEN;PL
oceľ	steel	oceľ	steel	N;NOM;FEM;SG	
oceľ	terästä	oceľ	teräs	N;NOM;FEM;SG	N;PRT;SG
oceľ	teräksen	oceľ	teräs	N;NOM;FEM;SG	N;GEN;SG
skúmanie	tutkimassa	skúmanie	tutkia	N;NOM;NEUT;SG	V;IN+ESS;SG;NFIN;ACT
vták	linnun	vták	lintu	N;ANIM;NOM;MASC;SG	N;GEN;SG
vták	bird	vták	bird	N;ANIM;NOM;MASC;SG	
roberto	roberto	roberto	roberto	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
jedince	yksilöitä	jedinec	yksilö	N;INAN;NOM;MASC;PL	N;PRT;PL
jedince	yksilöiden	jedinec	yksilö	N;INAN;NOM;MASC;PL	N;GEN;PL
brusel	brysselin	brusel	brysseli	N;INAN;NOM;MASC;SG	N;GEN;SG
brusel	brysselissä	brusel	brysseli	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
predsedníctva	puheenjohtajuus	predsedníctvo	puheen#johtajuus	N;NOM;NEUT;PL	N;NOM;SG
čiernych	mustat	čierny	musta	ADJ;GEN;MASC;PL	ADJ;NOM;PL
čiernych	mustia	čierny	musta	ADJ;GEN;MASC;PL	ADJ;PRT;PL
významnosť	merkityksen	významnosť	merkitys	N;NOM;FEM;SG	N;GEN;SG
významnosť	merkitystä	významnosť	merkitys	N;NOM;FEM;SG	N;PRT;SG
významnosť	merkitystä	významnosť	merkitys	N;NOM;FEM;SG	N;PRT;SG
významnosť	merkityksellinen	významnosť	merkityksellinen	N;NOM;FEM;SG	ADJ;NOM;SG
reťazec	narua	reťazec	naru	N;INAN;NOM;MASC;SG	N;PRT;SG
reťazec	ketjun	reťazec	ketju	N;INAN;NOM;MASC;SG	N;GEN;SG
reťazec	ketjut	reťazec	ketju	N;INAN;NOM;MASC;SG	N;NOM;PL
reťazec	ketjussa	reťazec	ketju	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
zomreli	kuolin	zomrieť	kuolla	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
zomreli	kuoli	zomrieť	kuolla	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
sľub	lupaa	sľub	lupa	N;INAN;NOM;MASC;SG	N;PRT;SG
sľub	luvata	sľub	luvata	N;INAN;NOM;MASC;SG	V;SG;FIN;ACT
vhodná	asianmukaiset	vhodný	asian#mukainen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
vhodná	sopivaa	vhodný	sopiva	ADJ;NOM;FEM;SG	ADJ;PRT;SG
vhodná	sopivan	vhodný	sopia	ADJ;NOM;FEM;SG	V;GEN;SG;V.PTCP;ACT
vhodná	sopivat	vhodný	sopiva	ADJ;NOM;FEM;SG	ADJ;NOM;PL
vhodná	soveltuva	vhodný	soveltua	ADJ;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
ghz	ghz	ghz	ghz		N;NOM;SG
apr	huhtikuu	apr	huhtikuu	INTJ	N;NOM;SG
apr	huhtikuuta	apr	huhtikuu	INTJ	N;PRT;SG
apr	huhti	apr	huhti	INTJ	N;NOM;SG
khl	khl	khl	khl		PROPN;NOM;SG
niesť	kantaa	niesť	kanta	V;IPFV;POS;NFIN	N;PRT;SG
výrobcov	tuottajia	výrobec	tuottaja	N;INAN;GEN;MASC;PL	N;PRT;PL
výrobcov	valmistajat	výrobec	valmistaja	N;INAN;GEN;MASC;PL	N;NOM;PL
výrobcov	tuottajat	výrobec	tuottaja	N;INAN;GEN;MASC;PL	N;NOM;PL
výrobcov	valmistajat	výrobec	valmistaja	N;INAN;GEN;MASC;PL	N;NOM;PL
kompletný	täydelliset	kompletný	täydellinen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;PL
kompletný	täytetään	kompletný	täyttää	ADJ;INAN;NOM;MASC;SG	V;IND;PRS;FIN;PASS
životnosť	elinikäinen	životnosť	elin#ikäinen	N;NOM;FEM;SG	ADJ;NOM;SG
životnosť	eliniän	životnosť	elin#ikä	N;NOM;FEM;SG	N;GEN;SG
životnosť	kestävyyttä	životnosť	kestävyys	N;NOM;FEM;SG	N;PRT;SG
životnosť	kestävyyden	životnosť	kestävyys	N;NOM;FEM;SG	N;GEN;SG
jun	jun	jun	juno		PROPN;NOM;SG
jun	yun	jun	yun		N;NOM;SG
elektronický	sähköiset	elektronický	sähköinen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;PL
elektronický	sähköisen	elektronický	sähköinen	ADJ;INAN;NOM;MASC;SG	ADJ;GEN;SG
elektronický	elektroniset	elektronický	elektroninen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;PL
vodič	kuljettajan	vodič	kuljettaja	N;ANIM;NOM;MASC;SG	N;GEN;SG
newton	newton	newton	newto	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
desaťročí	vuosikymmeniä	desaťročie	vuosikymmen	N;NOM;NEUT;SG	N;PRT;PL
desaťročí	vuosikymmenten	desaťročie	vuosi#kymmen	N;NOM;NEUT;SG	N;GEN;PL
desaťročí	vuosikymmenien	desaťročie	vuosikymmen	N;NOM;NEUT;SG	N;GEN;PL
desaťročí	vuosikymmenen	desaťročie	vuosi#kymmen	N;NOM;NEUT;SG	N;GEN;SG
desaťročí	vuosikymmenellä	desaťročie	vuosi#kymmenen	N;NOM;NEUT;SG	N;AT+ESS
;SG
galileo	galileo	galileo	galileo	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
galileo	galileon	galileo	galile	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
obmedzený	rajoitetut	obmedzený	rajoittaa	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
obmedzený	rajoitettu	obmedzený	rajoittaa	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
obmedzený	rajattu	obmedzený	rajata	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
obmedzený	limited	obmedzený	limited	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	
obmedzený	rajattu	obmedzený	rajata	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
obmedzený	rajoitettu	obmedzený	rajoittaa	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
zvláštny	outoa	zvláštny	outo	ADJ;ANIM;NOM;MASC;SG	ADJ;PRT;SG
zvláštny	outoa	zvláštny	outo	ADJ;ANIM;NOM;MASC;SG	ADJ;PRT;SG
palace	palace	palac	palace	N;INAN;NOM;MASC;SG	
rytmus	hakata	rytmus	hakata	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
rytmus	hakkaa	rytmus	hakata	N;INAN;NOM;MASC;SG	V;IMP;SG;2;PRS;FIN;ACT
rytmus	rytmiä	rytmus	rytmi	N;INAN;NOM;MASC;SG	N;PRT;SG
duo	duo	duo	duoda	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
kresťanský	kristityt	kresťanský	kristityt	ADJ;ANIM;NOM;MASC;SG	N;NOM;PL
kresťanský	christian	kresťanský	christian	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
kresťanský	kristian	kresťanský	kristian	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
mäsa	liha	mäso	liha	N;NOM;NEUT;PL	N;NOM;SG
mäsa	lihaa	mäso	liha	N;NOM;NEUT;PL	N;PRT;SG
henrik	henrik	henrik	henrik	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
bach	bach	bach	bach	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
slávu	mainetta	sláva	maine	N;ACC;FEM;SG	N;PRT;SG
slávu	maine	sláva	maine	N;ACC;FEM;SG	N;NOM;SG
slávu	kuuluisuus	sláva	kuuluisuus	N;ACC;FEM;SG	N;NOM;SG
slávu	kunniaa	sláva	kunnia	N;ACC;FEM;SG	N;PRT;SG
slávu	kunnia	sláva	kunnia	N;ACC;FEM;SG	N;NOM;SG
theodor	theodor	theodor	theodor	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
využívanie	hyväksikäyttöä	využívanie	hyväksi#käyttö	N;NOM;NEUT;SG	N;PRT;SG
využívanie	hyödyntämistä	využívanie	hyödyntäminen	N;NOM;NEUT;SG	N;PRT;SG
kôra	haukkua	kôra	haukku	N;NOM;FEM;SG	V;SG;NFIN;ACT
kôra	hauku	kôra	hauku	N;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
kôra	kuoria	kôra	kuora	N;NOM;FEM;SG	V;SG;NFIN;ACT
náročné	haastavaa	náročný	haastava	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
náročné	haastaa	náročný	haastaa	ADJ;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
náročné	vaikeaa	náročný	vaikea	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
náročné	vaikeat	náročný	vaikea	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
náročné	hankalaa	náročný	hankala	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
fakty	faktaa	fakt	fakta	N;INAN;NOM;MASC;PL	N;PRT;SG
fakty	faktoja	fakt	fakta	N;INAN;NOM;MASC;PL	N;PRT;PL
costa	costa	costa	costa	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG
darwin	darwin	darwin	darwin	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
uzavreté	ohessa	uzavretý	ohessa	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
uzavreté	kiinni	uzavretý	kiinni	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
uzavreté	suljettu	uzavretý	sulkea	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
rozhovory	keskusteluja	rozhovor	keskustelu	N;INAN;NOM;MASC;PL	N;PRT;PL
rozhovory	haastatteluja	rozhovor	haastattelu	N;INAN;NOM;MASC;PL	N;PRT;PL
rozhovory	puhuu	rozhovor	puhua	N;INAN;NOM;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
tlači	lehdistö	tlač	lehdistö	N;DAT;FEM;SG	N;NOM;SG
tlači	paina	tlač	painaa	N;DAT;FEM;SG	V;IMP;SG;2;FIN;ACT
liečbu	kohdella	liečba	kohdella	N;ACC;FEM;SG	V;SG;NFIN;ACT
liečbu	herkku	liečba	herkku	N;ACC;FEM;SG	N;NOM;SG
zabili	tapettu	zabiť	tapata	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
zabili	tappanut	zabiť	tappaa	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
zabili	tappoi	zabiť	tappaa	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gréckom	kreikka	grécko	kreikka	ADJ;ESS;NEUT;SG	N;NOM;SG
gréckom	kreikkalainen	grécko	kreikkalainen	ADJ;ESS;NEUT;SG	ADJ;NOM;SG
gréckom	kreikkaa	grécko	kreikka	ADJ;ESS;NEUT;SG	N;PRT;SG
gréckom	kreikan	grécko	kreikka	ADJ;ESS;NEUT;SG	PROPN;GEN;SG
gréckom	kreikkalaiset	grécko	kreikka#lainen	ADJ;ESS;NEUT;SG	N;NOM;PL
osudu	kohtalo	osud	kohtalo	N;INAN;GEN;MASC;SG	N;NOM;SG
osudu	kohtaloa	osud	kohtalo	N;INAN;GEN;MASC;SG	N;PRT;SG
štýly	styles	štýl	styles	N;INAN;NOM;MASC;PL	
hlboký	syvälle	hlboký	syvä	N;INAN;NOM;MASC;SG	ADJ;AT+ALL;SG
hlboký	syvällä	hlboký	syvä	N;INAN;NOM;MASC;SG	ADJ;AT+ESS
;SG
hlboký	syvä	hlboký	syvä	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
hlboký	syvät	hlboký	syvä	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
hlboký	deep	hlboký	deep	N;INAN;NOM;MASC;SG	
hlboký	syvällistä	hlboký	syvällinen	N;INAN;NOM;MASC;SG	ADJ;PRT;SG
využívaná	hyödynnetty	využívaný	hyödyntää	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
zaujíma	kiinnostuneita	zaujímať	kiinnostua	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PRT;PL;V.PTCP;ACT
zaujíma	kiinnostuneet	zaujímať	kiinnostua	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NOM;PL;V.PTCP;ACT
viaže	sidotut	viazať	sidottu	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;PL
cape	cape	cape	cape	N;NOM;MASC;SG	
cape	kap	cape	kap	N;NOM;MASC;SG	N;GEN;SG
rekreačné	virkistys	rekreačný	virkistys	ADJ;NOM;NEUT;SG	N;NOM;SG
vyrobená	tuotetut	vyrobený	tuotettu	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
vyrobená	tuotettu	vyrobený	tuottaa	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
vyrobená	tuottanut	vyrobený	tuottaa	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
vyrobená	valmistettu	vyrobený	valmistaa	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
vyrobená	valmistetut	vyrobený	valmistaa	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
vyrobená	tehdyt	vyrobený	tehdä	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
vyrobená	tehty	vyrobený	tehdä	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
vyrobená	valmistettu	vyrobený	valmistaa	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
vyrobená	made	vyrobený	made	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	
kalendára	kalenteri	kalendár	kalenteri	N;INAN;GEN;MASC;SG	N;NOM;SG
kalendára	kalenteriin	kalendár	kalenteri	N;INAN;GEN;MASC;SG	N;IN+ALL;SG
flotily	laivaston	flotil	laivasto	N;NOM;FEM;PL	N;GEN;SG
flotily	laivue	flotil	laivue	N;NOM;FEM;PL	N;NOM;SG
flotily	kalusto	flotil	kalusto	N;NOM;FEM;PL	N;NOM;SG
flotily	laivasto	flotil	laivasto	N;NOM;FEM;PL	N;NOM;SG
flotily	laivastojen	flotil	laivasto	N;NOM;FEM;PL	N;GEN;PL
menším	pienempiä	malý	pieni	ADJ;INS;CMPR;NEUT;SG	ADJ;PRT;CMPR;PL
menším	pienemmän	malý	pieni	ADJ;INS;CMPR;NEUT;SG	ADJ;GEN;CMPR;SG
menším	pienemmät	malý	pieni	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;PL
menším	pienempi	malý	pieni	ADJ;INS;CMPR;NEUT;SG	ADJ;NOM;CMPR;SG
búrka	myrskyn	búrka	myrsky	N;NOM;FEM;SG	N;GEN;SG
búrka	myrskyä	búrka	myrsky	N;NOM;FEM;SG	N;PRT;SG
búrka	storm	búrka	storm	N;NOM;FEM;SG	
guillaume	guillaume	guillauť	guillaume	N;ANIM;NOM;MASC;SG	N;AT+ESS
;PL
keith	keith	keith	keith	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
spáchal	sitoutuneet	spáchať	sitoutua	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
spáchal	sidotut	spáchať	sidottu	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	N;NOM;PL
pablo	pablo	pabnúť	pablo	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
slonoviny	norsunluuta	slonovina	norsun#luuta	N;NOM;FEM;PL	N;PRT;SG
tvrdý	kovaa	tvrdý	kova	ADJ;ANIM;NOM;MASC;SG	ADJ;PRT;SG
tvrdý	rankkaa	tvrdý	rankka	ADJ;ANIM;NOM;MASC;SG	ADJ;PRT;SG
súrodencov	sisarukset	súrodenec	sisarus	N;ANIM;ACC;MASC;PL	N;NOM;PL
súrodencov	sisaruksia	súrodenec	sisarus	N;ANIM;ACC;MASC;PL	N;PRT;PL
presvedčený	uskoa	presvedčený	uskoa	ADJ;ANIM;NOM;MASC;SG	V;SG;NFIN;ACT
presvedčený	uskoo	presvedčený	uskoa	ADJ;ANIM;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
presvedčený	usko	presvedčený	uskoa	ADJ;ANIM;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
presvedčený	vakuuttunut	presvedčený	vakuuttua	ADJ;ANIM;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
zranenie	vahinkoa	zranenie	vahinko	N;NOM;NEUT;SG	N;PRT;SG
zranenie	vammat	zranenie	vamma	N;NOM;NEUT;SG	N;NOM;PL
zranenie	haavaa	zranenie	haava	N;NOM;NEUT;SG	N;PRT;SG
zranenie	haavan	zranenie	haava	N;NOM;NEUT;SG	N;GEN;SG
hitlera	hitlerin	hitler	hitleri	N;ANIM;ACC;MASC;SG	N;GEN;SG
