категория	kategori	категория	kategori	N;INAN;NOM;FEM;SG	
четвёртый	dördüncü	четвёртый	dördüncü	ADJ;NOM;MASC;SG	
олимпийский	olimpiyat	олимпийский	olimpiyat	ADJ;NOM;MASC;SG	N;NOM;SG;3
олимпийский	olimpik	олимпийский	ol	ADJ;NOM;MASC;SG	N;NOM;SG;3
координаты	koordinat	координата	koordinat	N;INAN;NOM;FEM;PL	N;NOM;SG;3
заключения	sonuçlara	заключение	sonuç	N;INAN;NOM;NEUT;PL	N;DAT;PL;3
листья	yaprak	лист	yaprak	N;INAN;NOM;MASC;PL	
выиграла	kazanılan	выиграть	kazan	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
выиграла	won	выиграть	won	V;PFV;FEM;IND;SG;PST;FIN;ACT	
изучение	çalışmak	изучение	çalış	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
изучение	çalış	изучение	çalış	N;INAN;NOM;NEUT;SG	
изучение	çalışma	изучение	çalış	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
служить	hizmet	служить	hizmet	V;IPFV;NFIN;ACT	N;NOM;SG;3
температуры	sıcaklık	температура	sıcaklık	N;INAN;NOM;FEM;PL	N;NOM;SG;3
температуры	isı	температура	isı	N;INAN;NOM;FEM;PL	
температуры	sıcaklığı	температура	sıcaklık	N;INAN;NOM;FEM;PL	N;ACC;SG;3
температуры	sıcaklık	температура	sıcaklık	N;INAN;NOM;FEM;PL	N;NOM;SG;3
цикла	döngüsü	цикл	döngü	N;INAN;GEN;MASC;SG	N;NOM;SG;3
цикла	döngü	цикл	döngü	N;INAN;GEN;MASC;SG	
критик	eleştiri	критик	eleştiri	N;INAN;NOM;MASC;SG	
критик	eleştirmen	критик	eleştir	N;INAN;NOM;MASC;SG	
критик	eleştirmeni	критик	eleştir	N;INAN;NOM;MASC;SG	V;PFV;ACC;IND;POS;PRS;V.MSDR
чикаго	şikago	чикий	şikago	N;INAN;NOM;MASC;SG	
чикаго	chicago	чикий	chicago	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
гражданин	yurttaş	гражданин	yurttaş	N;ANIM;NOM;MASC;SG	
гражданин	vatandaş	гражданин	vatandaş	N;ANIM;NOM;MASC;SG	
историческая	tarihi	исторический	tarih	ADJ;NOM;FEM;SG	
историческая	tarihsel	исторический	tarihsel	ADJ;NOM;FEM;SG	
голосование	oylar	голосование	oy	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
голосование	oylama	голосование	oyla	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
голосование	oylama	голосование	oyla	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
нефти	petrol	нефть	petrol	N;INAN;GEN;FEM;SG	
нефти	yağ	нефть	yağ	N;INAN;GEN;FEM;SG	
нефти	yağı	нефть	yağ	N;INAN;GEN;FEM;SG	
нефти	petrol	нефть	petrol	N;INAN;GEN;FEM;SG	
судна	gemi	судно	gemi	N;INAN;NOM;NEUT;PL	
константинович	konstantinovich	константинович	konstantinovich	N;ANIM;NOM;MASC;SG	
клетки	hücreleri	клетка	hücre	N;INAN;NOM;FEM;PL	N;ACC;PL;3
клетки	hücre	клетка	hücre	N;INAN;NOM;FEM;PL	
клетки	kafes	клетка	kafes	N;INAN;NOM;FEM;PL	
значительное	önemli	значительный	önemli	ADJ;NOM;NEUT;SG	
глаз	gözler	глаз	göz	N;INAN;NOM;MASC;SG	N;NOM;PL;3
глаз	gözleri	глаз	göz	N;INAN;NOM;MASC;SG	N;NOM;PL;3
глаз	gözün	глаз	göz	N;INAN;NOM;MASC;SG	N;GEN;SG;3
рынка	pazarı	рынок	pazar	N;INAN;GEN;MASC;SG	N;ACC;SG;3
рынка	pazar	рынок	pazar	N;INAN;GEN;MASC;SG	
рынка	piyasa	рынок	piyas	N;INAN;GEN;MASC;SG	
рынка	market	рынок	market	N;INAN;GEN;MASC;SG	
станций	istasyonlar	станция	istasyon	N;INAN;GEN;FEM;PL	N;NOM;PL;3
станций	istasyonları	станция	ista	N;INAN;GEN;FEM;PL	N;ACC;PL;3
мексики	meksikalı	мексика	meksikalı	N;INAN;NOM;FEM;PL	
мексики	meksika	мексика	meksika	N;INAN;NOM;FEM;PL	PROPN;NOM;SG;3
мексики	meksika	мексика	meksika	N;INAN;NOM;FEM;PL	PROPN;NOM;SG;3
граница	sınırlama	граница	sınırla	N;INAN;NOM;FEM;SG	
граница	sınır	граница	sınır	N;INAN;NOM;FEM;SG	
граница	sınır	граница	sınır	N;INAN;NOM;FEM;SG	
продолжение	devamı	продолжение	devam	N;INAN;NOM;NEUT;SG	
утверждает	onaylıyor	утверждать	onayla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
утверждает	onaylar	утверждать	onay	V;IPFV;IND;SG;3;PRS;FIN;ACT	
сила	kuvvet	сила	kuvvet	N;INAN;NOM;FEM;SG	
сила	güç	сила	güç	N;INAN;NOM;FEM;SG	
сила	zorla	сила	zor	N;INAN;NOM;FEM;SG	
сила	force	сила	force	N;INAN;NOM;FEM;SG	
сила	kuvvet	сила	kuvvet	N;INAN;NOM;FEM;SG	
сила	güç	сила	güç	N;INAN;NOM;FEM;SG	
сила	power	сила	power	N;INAN;NOM;FEM;SG	
сила	güç	сила	güç	N;INAN;NOM;FEM;SG	
учитель	öğretmen	учитель	öğretmen	N;ANIM;NOM;MASC;SG	
учитель	hoca	учитель	hoca	N;ANIM;NOM;MASC;SG	
длину	boyu	длина	boy	N;INAN;ACC;FEM;SG	N;NOM;SG;3
длину	uzunlukta	длина	uzunluk	N;INAN;ACC;FEM;SG	N;ESS;SG;3
длину	uzunluk	длина	uzunluk	N;INAN;ACC;FEM;SG	N;NOM;SG;3
гэс	dam	гэс	dam	N;INAN;NOM;FEM;SG	
гэс	baraj	гэс	baraj	N;INAN;NOM;FEM;SG	
философ	filozof	философ	filozof	N;ANIM;NOM;MASC;SG	
вариантов	seçenekler	вариант	seçenek	N;INAN;GEN;MASC;PL	N;NOM;PL;3
вариантов	seçenekleri	вариант	seçenek	N;INAN;GEN;MASC;PL	N;NOM;PL;3
вариантов	seçenek	вариант	seçenek	N;INAN;GEN;MASC;PL	
лист	yaprak	лист	yaprak	N;INAN;NOM;MASC;SG	
лист	levha	лист	levha	N;INAN;NOM;MASC;SG	
лист	çarşaf	лист	çarşaf	N;INAN;NOM;MASC;SG	
лист	yaprak	лист	yaprak	N;INAN;NOM;MASC;SG	
учеников	havariler	ученик	havari	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
воинов	savaşçılar	воин	savaşçı	N;ANIM;GEN;MASC;PL	N;NOM;PL;3
воинов	savaşçı	воин	savaşçı	N;ANIM;GEN;MASC;PL	
мелкие	ufak	мелкий	ufak	ADJ;NOM;PL	
мелкие	kucuk	мелкий	kucuk	ADJ;NOM;PL	
ноябрь	kasım	ноябрь	kasım	N;INAN;NOM;MASC;SG	
ноябрь	kasım	ноябрь	kasım	N;INAN;NOM;MASC;SG	
установка	yükleme	установка	yükle	N;INAN;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
установка	montaj	установка	montaj	N;INAN;NOM;FEM;SG	
установка	yükleyin	установка	yükle	N;INAN;NOM;FEM;SG	V;PFV;IMP;PL;2;POS;PRS
установка	yükle	установка	yükle	N;INAN;NOM;FEM;SG	
установка	yükleme	установка	yükle	N;INAN;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
корея	kore	корея	kore	N;INAN;NOM;FEM;SG	
мужчина	erkek	мужчина	erkek	N;ANIM;NOM;MASC;SG	
мужчина	man	мужчина	man	N;ANIM;NOM;MASC;SG	
мужчина	erkek	мужчина	erkek	N;ANIM;NOM;MASC;SG	
рыбы	balıklar	рыба	balık	N;ANIM;NOM;FEM;PL	ADJ;NOM;PL;3
рыбы	balık	рыба	balık	N;ANIM;NOM;FEM;PL	
рыбы	balık	рыба	balık	N;ANIM;NOM;FEM;PL	
рыбы	balik	рыба	balik	N;ANIM;NOM;FEM;PL	
рыбы	balıklar	рыба	balık	N;ANIM;NOM;FEM;PL	ADJ;NOM;PL;3
филиал	dal	филиал	dal	N;INAN;NOM;MASC;SG	
филиал	dalın	филиал	dal	N;INAN;NOM;MASC;SG	N;GEN;SG;3
филиал	şube	филиал	şube	N;INAN;NOM;MASC;SG	
пьесы	oynuyor	пьеса	oyna	N;INAN;NOM;FEM;PL	V;PROG;IND;SG;3;POS;INFM;PRS
пьесы	çalar	пьеса	çal	N;INAN;NOM;FEM;PL	
официальные	resmî	официальный	resmî	ADJ;NOM;PL	
официальные	official	официальный	official	ADJ;NOM;PL	N;NOM;SG;3
официальные	resmi	официальный	resmi	ADJ;NOM;PL	
личный	şahsi	личный	şahsi	ADJ;NOM;MASC;SG	
личный	kişisel	личный	kişisel	ADJ;NOM;MASC;SG	
обвинения	suçlamalar	обвинение	suçla	N;INAN;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
обвинения	suçlamaları	обвинение	suçla	N;INAN;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
обвинения	suçlamalar	обвинение	suçla	N;INAN;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
обвинения	itham	обвинение	itham	N;INAN;NOM;NEUT;PL	
обвинения	suçlamalar	обвинение	suçla	N;INAN;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
колонии	koloni	колония	koloni	N;INAN;NOM;FEM;PL	
колонии	kolonisi	колония	koloni	N;INAN;NOM;FEM;PL	N;ACC;SG;3
критическая	kritik	критический	kritik	ADJ;NOM;FEM;SG	
критическая	eleştirel	критический	eleştirel	ADJ;NOM;FEM;SG	
средние	medyum	средний	medyu	ADJ;NOM;PL	N;NOM;SG;3
средние	ortam	средний	ortam	ADJ;NOM;PL	
средние	orta	средний	orta	ADJ;NOM;PL	
оркестр	orkestra	оркестр	orkestra	N;INAN;NOM;MASC;SG	
увидел	testere	видеть	testere	V;PFV;MASC;IND;SG;PST;FIN;ACT	
окончание	bitirmek	окончание	bitir	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
окончание	bitiş	окончание	bitiş	N;INAN;NOM;NEUT;SG	
мысль	düşünce	мысль	düşünce	N;INAN;NOM;FEM;SG	
руб	ov	рубль	ov	N;INAN;GEN;MASC;PL	
руб	rube	рубль	rube	N;INAN;GEN;MASC;PL	
медицины	ilaçlar	медицина	ilaç	N;INAN;GEN;FEM;SG	N;NOM;PL;3
медицины	tıp	медицина	tıp	N;INAN;GEN;FEM;SG	
медицины	ilaç	медицина	ilaç	N;INAN;GEN;FEM;SG	
форум	forum	форум	forum	N;INAN;NOM;MASC;SG	
современная	modern	современный	modern	ADJ;NOM;FEM;SG	
современная	çağdaş	современный	çağdaş	ADJ;NOM;FEM;SG	
современная	çağdaş	современный	çağdaş	ADJ;NOM;FEM;SG	
судно	gemi	судно	gemi	N;INAN;NOM;NEUT;SG	
судно	gemi	судно	gemi	N;INAN;NOM;NEUT;SG	
залива	körfez	залив	körfez	N;INAN;GEN;MASC;SG	
зелёный	yeşile	зелёный	yeşil	ADJ;NOM;MASC;SG	
зелёный	yeşillik	зелёный	yeşillik	ADJ;NOM;MASC;SG	N;NOM;SG;3
зелёный	green	зелёный	gre	ADJ;NOM;MASC;SG	
зелёный	yeşili	зелёный	yeşil	ADJ;NOM;MASC;SG	ADJ;ACC;SG;3
ближе	yakına	близкий	yakın	ADJ;CMPR	
ближе	yakın	близкий	yakın	ADJ;CMPR	
путешествие	seyahatte	путешествие	seyahat	N;INAN;NOM;NEUT;SG	N;ESS;SG;3
путешествие	gezi	путешествие	gez	N;INAN;NOM;NEUT;SG	
путешествие	trip	путешествие	trip	N;INAN;NOM;NEUT;SG	
обработки	işlenmesi	обработка	işle	N;INAN;GEN;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
обработки	işleme	обработка	işle	N;INAN;GEN;FEM;SG	
обработки	işlem	обработка	işlem	N;INAN;GEN;FEM;SG	
обработки	işlenmiş	обработка	işle	N;INAN;GEN;FEM;SG	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
окончила	mezun	окончить	mezun	V;PFV;FEM;IND;SG;PST;FIN;ACT	
пользователей	kullanıcı	пользователь	kullanıcı	N;ANIM;GEN;MASC;PL	N;NOM;SG;3
пользователей	kullanıcıları	пользователь	kullanıcı	N;ANIM;GEN;MASC;PL	N;ACC;PL;3
пользователей	kullanıcılar	пользователь	kullanıcı	N;ANIM;GEN;MASC;PL	N;NOM;PL;3
виктория	viktoria	виктория	viktoria	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG;3
виктория	victoria	виктория	victor	N;ANIM;NOM;FEM;SG	
эпизодов	bölümleri	эпизод	bölüm	N;INAN;GEN;MASC;PL	N;ACC;PL;3
эпизодов	bölümler	эпизод	bölüm	N;INAN;GEN;MASC;PL	N;NOM;PL;3
обращение	muamele	обращение	muamele	N;INAN;NOM;NEUT;SG	
границу	sınır	граница	sınır	N;INAN;ACC;FEM;SG	
практика	antrenman	практика	antrenman	N;INAN;NOM;FEM;SG	
практика	pratik	практика	pratik	N;INAN;NOM;FEM;SG	
практика	alıştırma	практика	alış	N;INAN;NOM;FEM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
практика	uygulamaları	практика	uygulama	N;INAN;NOM;FEM;SG	N;NOM;PL;3
надежда	nadezhda	надежда	nadezha	N;INAN;NOM;FEM;SG	
надежда	umutlu	надежда	umutlu	N;INAN;NOM;FEM;SG	ADJ
надежда	umut	надежда	umut	N;INAN;NOM;FEM;SG	
надежда	hope	надежда	hope	N;INAN;NOM;FEM;SG	
надежда	ümit	надежда	ümit	N;INAN;NOM;FEM;SG	
изменить	edit	изменить	edit	V;PFV;NFIN;ACT	
изменить	düzenle	изменить	düzen	V;PFV;NFIN;ACT	N;INS;SG;3
изменить	modifiye	изменить	modif	V;PFV;NFIN;ACT	N;DAT;SG;3
изменить	düzenle	изменить	düzen	V;PFV;NFIN;ACT	N;INS;SG;3
изменить	değiştir	изменить	değiş	V;PFV;NFIN;ACT	
изменить	değişim	изменить	değişim	V;PFV;NFIN;ACT	
изменить	değiştir	изменить	değiş	V;PFV;NFIN;ACT	
изменить	değişiklik	изменить	değişiklik	V;PFV;NFIN;ACT	N;NOM;SG;3
изменить	değiştirme	изменить	değiş	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;NEG;PRS;CAUS
вадим	vadim	вадим	vadim	N;ANIM;NOM;MASC;SG	
скульптор	heykeltıraş	скульптор	heykeltıraş	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;3;POS;CAUS
психологии	psikoloji	психология	psikoloji	N;INAN;NOM;FEM;SG	
половина	yarı	половина	yarı	N;INAN;NOM;FEM;SG	
половина	yarısı	половина	yarı	N;INAN;NOM;FEM;SG	ADJ;NOM;SG;3
половина	yarim	половина	yarim	N;INAN;NOM;FEM;SG	
половина	yarım	половина	yarım	N;INAN;NOM;FEM;SG	
роберта	roberta	роберт	roberta	N;ANIM;ACC;MASC;SG	
реакция	tepki	реакция	tepki	N;INAN;NOM;FEM;SG	
реакция	reaksiyon	реакция	reaksiyon	N;INAN;NOM;FEM;SG	
реакция	yanıt	реакция	yanıt	N;INAN;NOM;FEM;SG	
реакция	ifadeler	реакция	ifade	N;INAN;NOM;FEM;SG	N;NOM;PL;3
реакция	tepkiler	реакция	tepki	N;INAN;NOM;FEM;SG	N;NOM;PL;3
остатки	kalıntı	остатки	kalıntı	N;INAN;NOM;MASC;PL	
остатки	artıkları	остатки	artık	N;INAN;NOM;MASC;PL	N;ACC;PL;3
остатки	artıkları	остатки	artık	N;INAN;NOM;MASC;PL	N;ACC;PL;3
медалей	madalya	медаль	madalya	N;INAN;GEN;FEM;PL	N;NOM;SG;3
доска	karatahta	доска	karatah	N;INAN;NOM;FEM;SG	N;ESS;SG;3
доска	kurulu	доска	kurulu	N;INAN;NOM;FEM;SG	
доска	kurul	доска	kurul	N;INAN;NOM;FEM;SG	
доска	tahta	доска	tahta	N;INAN;NOM;FEM;SG	
личного	şahsi	личный	şahsi	ADJ;GEN;MASC;SG	
личного	kişisel	личный	kişisel	ADJ;GEN;MASC;SG	
борисович	borisovich	борисович	borisovich	N;ANIM;NOM;MASC;SG	
горького	gorky	горький	gorky	ADJ;GEN;MASC;SG	
здравоохранения	sağlıkla	здравоохранение	sağlık	N;INAN;NOM;NEUT;SG	N;INS;SG;3
здравоохранения	saglik	здравоохранение	saglik	N;INAN;NOM;NEUT;SG	
высокие	uzundu	высокий	uzun	ADJ;NOM;PL	V;PFV;IND;SG;3;POS;PST;PASS
родителей	aileler	родитель	aile	N;ANIM;GEN;MASC;PL	N;NOM;PL;3
родителей	ebeveyn	родитель	ebevey	N;ANIM;GEN;MASC;PL	
родителей	ebeveynler	родитель	ebeveyn	N;ANIM;GEN;MASC;PL	N;NOM;PL;3
параметры	seçenek	параметр	seçenek	N;INAN;NOM;MASC;PL	
параметры	parametreleri	параметр	parametre	N;INAN;NOM;MASC;PL	N;ACC;PL;3
параметры	ayarları	параметр	ayar	N;INAN;NOM;MASC;PL	N;ACC;PL;3
мужской	erkek	мужской	erkek	ADJ;NOM;MASC;SG	
мужской	erkeksi	мужской	erkeks	ADJ;NOM;MASC;SG	
судьба	kader	судьба	kader	N;INAN;NOM;FEM;SG	
судьба	destiny	судьба	dest	N;INAN;NOM;FEM;SG	
судьба	kısmet	судьба	kısmet	N;INAN;NOM;FEM;SG	
судьба	kader	судьба	kader	N;INAN;NOM;FEM;SG	
профессия	meslek	профессия	meslek	N;INAN;NOM;FEM;SG	
профессия	işgal	профессия	işgal	N;INAN;NOM;FEM;SG	
профессия	meslek	профессия	meslek	N;INAN;NOM;FEM;SG	
днепр	dnepr	днепр	deppr	N;INAN;NOM;MASC;SG	
днепр	dnipro	днепр	dnipro	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
железнодорожный	demiryolu	железнодорожный	demiryolu	ADJ;NOM;MASC;SG	
железнодорожный	demiryolu	железнодорожный	demiryolu	ADJ;NOM;MASC;SG	
постоянного	devamlı	постоянный	devamlı	ADJ;GEN;MASC;SG	
постоянного	sürekli	постоянный	sürekli	ADJ;GEN;MASC;SG	ADV
глубина	derinliği	глубина	derinlik	N;INAN;NOM;FEM;SG	N;ACC;SG;3
иоганн	johannes	иоганн	johannes	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
иоганн	johann	иоганн	johann	N;ANIM;NOM;MASC;SG	
организовал	ayarlandı	организовывать	ayarla	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
николаевна	nikolayevna	николаевна	nikolayev	N;ANIM;NOM;FEM;SG	N;DAT;SG;3
испытания	test	испытание	test	N;INAN;NOM;NEUT;PL	
испытания	deneme	испытание	deneme	N;INAN;NOM;NEUT;PL	
испытания	sınav	испытание	sınav	N;INAN;NOM;NEUT;PL	N;NOM;SG;3
испытания	denemeler	испытание	dene	N;INAN;NOM;NEUT;PL	
испытания	deneyleri	испытание	deney	N;INAN;NOM;NEUT;PL	N;ACC;PL;3
испытания	test	испытание	test	N;INAN;NOM;NEUT;PL	
испытания	test	испытание	test	N;INAN;NOM;NEUT;PL	
испытания	deneme	испытание	deneme	N;INAN;NOM;NEUT;PL	
вселенной	kainat	вселенная	kainat	N;INAN;NOM;FEM;SG	
вселенной	evren	вселенная	evren	N;INAN;NOM;FEM;SG	
национальные	millî	национальный	millî	ADJ;NOM;PL	
национальные	national	национальный	national	ADJ;NOM;PL	N;DAT;SG;3
национальные	ulusal	национальный	ulusal	ADJ;NOM;PL	
оккупации	işgal	оккупация	işgal	N;INAN;NOM;FEM;PL	
оккупации	mesleği	оккупация	meslek	N;INAN;NOM;FEM;PL	N;NOM;SG;3
оккупации	meslek	оккупация	meslek	N;INAN;NOM;FEM;PL	
восстановления	restorasyon	восстановление	restorasyon	N;INAN;GEN;NEUT;SG	N;NOM;SG;3
восстановления	onarım	восстановление	o	N;INAN;GEN;NEUT;SG	
восстановления	yenileme	восстановление	yenilem	N;INAN;GEN;NEUT;SG	
восстановления	iyileşme	восстановление	iyileş	N;INAN;GEN;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
восстановления	kurtarma	восстановление	kurtarma	N;INAN;GEN;NEUT;SG	
преподаватель	okutman	преподаватель	oku	N;ANIM;NOM;MASC;SG	V;PFV;IND;SG;2;NEG;PRS;CAUS
преподаватель	profesör	преподаватель	profesör	N;ANIM;NOM;MASC;SG	
преподаватель	öğretmen	преподаватель	öğretmen	N;ANIM;NOM;MASC;SG	
преподаватель	hoca	преподаватель	hoca	N;ANIM;NOM;MASC;SG	
одни	yalnız	один	yalnız	DET;NOM;PL	
присоединился	katılmış	присоединиться	kat	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;NFH;IND;SG;3;POS;PST;PASS
присоединился	katıldı	присоединиться	kat	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;IND;SG;3;POS;PST;PASS
присоединился	katıldım	присоединиться	kat	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;IND;SG;1;POS;PST;PASS
присоединился	katılan	присоединиться	kat	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;IND;POS;PRS;V.PTCP;PASS
размеры	boyut	размер	boyut	N;INAN;NOM;MASC;PL	
размеры	boy	размер	boy	N;INAN;NOM;MASC;PL	
размеры	büyüklük	размер	büyüklük	N;INAN;NOM;MASC;PL	N;NOM;SG;3
размеры	beden	размер	beden	N;INAN;NOM;MASC;PL	
размеры	boyu	размер	boy	N;INAN;NOM;MASC;PL	N;NOM;SG;3
размеры	boyutları	размер	boyut	N;INAN;NOM;MASC;PL	N;ACC;PL;3
размеры	bedenleri	размер	beden	N;INAN;NOM;MASC;PL	N;ACC;PL;3
философия	felsefe	философия	felsefe	N;INAN;NOM;FEM;SG	
снг	bdt	снг	bdt	N;INAN;NOM;NEUT;SG	
снг	lpg	снг	lpg	N;INAN;NOM;NEUT;SG	
конкретно	özellikle	конкретно	özellikle	ADV	
стивен	stephen	стивный	stephen	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
стивен	steven	стивный	stev	N;ANIM;NOM;MASC;SG	
лес	orman	лес	orman	N;INAN;NOM;MASC;SG	
лес	woods	лес	woods	N;INAN;NOM;MASC;SG	
лес	les	лес	le	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
лес	leş	лес	leş	N;INAN;NOM;MASC;SG	
лес	orman	лес	orman	N;INAN;NOM;MASC;SG	
видит	görür	видеть	gör	V;IPFV;IND;SG;3;PRS;FIN;ACT	
видит	görüyor	видеть	gör	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
фраза	deyim	фраза	dey	N;INAN;NOM;FEM;SG	
личное	şahsi	личный	şahsi	ADJ;NOM;NEUT;SG	
личное	kişisel	личный	kişisel	ADJ;NOM;NEUT;SG	
личное	özele	личный	özele	ADJ;NOM;NEUT;SG	
личное	er	личный	er	ADJ;NOM;NEUT;SG	
личное	private	личный	privat	ADJ;NOM;NEUT;SG	N;NOM;SG;3
вашингтон	washington	вашингтон	washington	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
кольцо	ring	кольцо	ring	N;INAN;NOM;NEUT;SG	
кольцо	halka	кольцо	halka	N;INAN;NOM;NEUT;SG	
дерево	odun	дерево	odun	N;INAN;NOM;NEUT;SG	
дерево	ağaç	дерево	ağaç	N;INAN;NOM;NEUT;SG	
дерево	tahta	дерево	tahta	N;INAN;NOM;NEUT;SG	
дерево	ağaç	дерево	ağaç	N;INAN;NOM;NEUT;SG	
избежать	kaçış	избегнуть	kaçış	V;PFV;NFIN;ACT	
избежать	kaçıyor	избегнуть	kaç	V;PFV;NFIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
хит	hit	хит	hit	N;INAN;NOM;MASC;SG	
хит	vur	хит	vur	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
хит	heath	хит	heath	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
явления	fenomen	явление	fenomen	N;INAN;NOM;NEUT;PL	
харьков	harkiv	харький	harkiv	N;INAN;NOM;MASC;SG	
харьков	harkov	харький	harkov	N;INAN;NOM;MASC;SG	
улучшения	gelişmeler	улучшение	geliş	N;INAN;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
основание	temel	основание	temel	N;INAN;NOM;NEUT;SG	ADJ
основание	vakfı	основание	vakıf	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
основание	vakıf	основание	vakıf	N;INAN;NOM;NEUT;SG	
основание	üs	основание	üs	N;INAN;NOM;NEUT;SG	
основание	baz	основание	baz	N;INAN;NOM;NEUT;SG	
основание	üssü	основание	üss	N;INAN;NOM;NEUT;SG	
основание	taban	основание	taban	N;INAN;NOM;NEUT;SG	
основание	zemin	основание	zemin	N;INAN;NOM;NEUT;SG	
хана	hana	хан	hana	N;ANIM;ACC;MASC;SG	
съёмки	çekim	съемка	çekim	N;INAN;NOM;FEM;PL	
съёмки	çekim	съемка	çekim	N;INAN;NOM;FEM;PL	
съёмки	atış	съемка	atış	N;INAN;NOM;FEM;PL	
перенаправление	yönlendiriliyor	перенаправление	yönlen	N;INAN;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
прозвище	takma	прозвище	takma	N;INAN;NOM;NEUT;SG	
церемонии	tören	церемония	tör	N;INAN;NOM;FEM;PL	
церемонии	töreni	церемония	tören	N;INAN;NOM;FEM;PL	N;NOM;SG;3
церемонии	törenleri	церемония	tören	N;INAN;NOM;FEM;PL	N;ACC;PL;3
токио	tokyo	токио	tokyo	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG;3
британская	britanya	британский	britanya	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
британская	ingiliz	британский	ingiliz	ADJ;NOM;FEM;SG	
британская	ingilizler	британский	ingiliz	ADJ;NOM;FEM;SG	ADJ;NOM;PL;3
коллекции	koleksiyon	коллекция	koleksiyon	N;INAN;NOM;FEM;PL	
коллекции	koleksiyon	коллекция	koleksiyon	N;INAN;NOM;FEM;PL	
коллекции	toplama	коллекция	toplama	N;INAN;NOM;FEM;PL	
коллекции	koleksiyonu	коллекция	koleksiyonu	N;INAN;NOM;FEM;PL	N;ACC;SG;3
полёт	uçan	полет	uç	N;INAN;NOM;MASC;SG	
полёт	uçuyor	полет	uç	N;INAN;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
полёт	uçmak	полет	uç	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
полёт	uçuş	полет	uçuş	N;INAN;NOM;MASC;SG	
лето	yaza	лето	yaza	N;INAN;NOM;NEUT;SG	
лето	yaz	лето	yaz	N;INAN;NOM;NEUT;SG	
скажем	söyle	сказать	söyle	V;PFV;IND;PL;1;FUT;FIN;ACT	
скажем	de	сказать	de	V;PFV;IND;PL;1;FUT;FIN;ACT	
скажем	söyleyin	сказать	söyle	V;PFV;IND;PL;1;FUT;FIN;ACT	V;PFV;IMP;PL;2;POS;PRS
дизайн	tasarım	дизайн	tas	N;INAN;NOM;MASC;SG	
планы	planları	план	plan	N;INAN;NOM;MASC;PL	N;ACC;PL;3
планы	plan	план	plan	N;INAN;NOM;MASC;PL	
