hän	انها	hän	انها	PRO;NOM;SG;3	
hyötyä	استحقاق	hyöty	اِستِحقَاق	N;PRT;SG	N;NOM;INDF;SG
hyötyä	منفعة	hyöty	منفعة	N;PRT;SG	N;NOM;INDF;SG
philip	فيليب	philip	فِيلِيب	PROPN;NOM;SG	
käyttämällä	باستعمال	käyttää	باستعمال	V;AT+ESS
;SG;NFIN;ACT	N;GEN;DEF;SG
käyttämällä	استعمال	käyttää	اِستِعمَال	V;AT+ESS
;SG;NFIN;ACT	N;NOM;INDF;SG
käyttämällä	استخدام	käyttää	اِستِخدَام	V;AT+ESS
;SG;NFIN;ACT	N;NOM;INDF;SG
käyttämällä	باستخدام	käyttää	باستخدام	V;AT+ESS
;SG;NFIN;ACT	N;NOM;DEF;SG
tehtävät	الانتداب	tehtävä	اِنتِدَاب	N;NOM;PL	N;NOM;DEF;SG
pauli	باول	pauli	بَاوِل	N;NOM;SG	
pauli	بول	pauli	بُول	N;NOM;SG	
tarinoita	احداث	tarina	حَدَث	N;PRT;PL	N;NOM;INDF;PL
tarinoita	القصص	tarina	قِصَّة	N;PRT;PL	N;NOM;DEF;PL
tarinoita	حكايات	tarina	حِكَايَة	N;PRT;PL	N;NOM;INDF;PL
tarinoita	قصص	tarina	قِصَّة	N;PRT;PL	N;NOM;INDF;PL
roomalainen	رومان	roomalainen	رُومَان	ADJ;NOM;SG	
itämeren	البلطيق	itä#meri	بُلط	N;GEN;SG	
intia	انديا	inti	أَندِيّ	N;NOM;SG	
aiheen	الموضوع	aihe	مَوضُوع	N;GEN;SG	N;NOM;DEF;SG
aiheen	موضوع	aihe	مَوضُوع	N;GEN;SG	N;NOM;INDF;SG
rafael	رافائيل	rafael	رافائيل	PROPN;NOM;SG	
simo	سايمون	simo	سَايمُون	PROPN;NOM;SG	
simo	سيمون	simo	سيمون	PROPN;NOM;SG	
simo	سيمو	simo	سيمو	PROPN;NOM;SG	
alice	الس	alice	سَ		
alice	اليس	alice	يس		
gary	غاري	gary	غاري	PROPN;NOM;SG	
gary	قاري	gary	قاري	PROPN;NOM;SG	ADJ;NOM;INDF;MASC;SG
gary	جاري	gary	جاري	PROPN;NOM;SG	
paikallinen	محليا	paikallinen	مَحَلِّيّ	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
tuoda	احضار	tuoda	حَضَر	V;SG;NFIN;ACT	N;NOM;INDF;SG
marian	ماريان	maria	ماريان	N;GEN;SG	
käytettävä	استعمل	käyttää	اِستَعمَل	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
käytettävä	الاستعمال	käyttää	اِستِعمَال	V;NOM;SG;V.PTCP;PASS	N;NOM;DEF;SG
käytettävä	استخدام	käyttää	اِستِخدَام	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
käytettävä	الاستخدام	käyttää	اِستِخدَام	V;NOM;SG;V.PTCP;PASS	N;NOM;DEF;SG
käytettävä	استخدم	käyttää	اِستَخدَم	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
inc	in	inc	مَثّ	PROPN;NOM;SG	
hitaasti	بطيء	hitaasti	بطيء	ADV	
hitaasti	بطئ	hitaasti	بَطَأ	ADV	N;NOM;INDF;SG
hitaasti	بطيئة	hitaasti	بَطِيء	ADV	ADJ;NOM;INDF;FEM;SG
hitaasti	ببطء	hitaasti	بَبَط	ADV	N;NOM;INDF;SG
tasa	متساوية	tasa	مُتَسَاوِي	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
tasa	متساو	tasa	مُتسَاو	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
tasa	مساو	tasa	مَسَاو	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
tasa	تساوي	tasa	تَسَاوِي	N;NOM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
koneet	الات	kone	إِلَّا	N;NOM;PL	N;NOM;INDF;SG
ruokaa	طعام	ruoka	طَعَام	N;PRT;SG	N;NOM;INDF;SG
ruokaa	غذاء	ruoka	غِذَاء	N;PRT;SG	N;NOM;INDF;SG
ruokaa	الطعام	ruoka	طَعَام	N;PRT;SG	N;NOM;DEF;SG
ruokaa	الغذاء	ruoka	غِذَاء	N;PRT;SG	N;NOM;DEF;SG
jonathan	جونثان	jokin	جُونثَان	PROPN;NOM;SG	
jonathan	جوناثان	jokin	جُونَاثَان	PROPN;NOM;SG	
sisältyy	المدرجة	sisältyä	مَدرَجَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
sisältyy	مدرج	sisältyä	مُدَرِّج	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
rotu	تولد	rotu	تَوَلُّد	N;NOM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
rotu	عرقية	rotu	عِرقِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
rotu	عرق	rotu	عَرِق	N;NOM;SG	
kaupunkeja	المدن	kaupunki	مَدِينَة	N;PRT;PL	N;NOM;DEF;PL
kaupunkeja	مدن	kaupunki	مَدِينَة	N;PRT;PL	N;NOM;INDF;PL
muokata	تعديل	muokata	تَعدِيل	V;SG;NFIN;ACT	N;NOM;INDF;SG
metro	مترو	metro	مترو	N;NOM;SG	
metro	ميترو	metro	ميترو	N;NOM;SG	
kartta	خريطه	kartta	خريطه	N;NOM;SG	PRO;NOM;MASC;SG;3
unkari	هنغاريا	unkari	هِنغَارِيّ	PROPN;NOM;SG	
unkari	المجر	unkari	مَجَر	PROPN;NOM;SG	N;NOM;DEF;SG
unkari	هنغاريا	unkari	هِنغَارِيّ	PROPN;NOM;SG	
unkari	الهنغارية	unkari	هَنغَارِيّ	PROPN;NOM;SG	ADJ;NOM;DEF;FEM;SG
merkkejä	الاحرف	merkki	أَحرَف	N;PRT;PL	N;NOM;DEF;SG
merkkejä	احرف	merkki	احرف	N;PRT;PL	N;NOM;INDF;PL
merkkejä	الشخصيات	merkki	شَخصِيَّة	N;PRT;PL	N;NOM;DEF;PL
merkkejä	شخصيات	merkki	شَخصِيَّة	N;PRT;PL	N;NOM;INDF;PL
merkkejä	العلامات	merkki	عَلَامَة	N;PRT;PL	N;NOM;DEF;PL
merkkejä	علامات	merkki	عَلَامَة	N;PRT;PL	N;NOM;INDF;PL
kemian	كيمياء	kemia	كِيمِيَاء	N;GEN;SG	
kemian	الكيمياء	kemia	كِيمِيَاء	N;GEN;SG	
toukokuun	قد	toukokuu	قَد	N;GEN;SG	PART
toukokuun	ماي	toukokuu	مَاي	N;GEN;SG	
toukokuun	ايار	toukokuu	أَيَّار	N;GEN;SG	N;NOM;INDF;SG
suunnitelman	الخطة	suunnitelma	خُطَّة	N;GEN;SG	N;NOM;DEF;SG
suunnitelman	خطة	suunnitelma	خُطَّة	N;GEN;SG	N;NOM;INDF;SG
korjata	اصلاح	korjata	إِصلَاح	V;SG;NFIN;ACT	N;NOM;INDF;SG
korjata	اصلح	korjata	أَصلَح	V;SG;NFIN;ACT	
hylättiin	مرفوضة	hylätä	مَرفُوض	V;IND;PST;FIN;PASS	ADJ;NOM;INDF;FEM;SG
hylättiin	رفض	hylätä	رَفَض	V;IND;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
äärimmäisen	المتطرف	äärimmäinen	مُتَطَرِّف	ADJ;GEN;SG	N;NOM;DEF;SG
äärimmäisen	متطرف	äärimmäinen	مُتَطَرِّف	ADJ;GEN;SG	ADJ;NOM;INDF;MASC;SG
äärimmäisen	المدقع	äärimmäinen	مُدَقَّع	ADJ;GEN;SG	N;NOM;DEF;SG
äärimmäisen	متطرفة	äärimmäinen	مُتَطَرِّف	ADJ;GEN;SG	ADJ;NOM;INDF;FEM;SG
kirkkoon	كنيسه	kirkko	كنيسه	N;IN+ALL;SG	PRO;NOM;MASC;SG;3
kirkkoon	كنيست	kirkko	كَنِيس	N;IN+ALL;SG	
kirkkoon	كنيسة	kirkko	كَنِيسَة	N;IN+ALL;SG	N;NOM;INDF;SG
kirkkoon	الكنيسة	kirkko	كَنِيسَة	N;IN+ALL;SG	N;NOM;DEF;SG
versiota	النسخة	versio	نُسخَة	N;PRT;SG	N;NOM;DEF;SG
versiota	اصدار	versio	إِصدَار	N;PRT;SG	N;NOM;INDF;SG
versiota	الاصدار	versio	إِصدَار	N;PRT;SG	N;NOM;DEF;SG
guy	غاي	guy	غاي		
guy	الرجل	guy	رَجُل		N;NOM;DEF;SG
romanian	روماني	romania	رُومَانِيّ	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
romanian	الروماني	romania	رُومَانِيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
romanian	رومانيا	romania	رُومَانِيَا	N;GEN;SG	
romanian	الرومانية	romania	رُومَانِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
romanian	رومانيا	romania	رُومَانِيَا	N;GEN;SG	
kirjaston	مكتبة	kirjasto	مَكتَبَة	N;GEN;SG	N;NOM;INDF;SG
kirjaston	المكتبة	kirjasto	مَكتَبَة	N;GEN;SG	N;NOM;DEF;SG
laivastoon	البحرية	laivasto	بَحرِيَّة	N;IN+ALL;SG	N;NOM;DEF;SG
laivastoon	بحرية	laivasto	بَحرِيّ	N;IN+ALL;SG	ADJ;NOM;INDF;FEM;SG
sveitsi	يسرا	sveitsi	سَرّ	N;NOM;SG	
sveitsi	سويسرا	sveitsi	سُوِيسرَا	N;NOM;SG	
sveitsi	سويسرية	sveitsi	سُوِيسرِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
sveitsi	سويسري	sveitsi	سُوِيسرِيّ	N;NOM;SG	
historioitsija	مؤرخ	historioitsija	مُؤَرِّخ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
hahmot	الاحرف	hahmo	أَحرَف	N;NOM;PL	N;NOM;DEF;SG
autoja	السيارات	auto	سَيَّارَة	N;PRT;PL	N;NOM;DEF;PL
autoja	سيارات	auto	سَيَّارَة	N;PRT;PL	N;NOM;INDF;PL
tyypillisiä	نموذجية	tyypillinen	نَمُوذَجِيّ	ADJ;PRT;PL	ADJ;NOM;INDF;FEM;SG
tyypillisiä	نموذجي	tyypillinen	نَمُوذَجِيّ	ADJ;PRT;PL	ADJ;NOM;INDF;MASC;SG
puun	الشجرة	puu	شُجرَة	N;GEN;SG	N;NOM;DEF;SG
puun	شجرة	puu	شُجرَة	N;GEN;SG	N;NOM;INDF;SG
kohteena	مستهدف	kohde	مُستَهدَف	N;FRML;SG	N;NOM;INDF;SG
ehdokkaana	المرشحة	ehdokas	مُرَشَّحَة	N;FRML;SG	N;NOM;DEF;SG
ehdokkaana	مرشحة	ehdokas	مُرَشَّحَة	N;FRML;SG	N;NOM;INDF;SG
ehdokkaana	مرشح	ehdokas	مُرَشَّح	N;FRML;SG	N;NOM;INDF;SG
ehdokkaana	المرشح	ehdokas	مُرَشَّح	N;FRML;SG	N;NOM;DEF;SG
viestin	رساله	viesti	رساله	N;GEN;SG	PRO;NOM;FEM;SG;3
viestin	الرسالة	viesti	رِسَالَة	N;GEN;SG	N;NOM;DEF;SG
viestin	رسالة	viesti	رِسَالَة	N;GEN;SG	N;NOM;INDF;SG
arvostelu	انتقادات	arvostelu	اِنتِقَاد	N;NOM;SG	N;NOM;INDF;PL
arvostelu	الانتقادات	arvostelu	اِنتِقَاد	N;NOM;SG	N;NOM;DEF;PL
arvostelu	مراجعات	arvostelu	مُرَاجَعَة	N;NOM;SG	N;NOM;INDF;PL
arvostelu	المراجعات	arvostelu	مُرَاجِعَة	N;NOM;SG	N;NOM;DEF;PL
arvostelu	الاستعراضات	arvostelu	اِستِعرَاض	N;NOM;SG	N;NOM;DEF;PL
liittoutuneiden	الحلفاء	liittoutuneet	حَلِيف	V;GEN;PL;V.PTCP;ACT	N;NOM;DEF;PL
ongelmat	ورطة	ongelma	وَرَطَة	N;NOM;PL	N;NOM;INDF;SG
ongelmat	مشكلة	ongelma	مُشكِلَة	N;NOM;PL	N;NOM;INDF;SG
rolling	المتداول	rolling	مُتَدَاوَل		ADJ;NOM;DEF;MASC;SG
kattaa	غطاء	kattaa	غِطَاء	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
kattaa	الغطاء	kattaa	غِطَاء	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
kattaa	تغطية	kattaa	تَغطِيَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
kattaa	غلاف	kattaa	غِلَاف	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
kattaa	الغلاف	kattaa	غِلَاف	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
mustat	الاسود	musta	أَسوَد	ADJ;NOM;PL	N;NOM;DEF;SG
mustat	اسود	musta	أَسوَد	ADJ;NOM;PL	
mustat	بلاك	musta	بلَاك	ADJ;NOM;PL	
mustat	سوداء	musta	أَسوَد	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
mustat	السود	musta	أَسوَد	ADJ;NOM;PL	N;NOM;DEF;PL
ylittää	العبور	ylittää	عُبُور	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
ylittää	معبر	ylittää	مَعبَر	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
ylittää	عبور	ylittää	عُبُور	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
epäonnistui	فشل	epäonnistua	فَشَل	V;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
tuleva	مستقبل	tulla	مُستَقبَل	ADJ;NOM;SG	N;NOM;INDF;SG
tuleva	مستقبلا	tulla	مُستَقبَل	ADJ;NOM;SG	N;ACC;INDF;SG
tuleva	المستقبل	tulla	مُستَقبَل	ADJ;NOM;SG	N;NOM;DEF;SG
julkisesti	علانية	julkisesti	عَلَانِيَّة	ADV	N;NOM;INDF;SG
julkisesti	علنا	julkisesti	عَلَن	ADV	N;ACC;INDF;SG
fifa	فيفا	fifa	فِيفَا	N;NOM;SG	
lauloi	سانغ	laulaa	سانغ	V;IND;SG;3;PST;FIN;ACT	
lauloi	سانج	laulaa	سَانَج	V;IND;SG;3;PST;FIN;ACT	
jacob	يعقوب	jacob	يعقوب	N;NOM;SG	
jacob	جيكوب	jacob	جيكوب	N;NOM;SG	
jacob	جاكوب	jacob	جَاكُوب	N;NOM;SG	
kommentin	التعليق	kommentti	تَعلِيق	N;GEN;SG	N;NOM;DEF;SG
kommentin	تعليق	kommentti	تَعلِيق	N;GEN;SG	N;NOM;INDF;SG
kommentin	علق	kommentti	عَلَّق	N;GEN;SG	V;PFV;MASC;SG;3;ACT
majuri	رائد	majuri	رائد	N;NOM;SG	
majuri	ماجور	majuri	ماجور	N;NOM;SG	
potter	بوتر	potter	بُوتُر	N;NOM;SG	
tavallista	المعتاد	tavallinen	مُعتَاد	ADJ;PRT;SG	ADJ;NOM;DEF;MASC;SG
frans	فرانس	frans	فرَانس	N;NOM;SG	
tarvitsee	احتياجات	tarvita	اِحتِيَاج	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
tarvitsee	الاحتياجات	tarvita	اِحتِيَاج	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
tarvitsee	حاجات	tarvita	حَاجَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
tarvitsee	الحاجات	tarvita	حَاجَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
viimeisin	تدوم	viimeinen	دَام	ADJ;NOM;RL;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
viimeisin	الاحدث	viimeinen	أَحدَث	ADJ;NOM;RL;SG	N;NOM;DEF;SG
pelaajien	اللاعبين	pelaaja	لَاعِب	N;GEN;PL	N;NOM;DEF;PL
pelaajien	اللاعبون	pelaaja	لَاعِب	N;GEN;PL	N;NOM;DEF;PL
pelaajien	لاعبين	pelaaja	لَاعِب	N;GEN;PL	N;NOM;INDF;PL
sport	سبورت	sport	سَبُور	N;NOM;SG	
materiaali	المواد	materiaali	مَادَّة	N;NOM;SG	N;NOM;DEF;PL
materiaali	مواد	materiaali	مَادَّة	N;NOM;SG	N;NOM;INDF;PL
materiaali	المواد	materiaali	مَادَّة	N;NOM;SG	N;NOM;DEF;PL
materiaali	مواد	materiaali	مَادَّة	N;NOM;SG	N;NOM;INDF;PL
yhdeksäs	تاسعا	yhdeksäs	تَاسِع	ADJ;NOM;SG	ADJ;ACC;INDF;MASC;SG
maailmaan	عالم	maailma	عَالَم	N;IN+ALL;SG	N;NOM;INDF;SG
maailmaan	العالمي	maailma	عَالَمِيّ	N;IN+ALL;SG	ADJ;NOM;DEF;MASC;SG
maailmaan	الدنيا	maailma	دِنِّيَا	N;IN+ALL;SG	N;NOM;DEF;SG
maailmaan	العالم	maailma	عَالَم	N;IN+ALL;SG	N;NOM;DEF;SG
maailmaan	world	maailma	world	N;IN+ALL;SG	
merkitä	تاغ	merkitä	تاغ	V;SG;NFIN;ACT	
keksi	كوكي	keksiä	كُوكِي	V;IND;SG;3;PST;FIN;ACT	
väestön	السكان	väestö	سَاكِن	N;GEN;SG	N;NOM;DEF;PL
roy	روي	roy	رَوِّيّ	PROPN;NOM;SG	V;PFV;MASC;SG;3;ACT
roy	روى	roy	روى	PROPN;NOM;SG	V;PFV;MASC;SG;3;ACT
ympäristön	البيئة	ympäristö	بِيئَة	N;GEN;SG	N;NOM;DEF;SG
ympäristön	بيئة	ympäristö	بِيئَة	N;GEN;SG	N;NOM;INDF;SG
ympäristön	بيئية	ympäristö	بيئية	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
äänestää	التصويت	äänestää	تَصوِيت	V;SG;NFIN;ACT	N;NOM;DEF;SG
äänestää	تصويت	äänestää	تَصوِيت	V;SG;NFIN;ACT	N;NOM;INDF;SG
äänestää	صوتوا	äänestää	صَوت	V;SG;NFIN;ACT	V;PFV;MASC;PL;3;ACT
äänestää	التصويت	äänestää	تَصوِيت	V;SG;NFIN;ACT	N;NOM;DEF;SG
äänestää	تصويت	äänestää	تَصوِيت	V;SG;NFIN;ACT	N;NOM;INDF;SG
pankin	مصرف	pankki	مَصرِف	N;GEN;SG	N;NOM;INDF;SG
pankin	المصرف	pankki	مَصرِف	N;GEN;SG	N;NOM;DEF;SG
pankin	بنك	pankki	بَنك	N;GEN;SG	N;NOM;INDF;SG
pankin	البنك	pankki	بَنك	N;GEN;SG	N;NOM;DEF;SG
roman	روماني	roma	رُومَانِيّ	PROPN;NOM;SG	ADJ;NOM;INDF;MASC;SG
roman	رومان	roma	رُومَان	PROPN;NOM;SG	
roman	الروماني	roma	رُومَانِيّ	PROPN;NOM;SG	ADJ;NOM;DEF;MASC;SG
roman	الرومانية	roma	رُومَانِيّ	PROPN;NOM;SG	ADJ;NOM;DEF;FEM;SG
yhdistetty	متصلة	yhdistää	مُتَّصِل	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
yhdistetty	متصل	yhdistää	مُتَّصِل	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
yhdistetty	مرتبطة	yhdistää	مُرتَبِط	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
yhdistetty	مرتبط	yhdistää	مُرتَبِط	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
yhdistetty	مرتبط	yhdistää	مُرتَبِط	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
yhdistetty	مرتبطة	yhdistää	مُرتَبِط	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
lähistöllä	قريب	lähistö	قَرِيب	N;AT+ESS
;SG	ADJ;NOM;INDF;MASC;SG
lähistöllä	بالجوار	lähistö	بالجوار	N;AT+ESS
;SG	N;NOM;DEF;SG
lähistöllä	بالقرب	lähistö	بِ	N;AT+ESS
;SG	N;NOM;DEF;SG
lähistöllä	مجاور	lähistö	مِجوَر	N;AT+ESS
;SG	N;NOM;INDF;SG
valkoiset	بيضاء	valkoinen	بَيضَاء	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
valkoiset	الابيض	valkoinen	أَبيَض	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
valkoiset	وايت	valkoinen	وايت	ADJ;NOM;PL	
valkoiset	ابيض	valkoinen	أَبيَض	ADJ;NOM;PL	
ooppera	اوبرا	ooppera	أُوبِرَا	N;NOM;SG	
ooppera	الاوبرا	ooppera	الاوبرا	N;NOM;SG	
jerry	جيري	jerry	جيري	PROPN;NOM;SG	
salon	الصالون	salo	صَالُون	N;GEN;SG	N;NOM;DEF;SG
salon	صالون	salo	صَالُون	N;GEN;SG	N;NOM;INDF;SG
elizabeth	اليزابيث	elizabeth	أَلِيزَابِيث		
paavin	بوب	paavi	بوب	N;GEN;SG	
paavin	بابا	paavi	بابا	N;GEN;SG	
paavin	البابا	paavi	البابا	N;GEN;SG	
lawrence	لورنس	lawrence	لُورنس	PROPN;NOM;SG	
lawrence	لورانس	lawrence	لُورَانس	PROPN;NOM;SG	
val	فال	val	فَال	PROPN;NOM;SG	
cas	كاس	cas	كَاس	N;NOM;SG	
täydellinen	الكمال	täydellinen	كَمَال	ADJ;NOM;SG	N;NOM;DEF;SG
täydellinen	اكتمل	täydellinen	اِكتَمَل	ADJ;NOM;SG	V;PFV;MASC;SG;3;ACT
vincent	فنسنت	vincemt	فنسنت	N;NOM;SG	
vincent	فينسنت	vincemt	فينسنت	N;NOM;SG	
vincent	فينسينت	vincemt	فينسينت	N;NOM;SG	
versioita	اصدارات	versio	إِصدَار	N;PRT;PL	N;NOM;INDF;PL
versioita	الاصدارات	versio	إِصدَار	N;PRT;PL	N;NOM;DEF;PL
ääniä	اصوات	ääni	صَوت	N;PRT;PL	N;NOM;INDF;PL
ääniä	الاصوات	ääni	صَوت	N;PRT;PL	N;NOM;DEF;PL
ääniä	اصوات	ääni	صَوت	N;PRT;PL	N;NOM;INDF;PL
ääniä	الاصوات	ääni	صَوت	N;PRT;PL	N;NOM;DEF;PL
moon	قمر	moko	قَمَر		
moon	القمر	moko	قَمَر		N;NOM;DEF;SG
oliver	اوليفر	oliver	أُولِيفِر	PROPN;NOM;SG	
suhteet	علاقة	suhde	عَلَاقَة	N;NOM;PL	N;NOM;INDF;SG
suhteet	العلاقة	suhde	عَلَاقَة	N;NOM;PL	N;NOM;DEF;SG
suhteet	علاقه	suhde	علاقه	N;NOM;PL	PRO;NOM;MASC;SG;3
ilves	لينكس	ilves	لينكس	N;NOM;SG	
heinrich	هينريش	heinrich	هينريش	PROPN;NOM;SG	
gustav	غوستاف	gustav	غوستاف	N;NOM;SG	
ajoittain	دوريا	ajoittain	دَورِيّ	ADV	ADJ;ACC;INDF;MASC;SG
suosio	الشعبية	suosio	شَعبِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
kuvernööri	حاكم	kuvernööri	حَاكِم	N;NOM;SG	
bobby	بوبي	bobby	بوبي	PROPN;NOM;SG	
alta	تحت	alta	تَحتَ	ADV	ADP;ACC
sydän	قلبا	sydän	قَلب	N;NOM;SG	N;ACC;INDF;SG
henkilökohtaiset	شخصيه	henkilö#kohtainen	شخصيه	ADJ;NOM;PL	
henkilökohtaiset	شخصية	henkilö#kohtainen	شَخصِيَّة	ADJ;NOM;PL	N;NOM;INDF;SG
henkilökohtaiset	شخصي	henkilö#kohtainen	شَخصِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
käännetty	مترجمة	kääntää	مُتَرَجِّم	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
oopperan	اوبرا	ooppera	أُوبِرَا	N;GEN;SG	
oopperan	الاوبرا	ooppera	الاوبرا	N;GEN;SG	
kaunis	جميل	kaunis	جَمِيل	ADJ;NOM;SG	N;NOM;INDF;SG
kaunis	جميله	kaunis	جميله	ADJ;NOM;SG	PRO;NOM;FEM;SG;3
jeesus	يسوع	jeesus	يسوع	N;NOM;SG	
tapahtumassa	يحدث	tapahtuma	حَدَث	N;IN+ESS;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
maanviljelijä	فارمر	maan#viljelijä	فارمر	N;NOM;SG	
maanviljelijä	المزارع	maan#viljelijä	مَزرَعَة	N;NOM;SG	N;NOM;DEF;PL
maanviljelijä	مزارع	maan#viljelijä	مَزرَعَة	N;NOM;SG	N;NOM;INDF;PL
kilpa	سباقات	kilpa	سِبَاقَة	N;NOM;SG	N;NOM;INDF;PL
kilpa	السباقات	kilpa	سِبَاقَة	N;NOM;SG	N;NOM;DEF;PL
aineita	المواد	aine	مَادَّة	N;PRT;PL	N;NOM;DEF;PL
wild	البرية	wild	بَرِّيّ		N;NOM;DEF;SG
wild	برية	wild	بَرِّيّ		ADJ;NOM;INDF;FEM;SG
wild	البري	wild	بَرِّيّ		N;NOM;DEF;SG
talvi	وينتر	talvi	وينتر	N;NOM;SG	
talvi	ونتر	talvi	ونتر	N;NOM;SG	
hevosen	حصان	hevonen	حِصَان	N;GEN;SG	N;NOM;INDF;SG
hevosen	الحصان	hevonen	حَصّ	N;GEN;SG	N;NOM;DEF;SG
hevosen	خيل	hevonen	خَيل	N;GEN;SG	
politiikan	السياسات	politiikka	سِيَاسَة	N;GEN;SG	N;NOM;DEF;PL
politiikan	السياسة	politiikka	سِيَاسَة	N;GEN;SG	N;NOM;DEF;SG
politiikan	سياسة	politiikka	سِيَاسَة	N;GEN;SG	N;NOM;INDF;SG
politiikan	السياسات	politiikka	سِيَاسَة	N;GEN;SG	N;NOM;DEF;PL
politiikan	السياسة	politiikka	سِيَاسَة	N;GEN;SG	N;NOM;DEF;SG
politiikan	سياسة	politiikka	سِيَاسَة	N;GEN;SG	N;NOM;INDF;SG
julkisen	الجمهور	julkinen	جُمهُور	ADJ;GEN;SG	N;NOM;DEF;SG
julkisen	عام	julkinen	عَام	ADJ;GEN;SG	N;NOM;INDF;SG
julkisen	العامة	julkinen	عَامَّة	ADJ;GEN;SG	N;NOM;DEF;SG
julkisen	عامة	julkinen	عَامّ	ADJ;GEN;SG	ADJ;NOM;INDF;FEM;SG
julkisen	علنية	julkinen	عَلَنِيّ	ADJ;GEN;SG	ADJ;NOM;INDF;FEM;SG
vanhempien	الاهل	vanha	أَهل	ADJ;GEN;CMPR;PL	N;NOM;DEF;SG
vanhempien	الوالدين	vanha	الدالدين	ADJ;GEN;CMPR;PL	N;NOM;DEF;PL
vanhempien	الوالدان	vanha	وَالِدَان	ADJ;GEN;CMPR;PL	N;NOM;DEF;PL
vanhempien	الاباء	vanha	أَبَاء	ADJ;GEN;CMPR;PL	N;NOM;DEF;PL
vanhempien	اباء	vanha	اباء	ADJ;GEN;CMPR;PL	N;NOM;INDF;PL
osui	ضرب	osua	ضَرب	V;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
mercedes	مرسيدس	mercedes	مرسيدس	N;NOM;SG	
mercedes	المرسيدس	mercedes	مُرَسَّد	N;NOM;SG	
termiä	المصطلح	termi	المصطلح	N;PRT;SG	N;NOM;DEF;SG
termiä	مصطلح	termi	مُصطَلَح	N;PRT;SG	N;NOM;INDF;SG
venäjää	روسي	venäjä	رُوسِيّ	N;PRT;SG	ADJ;NOM;INDF;MASC;SG
venäjää	روسية	venäjä	رُوسِيّ	N;PRT;SG	ADJ;NOM;INDF;FEM;SG
venäjää	الروسية	venäjä	رُوسِيّ	N;PRT;SG	ADJ;NOM;DEF;FEM;SG
venäjää	روسيا	venäjä	رُوسِيَا	N;PRT;SG	
venäjää	الروسي	venäjä	رُوسِيّ	N;PRT;SG	ADJ;NOM;DEF;MASC;SG
venäjää	روسيا	venäjä	رُوسِيَا	N;PRT;SG	
