emma	emma	emma	emma	PROPN	N;NOM;FEM;SG
ordinele	pasūtījumi	ordin	pasūtījums	N;DEF;FEM;PL	N;NOM;MASC;PL
ordinele	pasūtījumus	ordin	pasūtījums	N;DEF;FEM;PL	N;ACC;MASC;PL
ozn	ufo	ozn	ufo	N;INDF;MASC;SG	
valabil	derīgi	valabil	derīgi	ADJ;INDF;MASC;SG	ADV
valabil	spēkā	valabil	spēks	ADJ;INDF;MASC;SG	N;ESS;MASC;SG
monroe	monro	monroe	monro	PROPN	PROPN
facultate	universitātē	facultate	universitāte	N;INDF;FEM;SG	N;ESS;FEM;SG
facultate	universitāte	facultate	universitāte	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	universitātes	facultate	universitāte	N;INDF;FEM;SG	N;NOM;FEM;PL
facultate	koledža	facultate	koledža	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	kolēģija	facultate	kolēģija	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	koledžā	facultate	koledžs	N;INDF;FEM;SG	N;ESS;FEM;SG
facultate	kolēģijas	facultate	kolēģija	N;INDF;FEM;SG	N;NOM;FEM;PL
facultate	koledžas	facultate	koledža	N;INDF;FEM;SG	N;NOM;FEM;PL
facultate	fakultāte	facultate	fakultāte	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	fakultātes	facultate	fakultāte	N;INDF;FEM;SG	N;NOM;FEM;PL
neptun	neptūns	neptun	neptūns	PROPN	PROPN;NOM;MASC;SG
apache	apache	apache	apache	N;INDF;MASC;SG	
rezistat	pretojās	rezista	pretoties	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;REFL;PST;FIN;ACT
rome	romas	romă	roma	N;INDF;MASC;SG	N;NOM;FEM;PL
rome	roma	romă	roma	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
monarhiei	monarhija	monarhie	monarhija	N;DEF;FEM;SG	N;NOM;FEM;SG
raf	raf	raf	raf	PROPN	PROPN
ierarhia	hierarhija	ierarhie	hierarhija	N;DEF;FEM;SG	N;NOM;FEM;SG
ierarhia	hierarhijas	ierarhie	hierarhija	N;DEF;FEM;SG	N;NOM;FEM;PL
saraci	slikta	sarac	slikta		ADJ;NOM;FEM;SG
saraci	vāja	sarac	vāja		ADJ;NOM;FEM;SG
saraci	nabaga	sarac	nabags		N;NOM;MASC;SG
regulamentul	regulēšana	regulament	regulēšana	N;DEF;MASC;SG	N;NOM;FEM;SG
regulamentul	regula	regulament	regulis	N;DEF;MASC;SG	N;NOM;FEM;SG
regulamentul	regulējums	regulament	regulējums	N;DEF;MASC;SG	N;NOM;MASC;SG
provocate	izraisīja	provocat	izraisīt	ADJ;INDF;FEM;PL	V;FH;IND;3;POS;PST;FIN;ACT
administratorii	administratori	administrator	administrators	N;DEF;MASC;PL	N;NOM;MASC;PL
administratorii	administratoriem	administrator	administrators	N;DEF;MASC;PL	N;DAT;MASC;PL
administratorii	administratori	administrator	administrators	N;DEF;MASC;PL	N;NOM;MASC;PL
administratorii	pārvalde	administrator	pārvalde	N;DEF;MASC;PL	N;NOM;FEM;SG
capetiana	kapetingu	capetiană	kapetings	N;DEF;FEM;SG	N;ACC;MASC;SG
colorate	krāsaino	colorat	krāsaina	N;INDF;FEM;PL	ADJ;ACC;MASC;SG
versiunile	versijas	versiune	versija	N;DEF;FEM;PL	N;NOM;FEM;PL
versiunile	redakcijas	versiune	redakcija	N;DEF;FEM;PL	N;NOM;FEM;PL
far	lukturi	far	lukture	N;INDF;MASC;SG	N;NOM;MASC;PL
seven	septiņi	seven	septiņi	N;INDF;MASC;SG	NUM;NOM;MASC;PL
seven	septiņas	seven	septiņas	N;INDF;MASC;SG	NUM;NOM;FEM;PL
luftwaffe	luftwaffe	luftwaffă	luftwaffe	PROPN	N;NOM;MASC;SG
dorita	vēlamā	dorita	vēlēt		V;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
dorita	gribēju	dorita	gribēt		V;FH;IND;SG;1;POS;PST;FIN;ACT
dorita	gribēja	dorita	gribēt		V;FH;IND;3;POS;PST;FIN;ACT
dorita	vēlējās	dorita	vēlēties		V;FH;IND;3;POS;REFL;PST;FIN;ACT
dorita	vēlamā	dorita	vēlēt		V;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
pasarea	putns	pasare	putns	N;DEF;FEM;SG	N;NOM;MASC;SG
pasarea	putnu	pasare	putns	N;DEF;FEM;SG	N;ACC;MASC;SG
tei	liepu	tei	liepa		N;ACC;FEM;SG
tei	laima	tei	laima		N;NOM;FEM;SG
tei	kaļķi	tei	kaļķis		N;ACC;MASC;SG
tei	kaļķu	tei	kaļķis		N;GEN;MASC;PL
vaduva	atraitne	vaduva	atraitne	N;DEF;FEM;SG	N;NOM;FEM;SG
vaduva	atraitne	vaduva	atraitne	N;DEF;FEM;SG	N;NOM;FEM;SG
vaduva	atraitne	vaduva	atraitne	N;DEF;FEM;SG	N;NOM;FEM;SG
garcia	garsija	garcia	garsija	PROPN	PROPN;NOM;FEM;SG
ark	ark	ark	ark	N;INDF;MASC;SG	
caseta	kasešu	caseta	kasesa	N;DEF;FEM;SG	N;GEN;MASC;PL
caseta	lentes	caseta	lente	N;DEF;FEM;SG	N;NOM;FEM;PL
caseta	lentas	caseta	lenta	N;DEF;FEM;SG	N;NOM;FEM
caseta	lente	caseta	lente	N;DEF;FEM;SG	N;NOM;FEM;SG
caseta	kasešu	caseta	kasesa	N;DEF;FEM;SG	N;GEN;MASC;PL
musical	mūzikas	musical	mūzika	N;INDF;MASC;SG	N;NOM;FEM;PL
gyula	gyula	gyula	gyula	PROPN	PROPN;NOM;FEM;SG
olimpia	olimpia	olimpie	olimpis	N;DEF;FEM;SG	
patriei	dzimtenē	patrie	dzimtene	PROPN;DEF;FEM;SG	N;ESS;FEM;SG
patriei	dzimtenes	patrie	dzimtene	PROPN;DEF;FEM;SG	N;NOM;FEM;PL
patriei	dzimteni	patrie	dzimtene	PROPN;DEF;FEM;SG	N;ACC;FEM;SG
patriei	dzimtene	patrie	dzimtene	PROPN;DEF;FEM;SG	N;NOM;FEM;SG
procent	procenti	procent	procents	N;INDF;MASC;SG	N;NOM;MASC;PL
procent	procentuālais	procent	procentuāls	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
armat	bruņotajiem	armat	bruņots	ADJ;INDF;MASC;SG	ADJ;DAT;MASC;PL
armat	bruņoti	armat	bruņots	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
armat	pastiprināts	armat	pastiprināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
armat	pastiprināti	armat	pastiprināti	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
armat	pastiprināta	armat	pastiprināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
mongolii	mongoļi	mongol	mongols	N;DEF;MASC;PL	N;NOM;MASC;PL
prenume	uzvārds	prenume	uzvārds		N;NOM;MASC;SG
tentativa	mēģināts	tentativa	mēģināt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tentativa	mēģinājusi	tentativa	mēģināt	N;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
tentativa	mēģinājis	tentativa	mēģināt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tentativa	mēģinājums	tentativa	mēģinājums	N;DEF;FEM;SG	N;NOM;MASC;SG
tentativa	mēģināts	tentativa	mēģināt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tentativa	mēģinājusi	tentativa	mēģināt	N;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
tentativa	mēģinājis	tentativa	mēģināt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tentativa	mēģinājums	tentativa	mēģinājums	N;DEF;FEM;SG	N;NOM;MASC;SG
prinde	nozvejas	prinde	nozveja	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
prinde	loms	prinde	loms	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
prinde	nozveja	prinde	nozvejt	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
dieter	dieter	dieter	dieter	PROPN	
raspandire	izplatās	raspandire	izplatīties	N;INDF;FEM;SG	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
raspandire	izplatīšanās	raspandire	izplatīšanās	N;INDF;FEM;SG	N;NOM;FEM;SG
raspandire	izplatību	raspandire	izplatība	N;INDF;FEM;SG	N;ACC;FEM;SG
raspandire	izplatīties	raspandire	izplatīties	N;INDF;FEM;SG	V;POS;REFL;NFIN
raspandire	izplatīšanās	raspandire	izplatīšanās	N;INDF;FEM;SG	N;NOM;FEM;SG
patricia	patrīcija	patricie	patrīcija	N;DEF;FEM;SG	N;NOM;FEM;SG
esenta	būtība	esent	būtība	N;DEF;FEM;SG	N;NOM;FEM;SG
esenta	būtība	esent	būtība	N;DEF;FEM;SG	N;NOM;FEM;SG
cetatenia	pilsonība	cetatenie	pilsonība	N;DEF;FEM;SG	N;NOM;FEM;SG
cetatenia	pilsonību	cetatenie	pilsonība	N;DEF;FEM;SG	N;ACC;FEM;SG
cetatenia	pilsonība	cetatenie	pilsonība	N;DEF;FEM;SG	N;NOM;FEM;SG
usd	usd	usd	usdēt	N	
nice	patīkami	nice	patīkami		ADV
nice	smuka	nice	smuka		ADJ;NOM;FEM;SG
nice	jauki	nice	jauki		ADV
nice	jauka	nice	jauka		ADJ;NOM;FEM;SG
nice	nice	nice	nice		
beatrice	beatrise	beatric	beatrise	N;INDF;FEM;PL	N;NOM;FEM;SG
atasat	pievienoti	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
atasat	pievienotie	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
atasat	pievienota	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
atasat	pievienots	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
atasat	pievienotas	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
atasat	pievienoti	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
atasat	pievienotie	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
atasat	pievienota	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
atasat	pievienots	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
atasat	pievienotas	atasa	pievienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
spada	zobens	spadă	zobens	N;DEF;FEM;SG	N;NOM;MASC;SG
spada	zobenu	spadă	zobens	N;DEF;FEM;SG	N;ACC;MASC;SG
bolivia	bolīvija	bolivie	bolīvija	PROPN	PROPN;NOM;FEM;SG
maryland	maryland	maryland	maryandēt	N;INDF;MASC;SG	
criteriul	kritērijs	criteriu	kritērijs	N;DEF;MASC;SG	N;NOM;MASC;SG
colaboreaza	sadarbojas	colaborează	sadarboties	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
performante	sniegums	performant	sniegums	N;INDF;FEM;PL	N;NOM;MASC;SG
performante	veiktspēja	performant	veiktspēja	N;INDF;FEM;PL	N;NOM;FEM;SG
pakistan	pakistāna	pakistan	pakistāns	PROPN	N;NOM;FEM;SG
optica	optiskā	optic	optiska	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
optica	optiskie	optic	optisks	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
optica	optiskais	optic	optisks	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
optica	optisko	optic	optiska	N;DEF;FEM;SG	ADJ;ACC;MASC;SG
optica	optikas	optic	optika	N;DEF;FEM;SG	N;NOM;FEM;PL
optica	optika	optic	optika	N;DEF;FEM;SG	N;NOM;FEM;SG
optica	optikas	optic	optika	N;DEF;FEM;SG	N;NOM;FEM;PL
optica	optika	optic	optika	N;DEF;FEM;SG	N;NOM;FEM;SG
profesoara	pasniedzēja	profesoară	pasniedzēt	N;DEF;FEM;SG	N;NOM;FEM;SG
profesoara	skolotāju	profesoară	skolotājs	N;DEF;FEM;SG	N;ACC;FEM;SG
profesoara	skolotāja	profesoară	skolotājs	N;DEF;FEM;SG	N;NOM;FEM;SG
profesoara	skolotājs	profesoară	skolotājs	N;DEF;FEM;SG	N;NOM;MASC;SG
solide	cietais	solid	ciets	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
solide	cietā	solid	cieta	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
solide	cieta	solid	ciest	ADJ;INDF;FEM;PL	V;FH;IND;3;POS;PST;FIN;ACT
solide	ciets	solid	ciets	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
solide	cietvielas	solid	cietviela	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
artificiala	mākslīgā	artificială	mākslīga	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
artificiala	mākslīgais	artificială	mākslīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
artificiala	mākslīgs	artificială	mākslīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
artificiala	mākslīga	artificială	mākslīga	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
artificiala	mākslīgā	artificială	mākslīga	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
artificiala	mākslīgais	artificială	mākslīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
artificiala	mākslīgs	artificială	mākslīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
artificiala	mākslīga	artificială	mākslīga	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
banks	bankas	banks	banka	PROPN	N;NOM;FEM;PL
banks	bankās	banks	banka	PROPN	N;ESS;FEM;PL
instructiuni	instrukcija	instructiune	instrukcija	N;INDF;FEM;PL	N;NOM;FEM;SG
instructiuni	instrukcija	instructiune	instrukcija	N;INDF;FEM;PL	N;NOM;FEM;SG
generic	vispārīgs	generic	vispārīgs	ADV	ADJ;NOM;MASC;SG
generic	vispārējs	generic	vispārējs	ADV	ADJ;NOM;MASC;SG
amonte	augšpus	amonte	augšpus		ADV
turismul	tūrisms	turism	tūrisms	N;DEF;MASC;SG	N;NOM;MASC;SG
turismul	tūrismā	turism	tūrisms	N;DEF;MASC;SG	N;ESS;MASC;SG
ajax	ajax	ajax	ajaļ	N;INDF;MASC;SG	
flacara	liesma	flacară	liesma	N;DEF;FEM;SG	N;NOM;FEM;SG
flacara	liesmu	flacară	liesma	N;DEF;FEM;SG	N;ACC;FEM;SG
flacara	liesmas	flacară	liesma	N;DEF;FEM;SG	N;NOM;FEM;PL
flacara	liesma	flacară	liesma	N;DEF;FEM;SG	N;NOM;FEM;SG
flacara	liesmu	flacară	liesma	N;DEF;FEM;SG	N;ACC;FEM;SG
flacara	liesmas	flacară	liesma	N;DEF;FEM;SG	N;NOM;FEM;PL
flacara	liesma	flacară	liesma	N;DEF;FEM;SG	N;NOM;FEM;SG
flacara	liesmu	flacară	liesma	N;DEF;FEM;SG	N;ACC;FEM;SG
flacara	liesmas	flacară	liesma	N;DEF;FEM;SG	N;NOM;FEM;PL
marion	mariona	marion	marions	PROPN	PROPN;NOM;MASC;SG
liège	ljēžas	liège	ljēsties	PROPN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
evidenta	acīmredzama	evident	acīmredzama	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
evidenta	acīmredzams	evident	acīmredzams	N;DEF;FEM;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
evidenta	acīmredzami	evident	acīmredzami	N;DEF;FEM;SG	ADV
evidenta	acīmredzama	evident	acīmredzama	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
evidenta	acīmredzams	evident	acīmredzams	N;DEF;FEM;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
evidenta	acīmredzami	evident	acīmredzami	N;DEF;FEM;SG	ADV
glasgow	glāzgovas	glasgow	glāzgova	PROPN	N;NOM;FEM;PL
broadway	brodvejas	broadway	brodveja	PROPN	N;NOM;FEM;PL
intreprinderea	uzņēmums	intreprindere	uzņēmums	N;DEF;FEM;SG	N;NOM;MASC;SG
intreprinderea	uzņēmējdarbība	intreprindere	uzņēmējdarbība	N;DEF;FEM;SG	N;NOM;FEM;SG
toledo	toledo	toledo	toledot	PROPN	PROPN
autorilor	autori	autor	autors	N;DEF;MASC;PL	N;NOM;MASC;PL
autorilor	autoriem	autor	autors	N;DEF;MASC;PL	N;DAT;MASC;PL
abdul	abdul	abdu	abdul	PROPN	
cavaleria	kavalēriju	cavalerie	kavalērija	N;DEF;FEM;SG	N;ACC;FEM;SG
burgas	burgasas	burgas	burgasa	PROPN	N;NOM;FEM;PL
coltul	stūrī	colt	stūris	N;DEF;MASC;SG	N;ESS;MASC;SG
coltul	stūris	colt	stūris	N;DEF;MASC;SG	N;NOM;MASC;SG
coltul	stūri	colt	stūre	N;DEF;MASC;SG	N;ACC;FEM;SG
cuplu	griezes	cuplu	grieze	N;INDF;MASC;SG	N;NOM;FEM;PL
evanghelia	evaņģēlijs	evanghelie	evaņģēlijs	N;DEF;FEM;SG	N;NOM;MASC;SG
informativ	informatīvi	informativ	informatīvi	ADJ;INDF;MASC;SG	ADV
marturie	liecības	marturie	liecība	N;INDF;FEM;SG	N;NOM;FEM;PL
marturie	liecība	marturie	liecība	N;INDF;FEM;SG	N;NOM;FEM;SG
marturie	liecības	marturie	liecība	N;INDF;FEM;SG	N;NOM;FEM;PL
marturie	liecība	marturie	liecība	N;INDF;FEM;SG	N;NOM;FEM;SG
emmanuel	emanuels	emmanuel	emanuels	PROPN	N;NOM;MASC;SG
alpii	alpos	alpiu	alps	N;DEF;MASC;PL	N;ESS;FEM;PL
alpii	alpu	alpiu	alpa	N;DEF;MASC;PL	N;NOM;MASC;SG
caracteristic	raksturlielums	caracteristic	raksturlielums	ADV	N;NOM;MASC;SG
conditie	nosacījums	conditie	nosacījums	N;INDF;FEM;SG	N;NOM;MASC;SG
conditie	stāvoklis	conditie	stāvoklis	N;INDF;FEM;SG	N;NOM;MASC;SG
dobandit	iegādāti	dobandi	iegādāt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
dobandit	iegūta	dobandi	iegūt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
dobandit	iegūto	dobandi	iegūt	ADJ;INDF;MASC;SG	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
dobandit	iegūtā	dobandi	iegūt	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
dobandit	ieguva	dobandi	iegūt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
dobandit	ieguvis	dobandi	iegūt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
combinat	kombinēts	combina	kombinēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
combinat	kombinētā	combina	kombinēt	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
combinat	apvienots	combina	apvienot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
combinat	kombinēt	combina	kombinēt	ADJ;INDF;MASC;SG	V;POS;NFIN
grey	pelēkā	grey	pelēks	PROPN	ADJ;NOM;FEM;SG
grey	pelēks	grey	pelēks	PROPN	ADJ;NOM;MASC;SG
grey	pelēkas	grey	pelēka	PROPN	ADJ;NOM;FEM;PL
grey	pelēkais	grey	pelēks	PROPN	ADJ;NOM;MASC;SG
grey	pelēkās	grey	pelēka	PROPN	ADJ;NOM;FEM;PL
como	komo	como	komo	N;INDF;MASC;SG	
stand	stāvēt	sta	stāvēt		V;POS;NFIN
stand	sēdes	sta	sēde		N;NOM;FEM;PL
stand	sēdi	sta	sēde		N;ACC;FEM;SG
stand	sēž	sta	sēdēt		V;FH;IND;3;POS;PRS;FIN;ACT
stand	sēde	sta	sēde		N;NOM;FEM;SG
sanse	iespējas	sansă	iespēja		N;NOM;FEM;PL
sanse	izredzes	sansă	izredzes		N;NOM;FEM;PL
sanse	iespēja	sansă	iespēja		N;NOM;FEM;SG
sanse	izdevība	sansă	izdevība		N;NOM;FEM;SG
sanse	iespējas	sansă	iespēja		N;NOM;FEM;PL
sanse	izredzes	sansă	izredzes		N;NOM;FEM;PL
sanse	iespēja	sansă	iespēja		N;NOM;FEM;SG
sanse	izdevība	sansă	izdevība		N;NOM;FEM;SG
sanse	pretrunā	sansă	pretruna		N;ESS;FEM;SG
sanse	izredzes	sansă	izredzes		N;NOM;FEM;PL
guvernele	valdības	guvern	valdība	N;DEF;FEM;PL	N;NOM;FEM;PL
confederatia	konfederācija	confederatie	konfederācija	N;DEF;FEM;SG	N;NOM;FEM;SG
confederatia	konfederāciju	confederatie	konfederācija	N;DEF;FEM;SG	N;ACC;FEM;SG
localnicilor	vietējie	localnic	vietējs	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
deciziile	lēmumi	decizie	lēmums	N;DEF;FEM;PL	N;NOM;MASC;PL
deciziile	lēmumus	decizie	lēmums	N;DEF;FEM;PL	N;ACC;MASC;PL
nevada	nevada	nevada	nevadīt	PROPN	
iarba	zāle	iarbă	zāle	N;DEF;FEM;SG	N;NOM;FEM;SG
iarba	zāli	iarbă	zāle	N;DEF;FEM;SG	N;ACC;FEM;SG
iarba	zālīte	iarbă	zālīte	N;DEF;FEM;SG	N;NOM;FEM;SG
iarba	zāle	iarbă	zāle	N;DEF;FEM;SG	N;NOM;FEM;SG
iarba	zāli	iarbă	zāle	N;DEF;FEM;SG	N;ACC;FEM;SG
iarba	zālīte	iarbă	zālīte	N;DEF;FEM;SG	N;NOM;FEM;SG
completat	pabeigti	completa	pabeigt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
completat	pabeigts	completa	pabeigt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
completat	pabeigta	completa	pabeigt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
capabila	spējīgs	capabilă	spējīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
capabila	spēj	capabilă	spēt	ADJ;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
capabila	spējīgi	capabilă	spējīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
capabila	spējīgs	capabilă	spējīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
capabila	spēj	capabilă	spēt	ADJ;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
capabila	spējīgi	capabilă	spējīgs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
masiva	masveida	masivă	masveida	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
masiva	milzīga	masivă	milzīga	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
saga	saga	sagă	saga	N;DEF;FEM;SG	
natalia	natālija	natalie	natālija	N;DEF;FEM;SG	N;NOM;FEM;SG
celtic	ķeltu	celtic	ķelts	ADJ;INDF;MASC;SG	N;ACC;MASC;SG
arestarea	arests	arestare	arests	N;DEF;FEM;SG	N;NOM;MASC;SG
arestarea	apcietināšanas	arestare	apcietināšana	N;DEF;FEM;SG	N;NOM;FEM;PL
hart	hart	hart	hart	PROPN	
vanzarea	izpārdošana	vanzare	izpārdošana	N;DEF;FEM;SG	N;NOM;FEM;SG
vanzarea	pārdošana	vanzare	pārdošana	N;DEF;FEM;SG	N;NOM;FEM;SG
bella	bella	bella	bella	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
daily	dienas	daily	diena	N;INDF;MASC;SG	N;NOM;FEM;PL
volinskii	volinska	volinskii	volinska		N;NOM;FEM;SG
sociologie	socioloģija	sociologie	socioloģija	N;INDF;FEM;SG	N;NOM;FEM;SG
variabila	mainīgā	variabilă	mainīgs	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
variabila	mainīgais	variabilă	mainīgs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
variabila	mainīgs	variabilă	mainīgs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
variabila	mainīgo	variabilă	mainīga	N;DEF;FEM;SG	ADJ;ACC;MASC;SG
variabila	mainīga	variabilă	mainīga	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
variabila	mainīgā	variabilă	mainīgs	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
variabila	mainīgais	variabilă	mainīgs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
variabila	mainīgs	variabilă	mainīgs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
variabila	mainīgo	variabilă	mainīga	N;DEF;FEM;SG	ADJ;ACC;MASC;SG
variabila	mainīga	variabilă	mainīga	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
antrenat	apmācīts	antrenat	apmācīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
antrenat	apmācīti	antrenat	apmācītis	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
grecesc	grieķijas	grecesc	grieķija	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
grecesc	grieķu	grecesc	grieķis	ADJ;INDF;MASC;SG	N;GEN;MASC;PL
sabia	zobens	sabia	zobens	N;DEF;FEM;SG	N;NOM;MASC;SG
sabia	zobenu	sabia	zobens	N;DEF;FEM;SG	N;ACC;MASC;SG
proiectarea	dizaina	proiectare	dizains	N;DEF;FEM;SG	N;NOM;MASC;SG
proiectarea	dizains	proiectare	dizains	N;DEF;FEM;SG	N;NOM;MASC;SG
proiectarea	projektēšana	proiectare	projektēšana	N;DEF;FEM;SG	N;NOM;FEM;SG
proiectarea	konstrukcija	proiectare	konstrukcija	N;DEF;FEM;SG	N;NOM;FEM;SG
existent	esošie	existent	būt	ADJ;INDF;MASC;SG	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
existent	esošo	existent	būt	ADJ;INDF;MASC;SG	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS
existent	esošā	existent	būt	ADJ;INDF;MASC;SG	V;IPFV;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
existent	esošās	existent	būt	ADJ;INDF;MASC;SG	V;IPFV;NOM;DEF;FEM;PL;PRS;V.PTCP;PASS
instalarea	uzstādīšana	instalare	uzstādīšana	N;DEF;FEM;SG	N;NOM;FEM;SG
instalarea	instalācija	instalare	instalācija	N;DEF;FEM;SG	N;NOM;FEM;SG
instalarea	iekārta	instalare	iekārta	N;DEF;FEM;SG	N;NOM;FEM;SG
afectata	ietekmēts	afectată	ietekmēt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afectata	skartas	afectată	skarta	N;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
