amanda	amanda	amandama	amanda	N;NOM;SG	PROPN;NOM;MASC;SG
kristlus	christentum	kristlus	christentum	N;NOM;SG	PROPN
java	java	java	java	N;NOM;SG	
opel	opel	ope	opel	N;NOM;SG	PROPN;NOM;MASC;SG
esinemise	ereignis	esinemine	ereignis	N;GEN;SG	
esinemise	auftreten	esinemine	auftreten	N;GEN;SG	V;NFIN
esinemise	vorkommen	esinemine	vorkommen	N;GEN;SG	V;NFIN
nero	nero	nero	nero	N;NOM;SG	PROPN;NOM;SG
pakkumise	ausschreibung	pakkumine	ausschreibung	N;GEN;SG	ADJ
pakkumise	zärtlich	pakkumine	zärtlich	N;GEN;SG	ADJ
säilitab	konserven	säilitama	konserv	V;IND;SG;3;PRS;FIN;ACT	
thorpe	thorpe	thorpe	thorpe	N;NOM;SG	PROPN;NOM;MASC;SG
mir	mir	mir	ich	N;NOM;SG	PRO;DAT;SG;1
konsul	konsul	konsul	konsul	N;NOM;SG	
allavoolu	flussabwärts	alla-vool	flussabwärts	N;IN+ALL;LGSPEC1;SG	ADV
allavoolu	nachgelagerten	alla-vool	nachgelagert	N;IN+ALL;LGSPEC1;SG	V;IND;PL;3;PST;FIN
allavoolu	nachgeschalteten	alla-vool	nachgeschaltet	N;IN+ALL;LGSPEC1;SG	V;IND;PL;3;PST;FIN
rõõm	vergnügen	rõõm	vergnügen	N;NOM;SG	V;NFIN
rõõm	freude	rõõm	freude	N;NOM;SG	
rõõm	joy	rõõm	joy	N;NOM;SG	PROPN;NOM;SG
rõõm	lebensfreude	rõõm	lebensfreude	N;NOM;SG	
rõõm	freude	rõõm	freude	N;NOM;SG	
olümpia	olympia	olümpia	olympia	N;NOM;SG	PROPN;NOM;SG
olümpia	olympic	olümpia	olympic	N;NOM;SG	
olümpia	olympische	olümpia	olympisch	N;NOM;SG	ADJ;NOM;FEM;PL
olümpia	olympischen	olümpia	olympisch	N;NOM;SG	ADJ;NOM;MASC;PL
dünaamiline	dynamik	dünaamiline	dynamik	ADJ;NOM;SG	
dünaamiline	dynamische	dünaamiline	dynamisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
owen	owen	owen	owen	N;NOM;SG	PROPN;NOM;SG
järg	fortsetzung	järg	fortsetzung	N;NOM;SG	
seen	pilz	seen	pilz	N;NOM;SG	
seen	pilze	seen	pilz	N;NOM;SG	
thor	thors	thor	thors	N;NOM;SG	PROPN;NOM;MASC;SG
thor	thor	thor	thor	N;NOM;SG	PROPN;NOM;SG
agentuuri	agentur	agentuur	agentur	N;PRT;SG	PROPN;NOM;SG
agentuuri	reisebüro	agentuur	reisebüro	N;PRT;SG	
sang	sang	sang	singen	N;NOM;SG	V;IND;SG;3;PST;FIN
sang	gesungen	sang	singen	N;NOM;SG	V;V.PTCP
sang	sangen	sang	singen	N;NOM;SG	V;FIN
terav	scharfe	terav	scharf	ADJ;NOM;SG	ADJ;NOM;FEM;PL
terav	sharp	terav	sharp	ADJ;NOM;SG	PROPN;NOM;SG
foorum	diskussionsforum	foorum	diskussionsforum	N;NOM;SG	ADJ
foorum	forum	foorum	forum	N;NOM;SG	
luuletus	gedicht	luuletus	denken|gedenken	N;NOM;SG	
väidetud	beansprucht	väide=tud	beanspruchen	ADJ;PST;V.PTCP;PASS	V;FIN
väidetud	beanspruchte	väide=tud	beanspruchen	ADJ;PST;V.PTCP;PASS	V;IND;SG;3;FIN
väidetud	behauptete	väide=tud	behaupten	ADJ;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
väidetud	behauptet	väide=tud	behaupten	ADJ;PST;V.PTCP;PASS	V;V.PTCP
orto	ortho	orto	ortho	N;NOM;SG	
traditsioonilised	traditionelles	traditsiooniline	traditionell	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
sõnumid	botschaften	sõnum	botschaften	N;NOM;PL	V;NFIN
sõnumid	mitteilungen	sõnum	mitteilung	N;NOM;PL	V;NFIN
sõnumid	meldungen	sõnum	meldung	N;NOM;PL	V;NFIN
sõnumid	nachrichten	sõnum	nachrichten	N;NOM;PL	V;NFIN
timothy	timothy	timothy	timothy	N;NOM;SG	PROPN;NOM;MASC;SG
cat	katze	cat	katz	N;NOM;SG	
cat	kater	cat	Kater	N;NOM;SG	
cat	katzen	cat	katzen	N;NOM;SG	N;NOM;PL
cat	cat	cat	cat	N;NOM;SG	
gnu	gnu	gnu	gnu	N;NOM;SG	PROPN;NOM;MASC;SG
faktid	fakten	fakt	fakten	N;NOM;PL	V;NFIN
faktid	sachverhalt	fakt	sachverhalt	N;NOM;PL	ADJ
pete	pete	pete	pete	N;NOM;SG	PROPN;NOM;MASC;SG
diameeter	durchmesser	diameeter	durchmesser	N;NOM;SG	ADJ
gloria	gloria	gloria	gloria	N;NOM;SG	PROPN;NOM;SG
kursused	kurse	kursus	kürsen	N;NOM;PL	ADJ
kursused	sprachkurse	kursus	sprachkurs	N;NOM;PL	
kursused	golfplätze	kursus	golfplätzen	N;NOM;PL	
suomen	suomen	suomem	suomen	N;NOM;SG	PROPN
constantin	constantin	constantin	constantin	N;NOM;SG	PROPN;NOM;SG
horisontaalselt	horizontal	horisontaalselt	horizontal	ADV	ADJ
horisontaalselt	waagerecht	horisontaalselt	waagerecht	ADV	ADJ
suurenemine	vergrößern	suurenemine	vergrößern	N;NOM;SG	V;NFIN
suurenemine	erhöhen	suurenemine	erhöhen	N;NOM;SG	V;NFIN
suurenemine	steigerung	suurenemine	steigerung	N;NOM;SG	ADJ;NOM;FEM;SG
triinu	ella	triinu	ella	N;NOM;SG	PROPN;NOM;SG
léon	léon	lðoma	léon	N;NOM;SG	PROPN;NOM;MASC;SG
strauss	strauß	strauss	strauß	N;NOM;SG	
strauss	strauss	strauss	strauss	N;NOM;SG	PROPN;NOM;MASC;SG
institutsioonid	organe	institutsioon	organ	N;NOM;PL	
institutsioonid	einrichtungen	institutsioon	einrichtung	N;NOM;PL	V;NFIN
romantiline	romantische	romantiline	romantisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
romantiline	romantik	romantiline	romantik	ADJ;NOM;SG	PROPN
uhke	stolze	uhke	stolz	ADJ;NOM;SG	
uhke	schicken	uhke	schicken	ADJ;NOM;SG	V;NFIN
uhke	lust	uhke	lusen	ADJ;NOM;SG	PROPN
kirjutades	eingabe	kirjutama	eingabe	V;V.CVB	N;FEM;SG
haruldased	seltenes	haruldane	selten	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
vista	vista	vistma	vista	N;NOM;SG	PROPN;NOM;SG
kohvi	kaffee	kohv	kaffee	N;PRT;SG	
kohvi	kaffeemaschine	kohv	kaffeemaschine	N;PRT;SG	ADJ
kohvi	kaffe	kohv	kaffen	N;PRT;SG	
kohvi	kaffees	kohv	kaffees	N;PRT;SG	
tegija	macher	tegija	macher	N;NOM;SG	
tegija	schöpfer	tegija	schöpfer	N;NOM;SG	
tegija	maker	tegija	maker	N;NOM;SG	PROPN
jeemeni	jemen	jeeme	jem	N;SG	PROPN;NOM;MASC;SG
jeemeni	weißrussland	jeeme	weißrußland	N;SG	ADJ
jeemeni	jemenitische	jeeme	jemenitische	N;SG	ADJ;NOM;FEM;PL
jeemeni	jemen	jeeme	jem	N;SG	PROPN;NOM;MASC;SG
omar	omar	omar	omar	N;NOM;SG	PROPN;NOM;MASC;SG
pinnas	erde	pind	erde	N;NOM;SG	
pinnas	böden	pind	böden	N;NOM;SG	
pinnas	bodens	pind	bodens	N;NOM;SG	
pinnas	boden	pind	boden	N;NOM;SG	ADV
pinnas	erdboden	pind	erdboden	N;NOM;SG	V;V.PTCP
kodakondsus	staatsbürgerschaft	kodakondsus	staatsbürgerschaft	N;NOM;SG	ADJ
kodakondsus	nationalität	kodakondsus	nationalität	N;NOM;SG	ADJ
kodakondsus	staatsangehörigkeit	kodakondsus	staatsangsangehöeit	N;NOM;SG	ADJ
kodakondsus	bürgerrechte	kodakondsus	bürgerrecht	N;NOM;SG	ADJ;NOM;FEM;PL
kodakondsus	bürgerschaft	kodakondsus	bürgerschaft	N;NOM;SG	ADJ
kodakondsus	staatsbürgerschaft	kodakondsus	staatsbürgerschaft	N;NOM;SG	ADJ
kodakondsus	staatsangehörigkeit	kodakondsus	staatsangsangehöeit	N;NOM;SG	ADJ
ajavahemik	zeit	aja_vahemik	zeit	N;NOM;SG	ADJ
ajavahemik	zeitraum	aja_vahemik	zeitraum	N;NOM;SG	ADV
ajavahemik	zeitabschnitt	aja_vahemik	zeitabschnitten	N;NOM;SG	ADJ
giulio	giulio	giulio	giulio	N;NOM;SG	PROPN;NOM;MASC;SG
standardid	normen	standard	normen	N;NOM;PL	V;NFIN
albumid	albums	album	albums	N;NOM;PL	N;NOM;SG
pühendunud	widmet	pühenduma	widmen	V;PST;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
pühendunud	engagiert	pühenduma	engagiert	V;PST;V.PTCP;ACT	ADJ;V.PTCP
pühendunud	widmet	pühenduma	widmen	V;PST;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
pühendunud	engagiert	pühenduma	engagiert	V;PST;V.PTCP;ACT	ADJ;V.PTCP
tselluloosi	zellstoff	tselluloos	zellstoff	N;PRT;SG	PROPN
tselluloosi	cellulose	tselluloos	cellulose	N;PRT;SG	ADJ;NOM;FEM;SG
liigitada	einstufung	liigitama	einstufung	V;NFIN	ADJ
liigitada	klassifizierung	liigitama	klassifizierung	V;NFIN	ADJ
tasapisi	langsam	tasa_pisi	langsam	ADV	ADJ
romano	romano	romano	romano	N;NOM;SG	PROPN;NOM;SG
andrzej	andrzej	andrzej	andrzej	N;NOM;SG	PROPN;NOM;MASC;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;NOM;SG	PROPN;NOM;MASC;SG
oulu	oulu	oul	oulu	N;NOM;SG	PROPN;NOM;SG
mürgine	toxische	mürgine	toxisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
mürgine	giftige	mürgine	giftig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
mürgine	giftige	mürgine	giftig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
mürgine	giftigen	mürgine	giftig	ADJ;NOM;SG	V;FIN
mürgine	giftige	mürgine	giftig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
mürgine	giftigen	mürgine	giftig	ADJ;NOM;SG	V;FIN
väärt	lohnt	väärt	lohnen	ADJ	V;IND;SG;3;PRS;FIN
väärt	lohnen	väärt	lohnen	ADJ	V;NFIN
väärt	worth	väärt	worth	ADJ	PROPN
tapmine	schlachten	tapmine	schlachten	N;NOM;SG	V;NFIN
tapmine	schlachten	tapmine	schlachten	N;NOM;SG	V;NFIN
tapmine	gemetzel	tapmine	gemetzel	N;NOM;SG	ADJ
tapmine	töten	tapmine	töten	N;NOM;SG	V;NFIN
tapmine	tötung	tapmine	tötung	N;NOM;SG	
esa	esa	esa	esa	N;NOM;SG	
read	zeile	rida	zeilen	N;NOM;PL	
read	reihen	rida	reih	N;NOM;PL	V;NFIN
read	linien	rida	Linie	N;NOM;PL	
read	lines	rida	line	N;NOM;PL	PROPN
michele	michele	michele	michel	N;NOM;SG	PROPN;NOM;SG
korsika	korsischen	korsika	korsischen	N;NOM;SG	ADJ;MASC
korsika	korsika	korsika	korsika	N;NOM;SG	PROPN;NOM;SG
kaksteist	twelve	kaks_teist	twelv	NUM;NOM;SG	PROPN;NOM;SG
histoloogia	histologie	histoloogia	histologie	N;NOM;SG	
ekspert	fachmann	ekspert	fachmann	N;NOM;SG	
ekspert	experten	ekspert	expert	N;NOM;SG	V;IND;PL;3;FIN
ekspert	experte	ekspert	expern	N;NOM;SG	
ekspert	sachverständiger	ekspert	sachverständig	N;NOM;SG	ADJ
ekspert	sachverständige	ekspert	sachverständig	N;NOM;SG	ADJ;NOM;FEM;PL
ökoloogiline	ökologischen	ökoloogiline	ökologisch	ADJ;NOM;SG	ADJ;ACC;SG
ökoloogiline	ökologische	ökoloogiline	ökologisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
sool	salzen	sool	salzen	N;NOM;SG	V;NFIN
sool	salz	sool	salz	N;NOM;SG	
sool	salt	sool	salt	N;NOM;SG	PROPN
sool	salze	sool	salz	N;NOM;SG	
sool	salzwasser	sool	salzwasser	N;NOM;SG	
jung	jung	jung	jung	N;NOM;SG	ADJ
müük	vertrieb	müük	vertreiben	N;NOM;SG	
müük	umsätze	müük	umsätzen	N;NOM;SG	N;NOM;PL
müük	sale	müük	salen	N;NOM;SG	
vähendamine	reduzieren	vähendamine	reduzieren	N;NOM;SG	V;NFIN
smithi	schmied	smith	schmeiden	N;PRT;SG	
smithi	schmidt	smith	schmeden	N;PRT;SG	PROPN
smithi	smith	smith	smith	N;PRT;SG	PROPN;NOM;SG
smithi	smiths	smith	smiths	N;PRT;SG	PROPN;NOM;MASC;SG
smart	schlau	smart	schlau	N;NOM;SG	ADJ
smart	clever	smart	clever	N;NOM;SG	ADJ
smart	intelligent	smart	intelligent	N;NOM;SG	ADJ
smart	klug	smart	klug	N;NOM;SG	ADJ
smart	smart	smart	smaren	N;NOM;SG	PROPN
viljakas	fruchtbare	viljakas	fruchtbar	ADJ;NOM;SG	ADJ;NOM;FEM;PL
viljakas	fruchtbare	viljakas	fruchtbar	ADJ;NOM;SG	ADJ;NOM;FEM;PL
hell	sanfte	hell	sanft	N;NOM;SG	ADJ
hell	behutsam	hell	behutsam	N;NOM;SG	ADJ
hell	zärtlich	hell	zärtlich	N;NOM;SG	ADJ
hell	sanft	hell	sanfen	N;NOM;SG	ADJ
hell	sanften	hell	sanft	N;NOM;SG	ADJ
kokkupõrge	impact	kokku_põrge	impact	N;NOM;SG	PROPN
kokkupõrge	auswirkungen	kokku_põrge	auswirkingen	N;NOM;SG	V;NFIN
kokkupõrge	einfluss	kokku_põrge	einfluß	N;NOM;SG	ADJ
kokkupõrge	aufprall	kokku_põrge	aufprall	N;NOM;SG	ADJ
kokkupõrge	kollision	kokku_põrge	kollision	N;NOM;SG	ADJ
kokkupõrge	kollisionen	kokku_põrge	kollision	N;NOM;SG	N;NOM;FEM;PL
kokkupõrge	zusammenstoß	kokku_põrge	zusammenstoß	N;NOM;SG	V;IND;SG;3;FIN
paber	papierindustrie	paber	papierindustrie	N;NOM;SG	PROPN;NOM;SG
paber	papier	paber	papier	N;NOM;SG	
paber	zeitung	paber	zeitung	N;NOM;SG	
alasti	nackten	alasti	nackt	ADJ	V;IND;PL;3;PST;FIN
alasti	fkk	alasti	fkk	ADJ	
alasti	nackten	alasti	nackt	ADJ	V;IND;PL;3;PST;FIN
alasti	akt	alasti	akt	ADJ	N;SG
sammas	spalte	sammas	spalten	N;NOM;SG	ADJ;NOM;SG
sammas	säule	sammas	säul	N;NOM;SG	
sammas	kolonne	sammas	kolonne	N;NOM;SG	
sammas	pfeiler	sammas	pfeil	N;NOM;SG	ADJ
sammas	stütze	sammas	stützen	N;NOM;SG	
sammas	säule	sammas	säul	N;NOM;SG	
mitt	mitt	mitt	mitt	N;NOM;SG	
mitt	handschuh	mitt	handschuh	N;NOM;SG	
maatriks	matrizen	maater	matriz	N;TRANS;SG	
maatriks	matrix	maater	matrix	N;TRANS;SG	PROPN
neljandaks	viertens	neljandaks	viertens	ADJ;TRANS;SG	ADV
neljandaks	vierte	neljandaks	viert	ADJ;TRANS;SG	ADJ;NOM;FEM;SG
neljandaks	viertens	neljandaks	viertens	ADJ;TRANS;SG	ADV
neljandaks	vierten	neljandaks	viert	ADJ;TRANS;SG	ADJ;NOM;MASC;PL
neljandaks	viertes	neljandaks	viert	ADJ;TRANS;SG	ADJ;NOM;NEUT;SG
parameeter	parametern	parameeter	parametern	N;NOM;SG	V;NFIN
parameeter	parameter	parameeter	paramet	N;NOM;SG	ADJ
žanr	genre	žanr	genr	N;NOM;SG	
žanr	genres	žanr	gen	N;NOM;SG	N;NOM;NEUT;PL
stella	stella	stella	stella	N;NOM;SG	PROPN;NOM;SG
oskuste	fertigkeiten	oskus	fertigkeit	N;GEN;PL	V;NFIN
oskuste	geschick	oskus	geschick	N;GEN;PL	ADJ
oskuste	geschicklichkeit	oskus	geschicklichkeit	N;GEN;PL	ADJ
oskuste	fähigkeiten	oskus	fähigkeit	N;GEN;PL	V;NFIN
edutult	erfolglos	edutult	erfolglos	ADV	ADJ
sinised	blue	sinine	blue	ADJ;NOM;PL	PROPN;NOM;SG
schultz	schultz	schultz	schultz	N;NOM;SG	PROPN;SG
lapselaps	enkelin	lapse_laps	enkelin	N;NOM;SG	ADJ
lapselaps	enkelin	lapse_laps	enkelin	N;NOM;SG	ADJ
lapselaps	enkelkind	lapse_laps	enkelkind	N;NOM;SG	
lapselaps	enkel	lapse_laps	enkel	N;NOM;SG	
lapselaps	enkel	lapse_laps	enkel	N;NOM;SG	
wales	wales	wales	wales	N;NOM;SG	PROPN;NOM;MASC;SG
wales	schottland	wales	schottland	N;NOM;SG	ADJ
elbe	elbe	elbe	elb	N;NOM;SG	PROPN;NOM;SG
kogemata	unbeabsichtigt	kogemata	unbeabsichtigt	ADV	ADJ
kogemata	versehentlich	kogemata	versehentlich	ADV	ADJ
uuem	neuere	uuem	neu	ADJ;NOM;CMPR;SG	ADJ;NOM;FEM;PL
hani	gans	hani	gans	N;NOM;SG	
hani	gänse	hani	gans	N;NOM;SG	
hani	hani	hani	hani	N;NOM;SG	
hani	han	hani	han	N;NOM;SG	
rex	rex	rex	rex	N;NOM;SG	
territoriaalne	territorialen	territoriaalne	territorial	ADJ;NOM;SG	ADJ;NOM;PL
territoriaalne	territoriale	territoriaalne	territorial	ADJ;NOM;SG	ADJ;NOM;FEM;PL
jeffersoni	jefferson	jefferson	jefferson	N;GEN;SG	PROPN;NOM;SG
harrison	harrison	harrison	harrison	N;NOM;SG	PROPN;NOM;MASC;SG
maia	maia	maia	maia	N;NOM;SG	PROPN;NOM;SG
ümbritsev	umliegenden	ümbritsev	umliegend	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;PL
ümbritsev	umgebung	ümbritsev	Umgebung	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;NOM;FEM;SG
chicagos	chicago	chicagos	chicago	N;IN+ESS;SG	PROPN;NOM;SG
turba	torf	turvas	torf	N;NOM;SG	
hävitatud	zerstörte	hävitama	zerstört	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
karistuse	pein	karistus	pein	N;GEN;SG	PROPN;SG
karistuse	bestrafung	karistus	bestrafung	N;GEN;SG	N;NOM;FEM;SG
karistuse	strafe	karistus	strafen	N;GEN;SG	
liigitus	einstufung	liigitus	einstufung	N;NOM;SG	ADJ
liigitus	klassifizierung	liigitus	klassifizierung	N;NOM;SG	ADJ
liigitus	klassifikation	liigitus	klassifikation	N;NOM;SG	ADJ
hävitamine	zerstöre	hävitamine	zerstöre	N;NOM;SG	V;SG;FIN
hävitamine	vernichten	hävitamine	vernichten	N;NOM;SG	V;NFIN
hävitamine	vernichtet	hävitamine	vernichten	N;NOM;SG	V;V.PTCP
hävitamine	zerstören	hävitamine	zerstören	N;NOM;SG	V;NFIN
hävitamine	zerstörung	hävitamine	zerstörung	N;NOM;SG	ADJ
hävitamine	vernichten	hävitamine	vernichten	N;NOM;SG	V;NFIN
hävitamine	zerstören	hävitamine	zerstören	N;NOM;SG	V;NFIN
korrus	fußboden	korrus	fußboden	N;NOM;SG	V;NFIN
korrus	stockwerk	korrus	stockwerk	N;NOM;SG	ADJ
korrus	boden	korrus	boden	N;NOM;SG	ADV
korrus	geschoss	korrus	geschossen	N;NOM;SG	ADJ
beach	sandstrand	beach	sandstrand	N;NOM;SG	ADJ
beach	strand	beach	strand	N;NOM;SG	ADJ
õiglane	messe	õiglane	messe	ADJ;NOM;SG	
pööre	twist	pööre	twesten	N;NOM;SG	
pööre	drehung	pööre	drehung	N;NOM;SG	
pööre	verdrehen	pööre	verdrehen	N;NOM;SG	V;NFIN
pööre	drehen	pööre	drehen	N;NOM;SG	V;NFIN
pööre	wendung	pööre	wendung	N;NOM;SG	
pööre	drehen	pööre	drehen	N;NOM;SG	V;NFIN
pööre	wende	pööre	wenden	N;NOM;SG	
pööre	turn	pööre	turn	N;NOM;SG	PROPN
sõitja	passagier	sõitja	passagier	N;NOM;SG	
sõitja	personenverkehr	sõitja	personenverkehr	N;NOM;SG	ADJ
sõitja	passagiere	sõitja	passagieren	N;NOM;SG	
sõitja	insassen	sõitja	insassen	N;NOM;SG	N;PL
astrofüüsik	astrophysiker	astrofüüsik	astrophysiker	N;NOM;SG	ADJ
kuru	bestanden	kuru	bestehen	N;NOM;SG	V;V.PTCP
kuru	weitergeben	kuru	weitergeben	N;NOM;SG	V;NFIN
kuru	übergeben	kuru	übergeben	N;NOM;SG	V;V.PTCP
kuru	vergehen	kuru	vergehen	N;NOM;SG	V;V.PTCP
kuru	pass	kuru	pass	N;NOM;SG	
kliendi	kundendienst	klient	kundendienst	N;GEN;SG	ADJ
kliendi	kunde	klient	kund	N;GEN;SG	
kliendi	kundenservice	klient	kundenservice	N;GEN;SG	ADJ
kliendi	klienten	klient	klienen	N;GEN;SG	V;IND;PL;3;FIN
kliendi	mandanten	klient	mandant	N;GEN;SG	V;IND;PL;3;PST;FIN
kliendi	kunde	klient	kund	N;GEN;SG	
kliendi	auftraggeber	klient	auftraggeber	N;GEN;SG	ADJ
katoliiklased	katholisch	katoliiklane	katholisch	N;NOM;PL	ADJ
katoliiklased	katholiken	katoliiklane	katholik	N;NOM;PL	ADJ;PL
pidulik	festliche	pidulik	festlich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
pidulik	feierliche	pidulik	feierlich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
võrreldav	vergleichbare	võrreldav	vergleichbar	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
phillips	phillips	phillips	phillips	N;NOM;SG	PROPN;NOM;MASC;SG
kaas	deckel	kaas	deckel	N;NOM;SG	
nurgakivi	eckstein	nurga_kivi	eckstein	N;NOM;SG	
nurgakivi	grundpfeiler	nurga_kivi	grundpfeiler	N;NOM;SG	ADJ
nurgakivi	eckpfeiler	nurga_kivi	eckpfeil	N;NOM;SG	ADJ
nurgakivi	grundstein	nurga_kivi	grundstein	N;NOM;SG	ADJ
lennata	fly	lendama	fly	V;NFIN	PROPN;NOM;SG
lennata	fliege	lendama	fliegen	V;NFIN	
lõpetatud	abgeschlossen	lõpetama	abschließen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
lõpetatud	abgeschlossen	lõpetama	abschließen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
lõpetatud	fertiggestellt	lõpetama	fertigstellen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
lõpetatud	beendet	lõpetama	beenden	ADJ;PST;V.PTCP;PASS	V;V.PTCP
lõpetatud	abgeschlossen	lõpetama	abschließen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
lõpetatud	fertiggestellt	lõpetama	fertigstellen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
lõpetatud	beendet	lõpetama	beenden	ADJ;PST;V.PTCP;PASS	V;V.PTCP
lõpetatud	erledigt	lõpetama	erledigen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
alumiiniumi	alu	alumiinium	alu	N;PRT;SG	
alumiiniumi	aluminium	alumiinium	aluminium	N;PRT;SG	ADJ
yves	yves	yve	yves	N;NOM;SG	PROPN;NOM;SG
ted	ted	tema	ted	N;NOM;SG	PROPN;NOM;MASC;SG
kümmekond	dutzend	kümmekond	dutzend	NUM;NOM;SG	ADJ
abt	abt	abt	aben	N;NOM;SG	PROPN
möödub	pässe	mööduma	passen	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
tõlked	übersetzung	tõlge	übersetzung	N;NOM;PL	ADJ
tõlked	übersetzungen	tõlge	übersetzingen	N;NOM;PL	V;NFIN
camille	camille	camille	camille	N;NOM;SG	PROPN;NOM;SG
claus	claus	claus	claus	N;NOM;SG	PROPN;NOM;MASC;SG
meeldis	liebten	meeldima	lieben	V;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
meeldis	gefällt	meeldima	gefallen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
liides	interface	liides	interface	N;NOM;SG	
liides	benutzeroberfläche	liides	benutzeroberfläche	N;NOM;SG	ADJ;NOM;FEM
liides	oberfläche	liides	oberfläch	N;NOM;SG	ADJ
liides	schnittstellen	liides	schnittstellen	N;NOM;SG	N;NOM;FEM;PL
liides	schnittstelle	liides	schnittstellen	N;NOM;SG	ADJ;NOM;FEM;SG
toll	inch	toll	inch	N;NOM;SG	
toll	zoll	toll	zoll	N;NOM;SG	
toll	zentimeter	toll	zentimeter	N;NOM;SG	ADV
toll	tribut	toll	trebun	N;NOM;SG	
toll	maut	toll	maut	N;NOM;SG	PROPN
toll	toll	toll	toll	N;NOM;SG	ADJ
toll	zollbehörde	toll	zollbehörde	N;NOM;SG	
toll	zoll	toll	zoll	N;NOM;SG	
toll	bräuche	toll	bräuchen	N;NOM;SG	N;NOM;PL
toll	zollunion	toll	zollunion	N;NOM;SG	
tammeka	oak	tammeka	oak	N;NOM;SG	PROPN;NOM;SG
tammeka	eichen	tammeka	eichen	N;NOM;SG	
tammeka	eiche	tammeka	eichen	N;NOM;SG	
kaaslased	gefährten	kaaslane	gefährt	N;NOM;PL	V;IND;PL;3;FIN
kaaslased	begleiter	kaaslane	begleiter	N;NOM;PL	ADJ
cook	cook	cook	cook	N;NOM;SG	PROPN;NOM;SG
cook	kochen	cook	kochen	N;NOM;SG	V;NFIN
cook	köchin	cook	köchin	N;NOM;SG	
stressi	belastung	stress	belastung	N;PRT;SG	ADJ
stressi	stress	stress	stress	N;PRT;SG	
stressi	streß	stress	streßen	N;PRT;SG	
varad	vermögenswerte	vara	vermögenswert	N;NOM;PL	ADJ;NOM;FEM;SG
varad	vermögen	vara	vermögen	N;NOM;PL	
varad	aktiva	vara	aktiva	N;NOM;PL	ADJ
amy	amy	amy	amy	N;NOM;SG	PROPN;NOM;SG
kive	steinen	kivi	stein	N;PRT;PL	V;NFIN
kive	rockt	kivi	rocken	N;PRT;PL	V;IND;SG;3;PRS;FIN
kive	gestein	kivi	gestein	N;PRT;PL	
kive	felsen	kivi	felsen	N;PRT;PL	V;NFIN
zürichi	zürich	zürichi	zürich	N;NOM;SG	PROPN;NOM;MASC;SG
brüssel	brüssel	brüssel	brüssel	N;NOM;SG	PROPN;NOM;NEUT;SG
kaltsiumi	calcium	kaltsium	calcium	N;PRT;SG	
kaltsiumi	kalzium	kaltsium	kalzium	N;PRT;SG	
gonzález	gonzález	gonzález	gonzález	N;NOM;SG	PROPN;NOM;MASC;SG
gonzález	gonzalez	gonzález	gonzalez	N;NOM;SG	ADJ
sigmund	sigmund	sigmund	sigmund	N;NOM;SG	PROPN;NOM;MASC;SG
berni	berner	bern	bern	N;NOM;SG	
berni	bern	bern	bern	N;NOM;SG	
ahven	barsch	ahvema	barsch	N;NOM;SG	ADJ
suurendatud	erhöhte	suurendama	erhöhen	V;PST;V.PTCP;PASS	ADJ;NOM;SG
laienenud	vergrößerung	laienema	vergrößerung	V;PST;V.PTCP;ACT	ADJ
töölised	arbeitskräfte	tööline	arbeitskraft	N;NOM;PL	ADJ;NOM
töölised	arbeitnehmer	tööline	arbeitnehmer	N;NOM;PL	ADJ
töölised	arbeiter	tööline	arbeiter	N;NOM;PL	
flash	flash	flash	flash	N;NOM;SG	PROPN
flash	blitz	flash	blitz	N;NOM;SG	
göteborgi	göteborg	göteborg	göteborg	N;IN+ALL;LGSPEC1;SG	PROPN;NOM;SG
göteborgi	schweden	göteborg	schweden	N;IN+ALL;LGSPEC1;SG	PROPN
