von	from	von	from	ADP	
erzeugt	wytworzone	erzeugen	wytworzyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erzeugt	generowane	erzeugen	generować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
venedig	wenecji	venedig	wenecja	PROPN;NOM;SG	PROPN;NOM;FEM;SG
venedig	wenecja	venedig	wenecja	PROPN;NOM;SG	N;NOM;FEM;SG
mündung	lufy	mündung	lufa	ADJ	N;GEN;FEM;PL
mündung	ujścia	mündung	ujść	ADJ	N;PFV;GEN;NEUT;SG;POS;V.MSDR
rollen	rolki	roll	rolka	V;NFIN	N;ACC;FEM;PL
rollen	wałki	roll	wałka	V;NFIN	N;NOM;MASC;PL
rollen	rolkach	roll	rolek	V;NFIN	N;DAT;FEM;PL
rollen	bułki	roll	bułka	V;NFIN	N;ACC;FEM;PL
rollen	bułeczki	roll	bułeczka	V;NFIN	N;NOM;FEM;PL
rollen	rolls	roll	rolls	V;NFIN	
rollen	rolki	roll	rolka	V;NFIN	N;ACC;FEM;PL
rollen	ról	roll	ról	V;NFIN	N;GEN;FEM;PL
rollen	rolach	roll	ról	V;NFIN	N;DAT;FEM;PL
rollen	roll	roll	roll	V;NFIN	
rollen	rolki	roll	rolka	V;NFIN	N;ACC;FEM;PL
beteiligung	udział	Beteiligung	udział	N;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
beteiligung	uczestnictwa	Beteiligung	uczestnictwo	N;NOM;FEM;SG	N;GEN;NEUT;SG
beteiligung	udział	Beteiligung	udział	N;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
alpen	alpy	alpe	alpy	PROPN	V;IPFV;IND;PL;PRS;FIN;ACT
meint	środki	meinen	środek	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
logo	logo	logo	Lóg	ADJ	
breiten	szeroko	breit	szeroko	ADJ;SG	ADV
breiten	szerokość	breit	szerokość	ADJ;SG	N;NOM;FEM;SG
breiten	szerokości	breit	szerokość	ADJ;SG	N;GEN;FEM;SG
creek	creek	creek	creek	PROPN	N;NOM;MASC;SG
trier	trier	trei	trier		PROPN;NOM;MASC;SG
träger	przewoźnik	träger	przewoźnik	ADJ	N;NOM;MASC;SG
träger	przewoźnika	träger	przewoźnik	ADJ	N;ACC;MASC;SG
träger	nośnik	träger	nośnik	ADJ	N;NOM;MASC;SG
träger	tragarzy	träger	tragarz	ADJ	N;ACC;MASC;PL
träger	instytucja	träger	instytucja	ADJ	N;NOM;FEM;SG
träger	instytucji	träger	instytucja	ADJ	N;GEN;FEM;SG
träger	instytucje	träger	instytucja	ADJ	N;NOM;FEM;PL
träger	przewoźników	träger	przewoźnik	ADJ	N;ACC;MASC;PL
träger	nośniki	träger	nośnik	ADJ	N;NOM;MASC;PL
träger	przewoźnicy	träger	przewoźnik	ADJ	N;NOM;MASC;PL
bands	opaski	bands	opaski	N;NOM;FEM;PL	N;ACC;MASC;PL
madrid	madryt	madrid	madryt	PROPN;NOM;SG	
militärische	wojskowy	militärisch	wojskowy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
militärische	wojsko	militärisch	wojsko	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
militärische	wojskowe	militärisch	wojskowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
militärische	wojska	militärisch	wojsko	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
reste	resztki	rest	resztka	ADJ	N;ACC;FEM;PL
reste	resztki	rest	resztka	ADJ	N;ACC;FEM;PL
halbinsel	półwysep	halbinsel	półwysep	ADJ	N;NOM;MASC;SG
freiherr	freiherr	freiherr	freiherr		N;NOM;MASC;SG
freiherr	baron	freiherr	baron		PROPN;NOM;MASC;SG
freiherr	barona	freiherr	barona		N;ACC;MASC;SG
carolina	carolina	carolina	carolina	PROPN;NOM;SG	
carolina	karolina	carolina	karolin	PROPN;NOM;SG	PROPN;NOM;FEM;SG
sekunden	sekund	sekunden	sekunda	V;NFIN	
sekunden	sekundy	sekunden	sekunda	V;NFIN	N;ACC;FEM;SG
episode	odcinek	episod	odcinek		N;NOM;MASC;SG
episode	epizod	episod	epizod		N;NOM;MASC;SG
blätter	li	blätt	lić	ADJ	PROPN;NOM;MASC;SG
blätter	liście	blätt	liść	ADJ	
blätter	li	blätt	lić	ADJ	PROPN;NOM;MASC;SG
blätter	liść	blätt	liść	ADJ	
blätter	arkusze	blätt	arkusz	ADJ	N;NOM;MASC;PL
blätter	pościel	blätt	pościel	ADJ	
blätter	arkuszy	blätt	arkusza	ADJ	N;GEN;MASC;PL
siegen	wygrane	siegen	wygrany		ADJ;NOM;NEUT;SG
siegen	wygrywa	siegen	wygrywać		V;IPFV;IND;SG;3;PRS;FIN;ACT
siegen	wygra	siegen	wygrać		V;PFV;IND;SG;3;FUT;FIN;ACT
siegen	wygrywają	siegen	wygrywać		V;IPFV;IND;PL;3;PRS;FIN;ACT
siegen	zwycięstwa	siegen	zwycięstwo		N;NOM;NEUT;SG
siegen	zwycięstw	siegen	zwycięstwo		N;GEN;NEUT;PL
siegen	zwycięstwa	siegen	zwycięstwo		N;NOM;NEUT;SG
siegen	zwycięstwo	siegen	zwycięstwo		N;NOM;NEUT;SG
siegen	siegen	siegen	siegen		PROPN;NOM;MASC;SG
lokalen	miejscowa	lokal	miejscowy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
lokalen	lokalny	lokal	lokalny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
lokalen	lokalna	lokal	lokalny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
lokalen	lokalne	lokal	lokalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
lokalen	miejscowy	lokal	miejscowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
lokalen	lokalnych	lokal	lokalny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
siege	zwycięstw	siegen	zwycięstwo	N;NOM	N;GEN;NEUT;PL
unserer	nasz	unser	nasz	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;1
unserer	nasza	unser	nasz	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;1
unserer	nasi	unser	nasz	PRO;NOM;MASC;SG	DET;NOM;MASC;PL;1
unserer	nasze	unser	nasz	PRO;NOM;MASC;SG	DET;NOM;NEUT;SG;1
unserer	our	unser	our	PRO;NOM;MASC;SG	
unserer	nasz	unser	nasz	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;1
unserer	nasza	unser	nasz	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;1
unserer	nasze	unser	nasz	PRO;NOM;MASC;SG	DET;NOM;NEUT;SG;1
römische	rzymski	römisch	rzymski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
römische	roman	römisch	roman	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG
römische	rzymskie	römisch	rzymski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
ehren	honoru	ehr	honor		N;GEN;MASC;SG
ehren	zaszczyt	ehr	zaszczyt		N;ACC;MASC;SG
ehren	honorowym	ehr	honorowy		ADJ;INS;MASC;SG
ehren	honorowe	ehr	honorowy		ADJ;NOM;NEUT;SG
ehren	honorowy	ehr	honorowy		ADJ;NOM;MASC;SG
ehren	honoru	ehr	honor		N;GEN;MASC;SG
ehren	zaszczyt	ehr	zaszczyt		N;ACC;MASC;SG
ehren	honorem	ehr	honor		N;INS;MASC;SG
ehren	wyróżnieniem	ehr	wyróżnienie		N;INS;NEUT;SG
ehren	wyróżnieniem	ehr	wyróżnienie		N;INS;NEUT;SG
infos	info	infos	info		
infos	informacje	infos	informacja		N;NOM;FEM;PL
infos	informacja	infos	informacja		N;NOM;FEM;SG
ton	dźwięki	ton	dźwięk		N;NOM;MASC;PL
ton	sound	ton	sounda		
ton	dźwięk	ton	dźwięk		N;ACC;MASC;SG
ton	tonę	ton	tonąć		N;ACC;FEM;SG
ton	tona	ton	tona		
ton	ton	ton	ton		
ton	audio	ton	audio		
ton	dźwięk	ton	dźwięk		N;ACC;MASC;SG
ton	tonie	ton	tonąć		V;IPFV;IND;SG;3;PRS;FIN;ACT
ton	ton	ton	ton		
ton	tonu	ton	ton		N;GEN;MASC;SG
ton	glina	ton	glina		
ton	claya	ton	claya		
ton	clay	ton	clay		
scott	scotta	scott	scottać	PROPN	
scott	scott	scott	scott	PROPN	PROPN;NOM;MASC;SG
klub	club	klub	club	N;NOM;MASC;SG	
klub	klubie	klub	klub	N;NOM;MASC;SG	N;DAT;MASC;SG
königlichen	królewska	königlich	królewski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
königlichen	królewski	königlich	królewski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
königlichen	królewskie	königlich	królewski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
königlichen	royal	königlich	royal	ADJ;NOM;PL	
dach	dachowe	dach	dachowy	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dach	dachu	dach	dach	N;NOM;NEUT;SG	N;GEN;MASC;SG
dach	dachu	dach	dach	N;NOM;NEUT;SG	N;GEN;MASC;SG
baureihe	szeregi	baureihe	szereg	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
baureihe	serie	baureihe	serie	ADJ;NOM;FEM;SG	
baureihe	series	baureihe	series	ADJ;NOM;FEM;SG	
baureihe	seria	baureihe	seria	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
baureihe	serii	baureihe	seria	ADJ;NOM;FEM;SG	
baureihe	zajęcia	baureihe	zajęcia	ADJ;NOM;FEM;SG	N;NOM;NEUT;PL
baureihe	klasy	baureihe	klasa	ADJ;NOM;FEM;SG	N;GEN;FEM;SG
baureihe	klasa	baureihe	klasa	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
altstadt	centrum	altstadt	centrum	ADJ	N;ACC;NEUT;SG
altstadt	stare	altstadt	stary	ADJ	
altstadt	old	altstadt	old	ADJ	
altstadt	stara	altstadt	stary	ADJ	
altstadt	altstadt	altstadt	altstadt	ADJ	N;NOM;MASC;SG
athen	atenach	athen	aten	PROPN;NOM;SG	PROPN;GEN;NEUT;PL
athen	aten	athen	aten	PROPN;NOM;SG	PROPN;NOM;NEUT;SG
athen	ateny	athen	atena	PROPN;NOM;SG	
gewisse	pewne	gewiß	pewny	ADJ;NOM;FEM;PL	
sucht	wyszukiwania	suchen	wyszukiwanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
sucht	uzależnienie	suchen	uzależnienie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
sucht	nałóg	suchen	nałóg	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
sucht	uzależnienia	suchen	uzależnienie	V;IND;SG;3;PRS;FIN	N;GEN;NEUT;SG
sitze	siedzenie	sitzen	siedzenie		N;NOM;NEUT;SG
sitze	siedzący	sitzen	siedzieć		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
sitze	siedzi	sitzen	siedzieć		V;IPFV;IND;SG;3;PRS;FIN;ACT
sitze	fotele	sitzen	foteł		N;NOM;MASC;PL
sitze	siedzenia	sitzen	siedzenie		N;NOM;NEUT;SG
vorhandenen	istniejące	vorhanden	istnieć	ADJ;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
vorhandenen	istniejąca	vorhanden	istnieć	ADJ;PL	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
vorhandenen	istniejący	vorhanden	istnieć	ADJ;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
potsdam	poczdamie	potsdam	poczdama	PROPN;NOM;NEUT;SG	N;DAT;MASC;SG
benachbarten	sąsiadujących	benachbart	sąsiadować	ADJ;NOM;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
benachbarten	sąsiadujących	benachbart	sąsiadować	ADJ;NOM;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
einst	raz	einst	raz	ADV	N;ACC;MASC;SG
besucher	odwiedziny	besucher	odwiedzina		N;NOM;FEM;SG
besucher	gości	besucher	gość		N;ACC;MASC;PL
besucher	odwiedzający	besucher	odwiedzać		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
besucher	goście	besucher	gość		N;NOM;MASC;PL
besucher	odwiedzających	besucher	odwiedzać		ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
besucher	odwiedziny	besucher	odwiedzina		N;NOM;FEM;SG
besucher	odwiedzający	besucher	odwiedzać		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
besucher	gość	besucher	gość		V;IPFV;IND;SG;PST;FIN;ACT
mailand	milan	mailand	milan	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
mailand	mediolan	mailand	mediolan	PROPN;NOM;NEUT;SG	N;NOM;NEUT;SG
mailand	milano	mailand	milano	PROPN;NOM;NEUT;SG	V;IPFV;IND;PRS;FIN;ACT
entgegen	sprzeczne	entgegen	sprzeczny	ADV	
schritt	krok	schreinen	krok		N;NOM;MASC;SG
eberhard	eberhard	eberhard	eberhard	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
arbeiter	robotnik	arbeiter	robotnik		N;NOM;MASC;SG
arbeiter	pracownik	arbeiter	pracownik		N;NOM;MASC;SG
arbeiter	pracownika	arbeiter	pracownik		N;ACC;MASC;SG
arbeiter	pracowników	arbeiter	pracownik		N;ACC;MASC;PL
arbeiter	pracownicy	arbeiter	pracownik		N;NOM;MASC;PL
arbeiter	robotnicy	arbeiter	robotnik		N;NOM;MASC;PL
militärischen	wojskowy	militärisch	wojskowy	ADJ;ACC;SG	ADJ;NOM;MASC;SG
militärischen	wojsko	militärisch	wojsko	ADJ;ACC;SG	N;NOM;NEUT;SG
militärischen	wojskowe	militärisch	wojskowy	ADJ;ACC;SG	ADJ;NOM;NEUT;SG
militärischen	wojska	militärisch	wojsko	ADJ;ACC;SG	N;NOM;NEUT;SG
real	real	real	real	ADJ	
sagte	said	sagen	said	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG
kardinal	kardynał	kardinal	kardynał	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
führer	przywódców	führer	przywódca		N;ACC;MASC;PL
führer	liderów	führer	lider		N;GEN;MASC;PL
führer	przywódcy	führer	przywódca		N;NOM;MASC;SG
führer	liderzy	führer	lider		N;NOM;MASC;PL
führer	dowódca	führer	dowódca		N;NOM;MASC;SG
führer	lider	führer	lider		N;NOM;MASC;SG
führer	przywódca	führer	przywódca		N;NOM;MASC;SG
führer	przewodniku	führer	przewodnik		N;DAT;MASC;SG
führer	poradnik	führer	poradnik		N;NOM;MASC;SG
führer	przewodnikiem	führer	przewodnik		N;INS;MASC;SG
führer	przewodnika	führer	przewodnik		N;ACC;MASC;SG
führer	przewodnik	führer	przewodnik		N;NOM;MASC;SG
führer	przewodników	führer	przewodnik		N;GEN;MASC;PL
führer	przewodniki	führer	przewodnik		N;NOM;MASC;PL
führer	führer	führer	führer		N;NOM;MASC;SG
geistlicher	ksiądz	geistlich	ksiądz	ADJ	N;NOM;MASC;SG
geistlicher	księdza	geistlich	ksiądz	ADJ	N;ACC;MASC;SG
geistlicher	kapłan	geistlich	kapłan	ADJ	N;NOM;MASC;SG
geistlicher	księża	geistlich	ksiądz	ADJ	N;NOM;MASC;PL
oberfläche	interfejs	oberfläch	interfejs	ADJ	N;NOM;MASC;SG
oberfläche	interfejsu	oberfläch	interfejs	ADJ	N;GEN;MASC;SG
oberfläche	powierzchnie	oberfläch	powierzchnie	ADJ	N;NOM;FEM;PL
oberfläche	gui	oberfläch	gua	ADJ	
oberfläche	powierzchnię	oberfläch	powierzchnia	ADJ	N;ACC;FEM;SG
oberfläche	powierzchni	oberfläch	powierzchnia	ADJ	N;GEN;FEM;SG
oberfläche	powierzchnia	oberfläch	powierzchnia	ADJ	N;NOM;FEM;SG
analyse	analityczne	analyse	analityczny	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
analyse	analityczna	analyse	analityczny	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
analyse	analitycznych	analyse	analityczny	N;NOM;FEM;SG	ADJ;GEN;MASC;PL
analyse	analiz	analyse	analiz	N;NOM;FEM;SG	
analyse	analizy	analyse	analiza	N;NOM;FEM;SG	
analyse	analizować	analyse	analizować	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
analyse	przeanalizować	analyse	przeanalizować	N;NOM;FEM;SG	V;PFV;NFIN;ACT
analyse	analizy	analyse	analiza	N;NOM;FEM;SG	
falsche	nieprawidłowy	falsch	nieprawidłowy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
falsche	nieprawidłowe	falsch	nieprawidłowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
falsche	nieprawidłowa	falsch	nieprawidłowy	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
falsche	źle	falsch	źle	ADJ;NOM;FEM;PL	ADV
falsche	fałsz	falsch	fałsz	ADJ;NOM;FEM;PL	
falsche	fałszywa	falsch	fałszywać	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
falsche	fałszywe	falsch	fałszywy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
falsche	nieprawdziwe	falsch	nieprawdziwy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
falsche	fałszywy	falsch	fałszywa	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
organisiert	organizuje	organisieren	organizować	ADJ;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
streit	sporu	streit	spór	ADJ	
streit	spór	streit	spór	ADJ	N;NOM;MASC;SG
streit	kłótnia	streit	kłótnia	ADJ	N;NOM;FEM;SG
streit	argument	streit	argument	ADJ	N;NOM;MASC;SG
streit	argumenty	streit	argument	ADJ	N;NOM;MASC;PL
streit	walka	streit	walka	ADJ	N;NOM;FEM;SG
streit	walcz	streit	walcz	ADJ	V;IPFV;IMP;SG;2;FIN;ACT
streit	kłótnie	streit	kłótnie	ADJ	N;NOM;NEUT;SG
streit	sporów	streit	spór	ADJ	
streit	spory	streit	spór	ADJ	
streit	kontrowersji	streit	kontrowersja	ADJ	
koch	kucharz	koch	kucharz		N;NOM;MASC;SG
koch	koch	koch	koch		PROPN;NOM;MASC;SG
weiterleitung	przekierowanie	weiterleitung	przekierować	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
weiterleitung	przekierować	weiterleitung	przekierować	ADJ	V;PFV;NFIN;ACT
weiterleitung	transmisji	weiterleitung	transmisja	ADJ	N;GEN;FEM;SG
weiterleitung	przesyłanie	weiterleitung	przesyłać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
weiterleitung	transmisja	weiterleitung	transmisja	ADJ	N;NOM;FEM;SG
weiterleitung	przekazanie	weiterleitung	przekazać	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
weiterleitung	przekazywanie	weiterleitung	przekazywać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
weiterleitung	przekierowanie	weiterleitung	przekierować	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
weiterleitung	przekierowania	weiterleitung	przekierowanie	ADJ	N;NOM;NEUT;SG
ausstellungen	targach	ausstellingen	targi	N;NOM;FEM;PL	N;DAT;FEM;PL
ausstellungen	wystawy	ausstellingen	wystawa	N;NOM;FEM;PL	N;ACC;FEM;SG
ausstellungen	wystawy	ausstellingen	wystawa	N;NOM;FEM;PL	N;ACC;FEM;SG
ausstellungen	wystawę	ausstellingen	wystawa	N;NOM;FEM;PL	N;ACC;FEM;SG
ausstellungen	wystawa	ausstellingen	wystawa	N;NOM;FEM;PL	N;NOM;FEM;SG
ausstellungen	wystawy	ausstellingen	wystawa	N;NOM;FEM;PL	N;ACC;FEM;SG
roger	roger	roger	roger	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
schlug	proponowane	schlagen	proponować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
schlug	proponowany	schlagen	proponować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
kurzer	short	kurz	short	ADJ	
kurzer	krótko	kurz	krótko	ADJ	ADV
kurzer	krótko	kurz	krótko	ADJ	ADV
tempel	świątynia	tempel	świątynia		N;NOM;FEM;SG
tempel	świątynie	tempel	świątynia		N;NOM;FEM;PL
tempel	temple	tempel	temple		N;NOM;NEUT;SG
tempel	świątyni	tempel	świątynia		N;GEN;FEM;SG
tempel	świątynie	tempel	świątynia		N;NOM;FEM;PL
bearbeitung	edit	bearbeitung	edit	N;NOM;FEM;SG	
bearbeitung	edytuj	bearbeitung	edytować	N;NOM;FEM;SG	
bearbeitung	montaż	bearbeitung	montaż	N;NOM;FEM;SG	
bearbeitung	edycji	bearbeitung	edycja	N;NOM;FEM;SG	N;GEN;FEM;SG
bearbeitung	przetwarzania	bearbeitung	przetwarzać	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
bearbeitung	obróbka	bearbeitung	obróbka	N;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
bearbeitung	obróbka	bearbeitung	obróbka	N;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
wehrmacht	wehrmacht	wehrmachen	wehrmacht	PROPN	
nutzer	użytkownicy	nutzer	użytkownik		N;NOM;MASC;PL
nutzer	użytkowników	nutzer	użytkownik		N;ACC;MASC;PL
nutzer	użytkownikom	nutzer	użytkownik		N;DAT;MASC;PL
nutzer	użytkownika	nutzer	użytkownik		N;ACC;MASC;SG
nutzer	użytkownik	nutzer	użytkownik		N;NOM;MASC;SG
vierte	czwartego	viert	czwarty	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
vierte	czwarte	viert	czwarty	ADJ;NOM;FEM;SG	
vierte	czwarta	viert	czwarty	ADJ;NOM;FEM;SG	
erfahrung	doświadczenia	erfahrung	doświadczenie	ADJ	N;NOM;NEUT;SG
erfahrung	przeżycia	erfahrung	przeżycie	ADJ	N;NOM;NEUT;SG
erfahrung	doświadczeń	erfahrung	doświadczenie	ADJ	N;GEN;NEUT;PL
erfahrung	doznania	erfahrung	doznanie	ADJ	N;NOM;NEUT;PL
erfahrung	doświadczenia	erfahrung	doświadczenie	ADJ	N;NOM;NEUT;SG
erfahrung	doświadczenie	erfahrung	doświadczenie	ADJ	N;NOM;NEUT;SG
carlos	carlos	carlos	carlos	PROPN;NOM;SG	PROPN;NOM;MASC;SG
denken	myślenia	denken	myślenie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
denken	myślenie	denken	myślenie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
täglich	codziennie	täglich	codziennie	ADJ	ADV
täglich	daily	täglich	daily	ADJ	
täglich	codziennie	täglich	codziennie	ADJ	ADV
täglich	dziennie	täglich	dziennie	ADJ	ADV
breslau	wrocław	breslau	wrocław	PROPN;NOM;SG	
breslau	wrocławia	breslau	wrocławiać	PROPN;NOM;SG	PROPN;GEN;MASC;SG
breslau	wrocław	breslau	wrocław	PROPN;NOM;SG	
breslau	breslau	breslau	breslau	PROPN;NOM;SG	
abgelehnt	odrzucone	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
abgelehnt	odrzucona	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
abgelehnt	odrzucony	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
abgelehnt	odrzucony	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
abgelehnt	odrzucona	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
abgelehnt	odrzucone	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
abgelehnt	odrzucona	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
abgelehnt	odrzucona	ablehnen	odrzucić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
umfang	obwód	umfingen	obwód		N;NOM;MASC;SG
umfang	objętości	umfingen	objętość		N;GEN;FEM;SG
umfang	wielkość	umfingen	wielkość		N;ACC;FEM;SG
umfang	objętość	umfingen	objętość		N;NOM;FEM;SG
umfang	pojemność	umfingen	pojemność		N;ACC;FEM;SG
umfang	zakres	umfingen	zakres		N;NOM;MASC;SG
vielmehr	raczej	vielmehr	raczej	ADV	PART
laufen	uruchomiony	laufen	uruchomić	V;NFIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
laufen	bieganie	laufen	bieganie	V;NFIN	N;NOM;NEUT;SG
kern	kern	kern	kern	ADJ	PROPN;NOM;MASC;SG
kern	rdzeń	kern	rdzeń	ADJ	N;NOM;MASC;SG
kern	rdzenia	kern	rdzeniać	ADJ	N;GEN;NEUT;SG
kern	jądro	kern	jądro	ADJ	
kern	jądro	kern	jądro	ADJ	
dörfer	wioski	dörfern	wioska		N;ACC;FEM;SG
bill	bill	billen	bill	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
bill	rachunek	billen	rachunek	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
dom	katedra	dom	katedra	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
dom	kopuły	dom	kopuła	PROPN;NOM;MASC;SG	N;ACC;FEM;PL
dom	dome	dom	dom	PROPN;NOM;MASC;SG	
dom	kopuła	dom	kopuć	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
dom	duomo	dom	duomo	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
dom	dom	dom	dom	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kaufmann	merchant	kaufmann	merchant		V;IPFV;IND;SG;PRS;FIN;ACT
kaufmann	kupiec	kaufmann	kupiec		N;NOM;MASC;SG
kaufmann	handlarz	kaufmann	handlarz		N;NOM;MASC;SG
kaufmann	biznesmen	kaufmann	biznesmen		N;NOM;MASC;SG
kaufmann	przedsiębiorca	kaufmann	przedsiębiorca		N;NOM;MASC;SG
kaufmann	biznesmenem	kaufmann	biznesmen		N;INS;MASC;SG
kaufmann	kaufmann	kaufmann	kaufmann		V;IPFV;IND;SG;PRS;FIN;ACT
direkte	bezpośrednia	direkt	bezpośredni	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
direkte	bezpośredni	direkt	bezpośredni	ADJ;NOM;FEM;PL	
direkte	bezpośrednie	direkt	bezpośrednie	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
direkte	direct	direkt	direct	ADJ;NOM;FEM;PL	
brief	list	brufen	list	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
brief	pismo	brufen	pismo	V;IND;SG;3;PST;FIN	N;NOM;NEUT;SG
brief	litera	brufen	liter	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
brief	list	brufen	list	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
awards	nagród	awards	nagroda	PROPN	
awards	nagrody	awards	nagroda	PROPN	N;NOM;FEM;PL
force	siły	force	siła	PROPN;NOM;SG	N;ACC;FEM;SG
force	siła	force	siła	PROPN;NOM;SG	N;NOM;FEM;SG
force	force	force	forka	PROPN;NOM;SG	
maximal	max	maximal	max	ADJ	
