nikjer	nicaieri	nikjer	nicaieri	ADV	
zvezno	federale	zvezen	federal	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
zvezno	federală	zvezen	federal	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
populacija	populaţia	populacija	populagie	N;NOM;FEM;SG	N;DEF;FEM;SG
populacija	populație	populacija	populație	N;NOM;FEM;SG	N;INDF;FEM;SG
populacija	populația	populacija	populație	N;NOM;FEM;SG	N;DEF;FEM;SG
zamenjava	înlocuire	zamenjava	înlocuire	N;NOM;FEM;SG	N;INDF;FEM;SG
zamenjava	înlocuirea	zamenjava	înlocuire	N;NOM;FEM;SG	N;DEF;FEM;SG
zamenjava	înlocuitor	zamenjava	înlocuitor	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
zamenjava	înlocuire	zamenjava	înlocuire	N;NOM;FEM;SG	N;INDF;FEM;SG
kače	sarpele	kača	sarpea	N;NOM;FEM;PL	N;DEF;MASC;SG
kače	sarpe	kača	sarpe	N;NOM;FEM;PL	N;INDF;MASC;SG
kače	șarpe	kača	șarpe	N;NOM;FEM;PL	N;INDF;MASC;SG
kače	snake	kača	snak	N;NOM;FEM;PL	N;INDF;MASC;SG
delavce	muncitorii	delavec	muncitor	N;ACC;MASC;PL	N;DEF;MASC;PL
delavce	lucrătorii	delavec	lucrător	N;ACC;MASC;PL	N;DEF;MASC;PL
delavce	lucrătorilor	delavec	lucrător	N;ACC;MASC;PL	N;DEF;MASC;PL
odposlancev	emisari	odposlanec	emisar	N;GEN;MASC;PL	ADJ;INDF;MASC;PL
napadalec	atacatorul	napadalec	atacator	N;NOM;MASC;SG	N;DEF;MASC;SG
srbijo	serbia	srbeti	serbia	N;ACC;FEM;SG	PROPN
čustveno	emotional	čustven	emotional	ADV	ADJ;INDF;MASC;SG
čustveno	emotiv	čustven	emotiv	ADV	ADJ;INDF;MASC;SG
encima	enzime	encim	enzimă	N;NOM;MASC;SG	N;INDF;FEM;PL
encima	enzimă	encim	enzimă	N;NOM;MASC;SG	N;INDF;FEM;SG
encima	enzima	encim	enzimă	N;NOM;MASC;SG	N;DEF;FEM;SG
tokio	tokio	tokio	tokio	PROPN;NOM;MASC;SG	PROPN
tokio	tokyo	tokio	tokyo	PROPN;NOM;MASC;SG	PROPN
dream	visul	dream	vis	N;NOM;MASC;SG	N;DEF;MASC;SG
dream	visează	dream	visa	N;NOM;MASC;SG	V;IND;3;PRS;FIN
dream	viseaza	dream	visează	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
germain	germain	germain	germain	N;NOM;MASC;SG	PROPN
matt	matt	matt	matt	PROPN;NOM;MASC;SG	PROPN
nasledniki	succesorii	naslednik	succesor	N;NOM;MASC;PL	N;DEF;MASC;PL
pérez	pérez	pérez	pérez	PROPN;NOM;MASC;SG	PROPN
slovenia	slovenia	slovenia	slovenie		PROPN
alexandre	alexandre	alexandre	alexandre	N;NOM;MASC;SG	PROPN
centralne	centrala	centralen	centrală	ADJ;NOM;FEM;PL	ADJ;DEF;FEM;SG
centralne	centrale	centralen	centrală	ADJ;NOM;FEM;PL	N;INDF;FEM;PL
centralne	centrală	centralen	central	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
centralne	central	centralen	central	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
oscar	oscar	oscar	oscar	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ronnie	ronnie	ronnie	ronnie	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
uefa	uefa	uefa	uefa	PROPN;NOM;MASC;SG	PROPN
monarhija	monarhiei	monarhija	monarhie	N;NOM;FEM;SG	N;DEF;FEM;SG
monarhija	monarhie	monarhija	monarhie	N;NOM;FEM;SG	N;INDF;FEM;SG
monarhija	monarhia	monarhija	monarhie	N;NOM;FEM;SG	N;DEF;FEM;SG
vlaken	fibra	vlakno	fibră	N;GEN;NEUT;PL	N;DEF;FEM;SG
vlaken	fibră	vlakno	fibră	N;GEN;NEUT;PL	N;INDF;FEM;SG
preprečil	dejucat	preprečiti	dejuca	V;PFV;MASC;SG;V.PTCP	N;INDF;MASC;SG
mansell	mansell	mansela	mansell	N;NOM;MASC;SG	PROPN
propad	osândă	propad	osînda	N;NOM;MASC;SG	N;INDF;FEM;SG
propad	colapsul	propad	colaps	N;NOM;MASC;SG	N;DEF;MASC;SG
turistične	turist	turističen	turist	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
ngc	ngc	ngce	ngc	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
clarke	clarke	clarka	clarke	N;NOM;MASC;SG	PROPN
krona	coroana	krona	coroană	N;NOM;FEM;SG	N;DEF;FEM;SG
krona	coroană	krona	coroană	N;NOM;FEM;SG	N;INDF;FEM;SG
krona	crown	krona	crown	N;NOM;FEM;SG	PROPN
uran	uraniu	uran	uraniu	N;NOM;MASC;SG	N;INDF;MASC;PL
zimonjić	zimonjić	zimonjić	zimonjić	N;NOM;MASC;SG	
celično	celulare	celičen	celular	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
celično	celulară	celičen	celular	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
resnica	adevărat	resnica	adevărat	N;NOM;FEM;SG	ADV
resnica	adevarat	resnica	adevarat	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
resnica	adevarul	resnica	adevar	N;NOM;FEM;SG	N;DEF;MASC;SG
resnica	adevărul	resnica	adevăr	N;NOM;FEM;SG	N;DEF;MASC;SG
bruhanje	vomă	bruhanje	vomă	N;NOM;NEUT;SG	N;INDF;FEM;SG
bruhanje	voma	bruhanje	vomă	N;NOM;NEUT;SG	N;DEF;FEM;SG
bruhanje	vomă	bruhanje	vomă	N;NOM;NEUT;SG	N;INDF;FEM;SG
bruhanje	voma	bruhanje	vomă	N;NOM;NEUT;SG	N;DEF;FEM;SG
bruhanje	vărsături	bruhanje	vărsătură	N;NOM;NEUT;SG	N;INDF;FEM;PL
arheologi	arheologii	arheolog	arheologie	N;NOM;MASC;PL	N;DEF;MASC;PL
arheologi	arheologii	arheolog	arheologie	N;NOM;MASC;PL	N;DEF;MASC;PL
pripadal	aparținut	pripadati	aparține	V;IPFV;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
dodana	adăugată	dodan	adăugat	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
dodana	adăugate	dodan	adăuga	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;PL
menihi	călugării	menih	călugare	N;NOM;MASC;PL	N;DEF;FEM;SG
odziva	răspund	odziv	răspunde	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
odziva	răspuns	odziv	răspuns	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
odziva	răspunsul	odziv	răspuns	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;MASC;SG
tesla	tesla	tesel	tesla	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
sloj	stratul	sloj	strat	N;NOM;MASC;SG	N;DEF;MASC;SG
padli	cazut	pasti	caze	V;PFV;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
padli	căzută	pasti	cădea	V;PFV;MASC;PL;V.PTCP	ADJ;INDF;FEM;SG
padli	căzut	pasti	cădea	V;PFV;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP
viktorija	victoriei	viktorij	victorie	N;NOM;FEM;SG	PROPN;DEF;FEM;SG
viktorija	victoria	viktorij	victorie	N;NOM;FEM;SG	N;DEF;FEM;SG
akcija	acţiune	akcija	acţiune	N;NOM;FEM;SG	N;INDF;FEM;SG
akcija	actiune	akcija	actiune	N;NOM;FEM;SG	N;INDF;FEM;SG
akcija	acțiune	akcija	acțiune	N;NOM;FEM;SG	N;INDF;FEM;SG
tiska	presă	tisk	presă	N;GEN;MASC;SG	N;INDF;FEM;SG
tiska	apasa	tisk	apasa	N;GEN;MASC;SG	V;IND;SG;3;IPFV;FIN
tiska	apăsați	tisk	apăsa	N;GEN;MASC;SG	V;IND;PL;2;IPFV;FIN
tiska	apasă	tisk	apăsa	N;GEN;MASC;SG	V;IND;3;PRS;FIN
ščiti	scuturi	ščititi	scut	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
ščiti	scuturile	ščititi	scut	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;FEM;PL
vickers	vickers	vickers	vickers	N;NOM;MASC;SG	PROPN
waffen	waffen	waffen	waffen	PROPN;NOM;MASC;SG	PROPN
game	gama	gama	gamă	N;NOM;MASC;SG	N;DEF;FEM;SG
game	gamma	gama	gamma	N;NOM;MASC;SG	
vladanje	domnia	vladanje	domnie	N;NOM;NEUT;SG	N;DEF;FEM;SG
vladanje	domnie	vladanje	domnie	N;NOM;NEUT;SG	N;INDF;FEM;SG
andre	andre	andre	andre	PROPN;NOM;MASC;SG	PROPN
andre	andré	andre	andré	PROPN;NOM;MASC;SG	PROPN
andre	andré	andre	andré	PROPN;NOM;MASC;SG	PROPN
ban	interzicere	ban	interzicere	N;NOM;MASC;SG	N;INDF;FEM;SG
ban	interdicție	ban	interdicție	N;NOM;MASC;SG	N;INDF;FEM;SG
ema	emma	ema	emma	PROPN;NOM;FEM;SG	PROPN
ema	ema	ema	emă	PROPN;NOM;FEM;SG	
doktorat	doctoratul	doktorat	doctorat	N;NOM;MASC;SG	N;DEF;MASC;SG
listina	cartă	listina	cartă	N;NOM;FEM;SG	N;INDF;FEM;SG
listina	carta	listina	cartă	N;NOM;FEM;SG	N;DEF;FEM;SG
pljuč	lung	pljuč	lung	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
pljuč	plămânii	pljuč	plămân	N;NOM;MASC;SG	N;DEF;MASC;PL
pljuč	plămâni	pljuč	plămân	N;NOM;MASC;SG	N;INDF;MASC;PL
nasprotnikov	adversarii	nasprotnik	adversar	N;GEN;MASC;PL	N;DEF;MASC;PL
okoliščine	circumstanțele	okoliščina	circumstanță	N;NOM;FEM;PL	N;DEF;FEM;PL
krizo	criză	kriza	criză	N;ACC;FEM;SG	N;INDF;FEM;SG
krizo	criza	kriza	criză	N;ACC;FEM;SG	N;DEF;FEM;SG
léon	léon	léon	léon	PROPN;NOM;MASC;SG	PROPN
planine	munti	planina	munti	N;NOM;FEM;PL	
planine	muntii	planina	munte	N;NOM;FEM;PL	N;DEF;MASC;PL
planine	munţii	planina	munhă	N;NOM;FEM;PL	N;DEF;MASC;PL
navzven	extern	navzven	extern	ADV	ADJ;INDF;MASC;SG
agent	agentul	agent	agent	N;NOM;MASC;SG	N;DEF;MASC;SG
vstaja	revolta	vstajati	revolta	N;NOM;FEM;SG	N;DEF;FEM;SG
vstaja	răscoală	vstajati	răscoală	N;NOM;FEM;SG	N;INDF;FEM;SG
vstaja	revoltă	vstajati	revolta	N;NOM;FEM;SG	N;INDF;FEM;SG
vzpostavitev	stabilirea	vzpostavitev	stabilire	N;NOM;FEM;SG	N;DEF;FEM;SG
vzpostavitev	stabilire	vzpostavitev	stabilire	N;NOM;FEM;SG	N;INDF;FEM;SG
priznana	recunoscute	priznan	recunoscut	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;PL
priznana	recunoscută	priznan	recunoaște	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
priznana	recunoscute	priznan	recunoscut	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;PL
priznana	recunoscută	priznan	recunoaște	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
upokojen	pensionar	upokojen	pensionar	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
jason	jason	jason	jason	PROPN;NOM;MASC;SG	PROPN
guillaume	guillaume	guillauma	guillaume	N;NOM;MASC;SG	N;INDF;FEM;PL
danny	danny	danny	danny	PROPN;NOM;MASC;SG	PROPN
skrajno	extremă	skrajno	extrem	ADV	ADJ;INDF;FEM;SG
skrajno	extrem	skrajno	extrem	ADV	ADV;RL
skrajno	extrema	skrajno	extrema	ADV	
skrajno	extreme	skrajno	extremă	ADV	
ravna	plate	raven	plat	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INDF;FEM;PL
ravna	plat	raven	plat	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
instrument	instrumentul	instrument	instrument	N;NOM;MASC;SG	N;DEF;MASC;SG
delec	particule	delec	particulă	N;NOM;MASC;SG	N;INDF;FEM;PL
delec	particula	delec	particulă	N;NOM;MASC;SG	N;DEF;FEM;SG
delec	particulă	delec	particulă	N;NOM;MASC;SG	N;INDF;FEM;SG
nationalgoals	nationalgoals	nationalgoals	nationalgoals	N;NOM;MASC;SG	ADV
negativna	negativă	negativen	negativ	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
negativna	negative	negativen	negativ	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
negativna	negativ	negativen	negativ	ADJ;NOM;FEM;SG	ADV
konzulat	consulatul	konzulat	consulat	N;NOM;MASC;SG	N;DEF;MASC;SG
učitelji	profesorilor	učitelj	profesor	N;NOM;MASC;PL	N;DEF;MASC;PL
učitelji	profesorii	učitelj	profesor	N;NOM;MASC;PL	N;DEF;MASC;PL
izkoristek	eficacitate	izkoristek	eficacitate	N;NOM;MASC;SG	N;INDF;FEM;SG
izkoristek	eficacitatea	izkoristek	eficacitate	N;NOM;MASC;SG	N;DEF;FEM;SG
izkoristek	eficiență	izkoristek	eficiență	N;NOM;MASC;SG	N;INDF;FEM;SG
izkoristek	eficiența	izkoristek	eficiență	N;NOM;MASC;SG	N;DEF;FEM;SG
izkoristek	eficienta	izkoristek	eficient	N;NOM;MASC;SG	ADJ;DEF;FEM;SG
zatočišče	adăpostul	zatočišče	adăpost	N;NOM;NEUT;SG	N;DEF;MASC;SG
zatočišče	sanctuarul	zatočišče	sanctuar	N;NOM;NEUT;SG	N;DEF;MASC;SG
zatočišče	refugiul	zatočišče	refugiu	N;NOM;NEUT;SG	N;DEF;MASC;SG
zaposlitve	angajare	zaposlitev	angajare	N;NOM;FEM;PL	N;INDF;FEM;SG
sivo	gray	siv	gray	ADJ;NOM;NEUT;SG	PROPN
sivo	gri	siv	gri	ADJ;NOM;NEUT;SG	
sivo	grey	siv	grey	ADJ;NOM;NEUT;SG	PROPN
sivo	gri	siv	gri	ADJ;NOM;NEUT;SG	
prizor	scena	prizor	scenă	N;NOM;MASC;SG	N;DEF;FEM;SG
prizor	scenă	prizor	scenă	N;NOM;MASC;SG	N;INDF;FEM;SG
vlakna	fibra	vlakno	fibră	N;NOM;NEUT;PL	N;DEF;FEM;SG
vlakna	fibră	vlakno	fibră	N;NOM;NEUT;PL	N;INDF;FEM;SG
vlakna	fibrele	vlakno	fibră	N;NOM;NEUT;PL	N;DEF;FEM;PL
vlakna	fibra	vlakno	fibră	N;NOM;NEUT;PL	N;DEF;FEM;SG
vlakna	fibră	vlakno	fibră	N;NOM;NEUT;PL	N;INDF;FEM;SG
vlakna	fibrele	vlakno	fibră	N;NOM;NEUT;PL	N;DEF;FEM;PL
vlakna	fibrelor	vlakno	fibră	N;NOM;NEUT;PL	N;DEF;FEM;PL
izdelani	fabricat	izdelan	fabrica	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
keramike	ceramica	keramika	ceramică	N;NOM;FEM;PL	N;DEF;FEM;SG
keramike	ceramică	keramika	ceramic	N;NOM;FEM;PL	N;INDF;FEM;SG
tarča	tinta	tarča	tinta	N;NOM;FEM;SG	N;DEF;FEM;SG
tarča	țintă	tarča	țintă	N;NOM;FEM;SG	N;INDF;FEM;SG
arizona	arizona	arizon	arizona	PROPN;NOM;MASC;SG	PROPN
razpadla	dezintegrat	razpasti	dezintegra	V;PFV;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
zmogljivosti	capacități	zmogljivost	capacitate	N;GEN;FEM;SG	N;INDF;FEM;PL
zmogljivosti	capacitățile	zmogljivost	capacitate	N;GEN;FEM;SG	N;DEF;FEM;PL
zmogljivosti	capacitatea	zmogljivost	capacitate	N;GEN;FEM;SG	N;DEF;FEM;SG
zmogljivosti	capacitate	zmogljivost	capacitate	N;GEN;FEM;SG	N;INDF;FEM;SG
zmogljivosti	capacități	zmogljivost	capacitate	N;GEN;FEM;SG	N;INDF;FEM;PL
zmogljivosti	capacitățile	zmogljivost	capacitate	N;GEN;FEM;SG	N;DEF;FEM;PL
spektra	spectrul	spekter	spectru	N;NOM;MASC;SG	N;DEF;MASC;SG
dvoboj	duelul	dvoboj	duel	N;NOM;MASC;SG	N;DEF;MASC;SG
liverpool	liverpool	liverpool	liverpool	N;NOM;MASC;SG	PROPN
meč	spadă	meč	spadă	N;NOM;MASC;SG	N;INDF;FEM;SG
meč	sabia	meč	sabia	N;NOM;MASC;SG	N;DEF;FEM;SG
meč	sabie	meč	sabie	N;NOM;MASC;SG	N;INDF;FEM;SG
upanje	speranta	upanje	sperant	N;NOM;NEUT;SG	N;DEF;FEM;SG
upanje	sper	upanje	spera	N;NOM;NEUT;SG	V;IND;SG;1;PRS;FIN
upanje	speranța	upanje	speranță	N;NOM;NEUT;SG	N;DEF;FEM;SG
upanje	speranță	upanje	speranță	N;NOM;NEUT;SG	N;INDF;FEM;SG
indeks	indexul	indeks	index	N;NOM;MASC;SG	N;DEF;MASC;SG
indeks	index	indeks	index	N;NOM;MASC;SG	
indeks	indice	indeks	indica	N;NOM;MASC;SG	
indeks	indicele	indeks	indice	N;NOM;MASC;SG	N;DEF;MASC;SG
spoštovanje	respectul	spoštovanje	respect	N;NOM;NEUT;SG	N;DEF;MASC;SG
chapelle	chapelle	chapella	chapellă	PROPN;NOM;FEM;SG	N;INDF;FEM;PL
arheološki	arheologic	arheološki	arheologic	ADJ;NOM;MASC;PL	ADV
eksplozije	explozia	eksplozija	explozie	N;NOM;FEM;PL	N;DEF;FEM;SG
eksplozije	explozie	eksplozija	explozie	N;NOM;FEM;PL	N;INDF;FEM;SG
eksplozije	exploziile	eksplozija	explozie	N;NOM;FEM;PL	N;DEF;FEM;PL
demokratična	democrată	demokratičen	democra	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
demokratična	democratice	demokratičen	democratic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
demokratična	democratică	demokratičen	democratică	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
demokratična	democrat	demokratičen	democrat	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
preostale	rămase	preostal	rămâne	ADJ;NOM;FEM;PL;V.PTCP	V;IND;SG;3;PST;FIN
razvite	dezvoltată	razvit	dezvolta	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
razvite	dezvoltat	razvit	dezvolta	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
moralno	morala	moralen	morală	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
moralno	morală	moralen	moral	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
negativni	negativă	negativen	negativ	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
negativni	negative	negativen	negativ	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
negativni	negativ	negativen	negativ	ADJ;NOM;MASC;SG	ADV
zadovoljstvo	satisfactie	zadovoljstvo	satisfactie	N;NOM;NEUT;SG	N;INDF;FEM;SG
zadovoljstvo	plăcerea	zadovoljstvo	plăcere	N;NOM;NEUT;SG	N;DEF;FEM;SG
zadovoljstvo	placere	zadovoljstvo	placere	N;NOM;NEUT;SG	N;INDF;FEM;SG
zadovoljstvo	placerea	zadovoljstvo	placere	N;NOM;NEUT;SG	N;DEF;FEM;SG
zadovoljstvo	plăcere	zadovoljstvo	plăcere	N;NOM;NEUT;SG	N;INDF;FEM;SG
predpisi	reglementările	predpis	reglementare	N;NOM;MASC;PL	N;DEF;FEM;PL
predpisi	regulamentele	predpis	regulament	N;NOM;MASC;PL	N;DEF;FEM;PL
predpisi	regulile	predpis	regulă	N;NOM;MASC;PL	N;DEF;FEM;PL
usmerjeno	regia	usmerjen	regie	ADJ;NOM;NEUT;SG;V.PTCP	N;DEF;FEM;SG
hribi	munti	hrib	munti	N;NOM;MASC;PL	
hribi	muntii	hrib	munte	N;NOM;MASC;PL	N;DEF;MASC;PL
hribi	munţii	hrib	munhă	N;NOM;MASC;PL	N;DEF;MASC;PL
hribi	dealurile	hrib	deal	N;NOM;MASC;PL	N;DEF;FEM;PL
hribi	hills	hrib	hills	N;NOM;MASC;PL	PROPN
oblačil	îmbrăcăminte	oblačilo	îmbrăcăminte	N;GEN;NEUT;PL	N;INDF;FEM;SG
administrator	administratorul	administrator	administrator	N;NOM;MASC;SG	N;DEF;MASC;SG
klasifikacija	clasificare	klasifikacija	clasificare	N;NOM;FEM;SG	N;INDF;FEM;SG
klasifikacija	clasificarea	klasifikacija	clasificare	N;NOM;FEM;SG	N;DEF;FEM;SG
nosila	targa	nositi	targă	V;IPFV;FEM;SG;V.PTCP	N;DEF;FEM;SG
nosila	targă	nositi	targă	V;IPFV;FEM;SG;V.PTCP	N;INDF;FEM;SG
licenca	licență	licenca	licență	N;NOM;FEM;SG	N;INDF;FEM;SG
licenca	licența	licenca	licență	N;NOM;FEM;SG	N;DEF;FEM;SG
licenca	licență	licenca	licență	N;NOM;FEM;SG	N;INDF;FEM;SG
licenca	licența	licenca	licență	N;NOM;FEM;SG	N;DEF;FEM;SG
licenca	licenta	licenca	licentă	N;NOM;FEM;SG	N;DEF;FEM;SG
tisoče	mii	tisoče	mie	N;ACC;MASC;SG	NUM;INDF;FEM;PL
tisoče	miile	tisoče	mie	N;ACC;MASC;SG	NUM;DEF;FEM;PL
ločitev	separare	ločitev	separare	N;NOM;FEM;SG	N;INDF;FEM;SG
ločitev	separarea	ločitev	separare	N;NOM;FEM;SG	N;DEF;FEM;SG
meritev	măsurători	meritev	măsurător	N;NOM;FEM;SG	N;INDF;MASC;PL
meritev	măsurătorile	meritev	măsurătoare	N;NOM;FEM;SG	N;DEF;FEM;PL
meritev	măsurare	meritev	măsurare	N;NOM;FEM;SG	N;INDF;FEM;SG
meritev	măsurarea	meritev	măsurare	N;NOM;FEM;SG	N;DEF;FEM;SG
meritev	măsurători	meritev	măsurător	N;NOM;FEM;SG	N;INDF;MASC;PL
mine	minele	miniti	mină	V;PFV;IND;SG;3;PRS;FIN	N;DEF;FEM;PL
patent	brevetul	patent	brevet	N;NOM;MASC;SG	N;DEF;MASC;SG
župnijo	parohia	župen	parohie	N;ACC;FEM;SG	N;DEF;FEM;SG
župnijo	parohie	župen	parohie	N;ACC;FEM;SG	N;INDF;FEM;SG
tommy	tommy	tommy	tommy		PROPN
obiskala	vizitate	obiskati	vizita	V;PFV;FEM;SG;V.PTCP	ADJ;INDF;FEM;PL
obiskala	vizitat	obiskati	vizita	V;PFV;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
bra	bra	bra	bra	N;NOM;MASC;SG	
videm	udine	videm	udine	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
težavah	dificultate	težava	dificultate	N;ESS;FEM;PL	N;INDF;FEM;SG
težavah	dificultatea	težava	dificultate	N;ESS;FEM;PL	N;DEF;FEM;SG
doris	doris	doris	doris	PROPN;NOM;FEM;SG	PROPN
primerni	adecvată	primeren	adecvat	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
primerni	adecvat	primeren	adecvat	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
auf	auf	auf	auf		N;INDF;MASC;SG
hawker	hawker	hawker	hawker	N;NOM;MASC;SG	PROPN
tower	turn	tower	turn		N;INDF;MASC;SG
tower	tower	tower	tower		PROPN
tower	turnul	tower	turn		N;DEF;MASC;SG
odvisni	dependentă	odvisen	dependent	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
dodajanje	adăugarea	dodajanje	adăugare	N;NOM;NEUT;SG	N;DEF;FEM;SG
dodajanje	adăugarea	dodajanje	adăugare	N;NOM;NEUT;SG	N;DEF;FEM;SG
dodajanje	adăugând	dodajanje	adăuga	N;NOM;NEUT;SG	V;V.MSDR
dodajanje	adăugare	dodajanje	adăugare	N;NOM;NEUT;SG	N;INDF;FEM;SG
dodajanje	adaugă	dodajanje	adăuga	N;NOM;NEUT;SG	V;IND;3;PRS;FIN
dodajanje	add	dodajanje	add	N;NOM;NEUT;SG	
dodajanje	adauga	dodajanje	adauga	N;NOM;NEUT;SG	V;IND;SG;3;IPFV;FIN
serena	serena	serena	serena	N;NOM;FEM;SG	N;DEF;FEM;SG
potrebovali	nevoie	potrebovati	nevoie	V;IPFV;MASC;PL;V.PTCP	N;INDF;FEM;SG
običajna	normale	običajen	normal	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
običajna	normală	običajen	normal	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
običajna	normal	običajen	normal	ADJ;NOM;FEM;SG	ADV
vroče	fierbinte	vroč	fierbinte	ADJ;NOM;NEUT;SG	
por	praz	por	praz		N;INDF;MASC;SG
por	praz	por	praz		N;INDF;MASC;SG
komercialni	comerciale	komercialen	comercial	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
komercialni	reclamă	komercialen	reclama	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
komercialni	comercială	komercialen	comercial	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
kostanjevica	kostanjevica	kostanjevica	kostanjevica	N;NOM;FEM;SG	N;DEF;FEM;SG
manjšine	minoritar	manjšina	minoritar	N;NOM;FEM;PL	ADJ;INDF;MASC;SG
manjšine	minoritatea	manjšina	minoritate	N;NOM;FEM;PL	N;DEF;FEM;SG
manjšine	minoritate	manjšina	minoritate	N;NOM;FEM;PL	N;INDF;FEM;SG
manjšine	minorităților	manjšina	minoritate	N;NOM;FEM;PL	N;DEF;FEM;PL
premiera	premiere	premier	premiere	N;NOM;MASC;SG	N;INDF;FEM;PL
premiera	premiera	premier	premiera	N;NOM;MASC;SG	N;DEF;FEM;SG
premiera	premieră	premier	premieră	N;NOM;MASC;SG	N;INDF;FEM;SG
zime	winters	zima	winters	N;NOM;FEM;SG	PROPN
zime	ierni	zima	iarnă	N;NOM;FEM;SG	N;INDF;FEM;PL
duhovni	spirituală	duhoven	spiritual	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
duhovni	spirituale	duhoven	spiritual	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
duhovni	spirituala	duhoven	spiritual	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
erwin	erwin	erwin	erwin	N;NOM;MASC;SG	PROPN
mišica	muschi	mišica	muschi	N;NOM;FEM;SG	N;INDF;MASC;PL
mišica	musculare	mišica	muscular	N;NOM;FEM;SG	ADJ;INDF;FEM;PL
sredozemlju	mediterana	sredozemlje	mediteran	N;DAT;NEUT;SG	N;DEF;FEM;SG
sredozemlju	mediterană	sredozemlje	mediteran	N;DAT;NEUT;SG	ADJ;INDF;FEM;SG
sredozemlju	mediteranean	sredozemlje	mediteranean	N;DAT;NEUT;SG	ADV
algoritem	algoritmul	algoritem	algoritm	N;NOM;MASC;SG	N;DEF;MASC;SG
preberite	citire	prebrati	citire	V;PFV;IMP;PL;2;FIN	N;INDF;FEM;SG
preberite	citește	prebrati	citi	V;PFV;IMP;PL;2;FIN	V;IND;SG;3;PRS;FIN
preberite	citeste	prebrati	citesc	V;PFV;IMP;PL;2;FIN	V;IND;SG;3;PRS;FIN
posamezno	individuală	posamezno	individual	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
posamezno	individ	posamezno	individ	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
