que	że	que	że	CONJ	PART
acontecimientos	imprez	acontecimiento	impreza	N;MASC;PL	
supuesto	założono	supuesto	założyć	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
antigüedad	antyk	antigüedad	antyk	N;FEM;SG	
antigüedad	antyki	antigüedad	antyka	N;FEM;SG	N;NOM;MASC;PL
penal	karne	penal	karny	ADJ;SG	N;NOM;MASC;SG
penal	kara	penal	kara	ADJ;SG	N;NOM;FEM;SG
penal	karny	penal	karny	ADJ;SG	
penal	przestępcy	penal	przestępca	ADJ;SG	N;NOM;MASC;PL
penal	przestępca	penal	przestępca	ADJ;SG	N;NOM;MASC;SG
penal	kryminalista	penal	kryminalista	ADJ;SG	N;NOM;MASC;SG
penal	karne	penal	karny	ADJ;SG	N;NOM;MASC;SG
davis	davis	davis	davis	PROPN	PROPN;NOM;MASC;SG
davis	davisa	davis	davisa	PROPN	
sam	sama	sam	sam	PROPN	ADJ;NOM;FEM;SG
sam	sam	sam	sam	PROPN	ADJ;NOM;MASC;SG
resumen	abstrakcyjne	resumen	abstrakcyjny	N;MASC;SG	ADJ;NOM;NEUT;SG
medellín	medellín	medellín	medellín	N;MASC;SG	PROPN;NOM;MASC;SG
medellín	medellin	medellín	medellin	N;MASC;SG	PROPN;NOM;MASC;SG
serbia	serbii	serbio	serbia	ADJ;FEM;SG	PROPN;GEN;FEM;SG
serbia	serbia	serbio	serbia	ADJ;FEM;SG	N;NOM;FEM;SG
existentes	istniejące	existente	istnieć	ADJ;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
existentes	istniejąca	existente	istnieć	ADJ;PL	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
existentes	istniejący	existente	istnieć	ADJ;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
errores	pomyłki	error	pomyłka	N;MASC;PL	
errores	błąd	error	błąd	N;MASC;PL	N;NOM;MASC;SG
raíces	korzenie	raíz	korzenie	N;FEM;PL	N;NOM;NEUT;SG
raíces	korzeni	raíz	korzenie	N;FEM;PL	
amenaza	grozi	amenaza	grozić	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
amenaza	zagraża	amenaza	zagrażać	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
amenaza	pogróżki	amenaza	pogróżka	N;FEM;SG	N;NOM;FEM;PL
amenaza	groźby	amenaza	groźba	N;FEM;SG	
amenaza	gróźb	amenaza	gróźb	N;FEM;SG	
amenaza	groźby	amenaza	groźba	N;FEM;SG	
ojo	eye	ojo	e	N;MASC;SG	
cero	zero	cero	zero	N;MASC;SG	
convención	konwencje	convención	konwencja	N;FEM;SG	N;NOM;FEM;PL
provocó	sprowokowany	provocar	sprowokować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
habilidades	umiejętności	habilidad	umiejętność	N;FEM;PL	N;ACC;FEM;SG
habilidades	umiejętności	habilidad	umiejętność	N;FEM;PL	N;ACC;FEM;SG
habilidades	umiejętność	habilidad	umiejętność	N;FEM;PL	N;NOM;FEM;SG
habilidades	zdolności	habilidad	zdolność	N;FEM;PL	N;ACC;FEM;SG
bbc	bbc	bbc	bbc	N;FEM;SG	
pago	zapłacić	pago	zapłacić	N;MASC;SG	V;PFV;NFIN;ACT
pago	płatności	pago	płatność	N;MASC;SG	N;ACC;FEM;PL
pago	pago	pago	pago	N;MASC;SG	PROPN;NOM;MASC;SG
tendencia	tendencje	tendencia	tendencja	N;FEM;SG	N;NOM;FEM;PL
tendencia	najpopularniejsze	tendencia	popularny	N;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
tendencia	popularne	tendencia	popularny	N;FEM;SG	ADJ;NOM;NEUT;SG
instalación	instalacje	instalación	instalacja	N;FEM;SG	N;NOM;FEM;PL
instalación	montaż	instalación	montaż	N;FEM;SG	
instalación	zainstalować	instalación	zainstalować	N;FEM;SG	V;PFV;NFIN;ACT
marcas	marek	marca	marek	N;FEM;PL	PROPN;NOM;MASC;SG
marcas	marks	marca	marks	N;FEM;PL	PROPN;NOM;MASC;SG
marcas	marek	marca	marek	N;FEM;PL	PROPN;NOM;MASC;SG
marcas	marki	marca	marka	N;FEM;PL	N;ACC;FEM;SG
gana	wygrane	ganar	wygrany	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
gana	wygra	ganar	wygrać	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
gana	wygrywają	ganar	wygrywać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
gana	win	ganar	wina	V;IND;SG;3;PRS;FIN	
gana	wygrana	ganar	wygrać	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
gana	wygraj	ganar	wygraić	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
cambia	zmiany	cambiar	zmiana	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
cambia	zmian	cambiar	zmiana	V;IND;SG;3;PRS;FIN	
cambia	zmiana	cambiar	zmiana	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
cambia	zmiany	cambiar	zmiana	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
cambia	zmień	cambiar	zmień	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
hectáreas	hektar	hectárea	hektar	N;FEM;PL	N;NOM;MASC;SG
próximo	następna	próximo	następny	ADJ;MASC;SG	
pena	karny	pena	karny	N;FEM;SG	
pena	żal	pena	żal	N;FEM;SG	V;IND;PRS;FIN
pena	szkoda	pena	szkoda	N;FEM;SG	V;IND;PRS;FIN
pena	żal	pena	żal	N;FEM;SG	V;IND;PRS;FIN
pena	pena	pena	pen	N;FEM;SG	
quizás	może	quizás	móc	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
comparación	porównaj	comparación	porównać	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
comparación	porównać	comparación	porównać	N;FEM;SG	V;PFV;NFIN;ACT
define	zdefiniowano	definir	zdefiniować	V;IND;SG;3;PRS;FIN	V;PFV;IND;0;PST;FIN;ACT
tiro	strzelać	tiro	strzelać	N;MASC;SG	V;IPFV;NFIN;ACT
tiro	zastrzelony	tiro	zastrzelić	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tiro	postrzelony	tiro	postrzelić	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tiro	opony	tiro	opona	N;MASC;SG	N;NOM;FEM;PL
navarro	navarro	navarro	navarro	N;MASC;SG	
solitario	samotni	solitario	samotnia	ADJ;MASC;SG	N;NOM;MASC;PL
solitario	samotność	solitario	samotność	ADJ;MASC;SG	N;NOM;FEM;SG
solitario	samotnik	solitario	samotnik	ADJ;MASC;SG	N;NOM;MASC;SG
solitario	solitaire	solitario	solitairy	ADJ;MASC;SG	
disposición	chęci	disposición	chęć	N;FEM;SG	
dolor	bóle	dolor	ból	N;MASC;SG	N;NOM;MASC;PL
boys	boys	boy	boys	N	
magdalena	madeleine	magdaleno	madeleiny	N;FEM;SG	
magdalena	magdalena	magdaleno	magdalen	N;FEM;SG	PROPN;NOM;FEM;SG
magdalena	muffin	magdaleno	muffina	N;FEM;SG	
magdalena	magdalena	magdaleno	magdalen	N;FEM;SG	PROPN;NOM;FEM;SG
cadenas	strun	cadena	struna	N;FEM;PL	
tasa	stawki	tasa	stawka	N;FEM;SG	
tasa	opłaty	tasa	opłata	N;FEM;SG	V;IPFV;IND;SG;1;FIN;ACT
hecha	made	hecho	mada	ADJ;FEM;SG;V.PTCP	
notables	znaczące	notable	znaczący	ADJ;PL	
wiki	wiki	wiki	wik	N;MASC;SG	
criterios	kryterium	criterio	kryterium	N;MASC;PL	N;NOM;NEUT;SG
hermanas	sióstr	hermana	siostra	N;FEM;PL	
interpretada	interpretować	interpretado	interpretować	ADJ;FEM;SG;V.PTCP	V;IPFV;NFIN;ACT
disponibles	dostępny	disponible	dostępny	ADJ;PL	ADJ;NOM;MASC;SG
disponibles	dostępna	disponible	dostępny	ADJ;PL	ADJ;NOM;FEM;SG
disponibles	dostępne	disponible	dostępny	ADJ;PL	ADJ;NOM;NEUT;SG
estadística	statystyki	estadístico	statystyka	N;FEM;SG	N;NOM;FEM;PL
estadística	statystyczne	estadístico	statystyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
estadística	statystyczny	estadístico	statystyczny	N;FEM;SG	ADJ;NOM;MASC;SG
simón	szymon	simón	szymon	N;MASC;SG	PROPN;NOM;MASC;SG
simón	simon	simón	simon	N;MASC;SG	PROPN;NOM;MASC;SG
simón	simón	simón	simón	N;MASC;SG	PROPN;NOM;MASC;SG
blackwell	blackwell	blackwell	blackwell	N	PROPN;NOM;MASC;SG
gil	gil	gil	gil	PROPN	PROPN;NOM;MASC;SG
escapar	ucieczka	escapar	ucieczka	V;NFIN	N;NOM;FEM;SG
escapar	ucieczki	escapar	ucieczka	V;NFIN	N;ACC;FEM;SG
espada	blade	espada	blady	N;FEM;SG	
espada	miecze	espada	miecz	N;FEM;SG	N;NOM;MASC;PL
espada	mieczy	espada	miecz	N;FEM;SG	V;IPFV;IND;PL;FIN;ACT
will	will	will	will	PROPN	V;PFV;IND;SG;2;PRS;FIN;ACT
will	willa	will	willa	PROPN	N;NOM;FEM;SG
will	będzie	will	być	PROPN	V;IPFV;IND;SG;3;FUT;FIN
árabes	arab	árabe	arab	N;PL	PROPN;NOM;MASC;SG
árabes	arabskie	árabe	arabski	N;PL	ADJ;NOM;NEUT;SG
árabes	arabski	árabe	arabski	N;PL	ADJ;NOM;MASC;SG
árabes	arabskich	árabe	arabski	N;PL	ADJ;GEN;MASC;PL
sexto	szóste	sexto	szósty	ADJ;MASC;SG	
sexto	sekstus	sexto	sekstus	ADJ;MASC;SG	
matar	zabijanie	matar	zabijać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
matar	zabójstwo	matar	zabójstwo	V;NFIN	N;NOM;NEUT;SG
matar	kill	matar	kill	V;NFIN	
vertical	pionowo	vertical	pionowo	ADJ;SG	ADV
oficinas	biura	oficina	biuro	N;FEM;PL	N;NOM;NEUT;SG
oficinas	biur	oficina	biuro	N;FEM;PL	
oficinas	biura	oficina	biuro	N;FEM;PL	N;NOM;NEUT;SG
oficinas	biuro	oficina	biuro	N;FEM;PL	
oficinas	biurowe	oficina	biurowy	N;FEM;PL	ADJ;NOM;NEUT;SG
oficinas	urząd	oficina	urząd	N;FEM;PL	N;NOM;MASC;SG
kong	kongu	kong	kong	N;MASC;SG	PROPN;NOM;MASC;SG
kong	kong	kong	kong	N;MASC;SG	PROPN;NOM;MASC;SG
contemporánea	współczesny	contemporáneo	współczesny	ADJ;FEM;SG	
contemporánea	współczesnej	contemporáneo	współczesny	ADJ;FEM;SG	
contemporánea	współczesne	contemporáneo	współczesny	ADJ;FEM;SG	
contemporánea	współczesna	contemporáneo	współczesny	ADJ;FEM;SG	N;NOM;FEM;SG
disciplina	dyscypliny	disciplina	dyscyplina	N;FEM;SG	N;GEN;FEM;PL
gigante	gigant	gigante	gigant	N;SG	
gigante	olbrzymie	gigante	olbrzymi	N;SG	
gigante	olbrzymi	gigante	olbrzymi	N;SG	ADJ;NOM;MASC;SG
cristiano	cristiano	cristiano	cristiano	ADJ;MASC;SG	ADV
cristiano	chrześcijanin	cristiano	chrześcijanin	ADJ;MASC;SG	N;NOM;MASC;SG
cristiano	christian	cristiano	christianin	ADJ;MASC;SG	N;NOM;MASC;SG
cristiano	chrześcijanie	cristiano	chrześcijanin	ADJ;MASC;SG	N;NOM;MASC;PL
cristiano	krystian	cristiano	krystianin	ADJ;MASC;SG	PROPN;NOM;MASC;SG
blancas	biel	blanco	biel	ADJ;FEM;PL	
blancas	biał	blanco	biać	ADJ;FEM;PL	PROPN;NOM;MASC;SG
blancas	white	blanco	whita	ADJ;FEM;PL	
blancas	biała	blanco	biały	ADJ;FEM;PL	ADJ;NOM;FEM;SG
blancas	biały	blanco	biały	ADJ;FEM;PL	
sport	sport	sport	sport	N	
derrotado	pokonał	derrotado	pokonać	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
derrotado	pokonani	derrotado	pokonać	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
participaciones	gospodarstwa	participación	gospodarstwo	N;FEM;PL	N;NOM;NEUT;SG
ortiz	ortiz	ortiz	ortiz	PROPN	PROPN;NOM;MASC;SG
cuadros	tabele	cuadro	tabel	N;MASC;PL	V;IPFV;IND;FIN;ACT
cuadros	zdjecia	cuadro	zdjecie	N;MASC;PL	V;PFV;IND;SG;FIN;ACT
voluntad	will	voluntad	will	N;FEM;SG	V;PFV;IND;SG;2;PRS;FIN;ACT
voluntad	będzie	voluntad	być	N;FEM;SG	V;IPFV;IND;SG;3;FUT;FIN
voluntad	chęci	voluntad	chęć	N;FEM;SG	
habiendo	mając	haber	mieć	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
necesidades	potrzebuje	necesidad	potrzebować	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
necesidades	potrzeby	necesidad	potrzeba	N;FEM;PL	
necesidades	potrzeb	necesidad	potrzeba	N;FEM;PL	V;IPFV;IND;SG;1;FIN;ACT
aéreo	antena	aéreo	antena	ADJ;MASC;SG	N;NOM;FEM;SG
france	francji	france	francja	N;FEM;SG	PROPN;GEN;FEM;SG
france	france	france	franka	N;FEM;SG	PROPN;NOM;MASC;SG
karl	karla	karl	karla	PROPN	
karl	karol	karl	karol	PROPN	PROPN;NOM;MASC;SG
karl	karl	karl	karla	PROPN	PROPN;NOM;MASC;SG
clasificado	tajne	clasificado	tajny	ADJ;MASC;SG;V.PTCP	
clasificado	tajna	clasificado	tajny	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
clasificado	ranking	clasificado	ranking	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG
clasificado	rankingu	clasificado	ranking	ADJ;MASC;SG;V.PTCP	N;DAT;MASC;SG
ven	chodź	ver	chodzić	V;IND;PL;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
maestros	masters	maestro	masters	N;MASC;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
negocio	interesy	negocio	interes	N;MASC;SG	N;NOM;MASC;PL
negocio	business	negocio	business	N;MASC;SG	
mención	wspomnieć	mención	wspomnieć	N;FEM;SG	V;PFV;NFIN;ACT
mención	citation	mención	citation	N;FEM;SG	
escribe	piszcie	escribir	pisać	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
escribe	napisz	escribir	napisać	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
escribe	pisz	escribir	pisać	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
escribe	napisze	escribir	napisać	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
escribe	rodzaj	escribir	rodzaj	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
escribe	wpisz	escribir	wpić	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
escribe	typ	escribir	typ	V;IND;SG;3;PRS;FIN	
esfuerzos	wysiłek	esfuerzo	wysiłek	N;MASC;PL	N;ACC;MASC;SG
dolores	ból	dolor	ból	N;MASC;PL	N;NOM;MASC;SG
dolores	bólu	dolor	ból	N;MASC;PL	N;GEN;MASC;SG
dolores	cierpienie	dolor	cierpienie	N;MASC;PL	N;NOM;NEUT;SG
dolores	dolores	dolor	dolores	N;MASC;PL	
doña	dona	doña	dona	N;FEM;SG	
actuar	działające	actuar	działać	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
actuar	aktorstwo	actuar	aktorstwo	V;NFIN	N;NOM;NEUT;SG
producciones	productions	producción	productions	N;FEM;PL	
necesita	potrzebna	necesitar	potrzebny	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
necesita	potrzebuję	necesitar	potrzebować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
necesita	potrzebny	necesitar	potrzebny	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
necesita	potrzeby	necesitar	potrzeba	V;IND;SG;3;PRS;FIN	
necesita	potrzeb	necesitar	potrzeba	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;FIN;ACT
andrea	andrei	andrear	andrej	PROPN	
andrea	andrea	andrear	andrea	PROPN	PROPN;NOM;MASC;SG
gris	siwy	gris	siwa		N;NOM;MASC;SG
gris	szara	gris	szara		ADJ;NOM;FEM;SG
gris	szare	gris	szary		ADJ;NOM;NEUT;SG
gris	siwy	gris	siwa		N;NOM;MASC;SG
gris	szara	gris	szara		ADJ;NOM;FEM;SG
gris	szare	gris	szary		ADJ;NOM;NEUT;SG
periódicos	gazeta	periódico	gazeta	N;MASC;PL	N;NOM;FEM;SG
periódicos	gazetę	periódico	gazeta	N;MASC;PL	N;ACC;FEM;SG
oviedo	oviedo	oviedo	oviedo	N;MASC;SG	PROPN;NOM;MASC;SG
lewis	lewis	lewi	lewis	PROPN	
lewis	lewisa	lewi	lewis	PROPN	
margarita	margaret	margarita	margaret	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
margarita	małgorzata	margarita	małgorzata	N;FEM;SG	PROPN;NOM;FEM;SG
margarita	małgorzata	margarita	małgorzata	N;FEM;SG	PROPN;NOM;FEM;SG
margarita	margarita	margarita	margarit	N;FEM;SG	PROPN;NOM;FEM;SG
margarita	marguerite	margarita	marguerity	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
margarita	daisy	margarita	dais	N;FEM;SG	
regresa	zwroty	regresar	zwrót	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
claudio	klaudia	claudio	klaudia	PROPN	PROPN;NOM;FEM;SG
claudio	claude	claudio	claudy	PROPN	PROPN;NOM;MASC;SG
claudio	klaudiusz	claudio	klaudiusz	PROPN	N;NOM;MASC;SG
claudio	claudio	claudio	claudio	PROPN	PROPN;NOM;MASC;SG
graves	groby	grave	grób	ADJ;PL	N;NOM;MASC;PL
graves	grobów	grave	grób	ADJ;PL	N;GEN;MASC;PL
graves	graves	grave	graves	ADJ;PL	
championship	mistrzostwa	championship	mistrzostwa	N;MASC;SG	N;NOM;NEUT;PL
championship	championship	championship	championship	N;MASC;SG	
championship	mistrzostw	championship	mistrzostwa	N;MASC;SG	N;GEN;NEUT;PL
béisbol	baseball	béisbol	baseball	N;MASC;SG	
logrando	osiąganie	lograr	osiągać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
redacción	pisać	redacción	pisać	N;FEM;SG	V;IPFV;NFIN;ACT
junior	junior	junior	junior	N;SG	
tomando	wzięcie	tomar	wziąć	V;V.MSDR	N;NOM;NEUT;SG
tomando	branie	tomar	bran	V;V.MSDR	
tomando	przyjmowanie	tomar	przyjmować	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
depende	zalezy	depender	zaleźć	V;IND;SG;3;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
combinación	kombinacje	combinación	kombinacja	N;FEM;SG	N;ACC;FEM;PL
aventuras	przygodę	aventura	przygoda	N;FEM;PL	N;ACC;FEM;SG
aventuras	przygoda	aventura	przygoda	N;FEM;PL	N;NOM;FEM;SG
aventuras	przygody	aventura	przygoda	N;FEM;PL	
aventuras	przygód	aventura	przygód	N;FEM;PL	
aventuras	przygody	aventura	przygoda	N;FEM;PL	
aventuras	przygód	aventura	przygód	N;FEM;PL	
combustible	paliw	combustible	paliw	N;MASC;SG	
combustible	paliwa	combustible	paliwy	N;MASC;SG	
combustible	paliwa	combustible	paliwy	N;MASC;SG	
eric	eryk	eric	eryk	PROPN	PROPN;NOM;MASC;SG
eric	eric	eric	eric	PROPN	PROPN;NOM;MASC;SG
inaugurado	otwarto	inaugurado	otwarto	ADJ;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ocurrió	wystąpiły	ocurrir	wystąpić	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;PL;PST;FIN;ACT
embajador	a	embajador	a	N;MASC;SG	CONJ
compra	kupić	compra	kupić	N;FEM;SG	V;PFV;NFIN;ACT
compra	kup	compra	kup	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
compra	kupuje	compra	kupować	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
obligado	zmuszeni	obligado	zmusić	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
obligado	związani	obligado	związać	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL
involucrados	zaangażowane	involucrado	zaangażowany	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
involucrados	zamieszany	involucrado	zamieszany	ADJ;MASC;PL;V.PTCP	V;PFV;IND;SG;PST;FIN;ACT
involucrados	zaangażowana	involucrado	zaangażować	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG
involucrados	zaangażowany	involucrado	zaangażować	ADJ;MASC;PL;V.PTCP	ADJ;NOM;MASC;SG
desierto	pustyni	desierto	pustynia	N;MASC;SG	
desierto	pustynia	desierto	pustynia	N;MASC;SG	
compuestos	złożone	compuesto	złożyć	N;MASC;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
compuestos	złożona	compuesto	złożyć	N;MASC;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
compuestos	złożony	compuesto	złożyć	N;MASC;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lisboa	lizbona	lisboa	lizbona	N;MASC;SG	PROPN;NOM;MASC;SG
juana	joanna	juana	joanna	N;FEM;SG	ADJ;NOM;FEM;SG
juana	jane	juana	jane	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
juana	joan	juana	joan	N;FEM;SG	PROPN;NOM;MASC;SG
juana	joanna	juana	joanna	N;FEM;SG	ADJ;NOM;FEM;SG
juana	jeanne	juana	jeanny	N;FEM;SG	PROPN;NOM;FEM;SG
creador	twórcy	creador	twórca	N;MASC;SG	N;NOM;MASC;PL
productora	producent	productora	producent	N;FEM;SG	
productora	producenta	productora	producent	N;FEM;SG	
power	moc	power	moc	N	
power	power	power	power	N	
venecia	wenecji	venecia	wenecja	N;FEM;SG	PROPN;NOM;FEM;SG
ensayos	próby	ensayo	próba	N;MASC;PL	
ensayos	prób	ensayo	prób	N;MASC;PL	
ensayos	próby	ensayo	próba	N;MASC;PL	
ensayos	badanie	ensayo	badanie	N;MASC;PL	N;NOM;NEUT;SG
ensayos	testowanie	ensayo	testować	N;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ensayos	próba	ensayo	próba	N;MASC;PL	N;NOM;FEM;SG
ensayos	prób	ensayo	prób	N;MASC;PL	
ensayos	próby	ensayo	próba	N;MASC;PL	
ensayos	wypracowania	ensayo	wypracowanie	N;MASC;PL	N;NOM;NEUT;SG
ensayos	esej	ensayo	esej	N;MASC;PL	N;NOM;MASC;SG
barroco	barokowy	barroco	barokowy	N;MASC;SG	ADJ;NOM;MASC;SG
rev	rev	rev	rev	INTJ	
alba	alba	alba	alba	N;FEM;SG	
alba	dawn	alba	dawny	N;FEM;SG	
ingenieros	maszynownia	ingeniero	maszynownia	N;MASC;PL	N;NOM;FEM;SG
ingenieros	inżynieria	ingeniero	inżynierie	N;MASC;PL	N;NOM;FEM;SG
ingenieros	inżynierii	ingeniero	inżynieria	N;MASC;PL	
ingenieros	inżynieria	ingeniero	inżynierie	N;MASC;PL	N;NOM;FEM;SG
pistas	prowadzi	pista	prowadzić	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
trinidad	trinity	trinidad	trinit	N;FEM;SG	
trinidad	trynidad	trinidad	trynidad	N;FEM;SG	PROPN;NOM;MASC;SG
mamíferos	ssak	mamífero	ssak	N;MASC;PL	N;NOM;MASC;SG
cinta	taśmy	cinta	taśma	N;FEM;SG	
cinta	bieżni	cinta	bieżny	N;FEM;SG	
retrato	portret	retrato	portret	N;MASC;SG	
retrato	portrety	retrato	portret	N;MASC;SG	N;NOM;MASC;PL
calor	upał	calor	upał	N;MASC;SG	
calor	heat	calor	heat	N;MASC;SG	
calor	ciepło	calor	ciepło	N;MASC;SG	
calor	gorąco	calor	gorąco	N;MASC;SG	ADV
calor	ciepła	calor	ciepło	N;MASC;SG	
calor	ciepła	calor	ciepło	N;MASC;SG	
calor	ciepło	calor	ciepło	N;MASC;SG	
calor	gorąco	calor	gorąco	N;MASC;SG	ADV
calor	hot	calor	hot	N;MASC;SG	
calor	gorące	calor	gorący	N;MASC;SG	ADJ;NOM;NEUT;SG
calor	gorąca	calor	gorący	N;MASC;SG	ADJ;NOM;FEM;SG
calor	gorący	calor	gorący	N;MASC;SG	ADJ;NOM;MASC;SG
stone	stone	stone	stone	N	
are	są	are	być	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
colonias	kolonii	colonia	kolonia	N;FEM;PL	
colonias	kolonie	colonia	kolonie	N;FEM;PL	N;NOM;FEM;SG
goya	goya	goya	goya	N;MASC;SG	
goya	goi	goya	goa	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
mejora	poprawia	mejora	poprawiać	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
mejora	polepsza	mejora	polepszy	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
mejora	poprawa	mejora	poprawa	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
mejora	poprawa	mejora	poprawa	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
mejora	poprawa	mejora	poprawa	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
flandes	flanders	flande	flanders	N;MASC;PL	
republicano	republikanów	republicano	republikanin	N;MASC;SG	N;GEN;MASC;PL
lord	panie	lord	pan	N;MASC;SG	
míchigan	michigan	míchigar	michigan	ADJ;SG	
twitter	twitter	twitter	twitter	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
twitter	twitterze	twitter	twitter	N;MASC;SG	
talleres	warsztat	taller	warsztat	N;MASC;PL	N;NOM;MASC;SG
jim	jim	jim	jim	PROPN	PROPN;NOM;MASC;SG
jim	jima	jim	jima	PROPN	
angeles	angeles	angel	angeles	N;MASC;PL	PROPN;NOM;MASC;SG
peor	najgorsza	peor	zły	ADV	ADJ;NOM;CMPR;FEM;SG
peor	najgorszy	peor	zły	ADV	ADJ;NOM;CMPR;MASC;SG
peor	najgorsze	peor	zły	ADV	ADJ;NOM;CMPR;MASC;SG
peor	gorszy	peor	zły	ADV	ADJ;NOM;CMPR;MASC;SG
peor	gorsze	peor	zły	ADV	ADJ;NOM;CMPR;NEUT;SG
anillo	ring	anillo	ring	N;MASC;SG	
blues	blues	blues	blues	N	
parejas	par	pareja	par	N;FEM;PL	
parejas	pary	pareja	para	N;FEM;PL	
parejas	par	pareja	par	N;FEM;PL	
parejas	pary	pareja	para	N;FEM;PL	
verdadera	prawda	verdadero	prawda	ADJ;FEM;SG	N;NOM;FEM;SG
verdadera	true	verdadero	true	ADJ;FEM;SG	
acceder	dostęp	acceder	dostęp	V;NFIN	N;ACC;MASC;SG
hans	hans	haber	hans	N;MASC;SG	PROPN;NOM;MASC;SG
hans	hansa	haber	hansa	N;MASC;SG	
