カースト	مقام.	カースト	مقام.	N	PROPN;NOM;MASC;SG;3
恩寵	چھوٹ	恩寵	چھوٹ	N	
恩寵	her	恩寵	her	N	PROPN;NOM;MASC;SG;3
恩寵	مرحمت	恩寵	مرحمت	N	
降雨	برکھا.	降雨	برکھا.	N	V;PFV;MASC;SG;V.PTCP;ACT
子羊	مسکین	子羊	مسکین	N	PROPN;NOM;MASC;SG;3
プリムス	اسکاچستانی	プリムス	اسکاچستانی	PROPN	ADJ;NOM
切開	کاٹنے	切開	کاٹ	N	V;ACC;NFIN
切開	دندانہ.	切開	دندانہ.	N	PROPN;NOM;MASC;SG;3
オーディエンス	حضوری	オーディエンス	حضوری	N	PROPN;NOM;MASC;SG;3
オーディエンス	باریابی.	オーディエンス	باریابی.	N	PROPN;NOM;MASC;SG;3
差動	خصوصی	差動	خصوصی	N	ADJ
差動	تفرقی	差動	تفرقی	N	ADJ
差動	فارقہ	差動	فارقہ	N	PROPN;NOM;MASC;SG;3
シガー	سگار	シガー	سگار	N	
シガー	چرٹ	シガー	چرٹ	N	
ラグ	پھٹا	ラグ	پھٹا	N	V;PFV;MASC;SG;V.PTCP;ACT
ラグ	اترن	ラグ	اترن	N	
ラグ	ستانا	ラグ	ستانا	N	PROPN;NOM;MASC;SG;3
ラグ	ٹوٹا.	ラグ	ٹوٹا.	N	PROPN;NOM;MASC;SG;3
ラグ	ہلچل.	ラグ	ہلچل.	N	PROPN;NOM;MASC;SG;3
ラグ	کترن-	ラグ	کترن-	N	
ラグ	چیتھڑے	ラグ	چیتھڑا	N	V;PFV;MASC;SG;V.PTCP;ACT
ラグ	منڈھائی	ラグ	منڈھائی	N	PROPN;NOM;MASC;SG;3
ラグ	پوشش	ラグ	پوشش	N	PROPN;NOM;MASC;SG;3
ラグ	دھرلینا.	ラグ	دھرلینا.	N	PROPN;NOM;MASC;SG;3
ラグ	حاجب.	ラグ	حاجب.	N	PROPN;NOM;MASC;SG;3
ラグ	تاخیر.	ラグ	تاخیر.	N	ADJ
コンディショナー	درست	コンディショナー	درست	N	ADJ
アナキズム	فوضی	アナキズム	فوضی	PROPN	PROPN;NOM;MASC;SG;3
アナキズム	فوضیت.	アナキズム	فوضیت.	PROPN	PROPN;NOM;MASC;SG;3
蜂	چھید	蜂	چھید	N	
薬局	قرابادین	薬局	قرابادین	N	PROPN;NOM;MASC;PL;3
遠回り	چورنگی.	遠回り	چورنگی.	V	PROPN;NOM;MASC;SG;3
遠回り	مبہم	遠回り	مبہم	V	ADJ
遠回り	چوک	遠回り	چوک	V	N;NOM;MASC;SG;3
遠回り	پیچیدہ	遠回り	پیچیدہ	V	ADJ
遠回り	چکر	遠回り	چکر	V	N;NOM;MASC;SG;3
ポラロイド	تقطیبہ	ポラロイド	تقطیبہ	PROPN	PROPN;NOM;MASC;SG;3
受入	قبولیت	受入	قبولیت	V	N;NOM;MASC;SG;3
受入	(	受入	(	V	
受入	ہامی	受入	ہامی	V	PROPN;NOM;MASC;SG;3
受入	رضامندی.	受入	رضامندی.	V	N;NOM;MASC;SG;3
無菌	جذبے	無菌	جذبہ	ADJ	N;NOM;MASC;SG;3
無菌	جدّت	無菌	جدّت	ADJ	N;NOM;MASC;SG;3
無菌	بیہٹر	無菌	بیہٹر	ADJ	PROPN;NOM;MASC;SG;3
無菌	جذبے	無菌	جذبہ	ADJ	N;NOM;MASC;SG;3
無菌	جدّت	無菌	جدّت	ADJ	N;NOM;MASC;SG;3
無菌	بانجھ	無菌	بانجھ	ADJ	PROPN;NOM;MASC;SG;3
無菌	بیہٹر	無菌	بیہٹر	ADJ	PROPN;NOM;MASC;SG;3
ムーサ	موسیقی	ムーサ	موسیقی	PROPN	ADJ
胡	تل	胡	تل	N	
供物	چڑھاوا.	供物	چڑھاواؤ	N	PROPN;NOM;MASC;SG;3
アラーム	ہوشیار	アラーム	ہوشیار	N	PROPN;NOM;MASC;SG;3
ジュビリー	سالگرہ	ジュビリー	سالگرہ	PROPN	N;NOM;FEM;SG;3
ジュビリー	جشن	ジュビリー	جشن	PROPN	N;NOM;MASC;SG;3
ジュビリー	سالگرہ	ジュビリー	سالگرہ	PROPN	N;NOM;FEM;SG;3
メガホン	بھونپو	メガホン	بھونپو	N	PROPN;NOM;MASC;SG;3
カテーテル	قثاطیر.	カテーテル	قثاطیر.	N	PROPN;NOM;MASC;SG;3
あくび	جمائی.	あくび	جمائی.	PROPN	PROPN;NOM;MASC;SG;3
タルト	بیسوا.	タルト	بیسوا.	N	PROPN;NOM;MASC;SG;3
タルト	رنڈی	タルト	رنڈی	N	PROPN;NOM;MASC;SG;3
リンス	درست	リンス	درست	PROPN	ADJ
ファスナー	کسنے	ファスナー	کسنا	N	V;NFIN;ACT
ファスナー	جکڑنے	ファスナー	جکڑ	N	V;NFIN
ファスナー	بندھن.	ファスナー	بندھن.	N	PROPN;NOM;MASC;SG;3
ファスナー	چپکانے	ファスナー	چپکا	N	V;NFIN
ファスナー	کسنے	ファスナー	کسنا	N	V;NFIN;ACT
ファスナー	بند	ファスナー	بند	N	ADJ
ファスナー	جکڑنے	ファスナー	جکڑ	N	V;NFIN
ファスナー	بندھن.	ファスナー	بندھن.	N	PROPN;NOM;MASC;SG;3
ファスナー	چپکانے	ファスナー	چپکا	N	V;NFIN
ファスナー	چُننا.	ファスナー	چُننا.	N	PROPN;NOM;MASC;SG;3
ファスナー	(	ファスナー	(	N	
ファスナー	باندھنا	ファスナー	باندھنا	N	V;NFIN;ACT
ドゥーム	آخرت	ドゥーム	آخرت	PROPN	PROPN;NOM;MASC;SG;3
ドゥーム	فرمان.	ドゥーム	فرمان.	PROPN	PROPN;NOM;MASC;SG;3
ドゥーム	ضابطہ	ドゥーム	ضابطہ	PROPN	N;NOM;MASC;SG;3
ドゥーム	تباہی.	ドゥーム	تباہی.	PROPN	PROPN;NOM;MASC;SG;3
ドゥーム	ملامت	ドゥーム	ملامت	PROPN	N;NOM;FEM;SG;3
ドゥーム	پھٹکار	ドゥーム	پھٹک	PROPN	V;SG;ACT
愛撫	بوسہ	愛撫	بوسہ		N;NOM;MASC;SG;3
愛撫	چومنا	愛撫	چومنا		V;SG;NFIN;ACT
愛撫	تھپتھپانا	愛撫	تھپتھپانا		V;MASC;SG;ACT
愛撫	پیار	愛撫	پیار		N;NOM;MASC;SG;3
愛撫	چمکار	愛撫	چمکار		PROPN;NOM;MASC;SG;3
シトラス	ترشاوا	シトラス	ترشاوا	N	PROPN;NOM;MASC;SG;3
シトラス	نارنگی	シトラス	نارنگی	N	PROPN;NOM;MASC;SG;3
汚泥	کیٹ.	汚泥	کیٹ.	N	PROPN;NOM;MASC;SG;3
トラッカー	مفتش.	トラッカー	مفتش.	N	ADJ
トラッカー	مفتش.	トラッカー	مفتش.	N	ADJ
トラッカー	کھوجی	トラッカー	کھوجی	N	PROPN;NOM;MASC;SG;3
アンビエント	محیط	アンビエント	محیط	N	ADJ
かわい	کچا	かわい	کچا	ADJ	N;NOM;MASC;SG;3
かわい	مفلس	かわい	مفلس	ADJ	N;NOM;MASC;SG;3
かわい	کچا	かわい	کچا	ADJ	N;NOM;MASC;SG;3
かわい	مفلس	かわい	مفلس	ADJ	N;NOM;MASC;SG;3
ファンデーション	زمین.	ファンデーション	زمین.	N	PROPN;NOM;MASC;SG;3
脊柱	سول	脊柱	سول	N	
脊柱	خار	脊柱	خار	N	V;SG;ACT
脊柱	کانٹا.	脊柱	کانٹا.	N	PROPN;NOM;MASC;SG;3
脊柱	ریڑھ.	脊柱	ریڑھ.	N	PROPN;NOM;MASC;SG;3
裂く	from	裂く	from	V	
裂く	ٹولیوں	裂く	ٹولی	V	N;NOM;MASC;PL;3
軽薄	احمقانہ.	軽薄	احمقانہ.	ADJ	PROPN;NOM;MASC;SG;3
軽薄	ادنیٰ	軽薄	ادنیٰ	ADJ	PROPN;NOM;MASC;SG;3
軽薄	احمقانہ.	軽薄	احمقانہ.	ADJ	PROPN;NOM;MASC;SG;3
軽薄	ادنیٰ	軽薄	ادنیٰ	ADJ	PROPN;NOM;MASC;SG;3
軽薄	اوچھا	軽薄	اوچھ	ADJ	PROPN;NOM;MASC;SG;3
メイス	بسباسہ.	メイス	بسباسہ.	PROPN	PROPN;NOM;MASC;SG;3
メイス	جریب.	メイス	جریب.	PROPN	PROPN;NOM;MASC;SG;3
アニス	انیسُون.	アニス	انیسُون.	PROPN	PROPN;NOM;MASC;SG;3
ダイアー	رنگریز	ダイアー	رنگریز	PROPN	PROPN;NOM;MASC;SG;3
頭皮	سخت	頭皮	سخت	N	ADJ
頭皮	ہرانا	頭皮	ہرانا	N	PROPN;NOM;MASC;SG;3
ひび割れ	جھری	ひび割れ	جھری	V	PROPN;NOM;MASC;SG;3
ひび割れ	دائو	ひび割れ	دائو	V	
ひび割れ	بالکل	ひび割れ	بالکل	V	CONJ
ひび割れ	تڑاقے	ひび割れ	تڑاقہ	V	PROPN;NOM;MASC;SG;3
ひび割れ	پھبتی	ひび割れ	پھب	V	PROPN;NOM;MASC;SG;3
ひび割れ	ٹھیک	ひび割れ	ٹھیک	V	ADJ
ひび割れ	مقامی	ひび割れ	مقامی	V	ADJ
ひび割れ	پٹاخے	ひび割れ	پٹا	V	PROPN;NOM;MASC;SG;3
ひび割れ	فقرہ	ひび割れ	فقرہ	V	
ひび割れ	جھری-	ひび割れ	جھری-	V	PROPN;NOM;MASC;SG;3
ひび割れ	جھری	ひび割れ	جھری	V	PROPN;NOM;MASC;SG;3
ひび割れ	چٹاخا	ひび割れ	چٹاخا	V	PROPN;NOM;MASC;SG;3
ひび割れ	دائو	ひび割れ	دائو	V	
ひび割れ	بالکل	ひび割れ	بالکل	V	CONJ
ひび割れ	تڑاقے	ひび割れ	تڑاقہ	V	PROPN;NOM;MASC;SG;3
ひび割れ	پھبتی	ひび割れ	پھب	V	PROPN;NOM;MASC;SG;3
ひび割れ	ٹھیک	ひび割れ	ٹھیک	V	ADJ
ひび割れ	مقامی	ひび割れ	مقامی	V	ADJ
ひび割れ	پٹاخے	ひび割れ	پٹا	V	PROPN;NOM;MASC;SG;3
ひび割れ	دراڑ	ひび割れ	دراڑ	V	N;NOM;MASC;SG;3
ひび割れ	فقرہ	ひび割れ	فقرہ	V	
ひび割れ	جھری-	ひび割れ	جھری-	V	PROPN;NOM;MASC;SG;3
シャリーア	شریعت.	シャリーア	شریعت.	N	PROPN;NOM;MASC;SG;3
チーク	ساج	チーク	ساج	N	
チーク	ساج	チーク	ساج	N	
チーク	ساگوان	チーク	ساگوان	N	PROPN;NOM;MASC;SG;3
窮状	میثاق.	窮状	میثاق.	N	PROPN;NOM;MASC;SG;3
イマジネーション	متخیلہ	イマジネーション	متخیلہ	N	ADJ
イマジネーション	سوچنے	イマジネーション	سوچ	N	V;ACC;NFIN
即興	بداہتہً	即興	بداہتہً	N	PROPN;NOM;MASC;SG;3
ブランケット	جامع	ブランケット	جامع	N	ADJ
滑車	چرخی	滑車	چرخی	N	PROPN;NOM;MASC;SG;3
チップス	نجار	チップス	نجار	N	PROPN;NOM;MASC;SG;3
逆	فائدہ.	逆	فائدہ.	ADJ	PROPN;NOM;MASC;SG;3
逆	بھلائی	逆	بھلائی	ADJ	N;NOM;FEM;SG;3
セラピスト	معالج	セラピスト	معالج	N	PROPN;NOM;MASC;SG;3
フランジ	چھلّا	フランジ	چھل	N	PROPN;NOM;MASC;SG;3
インテグレーション	تکمل	インテグレーション	تکمل	N	
ザップ	توانائی	ザップ	توانائی	PROPN	N;NOM;FEM;SG;3
発話	ملفوظہ	発話	ملفوظہ	N	PROPN;NOM;MASC;SG;3
発話	کہن	発話	کہن	N	
発話	گفتار.	発話	گفتارؤ	N	PROPN;NOM;MASC;SG;3
発話	گفتہ.	発話	گفتہ.	N	PROPN;NOM;MASC;SG;3
トーラー	طومار.	トーラー	طومار.	N	PROPN;NOM;MASC;SG;3
ウェッジ	into	ウェッジ	into	PROPN	
ウェッジ	کھونٹی.	ウェッジ	کھونٹی.	PROPN	PROPN;NOM;MASC;SG;3
ウェッジ	(	ウェッジ	(	PROPN	
ウェッジ	پھانا	ウェッジ	پھانا	PROPN	PROPN;NOM;MASC;SG;3
ウェッジ	into	ウェッジ	into	PROPN	
ウェッジ	کھونٹی.	ウェッジ	کھونٹی.	PROPN	PROPN;NOM;MASC;SG;3
ウェッジ	پچر	ウェッジ	پچر	PROPN	
ウェッジ	(	ウェッジ	(	PROPN	
ウェッジ	پھانا	ウェッジ	پھانا	PROPN	PROPN;NOM;MASC;SG;3
黄疸	حسد	黄疸	حسد	PROPN	N;NOM;MASC;SG;3
黄疸	پیلیا.	黄疸	پیلیا.	PROPN	PROPN;NOM;MASC;SG;3
黄疸	جلن.	黄疸	جلن.	PROPN	
パラディン	فاتح.	パラディン	فاتح.	PROPN	ADJ
フィフス	پانچواں	フィフス	پانچواں	PROPN	ADJ
遠近	صحیح	遠近	صحیح	N	ADJ
スレンダー	قلیل	スレンダー	قلیل	PROPN	
スレンダー	خفیف.	スレンダー	خفیف.	PROPN	PROPN;NOM;MASC;SG;3
スレンダー	پتلا.	スレンダー	پتلا.	PROPN	PROPN;NOM;MASC;SG;3
ケンタウロス	قنطور.	ケンタウロス	قنطور.	PROPN	PROPN;NOM;MASC;SG;3
スリッパ	سلیپر.	スリッパ	سلیپر.	N	PROPN;NOM;MASC;SG;3
優柔	دودِلاپن.	優柔	دودِلاپن.	PROPN	PROPN;NOM;MASC;SG;3
優柔	تذبذب	優柔	تذبذب	PROPN	N;NOM;MASC;SG;3
シューメーカー	موچی.	シューメーカー	موچی.	PROPN	PROPN;NOM;MASC;SG;3
コーリング	روزگار.	コーリング	روزگار.	N	PROPN;NOM;MASC;SG;3
コーリング	روزگار.	コーリング	روزگار.	N	PROPN;NOM;MASC;SG;3
尿道	نائزہ	尿道	نائزہ	N	PROPN;NOM;MASC;SG;3
尿道	متنی	尿道	متنی	N	ADJ
スーフィー	صوفی	スーフィー	صوفی	PROPN	PROPN;NOM;MASC;SG;3
スーフィー	عارف.	スーフィー	عارف.	PROPN	
スポール	روڑا	スポール	روڑ	PROPN	PROPN;NOM;MASC;SG;3
スポール	بٹیا.	スポール	بٹیا.	PROPN	PROPN;NOM;MASC;SG;3
毛	شریان.	毛	شریان.	N	PROPN;NOM;MASC;SG;3
毛	شَعری.	毛	شَعری.	N	PROPN;NOM;MASC;SG;3
レーズン	کشمش-	レーズン	کشمش-	N	ADJ
トレッキング	چلنا	トレッキング	چل	PROPN	V;MASC;SG;NFIN;ACT
乾燥	خشکندہ.	乾燥	خشکندہ.	N	PROPN;NOM;MASC;SG;3
麺	منڈیا.	麺	منڈیا.	N	PROPN;NOM;MASC;SG;3
ぼかし	دُھندلی	ぼかす	دُھندلی	V	PROPN;NOM;MASC;SG;3
口髭	مونچھ	口髭	مونچھ	N	V;SG;ACT
口髭	بُروت.	口髭	بُروت.	N	PROPN;NOM;MASC;SG;3
蛇口	کھٹاکا	蛇口	کھٹاکا	N	PROPN;NOM;MASC;SG;3
蛇口	تھپکنا	蛇口	تھپک	N	V;NFIN;ACT
蛇口	ف	蛇口	ف	N	
蛇口	بھرنا.	蛇口	بھرنا.	N	
蛇口	کھٹاکا	蛇口	کھٹاکا	N	PROPN;NOM;MASC;SG;3
蛇口	تھپکنا	蛇口	تھپک	N	V;NFIN;ACT
蛇口	ف	蛇口	ف	N	
蛇口	بھرنا.	蛇口	بھرنا.	N	
蛇口	نل	蛇口	نل	N	PROPN;NOM;MASC;SG;3
上り	کٹھن.	上り	کٹھن.	N	
上り	دشوار	上り	دشوار	N	ADJ
カモフラージュ	کیموفلاژ.	カモフラージュ	کیموفلاژ.	N	ADJ
カモフラージュ	تلبیس	カモフラージュ	تلبیس	N	PROPN;NOM;MASC;SG;3
愛らしい	پسندیدہ.	愛らしい	پسندیدہ.	ADJ	PROPN;NOM;MASC;SG;3
愛らしい	بمرغوب	愛らしい	بمرغوب	ADJ	N
玉ねぎ	بصلہ.	玉ねぎ	بصلہ.	N	
ヘルム	چلانا	ヘルム	چلا	PROPN	V;MASC;SG;NFIN;ACT
チャウ	کھانا	チャウ	کھا	PROPN	V;MASC;SG;NFIN;ACT
買い手	گاہک	買い手	گاہک	N	
買い手	گاہک.	買い手	گاہک.	N	
買い手	گاہک.	買い手	گاہک.	N	
ブルドーザー	زبردست	ブルドーザー	زبردست	N	ADJ
ブルドーザー	جابر	ブルドーザー	جابر	N	PROPN;NOM;MASC;SG;3
ジェネリック	جینس	ジェネリック	جینس	PROPN	PROPN;NOM;MASC;SG;3
ジェネリック	جینی.	ジェネリック	جینی.	PROPN	PROPN;NOM;MASC;SG;3
禁輸	(	禁輸	(	V	
禁輸	(	禁輸	(	V	
禁輸	رکاوٹ	禁輸	رکاوٹ	V	N;NOM;MASC;SG;3
禁輸	مسدودیت	禁輸	مسدودیت	V	PROPN;NOM;MASC;SG;3
アウター	معروضی	アウター	معروضی	N	ADJ
アウター	اوپری-	アウター	اوپری-	N	PROPN;NOM;MASC;SG;3
アウター	معروضی	アウター	معروضی	N	ADJ
アウター	اوپری-	アウター	اوپری-	N	PROPN;NOM;MASC;SG;3
アウター	بیرونی	アウター	بیرونی	N	ADJ
インジェクション	تزریق.	インジェクション	تزریق.	N	PROPN;NOM;MASC;SG;3
スグリ	کشمش.	スグリ	کشمش.	PROPN	PROPN;NOM;MASC;SG;3
ピカピカ	چمکیلا	ピカピカ	چمکیلا		V;PFV;MASC;SG;V.PTCP;ACT
加持	جادو	加持	جادو	N	PROPN;NOM;MASC;SG;3
加持	سحر	加持	سحر	N	PROPN;NOM;MASC;SG;3
ユーティリティー	سودمند.	ユーティリティー	سودمند.	N	PROPN;NOM;MASC;SG;3
シマウマ	زیبرا	シマウマ	زیبرا	PROPN	PROPN;NOM;MASC;SG;3
やけど	داغ	やけど	داغ		N;NOM;MASC;SG;3
やけど	سگریٹ.	やけど	سگریٹ.		PROPN;NOM;MASC;SG;3
やけど	بھڑکنا	やけど	بھڑک		V;NFIN;ACT
やけど	گلانا.	やけど	گلانا.		PROPN;NOM;MASC;SG;3
やけど	جْھلسا-	やけど	جْھلسا-		PROPN;NOM;MASC;SG;3
生姜	جذبہ.	生姜	جذبہ.		PROPN;NOM;MASC;SG;3
生姜	جوش	生姜	جوش		N;NOM;MASC;SG;3
強制	بندش	強制	بندش	N	PROPN;NOM;MASC;SG;3
いかだ	کلک.	いかだ	کلک.	PROPN	
いかだ	مجمع.	いかだ	مجمع.	PROPN	PROPN;NOM;MASC;SG;3
いかだ	(	いかだ	(	PROPN	
シェード	off	シェード	off	N	
シェード	into	シェード	into	N	
シェード	ڈھانپنا	シェード	ڈھانپنا	N	V;MASC;SG;NFIN;ACT
シェード	(	シェード	(	N	
シェード	off	シェード	off	N	
シェード	into	シェード	into	N	
シェード	ڈھانپنا	シェード	ڈھانپنا	N	V;MASC;SG;NFIN;ACT
シェード	سایہ	シェード	سایہ	N	PROPN;NOM;MASC;SG;3
シェード	(	シェード	(	N	
ハイビスカス	جسوندی	ハイビスカス	جسوندی	N	PROPN;NOM;MASC;SG;3
ハイビスカス	جاسی	ハイビスカス	جاسی	N	PROPN;NOM;MASC;SG;3
ハイビスカス	پٹایا.	ハイビスカス	پٹایا.	N	PROPN;NOM;MASC;SG;3
ハイビスカス	گڑھل	ハイビスカス	گڑھل	N	
ペテン	چھلیا	ペテン	چھل	N	PROPN;NOM;MASC;SG;3
ペテン	کھانا.	ペテン	کھانا.	N	
ペテン	سینڈوِچ	ペテン	سینڈوِچ	N	PROPN;NOM;MASC;SG;3
ペテン	جھانسا	ペテン	جھانسا	N	PROPN;NOM;MASC;SG;3
ウィーナー	نفر.	ウィーナー	نفر.	PROPN	PROPN;NOM;MASC;SG;3
愚か	بدّھو	愚か	بدّھو	ADJ	PROPN;NOM;MASC;SG;3
愚か	مسخرا	愚か	مسخرا	ADJ	PROPN;NOM;MASC;SG;3
愚か	چھیڑنا	愚か	چھیڑ	ADJ	V;NFIN;ACT
愚か	احمق	愚か	احمق	ADJ	
愚か	بدّھو	愚か	بدّھو	ADJ	PROPN;NOM;MASC;SG;3
愚か	مسخرا	愚か	مسخرا	ADJ	PROPN;NOM;MASC;SG;3
愚か	چھیڑنا	愚か	چھیڑ	ADJ	V;NFIN;ACT
オックス	بدھیا	オックス	بدھیا	PROPN	PROPN;NOM;MASC;SG;3
シャイア	کائونٹی	シャイア	کائونٹی	PROPN	PROPN;NOM;MASC;SG;3
オンブズマン	محتسب.	オンブズマン	محتسب.	N	PROPN;NOM;MASC;SG;3
目盛	چاندنا.	目盛	چاندنا.	N	PROPN;NOM;MASC;SG;3
目盛	چھلکا.	目盛	چھلکا.	N	V;PFV;MASC;SG;V.PTCP;ACT
目盛	ورقہ	目盛	ورقہ	N	
目盛	پر	目盛	پر	N	ADP
目盛	تلاراس.	目盛	تلاراس.	N	PROPN;NOM;MASC;SG;3
目盛	(	目盛	(	N	
目盛	مانجھنا.	目盛	مانجھنان	N	PROPN;ACC;MASC;SG;3
滑り台	کھسکنے	滑り台	کھسک	N	V;ACC;NFIN
バッシュ	داؤ	バッシュ	داؤ	N	PROPN;NOM;MASC;SG;3
スティンガー	کٹیلا	スティンガー	کٹیلا	PROPN	PROPN;NOM;MASC;SG;3
フォールト	نقص	フォールト	نقص	PROPN	N;NOM;MASC;SG;3
フォールト	لغزش.	フォールト	لغزش.	PROPN	PROPN;NOM;MASC;SG;3
フォールト	غلطی	フォールト	غلطی	PROPN	
フォールト	خامی	フォールト	خامی	PROPN	ADJ
フォールト	خطا	フォールト	خطا	PROPN	PROPN;NOM;MASC;SG;3
フォールト	نقص	フォールト	نقص	PROPN	N;NOM;MASC;SG;3
フォールト	لغزش.	フォールト	لغزش.	PROPN	PROPN;NOM;MASC;SG;3
フォールト	غلطی	フォールト	غلطی	PROPN	
エメット	چیونٹا	エメット	چیونٹا	PROPN	PROPN;NOM;MASC;SG;3
申請者	سائل	申請者	سائل	N	PROPN;NOM;MASC;SG;3
ハウル	بھونکنا	ハウル	بھونک	PROPN	V;SG;NFIN;ACT
ハウル	لمبی	ハウル	لمبی	PROPN	ADJ;FEM
ハウル	پکار	ハウル	پکار	PROPN	V;SG;ACT
ハウル	چلّانا	ハウル	چلّانا	PROPN	V;MASC;SG;NFIN;ACT
ハウル	چیخنا	ハウル	چیخنا	PROPN	V;MASC;SG;V.PTCP;ACT
治外法権	مامونیت	治外法権	مامونیت	N	PROPN;NOM;MASC;SG;3
マージン	دینا.	マージン	دینا.	N	
攪拌	ابھارنا	攪拌	ابھارنا	N	V;MASC;SG;NFIN;ACT
攪拌	پھینٹنے	攪拌	پھینٹ	N	V;ACC;NFIN
攪拌	ابھارنا	攪拌	ابھارنا	N	V;MASC;SG;NFIN;ACT
攪拌	پھینٹنے	攪拌	پھینٹ	N	V;ACC;NFIN
攪拌	ہلچل	攪拌	ہلچل	N	V;ACT
ライアー	کذّاب.	ライアー	کذّاب.	N	PROPN;NOM;MASC;SG;3
ライアー	جھوٹا	ライアー	جھوٹا	N	PROPN;NOM;MASC;SG;3
インセンティブ	مدّعا	インセンティブ	مدّعا	N	
ノルディック	ناردی.	ノルディック	ناردی.	PROPN	PROPN;NOM;MASC;SG;3
ラリアット	پگّا	ラリアット	پگلا	PROPN	PROPN;NOM;MASC;SG;3
ラリアット	کمند.	ラリアット	کمند.	PROPN	PROPN;NOM;MASC;SG;3
コマース	کاروبار	コマース	کاروبار	PROPN	N;NOM;MASC;SG;3
コマース	مباشرت.	コマース	مباشرت.	PROPN	ADJ
コマース	مجامعت	コマース	مجامعت	PROPN	N;NOM;MASC;SG;3
アヴェンジャー	منتقم	アヴェンジャー	منتقم	PROPN	N;NOM;MASC;SG;3
ナック	عادت	ナック	عادت	PROPN	N;NOM;FEM;SG;3
プライマリ	ابتدائی	プライマリ	ابتدائی	N	ADJ
プライマリ	اصلی	プライマリ	اصلی	N	ADJ
プライマリ	اساسی.	プライマリ	اساسی.	N	PROPN;NOM;MASC;SG;3
コルセア	قزاق	コルセア	قزاق	PROPN	PROPN;NOM;MASC;SG;3
腹膜	صفاق.	腹膜	صفاقی		N;NOM;MASC;SG;3
禁欲	ترک	禁欲	ترک	N	PROPN;NOM;MASC;SG;3
禁欲	پرہیز	禁欲	پرہیز	N	ADJ
禁欲	ترک	禁欲	ترک	N	PROPN;NOM;MASC;SG;3
セロリ	کرفس	セロリ	کرفس	PROPN	PROPN;NOM;MASC;SG;3
セロリ	اجمود	セロリ	اجمود	PROPN	PROPN;NOM;MASC;SG;3
挫	چوٹ	挫	چوٹ	N	V;ACT
じゅう	دھمکانا	じゅう	دھمکانا	V	PROPN;NOM;MASC;SG;3
じゅう	قالین	じゅう	قالین	V	N;NOM;MASC;SG;3
じゅう	دھمکانا	じゅう	دھمکانا	V	PROPN;NOM;MASC;SG;3
せん	بکھرنا	せん	بکھر	N	V;NFIN;ACT
せん	تراشنا	せん	تراشنا	N	
せん	چھانٹنا.	せん	چھانٹنا.	N	V;SG;NFIN;ACT
せん	کترنا.	せん	کترنا.	N	
せん	پچکنا.	せん	پچکنا.	N	PROPN;NOM;MASC;SG;3
無鉄	لاپروائی	無鉄	لاپروائی	ADJ	PROPN;NOM;MASC;SG;3
無鉄	غفلت	無鉄	غفلت	ADJ	N;NOM;MASC;SG;3
ハマグリ	شرمیلا	ハマグリ	شرمیلا	N	PROPN;NOM;MASC;SG;3
エイリアス	موسوم	エイリアス	موسوم	PROPN	ADJ
アウトブレイク	جنگ	アウトブレイク	جنگ	PROPN	N;NOM;FEM;SG;3
アウトブレイク	بارزہ.	アウトブレイク	بارزہ.	PROPN	PROPN;NOM;MASC;SG;3
アウトブレイク	وبا	アウトブレイク	وبا	PROPN	N;NOM;MASC;SG;3
クリアランス	چکوتی	クリアランス	چکوتی	N	V;IPFV;FEM;SG;V.PTCP;ACT
クリアランス	چھوٹ	クリアランス	چھوٹ	N	
引き伸ば	توسیع	引き伸ば	توسیع	V	N;NOM;MASC;SG;3
引き伸ば	مکبّر.	引き伸ば	مکبّر.	V	PROPN;NOM;MASC;SG;3
スカンク	پیٹنا	スカンク	پیٹنا	PROPN	V;MASC;SG;ACT
スカンク	پدانا.	スカンク	پدانا.	PROPN	V;MASC;PL;V.PTCP;ACT
パラフィン	alkane	パラフィン	alkane	N	PROPN;NOM;MASC;SG;3
コッド	دھوکا	コッド	دھوکا	PROPN	N;NOM;MASC;SG;3
コッド	بکواس.	コッド	بکواس.	PROPN	
コッド	نقالی	コッド	نقالی	PROPN	N;NOM;MASC;SG;3
コッド	مضحک	コッド	مضحک	PROPN	PROPN;NOM;MASC;SG;3
コッド	لغو	コッド	لغو	PROPN	
コッド	فریب.	コッド	فریب.	PROPN	PROPN;NOM;MASC;SG;3
コッド	تحریف.	コッド	تحریف.	PROPN	PROPN;NOM;MASC;SG;3
コッド	نقل	コッド	نقل	PROPN	N;NOM;MASC;SG;3
狂犬	ہلکاؤ.	狂犬	ہلکاؤ.	N	PROPN;NOM;MASC;SG;3
狂犬	ہڑک	狂犬	ہڑک	N	
狂犬	ہلکاؤ.	狂犬	ہلکاؤ.	N	PROPN;NOM;MASC;SG;3
ミュール	احمق	ミュール	احمق	PROPN	
ミュール	خچر	ミュール	خچر	PROPN	N;NOM;MASC;SG;3
ミュール	ضدی	ミュール	ضدی	PROPN	ADJ
関心	about	関心	about	N	
関心	about	関心	about	N	
プードル	تابعدار.	プードル	تابعدار.	N	ADJ
ジャッキ	نقدی.	ジャッキ	نقدی.	N	PROPN;NOM;MASC;SG;3
ジャッキ	(	ジャッキ	(	N	
ジャッキ	(	ジャッキ	(	N	
ターバン	دستار.	ターバン	دستار.	N	PROPN;NOM;MASC;SG;3
ターバン	صافہ	ターバン	صافہ	N	
