del	del	del	del	ADP;MASC;SG	N;INDF;MASC+FEM;SG
puestos	positioner	puesto	position	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
puestos	holdninger	puesto	holdning	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
puestos	stillinger	puesto	stilling	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
puestos	opslag	puesto	opslag	ADJ;MASC;PL;V.PTCP	N;INDF;NEUT;SG
puestos	boder	puesto	bode	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
científica	videnskabsmand	científico	videnskabsmand	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
científica	forsker	científico	forsker	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
científica	videnskabeligt	científico	videnskabelig	ADJ;FEM;SG	ADV
podrían	kunne	poder	kunne	V;COND;PL;3;FIN	V;IND;PST;FIN;ACT
podrían	ku	poder	ku	V;COND;PL;3;FIN	ADJ;INDF;NEUT;SG
arturo	arturo	arturo	arturo	N;MASC;SG	PROPN
superiores	overlegen	superior	overlege	ADJ;PL	ADJ;INDF;MASC+FEM;SG
superiores	foresatte	superior	foresætte	ADJ;PL	V;DEF;SG;PST;V.PTCP
cuerpos	lig	cuerpo	lig	N;MASC;PL	N;INDF;NEUT;SG
renta	indkomster	renta	indkomst	N;FEM;SG	N;INDF;MASC+FEM;PL
renta	indtægter	renta	indtægte	N;FEM;SG	N;INDF;MASC+FEM;PL
negocios	forretning	negocio	forretning	N;MASC;PL	N;INDF;MASC+FEM;SG
negocios	erhvervslivet	negocio	erhvervsliv	N;MASC;PL	N;DEF;NEUT;SG
negocios	business	negocio	business	N;MASC;PL	N;INDF;MASC+FEM;SG
negocios	virksomhed	negocio	virksomhed	N;MASC;PL	N;INDF;MASC+FEM;SG
ben	ben	ben	ben	PROPN	N;INDF;NEUT;PL
gustavo	gustav	gustavo	gustav		N;INDF;MASC+FEM;SG
gustavo	gustavo	gustavo	gustavo		
gustavo	gustaf	gustavo	gustaf		
gustavo	gustav	gustavo	gustav		N;INDF;MASC+FEM;SG
gustavo	kermit	gustavo	kermit		N;INDF;MASC+FEM;SG
monumentos	sightseeing	monumento	sightseeing	N;MASC;PL	N;INDF;MASC+FEM;SG
funcionamiento	fungerende	funcionamiento	fungerende	N;MASC;SG	V;PRS;V.PTCP
funcionamiento	velfungerende	funcionamiento	velfungerende	N;MASC;SG	V;PRS;V.PTCP
funcionamiento	opererer	funcionamiento	operere	N;MASC;SG	V;IND;PRS;FIN;ACT
griega	græske	griego	græsk	ADJ;FEM;SG	ADJ;PL
griega	græker	griego	græker	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
víctimas	tilskadekomne	víctima	tilskadekomn	N;FEM;PL	N;INDF;MASC+FEM;SG
cita	citerer	cita	citere	N;FEM;SG	V;IND;PRS;FIN;ACT
ciertos	visse	cierto	vis	PRO;MASC;PL	ADJ;PL
turquía	tyrkiet	turquía	tyrki	N;FEM;SG	PROPN
turquía	tyrkisk	turquía	tyrkisk	N;FEM;SG	ADJ;INDF;SG
turquía	tyrkiske	turquía	tyrkisk	N;FEM;SG	ADJ;PL
triunfo	win	triunfo	win	N;MASC;SG	
triunfo	vinder	triunfo	vinde	N;MASC;SG	V;IND;PRS;FIN;ACT
triunfo	vinde	triunfo	vinde	N;MASC;SG	V;NFIN;ACT
walter	walter	walter	walter	PROPN	N;INDF;MASC+FEM;SG
young	unge	young	ung	PROPN	ADJ;PL
young	ung	young	ung	PROPN	ADJ;INDF;MASC+FEM;SG
cristianos	christian	cristiano	christian	N;MASC;PL	
cristianos	kristen	cristiano	kristen	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
cristianos	kristne	cristiano	kristen	N;MASC;PL	ADJ;PL
delantero	frem	delantero	frem	N;MASC;SG	ADV
delantero	fremad	delantero	fremad	N;MASC;SG	ADV
delantero	foran	delantero	foran	N;MASC;SG	ADV
delantero	forside	delantero	forside	N;MASC;SG	V;IMP
delantero	striker	delantero	strike	N;MASC;SG	N;INDF;MASC+FEM;PL
suroeste	sydvestlige	suroeste	sydvestlig	N;MASC;SG	ADJ;PL
indiana	indiana	indiano	indiana	ADJ;FEM;SG	
puebla	puebla	puebla	puebla	N;FEM;SG	
min	min	min	min		DET;MASC+FEM;SG;1
caballeros	gentlemen	caballero	gentleman	N;MASC;PL	
caballeros	gentleman	caballero	gentleman	N;MASC;PL	N;INDF;MASC+FEM;SG
minas	minas	mina	minas	N;FEM;PL	
originales	originalt	original	originalt	ADJ;PL	ADJ;INDF;NEUT;SG
originales	oprindelig	original	oprindelig	ADJ;PL	ADV
originales	oprindeligt	original	oprindeligt	ADJ;PL	ADV
originales	original	original	original	ADJ;PL	ADJ;INDF;MASC+FEM;SG
originales	originaler	original	original	ADJ;PL	N;INDF;MASC+FEM;PL
nuclear	atombombe	nuclear	atombombe	ADJ;SG	N;INDF;MASC+FEM;SG
escritos	skriftlig	escrito	skriftlig	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
escritos	skrevet	escrito	skrive	N;MASC;PL	V;INDF;SG;PST;V.PTCP
santander	santander	santander	santander	N;FEM;SG	N;INDF;MASC+FEM;PL
viento	blæser	viento	blæse	N;MASC;SG	V;IND;PRS;FIN;ACT
viento	blæsende	viento	blæse	N;MASC;SG	ADJ
americana	amerikaner	americana	amerikaner	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
americana	american	americana	american	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
americana	amerikanske	americana	amerikansk	ADJ;FEM;SG	ADJ;PL
americana	americana	americana	americana	ADJ;FEM;SG	
cónyuge	ægtefælles	cónyuge	ægtefælle	N;SG	V;NFIN;PASS
rusa	russeren	ruso	russer	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
rusa	russer	ruso	russe	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
rusa	russiske	ruso	russisk	ADJ;FEM;SG	ADJ;PL
salas	salas	sala	salas	N;FEM;PL	
salas	rum	sala	rum	N;FEM;PL	N;INDF;NEUT;SG
salas	chambers	sala	chambers	N;FEM;PL	N;INDF;MASC+FEM;SG
peruano	peruvianske	peruano	peruviansk	N;MASC;SG	ADJ;PL
liberación	slip	liberación	slip	N;FEM;SG	V;IMP
pez	fiske	pez	fisk	N;MASC;SG	V;NFIN;ACT
quería	eftersøgte	querer	eftersøge	V;IND;SG;3;IPFV;FIN	V;PL;PST;V.PTCP
quería	efterlyst	querer	efterlyst	V;IND;SG;3;IPFV;FIN	V;INDF;SG;PST;V.PTCP
quería	eftersøgt	querer	eftersøge	V;IND;SG;3;IPFV;FIN	V;INDF;SG;PST;V.PTCP
quería	ønskede	querer	ønske	V;IND;SG;3;IPFV;FIN	V;PL;PST;V.PTCP
atenas	athen	atena	athen	N;FEM;PL	PROPN
atenas	athens	atena	athense	N;FEM;PL	N;INDF;MASC+FEM;SG
momentos	moments	momento	moment	N;MASC;PL	
fifa	fifa	fifa	fifa	N;FEM;SG	
aplicaciones	ansøgning	aplicación	ansøgning	N;FEM;PL	N;INDF;MASC+FEM;SG
air	air	air	air	N	
georgia	georgia	georgia	georgia	ADJ;FEM;SG	
georgia	georgien	georgia	georgi	ADJ;FEM;SG	PROPN
hielo	ice	hielo	ice	N;MASC;SG	
caballo	heste	caballo	hest	N;MASC;SG	N;INDF;MASC+FEM;PL
caballo	horse	caballo	horse	N;MASC;SG	
steve	steve	steve	steve	PROPN	
significado	betydning	significado	betydning	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
significado	betydning	significado	betydning	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
cinturón	seler	cinturón	sel	N;MASC;SG	N;INDF;MASC+FEM;PL
cinturón	bælter	cinturón	bælter	N;MASC;SG	N;INDF;NEUT;PL
cinturón	bælterne	cinturón	bælt	N;MASC;SG	N;DEF;NEUT;PL
cordillera	cordillera	cordillera	cordillera	N;FEM;SG	N;INDF;MASC+FEM;PL
protagonizada	hovedrollen	protagonizado	hovedrol	ADJ;FEM;SG;V.PTCP	N;DEF;MASC+FEM;SG
crítico	kritiker	crítico	kritik	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
crítico	kritiske	crítico	kritisk	ADJ;MASC;SG	ADJ;PL
sirvió	serveres	servir	servere	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;PASS
interpretado	fortolkes	interpretado	fortolke	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
interpretado	tolket	interpretado	tolke	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
interpretado	fortolkede	interpretado	fortolke	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
interpretado	fortolket	interpretado	fortolke	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mis	mis	mi	mis	DET;PL;1	N;INDF;MASC+FEM;SG
motores	motoren	motor	motor	N;MASC;PL	N;DEF;MASC+FEM;SG
motores	motor	motor	motor	N;MASC;PL	N;INDF;MASC+FEM;SG
motores	motors	motor	motors	N;MASC;PL	
posibles	muligt	posible	mulig	ADJ;PL	ADJ;INDF;NEUT;SG
posibles	mulig	posible	mulig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
mike	mike	mike	mike	PROPN	
foto	photo	foto	photo	N;FEM;SG	
wilson	wilson	wilson	wilson	N;MASC;SG	
británicos	britisk	británico	britisk	N;MASC;PL	ADJ;INDF;SG
británicos	british	británico	british	N;MASC;PL	
británicos	britiske	británico	britisk	N;MASC;PL	ADJ;PL
joe	joe	joe	joe	PROPN	
sueño	søvnig	sueño	søvnig	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
sueño	sover	sueño	sove	N;MASC;SG	V;IND;PRS;FIN;ACT
sueño	sove	sueño	sove	N;MASC;SG	V;NFIN;ACT
sueño	sov	sueño	sove	N;MASC;SG	V;IND;PST;FIN;ACT
sueño	drømme	sueño	drøm	N;MASC;SG	N;INDF;MASC+FEM;PL
sueño	dream	sueño	dream	N;MASC;SG	
sueño	drømmer	sueño	drømme	N;MASC;SG	V;IND;PRS;FIN;ACT
informe	rapporter	informe	rapport	N;MASC;SG	N;INDF;MASC+FEM;PL
informe	anmelde	informe	anmelde	N;MASC;SG	V;NFIN;ACT
treinta	treinta	treinta	treinta	NUM;PL	
treinta	trediverne	treinta	trediver	NUM;PL	N;DEF;MASC+FEM;PL
treinta	thirty	treinta	thirty	NUM;PL	
cercano	nærheden	cercano	nærhed	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
medallas	medalje	medalla	medalje	N;FEM;PL	N;INDF;MASC+FEM;SG
medallas	medaljen	medalla	medalje	N;FEM;PL	N;DEF;MASC+FEM;SG
archivos	arkiv	archivo	arkiv	N;MASC;PL	N;INDF;NEUT;SG
archivos	arkivet	archivo	arkive	N;MASC;PL	N;DEF;NEUT;SG
archivos	arkiv	archivo	arkiv	N;MASC;PL	N;INDF;NEUT;SG
archivos	arkivere	archivo	arkiver	N;MASC;PL	V;NFIN;ACT
archivos	arkivet	archivo	arkive	N;MASC;PL	N;DEF;NEUT;SG
dobles	fordobler	doble	fordoble	N;PL	V;IND;PRS;FIN;ACT
dobles	double	doble	doubel	N;PL	
dobles	double	doble	doubel	N;PL	
dobles	dobbelt	doble	dobbel	N;PL	ADJ;INDF;NEUT;SG
físico	fysik	físico	fysik	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
físico	fysiker	físico	fysiker	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
físico	fysiske	físico	fysisk	ADJ;MASC;SG	ADJ;PL
físico	fysisk	físico	fysisk	ADJ;MASC;SG	ADV
mediterráneo	middelhavslandene	mediterráneo	middelhavsland	N;MASC;SG	N;DEF;NEUT;PL
mediterráneo	middelhavslande	mediterráneo	middelhavsland	N;MASC;SG	N;INDF;NEUT;PL
perdido	savnet	perdido	savne	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
perdido	overset	perdido	overset	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
perdido	missede	perdido	misse	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
perdido	savnede	perdido	savne	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
perdido	tabte	perdido	tabe	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
perdido	mistede	perdido	miste	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
perdido	lost	perdido	lost	ADJ;MASC;SG;V.PTCP	
perdido	tabt	perdido	tabe	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
perdido	mistet	perdido	miste	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
notable	bemærkelsesværdige	notable	bemærkelsesværdig	ADJ;SG	ADJ;PL
notable	bemærkelsesværdigt	notable	bemærkelsesværdigt	ADJ;SG	ADV
notable	bemærkelsesværdige	notable	bemærkelsesværdig	ADJ;SG	ADJ;PL
notable	bemærkelsesværdigt	notable	bemærkelsesværdigt	ADJ;SG	ADV
notable	bemærkelsesværdige	notable	bemærkelsesværdig	ADJ;SG	ADJ;PL
tengo	fik	tener	få	V;IND;SG;1;PRS;FIN	V;IND;PST;FIN;ACT
tengo	got	tener	got	V;IND;SG;1;PRS;FIN	
legal	lovlige	legal	lovlig	ADJ;SG	ADJ;PL
legal	juridiske	legal	juridisk	ADJ;SG	ADJ;PL
enorme	kæmpestort	enorme	kæmpestort	ADJ;SG	ADV
enorme	enorme	enorme	enorm	ADJ;SG	ADJ;PL
enorme	enormt	enorme	enormt	ADJ;SG	ADV
constitucional	forfatningsmæssige	constitucional	forfatningsmæssig	ADJ;SG	ADJ;PL
constitucional	grundlov	constitucional	grundlov	ADJ;SG	N;INDF;MASC+FEM;SG
constitucional	forfatning	constitucional	forfatning	ADJ;SG	N;INDF;MASC+FEM;SG
constitucional	forfatningen	constitucional	forfatning	ADJ;SG	N;DEF;MASC+FEM;SG
constitucional	grundloven	constitucional	grundlov	ADJ;SG	N;DEF;MASC+FEM;SG
católicos	katolsk	católico	katolsk	N;MASC;PL	ADJ;INDF;SG
católicos	katolske	católico	katolsk	N;MASC;PL	ADJ;PL
católicos	katolik	católico	katolik	N;MASC;PL	N;INDF;MASC+FEM;SG
escritura	skrive	escritura	skrive	N;FEM;SG	V;NFIN;ACT
escritura	skriver	escritura	skrive	N;FEM;SG	V;IND;PRS;FIN;ACT
escritura	skrive	escritura	skrive	N;FEM;SG	V;NFIN;ACT
escritura	skriv	escritura	skrive	N;FEM;SG	V;IMP
escritura	skriver	escritura	skrive	N;FEM;SG	V;IND;PRS;FIN;ACT
estadísticas	statistik	estadística	statistik	N;FEM;PL	N;INDF;MASC+FEM;SG
críticos	kritisk	crítico	kritisk	N;MASC;PL	ADJ;INDF;SG
críticos	kritiske	crítico	kritisk	N;MASC;PL	ADJ;PL
iowa	iowa	iowa	iowa	N;MASC;SG	
cristiana	christian	cristiano	christian	ADJ;FEM;SG	
ordenó	bestilles	ordenar	bestille	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;PASS
transmisión	udsende	transmisión	udsende	N;FEM;SG	V;NFIN;ACT
carne	koed	carne	koed	N;FEM;SG	
ucrania	ukraine	ucrania	ukrain	N;FEM;SG	PROPN
ucrania	ukrainsk	ucrania	ukrainsk	N;FEM;SG	ADJ;INDF;SG
ucrania	ukrainske	ucrania	ukrainsk	N;FEM;SG	ADJ;PL
enviado	afsendt	enviado	afsende	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviado	udsending	enviado	udsending	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
enviado	indleveret	enviado	indlevere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviado	fremlagt	enviado	fremlægge	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviado	indgivet	enviado	indgive	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviado	afgivet	enviado	afgive	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviado	indsendt	enviado	indsende	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviado	afsendt	enviado	afsende	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enviado	sendes	enviado	sende	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
enviado	sendte	enviado	sende	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
enviado	sendt	enviado	sende	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reparto	afgivne	reparto	afgive	N;MASC;SG	ADJ;PL
reparto	støbt	reparto	støbe	N;MASC;SG	V;INDF;SG;PST;V.PTCP
reparto	støbte	reparto	støbte	N;MASC;SG	V;PL;PST;V.PTCP
producida	fremstillede	producido	fremstille	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
producida	fremstillet	producido	fremstille	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
producida	produceret	producido	producere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
producida	producerede	producido	producere	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
harry	harry	harry	harry	N;MASC;SG	
ciertas	visse	cierto	vis	PRO;FEM;PL	ADJ;PL
alimentos	mad	alimento	mad	N;MASC;PL	N;INDF;MASC+FEM;SG
urbana	urban	urbano	urban	ADJ;FEM;SG	
urbana	urbana	urbano	urbana	ADJ;FEM;SG	
participa	deltag	participar	deltage	V;IND;SG;3;PRS;FIN	V;IMP
casado	gifte	casado	gifte	ADJ;MASC;SG;V.PTCP	V;NFIN;ACT
abierta	åbn	abierto	åbn	ADJ;FEM;SG;V.PTCP	V;IMP
habitual	sædvanligt	habitual	sædvanligt	ADJ;SG	ADV
habitual	sædvanlige	habitual	sædvanlig	ADJ;SG	ADJ;PL
votar	afstemninger	votar	afstemning	V;NFIN	N;INDF;MASC+FEM;PL
votar	afstemning	votar	afstemning	V;NFIN	N;INDF;MASC+FEM;SG
pinturas	maling	pintura	maling	N;FEM;PL	N;INDF;MASC+FEM;SG
terminal	terminal	terminal	terminal	ADJ;SG	N;INDF;MASC+FEM;SG
terminal	terminalen	terminal	terminale	ADJ;SG	N;DEF;MASC+FEM;SG
terminal	terminus	terminal	terminus	ADJ;SG	N;INDF;MASC+FEM;SG
janeiro	janeiro	janeiro	janeiro	N;MASC;SG	
redes	netværk	red	netværk	N;FEM;PL	N;INDF;NEUT;SG
redes	garn	red	garn	N;FEM;PL	N;INDF;NEUT;SG
redes	net	red	ne	N;FEM;PL	N;INDF;NEUT;SG
redes	nets	red	nets	N;FEM;PL	N;INDF;NEUT;SG
redes	net	red	ne	N;FEM;PL	N;INDF;NEUT;SG
redes	datanet	red	datan	N;FEM;PL	N;INDF;NEUT;SG
redes	netværk	red	netværk	N;FEM;PL	N;INDF;NEUT;SG
aparte	bortset	aparte	bortset	ADV	V;INDF;SG;PST;V.PTCP
fortaleza	fortaleza	fortaleza	fortaleza	N;FEM;SG	
deriva	drev	derivar	drive	V;IND;SG;3;PRS;FIN	V;IND;PST;FIN;ACT
deriva	drivende	derivar	drive	V;IND;SG;3;PRS;FIN	ADJ
democrática	demokratiske	democrático	demokratisk	ADJ;FEM;SG	ADJ;PL
democrática	demokratisk	democrático	demokratisk	ADJ;FEM;SG	ADV
electrónica	elektronik	electrónico	elektronik	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
electrónica	elektronisk	electrónico	elektronisk	ADJ;FEM;SG	ADV
electrónica	elektroniske	electrónico	elektronisk	ADJ;FEM;SG	ADJ;PL
cristóbal	cristobal	cristóbal	cristobal	ADJ;SG	
cristóbal	cristóbal	cristóbal	cristóbal	ADJ;SG	
cristóbal	christoffer	cristóbal	christof	ADJ;SG	N;INDF;MASC+FEM;SG
cristóbal	christopher	cristóbal	christopher	ADJ;SG	N;INDF;MASC+FEM;SG
herrera	herrera	herrera	herrera	N;FEM;SG	
consulta	konsultationer	consulta	konsultation	N;FEM;SG	N;INDF;MASC+FEM;PL
consulta	høringer	consulta	høring	N;FEM;SG	N;INDF;MASC+FEM;PL
consulta	konsultere	consulta	konsultere	N;FEM;SG	V;NFIN;ACT
mitología	mytologi	mitología	mytologi	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
debate	diskussioner	debate	diskussion	N;MASC;SG	N;INDF;MASC+FEM;PL
debate	drøftelser	debate	drøftelse	N;MASC;SG	N;INDF;MASC+FEM;PL
debate	diskussioner	debate	diskussion	N;MASC;SG	N;INDF;MASC+FEM;PL
debate	forhandlinger	debate	forhandling	N;MASC;SG	N;INDF;MASC+FEM;PL
debate	debatter	debate	debat	N;MASC;SG	N;INDF;MASC+FEM;PL
debate	debatterne	debate	debat	N;MASC;SG	N;DEF;MASC+FEM;PL
belleza	beauty	belleza	beauty	N;FEM;SG	
jiménez	jiménez	jiménez	jiménez	PROPN	PROPN
jiménez	jimenez	jiménez	jimenez	PROPN	
personales	personlig	personal	personlig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
personales	personligt	personal	personligt	ADJ;PL	ADV
infancia	børn	infancia	barn	N;FEM;SG	N;INDF;NEUT;PL
infancia	børns	infancia	barn	N;FEM;SG	N;GEN;INDF;NEUT;PL
espacial	rummet	espacial	rum	ADJ;SG	N;DEF;NEUT;SG
espacial	mellemrum	espacial	mellemrum	ADJ;SG	N;INDF;NEUT;PL
espacial	plads	espacial	plads	ADJ;SG	N;INDF;MASC+FEM;SG
espacial	rumforskning	espacial	rumforskning	ADJ;SG	N;INDF;MASC+FEM;SG
espacial	rum	espacial	rum	ADJ;SG	N;INDF;NEUT;SG
oscuro	dark	oscuro	dark	ADJ;MASC;SG	
oscuro	mørke	oscuro	mørke	ADJ;MASC;SG	N;INDF;NEUT;SG
oscuro	obskure	oscuro	obskure	ADJ;MASC;SG	ADJ;PL
verdadero	real	verdadero	real	ADJ;MASC;SG	
verdadero	virkeligt	verdadero	virkeligt	ADJ;MASC;SG	ADV
verdadero	rigtig	verdadero	rigtig	ADJ;MASC;SG	ADV
verdadero	virkelig	verdadero	virkelig	ADJ;MASC;SG	ADV
verdadero	sand	verdadero	sand	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
verdadero	true	verdadero	true	ADJ;MASC;SG	V;NFIN;ACT
verdadero	rigtigt	verdadero	rigtigt	ADJ;MASC;SG	ADV
segundos	sekund	segundo	sekund	N;MASC;PL	N;INDF;NEUT;SG
segundos	andet	segundo	anden	N;MASC;PL	PRO;NEUT;SG
segundos	anden	segundo	anden	N;MASC;PL	PRO;MASC+FEM;SG
cañón	kanoner	cañón	kanon	N;MASC;SG	N;INDF;MASC+FEM;PL
cañón	canyon	cañón	canyon	N;MASC;SG	
religioso	religiøst	religioso	religiøst	ADJ;MASC;SG	ADV
religioso	religiøse	religioso	religiøs	ADJ;MASC;SG	ADJ;PL
net	netto	net	netto	N	ADV
zamora	zamora	zamora	zamora	N;FEM;SG	
high	høj	high	høj	N	ADJ;INDF;MASC+FEM;SG
high	højt	high	høj	N	ADJ;INDF;NEUT;SG
high	høje	high	høj	N	ADJ;PL
danza	danse	danza	danse	N;FEM;SG	V;NFIN;ACT
danza	dance	danza	dance	N;FEM;SG	
danza	danse	danza	danse	N;FEM;SG	V;NFIN;ACT
danza	dansende	danza	danse	N;FEM;SG	V;PRS;V.PTCP
danza	danser	danza	danse	N;FEM;SG	V;IND;PRS;FIN;ACT
veinte	twenty	veinte	twenty	NUM;PL	
veinte	tyverne	veinte	tyver	NUM;PL	N;DEF;MASC+FEM;PL
asunción	asunción	asunción	asunción	N;FEM;SG	
fondos	fonden	fondo	fond	N;MASC;PL	N;DEF;MASC+FEM;SG
fondos	fond	fondo	fond	N;MASC;PL	N;INDF;MASC+FEM;SG
barcos	både	barco	både	N;MASC;PL	ADV
salvo	undtagen	salvo	undtagen	ADP	ADV
chica	girl	chica	girl	N;FEM;SG	
pensamiento	tænkt	pensamiento	tænke	N;MASC;SG	V;INDF;SG;PST;V.PTCP
pensamiento	tænkte	pensamiento	tænke	N;MASC;SG	V;IND;PST;FIN;ACT
pensamiento	troede	pensamiento	tro	N;MASC;SG	V;IND;PST;FIN;ACT
pensamiento	tænker	pensamiento	tænke	N;MASC;SG	V;IND;PRS;FIN;ACT
pensamiento	tænkte	pensamiento	tænke	N;MASC;SG	V;IND;PST;FIN;ACT
pensamiento	overvejer	pensamiento	overveje	N;MASC;SG	V;IND;PRS;FIN;ACT
pensamiento	tænke	pensamiento	tænke	N;MASC;SG	V;NFIN;ACT
pensamiento	tanker	pensamiento	tanke	N;MASC;SG	N;INDF;MASC+FEM;PL
leer	læsning	leer	læsning	V;NFIN	N;INDF;MASC+FEM;SG
leer	aflæsning	leer	aflæsning	V;NFIN	N;INDF;MASC+FEM;SG
mala	bad	malo	bede	ADJ;FEM;SG	V;IND;PST;FIN;ACT
mala	dårligt	malo	dårligt	ADJ;FEM;SG	ADV
mala	mala	malo	mala	ADJ;FEM;SG	
asesinado	myrdet	asesinado	myrde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
asesinado	myrdede	asesinado	myrde	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
asesinado	dræbte	asesinado	dræbe	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
asesinado	dræbt	asesinado	dræbe	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
asesinado	myrdet	asesinado	myrde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
online	online	online	onlin		N;INDF;NEUT;SG
portal	gateway	portal	gateway	N;MASC;SG	
médicos	medicinsk	médico	medicinsk	N;MASC;PL	ADV
médicos	læge	médico	læge	N;MASC;PL	N;INDF;MASC+FEM;SG
médicos	lægehjælp	médico	lægehjælp	N;MASC;PL	N;INDF;MASC+FEM;SG
buenas	god	buen	god	ADJ;FEM;PL	ADJ;INDF;MASC+FEM;SG
buenas	godt	buen	godt	ADJ;FEM;PL	ADV
cultivo	afgrøder	cultivo	afgrøde	N;MASC;SG	N;INDF;MASC+FEM;PL
nicaragua	nicaraguanske	nicaragua	nicaraguansk	PROPN	ADJ;PL
nicaragua	nicaragua	nicaragua	nicaragua	PROPN	
económicas	økonomi	económico	økonomi	ADJ;FEM;PL	N;INDF;MASC+FEM;SG
económicas	økonomisk	económico	økonomisk	ADJ;FEM;PL	ADV
regionales	regional	regional	regional	ADJ;PL	N;INDF;MASC+FEM;SG
regionales	regionalt	regional	regionalt	ADJ;PL	ADJ;INDF;NEUT;SG
rodrigo	rodrigo	rodrigo	rodrigo	N;MASC;SG	
mancha	mancha	mancha	mancha	N;FEM;SG	
mancha	pletter	mancha	plet	N;FEM;SG	N;INDF;MASC+FEM;PL
conocidas	vidst	conocido	vidst	ADJ;FEM;PL;V.PTCP	ADV
conocidas	kendte	conocido	kende	ADJ;FEM;PL;V.PTCP	V;IND;PST;FIN;ACT
conocidas	kendt	conocido	kendt	ADJ;FEM;PL;V.PTCP	ADJ;INDF;SG
retirado	pensionerede	retirado	pensionere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
retirado	pensioneret	retirado	pensionere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
inteligencia	efterretninger	inteligencia	efterretning	N;FEM;SG	N;INDF;MASC+FEM;PL
inteligencia	efterretninger	inteligencia	efterretning	N;FEM;SG	N;INDF;MASC+FEM;PL
inteligencia	intel	inteligencia	intel	N;FEM;SG	
