que	että	que	että	PRO	CONJ
listos	ovat	listo	olla	V	V;IND;PL;3;PRS;FIN;ACT
listos	ovatko	listo	olla	V	V;IND;PL;3;PRS;FIN;ACT
listos	fiksumpi	listo	fiksu	V	ADJ;NOM;CMPR;SG
listos	viisaampi	listo	viisas	V	ADJ;NOM;CMPR;SG
listos	älykkäämpi	listo	älykäs	V	ADJ;NOM;CMPR;SG
vaso	lasinen	vaso	lasinen	N	ADJ;NOM;SG
cámaras	chambers	cámara	chambers	N	PROPN;NOM;SG
faise	made	faise	made	V	
faise	done	faise	done	V	
estivemos	olivat	estar	olla	V	V;IND;PL;3;PST;FIN;ACT
estivemos	olivatko	estar	olla	V	V;IND;PL;3;PST;FIN;ACT
estivemos	ollut	estar	olla	V	V;NOM;SG;V.PTCP;ACT
estivemos	ollu	estar	olla	V	V;NOM;SG;V.PTCP;ACT
estivemos	oltu	estar	olla	V	V;NOM;SG;V.PTCP;ACT
vouno	hänet	vouno	hän	N	PRO;ACC;SG;3
detalles	yksityiskohtainen	detalle	yksityis#kohtainen	N	ADJ;NOM;SG
detalles	yksityiskohtaisesti	detalle	yksityis#kohtaisesti	N	ADV
sono	nuku	sono	nukkua	N	V;IMP;SG;2;FIN;ACT
sono	nukkua	sono	nukkua	N	V;SG;NFIN;ACT
cabezas	head	cabeza	head	N	
cabezas	meijän	cabeza	miejä	N	ADV
cabezas	meidän	cabeza	minä	N	PRO;GEN;PL;1
virá	tulossa	vir	tulo	V	N;IN+ESS;SG
virá	will	vir	will	V	
virá	tahto	vir	tahto	V	N;NOM;SG
virá	hän	vir	hän	V	PRO;NOM;SG;3
sentín	huopa	sentir	huopa	V	N;NOM;SG
sentín	oliko	sentir	olla	V	V;IND;SG;3;PST;FIN;ACT
sentín	tunne	sentir	tunne	V	N;NOM;SG
deixas	sinä	deixar	sinä	V	PRO;NOM;SG;2
deixas	lähde	deixar	lähde	V	N;NOM;SG
pensou	ajatus	pensar	ajatus	V	N;NOM;SG
pensou	sinä	pensar	sinä	V	PRO;NOM;SG;2
pensou	hän	pensar	hän	V	PRO;NOM;SG;3
xigante	jättiläinen	xigante	jättiläinen	ADJ	N;NOM;SG
mirada	katso	mirada	katsoa	N	V;IMP;SG;2;FIN;ACT
mirada	eye	mirada	eye	N	
chame	kutsu	chame	kutsu	V	N;NOM;SG
chame	puhelu	chame	puhelu	V	N;NOM;SG
chame	hänen	chame	hän	V	PRO;GEN;SG;3
chame	nimi	chame	nimi	V	N;NOM;SG
chame	nimeä	chame	nimi	V	N;PRT;SG
chame	hänen	chame	hän	V	PRO;GEN;SG;3
outeiro	hill	outeiro	hillemmäk	N	PROPN;NOM;SG
quede	stand	quedar	stand	V	N;NOM;SG
volvas	sinä	volva	sinä	N	PRO;NOM;SG;2
volvas	takaisin	volva	takaisin	N	ADV
volvas	taaksepäin	volva	taaksepäin	N	ADV
volvas	don	volva	don	N	PROPN;NOM;SG
volvas	ikinä	volva	ikinä	N	ADV
volvas	koskaan	volva	koskaan	N	ADV
volvas	uudestaan	volva	uudestaan	N	ADV
volvas	uudelleen	volva	uudelleen	N	ADV
volvas	taas	volva	taas	N	ADV
volvas	jälleen	volva	jälleen	N	ADV
axúdame	apua	axúdame	apu	V	N;PRT;SG
axúdame	ohje	axúdame	ohje	V	N;NOM;SG
grantham	grantham	grantham	grantham	PROPN	INTJ
habería	pitäisi	haber	pitää	V	V;COND;SG;3;FIN;ACT
habería	pitäis	haber	pitää	V	V;COND;SG;3;FIN;ACT
habería	pitäisikö	haber	pitää	V	V;COND;SG;3;FIN;ACT
habería	tuolla	haber	tuolla	V	ADV
habería	siellä	haber	siellä	V	ADV
habería	olisi	haber	olla	V	V;COND;SG;3;FIN;ACT
nalgún	osa	nalgún	osa	PROPN	N;NOM;SG
nalgún	joitakin	nalgún	jokin	PROPN	PRO;PRT;PL
nalgún	jotkut	nalgún	joku	PROPN	PRO;NOM;PL
nalgún	jonnekin	nalgún	jonnekin	PROPN	ADV
nalgún	jossain	nalgún	jokin	PROPN	PRO;IN+ESS;SG
nalgún	jossakin	nalgún	jokin	PROPN	PRO;IN+ESS;SG
nalgún	käytetyt	nalgún	käyttää	PROPN	V;NOM;PL;V.PTCP;PASS
nalgún	käytetty	nalgún	käyttää	PROPN	V;NOM;SG;V.PTCP;PASS
nalgún	käytettyjä	nalgún	käyttää	PROPN	V;PRT;PL;V.PTCP;PASS
marca	merkkaa	marca	merkka	N	V;IMP;SG;2;FIN;ACT
marca	merkitse	marca	merkitä	N	V;IMP;SG;2;FIN;ACT
marca	mark	marca	mark	N	PROPN;NOM;SG
marca	brand	marca	brand	N	
políticos	poliittinen	político	poliittinen	N	ADJ;NOM;SG
delito	päättyy	delito	päättyä	N	V;IND;SG;3;PRS;FIN;ACT
delito	päättynyt	delito	päättyä	N	V;NOM;SG;V.PTCP;ACT
valente	urhea	valente	urhea	ADJ	N;NOM;SG
valente	uljas	valente	uljas	ADJ	N;NOM;SG
valente	valiant	valente	valia	ADJ	N;NOM;SG
escuro	dark	escuro	dark	ADJ	
calidade	laadukas	calidade	laadukas	N	ADJ;NOM;SG
perdemos	hukassa	perder	hukassa	V	ADV
perdemos	mis	perder	mis	V	ADV
perdemos	neiti	perder	neiti	V	N;NOM;SG
perdemos	ikävä	perder	ikävä	V	ADJ;NOM;SG
certos	varmaa	certo	varma	DET	ADJ;PRT;SG
certos	tietty	certo	tietty	DET	ADJ;NOM;SG
certos	tiettyjen	certo	tietty	DET	ADJ;GEN;PL
certos	tietyt	certo	tietty	DET	ADJ;NOM;PL
certos	osa	certo	osa	DET	N;NOM;SG
certos	joitakin	certo	jokin	DET	PRO;PRT;PL
certos	jotkut	certo	joku	DET	PRO;NOM;PL
principios	aikaisin	principio	aikaisin	N	ADV
principios	varhainen	principio	varhainen	N	ADJ;NOM;SG
principios	aikainen	principio	aikainen	N	ADJ;NOM;SG
charles	kaarle	charles	kaarle	N	PROPN;NOM;SG
vivía	oliko	vivir	olla	V	V;IND;SG;3;PST;FIN;ACT
vivía	asuminen	vivir	asuminen	V	N;NOM;SG
vivía	elävä	vivir	elää	V	ADJ;NOM;SG
vivía	eläminen	vivir	eläminen	V	N;NOM;SG
vivía	live	vivir	live	V	N;NOM;SG
vivía	livenä	vivir	livi	V	N;FRML;SG
noxento	likainen	noxento	likainen	N	ADJ;NOM;SG
al	bowery	al	bowery	ADJ	
reloxo	katso	reloxo	katsoa	N	V;IMP;SG;2;FIN;ACT
trouxo	toi	trouxo	tuo	V	PRO;NOM;SG
trouxo	kuka	trouxo	kuka	V	PRO;NOM;SG
trouxo	ketä	trouxo	kettä	V	PRO;PRT;SG
trouxo	who	trouxo	who	V	N;NOM;SG
trouxo	joka	trouxo	joka	V	PRO;NOM;SG
trouxo	tuo	trouxo	tuo	V	PRO;NOM;SG
chegada	saapuivat	chegada	saapua	N	V;IND;PL;3;PST;FIN;ACT
chegada	saapuneet	chegada	saapua	N	V;NOM;PL;V.PTCP;ACT
chegada	saapui	chegada	saapua	N	V;IND;SG;3;PST;FIN;ACT
chegada	saapunut	chegada	saapua	N	V;NOM;SG;V.PTCP;ACT
dicirche	sinä	dicirchar	sinä	V	PRO;NOM;SG;2
sal	salt	sal	salt	N	
sal	ulos	sal	ulos	N	ADV
sal	hanki	sal	hankkia	N	V;IMP;SG;2;FIN;ACT
sal	saada	sal	saada	N	V;SG;NFIN;ACT
sal	saa	sal	saada	N	V;IND;SG;0;PRS;FIN;ACT
sal	hae	sal	hakea	N	V;IMP;SG;2;FIN;ACT
sal	sal	sal	salla	N	
hughes	hughesin	hughe	hugheta	PROPN	N;GEN;SG
hughes	hughes	hughe	hughes	PROPN	PROPN;NOM;SG
sybil	sybil	sybil	sybil	PROPN	PROPN;NOM;SG
sentía	huopa	sentía	huopa	V	N;NOM;SG
sentía	oliko	sentía	olla	V	V;IND;SG;3;PST;FIN;ACT
sentía	tunne	sentía	tunne	V	N;NOM;SG
sentía	anteeksi	sentía	anteeksi	V	ADV
peito	hänen	peito	hän	N	PRO;GEN;SG;3
guste	kuten	guste	kuten	V	CONJ
guste	kuin	guste	kuin	V	CONJ
guste	pitää	guste	pitää	V	V;IND;SG;0;PRS;FIN;ACT
guste	sinä	guste	sinä	V	PRO;NOM;SG;2
cuba	kuubasta	cuba	kuuba	PROPN	N;IN+ABL;SG
cuba	kuubaan	cuba	kuura	PROPN	N;IN+ALL;SG
cuba	kuubassa	cuba	kuuba	PROPN	N;IN+ESS;SG
cuba	kuuban	cuba	kuuba	PROPN	N;GEN;SG
cuba	kuuba	cuba	kuuba	PROPN	N;NOM;SG
diario	jokainen	diario	jokainen	N	PRO;NOM;SG
diario	päivittäistä	diario	päivittäinen	N	ADJ;PRT;SG
diario	päivittäin	diario	päivittäin	N	ADV
diario	päivittäiset	diario	päivittäinen	N	ADJ;NOM;PL
diario	päivittäinen	diario	päivittäinen	N	ADJ;NOM;SG
escenario	tuolla	escenario	tuolla	N	ADV
escenario	siellä	escenario	siellä	N	ADV
for	koodi	ser	koodi	V	N;NOM;SG
for	varten	ser	varten	V	ADV
for	olivat	ser	olla	V	V;IND;PL;3;PST;FIN;ACT
for	olivatko	ser	olla	V	V;IND;PL;3;PST;FIN;ACT
sombra	tekee	sombra	tehdä	N	V;IND;SG;3;PRS;FIN;ACT
cae	falls	caer	falls	V	
cae	down	caer	down	V	
cae	alas	caer	alas	V	ADV
cae	alaspäin	caer	alaspäin	V	ADV
cae	putoaminen	caer	putoaminen	V	N;NOM;SG
preocupa	noin	preocupo	noin	V	ADV
preocupa	todella	preocupo	todella	V	ADV
preocupa	oikeesti	preocupo	oikeasti	V	ADV
preocupa	huolissaan	preocupo	huolissaan	V	ADV
preocupa	huolissani	preocupo	huolissani	V	ADV
preocupa	huolia	preocupo	huoli	V	N;PRT;PL
preocupa	huoli	preocupo	huoli	V	N;NOM;SG
anterior	tuo	anterior	tuo	ADJ	PRO;NOM;SG
anterior	että	anterior	että	ADJ	CONJ
anterior	ennen	anterior	ennen	ADJ	ADV
anterior	oli	anterior	olla	ADJ	V;IND;SG;3;PST;FIN;ACT
anterior	yks	anterior	yksi	ADJ	NUM;NOM;SG
anterior	yksi	anterior	yksi	ADJ	NUM;NOM;SG
anterior	yhden	anterior	yksi	ADJ	NUM;GEN;SG
anterior	one	anterior	oni	ADJ	
mantén	pitäminen	manter	pitäminen	V	N;NOM;SG
controlar	ohjaus	controlar	ohjaus	V	N;NOM;SG
controlar	määräysvalta	controlar	määräys#valta	V	N;NOM;SG
controlar	hallinta	controlar	hallinta	V	N;NOM;SG
controlar	valvonta	controlar	valvonta	V	N;NOM;SG
km	kilometrejä	km	kilo#metri	PROPN	N;PRT;PL
km	kilometriä	km	kilo#metri	PROPN	N;PRT;SG
km	miles	km	miles	PROPN	PROPN;NOM;SG
km	kilometriä	km	kilo#metri	PROPN	N;PRT;SG
km	pois	km	pois	PROPN	ADV
parella	pari	parella	pari	N	NUM;NOM;SG
parella	team	parella	team	N	
parella	täsmää	parella	täsmä	N	V;IMP;SG;2;FIN;ACT
desexa	sinä	desexar	sinä	V	PRO;NOM;SG;2
desexa	toiveet	desexar	toive	V	N;NOM;PL
desexa	toiveita	desexar	toive	V	N;PRT;PL
desexa	olisi	desexar	olla	V	V;COND;SG;3;FIN;ACT
desexa	kuten	desexar	kuten	V	CONJ
desexa	kuin	desexar	kuin	V	CONJ
desexa	toive	desexar	toive	V	N;NOM;SG
desexa	kunpa	desexar	kunpa	V	INTJ
sucedeu	mitä	suceder	mikä	V	PRO;PRT;SG
sucedeu	mikä	suceder	mikä	V	PRO;NOM;SG
sucedeu	oliko	suceder	olla	V	V;IND;SG;3;PST;FIN;ACT
talento	taitava	talento	taitava	N	ADJ;NOM;SG
talento	lahjakas	talento	lahjakas	N	ADJ;NOM;SG
antigos	muinainen	antigo	muinainen	N	ADJ;NOM;SG
antigos	muinaiset	antigo	muinainen	N	ADJ;NOM;PL
antigos	ikivanha	antigo	iki#vanha	N	ADJ;NOM;SG
antigos	entinen	antigo	entinen	N	ADJ;NOM;SG
antigos	entiset	antigo	entinen	N	ADJ;NOM;PL
antigos	vanhat	antigo	vanha	N	ADJ;NOM;PL
antigos	vanhoja	antigo	vanha	N	ADJ;PRT;PL
antigos	vanha	antigo	vanha	N	ADJ;NOM;SG
antigos	vanhaa	antigo	vanha	N	ADJ;PRT;SG
sección	täällä	sección	täällä	N	ADV
sección	tässä	sección	tämä	N	PRO;IN+ESS;SG
sección	ward	sección	ward	N	PROPN;NOM;SG
xantar	lounas	xantar	lounas	V	N;NOM;SG
xantar	eväät	xantar	eväs	V	N;NOM;PL
xantar	lounasta	xantar	lounas	V	N;PRT;SG
xantar	lounaalla	xantar	lounas	V	N;AT+ESS
;SG
xantar	valmis	xantar	valmis	V	ADJ;NOM;SG
xantar	valmiina	xantar	valmis	V	ADJ;FRML;SG
xantar	illallinen	xantar	illallinen	V	N;NOM;SG
xantar	päivällinen	xantar	päivällinen	V	ADJ;NOM;SG
xantar	varten	xantar	varten	V	ADV
tira	sarjakuva	tir	sarja#kuva	V	N;NOM;SG
tira	heitto	tir	heitto	V	N;NOM;SG
tira	pudotus	tir	pudotus	V	N;NOM;SG
tira	sinun	tir	sinä	V	PRO;GEN;SG;2
viñeches	täällä	viñeche	täällä	V	ADV
viñeches	tässä	viñeche	tämä	V	PRO;IN+ESS;SG
viñeches	sinä	viñeche	sinä	V	PRO;NOM;SG;2
casado	naimisissa	casado	naimisissa	V	ADV
casado	sinä	casado	sinä	V	PRO;NOM;SG;2
viñeron	ne	ver	se	V	PRO;NOM;PL
viñeron	he	ver	hän	V	PRO;NOM;PL;3
viñeron	täällä	ver	täällä	V	ADV
viñeron	tässä	ver	tämä	V	PRO;IN+ESS;SG
viñeron	kautta	ver	kautta	V	ADV
viñeron	läpi	ver	läpi	V	ADV
depresión	masentunut	depresión	masentua	N	V;NOM;SG;V.PTCP;ACT
científicos	tutkijoita	científico	tutkija	ADJ	N;PRT;PL
científicos	tiedemiehet	científico	tiede#mies	ADJ	N;NOM;PL
científicos	tutkijat	científico	tutkija	ADJ	N;NOM;PL
científicos	tiedemiehiä	científico	tiede#mies	ADJ	N;PRT;PL
chegaron	ne	chegar	se	V	PRO;NOM;PL
chegaron	he	chegar	hän	V	PRO;NOM;PL;3
ted	ted	ted	ted	PROPN	PROPN;NOM;SG
ted	tedin	ted	teddä	PROPN	N;GEN;SG
ted	puhua	ted	puhua	PROPN	V;SG;NFIN;ACT
ted	puhu	ted	puhua	PROPN	V;IMP;SG;2;FIN;ACT
ted	puhetta	ted	puhe	PROPN	N;PRT;SG
perfectamente	tietää	perfectamente	tietää	ADV	V;IND;SG;PRS;FIN;ACT
perfectamente	tiedä	perfectamente	tietää	ADV	V;IMP;SG;2;FIN;ACT
perfectamente	kaikille	perfectamente	kaikki	ADV	PRO;AT+ALL;PL
perfectamente	kaikki	perfectamente	kaikki	ADV	PRO;NOM;SG
coñecía	uudet	coñecer	uusi	V	ADJ;NOM;PL
coñecía	uusi	coñecer	uusi	V	ADJ;NOM;SG
coñecía	uutta	coñecer	uusi	V	ADJ;PRT;SG
coñecía	uusia	coñecer	uusi	V	ADJ;PRT;PL
usamos	käyttö	usar	käyttö	V	N;NOM;SG
usamos	käyttö	usar	käyttö	V	N;NOM;SG
cadeira	hanki	cadeira	hankkia	N	V;IMP;SG;2;FIN;ACT
cadeira	saada	cadeira	saada	N	V;SG;NFIN;ACT
cadeira	saa	cadeira	saada	N	V;IND;SG;0;PRS;FIN;ACT
cadeira	hae	cadeira	hakea	N	V;IMP;SG;2;FIN;ACT
notas	toteaa	nota	todeta	N	V;IND;SG;3;PRS;FIN;ACT
notas	sinä	nota	sinä	N	PRO;NOM;SG;2
notas	hänen	nota	hän	N	PRO;GEN;SG;3
acadar	varten	acadar	varten	V	ADV
acadar	kattavuus	acadar	kattavuus	V	N;NOM;SG
acadar	reach	acadar	reach	V	N;NOM;SG
acadar	kattavuuden	acadar	kattavuus	V	N;GEN;SG
limpa	pyyhkiä	limpo	pyyhkiä	ADJ	V;SG;NFIN;ACT
limpa	siivooja	limpo	siivooja	ADJ	N;NOM;SG
funcionar	työn	funcionar	työ	V	N;GEN;SG
funcionar	työ	funcionar	työ	V	N;NOM;SG
funcionar	työt	funcionar	työ	V	N;NOM;PL
funcionar	työtä	funcionar	työ	V	N;PRT;SG
funcionar	töissä	funcionar	työ	V	N;IN+ESS;PL
funcionar	työskentely	funcionar	työskentely	V	N;NOM;SG
funcionar	ulos	funcionar	ulos	V	ADV
oxalá	toive	oxal	toive	V	N;NOM;SG
oxalá	kunpa	oxal	kunpa	V	INTJ
oxalá	ainoastaan	oxal	ainoastaan	V	ADV
oxalá	vain	oxal	vain	V	ADV
acaso	case	acaso	case	ADV	N;NOM;SG
acaso	tapauksessa	acaso	tapaus	ADV	N;IN+ESS;SG
acaso	tapaus	acaso	tapaus	ADV	N;NOM;SG
acaso	salkku	acaso	salkku	ADV	N;NOM;SG
acaso	sinä	acaso	sinä	ADV	PRO;NOM;SG;2
acaso	osa	acaso	osa	ADV	N;NOM;SG
acaso	joitakin	acaso	jokin	ADV	PRO;PRT;PL
acaso	jotkut	acaso	joku	ADV	PRO;NOM;PL
acaso	don	acaso	don	ADV	PROPN;NOM;SG
quitar	ottaminen	quitar	ottaminen	V	N;NOM;SG
rusos	venäjä	ruso	venäjä	N	PROPN;NOM;SG
rusos	venäläinen	ruso	venäläinen	N	ADJ;NOM;SG
chicago	chicagoon	chicago	chicago	PROPN	N;IN+ALL;SG
chicago	chicagosta	chicago	chicago	PROPN	N;IN+ABL;SG
chicago	chicagossa	chicago	chicago	PROPN	PROPN;IN+ESS;SG
chicago	chicagon	chicago	chicago	PROPN	N;GEN;SG
chicago	chicago	chicago	chicago	PROPN	PROPN;NOM;SG
chicago	kaupunki	chicago	kaupunki	PROPN	N;NOM;SG
park	park	park	park	PROPN	PROPN;NOM;SG
park	puisto	park	puisto	PROPN	N;NOM;SG
park	puistoon	park	puisto	PROPN	N;IN+ALL;SG
park	puiston	park	puisto	PROPN	N;GEN;SG
libras	varten	libra	varten	N	ADV
gris	gray	gris	gray	PROPN	PROPN;NOM;SG
gris	harmaata	gris	harmaa	PROPN	ADJ;PRT;SG
gris	harmaa	gris	harmaa	PROPN	ADJ;NOM;SG
gris	harmaita	gris	harmaa	PROPN	ADJ;PRT;PL
gris	harmaata	gris	harmaa	PROPN	ADJ;PRT;SG
gris	harmaa	gris	harmaa	PROPN	ADJ;NOM;SG
gris	grey	gris	grey	PROPN	
choiva	rain	choiva	rain	N	
roubo	varastaa	roubo	varastaa	N	V;IND;SG;PRS;FIN;ACT
ladróns	lainsuojattomia	ladrón	lain#suojaton	N	ADJ;PRT;PL
ímonos	poistuu	ímono	poistua	N	V;IND;SG;3;PRS;FIN;ACT
ímonos	lähtevät	ímono	lähteä	N	V;IND;PL;3;PRS;FIN;ACT
cona	vittu	cona	vittu	N	INTJ
coñecemos	met	coñecer	metni	V	INTJ
crea	luo	crear	luo	V	ADV
milleiros	tuhansia	milleiro	tuhat	N	NUM;PRT;PL
milleiros	tuhat	milleiro	tuhat	N	NUM;NOM;SG
milleiros	tuhatta	milleiro	tuhat	N	NUM;PRT;SG
milleiros	tuhansia	milleiro	tuhat	N	NUM;PRT;PL
milleiros	miljoonia	milleiro	miljoona	N	NUM;PRT;PL
falarei	puhetta	falar	puhe	V	N;PRT;SG
falarei	will	falar	will	V	
falarei	tahto	falar	tahto	V	N;NOM;SG
mostra	osoittaa	mostra	osoittaa	N	V;IND;SG;3;PRS;FIN;ACT
mostra	näkyy	mostra	näkyä	N	V;IND;SG;3;PRS;FIN;ACT
mostra	näyttää	mostra	näyttää	N	V;IND;SG;3;PRS;FIN;ACT
mostra	joitakin	mostra	jokin	N	PRO;PRT;PL
mostra	jotkut	mostra	joku	N	PRO;NOM;PL
mostra	näytä	mostra	näyttää	N	V;IMP;SG;2;FIN;ACT
comezaron	ne	comezar	se	V	PRO;NOM;PL
comezaron	he	comezar	hän	V	PRO;NOM;PL;3
india	intian	indiar	inti	PROPN	N;GEN;SG
india	intia	indiar	inti	PROPN	N;NOM;SG
india	intiaan	indiar	inti	PROPN	N;IN+ALL;SG
india	intian	indiar	inti	PROPN	N;GEN;SG
india	intialainen	indiar	intialainen	PROPN	ADJ;NOM;SG
india	intiaani	indiar	intia	PROPN	N;NOM;SG
india	intialaista	indiar	intialainen	PROPN	N;PRT;SG
chisco	pieni	chisco	pieni	N	ADJ;NOM;SG
chisco	pikku	chisco	pikku	N	ADJ
chisco	vähä	chisco	vähän	N	ADV
chisco	puri	chisco	purra	N	V;IND;SG;3;PST;FIN;ACT
chisco	joitakin	chisco	jokin	N	PRO;PRT;PL
chisco	jotkut	chisco	joku	N	PRO;NOM;PL
mentiras	valehdella	mentira	valehti	N	V;SG;NFIN;ACT
mentiras	valehtele	mentira	valehtele	N	V;IMP;SG;2;FIN;ACT
mentiras	valehtelee	mentira	valehdella	N	V;IND;SG;3;PRS;FIN;ACT
empresas	ovat	empresa	olla	N	V;IND;PL;3;PRS;FIN;ACT
empresas	ovatko	empresa	olla	N	V;IND;PL;3;PRS;FIN;ACT
tranquila	ottaa	tranquila	ottaa	ADJ	V;IND;SG;3;PRS;FIN;ACT
tranquila	ota	tranquila	ottaa	ADJ	V;IMP;SG;2;FIN;ACT
tranquila	otetaan	tranquila	ottaa	ADJ	V;IND;PRS;FIN;PASS
tranquila	yksistään	tranquila	yksistään	ADJ	ADV
tranquila	yksin	tranquila	yksin	ADJ	ADV
tranquila	yksinään	tranquila	yksinään	ADJ	ADV
tranquila	don	tranquila	don	ADJ	PROPN;NOM;SG
recoñecer	tunnusta	recoñecer	tuntu	V	N;PRT;SG
falan	puhetta	falar	puhe	V	N;PRT;SG
falan	ne	falar	se	V	PRO;NOM;PL
falan	he	falar	hän	V	PRO;NOM;PL;3
falan	puhuminen	falar	puhuminen	V	N;NOM;SG
falan	puhetta	falar	puhe	V	N;PRT;SG
falan	noin	falar	noin	V	ADV
paxaro	bird	paxaro	bird	N	
conxunto	määritä	conxunto	määrittää	N	V;IMP;SG;2;FIN;ACT
conxunto	asettaa	conxunto	asettaa	N	V;IND;SG;FIN;ACT
conxunto	aseta	conxunto	asettaa	N	V;IMP;SG;2;FIN;ACT
conxunto	asetettu	conxunto	asettaa	N	V;NOM;SG;V.PTCP;PASS
conxunto	koko	conxunto	koko	N	ADJ
conxunto	kokonaisena	conxunto	kokonainen	N	ADJ;FRML;SG
conxunto	kokonainen	conxunto	kokonainen	N	ADJ;NOM;SG
conxunto	kokonaiset	conxunto	kokonainen	N	ADJ;NOM;PL
conxunto	yhteinen	conxunto	yhteinen	N	ADJ;NOM;SG
conxunto	yhteisen	conxunto	yhteinen	N	ADJ;GEN;SG
walt	walt	walt	walt	PROPN	PROPN;NOM;SG
enviar	lähettäminen	enviar	lähettäminen	V	N;NOM;SG
confiar	voi	confiar	voi	V	INTJ
confiar	luottamusta	confiar	luottamus	V	N;PRT;SG
confiar	luottamus	confiar	luottamus	V	N;NOM;SG
confiar	faith	confiar	faith	V	
ritmo	arvioi	ritmo	arvioida	N	V;IND;SG;3;PRS;FIN;ACT
ritmo	hakata	ritmo	hakata	N	V;SG;NFIN;ACT
ritmo	hakkaa	ritmo	hakata	N	V;IMP;SG;2;PRS;FIN;ACT
quieto	vielä	quieto	vielä	N	ADV
quieto	vieläkin	quieto	vieläkin	N	ADV
quieto	edelleen	quieto	edelleen	N	ADV
quieto	yhä	quieto	yhä	N	ADV
quieto	lopeta	quieto	lopettaa	N	V;IMP;SG;2;FIN;ACT
quieto	seistä	quieto	seistä	N	V;SG;NFIN;ACT
quieto	seiso	quieto	seiso	N	V;IMP;SG;2;FIN;ACT
quieto	jää	quieto	jäädä	N	V;IND;SG;3;PRS;FIN;ACT
quieto	pysy	quieto	pysyä	N	V;IMP;SG;2;FIN;ACT
botas	sinä	bota	sinä	N	PRO;NOM;SG;2
botas	mis	bota	mis	N	ADV
botas	ikävä	bota	ikävä	N	ADJ;NOM;SG
testemuñas	nähnyt	testemuña	nähdä	N	V;NOM;SG;V.PTCP;ACT
testemuñas	nähty	testemuña	nähdä	N	V;NOM;SG;V.PTCP;PASS
testemuñas	nähneet	testemuña	nähdä	N	V;NOM;PL;V.PTCP;ACT
piedade	harmi	piedade	harmi	N	INTJ
posibilidade	chance	posibilidade	chance	N	
vivindo	asuminen	vivir	asuminen	V	N;NOM;SG
vivindo	elävä	vivir	elää	V	ADJ;NOM;SG
vivindo	eläminen	vivir	eläminen	V	N;NOM;SG
vivindo	live	vivir	live	V	N;NOM;SG
vivindo	livenä	vivir	livi	V	N;FRML;SG
washington	washingtonissa	washington	washington	PROPN	N;IN+ESS;SG
washington	washingtonin	washington	washington	PROPN	N;GEN;SG
washington	washington	washington	washington	PROPN	N;GEN;SG
rastro	poistuu	rastro	poistua	N	V;IND;SG;3;PRS;FIN;ACT
rastro	lähtevät	rastro	lähteä	N	V;IND;PL;3;PRS;FIN;ACT
rastro	allekirjoittaa	rastro	alle#kirjoittaa	N	V;SG;NFIN;ACT
rastro	jäljittää	rastro	jäljittää	N	V;SG;NFIN;ACT
xoga	play	xogar	play	V	
foise	hän	foise	hän	V	PRO;NOM;SG;3
foise	poissa	foise	poissa	V	ADV
foise	tuo	foise	tuo	V	PRO;NOM;SG
foise	että	foise	että	V	CONJ
foise	vasemmalle	foise	vasen	V	ADJ;AT+ALL;SG
foise	vasen	foise	vasen	V	N;NOM;SG
foise	vasemmalla	foise	vasen	V	ADJ;AT+ESS
;SG
autismo	mukaan	autismo	mukaan	N	ADV
autismo	mukana	autismo	mukana	N	ADV
autismo	kanssa	autismo	kanssa	N	ADV
agardaba	oliko	agardar	olla	V	V;IND;SG;3;PST;FIN;ACT
agardaba	odottaminen	agardar	odottaminen	V	N;NOM;SG
malditos	verinen	maldito	verinen	N	ADJ;NOM;SG
malditos	vittu	maldito	vittu	N	INTJ
malditos	vitun	maldito	vitun	N	INTJ
malditos	siunattu	maldito	siunata	N	V;NOM;SG;V.PTCP;PASS
madre	äiti	madre	äiti	PROPN	N;NOM;SG
canóns	thunder	canón	thunder	N	
directora	head	director	head	ADJ	
directora	pää	director	pää	ADJ	N;NOM;SG
directora	päätä	director	pää	ADJ	N;PRT;SG
directora	pään	director	pää	ADJ	N;GEN;SG
lisca	hanki	lisca	hankkia	PROPN	V;IMP;SG;2;FIN;ACT
lisca	saada	lisca	saada	PROPN	V;SG;NFIN;ACT
lisca	saa	lisca	saada	PROPN	V;IND;SG;0;PRS;FIN;ACT
lisca	hae	lisca	hakea	PROPN	V;IMP;SG;2;FIN;ACT
lisca	pois	lisca	pois	PROPN	ADV
lisca	menettänyt	lisca	menettää	PROPN	V;NOM;SG;V.PTCP;ACT
lisca	kadonnut	lisca	kadota	PROPN	V;NOM;SG;V.PTCP;ACT
lisca	hukassa	lisca	hukassa	PROPN	ADV
lisca	hävisi	lisca	hävitä	PROPN	V;IND;SG;3;PST;FIN;ACT
lisca	hävinnyt	lisca	hävitä	PROPN	V;NOM;SG;V.PTCP;ACT
lisca	menetetty	lisca	menettää	PROPN	V;NOM;SG;V.PTCP;PASS
lisca	ulos	lisca	ulos	PROPN	ADV
pareces	kuten	parecer	kuten	V	CONJ
pareces	kuin	parecer	kuin	V	CONJ
pareces	sinä	parecer	sinä	V	PRO;NOM;SG;2
pareces	ääntä	parecer	ääni	V	N;PRT;SG
pareces	äänet	parecer	ääni	V	N;NOM;PL
pareces	äänen	parecer	ääni	V	N;GEN;SG
pareces	ääni	parecer	ääni	V	N;NOM;SG
bart	bart	bart	bart	PROPN	N;NOM;SG
fats	rasvat	fats	rasva	PROPN	N;NOM;PL
