اتھاہ	derinden	اتھاہ	derin		ADJ;AT+ABL;SG;3
بات	ihtiyaç	بات	ihtiyaç	N;NOM;FEM;SG;3	
بات	lazım	بات	lazım	N;NOM;FEM;SG;3	
بات	gerek	بات	gerek	N;NOM;FEM;SG;3	
بات	soz	بات	soz	N;NOM;FEM;SG;3	
بات	söz	بات	söz	N;NOM;FEM;SG;3	
بات	konu	بات	konu	N;NOM;FEM;SG;3	
بات	soru	بات	soru	N;NOM;FEM;SG;3	
بات	sorum	بات	sorum	N;NOM;FEM;SG;3	
بات	dedikodu	بات	dedikodu	N;NOM;FEM;SG;3	
بات	söylenti	بات	söyle	N;NOM;FEM;SG;3	
بات	konuş	بات	konuş	N;NOM;FEM;SG;3	
بات	konuşmak	بات	konuş	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
بات	talk	بات	talk	N;NOM;FEM;SG;3	
بات	konuşma	بات	konuş	N;NOM;FEM;SG;3	
بات	denek	بات	denek	N;NOM;FEM;SG;3	
بات	şahıs	بات	şahıs	N;NOM;FEM;SG;3	
بات	konusu	بات	konu	N;NOM;FEM;SG;3	
بات	konu	بات	konu	N;NOM;FEM;SG;3	
بات	şekilde	بات	şekil	N;NOM;FEM;SG;3	N;ESS;SG;3
بات	yol	بات	yol	N;NOM;FEM;SG;3	
بات	sorun	بات	sorun	N;NOM;FEM;SG;3	
بات	mesele	بات	mesele	N;NOM;FEM;SG;3	
بات	puan	بات	pu	N;NOM;FEM;SG;3	
بات	nokta	بات	nokta	N;NOM;FEM;SG;3	
بات	kanıt	بات	kanıt	N;NOM;FEM;SG;3	
بات	deliller	بات	delil	N;NOM;FEM;SG;3	N;NOM;PL;3
بات	kanıtlar	بات	kanıt	N;NOM;FEM;SG;3	N;NOM;PL;3
بات	delil	بات	delil	N;NOM;FEM;SG;3	
بات	condition	بات	condition	N;NOM;FEM;SG;3	
بات	şart	بات	şart	N;NOM;FEM;SG;3	
بات	koşul	بات	koşul	N;NOM;FEM;SG;3	
بات	arzu	بات	arzu	N;NOM;FEM;SG;3	
بات	dedikoducu	بات	dedikoducu	N;NOM;FEM;SG;3	
بات	dedikodu	بات	dedikodu	N;NOM;FEM;SG;3	
بات	dedikodular	بات	dedikodu	N;NOM;FEM;SG;3	N;NOM;PL;3
بات	özel	بات	özel	N;NOM;FEM;SG;3	ADJ
بات	şikâyet	بات	şikâyet	N;NOM;FEM;SG;3	
بات	bahane	بات	bahan	N;NOM;FEM;SG;3	
بات	dilek	بات	dilek	N;NOM;FEM;SG;3	
بات	keske	بات	keske	N;NOM;FEM;SG;3	
بات	keşke	بات	keşke	N;NOM;FEM;SG;3	ADV
بات	sebep	بات	sebep	N;NOM;FEM;SG;3	
بات	sebebi	بات	sebep	N;NOM;FEM;SG;3	
بات	temyize	بات	temyize	N;NOM;FEM;SG;3	N;DAT;SG;3
بات	temyiz	بات	temyiz	N;NOM;FEM;SG;3	
بات	itiraz	بات	itiraz	N;NOM;FEM;SG;3	
بات	kanıt	بات	kanıt	N;NOM;FEM;SG;3	
بات	kanıtı	بات	kanıt	N;NOM;FEM;SG;3	
بات	delil	بات	delil	N;NOM;FEM;SG;3	
بات	burhan	بات	burhan	N;NOM;FEM;SG;3	
بات	ayrım	بات	ayrım	N;NOM;FEM;SG;3	
بات	gizemli	بات	gizemli	N;NOM;FEM;SG;3	
بات	gizem	بات	gizem	N;NOM;FEM;SG;3	
بات	ant	بات	ant	N;NOM;FEM;SG;3	
بات	yemin	بات	yemin	N;NOM;FEM;SG;3	
بات	sır	بات	sır	N;NOM;FEM;SG;3	
بات	secret	بات	secret	N;NOM;FEM;SG;3	
بات	gizli	بات	gizli	N;NOM;FEM;SG;3	
بات	bahane	بات	bahan	N;NOM;FEM;SG;3	
بات	istiyorum	بات	iste	N;NOM;FEM;SG;3	V;PROG;IND;SG;1;POS;INFM;PRS
بات	hikâye	بات	hiku	N;NOM;FEM;SG;3	
بات	öykü	بات	öykü	N;NOM;FEM;SG;3	
بات	masal	بات	masal	N;NOM;FEM;SG;3	
بات	nişan	بات	nişan	N;NOM;FEM;SG;3	
بات	hedef	بات	hedef	N;NOM;FEM;SG;3	
بات	kelime	بات	kelim	N;NOM;FEM;SG;3	
بات	laf	بات	laf	N;NOM;FEM;SG;3	
بات	söz	بات	söz	N;NOM;FEM;SG;3	
بات	sözcük	بات	sözcük	N;NOM;FEM;SG;3	
بات	masalı	بات	masal	N;NOM;FEM;SG;3	N;ACC;SG;3
بات	öykü	بات	öykü	N;NOM;FEM;SG;3	
بات	masal	بات	masal	N;NOM;FEM;SG;3	
بات	talep	بات	talep	N;NOM;FEM;SG;3	
بات	istek	بات	istek	N;NOM;FEM;SG;3	
بات	rica	بات	rica	N;NOM;FEM;SG;3	
بات	sıralama	بات	sıralama	N;NOM;FEM;SG;3	
بات	sebebi	بات	sebep	N;NOM;FEM;SG;3	
بات	çünkü	بات	çünkü	N;NOM;FEM;SG;3	CONJ
بات	fikir	بات	fikir	N;NOM;FEM;SG;3	
بات	antrenman	بات	antrenman	N;NOM;FEM;SG;3	
بات	pratik	بات	pratik	N;NOM;FEM;SG;3	
بات	alıştırma	بات	alış	N;NOM;FEM;SG;3	V;PFV;IMP;SG;2;NEG;PRS;CAUS
بات	kardinal	بات	kardinal	N;NOM;FEM;SG;3	N;DAT;SG;3
بات	büro	بات	büro	N;NOM;FEM;SG;3	
بات	office	بات	office	N;NOM;FEM;SG;3	
بات	ofis	بات	ofis	N;NOM;FEM;SG;3	
بات	beyan	بات	beyan	N;NOM;FEM;SG;3	
بات	gerçekleşiyor	بات	gerçekleş	N;NOM;FEM;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS
بات	kaliteli	بات	kaliteli	N;NOM;FEM;SG;3	
بات	kalite	بات	kalite	N;NOM;FEM;SG;3	
بات	nişan	بات	nişan	N;NOM;FEM;SG;3	
بات	etkileşim	بات	etkileş	N;NOM;FEM;SG;3	
بات	amaç	بات	amaç	N;NOM;FEM;SG;3	
بات	düşünce	بات	düşünce	N;NOM;FEM;SG;3	
بات	konusma	بات	konusma	N;NOM;FEM;SG;3	
بات	konuşma	بات	konuş	N;NOM;FEM;SG;3	
بات	mode	بات	mode	N;NOM;FEM;SG;3	
بات	modu	بات	modu	N;NOM;FEM;SG;3	
بات	kip	بات	kip	N;NOM;FEM;SG;3	
بات	kipi	بات	kipi	N;NOM;FEM;SG;3	
بات	mod	بات	mod	N;NOM;FEM;SG;3	
بات	öğüt	بات	öğüt	N;NOM;FEM;SG;3	
بات	tavsiye	بات	tavsiye	N;NOM;FEM;SG;3	
بات	tavsiyeler	بات	tavsiye	N;NOM;FEM;SG;3	N;NOM;PL;3
بات	ihtiyaç	بات	ihtiyaç	N;NOM;FEM;SG;3	
بات	lazım	بات	lazım	N;NOM;FEM;SG;3	
بات	gerek	بات	gerek	N;NOM;FEM;SG;3	
بات	soz	بات	soz	N;NOM;FEM;SG;3	
بات	söz	بات	söz	N;NOM;FEM;SG;3	
بات	konu	بات	konu	N;NOM;FEM;SG;3	
بات	soru	بات	soru	N;NOM;FEM;SG;3	
بات	sorum	بات	sorum	N;NOM;FEM;SG;3	
بات	dedikodu	بات	dedikodu	N;NOM;FEM;SG;3	
بات	söylenti	بات	söyle	N;NOM;FEM;SG;3	
بات	konuş	بات	konuş	N;NOM;FEM;SG;3	
بات	konuşmak	بات	konuş	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
بات	talk	بات	talk	N;NOM;FEM;SG;3	
بات	konuşma	بات	konuş	N;NOM;FEM;SG;3	
بات	denek	بات	denek	N;NOM;FEM;SG;3	
بات	şahıs	بات	şahıs	N;NOM;FEM;SG;3	
بات	konusu	بات	konu	N;NOM;FEM;SG;3	
بات	konu	بات	konu	N;NOM;FEM;SG;3	
بات	şekilde	بات	şekil	N;NOM;FEM;SG;3	N;ESS;SG;3
بات	yol	بات	yol	N;NOM;FEM;SG;3	
بات	sorun	بات	sorun	N;NOM;FEM;SG;3	
بات	mesele	بات	mesele	N;NOM;FEM;SG;3	
باتری	topçu	باتری	topçu	PROPN;NOM;MASC;SG;3	
باتُونی	konuşkan	باتُونی	konuşkan	N;NOM;MASC;SG;3	ADJ
باتُونی	geveze	باتُونی	gevez	N;NOM;MASC;SG;3	
باتُونی	konuşkan	باتُونی	konuşkan	N;NOM;MASC;SG;3	ADJ
باتُونی	geveze	باتُونی	gevez	N;NOM;MASC;SG;3	
باتُونی	geveze	باتُونی	gevez	N;NOM;MASC;SG;3	
باتیں	kural	بات	kural	N;NOM;MASC;PL;3	
باتیں	kuralları	بات	kural	N;NOM;MASC;PL;3	N;ACC;PL;3
باٹ	karayolu	باٹ	karayolu		N;NOM;SG;3
باٹ	yolu	باٹ	yol		N;ACC;SG;3
باٹ	şekilde	باٹ	şekil		N;ESS;SG;3
باٹا	pist	باٹا	pist	PROPN;NOM;MASC;SG;3	
باٹا	takip	باٹا	takip	PROPN;NOM;MASC;SG;3	
باٹکا	villa	باٹکا	villa	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باج	vergiler	باج	vergi		N;NOM;PL;3
باج	vergiden	باج	vergi		N;AT+ABL;SG;3
باج	vergi	باج	vergi		N;NOM;SG;3
باج	vergisi	باج	vergi		N;NOM;SG;3
باج	görev	باج	görev		N;NOM;SG;3
باجا	gramofon	باجا	gramofon	PROPN;NOM;MASC;SG;3	
باجاگاجا	music	باجاگاجا	music	PROPN;NOM;MASC;SG;3	
باجاگاجا	müzik	باجاگاجا	müzik	PROPN;NOM;MASC;SG;3	
باجنا	sound	باجنا	sound	PROPN;NOM;MASC;SG;3	
باجنا	sesi	باجنا	ses	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باجنا	ses	باجنا	ses	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باجنتری	müzisyen	باجنتری	müzisyen	PROPN;NOM;MASC;SG;3	
باچنا	çalış	باچنا	çalış	PROPN;NOM;MASC;SG;3	
باچنا	çalışma	باچنا	çalış	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
باچنا	açıklayın	باچنا	açıkla	PROPN;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
باچھ	üyelik	باچھ	üyelik		N;NOM;SG;3
باچھ	abonelik	باچھ	abonelik		N;NOM;SG;3
باچھا	buzağı	باچھا	buzak	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
باختر	west	باختر	west	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
باختر	batıya	باختر	bat	PROPN;NOM;MASC;SG;3	N;DAT;SG;3
باختر	batı	باختر	batı	PROPN;NOM;MASC;SG;3	
باختر	batıda	باختر	batı	PROPN;NOM;MASC;SG;3	N;ESS;SG;3
باخہ	kaplumbağa	باخہ	kaplumbağak	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	contention	باد	contention	PROPN;NOM;MASC;SG;3	
باد	münazara	باد	münazar	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	tartışma	باد	tartış	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
باد	müzakere	باد	müzakere	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	itiraz	باد	itiraz	PROPN;NOM;MASC;SG;3	
باد	anlaşmazlığı	باد	anlaşmazlık	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
باد	tartışma	باد	tartış	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
باد	anlaşmazlık	باد	anlaşmazlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	artrit	باد	artrit	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	dava	باد	dava	PROPN;NOM;MASC;SG;3	
باد	rüzgar	باد	rüzgar	PROPN;NOM;MASC;SG;3	
باد	rüzgâr	باد	rüzgâr	PROPN;NOM;MASC;SG;3	
باد	konusma	باد	konusma	PROPN;NOM;MASC;SG;3	
باد	konuşma	باد	konuş	PROPN;NOM;MASC;SG;3	
باد	gale	باد	gal	PROPN;NOM;MASC;SG;3	
باد	case	باد	case	PROPN;NOM;MASC;SG;3	
باد	vaka	باد	vaka	PROPN;NOM;MASC;SG;3	
باد	dava	باد	dava	PROPN;NOM;MASC;SG;3	
باد	meltem	باد	meltem	PROPN;NOM;MASC;SG;3	
باد	esinti	باد	esint	PROPN;NOM;MASC;SG;3	
باد	at	باد	at	PROPN;NOM;MASC;SG;3	
باد	tartışma	باد	tartış	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
باد	beyan	باد	beyan	PROPN;NOM;MASC;SG;3	
باد	ifade	باد	ifade	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	contention	باد	contention	PROPN;NOM;MASC;SG;3	
باد	münazara	باد	münazar	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	tartışma	باد	tartış	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
باد	müzakere	باد	müzakere	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	itiraz	باد	itiraz	PROPN;NOM;MASC;SG;3	
باد	anlaşmazlığı	باد	anlaşmazlık	PROPN;NOM;MASC;SG;3	N;ACC;SG;3
باد	tartışma	باد	tartış	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
باد	anlaşmazlık	باد	anlaşmazlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	artrit	باد	artrit	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	hava	باد	hava	PROPN;NOM;MASC;SG;3	
باد	air	باد	air	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باد	dava	باد	dava	PROPN;NOM;MASC;SG;3	
باد	rüzgar	باد	rüzgar	PROPN;NOM;MASC;SG;3	
باد	rüzgâr	باد	rüzgâr	PROPN;NOM;MASC;SG;3	
باد	konusma	باد	konusma	PROPN;NOM;MASC;SG;3	
باد	konuşma	باد	konuş	PROPN;NOM;MASC;SG;3	
باد	gale	باد	gal	PROPN;NOM;MASC;SG;3	
باد	case	باد	case	PROPN;NOM;MASC;SG;3	
باد	vaka	باد	vaka	PROPN;NOM;MASC;SG;3	
باد	dava	باد	dava	PROPN;NOM;MASC;SG;3	
باد	meltem	باد	meltem	PROPN;NOM;MASC;SG;3	
باد	esinti	باد	esint	PROPN;NOM;MASC;SG;3	
باد	at	باد	at	PROPN;NOM;MASC;SG;3	
باد	tartışma	باد	tartış	PROPN;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
باد	beyan	باد	beyan	PROPN;NOM;MASC;SG;3	
باد	ifade	باد	ifade	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادپا	hızlı	بادپا	hızlı	PROPN;NOM;MASC;SG;3	ADJ
بادپا	swift	بادپا	swift	PROPN;NOM;MASC;SG;3	
بادبان	yelkenli	بادبان	yelkenli	PROPN;NOM;MASC;SG;3	
بادبان	yelken	بادبان	yelken	PROPN;NOM;MASC;SG;3	
بادُر	bat	بادُر	bat	PROPN;NOM;MASC;SG;3	
بادُر	yarasa	بادُر	yara	PROPN;NOM;MASC;SG;3	
بادُر	sopa	بادُر	sopa	PROPN;NOM;MASC;SG;3	
بادرنگ	hıyar	بادرنگ	hıyar	PROPN;NOM;MASC;SG;3	
بادرنگ	salatalık	بادرنگ	salatalık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادشاہ	egemen	بادشاہ	egem	N;NOM;MASC;SG;3	
بادشاہ	hükümdar	بادشاہ	hüküm	N;NOM;MASC;SG;3	
بادشاہ	kral	بادشاہ	kral	N;NOM;MASC;SG;3	
بادشاہ	king	بادشاہ	king	N;NOM;MASC;SG;3	
بادشاہ	usta	بادشاہ	us	N;NOM;MASC;SG;3	
بادشاہ	üstad	بادشاہ	üstad	N;NOM;MASC;SG;3	
بادشاہ	lord	بادشاہ	i	N;NOM;MASC;SG;3	
بادشاہ	rab	بادشاہ	rab	N;NOM;MASC;SG;3	
بادشاہ	yetenekli	بادشاہ	yetenekli	N;NOM;MASC;SG;3	ADJ
بادشاہ	bağımsız	بادشاہ	bağımsız	N;NOM;MASC;SG;3	
بادشاہت	empire	بادشاہت	empir	N;NOM;MASC;SG;3	
بادشاہت	kural	بادشاہت	kural	N;NOM;MASC;SG;3	
بادشاہی	empire	بادشاہی	empir	N;NOM;MASC;SG;3	
بادشاہی	kraliyet	بادشاہی	kraliyet	N;NOM;MASC;SG;3	
بادشاہی	royal	بادشاہی	royal	N;NOM;MASC;SG;3	
بادشاہی	empire	بادشاہی	empir	N;NOM;MASC;SG;3	
بادشاہی	kraliyet	بادشاہی	kraliyet	N;NOM;MASC;SG;3	
بادشاہی	royal	بادشاہی	royal	N;NOM;MASC;SG;3	
بادہ	şarap	بادہ	şarap	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادہ	içki	بادہ	içki	PROPN;NOM;MASC;SG;3	
بادہ	likör	بادہ	likör	PROPN;NOM;MASC;SG;3	
بادہ	ruhlar	بادہ	ruh	PROPN;NOM;MASC;SG;3	N;NOM;PL;3
بادہ	ruhları	بادہ	ruh	PROPN;NOM;MASC;SG;3	N;ACC;PL;3
بادی	şişmiş	بادی	şiş	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST
بادی	forester	بادی	forester	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادی	vahşi	بادی	vahşi	PROPN;NOM;MASC;SG;3	
بادی	wild	بادی	wild	PROPN;NOM;MASC;SG;3	
بادی	çılgın	بادی	çılgın	PROPN;NOM;MASC;SG;3	
بادی	yaban	بادی	yaban	PROPN;NOM;MASC;SG;3	
بادی	yabani	بادی	yabani	PROPN;NOM;MASC;SG;3	
بادی	öncelikle	بادی	öncelik	PROPN;NOM;MASC;SG;3	N;INS;SG;3
بادی	önce	بادی	önce	PROPN;NOM;MASC;SG;3	
بادی	ilk	بادی	ilk	PROPN;NOM;MASC;SG;3	
بادی	once	بادی	once	PROPN;NOM;MASC;SG;3	
بادی	acemi	بادی	acemi	PROPN;NOM;MASC;SG;3	
بادی	rüzgarlı	بادی	rüzgarlı	PROPN;NOM;MASC;SG;3	
بادی	şişmiş	بادی	şiş	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST
بادی	forester	بادی	forester	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادی	vahşi	بادی	vahşi	PROPN;NOM;MASC;SG;3	
بادی	wild	بادی	wild	PROPN;NOM;MASC;SG;3	
بادی	çılgın	بادی	çılgın	PROPN;NOM;MASC;SG;3	
بادی	yaban	بادی	yaban	PROPN;NOM;MASC;SG;3	
بادی	yabani	بادی	yabani	PROPN;NOM;MASC;SG;3	
بادی	öncelikle	بادی	öncelik	PROPN;NOM;MASC;SG;3	N;INS;SG;3
بادی	önce	بادی	önce	PROPN;NOM;MASC;SG;3	
بادی	ilk	بادی	ilk	PROPN;NOM;MASC;SG;3	
بادی	once	بادی	once	PROPN;NOM;MASC;SG;3	
بادی	acemi	بادی	acemi	PROPN;NOM;MASC;SG;3	
بادیہ	orman	بادیہ	orman	PROPN;NOM;MASC;SG;3	
بادیہ	orman	بادیہ	orman	PROPN;NOM;MASC;SG;3	
بادیہ	kupa	بادیہ	kupa	PROPN;NOM;MASC;SG;3	
بادیہ	kupası	بادیہ	kupa	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادیہ	cup	بادیہ	cup	PROPN;NOM;MASC;SG;3	
بادیہ	fincan	بادیہ	fincan	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادیہ	bardak	بادیہ	bardak	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادیہ	çöl	بادیہ	çöl	PROPN;NOM;MASC;SG;3	
بادیہ	orman	بادیہ	orman	PROPN;NOM;MASC;SG;3	
بادیہ	orman	بادیہ	orman	PROPN;NOM;MASC;SG;3	
بادیہ	kupa	بادیہ	kupa	PROPN;NOM;MASC;SG;3	
بادیہ	kupası	بادیہ	kupa	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادیہ	cup	بادیہ	cup	PROPN;NOM;MASC;SG;3	
بادیہ	fincan	بادیہ	fincan	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادیہ	bardak	بادیہ	bardak	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادھ	düşmanlık	بادھ	düşmanlık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادھ	muhalefet	بادھ	muhalefet	PROPN;NOM;MASC;SG;3	
بادھ	muhalif	بادھ	muhalif	PROPN;NOM;MASC;SG;3	
بادھا	hastalık	بادھا	hastalık	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادھا	artış	بادھا	artış	PROPN;NOM;MASC;SG;3	
بادھا	artırma	بادھا	artırma	PROPN;NOM;MASC;SG;3	
بادھا	acı	بادھا	acı	PROPN;NOM;MASC;SG;3	
بادھا	aci	بادھا	aci	PROPN;NOM;MASC;SG;3	
بادھا	ağrı	بادھا	ağrı	PROPN;NOM;MASC;SG;3	
بادھی	ip	بادھی	ip	PROPN;NOM;MASC;SG;3	
بادھی	halat	بادھی	halat	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
بادھی	iplik	بادھی	iplik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
باڈی	sütyen	باڈی	süt	N;NOM;MASC;SG;3	
باذِل	yardımsever	باذِل	yardımsever	PROPN;NOM;MASC;SG;3	ADJ
باذِل	hayırsever	باذِل	hayırsever	PROPN;NOM;MASC;SG;3	
بار	kargo	بار	kargo	N;NOM;MASC;SG;3	
بار	allah	بار	allah	N;NOM;MASC;SG;3	
بار	tanrı	بار	tanrı	N;NOM;MASC;SG;3	
بار	acılı	بار	acılı	N;NOM;MASC;SG;3	
بار	üretme	بار	üre	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
بار	yük	بار	yük	N;NOM;MASC;SG;3	
بار	vakit	بار	vakit	N;NOM;MASC;SG;3	
بار	time	بار	tim	N;NOM;MASC;SG;3	
بار	fırsatlar	بار	fırsat	N;NOM;MASC;SG;3	N;NOM;PL;3
بار	fırsatı	بار	fırsatı	N;NOM;MASC;SG;3	
بار	fırsat	بار	fırsat	N;NOM;MASC;SG;3	
بار	hamilelik	بار	hamilelik	N;NOM;MASC;SG;3	
بار	fırsat	بار	fırsat	N;NOM;MASC;SG;3	
بار	vesile	بار	ves	N;NOM;MASC;SG;3	
بار	ağırlık	بار	ağırlık	N;NOM;MASC;SG;3	
بار	kilo	بار	kilo	N;NOM;MASC;SG;3	
بار	girişi	بار	giriş	N;NOM;MASC;SG;3	
بار	montaj	بار	montaj	N;NOM;MASC;SG;3	
بار	toplanma	بار	toplanma	N;NOM;MASC;SG;3	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR
بار	meclisi	بار	mecli	N;NOM;MASC;SG;3	
بار	kapi	بار	kapi	N;NOM;MASC;SG;3	
بار	borç	بار	borç	N;NOM;MASC;SG;3	
بار	ödünç	بار	ödünç	N;NOM;MASC;SG;3	
بار	meyve	بار	meyve	N;NOM;MASC;SG;3	
بار	meyveler	بار	meyve	N;NOM;MASC;SG;3	N;NOM;PL;3
بار	meyva	بار	meyva	N;NOM;MASC;SG;3	
بار	dön	بار	dön	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;POS;PRS
بار	dönüş	بار	dönüş	N;NOM;MASC;SG;3	
بار	zor	بار	zor	N;NOM;MASC;SG;3	
بار	zordur	بار	zor	N;NOM;MASC;SG;3	
بار	zordu	بار	zor	N;NOM;MASC;SG;3	
بار	portal	بار	portal	N;NOM;MASC;SG;3	
بار	geçit	بار	geçit	N;NOM;MASC;SG;3	
بار	sorumluluğu	بار	sorumluluk	N;NOM;MASC;SG;3	N;ACC;SG;3
بار	yükleyin	بار	yükle	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
بار	yükle	بار	yükle	N;NOM;MASC;SG;3	
بار	yük	بار	yük	N;NOM;MASC;SG;3	
بار	kargo	بار	kargo	N;NOM;MASC;SG;3	
بار	allah	بار	allah	N;NOM;MASC;SG;3	
بار	tanrı	بار	tanrı	N;NOM;MASC;SG;3	
بار	acılı	بار	acılı	N;NOM;MASC;SG;3	
بار	üretme	بار	üre	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
بار	yük	بار	yük	N;NOM;MASC;SG;3	
بار	vakit	بار	vakit	N;NOM;MASC;SG;3	
بار	time	بار	tim	N;NOM;MASC;SG;3	
بار	fırsatlar	بار	fırsat	N;NOM;MASC;SG;3	N;NOM;PL;3
بار	fırsatı	بار	fırsatı	N;NOM;MASC;SG;3	
بار	fırsat	بار	fırsat	N;NOM;MASC;SG;3	
بار	hamilelik	بار	hamilelik	N;NOM;MASC;SG;3	
بار	fırsat	بار	fırsat	N;NOM;MASC;SG;3	
بار	vesile	بار	ves	N;NOM;MASC;SG;3	
بار	ağırlık	بار	ağırlık	N;NOM;MASC;SG;3	
بار	kilo	بار	kilo	N;NOM;MASC;SG;3	
بار	girişi	بار	giriş	N;NOM;MASC;SG;3	
بار	montaj	بار	montaj	N;NOM;MASC;SG;3	
بار	toplanma	بار	toplanma	N;NOM;MASC;SG;3	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR
بار	meclisi	بار	mecli	N;NOM;MASC;SG;3	
بار	kapi	بار	kapi	N;NOM;MASC;SG;3	
بار	borç	بار	borç	N;NOM;MASC;SG;3	
بار	ödünç	بار	ödünç	N;NOM;MASC;SG;3	
بار	meyve	بار	meyve	N;NOM;MASC;SG;3	
بار	meyveler	بار	meyve	N;NOM;MASC;SG;3	N;NOM;PL;3
بار	meyva	بار	meyva	N;NOM;MASC;SG;3	
بار	dön	بار	dön	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;POS;PRS
بار	dönüş	بار	dönüş	N;NOM;MASC;SG;3	
بار	zor	بار	zor	N;NOM;MASC;SG;3	
بار	zordur	بار	zor	N;NOM;MASC;SG;3	
بار	zordu	بار	zor	N;NOM;MASC;SG;3	
بار	portal	بار	portal	N;NOM;MASC;SG;3	
بار	geçit	بار	geçit	N;NOM;MASC;SG;3	
بار	sorumluluğu	بار	sorumluluk	N;NOM;MASC;SG;3	N;ACC;SG;3
بار	yükleyin	بار	yükle	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
بار	yükle	بار	yükle	N;NOM;MASC;SG;3	
بار	yük	بار	yük	N;NOM;MASC;SG;3	
بارآور	başarılı	بارآور	başarılı	PROPN;NOM;MASC;SG;3	
بارآور	verimli	بارآور	verimli	PROPN;NOM;MASC;SG;3	
بارآور	üretken	بارآور	üretken	PROPN;NOM;MASC;SG;3	
بارآور	bereketli	بارآور	bereketli	PROPN;NOM;MASC;SG;3	
باربردار	porter	باربردار	porter	PROPN;NOM;MASC;SG;3	
باربردار	kapıcı	باربردار	kapıcı	PROPN;NOM;MASC;SG;3	
باربردار	adanmış	باربردار	adan	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST
باربردار	adamış	باربردار	ada	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;POS;PST
باربردار	taşıyıcı	باربردار	taşıyıcı	PROPN;NOM;MASC;SG;3	
باربردار	operatör	باربردار	operatör	PROPN;NOM;MASC;SG;3	
باربردار	çalışkan	باربردار	çalışkan	PROPN;NOM;MASC;SG;3	
بارپانا	katılım	بارپانا	katılım	PROPN;NOM;MASC;SG;3	
