oregon	oregon	oregon	oregon	PROPN;NOM;SG;3	N;MASC;SG
olivier	olivier	olivier	olivier		N;MASC;SG
çete	gangue	çete	gangue		N;FEM;SG
çete	gang	çete	gang		N;MASC;SG
çete	quadrilha	çete	quadrilha		N;FEM;SG
çete	bando	çete	bando		N;MASC;SG
foster	foster	foster	foster	PROPN;NOM;SG;3	N;MASC;SG
foster	fosters	foster	foster	PROPN;NOM;SG;3	N;MASC;SG
foster	fomenta	foster	fomentar	PROPN;NOM;SG;3	V;IND;SG;3;PRS;FIN
fotoğrafçı	fotógrafa	fotoğrafçı	fotógrafa		N;FEM;SG
fotoğrafçı	fotografo	fotoğrafçı	fotografo		N;MASC;SG
fotoğrafçı	fotógrafo	fotoğrafçı	fotógrafo		N;MASC;SG
sibel	sibel	sibel	sibel		N;FEM;SG
grönland	groenlândia	grönla	groenlândia		N;FEM;SG
grönland	gronelândia	grönla	gronelândia		N;FEM;SG
şimdiden	ja	şimdiden	ja	ADV	INTJ
soykırım	genocídio	soykırım	genocídio		N;MASC;SG
soykırım	holocausto	soykırım	holocausto		N;MASC;SG
ibm	ibm	ibm	ibm		N;MASC;SG
faith	fé	faith	fé		N;FEM;SG
faith	faith	faith	faith		N;MASC;SG
key	chave	key	chave		N;FEM;SG
key	tecla	key	tecla		N;FEM;SG
key	chaves	key	chave		N;MASC;PL
key	key	key	key		N;MASC;SG
peri	ninfa	peri	ninfa		N;FEM;SG
peri	fada	peri	fada		N;FEM;SG
çizim	sketch	çiz	sketch		N;MASC;SG
çizim	esboço	çiz	esboço		N;MASC;SG
çizim	desenho	çiz	desenho		N;MASC;SG
çizim	desenhar	çiz	desenhar		V;NFIN
çizim	desenhando	çiz	desenhar		V;V.MSDR
ihracat	exporta	ihracat	exportar		V;IND;SG;3;PRS;FIN
ihracat	exportação	ihracat	exportação		N;FEM;SG
ihracat	exportações	ihracat	exportação		N;FEM;PL
ihracat	exporta	ihracat	exportar		V;IND;SG;3;PRS;FIN
ihracat	exportação	ihracat	exportação		N;FEM;SG
ihracat	exportações	ihracat	exportação		N;FEM;PL
ihracat	exportar	ihracat	exportar		V;NFIN
shane	shane	shane	shane		N;MASC;SG
simetrik	simétrica	simetrik	simétrico		ADJ;FEM;SG
simetrik	simétrico	simetrik	simétrico		ADJ;MASC;SG
mah	mah	mah	mah	PROPN;NOM;SG;3	N;FEM;SG
infaz	executadas	infaz	executar		V;FEM;PL;V.PTCP
infaz	executado	infaz	executar		V;MASC;SG;V.PTCP
infaz	executados	infaz	executar		V;MASC;PL;V.PTCP
infaz	executada	infaz	executar		V;FEM;SG;V.PTCP
infaz	execução	infaz	execução		N;FEM;SG
infaz	execuções	infaz	execução		N;FEM;PL
yüzük	argolas	yüzük	argola	N;NOM;SG;3	N;FEM;PL
yüzük	anéis	yüzük	anel	N;NOM;SG;3	N;MASC;PL
genişleme	alargamento	genişle	alargamento	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
genişleme	dilatação	genişle	dilatação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
genişleme	expansão	genişle	expansão	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
tekke	tekke	tekke	tekke		N;MASC;SG
bağlanmış	anexados	bağla	anexar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
bağlanmış	anexa	bağla	anexo	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;FEM;SG
bağlanmış	conectados	bağla	conectar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
bağlanmış	ligados	bağla	ligar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
bağlanmış	ligados	bağla	ligar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
bağlanmış	amarrados	bağla	amarrar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
bağlanmış	empatados	bağla	empatar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
bağlanmış	vinculados	bağla	vincular	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
yanlışlıkla	erroneamente	yanlışlık	erroneamente	N;INS;SG;3	ADV
yanlışlıkla	erradamente	yanlışlık	erradamente	N;INS;SG;3	ADV
yanlışlıkla	acidentalmente	yanlışlık	acidentalmente	N;INS;SG;3	ADV
lezbiyen	lésbica	lezbiyen	lésbico		N;FEM;SG
lezbiyen	lésbicas	lezbiyen	lésbica		N;FEM;PL
lezbiyen	lésbicas	lezbiyen	lésbica		N;FEM;PL
tutsak	prisioneiro	tutsak	prisioneiro		N;MASC;SG
tutsak	prisioneira	tutsak	prisioneira		N;FEM;SG
tutsak	cativo	tutsak	cativo		N;MASC;SG
tutsak	cativa	tutsak	cativa		V;IND;SG;3;PRS;FIN
tutsak	cativas	tutsak	cativa		N;MASC;PL
tutsak	cativeiro	tutsak	cativeiro		N;MASC;SG
tutsak	prisioneiras	tutsak	prisioneiro		N;FEM;PL
tutsak	presos	tutsak	preso		N;MASC;PL
tutsak	prisioneiros	tutsak	prisioneiro		N;MASC;PL
tutsak	cativeiro	tutsak	cativeiro		N;MASC;SG
sonsuza	forever	sonsuz	forever	ADJ;DAT;SG;3	N;MASC;SG
sonsuza	eternamente	sonsuz	eternamente	ADJ;DAT;SG;3	ADV
protokolü	protocolos	protokolü	protocolo	N;ACC;SG;3	N;MASC;PL
emily	emily	emily	emily		N;FEM;SG
haiti	haiti	hait	haitir		N;MASC;SG
haiti	haitiano	hait	haitiano		N;MASC;SG
haiti	haiti	hait	haitir		N;MASC;SG
iphone	iphones	iphon	iphone	N;NOM;SG;3	N;MASC;PL
buluşma	data	buluş	data	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
buluşma	encontro	buluş	encontro	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
buluşma	reunião	buluş	reunião	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
kazanma	vencendo	kazan	vencer		V;V.MSDR
kazanma	ganhando	kazan	ganhar		V;V.MSDR
kazanma	ganhar	kazan	ganhar		V;NFIN
korkut	susto	korkut	susto		N;MASC;SG
korkut	assustar	korkut	assustar		V;NFIN
liderlik	conduzindo	liderlik	conduzir	N;NOM;SG;3	V;V.MSDR
liderlik	liderando	liderlik	liderar	N;NOM;SG;3	V;V.MSDR
liderlik	liderar	liderlik	liderar	N;NOM;SG;3	V;NFIN
temelde	essencialmente	temel	essencialmente	ADJ;ESS;SG;3	ADV
temelde	basicamente	temel	basicamente	ADJ;ESS;SG;3	ADV
jimnastik	ginástica	jimnastik	ginástica		N;FEM;SG
malatyaspor	malatyaspor	malatyaspor	malatyaspor	N;NOM;SG;3	N;MASC;PL
sağlanan	forneceu	sağla	fornecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
sağlanan	forneceu	sağla	fornecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
garcia	garcia	garcia	garcia	PROPN;NOM;SG;3	N;MASC;SG
eng}}	eng}}	eng}}	eng}}		N;MASC;SG
sembolik	simbolicamente	sembolik	simbolicamente		ADV
sembolik	simbólica	sembolik	simbólico		ADJ;FEM;SG
sembolik	simbólicas	sembolik	simbólico		ADJ;FEM;PL
sembolik	simbólico	sembolik	simbólico		ADJ;MASC;SG
sembolik	emblemático	sembolik	emblemático		ADJ;MASC;SG
sembolik	emblemática	sembolik	emblemático		ADJ;FEM;SG
minimum	mínimos	minim	mínimo	N;NOM;SG;3	N;MASC;PL
minimum	mínimos	minim	mínimo	N;NOM;SG;3	N;MASC;PL
cbs	cbs	cbs	cbs		N;FEM;SG
cbs	sig	cbs	sig		N;MASC;SG
yen	iene	yen	iene		N;MASC;SG
yen	ienes	yen	iene		N;MASC;PL
yen	yen	yen	yen		N;MASC;SG
joey	joey	joey	joey		N;MASC;SG
asistan	residente	asistan	residente		ADJ;MASC;SG
asistan	residentes	asistan	residente		N;MASC;PL
asistan	morador	asistan	morador		N;MASC;SG
asistan	assistente	asistan	assistente		N;MASC;SG
parametre	parâmetros	parametre	parâmetro	N;NOM;SG;3	N;MASC;PL
karşılaşma	match	karşılaşma	match		N;MASC;SG
karşılaşma	encontros	karşılaşma	encontro		N;MASC;PL
karşılaşma	encontro	karşılaşma	encontro		N;MASC;SG
bitkisel	ervas	bitkisel	erva		N;FEM;PL
bitkisel	vegetal	bitkisel	vegetal		ADJ;MASC;SG
bitkisel	vegetais	bitkisel	vegetal		N;MASC;PL
bitkisel	legume	bitkisel	legume		N;MASC;SG
bitkisel	vegetativo	bitkisel	vegetativo		ADJ;MASC;SG
bitkisel	vegetativa	bitkisel	vegetativo		N;FEM;SG
sedan	sedan	sedan	sedan	PROPN;NOM;SG;3	N;MASC;SG
sedan	sedans	sedan	sedan	PROPN;NOM;SG;3	N;MASC;PL
veronica	veronica	veronica	veronicar		N;FEM;SG
veronica	verónica	veronica	verónico		N;FEM;SG
nötron	neutrões	nötron	neutrão	N;NOM;SG;3	N;MASC;PL
nötron	nêutrons	nötron	nêutrons	N;NOM;SG;3	N;MASC;PL
nötron	neutrões	nötron	neutrão	N;NOM;SG;3	N;MASC;PL
nötron	nêutrons	nötron	nêutrons	N;NOM;SG;3	N;MASC;PL
beğeni	classificação	beğen	classificação		N;FEM;SG
beğeni	notação	beğen	notação		N;FEM;SG
beğeni	curtidas	beğen	curtida		N;FEM;PL
beğeni	curte	beğen	curte		V;IND;SG;3;PRS;FIN
beğeni	gosta	beğen	gostar		V;IND;SG;3;PRS;FIN
beğeni	likes	beğen	like		N;MASC;PL
beğeni	gostos	beğen	gosto		N;MASC;PL
beğeni	apreço	beğen	apreço		N;MASC;SG
beğeni	apreciação	beğen	apreciação		N;FEM;SG
şifreleme	codificação	şifrele	codificação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
şifreleme	encriptação	şifrele	encriptação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
şifreleme	criptografia	şifrele	criptografia	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
şifreleme	criptografia	şifrele	criptografia	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
şifreleme	criptografia	şifrele	criptografia	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
galileo	galileo	gal	galileo		N;MASC;SG
galileo	galileu	gal	galilear		V;IND;SG;3;PST;FIN
chuck	chuck	chuck	chuck		N;MASC;SG
goethe	goethe	goethe	goethe		N;MASC;SG
wales	gales	wales	gale	PROPN;NOM;SG;3	N;MASC;SG
kadı	qadi	kadı	qadi		N;MASC;SG
fetih	conquista	fetih	conquista		N;FEM;SG
fetih	conquistando	fetih	conquistar		V;V.MSDR
meşgul	ocupados	meşgul	ocupar		V;MASC;PL;V.PTCP
meşgul	ocupado	meşgul	ocupar		V;MASC;SG;V.PTCP
meşgul	ocupada	meşgul	ocupar		V;FEM;SG;V.PTCP
beyan	declaração	beyan	declaração		N;FEM;SG
beyan	afirmação	beyan	afirmação		N;FEM;SG
beyan	extrato	beyan	extrato		N;MASC;SG
beyan	declaração	beyan	declaração		N;FEM;SG
engellendi	bloqueada	engelle	bloquear		V;FEM;SG;V.PTCP
engellendi	bloqueados	engelle	bloqueado		V;MASC;PL;V.PTCP
engellendi	bloqueou	engelle	bloquear		V;IND;SG;3;PST;FIN
engellendi	bloqueado	engelle	bloqueado		V;MASC;SG;V.PTCP
taklit	personificação	taklit	personificação		N;FEM;SG
taklit	imitação	taklit	imitação		N;FEM;SG
taklit	imitar	taklit	imitar		V;NFIN
taklit	imitação	taklit	imitação		N;FEM;SG
taklit	imitações	taklit	imitação		N;FEM;PL
chan	chan	chan	chan		N;MASC;SG
aras	aras	aras	aro		N;MASC;SG
yakalandı	apanhados	yakala	apanhar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
yakalandı	capturaram	yakala	capturar	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PL;3;FIN
yakalandı	capturados	yakala	capturar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
yakalandı	capturadas	yakala	capturar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
kaybeder	perde	kaybet	perder	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
kaybeder	perca	kaybet	perca	V;IPFV;IND;SG;3;POS	V;SBJV;SG;3;PRS;FIN
kaybeder	percam	kaybet	percar	V;IPFV;IND;SG;3;POS	V;SBJV;PL;3;PRS;FIN
kaybeder	perde	kaybet	perder	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
mevsim	sazonal	mevsim	sazonal		ADJ;MASC;SG
mevsim	sazonais	mevsim	sazonal		N;MASC;PL
mevsim	sazonalidade	mevsim	sazonalidade		N;FEM;SG
mevsim	temporada	mevsim	temporada		N;FEM;SG
mevsim	época	mevsim	época		N;FEM;SG
mevsim	estações	mevsim	estação		N;FEM;PL
mevsim	temporadas	mevsim	temporada		N;FEM;PL
mevsim	seasons	mevsim	seasom		N;MASC;SG
analitik	analítico	analitik	analítico		ADJ;MASC;SG
analitik	analíticos	analitik	analítico		N;MASC;PL
analitik	analítica	analitik	analítico		N;FEM;SG
bulma	encontrar	bul	encontrar		V;NFIN
bulma	encontrando	bul	encontrar		V;V.MSDR
bulma	bulma	bul	bulma		N;FEM;SG
bahreyn	barém	bahrey	barém	PROPN;NOM;SG;3	N;MASC;SG
bahreyn	bahrein	bahrey	bahrein	PROPN;NOM;SG;3	N;MASC;SG
sarp	íngreme	sarp	íngreme		ADJ;FEM;SG
maccabi	maccabi	maccabi	maccabi		N;MASC;SG
atp	atp	atp	atp		N;MASC;SG
turne	tour	tur	tour		N;MASC;SG
kaydedilen	gravou	kaydet	gravar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
kaydedilen	salvo	kaydet	salvar	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
kaydedilen	salvou	kaydet	salvar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
kaydedilen	salvos	kaydet	salvo	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;MASC;PL
sipariş	encomendar	sipariş	encomendar	N;NOM;SG;3	V;NFIN
sipariş	encomendar	sipariş	encomendar	N;NOM;SG;3	V;NFIN
sipariş	ordens	sipariş	ordem	N;NOM;SG;3	N;FEM;PL
sipariş	encomendas	sipariş	encomenda	N;NOM;SG;3	N;FEM;PL
bern	berna	bern	berna	PROPN;NOM;SG;3	N;FEM;SG
bern	bern	bern	bern	PROPN;NOM;SG;3	N;MASC;SG
bulanık	fuzzy	bulanık	fuzzy		N;MASC;SG
bulanık	desfocada	bulanık	desfocar		V;FEM;SG;V.PTCP
bulanık	desfocada	bulanık	desfocar		V;FEM;SG;V.PTCP
bulanık	turva	bulanık	turvo		ADJ;FEM;SG
ispat	provar	ispat	provar		V;NFIN
ispat	prove	ispat	provar		V;SBJV;SG;3;PRS;FIN
gözlemci	observador	gözlemci	observador		N;MASC;SG
gözlemci	observadora	gözlemci	observador		ADJ;FEM;SG
gözlemci	observadores	gözlemci	observador		N;MASC;PL
gerilla	guerrilhas	geril	guerrilha		N;FEM;PL
gerilla	guerrilheiros	geril	guerrilheiro		N;MASC;PL
gerilla	guerrilha	geril	guerrilha		N;FEM;SG
gerilla	guerrilheiro	geril	guerrilheiro		N;MASC;SG
gerilla	guerrilha	geril	guerrilha		N;FEM;SG
değişti	mudei	değiş	mudar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;1;PST;FIN
toplamak	recolha	topla	recolha	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
dolaşım	circulatório	dolaşım	circulatório		N;MASC;SG
dolaşım	circulação	dolaşım	circulação		N;FEM;SG
dolaşım	tiragem	dolaşım	tiragem		N;FEM;SG
dolaşım	circulando	dolaşım	circular		V;V.MSDR
dolaşım	roaming	dolaşım	roaming		N;MASC;SG
dolaşım	itinerância	dolaşım	itinerância		N;FEM;SG
bataklık	pântanos	bataklık	pântano	N;NOM;SG;3	N;MASC;PL
katılacak	atendente	kat	atendente	V;PFV;IND;SG;3;POS;FUT;PASS	N;MASC;SG
palermo	palermo	palermo	palermo	PROPN;NOM;SG;3	N;MASC;SG
katılımı	presenças	katılım	presença	N;ACC;SG;3	N;FEM;PL
blackburn	blackburn	blackburn	blackburn	PROPN;NOM;SG;3	N;MASC;SG
eklenmiş	adicionados	ekle	adicionar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
eklenmiş	adicionadas	ekle	adicionar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
çar	czar	çar	czar		N;MASC;SG
farkında	consciente	fark	consciente	N;ESS;SG;3	ADJ;MASC;SG
farkında	cientes	fark	ciente	N;ESS;SG;3	ADJ;MASC;PL
farkında	ciente	fark	ciente	N;ESS;SG;3	ADV
farkında	conscientes	fark	consciente	N;ESS;SG;3	ADJ;MASC;PL
asi	rebeldes	asi	rebelde		N;MASC;PL
asi	rebelde	asi	rebelde		N;MASC;SG
greg	greg	greg	greg		N;MASC;SG
tyler	tyler	iy	tyler		N;MASC;SG
ilaçlar	remédio	ilaç	remédio	N;NOM;PL;3	N;MASC;SG
ilaçlar	medicina	ilaç	medicina	N;NOM;PL;3	N;FEM;SG
ilaçlar	comprimidos	ilaç	comprimir	N;NOM;PL;3	V;MASC;PL;V.PTCP
nielsen	nielsen	niel	nielsen		N;MASC;SG
yasadışı	ilegais	yasa	ilegal		ADJ;MASC;PL
yasadışı	ilegal	yasa	ilegal		ADJ;MASC;SG
yasadışı	ilegalmente	yasa	ilegalmente		ADV
yasadışı	ilícitas	yasa	ilícito		N;FEM;PL
yasadışı	ilícita	yasa	ilícito		ADJ;FEM;SG
yasadışı	ilícito	yasa	ilícito		N;MASC;SG
yasadışı	ilícitos	yasa	ilícito		N;MASC;PL
viking	viking	viking	viking		N;MASC;SG
medeni	civil	meden	civil		N;MASC;SG
medeni	civis	meden	civil		N;MASC;PL
medeni	civilizado	meden	civilizar		V;MASC;SG;V.PTCP
medeni	civilizadas	meden	civilizar		V;FEM;PL;V.PTCP
medeni	civilizada	meden	civilizar		V;FEM;SG;V.PTCP
medeni	civilizados	meden	civilizado		V;MASC;PL;V.PTCP
medeni	civilizado	meden	civilizar		V;MASC;SG;V.PTCP
medeni	civilizadas	meden	civilizar		V;FEM;PL;V.PTCP
medeni	civilizados	meden	civilizado		V;MASC;PL;V.PTCP
medeni	civilizada	meden	civilizar		V;FEM;SG;V.PTCP
fiziki	física	fizik	física		N;FEM;SG
fiziki	físicas	fizik	físico		N;FEM;PL
fiziki	fisico	fizik	fisico		N;MASC;SG
fiziki	físicos	fizik	físico		N;MASC;PL
fiziki	físico	fizik	físico		N;MASC;SG
riski	risco	riski	risco		N;MASC;SG
riski	riscos	riski	risco		N;MASC;PL
quebec	quebec	quebec	quebec	PROPN;NOM;SG;3	N;MASC;SG
teşhis	identifique	teşhis	identifiqar	N;NOM;SG;3	V;SBJV;SG;3;PRS;FIN
teşhis	identificar	teşhis	identificar	N;NOM;SG;3	V;NFIN
teşhis	identifica	teşhis	identificar	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
teşhis	diagnósticos	teşhis	diagnóstico	N;NOM;SG;3	N;MASC;PL
tavşan	hare	tavşan	hare		N;MASC;SG
tavşan	lebre	tavşan	lebre		N;FEM;SG
tavşan	coelho	tavşan	coelho		N;MASC;SG
tavşan	coelhinho	tavşan	coelhinho		N;MASC;SG
tavşan	bunny	tavşan	bunny		N;MASC;SG
tavşan	coelhinha	tavşan	coelhinha		N;FEM;SG
tavşan	coelho	tavşan	coelho		N;MASC;SG
tavşan	coelhos	tavşan	coelho		N;MASC;PL
thunder	trovão	thunder	trovão		N;MASC;SG
thunder	trovões	thunder	trovão		N;MASC;PL
thunder	thunder	thunder	thunder		N;MASC;SG
yaklaşan	próximas	yaklaş	próximo	V;PFV;IND;POS;PRS;V.PTCP	ADJ;FEM;PL
yaklaşan	próximos	yaklaş	próximo	V;PFV;IND;POS;PRS;V.PTCP	ADJ;MASC;PL
hayvanat	zoológico	hayvanat	zoológico	ADJ;NOM;SG;3	N;MASC;SG
hayvanat	zoo	hayvanat	zoo	ADJ;NOM;SG;3	N;MASC;SG
köprülü	köprülü	köprülü	köprülü		N;MASC;SG
luigi	luigi	luigi	luigi		PROPN;MASC;SG
başlatıldı	iniciadas	başla	iniciar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
başlatıldı	iniciados	başla	iniciar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
iğne	agulhas	iğne	agulha	N;NOM;SG;3	N;FEM;PL
iğne	agulhas	iğne	agulha	N;NOM;SG;3	N;FEM;PL
iğne	fixar	iğne	fixar	N;NOM;SG;3	V;NFIN
dokuma	tecer	dokum	tecer		V;NFIN
dokuma	tecer	dokum	tecer		V;NFIN
dokuma	tecelagem	dokum	tecelagem		N;FEM;SG
nicole	nicole	nicol	nicole		N;FEM;SG
todd	todd	todd	todd		N;MASC;SG
ellen	ellen	el	ellen		N;FEM;SG
deve	camelos	deve	camelo		N;MASC;PL
deve	camelos	deve	camelo		N;MASC;PL
deve	camelo	deve	camelo		N;MASC;SG
granada	granada	grana	granada	PROPN;ESS;SG;3	N;FEM;SG
vokalist	vocalista	vokalist	vocalista		N;MASC;SG
wesley	wesley	wesley	wesley		N;MASC;SG
selahaddin	saladino	selahaddi	saladino		N;MASC;SG
mercury	mercury	mercury	mercury	PROPN;NOM;SG;3	N;MASC;SG
mercury	mercúrio	mercury	mercúrio	PROPN;NOM;SG;3	N;MASC;SG
pearl	pearl	pearl	pearl		N;MASC;SG
pearl	pérola	pearl	pérola		N;FEM;SG
beckett	beckett	beckett	beckett		N;MASC;SG
kaplar	loiça	kap	loiça	N;NOM;PL;3	N;FEM;SG
taşlar	stones	taş	stone	ADJ;NOM;PL;3	N;MASC;PL
taşlar	pedras	taş	pedra	ADJ;NOM;PL;3	N;FEM;PL
taşlar	rochedos	taş	rochedo	ADJ;NOM;PL;3	N;MASC;PL
taşlar	pedras	taş	pedra	ADJ;NOM;PL;3	N;FEM;PL
taşlar	rochas	taş	rocha	ADJ;NOM;PL;3	N;FEM;PL
taşlar	rocks	taş	rock	ADJ;NOM;PL;3	N;MASC;SG
hesaplama	computacional	hesaplama	computacional	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADJ;MASC;SG
hesaplama	computação	hesaplama	computação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
hesaplama	informática	hesaplama	informática	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
hesaplama	cálculos	hesaplama	cálculo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
hesaplama	cálculo	hesaplama	cálculo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
hesaplama	cálculos	hesaplama	cálculo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
cohen	cohen	cohen	cohen		N;MASC;SG
ekvator	equador	ekvator	equador		N;MASC;SG
anayasal	constitucional	anayasal	constitucional		ADJ;MASC;SG
anayasal	constitucionais	anayasal	constitucional		N;MASC;PL
jonas	jonas	jonas	jona		N;MASC;SG
ekler	insere	ek	inserir		V;IND;SG;3;PRS;FIN
ekler	adiciona	ek	adicionar		V;IND;SG;3;PRS;FIN
ekler	acrescenta	ek	acrescentar		V;IND;SG;3;PRS;FIN
ekler	adições	ek	adição		N;FEM;PL
karen	karen	karen	karen		N;FEM;SG
pascal	pascal	pascal	pascal		N;MASC;SG
çarpan	multiplicadores	çarp	multiplicador		N;MASC;PL
çarpan	multiplicador	çarp	multiplicador		N;MASC;SG
esp	pes	esp	pes		N;MASC;SG
esp	esp	esp	esp		N;MASC;SG
laurent	laurent	laurent	laurent	PROPN;NOM;SG;3	N;MASC;SG
nazif	nazif	nazif	nazif		N;MASC;SG
touch	touch	touch	touch		N;MASC;SG
touch	toques	touch	toque		N;MASC;PL
touch	toque	touch	toque		N;MASC;SG
discovery	descobertas	discovery	descobrir	N;NOM;SG;3	V;FEM;PL;V.PTCP
kürek	remo	kürek	remo		N;MASC;SG
kürek	pá	kürek	pá		N;FEM;SG
kürek	rema	kürek	rema		INTJ
kürek	raquete	kürek	raquete		N;FEM;SG
kürek	remo	kürek	remo		N;MASC;SG
kürek	rema	kürek	rema		INTJ
kürek	fila	kürek	fila		N;FEM;SG
kürek	fileira	kürek	fileira		N;FEM;SG
kürek	row	kürek	row		N;MASC;SG
bilbao	bilbau	bilbao	bilbau	PROPN;NOM;SG;3	N;MASC;SG
bilbao	bilbao	bilbao	bilbao	PROPN;NOM;SG;3	N;MASC;SG
takas	trading	takas	trading		N;MASC;SG
takas	negociação	takas	negociação		N;FEM;SG
takas	troca	takas	troca		N;FEM;SG
takas	trocar	takas	trocar		V;NFIN
takas	swap	takas	swap		N;MASC;SG
takas	permuta	takas	permuta		N;FEM;SG
takas	troca	takas	troca		N;FEM;SG
takas	câmbio	takas	câmbio		N;MASC;SG
takas	intercâmbio	takas	intercâmbio		N;MASC;SG
cola	cocaína	cola	cocaína		N;FEM;SG
cola	coque	cola	coque		N;MASC;SG
cola	coca	cola	coca		N;FEM;SG
cola	cola	cola	cola		N;FEM;SG
yalancı	mentirosa	yalancı	mentiroso		ADJ;FEM;SG
yalancı	mentiroso	yalancı	mentiroso		ADJ;MASC;SG
yalancı	mentirosos	yalancı	mentiroso		ADJ;MASC;PL
dul	viúva	dul	viúva		N;FEM;SG
dul	viúvas	dul	viúva		N;FEM;PL
dul	viúvo	dul	viúvo		N;MASC;SG
dul	viúvo	dul	viúvo		N;MASC;SG
dul	viúva	dul	viúva		N;FEM;SG
xxx	xxx	xxx	xxx		N;MASC;SG
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	N;MASC;SG
romen	romeno	romen	romeno		N;MASC;SG
romen	romenos	romen	romeno		N;MASC;PL
romen	romena	romen	romeno		N;FEM;SG
komplo	trama	komplo	trama		N;FEM;SG
komplo	conspiração	komplo	conspiração		N;FEM;SG
komplo	parcela	komplo	parcela		N;FEM;SG
komplo	enredo	komplo	enredo		N;MASC;SG
komplo	conspiração	komplo	conspiração		N;FEM;SG
komplo	conspirar	komplo	conspirar		V;NFIN
komplo	enquadramento	komplo	enquadramento		N;MASC;SG
césar	césar	césar	césar		N;MASC;SG
bizde	komen	biz	komen	PRO;ESS;PL;1	N;FEM;SG
açıklamalar	legendas	açıkla	legenda	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
açıklamalar	explicações	açıkla	explicação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
açıklamalar	descrições	açıkla	descrição	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
store	conservar	store	conservar		V;NFIN
store	loja	store	loja		N;FEM;SG
store	armazenar	store	armazenar		V;NFIN
seine	sena	sein	sena	PROPN;NOM;SG;3	N;FEM;SG
seine	seine	sein	seine	PROPN;NOM;SG;3	N;MASC;SG
galya	gaulês	gal	gaulês		N;MASC;SG
galya	gália	gal	gália		N;FEM;SG
iletim	transmissão	iletim	transmissão		N;FEM;SG
hawks	hawks	hawks	hawk	PROPN;NOM;SG;3	N;MASC;PL
hawks	falcões	hawks	falcão	PROPN;NOM;SG;3	N;MASC;PL
