리카르도	ricardo	리카르+도	ricardo	PROPN	N;MASC;SG
알렌	alan	알렌	alan		N;MASC;SG
인코딩	codificar	인코딩	codificar	N	V;NFIN
몰리	mollie	몰리	mollie		N;FEM;SG
몰리	molly	몰리	molly		N;FEM;SG
몰리	morley	몰리	morley		N;MASC;SG
트루	tru	트루	tru		N;MASC;SG
햄릿	hamlet	햄릿	hamlet	PROPN	N;MASC;SG
요시노부	yoshinobu	요시노부	yoshinobu	PROPN	N;MASC;SG
그린란드	groenlândia	그린란드	groenlândia		N;FEM;SG
그린란드	gronelândia	그린란드	gronelândia		N;FEM;SG
루브르	louvre	루브르	louvre	PROPN	N;MASC;SG
무시	ignore	무시	ignorir		V;SBJV;SG;3;PRS;FIN
무시	ignorem	무시	ignor		V;SBJV;PL;3;PRS;FIN
무시	ignorar	무시	ignorar		V;NFIN
무시	ignora	무시	ignorar		V;IND;SG;3;PRS;FIN
무시	rejeitar	무시	rejeitar		V;NFIN
무시	devoluções	무시	devolução		N;FEM;PL
무시	descartar	무시	descartar		V;NFIN
무시	rejeitar	무시	rejeitar		V;NFIN
무시	ignorado	무시	ignorar		V;MASC;SG;V.PTCP
무시	ignoradas	무시	ignorar		V;FEM;PL;V.PTCP
무시	ignorados	무시	ignorar		V;MASC;PL;V.PTCP
무시	ignorada	무시	ignorar		V;FEM;SG;V.PTCP
닐스	nils	닐스	nil	PROPN	N;MASC;SG
대표자	representativo	대표자	representativo	N	ADJ;MASC;SG
대표자	representativa	대표자	representativa	N	ADJ;FEM;SG
미러	espelhos	미+러	espelhos		N;MASC;PL
미러	mirror	미+러	mirror		N;MASC;SG
미러	espelho	미+러	espelho		N;MASC;SG
다카오카	takaoka	다카오카	takaoka		N;MASC;SG
결제	pagar	결제	pagar	N	V;NFIN
결제	paga	결제	pagar	N	V;FEM;SG;V.PTCP
결제	pague	결제	pagar	N	V;SBJV;SG;3;PRS;FIN
트럼프	trump	트럼프	trump		N;MASC;SG
갈릴레이	galilei	갈릴레이	galilei	PROPN	N;MASC;SG
브룩	brooke	브룩	brooke	PROPN	N;FEM;SG
브룩	ribeiro	브룩	ribeiro	PROPN	N;MASC;SG
브룩	brook	브룩	brook	PROPN	N;MASC;SG
브룩	riacho	브룩	riacho	PROPN	N;MASC;SG
카이사르	caesar	카이사르	caesar		N;MASC;SG
카이사르	cesar	카이사르	cesar		N;MASC;SG
카이사르	césar	카이사르	césar		N;MASC;SG
불행한	descontente	불행+하+ㄴ	descontente	V	ADJ;MASC;SG
불행한	infeliz	불행+하+ㄴ	infeliz	V	ADJ;MASC;SG
불행한	infelizes	불행+하+ㄴ	infeliz	V	N;MASC;PL
불행한	lamentável	불행+하+ㄴ	lamentável	V	ADJ;MASC;SG
불행한	infeliz	불행+하+ㄴ	infeliz	V	ADJ;MASC;SG
불행한	infelizes	불행+하+ㄴ	infeliz	V	N;MASC;PL
안도라	andorra	안도+라	andorrar	PROPN	N;FEM;SG
마리야	marie	말리+아야	marie		N;FEM;SG
마리야	maria	말리+아야	maria		N;FEM;SG
띄어쓰기	espaçamento	띄+어+가+기	espaçamento	V	N;MASC;SG
허가서	licença	허가+서	licença		N;FEM;SG
어린시절	infância	어린차절	infância		N;FEM;SG
달빛	luar	달빛	luar		N;MASC;SG
어메이징	incrível	어메이+징	incrível		ADJ;MASC;SG
어메이징	incrivel	어메이+징	incrivel		ADJ;MASC;SG
어메이징	fantástico	어메이+징	fantástico		ADJ;MASC;SG
어메이징	amazing	어메이+징	amazing		N;MASC;SG
브렛	brett	브렛	brett	PROPN	N;MASC;SG
알토	alto	알토	alto		ADV
올리비아	olívia	올리비아	olívia	PROPN	N;FEM;SG
올리비아	olivia	올리비아	olivia	PROPN	N;FEM;SG
브라질리아	brasilia	브라질리아	brasilia	PROPN	N;MASC;SG
브라질리아	brasília	브라질리아	brasília	PROPN	N;FEM;SG
브라질리아	brasília	브라질리아	brasília	PROPN	N;FEM;SG
칼데라	caldeira	칼데라	caldeira		N;FEM;SG
켄타	kenta	켄타	kenta		N;MASC;SG
급한	urgência	급하+ㄴ	urgência		N;FEM;SG
급한	urgentes	급하+ㄴ	urgente		N;MASC;PL
급한	urgente	급하+ㄴ	urgente		ADJ;MASC;SG
솔리드	sólidos	솔리드	sólido		N;MASC;PL
솔리드	sólido	솔리드	sólido		ADJ;MASC;SG
솔리드	sólida	솔리드	sólido		ADJ;FEM;SG
외할아버지	avô	외할아버지	avô		N;MASC;SG
외할아버지	vovô	외할아버지	vovô		N;MASC;SG
외할아버지	avo	외할아버지	avo		N;MASC;SG
캐머런	cameron	캐머렇+ㄴ	cameron	PROPN	N;MASC;SG
단순하게	simplesmente	단순+하+게	simplesmente	CONJ	ADV
의사소통	comunicativo	의사+소통	comunicativo	N	ADJ;MASC;SG
충전	cobrar	충전	cobrar	N	V;NFIN
충전	recarregar	충전	recarregar	N	V;NFIN
넓이	wide	넓이	wide		N;MASC;SG
넓이	ampla	넓이	ampla		ADJ;FEM;SG
넓이	amplo	넓이	amplo		ADJ;MASC;SG
베스	beth	베스	beth		N;FEM;SG
몽키	macaca	몽키	macaca		N;FEM;SG
몽키	macaquinho	몽키	macaquinho		N;MASC;SG
몽키	monkey	몽키	monkey		N;MASC;SG
몽키	macaco	몽키	macaco		N;MASC;SG
시에라	serra	시+이+라	serra		PROPN;MASC;SG
로건	logan	로건	logan		N;MASC;SG
카와시마	kawashima	카와시마	kawashimo		N;MASC;SG
소원	wish	소원	wish		N;MASC;SG
소원	deseje	소원	desejar		V;SBJV;SG;3;PRS;FIN
소원	desejo	소원	desejo		N;MASC;SG
소원	desejar	소원	desejar		V;NFIN
소원	desejos	소원	desejo		N;MASC;PL
수다	falador	수다	falador		ADJ;MASC;SG
병행	concorrente	병행	concorrente		N;MASC;SG
병행	concomitante	병행	concomitante		N;MASC;SG
비례	proporcional	비례	proporcional		ADJ;MASC;SG
비례	proporcionais	비례	proporcional		ADJ;MASC;PL
비례	proporcionalidade	비례	proporcionalidade		N;FEM;SG
비례	proporção	비례	proporção		N;FEM;SG
비례	proporções	비례	proporção		N;FEM;PL
반박	refutar	반박	refutar	N	V;NFIN
베스트셀러	bestseller	베스트셀러	bestseller		N;MASC;SG
베스트셀러	bestseller	베스트셀러	bestseller		N;MASC;SG
베스트셀러	bestsellers	베스트셀러	bestseller		N;MASC;PL
모니터링	monitorizados	모니터링	monitorizar		V;MASC;PL;V.PTCP
모니터링	monitorizado	모니터링	monitorizar		V;MASC;SG;V.PTCP
모니터링	monitorado	모니터링	monitorar		V;MASC;SG;V.PTCP
모니터링	acompanhamento	모니터링	acompanhamento		N;MASC;SG
모니터링	monitorização	모니터링	monitorização		N;FEM;SG
모니터링	monitoramento	모니터링	monitoramento		N;MASC;SG
모니터링	monitor	모니터링	monitor		N;MASC;SG
모니터링	monitorar	모니터링	monitorar		V;NFIN
모니터링	monitora	모니터링	monitora		V;IND;SG;3;PRS;FIN
오크	orc	오크	orc		N;MASC;SG
오크	orcs	오크	orcs		N;MASC;PL
엣지	borda	짙+지	borda		N;FEM;SG
엣지	aresta	짙+지	aresta		N;FEM;SG
엣지	edge	짙+지	edge		N;MASC;SG
하모니카	harmônica	하모니카	harmônico	N	ADJ;FEM;SG
파이썬	python	파이썬	python		N;MASC;SG
난이도	dificuldade	난이+도	dificuldade	ADV	N;FEM;SG
난이도	dificuldades	난이+도	dificuldade	ADV	N;FEM;PL
오구라	ogura	오구라	ogura		N;FEM;SG
브룩스	brooke	브룩스	brooke		N;FEM;SG
브룩스	brooks	브룩스	brook		N;MASC;SG
현관	alpendre	현관	alpendre		N;MASC;SG
미니애폴리스	minneapolis	미니애폴리스	minneapolil	PROPN	N;MASC;SG
스바루	subaru	스바루	subar		N;MASC;SG
사담	saddam	사담	saddar	PROPN	N;MASC;PL
파라	farah	파르+아	farah		N;MASC;SG
아이디어	ideias	아이디어	ideia		N;FEM;PL
아이디어	idéias	아이디어	idéia		N;FEM;PL
아이디어	idéia	아이디어	idéia		N;FEM;SG
아이디어	idea	아이디어	idea		N;MASC;SG
아이디어	ideia	아이디어	ideia		N;FEM;SG
관습	habitual	관습	habitual	N	ADJ;MASC;SG
캐롤라이나	carolina	캐롤라이나	carolina		N;FEM;SG
인터랙티브	interativo	인터랙티브	interativo		ADJ;MASC;SG
인터랙티브	interativa	인터랙티브	interativo		N;FEM;SG
인터랙티브	interactiva	인터랙티브	interactivo		ADJ;FEM;SG
인터랙티브	interactivo	인터랙티브	interactivo		ADJ;MASC;SG
인터랙티브	interactive	인터랙티브	interactive		N;MASC;SG
케이시	casey	케이시	casey		N;MASC;SG
퍼거슨	ferguson	퍼거슨	ferguson		N;MASC;SG
드레이크	drake	드레이크	drake		N;MASC;SG
애니멀	animais	애니멀	animal		N;MASC;PL
애니멀	animal	애니멀	animal		N;MASC;SG
훔볼트	humboldt	훔볼트	humboldt		N;MASC;SG
푸틴	putin	푸틴	putin		N;MASC;SG
아카기	akagi	아카기	akagi		N;MASC;SG
다카기	takagi	다카기	takagi		N;MASC;SG
프리덤	liberdade	프리덤	liberdade		N;FEM;SG
프리덤	liberdades	프리덤	liberdade		N;FEM;PL
프리덤	freedom	프리덤	freedom		N;MASC;SG
요시키	yoshiki	요시키	yoshiki		N;MASC;SG
유야	yuia	유야	yuia		N;FEM;SG
동지	solstício	동지	solstício		N;MASC;SG
동지	camarada	동지	camarada		N;MASC;SG
동지	companheiros	동지	companheiro		N;MASC;PL
동지	camaradas	동지	camarada		N;MASC;PL
메이슨	pedreiro	메이슨	pedreiro		N;MASC;SG
메이슨	mason	메이슨	mason		N;MASC;SG
침묵	silencioso	침묵	silencioso	N	ADJ;MASC;SG
중성	neutro	중성	neutro	N	ADJ;MASC;SG
중성	neutra	중성	neutro	N	ADJ;FEM;SG
헌트	caça	헌트	caça		N;FEM;SG
헌트	hunt	헌트	hunt		N;MASC;SG
헌트	caçar	헌트	caçar		V;NFIN
헌트	caçada	헌트	caçada		N;FEM;SG
괴산	raptada	괴산	raptar	PROPN	V;FEM;SG;V.PTCP
괴산	sequestrada	괴산	sequestrada	PROPN	V;FEM;SG;V.PTCP
괴산	raptado	괴산	raptar	PROPN	V;MASC;SG;V.PTCP
괴산	sequestrado	괴산	sequestrar	PROPN	V;MASC;SG;V.PTCP
벵골	bengali	벵골	bengali	PROPN	N;MASC;SG
벵골	bengala	벵골	bengalar	PROPN	N;FEM;SG
융합	fundida	융합	fundir	N	V;FEM;SG;V.PTCP
융합	fundido	융합	fundir	N	V;MASC;SG;V.PTCP
융합	fundidos	융합	fundido	N	V;MASC;PL;V.PTCP
니코	niko	니코	niko		N;MASC;SG
니코	nico	니코	nico		N;MASC;SG
스나이퍼	atirador	스나이퍼	atirador		N;MASC;SG
스나이퍼	sniper	스나이퍼	sniper		N;MASC;SG
버팔로	búfalos	버팔+로	búfalo		N;MASC;PL
버팔로	búfalo	버팔+로	búfalo		N;MASC;SG
버팔로	buffalo	버팔+로	buffalo		N;MASC;SG
커리어	carreira	커리어	carreira		N;FEM;SG
커리어	carreiras	커리어	carreira		N;FEM;PL
커리어	carreira	커리어	carreira		N;FEM;SG
프로스트	geada	프로스트	geada		N;FEM;SG
프로스트	frost	프로스트	frost		N;MASC;SG
셰인	shane	셰인	shane		N;MASC;SG
크릭	crick	크릭	crick		N;MASC;SG
둥지	nest	둥+지	nest		N;MASC;SG
둥지	ninho	둥+지	ninho		N;MASC;SG
둥지	ninhos	둥+지	ninho		N;MASC;PL
둥지	ninhos	둥+지	ninho		N;MASC;PL
일시적	temporariamente	일시+적	temporariamente	N	ADV
일시적	temporariamente	일시+적	temporariamente	N	ADV
일시적	temporário	일시+적	temporário	N	ADJ;MASC;SG
일시적	temporária	일시+적	temporário	N	ADJ;FEM;SG
일시적	temporárias	일시+적	temporário	N	ADJ;FEM;PL
절벽	penhascos	절벽	penhasco		N;MASC;PL
절벽	falésias	절벽	falésia		N;FEM;PL
절벽	penhasco	절벽	penhasco		N;MASC;SG
절벽	precipício	절벽	precipício		N;MASC;SG
절벽	cliff	절벽	cliff		N;MASC;SG
박쥐	bat	박쥐	bat		N;MASC;SG
박쥐	morcego	박쥐	morcego		N;MASC;SG
박쥐	bastão	박쥐	bastão		N;MASC;SG
박쥐	bastões	박쥐	bastão		N;MASC;PL
박쥐	morcegos	박쥐	morcego		N;MASC;PL
올림푸스	olimpo	올림푸스	olimpo		N;MASC;SG
올림푸스	olympus	올림푸스	olympus		N;FEM;SG
푸앵카레	poincaré	푸앵카레	poincaré	PROPN	N;MASC;SG
스타킹	meias	스타킹	meia		N;MASC;PL
발광	luminoso	발광	luminoso	N	ADJ;MASC;SG
발광	luminosas	발광	luminoso	N	ADJ;FEM;PL
발광	luminosos	발광	luminoso	N	ADJ;MASC;PL
발광	luminosa	발광	luminoso	N	ADJ;FEM;SG
콤플렉스	complexas	콤플렉스	complexo		ADJ;FEM;PL
콤플렉스	complexo	콤플렉스	complexo		ADJ;MASC;SG
콤플렉스	complexos	콤플렉스	complexo		ADJ;MASC;PL
콤플렉스	complexa	콤플렉스	complexo		ADJ;FEM;SG
럭셔리	luxo	럭셔리	luxo		N;MASC;SG
럭셔리	luxuoso	럭셔리	luxuoso		ADJ;MASC;SG
보츠와나	botswana	보츠+와+나	botswano	CONJ	N;MASC;SG
보츠와나	botsuana	보츠+와+나	botsuano	CONJ	N;FEM;SG
물결	ondulação	물결	ondulação		N;FEM;SG
물결	onda	물결	onda		N;FEM;SG
물결	acenar	물결	acenar		V;NFIN
물결	wave	물결	wave		N;MASC;SG
스트레이트	straight	스트레이트	straight		N;MASC;SG
스트레이트	hetero	스트레이트	hetero		N;MASC;SG
스트레이트	hétero	스트레이트	hétero		ADJ;MASC;SG
스트레이트	direto	스트레이트	direto		N;MASC;SG
이탈리아인	italianos	이탈리아인	italiano	V	N;MASC;PL
이탈리아인	italiana	이탈리아인	italiana	V	N;FEM;SG
이탈리아인	italianos	이탈리아인	italiano	V	N;MASC;PL
이탈리아인	italiano	이탈리아인	italiano	V	N;MASC;SG
홀리	holly	홀리	holly		N;FEM;SG
로체스터	rochester	로체스터	rochester	PROPN	N;MASC;SG
무작위	aleatoriamente	무작위	aleatoriamente	N	ADV
무작위	aleatória	무작위	aleatório	N	ADJ;FEM;SG
무작위	aleatórios	무작위	aleatório	N	ADJ;MASC;PL
발렌타인	valentim	발렌타인	valentim		N;MASC;SG
발렌타인	valentines	발렌타인	valentine		N;MASC;PL
발렌타인	valentim	발렌타인	valentim		N;MASC;SG
발렌타인	valentine	발렌타인	valentine		N;MASC;SG
처칠	churchill	처칠	churchill		N;MASC;SG
랜스	lance	랜스	lançar		N;MASC;SG
랜스	lança	랜스	lançar		V;IND;SG;3;PRS;FIN
엑셀	excel	걸+셀	excel		N;MASC;SG
스킨	pele	스킨	pele		N;FEM;SG
스킨	skin	스킨	skin		N;MASC;SG
니노미야	ninomiya	니노미야	ninomiya		N;MASC;SG
지배자	dominante	지배자	dominante	N	ADJ;MASC;SG
지배자	dominador	지배자	dominador	N	ADJ;MASC;SG
헬레나	helena	헬레+나	heleno	PROPN	N;FEM;SG
이사벨라	isabella	이사벨+이+라	isabella	PROPN	N;FEM;SG
이사벨라	isabela	이사벨+이+라	isabela	PROPN	N;FEM;SG
도망자	fugitiva	도망자	fugitivo		N;FEM;SG
도망자	fugitivos	도망자	fugitivo		N;MASC;PL
도망자	fugitivo	도망자	fugitivo		N;MASC;SG
파이트	lutas	파이트	luta		N;FEM;PL
파이트	combates	파이트	combate		N;MASC;PL
파이트	brigas	파이트	briga		N;FEM;PL
토네이도	tornado	토네이도	tornar		V;MASC;SG;V.PTCP
열쇠	chaves	열쇠	chave		N;MASC;PL
열쇠	teclas	열쇠	tecla		N;FEM;PL
시리얼	serial	시리얼	serial		N;MASC;SG
시리얼	seriado	시리얼	seriado		N;MASC;SG
시리얼	série	시리얼	série		N;FEM;SG
시리얼	cereais	시리얼	cereal		N;MASC;PL
시리얼	cereais	시리얼	cereal		N;MASC;PL
시리얼	cereal	시리얼	cereal		N;MASC;SG
예언	profecias	예언	profecia		N;FEM;PL
예언	profetas	예언	profeta		N;MASC;PL
예언	profecia	예언	profecir		N;FEM;SG
예언	profecias	예언	profecia		N;FEM;PL
프레스	imprensa	프레스	imprensa		N;FEM;SG
프레스	pressione	프레스	pressionar		V;SBJV;SG;3;PRS;FIN
레이첼	raquel	레이첼	raquel		N;FEM;SG
레이첼	rachel	레이첼	rachel		N;FEM;SG
레이첼	rachael	레이첼	rachael		N;FEM;SG
아론	aaron	아론	aaron		N;MASC;SG
아론	aarão	아론	aarão		INTJ
아론	aron	아론	aron		N;MASC;SG
얼티밋	derradeira	얼티밋	derradeiro		ADJ;FEM;SG
얼티밋	ultimate	얼티밋	ultimate		N;MASC;SG
플라즈마	plasma	플라즈마	plasma		N;MASC;SG
일본항공	jal	일본+항공	jal	PROPN	N;MASC;SG
히사시	hisashi	히사시	hisashi		N;MASC;SG
오리온자리	orion	오리온자리	orion		N;MASC;SG
오리온자리	órion	오리온자리	órion		N;MASC;SG
썬더	trovão	썬더	trovão		N;MASC;SG
썬더	trovões	썬더	trovão		N;MASC;PL
썬더	thunder	썬더	thunder		N;MASC;SG
마샬	marshall	마샬	marshall		N;MASC;SG
마샬	marechal	마샬	marechal		N;MASC;SG
라이징	rising	라이징	rising		N;MASC;SG
셰이크	sheikh	셰이크	sheikh	PROPN	N;MASC;SG
셰이크	xeque	셰이크	xeque	PROPN	N;FEM;SG
셰이크	sheik	셰이크	sheik	PROPN	N;MASC;SG
셰이크	xeque	셰이크	xeque	PROPN	N;FEM;SG
셰이크	sheik	셰이크	sheik	PROPN	N;MASC;SG
아이카와	aikawa	아이카+와	aikawa	CONJ	N;MASC;SG
창문	janela	창문	janela		N;FEM;SG
댄싱	dança	댄싱	dança		N;FEM;SG
댄싱	dançando	댄싱	dançar		V;V.MSDR
댄싱	dançar	댄싱	dançar		V;NFIN
댄싱	dancing	댄싱	dancing		N;MASC;SG
슈가	açúcares	슈+가	açúcar		N;MASC;PL
슈가	açúcar	슈+가	açúcar		N;MASC;SG
슈가	sugar	슈+가	sugar		V;NFIN
슈가	açucar	슈+가	açucar		N;MASC;SG
불쾌한	desagradáveis	불쾌+하+ㄴ	desagradável	V	ADJ;MASC;PL
불쾌한	desagradável	불쾌+하+ㄴ	desagradável	V	ADJ;MASC;SG
버뮤다	bermuda	버티+다	bermuda		N;FEM;SG
버뮤다	bermudas	버티+다	bermuda		N;FEM;PL
피사	pisa	피사	pisar	PROPN	N;FEM;SG
체스터	chester	체스터	chester	PROPN	N;MASC;SG
리오넬	lionel	리오넬	lionel	PROPN	N;MASC;SG
판도라	pandora	판도+라	pandora		N;FEM;SG
인터럽트	interromper	인터럽트	interromper	N	V;NFIN
매스	missa	매스	missa		N;FEM;SG
매스	massa	매스	massa		N;FEM;SG
주님	senhor	주님	senhor		N;MASC;SG
마돈나	madonna	마돈+나	madonna		N;FEM;SG
반영	reflita	반영	reflitar	N	V;SBJV;SG;3;PRS;FIN
반영	refletir	반영	refletir	N	V;NFIN
반영	reflectir	반영	reflectir	N	V;NFIN
미화	usd	미화	usd		N;MASC;PL
인플루엔자	influenza	인플루+자자	influenza		N;FEM;SG
인플루엔자	gripe	인플루+자자	gripe		N;FEM;SG
인플루엔자	gripe	인플루+자자	gripe		N;FEM;SG
자바스크립트	javascript	자바스크립트	javascript		N;MASC;SG
마르티네스	martinez	마르티네스	martinez	PROPN	N;MASC;SG
마르티네스	martínez	마르티네스	martínez	PROPN	N;MASC;SG
콜롬보	colombo	콜롬보	colombo		N;MASC;SG
알랭	alain	알+이+ㄹ	alain		N;MASC;SG
코스모스	cosmo	코스모스	cosmo		N;MASC;SG
코스모스	cosmos	코스모스	cosmo		N;MASC;SG
더럼	durham	더럼	durhom		N;MASC;PL
세타	teta	세타	teta		N;FEM;SG
세타	theta	세타	theta		N;FEM;SG
요시노리	yoshinori	요시노리	yoshinori		N;MASC;SG
궁궐	palácio	궁궐	palácio		N;MASC;SG
궁궐	palace	궁궐	palace		N;MASC;SG
미묘한	sutil	미묘+하+ㄴ	sutil	V	ADJ;MASC;SG
미묘한	subtil	미묘+하+ㄴ	subtil	V	ADJ;MASC;SG
퓨전	fusão	퓨전	fusão		N;FEM;SG
캄차카	kamchatka	캄차카	kamchatka	PROPN	N;FEM;SG
랭커스터	lancaster	랭커스터	lancaster	PROPN	N;MASC;SG
일하기	trabalhando	일하+기	trabalhar		V;V.MSDR
일하기	trabalhar	일하+기	trabalhar		V;NFIN
일하기	funcionando	일하+기	funcionar		V;V.MSDR
프레이저	fraser	프레이저	fraser		N;MASC;SG
마커스	marcus	마커스	marcus	PROPN	N;MASC;SG
슈테판	estêvão	슈테판	estêvão	PROPN	N;MASC;SG
슈테판	stefan	슈테판	stefan	PROPN	N;MASC;SG
슈테판	stephan	슈테판	stephan	PROPN	N;MASC;SG
사보이	saboia	사보+이	saboia		N;FEM;SG
사보이	savoy	사보+이	savoy		N;MASC;SG
애비뉴	avenida	애비뉴	avenida		N;FEM;SG
애비뉴	avenue	애비뉴	avenue		N;MASC;SG
다운타운	downtown	다운데우+ㄴ	downtown		N;MASC;SG
바라며	esperando	바라+며	esperar		V;V.MSDR
기쁨	joy	기쁘+ㅁ	joy		N;MASC;SG
기쁨	alegria	기쁘+ㅁ	alegria		N;FEM;SG
기쁨	alegrias	기쁘+ㅁ	alegria		N;FEM;PL
기쁨	delícias	기쁘+ㅁ	delícia		N;FEM;PL
기쁨	prazer	기쁘+ㅁ	prazer		N;MASC;SG
오자키	ozaki	오자키	ozaki		N;MASC;SG
클러스터	agregado	클러스터	agregado	N	V;MASC;SG;V.PTCP
클러스터	aglomerado	클러스터	aglomerar	N	V;MASC;SG;V.PTCP
클러스터	aglomerados	클러스터	aglomerar	N	V;MASC;PL;V.PTCP
핼리팩스	halifax	핼리팩스	halifax	PROPN	N;MASC;SG
첸나이	chennai	첸나이	chennar	PROPN	N;MASC;SG
바스	banheira	바스	banheira		N;FEM;SG
바스	banho	바스	banho		N;MASC;SG
바스	bath	바스	bath		N;MASC;SG
인피니트	infinitos	인피니트	infinito		ADJ;MASC;PL
인피니트	infinito	인피니트	infinito		N;MASC;SG
인피니트	infinita	인피니트	infinito		ADJ;FEM;SG
인피니트	infinitas	인피니트	infinito		ADJ;FEM;PL
아무나	alguém	아무나	alguém		PRO;MASC;SG
스텔라	stella	스텔+이+라	stella		N;FEM;SG
릴리즈	libertação	릴리즈	libertação		N;FEM;SG
릴리즈	release	릴리즈	release		N;MASC;SG
릴리즈	solte	릴리즈	soltar		V;SBJV;SG;3;PRS;FIN
릴리즈	lançamento	릴리즈	lançamento		N;MASC;SG
릴리즈	liberação	릴리즈	liberação		N;FEM;SG
릴리즈	libera	릴리즈	liberar		V;IND;SG;3;PRS;FIN
릴리즈	lançamentos	릴리즈	lançamento		N;MASC;PL
제라드	gerrard	제라드	gerrard		N;MASC;SG
제라드	gérard	제라드	gérard		N;MASC;SG
제라드	gerard	제라드	gerard		N;MASC;SG
모금	angariação	모금	angariação		N;FEM;SG
아바스	abbas	아바스	abba	PROPN	N;MASC;SG
클레오파트라	cleópatra	클레오파트+라	cleópatra		N;FEM;SG
잉카	inca	잉카	inco		N;MASC;SG
잉카	incas	잉카	inca		N;MASC;PL
카라카스	caracas	카라카스	caraca	PROPN	N;FEM;SG
도도	graus	도도	grau		N;MASC;PL
서식	formatar	서식	formatar	N	V;NFIN
산토스	santos	산토스	santo	PROPN	N;MASC;PL
크라쿠프	cracóvia	크라쿠프	cracóvia	PROPN	N;FEM;SG
산책	passear	산책	passear	N	V;NFIN
산책	andar	산책	andar	N	V;NFIN
산책	caminhar	산책	caminhar	N	V;NFIN
플라잉	voando	플라잉	voar		V;V.MSDR
플라잉	voar	플라잉	voar		V;NFIN
플라잉	flying	플라잉	flying		N;MASC;SG
추첨	desenhar	추첨	desenhar	N	V;NFIN
추첨	desenhe	추첨	desenhe	N	V;SBJV;SG;3;PRS;FIN
추첨	desenha	추첨	desenhar	N	V;IND;SG;3;PRS;FIN
제롬	jerome	제롬	jerome	PROPN	N;MASC;SG
제롬	jerônimo	제롬	jerônimo	PROPN	N;MASC;SG
패트리어트	patriotas	패트리어트	patriota		N;FEM;PL
패트리어트	patriota	패트리어트	patriota		N;FEM;SG
미학	estético	미학	estético	N	ADJ;MASC;SG
그리기	empate	그리+기	empate	V	N;MASC;SG
그리기	sorteio	그리+기	sorteio	V	N;MASC;SG
그리기	desenho	그리+기	desenho	V	N;MASC;SG
헤라클레스	hercules	헤라클레스	hercule	PROPN	N;MASC;SG
헤라클레스	hércules	헤라클레스	hércules	PROPN	N;MASC;SG
헤라클레스	héracles	헤라클레스	héracle	PROPN	N;MASC;SG
쥐라기	jurássico	쥐+이+라기	jurássico		N;MASC;SG
콘스탄티노스	constantine	콘스탄티노스	constantine	PROPN	N;MASC;SG
콘스탄티노스	constantino	콘스탄티노스	constantino	PROPN	N;MASC;SG
서포터	apoiante	서포터	apoiante		N;MASC;SG
하코네	hakone	하코네	hakone	PROPN	N;MASC;SG
각색	dramatizado	각색	dramatizar	N	V;MASC;SG;V.PTCP
의인화	antropomorfismo	의인화	antropomorfismo		N;MASC;SG
폭력적인	violento	폭력+적+이+ㄴ	violento	V	ADJ;MASC;SG
폭력적인	violentas	폭력+적+이+ㄴ	violento	V	ADJ;FEM;PL
폭력적인	violentos	폭력+적+이+ㄴ	violento	V	N;MASC;PL
폭력적인	violenta	폭력+적+이+ㄴ	violento	V	ADJ;FEM;SG
그리니치	greenwich	그리니치	greenwich	PROPN	N;MASC;SG
매운	picante	맵+ㄴ	picante		N;MASC;SG
매운	picantes	맵+ㄴ	picante		N;MASC;PL
허락	permissão	허락	permissão		N;FEM;SG
네덜란드인	holanda	네덜란드인	holandar	V	N;FEM;SG
네덜란드인	holandês	네덜란드인	holandês	V	N;MASC;SG
네덜란드인	holandeses	네덜란드인	holandês	V	N;MASC;PL
네덜란드인	neerlandês	네덜란드인	neerlandês	V	N;MASC;SG
네덜란드인	dutch	네덜란드인	dutch	V	N;MASC;SG
본드	vínculo	본드	vínculo		N;MASC;SG
본드	laço	본드	laço		N;MASC;SG
본드	bond	본드	bond		N;MASC;SG
섹터	sector	섹터	sector		N;MASC;SG
섹터	setor	섹터	setor		N;MASC;SG
섹터	setores	섹터	setor		N;MASC;PL
섹터	sectores	섹터	sector		N;MASC;PL
우주인	astronautas	우주+이+ㄴ	astronauta	V	N;MASC;PL
우주인	astronauta	우주+이+ㄴ	astronauta	V	N;MASC;SG
장벽	obstáculos	장벽	obstáculo		N;MASC;PL
장벽	entraves	장벽	entrave		N;MASC;PL
장벽	barreiras	장벽	barreira		N;FEM;PL
장벽	barreira	장벽	barreira		N;FEM;SG
비와	biwa	비+와	biwa		N;MASC;SG
강조	realçar	강조	realçar	N	V;NFIN
강조	destacar	강조	destacar	N	V;NFIN
강조	destacando	강조	destacar	N	V;V.MSDR
리브	liv	리브	liv		N;FEM;SG
리브	reeve	리브	reever		N;MASC;SG
탈선	descarrilou	탈선	descarrilar	N	V;IND;SG;3;PST;FIN
트라이스타	tristar	트라이스타	tristar	PROPN	N;MASC;SG
포춘	fortuna	포춘	fortuna		N;FEM;SG
포춘	fortune	포춘	fortune		N;MASC;SG
미쳐	doida	미치+어	doida	CONJ	V;FEM;SG;V.PTCP
미쳐	louca	미치+어	louco	CONJ	N;FEM;SG
미쳐	maluco	미치+어	maluco	CONJ	N;MASC;SG
미쳐	doido	미치+어	doido	CONJ	V;MASC;SG;V.PTCP
미쳐	louco	미치+어	louco	CONJ	ADJ;MASC;SG
트리오	trio	트리오	trio		N;MASC;SG
카네코	kaneko	카네코	kaneko		N;MASC;SG
