hanoi	हनोई	hanol	हनोई	PROPN	PROPN;NOM;MASC;SG;3
semellas	आप	semella	आप	N	PRO;NOM;SG;2;FORM
semellas	तुम	semella	तुम	N	PRO;NOM;SG;3
semellas	देखो	semella	देखो	N	V;SBJV;SG;FIN;ACT
semellas	dekh	semella	dekh	N	PROPN;NOM;MASC;SG;3
debiches	आपको	debiches	आप	PROPN	PRO;SG;2;FORM
debiches	आप	debiches	आप	PROPN	PRO;NOM;SG;2;FORM
debiches	तुम	debiches	तुम	PROPN	PRO;NOM;SG;3
debiches	चाहिए	debiches	चाहिए	PROPN	V;ACT
debiches	जरूर	debiches	जरूर	PROPN	ADV
patrulla	पैट्रोल	patrulla	पैट्रोल	N	
£	क्वार्टर	£	क्वार्टर	PROPN	N;NOM;MASC;SG;3
£	मिलियन	£	मिलियन	PROPN	
£	लाख	£	लाख	PROPN	NUM
salta	जम्प	salta	जम्प	N	
rematará	अंत	rematar	अंत	V	N;NOM;MASC;SG;3
rematará	समाप्ति	rematar	समाप्ति	V	N;NOM;FEM;SG;3
rematará	समाप्त	rematar	समाप्त	V	ADJ
alabama	अलबामा	alabamar	अलबामा	PROPN	PROPN;NOM;MASC;SG;3
desexas	आपको	desexa	आप	V	PRO;SG;2;FORM
desexas	आप	desexa	आप	V	PRO;NOM;SG;2;FORM
desexas	तुम	desexa	तुम	V	PRO;NOM;SG;3
norton	नॉर्टन	norton	नॉर्टन	PROPN	PROPN;NOM;MASC;SG;3
serea	सायरन	ser	सायरन	N	
serea	उड़ा	ser	उड़ा	N	V;SG;FIN;ACT
chamando	कॉलिंग	chamar	कॉलिंग	V	N;NOM;MASC;SG;3
prepara	आपको	preparar	आप	V	PRO;SG;2;FORM
prepara	आप	preparar	आप	V	PRO;NOM;SG;2;FORM
prepara	तुम	preparar	तुम	V	PRO;NOM;SG;3
gustouche	आपको	gustouche	आप	V	PRO;SG;2;FORM
gustouche	आप	gustouche	आप	V	PRO;NOM;SG;2;FORM
gustouche	तुम	gustouche	तुम	V	PRO;NOM;SG;3
gustouche	like	gustouche	like	V	
gustouche	जैसे	gustouche	जैसे	V	CONJ
arrestado	गिरफ्तार	arrestar	गिरफ्तार	V	ADJ
facela	बनाओ	facelar	बना	N	V;SBJV;SG;FIN;ACT
facela	बना	facelar	बन	N	V;PFV;MASC;SG;V.PTCP;ACT
facela	उसे	facelar	वह	N	PRO;SG;3
facela	उसका	facelar	वह	N	PRO;MASC;SG;3
facela	उसकी	facelar	वह	N	PRO;FEM;SG;3
facela	उसके	facelar	वह	N	PRO;MASC;SG;3
varón	छोरा	varón	छोरा	N	
varón	लडका	varón	लडक	N	
varón	बॉय	varón	बॉय	N	
probábel	शायद	probábel	शायद	ADJ	ADV
probábel	संभवतः	probábel	संभवतः	ADJ	ADV
probábel	असंभावित	probábel	असंभावित	ADJ	PROPN;NOM;MASC;SG;3
giuseppe	ग्यूसेप	giuseppe	ग्यूसेप	PROPN	PROPN;NOM;MASC;SG;3
indio	भारतीय	indio	भारतीय	N	PROPN;NOM;SG;3
berce	पालना	berce	पाल	N	V;MASC;NFIN;ACT
benditos	धन्य	bendito	धन्य	N	
benditos	कैसे	bendito	कैसे	N	PRO
benditos	कैसा	bendito	कैसा	N	PRO
benditos	हैं	bendito	है	N	V;IND;PL;3;PRS;FIN;ACT
boden	boden	boder	boden	V	
estuardo	स्टुअर्ट	estuardo	स्टुअर्ट	N	PROPN;NOM;MASC;SG;3
dios	अल्लाह	dio	अल्लाह	N	PROPN;NOM;MASC;SG;3
dios	ईश्वर	dio	ईश्वर	N	
dios	sake	dio	sake	N	PROPN;NOM;MASC;SG;3
dios	खातिर	dio	खातिर	N	
dios	यीशु	dio	यीशु	N	PROPN;NOM;MASC;SG;3
celoso	जलन	celoso	जलन	ADJ	N;NOM;FEM;SG;3
celoso	ईर्ष्या	celoso	ईर्ष्या	ADJ	N;NOM;FEM;SG;3
serventes	बन्दों	servente	बन्द	ADJ	N;ACC;MASC;PL;3
seo	एसईओ	seo	एसईओ	N	PROPN;NOM;MASC;SG;3
punishment	सजा	punishment	सजा	PROPN	PROPN;NOM;FEM;SG;3
punishment	दंड	punishment	दंड	PROPN	N;NOM;MASC;SG;3
anano	बौना	anano	बौना	N	PROPN;NOM;MASC;SG;3
anano	मैन	anano	मैन	N	
anano	man	anano	ओे	N	
drummer	वादक	drummer	वादक	PROPN	N;NOM;MASC;SG;3
mali	माली	mali	माली	PROPN	PROPN;NOM;MASC;SG;3
mali	पीछे	mali	पीछे	PROPN	ADV;NOM;MASC;SG;3
mali	बैक	mali	बैक	PROPN	
mali	पिछे	mali	पिछ	PROPN	V;MASC;SG;FIN;ACT
mali	वापस	mali	वापस	PROPN	ADJ
impulso	नब्ज	impulso	नब्ज	N	
impulso	पल्स	impulso	पल्स	N	
corán	कुरान	corán	कुरान	N	
dígolles	बताओ	dígolle	बता	N	V;SBJV;SG;FIN;ACT
dígolles	बताना	dígolle	बता	N	V;MASC;NFIN;ACT
dígolles	आपको	dígolle	आप	N	PRO;SG;2;FORM
dígolles	आप	dígolle	आप	N	PRO;NOM;SG;2;FORM
dígolles	तुम	dígolle	तुम	N	PRO;NOM;SG;3
clínicas	क्लिनिक	clínico	क्लिनिक	ADJ	N;NOM;MASC;SG;3
clínicas	नैदानिक	clínico	नैदानिक	ADJ	N;NOM;MASC;SG;3
lombo	पीछे	lombo	पीछे	N	ADV;NOM;MASC;SG;3
lombo	बैक	lombo	बैक	N	
lombo	पिछे	lombo	पिछ	N	V;MASC;SG;FIN;ACT
lombo	वापस	lombo	वापस	N	ADJ
chiste	चुटकुला	chistir	चुटकुला	N	PROPN;NOM;MASC;SG;3
tigre	टाइगर	tigre	टाइगर	N	PROPN;NOM;MASC;SG;3
crecen	उन्होंने	crecer	वह	V	PRO;SG;3;FORM
crecen	वे	crecer	वह	V	PRO;NOM;SG;3
crecen	पुराने	crecer	पुराना	V	ADJ;MASC;PL
crecen	पुराना	crecer	पुराना	V	ADJ;MASC;SG
crecen	वृद्ध	crecer	वृद्ध	V	PROPN;NOM;MASC;SG;3
crecen	पुरानी	crecer	पुराना	V	ADJ;FEM;SG
cáncer	कर्क	cáncer	कर्क	PROPN	PROPN;NOM;MASC;SG;3
cáncer	कैंसर	cáncer	कैंसर	PROPN	PROPN;NOM;MASC;SG;3
cáncer	कर्कट	cáncer	कर्कट	PROPN	N;NOM;MASC;SG;3
empezan	उन्होंने	empezar	वह	V	PRO;SG;3;FORM
empezan	वे	empezar	वह	V	PRO;NOM;SG;3
empezan	आरंभ	empezar	आरम्भ	V	
empezan	प्रारंभ	empezar	प्रारंभ	V	N;NOM;MASC;SG;3
conectados	कनेक्टेड	conectar	कनेक्टेड	V	N;NOM;MASC;SG;3
conectados	कनेक्ट	conectar	कनेक्ट	V	N;NOM;MASC;SG;3
cuxo	जिनके	cuxo	जो	N	PRO;MASC;SG;3
cuxo	किसका	cuxo	कौन	N	PRO;MASC;SG;3
cuxo	जिनकी	cuxo	जो	N	PRO;FEM;PL;3
pintar	पेंट	pintar	पेंट	V	N;NOM;MASC;SG;3
colectivo	सामूहिक	colectivo	सामूहिक	N	ADJ;NOM
básicos	मूल	básico	मूल	ADJ	N;NOM;MASC;SG;3
básicos	मूलभूत	básico	मूलभूत	ADJ	N;NOM;MASC;SG;3
básicos	बेसिक	básico	बेसिक	ADJ	PROPN;NOM;SG;3
básicos	मौलिक	básico	मौलिक	ADJ	
doulle	दे	doulle	दे	PROPN	V;FIN;ACT
loitas	लड़ो	loita	लड़ो	N	
básico	मूल	básico	मूल	ADJ	N;NOM;MASC;SG;3
básico	मूलभूत	básico	मूलभूत	ADJ	N;NOM;MASC;SG;3
básico	बेसिक	básico	बेसिक	ADJ	PROPN;NOM;SG;3
básico	मौलिक	básico	मौलिक	ADJ	
camboxa	कम्बोडिया	camboxa	कम्बोडिया	PROPN	PROPN;NOM;MASC;SG;3
camboxa	कंबोडिया	camboxa	कंबोडिया	PROPN	PROPN;NOM;MASC;SG;3
pausa	ठहरें	pausa	ठहर	N	V;SBJV;FIN;ACT
pausa	रोकें	pausa	रोक	N	V;SBJV;PL;FIN;ACT
pausa	ठहराना	pausa	ठहरा	N	V;MASC;NFIN;ACT
celas	कक्ष	cela	कक्ष	N	
alfombra	गलीचा	alfombra	गलीचा	N	
alfombra	कालीन	alfombra	कालीन	N	
alfombra	पिंजरा	alfombra	पिंजरा	N	PROPN;NOM;MASC;SG;3
botarlle	लें	botarlle	ले	N	V;SBJV;PL;3;FIN;ACT
botarlle	ले	botarlle	ले	N	V;ACT
botarlle	लो	botarlle	ले	N	V;SBJV;SG;FIN;ACT
agardade	रुको	agardade	रुक	N	V;SBJV;SG;FIN;ACT
reacciona	प्रतिक्रियाएँ	reaccionar	प्रतिक्रिया	V	N;NOM;FEM;PL;3
xenéticas	जीन	xenético	जीन	ADJ	N;NOM;MASC;SG;3
xenéticas	जेनेटिक	xenético	जेनेटिक	ADJ	N;NOM;MASC;SG;3
asociados	संबद्ध	asociar	संबद्ध	V	PROPN;NOM;SG;3
asociados	साथ	asociar	साथ	V	ADV;NOM;MASC;SG;3
confuso	भ्रमित	confuso	भ्रमित	N	
confuso	उलझन	confuso	उलझन	N	
confuso	खोई	confuso	खो	N	V;PFV;FEM;SG;V.PTCP;ACT
confuso	गुमशुदा	confuso	गुमशुदा	N	
confuso	खोया	confuso	खो	N	V;PFV;MASC;SG;V.PTCP;ACT
empregar	उपयोग	empregar	उपयोग	V	N;NOM;MASC;SG;3
agochados	छुपा	agochar	छुपा	V	
pesados	भारी	pesar	भारी	V	ADJ;NOM
buraco	होल	buraco	होल	N	
chamámoslle	काल	chamámoslle	काल	ADV	N;NOM;MASC;SG;3
chamámoslle	कॉल	chamámoslle	कॉल	ADV	N;NOM;FEM;SG;3
inevitable	अपरिहार्य	inevitable	अपरिहार्य	ADJ	ADP
elevado	हाई	elevado	हाई	ADJ	N;NOM
elevado	आलीशान	elevado	आलीशान	ADJ	N;NOM;MASC;SG;3
elevado	उच्च	elevado	उच्च	ADJ	
odia	हेट	odia	हेट	V	
odia	घृणा	odia	घृणा	V	N;NOM;FEM;SG;3
odia	नफरत	odia	नफरत	V	N;NOM;FEM;SG;3
odia	नफ़रत	odia	नफ़रत	V	PROPN;NOM;FEM;SG;3
susan	सुसान	susar	सुसान	PROPN	PROPN;NOM;MASC;SG;3
facerte	मेक	facerte	मेक	V	N;NOM;MASC;SG;3
facerte	आपको	facerte	आप	V	PRO;SG;2;FORM
facerte	आप	facerte	आप	V	PRO;NOM;SG;2;FORM
facerte	तुम	facerte	तुम	V	PRO;NOM;SG;3
continúan	और	continuar	और	V	
mundiais	दुनिया	mundial	दुनिया	ADJ	N;NOM;FEM;SG;3
mundiais	विश्व	mundial	विश्व	ADJ	N;NOM;MASC;SG;3
mundiais	जग	mundial	जग	ADJ	
mundiais	संसार	mundial	संसार	ADJ	N;NOM;MASC;SG;3
tentarei	कोशिश	tentar	कोशिश	V	N;NOM;FEM;SG;3
pensabamos	विचार	pensabar	विचार	V	N;NOM;MASC;SG;3
revistas	मैगज़ीन	revista	मैगज़ीन	N	PROPN;NOM;MASC;SG;3
mentras	जबकी	mentras	जबकी	N	
mentras	जबकि	mentras	जबकि	N	CONJ
lograr	मेक	lograr	मेक	V	N;NOM;MASC;SG;3
distinguir	फर्क	distinguir	फर्क	V	
lagos	लागोस	lago	लागोस	N	PROPN;NOM;MASC;SG;3
recentes	हालिया	recente	हालिया	ADJ	
recentes	हाल	recente	हाल	ADJ	N;NOM;MASC;SG;3
funcione	कार्यालय	funcionar	कार्यालय	V	N;NOM;MASC;SG;3
funcione	काम	funcionar	काम	V	N;NOM;MASC;SG;3
funcione	कार्य	funcionar	कार्य	V	N;NOM;MASC;SG;3
vivendas	होम	vivenda	होम	N	
radical	रेडिकल	radical	रेडिकल	ADJ	PROPN;NOM;MASC;SG;3
radical	कट्टरपंथी	radical	कट्टरपंथी	ADJ	N;NOM;MASC;SG;3
cuando	कब	cuando	कब	V	PRO
cuando	जब	cuando	जब	V	PRO;NOM
cadrado	वर्ग	cadrado	वर्ग	ADJ	N;NOM;MASC;SG;3
cadrado	स्क्वायर	cadrado	स्क्वायर	ADJ	N;NOM;MASC;SG;3
cadrado	वर्गाकार	cadrado	वर्गाकार	ADJ	N;NOM;MASC;SG;3
exilio	वनवास	exilio	वनवास	N	PROPN;NOM;MASC;SG;3
gráficos	ग्राफिक्स	gráfico	ग्राफिक्स	ADJ	N;NOM;MASC;SG;3
decatarse	एहसास	decatarse	एहसास	V	N;NOM;MASC;SG;3
decatarse	नोटिस	decatarse	नोटिस	V	N;NOM;MASC;SG;3
decatarse	सूचना	decatarse	सूचना	V	N;NOM;FEM;SG;3
apple	एप्पल	apple	एप्पल	PROPN	PROPN;NOM;MASC;SG;3
apple	सेब	apple	सेब	PROPN	N;NOM;MASC;SG;3
apple	ठहराना	apple	ठहरा	PROPN	V;MASC;NFIN;ACT
apple	रै	apple	रै	PROPN	
colonial	औपनिवेशिक	colonial	औपनिवेशिक	ADJ	N;NOM;MASC;SG;3
exceso	से	exceso	से	N	
exceso	इससे	exceso	यह	N	PRO;SG;3
vermellas	लाल	vermello	लाल	N	
vermellas	रेड	vermello	रेड	N	PROPN;NOM;MASC;SG;3
avanzada	विस्तृत	avanzar	विस्तृत	V	ADJ
avanzada	उन्नत	avanzar	उन्नत	V	
darvos	आपको	darvo	आप	V	PRO;SG;2;FORM
darvos	आप	darvo	आप	V	PRO;NOM;SG;2;FORM
darvos	तुम	darvo	तुम	V	PRO;NOM;SG;3
darvos	like	darvo	like	V	
darvos	जैसे	darvo	जैसे	V	CONJ
interésame	रुचि	interésame	रुचि	V	N;NOM;FEM;SG;3
interésame	रुचिकर	interésame	रुचिकर	V	CONJ
interésame	दिलचस्पी	interésame	दिलचस्पी	V	N;NOM;FEM;SG;3
emocionado	उत्तेजित	emocionar	उत्तेजित	V	ADJ
emocionado	उत्साहित	emocionar	उत्साहित	V	ADJ
champaña	शैम्पेन	champaña	शैम्पेन	N	PROPN;NOM;MASC;SG;3
inda	स्टिल	inda	स्टिल	ADV	
nalgo	कुछ	nalgo	कुछ	N	DET
chamaría	काल	chamar	काल	V	N;NOM;MASC;SG;3
chamaría	कॉल	chamar	कॉल	V	N;NOM;FEM;SG;3
austria	आस्ट्रिया	austria	आस्ट्रिया	PROPN	PROPN;NOM;MASC;SG;3
austria	ऑस्ट्रिया	austria	ऑस्ट्रिया	PROPN	PROPN;NOM;MASC;SG;3
unidas	यूनाइटेड	unir	यूनाइटेड	V	PROPN;NOM;MASC;SG;3
unidas	संयुक्त	unir	संयुक्त	V	PROPN;NOM;MASC;SG;3
unidas	साथ	unir	साथ	V	ADV;NOM;MASC;SG;3
ratos	चूहे	rato	चूह	N	V;PFV;MASC;SG;V.PTCP;ACT
ratos	चूहे	rato	चूह	N	V;PFV;MASC;SG;V.PTCP;ACT
dispoñible	उपलब्धियाँ	dispoñible	उपलब्धि	ADJ	N;NOM;FEM;PL;3
celebración	सेलिब्रेशन	celebración	सेलिब्रेशन	N	PROPN;NOM;MASC;SG;3
soubera	जानिये	soubera	जानिया	V	PROPN;NOM;MASC;SG;3
soubera	जानिए	soubera	जानिए	V	PROPN;NOM;MASC;SG;3
soubera	जान	soubera	जान	V	PROPN;NOM;MASC;SG;3
provén	से	prover	से	V	
provén	इससे	prover	यह	V	PRO;SG;3
provén	तना	prover	तना	V	N;NOM;MASC;SG;3
namorada	प्यार	namorar	प्यार	V	N;NOM;MASC;SG;3
namorada	मोहब्बत	namorar	मोहब्बत	V	N;NOM;FEM;SG;3
namorada	प्रेम	namorar	प्रेम	V	N;NOM;MASC;SG;3
namorada	साथ	namorar	साथ	V	ADV;NOM;MASC;SG;3
enfadado	गुस्सा	enfadar	गुस्सा	V	N;NOM;MASC;SG;3
enfadado	क्रोधित	enfadar	क्रोधित	V	ADJ
enfadado	एंग्री	enfadar	एंग्री	V	
enviado	प्रेषित	enviar	प्रेषित	V	ADJ
demasiadas	भी	demasiadas	भी	ADJ	PART
demasiadas	too	demasiadas	too	ADJ	
demasiadas	कई	demasiadas	कई	ADJ	DET
demasiadas	अनेक	demasiadas	अनेक	ADJ	DET
dígoo	सिर्फ	dígoo	सिर्फ	ADV	PART
dígoo	बस	dígoo	बस	ADV	N;NOM;FEM;SG;3
impórtalle	केयर	impórtalle	केयर	ADJ	N;NOM;FEM;SG;3
impórtalle	परवाह	impórtalle	परवाह	ADJ	N;NOM;FEM;SG;3
impórtalle	आपको	impórtalle	आप	ADJ	PRO;SG;2;FORM
impórtalle	आप	impórtalle	आप	ADJ	PRO;NOM;SG;2;FORM
impórtalle	तुम	impórtalle	तुम	ADJ	PRO;NOM;SG;3
impórtalle	मन	impórtalle	मन	ADJ	N;NOM;MASC;SG;3
impórtalle	दिमाग	impórtalle	दिमाग	ADJ	N;NOM;MASC;SG;3
preocupados	चिंतित	preocupar	चिंतित	V	ADJ
preocupados	परिचय	preocupar	परिचय	V	N;NOM;MASC;SG;3
secundaria	हाई	secundario	हाई	ADJ	N;NOM
secundaria	आलीशान	secundario	आलीशान	ADJ	N;NOM;MASC;SG;3
secundaria	उच्च	secundario	उच्च	ADJ	
secundaria	विद्यालय	secundario	विद्यालय	ADJ	N;NOM;MASC;SG;3
secundaria	school	secundario	school	ADJ	N;NOM;MASC;SG;3
secundaria	स्कूल	secundario	स्कूल	ADJ	N;NOM;MASC;SG;3
secundaria	माध्यमिक	secundario	माध्यमिक	ADJ	N;NOM;MASC;SG;3
secundaria	द्वितीयक	secundario	द्वितीयक	ADJ	N;NOM;MASC;SG;3
irlanda	आयरलैंड	irlanda	आयरलैंड	PROPN	PROPN;NOM;MASC;SG;3
calcetíns	आपकी	calcetíns	आप	N	PRO;FEM;SG;2;FORM
calcetíns	आपके	calcetíns	आप	N	PRO;MASC;SG;2;FORM
calcetíns	आपका	calcetíns	आप	N	PRO;MASC;SG;2;FORM
calcetíns	अपने	calcetíns	अपना	N	PRO;NOM;MASC
calcetíns	अपना	calcetíns	अपना	N	PRO;NOM;MASC;SG
calcetíns	सॉक्स	calcetíns	सॉक्स	N	
anual	वार्षिक	anual	वार्षिक	ADJ	PROPN;NOM;MASC;SG;3
anual	सालाना	anual	सालाना	ADJ	ADP
avances	अग्रिम	avance	अग्रिम	N	ADJ
necesarias	जरुरी	necesario	जरुरी	ADJ	ADP
delicado	नाजुक	delicar	नाजुक	ADJ	PROPN;NOM;SG;3
ofrecerlle	ऑफर	ofrecerlle	ऑफर	ADJ	N;NOM;MASC;SG;3
ofrecerlle	प्रस्ताव	ofrecerlle	प्रस्ताव	ADJ	N;NOM;MASC;SG;3
durmas	जागे	durma	जाग	N	V;MASC;SG;FIN;ACT
durmas	जाग	durma	जाग	N	V;ACT
crían	उन्होंने	crían	वह	V	PRO;SG;3;FORM
crían	वे	crían	वह	V	PRO;NOM;SG;3
crían	विश्वास	crían	विश्वास	V	N;NOM;MASC;SG;3
atoparse	मिलें	atoparse	मिल	PROPN	V;SBJV;FIN;ACT
respiro	साँस	respiro	साँस	N	
respiro	आराम	respiro	आराम	N	PROPN;NOM;MASC;SG;3
respiro	बाकी	respiro	बाकी	N	ADJ
controla	नियंत्रक	controlar	नियंत्रक	V	N;NOM;MASC;SG;3
controla	नियंत्रण	controlar	नियंत्रण	V	N;NOM;MASC;SG;3
sutil	सूक्ष्म	sutil	सूक्ष्म	ADJ	
crendo	विश्वास	crendo	विश्वास	V	N;NOM;MASC;SG;3
adoitaban	प्रयुक्त	adoitar	प्रयुक्त	V	ADP
adoitaban	उन्होंने	adoitar	वह	V	PRO;SG;3;FORM
adoitaban	वे	adoitar	वह	V	PRO;NOM;SG;3
alexander	अलेक्जेंडर	alexander	अलेक्जेंडर	ADJ	PROPN;NOM;MASC;SG;3
alexander	सिकंदर	alexander	सिकंदर	ADJ	PROPN;NOM;MASC;SG;3
mortalidade	मोत	mortalidade	मोत	N	
inclúe	शामिल	incluír	शामिल	V	ADJ
seco	सूखा	seco	सूखा	N	PROPN;NOM;MASC;SG;3
seco	सूख	seco	सूख	N	V;ACT
seco	सूखी	seco	सूख	N	V;PFV;FEM;SG;V.PTCP;ACT
materias	कच्चा	materia	कच्चा	N	ADJ;NOM;MASC;SG
misericordioso	रहमान	misericordioso	रहमान	ADJ	PROPN;NOM;MASC;SG;3
xesucristo	यीशु	xesucristo	यीशु	N	PROPN;NOM;MASC;SG;3
xesucristo	मसीह	xesucristo	मसीह	N	PROPN;NOM;MASC;SG;3
alivio	रिलीफ	alivio	रिलीफ	N	
túnel	टनल	túnel	टनल	N	
mares	सागर	mar	सागर	N	PROPN;NOM;MASC;SG;3
vivas	सजीव	vivo	सजीव	ADJ	
vivas	जीना	vivo	जी	ADJ	V;MASC;SG;NFIN;ACT
artística	कलात्मक	artístico	कलात्मक	N	PROPN;NOM;SG;3
marxe	कक्ष	marxe	कक्ष	N	
marxe	कमरा	marxe	कमरा	N	V;PFV;MASC;SG;V.PTCP;ACT
cegos	अंधा	cego	अंधा	N	PROPN;NOM;MASC;SG;3
cegos	अंधे	cego	अंधा	N	PROPN;NOM;MASC;SG;3
cegos	अँधा	cego	अँधा	N	
feixe	लॉट	feixe	लॉट	N	
choraba	रो	chorar	रो	V	
choraba	रोई	chorar	रोई	V	
continuou	जारी	continuar	जारी	V	ADJ
continuou	और	continuar	और	V	
golf	गोल्फ	golf	गोल्फ	N	PROPN;NOM;MASC;SG;3
creceu	वहाँ	crecer	वहाँ	V	PRO;NOM
creceu	वहां	crecer	वहाँ	V	PRO;NOM
creceu	वहा	crecer	वह	V	
creceu	वहीँ	crecer	वहीँ	V	
venden	उन्होंने	vender	वह	V	PRO;SG;3;FORM
venden	वे	vender	वह	V	PRO;NOM;SG;3
atopara	था	atopar	था	V	V;MASC;IND;SG;PST;FIN;ACT
atopara	met	atopar	met	V	PROPN;NOM;MASC;SG;3
dixestes	आपको	dicir	आप	N	PRO;SG;2;FORM
dixestes	आप	dicir	आप	N	PRO;NOM;SG;2;FORM
dixestes	तुम	dicir	तुम	N	PRO;NOM;SG;3
dixestes	कहा	dicir	कह	N	V;PFV;MASC;SG;V.PTCP;ACT
bonecas	डॉल	boneca	डॉल	N	
festival	फ़ेस्टिवल	festival	फ़ेस्टिवल	N	PROPN;NOM;MASC;SG;3
chamaron	उन्होंने	chamar	वह	V	PRO;SG;3;FORM
chamaron	वे	chamar	वह	V	PRO;NOM;SG;3
brasil	ब्राजील	brasil	ब्राजील	N	PROPN;NOM;MASC;SG;3
brasil	ब्राज़ील	brasil	ब्राज़ील	N	PROPN;NOM;MASC;SG;3
afeita	प्रयुक्त	afeitar	प्रयुक्त	V	ADP
afeita	आपको	afeitar	आप	V	PRO;SG;2;FORM
afeita	आप	afeitar	आप	V	PRO;NOM;SG;2;FORM
afeita	तुम	afeitar	तुम	V	PRO;NOM;SG;3
tiran	throw	ter	ढूआत	V	
tiran	उन्होंने	ter	वह	V	PRO;SG;3;FORM
tiran	वे	ter	वह	V	PRO;NOM;SG;3
separar	जुदा	separar	जुदा	V	ADP
separar	अलग	separar	अलग	V	ADJ
separar	पृथक	separar	पृथक	V	
arriscar	जोखिम	arriscar	जोखिम	V	N;NOM;MASC;SG;3
arriscar	ख़तरा	arriscar	ख़तरा	V	N;NOM;MASC;SG;3
arriscar	रिस्क	arriscar	रिस्क	V	
pito	मुर्गी	pito	मुर्गी	N	
montes	kyu	monte	kyu	N	PROPN;NOM;MASC;SG;3
proxeria	प्रोजेरिया	proxeria	प्रोजेरिया	N	PROPN;NOM;MASC;SG;3
proveito	कुछ	proveito	कुछ	N	DET
cualificación	दरजा	cualificación	दरजा	N	
insultar	अपमान	insultar	अपमान	V	N;NOM;MASC;SG;3
insultar	बेइज्जती	insultar	बेइज्जती	V	
liberal	लिबरल	liberal	लिबरल	ADJ	PROPN;NOM;MASC;SG;3
liberal	उदार	liberal	उदार	ADJ	PROPN;NOM;MASC;SG;3
stewart	स्टीवर्ट	stewart	स्टीवर्ट	V	PROPN;NOM;MASC;SG;3
perdera	गुमशुदा	perderar	गुमशुदा	V	
perdera	था	perderar	था	V	V;MASC;IND;SG;PST;FIN;ACT
escuros	दीप	escuro	दीप	ADJ	PROPN;NOM;MASC;SG;3
escuros	अंधेरा	escuro	अँधेरा	ADJ	N;NOM;MASC;SG;3
internacionais	अंतर्राष्ट्रीय	internacional	अंतर्राष्ट्रीय	ADJ	PROPN;NOM;SG;3
internacionais	अन्तर्राष्ट्रीय	internacional	अन्तर्राष्ट्रीय	ADJ	PROPN;NOM;SG;3
internacionais	अंतरराष्ट्रीय	internacional	अंतरराष्ट्रीय	ADJ	PROPN;NOM;SG;3
socio	संबद्ध	socio	संबद्ध	N	PROPN;NOM;SG;3
extrema	चरम	extremo	चरम	N	
rabia	गुस्से	rabia	गुस्सा	N	V;SG;FIN;ACT
rabia	रेज	rabia	रेज	N	
rabia	बाहर	rabia	बाहर	N	ADV;NOM;MASC;SG;3
católica	कैथोलिक	católico	कैथोलिक	ADJ	N;NOM;MASC;SG;3
sacrificar	बलिदान	sacrificar	बलिदान	V	N;NOM;MASC;SG;3
apropiado	उपयुक्त	apropiar	उपयुक्त	V	ADJ
apropiado	उचित	apropiar	उचित	V	ADJ;NOM
carreta	फैंटम	carreta	फैंटम	N	
deberá	जरूर	deber	जरूर	V	ADV
buscaba	था	buscar	था	V	V;MASC;IND;SG;PST;FIN;ACT
buscaba	थी	buscar	था	V	V;FEM;IND;SG;PST;FIN;ACT
dubido	संदेह	dober	संदेह	V	N;NOM;MASC;SG;3
dubido	शक	dober	शक	V	N;NOM;MASC;SG;3
suor	स्वेद	suor	स्वेद	N	
merca	खरीदें	merca	खरीद	N	V;SBJV;PL;3;FIN;ACT
merca	ख़रीदे	merca	ख़रीद	N	V;PFV;MASC;SG;V.PTCP;ACT
merca	खरीदता	merca	खरीद	N	V;IPFV;FEM;SG;V.PTCP;ACT
recto	सीधी	recto	सीधा	N	ADJ;FEM;SG
recto	सीधे	recto	सीधे	N	ADV
recto	सीधा	recto	सीधा	N	ADJ;NOM;MASC;SG
saúda	कहें	saúda	कह	N	V;SBJV;PL;FIN;ACT
saúda	बोलो	saúda	बोलो	N	V;SBJV;SG;FIN;ACT
saúda	कह	saúda	कह	N	V;FIN;ACT
saúda	नमस्कार	saúda	नमस्कार	N	PROPN;NOM;MASC;SG;3
saúda	हेलो	saúda	हेलो	N	PROPN;NOM;MASC;SG;3
saúda	hello	saúda	hello	N	PROPN;NOM;MASC;SG;3
caramba	आईये	caramba	आईया	PROPN	PROPN;NOM;MASC;SG;3
caramba	आइये	caramba	आ	PROPN	V;SBJV;PL;3;FIN;ACT
falabamos	परिचय	falabar	परिचय	V	N;NOM;MASC;SG;3
abrazo	कबूल	abrazo	कबूल	N	
contarllo	बताओ	contarllo	बता	N	V;SBJV;SG;FIN;ACT
contarllo	बताना	contarllo	बता	N	V;MASC;NFIN;ACT
contarllo	उससे	contarllo	वह	N	PRO;SG;3
contarllo	उसको	contarllo	वह	N	PRO;SG;3
contarllo	उसे	contarllo	वह	N	PRO;SG;3
escríbeme	लिखे	escríbeme	लिख	PROPN	V;PFV;MASC;PL;V.PTCP;ACT
escríbeme	लिखें	escríbeme	लिख	PROPN	V;SBJV;PL;FIN;ACT
dáma	दे	dáma	दे	PROPN	V;FIN;ACT
dicircho	आपको	dicircho	आप	V	PRO;SG;2;FORM
dicircho	आप	dicircho	आप	V	PRO;NOM;SG;2;FORM
dicircho	तुम	dicircho	तुम	V	PRO;NOM;SG;3
veo	ओट	veo	ओट	V	N;NOM;FEM;SG;3
veo	घूंघट	veo	घूंघट	V	N;NOM;MASC;SG;3
