το	را	ο	را	DET;NOM;DEF;NEUT;SG	PART
γρήγορη	سریع	γρήγορος	سریع	ADJ;NOM;FEM;SG	ADV
γρήγορη	سریع	γρήγορος	سریع	ADJ;NOM;FEM;SG	ADV
γρήγορη	روزه	γρήγορος	روزه	ADJ;NOM;FEM;SG	N;SG
εξοπλισμό	گیر	εξοπλισμός	گرفت#گیر	N;ACC;MASC;SG	
ενδεχομένως	بالقوه	ενδεχομένως	None	ADV	N;SG
εκπαιδευτικό	آموزنده	εκπαιδευτικός	None	ADJ;NOM;NEUT;SG	N;SG
σοβαρή	شدید	σοβαρός	شدید	ADJ;NOM;FEM;SG	N;SG
αποελ	apoel	αποελ	apoel		N;SG
ιατρός	پزشکان	ιατρός	پزشک	N;NOM;MASC;SG	N;PL
βαριά	سنگینی	βαριός	سنگینی	ADV	N;SG
βαριά	سنگین	βαριός	سنگین	ADV	ADJ
ταξίδια	مسافرت	ταξίδι	مسافرت	N;NOM;NEUT;PL	N;SG
ταξίδια	travel	ταξίδι	travel	N;NOM;NEUT;PL	N;SG
ταξίδια	سفر	ταξίδι	سفر	N;NOM;NEUT;PL	N;SG
ταξίδια	سفر	ταξίδι	سفر	N;NOM;NEUT;PL	N;SG
ταξίδια	مسافرت	ταξίδι	مسافرت	N;NOM;NEUT;PL	N;SG
κρις	کریس	κρις	کریس		N;SG
σκοτώσει	کشتن	σκοτώνω	کشتن	V;PFV;NFIN;ACT	N;SG
επιδόσεις	عملکرد	επίδοση	عملکرد	N;NOM;FEM;PL	N;SG
επιδόσεις	اجرا	επίδοση	اجرا	N;NOM;FEM;PL	N;SG
επιδόσεις	کارایی	επίδοση	کارایی	N;NOM;FEM;PL	N;SG
αντικατάσταση	جایگزین	αντικατάσταση	جایگزین	N;ACC;FEM;SG	ADJ
αντικατάσταση	جایگزین	αντικατάσταση	جایگزین	N;ACC;FEM;SG	ADJ
βιομηχανική	صنعتی	βιομηχανικός	صنعتی	ADJ;NOM;FEM;SG	N;SG
κλαμπ	باشگاه	κλαμπ	باشگاه		N;SG
κλαμπ	چماق	κλαμπ	چماق		N;SG
κλαμπ	کلاب	κλαμπ	کلاب		N;SG
κλαμπ	کلوب	κλαμπ	کلوب		N;SG
κλαμπ	کلوپ	κλαμπ	کلوپ		N;SG
κλαμπ	خاج	κλαμπ	خاج		N;SG
εσωτερικά	داخلی	εσωτερικά	داخلی	ADV	ADJ
εσωτερικά	درونی	εσωτερικά	درونی	ADV	ADJ
επιρροές	تاثیر	επιρροή	None	N;NOM;FEM;PL	N;SG
επιρροές	تأثیر	επιρροή	تأثیر	N;NOM;FEM;PL	N;SG
επιρροές	نفوذ	επιρροή	نفوذ	N;NOM;FEM;PL	N;SG
περού	پرو	περ	پرو	PROPN;NOM;NEUT;SG	N;SG
περού	پرو	περ	پرو	PROPN;NOM;NEUT;SG	N;SG
υποχρεώσεις	بدهی	υποχρέωση	None	N;NOM;FEM;PL	N;SG
υποχρεώσεις	وفا	υποχρέωση	وفا	N;NOM;FEM;PL	N;SG
μπράιαν	براین	μπράιαν	براین		ADP
μπράιαν	برایان	μπράιαν	برایان		N;SG
φρανσουά	فرانسوا	φρανσούά	فرانسوا	PROPN;NOM;MASC;SG	N;SG
ιδιωτική	خلوت	ιδιωτικός	None	ADJ;NOM;FEM;SG	N;SG
ιδιωτική	شخصی	ιδιωτικός	شخص	ADJ;NOM;FEM;SG	N;SG
ιδιωτική	سرباز	ιδιωτικός	سرباز	ADJ;NOM;FEM;SG	N;SG
ιδιωτική	private	ιδιωτικός	private	ADJ;NOM;FEM;SG	N;SG
ιδιωτική	خصوصی	ιδιωτικός	خصوصی	ADJ;NOM;FEM;SG	N;SG
θετικά	مثبت	θετικός	مثبت	ADV	ADJ
δυσκολίες	دشواری	δυσκολία	دشوار	N;NOM;FEM;PL	N;SG
δυσκολίες	سختی	δυσκολία	سختی	N;NOM;FEM;PL	N;SG
στάλθηκε	ارسالی	στέλνω	ارسالی	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
ατομικό	شخصی	ατομικός	شخص	ADJ;NOM;NEUT;SG	N;SG
ατομικό	فرد	ατομικός	فرد	ADJ;NOM;NEUT;SG	N;SG
βουλγαρική	بلغاری	βουλγάρικος	بلغاری	ADJ;NOM;FEM;SG	N;SG
αραβική	عرب	αραβικός	عرب	ADJ;NOM;FEM;SG	N;SG
αραβική	عربها	αραβικός	عرب	ADJ;NOM;FEM;SG	N;PL
αραβική	عربی	αραβικός	عربی	ADJ;NOM;FEM;SG	N;SG
αραβική	تازی	αραβικός	تازی	ADJ;NOM;FEM;SG	N;SG
δωρεάν	free	δωρεάν	free		N;SG
δωρεάν	آزادی	δωρεάν	آزادی		N;SG
δωρεάν	رایگان	δωρεάν	None		N;SG
δωρεάν	آزاده	δωρεάν	آزاده		N;SG
δωρεάν	آزاد	δωρεάν	آزاد		ADJ
βελιγραδίου	بلگراد	βελιγράδιο	بل#گرد#آ	PROPN;GEN;NEUT;SG	N;SG
εξετάσεις	امتحان	εξέταση	None	N;NOM;FEM;PL	N;SG
εξετάσεις	معاینه	εξέταση	معاینه	N;NOM;FEM;PL	N;SG
εξετάσεις	آزمون	εξέταση	آزمون	N;NOM;FEM;PL	N;SG
τζαζ	جاز	τζαζ	جاز		N;SG
λάθη	خطاست	λάθος	خطاست	N;NOM;NEUT;PL	N;SG
σόλο	سولو	σόλος	سولو		N;SG
αντάρτες	شورشی	αντάρτης	شورشی	N;NOM;MASC;PL	N;SG
αντάρτες	یاغی	αντάρτης	یاغ	N;NOM;MASC;PL	N;SG
βελιγράδι	بلگراد	βελιγράδι	بل#گرد#آ	PROPN;NOM;NEUT;SG	N;SG
επισήμως	رسما	επίσημα	رسما	ADV	N;SG
επαγγελματικό	حرفهای	επαγγελματικός	حرف	ADJ;NOM;NEUT;SG	N;PL
μαύρα	مشکی	μαύρας	مشکی	N;NOM;NEUT;PL	N;SG
μαύρα	سیاه	μαύρας	سیاه	N;NOM;NEUT;PL	ADJ
μαύρα	سیاهی	μαύρας	سیاهی	N;NOM;NEUT;PL	N;SG
μαύρα	بلک	μαύρας	بلک	N;NOM;NEUT;PL	N;SG
φυσικοί	فیزیکدانان	φυσικός	فیزیکان	ADJ;NOM;MASC;PL	N;PL
φλωρεντία	فلورنس	φλωρεντία	فلورنس	PROPN;NOM;FEM;SG	N;SG
φλωρεντία	فلورانس	φλωρεντία	فلورانس	PROPN;NOM;FEM;SG	N;SG
υψηλότερο	بالاترین	ψηλός	بالا	ADJ;NOM;CMPR;NEUT;SG	ADJ;RL
μεταφορές	انتقال	μεταφορά	انتقال	N;NOM;FEM;PL	N;SG
μεταφορές	ترابری	μεταφορά	None	N;NOM;FEM;PL	N;SG
φάρμακα	دارو	φάρμακο	دارو	N;NOM;NEUT;PL	N;SG
φάρμακα	طب	φάρμακο	طب	N;NOM;NEUT;PL	N;SG
φάρμακα	پزشکی	φάρμακο	پزشکی	N;NOM;NEUT;PL	N;SG
δυναμική	دینامیک	δυναμικός	دینامیک	ADJ;NOM;FEM;SG	N;SG
δυναμική	داینامیک	δυναμικός	داینامیک	ADJ;NOM;FEM;SG	N;SG
δυναμική	پویای	δυναμικός	پویا	ADJ;NOM;FEM;SG	N;SG
δυναμική	پویا	δυναμικός	پویا	ADJ;NOM;FEM;SG	N;SG
δυναμική	دینامیک	δυναμικός	دینامیک	ADJ;NOM;FEM;SG	N;SG
κατάλληλο	مناسبه	κατάλληλος	مناسبه	ADJ;NOM;NEUT;SG	N;SG
συνεργάτες	همتای	συνεργάτης	همتا	N;NOM;MASC;PL	N;SG
συνεργάτες	شریک	συνεργάτης	None	N;NOM;MASC;PL	N;SG
εναλλακτική	متناوب	εναλλακτικός	متناوب	ADJ;NOM;FEM;SG	N;SG
ίαν	لان	ίαν	لان		N;SG
ίαν	ایان	ίαν	ایان		N;SG
χανς	هانس	χανς	هانس		N;SG
στερεά	توپر	στεργώ	توپر	ADV	N;SG
στερεά	یکدست	στεργώ	یکدست	ADV	ADJ
στερεά	جامد	στεργώ	جامد	ADV	N;SG
ισπανός	اسپانیا	ισπανός	اسپانیا	ADJ;NOM;MASC;SG	N;SG
ισπανός	اسپانیایی	ισπανός	اسپانیایی	ADJ;NOM;MASC;SG	N;SG
ρυθμός	نواخت	ρυθμός	نواخت#نواز	N;NOM;MASC;SG	V;SG;3;PST
κάστρα	قصری	κάστρα	قصری	N;NOM;NEUT;PL	N;SG
θεατές	بیننده	θεατός	بیننده	N;NOM;MASC;PL	N;SG
ελαφρά	خفیف	ελαφρά	خفیف	ADV	N;SG
ελαφρά	سخی	ελαφρά	سخی	ADV	N;SG
σεν	شن	σεν	شن		N;SG
σεν	sen	σεν	sen		N;SG
σεν	سن	σεν	سن		N;SG
μέταλλα	متال	μέταλλος	متال	N;NOM;NEUT;PL	N;SG
μέταλλα	فلز	μέταλλος	فلز	N;NOM;NEUT;PL	N;SG
μέταλλα	فلزی	μέταλλος	فلزی	N;NOM;NEUT;PL	N;SG
μέταλλα	قلیایی	μέταλλος	قلیایی	N;NOM;NEUT;PL	N;SG
κέρματα	سکه	κέρμα	سکه	N;NOM;NEUT;PL	N;SG
μαδρίτη	مادرید	μαδρίτη	مادرید	PROPN;ACC;FEM;SG	N;SG
κάρλος	کارلوس	κάρλος	کارلوس	PROPN;NOM;MASC;SG	N;SG
κάρλος	اوس	κάρλος	اوس	PROPN;NOM;MASC;SG	N;SG
πύλες	گیت	πύλη	گرفت#گیر	N;NOM;FEM;PL	N;SG
πύλες	گیتس	πύλη	گیتس	N;NOM;FEM;PL	N;SG
κορίτσι	girl	κορίτσι	girl	N;NOM;NEUT;SG	
ρίο	ریو	ρίο	ریو		N;SG
αρσενικό	آرسنیک	αρσενικός	آرسنیک	ADJ;NOM;NEUT;SG	N;SG
αρσενικό	مذکر	αρσενικός	None	ADJ;NOM;NEUT;SG	N;SG
αρσενικό	نر	αρσενικός	نر	ADJ;NOM;NEUT;SG	N;SG
ψηφιακή	رقمی	ψηφιακός	None	ADJ;NOM;FEM;SG	N;SG
ψηφιακή	digital	ψηφιακός	digital	ADJ;NOM;FEM;SG	N;SG
ψηφιακή	دیجیتالی	ψηφιακός	None	ADJ;NOM;FEM;SG	N;SG
ψηφιακή	دیجیتال	ψηφιακός	None	ADJ;NOM;FEM;SG	N;SG
ηλεκτρονική	الکترونیک	ηλεκτρονικός	None	ADJ;NOM;FEM;SG	N;SG
ηλεκτρονική	electronic	ηλεκτρονικός	electronic	ADJ;NOM;FEM;SG	N;SG
ηλεκτρονική	الکترونیکی	ηλεκτρονικός	None	ADJ;NOM;FEM;SG	N;SG
ηλεκτρονική	الکترونیک	ηλεκτρονικός	None	ADJ;NOM;FEM;SG	N;SG
τεράστιο	بزرگی	τεράστιος	بزرگی	ADJ;NOM;NEUT;SG	N;SG
κομμουνιστικό	کمونیست	κομμουνιστικός	None	ADJ;NOM;NEUT;SG	N;SG
κομμουνιστικό	کمونیستی	κομμουνιστικός	None	ADJ;NOM;NEUT;SG	N;SG
επεκτάθηκε	گسترده	επικτείνω	گسترده	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ
ήλιος	آفتاب	ήλιος	آفتاب	PROPN;NOM;MASC;SG	N;SG
ήλιος	خورشید	ήλιος	خورشید	PROPN;NOM;MASC;SG	N;SG
ήλιος	سون	ήλιος	سون	PROPN;NOM;MASC;SG	N;SG
ήλιος	سان	ήλιος	سان	PROPN;NOM;MASC;SG	
άσπρο	سفید	άσπρο	سفید	N;NOM;NEUT;SG	ADJ
πρόεδροι	جمهور	πρόεδρος	جمهور	N;NOM;MASC;PL	N;SG
τεχνικά	فنی	τεχνικά	فنی	ADV	N;SG
τεχνικά	تکنیکی	τεχνικά	تکنیکی	ADV	N;SG
ιδιοκτήτης	مالکش	ιδιοκτήτης	مالکش	N;NOM;MASC;SG	
θεατρική	تئاتری	θεατρικός	تئا	ADJ;NOM;FEM;SG	N;PL
ωραία	خوبی	ωραίος	خوبی	ADJ;NOM;FEM;SG	N;SG
ωραία	قشنگه	ωραίος	قشنگه	ADJ;NOM;FEM;SG	N;SG
τάσεις	ترند	τάση	ترند	N;NOM;FEM;PL	V;PL;3;PRS
τάσεις	گرایش	τάση	گرایش	N;NOM;FEM;PL	N;SG
τάσεις	روند	τάση	روند	N;NOM;FEM;PL	N;SG
εκτιμήσεις	برآورد	εκτίμηση	برآورد	N;NOM;FEM;PL	N;SG
ολυμπιακοί	المپیک	ολυμπιακός	المپیک	ADJ;NOM;MASC;PL	N;SG
απάντησε	پاسخگویی	απαντώ	پاسخگویی	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
απάντησε	جواب	απαντώ	جواب	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
απάντησε	پاسخ	απαντώ	پاسخ	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
θηλαστικά	پستانداران	θηλαστικά	پستاندار	ADJ;NOM;NEUT;PL	N;PL
επαναστάτες	شورشی	επαναστάτης	شورشی	N;NOM;MASC;PL	N;SG
επαναστάτες	یاغی	επαναστάτης	یاغ	N;NOM;MASC;PL	N;SG
λειτουργούσε	تدابیر	λειτουργώ	None	V;IPFV;IND;SG;3;PST;FIN;ACT	N;PL
φυλακές	زندان	φυλακή	زندان	N;NOM;FEM;PL	N;SG
σαλβαδόρ	سالوادور	σαλβαδόρ	سالوادور		N;SG
ηλεκτρονικό	electronic	ηλεκτρονικός	electronic	ADJ;NOM;NEUT;SG	N;SG
ηλεκτρονικό	الکترونیکی	ηλεκτρονικός	None	ADJ;NOM;NEUT;SG	N;SG
ηλεκτρονικό	الکترونیک	ηλεκτρονικός	None	ADJ;NOM;NEUT;SG	N;SG
κάλεσε	بخوانید	καλώ	خواند#خوان	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;PL;2;PRS
κάλεσε	تماس	καλώ	تماس	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
ανακοινώνει	رضوان	ανακοινώνω	رضوان	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
ηλεκτρική	برق	ηλεκτρικός	برق	ADJ;NOM;FEM;SG	N;SG
ηλεκτρική	electrical	ηλεκτρικός	electrical	ADJ;NOM;FEM;SG	N;SG
ηλεκτρική	الکتریکی	ηλεκτρικός	الکتریکی	ADJ;NOM;FEM;SG	N;SG
ηλεκτρική	برقی	ηλεκτρικός	برق	ADJ;NOM;FEM;SG	N;SG
ηλεκτρική	الکتریکی	ηλεκτρικός	الکتریکی	ADJ;NOM;FEM;SG	N;SG
ηλεκτρική	الکتریک	ηλεκτρικός	الکتریک	ADJ;NOM;FEM;SG	N;SG
ηλεκτρικό	برقی	ηλεκτρικός	برق	ADJ;NOM;NEUT;SG	N;SG
ηλεκτρικό	الکتریکی	ηλεκτρικός	الکتریکی	ADJ;NOM;NEUT;SG	N;SG
ηλεκτρικό	الکتریک	ηλεκτρικός	الکتریک	ADJ;NOM;NEUT;SG	N;SG
αθηνά	آتنا	αθηνός	آتنا	PROPN;NOM;FEM;SG	N;SG
επιπτώσεις	ضربه	επίπτωση	ضربه	N;NOM;FEM;PL	N;SG
επιπτώσεις	اصابت	επίπτωση	اصابت	N;NOM;FEM;PL	N;SG
επιπτώσεις	برخوردی	επίπτωση	برخوردی	N;NOM;FEM;PL	N;SG
επιπτώσεις	برخورد	επίπτωση	برخورد	N;NOM;FEM;PL	N;SG
αγροτική	روستایی	αγροτικός	روستایی	ADJ;NOM;FEM;SG	N;SG
δορυφόρος	ماهواره	δορυφόρος	ماهواره	ADJ;NOM;MASC;SG	N;SG
δορυφόρος	ماهوارهای	δορυφόρος	ماهوار	ADJ;NOM;MASC;SG	N;PL
αρσενικά	ذکور	αρσενικά	None	ADJ;NOM;NEUT;PL	N;SG
αρσενικά	مذکر	αρσενικά	None	ADJ;NOM;NEUT;PL	N;SG
αρσενικά	نر	αρσενικά	نر	ADJ;NOM;NEUT;PL	N;SG
ξέρει	داند	ξέρω	دانست#دان	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS
αθλητικές	اسپورتینگ	αθλητικός	اسپورتینگ	ADJ;NOM;FEM;PL	N;SG
αθλητικές	ورزشی	αθλητικός	ورزشی	ADJ;NOM;FEM;PL	N;SG
λευκά	سپید	λευκός	سپید	N;NOM;NEUT;PL	N;SG
λευκά	وایت	λευκός	وایت	N;NOM;NEUT;PL	N;SG
λευκά	سفید	λευκός	سفید	N;NOM;NEUT;PL	ADJ
μάρκο	مارکو	μάρκο	مارکو		N;SG
μάρκο	مارکو	μάρκο	مارکو		N;SG
υπεύθυνη	مسئول	υπεύθυνος	مسئول	ADJ;NOM;FEM;SG	N;SG
υπεύθυνη	مسول	υπεύθυνος	مسول	ADJ;NOM;FEM;SG	N;SG
υπεύθυνη	مسئولیت	υπεύθυνος	مسئولیت	ADJ;NOM;FEM;SG	N;SG
μόρια	موریا	μόριο	موریا	N;NOM;NEUT;PL	N;SG
μόρια	مولکول	μόριο	مولکول	N;NOM;NEUT;PL	N;SG
αυτόνομη	خودگردان	αυτόνομος	خودگرد	ADJ;NOM;FEM;SG	N;SG
αυτόνομη	خودمختار	αυτόνομος	خودمختار	ADJ;NOM;FEM;SG	N;SG
αιγαίο	اژه	αιγαίος	اژه	PROPN;NOM;NEUT;SG	N;SG
τατουάζ	خالکوبی	τατουάζ	خالکوبی	N;NOM;NEUT;PL	N;SG
τατουάζ	تاتو	τατουάζ	تاتو	N;NOM;NEUT;PL	N;SG
τατουάζ	خالکوبی	τατουάζ	خالکوبی	N;NOM;NEUT;PL	N;SG
διαταγές	فرمان	διαταγή	فرمان	N;NOM;FEM;PL	N;SG
διαταγές	دستور	διαταγή	دستور	N;NOM;FEM;PL	N;SG
παιδεία	تحصیلات	παιδεία	تحصیل	N;NOM;FEM;SG	N;PL
αντίγραφο	تکراری	αντίγραφο	تکراری	N;NOM;NEUT;SG	ADJ
χαλκιδικής	خالکیدیکه	χαλκιδικός	خالکیدیکه	ADJ;GEN;FEM;SG	N;SG
θρησκευτικά	مذهب	θρησκευτικά	مذهب	ADV	N;SG
θρησκευτικά	دین	θρησκευτικά	دین	ADV	N;SG
θρησκευτικά	مذهبی	θρησκευτικά	مذهبی	ADV	ADJ
θρησκευτικά	دینی	θρησκευτικά	دین	ADV	N;SG
μυθιστορήματα	رمان	μυθιστόρημα	رمان	N;NOM;NEUT;PL	N;SG
χένρι	هنری	χένρι	هنری		N;SG
χένρι	آنری	χένρι	آنری		N;SG
αντίθετο	مخالف	αντίθετο	مخالف	ADJ;NOM;NEUT;SG	N;SG
ορολογία	عبارات	ορολογία	عبارت	N;NOM;FEM;SG	N;PL
ορολογία	اصطلاحات	ορολογία	اصطلاح	N;NOM;FEM;SG	N;PL
δημοφιλές	عامه	δημοφιλής	عامه	ADV	N;SG
δημοφιλές	محبوبه	δημοφιλής	محبوبه	ADV	N;SG
δημοφιλές	محبوب	δημοφιλής	محبوب	ADV	N;SG
εντολές	فرمان	εντολή	فرمان	N;NOM;FEM;PL	N;SG
εντολές	دستور	εντολή	دستور	N;NOM;FEM;PL	N;SG
χειρόγραφα	خطی	χειρόγραφο	خطی	N;NOM;NEUT;PL	N;SG
κλινική	مطب	κλινικός	مطب	ADJ;NOM;FEM;SG	N;SG
κλινική	درمانگاه	κλινικός	درمانگاه	ADJ;NOM;FEM;SG	N;SG
κλινική	کلینیک	κλινικός	کلینیک	ADJ;NOM;FEM;SG	N;SG
κλινική	بالینی	κλινικός	بالینی	ADJ;NOM;FEM;SG	N;SG
κάτοχος	مالکش	κάτοχος	مالکش	N;NOM;MASC;SG	
συμμάχους	متحدین	σύμμαχος	None	N;ACC;MASC;PL	N;SG
περιφερειακή	منطقهای	περιφερειακός	منطق	ADJ;NOM;FEM;SG	N;PL
περιφερειακή	محلی	περιφερειακός	محل	ADJ;NOM;FEM;SG	N;SG
προηγούμενα	پیشین	προηγούμενος	پیشین	ADV	N;SG
προηγούμενα	قبلی	προηγούμενος	قبل	ADV	ADJ
διακοπή	بشکند	διακοπή	شکست#شکن	N;ACC;FEM;SG	V;SBJV;SG;3;PRS
αποδοχή	پذیرفت	αποδοχή	پذیرفت#پذیر	N;ACC;FEM;SG	V;SG;3;PST
αποδοχή	پذیرفته	αποδοχή	پذیرفت#پذیر	N;ACC;FEM;SG	V;SG;3;V.PTCP
αποδοχή	قبول	αποδοχή	قبول	N;ACC;FEM;SG	ADJ
άφιξη	ورود	άφιξη	ورود	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
χριστιανούς	مسیحی	χριστιανός	مسیحی	N;ACC;MASC;PL	N;SG
πλεονέκτημα	برتری	πλεονέκτημα	برتری	N;NOM;NEUT;SG	ADJ;CMPR
κόκκινη	رد	κόκκινος	رد	ADJ;NOM;FEM;SG	N;SG
κόκκινη	قرمز	κόκκινος	قرمز	ADJ;NOM;FEM;SG	N;SG
κόκκινη	سرخ	κόκκινος	سرخ	ADJ;NOM;FEM;SG	N;SG
επιστημονικά	علمی	επιστημονικά	علمی	ADV	N;SG
μουσικές	موزیکال	μουσικός	موزیکال	ADJ;NOM;FEM;PL	N;SG
μισέλ	میشل	μισέλ	None		N;SG
πρόθεση	قصدم	πρόθεση	قصدم	N;ACC;FEM;SG	ADV
ψάρια	فیش	ψάριος	فیش	N;NOM;NEUT;PL	N;SG
ψάρια	ماهی	ψάριος	ماهی	N;NOM;NEUT;PL	N;SG
μπιλ	بیل	μπιλ	بیل	PROPN;NOM;MASC;SG	N;SG
παλαιότερο	قدیمیترین	παλιά	قدیمیترین	ADJ;NOM;CMPR;NEUT;SG	ADJ;RL
τέξας	تکزاس	τέξας	تکزاس	PROPN;NOM;NEUT;SG	N;SG
τέξας	تگزاس	τέξας	تگزاس	PROPN;NOM;NEUT;SG	N;SG
διάσημο	معروف	διάσημος	معروف	N;NOM;NEUT;SG	ADJ
τζόνσον	جانسن	τζόνσον	جانسن		N;SG
τζόνσον	جانسون	τζόνσον	جانسون		N;SG
κόστα	کوستا	κόστα	کوستا		N;SG
κόστα	کاستا	κόστα	کاستا		N;SG
θαλάσσια	دریایی	θαλάσσιος	دریا	ADJ;NOM;FEM;SG	N;SG
θαλάσσια	مارین	θαλάσσιος	مارین	ADJ;NOM;FEM;SG	N;SG
μαθηματική	ریاضی	μαθηματικός	ریاضی	ADJ;NOM;FEM;SG	N;SG
τόνι	تونی	τόνι	تونی		V;SBJV
σαμόα	ساموآیی	σαμός	ساموآیی		N;SG
σαμόα	ساموآ	σαμός	ساموآ		N;SG
συντεταγμένες	مختصات	συντεταγμένος	مختصه	ADJ;NOM;FEM;PL	N;SG
έρχονται	میاد	έρχομαι	میاد	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;SG;2;PRS
έρχονται	آمدن	έρχομαι	آمدن	V;IPFV;IND;PL;3;PRS;FIN;PASS	N;SG
μαργαρίτα	مارگرت	μαργαρίτα	مارگرت	PROPN;NOM;FEM;SG	N;SG
μαργαρίτα	مارگارت	μαργαρίτα	مارگارت	PROPN;NOM;FEM;SG	N;SG
μαργαρίτα	مارگریتا	μαργαρίτα	مارگریتا	PROPN;NOM;FEM;SG	N;SG
μαργαρίτα	دیسی	μαργαρίτα	دیسی	PROPN;NOM;FEM;SG	N;SG
μαργαρίτα	دیزی	μαργαρίτα	دیز	PROPN;NOM;FEM;SG	N;SG
μαργαρίτα	مارگاریتا	μαργαρίτα	مارگاریتا	PROPN;NOM;FEM;SG	N;SG
αφροδίτη	آفرودیته	αφροδίτης	آفرودیته	PROPN;NOM;FEM;SG	N;SG
αφροδίτη	ونوس	αφροδίτης	ونوس	PROPN;NOM;FEM;SG	N;SG
αφροδίτη	زهره	αφροδίτης	زهره	PROPN;NOM;FEM;SG	N;SG
αποδεκτή	پسندیده	αποδεκτός	پسندیده	ADJ;NOM;FEM;SG	N;SG
αποδεκτή	مقبول	αποδεκτός	مقبول	ADJ;NOM;FEM;SG	N;SG
αποδεκτή	پذیرفت	αποδεκτός	پذیرفت#پذیر	ADJ;NOM;FEM;SG	V;SG;3;PST
αποδεκτή	پذیرفته	αποδεκτός	پذیرفت#پذیر	ADJ;NOM;FEM;SG	V;SG;3;V.PTCP
σύμπαν	کائنات	σύμπαν	کائن	N;NOM;NEUT;SG	N;PL
διαταραχή	اختلالات	διαταραχή	اختلال	N;NOM;FEM;SG	N;PL
επιστημονικό	علمی	επιστημονικός	علمی	ADJ;NOM;NEUT;SG	N;SG
ακριβή	دقیقی	ακριβός	دقیقی	ADV	N;SG
ακριβή	گران	ακριβός	گران	ADV	N;SG
ακριβή	گرونه	ακριβός	گرونه	ADV	N;SG
παρκ	park	παρκ	park		N;SG
παρκ	پارک	παρκ	None		N;SG
βρυξέλλες	بروکسل	βρυξέλλες	بروکسل	PROPN;NOM;FEM;PL	N;SG
άνθη	گل	άνθη	گل	N;NOM;NEUT;PL	N;SG
συμφώνησε	موافقت	συμφωνώ	موافقت	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
συμφώνησε	موافق	συμφωνώ	موافق	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
συμφώνησε	توافق	συμφωνώ	توافق	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
δημόσιες	همگانی	δημόσιος	همگانی	ADJ;NOM;FEM;PL	N;SG
δημόσιες	public	δημόσιος	public	ADJ;NOM;FEM;PL	N;SG
ανθρώπινα	انسان	ανθρώπινος	انسان	ADJ;NOM;NEUT;PL	N;SG
ανθρώπινα	انسانی	ανθρώπινος	انسانی	ADJ;NOM;NEUT;PL	N;SG
ανθρώπινα	بشر	ανθρώπινος	بشر	ADJ;NOM;NEUT;PL	N;SG
φτερά	پر	φτερά	پر	N;NOM;NEUT;PL	N;SG
αίθουσες	اتاق	αίθουσα	None	N;NOM;FEM;PL	N;SG
αίθουσες	اجدادش	αίθουσα	اجدادش	N;NOM;FEM;PL	N;SG
επιβάτες	مسافر	επιβάτης	مسافر	N;NOM;MASC;PL	N;SG
αξιωματικοί	ماموران	αξιωματικός	None	ADJ;NOM;MASC;PL	N;PL
αξιωματικοί	افسران	αξιωματικός	افسر	ADJ;NOM;MASC;PL	N;PL
σερβικά	صرب	σερβικά	صرب	ADV	N;SG
σερβικά	صربی	σερβικά	صربی	ADV	N;SG
δημοφιλή	عامه	δημοφιλός	عامه	ADV	N;SG
δημοφιλή	محبوبه	δημοφιλός	محبوبه	ADV	N;SG
δημοφιλή	محبوب	δημοφιλός	محبوب	ADV	N;SG
δημοφιλή	پرطرفدار	δημοφιλός	پرطرفدار	ADV	ADJ
ανατροπή	سرنگون	ανατροπή	سرنگون	N;NOM;FEM;SG	ADJ
θεωρητικά	نظری	θεωρητικός	نظری	ADV	N;SG
αντιπολίτευση	مخالفین	αντιπολίτευση	مخالف	N;NOM;FEM;SG	N;PL
εισήλθε	واردشده	εισάλλω	واردشده	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;SG;3;V.PTCP
υποψήφιοι	نامزدها	υποψήφιος	نامزد	ADJ;NOM;MASC;PL	N;PL
υποψήφιοι	کاندیداهای	υποψήφιος	کاندیدا	ADJ;NOM;MASC;PL	N;PL
θρησκευτικό	دینی	θρησκευτικός	دین	ADJ;NOM;NEUT;SG	N;SG
αφιερωμένο	اخلاص	αφιερώνω	اخلاص	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;SG
αφιερωμένο	وقف	αφιερώνω	وقف	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;SG
αζερμπαϊτζάν	اذربایجان	αζερμπαϊτζάν	اذربایج		N;PL
αζερμπαϊτζάν	آذربایجان	αζερμπαϊτζάν	آذربایجان		N;SG
ιωάννα	یوحنا	ιωάννα	یوحنا	PROPN;NOM;FEM;SG	N;SG
