que	cela	que	cela	CONJ	PRO;SG
originales	originale	original	original	ADJ;PL	ADJ;FEM;SG
originales	original	original	original	ADJ;PL	ADJ;MASC;SG
nuclear	nucléaires	nuclear	nucléaire	ADJ;SG	ADJ;MASC;PL
nuclear	nuke	nuclear	nuke	ADJ;SG	N;MASC;SG
escritos	ecrit	escrito	ecrire	N;MASC;PL	V;MASC;SG;PST;V.PTCP
escritos	écrite	escrito	écrire	N;MASC;PL	V;FEM;SG;PST;V.PTCP
escritos	écrit	escrito	écrire	N;MASC;PL	V;MASC;SG;PST;V.PTCP
escritos	écrites	escrito	écrire	N;MASC;PL	V;FEM;PL;PST;V.PTCP
escritos	écrits	escrito	écrit	N;MASC;PL	V;MASC;PL;PST;V.PTCP
escritos	écrits	escrito	écrit	N;MASC;PL	V;MASC;PL;PST;V.PTCP
santander	santander	santander	santander	N;FEM;SG	PROPN
viento	vents	viento	vent	N;MASC;SG	N;MASC;PL
viento	éolienne	viento	éolien	N;MASC;SG	ADJ;FEM;SG
viento	vents	viento	vent	N;MASC;SG	N;MASC;PL
americana	américaines	americana	américain	ADJ;FEM;SG	ADJ;FEM;PL
americana	américains	americana	américain	ADJ;FEM;SG	ADJ;MASC;PL
americana	americana	americana	americano	ADJ;FEM;SG	PROPN
cónyuge	conjoints	cónyuge	conjoint	N;SG	ADJ;MASC;PL
rusa	russes	ruso	russe	ADJ;FEM;SG	ADJ;MASC;PL
salas	salas	sala	salas	N;FEM;PL	PROPN
salas	chambers	sala	chamber	N;FEM;PL	PROPN
peruano	péruvien	peruano	péruvien	N;MASC;SG	ADJ;MASC;SG
peruano	péruviens	peruano	péruvien	N;MASC;SG	ADJ;MASC;PL
peruano	péruvienne	peruano	péruvenir	N;MASC;SG	ADJ;FEM;SG
peruano	péruviennes	peruano	péruvien	N;MASC;SG	ADJ;FEM;PL
liberación	libèrent	liberación	liber	N;FEM;SG	V;IND;PL;3;PRS;FIN
pez	poissons	pez	poisson	N;MASC;SG	N;MASC;PL
pez	pêcher	pez	pêcher	N;MASC;SG	V;NFIN
quería	recherchés	querer	rechercher	V;IND;SG;3;IPFV;FIN	V;MASC;PL;PST;V.PTCP
quería	recherché	querer	rechercher	V;IND;SG;3;IPFV;FIN	V;MASC;SG;PST;V.PTCP
quería	recherchée	querer	rechercher	V;IND;SG;3;IPFV;FIN	V;FEM;SG;PST;V.PTCP
quería	voulu	querer	vouloir	V;IND;SG;3;IPFV;FIN	V;MASC;SG;PST;V.PTCP
atenas	athènes	atena	athène	N;FEM;PL	PROPN
air	aérien	air	aérien	N	ADJ;MASC;SG
georgia	géorgie	georgia	géorgie	ADJ;FEM;SG	PROPN
georgia	georgie	georgia	georgie	ADJ;FEM;SG	N;FEM;SG
caballo	chevaux	caballo	cheval	N;MASC;SG	N;MASC;PL
steve	steve	steve	steve	PROPN	PROPN
significado	signification	significado	signification	ADJ;MASC;SG;V.PTCP	N;FEM;SG
significado	sens	significado	sens	ADJ;MASC;SG;V.PTCP	N;MASC;SG
significado	signifiant	significado	signifier	ADJ;MASC;SG;V.PTCP	V;PRS;V.PTCP
significado	signification	significado	signification	ADJ;MASC;SG;V.PTCP	N;FEM;SG
significado	importance	significado	importance	ADJ;MASC;SG;V.PTCP	N;FEM;SG
cinturón	courroies	cinturón	courroie	N;MASC;SG	N;FEM;PL
cinturón	ceintures	cinturón	ceinture	N;MASC;SG	N;FEM;PL
cinturón	belt	cinturón	belt	N;MASC;SG	PROPN
cordillera	portée	cordillera	porter	N;FEM;SG	V;FEM;SG;PST;V.PTCP
crítico	réviseur	crítico	réviseur	ADJ;MASC;SG	N;MASC;SG
crítico	examinateur	crítico	examinateur	ADJ;MASC;SG	N;MASC;SG
crítico	critiques	crítico	critique	ADJ;MASC;SG	N;MASC;PL
sirvió	servis	servir	servir	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
sirvió	servies	servir	servir	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
sirvió	desservis	servir	desservir	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
interpretado	interprétés	interpretado	interpréter	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
interpretado	interprété	interpretado	interpréter	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
interpretado	interprétée	interpretado	interpréter	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
mis	mis	mi	mettre	DET;PL;1	V;MASC;SG;PST;V.PTCP
motores	moteur	motor	moteur	N;MASC;PL	N;MASC;SG
posibles	possible	posible	possible	ADJ;PL	ADJ;MASC;SG
ganadores	gagnants	ganador	gagnant	N;MASC;PL	ADJ;MASC;PL
pilotos	conducteur	piloto	conducteur	N;PL	N;MASC;SG
mike	mike	mike	mike	PROPN	PROPN
wilson	wilson	wilson	wilson	N;MASC;SG	PROPN
británicos	britanniques	británico	britannique	N;MASC;PL	ADJ;MASC;PL
británicos	britannique	británico	britannique	N;MASC;PL	ADJ;MASC;SG
joe	joe	joe	joe	PROPN	PROPN
sueño	endormie	sueño	endormier	N;MASC;SG	V;FEM;SG;PST;V.PTCP
sueño	endormi	sueño	endormi	N;MASC;SG	V;MASC;SG;PST;V.PTCP
sueño	dormir	sueño	dormir	N;MASC;SG	V;NFIN
sueño	dors	sueño	dors	N;MASC;SG	INTJ
sueño	rêves	sueño	rêve	N;MASC;SG	N;MASC;PL
sueño	dream	sueño	dream	N;MASC;SG	PROPN
sueño	rêver	sueño	rêver	N;MASC;SG	V;NFIN
guinea	guinée	guinea	guiné	N;FEM;SG	ADJ;FEM;SG
guinea	guinéen	guinea	guinéen	N;FEM;SG	ADJ;MASC;SG
guinea	guinéenne	guinea	guinéen	N;FEM;SG	ADJ;FEM;SG
informe	signaler	informe	signaler	N;MASC;SG	V;NFIN
treinta	thirty	treinta	thirty	NUM;PL	PROPN
cercano	proximité	cercano	proximité	ADJ;MASC;SG	N;FEM;SG
tráfico	trafics	tráfico	trafic	N;MASC;SG	N;MASC;PL
medallas	médaille	medalla	médaille	N;FEM;PL	N;FEM;SG
archivos	archivage	archivo	archivage	N;MASC;PL	N;MASC;SG
archivos	archiver	archivo	archiver	N;MASC;PL	V;NFIN
archivos	archive	archivo	archive	N;MASC;PL	N;FEM;SG
dobles	doubles	doble	double	N;PL	ADJ;MASC;PL
dobles	doubler	doble	doubler	N;PL	V;NFIN
dobles	double	doble	double	N;PL	ADJ;MASC;SG
dobles	doubles	doble	double	N;PL	ADJ;MASC;PL
directores	gestionnaires	director	gestionnaire	N;MASC;PL	ADJ;MASC;PL
físico	physicien	físico	physicien	ADJ;MASC;SG	N;MASC;SG
físico	physiques	físico	physique	ADJ;MASC;SG	ADJ;MASC;PL
mediterráneo	méditerranéen	mediterráneo	méditerranéen	N;MASC;SG	ADJ;MASC;SG
mediterráneo	méditerranéenne	mediterráneo	méditerranéen	N;MASC;SG	ADJ;FEM;SG
perdido	loupé	perdido	louper	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
perdido	manqué	perdido	manquer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
perdido	manquée	perdido	manquer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
perdido	raté	perdido	rater	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
perdido	manqués	perdido	manquer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
perdido	perdu	perdido	perdre	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
perdido	perdues	perdido	perdre	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
perdido	perdue	perdido	perdre	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
perdido	lost	perdido	lost	ADJ;MASC;SG;V.PTCP	PROPN
perdido	perdus	perdido	perdre	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
notable	remarquables	notable	remarquable	ADJ;SG	ADJ;MASC;PL
notable	notables	notable	notable	ADJ;SG	ADJ;MASC;PL
notable	notables	notable	notable	ADJ;SG	ADJ;MASC;PL
notable	remarquables	notable	remarquable	ADJ;SG	ADJ;MASC;PL
tengo	got	tener	got	V;IND;SG;1;PRS;FIN	
legal	légales	legal	légal	ADJ;SG	ADJ;FEM;PL
tercero	tiers	tercero	tiers	ADJ;MASC;SG	N;MASC;SG
tercero	third	tercero	third	ADJ;MASC;SG	PROPN
tercero	troisièmement	tercero	troisièmement	ADJ;MASC;SG	ADV
enorme	énormes	enorme	énorme	ADJ;SG	ADJ;MASC;PL
enorme	énormes	enorme	énorme	ADJ;SG	ADJ;MASC;PL
constitucional	constitutionnels	constitucional	constitutionnel	ADJ;SG	ADJ;MASC;PL
constitucional	constitution	constitucional	constitution	ADJ;SG	N;FEM;SG
católicos	catholiques	católico	catholique	N;MASC;PL	ADJ;MASC;PL
católicos	catholique	católico	catholique	N;MASC;PL	ADJ;MASC;SG
católicos	catholiques	católico	catholique	N;MASC;PL	ADJ;MASC;PL
escritura	ecrire	escritura	ecrire	N;FEM;SG	V;NFIN
escritura	écrire	escritura	écrire	N;FEM;SG	V;NFIN
escritura	écrivez	escritura	écrire	N;FEM;SG	V;IMP;PL;2;PRS;FIN
escritura	ecrire	escritura	ecrire	N;FEM;SG	V;NFIN
escritura	écrire	escritura	écrire	N;FEM;SG	V;NFIN
escritura	rédiger	escritura	rédiger	N;FEM;SG	V;NFIN
estadísticas	statistique	estadística	statistique	N;FEM;PL	ADJ;MASC;SG
críticos	critique	crítico	critique	N;MASC;PL	ADJ;MASC;SG
iowa	iowa	iowa	iowa	N;MASC;SG	PROPN
cristiana	chrétiens	cristiano	chrétien	ADJ;FEM;SG	N;MASC;PL
cristiana	christianisme	cristiano	christianisme	ADJ;FEM;SG	N;MASC;SG
cristiana	christian	cristiano	christian	ADJ;FEM;SG	PROPN
ordenó	commandés	ordenar	commander	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
transmisión	transmissions	transmisión	transmission	N;FEM;SG	N;FEM;PL
transmisión	diffuser	transmisión	diffuser	N;FEM;SG	V;NFIN
carne	viandes	carne	viande	N;FEM;SG	N;FEM;PL
ucrania	ukraine	ucrania	ukrainer	N;FEM;SG	ADJ;FEM;SG
ucrania	ukrainiennes	ucrania	ukrainien	N;FEM;SG	ADJ;FEM;PL
ucrania	ukrainien	ucrania	ukrainien	N;FEM;SG	ADJ;MASC;SG
ucrania	ukrainienne	ucrania	ukrainien	N;FEM;SG	ADJ;FEM;SG
ucrania	ukrainiens	ucrania	ukrainien	N;FEM;SG	ADJ;MASC;PL
enviado	expédiées	enviado	expédier	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
enviado	expédiés	enviado	expédié	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
enviado	expédiée	enviado	expédier	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
enviado	expédié	enviado	expédier	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
enviado	émissaire	enviado	émissaire	ADJ;MASC;SG;V.PTCP	N;MASC;SG
enviado	soumise	enviado	soumettre	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
enviado	soumises	enviado	soumettre	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
enviado	présenté	enviado	présenter	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
enviado	soumis	enviado	soumettre	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
enviado	envoyés	enviado	envoyer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
enviado	envoyées	enviado	envoyer	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
enviado	envoyée	enviado	envoyer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
enviado	envoyé	enviado	envoyer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
street	street	street	street	N	PROPN
reparto	jeté	reparto	jeter	N;MASC;SG	V;MASC;SG;PST;V.PTCP
reparto	coulée	reparto	coulée	N;MASC;SG	V;FEM;SG;PST;V.PTCP
reparto	coulé	reparto	coulé	N;MASC;SG	V;MASC;SG;PST;V.PTCP
producida	produite	producido	produire	ADJ;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
producida	produites	producido	produire	ADJ;FEM;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
harry	harry	harry	harry	N;MASC;SG	PROPN
ciertas	certain	cierto	certain	PRO;FEM;PL	ADJ;MASC;SG
ciertas	certaine	cierto	certain	PRO;FEM;PL	ADJ;FEM;SG
alimentos	alimentaire	alimento	alimentaire	N;MASC;PL	ADJ;MASC;SG
alimentos	nourriture	alimento	nourriture	N;MASC;PL	N;FEM;SG
alimentos	alimentation	alimento	alimentation	N;MASC;PL	N;FEM;SG
urbana	urbaines	urbano	urbain	ADJ;FEM;SG	ADJ;FEM;PL
urbana	urbains	urbano	urbain	ADJ;FEM;SG	ADJ;MASC;PL
urbana	urbana	urbano	urbana	ADJ;FEM;SG	PROPN
participa	participez	participar	participer	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
casado	mariées	casado	marier	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
casado	mariés	casado	marier	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
casado	mariée	casado	marier	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
casado	marié	casado	marier	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
abierta	ouverte	abierto	ouvrir	ADJ;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
abierta	ouvrez	abierto	ouvrir	ADJ;FEM;SG;V.PTCP	V;IMP;PL;2;PRS;FIN
abierta	ouvert	abierto	ouvrir	ADJ;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
abierta	ouverture	abierto	ouverture	ADJ;FEM;SG;V.PTCP	N;FEM;SG
abierta	ouvrir	abierto	ouvrir	ADJ;FEM;SG;V.PTCP	V;NFIN
votar	vote	votar	vote	V;NFIN	N;MASC;SG
votar	votants	votar	votant	V;NFIN	N;MASC;PL
terminal	terminal	terminal	terminal	ADJ;SG	N;MASC;SG
terminal	terminaux	terminal	terminal	ADJ;SG	N;MASC;PL
terminal	terminus	terminal	terminus	ADJ;SG	N;MASC;SG
janeiro	janeiro	janeiro	janeiro	N;MASC;SG	PROPN
redes	réseautage	red	réseautage	N;FEM;PL	N;MASC;SG
redes	réseau	red	réseau	N;FEM;PL	N;MASC;SG
estreno	première	estreno	premier	N;MASC;SG	ADJ;FEM;SG
estreno	premiere	estreno	premier	N;MASC;SG	ADJ;FEM;SG
fortaleza	fortaleza	fortaleza	fortaleza	N;FEM;SG	PROPN
fortaleza	forteresses	fortaleza	forteresse	N;FEM;SG	N;FEM;PL
fortaleza	fort	fortaleza	fort	N;FEM;SG	ADV
deriva	dérive	derivar	dérive	V;IND;SG;3;PRS;FIN	N;FEM;SG
deriva	dérivants	derivar	dérivant	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL
deriva	dérive	derivar	dérive	V;IND;SG;3;PRS;FIN	N;FEM;SG
democrática	démocrate	democrático	démocrate	ADJ;FEM;SG	N;MASC;SG
democrática	démocratiques	democrático	démocratique	ADJ;FEM;SG	ADJ;MASC;PL
electrónica	électroniques	electrónico	électronique	ADJ;FEM;SG	ADJ;MASC;PL
cristóbal	cristobal	cristóbal	cristobal	ADJ;SG	PROPN
cristóbal	cristóbal	cristóbal	cristóbal	ADJ;SG	PROPN
cristóbal	christopher	cristóbal	christopher	ADJ;SG	N;MASC;SG
cristóbal	christophe	cristóbal	christophe	ADJ;SG	N;MASC;SG
herrera	herrera	herrera	herrer	N;FEM;SG	PROPN
diccionario	dictionnaires	diccionario	dictionnaire	N;MASC;SG	N;MASC;PL
consigue	obtenez	conseguir	obtenir	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
consulta	consultez	consulta	consulter	N;FEM;SG	V;IMP;PL;2;PRS;FIN
consulta	consulter	consulta	consulter	N;FEM;SG	V;NFIN
debate	discussions	debate	discussion	N;MASC;SG	N;FEM;PL
debate	débats	debate	débat	N;MASC;SG	N;MASC;PL
descubre	découvrez	descubrir	découvrir	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
descubre	découverte	descubrir	découvrir	V;IND;SG;3;PRS;FIN	V;FEM;SG;PST;V.PTCP
jiménez	jiménez	jiménez	jiméner	PROPN	PROPN
jiménez	jiménez	jiménez	jiméner	PROPN	PROPN
jiménez	jimenez	jiménez	jimene	PROPN	PROPN
personales	personnel	personal	personnel	ADJ;PL	N;MASC;SG
personales	personnelle	personal	personnel	ADJ;PL	ADJ;FEM;SG
ácido	acid	ácido	acid	N;MASC;SG	PROPN
ácido	acides	ácido	acide	N;MASC;SG	N;MASC;PL
infancia	enfants	infancia	enfant	N;FEM;SG	N;MASC;PL
espacial	espace	espacial	espace	ADJ;SG	N;MASC;SG
oscuro	noir	oscuro	noir	ADJ;MASC;SG	N;MASC;SG
oscuro	obscures	oscuro	obscur	ADJ;MASC;SG	ADJ;FEM;PL
oscuro	obscurs	oscuro	obscur	ADJ;MASC;SG	ADJ;MASC;PL
verdadero	vrais	verdadero	vrai	ADJ;MASC;SG	ADJ;MASC;PL
verdadero	true	verdadero	true	ADJ;MASC;SG	N;MASC;SG
segundos	seconds	segundo	second	N;MASC;PL	ADJ;MASC;PL
segundos	second	segundo	second	N;MASC;PL	ADJ;MASC;SG
segundos	deuxième	segundo	deuxième	N;MASC;PL	ADJ;MASC;SG
segundos	deuxieme	segundo	deuxieme	N;MASC;PL	ADJ;MASC;SG
segundos	seconde	segundo	second	N;MASC;PL	ADJ;FEM;SG
margen	marges	margen	marge	N;SG	N;FEM;PL
cañón	cannon	cañón	cannon	N;MASC;SG	PROPN
cañón	canons	cañón	canon	N;MASC;SG	N;MASC;PL
religioso	religieuses	religioso	religieux	ADJ;MASC;SG	ADJ;FEM;PL
net	net	net	net	N	ADJ;MASC;SG
zamora	zamora	zamora	zamora	N;FEM;SG	PROPN
columna	colonnes	columna	colonne	N;FEM;SG	N;FEM;PL
high	élevée	high	élever	N	V;FEM;SG;PST;V.PTCP
high	hautes	high	haut	N	ADJ;FEM;PL
high	haut	high	haut	N	ADJ;MASC;SG
high	haute	high	haut	N	ADJ;FEM;SG
high	élevé	high	élevé	N	ADJ;MASC;SG
danza	danser	danza	danser	N;FEM;SG	V;NFIN
danza	danses	danza	danse	N;FEM;SG	N;FEM;PL
danza	danser	danza	danser	N;FEM;SG	V;NFIN
danza	dansant	danza	danser	N;FEM;SG	V;PRS;V.PTCP
veinte	twenty	veinte	twenty	NUM;PL	PROPN
veinte	twenties	veinte	twentie	NUM;PL	ADJ;MASC;SG
desarrolla	développez	desarrollar	développer	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
periodistas	reporters	periodista	reporter	N;PL	N;MASC;SG
asunción	asunción	asunción	asunción	N;FEM;SG	PROPN
fondos	fonds	fondo	fonds	N;MASC;PL	N;MASC;SG
fondos	fonds	fondo	fonds	N;MASC;PL	N;MASC;SG
salvo	salvo	salvo	salvo	ADP	PROPN
salvo	salve	salvo	salve	ADP	N;FEM;SG
salvo	excepté	salvo	excepté	ADP	
pensamiento	réfléchi	pensamiento	réfléchir	N;MASC;SG	V;MASC;SG;PST;V.PTCP
pensamiento	pensais	pensamiento	penser	N;MASC;SG	V;IND;SG;1;IPFV;FIN
pensamiento	pensé	pensamiento	pensé	N;MASC;SG	V;MASC;SG;PST;V.PTCP
pensamiento	réfléchir	pensamiento	réfléchir	N;MASC;SG	V;NFIN
pensamiento	pensant	pensamiento	penser	N;MASC;SG	V;PRS;V.PTCP
pensamiento	penser	pensamiento	penser	N;MASC;SG	V;NFIN
pensamiento	réflexions	pensamiento	réflexion	N;MASC;SG	N;FEM;PL
pensamiento	pensées	pensamiento	penser	N;MASC;SG	V;FEM;PL;PST;V.PTCP
leer	lecture	leer	lecture	V;NFIN	N;FEM;SG
leer	lecture	leer	lecture	V;NFIN	N;FEM;SG
declaración	énoncé	declaración	énoncer	N;FEM;SG	V;MASC;SG;PST;V.PTCP
deportistas	sportifs	deportista	sportif	N;PL	ADJ;MASC;PL
mala	bad	malo	bad	ADJ;FEM;SG	N;MASC;SG
mala	mal	malo	mal	ADJ;FEM;SG	ADV
mala	mala	malo	mala	ADJ;FEM;SG	PROPN
asesinado	assassiné	asesinado	assassiner	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
asesinado	assassinés	asesinado	assassiner	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
asesinado	tué	asesinado	tuer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
asesinado	assassinée	asesinado	assassiner	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
asesinado	assassiné	asesinado	assassiner	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
asesinado	assassinés	asesinado	assassiner	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
asesinado	tué	asesinado	tuer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
asesinado	tuée	asesinado	tuer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
asesinado	tués	asesinado	tuer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
argumento	arguments	argumento	argument	N;MASC;SG	N;MASC;PL
online	online	online	online		N;MASC;SG
portal	portal	portal	portal	N;MASC;SG	PROPN
médicos	médicaux	médico	médical	N;MASC;PL	ADJ;MASC;PL
médicos	médicale	médico	médical	N;MASC;PL	ADJ;FEM;SG
médicos	médical	médico	médical	N;MASC;PL	ADJ;MASC;SG
buenas	bien	buen	bien	ADJ;FEM;PL	ADV
buenas	bonne	buen	bon	ADJ;FEM;PL	ADJ;FEM;SG
buenas	bon	buen	bon	ADJ;FEM;PL	ADJ;MASC;SG
nicaragua	nicaraguayen	nicaragua	nicaraguayen	PROPN	ADJ;MASC;SG
nicaragua	nicaragua	nicaragua	nicaragua	PROPN	PROPN
económicas	économie	económico	économie	ADJ;FEM;PL	N;FEM;SG
económicas	economie	económico	économie	ADJ;FEM;PL	N;FEM;SG
económicas	économique	económico	économique	ADJ;FEM;PL	ADJ;MASC;SG
económicas	economique	económico	economique	ADJ;FEM;PL	ADJ;MASC;SG
regionales	régional	regional	régional	ADJ;PL	ADJ;MASC;SG
rodrigo	rodrigo	rodrigo	rodrigo	N;MASC;SG	PROPN
mancha	teinté	mancha	teinter	N;FEM;SG	V;MASC;SG;PST;V.PTCP
conocidas	connues	conocido	connaître	ADJ;FEM;PL;V.PTCP	V;FEM;PL;PST;V.PTCP
conocidas	connue	conocido	connaître	ADJ;FEM;PL;V.PTCP	V;FEM;SG;PST;V.PTCP
conocidas	connus	conocido	connaître	ADJ;FEM;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
conocidas	connu	conocido	connaître	ADJ;FEM;PL;V.PTCP	V;MASC;SG;PST;V.PTCP
retirado	retraités	retirado	retraiter	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
retirado	retraite	retirado	retraite	ADJ;MASC;SG;V.PTCP	N;FEM;SG
retirado	retraité	retirado	retraité	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
envió	envoyés	enviar	envoyer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
envió	envoyées	enviar	envoyer	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
baile	danser	baile	danser	N;MASC;SG	V;NFIN
baile	danses	baile	danse	N;MASC;SG	N;FEM;PL
baile	danser	baile	danser	N;MASC;SG	V;NFIN
baile	dansant	baile	danser	N;MASC;SG	V;PRS;V.PTCP
fundamental	fondamentaux	fundamental	fondamental	ADJ;SG	ADJ;MASC;PL
relevante	pertinentes	relevante	pertinent	ADJ;SG	ADJ;FEM;PL
relevante	pertinents	relevante	pertinent	ADJ;SG	ADJ;MASC;PL
fox	renard	fox	renard	PROPN	N;MASC;SG
fox	fox	fox	fox	PROPN	PROPN
fox	renards	fox	renard	PROPN	N;MASC;PL
paseo	chevaucher	paseo	chevaucher	N;MASC;SG	V;NFIN
paseo	marcher	paseo	marcher	N;MASC;SG	V;NFIN
menciona	mentions	mencionar	mention	V;IND;SG;3;PRS;FIN	N;FEM;PL
menciona	mention	mencionar	mention	V;IND;SG;3;PRS;FIN	N;FEM;SG
green	verte	green	vert	N;SG	ADJ;FEM;SG
green	vert	green	vert	N;SG	ADJ;MASC;SG
green	vertes	green	vert	N;SG	ADJ;FEM;PL
famosa	célèbres	famoso	célèbre	ADJ;FEM;SG	ADJ;MASC;PL
brian	brian	brian	brian	PROPN	PROPN
espera	attends	esperar	attendre	V;IND;SG;3;PRS;FIN	V;IMP;PL;1;PRS;FIN
espera	attendez	esperar	attendre	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
encargado	commandé	encargado	commander	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
encargado	commandée	encargado	commander	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
encargado	commandées	encargado	commander	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
diseñado	conçu	diseñado	concevoir	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
diseñado	conçues	diseñado	concevoir	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
diseñado	conçue	diseñado	concevoir	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
diseñado	conçus	diseñado	concevoir	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
reciente	récents	reciente	récent	ADJ;SG	ADJ;MASC;PL
reciente	récentes	reciente	récent	ADJ;SG	ADJ;FEM;PL
intereses	intérêt	interés	intérêt	N;MASC;PL	N;MASC;SG
mercedes	mercedes	merced	mercede		N;FEM;PL
christian	chrétiens	christiar	chrétien	PROPN	N;MASC;PL
christian	christianisme	christiar	christianisme	PROPN	N;MASC;SG
christian	chrétienne	christiar	chrétien	PROPN	ADJ;FEM;SG
christian	christian	christiar	christian	PROPN	PROPN
christian	chrétien	christiar	chrétien	PROPN	ADJ;MASC;SG
esteban	stéphane	estar	stéphane	PROPN	PROPN
esteban	stephen	estar	stephen	PROPN	PROPN
esteban	étienne	estar	étien	PROPN	N;MASC;SG
esteban	stéphane	estar	stéphane	PROPN	PROPN
esteban	stefan	estar	stefan	PROPN	PROPN
esteban	esteban	estar	esteban	PROPN	PROPN
vicepresidente	mœurs	vicepresidente	mœur	N;MASC;SG	N;FEM;PL
canarias	canarias	canario	canarias	N;FEM;PL	PROPN
canarias	canari	canario	canari	N;FEM;PL	N;MASC;SG
disputa	contesté	disputa	contester	N;FEM;SG	V;MASC;SG;PST;V.PTCP
disputa	disputées	disputa	disputer	N;FEM;SG	V;FEM;PL;PST;V.PTCP
disputa	contestées	disputa	contester	N;FEM;SG	V;FEM;PL;PST;V.PTCP
disputa	contestée	disputa	contester	N;FEM;SG	V;FEM;SG;PST;V.PTCP
ave	ave	ave	avoir	N;FEM;SG	
ave	oiseaux	ave	oiseau	N;FEM;SG	N;MASC;PL
ave	bird	ave	bird	N;FEM;SG	PROPN
astronómicos	astronomique	astronómico	astronomique	ADJ;MASC;PL	ADJ;MASC;SG
