les	az	le	az	DET;DEF;PL	
gray	gray	gray	gray	PROPN	
gray	szürke	gray	szürke	PROPN	
emmanuel	emmanuel	emmanuel	emmanuel	N;MASC;SG	
boulevard	boulevard	boulevard	boulevard	N;MASC;SG	
interdit	tilos	interdire	tilos	V;MASC;SG;PST;V.PTCP	
interdit	tilos	interdire	tilos	V;MASC;SG;PST;V.PTCP	
entier	egészben	entier	egészben	ADJ;MASC;SG	N;IN+ESS;SG
entier	egész	entier	egész	ADJ;MASC;SG	
contemporain	kortárs	contemporain	kortárs	ADJ;MASC;SG	N;NOM;SG
preuve	bizonyítékok	preuve	bizonyítékok	N;FEM;SG	N;NOM;PL
immédiatement	azonnal	immédiatement	azonnal	ADV	
immédiatement	azonnali	immédiatement	azonnali	ADV	
anvers	antwerpen	anvers	antperp	PROPN	N;NOM;SG
giovanni	giovanni	giovanni	giovan	PROPN	
courses	races	course	races	N;FEM;PL	
courses	racing	course	racing	N;FEM;PL	
sable	sandy	sable	sandy	N;MASC;SG	
présents	ajándék	présent	ajándék	ADJ;MASC;PL	N;NOM;SG
présents	jelen	présent	jelen	ADJ;MASC;PL	
courte	rövid	court	rövid	ADJ;FEM;SG	
courte	röviden	court	röviden	ADJ;FEM;SG	
domicile	otthon	domicile	otthon	N;MASC;SG	
domicile	itthon	domicile	itthon	N;MASC;SG	
domicile	haza	domicile	haza	N;MASC;SG	
domicile	lakóhely	domicile	lakóhely	N;MASC;SG	
aime	szeretettel	aimer	szeretet	V;IND;SG;3;PRS;FIN	N;INS;SG
aime	love	aimer	love	V;IND;SG;3;PRS;FIN	
aime	szeretet	aimer	szeretet	V;IND;SG;3;PRS;FIN	N;NOM;SG
aime	szerelem	aimer	szerelem	V;IND;SG;3;PRS;FIN	N;NOM;SG
aime	mint	aimer	mint	V;IND;SG;3;PRS;FIN	CONJ
aime	like	aimer	lik	V;IND;SG;3;PRS;FIN	
aime	kedvel	aimer	kedvel	V;IND;SG;3;PRS;FIN	
orientale	keletre	oriental	keletr	ADJ;FEM;SG	N;ON+ALL;SG
orientale	keleti	oriental	keleti	ADJ;FEM;SG	
orientale	kelet	oriental	kelet	ADJ;FEM;SG	
orientale	keleti	oriental	keleti	ADJ;FEM;SG	
orientale	kelet	oriental	kelet	ADJ;FEM;SG	
orientale	keleti	oriental	keleti	ADJ;FEM;SG	
flore	flora	flore	flora	N;FEM;SG	
noblesse	nemes	noblesse	nemes	N;FEM;SG	
noblesse	noble	noblesse	noble	N;FEM;SG	
précise	pontos	précis	pontos	ADJ;FEM;SG	
précise	precíz	précis	precíz	ADJ;FEM;SG	
secondaires	középfokú	secondaire	középfokú	ADJ;MASC;PL	N;NOM;SG
secondaires	másodlagos	secondaire	másodlagos	ADJ;MASC;PL	ADJ;NOM;SG
chercher	keresés	chercher	keresés	V;NFIN	
évaluation	értékelési	évaluation	értékelési	N;FEM;SG	ADJ;NOM;SG
classification	osztályozási	classification	osztályozási	N;FEM;SG	ADJ;NOM;SG
détruit	elpusztít	détruire	elpusztít	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
détruit	pusztít	détruire	pusztít	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
chacune	mindegyik	chacun	mindegyik	PRO;FEM;SG	
liaison	összekötő	liaison	összekötő	N;FEM;SG	ADJ;NOM;SG
disparition	eltűnő	disparition	eltűnő	N;FEM;SG	
disparition	eltűnni	disparition	eltűni	N;FEM;SG	V;NFIN;ACT
échec	bukta	échec	bukta	N;MASC;SG	
échec	elbukott	échec	elbukott	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
échec	sikertelen	échec	sikertelen	N;MASC;SG	
serveur	szerverek	serveur	szerver	N;MASC;SG	N;NOM;PL
serveur	kiszolgáló	serveur	kiszolgáló	N;MASC;SG	
liée	kapcsolt	lier	kapcsolt	V;FEM;SG;PST;V.PTCP	
liée	kapcsolódó	lier	kapcsolódó	V;FEM;SG;PST;V.PTCP	ADJ;NOM;SG
liée	összekapcsolt	lier	összekapcsolt	V;FEM;SG;PST;V.PTCP	
hausse	emelkedő	hausse	emelkedő	N;FEM;SG	ADJ;NOM;SG
hausse	emelkedik	hausse	emelkedik	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
oise	oise	oise	oise	N;MASC;SG	PROPN;NOM;SG
carl	carl	carl	carl	PROPN	
chien	kutyák	chien	kutya	N;MASC;SG	N;NOM;PL
chien	kutyáknak	chien	kutya	N;MASC;SG	N;DAT;PL
tenu	tartották	tenir	tart	V;MASC;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
tenu	tartottak	tenir	tart	V;MASC;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
urss	szovjetunió	urss	szovjetunió	PROPN	
correspondant	tudósító	correspondre	tudósító	V;PRS;V.PTCP	ADJ;NOM;SG
correspondant	egyező	correspondre	egyező	V;PRS;V.PTCP	
nul	null	nul	null	PRO	
nationaux	nemzeti	national	nemzeti	ADJ;MASC;PL	ADJ;NOM;SG
nationaux	országos	national	országos	ADJ;MASC;PL	ADJ;NOM;SG
nationaux	national	national	national	ADJ;MASC;PL	
nationaux	állampolgárok	national	állampolgár	ADJ;MASC;PL	N;NOM;PL
marqué	megjelöltek	marquer	meg+jelöl	V;MASC;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
marqué	megjelölt	marquer	megjelölt	V;MASC;SG;PST;V.PTCP	
marqué	jelölt	marquer	jelöl	V;MASC;SG;PST;V.PTCP	
marqué	megjelöltek	marquer	meg+jelöl	V;MASC;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
marqué	megjelölt	marquer	megjelölt	V;MASC;SG;PST;V.PTCP	
marqué	megjelölve	marquer	megjelölve	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
secondes	másodperc	seconde	másodperc	N;FEM;PL	
requête	kérelem	requête	kérel	N;FEM;SG	
studios	studios	studio	studios	N;MASC;PL	
ruisseau	creek	ruisseau	cr	N;MASC;SG	
ruisseau	brook	ruisseau	brook	N;MASC;SG	
roche	roche	roche	roche	N;FEM;SG	
publiques	nyilvános	public	nyilvános	ADJ;FEM;PL	ADJ;NOM;SG
publiques	nyilvánosság	public	nyilvánosság	ADJ;FEM;PL	N;NOM;SG
publiques	nyilvánosan	public	nyilvános	ADJ;FEM;PL	ADJ;FRML;SG
publiques	publikus	public	publikus	ADJ;FEM;PL	
connus	ismeretes	connaître	ismeretes	V;MASC;PL;PST;V.PTCP	
connus	ismert	connaître	ismert	V;MASC;PL;PST;V.PTCP	
org	org	org	org		N;NOM;SG
françoise	françoise	françois	franóoise	ADJ;FEM;SG	N;NOM;SG
françoise	joanne	françois	joan	ADJ;FEM;SG	
françoise	frances	françois	frances	ADJ;FEM;SG	PROPN;NOM;SG
spécial	különleges	spécial	különleges	ADJ;MASC;SG	
foi	faith	foi	faith	N;FEM;SG	
professionnels	profik	professionnel	profik	ADJ;MASC;PL	N;NOM;PL
professionnels	szakemberek	professionnel	szakember	ADJ;MASC;PL	N;NOM;PL
professionnels	szakmai	professionnel	szakmai	ADJ;MASC;PL	ADJ;NOM;SG
professionnels	profi	professionnel	profi	ADJ;MASC;PL	
professionnels	professzionális	professionnel	professzionális	ADJ;MASC;PL	ADJ;NOM;SG
récemment	mostanában	récemment	mostanában	ADV	N;IN+ESS;SG
munich	münchen	munich	münchen	PROPN	N;NOM;SG
voici	itt	voici	itt	V	ADV
vii	vii	vii	vii	NUM	
pêche	halászati	pêche	halászati	N;FEM;SG	ADJ;NOM;SG
pêche	barack	pêche	barack	N;FEM;SG	
pêche	halászati	pêche	halászati	N;FEM;SG	ADJ;NOM;SG
pêche	halászati	pêche	halászati	N;FEM;SG	ADJ;NOM;SG
complètement	teljesen	complètement	teljes	ADV	ADJ;FRML;SG
complètement	teljesen	complètement	teljes	ADV	ADJ;FRML;SG
complètement	teljesen	complètement	teljes	ADV	ADJ;FRML;SG
volumes	kötet	volume	kötet	N;MASC;PL	N;NOM;SG
volumes	volumen	volume	volumen	N;MASC;PL	
alger	algír	alger	algír	PROPN	
tir	lő	tir	lő	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
tir	lőtt	tir	lőtt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
tir	lelőtték	tir	lelőt	N;MASC;SG	V;DEF;IND;PL;3;PST;FIN;ACT
tir	tir	tir	tir	N;MASC;SG	
puits	hát	puits	hát	N;MASC;SG	
puits	wells	puits	wells	N;MASC;SG	
salles	szoba	salle	szoba	N;FEM;PL	N;NOM;SG
unies	united	uni	united	ADJ;FEM;PL	
unies	egyesült	uni	egyesül	ADJ;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
européennes	európai	européen	európai	ADJ;FEM;PL	ADJ;NOM;SG
appellation	megjelölés	appellation	megjelölés	N;FEM;SG	
facilement	könnyen	facilement	könnyű	ADV	ADJ;FRML;SG
facilement	könnyedén	facilement	könnyed	ADV	
benoît	benedict	benoît	benedict	N;MASC;SG	
benoît	benedek	benoît	bened	N;MASC;SG	
benoît	benoît	benoît	beno	N;MASC;SG	PROPN;NOM;SG
benoît	benoit	benoît	benoi	N;MASC;SG	
souhaite	kívánom	souhaiter	kíván	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
souhaite	kívánság	souhaiter	kívánság	V;IND;SG;3;PRS;FIN	N;NOM;SG
souhaite	bárcsak	souhaiter	bárcsak	V;IND;SG;3;PRS;FIN	
souhaite	kívánság	souhaiter	kívánság	V;IND;SG;3;PRS;FIN	N;NOM;SG
coups	feles	coup	feles	N;MASC;PL	
coups	lövés	coup	lövés	N;MASC;PL	N;NOM;SG
coups	fúj	coup	fúj	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
johnson	johnson	johnson	johnson	N;MASC;SG	
hongrois	magyarok	hongrois	magyar	ADJ;MASC;SG	N;NOM;PL
hongrois	magyarul	hongrois	magyar	ADJ;MASC;SG	
hongrois	magyarok	hongrois	magyar	ADJ;MASC;SG	N;NOM;PL
hongrois	hungarian	hongrois	hungarian	ADJ;MASC;SG	
mineures	fiatalkorúak	mineur	fiatalkorú	ADJ;FEM;PL	N;NOM;PL
mineures	kiskorúak	mineur	kiskorú	ADJ;FEM;PL	N;NOM;PL
mineures	kiskorú	mineur	kiskorú	ADJ;FEM;PL	N;NOM;SG
mineures	kiskorú	mineur	kiskorú	ADJ;FEM;PL	N;NOM;SG
mineures	kisebb	mineur	kis	ADJ;FEM;PL	ADJ;NOM;CMPR;SG
pieds	láb	pied	láb	N;MASC;PL	N;NOM;SG
pieds	gyalog	pied	gyalog	N;MASC;PL	
pieds	láb	pied	láb	N;MASC;PL	N;NOM;SG
pensée	hittem	pensée	hit	N;FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
pensée	gondoltam	pensée	gondol	N;FEM;SG	V;INDF;IND;SG;1;PST;FIN;ACT
pensée	gondolkodik	pensée	gondolkodik	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
pensée	gondolkodom	pensée	gondolkodik	N;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
pensée	gondolkodó	pensée	gondolkodó	N;FEM;SG	
phénomène	jelenségek	phénomène	jelenség	N;MASC;SG	N;NOM;PL
bel	bel	beau	bel	ADJ;MASC;SG	
utilisées	használt	utiliser	használt	V;FEM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utilisées	felhasznált	utiliser	felhasznált	V;FEM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vaste	széles	vaste	széles	ADJ;MASC;SG	N;NOM;SG
relais	relék	relais	relék	N;MASC;SG	N;NOM;PL
roy	roy	roy	roy	PROPN	PROPN;NOM;SG
exemples	példa	exemple	példa	N;MASC;PL	N;NOM;SG
marins	tengerész	marin	tengerész	N;MASC;PL	N;NOM;SG
marins	tengeri	marin	tengeri	N;MASC;PL	
marins	tengerészgyalogos	marin	tengerészgyalogos	N;MASC;PL	N;NOM;SG
tendance	trend	tendance	trend	N;FEM;SG	
tendance	trendi	tendance	trendi	N;FEM;SG	
tendance	divatos	tendance	divatos	N;FEM;SG	ADJ;NOM;SG
tendance	aktuális	tendance	aktuális	N;FEM;SG	ADJ;NOM;SG
libéral	liberális	libéral	liberális	ADJ;MASC;SG	
libéral	liberálisok	libéral	liberális	ADJ;MASC;SG	N;NOM;PL
orientation	orientációs	orientation	orientációs	N;FEM;SG	ADJ;NOM;SG
xxx	xxx	xxx	xxx		N;NOM;SG
congo	kongói	congo	kongói	N;MASC;SG	
street	utca	street	utca	PROPN	N;NOM;SG
moselle	moselle	moselle	mosel	N;FEM;SG	
multiples	többszörös	multiple	többszörös	ADJ;MASC;PL	N;NOM;SG
multiples	többszörösen	multiple	többszörös	ADJ;MASC;PL	ADJ;FRML;SG
indien	indián	indien	indián	ADJ;MASC;SG	
comptes	beszámoló	compte	beszámoló	N;MASC;PL	ADJ;NOM;SG
calendrier	ütemterv	calendrier	ütemterv	N;MASC;SG	
aérienne	légi	aérien	légi	ADJ;FEM;SG	
aérienne	antenna	aérien	ant	ADJ;FEM;SG	N;NOM;SG
avenir	jövőbeli	avenir	jövőbeli	N;MASC;SG	ADJ;NOM;SG
avenir	jövő	avenir	jövő	N;MASC;SG	ADJ;NOM;SG
mécanique	mechanika	mécanique	mechanika	ADJ;MASC;SG	N;NOM;SG
mécanique	szerelők	mécanique	szerelő	ADJ;MASC;SG	N;NOM;PL
mécanique	mechanikai	mécanique	mechanikai	ADJ;MASC;SG	N;NOM;SG
mécanique	mechanikus	mécanique	mechanikus	ADJ;MASC;SG	N;NOM;SG
jérusalem	jeruzsálem	jérusalem	jeruzsálem	ADJ;MASC;SG	N;NOM;SG
étrangers	idegenek	étranger	ideg	ADJ;MASC;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
étrangers	földönkívüliek	étranger	földönkívüli	ADJ;MASC;PL	N;NOM;PL
étrangers	idegenek	étranger	ideg	ADJ;MASC;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
étrangers	külföldiek	étranger	külföldi	ADJ;MASC;PL	N;NOM;PL
réel	real	réel	real	ADJ;MASC;SG	
réel	igazi	réel	igazi	ADJ;MASC;SG	
réel	valódi	réel	valódi	ADJ;MASC;SG	
jim	jim	jim	jim	PROPN	
mauvais	bad	mauvais	bad	ADJ;MASC;SG	
mauvais	rosz	mauvais	rosz	ADJ;MASC;SG	
mauvais	rossz	mauvais	rossz	ADJ;MASC;SG	
brian	brian	brian	brian	PROPN	
plaine	sima	plaine	sima	N;FEM;SG	
perte	veszteségek	perte	veszteség	N;FEM;SG	N;NOM;PL
aires	aires	aire	aires	N;FEM;PL	
méthodes	módszer	méthode	módszer	N;FEM;PL	N;NOM;SG
candidats	tagjelölt	candidat	tagjelölt	N;MASC;PL	N;NOM;SG
candidats	pályázó	candidat	pályázó	N;MASC;PL	ADJ;NOM;SG
candidats	jelölt	candidat	jelöl	N;MASC;PL	
candidats	kérelmező	candidat	kérelmező	N;MASC;PL	N;NOM;SG
victoria	viktória	victoria	viktória	PROPN	N;NOM;SG
victoria	victoria	victoria	victoria	PROPN	N;NOM;SG
lauréat	győztes	lauréat	győztes	N;MASC;SG	
lauréat	nyertes	lauréat	nyertes	N;MASC;SG	
attaques	támad	attaque	támad	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
portée	hatálya	porter	hatály	V;FEM;SG;PST;V.PTCP	N;NOM;SG
portée	hatály	porter	hatály	V;FEM;SG;PST;V.PTCP	N;NOM;SG
portée	tartomány	porter	tartomány	V;FEM;SG;PST;V.PTCP	N;NOM;SG
portée	távolság	porter	távolság	V;FEM;SG;PST;V.PTCP	N;NOM;SG
portée	elérés	porter	elérés	V;FEM;SG;PST;V.PTCP	N;NOM;SG
portée	elérése	porter	elérés	V;FEM;SG;PST;V.PTCP	N;NOM;SG
portée	alom	porter	alom	V;FEM;SG;PST;V.PTCP	N;NOM;SG
quitter	kilépés	quitter	kilépés	V;NFIN	
quitter	kilépő	quitter	kilépő	V;NFIN	
quitter	kijárat	quitter	kijárat	V;NFIN	N;NOM;SG
oscar	oscar	oscar	oscar	N;MASC;SG	
définitivement	határozottan	définitivement	határozott	ADV	ADJ;FRML;SG
définitivement	tartósan	définitivement	tartós	ADV	ADJ;FRML;SG
définitivement	véglegesen	définitivement	végleges	ADV	ADJ;FRML;SG
romains	rómaiak	romain	római	ADJ;MASC;PL	N;NOM;PL
romains	római	romain	római	ADJ;MASC;PL	ADJ;NOM;SG
romains	roman	romain	roman	ADJ;MASC;PL	
basée	alapú	baser	alapú	V;FEM;SG;PST;V.PTCP	
collectif	kollektív	collectif	kollektív	ADJ;MASC;SG	
versailles	versailles	versailles	versailles	PROPN	
conservateur	konzervatívok	conservateur	konzervatív	N;MASC;SG	N;NOM;PL
conservateur	konzervatív	conservateur	konzervatív	N;MASC;SG	
niveaux	szint	niveau	szint	N;MASC;PL	N;NOM;SG
alex	xander	alex	xander	PROPN	
alex	alex	alex	alex	PROPN	
capable	képes	capable	képes	ADJ;MASC;SG	
capable	képes	capable	képes	ADJ;MASC;SG	
internationaux	international	international	international	ADJ;MASC;PL	
internationaux	nemzetközi	international	nemzetközi	ADJ;MASC;PL	ADJ;NOM;SG
effectivement	valóban	effectivement	valóban	ADV	
couverture	fedezze	couverture	fedez	N;FEM;SG	V;DEF;IMP;SG;3;PRS;FIN;ACT
couverture	címlap	couverture	címlap	N;FEM;SG	CONJ
couverture	fedezni	couverture	fedez	N;FEM;SG	V;NFIN;ACT
cuisine	főz	cuisine	főz	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
arbres	fán	arbre	fán	N;MASC;PL	
arbres	fa	arbre	fa	N;MASC;PL	
arbres	fája	arbre	fája	N;MASC;PL	N;NOM;SG
arbres	fák	arbre	fák	N;MASC;PL	
arbres	fákon	arbre	fakon	N;MASC;PL	N;ON+ESS;SG
arbres	fák	arbre	fák	N;MASC;PL	
arbres	fákat	arbre	faka	N;MASC;PL	N;ACC;SG
émissions	kibocsátás	émission	kibocsátás	N;FEM;PL	N;NOM;SG
racing	racing	racing	racing	N;MASC;SG	
parallèle	párhuzamos	parallèle	párhuzamos	N;MASC;SG	
parallèle	párhuzamosan	parallèle	párhuzamos	N;MASC;SG	ADJ;FRML;SG
parallèle	párhuzamok	parallèle	párhuzam	N;MASC;SG	N;NOM;PL
sénat	szenátusi	sénat	szenátusi	N;MASC;SG	ADJ;NOM;SG
humains	emberek	humain	ember	ADJ;MASC;PL	N;NOM;PL
humains	ember	humain	ember	ADJ;MASC;PL	N;NOM;SG
humains	emberi	humain	emberi	ADJ;MASC;PL	
ray	ray	ray	ray	PROPN	
milliards	milliárd	milliard	milliárd	N;MASC;PL	NUM;NOM;SG
milliards	egymilliárd	milliard	egymilliárd	N;MASC;PL	
milliards	milliárd	milliard	milliárd	N;MASC;PL	NUM;NOM;SG
pos	pos	pos	pos	ADJ;MASC;SG	
bertrand	bertrand	bertrand	bertrand	PROPN	
modernes	modern	moderne	modern	ADJ;MASC;PL	
modernes	korszerű	moderne	korszerű	ADJ;MASC;PL	
xxie	xxi	xxie	xxi	N;MASC;SG	
réseaux	hálózat	réseau	hálózat	N;MASC;PL	N;NOM;SG
réseaux	hálózati	réseau	hálózat	N;MASC;PL	N;NOM;SG
réseaux	network	réseau	network	N;MASC;PL	
alliés	szövetséges	allié	szövetséges	N;MASC;PL	ADJ;NOM;SG
alliés	szövetséges	allié	szövetséges	N;MASC;PL	ADJ;NOM;SG
progressivement	fokozatosan	progressivement	fokozatos	ADV	ADJ;FRML;SG
progressivement	fokozatosan	progressivement	fokozatos	ADV	ADJ;FRML;SG
dragon	dragon	dragon	dragon	N;MASC;SG	
canons	ágyú	canon	ágyú	N;MASC;PL	N;NOM;SG
canons	cannon	canon	cannon	N;MASC;PL	
canons	ágyúkat	canon	ágyúkat	N;MASC;PL	N;ACC;SG
difficultés	nehézséget	difficulté	nehézség	N;FEM;PL	N;ACC;SG
difficultés	nehézség	difficulté	nehézség	N;FEM;PL	N;NOM;SG
difficultés	nehézség	difficulté	nehézség	N;FEM;PL	N;NOM;SG
religieuses	vallásos	religieux	vallásos	ADJ;FEM;PL	
religieuses	vallás	religieux	vallás	ADJ;FEM;PL	N;NOM;SG
religieuses	vallási	religieux	vallási	ADJ;FEM;PL	ADJ;NOM;SG
religieuses	apácák	religieux	apáca	ADJ;FEM;PL	N;NOM;PL
penser	gondolkodás	penser	gondolkodás	V;NFIN	N;NOM;SG
penser	gondolkodó	penser	gondolkodó	V;NFIN	
tableaux	asztal	tableau	asz	N;MASC;PL	N;NOM;SG
tableaux	táblázat	tableau	táblázat	N;MASC;PL	N;NOM;SG
présenter	ajándék	présenter	ajándék	V;NFIN	N;NOM;SG
présenter	jelen	présenter	jelen	V;NFIN	
vaisseau	hajón	vaisseau	hajó	N;MASC;SG	
café	café	café	café	N;MASC;SG	
café	cafe	café	caf	N;MASC;SG	
café	café	café	café	N;MASC;SG	
cher	kedves	cher	kedves	ADJ;MASC;SG	
cher	drága	cher	drága	ADJ;MASC;SG	
cher	cher	cher	cher	ADJ;MASC;SG	
inscription	nyilvántartási	inscription	nyilvántartási	N;FEM;SG	ADJ;NOM;SG
luis	luis	lui	luis	PROPN	
isabelle	isabel	isabelle	isabel	N;FEM;SG	
isabelle	isobel	isabelle	isobel	N;FEM;SG	
isabelle	isabella	isabelle	isabella	N;FEM;SG	
isabelle	isabelle	isabelle	isabelle	N;FEM;SG	
confiance	megbízható	confiance	megbízható	N;FEM;SG	ADJ;NOM;SG
propriétés	tulajdonság	propriété	tulajdonság	N;FEM;PL	N;NOM;SG
polonaise	lengyel	polonais	lengyel	ADJ;FEM;SG	
polonaise	polonéz	polonais	polonéz	ADJ;FEM;SG	
aventures	kaland	aventure	kaland	N;FEM;PL	N;NOM;SG
aventures	kaland	aventure	kaland	N;FEM;PL	N;NOM;SG
finances	pénzügyi	finance	pénzügyi	N;FEM;PL	ADJ;NOM;SG
finances	finanszírozás	finance	finanszírozás	N;FEM;PL	N;NOM;SG
galles	wales	galle	wales	PROPN	
onze	tizenegy	onze	tizenegy	NUM	
moteurs	motors	moteur	motors	N;MASC;PL	N;NOM;SG
moteurs	hajtómű	moteur	hajtómű	N;MASC;PL	N;NOM;SG
pratiques	gyakorlás	pratique	gyakorlás	N;FEM;PL	N;NOM;SG
pratiques	edzés	pratique	edzés	N;FEM;PL	N;NOM;SG
pratiques	gyakorlat	pratique	gyakorlat	N;FEM;PL	N;NOM;SG
charente	charente	charente	charent	N;FEM;SG	
pleine	full	plein	full	ADJ;FEM;SG	
pleine	teljes	plein	teljes	ADJ;FEM;SG	
noirs	feketék	noir	feke	ADJ;MASC;PL	N;NOM;PL
noirs	fekete	noir	feket	ADJ;MASC;PL	
noirs	black	noir	black	ADJ;MASC;PL	
célèbres	híres	célèbre	híres	ADJ;MASC;PL	
célèbres	híresség	célèbre	híresség	ADJ;MASC;PL	N;NOM;SG
quart	negyed	quart	negyed	N;MASC;SG	
pertes	veszteség	perte	veszteség	N;FEM;PL	N;NOM;SG
pertes	veszteség	perte	veszteség	N;FEM;PL	N;NOM;SG
ajoute	hozzáadás	ajouter	hozzáadás	V;IND;SG;3;PRS;FIN	
laval	laval	laval	laval	PROPN	
ontario	ontario	ontario	ontario	N;MASC;SG	PROPN;NOM;SG
augmentation	növelje	augmentation	növel	N;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
augmentation	fokozott	augmentation	fokozik	N;FEM;SG	
augmentation	emelkedett	augmentation	emelkedik	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
augmentation	megnövelt	augmentation	megnövel	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
augmentation	megnőtt	augmentation	megnőtt	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
augmentation	megnövekedett	augmentation	megnövekedik	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
augmentation	nőtt	augmentation	nő	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
limites	korlátozás	limite	korlátozás	N;FEM;PL	
limites	határ	limite	határ	N;FEM;PL	N;NOM;SG
limites	korlátozás	limite	korlátozás	N;FEM;PL	
limites	határérték	limite	határérték	N;FEM;PL	N;NOM;SG
limites	limit	limite	limi	N;FEM;PL	
limites	korlát	limite	korlát	N;FEM;PL	N;NOM;SG
qualification	minősített	qualification	minősít	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
qualification	kötelezett	qualification	kötelezett	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
qualification	minősítési	qualification	minősítési	N;FEM;SG	ADJ;NOM;SG
éric	eric	éric	eric	PROPN	
éric	erik	éric	erik	PROPN	
condamné	elítéltek	condamner	elítél	V;MASC;SG;PST;V.PTCP	N;NOM;PL
condamné	elítélték	condamner	elítél	V;MASC;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
condamné	elítéltek	condamner	elítél	V;MASC;SG;PST;V.PTCP	N;NOM;PL
condamné	fegyenc	condamner	fegyenc	V;MASC;SG;PST;V.PTCP	
ernest	ernest	ernest	ernes	N;MASC;SG	
voitures	autóval	voiture	autó	N;FEM;PL	N;INS;SG
voitures	kocsi	voiture	kocsi	N;FEM;PL	N;NOM;SG
voitures	autó	voiture	autó	N;FEM;PL	N;NOM;SG
voitures	kocsival	voiture	kocsi	N;FEM;PL	
contemporaine	kortárs	contemporain	kortárs	ADJ;FEM;SG	N;NOM;SG
jackson	jackson	jackson	jackson	PROPN	
blancs	fehérek	blanc	fehér	ADJ;MASC;PL	N;NOM;PL
blancs	fehér	blanc	fehér	ADJ;MASC;PL	
best	legjobbak	best	jó	PROPN	N;NOM;PL
best	legjobb	best	jó	PROPN	
best	best	best	best	PROPN	
démocrate	demokraták	démocrate	demokrata	N;MASC;SG	N;NOM;PL
démocrate	demokraták	démocrate	demokrata	N;MASC;SG	N;NOM;PL
plage	beach	plage	beach	N;FEM;SG	
plage	part	plage	part	N;FEM;SG	
plage	strandok	plage	strand	N;FEM;SG	N;NOM;PL
drame	drama	drame	drama	N;MASC;SG	
entretien	karbantartási	entretien	karbantartási	N;MASC;SG	ADJ;NOM;SG
vide	üresség	vide	üresség	ADJ;MASC;SG	N;NOM;SG
vide	porszívó	vide	porszívó	ADJ;MASC;SG	N;NOM;SG
vide	vákuum	vide	vákuum	ADJ;MASC;SG	N;NOM;SG
vide	üres	vide	üres	ADJ;MASC;SG	
vide	üresek	vide	üres	ADJ;MASC;SG	ADJ;NOM;PL
vide	üres	vide	üres	ADJ;MASC;SG	
musiciens	zenész	musicien	zenész	N;MASC;PL	N;NOM;SG
accepte	elfogadó	accepter	elfogadó	V;IND;SG;3;PRS;FIN	
accepte	elfogadom	accepter	elfogadom	V;IND;SG;3;PRS;FIN	
saints	szentek	saint	szenik	ADJ;MASC;PL	N;NOM;PL
félix	felix	félix	felix	PROPN	
félix	félix	félix	félix	PROPN	
félix	félix	félix	félix	PROPN	
revenir	visszatérés	revenir	visszatérés	V;NFIN	N;NOM;SG
revenir	vissza	revenir	vissza	V;NFIN	ADV
revenir	vissza	revenir	vissza	V;NFIN	ADV
benjamin	benjamin	benjamin	benjami	PROPN	
chiffre	számjegyű	chiffre	számjegyű	N;MASC;SG	
reims	reims	reim	reims	N;MASC;SG	PROPN;NOM;SG
windows	ablakok	window	ablak	N;MASC;SG	N;NOM;PL
windows	ablak	window	ablak	N;MASC;SG	
