ve	si	ve	sine	CONJ	
gök	cer	gök	cere		V;IND;SG;3;PRS;FIN
gök	ceruri	gök	cer		N;INDF;FEM;PL
nehir	râu	nehir	râu		N;INDF;MASC;SG
nehir	râul	nehir	râu		N;DEF;MASC;SG
nehir	river	nehir	river		PROPN
yükselen	ascendent	yüksel	ascendent		ADJ;INDF;MASC;SG
yükselen	emergente	yüksel	emergent		ADJ;INDF;FEM;PL
deneme	test	deneme	test		N;INDF;MASC;SG
deneme	testul	deneme	test		N;DEF;MASC;SG
deneme	încercarea	deneme	încercare		N;DEF;FEM;SG
deneme	încercare	deneme	încercare		N;INDF;FEM;SG
deneme	testare	deneme	testare		N;INDF;FEM;SG
deneme	testare	deneme	testare		N;INDF;FEM;SG
deneme	testarea	deneme	testare		N;DEF;FEM;SG
varlığını	prezență	varlık	prezență	N;ACC;SG;3	N;INDF;FEM;SG
varlığını	prezenţa	varlık	prezenha	N;ACC;SG;3	N;DEF;FEM;SG
varlığını	prezența	varlık	prezență	N;ACC;SG;3	N;DEF;FEM;SG
anna	anna	anna	anna		PROPN
dede	bunic	de	bunic		N;INDF;MASC;SG
dede	bunicul	de	bunic		N;DEF;MASC;SG
dede	bunic	de	bunic		N;INDF;MASC;SG
dede	bunicul	de	bunic		N;DEF;MASC;SG
saygı	respectul	saygı	respect		N;DEF;MASC;SG
saygı	respect	saygı	respect		N;INDF;MASC;SG
hersek	herțegovina	hersek	herțegovină	PROPN;NOM;SG;3	N;DEF;FEM;SG
hersek	herţegovina	hersek	hergegovină	PROPN;NOM;SG;3	N;DEF;FEM;SG
kahverengi	brown	kahverengi	brown		PROPN
kahverengi	maro	kahverengi	maro		N;INDF;MASC;SG
trakya	tracia	trakya	tracia		PROPN
kişiye	persoană	kişi	persoană	N;DAT;SG;3	N;INDF;FEM;SG
kişiye	persoana	kişi	persoană	N;DAT;SG;3	N;DEF;FEM;SG
arslan	arslan	arslan	arslan		PROPN
macar	ungară	macar	unga		ADJ;INDF;FEM;SG
macar	maghiară	macar	maghiar		N;INDF;FEM;SG
macar	maghiar	macar	maghiar		ADJ;INDF;MASC;SG
bölümler	episoadele	bölüm	episod	N;NOM;PL;3	N;DEF;FEM;PL
bölümler	secțiunile	bölüm	secțiune	N;NOM;PL;3	N;DEF;FEM;PL
bölümler	capitolele	bölüm	capitol	N;NOM;PL;3	N;DEF;FEM;PL
bölümler	departamentele	bölüm	departament	N;NOM;PL;3	N;DEF;FEM;PL
high	înaltă	high	înalt		ADJ;INDF;FEM;SG
high	inalta	high	inalta		ADJ;DEF;FEM;SG
varlığı	prezență	varlık	prezență	N;NOM;SG;3	N;INDF;FEM;SG
varlığı	prezenţa	varlık	prezenha	N;NOM;SG;3	N;DEF;FEM;SG
varlığı	prezența	varlık	prezență	N;NOM;SG;3	N;DEF;FEM;SG
cambridge	cambridge	cambridge	cambridge	PROPN;NOM;SG;3	N;INDF;MASC;SG
pozitif	pozitiv	pozitif	pozitiv		ADJ;INDF;MASC;SG
pozitif	pozitivă	pozitif	pozitiv		ADJ;INDF;FEM;SG
pozitif	pozitive	pozitif	pozitiv		ADJ;INDF;FEM;PL
mtv	mtv	i	mtv		N
eksik	incompletă	eksik	incomplet		ADJ;INDF;FEM;SG
eksik	incomplet	eksik	incomplet		ADV
eksik	incomplete	eksik	incomplet		ADJ;INDF;FEM;PL
eksik	lipsă	eksik	lipsă		N;INDF;FEM;SG
eksik	lipsește	eksik	lipsi		V;IND;SG;3;PRS;FIN
eksik	lipsesc	eksik	lipsi		V;IND;PL;3;PRS;FIN
eksik	lipseste	eksik	lipsi		V;IND;SG;3;PRS;FIN
burak	burak	burak	burak		PROPN
avcı	vânătoare	avcı	vânătoare		N;INDF;FEM;SG
avcı	căutătorul	avcı	căutător		N;DEF;MASC;SG
avcı	căutător	avcı	căutător		N;INDF;MASC;SG
avcı	vanator	avcı	vanator		N;INDF;MASC;SG
avcı	vânător	avcı	vânător		N;INDF;MASC;SG
avcı	hunter	avcı	hunter		N;INDF;MASC;SG
avcı	vânătorul	avcı	vânător		N;DEF;MASC;SG
oda	cameră	oda	cameră	N;NOM;SG;3	N;INDF;FEM;SG
oda	camera	oda	cameră	N;NOM;SG;3	N;DEF;FEM;SG
oda	camerele	oda	cameră	N;NOM;SG;3	N;DEF;FEM;PL
oda	camere	oda	cameră	N;NOM;SG;3	N;INDF;FEM;PL
çay	ceai	çay	ceai		N;INDF;MASC;SG
çay	ceaiul	çay	ceai		N;DEF;MASC;SG
kuran	coranul	kur	coran		N;DEF;MASC;SG
street	street	street	street	PROPN;NOM;SG;3	N;INDF;MASC;SG
street	strada	street	stradă	PROPN;NOM;SG;3	N;DEF;FEM;SG
street	stradă	street	stradă	PROPN;NOM;SG;3	N;INDF;FEM;SG
zırhlı	armură	zırhlı	armură		N;INDF;FEM;SG
zırhlı	armura	zırhlı	armură		N;DEF;FEM;SG
zırhlı	armuri	zırhlı	arm		N;INDF;FEM;PL
zırhlı	cuirasat	zırhlı	cuirasa		ADJ;INDF;MASC;SG
zırhlı	blindat	zırhlı	blinda		N;INDF;MASC;SG
zırhlı	blindată	zırhlı	blindată		ADJ;INDF;FEM;SG
zırhlı	blindate	zırhlı	blinda		ADJ;INDF;FEM;PL
zırhlı	blindat	zırhlı	blinda		N;INDF;MASC;SG
zırhlı	blindată	zırhlı	blindată		ADJ;INDF;FEM;SG
zırhlı	blindate	zırhlı	blinda		ADJ;INDF;FEM;PL
hans	hans	hans	hans		PROPN
alınmış	luată	al	lua	V;PFV;NFH;IND;POS;PST;PASS	ADJ;INDF;FEM;SG
alınmış	luat	al	lua	V;PFV;NFH;IND;POS;PST;PASS	ADJ;INDF;MASC;SG
alınmış	luate	al	luat	V;PFV;NFH;IND;POS;PST;PASS	ADJ;INDF;FEM;PL
wwe	wwe	wwe	wwe		PROPN
more	mai	more	mai		ADV
istihbarat	inteligenta	istihbarat	inteligent		N;DEF;FEM;SG
istihbarat	intel	istihbarat	intel		PROPN
tümen	divizii	tümen	divizie		N;INDF;FEM;PL
tümen	diviziile	tümen	divizie		N;DEF;FEM;PL
okuma	citire	oku	citire	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
okuma	citirea	oku	citire	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
okuma	citire	oku	citire	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
okuma	lectură	oku	lectură	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
grupları	grupurile	grup	grup	N;ACC;PL;3	N;DEF;FEM;PL
tren	train	tren	train		N;INDF;MASC;SG
tren	trenul	tren	tren		N;DEF;MASC;SG
tren	tren	tren	tren		N;INDF;MASC;SG
tren	trenurile	tren	tren		N;DEF;FEM;PL
tren	trenuri	tren	tren		N;INDF;FEM;PL
arabistan	arabia	arabistan	arabia	PROPN;NOM;SG;3	PROPN
yöntemi	metodă	yöntem	metodă	N;ACC;SG;3	N;INDF;FEM;SG
yöntemi	metoda	yöntem	metodă	N;ACC;SG;3	N;DEF;FEM;SG
seçimi	selecție	seçim	selecție	N;ACC;SG;3	N;INDF;FEM;SG
seçimi	selecția	seçim	selecție	N;ACC;SG;3	N;DEF;FEM;SG
lost	pierdut	lost	pierdut		ADJ;INDF;MASC;SG
lost	pierdute	lost	pierdut		ADJ;INDF;FEM;PL
lost	pierdută	lost	pierde		ADJ;INDF;FEM;SG
lost	lost	lost	lost		N;INDF;MASC;SG
his	senzație	his	senzație		N;INDF;FEM;SG
his	sentimentul	his	sentiment		N;DEF;MASC;SG
his	sentiment	his	sentiment		N;INDF;MASC;SG
his	simt	his	simți		V;IND;PL;3;PRS;FIN
belirgin	distinct	belirgin	distinct		ADJ;INDF;MASC;SG
belirgin	distinctă	belirgin	distinct		ADJ;INDF;FEM;SG
belirgin	distincte	belirgin	distinct		ADJ;INDF;FEM;PL
belirgin	distinct	belirgin	distinct		ADJ;INDF;MASC;SG
belirgin	distinctiv	belirgin	distinctiv		ADV
oxford	oxford	o	oxford	PROPN;NOM;SG;3	N;INDF;MASC;SG
diğerleri	altele	diğer	altul	N;ACC;PL;3	PRO;FEM;PL;3
diğerleri	altii	diğer	altul	N;ACC;PL;3	
diğerleri	alții	diğer	altul	N;ACC;PL;3	PRO;MASC;PL;3
ayrılan	alocate	ayrıl	alocat		ADJ;INDF;FEM;PL
ayrılan	alocat	ayrıl	alocat		ADJ;INDF;MASC;SG
ayrılan	alocată	ayrıl	alocat		ADJ;INDF;FEM;SG
ilginç	interesanta	ilginç	interesant		ADJ;DEF;FEM;SG
ilginç	interesant	ilginç	interesant		ADV
ilginç	interesantă	ilginç	interesant		ADJ;INDF;FEM;SG
çevresi	înconjurătoare	çevre	înconjurător	N;NOM;SG;3	ADJ;INDF;FEM
çevresi	împrejurimi	çevre	împrejurime	N;NOM;SG;3	N;INDF;FEM;PL
çevresi	imprejurimi	çevre	imprejurime	N;NOM;SG;3	N;INDF;FEM;PL
çevresi	împrejurimi	çevre	împrejurime	N;NOM;SG;3	N;INDF;FEM;PL
çevresi	împrejurimile	çevre	împrejurime	N;NOM;SG;3	N;DEF;FEM;PL
museum	muzeul	museum	muzeu	N;NOM;SG;3	N;DEF;MASC;SG
karakterler	caracterele	karak	caracter	N;NOM;PL;3	N;DEF;FEM;PL
karakterler	personajele	karak	personaj	N;NOM;PL;3	N;DEF;FEM;PL
holding	exploatații	hol	exploatație		N;INDF;FEM;PL
holding	conglomerat	hol	conglomerat		ADJ;INDF;MASC;SG
holding	holding	hol	holding		N
küba	cubaneze	küba	cubana		ADJ;INDF;FEM;PL
küba	cubanez	küba	cubanez		ADJ;INDF;MASC;SG
küba	cubaneză	küba	cubanez		N;INDF;FEM;SG
küba	cuba	küba	cubă		PROPN
alanlar	câmpurile	alan	câmp	N;NOM;PL;3	N;DEF;FEM;PL
alanlar	zonele	alan	zonă	N;NOM;PL;3	N;DEF;FEM;PL
jüri	juriu	jüri	juriu		N;INDF;MASC;SG
jüri	juriul	jüri	juriu		N;DEF;MASC;SG
kalın	groase	kalın	gros		ADJ;INDF;FEM;PL
kalın	gros	kalın	gros		ADJ;INDF;MASC;SG
kalın	groasă	kalın	gros		ADJ;INDF;FEM;SG
kalın	grosime	kalın	grosime		N;INDF;FEM;SG
kalın	rămâi	kalın	ramâne		V;IND;SG;2;PRS;FIN
kalın	stai	kalın	sta		V;IND;SG;2;IPFV;FIN
bayram	bayram	bayram	bayram		N;INDF;MASC;SG
bayram	vacanta	bayram	vacanta		N;DEF;FEM;SG
bayram	vacanță	bayram	vacanță		N;INDF;FEM;SG
bayram	sărbători	bayram	sărbător		N;INDF;FEM;PL
bayram	sărbătoare	bayram	sărbător		N;INDF;FEM;SG
bayram	festin	bayram	festin		N;INDF;MASC;SG
bayram	sărbătoare	bayram	sărbător		N;INDF;FEM;SG
bayram	eid	bayram	eid		N;INDF;MASC
bayram	sarbatori	bayram	sarbator		N;INDF;FEM;PL
bayram	sărbători	bayram	sărbător		N;INDF;FEM;PL
bayram	sărbătorile	bayram	sărbătoare		N;DEF;FEM;PL
imam	imam	imam	imam		N;INDF;MASC;SG
keskin	sharp	keskin	sharp		N;INDF;MASC;SG
oyunculuk	actorie	oyunculuk	actorie	N;NOM;SG;3	N;INDF;FEM;SG
oyunculuk	actoria	oyunculuk	actorie	N;NOM;SG;3	N;DEF;FEM;SG
oyunculuk	hotărând	oyunculuk	hotărî	N;NOM;SG;3	V;V.MSDR
değişen	schimbarea	değiş	schimbare		N;DEF;FEM;SG
değişen	schimbat	değiş	schimba		ADJ;INDF;MASC;SG
değişen	schimbată	değiş	schimba		ADJ;INDF;FEM;SG
gelişme	dezvoltarea	geliş	dezvoltare		N;DEF;FEM;SG
gelişme	elaborare	geliş	elaborare		N;INDF;FEM;SG
gelişme	dezvoltare	geliş	dezvoltare		N;INDF;FEM;SG
gelişme	îmbunătățiri	geliş	îmbunătățire		N;INDF;FEM;PL
gelişme	ameliorare	geliş	ameliorare		N;INDF;FEM;SG
gelişme	îmbunătățire	geliş	îmbunătățire		N;INDF;FEM;SG
gelişme	progresul	geliş	progres		N;DEF;MASC;SG
gelişme	progres	geliş	progres		N;INDF;MASC;SG
gelişme	progresele	geliş	progres		N;DEF;FEM;PL
gelişme	progress	geliş	progress		N;INDF;MASC;SG
gelişme	progrese	geliş	progres		N;INDF;FEM;PL
eve	acasa	ev	acasa	N;DAT;SG;3	
eve	casă	ev	casă	N;DAT;SG;3	N;INDF;FEM;SG
eve	acasă	ev	acasă	N;DAT;SG;3	ADV
eve	home	ev	homă	N;DAT;SG;3	
eve	eva	ev	eva	N;DAT;SG;3	PROPN
eve	ajunul	ev	ajun	N;DAT;SG;3	N;DEF;MASC;SG
porto	porto	porto	porto	PROPN;NOM;SG;3	PROPN
porto	puerto	porto	puerto	PROPN;NOM;SG;3	N;INDF;MASC;SG
demokrasi	democrație	demokrasi	democrație		N;INDF;FEM;SG
demokrasi	democratie	demokrasi	democratie		N;INDF;FEM;SG
demokrasi	democrația	demokrasi	democrație		N;DEF;FEM;SG
florida	florida	flori	florida	PROPN;NOM;SG;3	N;DEF;FEM;SG
villa	vilă	villa	vilă	N;NOM;SG;3	N;INDF;FEM;SG
villa	vila	villa	vilă	N;NOM;SG;3	N;DEF;FEM;SG
villa	villa	villa	villa	N;NOM;SG;3	N;DEF;FEM;SG
lübnan	liban	lübnan	liban	PROPN;NOM;SG;3	PROPN
erdem	virtutea	erdem	virtute		N;DEF;FEM;SG
erdem	virtute	erdem	virte		N;INDF;FEM;SG
erdem	moralitatea	erdem	moralitate		N;DEF;FEM;SG
erdem	moralitate	erdem	moralitate		N;INDF;FEM;SG
uşak	butler	uşak	butler		PROPN
uşak	majordom	uşak	majordom		N;INDF;MASC;SG
uşak	majordomul	uşak	majordom		N;DEF;MASC;SG
uşak	valet	uşak	valet		N;INDF;MASC;SG
uşak	servitor	uşak	servitor		N;INDF;MASC;SG
uşak	slujitor	uşak	slujitor		N;INDF;MASC;SG
uşak	slugă	uşak	slugă		N;INDF;FEM;SG
uşak	servitoare	uşak	servitor		ADJ;INDF;FEM
uşak	servitorul	uşak	servitor		N;DEF;MASC;SG
uşak	valetul	uşak	valet		N;DEF;MASC;SG
uşak	valet	uşak	valet		N;INDF;MASC;SG
seyahat	călătorii	seyahat	călătorie	N;NOM;SG;3	N;INDF;FEM;PL
seyahat	călătorie	seyahat	călătorie	N;NOM;SG;3	N;INDF;FEM;SG
seyahat	calatorie	seyahat	calatorie	N;NOM;SG;3	N;INDF;FEM;SG
seyahat	călătorie	seyahat	călătorie	N;NOM;SG;3	N;INDF;FEM;SG
seyahat	călătorind	seyahat	călători	N;NOM;SG;3	V;V.MSDR
seyahat	călătorind	seyahat	călători	N;NOM;SG;3	V;V.MSDR
seyahat	călătoresc	seyahat	călători	N;NOM;SG;3	V;IND;PL;3;PRS;FIN
eric	eric	eric	eric		PROPN
kod	codul	kod	cod		N;DEF;MASC;SG
lazım	nevoie	lazım	nevoie		N;INDF;FEM;SG
görülebilir	vizibilă	gör	vizibil	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;FEM;SG
görülebilir	vizibile	gör	vizibil	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;FEM;PL
görülebilir	vizibil	gör	vizibil	V;IPFV;POT;SG;3;POS;PASS	ADV
bahşı	districtul	bahşı	district		N;DEF;MASC;SG
bahşı	district	bahşı	district		N;INDF;MASC;SG
adnan	adnan	adnan	adnan	PROPN;NOM;SG;3	PROPN
özgürlük	libertate	özgürlük	libertate	N;NOM;SG;3	N;INDF;FEM;SG
özgürlük	libertatea	özgürlük	libertate	N;NOM;SG;3	N;DEF;FEM;SG
özgürlük	libertate	özgürlük	libertate	N;NOM;SG;3	N;INDF;FEM;SG
müzikal	muzical	müzikal	muzical		ADJ;INDF;MASC;SG
müzikal	musical	müzikal	musical		N;INDF;MASC;SG
müzikal	muzical	müzikal	muzical		ADJ;INDF;MASC;SG
müzikal	muzicaluri	müzikal	muzical		N;INDF;FEM;PL
andrew	andrew	andrew	andrew		PROPN
kadir	capabil	kadir	capabil		ADJ;INDF;MASC;SG
kazakistan	kazahstan	kazakistan	kazahstan	PROPN;NOM;SG;3	PROPN
açıkça	explicit	açıkça	explicit		ADV
stephen	stephen	stephen	stephen	PROPN;NOM;SG;3	PROPN
stephen	ștefan	stephen	ștefan	PROPN;NOM;SG;3	PROPN
stephen	ştefan	stephen	ştefan	PROPN;NOM;SG;3	PROPN
küre	sferă	küre	sferă		N;INDF;FEM;SG
küre	sfera	küre	sferă		N;DEF;FEM;SG
küre	glob	küre	glob		N;INDF;MASC;SG
küre	globe	küre	globă		N;INDF;MASC;SG
küre	globul	küre	glob		N;DEF;MASC;SG
küre	glob	küre	glob		N;INDF;MASC;SG
kapısı	poarta	kapı	poartă	N;NOM;SG;3	N;DEF;FEM;SG
kapısı	poartă	kapı	purta	N;NOM;SG;3	V;IND;3;PRS;FIN
ton	tona	ton	tonă		N;DEF;FEM;SG
ton	tonă	ton	tonă		N;INDF;FEM;SG
ton	tone	ton	tonă		N;INDF;FEM;PL
ton	tone	ton	tonă		N;INDF;FEM;PL
ton	ton	ton	ton		N;INDF;MASC;SG
ton	tonul	ton	ton		N;DEF;MASC;SG
ton	tone	ton	tonă		N;INDF;FEM;PL
ton	tona	ton	tonă		N;DEF;FEM;SG
bad	rău	bad	rău	INTJ	ADV
bad	bad	bad	bad	INTJ	N;INDF;MASC;SG
bad	rau	bad	rau	INTJ	
bad	rea	bad	rău	INTJ	ADJ;INDF;FEM;SG
kaç	rulează	kaç	rula	ADJ	V;IND;3;PRS;FIN
kaç	fugi	kaç	fugi	ADJ	
şikayet	raportul	şikayet	raport	N;NOM;SG;3	N;DEF;MASC;SG
şikayet	raportează	şikayet	raporta	N;NOM;SG;3	V;IND;3;PRS;FIN
şikayet	plângerile	şikayet	plângere	N;NOM;SG;3	N;DEF;FEM;PL
şikayet	plângeri	şikayet	plângere	N;NOM;SG;3	N;INDF;FEM;PL
şikayet	plângerea	şikayet	plângere	N;NOM;SG;3	N;DEF;FEM;SG
şikayet	plângere	şikayet	plângere	N;NOM;SG;3	N;INDF;FEM;SG
şikayet	raportare	şikayet	raportare	N;NOM;SG;3	N;INDF;FEM;SG
şikayet	raportarea	şikayet	raportare	N;NOM;SG;3	N;DEF;FEM;SG
şikayet	raportez	şikayet	raporta	N;NOM;SG;3	V;IND;PL;1;PRS;FIN
karşılıklı	mutual	karşılıklı	mutual		N;INDF;MASC;SG
karşılıklı	reciproc	karşılıklı	reciproc		ADV
karşılıklı	reciprocă	karşılıklı	reciproc		ADJ;INDF;FEM;SG
karşılıklı	reciproce	karşılıklı	reciproc		ADJ;INDF;FEM;PL
karşılıklı	reciproce	karşılıklı	reciproc		ADJ;INDF;FEM;PL
öğrenciler	elevii	öğrenci	elev	N;NOM;PL;3	N;DEF;MASC;PL
ruh	dispozitie	ruh	dispozitie		N;INDF;FEM;SG
ruh	sufletul	ruh	suflet		N;DEF;MASC;SG
ruh	suflet	ruh	suflet		N;INDF;MASC;SG
ruh	soul	ruh	sou		N;INDF;MASC;SG
ruh	spiritul	ruh	spirit		N;DEF;MASC;SG
ruh	spirit	ruh	spirit		N;INDF;MASC;SG
suç	infractor	suç	infractor		N;INDF;MASC;SG
suç	criminală	suç	criminal		ADJ;INDF;FEM;SG
suç	criminal	suç	criminal		N;INDF;MASC;SG
suç	penal	suç	penal		N;INDF;MASC;SG
suç	crimă	suç	crimă		N;INDF;FEM;SG
suç	crima	suç	crimă		N;DEF;FEM;SG
suç	criminalitate	suç	criminalitate		N;INDF;FEM;SG
kaydetti	enumerat	kaydet	enumera	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
kaydetti	listat	kaydet	lista	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
kaydetti	enumerate	kaydet	enumera	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
kaydetti	listate	kaydet	lista	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
kaydetti	notat	kaydet	nota	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
kaydetti	remarcat	kaydet	remarca	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
kevin	kevin	kevin	kevin		PROPN
tepki	reactie	tepki	reactie		N;INDF;FEM;SG
tepki	reacția	tepki	reacție		N;DEF;FEM;SG
tepki	reacție	tepki	reacție		N;INDF;FEM;SG
tepki	reacţie	tepki	reacţie		N;INDF;FEM;SG
galibiyet	castiga	galibiyet	castiga	N;NOM;SG;3	V;IND;SG;3;IPFV;FIN
galibiyet	victorie	galibiyet	victorie	N;NOM;SG;3	N;INDF;FEM;SG
galibiyet	câștiga	galibiyet	câștiga	N;NOM;SG;3	V;IND;SG;3;IPFV;FIN
galibiyet	victorii	galibiyet	victorie	N;NOM;SG;3	N;INDF;FEM;PL
elektron	electronice	elektron	electronic	N;NOM;SG;3	ADJ;INDF;FEM;PL
elektron	electronică	elektron	electronic	N;NOM;SG;3	ADJ;INDF;FEM;SG
elektron	electronic	elektron	electronic	N;NOM;SG;3	ADJ;INDF;MASC;SG
planı	planul	plan	plan	N;ACC;SG;3	N;DEF;MASC;SG
river	râu	riv	râu	PROPN;NOM;SG;3	N;INDF;MASC;SG
river	râul	riv	râu	PROPN;NOM;SG;3	N;DEF;MASC;SG
river	river	riv	river	PROPN;NOM;SG;3	PROPN
müze	muzeul	müze	muzeu		N;DEF;MASC;SG
müze	museum	müze	museum		N;INDF;MASC;SG
müze	muzeu	müze	muzeu		N;INDF;MASC;SG
kökeni	origine	köken	origine	N;ACC;SG;3	N;INDF;FEM;SG
kökeni	originea	köken	origine	N;ACC;SG;3	N;DEF;FEM;SG
kökeni	originile	köken	origine	N;ACC;SG;3	N;DEF;FEM;PL
kökeni	origini	köken	origine	N;ACC;SG;3	N;INDF;FEM;PL
bağ	legătura	bağ	legătură		N;DEF;FEM;SG
bağ	legătură	bağ	legătură		N;INDF;FEM;SG
bağ	link	bağ	link		N;INDF;MASC;SG
bağ	linkul	bağ	link		N;DEF;MASC;SG
bağ	conexiunea	bağ	conexiune		N;DEF;FEM;SG
bağ	conexiune	bağ	conexiune		N;INDF;FEM;SG
bağ	bond	bağ	bond		N;INDF;MASC;SG
mars	mars	mars	mars		N;INDF;MASC;SG
fabrikası	fabrică	fabrikası	fabrică	N;NOM;SG;3	N;INDF;FEM;SG
fabrikası	fabrica	fabrikası	fabrică	N;NOM;SG;3	N;DEF;FEM;SG
hill	colina	hill	colină	PROPN;NOM;SG;3	N;DEF;FEM;SG
hill	dealul	hill	deal	PROPN;NOM;SG;3	N;DEF;MASC;SG
hill	hill	hill	hill	PROPN;NOM;SG;3	PROPN
hill	deal	hill	deal	PROPN;NOM;SG;3	N;INDF;MASC;SG
kullanmak	folosirea	kullan	folosire	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
kullanmak	utilizarea	kullan	utilizare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
kullanmak	utilizarea	kullan	utilizare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
kullanmak	utilizare	kullan	utilizare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
kullanmak	răscumpere	kullan	răscumpere	V;PFV;NOM;IND;POS;PRS;V.MSDR	
swift	swift	swift	swift		N;INDF
ümit	speranta	ümit	sperant		N;DEF;FEM;SG
ümit	sper	ümit	spera		V;IND;SG;1;PRS;FIN
ümit	speranța	ümit	speranță		N;DEF;FEM;SG
ümit	speranță	ümit	speranță		N;INDF;FEM;SG
yazarlar	scriitorii	yazar	scriitor	N;NOM;PL;3	N;DEF;MASC;PL
yazarlar	scriitorilor	yazar	scriitor	N;NOM;PL;3	N;DEF;MASC;PL
yazarlar	autorilor	yazar	autor	N;NOM;PL;3	N;DEF;MASC;PL
yazarlar	autorii	yazar	autor	N;NOM;PL;3	N;DEF;MASC;PL
açılış	deschiderea	açılış	deschidere	N;NOM;SG;3	N;DEF;FEM;SG
açılış	deschidere	açılış	deschidere	N;NOM;SG;3	N;INDF;FEM;SG
açılış	deschid	açılış	deschide	N;NOM;SG;3	V;IND;PL;3;PRS;FIN
liberal	liberali	liberal	liberal		N;INDF;MASC;PL
liberal	liberale	liberal	liberal		ADJ;INDF;FEM;PL
liberal	liberală	liberal	liberal		ADJ;INDF;FEM;SG
liberal	liberal	liberal	liberal		N;INDF;MASC;SG
numarası	numărul	numara	număr	N;NOM;SG;3	N;DEF;MASC;SG
yunus	delfin	yunus	delfin		N;INDF;MASC;SG
yunus	delfinul	yunus	delfin		N;DEF;MASC;SG
yunus	yunus	yunus	yunus		PROPN
yunus	jonah	yunus	jonah		PROPN
yunus	delfinii	yunus	delfin		N;DEF;MASC;PL
yunus	delfini	yunus	delfin		N;INDF;MASC;PL
kalabalık	mulțimea	kalabalık	mulțime	N;NOM;SG;3	N;DEF;FEM;SG
kalabalık	multime	kalabalık	multime	N;NOM;SG;3	N;INDF;FEM;SG
kalabalık	mulțime	kalabalık	mulțime	N;NOM;SG;3	N;INDF;FEM;SG
kalabalık	aglomerată	kalabalık	aglomera	N;NOM;SG;3	ADJ;INDF;FEM;SG
kalabalık	aglomerat	kalabalık	aglomerat	N;NOM;SG;3	ADJ;INDF;MASC;SG
kadro	echipa	kadro	echipă		N;DEF;FEM;SG
kadro	squad	kadro	squad		ADJ
kadro	grupă	kadro	grupă		N;INDF;FEM;SG
kadro	personal	kadro	personal		ADV
kadro	personalul	kadro	personal		N;DEF;MASC;SG
kadro	staff	kadro	staff		N;INDF;MASC;SG
kablo	fire	kablo	fire		N;INDF;FEM;SG
kablo	fir	kablo	fir		N;INDF;MASC;SG
kablo	sârmă	kablo	sârmă		N;INDF;FEM;SG
kablo	sarma	kablo	sarmă		N;DEF;FEM;SG
kablo	cabluri	kablo	cablu		N;INDF;FEM;PL
kablo	cablu	kablo	cablu		N;INDF;MASC;SG
beyin	brain	beyin	brain		N;INDF;MASC;SG
beyin	creier	beyin	creier		N;INDF;MASC;SG
beyin	creierul	beyin	creier		N;DEF;MASC;SG
beyin	creier	beyin	creier		N;INDF;MASC;SG
beyin	creiere	beyin	creiere		N;INDF;FEM;PL
hikmet	înțelepciune	hikmet	înțelepciune		N;INDF;FEM;SG
hikmet	intelepciune	hikmet	intelepciune		N;INDF;FEM;SG
kuzeyde	north	kuzeyde	north	N;ESS;SG;3	PROPN
kuzeyde	nordul	kuzeyde	nord	N;ESS;SG;3	N;DEF;MASC;SG
manuel	manuel	manuel	manuel		PROPN
manuel	manuală	manuel	manual		ADJ;INDF;FEM;SG
manuel	manual	manuel	manual		N;INDF;MASC;SG
manuel	manualul	manuel	manual		N;DEF;MASC;SG
farkı	diferența	fark	diferență		N;DEF;FEM;SG
farkı	diferență	fark	diferență		N;INDF;FEM;SG
farkı	diferenta	fark	diferent		N;DEF;FEM;SG
são	são	são	são	PROPN;NOM;SG;3	PROPN
bağdat	bagdad	bağdat	bagdad		N;INDF;MASC;SG
france	franţa	france	frangă	PROPN;NOM;SG;3	PROPN
france	franța	france	franța	PROPN;NOM;SG;3	PROPN
france	franta	france	frantă	PROPN;NOM;SG;3	PROPN
france	france	france	francă	PROPN;NOM;SG;3	N;INDF;MASC;SG
işık	lumină	işık	lumină		N;INDF;FEM;SG
işık	lumina	işık	lumină		N;DEF;FEM;SG
işık	iluminare	işık	iluminare		N;INDF;FEM;SG
işık	iluminat	işık	iluminat		N;INDF;MASC;SG
işık	lumini	işık	lumină		N;INDF;FEM;PL
