que	귀하	que	귀하	PRO	
decidir	결정	decidir	결정	V	N
maneiras	어쨌든	maneira	어쨌든	N	CONJ
maneiras	어쨌거나	maneira	어찌하+었+거나	N	
maneiras	매너	maneira	매너	N	
mazás	블록	mazás	블록	N	
mazás	블럭	mazás	블럭	N	
mazás	사과	mazás	사과	N	
mazás	구운	mazás	굽+ㄴ	N	
mazás	사과	mazás	사과	N	
mazás	애플	mazás	애플	N	
sinxela	쉽게	sinxela	쉽+게	ADJ	CONJ
sinxela	단순	sinxela	단순	ADJ	
sinxela	간단	sinxela	간단	ADJ	
sinxela	심플	sinxela	심플	ADJ	
sinxela	단순한	sinxela	단순+하+ㄴ	ADJ	V
sinxela	간단하다	sinxela	간단+하+다	ADJ	V
sinxela	간단한	sinxela	간단+하+ㄴ	ADJ	V
líderes	리더	líder	리더	N	
líderes	리더십	líder	리더십	N	
consegue	get	conseguir	get	V	
constante	끊임없이	constante	끊임없이	ADJ	ADV
constante	지속적으로	constante	지속+적+으로	ADJ	ADV
constante	상수	constante	상수	ADJ	N
constante	꾸준히	constante	꾸준히	ADJ	ADV
constante	항상	constante	항상	ADJ	ADV
constante	언제나	constante	언제나	ADJ	ADV
entrevista	욥기	entrevista	욥기	N	
entrevista	회의	entrevista	회의	N	
ollar	응시	ollar	응시	V	N
ollar	표정	ollar	표정	V	N
estudante	who	estudante	who	N	
parecido	닫기	parecer	닫+기	N	
parecido	닫습니다	parecer	닫+습니다	N	
parecido	닫아	parecer	닫+아	N	V
parecido	무엇인가	parecer	무엇+이+ㄴ가	N	V
parecido	something	parecer	something	N	
parecido	뭔가	parecer	뭐+이+ㄴ가	N	
parecido	무언가	parecer	무엇+이+ㄴ가	N	
parecido	비슷함	parecer	비슷하+ㅁ	N	V
parecido	유사한	parecer	유사+하+ㄴ	N	V
parecido	비슷한	parecer	비슷+하+ㄴ	N	V
parecido	유사	parecer	유사	N	
pare	중지	pare	중지	V	N
pare	중단	pare	중단	V	N
pare	정지	pare	정지	V	N
pare	그녀	pare	그녀	V	
pare	그녀의	pare	그녀+의	V	PRO
difíciles	열심히	difícil	열심히	ADJ	ADV
difíciles	하드	difícil	하드	ADJ	
difíciles	어려워	difícil	어렵+어	ADJ	
difíciles	어려움	difícil	어렵+ㅁ	ADJ	V
difíciles	어려워	difícil	어렵+어	ADJ	
difíciles	아주	difícil	아주	ADJ	ADV
difíciles	매우	difícil	매우	ADJ	ADV
manda	오른쪽	manda	오른쪽	V	N
manda	모두	manda	모두	V	ADV
manda	전체	manda	전체	V	N
manda	사장님	manda	사장님	V	N
manda	보스	manda	보스	V	
manda	송금	manda	송금	V	N
manda	보냅니다	manda	보내+ㅂ니다	V	
manda	전송	manda	전송	V	N
manda	출신	manda	출신	V	N
manda	청구	manda	청구	V	N
manda	충전	manda	충전	V	N
manda	전하	manda	전하	V	
necesitas	당신은	necesitar	당신+은	N	PRO
necesitas	귀하	necesitar	귀하	N	
necesitas	당신	necesitar	당신	N	PRO
fume	got	fumir	got	N	
voces	듣기	voz	듣+기	N	V
martes	화이팅	martes	화이팅	N	
liberación	릴리즈	liberación	릴리즈	N	
oído	청각	oír	청각	V	N
desexos	욕망	desexo	욕망	N	
desexos	다운	desexo	다우+ㄴ	N	
desexos	아래로	desexo	아래+로	N	
desexos	욕망	desexo	욕망	N	
desexos	욕망이	desexo	욕망+이	N	
desexos	소망	desexo	소망	N	
desexos	소원	desexo	소원	N	
completa	완료	completar	완료	V	N
completa	완성	completar	완성	V	N
completa	가득	completar	가득	V	ADV
completa	총액	completar	총액	V	N
completa	전체	completar	전체	V	N
monstro	괴물	monstro	괴물	N	
monstro	몬스터	monstro	몬스터	N	
monstro	당신은	monstro	당신+은	N	PRO
monstro	귀하	monstro	귀하	N	
monstro	당신	monstro	당신	N	PRO
monstro	바다	monstro	바다	N	
dólar	벅스	dólar	벅스	N	
cociñar	요리	cociñar	요리	V	N
cociñar	요리사	cociñar	요리사	V	
cociñar	모두	cociñar	모두	V	ADV
cociñar	전체	cociñar	전체	V	N
postos	스테이션	posto	스테이션	N	
postos	아웃	posto	아웃	N	
postos	입고	posto	입+고	N	V
postos	그들이	posto	그+들+이	N	PRO
postos	그들은	posto	그+들+은	N	PRO
postos	게시글	posto	게시글	N	
postos	세트	posto	세트	N	
saíndo	연애	saíndo	연애	V	N
saíndo	데이트	saíndo	데이트	V	N
saíndo	출시	saíndo	출시	V	N
saíndo	coming	saíndo	coming	V	
saíndo	아웃	saíndo	아웃	V	
saíndo	떠나	saíndo	떠나+아	V	CONJ
saíndo	단지	saíndo	단지	V	ADV
saíndo	그냥	saíndo	그냥	V	ADV
saíndo	밖에서	saíndo	밖+에서	V	ADV
saíndo	외부	saíndo	외부	V	
saíndo	바깥	saíndo	바깥	V	N
saíndo	당기	saíndo	당기	V	
profesional	프로페셔널	profesional	프로+시럽+네	ADJ	
profesional	프로	profesional	프로	ADJ	
profesional	전문	profesional	전문	ADJ	N
profesional	전문가	profesional	전문가	ADJ	
profesional	아웃	profesional	아웃	ADJ	
és	당신은	ser	당신+은	PROPN	PRO
és	귀하	ser	귀하	PROPN	
és	당신	ser	당신	PROPN	PRO
enteira	생명	enteiro	생명	ADJ	N
enteira	생활	enteiro	생활	ADJ	N
enteira	라이프	enteiro	라이프	ADJ	
enteira	인생	enteiro	인생	ADJ	N
supervivencia	survivor	supervivencia	survivor	N	
area	모래	area	모래	N	
area	샌디	area	샌디	N	
area	earth	area	earth	N	
area	대지	area	대+지	N	
billete	윌리엄	billete	윌리엄	N	PROPN
marcharon	좌파	marchar	좌파	V	N
marcharon	왼쪽	marchar	왼쪽	V	
marcharon	아웃	marchar	아웃	V	
marcharon	그들이	marchar	그+들+이	V	PRO
marcharon	그들은	marchar	그+들+은	V	PRO
marcharon	gone	marchar	gone	V	
saio	아웃	saio	아웃	V	
saio	떠나	saio	떠나+아	V	CONJ
aceite	오일	aceite	오일	N	
aceite	기름	aceite	기름	N	
aceite	미네랄	aceite	미네랄	N	
disciplina	그리고	disciplina	그리고	N	CONJ
pegadas	발자국	pegar	발자국	N	
pegadas	got	pegar	got	N	
pegadas	트레이스	pegar	트레이스	N	
frank	프랑크	frank	프랑크	N	PROPN
frank	프랭크	frank	프랭크	N	
amais	아님	amais	아니+ㅁ	ADV	
amais	그리고	amais	그리고	ADV	CONJ
veciño	이웃	veciño	이웃	ADJ	N
veciño	이웃집	veciño	이웃집	ADJ	N
linda	린다	linda	리+ㄴ다	N	
linda	예뻐	linda	예+어	N	
linda	아름다운	linda	아름답+ㄴ	N	ADJ
linda	아름다워	linda	아름답+어	N	
linda	아름답다	linda	아름답+다	N	ADJ
linda	귀여워	linda	귀엽+어	N	
linda	리틀	linda	리틀	N	
linda	예스	linda	예스	N	
piques	소개	pique	소개	ADV	N
piques	대략	pique	대략	ADV	
piques	준비	pique	준비	ADV	
piques	닫기	pique	닫+기	ADV	
piques	닫습니다	pique	닫+습니다	ADV	
piques	닫아	pique	닫+아	ADV	V
quenda	쉬프트	quenda	쉬프트	N	
quenda	shift	quenda	shift	N	
quenda	시프트	quenda	시프트	N	
absurdo	어떻게	absurdo	어떻+게	N	CONJ
axudalo	도움	axudalo	도움	N	
axudalo	도움말	axudalo	도움말	N	
axudalo	그를	axudalo	그+를	N	PRO
axudalo	give	axudalo	give	N	
axudalo	당신은	axudalo	당신+은	N	PRO
axudalo	귀하	axudalo	귀하	N	
axudalo	당신	axudalo	당신	N	PRO
moedas	머니	moeda	머니	N	
moedas	동전	moeda	동전	N	
moedas	동전	moeda	동전	N	
moedas	코인	moeda	코인	N	
levará	일부	levar	일부	V	N
levará	take	levar	take	V	
cólleo	take	cólleo	take	V	
cólleo	get	cólleo	get	V	
cólleo	그를	cólleo	그+를	V	PRO
cólleo	캐치	cólleo	캐치	V	
marie	마리야	marie	말리+아야	N	
marie	마리	marie	마리	N	
prefire	선호	preferir	선호	V	
prefire	당신은	preferir	당신+은	V	PRO
prefire	귀하	preferir	귀하	V	
prefire	당신	preferir	당신	V	PRO
sucio	더러운	sucio	더럽+ㄴ	ADJ	
sucio	거기	sucio	거기	ADJ	
sucio	거기에	sucio	거기+에	ADJ	ADV
sucio	더러운	sucio	더럽+ㄴ	ADJ	
amábel	나이스	amábel	나이스	N	
amábel	친절한	amábel	친절+하+ㄴ	N	V
amábel	친근한	amábel	친근+하+ㄴ	N	V
dígame	당신은	dígame	당신+은	PROPN	PRO
dígame	귀하	dígame	귀하	PROPN	
dígame	당신	dígame	당신	PROPN	PRO
dígame	이제	dígame	이제	PROPN	
dígame	지금	dígame	지금	PROPN	N
dígame	카운트	dígame	카운트	PROPN	
xuramento	맹세	xuramento	맹세	N	
solta	여인	solta	여인	N	
solta	방울	solta	방울	N	
solta	drop	solta	drop	N	
solta	떨어뜨리기	solta	떨어뜨리+기	N	V
solta	드롭	solta	드롭	N	
purificación	정화	purificación	정화	N	
purificación	잘라	purificación	자르+아	N	
purificación	날짜	purificación	날짜	N	
khosrow	호스로	khosroz	호스+로	PROPN	
vide	와인	vidir	와인	N	
vide	포도주	vidir	포도주	N	
áreas	면적	área	면적	N	
cómpre	got	cómprer	got	V	
cómpre	당신은	cómprer	당신+은	V	PRO
cómpre	귀하	cómprer	귀하	V	
cómpre	당신	cómprer	당신	V	PRO
escoito	청취	escoito	청취	V	N
escoito	청각	escoito	청각	V	N
matalo	킬링	matalo	킬링	PROPN	
matalo	그를	matalo	그+를	PROPN	PRO
ignorancia	무지	ignorancia	무지	N	
comezan	시작	comezar	시작	V	N
comezan	시작	comezar	시작	V	N
comezan	그들이	comezar	그+들+이	V	PRO
comezan	그들은	comezar	그+들+은	V	PRO
comezan	시작	comezar	시작	V	N
sentimos	feel	sentir	feel	V	
sentimos	기분	sentir	기분	V	
sentimos	느낌	sentir	느끼+ㅁ	V	
sentimos	느낌	sentir	느끼+ㅁ	V	
sentimos	센스	sentir	센스	V	
sentimos	감각	sentir	감각	V	N
diferencia	달라	diferencia	달+라	N	
diferencia	다름	diferencia	다르+ㅁ	N	
diferencia	다르다	diferencia	다르+다	N	ADJ
diferencia	차이점	diferencia	차이점	N	
diferencia	make	diferencia	make	N	
diferencia	모두	diferencia	모두	N	ADV
amosa	차트	amosar	차트	V	N
amosa	이거	amosar	이거	V	
amosa	표시	amosar	표시	V	
amosa	공연	amosar	공연	V	N
cigarros	금연	cigarro	금연	N	
formar	부분	formar	부분	V	N
formar	부품	formar	부품	V	N
formar	파트	formar	파트	V	
formar	형식	formar	형식	V	
formar	형태	formar	형태	V	N
formar	양식	formar	양식	V	N
formar	집합	formar	집합	V	N
formar	세트	formar	세트	V	
formar	설정	formar	설정	V	N
formar	형성	formar	형성	V	N
pezas	비트	peza	비트	N	
xuventude	청년	xuventude	청년	N	
xuventude	젊음	xuventude	젊음	N	
xuventude	청춘	xuventude	청춘	N	
reducir	잘라	reducir	자르+아	V	
reducir	축소	reducir	축소	V	N
reducir	다운	reducir	다우+ㄴ	V	
reducir	아래로	reducir	아래+로	V	
camiñando	워킹	camiñar	워킹	V	
camiñando	산책	camiñar	산책	V	N
camiñando	그녀	camiñar	그녀	V	
camiñando	그녀는	camiñar	그녀+는	V	PRO
estasme	당신은	estasme	당신+은	PROPN	PRO
estasme	귀하	estasme	귀하	PROPN	
estasme	당신	estasme	당신	PROPN	PRO
estasme	농담	estasme	농담	PROPN	N
estasme	생각하기	estasme	생각+하+기	PROPN	V
estasme	생각	estasme	생각	PROPN	
estasme	don	estasme	don	PROPN	
pedirlle	그를	pedirlle	그+를	ADJ	PRO
pedirlle	그녀	pedirlle	그녀	ADJ	
pedirlle	그녀의	pedirlle	그녀+의	ADJ	PRO
pedirlle	사과	pedirlle	사과	ADJ	
paquete	소포	paquete	소포	N	
paquete	패키지	paquete	패키+지	N	
paquete	소포	paquete	소포	N	
paquete	구획	paquete	구획	N	
etc	그리고	etc	그리고	N	CONJ
etc	etc	etc	etc	N	
etc	등등	etc	등+등	N	
colega	동료	colego	동료	N	
colega	버디	colego	버디	N	
círculo	서클	círculo	서클	N	
círculo	circle	círculo	circle	N	
círculo	서클	círculo	서클	N	
teito	옥상	teito	옥상	N	
niveis	레벨	nivel	레벨	N	
niveis	수준	nivel	수준	N	
niveis	레벨	nivel	레벨	N	
niveis	수준	nivel	수준	N	
xunta	회의	xunta	회의	N	
xunta	함께	xunta	함께	N	ADV
xunta	같이	xunta	같이	N	ADV
xunta	함께	xunta	함께	N	ADV
dispara	촬영	disparar	촬영	V	N
dispara	새싹	disparar	새싹	V	
dispara	화재	disparar	화재	V	N
dispara	불화	disparar	불화	V	N
acabei	완전히	acabar	완전+히	V	ADV
acabei	완료	acabar	완료	V	N
acabei	단지	acabar	단지	V	ADV
acabei	그냥	acabar	그냥	V	ADV
acabei	got	acabar	got	V	
acabei	완료	acabar	완료	V	N
lados	측면	lado	측면	N	
lados	어디서나	lado	어디서나	N	ADV
lados	어디든	lado	어디든	N	
lados	어디든지	lado	어디든지	N	
falsa	거짓	falsa	거짓	ADJ	
falsa	가짜	falsa	가짜	ADJ	
falsa	허위	falsa	허위	ADJ	
falsa	가짜	falsa	가짜	ADJ	
vestidos	검은색	vestido	검은색	V	
vestidos	검정	vestido	검정	V	
vestidos	검정색	vestido	검정색	V	
vestidos	블랙	vestido	블랙	V	
vestidos	당신은	vestido	당신+은	V	PRO
vestidos	귀하	vestido	귀하	V	
vestidos	당신	vestido	당신	V	PRO
vestidos	드레스	vestido	드레스	V	N
vestidos	옷이	vestido	옷+이	V	N
gustaba	좋아한	gustar	좋아하+ㄴ	V	
gustaba	그녀	gustar	그녀	V	
gustaba	그녀의	gustar	그녀+의	V	PRO
rato	타임	rato	타임	N	
rato	time	rato	time	N	
rato	마우스	rato	마우스	N	
rato	동안	rato	동안	N	
seguimos	아직도	seguir	아직도	V	ADV
seguimos	여전히	seguir	여전+히	V	ADV
seguimos	유지	seguir	유지	V	N
seguimos	팔로우	seguir	팔로우	V	
cruzar	교차	cruzar	교차	V	
cruzar	십자	cruzar	십자	V	
cruzar	십자가	cruzar	십자가	V	N
cruzar	크로스	cruzar	크로스	V	
cruzar	건널	cruzar	건너+ㄹ	V	
cruzar	건널목	cruzar	건널목	V	N
cruzar	건너	cruzar	건너+어	V	
cruzar	건너편	cruzar	건너편	V	
plástico	플라스틱	plástico	플라스틱	N	
plástico	비닐	plástico	비닐	N	
pertence	소유	pertencer	소유	V	
orixinal	원본	orixinal	원본	ADJ	
orixinal	오리지널	orixinal	오리지널	ADJ	
noxo	혐오	noxo	혐오	ADV	N
noxo	구역질	noxo	구역질	ADV	N
significado	그들의	significado	그+들+의	N	PRO
cadeas	체인	cadea	체인	N	
cadeas	체인	cadea	체인	N	
ma	끄기	ma	끄기	PROPN	V
interesado	이자	interesado	이자	N	
interesado	흥미	interesado	흥미	N	
privada	비공개	privado	비공개	ADJ	N
privada	스페이스	privado	스페이스	ADJ	
privada	공간	privado	공간	ADJ	N
privada	우주	privado	우주	ADJ	N
asegurar	make	asegurar	make	V	
peirao	부두	peirao	부두	N	
comercial	상용	comercial	상용	ADJ	N
comercial	상업용	comercial	상업용	ADJ	N
comercial	상업	comercial	상업	ADJ	N
comercial	마케팅	comercial	마케팅	ADJ	N
comercial	무역	comercial	무역	ADJ	N
comercial	트레이드	comercial	트레이드	ADJ	
comercial	쇼핑	comercial	쇼핑	ADJ	N
esquina	윗쪽	esquina	윗쪽	N	
esquina	상위	esquina	상위	N	
esquina	구석	esquina	구석	N	
esquina	모퉁이	esquina	모퉁+이	N	
esquina	코너	esquina	코너	N	
asi	웨이팅	asi	웨이팅	ADV	
asi	way	asi	way	ADV	
asi	웨이	asi	웨+이	ADV	
asi	아웃	asi	아웃	ADV	
asi	이거	asi	이거	ADV	
altas	하이	alto	하이	ADJ	
altas	하일랜드	alto	하일랜드	ADJ	
cantando	노래	cantar	노래	V	N
cantando	sing	cantar	sing	V	
cantando	노래	cantar	노래	V	N
técnica	테크니컬	técnica	테크니+들	N	
conseguiu	got	conseguir	got	V	
conseguiu	당신은	conseguir	당신+은	V	PRO
conseguiu	귀하	conseguir	귀하	V	
conseguiu	당신	conseguir	당신	V	PRO
conseguiu	get	conseguir	get	V	
puideron	그들이	poder	그+들+이	V	PRO
puideron	그들은	poder	그+들+은	V	PRO
puideron	증명	poder	증명	V	N
pensalo	생각하기	pensalo	생각+하+기	N	V
pensalo	생각	pensalo	생각	N	
pensalo	대략	pensalo	대략	N	
pensalo	생각	pensalo	생각	N	
pensalo	생각	pensalo	생각	N	
marchamos	좌파	marchar	좌파	V	N
marchamos	왼쪽	marchar	왼쪽	V	
marchamos	떠나	marchar	떠나+아	V	CONJ
marchamos	떠나	marchar	떠나+아	V	CONJ
almacén	창고	almacén	창고	N	
almacén	가게	almacén	가게	N	
almacén	스토어	almacén	스토어	N	
postal	zip	postal	zip	N	
bon	좋다	bon	좋+다	PROPN	ADJ
bon	알겠습니다	bon	알+겠+습니다	PROPN	V
bon	좋아요	bon	좋+아+요	PROPN	
pastel	케이크	pastel	케이크	N	
pastel	파이	pastel	파+이	N	
pastel	덥다	pastel	덥+다	N	
pastel	hot	pastel	hot	N	
pastel	뜨겁다	pastel	뜨겁+다	N	
pastel	뜨거운	pastel	뜨겁+ㄴ	N	ADJ
data	이브	data	이브	N	
data	에이브	data	에이브	N	
data	날짜	data	날짜	N	
nervios	신경	nervio	신경	N	
nervios	get	nervio	get	N	
nervios	받기	nervio	받+기	N	V
contenta	해피	contentar	해피	V	
contenta	행복	contentar	행복	V	N
contenta	행복해	contentar	행복+하+어	V	CONJ
contenta	행복하다	contentar	행복+하+다	V	
porto	항만	porto	항만	N	
porto	포트	porto	포트	N	
porto	하버	porto	하버	N	
porto	마스터	porto	마스터	N	
cargos	오피스	cargo	오피스	N	
cargos	전하	cargo	전하	N	
saco	get	saco	get	N	
saco	받기	saco	받+기	N	V
saco	take	saco	take	N	
saco	자루	saco	자루	N	
saco	봉지	saco	봉지	N	
paren	중지	parer	중지	V	N
paren	중단	parer	중단	V	N
paren	정지	parer	정지	V	N
dalle	그를	dalle	그+를	PROPN	PRO
dalle	오른쪽	dalle	오른쪽	PROPN	N
dalle	give	dalle	give	PROPN	
dalle	히트	dalle	히트	PROPN	
dalle	hit	dalle	hit	PROPN	
camiños	도로	camiño	도로	N	
camiños	경로	camiño	경로	N	
agosto	아우구스트	agosto	아우구스트	N	PROPN
parabéns	축하드립니다	parabén	축하+드+보다+이+다	N	
parabéns	축하합니다	parabén	축하+하+ㅂ니다	N	
traballador	일하기	traballador	일하+기	N	
traballador	퇴근	traballador	퇴근	N	
arco	레인보우	arco	레인보우	N	
arco	무지개	arco	무지개	N	
arco	조용히	arco	조용히	N	ADV
arco	조용한	arco	조용+하+ㄴ	N	V
arco	아크	arco	아크	N	
arco	arc	arco	arc	N	
stuart	스튜어트	stuart	스튜어트	V	PROPN
stuart	조니	stuart	조니	V	
stuart	쟈니	stuart	보+니	V	
stuart	자니	stuart	자니	V	
vítima	피해자	vítima	피하+어자	N	
soportar	스탠드	soportar	스탠드	V	N
soportar	베어	soportar	베+어	V	
soportar	take	soportar	take	V	
soportar	함께	soportar	함께	V	ADV
déame	give	déame	give	PROPN	
déame	take	déame	take	PROPN	
sábelo	당신은	sábelo	당신+은	N	PRO
sábelo	귀하	sábelo	귀하	N	
sábelo	당신	sábelo	당신	N	PRO
amantes	미스트리스	amante	미스트리스	N	
tom	ahead	tom	ahead	PROPN	
tom	탐라	tom	탐라	PROPN	
palacio	궁궐	palacio	궁궐	N	
jackson	잭슨	jackson	잭슨	PROPN	
jackson	헤이	jackson	헤+이	PROPN	
aparte	그런데	aparte	그런데	ADV	CONJ
aparte	그러나	aparte	그러나	ADV	CONJ
aparte	근데	aparte	근데	ADV	
aparte	하지만	aparte	하지만	ADV	CONJ
aparte	출신	aparte	출신	ADV	N
ide	당신은	ide	당신+은	PROPN	PRO
ide	귀하	ide	귀하	PROPN	
ide	당신	ide	당신	PROPN	PRO
durmido	수면	durmido	수면	ADJ	N
calar	사일런스	calar	사일런스	V	PROPN
calar	침묵	calar	침묵	V	N
calar	조용히	calar	조용히	V	ADV
calar	shut	calar	shut	V	
calar	피고	calar	피+고	V	
calar	피고인	calar	피고+이+ㄴ	V	
calar	침묵	calar	침묵	V	N
calar	당신은	calar	당신+은	V	PRO
calar	귀하	calar	귀하	V	
calar	당신	calar	당신	V	PRO
holanda	홀랜드	holanda	홀랜드	N	
veras	정말로	vera	정말로	N	ADV
veras	정말	vera	정말	N	ADV
veras	확실히	vera	확실+히	N	ADV
corenta	마흔	corenta	마흔	PROPN	
barato	저렴한	barato	저렴+하+ㄴ	N	V
excepto	빼고	excepto	빼+고	ADV	
excepto	그런데	excepto	그런데	ADV	CONJ
excepto	그러나	excepto	그러나	ADV	CONJ
excepto	근데	excepto	근데	ADV	
excepto	하지만	excepto	하지만	ADV	CONJ
contoume	소개	contoume	소개	V	N
contoume	대략	contoume	대략	V	
contoume	당신은	contoume	당신+은	V	PRO
contoume	귀하	contoume	귀하	V	
contoume	당신	contoume	당신	V	PRO
contoume	그녀	contoume	그녀	V	
contoume	그녀는	contoume	그녀+는	V	PRO
simples	단순	simple	단순	ADJ	
simples	간단	simple	간단	ADJ	
simples	심플	simple	심플	ADJ	
simples	단순한	simple	단순+하+ㄴ	ADJ	V
simples	간단하다	simple	간단+하+다	ADJ	V
simples	간단한	simple	간단+하+ㄴ	ADJ	V
simples	형제	simple	형제	ADJ	
simples	형제자매	simple	형제+자매	ADJ	N
simples	남매	simple	남매	ADJ	N
motivos	가족	motivo	가족	N	
motivos	가족과	motivo	가족+과	N	CONJ
motivos	패밀리	motivo	패밀리	N	
paredes	성벽	parede	성벽	N	
poderosos	강력	poderoso	강력	ADJ	
poderosos	강력한	poderoso	강력+하+ㄴ	ADJ	V
poderosos	강력하다	poderoso	강력+하+다	ADJ	V
comedor	식사	comedor	식사	N	
pechada	비공개	pechada	비공개	V	N
pechada	닫힌	pechada	닫히+ㄴ	V	
pechada	shut	pechada	shut	V	
pechada	locked	pechada	locked	V	
demostrar	표시	demostrar	표시	V	
demostrar	공연	demostrar	공연	V	N
demostrar	사실	demostrar	사실	V	N
demostrar	실제로	demostrar	실제로	V	ADV
demostrar	당신은	demostrar	당신+은	V	PRO
demostrar	귀하	demostrar	귀하	V	
demostrar	당신	demostrar	당신	V	PRO
demostrar	증명	demostrar	증명	V	N
todavía	당신은	todaver	당신+은	ADV	PRO
todavía	귀하	todaver	귀하	ADV	
todavía	당신	todaver	당신	ADV	PRO
prezos	프라이스	prezo	프라이스	N	
prezos	비용	prezo	비용	N	
pobreza	가난	pobreza	가난	N	
pobreza	불쌍한	pobreza	불쌍+하+ㄴ	N	V
cultural	문화	cultural	문화	ADJ	N
cultural	team	cultural	team	ADJ	
uu	아메리카	uu	아메리카	PROPN	PROPN
uu	usa	uu	usa	PROPN	
uu	미국	uu	미국	PROPN	PROPN
rosas	분홍색	rosa	분홍색	N	
rosas	분홍	rosa	분홍	N	
rosas	핑크	rosa	핑크	N	
rosas	장미	rosa	장미	N	
rosas	장미	rosa	장미	N	
rosas	로즈	rosa	로즈	N	
desaparecer	사라지는	desaparecer	사라지+는	V	
desaparecer	페이드	desaparecer	페이드	V	
desaparecer	단지	desaparecer	단지	V	ADV
desaparecer	그냥	desaparecer	그냥	V	ADV
camisa	셔츠	camisa	셔츠	N	
camisa	칼라	camisa	칼+라	N	
camisa	쇄골	camisa	쇄골	N	
pregunte	원더	pregunte	원더	V	
toman	take	tomar	take	V	
toman	그들이	tomar	그+들+이	V	PRO
toman	그들은	tomar	그+들+은	V	PRO
pesca	피쉬	pesca	피쉬	N	
pesca	피시	pesca	피시	N	
pesca	생선	pesca	생선	N	
labregos	농부	labrego	농부	ADJ	N
tomando	농담	tomar	농담	V	N
vende	팔아	vende	팔+아	V	
vende	판매	vende	판매	V	N
vende	판매	vende	판매	V	N
quilómetros	마일스	quilómetros	마일스	N	
quilómetros	마일리지	quilómetros	마일리+지	N	
quilómetros	마일	quilómetros	마일	N	
quilómetros	마일리	quilómetros	마일리	N	
quilómetros	마일즈	quilómetros	마일즈	N	
quilómetros	킬로미터	quilómetros	킬로미터	N	
quilómetros	데이	quilómetros	데이	N	
quilómetros	킬로미터	quilómetros	킬로미터	N	
i	여왕	i	여왕	N	
chocolate	초콜릿	chocolate	초콜릿	PROPN	
chocolate	초콜렛	chocolate	초콜렛	PROPN	
chocolate	계란	chocolate	계란	PROPN	
chocolate	달걀	chocolate	달걀	PROPN	N
chocolate	일부	chocolate	일부	PROPN	N
chocolate	덥다	chocolate	덥+다	PROPN	
chocolate	hot	chocolate	hot	PROPN	
chocolate	뜨겁다	chocolate	뜨겁+다	PROPN	
chocolate	뜨거운	chocolate	뜨겁+ㄴ	PROPN	ADJ
vaian	party	ir	party	V	
vaian	파티	ir	파티	V	N
vaian	당신은	ir	당신+은	V	PRO
vaian	귀하	ir	귀하	V	
vaian	당신	ir	당신	V	PRO
beizos	입술이	beizo	입술+이	N	
beizos	아직	beizo	아직	N	ADV
asento	자리	asento	자리	N	
moderna	모던	moderno	모던	ADJ	
moderna	현대	moderno	현대	ADJ	N
moderna	근대	moderno	근대	ADJ	N
moderna	근황	moderno	근황	ADJ	
auténtica	정통	auténtico	정통	ADJ	
auténtica	진짜	auténtico	진짜	ADJ	N
auténtica	리얼	auténtico	리얼	ADJ	
auténtica	레알	auténtico	레알	ADJ	
débedas	부채	débeda	부채	N	
débedas	부채	débeda	부채	N	
decote	보통	decote	보통	ADV	N
decote	때로는	decote	때+로+는	ADV	N
decote	가끔은	decote	가끔+은	ADV	
sitios	여기	sitio	여기	N	PRO
sitios	여기에	sitio	여기+에	N	ADV
sitios	사이트	sitio	사이트	N	
show	표시	show	표시	PROPN	
show	보이기	show	보이+기	PROPN	V
show	공연	show	공연	PROPN	N
show	연주회	show	연주회	PROPN	N
show	콘서트	show	콘서트	PROPN	N
show	공연	show	공연	PROPN	N
show	성과	show	성과	PROPN	
show	성능	show	성능	PROPN	N
colla	take	colla	take	V	
colla	당신은	colla	당신+은	V	PRO
colla	귀하	colla	귀하	V	
colla	당신	colla	당신	V	PRO
colla	get	colla	get	V	
tarefas	퇴근	tarefa	퇴근	N	
malleira	beat	malleira	beat	N	
malleira	이겨	malleira	이기+어	N	
malleira	비트	malleira	비트	N	
malleira	좋다	malleira	좋+다	N	ADJ
balas	함께	bala	함께	N	ADV
descubrín	아웃	descubrín	아웃	V	
milagre	기적	milagre	기적	N	
corea	한국	corea	한국	N	PROPN
corea	코리아	corea	코리아	N	
corea	한국인	corea	한국인	N	
corea	한국	corea	한국	N	PROPN
corea	한국어	corea	한국어	N	
viviu	생방송	vivir	생방송	V	N
viviu	라이브	vivir	라이브	V	
amar	러브	amar	러브	V	
amar	사랑	amar	사랑	V	N
amar	loving	amar	loving	V	
escoitade	듣기	escoitade	듣+기	N	V
escoitade	듣기	escoitade	듣+기	N	V
tendas	가게	tenda	가게	N	
tendas	다운	tenda	다우+ㄴ	N	
tendas	아래로	tenda	아래+로	N	
tendas	가게	tenda	가게	N	
tendas	스토어	tenda	스토어	N	
filmar	필름	filmar	필름	V	N
filmar	영화	filmar	영화	V	N
filmar	촬영	filmar	촬영	V	N
fábricas	공장	fábrica	공장	N	
fábricas	팩토리	fábrica	팩토리	N	
lobo	볼프	lobo	볼프	N	
lobo	울프	lobo	울프	N	
seica	받았습니다	sercar	받+았+습니다	ADV	V
seica	받은	sercar	받+ㄴ	ADV	V
seica	받음	sercar	받+ㅁ	ADV	
seica	생각하기	sercar	생각+하+기	ADV	V
seica	생각	sercar	생각	ADV	
feble	약한	feble	약하+ㄴ	ADJ	
feble	약해	feble	약하+어	ADJ	
