sovi	fit	sovi	faire	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PST;FIN
eronnut	démission	erota	démission	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
eronnut	divorcées	erota	divorcé	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
eronnut	divorce	erota	divorce	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
eronnut	divorcés	erota	divorcer	V;NOM;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
suoja	shield	suoja	shield	N;NOM;SG	PROPN
irina	irina	irina	irina	PROPN;NOM;SG	PROPN
irina	irène	irina	irène	PROPN;NOM;SG	N;FEM;SG
azerbaidžanin	azerbaïdjan	azerbaidžan	azerbaïdjan	N;GEN;SG	PROPN
arkkitehdit	architecte	arkkitehti	architecte	N;NOM;PL	N;MASC;SG
viola	alto	viola	alto	N;NOM;SG	PROPN
viola	viola	viola	violer	N;NOM;SG	PROPN
kiova	kiev	kiova	kiev	PROPN;NOM;SG	PROPN
osallisena	impliqué	osallinen	impliquer	ADJ;FRML;SG	V;MASC;SG;PST;V.PTCP
osallisena	impliqués	osallinen	impliquer	ADJ;FRML;SG	V;MASC;PL;PST;V.PTCP
osallisena	impliquée	osallinen	impliquer	ADJ;FRML;SG	V;FEM;SG;PST;V.PTCP
osallisena	impliqué	osallinen	impliquer	ADJ;FRML;SG	V;MASC;SG;PST;V.PTCP
osallisena	impliqués	osallinen	impliquer	ADJ;FRML;SG	V;MASC;PL;PST;V.PTCP
osallisena	impliquée	osallinen	impliquer	ADJ;FRML;SG	V;FEM;SG;PST;V.PTCP
kristina	kristina	kristina	kristina	N;NOM;SG	PROPN
osapuoli	parti	osa#puoli	partir	N;NOM;SG	V;MASC;SG;PST;V.PTCP
vertaa	comparez	vertaa	comparer	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
vertaa	compare	vertaa	comparer	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
vertaa	comparons	vertaa	comparon	V;IMP;SG;2;FIN;ACT	V;IMP;PL;1;PRS;FIN
vertaa	comparaison	vertaa	comparaison	V;IMP;SG;2;FIN;ACT	N;FEM;SG
gregory	gregory	gregory	gregory	PROPN;NOM;SG	PROPN
gregory	grégoire	gregory	grégoire	PROPN;NOM;SG	N;MASC;SG
gregory	grégory	gregory	grégory	PROPN;NOM;SG	PROPN
jupiter	jupiter	jupiter	jupiter	N;NOM;SG	PROPN
lil	lil	lil	lil	PROPN;NOM;SG	
kehittyivät	évolué	kehittyä	évoluer	V;IND;PL;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
asukas	résidente	asukas	résident	N;NOM;SG	ADJ;FEM;SG
asukas	résidant	asukas	résider	N;NOM;SG	V;PRS;V.PTCP
asukas	résidents	asukas	résident	N;NOM;SG	N;MASC;PL
martínez	martínez	martínez	martíne	PROPN;NOM;SG	PROPN
kaivos	mines	kaivos	mine	N;NOM;SG	N;FEM;PL
kaivos	minière	kaivos	minier	N;NOM;SG	ADJ;FEM;SG
kaivos	miens	kaivos	mien	N;NOM;SG	PRO;MASC;PL
italialaiset	italiens	italia#lainen	italien	N;NOM;PL	ADJ;MASC;PL
italialaiset	italiennes	italia#lainen	italien	N;NOM;PL	ADJ;FEM;PL
italialaiset	italienne	italia#lainen	italien	N;NOM;PL	ADJ;FEM;SG
italialaiset	italien	italia#lainen	italien	N;NOM;PL	ADJ;MASC;SG
italialaiset	italiens	italia#lainen	italien	N;NOM;PL	ADJ;MASC;PL
esp	esp	esp	esp	N;NOM;SG	
alessandro	alessandro	alessandro	alessandro	N;NOM;SG	PROPN
virheellinen	erroné	virheellinen	erroné	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
virheellinen	invalides	virheellinen	invalide	ADJ;NOM;SG	N;MASC;PL
kokemuksia	expérience	kokemus	expérience	N;PRT;PL	N;FEM;SG
työntekijä	employé	työ#tekijä	employer	N;NOM;SG	V;MASC;SG;PST;V.PTCP
työntekijä	travailleuse	työ#tekijä	travailleur	N;NOM;SG	ADJ;FEM;SG
julkiset	public	julkinen	public	ADJ;NOM;PL	ADJ;MASC;SG
julkiset	publique	julkinen	public	ADJ;NOM;PL	ADJ;FEM;SG
henkilökohtaista	personnel	henkilö#kohtainen	personnel	ADJ;PRT;SG	N;MASC;SG
henkilökohtaista	personnelles	henkilö#kohtainen	personnel	ADJ;PRT;SG	ADJ;FEM;PL
henkilökohtaista	personnels	henkilö#kohtainen	personnel	ADJ;PRT;SG	ADJ;MASC;PL
hal	hal	hal	hal	PROPN;NOM;SG	PROPN
perintö	legacy	perintö	legacy	N;NOM;SG	PROPN
perintö	héritages	perintö	héritage	N;NOM;SG	N;MASC;PL
häät	mariage	häät	mariage	N;NOM;PL	N;MASC;SG
freeman	freeman	freema	freeman	N;NOM;SG	PROPN
virus	viral	virus	viral	N;NOM;SG	ADJ;MASC;SG
virus	virale	virus	viral	N;NOM;SG	ADJ;FEM;SG
hienoa	super	hieno	super	ADJ;PRT;SG	ADV
hyväksytään	acceptation	hyväksyä	acceptation	V;IND;PRS;FIN;PASS	N;FEM;SG
hyväksytään	acceptées	hyväksyä	accepter	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
hyväksytään	acceptés	hyväksyä	accepter	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
hyväksytään	acceptée	hyväksyä	accepter	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
hyväksytään	accepté	hyväksyä	accepter	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
ferguson	ferguson	ferguso	ferguson	N;NOM;SG	PROPN
legendan	légendes	legenda	légende	N;GEN;SG	N;FEM;PL
ehdokkaat	nominés	ehdokas	nominer	N;NOM;PL	V;MASC;PL;PST;V.PTCP
paineen	pressions	paine	pression	N;GEN;SG	N;FEM;PL
saatavissa	dispo	saada	dispo	V;IN+ESS;PL;V.PTCP;PASS	INTJ
saatavissa	disponible	saada	disponible	V;IN+ESS;PL;V.PTCP;PASS	ADJ;MASC;SG
saatavissa	disponibles	saada	disponible	V;IN+ESS;PL;V.PTCP;PASS	ADJ;MASC;PL
esitelty	vedette	esitellä	vedette	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
esitelty	recommandés	esitellä	recommander	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
esitelty	vedettes	esitellä	vedette	V;NOM;SG;V.PTCP;PASS	N;FEM;PL
esitelty	présentés	esitellä	présenter	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
esitelty	présentées	esitellä	présenter	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
valmentaa	accompagnement	valmentaa	accompagnement	V;IND;SG;PRS;FIN;ACT	N;MASC;SG
valmentaa	coaching	valmentaa	coaching	V;IND;SG;PRS;FIN;ACT	N;MASC;SG
valmentaa	entraîneurs	valmentaa	entraîneur	V;IND;SG;PRS;FIN;ACT	N;MASC;PL
sisäistä	internes	sisäinen	interne	ADJ;PRT;SG	ADJ;MASC;PL
matias	mattis	matias	mattis	N;NOM;SG	PROPN
matias	matias	matias	matia	N;NOM;SG	PROPN
timothy	timothy	timothy	timothy	N;NOM;SG	PROPN
pelkää	peur	pelätä	peur	V;IMP;SG;2;FIN;ACT	N;FEM;SG
pelkää	fear	pelätä	fear	V;IMP;SG;2;FIN;ACT	PROPN
pelkää	crainte	pelätä	crainte	V;IMP;SG;2;FIN;ACT	N;FEM;SG
pelkää	craintes	pelätä	crainte	V;IMP;SG;2;FIN;ACT	N;FEM;PL
pelkää	peur	pelätä	peur	V;IMP;SG;2;FIN;ACT	N;FEM;SG
valokuvan	photographier	valo#kuva	photographier	N;GEN;SG	V;NFIN
kruunu	couronnes	kruunu	couronne	N;NOM;SG	N;FEM;PL
kruunu	crown	kruunu	crown	N;NOM;SG	PROPN
kruunu	couronner	kruunu	couronner	N;NOM;SG	V;NFIN
haastoi	contestées	haastaa	contester	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
bart	bart	bart	bart	N;NOM;SG	PROPN
schmidt	schmidt	schmidt	schmidt	PROPN;NOM;SG	PROPN
esityksiä	exposés	esitys	exposer	N;PRT;PL	V;MASC;PL;PST;V.PTCP
pahin	pire	paha	pire	ADJ;NOM;RL;SG	INTJ
pahin	pires	paha	pire	ADJ;NOM;RL;SG	ADJ;MASC;PL
puhkesi	éclatement	puhketa	éclatement	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
puhkesi	rafale	puhketa	rafale	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
arne	arne	arne	arne	PROPN;NOM;SG	PROPN
montenegron	monténégro	montenegto	monténégro	N;GEN;SG	ADJ;MASC;SG
montenegron	monténégrin	montenegto	monténégrin	N;GEN;SG	ADJ;MASC;SG
suhteellinen	parent	suhteellinen	parent	ADJ;NOM;SG	N;MASC;SG
suhteellinen	proportionnels	suhteellinen	proportionnel	ADJ;NOM;SG	ADJ;MASC;PL
suhteellinen	proportionné	suhteellinen	proportionner	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
uros	masculin	uros	masculin	N;NOM;SG	ADJ;MASC;SG
beck	beck	beck	beck	PROPN;NOM;SG	PROPN
täydet	complète	täysi	complet	ADJ;NOM;PL	ADJ;FEM;SG
täydet	pleine	täysi	plein	ADJ;NOM;PL	ADJ;FEM;SG
täydet	plein	täysi	plein	ADJ;NOM;PL	ADJ;MASC;SG
täydet	complet	täysi	complet	ADJ;NOM;PL	ADJ;MASC;SG
epäillään	présumés	epäillä	présumer	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
epäillään	soupçonnée	epäillä	soupçonner	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
epäillään	suspecté	epäillä	suspecter	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
epäillään	soupçonné	epäillä	soupçonner	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
epäillään	suspecte	epäillä	suspect	V;IND;PRS;FIN;PASS	ADJ;FEM;SG
epäillään	suspects	epäillä	suspect	V;IND;PRS;FIN;PASS	N;MASC;PL
epäillään	suspect	epäillä	suspect	V;IND;PRS;FIN;PASS	N;MASC;SG
epäillään	suspectes	epäillä	suspect	V;IND;PRS;FIN;PASS	ADJ;FEM;PL
olennainen	intégrales	olennainen	intégral	ADJ;NOM;SG	ADJ;FEM;PL
olennainen	essentielles	olennainen	essentiel	ADJ;NOM;SG	ADJ;FEM;PL
olennainen	essentiels	olennainen	essentiel	ADJ;NOM;SG	ADJ;MASC;PL
sijoitti	investis	sijoittaa	investir	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
nähtävyydet	vacance	nähtävyys	vacance	N;NOM;PL	N;FEM;SG
lentävä	volants	lentää	volant	V;NOM;SG;V.PTCP;ACT	N;MASC;PL
lentävä	volant	lentää	volant	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
häviää	perdent	hävitä	perdre	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
häviää	perdez	hävitä	perdre	V;IND;SG;3;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
liiketoiminnan	affaires	liike#toiminta	affaire	N;GEN;SG	N;FEM;PL
liiketoiminnan	entreprise	liike#toiminta	entreprendre	N;GEN;SG	V;FEM;SG;PST;V.PTCP
liiketoiminnan	entreprises	liike#toiminta	entreprise	N;GEN;SG	N;FEM;PL
kalevala	kalevala	kalevala	kalevala	N;NOM;SG	PROPN
kyle	kyle	kyle	kyle	PROPN;NOM;SG	PROPN
mann	mann	manta	mann	PROPN;NOM;SG	PROPN
gmbh	gmbh	gmbh	gmbh	PROPN;NOM;SG	
swan	swan	swan	swan	N;NOM;SG	PROPN
swan	cygnes	swan	cygne	N;NOM;SG	N;MASC;PL
yksityiskohtia	détail	yksityis#kohta	détail	N;PRT;PL	N;MASC;SG
saatavana	dispo	saada	dispo	V;FRML;SG;V.PTCP;PASS	INTJ
saatavana	disponible	saada	disponible	V;FRML;SG;V.PTCP;PASS	ADJ;MASC;SG
saatavana	disponibles	saada	disponible	V;FRML;SG;V.PTCP;PASS	ADJ;MASC;PL
panaman	panaméen	panama	panaméen	N;GEN;SG	ADJ;MASC;SG
isabella	isabella	isabella	isabella	N;NOM;SG	ADJ;FEM;SG
svensk	svensk	svensk	svensk	N;NOM;SG	PROPN
jaarli	earl	jaarli	earl	N;NOM;SG	PROPN
sevilla	séville	sevilla	séville	N;NOM;SG	PROPN
sevilla	sevilla	sevilla	sevilla	N;NOM;SG	PROPN
tupla	doubler	tupla	doubler	N;NOM;SG	V;NFIN
tupla	double	tupla	double	N;NOM;SG	ADJ;MASC;SG
tupla	doubles	tupla	double	N;NOM;SG	ADJ;MASC;PL
unelma	rêves	unelma	rêve	N;NOM;SG	N;MASC;PL
unelma	dream	unelma	dream	N;NOM;SG	PROPN
unelma	rêver	unelma	rêver	N;NOM;SG	V;NFIN
porsche	porsche	porsche	porsche	PROPN;NOM;SG	N;FEM;SG
sparta	sparte	sparta	sparte	PROPN;NOM;SG	PROPN
blossom	fleurir	blossom	fleurir		V;NFIN
blossom	fleur	blossom	fleur		N;FEM;SG
lassi	calvin	lassi	calvin	N;NOM;SG	PROPN
slovenia	slovénie	sloven	slovénie	N;NOM;PL	ADJ;FEM;SG
slovenia	slovène	sloven	slovène	N;NOM;PL	ADJ;MASC;SG
slovenia	slovènes	sloven	slovène	N;NOM;PL	ADJ;MASC;PL
keskusteluissa	débat	keskustelu	débat	N;IN+ESS;PL	N;MASC;SG
näkyvissä	visible	näkyä	visible	V;IN+ESS;PL;V.PTCP;ACT	ADJ;MASC;SG
näkyvissä	visibles	näkyä	visible	V;IN+ESS;PL;V.PTCP;ACT	ADJ;MASC;PL
julistaa	déclarons	julistaa	déclaron	V;IND;SG;3;PRS;FIN;ACT	V;IMP;PL;1;PRS;FIN
julistaa	déclarent	julistaa	déclarer	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
minskin	minsk	minä	minsk	N;GEN;SG	PROPN
kommunistit	communisme	kommunisti	communisme	N;NOM;PL	N;MASC;SG
kommunistit	communiste	kommunisti	communiste	N;NOM;PL	ADJ;MASC;SG
ocean	océan	ocea	océan		N;MASC;SG
rover	rover	rover	rover		N;MASC;SG
lippua	drapeaux	lippu	drapeau	N;PRT;SG	N;MASC;PL
vuotuinen	annuels	vuotuinen	annuel	ADJ;NOM;SG	ADJ;MASC;PL
marilyn	marilyn	marily	marilyn	N;NOM;SG	PROPN
järjestäjä	parrainer	järjestäjä	parrainer	N;NOM;SG	V;NFIN
järjestäjä	organisatrice	järjestäjä	organisatrice	N;NOM;SG	ADJ;FEM;SG
täytti	remplies	täyttää	remplir	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
täytti	remplis	täyttää	remplir	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
irwin	irwin	irwin	irwin	N;NOM;SG	PROPN
portin	gate	portti	gate	N;GEN;SG	PROPN
säteily	radiations	säteily	radiation	N;NOM;SG	N;FEM;PL
säteily	rayonnements	säteily	rayonnement	N;NOM;SG	N;MASC;PL
shawn	shawn	shawn	shawn	PROPN;NOM;SG	PROPN
kustannukset	coût	kustannus	coût	N;NOM;PL	N;MASC;SG
hyödyllinen	utiles	hyödyllinen	utile	ADJ;NOM;SG	ADJ;MASC;PL
hyödyllinen	utiles	hyödyllinen	utile	ADJ;NOM;SG	ADJ;MASC;PL
kiista	polémique	kiista	polémique	N;NOM;SG	ADJ;FEM;SG
kiista	controverses	kiista	controverse	N;NOM;SG	N;FEM;PL
reinhold	reinhold	reinhold	reinhold	N;NOM;SG	PROPN
vietnam	vietnamiens	vieton	vietnamien	N;NOM;SG	ADJ;MASC;PL
vietnam	vietnamien	vieton	vietnamien	N;NOM;SG	ADJ;MASC;SG
vietnam	vietnamienne	vieton	vietnamien	N;NOM;SG	ADJ;FEM;SG
vietnam	vietnamiennes	vieton	vietnamien	N;NOM;SG	ADJ;FEM;PL
lähdön	départs	lähtö	départ	N;GEN;SG	N;MASC;PL
operaattori	exploitant	operaattori	exploiter	N;NOM;SG	V;PRS;V.PTCP
operaattori	porteur	operaattori	porteur	N;NOM;SG	ADJ;MASC;SG
indonesia	indonésiens	indonen	indonésien	N;NOM;SG	ADJ;MASC;PL
indonesia	indonésien	indonen	indonésien	N;NOM;SG	ADJ;MASC;SG
indonesia	indonésienne	indonen	indonésien	N;NOM;SG	ADJ;FEM;SG
indonesia	indonésie	indonen	indonésie	N;NOM;SG	PROPN
kouluja	école	koulu	école	N;PRT;PL	N;FEM;SG
heimojen	tribaux	heimo	tribal	N;GEN;PL	ADJ;MASC;PL
heimojen	tribales	heimo	tribal	N;GEN;PL	ADJ;FEM;PL
heimojen	tribal	heimo	tribal	N;GEN;PL	ADJ;MASC;SG
heimojen	tribale	heimo	tribal	N;GEN;PL	ADJ;FEM;SG
säännöllinen	régulières	säännöllinen	régulier	ADJ;NOM;SG	ADJ;FEM;PL
eugen	eugen	eugi	eugen	N;NOM;SG	PROPN
montgomery	montgomery	montgomery	montgomery	N;NOM;SG	PROPN
ein	ein	ein	ein	INTJ	
slovakia	slovaque	slovakia	slovaque	PROPN;NOM;SG	ADJ;MASC;SG
slovakia	slovaques	slovakia	slovaque	PROPN;NOM;SG	ADJ;MASC;PL
slovakia	slovaquie	slovakia	slovaquie	PROPN;NOM;SG	PROPN
vastuun	responsabilités	vastuu	responsabilité	N;GEN;SG	N;FEM;PL
osoitettu	assignés	osoittaa	assigner	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
osoitettu	assignées	osoittaa	assigner	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
osoitettu	alloués	osoittaa	alloué	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
osoitettu	prouvés	osoittaa	prouver	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
osoitettu	prouvées	osoittaa	prouver	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
troijan	troy	troija	troy	N;GEN;SG	PROPN
simpsonit	simpson	simpsoni	simpson	N;NOM;PL	PROPN
hevosia	cheval	hevonen	cheval	N;PRT;PL	N;MASC;SG
maailmanlaajuinen	mondiaux	maailman#laajuinen	mondial	ADJ;NOM;SG	ADJ;MASC;PL
thaimaassa	thaïlande	thaimaassa	thaïlande	ADJ;IN+ESS;SG	N;FEM;SG
thaimaassa	thailande	thaimaassa	thailande	ADJ;IN+ESS;SG	N;FEM;SG
tuho	ravages	tuho	ravage	N;NOM;SG	N;MASC;PL
tuho	sinistre	tuho	sinistre	N;NOM;SG	ADJ;MASC;SG
tuho	catastrophes	tuho	catastrophe	N;NOM;SG	N;FEM;PL
tuho	destructions	tuho	destruction	N;NOM;SG	N;FEM;PL
uutinen	nouveautés	uutinen	nouveauté	N;NOM;SG	N;FEM;PL
uutinen	nouvelles	uutinen	nouveau	N;NOM;SG	ADJ;FEM;PL
uutinen	actualités	uutinen	actualité	N;NOM;SG	N;FEM;PL
poikia	fils	poika	fils	N;PRT;PL	N;MASC;SG
moottoritie	autoroutes	moottori#tie	autoroute	N;NOM;SG	N;FEM;PL
moottoritie	autoroutes	moottori#tie	autoroute	N;NOM;SG	N;FEM;PL
luottaa	trust	luottaa	trust	V;IND;SG;PRS;FIN;ACT	PROPN
luottaa	fiducie	luottaa	fiducie	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
luottaa	confiance	luottaa	confiance	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
luottaa	confiance	luottaa	confiance	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
rangaistus	pénalités	rangaistus	pénalité	N;NOM;SG	N;FEM;PL
rangaistus	punitions	rangaistus	punition	N;NOM;SG	N;FEM;PL
torsten	torsten	torsten	torsten	N;GEN;SG	PROPN
wallin	wallin	wall	wallin	N;NOM;SG	PROPN
suhtautuminen	attitudes	suhtautuminen	attitude	N;NOM;SG	N;FEM;PL
suhtautuminen	mentalités	suhtautuminen	mentalité	N;NOM;SG	N;FEM;PL
outo	strange	outo	strange	ADJ;NOM;SG	PROPN
outo	impair	outo	impair	ADJ;NOM;SG	N;MASC;SG
outo	odd	outo	odd	ADJ;NOM;SG	PROPN
aloitetaan	démarrage	aloittaa	démarrage	V;IND;PRS;FIN;PASS	N;MASC;SG
räjähti	explosées	räjähtää	exploser	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
tori	tori	tori	tori	N;NOM;SG	PROPN
andersonin	anderson	anderson	anderson	N;GEN;SG	PROPN
mukaisia	conforme	mukainen	conforme	ADJ;PRT;PL	ADJ;MASC;SG
luotain	sondes	luotain	sonde	N;NOM;SG	N;FEM;PL
target	cibles	tarki	cible	N;NOM;SG	N;FEM;PL
target	cibler	tarki	cibler	N;NOM;SG	V;NFIN
kohtaus	saisie	kohtaus	saisir	N;NOM;SG	V;FEM;SG;PST;V.PTCP
kohtaus	saisies	kohtaus	saisir	N;NOM;SG	V;FEM;PL;PST;V.PTCP
esitykset	exposés	esitys	exposer	N;NOM;PL	V;MASC;PL;PST;V.PTCP
liberty	liberty	libertyä	liberty		PROPN
liberty	liberté	libertyä	liberté		N;FEM;SG
oletettavasti	supposé	oletettavasti	supposer	ADV	V;MASC;SG;PST;V.PTCP
usp	usp	uspa	usp	N;NOM;SG	PROPN
lynn	lynn	lyntää	lynn	PROPN;NOM;SG	PROPN
metsästäjä	hunter	metsästäjä	hunter	N;NOM;SG	PROPN
tove	tove	tove	tove	PROPN;NOM;SG	PROPN
tennessee	tennessee	tennessee	tennessee	INTJ	N;FEM;SG
earl	earl	earl	earl	PROPN;NOM;SG	PROPN
earl	comte	earl	comte	PROPN;NOM;SG	N;MASC;SG
alhainen	basses	alhainen	bas	ADJ;NOM;SG	ADJ;FEM;PL
alhainen	faibles	alhainen	faible	ADJ;NOM;SG	ADJ;MASC;PL
lähetetty	expédiés	lähettää	expédié	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
lähetetty	expédiées	lähettää	expédier	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
lähetetty	expédiés	lähettää	expédié	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
lähetetty	envoyés	lähettää	envoyer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
lähetetty	envoyées	lähettää	envoyer	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
georgiassa	géorgie	georgia	géorgie	N;IN+ESS;SG	PROPN
apostoli	apôtres	apostoli	apôtre	N;NOM;SG	N;MASC;PL
uskollinen	loyaux	uskollinen	loyal	ADJ;NOM;SG	ADJ;MASC;PL
uskollinen	fidèles	uskollinen	fidèle	ADJ;NOM;SG	ADJ;MASC;PL
uskollinen	fidèles	uskollinen	fidèle	ADJ;NOM;SG	ADJ;MASC;PL
eng	fra	eng	fra	N;NOM;SG	
eng	eng	eng	eng	N;NOM;SG	
zürich	zürich	zürich	zürich	PROPN;NOM;SG	PROPN
zürich	zurich	zürich	zurich	PROPN;NOM;SG	PROPN
zürich	zurich	zürich	zurich	PROPN;NOM;SG	PROPN
richardson	richardson	richardson	richardson	N;NOM;SG	PROPN
serbien	serbes	serbi	serbe	N;GEN;PL	ADJ;MASC;PL
gerald	gerald	gerald	gerald	PROPN;NOM;SG	PROPN
gerald	gérald	gerald	gérald	PROPN;NOM;SG	N;MASC;SG
valvoa	moniteurs	valvoa	moniteur	V;SG;NFIN;ACT	N;MASC;PL
valvoa	moniteur	valvoa	moniteur	V;SG;NFIN;ACT	N;MASC;SG
hun	hun	hun	hun	N;NOM;SG	PROPN
oppinut	apprises	oppia	apprise	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
oppinut	érudit	oppia	érudit	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
kriittinen	critiques	kriittinen	critique	ADJ;NOM;SG	N;MASC;PL
intialaiset	indiens	intialainen	indien	N;NOM;PL	ADJ;MASC;PL
mozart	mozart	mozart	mozart	PROPN;NOM;SG	N;MASC;SG
aikuinen	adultes	aikuinen	adulte	ADJ;NOM;SG	N;MASC;PL
birmingham	birmingham	birmingham	birmingham	N;NOM;SG	PROPN
obama	obama	obama	obama	PROPN;NOM;SG	PROPN
keskusteluja	débat	keskustelu	débat	N;PRT;PL	N;MASC;SG
murhasi	assassinés	murhata	assassiner	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
hampaat	dentition	hammas	dentition	N;NOM;PL	N;FEM;SG
todennäköisyys	probabilités	toden#näköisyys	probabilité	N;NOM;SG	N;FEM;PL
todennäköisyys	chances	toden#näköisyys	chance	N;NOM;SG	N;FEM;PL
todennäköisyys	cotes	toden#näköisyys	cote	N;NOM;SG	N;FEM;PL
todennäköisyys	probabilités	toden#näköisyys	probabilité	N;NOM;SG	N;FEM;PL
sidney	sidney	sidney	sidney	N;NOM;SG	PROPN
fantasia	imaginaire	fantanen	imaginaire	N;PRT;PL	ADJ;MASC;SG
fantasia	fantasy	fantanen	fantasy	N;PRT;PL	N;MASC;SG
fantasia	fantasme	fantanen	fantasme	N;PRT;PL	N;MASC;SG
fantasia	fantaisie	fantanen	fantaisir	N;PRT;PL	N;FEM;SG
fantasia	fantasia	fantanen	fantasia	N;PRT;PL	PROPN
huone	chambres	huone	chambre	N;NOM;SG	N;FEM;PL
cool	cool	cool	cool	N;NOM;SG	ADJ;MASC;SG
suoritettu	achevés	suorittaa	achever	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
suoritettu	terminées	suorittaa	terminer	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
suoritettu	accomplis	suorittaa	accomplir	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
sunnuntaina	sunday	sunnuntai	sunday	N;FRML;SG	PROPN
sunnuntaina	dimanches	sunnuntai	dimanche	N;FRML;SG	N;MASC;PL
con	con	con	con	INTJ	PROPN
graafinen	graphiques	graafinen	graphique	ADJ;NOM;SG	ADJ;MASC;PL
applen	pommes	appli	pomme	N;GEN;SG	N;FEM;PL
applen	apple	appli	apple	N;GEN;SG	PROPN
iloinen	heureuses	iloinen	heureux	ADJ;NOM;SG	ADJ;FEM;PL
matematiikka	mathématiques	matematiikka	mathématique	N;NOM;SG	N;FEM;PL
matematiikka	mathématique	matematiikka	mathématique	N;NOM;SG	ADJ;MASC;SG
matematiikka	mathématiques	matematiikka	mathématique	N;NOM;SG	N;FEM;PL
matematiikka	arithmétique	matematiikka	arithmétique	N;NOM;SG	ADJ;MASC;SG
matematiikka	maths	matematiikka	math	N;NOM;SG	N;MASC;PL
matematiikka	mathématique	matematiikka	mathématique	N;NOM;SG	ADJ;MASC;SG
matematiikka	mathématiques	matematiikka	mathématique	N;NOM;SG	N;FEM;PL
hammer	marteaux	hammer	marteau	PROPN;NOM;SG	N;MASC;PL
hammer	hammer	hammer	hammer	PROPN;NOM;SG	PROPN
hammer	marteau	hammer	marteau	PROPN;NOM;SG	N;MASC;SG
hammer	maillet	hammer	maillet	PROPN;NOM;SG	N;MASC;SG
näyttelyssä	expositions	näyttely	exposition	N;IN+ESS;SG	N;FEM;PL
kasvatus	foster	kasvatus	foster	N;NOM;SG	PROPN
kasvatus	reproducteurs	kasvatus	reproducteur	N;NOM;SG	N;MASC;PL
