der	az	der	az	DET;NOM;DEF;MASC;SG	
kontrolle	ellenőrzés	kontroll	ellenőrzés	ADJ;NOM;FEM;SG	N;NOM;SG
kontrolle	monitoring	kontroll	monitoring	ADJ;NOM;FEM;SG	
kontrolle	megfigyelés	kontroll	megfigyelés	ADJ;NOM;FEM;SG	N;NOM;SG
kontrolle	ellenőrzés	kontroll	ellenőrzés	ADJ;NOM;FEM;SG	N;NOM;SG
kontrolle	vizsgálat	kontroll	vizsgálat	ADJ;NOM;FEM;SG	N;NOM;SG
kontrolle	ellenőrzés	kontroll	ellenőrzés	ADJ;NOM;FEM;SG	N;NOM;SG
kontrolle	ellenőrzések	kontroll	ellenőrzés	ADJ;NOM;FEM;SG	N;NOM;PL
kontrolle	felügyelet	kontroll	felügyelet	ADJ;NOM;FEM;SG	N;NOM;SG
emil	emile	emil	emile	PROPN;NOM;MASC;SG	
emil	emil	emil	emil	PROPN;NOM;MASC;SG	PROPN;NOM;SG
schwerpunkt	hangsúly	schwerpunkt	hangsúly	ADJ	N;NOM;SG
schwerpunkt	hangsúlyt	schwerpunkt	hangsúly	ADJ	N;ACC;SG
schwerpunkt	tengely	schwerpunkt	tengely	ADJ	N;NOM;SG
reiches	gazdag	reich	gazdag	ADJ;NOM;NEUT;SG	
reiches	gazdagok	reich	gazdag	ADJ;NOM;NEUT;SG	N;NOM;PL
reiches	rich	reich	rich	ADJ;NOM;NEUT;SG	
langsam	lassú	langsam	lassú	ADJ	
norwegen	oslo	norwegen	oslo	PROPN	PROPN;NOM;SG
norwegen	norvégia	norwegen	norvégia	PROPN	N;NOM;SG
angeblich	látszólag	angeblich	látszólag	ADJ	
angeblich	állítólag	angeblich	állítólag	ADJ	
angeblich	elvileg	angeblich	elvileg	ADJ	
angeblich	állítólagos	angeblich	állítólagos	ADJ	
angeblich	állítólag	angeblich	állítólag	ADJ	
viertelfinale	negyeddöntőbe	viertelfinale	negyeddöntő	N;NOM;NEUT;SG	N;IN+ALL;SG
sebastian	sebastian	sebastian	sebastian	PROPN;NOM;SG	
initiative	kezdeményező	initiativ	kezdeményező	N;NOM;FEM;SG	
maßnahmen	művelet	maßnahmen	művelet	V;NFIN	N;NOM;SG
maßnahmen	fellépés	maßnahmen	fellépés	V;NFIN	N;NOM;SG
maßnahmen	cselekvési	maßnahmen	cselekvési	V;NFIN	N;NOM;SG
maßnahmen	cselekvés	maßnahmen	cselekvés	V;NFIN	N;NOM;SG
maßnahmen	akció	maßnahmen	akció	V;NFIN	
maßnahmen	intézkedések	maßnahmen	intézkedés	V;NFIN	N;NOM;PL
maßnahmen	intézkedésekre	maßnahmen	intézkedés	V;NFIN	N;ON+ALL;PL
maßnahmen	műveletek	maßnahmen	művelet	V;NFIN	N;NOM;PL
maßnahmen	fellépések	maßnahmen	fellépés	V;NFIN	N;NOM;PL
maßnahmen	akciók	maßnahmen	akció	V;NFIN	N;NOM;PL
maßnahmen	intézkedések	maßnahmen	intézkedés	V;NFIN	N;NOM;PL
maßnahmen	cselekvések	maßnahmen	cselekvés	V;NFIN	N;NOM;PL
aktivitäten	tevékenységei	aktivität	tevékenység	V;NFIN	N;NOM;PL
aktivitäten	tevékenységek	aktivität	tevékenység	V;NFIN	N;NOM;PL
aktivitäten	tevékenység	aktivität	tevékenység	V;NFIN	N;NOM;SG
aktivitäten	tevékenységek	aktivität	tevékenység	V;NFIN	N;NOM;PL
aktivitäten	tevékenység	aktivität	tevékenység	V;NFIN	N;NOM;SG
aktivitäten	aktivitás	aktivität	aktivitás	V;NFIN	N;NOM;SG
oscar	oscar	oscar	oscar	PROPN;NOM;MASC;SG	
großteil	ömlesztett	großteil	ömlesztett	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
dritter	harmadik	dritt	harmadik	ADJ	
dritter	harmadszor	dritt	harmadszor	ADJ	
freiheit	szabadság	freiheit	szabadság		N;NOM;SG
freiheit	szabadság	freiheit	szabadság		N;NOM;SG
freiheit	szabadságjogok	freiheit	szabadság		N;NOM;PL
freiheit	szabadságok	freiheit	szabadság		N;NOM;PL
route	útvonal	rouen	útvonal	PROPN;NOM;SG	N;NOM;SG
route	útvonalon	rouen	útvonal	PROPN;NOM;SG	N;ON+ESS;SG
route	útvonal	rouen	útvonal	PROPN;NOM;SG	N;NOM;SG
doppel	kettős	doppel	kettős		ADJ;NOM;SG
doppel	kettős	doppel	kettős		ADJ;NOM;SG
baron	báró	baron	báró	PROPN	
verschieben	műszak	verscheiben	műszak	V;NFIN	N;NOM;SG
verschieben	váltás	verscheiben	váltás	V;NFIN	N;NOM;SG
verschieben	mozgás	verscheiben	mozgás	V;NFIN	N;NOM;SG
verschieben	költözés	verscheiben	költözés	V;NFIN	N;NOM;SG
verschieben	mozgó	verscheiben	mozgó	V;NFIN	
projekte	projekt	projekt	projekt	ADJ;NOM;PL	
projekte	project	projekt	projec	ADJ;NOM;PL	
projekte	projektek	projekt	projek	ADJ;NOM;PL	N;NOM;PL
felix	felix	felix	felix	PROPN;NOM;MASC;SG	
felix	félix	felix	félix	PROPN;NOM;MASC;SG	
kamera	kamera	kamera	kamera	PROPN	N;NOM;SG
kamera	fényképezőgép	kamera	fényképezőgép	PROPN	N;NOM;SG
kamera	cam	kamera	cam	PROPN	
priester	pap	priest	pap	ADJ	N;NOM;SG
priester	papok	priest	pap	ADJ	N;NOM;PL
charakter	jellem	charakter	jellem	ADJ	N;NOM;SG
charakter	karakter	charakter	karakter	ADJ	N;NOM;SG
big	nagyok	bigen	nagy		N;NOM;PL
big	nagy	bigen	nagy		ADJ;NOM;SG
street	utca	streen	utca	PROPN	N;NOM;SG
charts	térképek	charts	térkép	ADV	N;NOM;PL
ziehen	sorsolás	ziehen	sorsolás	V;NFIN	N;NOM;SG
ziehen	döntetlen	ziehen	döntetlen	V;NFIN	N;NOM;SG
fahrer	sofőr	fahrer	sofőr	ADJ	N;NOM;SG
fahrer	sofőrök	fahrer	sofőr	ADJ	N;NOM;PL
fahrer	vezetők	fahrer	vezető	ADJ	N;NOM;PL
fahrer	versenyzők	fahrer	versenyző	ADJ	N;NOM;PL
fahrer	sofőr	fahrer	sofőr	ADJ	N;NOM;SG
fahrer	vezető	fahrer	vezető	ADJ	
fahrer	meghajtó	fahrer	meghajtó	ADJ	N;NOM;SG
fahrer	kocsis	fahrer	kocsis	ADJ	
fahrer	járművezető	fahrer	járművezető	ADJ	N;NOM;SG
fahrer	lovas	fahrer	lovas	ADJ	
fahrer	versenyzők	fahrer	versenyző	ADJ	N;NOM;PL
fahrer	lovasok	fahrer	lovas	ADJ	N;NOM;PL
verkaufte	eladva	verkaufen	eladva	V;IND;SG;3;PST;FIN	ADV;V.CVB
magdeburg	magdeburg	magdeburg	magdeburg	PROPN	
lagen	réteg	liegen	réteg	V;IND;PL;3;PST;FIN	N;NOM;SG
lagen	rétegek	liegen	réteg	V;IND;PL;3;PST;FIN	N;NOM;PL
kommentar	hozzászólás	kommentar	hozzászólás	ADJ	
kommentar	megjegyzés	kommentar	megjegyzés	ADJ	N;NOM;SG
kommentar	kommentár	kommentar	kommentár	ADJ	N;NOM;SG
kommentar	megjegyzések	kommentar	megjegyzés	ADJ	N;NOM;PL
kommentar	hozzászólás	kommentar	hozzászólás	ADJ	
kommentar	megjegyzés	kommentar	megjegyzés	ADJ	N;NOM;SG
kommentar	hozzászólások	kommentar	hozzászólás	ADJ	N;NOM;PL
kommentar	észrevételek	kommentar	észrevétel	ADJ	N;NOM;PL
vorbei	vége	vorbei	vég	ADV	N;NOM;SG
bieten	ajánlat	bieten	ajánlat	V;NFIN	N;NOM;SG
bieten	ajánlatot	bieten	ajánlat	V;NFIN	N;ACC;SG
küste	partok	küsen	part	ADJ	N;NOM;PL
küste	part	küsen	part	ADJ	
küste	tengerpart	küsen	tengerpart	ADJ	N;NOM;SG
wege	módok	wege	mód		N;NOM;PL
debüt	debütáló	debüt	debütáló	V;SG;FIN	ADJ;NOM;SG
eindruck	benyomást	eindruck	benyomás	ADV	N;ACC;SG
eindruck	benyomás	eindruck	benyomás	ADV	N;NOM;SG
gedichte	verseket	gedicht	vers	N;NOM;NEUT;PL	N;ACC;PL
gedichte	vers	gedicht	vers	N;NOM;NEUT;PL	N;NOM;SG
gedichte	költészet	gedicht	költészet	N;NOM;NEUT;PL	N;NOM;SG
produkte	termék	produkt	termék	N;NOM;NEUT;PL	N;NOM;SG
produkte	termék	produkt	termék	N;NOM;NEUT;PL	N;NOM;SG
produkte	termékeket	produkt	termék	N;NOM;NEUT;PL	N;ACC;PL
besitzer	tulaj	besitzer	tulaj	ADJ	N;NOM;SG
besitzer	tulajdonos	besitzer	tulajdonos	ADJ	N;NOM;SG
besitzer	tulajdonosa	besitzer	tulajdonos	ADJ	N;NOM;SG
besitzer	tulajdonosok	besitzer	tulajdonos	ADJ	N;NOM;PL
besitzer	tulajdonosai	besitzer	tulajdonos	ADJ	N;NOM;PL
besitzer	jogosultja	besitzer	jogosult	ADJ	N;NOM;SG
besitzer	jogosult	besitzer	jogosul	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
möglichkeiten	lehetőségek	möglichkeiten	lehetőség	V;NFIN	N;NOM;PL
möglichkeiten	opciók	möglichkeiten	opció	V;NFIN	N;NOM;PL
möglichkeiten	beállítások	möglichkeiten	beállítás	V;NFIN	N;NOM;PL
möglichkeiten	lehetőségek	möglichkeiten	lehetőség	V;NFIN	N;NOM;PL
möglichkeiten	lehetőségek	möglichkeiten	lehetőség	V;NFIN	N;NOM;PL
möglichkeiten	lehetőségeket	möglichkeiten	lehetőség	V;NFIN	N;ACC;PL
donau	duna	donau	duna	PROPN;NOM;SG	
donau	donau	donau	donau	PROPN;NOM;SG	
mission	misszió	mission	misszió		N;NOM;SG
mission	feladat	mission	feladat		N;NOM;SG
mission	küldetés	mission	küldetés		N;NOM;SG
spanischer	spanyolul	spanisch	spanyolul	ADJ	
spanischer	spanyolok	spanisch	spanyol	ADJ	N;NOM;PL
spanischer	spanyol	spanisch	spanyol	ADJ	
gegend	környéken	gegend	környék	ADV	N;ON+ESS;SG
gegend	szomszédság	gegend	szomszédság	ADV	N;NOM;SG
gegend	környék	gegend	környék	ADV	N;NOM;SG
kombination	kombinációk	kombination	kombináció	N;SG	N;NOM;PL
kombination	együttesen	kombination	együttes	N;SG	ADJ;FRML;SG
kombination	együttes	kombination	együttes	N;SG	
kombination	kombinált	kombination	kombinált	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
first	először	fersen	először	PROPN	ADV
first	első	fersen	első	PROPN	ADJ;NOM;SG
prinz	prince	prinz	prince	N;NOM;MASC;SG	
prinz	prinz	prinz	prinz	N;NOM;MASC;SG	
endgültig	végleges	endgültig	végleges	ADJ	
endgültig	záró	endgültig	záró	ADJ	N;NOM;SG
endgültig	utolsó	endgültig	utolsó	ADJ	
endgültig	végső	endgültig	végső	ADJ	
juan	juan	juan	juan	PROPN;NOM;MASC;SG	
künste	művészet	künsen	művészet	N;PL	N;NOM;SG
künste	művészeti	künsen	művészeti	N;PL	N;NOM;SG
drehbuch	forgatókönyv	drehbuch	forgatókönyv	N;NOM;NEUT;SG	N;NOM;PL
drehbuch	forgatókönyvet	drehbuch	forgatókönyv	N;NOM;NEUT;SG	N;NOM;PL
drehbuch	forgatókönyv	drehbuch	forgatókönyv	N;NOM;NEUT;SG	N;NOM;PL
drehbuch	forgatókönyvet	drehbuch	forgatókönyv	N;NOM;NEUT;SG	N;NOM;PL
versuche	perek	versuchen	perek	N;NOM;SG	N;NOM;PL
versuche	kísérletek	versuchen	kísérlet	N;NOM;SG	N;NOM;PL
versuche	próbák	versuchen	próba	N;NOM;SG	N;NOM;PL
versuche	kísérletek	versuchen	kísérlet	N;NOM;SG	N;NOM;PL
versuche	kísérletek	versuchen	kísérlet	N;NOM;SG	N;NOM;PL
ortschaften	helyszínek	ortschaften	helyszín	ADJ	N;NOM;PL
ortschaften	helyek	ortschaften	hely	ADJ	N;NOM;PL
ortschaften	üdülőhelyek	ortschaften	üdülőhely	ADJ	N;NOM;PL
ortschaften	falvak	ortschaften	falu	ADJ	N;NOM;PL
ortschaften	helyszínek	ortschaften	helyszín	ADJ	N;NOM;PL
ortschaften	helyek	ortschaften	hely	ADJ	N;NOM;PL
ortschaften	városok	ortschaften	város	ADJ	N;NOM;PL
alternative	alternatív	alternativ	alternatív	ADJ;NOM;FEM;PL	
alternative	alternatíva	alternativ	alternatíva	ADJ;NOM;FEM;PL	N;NOM;SG
alternative	alternatív	alternativ	alternatív	ADJ;NOM;FEM;PL	
alternative	alternatívák	alternativ	alternatív	ADJ;NOM;FEM;PL	N;NOM;PL
sorry	sajnálom	sorry	sajnál		V;DEF;IND;SG;1;PRS;FIN;ACT
infrastruktur	infrastruktúra	infrastruktur	infrastruktúra	ADJ	N;NOM;SG
praktisch	kéznél	praktisch	kéz	ADJ	
jacques	jacques	jacques	jacques	PROPN;NOM;MASC;SG	
biografie	életrajz	biografie	életrajz		N;NOM;SG
gründe	okok	gründen	ok		N;NOM;PL
gründe	okok	gründen	ok		N;NOM;PL
gründe	okozza	gründen	okoz		V;DEF;IND;SG;3;PRS;FIN;ACT
gründe	okoz	gründen	okoz		V;INDF;IND;SG;3;PRS;FIN;ACT
gründe	indokok	gründen	indok		N;NOM;PL
phase	szakasz	phase	szakasz		N;NOM;SG
phase	fázis	phase	fázis		N;NOM;SG
phase	szakaszok	phase	szakasz		N;NOM;PL
junioren	juniors	junior	juniors	N;NOM;FEM;PL	N;NOM;SG
junioren	junior	junior	junior	N;NOM;FEM;PL	
françois	francois	françois	francois	PROPN;NOM;MASC;SG	
françois	françois	françois	françois	PROPN;NOM;MASC;SG	N;NOM;SG
françois	francois	françois	francois	PROPN;NOM;MASC;SG	
françois	françois	françois	françois	PROPN;NOM;MASC;SG	N;NOM;SG
antike	antik	antik	az	ADJ;NOM;FEM;SG	
antike	ősök	antik	ősök	ADJ;NOM;FEM;SG	N;NOM;PL
antike	ősi	antik	ősi	ADJ;NOM;FEM;SG	
antike	ős	antik	ős	ADJ;NOM;FEM;SG	
antike	ókori	antik	ókori	ADJ;NOM;FEM;SG	
antike	ókor	antik	ókor	ADJ;NOM;FEM;SG	N;NOM;SG
korrekt	pontos	korrekt	pontos	ADJ	
korrekt	helyes	korrekt	helyes	ADJ	
korrekt	korrekt	korrekt	korrekt	ADJ	
behandlung	kezelés	behandlung	kezelés		N;NOM;SG
behandlung	terápia	behandlung	terápia		N;NOM;SG
behandlung	kezelés	behandlung	kezelés		N;NOM;SG
behandlung	kezelésre	behandlung	kezelés		N;ON+ALL;SG
behandlung	kezelése	behandlung	kezelés		N;NOM;SG
behandlung	kezelések	behandlung	kezelés		N;NOM;PL
verändert	módosítva	verändern	módosítva	V;V.PTCP	ADV;V.CVB
erstellen	létrehozása	erstellen	létrehozás	V;NFIN	N;NOM;SG
erstellen	létrehozása	erstellen	létrehozás	V;NFIN	N;NOM;SG
erstellen	létrehozva	erstellen	létrehozva	V;NFIN	N;NOM;SG
unterscheidet	különbséget	unterscheiden	különbség	V;IND;SG;3;PRS;FIN	N;ACC;SG
pokal	serleg	pokal	serleg	N;NOM;MASC;SG	
pokal	cup	pokal	cup	N;NOM;MASC;SG	
meisterschaften	bajnokság	meisterschaften	bajnokság	V;NFIN	N;NOM;SG
eng	eng	eng	eng	ADJ	
eng	szoros	eng	szoros	ADJ	
eng	keskeny	eng	keskeny	ADJ	
jack	jack	jack	jack	PROPN;NOM;SG	
handeln	aktus	handeln	aktus	V;NFIN	N;NOM;SG
handeln	felvonás	handeln	felvonás	V;NFIN	N;NOM;SG
mary	mary	mary	mary	PROPN;NOM;SG	
mary	mária	mary	mária	PROPN;NOM;SG	
nikolaus	nicholas	nikolaus	nicholas	PROPN;NOM;MASC;SG	N;NOM;SG
nikolaus	miklós	nikolaus	miklós	PROPN;NOM;MASC;SG	
bedeutende	jelentős	bedeutend	jelentős	ADJ;NOM;FEM;PL	
bedeutende	szignifikáns	bedeutend	szignifikáns	ADJ;NOM;FEM;PL	N;ON+ESS;SG
beteiligten	érintett	beteiligt	érintett	V;IND;PL;3;PST;FIN	
freunde	haverok	freund	haver	N;NOM;PL	
freunde	barátokkal	freund	barát	N;NOM;PL	N;INS;PL
freunde	barát	freund	bara	N;NOM;PL	N;NOM;SG
freunde	barátom	freund	barát	N;NOM;PL	N;NOM;SG
frieden	fegyverszünet	frieden	fegyverszünet		N;NOM;SG
stub	szelvény	stub	szelvény		N;NOM;SG
bereichen	tartományok	bereichen	tartomány	V;NFIN	N;NOM;PL
bereichen	mezőket	bereichen	mező	V;NFIN	N;ACC;PL
bereichen	mezők	bereichen	mező	V;NFIN	N;NOM;PL
bereichen	fields	bereichen	fields	V;NFIN	
bereichen	földek	bereichen	föld	V;NFIN	N;NOM;PL
bereichen	mező	bereichen	mező	V;NFIN	N;NOM;SG
bereichen	térségek	bereichen	térség	V;NFIN	N;NOM;PL
bereichen	területek	bereichen	terület	V;NFIN	N;NOM;PL
ruf	ruf	ruf	ruf	N;NOM;MASC;SG	
herz	szívem	herz	szívem		V;DEF;IND;SG;1;PRS;FIN;ACT
herz	szívvel	herz	szív		
herz	szív	herz	szív		N;NOM;SG
herz	herz	herz	herz		
herz	szívek	herz	szív		N;NOM;PL
handlung	cselekmény	handlung	cselekmény		N;NOM;SG
handlung	szinopszis	handlung	szinopszis		N;NOM;SG
biographie	életrajz	biographie	életrajz		N;NOM;SG
eröffnung	megnyitás	Eröffnung	megnyitás		N;NOM;SG
eröffnung	nyitás	Eröffnung	nyitás		N;NOM;SG
eröffnung	megnyitó	Eröffnung	megnyitó		N;NOM;SG
eröffnung	nyitó	Eröffnung	nyitó		
eröffnung	nyílás	Eröffnung	nyílás		N;NOM;SG
ägypten	egyiptom	ägypten	egyiptom	PROPN;NOM	N;NOM;SG
ägypten	kairó	ägypten	kairó	PROPN;NOM	N;NOM;SG
ägypten	alexandria	ägypten	alexandria	PROPN;NOM	N;NOM;SG
ägypten	egyiptomi	ägypten	egyiptomi	PROPN;NOM	
größer	magasabbak	groß	magasab	ADJ	ADV
größer	nagyobbak	groß	nagy	ADJ	ADV
größer	nagyobbak	groß	nagy	ADJ	ADV
mittlere	aljas	mittler	aljas	ADJ;NOM;FEM;PL	
mittlere	közbenső	mittler	közbenső	ADJ;NOM;FEM;PL	N;NOM;SG
mittlere	köztes	mittler	köztes	ADJ;NOM;FEM;PL	
mittlere	közepes	mittler	közepes	ADJ;NOM;FEM;PL	ADJ;NOM;SG
mittlere	medián	mittler	medián	ADJ;NOM;FEM;PL	
mittlere	középre	mittler	közép	ADJ;NOM;FEM;PL	N;ON+ALL;SG
mittlere	közép	mittler	közép	ADJ;NOM;FEM;PL	
mittlere	középső	mittler	középső	ADJ;NOM;FEM;PL	
studio	studio	studio	studio	PROPN;NOM;SG	
studio	stúdió	studio	stúdió	PROPN;NOM;SG	N;NOM;SG
spanisch	spanyolul	spanisch	spanyolul	ADJ	
spanisch	spanyolok	spanisch	spanyol	ADJ	N;NOM;PL
spanisch	spanyol	spanisch	spanyol	ADJ	
kollegen	kollégám	kolleg	kolléga	V;FIN	N;NOM;SG
kollegen	kolléga	kolleg	kollég	V;FIN	N;NOM;SG
kollegen	munkatárs	kolleg	munkatárs	V;FIN	N;NOM;SG
kollegen	kollégák	kolleg	kolléga	V;FIN	N;NOM;PL
kollegen	munkatársak	kolleg	munkatárs	V;FIN	N;NOM;PL
kollegen	munkatársai	kolleg	munkatárs	V;FIN	N;NOM;PL
kollegen	munkatársak	kolleg	munkatárs	V;FIN	N;NOM;PL
not	nem	not	nem	PROPN;SG	ADV
not	segélykérő	not	segélykérő	PROPN;SG	ADJ;NOM;SG
hill	dombon	hallen	dombon	PROPN;NOM;MASC;SG	N;ON+ESS;SG
hill	domb	hallen	domb	PROPN;NOM;MASC;SG	N;NOM;SG
hill	hegy	hallen	hegy	PROPN;NOM;MASC;SG	N;NOM;SG
hill	dombra	hallen	dombra	PROPN;NOM;MASC;SG	N;ON+ALL;SG
hill	hegyen	hallen	hegy	PROPN;NOM;MASC;SG	N;ON+ESS;SG
hill	hill	hallen	hill	PROPN;NOM;MASC;SG	
irrelevant	lényegtelen	irrelevant	lényegtelen	ADJ	
raus	ki	raus	ki	ADV	PRO;NOM;SG;3
begannen	kezdődött	beginnen	kezdődik	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
begannen	megkezdődött	beginnen	megkezdődik	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
begannen	elkezdődött	beginnen	elkezdődik	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
bruno	bruno	bruno	bruno	PROPN;NOM;SG	
regensburg	regensburg	regensburg	regensburg	PROPN;NOM;SG	N;NOM;SG
bildern	képeket	bildern	kép	V;NFIN	N;ACC;PL
bildern	képek	bildern	kép	V;NFIN	N;NOM;PL
bildern	képeket	bildern	kép	V;NFIN	N;ACC;PL
bildern	képek	bildern	kép	V;NFIN	N;NOM;PL
bildern	fényképek	bildern	fénykép	V;NFIN	N;NOM;PL
bildern	képek	bildern	kép	V;NFIN	N;NOM;PL
dortmund	dortmund	dortmund	dortmund	PROPN;NOM;MASC;SG	N;NOM;SG
gebieten	területek	gebieten	terület	V;NFIN	N;NOM;PL
aktion	művelet	aktion	művelet		N;NOM;SG
aktion	fellépés	aktion	fellépés		N;NOM;SG
aktion	cselekvési	aktion	cselekvési		N;NOM;SG
aktion	cselekvés	aktion	cselekvés		N;NOM;SG
gemälde	festés	gemälde	festés		N;NOM;SG
gemälde	festmény	gemälde	festmény		N;NOM;SG
gemälde	festmények	gemälde	festmény		N;NOM;PL
persönlichen	személyes	persönlich	személyes	ADJ;ACC;MASC;SG	ADJ;NOM;SG
persönlichen	személyi	persönlich	személyi	ADJ;ACC;MASC;SG	ADJ;NOM;SG
mannheim	mannheim	mannheim	mannheim	PROPN;NOM;NEUT;SG	
griechenland	görögország	griechenland	görögország	ADJ	N;NOM;SG
neustadt	neustadt	neustadt	neustadt	PROPN;SG	
leo	leo	leo	leo	PROPN;NOM;MASC;SG	
gestaltung	tervezési	gestaltung	tervezési	N;NOM;FEM;SG	ADJ;NOM;SG
gestaltung	design	gestaltung	design	N;NOM;FEM;SG	
ufer	partra	ufer	partra	ADJ	N;ON+ALL;SG
ufer	part	ufer	part	ADJ	
ufer	shore	ufer	shore	ADJ	
ufer	partvonal	ufer	partvonal	ADJ	N;NOM;SG
anspruch	igény	anspruch	igény	N	
politikerin	politikusok	politikerin	politikus	ADJ;NOM;FEM;SG	N;NOM;PL
politikerin	politikus	politikerin	politikus	ADJ;NOM;FEM;SG	N;NOM;SG
angebot	ajánlatok	anpieten	ajánlat	N;NOM;NEUT;SG	N;NOM;PL
angebot	kínál	anpieten	kínál	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
angebot	ajánlatokat	anpieten	ajánlat	N;NOM;NEUT;SG	N;ACC;PL
angebot	ajánlatot	anpieten	ajánlat	N;NOM;NEUT;SG	N;ACC;SG
auftreten	előfordulása	auftreten	előfordulás	V;NFIN	N;NOM;SG
zweifel	kétséges	zweifel	kétséges		ADJ;NOM;SG
zweifel	kétely	zweifel	kétely		N;NOM;SG
zweifel	kétséges	zweifel	kétséges		ADJ;NOM;SG
zweifel	kétségek	zweifel	kétség		N;NOM;PL
zweifel	kétségei	zweifel	kétség		N;NOM;PL
zweifel	kétely	zweifel	kétely		N;NOM;SG
zweifel	kétségek	zweifel	kétség		N;NOM;PL
reine	puszta	rein	puszta	ADJ;NOM	
reine	tisztán	rein	tiszta	ADJ;NOM	
reine	tiszta	rein	tiszta	ADJ;NOM	
südöstlich	délkelet	südöstlich	délkelet	ADJ	N;NOM;SG
südöstlich	délkelet	südöstlich	délkelet	ADJ	N;NOM;SG
südöstlich	délkeleti	südöstlich	délkeleti	ADJ	N;NOM;SG
produzent	termelő	produzent	termelő	ADJ	
produzent	producer	produzent	producer	ADJ	N;NOM;SG
produzent	termelői	produzent	termelő	ADJ	N;NOM;PL
südwestlich	délnyugat	südwestlich	délnyug	ADJ	
südwestlich	délnyugat	südwestlich	délnyug	ADJ	
lager	raktár	lager	raktár	ADJ	N;NOM;SG
lager	raktárban	lager	raktár	ADJ	N;IN+ESS;SG
lager	csapágyak	lager	csapágy	ADJ	N;NOM;PL
lager	raktárak	lager	rakta	ADJ	N;NOM;PL
lager	camp	lager	camp	ADJ	
lager	tábor	lager	tábor	ADJ	N;NOM;SG
lager	táborok	lager	táborok	ADJ	N;NOM;PL
beck	beck	beck	beck	PROPN;NOM;MASC;SG	
ministerpräsident	premier	ministerpräsident	premier	ADJ	
historisch	történelmileg	historisch	történelmi	ADJ	
niederländischen	holland	niederländisch	holland	ADJ;NOM;MASC;PL	
niederländischen	dutch	niederländisch	dutch	ADJ;NOM;MASC;PL	
jones	jones	jones	jones	PROPN;NOM;MASC;SG	
blue	kék	blue	kék	PROPN;NOM;SG	
blue	blue	blue	blue	PROPN;NOM;SG	
umgeben	körül	umgeben	körül	V;V.PTCP	ADP
nachweis	bemutató	nachweis	bemutató	N	
nachweis	demonstrációs	nachweis	demonstrációs	N	ADJ;NOM;SG
net	háló	Net	háló		N;NOM;SG
net	net	Net	net		N;NOM;SG
errichtung	telephely	errichtung	telephely	ADJ	N;NOM;SG
errichtung	létesítmény	errichtung	létesítmény	ADJ	N;NOM;SG
errichtung	létrehozása	errichtung	létrehozás	ADJ	N;NOM;SG
errichtung	letelepedés	errichtung	letelepedés	ADJ	N;NOM;SG
errichtung	erekció	errichtung	erekció	ADJ	N;NOM;SG
hitler	hitlert	hitler	hitler	PROPN;NOM;MASC;SG	
hitler	hitler	hitler	hitler	PROPN;NOM;MASC;SG	
springer	lovag	spring	lovag	ADJ	N;NOM;SG
springer	springer	spring	springer	ADJ	N;NOM;SG
mögliche	potenciális	möglich	potenciális	ADJ;NOM;FEM;PL	
mögliche	lehetséges	möglich	lehetséges	ADJ;NOM;FEM;PL	ADJ;NOM;SG
mögliche	potenciál	möglich	potenciál	ADJ;NOM;FEM;PL	N;NOM;SG
mögliche	lehetőség	möglich	lehetőség	ADJ;NOM;FEM;PL	N;NOM;SG
mögliche	lehetséges	möglich	lehetséges	ADJ;NOM;FEM;PL	ADJ;NOM;SG
verstehe	értem	verstehen	ér	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
verstehe	megért	verstehen	meg+ér	V;IND;SG;3;PRS;FIN	
wiederholt	ismételte	wiederholt	ismétel	ADJ	V;DEF;IND;SG;3;PST;FIN;ACT
wiederholt	ismételt	wiederholt	ismételt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
wiederholt	ismétlés	wiederholt	ismétlés	ADJ	N;NOM;SG
wiederholt	megismétli	wiederholt	megismétli	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
geeignet	megfelelő	geeignet	megfelelő	ADJ	
geeignet	megfelelő	geeignet	megfelelő	ADJ	
bearbeitungen	módosításokkal	bearbeitungen	módosítás	N;NOM;FEM;PL	N;INS;PL
bearbeitungen	forgácsolás	bearbeitungen	forgácsolás	N;NOM;FEM;PL	N;NOM;SG
tatsache	tény	tatsach	tény	ADV	
endet	befejezés	enden	befejezés	V;IND;SG;3;PRS;FIN	N;NOM;SG
rainer	rainer	rain	rainer	PROPN;NOM;MASC;SG	
rainer	rainier	rain	rainier	PROPN;NOM;MASC;SG	
übernehmen	feltételezem	übernehmen	feltételez	V;NFIN	
privaten	magán	privat	maga	ADJ;PL	
privaten	privát	privat	priva	ADJ;PL	
brand	márka	brend	márka		N;NOM;SG
mathematiker	matematikus	mathematiker	matematikus	ADJ	N;NOM;SG
